[00:00.000 --> 00:05.000]  Everyone thinks so but I would never say it.
[50:04.000 --> 50:10.000]  And then the Democrats and the liberals and the socials organize them to start bombing and shooting and raping and stabbing.
[50:10.000 --> 50:18.000]  And then major countries, Finland, you name it, legalize if you're a Muslim, raping nine-year-old girls.
[50:18.000 --> 50:22.000]  That's the headline. Supreme Court says they can do it.
[50:22.000 --> 50:27.000]  So let me give you the big announcement.
[50:27.000 --> 50:38.000]  There is a global corporate move to collapse any wealth they don't control because when you drive down wealth, you can then consolidate it and get it.
[50:38.000 --> 50:46.000]  So if they can have a worldwide depression, smoke screened by global race war, that their media hypes to these third world populations,
[50:46.000 --> 50:55.000]  that the globalist Bill Gates, the UN, all of them spend billions of years beaming anti-America, anti-Europe stuff in,
[50:55.000 --> 51:04.000]  putting local radio stations in, putting satellite receivers into villages, paying the elders to make everyone listen in Asia, Africa, Latin America,
[51:04.000 --> 51:11.000]  to sit there and go take over America, take over Europe, everything's free, they're bad racists, they deserve it anyways.
[51:11.000 --> 51:20.000]  Come North, come North, it's all free, women, money, it's all there. And I played the clips in African languages, Latin American languages.
[51:20.000 --> 51:30.000]  They have the main imams of Jerusalem saying, they are weak, then white dogs will die, their women will be ours, we will slit the throat.
[51:30.000 --> 51:40.000]  And then that's beamed into Europe. And then air guns blown the border. I mean, this is the 21st century war. This is it.
[51:40.000 --> 51:49.000]  And when they're done letting enough of the third world in to bring down some of the West, they're going to buy a weapon.
[51:49.000 --> 51:58.000]  Race specific. And they've got it dialed in, ladies and gentlemen, where it is going to wipe out, I think the first wave will wipe out about 2 billion people.
[51:58.000 --> 52:06.000]  And everybody's been like, whoa, that immigrant invasion isn't a problem anymore. Yeah, because they all just got killed.
[52:06.000 --> 52:20.000]  So these billionaires are the real Nazis, they're all super eugenicist Nazis, Bill Gates is on record, his dad, Holsprings Harbor, Planned Parenthood, all of them, they're all signed on, okay.
[52:20.000 --> 52:31.000]  And that's why they pose as liberals doing things to the West. They know are going to be so horrible that the West is going to get in line for the first wave of wiping everybody out.
[52:31.000 --> 52:38.000]  And Donald Trump got briefed on this five years ago and he said, this is crazy. We're not doing that.
[52:38.000 --> 52:43.000]  And he got recruited to try to counter all this, but I'm digressing and that's all come out now.
[52:43.000 --> 52:52.000]  I'm just telling everybody, man, as dumb as these people are, they ship in and fill them full of hate and everything, realize they're just like zombies.
[52:52.000 --> 52:59.000]  The enemy is these big billionaires and trillionaire controllers who control trillions and they're playing.
[52:59.000 --> 53:15.000]  And so here's the big announcement. This July 4th, 2018, historically as a demarcation line, you can mark as the point of when the global civil war against free humanity and pro human, pro renaissance,
[53:15.000 --> 53:26.000]  classical liberal human future versus the technocracy, the post humanist, the post industrialist, the breakaway civilization eugenicist.
[53:26.000 --> 53:35.000]  And if you're going to join with the real Nazis that actually set Hitler up as a beta test, that's on record.
[53:35.000 --> 53:42.000]  Posing as liberals, you're either with the technocracy and the human exterminist or you're with the resistance.
[53:42.000 --> 53:47.000]  And it's much harder making things work and coming together and fixing things and believing in humanity.
[53:47.000 --> 53:54.000]  But we can do it and we've done it and Trump knows it. It's about optimism. It's about a future and we've got everything we need.
[53:54.000 --> 53:58.000]  But he won't let the globalist be in total control anymore and there'll be real competition.
[53:58.000 --> 54:04.000]  And so this is the choice you're getting. And so this July 4th is a July 4th worldwide.
[54:04.000 --> 54:11.000]  We've got to create some hashtags. We've got to get everybody from others. The point is this is a time of reflection, not getting drunk, not eating a bunch of steaks or whatever.
[54:11.000 --> 54:15.000]  That's a side issue. As good as that sounds.
[54:15.000 --> 54:20.000]  We need to understand there's a global takedown of nation states, a global takedown of populations.
[54:20.000 --> 54:26.000]  There is an attempt to get us all these other throats by these megabanks that are exempt from everything they're doing.
[54:26.000 --> 54:39.000]  And that we have to announce that this is the beginning of a worldwide movement against empires, against royalty, against above the law bankers, against them all.
[54:39.000 --> 54:46.000]  And that it's a planetary awakening, 1776 worldwide. That doesn't mean U.S. control.
[54:46.000 --> 54:53.000]  That doesn't mean no, no, it's the opposite. It's ideas. It's soft power.
[54:53.000 --> 55:05.000]  It's the next level of the Renaissance. It's really working with countries, really building up industry, getting the globalists out of these nations that are destabilizing them on purpose so they can consolidate and control all the power over the dysfunctional system.
[55:05.000 --> 55:14.000]  And so that's it. This July 4th. How many years has it been since 1776? Almost 250.
[55:14.000 --> 55:22.000]  245 years? 242. Let me just go off the top of my head. 242, is that right?
[55:22.000 --> 55:32.000]  So we're 242 years since the founding of this idea saying no to a king who ruled us from afar. Didn't mean we were perfect.
[55:32.000 --> 55:39.000]  But the point was we were going for something bigger. And then it became this country everybody wanted to come to because there was more freedom here than other places.
[55:39.000 --> 55:46.000]  And so the globalists can't compete with that. They can't compete with even 10% freedom or 20% freedom. They can't compete with America.
[55:46.000 --> 55:54.000]  So they have to undermine it. They have to bring it down. But they're not bringing down America to transfer the wealth of the third world. That was all a lie.
[55:54.000 --> 56:03.000]  They were doing that to parlay art, money, and power into the third world to control everybody.
[56:03.000 --> 56:18.000]  And it's totally and completely sick. And so you can mark this July 4th, 2018, 242 years later, as the moment where everybody should really truly pick a side
[56:18.000 --> 56:27.000]  and decide whether you're going to be a conformist in your own destruction, a conformist with the deindustrialization, post-industrial world of the eugenicist,
[56:27.000 --> 56:36.000]  or whether you're going to be strong and stand up for their bullying, stand up for the media, speak out yourself, be involved, and be on team humanity.
[56:36.000 --> 56:49.000]  Because this new July 4th is about team humanity. It's not about Team America. It's about every country in the world with its own people and its own population believing in a human ideal
[56:49.000 --> 56:57.000]  and standing up for their culture and their rights and then freely working with other cultures and adopting parts of other cultures that they choose to adopt,
[56:57.000 --> 57:07.000]  but not being forced fed that so it creates a discordia tower of Babel where the globalists can come in and control everybody in their own admissions.
[57:07.000 --> 57:13.000]  It's prosperity and human justice and human destiny versus centralization and total control.
[57:13.000 --> 57:20.000]  And so I've got to wrap my mind around it, but I think this July 4th is the launch of the second American Revolution,
[57:20.000 --> 57:26.000]  the real launch of the Renaissance, a global revolution of understanding, of a true enlightenment.
[57:26.000 --> 57:34.000]  We're now hitting the second stage of boost into space. This is the big phase that if we make it to this, we go in, we go above,
[57:34.000 --> 57:41.000]  and we transcend the psychopathic control freaks that study humanity, not to empower humanity, but to enslave it.
[57:41.000 --> 57:49.000]  We are passing the epic crossroads. We must make the right decision culturally and spiritually and economically July 4th.
[57:49.000 --> 57:55.000]  Choose to take control of your chemistry with Survival Shield X2 and Biotru Selenium.
[57:55.000 --> 58:00.000]  This powerful combo is perfect for supporting your thyroid and health.
[58:00.000 --> 58:07.000]  Biotru Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[58:07.000 --> 58:16.000]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[58:16.000 --> 58:24.000]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[58:24.000 --> 58:31.000]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[58:31.000 --> 58:37.000]  Survival Shield X2 and Biotru Selenium work together to support the systems in your body.
[58:37.000 --> 58:41.000]  Take control of your chemistry today with this super combo.
[58:41.000 --> 59:02.000]  Discover the power of Survival Shield X2 and Biotru Selenium at InfowarsLife.com.
[59:12.000 --> 59:16.000]  You are the Infowar.
[59:16.000 --> 59:25.000]  And now because of their intensifying censorship it's more important than ever that everyone go to Infowars.com forward slash newsletter and sign up via email.
[59:25.000 --> 59:32.000]  So there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[59:32.000 --> 59:40.000]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[59:40.000 --> 59:47.000]  So bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[59:47.000 --> 01:00:11.000]  We are the Renaissance and we are winning.
[01:00:17.000 --> 01:00:29.000]  We are back live broadcasting worldwide.
[01:00:29.000 --> 01:00:46.000]  I am your host Alex Jones and we just laid out the fact that we're in a global revolution with big ruthless megabanks trying to destroy free market and competition taking over and then trying to base everything on race as a way to control people
[01:00:46.000 --> 01:00:48.000]  because that's a very base way to do it.
[01:00:48.000 --> 01:00:54.000]  It is a total assault on Western civilization, a total assault on common sense, you name it.
[01:00:54.000 --> 01:00:56.000]  Mike Adams is going to be in studio.
[01:00:56.000 --> 01:01:02.000]  He's on fire fighting all of this and getting into the fact that they're openly launching a civil war.
[01:01:02.000 --> 01:01:05.000]  Of course, you've heard about that here first, but now it's all over the place.
[01:01:05.000 --> 01:01:07.000]  Gary Byrne is coming on.
[01:01:07.000 --> 01:01:14.000]  He of course is filed lawsuit against the Clintons and Podesta and more.
[01:01:14.000 --> 01:01:17.000]  So that's because he's taking action from a secret service agent.
[01:01:17.000 --> 01:01:20.000]  He is coming on.
[01:01:20.000 --> 01:01:39.000]  I want to get to the dichotomy between yes, we are riding a big global wave of freedom, but it's in response to just decades of pure social engineering and evil and the globalists have a plan to beat it.
[01:01:39.000 --> 01:01:48.000]  And it's all about bringing in third world populations that are totally dependent on them to then be given voter IDs, which the Democrats admit they're doing with the illegals.
[01:01:48.000 --> 01:01:50.000]  And they play this game like, oh, no, we're not doing that.
[01:01:50.000 --> 01:01:52.000]  It's the same thing in Europe to have checkmate.
[01:01:52.000 --> 01:01:55.000]  It's even easier in Europe because it's a parliamentary system.
[01:01:55.000 --> 01:01:57.000]  So we get 10% and the Muslims vote as a block.
[01:01:57.000 --> 01:01:59.000]  Then you've got them.
[01:01:59.000 --> 01:02:05.000]  So we have to quantify the battle space because notice they would always say there's no world government.
[01:02:05.000 --> 01:02:07.000]  There's no plan to open the borders.
[01:02:07.000 --> 01:02:09.000]  There's no plan to have illegals vote.
[01:02:09.000 --> 01:02:10.000]  There's no plan to target families.
[01:02:10.000 --> 01:02:12.000]  There's no plan for socialism.
[01:02:12.000 --> 01:02:13.000]  There's no plan for communism.
[01:02:13.000 --> 01:02:15.000]  There's no plan for single payer.
[01:02:15.000 --> 01:02:18.000]  There's no plan for any of this to get you totally dependent.
[01:02:18.000 --> 01:02:23.000]  And then once they get in control, they do it.
[01:02:23.000 --> 01:02:35.000]  But we have to quantify down to its parts what's happening, who the players are, and then what makes the players tick?
[01:02:35.000 --> 01:02:46.000]  I've seen this about 5,000 times what I'm about to get into.
[01:02:46.000 --> 01:02:49.000]  And, you know, it makes me so upset.
[01:02:49.000 --> 01:03:01.000]  And then I know that they got big money backing them to sue me if I make any misstep and want to share what I do.
[01:03:01.000 --> 01:03:06.000]  And I'm not even afraid of these people.
[01:03:06.000 --> 01:03:16.000]  I just want to, like Judo, walk softly to carry a big stick.
[01:03:16.000 --> 01:03:20.000]  But I see the iconography.
[01:03:20.000 --> 01:03:30.000]  You see gangs, particularly criminal groups, were symbols so you can identify who they are so that members of the club know who they are, but that you don't.
[01:03:30.000 --> 01:03:45.000]  And I have seen and I meant to do a report on this and I get so busy that I haven't done it, but I'm going to do it.
[01:03:45.000 --> 01:03:59.000]  But I'm trying to figure out how to do it where I can show 20 or 30 people who've been arrested and busted and convicted of kidnapping and raping little children.
[01:03:59.000 --> 01:04:02.000]  And then how they were school resource officers.
[01:04:02.000 --> 01:04:14.000]  They were the local LBGBT reach out group to the children and the pens they were and the things they do.
[01:04:14.000 --> 01:04:21.000]  And then how they're in the newspapers and they advertise it because everything with them is about throwing it in our face what they're doing.
[01:04:21.000 --> 01:04:38.000]  And so now they've come out because they think they just credited pizza gate with that sophisticated thing they pulled and they've got articles everywhere with these guys telling you even what they're doing in your face.
[01:04:38.000 --> 01:04:42.000]  The good news is law enforcement's hitting them and hitting them hard.
[01:04:42.000 --> 01:04:51.000]  Head of prominent charity that campaigns against child abuse is arrested for trying to arrange the rape of multiple children as young as two.
[01:04:51.000 --> 01:04:58.000]  Oh yeah, that's coming up. That's mainstream news. That's right.
[01:04:58.000 --> 01:05:18.000]  I want to plow into all of this that I'm going to spend a few minutes here first just encouraging listeners to understand that when you buy t-shirts or water filtration systems or books or videos or other material from infowarstore.com you are funding the revolution.
[01:05:18.000 --> 01:05:31.000]  I mean I cannot say it any clear and so it is essential that you purchase the products at infowarstore.com. I don't want to thank everybody that has but we've got the best fluoride-free toothpaste with colloidal silver and with high quality atomic iodine in it.
[01:05:31.000 --> 01:05:39.000]  You cannot beat that for children and adults. We've got the best mouthwash designed by Dr. Jones. That's my dad with colloidal silver and iodine as well.
[01:05:39.000 --> 01:05:56.000]  That's infowarslife.com or triple-A-2-5-3-3-1-3-9 and your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies and that's who they are and they know we know who they are and they're coming back against us so we need your support.
[01:06:09.000 --> 01:06:21.000]  If you are receiving this transmission, you are the resistance.
[01:06:21.000 --> 01:06:32.000]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:06:32.000 --> 01:06:40.000]  Yeah, Michael Jackson's 89-year-old daddy died. I say who cares? That was reportedly a pretty bad dude.
[01:06:40.000 --> 01:06:48.000]  We've got stories up on infowars.com, cop hospitalized from opioid lace flyer placed on Sheriff's vehicles.
[01:06:48.000 --> 01:07:00.000]  Law enforcement appears to be the target but it's the bizarre message in it that makes me question exactly what's going on.
[01:07:00.000 --> 01:07:04.000]  So that's coming up in a moment. We've got a lot more to get to today.
[01:07:04.000 --> 01:07:23.000]  You've got Trump having huge victories with every candidate that was even behind that he plugs and endorses winning but you've got a phenomenon of hardcore communist beating establishment party Democrats and winning primaries like in the case of New York.
[01:07:23.000 --> 01:07:29.000]  So that's all coming up.
[01:07:29.000 --> 01:07:56.000]  Now, that said, law enforcement and patriots in FBI manuals decades ago published internal books on recognizing pedophile gang sites.
[01:07:56.000 --> 01:08:14.000]  So when Podesta got caught in the emails with the Aleister Crowley stuff and kids in Hot Toes being delivered to the farmhouse for their pleasure and how good's this cheese pizza, how good's the sauce, how good are the nuts, how brown are the nuts.
[01:08:14.000 --> 01:08:21.000]  I mean, it's all what color the kids, all that. It's the known coats and they had a big problem when the spirit cooking came out and everything.
[01:08:21.000 --> 01:08:31.000]  And during the end of the campaign in early November, they had a big problem when it came out in WikiLeaks and then Wiener and Epstein, a little Alita Express and all of it.
[01:08:31.000 --> 01:08:35.000]  They had a big problem.
[01:08:35.000 --> 01:08:47.000]  And those documents are public federal Bureau of Investigation intelligence bulletin the symbols used by the pedophiles, which we know is a giant underground currency.
[01:08:47.000 --> 01:08:58.000]  Drugs are underground currency, jewels, art, but sex trafficking of women and children is the big one.
[01:08:58.000 --> 01:09:11.000]  So what were they going to do? Well, they then got the New York Times, the Washington Post and CNN to all focus on a pizza place.
[01:09:11.000 --> 01:09:17.000]  They didn't have a basement and there wasn't evidence of what ended up getting said. But I remember seeing it. I'm like, this is weird.
[01:09:17.000 --> 01:09:22.000]  It's all mainstream news pointing at this. I said, I think this is a distraction.
[01:09:22.000 --> 01:09:27.000]  And everybody got mad at me for that or whatever. And we still cover what people were saying about it.
[01:09:27.000 --> 01:09:39.000]  And they'll say, oh, he backed off pizza gate. No, no, no, pizza gate in the government documents and in the WikiLeaks and in New York and other areas and Epstein and all of this stuff.
[01:09:39.000 --> 01:09:47.000]  People come out. That's real that they use pizza and Italian food terms as code words. That's in federal documents.
[01:09:47.000 --> 01:09:50.000]  Your TV viewers just showed them to you.
[01:09:50.000 --> 01:10:04.000]  But I've since talked to victims and I've talked to law enforcement and I've talked to people that have been involved on the periphery with the individuals and that know about it.
[01:10:04.000 --> 01:10:13.000]  And I'm going to leave it at that. It's been turned over to law enforcement that explained it to me and they said, you're going to see some bus coming up soon.
[01:10:13.000 --> 01:10:23.000]  And I was shown some of the things. I didn't go on air with them, but we're talking major newspapers saying, don't pull anything up. I'm not ready to do this.
[01:10:23.000 --> 01:10:34.000]  Oh, look at this school health teacher that teaches the seventh graders that, you know, it's OK to see porn and all this.
[01:10:34.000 --> 01:10:39.000]  And then all over the walls is I love pizza, pizza, pizza, and all this stuff about Italian food.
[01:10:39.000 --> 01:10:45.000]  And it's there in the magazine. It's there in the newspapers in a bunch of cities.
[01:10:45.000 --> 01:10:56.000]  And you're looking at law enforcement bulletins. And then there's bulletins about Texas and New York and all these places where they have the same article put out in the last few months.
[01:10:56.000 --> 01:11:06.000]  With here's the man that's going to teach your kids about porn and sex.
[01:11:06.000 --> 01:11:15.000]  And then there's all this iconography about loving pizza and pizzas and Italian food and sauces all over the walls.
[01:11:15.000 --> 01:11:22.000]  And I'm being told by law enforcement that's what's going on. And you've got salon.
[01:11:22.000 --> 01:11:34.000]  You've got the New York Times. You've got HBO vice coming out and saying, this man's not a monster.
[01:11:34.000 --> 01:11:38.000]  Look how creepy they are. Pull up the pedophiles. This is a man's a pedophile.
[01:11:38.000 --> 01:11:45.000]  He lusts after your four-year-old daughter. They show video of him lusting over little girls and they go, he's not bad. You're bad.
[01:11:45.000 --> 01:11:53.000]  See, it's the final thing is to put it in your face to shove it.
[01:11:53.000 --> 01:11:57.000]  Can you guys put back on screen, though, the Info Wars version of it? Yeah.
[01:11:57.000 --> 01:12:07.000]  You can put back on Deletes articles defending pedophilia from site, but put up the Info Wars version of the Daily Mail article about to cover if you can.
[01:12:07.000 --> 01:12:20.000]  That we had on this TV here in a mix. I want to show it because the individual is wearing a Disney symbol of the mouse ears of Mickey Mouse with a rainbow on it.
[01:12:20.000 --> 01:12:29.000]  And I was told by law enforcement that that symbol is what they use to show what they are and what they're doing along with a few others.
[01:12:29.000 --> 01:12:34.000]  So let's go to the infowars.com version of this one. There it is.
[01:12:34.000 --> 01:12:39.000]  Now, I was told this and almost went public three weeks ago with this, but I said, I'm going to wait.
[01:12:39.000 --> 01:12:44.000]  And law enforcement said, just watch. Boom. Now this happens.
[01:12:44.000 --> 01:12:57.000]  And again, this is one of the many people and symbols I was directed to look at in a network that is reportedly mainlining this into the culture.
[01:12:57.000 --> 01:13:08.000]  They are the vanguard of the whole Nambla movement that the UN accepts to normalize a 50-year-old man coming and taking your six-year-old daughter or son out for a date.
[01:13:08.000 --> 01:13:17.000]  And if the child wants to do it, they do it. But they're brainwashed at school. It's a great thing to do. They promise them credit cards, candy, whatever.
[01:13:17.000 --> 01:13:32.000]  Head of prominent charity, this is the Daily Mail Breaking, that campaigns against child abuse is arrested for trying to arrange to rape multiple children as young as two.
[01:13:32.000 --> 01:13:43.000]  And there he is. What is the symbol? It's a rainbow children symbol. Well, because it's okay. See, if it's gay, they're liberating the young two-year-olds.
[01:13:43.000 --> 01:13:50.000]  You see, what's that saying? What is a rainbow about it? It's saying any type of sex is fine. Well, then why is it a child symbol?
[01:13:50.000 --> 01:13:56.000]  But see, we are so accepting if you say, well, we're going to teach kids about sex so they're open, well, then let them teach them anything.
[01:13:56.000 --> 01:14:02.000]  They're another gender, any of it. And this is going on in health departments in school health classes all over the country.
[01:14:02.000 --> 01:14:17.000]  And they do news articles showing the men that teach your boys and girls that porn's good, that all this stuff, and if you think it's good or bad, they're sexualizing your children.
[01:14:17.000 --> 01:14:29.000]  Joel Davis, 22, was arrested in New York on Tuesday on child abuse charges. The head of the charity that campaigns against sexual violence has been arrested in New York for child pornography
[01:14:29.000 --> 01:14:37.000]  and allegedly trying to meet with children as young as two for sex, just like at Penn State. It was a children's charity with already raped kids, so no one would believe them.
[01:14:37.000 --> 01:14:50.000]  And then all these rich people would come and stay at the school in these facilities to quote, mentor the children. And the Democrat arm of the FBI was involved in the charity.
[01:14:50.000 --> 01:15:03.000]  You don't even get at the top of the FBI now if you don't rape little kids. And by the way, who's the number to get in the club? Notice, two years old.
[01:15:03.000 --> 01:15:08.000]  Oh, the child consented, I'm sure. The bleeding everywhere.
[01:15:08.000 --> 01:15:17.000]  So, all I'm telling you is, you know why I'm losing sleep, man? Because I know I've been given everything that Trump knows about this.
[01:15:17.000 --> 01:15:28.000]  And let me tell you something. I'm ashamed of this country. I love America, but I'm ashamed. We've probably got 30 million pedophiles in the country, and now they've got women for the first time rubbed into it.
[01:15:28.000 --> 01:15:34.000]  Women would never do stuff like this in history. Maybe one out of a thousand pedophiles would be a woman.
[01:15:34.000 --> 01:15:43.000]  Now they've gotten women through seeking out power, they believe. They're like the new burgeoning thing is that we have women torturing kids and raping.
[01:15:43.000 --> 01:15:57.000]  Killing them. Hell, it just came out last week. Murdering little girls, torturing them for Satan. And it's the people running the children's charities. That's who they are.
[01:15:57.000 --> 01:16:00.000]  Want revenge on the common housefly?
[01:16:00.000 --> 01:16:04.000]  Well, after 10,000 years, someone has finally come up with a better way.
[01:16:04.000 --> 01:16:10.000]  The bug assault. A miniaturized shotgun, which utilizes ordinary table salt as ammunition.
[01:16:10.000 --> 01:16:15.000]  Non-toxic and no batteries required. So much fun. You'll forget you have a wife and kids.
[01:16:15.000 --> 01:16:23.000]  $39.95 and free economy shipping. Use discount code GCN and get an extra 10% off your purchase at bugasalt.com.
[01:16:23.000 --> 01:16:27.000]  Fire your Flice Water. Get your bug assault today.
[01:16:54.000 --> 01:17:01.000]  Now there's a proven powerful anti-inflammatory that absorbs 40 times better.
[01:17:01.000 --> 01:17:09.000]  Yes, nanocurcumin plus from One Planet Nutrition contains smaller particle size that allows absorption over 40 times better into your bloodstream.
[01:17:09.000 --> 01:17:15.000]  Nanocurcumin plus may also help reduce pain and inflammation, detoxify and help against heart disease and diabetes.
[01:17:15.000 --> 01:17:23.000]  Nanocurcumin plus is now on sale at OnePlanetNutrition.com. Use promo code GCN for your special discount at OnePlanetNutrition.com.
[01:17:23.000 --> 01:17:26.000]  The next generation of nutritional supplementation.
[01:17:26.000 --> 01:17:28.000]  You have been lied to.
[01:17:28.000 --> 01:17:33.000]  My name is Kevin Ship. I'm a former decorated CIA officer.
[01:17:33.000 --> 01:17:38.000]  Finally, someone has come out and written what I think is the best ex-Mose on the shadow government ever.
[01:17:38.000 --> 01:17:44.000]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[01:17:44.000 --> 01:17:48.000]  We've got to get this out because just because you're awake, folks, doesn't mean other people are.
[01:17:48.000 --> 01:17:51.000]  This is critical to get, to read, to give them a library, to give them a church.
[01:17:51.000 --> 01:17:56.000]  Get them right now at KillingUncleSamBook.com. KillingUncleSamBook.com.
[01:18:02.000 --> 01:18:08.000]  Years ago, InfoWarsLife created the powerful MycoZX formula to help you combat internal yeast.
[01:18:08.000 --> 01:18:16.000]  As the years went on and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:18:16.000 --> 01:18:24.000]  MycoZX Plus is the result of the search for that formula, a unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:18:24.000 --> 01:18:27.000]  There's no better product to help your body fight back.
[01:18:27.000 --> 01:18:36.000]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:18:36.000 --> 01:18:42.000]  Powered by an impressive list of ingredients, including grapefruit seed extract, poudarco bark, and grape seed extract,
[01:18:42.000 --> 01:18:48.000]  our formula is fueled by ingredients that stood the test of time as powerful microbalancing properties.
[01:18:48.000 --> 01:18:55.000]  Pick up a bottle of the new and improved MycoZX Plus today at InfoWarsLife.com. That's InfoWarsLife.com.
[01:18:58.000 --> 01:19:02.000]  Living in volcano may sound more dramatic than it really is.
[01:19:02.000 --> 01:19:11.000]  The real drama can be found here in Leilani Estates, but a lot of us on the Big Island rely on rainwater, and we need to be concerned about ash and acid rain.
[01:19:11.000 --> 01:19:19.000]  Volcanic ash may contain heavy metal particles, and acid rain could lower the pH of the water to unhealthy levels.
[01:19:19.000 --> 01:19:25.000]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[01:19:25.000 --> 01:19:31.000]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[01:19:31.000 --> 01:19:38.000]  Next, we tested the water from our Alexa pure gravity filter, and not only were the heavy metal levels within safe measure,
[01:19:38.000 --> 01:19:42.000]  but the pH was also restored to optimal levels.
[01:19:42.000 --> 01:19:47.000]  As it turns out, the filter on the Alexa pure raises the pH of the water,
[01:19:47.000 --> 01:19:53.000]  so what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[01:19:53.000 --> 01:20:02.000]  But more importantly, a good water filtration system will purify it.
[01:20:24.000 --> 01:20:34.000]  Waging war on corruption is Alex Jones coming to you live from the front lines of the Info War.
[01:20:40.000 --> 01:20:46.000]  Well, a year and a half after it should have been done, Trump is finally set a date for meeting with Putin that has now been announced.
[01:20:46.000 --> 01:20:53.000]  Raquel Phelan has the article on InfoWars.com. The date has not been announced, but the date has been set.
[01:20:53.000 --> 01:20:57.000]  Breaking Russia's time and date set for Trump-Putin meeting.
[01:20:57.000 --> 01:21:00.000]  I think we have this first, because I was just watching Fox News.
[01:21:00.000 --> 01:21:04.000]  20 minutes ago, they were still talking about Bolton over in Russia, and the date had been set.
[01:21:04.000 --> 01:21:14.000]  The Russians say it has been set, and we've got the article up on InfoWars.com and NewsWars.com right now.
[01:21:14.000 --> 01:21:16.000]  More on that.
[01:21:16.000 --> 01:21:23.000]  Okay, so, of course, this individual who runs a children's charity to stop the raping of children
[01:21:23.000 --> 01:21:27.000]  and who tries to stop the abusive children who want to become transgender.
[01:21:27.000 --> 01:21:30.000]  So, he wants to talk to your five-year-old and tell them about sex.
[01:21:30.000 --> 01:21:34.000]  They'd say, oh, I'm a transgender expert. Let me talk to her and get about sex.
[01:21:34.000 --> 01:21:41.000]  Anybody else walks over at the park and does that? You break their jaw. You call the police.
[01:21:41.000 --> 01:21:44.000]  A pervert came over here, officers.
[01:21:44.000 --> 01:21:51.000]  But, oh, there he is in a photo on his own Facebook, a Hillary campaign member.
[01:21:51.000 --> 01:21:55.000]  How surprising is that?
[01:21:55.000 --> 01:21:57.000]  In fact, I said during the break, because I didn't see they had it up on the screen,
[01:21:57.000 --> 01:22:02.000]  or I said, look into his Facebook, 1,000%.
[01:22:02.000 --> 01:22:10.000]  He is a Hillary minion, because Hillary leads the pedophile army.
[01:22:10.000 --> 01:22:15.000]  And I'm not just saying that, literally.
[01:22:15.000 --> 01:22:19.000]  And, yeah, they say I'm fearless. I'm not fearless.
[01:22:19.000 --> 01:22:24.000]  And scroll over. That's not him. He's over on the other side. Yeah, there it is.
[01:22:24.000 --> 01:22:31.000]  There he is.
[01:22:31.000 --> 01:22:36.000]  Yeah, I mean, these are some interesting people that campaign for Hillary.
[01:22:36.000 --> 01:22:40.000]  They've all got their different reasons. They're not all into this type of stuff.
[01:22:40.000 --> 01:22:46.000]  But at its heart, there is the obsession with children, the obsession with taking control of the youth,
[01:22:46.000 --> 01:22:51.000]  kind of like Melissa Harris Perry said on MSNBC, your children belong to the state.
[01:22:51.000 --> 01:22:55.000]  The family is bad, because they got a new family.
[01:22:55.000 --> 01:22:59.000]  Head of prominent charity that campaigns against child abuse, this is the Daily Mail,
[01:22:59.000 --> 01:23:07.000]  arrested for trying to arrange the rape of multiple children as young as two.
[01:23:07.000 --> 01:23:11.000]  And see, that's the perfect cover we found, just like they've caught Hillary and Haiti
[01:23:11.000 --> 01:23:14.000]  and her own aides get convicted, trying to ship kids out and a bunch of them disappear.
[01:23:14.000 --> 01:23:18.000]  And now the Democrats had it under Obama, where for three years kids wouldn't even be checked.
[01:23:18.000 --> 01:23:21.000]  They were just put on anybody's truck or bus they wanted and disappeared.
[01:23:21.000 --> 01:23:26.000]  And even the Washington Post admits tens of thousands are missing, hundreds have been found dead,
[01:23:26.000 --> 01:23:31.000]  many of them in sex trafficking.
[01:23:31.000 --> 01:23:34.000]  Let's see, Trump wants to hurt the children.
[01:23:34.000 --> 01:23:42.000]  Joel Davis 22 was arrested in New York on Tuesday on child sex abuse charges.
[01:23:42.000 --> 01:23:46.000]  The head of the charity that campaigns against sexual violence has been arrested in New York
