[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[48:12.000 --> 48:16.000]  Oh, yeah. Again, that's the weird little way they spun the poll.
[48:16.000 --> 48:21.000]  36% said that it was indecisive and dithering.
[48:21.000 --> 48:23.000]  No, it's slithering is what it is.
[48:23.000 --> 48:30.000]  And 17% as strong and decisive in a question that offered only those three choices.
[48:30.000 --> 48:37.000]  So see, there is no choice, though there you have it, where you could say that you didn't want the war.
[48:37.000 --> 48:40.000]  It's either, how do you think he's handling it?
[48:40.000 --> 48:44.000]  So they're not debating should we have this war, or is it even a war?
[48:44.000 --> 48:56.000]  They just said, you know, do you think it's indecisive and dithering, cautious and consultive, or strong and decisive?
[48:56.000 --> 49:00.000]  So all three of those, this is such a fraud.
[49:00.000 --> 49:05.000]  This should be a university textbook example of a push poll, of a fraudulent poll,
[49:05.000 --> 49:07.000]  where you don't ever give them any other opportunity.
[49:07.000 --> 49:16.000]  You give them false choices, unbelievable, unbelievable to have that type of deceptive poll.
[49:16.000 --> 49:25.000]  But see, now they can just run the headline that 60% back Libyan military action.
[49:25.000 --> 49:29.000]  They can just throw it out there and say 60% support it.
[49:29.000 --> 49:36.000]  Extreme deception out of that group of creatures.
[49:36.000 --> 49:45.000]  Continuing here with the news before I get back into Libya, there's the larger question that right after Obama got in office,
[49:45.000 --> 49:49.000]  he was given the Nobel Peace Prize.
[49:49.000 --> 49:56.000]  In fact, guys pull up when he was given that, because memory serves, I think he was given it when he was president-elect.
[49:56.000 --> 49:58.000]  He hadn't even gotten in office, but let's see if my memory is correct.
[49:58.000 --> 50:10.000]  He got into office in January of 2009.
[50:10.000 --> 50:14.000]  Yeah, you know, they secretly voted on it six months before.
[50:14.000 --> 50:20.000]  But just pull up the Wikipedia on it, or an AP article or something like that, because I want to be absolutely,
[50:20.000 --> 50:31.000]  in fact, we'll have the answer when we come back, but the point is, he got it before, yeah, but the date, I know it was 2009.
[50:31.000 --> 50:33.000]  So it was announced on October 9th.
[50:33.000 --> 50:39.000]  So he'd been in office a while, but then it turned out they'd given it to him when he was president-elect.
[50:39.000 --> 50:45.000]  That's so a memory does serve. So they'd already decided to give it to him, and then he got it a few months after being in office.
[50:45.000 --> 50:49.000]  And has he engaged in peace since then?
[50:49.000 --> 50:52.000]  Well, there's a move to strip him of it.
[50:52.000 --> 50:56.000]  But I mean, if you give it to Henry Kissinger, a huge warmonger, why not?
[50:56.000 --> 51:00.000]  Why not give it to Hitler posthumously? I mean, come on. Why stop there?
[51:00.000 --> 51:05.000]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[51:05.000 --> 51:10.000]  As an authorized Berkey dealer for over five years and serving thousands of satisfied customers,
[51:10.000 --> 51:14.000]  the Berkey guy offers amazing specials for Berkey water filtration systems.
[51:14.000 --> 51:22.000]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria,
[51:22.000 --> 51:28.000]  cyst and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[51:28.000 --> 51:34.000]  Order the Berkey light system today, complete with two black Berkey elements for only $220,
[51:34.000 --> 51:39.000]  and the Berkey guy will include three sport Berkey water bottles and ship everything to you free of charge.
[51:39.000 --> 51:45.000]  That's right, three sport Berkey water bottles and free shipping. An $87 value, yours free.
[51:45.000 --> 51:50.000]  Call the Berkey guy at 1-877-886-3653.
[51:50.000 --> 51:54.000]  That's 1-877-886-3653.
[51:54.000 --> 51:59.000]  Or order online at goberkey.com. That's goberkey.com today.
[52:26.000 --> 52:34.000]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[52:34.000 --> 52:39.000]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[52:39.000 --> 52:42.000]  Global governance with the establishment of a G20.
[52:42.000 --> 52:48.000]  So it's going to be an inner ruling elite and then everyone else. And I got news for you. You're everyone else.
[52:48.000 --> 52:54.000]  Invisible Empire, secure your copy today at infowars.com or prisonplanet.com.
[52:54.000 --> 53:19.000]  Or watch it online in the highest quality at prisonplanet.tv.
[53:31.000 --> 53:36.000]  And the best part? This $100 annual subscription is now free of charge.
[53:36.000 --> 53:40.000]  Simply sign up today and you'll also get our hard hitting report, Food Shock.
[53:40.000 --> 53:47.000]  Why 2011 could be the single most important year in American history to plant a family garden.
[53:47.000 --> 53:51.000]  It's absolutely free for listeners who sign up at offthegridnews.net.
[53:51.000 --> 53:57.000]  That's offthegridnews.net. Get your free Food Shock right now at offthegridnews.net.
[54:23.000 --> 54:31.000]  The Bolivian president has demanded, as you know, several days ago that Obama return his Nobel Peace Prize.
[54:31.000 --> 54:41.000]  He's intensified the wars in Afghanistan, Pakistan, lied and simply renamed combat brigades in Iraq as combat support brigades.
[54:41.000 --> 54:46.000]  War is now kinetic action, kinetic military action.
[54:46.000 --> 54:51.000]  He's not allowed to call it a war.
[54:51.000 --> 54:59.000]  And continuing, so Evo Morales, the Bolivian president, is demanding that Obama give back his Nobel Peace Prize.
[54:59.000 --> 55:04.000]  He claims that the Libyan attack is so horrible, our president no longer deserves the prize.
[55:04.000 --> 55:06.000]  Snorts Morales.
[55:06.000 --> 55:13.000]  How is it possible that a Nobel Peace Prize winner lands, leads a gang to attack and invade?
[55:13.000 --> 55:18.000]  This is not a defense of human rights or self-determination.
[55:18.000 --> 55:23.000]  And he demanded that he hand back the Nobel Peace Prize.
[55:23.000 --> 55:29.000]  And Obama responded in Politico, Obama is keeping his peace prize.
[55:29.000 --> 55:34.000]  President Obama defended his Nobel Peace Prize, saying that Americans don't see any contradiction.
[55:34.000 --> 55:36.000]  He speaks for all of us.
[55:36.000 --> 55:37.000]  See, it's all lies.
[55:37.000 --> 55:41.000]  It's all 1984 or well-speak out of the Ministry of Truth.
[55:41.000 --> 55:44.000]  War is peace, freedom is slavery.
[55:44.000 --> 55:51.000]  President Obama defended his Nobel Peace Prize, saying that Americans, quote, don't see any contradiction.
[55:51.000 --> 55:52.000]  We don't.
[55:52.000 --> 55:56.000]  I guess I don't see any contradiction, or you don't, because Obama said so.
[55:56.000 --> 55:57.000]  Okay.
[55:57.000 --> 56:04.000]  In him ordering an attack on Libya to make sure, quote, people aren't butchered because a dictator wants to cling to power.
[56:04.000 --> 56:15.000]  And now with riots and burning and shootings in Syria, there's talk about humanitarian bombing.
[56:15.000 --> 56:22.000]  The globalists go in, stir up people to resist these countries that I certainly don't want to live in.
[56:22.000 --> 56:24.000]  But the point is, is that they're globalist enemies.
[56:24.000 --> 56:36.000]  But then Bahrain, Saudi Arabia, and other Arab countries that are globalist minions, when they shoot people down on video, confirmed.
[56:36.000 --> 56:39.000]  Much of the Libya stuff turned out to be lies.
[56:39.000 --> 56:41.000]  I have no doubt he's not engaged in all sorts of butchering.
[56:41.000 --> 56:43.000]  So are the rebels.
[56:43.000 --> 56:47.000]  Then, oh, I'm afraid there won't be any attack.
[56:47.000 --> 56:56.000]  I'm afraid that these are our allies all over Yemen and the rest of the Middle East.
[56:56.000 --> 56:57.000]  So you heard it.
[56:57.000 --> 57:00.000]  He says Americans don't see any contradiction.
[57:00.000 --> 57:08.000]  All of us support what he is doing and think that this is just absolutely wonderful.
[57:08.000 --> 57:18.000]  But there's trouble in paradise.
[57:18.000 --> 57:21.000]  Tells Obama to show the birth certificate.
[57:21.000 --> 57:24.000]  And look, if you want to join the FBI, you've got to show the original.
[57:24.000 --> 57:28.000]  If you want to join the military, you've got to have it unless you get a waiver.
[57:28.000 --> 57:32.000]  And if you want to join the CIA, you've got to or you want to get into the State Department.
[57:32.000 --> 57:34.000]  But not if you want to be president.
[57:34.000 --> 57:38.000]  And they now admit, after years of denial, that, no, he's not released the birth certificate.
[57:38.000 --> 57:41.000]  He's released a receipt of birth certificate.
[57:41.000 --> 57:44.000]  And remember three months ago, Abercrombie was getting ready to go into office.
[57:44.000 --> 57:48.000]  And he said, when I get in office in Hawaii, I'm going to release it.
[57:48.000 --> 57:51.000]  And then he came out and said, well, we couldn't find it.
[57:51.000 --> 57:54.000]  And we're told Obama was born at two different hospitals.
[57:54.000 --> 57:57.000]  And they go, well, there was an announcement by his grandparents.
[57:57.000 --> 58:02.000]  Well, if he was born in Africa and they wanted to try to dummy up the records later and claim he was born in Hawaii,
[58:02.000 --> 58:07.000]  that's a standard fraud to put birth announcements to have family known as mama didn't do it.
[58:07.000 --> 58:11.000]  The grandparents did it because they were the ones that were in Hawaii.
[58:11.000 --> 58:13.000]  And the way they're acting, they're hiding something.
[58:13.000 --> 58:22.000]  And it turns out that McCain was born in the Panama Canal Zone.
[58:22.000 --> 58:26.000]  And under law at that time, he couldn't be president.
[58:26.000 --> 58:29.000]  It's kind of like both Bush and Cheney.
[58:29.000 --> 58:32.000]  Their real residences were in Texas and under the Constitution.
[58:32.000 --> 58:34.000]  You can't have president, vice president from the same state.
[58:34.000 --> 58:35.000]  But so what?
[58:35.000 --> 58:38.000]  The globalists love to set these precedents.
[58:38.000 --> 58:40.000]  We'll be right back.
[58:40.000 --> 58:50.000]  This is GCN, the Genesis Communications Radio Network.
[58:50.000 --> 58:51.000]  Hello, friends.
[58:51.000 --> 58:52.000]  This is Alex Jones.
[58:52.000 --> 58:55.000]  You've heard me talk about Calvin five-star soaps for years.
[58:55.000 --> 59:00.000]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[59:00.000 --> 59:04.000]  You can buy factory direct shipped via UPS right to your door.
[59:04.000 --> 59:10.000]  Check them out on the web at five-star soap.com or call 800-340-7091.
[59:10.000 --> 59:12.000]  Take my word for it.
[59:12.000 --> 59:14.000]  Once you've used pure soap, you won't buy anything else.
[59:14.000 --> 59:21.000]  Since 1947, Calvin soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[59:21.000 --> 59:29.000]  Buy American and stay clean. As well as support info wars, visit five-star soap.com today or call 1-800-340-7091.
[59:29.000 --> 59:31.000]  Well, Marty, what do you have to say?
[59:31.000 --> 59:39.000]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
[59:39.000 --> 59:49.000]  Call us at 1-800-340-7091 for a free catalog or visit our website five-starsoap.com.
[59:49.000 --> 59:51.000]  Thank you.
[1:00:22.000 --> 1:00:25.000]  We are now into hour number two.
[1:00:25.000 --> 1:00:36.000]  We did announce and post via infowars.com the three winners, first, second, and third place of the answer to 1984's 1776 contest.
[1:00:36.000 --> 1:00:46.000]  I want to verbally mention those great folks coming up in about 20 minutes, 25 minutes here on air ahead of Joel Scowls and joining us.
[1:00:46.000 --> 1:00:54.000]  He originally set up Joel two weeks ago, just a few days before the Fukushima reactors began melting down, exploding.
[1:00:54.000 --> 1:00:56.000]  There's new information on that.
[1:00:56.000 --> 1:01:04.000]  I'll be covering it coming up in this hour to cover his third edition of strategic relocation, North American Guide to Safe Places.
[1:01:04.000 --> 1:01:06.000]  He's a leading expert in this.
[1:01:06.000 --> 1:01:14.000]  I originally had him set up to talk about nuclear fallout and disasters and his deep study of where safe areas are in the U.S.
[1:01:14.000 --> 1:01:18.000]  internationally, so it's very good timing to have him on now.
[1:01:18.000 --> 1:01:21.000]  This was against set up more than two weeks ago.
[1:01:21.000 --> 1:01:31.000]  But we're also, before we get into that, we're going to spend some time on his view of what's happening at Fukushima itself and the situation unfolding in Libya.
[1:01:31.000 --> 1:01:36.000]  They're actually intensifying strikes, but Germany's completely pulled out.
[1:01:36.000 --> 1:01:51.000]  And a lot of other NATO members are saying they don't have a clear roadmap of exactly what they're going to be doing in the future.
[1:01:51.000 --> 1:01:56.000]  In fact, let me just go ahead and start covering some of that Libya news right now.
[1:01:56.000 --> 1:02:07.000]  And then I'm going to open the phones up in the next segment for your specific quick comments or questions. 1-800-259-9231, completely wide open phones.
[1:02:07.000 --> 1:02:13.000]  800-259-9231 will get you up and on the air.
[1:02:13.000 --> 1:02:16.000]  But White House says, again, Libya fight is not a war.
[1:02:16.000 --> 1:02:18.000]  It's a kinetic military action.
[1:02:18.000 --> 1:02:20.000]  Can't get any more Orwellian.
[1:02:20.000 --> 1:02:25.000]  Reuters has a fake poll out where it didn't even let people, you know, basically clearly say they're for against the war.
[1:02:25.000 --> 1:02:31.000]  Just what they thought the handling of the war was going from Obama.
[1:02:31.000 --> 1:02:37.000]  And so they're putting out the view that 60% backed the Libyan military action.
[1:02:37.000 --> 1:02:42.000]  Also, analysts report that Libyan mission is clouded by confusion.
[1:02:42.000 --> 1:02:46.000]  But the White House put out a statement saying, no, it's clarity.
[1:02:46.000 --> 1:02:48.000]  So it must be true.
[1:02:48.000 --> 1:02:56.000]  Thousands shout for freedom in southern Syria with reports that as many as 37 Syrian protesters have been killed.
[1:02:56.000 --> 1:03:00.000]  Hospital says, I have no doubt that that could have happened.
[1:03:00.000 --> 1:03:05.000]  That family's been ruling that place for decades with an iron fist.
[1:03:05.000 --> 1:03:11.000]  The problem is, is they lied so much about Qaddafi and strafing innocent crowds turned out that wasn't true.
[1:03:11.000 --> 1:03:13.000]  He didn't run to Venezuela.
[1:03:13.000 --> 1:03:15.000]  He didn't run to Zimbabwe.
[1:03:15.000 --> 1:03:19.000]  And so with the history of lying, who knows what the truth is.
[1:03:19.000 --> 1:03:26.000]  But the main hospital in the southern Syrian city of Darra has received the bodies of at least 37 protesters who were killed
[1:03:26.000 --> 1:03:31.000]  in a confrontation with security forces, a hospital official said Thursday.
[1:03:31.000 --> 1:03:38.000]  The Syrians said that the government said that it was an armed group of gangs basically working for a foreign power to destabilize the country
[1:03:38.000 --> 1:03:43.000]  and showed piles of cash, hand grenades and machine guns.
[1:03:43.000 --> 1:03:44.000]  Who knows what the truth is.
[1:03:44.000 --> 1:03:45.000]  I know this.
[1:03:45.000 --> 1:03:49.000]  You try to protest in America and they don't give you the quote, permit.
[1:03:49.000 --> 1:03:50.000]  They will attack you.
[1:03:50.000 --> 1:03:52.000]  And if you physically resist, the police will kill you.
[1:03:52.000 --> 1:03:55.000]  Will the UN invade us over that?
[1:03:55.000 --> 1:04:03.000]  Violates the UN charter to involve yourself in the inner activities of a sovereign country because it's recognized the UN could then become the tyranny.
[1:04:03.000 --> 1:04:05.000]  It was designed to be.
[1:04:05.000 --> 1:04:14.000]  Continuing out of Wynette News out of Israel, Egypt Air removes Israel from the map.
[1:04:14.000 --> 1:04:20.000]  Jordan stretches to the sea and online map of Egypt's latest airline, though it continues to fly to Egypt.
[1:04:20.000 --> 1:04:25.000]  Egypt Air, the largest airline in Egypt has removed Israel from the map literally on its website.
[1:04:25.000 --> 1:04:26.000]  Wynette has learned.
[1:04:26.000 --> 1:04:30.000]  Jordan has reached the Mediterranean Sea.
[1:04:30.000 --> 1:04:34.000]  The airline's subsidiary, Air Sinai, flies Israel regularly.
[1:04:34.000 --> 1:04:37.000]  But customers seek flights to Ben-Gurion National Airport.
[1:04:37.000 --> 1:04:39.000]  They've had a hard time finding them on the map.
[1:04:39.000 --> 1:04:46.000]  Are the names of Middle East capitals, Amman, Beirut, Damascus, but Israel is nowhere to be found.
[1:04:46.000 --> 1:04:51.000]  The omission is especially odd seeing as the company continues to fly to Israel four times a week.
[1:04:51.000 --> 1:05:01.000]  Is it a mistake or a message of things changing inside Egypt?
[1:05:01.000 --> 1:05:05.000]  Hundreds of nations have fallen to tyranny in the last century alone.
[1:05:05.000 --> 1:05:09.000]  This is our last chance to not relive history.
[1:05:09.000 --> 1:05:14.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[1:05:14.000 --> 1:05:20.000]  We've turned a tremendous influence on our President and Congress, and they really are calling the shots.
[1:05:20.000 --> 1:05:25.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[1:05:25.000 --> 1:05:35.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[1:05:35.000 --> 1:05:42.000]  Tim Geithner, Bernanke, and Arsonists, they're asking for more matches, and the Congress is saying, who do we make the checkout to?
[1:05:42.000 --> 1:05:44.000]  Today seems like nobody does care.
[1:05:44.000 --> 1:05:49.000]  And right now in Washington, D.C., we have seen a fall of the Republic.
[1:05:49.000 --> 1:06:00.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[1:06:20.000 --> 1:06:28.000]  Because of shipping costs, food is being priced out of the reach of millions of Americans with an expected 35% jump in the next 60 days.
[1:06:28.000 --> 1:06:33.000]  Move quickly while you can still afford it, and eFood's Direct will pay your shipping costs for you.
[1:06:33.000 --> 1:06:40.000]  For the best-tasting, long-term, storeable food, you pay nothing for shipping and can put every dollar into food at today's prices.
[1:06:40.000 --> 1:06:45.000]  eFood's Direct, food's so delicious you can serve it tonight or save it for the future.
[1:06:45.000 --> 1:06:53.000]  Take advantage of free shipping by calling 800-409-5633 on the web eFoodsDirect.com slash Alex.
[1:06:53.000 --> 1:07:19.000]  800-409-5633 or eFoodsDirect.com slash Alex.
[1:07:27.000 --> 1:07:31.000]  In fact, Barron's called his work a dire prophecy.
[1:07:31.000 --> 1:07:38.000]  Recently, he created a video which you can watch online for free, detailing his biggest and most important prediction yet, and it's a real eye-opener.
[1:07:38.000 --> 1:07:42.000]  I can't stress this enough. You should at least watch this free video online today.
[1:07:42.000 --> 1:07:46.000]  He explains everything you need to know, including simple steps you can take to protect yourself.
[1:07:46.000 --> 1:07:54.000]  You can find the video at www.EndofAmerica3.com. That's End of America, the number 3.com.
[1:07:54.000 --> 1:08:20.000]  Watch the free video at www.EndofAmerica3.com. That's End of America, 3.com.
[1:08:20.000 --> 1:08:46.000]  Thank you for watching.
[1:08:46.000 --> 1:09:03.000]  Now, again, when allies are the globalist, Jordan, Saudi Arabia, Bahrain, and others have protest, and the government's machine gun, the crowds, with lead bullets, that is patriotism, that is good, that is human rights.
[1:09:03.000 --> 1:09:15.000]  When they fired rubber bullets and beat people with billy clubs and ran over them with horses in Brazil a few days ago, you know Obama cut short his South American trip. He was just totally protested everywhere.
[1:09:15.000 --> 1:09:33.000]  National News, AP, did report Obama, Infowars.com, V for Victory posters up in multiple nations, so the folks know what's happening down there. Infowariers down in Chile, of course, confronting David Rockefeller, leave Chile! Leave Chile now, Rockefeller!
[1:09:33.000 --> 1:09:53.000]  Okay? Okay? Leave Chile now! You kill a lot of people! You're killing a lot of people! I love it how he got that guy's face. So the Infowariers are definitely down there, they're definitely down there, exposing the globalist, and we want to salute all of them.
[1:09:53.000 --> 1:10:07.000]  I was just giving a new Matt Ryan article, Apple rejects iPhone 4 radiation metering app. They don't want you measuring that radiation. Also, they're reporting that ion beams are coming out of the reactors.
[1:10:07.000 --> 1:10:23.000]  Five that have been stabilized as smoking. One, two, four are smoking. Many experts are saying that it could go critical. You could not just have a normal full meltdown spewing incredible Chernobyl radiation out. That's already ongoing.
[1:10:23.000 --> 1:10:39.000]  But a nuclear explosion could happen, and I broke that down in the first hour, but more on that coming up as well. But I do want to go to some of your phone calls right now, Jack, Gary, Sean, Al, Elliot.
[1:10:39.000 --> 1:10:47.000]  Now, no matter how informative and how awesome your calls are, I've got to limit my comments to what you say, and we've got to move on to the next person or we won't get to you.
[1:10:47.000 --> 1:10:53.000]  But I want to hear from you right now. Jack in Japan. Jack, what do you have for us, sir?
[1:10:53.000 --> 1:11:06.000]  Well, I'll tell you what, Alex, just as I was waiting on hold to talk to you just now, we had another earthquake here. It is a pretty serious situation. We've had over 748 earthquakes in the last 13 days, and you are correct.
[1:11:06.000 --> 1:11:18.000]  The temperature in reactor number one has spiked to 400 degrees Celsius, and the design specs limit that to a particular reactor to 302. So we're looking at a pretty serious situation.
[1:11:18.000 --> 1:11:24.000]  400 degrees Celsius. What does that calculate out to in Fahrenheit?
[1:11:24.000 --> 1:11:40.000]  Well, I'm not sure what it calculates out to the Fahrenheit, but I'll tell you what, these numbers are as of 2 p.m. yesterday, and I do know that it has come down about 10 degrees Celsius since then, and so we're roughly looking at something being about 200 degrees Fahrenheit above the design specs.
[1:11:40.000 --> 1:12:01.000]  Well, according to the nuclear physicists we've interviewed, that's hot enough to purify out the uranium, and then if it continues to melt down and the heavier particles concentrate, that can then cause not just fission, but it can actually cause a nuclear explosion.
[1:12:01.000 --> 1:12:20.000]  Well, exactly, and also with the smoke at reactor number three with the plutonium mox reactor is definitely bad news. Whether or not they have electricity, they've used sea water in there, so now when the sea water evaporates, all the pumps are all encrusted in salt, so even if they get the electricity back up and running, the pumps may not work.
[1:12:20.000 --> 1:12:43.000]  And we have done the calculation. 400 Celsius is 752 Fahrenheit, so that is mighty hot, and again, enough to make those rods fully melt and begin to purify and begin to set them out, and then as that uranium bunches up together, it could be very, very nasty.
[1:12:43.000 --> 1:13:00.000]  Now, a lot of the physics websites are reporting this. A lot of experts are warning some of the leading radiation chain reaction specialists like Dr. Busby, who we're working on getting back on tomorrow, have said that that could trigger some type of atomic reaction.
[1:13:00.000 --> 1:13:03.000]  Is the Japanese news talking about that?
[1:13:03.000 --> 1:13:15.000]  No, they're not talking about it at all, and it's absolutely stupefying. I mean, some of the Japanese people, some of them are very, very awake, but some of them are not awake, and they're just believing the news and going on with it.
[1:13:15.000 --> 1:13:28.000]  I've got a friend who's got a pregnant wife in the prefecture of Tochigi, and the level of radioactive iodine 131 in the water is something on the order of 10 times normal levels or 10 times safe levels, 10 times legal levels.
[1:13:28.000 --> 1:13:38.000]  And he's just watching the news and reading the newspaper, and I sent him a message, and he called me back, and he's like, oh, I think it's probably okay to drink, and I had to say, a guy, you know, it is not...
[1:13:38.000 --> 1:13:46.000]  Well, wait a minute. The Japanese government has told children and pregnant women not to drink it because it attacks fast-growing cells a lot more.
[1:13:46.000 --> 1:13:51.000]  So even though they're telling him not to drink it, he's having his wife drink it.
[1:13:51.000 --> 1:14:01.000]  No, that's in Tokyo. This friend of mine is in Tochigi. They are telling people in Tokyo to stop drinking it, but it's not getting out to the other prefectures.
[1:14:01.000 --> 1:14:10.000]  One of the things, Alex, that I really wanted to comment on, and I'm not seeing any sort of reporting on it in the mainstream media, is that we are experiencing full-on gasoline shock here.
[1:14:10.000 --> 1:14:20.000]  Very few gas stations that all have gas, and as a result, the trucking industry has been crippled, and we're now seeing empty shelves at the supermarkets, and people can't go to work.
[1:14:20.000 --> 1:14:29.000]  As I have seen reports of the empty store shelves, and a lot of people starting to get hungry, and where's our military in there helping them?
[1:14:29.000 --> 1:14:40.000]  No, they've pulled back and are asking people to evacuate U.S. citizens. Two days ago, they reported in CNN they may make it mandatory, so just outrageous.
[1:14:40.000 --> 1:14:42.000]  Jack, anything else from Japan?
[1:14:42.000 --> 1:14:51.000]  Well, yeah, I mean, that was what I wanted to point out, is that now that we've got this iodine in the water, the cesium in the water and whatnot, then we've got this gasoline shock.
[1:14:51.000 --> 1:15:00.000]  And so, if you are going to plan, and believe me, Alex, what do you think your chances of getting any sort of drinkable water at the supermarket are right about now?
[1:15:00.000 --> 1:15:02.000]  Your chances are slim to none.
[1:15:02.000 --> 1:15:05.000]  No, they reported yesterday it's totally sold out.
[1:15:05.000 --> 1:15:13.000]  Oh, yeah, and so what I really wanted to say today was just people go out there and get your storable food and water, because when you don't need it, it's cheap and easy to get.
[1:15:13.000 --> 1:15:27.000]  Well, we're mailing potassium iodine. We're getting together today a story of local charities and things to send potassium iodide from listeners, not just what we're sending, money, food.
[1:15:27.000 --> 1:15:34.000]  That's what we've been told is really helpful, but you're saying that transportation is breaking down, and that might not even get there?
[1:15:34.000 --> 1:15:38.000]  Well, I don't know about what's happening with the post office.
[1:15:38.000 --> 1:15:54.000]  I mean, they may have special access to gasoline, but in terms of just the regular people, I drove by a gas station where they were selling gas for just 20 bucks to a person, and there were lines for kilometers in every direction just to get to that one gas station.
[1:15:54.000 --> 1:16:04.000]  You need to get a photo of that and write a blurb. We'll get it up on infowars.com. I have seen some of those reports, but none of the images. Thank you so much, Jack, from Japan. Thank you.
[1:16:04.000 --> 1:16:10.000]  Jack's been calling us since the disaster began. We'll pray for you, Jack. Gary in California, you're on the air.
[1:16:10.000 --> 1:16:28.000]  Yeah, Alex, Gary here. I was kind of wondering a little bit about the confusion regarding the continued fall of these Middle Eastern countries, because I've been following your friend, Lindsay Williams.
[1:16:28.000 --> 1:16:46.000]  And this pretty much falls in line with what your friend that was Mr. Fromm and others were talking about the globalist plans to destabilize the Middle East in order to get the oil.
[1:16:46.000 --> 1:17:04.000]  But you had another individual on that. I'm not sure it was Dr. Baggich or one other, and he indicated that there was an oil shortage in some of the areas where Lindsay said there's no oil shortage at all.
[1:17:04.000 --> 1:17:24.000]  Well, no, no, no. That's refined oil versus the crude oil. Okay. So what, I mean, is the destabilization following the order of what those oil big shots said was going to happen?
[1:17:24.000 --> 1:17:34.000]  Five months ago, in October of last year, almost six months ago, Lindsay Williams was at October 22nd, came on air and said they're going to destabilize the Middle East, but then watch China.
[1:17:34.000 --> 1:17:48.000]  It's the big one. They're going to push gas prices up massively, and now it's been unfolding. And it's clear that in Libya, in Egypt, and other countries, the West is in there starting this destabilization.
[1:17:48.000 --> 1:18:03.000]  Now, the food prices have gone up because of dollar devaluation, so that's the catalysts of the political dominoes were already lined up right for the globalists to trigger them.
[1:18:03.000 --> 1:18:20.000]  But yes, they are engaging in the destabilization program, and our other experts like Webster-Tarpley and many others concur, but it's now been confirmed that Western powers, the globalist powers, the new order powers that use us as their bully are orchestrating this.
[1:18:20.000 --> 1:18:26.000]  I appreciate your call, Gary. Let's go ahead and talk to Sean in California. Go ahead.
[1:18:26.000 --> 1:18:42.000]  Howdy, Alex. I wanted to thank you very much for your anti-war effort. I appreciate that. Yeah, I just had a quick comment here. I was thinking that I'm sure you're familiar with those Illuminati card games.
[1:18:42.000 --> 1:18:51.000]  And three of the cards point to this disaster pretty specifically, and I'm thinking they're using this disaster to hide a lot of their other shenanigans.
[1:18:51.000 --> 1:19:00.000]  By the way, the guy that came out with those in the mid-90s lives in Austin. He's a big video game developer, and we've made calls. We've sent emails, right, Sharon?
[1:19:00.000 --> 1:19:09.000]  Stephen Jackson. We've tried to get him on, right? He was out of town last time. I want you to absolutely hammer them with the emails and calls.
[1:19:09.000 --> 1:19:29.000]  I've talked to folks that know him, that he knows of the show. He put out in the mid-1990s cards that literally show the world trade centers being hit in the exact same spot that describe an understanding of the globalist in this role-playing game to an extremely advanced level.
[1:19:29.000 --> 1:19:38.000]  And so much of what's in the cards has happened exactly. And yes, that's a good idea to get him on. We're going to hammer that. Anything else, Sean?
[1:19:38.000 --> 1:19:53.000]  Yeah, I think they're using this radiation. They're allowing it to get worse so they can hide the radiation from the back scanners at the airports. They're using the radiation hiding what's the BP oil disaster effect of cancer rates.
[1:19:53.000 --> 1:19:58.000]  And they're using it to also hide some of the other shenanigans.
[1:19:58.000 --> 1:20:00.000]  Absolutely. We'll be back.
[1:20:00.000 --> 1:20:18.000]  This message starts with a great offer from Big Berkey Water Filters, because we don't want you drinking dangerous water one minute longer. Right now, purchase any filter system from BigBerkeyWaterFilters.com to get your choice of two Berkey sport bottles, a KDF shower filter, a set of fluoride filters, or our new Cyclas spigot, absolutely free.
[1:20:18.000 --> 1:20:30.000]  Why do this? Because over 60% of municipal water is fluoridated, and it less than 2 cents per gallon. Berkey Water Filters purify both treated and untreated water, removing dangerous chlorine, fluoride, and other contaminants.
[1:20:30.000 --> 1:20:38.000]  Big Berkey Water Filters are powerful enough to purify stagnant pond water, so they're perfect for rainwater collection systems and emergency preparedness.
[1:20:38.000 --> 1:21:00.000]  Remember, Big Berkey includes free shipping on every order over $50, and GCN listeners get 5% off all ceramic filter systems. Visit b-i-g-b-e-r-k-e-y waterfilters.com, or call 877-99 Berkey. That's BigBerkeyWaterFilters.com, or call today 1-877-99 Berkey.
[1:21:00.000 --> 1:21:10.000]  America, you've been warned. For weeks we've been warning you about a single event we believe will happen in the next 12 months that will shake the very foundations of our nation.
