[00:00:10.195 --> 00:00:14.818]  This is our land.
[00:27:58.838 --> 00:28:12.567]  Because if you look at the layers of the onion here, folks, Wayne Madsen, Steve Pucinich, Dr. Pucinich, and Colonel Schaefer, who works at the highest level of black ops, all said the same thing in the week, the month, and the months after.
[00:28:12.567 --> 00:28:16.150]  And their interviews are all up on InfoWars.com, Insider,
[00:28:18.163 --> 00:28:18.443]  I don't
[00:28:35.641 --> 00:28:37.503]  A, did the attack start?
[00:28:37.503 --> 00:28:38.824]  It was the Benghazi hired security.
[00:28:38.824 --> 00:28:39.725]  Alright, let's stop right there.
[00:28:39.725 --> 00:28:41.087]  By the State Department.
[00:28:41.087 --> 00:28:42.388]  We've got hours of this.
[00:28:42.388 --> 00:28:43.889]  And I'm done airing it.
[00:28:43.889 --> 00:28:47.373]  The point is we've predicted everything that's now unfolding.
[00:28:47.373 --> 00:28:49.395]  And the system's trying to spin it.
[00:28:49.395 --> 00:28:50.195]  We'll be right back.
[00:28:50.195 --> 00:28:51.056]  I'm Alex Jones.
[00:28:51.056 --> 00:28:51.557]  Stay with us.
[00:28:57.008 --> 00:29:00.291]  Poverty is rising in America, and it's only getting worse each passing year.
[00:29:00.291 --> 00:29:03.293]  In fact, America's middle class is slowly fading away.
[00:29:03.293 --> 00:29:07.997]  To really show you just how bad our economy has fallen, here's five facts that are sure to blow your mind.
[00:29:07.997 --> 00:29:11.460]  Number one, around 47 million Americans, 15% of the U.S.
[00:29:11.460 --> 00:29:14.282]  population, are now living in poverty according to the U.S.
[00:29:14.282 --> 00:29:15.323]  Census Bureau.
[00:29:15.323 --> 00:29:18.506]  Even more, one out of every five children in America is on food stamps.
[00:29:18.506 --> 00:29:23.690]  Number two, there are 1.5 million ultra-poor households in America living on less than $2 a day.
[00:29:23.690 --> 00:29:25.031]  This number has doubled since 1996.
[00:29:26.252 --> 00:29:34.095]  Number three, an astounding 45% of all African-American children in the United States live in areas of concentrated poverty, like poor inner cities for example.
[00:29:34.095 --> 00:29:38.237]  Number four, 51% of all American workers make less than $30,000 a year.
[00:29:38.237 --> 00:29:44.639]  And number five, home ownership in the US, which was once a sign of a healthy middle class, has been falling for eight years in a row.
[00:29:44.639 --> 00:29:50.841]  Michael Snyder wrote an excellent article on the subject entitled, 21 Facts About the Explosive Growth of Poverty in America That Will Blow Your Mind.
[00:29:50.841 --> 00:29:52.122]  So check it out at InfoWars.com.
[00:29:52.702 --> 00:29:55.384]  And also check out PrisonPlanet.tv for more reports.
[00:29:55.384 --> 00:29:58.105]  This is Kit Daniels reporting.
[00:29:58.105 --> 00:29:59.766]  Clean, pure drinking water.
[00:29:59.766 --> 00:30:01.247]  You can't survive without it.
[00:30:01.247 --> 00:30:02.448]  But where do you get it?
[00:30:02.448 --> 00:30:08.431]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:30:08.431 --> 00:30:14.175]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:30:14.335 --> 00:30:31.219]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:30:31.599 --> 00:30:34.080]  Filter capacity up to 5,000 gallons.
[00:30:34.080 --> 00:30:35.560]  Stainless steel construction.
[00:30:35.560 --> 00:30:36.581]  Easy assembly.
[00:30:36.581 --> 00:30:37.501]  Low maintenance.
[00:30:37.501 --> 00:30:39.601]  Replacement filters are simple to install.
[00:30:39.601 --> 00:30:46.884]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:30:46.884 --> 00:30:52.065]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:30:52.065 --> 00:30:54.646]  Go to InfowarsStore.com or call 888-253-3139.
[00:30:57.967 --> 00:31:07.714]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:31:07.714 --> 00:31:14.219]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:31:14.219 --> 00:31:16.541]  They call it their low-profile platform.
[00:31:16.541 --> 00:31:21.164]  PVX Muzzle Bricks, proven to help control muzzle rise.
[00:31:21.164 --> 00:31:23.926]  6061 Billet Materials with Type 3 Hard Coating.
[00:31:23.926 --> 00:31:25.568]  Bolt Carrier Group for .308 and .556 ARs.
[00:31:27.529 --> 00:31:29.090]  Custom Kydex holsters.
[00:31:29.090 --> 00:31:33.973]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:31:33.973 --> 00:31:36.455]  Most competitors material use .060.
[00:31:36.455 --> 00:31:39.857]  Configure yours today at HDfirearms.com.
[00:31:39.857 --> 00:31:41.899]  And my favorite, single stage trigger.
[00:31:41.899 --> 00:31:45.541]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:31:45.541 --> 00:31:47.943]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:31:47.943 --> 00:31:48.963]  That's HDfirearms.com or call 770-485-7015.
[00:31:57.589 --> 00:32:01.090]  When cells become toxic, they die early and aging sets in.
[00:32:01.090 --> 00:32:09.331]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:32:09.331 --> 00:32:14.753]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:32:14.753 --> 00:32:17.273]  You want the best that's out there at the lowest price anywhere?
[00:32:17.273 --> 00:32:19.394]  We now have the synergistic solution.
[00:32:19.394 --> 00:32:23.574]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:32:27.432 --> 00:32:28.533]  BrainForce is here.
[00:32:28.533 --> 00:32:30.754]  Ladies and gentlemen, I've been on this the last few months.
[00:32:30.754 --> 00:32:35.736]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:32:35.736 --> 00:32:39.017]  There's always hidden additives in your food, even organic food has hidden additives.
[00:32:39.017 --> 00:32:42.499]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:32:42.499 --> 00:32:44.500]  Ultimately, we've all been dumbed down to some degree.
[00:32:44.500 --> 00:32:48.601]  It doesn't have stimulus, it doesn't have garbage in it, it has natural things that do it clean.
[00:32:48.601 --> 00:32:54.104]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:33:01.670 --> 00:33:09.113]  You're listening to the Alex Jones Show.
[00:33:09.113 --> 00:33:11.594]  They took my saddle in Houston.
[00:33:11.594 --> 00:33:17.276]  Broke my leg in Santa Fe.
[00:33:17.276 --> 00:33:23.318]  Lost my wife and a girlfriend somewhere along the way.
[00:33:23.318 --> 00:33:26.599]  In defense of human liberty, Alex Jones.
[00:33:31.440 --> 00:33:42.065]  So why am I saying it's such a big deal that we now have the British saying that somebody fired a missile a month ago at a passenger jet flying out of Egypt back into the UK?
[00:33:43.803 --> 00:33:45.163]  Well, why is it such a big deal?
[00:33:45.163 --> 00:33:50.564]  They're claiming that a bomb or a missile took down the Russian aircraft, the biggest loss of life since 9-11.
[00:33:50.564 --> 00:34:07.768]  It's a big deal because the people that have claimed responsibility for it, the Muslim Brotherhood, slash Wahhabists, slash ISIS, slash Al-Qaeda, slash Al-Nusra, it's all the same group, is being funded
[00:34:09.048 --> 00:34:17.030]  by Western governments in the fake Arab Spring to not bring freedom to the Middle East and Africa, but to bring tyranny.
[00:34:17.030 --> 00:34:26.413]  And radical Islam is now on the march all over the world with Western backing, with borders being opened up, with free welfare, with everything else.
[00:34:26.413 --> 00:34:30.375]  So you've got to ask yourself, what's the game plan?
[00:34:30.375 --> 00:34:33.596]  The game plan is logic has been suspended.
[00:34:33.596 --> 00:34:37.937]  So when these people attack us, the police state will be expanded.
[00:34:41.223 --> 00:34:43.104]  But the patriots will be targeted.
[00:34:43.104 --> 00:35:02.136]  You notice that the Homeland Security Bureau, and in the UK, and also in Europe, they say, oh, our threat's not radical Islam, our threat's domestic right-wing or libertarian or nationalist groups, and we're going to arrest people that criticize open borders, and we're going to ban demonstrations, and we're going to arrest, and they did, Le Pen.
[00:35:02.136 --> 00:35:05.678]  She's the frontrunner in national polls for the next election.
[00:35:07.389 --> 00:35:20.957]  She's like a milquetoast Republican, and they have arrested her for likening radical Islam to the Nazi occupation of France and saying they're being occupied by radicals.
[00:35:20.957 --> 00:35:27.721]  They arrested and indicted her two weeks ago.
[00:35:27.721 --> 00:35:29.762]  Now you tell me that isn't tyranny, folks.
[00:35:29.762 --> 00:35:34.865]  Michael Savage, a syndicated radio host, best-selling author, cannot fly to England now.
[00:35:36.175 --> 00:35:46.283]  And they're putting similar regulations in outside of law in the EU, that if you criticize radical Islam, you can't travel or you get arrested.
[00:35:46.283 --> 00:35:51.287]  In German cities, mainstream news, it's one of the top stories on Infowars, even from a week ago.
[00:35:52.910 --> 00:35:55.791]  Sixth grade assignment asked students to deny God exists.
[00:35:55.791 --> 00:35:56.831]  Oh, that's one of them.
[00:35:56.831 --> 00:36:00.613]  Muslim migrants invited to take over German church.
[00:36:00.613 --> 00:36:02.754]  Altar, cross, and pulpit removed.
[00:36:02.754 --> 00:36:10.136]  German school abolishes Christian festival to avoid offending Muslim migrants.
[00:36:10.136 --> 00:36:12.737]  That's just some of the stories in the last week.
[00:36:12.737 --> 00:36:17.159]  Of course, those are the most popular, most viewed, most read.
[00:36:17.159 --> 00:36:18.039]  This is crazy!
[00:36:19.448 --> 00:36:24.250]  But it's not when you understand that there's suspension of common sense in the Western population.
[00:36:24.250 --> 00:36:30.574]  The general public hears, hey, they're taking rights away because of the terror attack, but then it doesn't matter.
[00:36:30.574 --> 00:36:37.237]  You see the training videos with the FBI and local police, and they're saying, we have armored vehicles to fight veterans and gun owners.
[00:36:37.237 --> 00:36:38.277]  There is a coming war.
[00:36:38.277 --> 00:36:38.958]  We are ready.
[00:36:38.958 --> 00:36:41.899]  And you're just like, what?
[00:36:41.899 --> 00:36:43.260]  Because they're coming for us, folks.
[00:36:44.875 --> 00:36:46.516]  Why do you think the military's woken up?
[00:36:46.516 --> 00:36:48.777]  Why do you think so many cops are awake right now?
[00:36:48.777 --> 00:36:53.580]  Because they're called into these meeting rooms, and literally, George Washington is bad-mouthed.
[00:36:53.580 --> 00:36:56.321]  And people say, well, why do they do that?
[00:36:56.321 --> 00:37:03.525]  To get people that are awake, identified, and to kick people off the force who freak out?
[00:37:03.525 --> 00:37:04.986]  They gotta come out and say, we're gonna put
[00:37:06.072 --> 00:37:08.653]  Bathrooms in the first grade for trannies.
[00:37:08.653 --> 00:37:17.595]  And we're gonna have men inside your daughter's volleyball club's bathroom to see if you freak out, to see what you'll put up with.
[00:37:17.595 --> 00:37:22.196]  This is psychological warfare right now being engineered all over the country.
[00:37:22.196 --> 00:37:28.898]  I see these articles every day now to the point of I don't even cover them.
[00:37:28.898 --> 00:37:34.400]  But maybe once a week where an American flag lapel pin is banned
[00:37:35.296 --> 00:37:46.285]  At a university, or handing out a pocket constitution is banned, or wearing an American flag, American apparel shirt, or the California shirt with an American flag on it.
[00:37:46.285 --> 00:37:49.788]  It's banned!
[00:37:49.788 --> 00:37:52.010]  And why is it banned?
[00:37:52.010 --> 00:37:57.775]  Because they have to set the precedent to ban anything and everything.
[00:37:57.775 --> 00:37:58.996]  This is tyranny.
[00:37:58.996 --> 00:38:00.457]  And it's done outside of law.
[00:38:00.457 --> 00:38:02.519]  There's no law banning that.
[00:38:02.519 --> 00:38:03.460]  They just do it.
[00:38:04.787 --> 00:38:23.312]  And then they persecute people politically with corrupt district attorneys, corrupt judges, and corrupt grand juries to go after people like Dinesh D'Souza and others who engage in free speech.
[00:38:23.312 --> 00:38:27.933]  So here we are three years after the Benghazi attack of 2012.
[00:38:32.952 --> 00:38:43.798]  And the Pentagon that was flying 13 sorties a day, 13 missions a day against Islamic State is now reportedly flying more.
[00:38:43.798 --> 00:38:47.640]  And it's not that the people in the military themselves don't want to target ISIS, it's just that they're not allowed to.
[00:38:47.640 --> 00:38:53.743]  And we know they're not allowed to target them because the military blew the whistle for the last three years.
[00:38:53.743 --> 00:38:54.804]  It's come out in the news.
[00:38:54.804 --> 00:38:56.845]  I mean, you've heard Ron Paul, Rand Paul.
[00:38:57.796 --> 00:39:01.618]  You've heard Senator Cruz and others say we shouldn't be Al-Qaeda's air force.
[00:39:01.618 --> 00:39:11.924]  So, the patriots of this country have forced this debate, but now we're here with a Russian airliner shot down, and the Russians don't even want to admit it's terrorism.
[00:39:13.697 --> 00:39:14.878]  Because they don't want to play in.
[00:39:14.878 --> 00:39:19.061]  See, when you get hit by real terrorism, the old playbook is you don't talk about it.
[00:39:19.061 --> 00:39:21.643]  You don't make a big deal about it, you don't give it attention.
[00:39:21.643 --> 00:39:23.244]  Because that's what the terrorists want.
[00:39:23.244 --> 00:39:28.548]  When your government or other groups are staging it, it's the end of the world, run around like a chicken with your head cut off.
[00:39:28.548 --> 00:39:36.735]  Yeah, there are 224 dead Russians, but that many Russians die on average a day on Russian highways.
[00:39:36.735 --> 00:39:39.056]  And more than that die here every day in America.
[00:39:39.056 --> 00:39:39.637]  Did you know that?
[00:39:43.191 --> 00:39:45.612]  Are we going to ban cars because of terrorism?
[00:39:45.612 --> 00:39:46.072]  No.
[00:39:46.072 --> 00:39:53.473]  When there's real terror, you don't give it attention.
[00:39:53.473 --> 00:39:58.134]  When the weathermen were running around blowing up police stations and the rest of it in the 70s, did people give it attention?
[00:39:58.134 --> 00:40:01.395]  No.
[00:40:01.395 --> 00:40:04.236]  So they're trying to suck the Russians into a new Vietnam.
[00:40:06.687 --> 00:40:10.730]  Russia's had to respond because it's their only port in the Mediterranean in Syria.
[00:40:10.730 --> 00:40:19.137]  They have a defense treaty with Syria, they're living up to it, but they are suckering Russia into a new Vietnam, a new Afghanistan right now.
[00:40:19.137 --> 00:40:30.707]  And the only question is, will our military, as advisors, which Obama now admits is going on, it's been going on for five years in Syria, but now they admitted it two weeks ago, will they
[00:40:32.688 --> 00:40:37.432]  Will there actively be human shields for Al-Qaeda, Al-Nusra, ISIS?
[00:40:37.432 --> 00:40:39.954]  Will they actively fight Russians?
[00:40:39.954 --> 00:40:45.699]  Well, we know our military is actively fighting Russians with the illegitimate government of Ukraine right now.
[00:40:45.699 --> 00:40:49.742]  And again, it's not that Russia is perfect in Ukraine or doesn't have a bad history in Ukraine.
[00:40:49.742 --> 00:40:57.989]  It's that George Soros in the West, a year and a half ago, overthrew the Ukrainian government to start this whole crisis rolling.
[00:40:57.989 --> 00:41:00.712]  Now, shifting out of this issue,
[00:41:04.571 --> 00:41:10.698]  When we come back, I am going to get into the other big prong they're using.
[00:41:10.698 --> 00:41:16.805]  Fake terrors used to take our liberties and to consolidate power in the elite and for giant no-bid contracts.
[00:41:16.805 --> 00:41:18.987]  That's number one.
[00:41:18.987 --> 00:41:22.891]  Number two, the global initiative with over 100 billion spent propagandizing for it.
[00:41:23.979 --> 00:41:44.757]  Climate change, man-made global warming, global freezing, whatever the weather is, it's your fault, and a global agency is going to monitor everything you do, track everything you do, and tax you, and prosecute you, to make sure you're behaving yourself, and the secret TPP that was made public last Thursday, four weeks after being passed secretly globally, not even ratified by Congress?
[00:41:47.256 --> 00:41:56.381]  It sets up a global UN environment court where if you even deny man-made climate change, you are arrested.
[00:41:56.381 --> 00:42:01.964]  A global government with inquisitors that go after you for your speech.
[00:42:01.964 --> 00:42:08.427]  Isn't that just darling and precious?
[00:42:08.427 --> 00:42:10.489]  And then the other attack.
[00:42:10.489 --> 00:42:13.350]  Terrorism.
[00:42:13.350 --> 00:42:14.411]  Environmental crisis.
[00:42:15.643 --> 00:42:23.401]  The other big leg is social cultural takeover of churches, takeover of languages, dumbing down of populations.
[00:42:23.401 --> 00:42:25.125]  We're going to cover that after we take phone calls.
[00:42:26.510 --> 00:42:28.752]  The start of the next hour.
[00:42:28.752 --> 00:42:29.893]  Incredible videos.
[00:42:29.893 --> 00:42:38.220]  The moment a Yale student encircled and shouted down a professor who told them to just look away if they were offended by Halloween costumes.
[00:42:38.220 --> 00:42:39.441]  The screaming.
[00:42:39.441 --> 00:42:40.101]  The yelling.
[00:42:40.101 --> 00:42:41.703]  The mind control.
[00:42:41.703 --> 00:42:42.683]  The panic attack.
[00:42:42.683 --> 00:42:44.325]  The mass mental illness.
[00:42:44.325 --> 00:42:45.606]  It's all coming up.
[00:42:45.606 --> 00:42:47.988]  The social engineering exposed.
[00:42:47.988 --> 00:42:49.729]  We're going to open the phones up at the start of the next hour.
[00:42:49.729 --> 00:42:49.789]  877-789-2539.
[00:42:49.789 --> 00:42:50.550]  Stay with us.
[00:42:57.170 --> 00:42:58.831]  Clean, pure drinking water.
[00:42:58.831 --> 00:43:00.312]  You can't survive without it.
[00:43:00.312 --> 00:43:01.512]  But where do you get it?
[00:43:01.512 --> 00:43:07.496]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:43:07.496 --> 00:43:13.239]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:43:13.419 --> 00:43:30.280]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:43:30.680 --> 00:43:33.161]  Filter capacity up to 5,000 gallons.
[00:43:33.161 --> 00:43:34.622]  Stainless steel construction.
[00:43:34.622 --> 00:43:35.662]  Easy assembly.
[00:43:35.662 --> 00:43:36.583]  Low maintenance.
[00:43:36.583 --> 00:43:38.664]  Replacement filters are simple to install.
[00:43:38.664 --> 00:43:45.947]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:43:45.947 --> 00:43:51.149]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:43:51.149 --> 00:43:53.711]  Go to InfowarsStore.com or call 888-253-3139.
[00:43:57.052 --> 00:44:07.165]  Most of the InfoWars radio listening audience is aware of the high quality, affordable firearms available that are made right here in America at htfirearms.com.
[00:44:07.165 --> 00:44:13.312]  One of the most exciting things about htfirearms.com is the ability to upgrade your AR-15 platform today.
[00:44:13.312 --> 00:44:15.415]  They call it their low-profile platform.
[00:44:15.635 --> 00:44:17.255]  PVX Muzzle Bricks.
[00:44:17.255 --> 00:44:20.216]  Proven to help control muzzle rise.
[00:44:20.216 --> 00:44:22.997]  6061 Billet Material with Type 3 Hard Coating.
[00:44:22.997 --> 00:44:26.618]  Bolt Carrier Group for .308 and .556 ARs.
[00:44:26.618 --> 00:44:28.178]  Custom Kydex Holsters.
[00:44:28.178 --> 00:44:33.039]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:44:33.039 --> 00:44:35.320]  Most competitors' material use .060.
[00:44:35.320 --> 00:44:38.941]  Configure yours today at hdfirearms.com.
[00:44:38.941 --> 00:44:40.981]  And my favorite, Single Stage Trigger.
[00:44:40.981 --> 00:44:44.382]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:44:44.622 --> 00:44:48.025]  Find out more at HDFirearms.com today or call 770-485-7015.
[00:44:48.025 --> 00:44:49.766]  That's HDFirearms.com or call 770-485-7015.
[00:44:57.714 --> 00:45:01.216]  When cells become toxic, they die early and aging sets in.
[00:45:01.216 --> 00:45:09.462]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:45:09.462 --> 00:45:14.886]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:45:14.886 --> 00:45:17.408]  You want the best that's out there at the lowest price anywhere?
[00:45:17.408 --> 00:45:19.529]  We now have the synergistic solution.
[00:45:19.529 --> 00:45:23.712]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:45:27.620 --> 00:45:28.721]  BrainForce is here.
[00:45:28.721 --> 00:45:30.942]  Ladies and gentlemen, I've been on this the last few months.
[00:45:30.942 --> 00:45:35.925]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:45:35.925 --> 00:45:39.207]  There's always hidden additives in your food, even organic food has hidden additives.
[00:45:39.207 --> 00:45:42.689]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:45:42.689 --> 00:45:44.390]  Ultimately, we've all been dumbed down to some degree.
[00:45:44.670 --> 00:45:45.591]  It doesn't have stimulants.
[00:45:45.591 --> 00:45:46.772]  It doesn't have garbage in it.
[00:45:46.772 --> 00:45:48.773]  It has natural things that do it clean.
[00:45:48.773 --> 00:45:55.538]  You will find Brain Force and other game-changing products at Infowarslife.com or call 888-253-3139.
[00:45:55.538 --> 00:45:58.200]  Alex Jones here.
[00:45:58.200 --> 00:46:06.726]  Infowarsstore.com is now partnering with the top-of-the-line storable food company My Patriot Supply to bring you the highest quality, freshest,
[00:46:07.006 --> 00:46:12.808]  Longest-lasting, most affordable, storable foods, private-labeled, from InfoWarsSelect.com.
[00:46:12.808 --> 00:46:14.869]  At the lowest price you're gonna find anywhere.
[00:46:14.869 --> 00:46:16.590]  The globalists want us dependent.
[00:46:16.590 --> 00:46:18.191]  We need to be self-sufficient.
[00:46:18.191 --> 00:46:23.353]  And if you don't have high-quality, long-lasting, storable foods, I believe you're making a huge mistake.
[00:46:23.553 --> 00:46:26.236]  My goal is to find the best deals and bring it to you.
[00:46:26.236 --> 00:46:31.481]  Now is the time to take action and to secure your pantry for any emergency.
[00:46:31.481 --> 00:46:35.285]  You can buy all the great MyPatriotSupply products at InfowarsStore.com.
[00:46:35.285 --> 00:46:38.829]  They're the exact same products inside InfowarsSelect.com.
[00:46:38.829 --> 00:46:42.593]  Visit InfowarsSelect.com or InfowarsStore.com today.
[00:46:42.773 --> 00:46:44.295]  You're listening to the Alex Jones Show!
[00:47:09.045 --> 00:47:15.069]  In this present crisis, government is not the solution to our problem.
[00:47:15.069 --> 00:47:19.572]  Government is the problem.
[00:47:19.572 --> 00:47:27.296]  From time to time, we've been tempted to believe that society has become too complex to be managed by self-rule.
[00:47:27.296 --> 00:47:34.401]  That government by an elite group is superior to government for, by, and of the people.
[00:47:35.362 --> 00:47:37.483]  The Alex Jones Show.
[00:47:37.483 --> 00:47:40.325]  Because there is a war on for your mind.
[00:47:52.011 --> 00:47:58.296]  We're going to have first-time callers today though, specifically on the news we've been covering or any other issue you'd like to raise.
[00:47:58.296 --> 00:48:02.519]  The toll-free number to join us is 877-789-2539.
[00:48:02.519 --> 00:48:05.862]  That's different than the weekday show because we totally produce this one in-house.
[00:48:07.009 --> 00:48:16.276]  877-789-ALEX, 877-789-2539, International, 512-646-1776, 512-646-1776.
[00:48:16.276 --> 00:48:31.348]  So, there's a lot of different things that are used in Social Engineer, but saying the Earth's gonna end, we're all gonna die if you don't accept some shadowy global agreement that you can't read.
[00:48:31.348 --> 00:48:35.891]  And then once you get the carbon tax treaties, like the Copenhagen text five years ago,
[00:48:36.912 --> 00:48:57.681]  It sets up world government, world court, internet, microchip, police tracing of all human activity, giant taxes, banning outdoor barbecues, banning space heaters, banning light bulbs, controlling what your house can be built like, global zoning, with the major corporations exempt.
[00:48:57.681 --> 00:49:03.403]  So they use terror to take your freedoms, they use the fake environment to take your liberty,
[00:49:04.687 --> 00:49:05.868]  That they're the saviors of the world.
[00:49:05.868 --> 00:49:09.170]  They basically cast themselves as the saviors of the world.
[00:49:09.170 --> 00:49:12.513]  And then, of course, they also use social engineering, political correctness.
[00:49:12.513 --> 00:49:14.995]  That's coming up in the next hour.
[00:49:14.995 --> 00:49:18.077]  But here is the stack of news on this front today.
[00:49:18.077 --> 00:49:21.339]  I saw this Friday, so I want to go back to this and start with this.
[00:49:21.339 --> 00:49:26.063]  France to tighten border controls before a UN climate change meeting, officials say.
[00:49:27.290 --> 00:49:52.012]  And Peter Sutherland, the founder of the European Union, the guy that helped bring Ireland under the EU to be physically and financially robbed, is allowing France, because the UN runs everything, to tighten its borders, but only, because you can't have borders normally, only starting next week through the end of December to make sure the global leaders are safe.
[00:49:53.106 --> 00:49:57.008]  They can have guns, they can have bodyguards, they can have borders.
[00:49:57.008 --> 00:49:58.848]  You just can't.
[00:49:58.848 --> 00:50:15.735]  So France can have a respite from the hundreds of thousands a month of jihadis pouring in, but just for this little holiday so it doesn't distract from world government and all the enviro-fearmongering that if there's any climate change, if it snows, we're all dead, pay Al Gore money.
[00:50:15.735 --> 00:50:18.517]  If it rains, we're all dead, pay Al Gore money.
[00:50:18.517 --> 00:50:19.017]  If it's hot,
[00:50:20.285 --> 00:50:22.387]  You know, I think I'm going to go to this.
[00:50:49.972 --> 00:50:52.754]  I wonder if they'll let me in.
[00:50:52.754 --> 00:50:55.136]  Normally, the EU is wide open.
[00:50:55.136 --> 00:50:57.598]  France has moved to close its borders for several weeks.
[00:50:57.598 --> 00:51:03.543]  It does not mean that people cannot come into France from other European countries during this period.
[00:51:03.543 --> 00:51:08.167]  Rather, they can enter the country being subjected to stricter border control measures.
[00:51:08.167 --> 00:51:15.112]  The Interior Minister explained that the action is due to the context of terrorist threat or risk of disruption to public order.
[00:51:15.112 --> 00:51:15.773]  That's right.
[00:51:15.773 --> 00:51:18.355]  Protesters is the real reason, not the jihadis.
[00:51:22.429 --> 00:51:28.931]  So, let's shift gears into what the French leaders are saying about the summit.
[00:51:28.931 --> 00:51:32.912]  Life on planet at stake, France warns as climate ministers meet.
[00:51:32.912 --> 00:51:39.314]  This would have catastrophic consequences because there would be drought, colossal migration problems, which is already happening.
[00:51:39.314 --> 00:51:42.375]  See, oh, we open the borders up and advertise free stuff.
[00:51:42.375 --> 00:51:46.476]  It's global warming, it did it, including problems of war and peace.
[00:51:46.476 --> 00:51:50.018]  Oh, so see, out of the global crisis, they offer their solution.
[00:51:50.018 --> 00:51:51.138]  Meanwhile, pootie poop,
[00:51:52.139 --> 00:51:57.703]  As Bush called him, is trying to shut down his borders and trying to stop the migration flow in Syria.
[00:51:57.703 --> 00:52:03.767]  Syria is just the open door into Turkey now, through which all the jihadis pour, and that's admitted.
[00:52:03.767 --> 00:52:07.210]  Russian president has previously characterized climate change as a fraud.
[00:52:07.210 --> 00:52:11.313]  He will join more than 100 leaders at Paris climate talks.
[00:52:11.313 --> 00:52:13.214]  He's been kicked out of the G20 and G8.
[00:52:13.214 --> 00:52:15.115]  Wonder if they'll kick him out of this one, too.
[00:52:15.115 --> 00:52:18.798]  Because, again, I have to say, everyone agrees with man-made global warming.
[00:52:19.810 --> 00:52:21.453]  Or, I'm sorry, climate change now.
[00:52:21.453 --> 00:52:28.105]  More than 100 world leaders will attend the upcoming UN climate conference in Paris, including Russian President Vladimir Putin.
[00:52:28.105 --> 00:52:31.892]  France's foreign minister said Sunday, during a three-day ministerial meeting...
[00:52:33.126 --> 00:52:35.907]  in the Capitol to prepare the negotiations.
[00:52:35.907 --> 00:52:44.689]  Foreign Minister Laurent Fabius said that Putin has accepted an invitation to attend the conference in Paris.
[00:52:44.689 --> 00:52:52.112]  He will be among the speakers on the conference first day along with President Barack Obama and leaders of India and China.
[00:52:52.112 --> 00:52:56.333]  And he's come out just two weeks ago and said it is a militarized, that's a quote,
[00:52:58.001 --> 00:53:07.347]  weapons system to destroy nation states, cut off energy, impoverish people, selectively by an inside group.
[00:53:07.347 --> 00:53:23.858]  Which is exactly what it is, because you know, just a case point example, General Electric, six years into Obama's reign, has expanded its coal power plants, built new ones, no one else can, over a thousand have been shut, and then they just up capacity, but charge you more.
[00:53:26.673 --> 00:53:32.120]  Works quite well as a military operation.
[00:53:32.120 --> 00:53:33.842]  Now you ask, why is all this happening?
[00:53:33.842 --> 00:53:43.955]  Well, whether it's real or not, I quote world leaders, I quote top transhumanists, I quote top globalists, I quote the United Nations in my oft-quoted film,
[00:53:45.263 --> 00:53:46.344]  End game.
