[00:00.000 --> 00:20.000]  music
[27:42.520 --> 27:48.120]  a chance to get up and running the first year.
[27:48.120 --> 27:51.120]  Don't forgive me.
[27:51.120 --> 28:00.120]  You're not remained silent after Charlottesville.
[28:00.120 --> 28:04.600]  No, I want to be deadly earnest with you about this.
[28:04.600 --> 28:05.600]  Let's pause again.
[28:05.600 --> 28:08.200]  We're going to come back with the rest of this.
[28:08.200 --> 28:16.160]  Charlottesville, one woman run over by a crowd attacking a car and the guy guns it and runs
[28:16.160 --> 28:20.000]  over and I point out that George Soros funded Antifa.
[28:20.000 --> 28:21.520]  The police stood down.
[28:21.520 --> 28:26.600]  You have the alt-right people who most of them used to work for the Democrats clearly feds.
[28:26.600 --> 28:29.160]  You have this big production they do.
[28:29.160 --> 28:31.880]  Trump says both sides are bad.
[28:31.880 --> 28:32.880]  Antifa's bad.
[28:32.880 --> 28:38.760]  And I think KKK type folks, KKK lights bad, but he said it's Antifa that attacked, which
[28:38.760 --> 28:41.640]  is totally true.
[28:41.640 --> 28:43.560]  And then, oh, this is their big thing.
[28:43.560 --> 28:46.440]  This guy funded the Arab Spring that killed millions of people.
[28:46.440 --> 28:51.640]  Biden, his son, runs part of Ukraine and all the stolen natural gas there.
[28:51.640 --> 28:52.640]  He's a monster.
[28:52.640 --> 28:56.320]  But he sits there and says America's ethos is the KKK.
[28:56.320 --> 28:58.080]  No, it's your ethos.
[28:58.080 --> 29:03.040]  The scientists at InfoWarsLife have created a powerful formula for inflammatory support
[29:03.040 --> 29:04.760]  and joint support.
[29:04.760 --> 29:07.920]  Discover the power of ancient medicine with bodies.
[29:07.920 --> 29:11.720]  Bodies contains one of the most potent forms of turmeric available.
[29:11.720 --> 29:16.080]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[29:16.080 --> 29:20.240]  It is well known in traditional medicine for its soothing properties.
[29:20.240 --> 29:24.520]  Our pure turmeric extract plus peppering from black pepper makes for optimal absorption
[29:24.520 --> 29:29.720]  to help boost and support your flexibility, mobility, joint function, immune system, and
[29:29.720 --> 29:31.480]  so much more.
[29:31.480 --> 29:35.960]  Regular turmeric root from the store only contains one to five percent of active ingredients.
[29:35.960 --> 29:41.680]  But our turmeric root extract contains over 95 percent of the active ingredients.
[29:41.680 --> 29:47.640]  These combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme
[29:47.640 --> 29:50.520]  to work synergistically for full body support.
[29:50.520 --> 29:59.240]  Try bodies today at InfoWarsLife.com or call us at 1-88-253-3139.
[29:59.240 --> 30:01.240]  I want to plow into all of this.
[30:01.240 --> 30:06.680]  But I'm going to spend a few minutes here first just encouraging listeners to understand
[30:06.680 --> 30:14.600]  that when you buy t-shirts or water filtration systems or books or videos or other material
[30:14.600 --> 30:19.240]  from InfoWarsStore.com, you are funding the revolution.
[30:19.240 --> 30:21.440]  I mean, I cannot say it any clearer.
[30:21.440 --> 30:25.120]  And so it is essential that you purchase the products at InfoWarsStore.com.
[30:25.120 --> 30:28.800]  I don't want to thank everybody that has, but we've got the best fluoride-free toothpaste
[30:28.800 --> 30:32.680]  with colloidal silver and with high quality atomic iodide in it.
[30:32.680 --> 30:35.080]  You cannot beat that for children and adults.
[30:35.080 --> 30:39.200]  You've got the best mouthwash designed by Dr. Jones, that's my dad, with colloidal silver
[30:39.200 --> 30:44.920]  and iodide on as well, InfoWarsLife.com or triple-A-253-3139.
[30:44.920 --> 30:49.320]  And your purchase of the products stands with us, stands with America, stands with Trump,
[30:49.320 --> 30:52.160]  stands against the globalists and their satanic pedophile armies.
[30:52.160 --> 30:55.280]  And that's who they are, and they know we know who they are, and they're coming back
[30:55.280 --> 30:59.160]  against us so we need your support.
[30:59.160 --> 31:03.520]  We are kept afloat only by your loyal patronage.
[31:03.520 --> 31:07.440]  And that's why we need you to go to the site now, if you're not in the market for one of
[31:07.440 --> 31:16.680]  our greatest nutraceuticals, please consider a contribution, $25, $50, $250, even $500 would
[31:16.680 --> 31:22.560]  be a godsend to our important work here to beat back the globalists and to destroy their
[31:22.560 --> 31:28.200]  campaign of censorship in which they want to strangle our first amendment rights.
[31:28.200 --> 31:33.040]  Hey, how would you like to take InfoWars with you wherever you go?
[31:33.040 --> 31:38.280]  Well, now you could do just that with the new official InfoWars app.
[31:38.280 --> 31:44.080]  And here's the best part, it is absolutely free at the Apple Store and Google Play.
[31:44.080 --> 31:45.920]  You can join the InfoWars today.
[31:45.920 --> 31:51.760]  Check it out right now at infowars.com forward slash app app, it's the InfoWars official
[31:51.760 --> 31:54.720]  app taken on the globalist at point-blank range.
[31:54.720 --> 31:59.520]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[31:59.520 --> 32:04.760]  InfoWars Life is bringing you a breakthrough in modern medicine, introducing pollen block.
[32:04.760 --> 32:09.920]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms
[32:09.920 --> 32:16.760]  including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[32:16.760 --> 32:22.640]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced
[32:22.640 --> 32:25.960]  less seasonal immune and inflammatory responses.
[32:25.960 --> 32:30.880]  They began studying this effect in published trials and decades later, we now have the fruit
[32:30.880 --> 32:37.360]  of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[32:37.360 --> 32:40.800]  Pollen block is natural and effective, it is not an antihistamine.
[32:40.800 --> 32:45.560]  In fact, current research has found that it actually acts by blocking the activity of
[32:45.560 --> 32:51.360]  tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[32:51.360 --> 32:54.080]  Go outside and enjoy the air you breathe.
[32:54.080 --> 33:02.360]  Visit infowarslife.com and grab a pack of our pollen block chewable tablets.
[33:02.360 --> 33:22.560]  You're listening to the Alex Jones Show.
[33:22.560 --> 33:31.360]  A changing war on corruption, it's Alex Jones.
[33:31.360 --> 33:43.280]  So, Joe Biden came out and he went beyond saying that Trump supporters are deplorable.
[33:43.280 --> 33:49.440]  He went on to basically, well, I mean, here's the exact quote, the dregs of society, which
[33:49.440 --> 33:50.440]  were already played.
[33:50.440 --> 33:56.560]  So, getting back into his speech, he talks about the KKK riders and their hoods in the
[33:56.560 --> 34:03.680]  night and like they're galloping, they're galloping, they're galloping like you're
[34:03.680 --> 34:09.360]  in the woods and here comes the evil rider to get you.
[34:09.360 --> 34:15.800]  Total fair mongering and is it lost on society that Democrats were the party of the KKK?
[34:15.800 --> 34:19.760]  Is it lost on everybody that they're the ones creating racial division in America at every
[34:19.760 --> 34:20.760]  level?
[34:20.760 --> 34:24.160]  And again, it's even in their own WikiLeaks that they want to create racial division to
[34:24.160 --> 34:26.960]  control people because they're not going to give you jobs, they're not going to give you
[34:26.960 --> 34:31.840]  a future like all the blue cities, they're going to give you poverty, they're going to
[34:31.840 --> 34:39.240]  give you enslavement, they're going to give you being domesticated.
[34:39.240 --> 34:44.800]  The good news is you look at the Democratic Party, they're led by Nancy Pelosi, who can
[34:44.800 --> 34:51.600]  hardly talk, they're led by Joe Biden who looks like he was a dead body at the morgue
[34:51.600 --> 34:56.640]  that somebody hooked electricity up to that was reanimated for the speech and he's spewing
[34:56.640 --> 35:01.360]  all the same old garbage.
[35:01.360 --> 35:06.920]  And so that's the good news is that people are sick of this and they're tired of it and
[35:06.920 --> 35:14.000]  they see through it, but Joe Biden is still a clear and present danger because he's not
[35:14.000 --> 35:18.160]  going to ever stop until he realizes that you're not buying into it.
[35:18.160 --> 35:23.960]  Because as I said earlier, when they overthrew Ukraine, George Soros five years ago, his
[35:23.960 --> 35:34.320]  son took control of the $10 billion gas company that comes out of Russia and he now makes
[35:34.320 --> 35:36.520]  hundreds of millions a year, his son.
[35:36.520 --> 35:39.240]  That's an example of the criminal looting.
[35:39.240 --> 35:44.720]  They're not going to stop till the last minute because they're stealing the whole time.
[35:44.720 --> 35:47.240]  That's why they're never going to back down, they're never going to give up.
[35:47.240 --> 35:52.440]  And they're also like cornered rats, so there's no end to what they will do now.
[35:52.440 --> 35:54.800]  They are so dangerous, they are so evil.
[35:54.800 --> 35:58.120]  Let's continue.
[35:58.120 --> 36:02.680]  That's why I wrote an article for Atlantic Magazine entitled The Battle for America's
[36:02.680 --> 36:09.880]  Soul, because don't clap or you can boo if you want, but don't clap.
[36:09.880 --> 36:13.800]  But I'm serious, I'm serious.
[36:13.800 --> 36:25.200]  This is about basic decency, the idea that goons could come out of fields at night with
[36:25.200 --> 36:35.080]  lighted torches carrying Nazi flags chanting the same exact anti-semitic bile that was
[36:35.080 --> 36:37.680]  chanted in the streets of Nuremberg and Berlin.
[36:37.680 --> 36:38.920]  Let's hit pause again.
[36:38.920 --> 36:48.880]  Look at how he drools the same anti-semitic bile that was chanted in the streets of Germany.
[36:48.880 --> 36:57.240]  And it was George Soros, who was the Nazi collaborator as the main funder of the Democrats.
[36:57.240 --> 37:02.360]  When it's Junker, whose family was the richest family in Germany as Nazis who run the EU
[37:02.360 --> 37:10.280]  today that was a Hitler plan, when they're the ones using racial division.
[37:10.280 --> 37:15.040]  But they got it set up in Hollywood like if you're American and you're pro-freedom and
[37:15.040 --> 37:28.000]  you're pro-second amendment and you're pro-free market, you are a Nazi.
[37:28.000 --> 37:35.120]  And now you saw where a guy at the Coast Guard headquarters being pro-Trump did this sign
[37:35.120 --> 37:43.200]  and they removed him, fired him off the job, and then the Coast Guard apologized for the
[37:43.200 --> 37:44.200]  Nazi sign.
[37:44.200 --> 37:48.600]  Well, I say that the Apple sign, which we're getting rid of in the company, because it's
[37:48.600 --> 37:53.840]  so fascist working with China now, I say it's a sign that supports China that kills more
[37:53.840 --> 37:54.840]  people than Hitler ever did.
[37:54.840 --> 37:59.120]  So I say I don't want to see the Apple sign because to me it's offensive, but see that's
[37:59.120 --> 38:00.120]  not going to happen.
[38:00.120 --> 38:02.880]  Plus, I don't want to get rid of symbols.
[38:02.880 --> 38:06.240]  They just want to be able to say whatever symbols they want are evil and remove whatever
[38:06.240 --> 38:11.720]  they want because they're at war with language because tyranny is something that isn't popular
[38:11.720 --> 38:15.440]  and people don't want it, so they have to sabotage it.
[38:15.440 --> 38:19.440]  Let's go ahead and go back to Joe Biden.
[38:19.440 --> 38:28.480]  The carrying of Nazi flights chanting the same exact anti-semitic bio that was chanting
[38:28.480 --> 38:29.480]  the streets of New York.
[38:29.480 --> 38:34.160]  And I forgot all three of the leaders worked for Obama within one year, Hillary, and then
[38:34.160 --> 38:39.760]  they all suddenly went from big university operators with parents of the Democratic Party,
[38:39.760 --> 38:43.880]  some of them intelligence groups, to going out marching around with torches dressed
[38:43.880 --> 38:48.000]  in 1930s outfits so that people think Nazis are invading.
[38:48.000 --> 38:52.520]  And how many times has the Southern Property Law Center and ADL and others been caught
[38:52.520 --> 38:54.000]  posing as Nazis?
[38:54.000 --> 38:55.000]  How many times?
[38:55.000 --> 38:59.940]  I got a stack of news where Muslims have been caught in the U.S. and Canada this week staging
[38:59.940 --> 39:02.960]  attacks on themselves that they did.
[39:02.960 --> 39:07.800]  Let's go back to Joe Biden.
[39:07.800 --> 39:12.800]  In Berlin, in every other German city in the 30s.
[39:12.800 --> 39:17.800]  It's serious, guys, so hush up.
[39:17.800 --> 39:19.800]  This is deadly earnest.
[39:19.800 --> 39:20.800]  Yes, the Nazis are here.
[39:20.800 --> 39:26.720]  We are in a fight for America's soul and we have leaders.
[39:26.720 --> 39:31.560]  We have leaders with the time when that occurred when these guys were accompanied by white
[39:31.560 --> 39:37.640]  supremacists and Ku Klux Klan and those who objected making a comparison saying they're
[39:37.640 --> 39:39.480]  good people in both groups.
[39:39.480 --> 39:41.920]  What has become of us?
[39:41.920 --> 39:49.440]  Our children are listening and our silence is complicity.
[39:49.440 --> 39:53.880]  Our silence is complicity.
[39:53.880 --> 39:58.720]  You know, Trump got a briefing to Charlottesville from Homeland Security who had agents there
[39:58.720 --> 40:02.960]  and they said, sir, it was some reporters on both sides, some pro-peace people on one
[40:02.960 --> 40:06.960]  side, Antifa's bad, and then some Nazis on the other side that were bad.
[40:06.960 --> 40:11.360]  So Trump goes, well, the Nazis were bad and so was the Antifa was bad, and there were
[40:11.360 --> 40:13.560]  good people on both sides as well.
[40:13.560 --> 40:15.960]  That was given to him in the briefing.
[40:15.960 --> 40:21.080]  You had a bunch of people out there to cover it, a bunch of peace people, a bunch of right-wing
[40:21.080 --> 40:25.160]  pro-free speech people, and then you had some Nazis and some Antifa that, yeah, I think
[40:25.160 --> 40:28.760]  we all agree are unsavory folks.
[40:28.760 --> 40:30.440]  But that's how this works.
[40:30.440 --> 40:31.440]  Well, good job of the crew.
[40:31.440 --> 40:32.440]  They actually found the photo.
[40:32.440 --> 40:35.120]  Remember that of Trump being briefed on Charlottesville.
[40:35.120 --> 40:36.120]  He didn't know what it was.
[40:36.120 --> 40:37.760]  He went and said, what is this?
[40:37.760 --> 40:40.720]  They said, here it is, sir.
[40:40.720 --> 40:46.360]  So he went out there, but imagine in America, the Communist Chinese have killed 100 plus
[40:46.360 --> 40:50.720]  million people.
[40:50.720 --> 40:51.720]  They've done that.
[40:51.720 --> 40:52.720]  They're their own people.
[40:52.720 --> 40:53.940]  Never a word about them.
[40:53.940 --> 40:57.840]  Never about Apple and slave factories and suicide nets.
[40:57.840 --> 40:59.720]  Never about Google helping round up political dissidents.
[40:59.720 --> 41:05.800]  It's all about America and Nazis and Charlottesville.
[41:05.800 --> 41:11.440]  The people with torches, all 20 of them, are coming to get you, and you better do what
[41:11.440 --> 41:14.960]  Joe Biden says, or the Nazis will get you.
[41:14.960 --> 41:21.600]  This is how stupid they think you are.
[41:21.600 --> 41:28.720]  And really, what it was was the art club from a couple local universities with guys that
[41:28.720 --> 41:33.800]  get Southern Primary Law Center money coming out in court who just all dress up like Nazis
[41:33.800 --> 41:36.520]  to go scare the hell out of everybody and go after Trump.
[41:36.520 --> 41:37.520]  That's what the left is.
[41:37.520 --> 41:38.880]  They're a drama club.
[41:38.880 --> 41:40.320]  They are thespians.
[41:40.320 --> 41:41.320]  They are actors.
[41:41.320 --> 41:42.480]  It's what they do.
[41:42.480 --> 41:46.360]  It's what they constantly get caught doing, and they don't want us to know that.
[41:46.360 --> 41:51.560]  Anderson Cooper stood in water up to his chest in a ditch to say the houses were flooded
[41:51.560 --> 41:56.320]  when they weren't.
[41:56.320 --> 41:58.560]  The Weather Channel was being blown all over the place.
[41:58.560 --> 41:59.560]  People were calling behind him.
[41:59.560 --> 42:01.120]  It was fake.
[42:01.120 --> 42:03.000]  It's what they do.
[42:03.000 --> 42:08.960]  They are the fraud, and they don't want you asking questions.
[42:08.960 --> 42:10.200]  They don't want you talking about it.
[42:10.200 --> 42:17.000]  They want to put out their fake info and have you going to suspend a disbelief and have
[42:17.000 --> 42:20.280]  you believe that it's all real.
[42:20.280 --> 42:23.920]  But once somebody's awake to a scam, they never go back, and that's what they don't
[42:23.920 --> 42:24.920]  get.
[42:24.920 --> 42:27.040]  There is going to be a big giant red wave.
[42:27.040 --> 42:45.280]  The question is, will the seawall of the Democratic Party, will the Democratic Party, be able to
[42:45.280 --> 42:50.320]  build a big enough wall to block that seawall, the election fraud, and the rest of it?
[42:50.320 --> 42:52.040]  I'm going to keep fighting to the end, regardless.
[42:52.040 --> 42:54.040]  I don't know if you are, but I sure as hell am.
[42:54.040 --> 42:58.240]  Because I'm conscious I'm not dead yet.
[42:58.240 --> 43:02.160]  Living in Volcano may sound more dramatic than it really is.
[43:02.160 --> 43:06.680]  The real drama can be found here in Lailania states, but a lot of us on the Big Island
[43:06.680 --> 43:12.120]  rely on rainwater, and we need to be concerned about ash and acid rain.
[43:12.120 --> 43:17.520]  Volcanic ash may contain heavy metal particles, and acid rain could lower the pH of the water
[43:17.520 --> 43:19.040]  to unhealthy levels.
[43:19.040 --> 43:25.600]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[43:25.600 --> 43:29.580]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity
[43:29.580 --> 43:31.080]  in the rainwater.
[43:31.080 --> 43:36.280]  Next, we tested the water from our Alexa pure gravity filter, and not only were the heavy
[43:36.280 --> 43:42.360]  metal levels within safe measure, but the pH was also restored to optimal levels.
[43:42.360 --> 43:48.000]  As it turns out, the filter on the Alexa pure raises the pH of the water, so what we've
[43:48.000 --> 43:53.320]  learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[43:53.320 --> 43:58.400]  But more importantly, a good water filtration system will purify it.
[43:58.400 --> 44:03.280]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[44:03.280 --> 44:07.760]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all
[44:07.760 --> 44:12.800]  the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[44:12.800 --> 44:17.980]  That's why Infowars Life created the powerful Vitamin Mineral Fusion Formula, the new Platinum
[44:17.980 --> 44:21.400]  Standard of Advanced Multivitamin Formulation.
[44:21.400 --> 44:26.160]  Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your
[44:26.160 --> 44:29.160]  body the tools it needs to support your body.
[44:29.160 --> 44:34.000]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious,
[44:34.000 --> 44:37.960]  concentrated drink mix that's loaded with high quality ingredients.
[44:37.960 --> 44:42.600]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with
[44:42.600 --> 44:46.880]  34 different essential vitamins, minerals, amino acids, and more.
[44:46.880 --> 44:51.840]  It's supporting your body's needs in a great-tasting, natural and affordable drink mix with Vitamin
[44:51.840 --> 45:17.840]  Mineral Fusion today, available at InfowarsStore.com.
[45:17.840 --> 45:22.000]  Let's take a look at the best to provide you with our immune support and Wake Up America
[45:22.000 --> 45:22.900]  Patriot Blend Coffee.
[45:22.900 --> 45:27.000]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate
[45:27.000 --> 45:29.940]  the world's finest coffee bean.
[45:29.940 --> 45:33.920]  Carefully harvested, and free of toxic chemicals used in big agricultural productions, Patriot
[45:33.920 --> 45:39.240]  Blend coffees have a smooth, bold flavor with great depth to give you just what you
[45:39.240 --> 45:40.240]  need in the morning.
[45:40.240 --> 45:45.080]  You can even choose to start your morning healthier with the immune support blend, infused with
[45:45.080 --> 45:48.280]  a powerful blend to support your immune response and stamina.
[45:48.280 --> 45:50.800]  It's time to take care of your morning routine.
[45:50.800 --> 45:53.480]  Get a bag of Patriot Blend coffee to support the show
[45:53.480 --> 45:57.400]  while enhancing your morning routine at infowarstore.com.
[45:59.480 --> 46:02.480]  We're bringing back one of the biggest fan favorite formulas
[46:02.480 --> 46:05.720]  we've ever offered with even better ingredients.
[46:05.720 --> 46:06.960]  Ultimate bone broth.
[46:08.560 --> 46:11.600]  Info Wars Life is proud to bring you a powerhouse
[46:11.600 --> 46:15.160]  bone broth formula to help push you to your limits.
[46:15.160 --> 46:17.920]  This incredible formula will help you get the most out
[46:17.920 --> 46:21.600]  of your workout with the power of ultra high quality bone broth,
[46:21.600 --> 46:24.240]  one of the most popular health trends on the planet.
[46:24.240 --> 46:26.560]  Built with more than seven different superfoods
[46:26.560 --> 46:29.000]  and crucial compounds, ultimate bone broth
[46:29.000 --> 46:31.760]  will help support your healthy muscles, digestion,
[46:31.760 --> 46:34.800]  tendons and ligaments, while also supporting your body's
[46:34.800 --> 46:36.640]  fight against free radicals.
[46:36.640 --> 46:39.240]  This incredible chicken bone broth formula
[46:39.240 --> 46:42.440]  contains time tested ingredients such as turmeric root,
[46:42.440 --> 46:45.640]  chaga mushroom, goji berry powder, bee pollen
[46:45.640 --> 46:48.560]  and alfalfa herb powder to support your body.
[46:48.560 --> 46:51.040]  It's time to experience what ultimate bone broth
[46:51.040 --> 46:52.360]  can do for you.
[46:52.360 --> 46:55.400]  Get a bottle of the all new version of a fan favorite
[46:55.400 --> 46:58.320]  product today at infowarstore.com.
[46:58.320 --> 47:08.320]  You're listening to the Alex Jones show.
[47:28.320 --> 47:37.560]  Alex Jones back live broadcasting worldwide.
[47:37.560 --> 47:43.400]  I want to get into what's happening right now
[47:43.400 --> 47:48.080]  with the attempt to confer Brett Kavanaugh
[47:48.080 --> 47:51.480]  to the Supreme Court and how they float this whole thing
[47:51.480 --> 47:53.800]  about 35 years ago in high school,
[47:53.800 --> 47:58.120]  he might have jumped on top of a girl at a drunk party.
[47:58.120 --> 48:00.280]  And now they've got the person going public.
[48:04.080 --> 48:08.720]  I have personally experienced mainstream media
[48:08.720 --> 48:10.960]  go out and offer people money to lie about me.
[48:14.840 --> 48:16.880]  And when you see it in print, you know
[48:16.880 --> 48:18.960]  how criminal these groups are, and the fact
[48:18.960 --> 48:24.840]  that Democrats believe it's their duty
[48:24.840 --> 48:27.040]  to go out and make things up.
[48:27.040 --> 48:29.480]  When you see something like this, it doesn't hold any water.
[48:32.560 --> 48:36.040]  In fact, we're going to get to it here in just a moment.
[48:36.040 --> 48:39.960]  But it's amazing the links to which this stuff will happen.
[48:39.960 --> 48:42.520]  And maybe this woman even believes it.
[48:42.520 --> 48:44.920]  We're going to get to that here in just a moment.
[48:44.920 --> 48:48.360]  But first, it's important to understand
[48:48.360 --> 48:51.320]  that I'm not really worried about me being
[48:51.320 --> 48:57.160]  platformed off of 90-plus platforms now.
[48:57.160 --> 49:00.560]  I'm concerned because it's concerted and it's corporate,
[49:00.560 --> 49:08.040]  and it's being done to many, many other people in unison,
[49:08.040 --> 49:11.480]  and by them picking info wars out to do it.
[49:11.480 --> 49:15.240]  And building a straw man, it distracts from the fact
[49:15.240 --> 49:19.560]  that it is monopolistic, it is racketeering,
[49:19.560 --> 49:22.200]  it is very, very dangerous what's
[49:22.200 --> 49:25.120]  going on by any yardstick.
[49:25.120 --> 49:33.400]  And the addled, tepid, sluggish, sloth-like response
[49:33.400 --> 49:38.400]  by the Republicans is horrifying.
[49:38.400 --> 49:39.800]  I haven't even gotten to this yet.
[49:39.800 --> 49:41.960]  We've got screenshots.
[49:41.960 --> 49:43.920]  And we've got IT people that gave us a report.
[49:43.920 --> 49:45.080]  And I'll put it out tomorrow.
[49:45.080 --> 49:47.160]  And it's exclusive.
[49:47.160 --> 49:55.680]  But we actually had software that we use banned over the weekend.
[49:55.680 --> 49:57.160]  And I've talked to lawyers about this.
[49:57.160 --> 50:01.280]  This is definitely illegal, definitely racketeering.
[50:01.280 --> 50:03.680]  I mean, it's unbelievable.
[50:06.360 --> 50:07.680]  And it deals with Apple.
[50:07.680 --> 50:10.160]  And I'll try my best because there's
[50:10.160 --> 50:14.320]  a target fixation that goes on in warfare
[50:14.320 --> 50:17.120]  where you'll get fixated on your target,
[50:17.120 --> 50:19.720]  and then not even pay attention to what's happening to you.
[50:19.720 --> 50:22.560]  The famous case is people flying aircraft strafing,
[50:22.560 --> 50:25.960]  say, a train or a truck, and they'll fly into the vehicle.
[50:25.960 --> 50:29.480]  They'll just keep and fly into it.
[50:29.480 --> 50:31.040]  And we've got a great crew here.
[50:31.040 --> 50:31.920]  They're great people.
[50:31.920 --> 50:34.920]  But it's kind of like I learned about this on Friday,
[50:34.920 --> 50:36.640]  confirmed it with IT.
[50:36.640 --> 50:40.000]  It's the biggest story yet in our censorship.
[50:40.000 --> 50:41.800]  But see, just like the public's supposed
[50:41.800 --> 50:47.080]  to get conditioned to being censored and blacklisted and banned
[50:47.080 --> 50:51.160]  by info wars being in tens of thousands of articles,
[50:51.160 --> 50:53.760]  they're supposed to wear us out psychologically.
[50:53.760 --> 50:55.760]  Finally, when they start doing stuff
[50:55.760 --> 51:01.200]  like killing the software we use, it's like, so what?
[51:01.200 --> 51:03.360]  Everybody knows we're getting banned.
[51:03.360 --> 51:03.880]  So what?
[51:03.880 --> 51:06.080]  They took Alex away and killed him, too.
[51:06.080 --> 51:09.040]  You know, we knew it was coming.
[51:09.040 --> 51:10.720]  And it's just like that globalist told me
[51:10.720 --> 51:12.960]  that time off record, he's one of the heads,
[51:12.960 --> 51:15.320]  one of the big banks, one of the fourth-largest bank
[51:15.320 --> 51:17.800]  that time.
[51:17.800 --> 51:22.120]  He said, Alex, you're going to adapt to being a slave.
[51:22.120 --> 51:23.600]  People don't adapt to fighting it.
[51:26.800 --> 51:27.880]  He said, you will lose.
[51:33.880 --> 51:34.440]  And you know what?
[51:34.440 --> 51:35.240]  Maybe he's right.
[51:35.240 --> 51:40.600]  And then those of us that don't prey on you,
[51:40.600 --> 51:41.640]  we're the mentally ill ones.
[51:45.240 --> 51:49.040]  Because what the predators will tell you is,
[51:49.040 --> 51:52.600]  general public are just failed predators.
[51:52.600 --> 51:54.760]  And if you help them, they'll just tear you apart.
[51:54.760 --> 51:55.640]  But you know what?
[51:55.640 --> 51:58.000]  My soul tells me that's wrong, and I'm not going to act like that.
[51:58.000 --> 52:02.200]  It was very, very frustrating, to say the least.
[52:02.200 --> 52:06.760]  And what they're doing to us is so sick.
[52:06.760 --> 52:08.280]  All of it's scientifically directed.
[52:14.560 --> 52:15.920]  So who knows?
[52:15.920 --> 52:19.440]  We may never even tell you, hell, they might just shut us
[52:19.440 --> 52:19.920]  down.
[52:19.920 --> 52:20.920]  We want to do an article.
[52:20.920 --> 52:22.080]  Hell, no one will tell you.
[52:22.080 --> 52:23.280]  We're going to do an article.
[52:23.280 --> 52:24.280]  We're going to do an article.
[52:24.280 --> 52:25.280]  We're going to do an article.
[52:25.280 --> 52:26.280]  We're going to do an article.
[52:26.280 --> 52:28.280]  We're going to do an article.
[52:28.280 --> 52:29.280]  Hell, no one will.
[52:29.280 --> 52:31.280]  You know, by the time they actually shut us down,
[52:31.280 --> 52:34.280]  there won't even be a story.
[52:34.280 --> 52:36.280]  They take me out and shoot me in the back of the head.
[52:36.280 --> 52:38.280]  By then, it's like, that's all news.
[52:41.280 --> 52:46.280]  They're going into people's phones and killing programs
[52:46.280 --> 52:48.280]  that came with the phones.
[52:48.280 --> 52:57.280]  They're going to be in full wars.com.
[52:57.280 --> 52:59.280]  But everybody still got their food.
[52:59.280 --> 53:01.280]  Everybody still can go home and watch television.
[53:01.280 --> 53:02.280]  So who cares?
[53:02.280 --> 53:04.280]  Exactly.
[53:04.280 --> 53:05.280]  Exactly.
[53:05.280 --> 53:06.280]  And that's why we fail.
[53:06.280 --> 53:08.280]  That's why we die.
[53:08.280 --> 53:11.280]  And I just watch us being incrementally enslaved.
[53:11.280 --> 53:12.280]  And I'm upset about it.
[53:12.280 --> 53:18.280]  And I'm supposed to see how that works and join it and farm you.
[53:18.280 --> 53:24.280]  I'm supposed to serve the globalist so I get life extension technology
[53:24.280 --> 53:27.280]  and I get cybernetic enhancement down the road.
[53:27.280 --> 53:30.280]  And I'm supposed to revel in how dumb you are.
[53:30.280 --> 53:31.280]  See?
[53:31.280 --> 53:35.280]  But instead, I get to be the bad guy because I'm trying to save you.
[53:35.280 --> 53:45.280]  Because I have some type of connection to you.
[53:45.280 --> 53:49.280]  It's beyond amazing.
[53:49.280 --> 53:52.280]  So people ask, you know, why is your broadcast banned?
[53:52.280 --> 53:54.280]  Why are they trying to ban it?
[53:54.280 --> 53:56.280]  Because of what we're covering and because they're going to go ahead
[53:56.280 --> 54:03.280]  and make that move and because they want to set the precedent.
[54:03.280 --> 54:06.280]  And I know this, I look at people that have decided to make these evil decisions
[54:06.280 --> 54:09.280]  and they are the most unhappy, twisted, physically ugly people on Earth.
[54:09.280 --> 54:13.280]  So let me tell you, metaphysically, culturally, and a gut level,
[54:13.280 --> 54:15.280]  I know not to join them.
[54:15.280 --> 54:19.280]  But the public needs to stand up for their own self-preservation.
[54:19.280 --> 54:22.280]  Now, this is funny for radio listeners.
[54:22.280 --> 54:26.280]  But it's really funny if you're a TV viewer at infowars.com,
[54:26.280 --> 54:28.280]  or it's last show or on TV stations around the country.
[54:28.280 --> 54:33.280]  Because this is a piece that Drew and Savannah put together a month and a half ago
