[00:00.000 --> 00:25.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[35:13.000 --> 35:21.000]  everything's okay. Let Zuckerberg block these right wingers. He actually came out. You type in Glenn Beck, Zuckerberg, Glenn Beck, Facebook meeting,
[35:21.000 --> 35:28.000]  and he's all over putting articles out saying, yeah, there are bad people on Facebook. They're doing their job. They're not censoring. They're good liberals.
[35:28.000 --> 35:38.000]  So they'll then force feed him to everybody. I mean, that's his business plan.
[35:38.000 --> 35:44.000]  The globalists are all about betrayal. They're going to betray Beck. Beck betrayed himself.
[35:44.000 --> 35:51.000]  So again, this isn't about Glenn Beck. People like Glenn Beck, who? I get that.
[35:51.000 --> 35:59.000]  But I'm talking about him because his office is Judas Iscariot, the 30 pieces of silver.
[35:59.000 --> 36:11.000]  And when he finally figures that out, whether it's this year or next year or the next, is he going to go out there and hang himself on the side of a hill
[36:11.000 --> 36:18.000]  and cut his guts open? I don't think so. He's worse than Judas Iscariot.
[36:18.000 --> 36:23.000]  I mean, this is the guy that claims he ran our movement and was this priest of all this stuff.
[36:23.000 --> 36:33.000]  And he's hanging around with Zuckerberg, who is an admitted Bilderberg attendee and an admitted globalist pushing Black Lives Matter,
[36:33.000 --> 36:41.000]  anti-family agenda, got Obama into office, is gaming the Internet, taking over the web, and is the number one contributor to Hillary.
[36:41.000 --> 36:52.000]  And then we're going to see this creature manifest in front of us and tell us that he's our leader.
[36:52.000 --> 37:02.000]  That's disgusting. I mean, we have seen persecution of Christians, libertarians, conservatives, veterans, returning veterans,
[37:02.000 --> 37:09.000]  gun groups by the IRS by the tens of thousands, arrest, persecutions, bank accounts taken.
[37:09.000 --> 37:17.000]  And MSNBC goes on TV. I've played the clip. She's heard them and says, yeah, the Tea Party's racist. They deserve to be arrested.
[37:17.000 --> 37:29.000]  These soft taxpayer-funded weirdos sit up there and like get a thrill out of, oh, we're going to arrest our opposition.
[37:29.000 --> 37:36.000]  They don't even put thought into that.
[37:36.000 --> 37:40.000]  These journalists don't even have the instinct when they sit up there and then smirk on CNN.
[37:40.000 --> 37:47.000]  Dinesh D'Souza just finished his nine-month prison sentence for trying to give money in a campaign to a Senate friend.
[37:47.000 --> 38:00.000]  Didn't just fill out some paperwork while Hillary gets money from dictators and $100 million from Gulf Emirates sheiks that keep women as slaves.
[38:00.000 --> 38:03.000]  There's an article out from the Wall Street Journal.
[38:03.000 --> 38:11.000]  Former White House reporter, media happy to be managed by Obama. It's the former top writer as one of the editors at the USA Today.
[38:11.000 --> 38:16.000]  Richard Benedito.
[38:16.000 --> 38:23.000]  And he says, you know, they want to lie. You get in these meetings and it's like, how do we grovel more? How do we deceive?
[38:23.000 --> 38:26.000]  It's like Gruber.
[38:26.000 --> 38:35.000]  Remember when all those dozens of videos came out of him sitting around on C-SPAN with the professors going, this is how we lie to people and everyone fawning.
[38:35.000 --> 38:44.000]  About you wrote the deception, you lied, you doubled the taxes, oh, they're just like, oh, wonderful, teach us how to lie.
[38:44.000 --> 38:55.000]  They're just totally sold out sociopaths and psychopaths and minions that just hop around going, gee, how do I climb the ladder?
[38:55.000 --> 39:05.000]  Carlson wrote notes of what Beck did in this two-hour meeting and it was just fawning, groveling.
[39:05.000 --> 39:11.000]  Wanted to be his man-child.
[39:11.000 --> 39:22.000]  But then Carlson, because the non-disclosure says, well, the guy that won't be named, you know, the guy that, let's see, the crazy part was days after he did this, Beck put it all out himself and came out and said, yeah, we got to control dangerous right-wingers.
[39:22.000 --> 39:30.000]  Yeah, we need to censor people, yeah, these are good liberals, we need to work with Facebook.
[39:30.000 --> 39:48.000]  Tucker Carlson, when Beck acted like he was auditioning to be Zuckerberg's man-servant, he doesn't even have the good sense to not go to a meeting like that, or if he does, he then prostrates himself before it.
[39:48.000 --> 39:56.000]  And world government's out in the open, global carbon taxes that everybody's exempt except Europe and the US and Canada.
[39:56.000 --> 40:06.000]  We're openly being screwed over, we're openly being dumbed down, they're openly getting rid of cash, they're openly announcing all this tyranny.
[40:06.000 --> 40:15.000]  And they've just got all these legions of people that are such followers, they all just gang up because they're so weak.
[40:15.000 --> 40:25.000]  And that's why they want to shut down in full wars and talk radio and Matt Drudge and everybody else because we just don't have it out for humanity.
[40:25.000 --> 40:33.000]  We just can't sleep at night if we lie to you, we just can't be traders.
[40:33.000 --> 40:42.000]  And it's not like we're just against being taken over by some new better system, the globalists are horrible anti-humans.
[40:42.000 --> 40:53.000]  They're a society of psychopaths and they're sociopath followers and they're mercenary followers and they're then below that just servants looking for power.
[40:53.000 --> 41:01.000]  Like moths the flame, they're attracted to Lucifer's light.
[41:01.000 --> 41:08.000]  And I've got all this news, I'm going to cover it when we come back and play some clips, it's just really wild to see this and it's saddening.
[41:08.000 --> 41:16.000]  I really think as humanity that week, are we that broke back that we can't see what they've done to us and what they want to do to us?
[41:16.000 --> 41:28.000]  And they really have all these quote liberals that want to arrest conservatives and put us in jail and shut us up and shut down websites and just all of this.
[41:28.000 --> 41:34.000]  It's like, wow, you really are evil.
[41:34.000 --> 41:48.000]  They never brought up with any culture or any spirit, they were set in front of television sets and brought up in peer pressure and taught to be fearful and cowardly to the point that they were so desperate and so scared they would join anything that invited them to have a seat at the table.
[41:48.000 --> 41:58.000]  Even if it was a seat at a banquet where they're the main dish and they don't have souls, they're gone.
[41:58.000 --> 42:21.000]  They've turned themselves over to great delusion, they are just empty, sharp toothed little piggy-eyed people that just boil around on their own delusion and they don't even want the birthright of true consciousness and honor.
[42:21.000 --> 42:29.000]  It's very sad. And I just thank God every minute that we still have free will and consciousness, at least some of us.
[42:29.000 --> 42:43.000]  And we know this planet is a beautiful place with a lot of great history, but the thing trying to control it is not the universe and is not God and has always tried to dominate humanity in life and has always fell in the end.
[42:43.000 --> 42:53.000]  And that really is the good news, they're going to fail. We're going to play the Tucker Carlson clip, we'll come back and then we'll get to all the 2016 news, economic news, there's a lot of it.
[42:53.000 --> 43:17.000]  We'll see you in the next video.
[43:53.000 --> 43:58.000]  This has been another lesson learned at infowars.com. I'm Joe Biggs.
[44:23.000 --> 44:28.000]  This has been another lesson learned at infowars.com. I'm Joe Biggs.
[44:53.000 --> 44:58.000]  This has been another lesson learned at infowars.com. I'm Joe Biggs.
[45:24.000 --> 45:35.000]  Become a member. It discounts on the amazing products and free shipping when you sign up for auto ship and you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[45:35.000 --> 45:47.000]  Another win-win. That's why I'm a member of the young Jebedy team at infowarsteam.com and you can be too. It's simple, just go to infowarsteam.com today. Complete a short sign up and you're part of the team.
[45:47.000 --> 45:58.000]  That's infowarsteam.com or infowarshealth.com. So many people call into my radio show and tell me how young Jebedy and the products at infowarsteam.com have changed their lives. Check it out for yourself today.
[46:17.000 --> 46:22.000]  I really wanted to do a good job on the interview. I got my bottle of brain force right there. I popped two of them.
[46:22.000 --> 46:27.000]  About 20 minutes later, everything just kind of clears up.
[46:27.000 --> 46:34.000]  We've got 4 1-1 initiative. People really love it. Read about it. Find out why 3rd party neurological sites give it such high praise,
[46:34.000 --> 46:39.000]  because it really does have the best organic based systems that will blow your socks off.
[46:39.000 --> 46:43.000]  I haven't pulled it all night like that in a while. Probably could not have done it without brain force.
[46:43.000 --> 46:49.000]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[46:49.000 --> 47:11.000]  You will find Brain Force and other game-changing products at InfowarsLife.com or call 888-253-3139.
[47:11.000 --> 47:25.000]  We now take you live to the Central Texas Command Center in the heart of the Resistance. You're listening to the Alex Jones show.
[47:42.000 --> 48:01.000]  If you study the trajectory of the global controller's system, your allies, that is taking us into a nightmare,
[48:01.000 --> 48:16.000]  and every fiber of your being resisted, then you can see on its face, prima facia, that it's bad for you and bad for your family.
[48:16.000 --> 48:25.000]  And I see all these trendies buying into the system, dressing like they're told, marrying like they're told, buying like they're told,
[48:25.000 --> 48:38.000]  they're so desperate, they're so unhappy, they don't know why they're fulfilled, they follow what they're told, and it doesn't bring them to some type of nirvana,
[48:38.000 --> 48:56.000]  some type of heavenly valhalla. Because if you're conscious and aware and dialed into history and the animating contest of liberty,
[48:56.000 --> 49:14.000]  you would see what a sick, broken joke it is, and how we're being held back desperately by lesser men and women who, if humanity flowers, will be left so far behind, they will be obsolete.
[49:14.000 --> 49:26.000]  That's why they claim to the guardians of the earth, the guardians of the environment when they're the authors of the earth's peril, the vandals of the mother.
[49:26.000 --> 49:36.000]  That's why they claim to the guardians of racial equality and all these other things when their real actions are destruction, civil war.
[49:36.000 --> 49:55.000]  Our CIA run by Rothschild intelligence, beyond British intelligence, and others, openly puts dictators in power, openly puts in regimes that create the most poor possible.
[49:55.000 --> 50:15.000]  It's an alien force. The American project, the new Atlantis of Sir Francis Bacon and others, was only partially realized, only part of its booster systems launched,
[50:15.000 --> 50:25.000]  and still took us to heights never before seen. And so you still had some of that energy, some of that spirit of innovation leading the world into the future, but America was then captured.
[50:25.000 --> 50:36.000]  The West was then captured and enlisted now while we're deindustrialized, while we're dumbed down, what's left of our best, our remnant,
[50:36.000 --> 50:49.000]  is thrown into wars, thrown into technological advances that are siphoned off to offshore combines.
[50:49.000 --> 50:58.000]  While we pay the bill and get the blame. I've seen their system, I understand it.
[50:58.000 --> 51:13.000]  These are very, very twisted people. I mean, I look at Zuckerberg and he is animated with hellish evil cloaking himself in a non-threatening uniform.
[51:13.000 --> 51:22.000]  But those eyes say it all. He walks through a crowd of his employees all wearing goggles sitting there like slaves typing, dying.
[51:22.000 --> 51:31.000]  He walks a man in reality. They are entering his world. We can put that image up. They are coming into his planet, his vision.
[51:31.000 --> 51:47.000]  And all Zuckerberg is, is a front man of Incutel and the Central Intelligence Agency. And a pump and dump.
[51:47.000 --> 51:54.000]  And you see Glenn Beck servile rolling around on the ground before him like a snake.
[51:54.000 --> 52:06.000]  Good God. Good Lord. Deliver us from these serpents.
[52:06.000 --> 52:10.000]  From birth, men are told you're a man because you play football. You're a man because you play fantasy football.
[52:10.000 --> 52:13.000]  You're a man because you go to the sports bar and drink and act tough.
[52:13.000 --> 52:26.000]  No, a man is aware of what's happening on the planet and is involved and cares about their ancestors and their future progeny and is innovating and is building.
[52:26.000 --> 52:35.000]  That's why men are more unfulfilled than ever. So are women because our humanity has been stolen from us.
[52:35.000 --> 52:45.000]  Once they sell the young people on the idea of a free lunch, once they sell the young people on the idea of just being lazy and you get ahead caring about nobody but yourself.
[52:45.000 --> 52:52.000]  The truth is you don't even care about yourself then. You can't care about yourself. Do you care about others?
[52:52.000 --> 52:56.000]  So you have empathy.
[52:56.000 --> 53:11.000]  But to the psychopath and the sociopath, empathy is a weakness, not a transcendental doorway into perception.
[53:11.000 --> 53:15.000]  Look at these articles. Venezuela, this is AFP.
[53:15.000 --> 53:27.000]  Venezuela, where a hamburger is officially $170. That's what communism brings you.
[53:27.000 --> 53:38.000]  But before I go there, I want to play this Tucker Carlson clip because I mentioned it where he's talking about this meeting with Zuckerberg.
[53:38.000 --> 53:51.000]  And notice the story changes from hundreds of employees of Facebook go to the Senate and say they're censoring like China, individual users and political parties and organizations and it's total control and they're very concerned.
[53:51.000 --> 54:03.000]  And then it just turns into Glenn Beck says it's all nice and they're, no, they're helping.
[54:03.000 --> 54:16.000]  Good Lord. I mean, what happens next? And it's the nakedness of it, how they parade in front of all of us and rub our faces in it.
[54:16.000 --> 54:23.000]  I mean, I read newspaper headlines from mainstream newspapers last Friday where it was telling, it was all over the country. There was a talking point.
[54:23.000 --> 54:34.000]  Okay, now let's test this. They say it's now time to teach your sixth grade girls now that boys are going to be in the showers. We're going to integrate the boys and girls rooms together is the next phase.
[54:34.000 --> 54:44.000]  So girls get don't be repulsed by male genitals. I mean, that sounds like a joke written in some science fiction comedy book, but it's real.
[54:44.000 --> 55:02.000]  And you're like, but it's so stupid. Why? Why? How is that our culture? Because it's just meant to make you fight over that. Well, they're jacking your food and water with all sorts of poisons and writing 1100 page PhD textbooks.
[55:02.000 --> 55:10.000]  There it is. Girls must get rid of their discomfort at seeing male genitals in locker room. Charlotte observer.
[55:10.000 --> 55:20.000]  They just want you to be so malfunctioning, so hamstrung, so, so crippled mentally that you never figure out you were given a worthless degree at college.
[55:20.000 --> 55:28.000]  You never figure out you were screwed over. You never figured out you were hit with chemical weapons to make you a unit, basically.
[55:28.000 --> 55:36.000]  I mean, you go out and look at the public. The elite take pleasure in this. I don't. They are walking dead.
[55:36.000 --> 55:42.000]  Girls have been sucked out. They're dead.
[55:42.000 --> 55:46.000]  Let's go ahead and play this clip of Tucker Carlson. Go ahead.
[55:46.000 --> 55:54.000]  We talked to them. I talked to them about the people who worked there. And if everyone in your office has the same background and the same cultural assumptions, it's going to affect your news coverage.
[55:54.000 --> 56:01.000]  And they seem to think that was reasonable. Some of the conservatives there asked tough questions. Others sucked up, basically.
[56:01.000 --> 56:02.000]  Like who?
[56:02.000 --> 56:08.000]  Well-known talk show hosts who you think would be asking tough questions, but have said things like, you're such an innovator. You're such an impressive guy.
[56:08.000 --> 56:09.000]  No, who said that?
[56:09.000 --> 56:17.000]  Ah, come on. You know, you can imagine. But the point is, they are conducting an investigation. They don't want to be seen as biased. Of course, they're subjective judgments.
[56:17.000 --> 56:19.000]  So are they going to change anything?
[56:19.000 --> 56:26.000]  Yeah, I mean, I think they're going to try to move as much as they can over to the algorithm and take the human element out to the extent possible.
[56:26.000 --> 56:33.000]  But I think, you know, in the end, there's always going to be a subjective judgment. No, they did not admit that intentional bias occurred.
[56:33.000 --> 56:38.000]  They did admit that Silicon Valley is very liberal, and the people who worked there by definition are probably mostly liberal.
[56:38.000 --> 56:48.000]  And I said, well, why don't you hire a bunch of Mormons? You know, like make it, bring people in with a different cultural background, and you will get a greater diversity of views, and you'll make wiser decisions.
[56:48.000 --> 56:50.000]  And they said, no, it's a pretty good idea. I don't know if they'll do it.
[56:50.000 --> 56:52.000]  Right. They never thought of that. And we should have other people than liberals there.
[56:52.000 --> 56:57.000]  The other thing, the big story is these curators were told, they said they were told to rip out some of these curators.
[56:57.000 --> 56:58.000]  Oh, that's enough.
[56:58.000 --> 57:03.000]  And he says more in articles he did. They're up on DrudgeReport.com and FullWars.com. You name it.
[57:03.000 --> 57:10.000]  But listen, this is how they whitewash total censorship coming into play.
[57:10.000 --> 57:20.000]  They shut your site down. They ban it the third time when they say, don't link even to a Washington Post article about how we're censoring or we're going to take you down.
[57:20.000 --> 57:25.000]  And you just sit there like we're in Congress trying to go, yes, I'll stop. Sorry, don't ban me off here.
[57:25.000 --> 57:30.000]  When you are what make Facebook what it is, it's incredible.
[57:30.000 --> 57:37.000]  And they just sell it like, oh, it's just a new thing, like the NSA spying or coming after our guns or whatever it is.
[57:37.000 --> 57:50.000]  FullWars.com is where the resistance to tyranny begins. I'm Alex Jones, second hour coming up. They got 50% off running until the end of the night on Hillary for Prison Church, by the way.
[57:50.000 --> 58:01.000]  Thousands of years ago, there was a basic form of chivalry. Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[58:01.000 --> 58:10.000]  60 years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[58:10.000 --> 58:24.000]  But in the 21st century, there are silent weapons for quiet war. Pathogens added to the food and water into the lining of plastics that destroy our vitality, turn off our hormones and accelerate our journey towards death.
[58:24.000 --> 58:39.000]  I personally counter this onslaught with Anthroplex. Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[58:39.000 --> 58:49.000]  Discover why Anthroplex has turned so many heads today. It's time for us to take our bodies back into our own hands and it starts at infowarslife.com with Anthroplex.
[58:49.000 --> 59:01.000]  Alex Jones here with an emergency breaking news alert. Now is the time to get prepared. We have never seen the elite escalating their own preparedness process like we're seeing right now.
[59:01.000 --> 59:09.000]  This is a key indicator that the global crisis that is being orchestrated by the New World Order to bring in planetary government is being kicked into a new phase.
[59:09.000 --> 59:15.000]  We hope we have more time to wake people up and get ready, but we're preparing for the worst right now.
[59:15.000 --> 59:22.000]  Prepare with Survival Shield X2 nascent iodine. In the month of May, we are urging our listeners and viewers to get prepared.
[59:22.000 --> 59:32.000]  And the most important item is Survival Shield X2 nascent iodine. That's why we're offering 20% off at infowarslife.com until the month ends.
[59:32.000 --> 59:38.000]  The globalists do not want us to be self-sufficient. It is key that we be prepared and able to take care of ourselves.
[59:38.000 --> 59:49.000]  One of those incredibly important items is nascent iodine. Prepare with Survival Shield X2 nascent iodine and get 20% off at infowarslife.com. Take action today.
[01:00:09.000 --> 01:00:13.000]  It's Alex Jones and the GCN Radio Network.
[01:00:13.000 --> 01:00:18.000]  Yeah, that's not just, you know, campy talk there.
[01:00:18.000 --> 01:00:29.000]  We are infomerages 6, where I broadcast from. We are already an occupied country, but the globalists are trying to mop up resistance, break up the families, shut off our industry, shut off our power plants, and make us dependent.
[01:00:29.000 --> 01:00:34.000]  And then they write textbooks admitting that. And we write articles about those textbooks. We make films.
[01:00:34.000 --> 01:00:39.000]  That's why so much of what we talked about has now come true. By the way, we're not happy when it comes true.
[01:00:39.000 --> 01:00:46.000]  We're going to say, here's their plan. They've gotten so much of this already done, you don't want to go here, 80% population reduction.
[01:00:46.000 --> 01:00:54.000]  Bare minimum. At the public number is 80%. Deeper white paper is 90%.
[01:00:54.000 --> 01:01:04.000]  And then we have Intel from higher up that it goes up to like 99%. But, and I've had the different genetic engineers threaten us, send us letters, have lawyers call us.
[01:01:04.000 --> 01:01:13.000]  Some of the accolikes of a man who's pledged himself to Lucifer on the UT website.
[01:01:13.000 --> 01:01:29.000]  It's in my film Endgame. The UT professor that came out and said he wants airborne Ebola to be released until 90% of the world's population, Mr. Pionka.
[01:01:29.000 --> 01:01:37.000]  And then I had his students threaten me. And then I, some of them sent me emails and said, don't show me in that photo with him and things like that.
[01:01:37.000 --> 01:01:49.000]  And I went and looked them up and they were graduated five years ago, five years before that. And they were involved in bio shield, bio weapons development, sending us emails.
[01:01:49.000 --> 01:02:01.000]  And their lawyers sending us letters. This is 10 years ago, nine years ago, saying Dr. Pionka is too liberal, only wanting 90%.
[01:02:01.000 --> 01:02:10.000]  The earth will be free once the human parasite is eradicated. Humanity must be expunged.
[01:02:10.000 --> 01:02:14.000]  We're reading that letter on air.
[01:02:14.000 --> 01:02:21.000]  And I went to the bio weapons site disguised as a bio defense system.
[01:02:21.000 --> 01:02:26.000]  $100 billion the last 15 years spent on it publicly.
[01:02:26.000 --> 01:02:37.000]  And she was in that wide lab coat with all those big centrifuges and machines behind her. And she had a craze looking her on. I knew that look.
[01:02:37.000 --> 01:02:40.000]  Selling the baby parts there.
[01:02:40.000 --> 01:02:46.000]  Now they got articles every day about the karmiras, the part human part animal creatures that don't have any rights that they won't show us yet.
[01:02:46.000 --> 01:02:57.000]  They're soon going to start showing them on the news. And they'll have trendies on MTV make fun of the horrible mutants.
[01:02:57.000 --> 01:03:05.000]  But then they'll cut to a commercial saying brought to you by this haircare product that's testing free on bunnies.
[01:03:05.000 --> 01:03:12.000]  It's a whole part of sick jokes. There's human karmiras and miserable pain and tanks.
[01:03:12.000 --> 01:03:20.000]  Part human parts fish you name it gulping begging. I've interviewed those genetic engineers that have witnessed it.
[01:03:20.000 --> 01:03:25.000]  But it's okay. We're nice to the bunnies.
[01:03:25.000 --> 01:03:32.000]  And you want me to sign on to that? No thank you.
[01:03:32.000 --> 01:03:45.000]  There's no choice. My soul scrabbles.
[01:03:45.000 --> 01:03:52.000]  Like a litter of dogs that didn't come out right where they put them in a cage and lower them into the calp on.
[01:03:52.000 --> 01:03:57.000]  And they fight and struggle right up there to get that air the last minute.
[01:03:57.000 --> 01:04:02.000]  Some people get rid of the dogs. Breeders, that's how they do it.
[01:04:02.000 --> 01:04:07.000]  There's some sick enjoyment in it I guess.
[01:04:07.000 --> 01:04:13.000]  I don't get any sick enjoyment watching humanity struggle on its knees.
[01:04:13.000 --> 01:04:16.000]  And I prayed before the maker.
[01:04:16.000 --> 01:04:23.000]  Because I'm weak, I'm twisted, I'm bad, I'm full of sin, but I love God and I love justice and I love free will.
[01:04:23.000 --> 01:04:30.000]  So just let God's spirit shine through this country and this world and turn this tide of evil.
[01:04:30.000 --> 01:04:34.000]  I don't know if that'll happen.
[01:04:34.000 --> 01:04:40.000]  All I know is that the flesh can die. The soul goes on.
[01:04:40.000 --> 01:04:44.000]  And this is a test. Life on this planet.
[01:04:44.000 --> 01:04:49.000]  And I've seen beyond the New World Order. I've seen beyond all their lies.
[01:04:49.000 --> 01:04:56.000]  So beyond that is the heavens and the Creator of it all. You've got to ask God to come into your heart and transcend that evil.
[01:05:19.000 --> 01:05:24.000]  When you sign up for auto ship because we hold back a surplus for auto ship customers.
[01:05:24.000 --> 01:05:29.000]  Number three, we're giving you free shipping on all orders above $50.
[01:05:29.000 --> 01:05:35.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:05:35.000 --> 01:05:39.000]  Just go to infoorstore.com, select your favorite product or products.
[01:05:39.000 --> 01:05:43.000]  Click on auto ship and choose how often you want us to send you another order.
[01:05:43.000 --> 01:05:50.000]  As you know, I coined the term 360 win and with the new auto ship feature at infoorstlife.com, this is a sure win.
[01:05:50.000 --> 01:05:55.000]  10% off on auto ship. Win, win, win at infoorstlife.com, free shipping on orders above $50.
[01:05:55.000 --> 01:06:23.000]  And all out of stock items are never out of stock when you sign up for auto ship.
[01:06:23.000 --> 01:06:29.000]  Take my life, but I'll take your suit. Fire musket, but I'll run you through.
[01:06:29.000 --> 01:06:37.000]  When you're waiting for the next attack, you better stand, there's a falling back.
[01:06:37.000 --> 01:06:43.000]  You'll take my life, but I'll take your suit. You'll fire musket, but I'll run you through.
[01:06:43.000 --> 01:06:49.000]  So when you're waiting for the next attack, you better stand, there's no turning back.
[01:06:49.000 --> 01:07:02.000]  Everyone can feel and see that it's halfway away at the energy level of the planet rising.
[01:07:02.000 --> 01:07:08.000]  And we're seeing the enemy unclog itself on every front.
[01:07:08.000 --> 01:07:14.000]  We're finding out who's good and who's bad right now. It is an epic time to be alive.
[01:07:14.000 --> 01:07:20.000]  Now, our guest, Joel Scalzen, has headed up some of the biggest conservative organizations in the country.
[01:07:20.000 --> 01:07:27.000]  He helped lead one of the attempts back in the 80s and 90s to rest control from the neocons and the rhinos
[01:07:27.000 --> 01:07:29.000]  and the cuckold Republicans and the rest of it.
[01:07:29.000 --> 01:07:35.000]  His uncle, Cleon Scalzen, was mayor of Salt Lake and a big patriot and wrote bestselling
[01:07:35.000 --> 01:07:40.000]  New York Times number one bestsellers about naked communism and the naked capitalist and the rest of it.
[01:07:40.000 --> 01:07:47.000]  How ultra rich elites funded socialism and communism to have consolidated control.
[01:07:47.000 --> 01:07:52.000]  And of course, Quigley decades later wrote a book basically admitting it all.
[01:07:52.000 --> 01:07:58.000]  But Scalzen on his own right, former Marine Corps officer and fighter bomber pilot in the Vietnam era,
[01:07:58.000 --> 01:08:01.000]  himself of the World Affairs Brief, has done such a great job.
[01:08:01.000 --> 01:08:06.000]  I think with his discernment, time and time again being right about what was happening in the world
[01:08:06.000 --> 01:08:10.000]  and trying to gauge what's going forward in the future.
[01:08:10.000 --> 01:08:16.000]  But everyone must understand I don't sit here and get mad at, say, Michael Savage,
[01:08:16.000 --> 01:08:19.000]  because he's got 400 affiliates and I've got 180 affiliates.
[01:08:19.000 --> 01:08:26.000]  Say he's coming on next week, by the way, because he has goodwill once humanity survived, be successful.
[01:08:26.000 --> 01:08:29.000]  I'm not in competition with Rush Limbaugh or Sean Hannity.
[01:08:29.000 --> 01:08:37.000]  When I attack Limbaugh, it's because he has a very special office of deception.
[01:08:37.000 --> 01:08:43.000]  And of attacking Ron Paul early on, you know, eight years ago and of key points saying good things, but then flipping.
[01:08:43.000 --> 01:08:48.000]  And now going and meeting with Zuckerberg and groveling and coming out and saying, you know,
[01:08:48.000 --> 01:08:56.000]  I think these are good liberals at Facebook and we need to censor these other conservatives.
[01:08:56.000 --> 01:08:59.000]  This is the main lining of censorship in America.
[01:08:59.000 --> 01:09:08.000]  What Matt Drudge was warned about by the other conservative justice that isn't dead yet.
[01:09:08.000 --> 01:09:10.000]  So here's what I'm here to tell you.
[01:09:10.000 --> 01:09:11.000]  The enemy is moving.
[01:09:11.000 --> 01:09:14.000]  Everyone knows that.
[01:09:14.000 --> 01:09:19.000]  But so is the spirit of the Lord, because when the enemy comes in like a flood,
[01:09:19.000 --> 01:09:22.000]  the spirit of the Lord will stand against it.
[01:09:22.000 --> 01:09:30.000]  I don't sit there and give you Bible verses because I want to manipulate you like Glenn Beck does to your Christian roots.
[01:09:30.000 --> 01:09:35.000]  I say it because it comes right out of me because it's the truth.
[01:09:35.000 --> 01:09:38.000]  And I don't claim to be some high priest or have all the answers.
[01:09:38.000 --> 01:09:43.000]  I simply know my soul's pointed towards God, not towards the devil.
[01:09:43.000 --> 01:09:47.000]  But my flesh is pointed at the devil.
[01:09:47.000 --> 01:09:50.000]  And that's why I am ashamed of myself.
[01:09:50.000 --> 01:09:58.000]  Now, there's a big difference between that and these people that claim you're there to basically follow their every whim and they have the answers.
[01:09:58.000 --> 01:10:01.000]  You need to think for yourself and follow your own discernment.
[01:10:01.000 --> 01:10:07.000]  But we have a 6% trust rate in the media and AP polls.
[01:10:07.000 --> 01:10:08.000]  We have the system collapsing.
[01:10:08.000 --> 01:10:11.000]  A major time of changes upon us.
[01:10:11.000 --> 01:10:16.000]  And Joe Scowze is with us for the balance of the hours and come on in the next week for a full hour, maybe longer and take calls.
[01:10:16.000 --> 01:10:19.000]  But I'm not here to attack Glenn Beck.
[01:10:19.000 --> 01:10:21.000]  I'm talking about his office.
[01:10:21.000 --> 01:10:24.000]  I think we can fairly say he is the Judas Goat.
[01:10:24.000 --> 01:10:26.000]  He is a prototype of that.
[01:10:26.000 --> 01:10:35.000]  And his collapse and now his fawning to Zuckerberg who they admit put Obama in is a Bilderberg group member.
[01:10:35.000 --> 01:10:39.000]  CIA run on record, total dark side.
[01:10:39.000 --> 01:10:48.000]  And now the number one contributor to Hillary and this guy's telling us that we need to bow down to Zuckerberg and Internet censorship.
[01:10:48.000 --> 01:10:52.000]  It really heralds a key time for everyone.
[01:10:52.000 --> 01:10:55.000]  So here's what I'm asking for you to break in about five, six minutes.
[01:10:55.000 --> 01:11:01.000]  I'm going to come back and get into geopolitics and what's happening in Venezuela and other key points that you're covering at worldfirstbrief.com.
[01:11:01.000 --> 01:11:05.000]  But Joe Scowze, where are we in your view historically?
[01:11:05.000 --> 01:11:14.000]  Because not just in the news level, in my gut, I just feel the energy level reaching an electric firestorm point and it only seems to be cascading.
[01:11:14.000 --> 01:11:19.000]  Do you think I'm wrong or where are we historically and what do all these movements signify?
[01:11:19.000 --> 01:11:22.000]  And what is the apparent weakness of the enemy signify?
[01:11:22.000 --> 01:11:27.000]  Because I know they're not weak, but still it's just we're seeing amazing things happen.
[01:11:27.000 --> 01:11:30.000]  Well, Alex, it's good to be with you again.
[01:11:30.000 --> 01:11:42.000]  I think my analysis is that we are at a significant turning point that we have never before seen in the history of conservatism in the United States.
[01:11:42.000 --> 01:11:55.000]  In other words, the conspiracy of globalism and to denigrate sovereignty and masquerading as both liberals and conservatives controlling both political parties has been very, very sophisticated.
[01:11:55.000 --> 01:12:08.000]  And ever since I was chairman of the Conservative National Committee in the 1980s during the Reagan administration, I really got discouraged about my inability to wake up conservatives to the fact that these people were lying to you.
[01:12:08.000 --> 01:12:15.000]  I was very discouraged that a good portion of the conservative congressman in the United States had mistresses.
[01:12:15.000 --> 01:12:21.000]  But you were planning the seeds with others, but take credit for what's now happening today.
[01:12:21.000 --> 01:12:27.000]  Well, I don't know whether I started it or not, but I'll tell you, I really sounded the no compromise warning.
[01:12:27.000 --> 01:12:32.000]  I talked about Rhino Republicans, Republicans in name only, how we were being betrayed.
