[00:00:15.474 --> 00:00:23.121]  InfoWars, the most banned network in the world.
[00:32:11.549 --> 00:32:18.878]  Because they knew the general public doesn't trust vaccines because of the long history of them being tainted and having problems.
[00:32:18.878 --> 00:32:19.379]  Would you get it?
[00:32:20.256 --> 00:32:23.638]  Well, I think that's going to be an issue for all of us.
[00:32:23.638 --> 00:32:29.820]  If and when the vaccine comes, it's not likely to go through all the tests and trials that are needed to be done.
[00:32:29.820 --> 00:32:35.223]  When we finally do, God willing, get a vaccine, who's going to take the shot?
[00:32:35.223 --> 00:32:36.844]  Who's going to take the shot?
[00:32:36.844 --> 00:32:39.925]  You're going to be the first one to say, put me, sign me up.
[00:32:39.925 --> 00:32:41.526]  They now say it's OK.
[00:32:41.526 --> 00:32:45.888]  And the question of whether it's real when it's there, that requires enormous transparency.
[00:32:46.738 --> 00:32:52.380]  You got to make all of it available to other experts across the nation so they can look and see.
[00:32:52.380 --> 00:32:53.381]  So there's consensus.
[00:32:53.381 --> 00:32:55.462]  This is a safe vaccine.
[00:32:55.462 --> 00:32:58.023]  If the president announced tomorrow we have a vaccine, would you take it?
[00:32:58.991 --> 00:33:04.476]  Only if it was completely transparent that other experts in the country could look at it.
[00:33:04.476 --> 00:33:07.399]  Only if we knew all of what went into it.
[00:33:07.399 --> 00:33:14.365]  If Donald Trump can't give answers and the administration can't give answers to these three questions, the American people should not have confidence.
[00:33:14.365 --> 00:33:17.268]  But if Donald Trump tells us that we should take it, I'm not taking it.
[00:33:17.748 --> 00:33:20.570]  One day Biden says if you have the vaccine you can't get sick.
[00:33:20.570 --> 00:33:26.654]  The next day he says people are getting sick because they haven't had the vaccine and they're making those that have had the vaccine get sick.
[00:33:26.654 --> 00:33:28.556]  None of that is based in science.
[00:33:28.556 --> 00:33:30.777]  All of that is based in fraud.
[00:33:30.777 --> 00:33:33.339]  The good news is the wheels are coming off this thing.
[00:33:33.339 --> 00:33:34.680]  The world is awakening.
[00:33:34.680 --> 00:33:36.021]  People are very, very angry.
[00:33:36.946 --> 00:33:38.569]  And the globalists are cornered.
[00:33:38.569 --> 00:33:42.116]  The bad news is they are simply doubling down.
[00:33:42.116 --> 00:33:48.850]  So it is your right, it is your duty, if you don't want to be a slave, and if you don't want to be bankrupted, and if you don't want to be non-essential.
[00:33:49.892 --> 00:33:56.296]  And if you don't want your children wearing masks and taking deadly shots the rest of their lives, to protest and to demonstrate now.
[00:33:56.296 --> 00:34:01.299]  Because they're bringing the lockdowns back in the fall, they've already brought them back around the rest of the world.
[00:34:01.299 --> 00:34:11.885]  And we have to get out ahead of their narrative and let this corrupt system know we're awake and we're going to hold them legally and lawfully responsible for what they've done.
[00:34:11.885 --> 00:34:18.529]  Because it's violating federal and state law, and it's violating international law, and I've had the top lawyers on my show
[00:34:19.309 --> 00:34:21.990]  Like Dr. Francis Boyle, who wrote the U.S.
[00:34:21.990 --> 00:34:24.371]  Bioweapons Law, who helped write the U.N.
[00:34:24.371 --> 00:34:27.993]  Bioweapons Treaty, who helped get the death penalty into U.S.
[00:34:27.993 --> 00:34:29.494]  law for what they're doing.
[00:34:29.494 --> 00:34:33.655]  And he's come on my show many times and detailed all of this.
[00:34:33.655 --> 00:34:46.661]  And exactly what he said on my show 16 months ago, that you cannot make a vaccine for a coronavirus, and that all it's going to do is cause an autoimmune response to the protein casing and cause blood clots, has now been proven right.
[00:34:46.661 --> 00:34:47.702]  Why did he know that?
[00:34:48.564 --> 00:34:54.312]  Because he's the top legal bioweapons expert and he consulted the other experts.
[00:34:54.312 --> 00:34:56.275]  But now we're not telling you what's coming.
[00:34:56.275 --> 00:34:58.237]  It's already here.
[00:34:58.237 --> 00:35:01.261]  This is a life and death situation.
[00:35:01.261 --> 00:35:03.525]  And when you see the Democrats introducing bills
[00:35:05.177 --> 00:35:05.537]  I don't
[00:35:25.313 --> 00:35:33.203]  To hold them liable if they don't muzzle us and keep us quiet while they basically kill us and carry out this bioweapon attack.
[00:35:33.203 --> 00:35:34.846]  Here's a CNN headline.
[00:35:34.846 --> 00:35:39.692]  Instagram blocked the hashtag vaccines kill hashtag two years ago.
[00:35:39.692 --> 00:35:42.275]  Facebook only just now got around to doing it.
[00:35:43.118 --> 00:35:44.819]  CNN isn't media.
[00:35:44.819 --> 00:35:54.066]  CNN are attack dog bullies whose job is to attack and destroy and suppress the people while the globalists carry out depopulation.
[00:35:54.066 --> 00:35:59.269]  I am legitimately freaked out for my family and for my friends and for humanity.
[00:35:59.269 --> 00:36:00.670]  We know this is a fraud.
[00:36:00.670 --> 00:36:02.252]  We know it's depopulation.
[00:36:02.252 --> 00:36:03.152]  We know it's evil.
[00:36:03.152 --> 00:36:03.873]  We know it's wrong.
[00:36:03.873 --> 00:36:12.479]  I want to show you a clip that is extremely powerful of a medical doctor, Charles Hough, from British Columbia.
[00:36:14.329 --> 00:36:25.697]  Who is now being disciplined and they may fire him simply because in his major medical practice at the hospital, at the ER, he is seeing people dying from blood clots.
[00:36:25.697 --> 00:36:27.619]  He is seeing people extremely sick.
[00:36:27.619 --> 00:36:34.504]  He's seeing people having strokes and heart attacks, including young people after they've had the Moderna, the Pfizer shots and others.
[00:36:34.504 --> 00:36:43.691]  So, in closing, I want you to understand that we live in a world where you don't just get censored off the internet, but you can even lose your job when you have a medical degree.
[00:36:44.813 --> 00:36:51.957]  And you are reporting what they admit on the inserts of these so-called vaccines it can cause.
[00:36:51.957 --> 00:36:53.757]  Doctors are supposed to do no harm.
[00:36:53.757 --> 00:36:54.598]  Hippocratic Oath.
[00:36:54.598 --> 00:37:03.342]  And here he is doing his job like so many other prestigious scientists that came out and predicted what these shots would do and who are now warning the world again.
[00:37:03.342 --> 00:37:07.284]  And how were they rewarded?
[00:37:07.284 --> 00:37:09.986]  Dr. Yidan and Dr. Tenpenny and so many others?
[00:37:09.986 --> 00:37:12.327]  They're rewarded by White House press conferences
[00:37:13.632 --> 00:37:23.599]  Calling for them to be silenced and the Justice Department and State Attorney Generals have opened investigations up and are talking about trying to arrest them for disinformation.
[00:37:24.912 --> 00:37:26.593]  Since when is disinformation illegal?
[00:37:26.593 --> 00:37:29.374]  Plus, we're not the ones putting out disinformation.
[00:37:29.374 --> 00:37:32.356]  We're putting out the truth under the First Amendment.
[00:37:32.356 --> 00:37:35.357]  And it's you, the system, that's bit off more than you can chew.
[00:37:35.357 --> 00:37:38.519]  And it's you, the system, that's depopulating us and that ran this test.
[00:37:38.519 --> 00:37:46.923]  And it's you, the system, that came out in the year 2000 in CDC documents that the CDC knew that autism was caused by vaccines.
[00:37:46.923 --> 00:37:47.904]  And the head of the U.N.
[00:37:47.904 --> 00:37:49.565]  vaccine program in December of 2019 admitted
[00:37:51.846 --> 00:37:56.668]  That the front line was getting wobbly, and that they knew vaccines didn't work, and that the UN wasn't testing them.
[00:37:56.668 --> 00:38:01.190]  They were just told to do it by Big Pharma and Bill Gates, and that they were murdering people.
[00:38:01.190 --> 00:38:15.515]  And so instead of backing off, the response of Big Pharma is to push this giant attack and commit crimes that are even bigger, hoping they've gotten so many lawyers and scientists and doctors and people on board with the fraud, that we'll all have mass Stockholm Syndrome and accept it.
[00:38:15.515 --> 00:38:17.116]  So here is the clip.
[00:38:18.103 --> 00:38:18.663]  You spoke to
[00:38:45.979 --> 00:38:49.882]  A potential mechanism of action of the injury.
[00:38:49.882 --> 00:38:55.046]  And you mentioned to me the use of a D-dimer test, which we all know what it's for, but we're going to have to explain a little bit.
[00:38:55.046 --> 00:38:59.029]  Could you please speak to this a little bit and give the relevant context and introduction, please?
[00:38:59.029 --> 00:39:03.612]  Because I think this is really groundbreaking and important.
[00:39:03.612 --> 00:39:03.972]  Yes.
[00:39:03.972 --> 00:39:04.273]  Yeah.
[00:39:04.273 --> 00:39:04.853]  Thank you.
[00:39:04.853 --> 00:39:06.614]  So one of the
[00:39:08.251 --> 00:39:24.072]  The key things that really bothered me when I started to see serious vaccine injuries in my own patients is that I had no idea what the mechanism of injury was and therefore, as their doctor, I had no idea how to treat it.
[00:39:24.853 --> 00:39:32.315]  Because, you know, as their family doctor, they would come to me for help and I needed to help them.
[00:39:32.315 --> 00:39:33.236]  And I was clueless.
[00:39:33.236 --> 00:39:35.616]  I mean, this is an experiment.
[00:39:35.616 --> 00:39:45.319]  And I was aware that there was literally what we call iatrogenic disease, a medically induced disease being produced by this vaccine.
[00:39:45.319 --> 00:39:50.301]  And so I had asked this in my open letter to Dr. Bonnie Henry, our provincial health officer,
[00:39:51.181 --> 00:39:56.927]  What is the mechanism of injury and how do I treat this as these people's doctor?
[00:39:56.927 --> 00:39:58.309]  And of course, nobody knew.
[00:39:58.309 --> 00:40:06.418]  And the vaccine manufacturers had told us that the COVID spike protein does not go intravenous.
[00:40:06.418 --> 00:40:12.084]  It stays in the arm, the antibodies to the spike protein are produced in the arm,
[00:40:13.162 --> 00:40:26.337]  And that's what we had been found, but scientists now, and Dr. Brody has actually very clearly revealed this, that only 25% of the vaccine actually stays in the arm.
[00:40:26.337 --> 00:40:29.160]  And the rest of it, so these vaccines are a
[00:40:31.712 --> 00:40:36.034]  A vast number of little messenger RNA strands.
[00:40:36.034 --> 00:40:44.436]  The Moderna vaccine has 40 trillion messenger RNA molecules per vaccine dose.
[00:40:44.436 --> 00:40:45.957]  40 trillion!
[00:40:45.957 --> 00:40:50.938]  So these are wrapped in a little lipid capsule.
[00:40:50.938 --> 00:40:54.379]  The lipid capsule is to enable them to be absorbed into the cells.
[00:40:54.379 --> 00:40:58.941]  So this is injected into the person's arm and their deltoid muscle of the shoulder.
[00:40:58.941 --> 00:40:59.441]  From there,
[00:40:59.981 --> 00:41:03.243]  As I mentioned, only 25% actually stays there.
[00:41:03.243 --> 00:41:08.746]  The rest is taken up, collected through the lymphatic system and fed into the general circulation.
[00:41:08.746 --> 00:41:11.648]  And so it circulates around the entire body.
[00:41:11.648 --> 00:41:22.254]  And I think every doctor knows that absorption from the circulation occurs in capillary networks, because that's where the blood slows right down.
[00:41:22.254 --> 00:41:24.115]  It's going through tiny, tiny vessels,
[00:41:24.597 --> 00:41:41.241]  So these little nano capsules containing these trillions of messenger RNA molecules are absorbed into the lining around the capillaries, what medically we call the vascular endothelium.
[00:41:41.241 --> 00:41:52.063]  So these little packages are absorbed into the cells around the vessels, the package is open, the body recognizes these messenger RNA strands as
[00:41:53.463 --> 00:41:57.406]  As a gene and gets to work making COVID spike proteins.
[00:41:57.406 --> 00:42:03.611]  So in a virus, those COVID spike proteins form part of the viral capsule.
[00:42:03.611 --> 00:42:05.833]  But the problem is they're not in a virus.
[00:42:05.833 --> 00:42:09.055]  They're in the cells around blood vessels.
[00:42:09.055 --> 00:42:14.820]  So as a result, they become part of the cell wall of that cell.
[00:42:15.695 --> 00:42:27.899]  So normally, the cells that surround your blood vessels have to be very, very smooth to enable good and unimpeded flow of blood.
[00:42:27.899 --> 00:42:35.141]  But as soon as you've got all these little spike proteins that become part of the cell wall, it's now a rough surface.
[00:42:35.141 --> 00:42:37.842]  It's going to be like a very coarse sandpaper.
[00:42:37.842 --> 00:42:38.602]  It's now
[00:42:39.302 --> 00:42:40.464]  That's how our plotting works.
[00:42:58.948 --> 00:43:14.036]  So clots are, because of this and because of the nature of this, clots are inevitable because of these spike proteins in the capillary networks.
[00:43:14.036 --> 00:43:17.458]  So I set out to then try and prove this.
[00:43:18.605 --> 00:43:21.088]  Could this theory be correct?
[00:43:21.088 --> 00:43:27.376]  And so the problem is these little clots in the capillary networks are microscopic and they are scattered.
[00:43:27.376 --> 00:43:29.819]  So they're not going to show on any scan.
[00:43:29.819 --> 00:43:32.502]  They're just too small and too scattered.
[00:43:32.502 --> 00:43:36.707]  It's not like the big clots that cause strokes or heart attacks.
[00:43:36.707 --> 00:43:38.669]  They're too small and they're too scattered.
[00:43:39.548 --> 00:43:42.851]  So how on earth can we know if the person clotted?
[00:43:42.851 --> 00:43:46.835]  And the only way is with a blood test called a D-dimer.
[00:43:46.835 --> 00:43:51.499]  So the D-dimer is a blood test that will show up a recent clot.
[00:43:51.499 --> 00:43:55.002]  It won't show up an old clot, it shows up a new clot.
[00:43:55.002 --> 00:44:00.607]  And it doesn't tell you where the clot is, it just tells you that the clotting mechanism has been activated.
[00:44:01.267 --> 00:44:16.542]  So I have now been recruiting patients from my practice, people that have come into my office and others that have heard me speak about this, and I've asked people to do this D-dimer within one week of their COVID shot.
[00:44:16.542 --> 00:44:21.847]  And so far, and this study is ongoing, these are preliminary results, so far I've got 62%
[00:44:23.548 --> 00:44:29.010]  Positive elevated D-dimer, which means that the blood clots are not rare.
[00:44:29.010 --> 00:44:32.492]  That's what the so-called experts keep telling us.
[00:44:32.492 --> 00:44:40.415]  The clots are rare, the big ones are rare, but the small ones are clearly happening in the majority of people, 62%.
[00:44:40.415 --> 00:44:44.477]  Now, I'll tell you what the real concern with this is.
[00:44:45.828 --> 00:44:49.892]  Is that a clotted vessel is permanently damaged.
[00:44:49.892 --> 00:44:53.735]  That vessel never ever goes back to normal.
[00:44:53.735 --> 00:45:04.806]  So if this theory is correct, which it really looks like by these D-dimer results, and I'm told it has been done in Australia, and it's been done in the UK, and they also found elevated D-dimers.
[00:45:05.624 --> 00:45:11.448]  And they sort of discarded the information because they said there's no clinical evidence of flux.
[00:45:11.448 --> 00:45:15.270]  Well, the clinical reading is because they're microscopic and they're scattered.
[00:45:15.270 --> 00:45:18.192]  And so you're not going to see clinical evidence.
[00:45:18.192 --> 00:45:30.500]  But in fact, all of the frequent side effects of the shock, which are headache, nausea, dizziness, fatigue, could all be signs of cerebral thrombosis on a
[00:45:31.080 --> 00:45:33.083]  On a capillary level.
[00:45:33.083 --> 00:45:45.076]  I mean those literally, you could be having thousands and thousands of tiny, tiny little clots in your brain that won't show on a scan, but they will give you those exact symptoms.
[00:45:45.808 --> 00:45:54.592]  So the concern is I have now got six people in my medical practice that cannot exert themselves the way they used to be.
[00:45:54.592 --> 00:45:58.193]  What medically we call reduced effort tolerance.
[00:45:58.193 --> 00:46:05.136]  Six people who now get out of breath doing things that they could previously do without any problem.
[00:46:05.942 --> 00:46:14.444]  So I believe that these people locked up thousands and thousands of capillaries in their lungs, in these six people.
[00:46:14.444 --> 00:46:23.366]  So I believe these people now have permanently damaged lungs because they have got, I mean, and that's why they get out of breath.
[00:46:23.366 --> 00:46:29.067]  I have one fellow that used to walk two miles to my office every week for a shot for his arthritis.
[00:46:29.067 --> 00:46:31.628]  And he says, after a quarter of a mile, he's done.
[00:46:31.628 --> 00:46:35.249]  In other words, his effort tolerance is reduced to one eighth of what it used to be.
[00:46:36.751 --> 00:46:42.275]  And so I've sent some of these people for chest x-rays and CT scans to see what it shows.
[00:46:42.275 --> 00:46:46.238]  And all it shows is distorted architecture.
[00:46:46.238 --> 00:46:51.082]  What the radiologists record is described as increased reticulation.
[00:46:51.082 --> 00:46:53.164]  It's a very nonspecific thing.
[00:46:53.164 --> 00:46:54.805]  And it's because it's microscopic.
[00:46:55.485 --> 00:47:13.092]  It's just, but the concern is because these vessels are now permanently damaged in a person's lungs, when the heart tries to pump blood through all those damaged vessels, there's increased resistance trying to pump the blood through those lungs.
[00:47:13.092 --> 00:47:19.334]  So those people are going to develop something called pulmonary artery hypertension, high blood pressure in their lungs.
[00:47:19.334 --> 00:47:23.876]  And the concern with that is that those people will probably all develop
[00:47:24.682 --> 00:47:39.830]  Right-sided heart failure within three years and die because they now have increased vascular resistance through their lungs and lung tissue and heart tissue and brain and spinal tissue and all of that does not regenerate.
[00:47:39.830 --> 00:47:45.934]  In other tissues it can regenerate, liver and kidneys and muscle and other, but there's some tissues that cannot.
[00:47:45.934 --> 00:47:54.038]  And so this absolutely explains what I've seen in my patients and that's what I'm doing to prove it and my study is ongoing.
[00:47:55.521 --> 00:47:57.223]  What have I told you?
[00:47:57.223 --> 00:48:06.294]  There's a substance that is invisible to the naked eye, but it is more valuable than anything else on earth.
[00:48:06.294 --> 00:48:14.765]  More valuable than gold, more valuable than silver, more valuable than diamonds or rubies or emeralds or sapphires.
[00:48:16.055 --> 00:48:17.376]  What would it be?
[00:48:17.376 --> 00:48:19.177]  Well, it's not a riddle, my friends.
[00:48:19.177 --> 00:48:21.359]  It's called oxygen.
[00:48:21.359 --> 00:48:27.082]  And it's a trace gas that's getting lower and lower and lower on our planet.
[00:48:27.082 --> 00:48:31.425]  But there's other things that we have scarcity in, like water.
[00:48:31.425 --> 00:48:34.267]  That's becoming more and more scarce, fresh water.
[00:48:34.267 --> 00:48:37.750]  But what else is essential, just as essential
[00:48:38.610 --> 00:48:41.693]  That's clean water and oxygen to breathe.
[00:48:41.693 --> 00:48:44.835]  Well, of course, my friends, it's iodine.
[00:48:44.835 --> 00:48:52.281]  Iodine is one of the most important drivers in the body for fertility, for cellular function, for libido, for life.
[00:48:52.281 --> 00:48:57.125]  If you don't have iodine, you die in a matter of months.
[00:48:57.125 --> 00:48:58.986]  So if you don't have oxygen, you die in four minutes.
[00:48:58.986 --> 00:49:00.567]  If you don't have water, you die in
[00:49:01.528 --> 00:49:02.089]  We're good to go!
[00:49:25.754 --> 00:49:27.394]  Our information is powerful.
[00:49:27.394 --> 00:49:28.855]  Our products are just as powerful.
[00:49:28.855 --> 00:49:30.775]  Experience clean iodine today.
[00:49:30.775 --> 00:49:32.035]  It's discounted.
[00:49:32.035 --> 00:49:36.616]  40% off of the dropper bottle, 60% off of the spray bottle that you take into your mouth.
[00:49:36.616 --> 00:49:41.197]  Pure atomic iodine with free shipping, double Patriot points, at MFORWARSTORE.COM.
[00:49:41.197 --> 00:49:42.617]  Don't wait any longer.
[00:49:42.617 --> 00:49:45.717]  Just like our information is powerful, our products are just as powerful.
[00:49:45.717 --> 00:49:47.718]  They don't want you to experience this.
[00:49:47.718 --> 00:49:50.178]  Get it today at MFORWARSTORE.COM.
[00:49:50.178 --> 00:49:51.238]  Take action.
[00:49:51.238 --> 00:49:52.559]  Find out what you're missing.
[00:49:52.559 --> 00:49:53.659]  Get the missing link.
[00:49:53.659 --> 00:49:54.279]  Get Xtube.
