whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:57:37.320 --> 00:57:43.000]   there's a suburb of Moscow the point is is that that looks like a false flag in
[00:57:43.000 --> 00:57:48.760]   1999 and I'll tell you it's one but there are constant bombings and police
[00:57:48.760 --> 00:57:53.800]   shootings and and and low intensity combat stuff going on with real Al Qaeda
[00:57:53.800 --> 00:57:59.360]   forces and this is not what Russia wants they want to make billions off this they
[00:57:59.360 --> 00:58:05.720]   need the money they want the prestige they want to advertise Russia as a
[00:58:05.720 --> 00:58:09.800]   center of investment this will cost them hundreds of billions of dollars in bad
[00:58:09.800 --> 00:58:15.480]   PR and Russian news is pointing out these groups are run by the West and
[00:58:15.480 --> 00:58:18.960]   they told him
[00:58:18.960 --> 00:58:24.040]   again in August the the Saudis said we're going to activate Al Qaeda if you
[00:58:24.040 --> 00:58:28.880]   don't stop defending Assad in Syria that's how we're going to attack you do
[00:58:28.880 --> 00:58:33.240]   you understand and Russia has said if you do that there will be reprisals now
[00:58:33.240 --> 00:58:36.840]   we don't know what that's going to be I could ask Steve Quayle he's a smart guy
[00:58:36.840 --> 00:58:40.080]   what he thinks we can open the phones up later for military people but I know they
[00:58:40.080 --> 00:58:44.600]   keep even high-level colonels and folks compartmentalized generals are
[00:58:44.600 --> 00:58:47.320]   compartmentalized on stuff like this unless it's their area of expertise
[00:58:47.320 --> 00:58:53.480]   that's how we can say our militaries involve funding Al Qaeda but 99.999999
[00:58:53.480 --> 00:58:57.000]   percent of military isn't involved they'll have people doing honorable
[00:58:57.000 --> 00:59:01.760]   things right next to people doing bad things and they use the black world the
[00:59:01.760 --> 00:59:06.160]   the dark world the secret world to be able to say oh it's for security to
[00:59:06.160 --> 00:59:10.720]   carry out operations which is true but it's also the perfect medium for tyranny
[00:59:10.720 --> 00:59:14.560]   to grow now speaking of Fukushima shifting gears back into that here's
[00:59:14.560 --> 00:59:19.760]   that clip of the young Turks saying at MSNBC they were told the truth is run
[00:59:19.760 --> 00:59:22.920]   away from the reactor that's what we're being told but the public's not being
[00:59:22.920 --> 00:59:26.760]   told that here it is I said don't trust what the Japanese government is saying
[00:59:26.760 --> 00:59:31.680]   don't say trust what the electric power company is saying go go go get out of
[00:59:31.680 --> 00:59:35.840]   there right get as far away from that plant as you can it's literally a core
[00:59:35.840 --> 00:59:40.120]   meltdown and they always they don't want people to panic so they're always like
[00:59:40.120 --> 00:59:44.440]   oh it's gonna be okay you know we'll set up with what I forget if it was a 20 or
[00:59:44.440 --> 00:59:48.760]   60 mile per meter something along those lines like you're crazy man don't be
[00:59:48.760 --> 00:59:53.440]   anywhere near that react he goes on and on the full videos up on info wars comm
[00:59:53.440 --> 00:59:58.200]   and it's zinc uger and I'm not permanent uger I'm not pronouncing it wrong on
[00:59:58.200 --> 01:00:01.880]   purpose I only cover his stuff like once a month or something so every time I'm
[01:00:01.880 --> 01:00:08.440]   looking at it I just how do you say it again zinc uger there you go I'm working
[01:00:08.440 --> 01:00:12.280]   on this I just I'm sorry I don't speak Arabic very good I have trouble with
[01:00:12.280 --> 01:00:16.600]   Russian words you know they sound cool Volgrod I'm saying with a barbarian King
[01:00:16.600 --> 01:00:23.160]   King Volgrod Volga our point is we're gonna be back ladies and gentlemen hey
[01:00:23.160 --> 01:00:26.920]   get your nascent iodine survival shield and in for life comm from all the
[01:00:26.920 --> 01:00:30.240]   research and doctors we've talked to that's what I'm using for my family it's
[01:00:30.240 --> 01:00:34.680]   amazing info wars life comm we also have the
[01:00:34.680 --> 01:00:41.320]   fluoride shield that has it in there as well but it's double the size thank you
[01:00:41.320 --> 01:00:51.840]   for listening to GCN visit GCN live calm today why does the United States spend
[01:00:51.840 --> 01:00:55.800]   the largest percentage of GDP in the world on health care why do we have the
[01:00:55.800 --> 01:01:01.040]   highest cancer rates on the planet the highest rates of diabetes autism and
[01:01:01.040 --> 01:01:07.160]   every other major disease it all comes down to one thing we are what we eat our
[01:01:07.160 --> 01:01:11.840]   food is devoid of nutrition and processed with poisons and additives our
[01:01:11.840 --> 01:01:17.040]   water is filled with toxic poisons and big pharma runoff all of this has been
[01:01:17.040 --> 01:01:21.840]   engineered by design we can turn the tide against the eugenicist by giving
[01:01:21.840 --> 01:01:25.960]   ourselves the nutrients our body desperately needs to learn more visit
[01:01:25.960 --> 01:01:30.280]   info wars health comm the site is literally packed with audio and video
[01:01:30.280 --> 01:01:35.320]   featuring top health professionals who don't bow down to big pharma the fight
[01:01:35.320 --> 01:01:38.920]   against the new world order starts with you and you can't stand against the
[01:01:38.920 --> 01:01:43.000]   machine of your sick tired and obese when you visit info wars health comm be
[01:01:43.000 --> 01:01:47.160]   sure and check out the catalog with nearly 400 life-changing products and
[01:01:47.160 --> 01:01:51.680]   get free shipping when you sign up for auto ship
[01:01:52.840 --> 01:02:00.520]   waging war on corruption Alex Jones on the GCM radio network
[01:02:00.520 --> 01:02:12.320]   big brother mainstream media government cover-ups you want answers well so does
[01:02:12.320 --> 01:02:20.000]   he he's Alex Jones on the GCN radio network and now live from Austin Texas
[01:02:20.000 --> 01:02:23.200]   Alex Jones
[01:02:23.200 --> 01:02:45.400]   ladies and gentlemen we're now into our number two and we have Steve quail
[01:02:45.400 --> 01:02:50.360]   hadn't been on a couple years joining us to break down all these different
[01:02:50.360 --> 01:02:53.960]   reports that are coming out some of the mainstream news about preparations for
[01:02:53.960 --> 01:02:59.520]   economic collapse martial law highway checkpoints now forcibly taking DNA
[01:02:59.520 --> 01:03:04.320]   first it was intimidating people now they're just ordering it it's it's
[01:03:04.320 --> 01:03:10.640]   martial law being incrementally brought in we're gonna get his trends of 2014
[01:03:10.640 --> 01:03:16.240]   and where Steve thinks things aren't going coming up in the next segment but
[01:03:16.240 --> 01:03:22.200]   looking at Russia they've now had what three bombings and shootings and other
[01:03:22.200 --> 01:03:28.240]   things that are happening with real al-qaeda attacking civilian soft targets
[01:03:28.240 --> 01:03:33.200]   and this is meant to destabilize the Olympics and and the globalist think
[01:03:33.200 --> 01:03:37.720]   we're so dumb the Saudis said back in August their head of intelligence Prince
[01:03:37.720 --> 01:03:42.480]   Bandar that we will
[01:03:42.480 --> 01:03:48.200]   activate al-qaeda forces to attack the lead-up and the Olympics itself and then
[01:03:48.200 --> 01:03:53.320]   it all starts happening they are the prime suspects when you say I'm gonna
[01:03:53.320 --> 01:03:57.400]   come over to your house and shoot you in the head Bob and then the next day Bob's
[01:03:57.400 --> 01:04:01.200]   found shot dead in his house I mean who's the suspect if I was to say on air
[01:04:01.200 --> 01:04:03.920]   I'm gonna go over my neighbor Bob's house hypothetical don't have a neighbor
[01:04:03.920 --> 01:04:09.360]   named Bob and before the media picks this up says I'm being serious and comes
[01:04:09.360 --> 01:04:12.600]   over and then
[01:04:12.600 --> 01:04:16.280]   you know kills the person if I was to do that I would be the prime suspect so
[01:04:16.280 --> 01:04:19.680]   that's what's going on here but meanwhile I told you this was coming for
[01:04:19.680 --> 01:04:25.800]   a long time and now they're doing it they have this whole data mining NSA
[01:04:25.800 --> 01:04:29.920]   system at the airport which they're still gonna drag you aside sometimes and
[01:04:29.920 --> 01:04:34.920]   grope your genitals and do all that but they engage in a social conditioning of
[01:04:34.920 --> 01:04:38.560]   the groping and the rest of it the body scanning to make you then just want to
[01:04:38.560 --> 01:04:43.600]   submit to having all your data scanned and controlled in the technocracy so you
[01:04:43.600 --> 01:04:49.440]   opt into the NSA grid and so now the headline is can robots better spot
[01:04:49.440 --> 01:04:53.320]   terrorists at airports well the truth is they're gonna keep the TSA it's gonna
[01:04:53.320 --> 01:04:56.480]   end up being a police squad that drags you off when you go through security
[01:04:56.480 --> 01:05:00.440]   perimeters and when you go through gates closed so no one will even see you
[01:05:00.440 --> 01:05:04.480]   disappear so they're gonna turn them into actual prisons and that's all being
[01:05:04.480 --> 01:05:10.280]   announced but this is being sold as a reform of the TSA and again I told you
[01:05:10.280 --> 01:05:14.320]   this a decade ago because they were on record that this was the plan so
[01:05:14.320 --> 01:05:20.360]   continuing can robots better spot terrorists at airports
[01:05:20.960 --> 01:05:27.080]   and it says next to have their jobs automated airport security screeners now
[01:05:27.080 --> 01:05:32.040]   again I'm on record telling you how this psychology game is gonna work and I'm
[01:05:32.040 --> 01:05:36.080]   not bragging saying hey I'm so smart I'm saying this is how they do everything
[01:05:36.080 --> 01:05:40.880]   they bring in new layers of control but claim it's gonna reform it oh you go
[01:05:40.880 --> 01:05:43.800]   through and you scan and then we have all your data and we track you before
[01:05:43.800 --> 01:05:48.480]   you get to the airport your job what you buy what you do what your preferences
[01:05:48.480 --> 01:05:52.800]   are but that's not spying on you it's just totally spying on you and then you
[01:05:52.800 --> 01:05:56.960]   opt into this to just have to swipe your card and talk to one TSA person and you
[01:05:56.960 --> 01:06:01.840]   go right through and it's totally easy and all wonderful isn't that just great
[01:06:01.840 --> 01:06:07.440]   but then they leave the third layer of security which is really the first layer
[01:06:07.440 --> 01:06:12.360]   the TSA the body scanners the groping that still all stays there and even if
[01:06:12.360 --> 01:06:17.240]   you are a trusted traveler oh we still need to shunt you off to do it but now
[01:06:17.240 --> 01:06:21.560]   you're trusted now you're part of the club you know you know this mousetrap
[01:06:21.560 --> 01:06:25.680]   you've gotten cheese off at a hundred times but there's one time it's actually
[01:06:25.680 --> 01:06:29.720]   locked and loaded the Springs been pulled and slams down your little head
[01:06:29.720 --> 01:06:33.040]   breaking your neck and that's how they're setting it up you go through Oh
[01:06:33.040 --> 01:06:37.240]   go through the security door it closes people don't see what's going on now
[01:06:37.240 --> 01:06:41.800]   you're in there with them now you go out the door the predators drag you off this
[01:06:41.800 --> 01:06:45.680]   is in the future and then everybody else doesn't get upset and doesn't see you
[01:06:45.680 --> 01:06:49.640]   being put on the train it'll actually be a truck with a bag
[01:06:49.640 --> 01:06:54.600]   over your head you understand and I'm telling you that's what this is designed
[01:06:54.600 --> 01:06:59.800]   to do this is all social engineering done incrementally
[01:06:59.800 --> 01:07:05.520]   introducing pro wine all of your filtration in one system portable on the
[01:07:05.520 --> 01:07:10.360]   go no more do you have two or three filters to just reduce sodium fluoride
[01:07:10.360 --> 01:07:14.880]   you have a system that cuts out the sodium fluoride and up to 95% of
[01:07:14.880 --> 01:07:18.800]   hydrofluorosilic acid advanced manufacturing technology combines
[01:07:18.800 --> 01:07:23.760]   silver impregnated white ceramic with new aqua medics advanced media for
[01:07:23.760 --> 01:07:27.860]   removal of fluoride and other heavy metals all in one filter element it is
[01:07:27.860 --> 01:07:32.520]   the only one that does it and out of the gates we have a discounted at 10% off
[01:07:32.520 --> 01:07:38.200]   with promo code water this is the only system that in one unit helps reduce or
[01:07:38.200 --> 01:07:44.680]   remove pesticides herbicides chloramines ammonia and chlorine hydrofluorosilic
[01:07:44.680 --> 01:07:48.480]   acid the most common form of fluoride not covered by other fluoride filter
[01:07:48.480 --> 01:07:53.560]   brands and sodium hexafluorosilicate get your pro pure with a new pro one
[01:07:53.560 --> 01:08:01.120]   filters a day at info war store.com or by calling 888-253-3139 Alex Jones here
[01:08:01.120 --> 01:08:05.480]   with a message to fellow freedom lovers the prognosis for the entire planetary
[01:08:05.480 --> 01:08:10.080]   economic system runs from bad to worse the globalist model is to shut down
[01:08:10.080 --> 01:08:15.480]   societies and starve patriots out until they acquiesce to the global takeover
[01:08:15.480 --> 01:08:18.920]   that's why we've assembled the most vital and important preparedness items
[01:08:18.920 --> 01:08:24.520]   at info wars shop.com these are items that I did research on that I personally
[01:08:24.520 --> 01:08:28.800]   use you've got the life straw so you can turn fetid water into safe water
[01:08:28.800 --> 01:08:33.400]   anywhere you go the Ktor hand crank generator to charge up key equipment
[01:08:33.400 --> 01:08:37.600]   during power outages are out in the field strategic relocation third edition
[01:08:37.600 --> 01:08:42.320]   by Joel Scalzen when disaster strikes by Matthew Stein they're a safe used by
[01:08:42.320 --> 01:08:46.080]   Homeland Security to protect yourself during any radiological event hand
[01:08:46.080 --> 01:08:50.760]   crank shortwave AM/FM radios everything that we've researched and found to be
[01:08:50.760 --> 01:08:55.080]   the best is available at info wars shop.com and your purchase makes our info
[01:08:55.080 --> 01:09:00.760]   war possible we're getting prepared are you info wars shop.com in the last 50
[01:09:00.760 --> 01:09:05.440]   years iodine has been phased out of our staple foods and replaced with the
[01:09:05.440 --> 01:09:11.120]   halogen bromine a practice now banned in nations around the world guess what
[01:09:11.120 --> 01:09:15.400]   else is in the halogen family fluoride ladies and gentlemen Alex Jones here in
[01:09:15.400 --> 01:09:20.040]   1924 the federal government did the right thing and encouraged salt
[01:09:20.040 --> 01:09:25.240]   producers to add iodine it's the good halogen on the periodic table and the
[01:09:25.240 --> 01:09:31.240]   results are on record reports documented a 15-point IQ increase in areas that
[01:09:31.240 --> 01:09:36.120]   had previously been deficient in iodine bottom line iodine is important unbound
[01:09:36.120 --> 01:09:42.120]   clean in a glycerin base nascent iodine was the answer for myself and my family
[01:09:42.120 --> 01:09:46.600]   you will find survival shield nascent iodine exclusively at info wars life
[01:09:46.600 --> 01:09:51.680]   dot-com info wars life survival shield nascent iodine isn't just for
[01:09:51.680 --> 01:09:56.440]   emergencies I take it every day that's info wars life dot-com or call toll-free
[01:09:56.440 --> 01:10:01.480]   eight eight eight two five three three one three nine
[01:10:01.480 --> 01:10:12.320]   big brother mainstream media government cover-ups you want answers well so does
[01:10:12.320 --> 01:10:20.000]   he he's Alex Jones on the GCN radio network and now live from Austin Texas
[01:10:20.000 --> 01:10:23.320]   Alex Jones
[01:10:23.320 --> 01:10:25.360]   you
[01:10:25.360 --> 01:10:36.680]   well we've got one of the most interesting and controversial guests
[01:10:36.680 --> 01:10:40.840]   ever that began on and one of the most sought-after and requested Steve quail
[01:10:40.840 --> 01:10:44.720]   joining us until the bottom of the hour next hour maybe even longer if you can
[01:10:44.720 --> 01:10:49.240]   do it to then take 30 minutes of phone calls and questions I want to cover the
[01:10:49.240 --> 01:10:55.000]   waterfront but I remember reading books in the mid 90s written by quail that
[01:10:55.000 --> 01:11:00.480]   talked about splicing humans with animals and nanotech and weaponized flu
[01:11:00.480 --> 01:11:05.880]   and world government and the globalist funding al-qaeda and all this stuff and
[01:11:05.880 --> 01:11:10.560]   I'm like this guy is really out there but then over the years I look back on
[01:11:10.560 --> 01:11:14.680]   how much of what he's talked about coming true there's a real paradox though
[01:11:14.680 --> 01:11:19.640]   and it's that as we fight to stop the new world order from fully being able to
[01:11:19.640 --> 01:11:23.920]   take over and start all these wars I mean we got the military to stand up and
[01:11:23.920 --> 01:11:26.640]   say no to the expansion of the Syria war that probably would have led to war with
[01:11:26.640 --> 01:11:32.040]   Russia the chairman of the Joint Chiefs went and told Obama no so huge positive
[01:11:32.040 --> 01:11:35.680]   things are happening we can get a reprieve I believe but we've been so
[01:11:35.680 --> 01:11:40.920]   close with the missing nukes out of Dias Air Force Base and you notice all the
[01:11:40.920 --> 01:11:43.880]   nuke firings that happened right after that of the top general the number two
[01:11:43.880 --> 01:11:48.160]   general the top admiral Lindsey Graham comes out hours after and says a nuke
[01:11:48.160 --> 01:11:54.680]   could blow up Charlton South Carolina all of this stuff is happening and
[01:11:54.680 --> 01:11:58.080]   listen I just know my source was real didn't know why the nukes were being
[01:11:58.080 --> 01:12:02.520]   unearthed they were hidden there I'm supposed to be there since the 80s since
[01:12:02.520 --> 01:12:10.240]   the salt treaty and then was it start I forget and being shipped out to the East
[01:12:10.240 --> 01:12:15.920]   Coast I mean it's those type of things where whistleblowers don't have anybody
[01:12:15.920 --> 01:12:21.320]   to go to so they go to Steve Quayle they go to Alex Jones they go to the
[01:12:21.320 --> 01:12:26.160]   Northeast Intelligence Network and I get told by Secret Service people that are
[01:12:26.160 --> 01:12:31.800]   currently in a lot of the things I hear from these other sources are really
[01:12:31.800 --> 01:12:36.400]   going on and they could set off nukes anytime to bring in martial law they
[01:12:36.400 --> 01:12:40.760]   could release a super plague which you already see some of them out there they
[01:12:40.760 --> 01:12:46.440]   could do any of this and their whole agenda is stalling like Hitler in the
[01:12:46.440 --> 01:12:53.440]   Russian mud in Barbarossa and Operation Barbarossa in the 1940s like 1943 44 but
[01:12:53.440 --> 01:12:58.040]   when it began to totally fail there in Leningrad that's where the globalist
[01:12:58.040 --> 01:13:03.680]   are right now to use that analogy and they are going to pull out the stops now
[01:13:03.680 --> 01:13:06.880]   again it's not even our government it's criminal elements that play governments
[01:13:06.880 --> 01:13:09.760]   off against each other the globalists have elements in the Chinese government
[01:13:09.760 --> 01:13:13.360]   the Russian government the US government then and they play the nation's off
[01:13:13.360 --> 01:13:17.720]   against each other to bring about the outcome of their world government and
[01:13:17.720 --> 01:13:21.760]   that's why it's on record that criminal elements of our government are funding
[01:13:21.760 --> 01:13:27.760]   al-qaeda in Chechnya in other areas to bomb Volgograd to bomb the Olympics the
[01:13:27.760 --> 01:13:31.320]   head of Saudi intelligence said they would do that in August if they didn't
[01:13:31.320 --> 01:13:36.200]   stop supporting Assad so huge geopolitical things are happening and
[01:13:36.200 --> 01:13:41.200]   you've got market crash in the works a canary may have just killed over that's
[01:13:41.200 --> 01:13:47.200]   on info wars calm with top analysts saying that is America about to reach a
[01:13:47.200 --> 01:13:51.000]   breaking point anger grows unemployment benefits cut absolutely with this
[01:13:51.000 --> 01:13:56.280]   country is in a depression things are unraveling fast but it's worldwide the
[01:13:56.280 --> 01:14:00.200]   domestic drone program for targeting US citizens is being announced something we
[01:14:00.200 --> 01:14:04.960]   got made fun of years ago Steve quail first NSA has complete control of your
[01:14:04.960 --> 01:14:08.920]   iPhone can it activate your microphone and camera that's being announced
[01:14:08.920 --> 01:14:12.440]   mainstream news our government is weaponized the Internet here's how they
[01:14:12.440 --> 01:14:17.040]   did it wire magazine told you that I called it that a decade ago weaponized
[01:14:17.040 --> 01:14:20.680]   against us ladies and gentlemen so Steve quail will join us at least until the
[01:14:20.680 --> 01:14:26.600]   bottom of the next hour to go over this entire grid and and who the different
[01:14:26.600 --> 01:14:30.880]   power blocks are and where he sees them going but it's funny when I wanted to
[01:14:30.880 --> 01:14:35.080]   get him on about a week ago when we talked to him he wanted to get
[01:14:35.080 --> 01:14:37.960]   really he first said I want to go on about basically about the same topics
[01:14:37.960 --> 01:14:44.000]   about the domestic control grid the the foreign mercenary troops the infra
[01:14:44.000 --> 01:14:50.360]   guard systems how MSNBC is preparing this is what came out of some Secret
[01:14:50.360 --> 01:14:54.400]   Service contacts that I confirmed two years ago race war and that's why MSNBC
[01:14:54.400 --> 01:14:59.800]   and CNN are like you know why should the devil go after him they're evil it's
[01:14:59.800 --> 01:15:03.400]   okay to call you know people crackers because they want us fighting with each
[01:15:03.400 --> 01:15:08.480]   other when all hell breaks loose the question is can that be averted with the
[01:15:08.480 --> 01:15:13.560]   dollar bubble that's it's it's it's gyrating out of control it's all coming
[01:15:13.560 --> 01:15:17.960]   to a head in 2014 and I don't know the time frames here but every analyst I
[01:15:17.960 --> 01:15:22.920]   talked to says the world has never been in more danger so Steve quail again will
[01:15:22.920 --> 01:15:25.440]   join us let me tell you a few things about Steve quail Steve quail is an
[01:15:25.440 --> 01:15:30.600]   actually known radio host and survived to thrive and coast to coast he's also a
[01:15:30.600 --> 01:15:35.800]   photographer a best-selling author filmmaker he wrote a breathe no evil a
[01:15:35.800 --> 01:15:41.200]   primer for understanding bioterrorism in 96 he's a former editor of survival
[01:15:41.200 --> 01:15:44.720]   quest and security and survival Chronicles and the following are some
[01:15:44.720 --> 01:15:48.600]   of the more dramatic events quail identified long before the mainstream
[01:15:48.600 --> 01:15:53.800]   news even had a clue the reason I'm gonna read this is I remember hearing
[01:15:53.800 --> 01:15:59.200]   him say and reading him right much of what I'm just looking at here today
[01:15:59.200 --> 01:16:02.720]   stated in 97 the following year would bring unprecedented temperatures
[01:16:02.720 --> 01:16:10.800]   approaching 130 by June of 98 India had 129 declared one year prior to the
[01:16:10.800 --> 01:16:16.000]   microburst to touchdown in the Root National Forest near Steamboat Springs
[01:16:16.000 --> 01:16:20.760]   Colorado would see winds approaching for three miles an hour and then later it
[01:16:20.760 --> 01:16:25.040]   happened and then he talked about the big caldera volcano that they're now
[01:16:25.040 --> 01:16:27.760]   mainstream news saying could blow anytime that would basically kill
[01:16:27.760 --> 01:16:31.160]   everybody in North America I mean this is all just wild stuff but he said at
[01:16:31.160 --> 01:16:37.880]   first he of course was the first to go public with red mercury a trans mutated
[01:16:37.880 --> 01:16:41.640]   element that makes softball sized neutron weapons feasible well also
[01:16:41.640 --> 01:16:45.000]   spelled out in great detail prior to Russian general Alexander Leavitt
[01:16:45.000 --> 01:16:48.440]   statement confirming that there were a hundred suitcase nuclear weapons missing
[01:16:48.440 --> 01:16:52.920]   at inception quail warned about the spread of new water-borne pathogens and
[01:16:52.920 --> 01:16:57.520]   mutations occurring in Earth's oceans due to excreted pharmaceuticals from
[01:16:57.520 --> 01:17:01.840]   human waste quail detail the remarkable accuracy the possession of weapons of
[01:17:01.840 --> 01:17:05.480]   mass destruction that Libya Iran Iraq North Korea Syria and Cuba possess
[01:17:05.480 --> 01:17:09.040]   that's what I've been told by high-level special warfare people that they've all
[01:17:09.040 --> 01:17:13.080]   got weapons quail has stated several years the u.s. would eventually have to
[01:17:13.080 --> 01:17:17.440]   occupy Saudi Arabia since they joined the anti-us Confederation notice now
[01:17:17.440 --> 01:17:22.320]   they're attacking Russia as well and he now joins us at a break all this down
[01:17:22.320 --> 01:17:27.000]   see that's a long intro but I wanted to do that because you and others I believe
[01:17:27.000 --> 01:17:32.720]   have helped avert stuff getting a lot worse before but then when we're able to
[01:17:32.720 --> 01:17:36.440]   get the word out to the military and people inside who aren't bad and then
[01:17:36.440 --> 01:17:40.840]   they leak info by the grace of God were able to get a reprieve the naysayers say
[01:17:40.840 --> 01:17:44.720]   oh see all this bad stuff didn't happen look at all the incredible stuff that's
[01:17:44.720 --> 01:17:49.560]   happened almost World War three with the Russians in 2008 in Georgia Russia
[01:17:49.560 --> 01:17:53.000]   threatening to nuke Western Europe last week the Chinese president saying
[01:17:53.000 --> 01:17:56.560]   prepare for war the global is trying to stir them up our government funding
[01:17:56.560 --> 01:18:00.800]   al-qaeda all the insane things that are happening and we're here trying to hold
[01:18:00.800 --> 01:18:05.040]   the gates back from the enemy battering ram and the establishment media wonks
[01:18:05.040 --> 01:18:09.440]   are saying go back to sleep open the gates nothing's bad you know if the
[01:18:09.440 --> 01:18:13.560]   gates do fall Steve man I really feel sorry for all these idiots because they
[01:18:13.560 --> 01:18:17.840]   have no idea what's coming down Steve thank you for joining us go ahead
[01:18:17.840 --> 01:18:22.760]   hey Alex thank you so much the more they lie the more people die and one of the
[01:18:22.760 --> 01:18:26.320]   things that by the grace of God I've tried to do and that you've been doing
[01:18:26.320 --> 01:18:31.360]   is warning and what people got to understand in any covert operation when
[01:18:31.360 --> 01:18:36.960]   there is exposure there's immediate cancellation and I believe that when you
[01:18:36.960 --> 01:18:40.720]   went public with the whole nuclear strike followed that and again that was
[01:18:40.720 --> 01:18:44.440]   the most recent time several years before that there were 29 nukes ready to
[01:18:44.440 --> 01:18:49.840]   take up 29 cities in America and some amazing people from your area in
[01:18:49.840 --> 01:18:54.520]   department or area of the military that most people don't even know exist
[01:18:54.520 --> 01:18:58.800]   defuse those that was when if you remember Iran was making the bragging
[01:18:58.800 --> 01:19:04.160]   about literally the West was going to perish in 29 of our cities so what we've
[01:19:04.160 --> 01:19:09.000]   tried to do and what you've done exception well is educate but as we're
[01:19:09.000 --> 01:19:15.720]   going on the radio today we're right now where we told everybody would we would
[01:19:15.720 --> 01:19:19.960]   be you're getting your sources I get my sources and God bless every one of you
[01:19:19.960 --> 01:19:24.000]   that brave men and women in the military and law enforcement intelligence
[01:19:24.000 --> 01:19:29.520]   community that speak up and stand up because if we were to define today's
[01:19:29.520 --> 01:19:34.880]   show it's freedoms gone by no longer as Alex Jones or Steve Quayle we're not
[01:19:34.880 --> 01:19:40.080]   we're not fear mongers we declare the truth all of the articles coming out in
[01:19:40.080 --> 01:19:44.320]   the mainstream is being ordered being ordered to hide this hide that that's
[01:19:44.320 --> 01:19:48.800]   how they work their evil that's how they work their death I'm extremely concerned
[01:19:48.800 --> 01:19:52.920]   for Texas Alex because as I watch the spread of what I would call
[01:19:52.920 --> 01:19:59.200]   biologically engineered pathogenic weapons it seems like the South is the
[01:19:59.200 --> 01:20:05.400]   target zone target area and one of the great if you will dichotomies to me is
[01:20:05.400 --> 01:20:12.360]   that Texas has been under weather warfare you can see the harp radio
[01:20:12.360 --> 01:20:16.800]   frequency weapons that are being used against Texas now you guys have got the
[01:20:16.800 --> 01:20:21.440]   you know variations of the different blues people in your own family you know
[01:20:21.440 --> 01:20:25.640]   one of them I guess passed away and the other one hasn't so now you know it's
[01:20:25.640 --> 01:20:29.080]   fighting for his life so we're in a position where I think everything that
[01:20:29.080 --> 01:20:34.120]   can happen that we've warned about will happen and we're going right into the
[01:20:34.120 --> 01:20:38.920]   middle of the matrix now people have got to understand that that would they can
[01:20:38.920 --> 01:20:44.000]   either submit to the fear and denial or they can act and take action I'd say
[01:20:44.000 --> 01:20:48.760]   that we're now experiencing in the Fukushima probably the greatest control
[01:20:48.760 --> 01:20:55.200]   of one of the most deadly and dangerous events to take place and I'm on record
[01:20:55.200 --> 01:20:59.800]   as stating I make no apologies for it Fukushima was not a natural event nor
[01:20:59.800 --> 01:21:04.080]   was the earthquake that initiated it nor were the beams going into the reactor
[01:21:04.080 --> 01:21:09.480]   from above it that was on YouTube one of the problems in being ahead of time is
[01:21:09.480 --> 01:21:14.640]   nobody believes you at that time and then when we arrive at the time how do
[01:21:14.640 --> 01:21:19.000]   we take them Alex from where you've warned and and you've warned and warned
[01:21:19.000 --> 01:21:22.840]   and warned we've warned and warned and warned they've scorned and scorned and
[01:21:22.840 --> 01:21:28.360]   scorned we try and do our best to get them to prepare and then ultimately all
[01:21:28.360 --> 01:21:36.240]   and I say this all of their plans all of their designs are in motion with it
[01:21:36.240 --> 01:21:41.000]   we're talking about that you and I have quoted until we're blue in the face all
[01:21:41.000 --> 01:21:45.160]   of the quotations from the globalist and the elite that they want to take the
[01:21:45.160 --> 01:21:48.440]   world's population down 90 that's right stay there Steve I'm giving you the
[01:21:48.440 --> 01:21:52.480]   floor when we come back to break down geopolitically what's happening what's
[01:21:52.480 --> 01:21:57.360]   happening domestically and what your key Intel is about economic collapse what
[01:21:57.360 --> 01:22:03.560]   the globalists are planning stay with us great news pure water lovers big Berkey
[01:22:03.560 --> 01:22:08.120]   water filters comm has a special discount offer for all GCN listeners you
[01:22:08.120 --> 01:22:12.760]   can't do better than a big Berkey for economy for only 1.7 cents a gallon a
[01:22:12.760 --> 01:22:17.440]   single set of filters can last for five to ten years there's none better than a
[01:22:17.440 --> 01:22:22.440]   big Berkey for emergency preparedness as a backup water source and you just can't
[01:22:22.440 --> 01:22:26.560]   beat a big Berkey to remove dangerous chlorine all types of fluoride
[01:22:26.560 --> 01:22:32.360]   pathogenic bacteria cysts parasites and unhealthy byproducts from municipal
[01:22:32.360 --> 01:22:36.880]   water Berkey water filter systems are even powerful enough to purify stagnant
[01:22:36.880 --> 01:22:41.600]   pond water for the gold standard in water filters get a big Berkey at big
[01:22:41.600 --> 01:22:47.920]   Berkey water filters calm and all GCN listeners get 5% off all ceramic filter
[01:22:47.920 --> 01:22:55.920]   systems for details call 1-877-99-BERKEY that's 877-99-BERKEY
[01:22:55.920 --> 01:23:01.640]   big Berkey water filters for the love of clean water silver has always been
[01:23:01.640 --> 01:23:05.160]   nature's very own antibiotic and only one system allows you to generate an
[01:23:05.160 --> 01:23:09.480]   endless supply of natural silver solutions silver lungs calm you'll find
[01:23:09.480 --> 01:23:13.960]   no wild claims or pseudoscience just a lifetime of nano sized pure silver
