[00:00:13.612 --> 00:00:15.535]  We're live!
[00:25:36.195 --> 00:25:44.799]  They can say whatever they want about you, and they steal your identity, and then turn you into something you're not, and use you against the people.
[00:25:44.799 --> 00:25:46.860]  And that's what's so evil about censorship.
[00:25:46.860 --> 00:25:58.766]  It's not just that it silences you about bad drugs the government sold, or chemicals in the water, or brainwashing of your children, or devaluation of currency, or, you know, major screw jobs.
[00:25:58.766 --> 00:26:01.948]  No, ladies and gentlemen, that's not the issue.
[00:26:04.179 --> 00:26:08.942]  It's that they can then sock puppet and misrepresent who you are.
[00:26:08.942 --> 00:26:19.628]  Just like the Canadian media would not ever show the peaceful truckers and the families and all the multiracial groups out there not wanting medical tyranny against them.
[00:26:19.628 --> 00:26:24.190]  They would just say they're white supremacist, they're racist, they're misogynist, they're all these things.
[00:26:24.190 --> 00:26:30.934]  And because the people didn't have a voice on the main corporate media, a lot of folks actually believe that about them because they're still in the trance.
[00:26:33.243 --> 00:26:41.065]  But if you can get people outside of the trance and ever see how they're being scammed, ever see how they're being lied to, well then it's game over.
[00:26:41.065 --> 00:26:44.886]  So I'm going to take a break.
[00:26:44.886 --> 00:26:57.010]  And when I come back, I'm going to get to all the different important things that I was talking about with the war and all those issues that are unfolding.
[00:26:57.010 --> 00:26:58.650]  You guys were going to give me an expanded list.
[00:26:58.650 --> 00:26:59.191]  Can I have that?
[00:27:02.529 --> 00:27:02.989]  Fantastic.
[00:27:02.989 --> 00:27:05.832]  Can I just have the longer list, though?
[00:27:05.832 --> 00:27:10.136]  Because I know I sent you guys... I know I sent you guys... I know I... Is my mic on?
[00:27:10.136 --> 00:27:14.880]  Because when you talk to me, I can't hear myself anymore.
[00:27:14.880 --> 00:27:15.921]  No, no, we're not going to do it now.
[00:27:15.921 --> 00:27:18.303]  We're just going to stop for a while here and enjoy ourselves.
[00:27:18.303 --> 00:27:19.624]  Because I don't care.
[00:27:19.624 --> 00:27:20.545]  It's just the new system.
[00:27:20.545 --> 00:27:23.067]  When you talk to me, I can't hear myself.
[00:27:23.067 --> 00:27:24.849]  It cuts my mic off.
[00:27:24.849 --> 00:27:28.532]  So I just want to know while we're on air, when you talk to me, does that cut my mic?
[00:27:30.023 --> 00:27:30.423]  Okay, fantastic.
[00:27:30.423 --> 00:27:31.023]  That's what I want to know.
[00:27:31.023 --> 00:27:32.023]  Thank you so much.
[00:27:32.023 --> 00:27:32.484]  I like it.
[00:27:32.484 --> 00:27:35.364]  It's a lot clearer system now when you guys talk to me than it was before.
[00:27:35.364 --> 00:27:36.064]  Here's the thing.
[00:27:36.064 --> 00:27:40.825]  This is commercial-free radio and TV, so we can just talk and have fun.
[00:27:40.825 --> 00:27:49.347]  That's why when I built all these studios, I put microphones actually in the studios for the crew if they ever wanted to be on air.
[00:27:49.347 --> 00:27:53.708]  But we don't really use those, so we've got that information for you.
[00:27:53.708 --> 00:27:57.949]  But what happened is I got up here a little late today, so I never had time to go over the list.
[00:27:57.949 --> 00:27:59.029]  I sent the list to them.
[00:27:59.966 --> 00:28:01.447]  We're talking 30, 40 videos.
[00:28:01.447 --> 00:28:02.727]  I haven't gotten the other half of the list.
[00:28:02.727 --> 00:28:07.969]  So that's why part of the roadmap of what I wanted to cover here today.
[00:28:07.969 --> 00:28:08.409]  There you go.
[00:28:08.409 --> 00:28:09.470]  At least you get to see the studio.
[00:28:09.470 --> 00:28:11.210]  Look how cool that looks.
[00:28:11.210 --> 00:28:17.833]  Look at all those folks in there researching and getting all the information together in live time and, you know, covering it and going over all of it.
[00:28:17.833 --> 00:28:26.917]  And that's what the system's scared of is an independent people's media that gives you transparency into what we are actually doing.
[00:28:26.917 --> 00:28:27.977]  Taking you behind the curtain.
[00:28:28.883 --> 00:28:40.952]  And one of the plans I've got, once we launch these new shows soon, is we're going to put a camera, even behind the scenes, in here before I do the official show.
[00:28:40.952 --> 00:28:43.554]  And I think I'm going to stick a camera in my office, too.
[00:28:43.554 --> 00:28:46.976]  I think that's really the next level for everybody.
[00:28:46.976 --> 00:28:49.098]  Because I was thinking about, I have nothing to hide.
[00:28:49.098 --> 00:28:52.300]  I have nothing secretive, other than if I'm doing sources or
[00:28:53.187 --> 00:28:56.609]  That type of stuff, and I mainly do that at my house or on the phone or whatever.
[00:28:56.609 --> 00:29:04.314]  But that's something we've been talking about, too, is literally giving people a real behind-the-scenes view on all of this.
[00:29:04.314 --> 00:29:10.918]  But like I said, I'm going to go to this special report that's from three-plus years ago.
[00:29:10.918 --> 00:29:12.619]  And when I come back, I'm going to have the video list.
[00:29:12.619 --> 00:29:15.521]  I'm going to be ready to go over all of this for you here today.
[00:29:15.521 --> 00:29:17.522]  I appreciate the crew coming in on Saturday.
[00:29:18.675 --> 00:29:26.965]  Please don't forget, ladies and gentlemen, that things like that Gregg Reese report that you just saw is so damn powerful, and people are just now realizing that's going on and just now waking up.
[00:29:27.785 --> 00:29:38.831]  And I just, again, want to thank you all for sharing the videos for my future and your future and all of our children's future together because we're giving the globalists one hell of a run for their money and they're really starting to buckle, they're really starting to fail.
[00:29:38.831 --> 00:29:48.617]  And people know, the long-term listeners, when stuff's negative and we're behind, I'll tell you, right now we're out ahead of them and that kind of concerns me because they're going to pull some rabbits out of that filthy hat they got.
[00:29:49.753 --> 00:29:50.113]  We're good to go.
[00:30:10.916 --> 00:30:23.803]  If they can steal my identity, that means take us off air, put me in jail, so they can then put out all these movies and TV shows they've got in production about us, they will see that as a victory to kill populism and kill you, kill your freedom.
[00:30:23.803 --> 00:30:32.008]  But if you see through it, you understand it, and if we're all Spartacus, if we're all Alex Jones, then we have a real shot at beating these people.
[00:30:32.008 --> 00:30:32.348]  Here it is.
[00:30:33.592 --> 00:30:36.275]  This is an emergency transmission from deep in the heart of Texas.
[00:30:36.275 --> 00:30:36.516]  U.S.
[00:30:36.516 --> 00:30:45.266]  resistance against a global corporate combine empowered and funded by Communist China, allied with the big megabanks that set up Communist China in 1949.
[00:30:45.266 --> 00:30:47.769]  The Communist Chinese have taken control of U.S.
[00:30:47.769 --> 00:30:49.231]  telecommunications infrastructure.
[00:30:49.571 --> 00:30:51.712]  The Communist Chinese have taken control of Hollywood.
[00:30:51.712 --> 00:30:54.072]  The Communist Chinese have taken control of the main universities.
[00:30:54.072 --> 00:30:55.153]  This is all confirmed.
[00:30:55.153 --> 00:30:56.253]  This is not a drill.
[00:30:56.253 --> 00:31:00.514]  Big Tech in Silicon Valley is almost completely run by the Communist Chinese government.
[00:31:00.514 --> 00:31:02.075]  They've officially become state-run.
[00:31:02.075 --> 00:31:02.655]  Apple 100%.
[00:31:02.655 --> 00:31:08.557]  Google is now making the transition and announcing a merger and total worldwide censorship.
[00:31:09.017 --> 00:31:14.101]  They are now beta testing using me as the straw man, a demonized version of Alex Jones, to do that.
[00:31:14.101 --> 00:31:14.981]  This is happening.
[00:31:14.981 --> 00:31:23.007]  This is not like the other probes before that were meant to get you used to probes and censorship, thinking you would adapt to censorship by just putting up with it.
[00:31:23.007 --> 00:31:29.352]  Now, this attack is thousands and thousands and thousands of times the magnitude of all previous attacks.
[00:31:29.352 --> 00:31:37.338]  This is a titrated dose, reverse psychological warfare operation using adapt and overcome, subversion paradigm manipulation.
[00:31:38.198 --> 00:31:42.021]  In layman's terms, they are manipulating the fact that we adapt to being oppressed.
[00:31:42.021 --> 00:31:45.544]  We adapt to being pressed with the low dosages of oppression.
[00:31:45.544 --> 00:31:52.789]  Now when the megaton hits us of the total takeover, we try to adapt to the poison infusion instead of not knowing.
[00:31:52.789 --> 00:31:55.811]  It's a lethal dose if we accept the dose.
[00:31:55.811 --> 00:32:01.035]  Total Internet of Things integration global social score complete command and control system.
[00:32:01.035 --> 00:32:02.656]  It is the virtual reality AI.
[00:32:02.816 --> 00:32:08.920]  I have been chosen for destruction because I brought you this information and have been battering, ramming it out as much as I can.
[00:32:23.300 --> 00:32:32.066]  They want to double use me as they always do in any complex system of mathematical deception, where every angle of my good is turned against us.
[00:32:32.066 --> 00:32:37.330]  So they take what I've said, being sincere, build me into an insincere person in the straw man.
[00:32:37.330 --> 00:32:42.634]  I'm a person that cares about life and children and is against these wars, and so they make me a herder of children.
[00:32:42.634 --> 00:32:49.799]  And then they build me into this lie to then set the distraction while they're actually censoring all of you to make a debate about Alex Jones!
[00:32:50.760 --> 00:32:57.927]  So even if I didn't sell out to them, they've now used me as an archetype to serve them by being the main distraction.
[00:32:57.927 --> 00:33:03.512]  I have now been captured by the enemy in the information warfare fulcrum, and it's being used against you.
[00:33:03.512 --> 00:33:08.277]  Only your full understanding of this key will break you free from this paradigm.
[00:33:08.277 --> 00:33:10.479]  I have given you the transmission!
[00:33:10.479 --> 00:33:11.420]  Now break free!
[00:33:15.303 --> 00:33:16.563]  And now, my friends, let's
[00:33:43.547 --> 00:33:49.310]  And now, my friends, let's dive into the current crisis happening in Eastern Europe between NATO and Russia.
[00:34:16.394 --> 00:34:26.959]  That is the hypersonic, up to nine machs, nine times the speed of sound.
[00:34:26.959 --> 00:34:31.161]  And of course, the media is claiming, oh my God, Russia and China have missiles the U.S.
[00:34:31.161 --> 00:34:32.221]  doesn't have.
[00:34:32.221 --> 00:34:35.543]  No, the United States had these missiles in the 70s.
[00:34:35.543 --> 00:34:37.844]  The Russians had them in the 90s.
[00:34:37.844 --> 00:34:43.987]  The point is, they're being deployed, and when they fly at 200 feet above the ground, you cannot stop them.
[00:34:46.147 --> 00:34:46.647]  Say that again.
[00:34:46.647 --> 00:34:48.547]  You can't stop anybody's missiles.
[00:34:48.547 --> 00:34:49.588]  They can't stop ours.
[00:34:49.588 --> 00:34:50.808]  We can't stop theirs.
[00:34:50.808 --> 00:34:53.268]  They've got nuclear weapons on them.
[00:34:53.268 --> 00:34:59.749]  And from 500 miles away, in front of the whole world today, Russia blew up a bunch of small buildings with them.
[00:34:59.749 --> 00:35:02.770]  They weren't carrying the nuclear warheads, the hydrogen bombs.
[00:35:02.770 --> 00:35:11.291]  But from the ocean, they were blowing up targets on land to tell the world, leave us alone.
[00:35:11.291 --> 00:35:14.032]  So here's the bottom line.
[00:35:14.032 --> 00:35:14.712]  Ladies and gentlemen,
[00:35:19.727 --> 00:35:23.470]  Here's what's really going on, ladies and gentlemen.
[00:35:23.470 --> 00:35:26.012]  You can pick a side in this.
[00:35:26.012 --> 00:35:40.303]  You can pick the Russian side, you can pick the Western side that's totally run by the globalists, or you can pull above all it and see how it's being manipulated by the deep state, by the globalists, by chaos, by Spectre.
[00:35:40.303 --> 00:35:42.805]  That's not just a character or a group in James Bond.
[00:35:42.805 --> 00:35:43.466]  That's real.
[00:35:44.932 --> 00:35:47.054]  Again, I'm not going to go over the whole background of it.
[00:35:47.054 --> 00:35:47.994]  Call it Hydra.
[00:35:47.994 --> 00:35:52.298]  That's what it's usually described as during World War II.
[00:35:52.298 --> 00:35:58.122]  Call it Spectre.
[00:35:58.122 --> 00:35:59.583]  It's, you know, Get Smart.
[00:35:59.583 --> 00:36:02.545]  It's chaos with little comedy shows on TV.
[00:36:02.545 --> 00:36:05.608]  But this isn't a game, ladies and gentlemen.
[00:36:05.608 --> 00:36:09.951]  And these are very evil forces that are playing everybody off against each other for power and control.
[00:36:11.055 --> 00:36:20.081]  And the minute you realize why every James Bond movie there's a secret corporation trying to take over the world, that's because that's the Bilderberg Group.
[00:36:20.081 --> 00:36:34.892]  And before it existed in 1954, under that name in the meeting they had in Oosterbeek, Holland, and there was the manager of the whole thing, the young OSS officer, Henry Kissinger.
[00:36:34.892 --> 00:36:37.014]  And as all the other old spy chiefs died,
[00:36:38.140 --> 00:36:44.704]  In the next 30 years, he became the main spymaster of this system.
[00:36:44.704 --> 00:36:49.988]  And the spymasters of the Western governments decided to take over their governments.
[00:36:49.988 --> 00:36:51.749]  And they did.
[00:36:51.749 --> 00:36:56.792]  And that's the New World Order.
[00:36:56.792 --> 00:36:59.294]  But systems like that existed before.
[00:36:59.294 --> 00:37:01.916]  It's called elite capture.
[00:37:05.441 --> 00:37:06.541]  That's what the Chinese have done.
[00:37:06.541 --> 00:37:17.804]  They buy off and infiltrate your elite, your corporate elite, your academic elite, your governmental elite, your military elite, your ecclesiastical elite.
[00:37:17.804 --> 00:37:22.905]  And if you go back, Rome would do this thousands of years ago.
[00:37:22.905 --> 00:37:26.265]  Then the Roman Church would do it.
[00:37:26.265 --> 00:37:29.746]  Then the British Empire did it bigger and better than anybody.
[00:37:30.567 --> 00:37:41.129]  And after Bretton Woods, the United States of America officially became the steward of the British Empire and the Cecil Rhodes World Domination Plan.
[00:37:41.129 --> 00:37:51.431]  And everything you see today is a struggle between that global corporate combine with its horrible, evil ideology of anti-God, anti-West, anti-Christian.
[00:37:51.431 --> 00:37:56.872]  Do you see the elites that run our countries in the West empowering our values?
[00:37:56.872 --> 00:37:57.032]  No.
[00:37:59.065 --> 00:38:05.649]  You see them waging war on it because they are more at war with America than they are with Russia.
[00:38:05.649 --> 00:38:09.831]  And they thought they had China under their full control, and China is fantastically evil.
[00:38:09.831 --> 00:38:12.993]  Their leadership is fantastically godless and incredibly bad.
[00:38:12.993 --> 00:38:19.356]  I'm not endorsing them, but the New World Order is worse than Xi Jinping.
[00:38:19.356 --> 00:38:21.457]  Xi Jinping is like Elon Musk.
[00:38:21.457 --> 00:38:25.980]  He says we need to have three or four kids or society will collapse.
[00:38:25.980 --> 00:38:26.600]  The entire
[00:38:28.257 --> 00:38:35.684]  EU leadership are a bunch of damn devil-worshipping pedophiles who openly say, end humans as we know it and merge with machines.
[00:38:35.684 --> 00:38:41.208]  These people signed on to something very satanic.
[00:38:41.208 --> 00:38:44.271]  So, now tell me about Russia and Ukraine.
[00:38:44.271 --> 00:38:46.013]  I mean, do people know about the borders over there?
[00:38:46.013 --> 00:38:47.394]  Do they know about the historic background?
[00:38:47.394 --> 00:38:49.015]  Do you think the average American knows that?
[00:38:49.015 --> 00:38:49.536]  No, they don't.
[00:38:49.536 --> 00:38:53.879]  Do you think the average Ukrainian even knows that?
[00:38:53.879 --> 00:38:54.340]  No, they don't.
[00:38:57.557 --> 00:39:00.558]  The average Russian does, and that's why they're strong.
[00:39:00.558 --> 00:39:06.579]  Because if you don't know where you came from and you don't know who you are, you don't have any power!
[00:39:06.579 --> 00:39:13.281]  Because power comes from knowing where you came from, your ethos, who you are, what your mission is.
[00:39:13.281 --> 00:39:17.542]  And if you don't have any mission, you don't have any power.
[00:39:17.542 --> 00:39:27.044]  The globalists have their mission of power and control and dominance and scientifically taking control of all human development, which is the final revolution, the final military takeover of
[00:39:27.805 --> 00:39:33.207]  Men and women together creating new humans and our very institution of our species.
[00:39:33.207 --> 00:39:36.969]  The conquering of our species itself.
[00:39:36.969 --> 00:39:41.071]  That is the logical endgame of a sociopathic group that wants to play God.
[00:39:43.300 --> 00:40:01.813]  And they've made the human system as dumb and decadent and mindless and ugly as it is, so it falls apart, and now they're locking it down worldwide to make it collapse further, so on the ashes of it, they can extract our minds, extract our energy, extract our creativity, and build their escape system.
[00:40:01.813 --> 00:40:05.955]  In their own words.
[00:40:05.955 --> 00:40:08.117]  At the core of liberalism is the spoiled child.
[00:40:08.942 --> 00:40:11.244]  Miserable, as all spoiled children are.
[00:40:11.244 --> 00:40:15.327]  Unsatisfied, demanding, ill-disciplined, despotic, and useless.
[00:40:15.327 --> 00:40:18.509]  Liberalism is a philosophy of sniveling brats.
[00:40:18.509 --> 00:40:19.970]  PJ O'Rourke, well said.
[00:40:19.970 --> 00:40:31.979]  And you know, I was thinking about Prince Andrew being defrocked of his medals and his royal titles and his Royal Highness BS.
[00:40:31.979 --> 00:40:34.741]  And I was like, you know, I remember something about him today.
[00:40:34.741 --> 00:40:35.562]  I said, let me look up
[00:40:39.076 --> 00:40:47.700]  Prince Andrew, you know, Jeffrey Epstein's buddy boy, and stuffed animals.
[00:40:47.700 --> 00:40:59.725]  And sure enough, he admits he sleeps with 69 or 72, it's different articles, teddy bears at night and they must all be arranged around him perfectly or he can't sleep.
[00:40:59.725 --> 00:41:03.327]  That's the type of people we're up against, ladies and gentlemen.
[00:41:03.327 --> 00:41:07.689]  Full-grown men who are pedophiles, who
[00:41:08.974 --> 00:41:11.995]  Obviously got tortured when he was a kid.
[00:41:11.995 --> 00:41:15.676]  And has a giant teddy bear collection.
[00:41:15.676 --> 00:41:21.037]  An inbred, sniveling, insane person.
[00:41:21.037 --> 00:41:28.439]  And I'm not saying adults are bad if, you know, I got stuffed animals in my office that belonged to my daughters when they were little.
[00:41:28.439 --> 00:41:32.079]  And they had a little favorite thing or they gave me a little toy or something.
[00:41:32.079 --> 00:41:36.561]  You know, I've got a couple of, not stuffed animals, little toys and stuff in my office.
[00:41:36.561 --> 00:41:38.301]  A little Lego.
[00:41:39.136 --> 00:41:40.677]  Really, we can't beat these people?
[00:42:04.241 --> 00:42:07.363]  Because he wears admiral outfits, we have to kiss his ass.
[00:42:07.363 --> 00:42:09.385]  What do you think Klaus Schwab goes and wears?
[00:42:09.385 --> 00:42:14.669]  Klingon outfits.
[00:42:14.669 --> 00:42:18.832]  Because they really believe they're superheroes and that you're an animal and they're better than you.
[00:42:18.832 --> 00:42:19.573]  And you know what?
[00:42:19.573 --> 00:42:23.716]  You keep kissing their ass, so maybe they're right.
[00:42:23.716 --> 00:42:24.717]  But here's the deal.
[00:42:24.717 --> 00:42:30.201]  I'm not rolling over and crawling to some grave for some dude that sleeps with 70 teddy bears.
[00:42:35.128 --> 00:42:36.689]  You want me to die?
[00:42:36.689 --> 00:42:38.171]  You want me to die, Klaus Schwab?
[00:42:38.171 --> 00:42:39.972]  You want me to get off the planet so you can have it?
[00:42:39.972 --> 00:42:43.335]  I got a better idea.
[00:42:43.335 --> 00:42:46.497]  You will die.
[00:42:46.497 --> 00:42:48.099]  And I'm not going to kill you.
[00:42:48.099 --> 00:43:00.309]  But I'm just saying, you got this psycho move, you and Ghislaine Maxwell and all you people, you think we're just here to bend over to you and your sick brother who's about to be the king of England and that damn Jimmy Savelle?
[00:43:01.417 --> 00:43:03.999]  Where they were killing kids, not just raping them.
[00:43:03.999 --> 00:43:04.980]  Look it up, folks.
[00:43:04.980 --> 00:43:08.102]  I don't risk my life to play games here.
[00:43:08.102 --> 00:43:10.284]  I know full well these people kill people all day.
[00:43:10.284 --> 00:43:12.665]  Well then, get it on there, son!
[00:43:12.665 --> 00:43:18.830]  Because I'm not scared of you, and I'm not backing down, and I'm gonna defeat you with God's help in the end.
[00:43:18.830 --> 00:43:24.654]  So, you wanna get back to Russia and nuclear war now?
[00:43:24.654 --> 00:43:28.037]  A dude that travels with 70 teddy bears,
[00:43:31.491 --> 00:43:37.414]  With his brother that's way worse than him, Prince Charles.
[00:43:37.414 --> 00:43:39.355]  The Prince of Wales.
[00:43:39.355 --> 00:43:44.577]  They're not even, they don't have one drop of English blood or Scottish blood or Irish blood.
[00:43:44.577 --> 00:43:48.339]  They're a disgusting joke.
[00:43:48.339 --> 00:43:54.042]  These people aren't even Western Europeans.
[00:43:54.042 --> 00:43:56.423]  Sorry, I'm just going off the rails here.
[00:43:56.423 --> 00:43:58.384]  It's disgusting, ladies and gentlemen.
[00:44:00.908 --> 00:44:03.811]  And they think that you are their slaves.
[00:44:03.811 --> 00:44:06.793]  They think you're idiots.
[00:44:06.793 --> 00:44:22.147]  And they had cousins, the Tsars, that ran Russia until 1917, but because the Tsars wouldn't go along with what they wanted, they went in and killed them and put communists in charge, and you know the rest of what Russia went through for 80 plus years.
[00:44:28.234 --> 00:44:31.536]  We're going to be here all day during this live emergency transmission.
[00:44:31.536 --> 00:44:33.437]  I don't start drilling down into all of it.
[00:44:33.437 --> 00:44:34.498]  I'm just giving you some of the background.
[00:44:34.498 --> 00:44:35.679]  You can look all this up.
[00:44:35.679 --> 00:44:36.399]  It's all there.
[00:44:36.399 --> 00:44:37.320]  It's all real.
[00:44:37.320 --> 00:44:40.462]  No matter how insane it sounds, it's not even debated.
[00:44:40.462 --> 00:44:44.305]  It's a lot weirder than what I just told you.
[00:44:44.305 --> 00:44:51.329]  But they are obsessed with defiling your genetics because you were made by God.
[00:44:51.329 --> 00:44:52.670]  They want to vandalize you.
[00:44:52.670 --> 00:44:53.671]  They want to mark you.
[00:44:54.480 --> 00:44:59.242]  With their deadly shot that is self-replicating nanotech.
[00:44:59.242 --> 00:45:09.405]  They've already done studies on animals and humans and that they are now implanting the general public with a wireless tracking system that is nanotech readable chips.
[00:45:09.405 --> 00:45:17.568]  Not the 1960s little grain of rice chip, but obviously the entire concoction is a self-replicating nanotech in your body.
[00:45:20.987 --> 00:45:22.288]  They don't admit it.
[00:45:22.288 --> 00:45:24.249]  You know, two years ago we said that's probably the plan.
[00:45:24.249 --> 00:45:26.350]  Now it's admitted in major journals.
[00:45:26.350 --> 00:45:27.530]  I have articles today.
[00:45:27.530 --> 00:45:28.330]  We'll be getting to it.
[00:45:28.330 --> 00:45:35.714]  But let's get back to the current situation in Russia.
[00:45:35.714 --> 00:45:41.397]  Russia is fabulously corrupt, has incredible entrenched elites, big problems.
[00:45:41.397 --> 00:45:46.379]  But it's been going through a Christian renaissance and reforming itself and being pro-family, a lot of things that make the globalists mad.
[00:45:46.721 --> 00:45:49.022]  And it's not run by the New World Order completely.
[00:45:49.022 --> 00:45:51.283]  It's kind of like the Midwest or something.
[00:45:51.283 --> 00:46:02.087]  There's big globalist influences and big globalist groups and a lot of double agents, but it's not completely in the grip, say like Los Angeles or New York, of the New World Order.
[00:46:02.087 --> 00:46:07.729]  It's kind of like Omaha, Nebraska or something.
[00:46:07.729 --> 00:46:11.470]  You know, it's got problems, but it's not... It's been kind of overlooked.
[00:46:11.470 --> 00:46:15.112]  The New World Order hasn't gotten full control.
[00:46:15.112 --> 00:46:15.472]  It's like...
[00:46:19.733 --> 00:46:23.256]  San Antonio, Texas.
[00:46:23.256 --> 00:46:32.023]  There's globalists, there's New World Order, there's minions, but there's still people that aren't completely sold out against humanity.
[00:46:32.023 --> 00:46:37.127]  And so it's clear, eight years ago, a proxy war starts in Russia.
[00:46:37.127 --> 00:46:48.876]  And Soros goes in and brags, he said it on TV, on CNN with Fareed Zakaria, that he got $5 billion from Obama and that they overthrew Ukraine.
[00:46:49.739 --> 00:47:03.789]  And that the Russians then wouldn't let them have a very small area of southern Ukraine and an area of eastern Ukraine that are almost 100% Russian and that have Russian pipelines and gas systems in them.
[00:47:03.789 --> 00:47:14.316]  And I said last week, I said, this is the West moving in more weapons, more troops, they admit, and accelerating attacks on those Russian-held areas.
[00:47:14.316 --> 00:47:17.979]  And when the Russians push back in any way, it's going to be called a war.
[00:47:18.863 --> 00:47:29.906]  And then when the Russians get attacked by artillery and by missiles and weapons, and when there's attempted assassinations of their leaders there in the breakaway areas,
[00:47:33.408 --> 00:47:37.609]  They will then claim Russia has staged attacks against itself.
[00:47:37.609 --> 00:47:40.050]  Now, obviously, you think Russia's perfect.
[00:47:40.050 --> 00:47:41.970]  You don't think Putin hadn't staged false flags.
[00:47:41.970 --> 00:47:43.171]  You don't think they haven't done that before.
[00:47:43.171 --> 00:47:45.291]  Yeah, big governments, they do it.
[00:47:45.291 --> 00:47:46.472]  It's a tool people use.
[00:47:46.472 --> 00:47:47.792]  It's usually how wars start.
[00:47:47.792 --> 00:47:51.473]  World War II started with Hitler doing it, and Operation Himmler at Glywots.
[00:47:51.473 --> 00:47:52.353]  Look it up yourself.
[00:47:52.353 --> 00:47:53.033]  It's declassified.
[00:47:53.033 --> 00:47:53.714]  It's public.
[00:47:53.714 --> 00:47:54.914]  Nuremberg trials came out.
[00:47:57.515 --> 00:48:00.197]  But does Russia even want Ukraine?
[00:48:00.197 --> 00:48:05.580]  No, they want their pipelines coming out of the East into Europe, Western Europe.
[00:48:05.580 --> 00:48:10.382]  But the West, the globalists, are trying to cut those pipelines off just like they've cut off our pipelines.
[00:48:10.382 --> 00:48:13.684]  We got the same enemies, folks.
[00:48:13.684 --> 00:48:15.645]  So Russia doesn't want to run Ukraine.
[00:48:15.645 --> 00:48:16.406]  Russia doesn't.
[00:48:16.406 --> 00:48:18.047]  It can already buy all the goods out of it.
[00:48:18.047 --> 00:48:19.367]  It can already do business with it.
[00:48:19.367 --> 00:48:24.390]  It just wants its gas pipelines it paid for going through there.
[00:48:24.390 --> 00:48:25.471]  And the New World Order
[00:48:26.576 --> 00:48:30.077]  Doesn't want that and so they've been pumping in $5 billion of weapons.
[00:48:30.077 --> 00:48:33.678]  They've been attacking it.
[00:48:33.678 --> 00:48:46.502]  And the Russians have pulled back wisely and the Russians have wisely not taken the bait and are letting them basically ethnically cleanse the men in those eastern areas.
[00:48:46.502 --> 00:48:55.745]  And if that won't get Putin to move, well then they're going to attack that area with the Russians only port there on the Black Sea.
[00:48:56.724 --> 00:49:00.126]  In the south of Ukraine.
[00:49:00.126 --> 00:49:01.247]  Crimea.
[00:49:01.247 --> 00:49:03.389]  Crimea.
[00:49:03.389 --> 00:49:06.531]  So that's where this is, ladies and gentlemen.
[00:49:06.531 --> 00:49:15.938]  So I'm not like a guy watching a football game and I'm for the Steelers or I'm for the Rams or I'm for the Bengals or I'm for the Cardinals.
[00:49:19.182 --> 00:49:21.944]  I'm looking at how this really works and what's really going on.
[00:49:21.944 --> 00:49:34.372]  And the same globalist interests that don't want peace and don't want expansion and don't want Russia's main mission now is exporting fuel and energy and, quote, organic food.
[00:49:34.372 --> 00:49:43.319]  And Russia's inviting Europeans and others that want to live in peace to come to Russia and have children because they got plenty of land.
[00:49:43.319 --> 00:49:48.262]  It's like becoming potentially the new America, like America was.
[00:49:48.997 --> 00:49:52.318]  300, 400, 500 years ago.
[00:49:52.318 --> 00:49:56.060]  So, I've always said if there was some new free country, I'd go there.
[00:49:56.060 --> 00:49:58.180]  Well, America is the freest and best.
[00:49:58.180 --> 00:49:59.481]  I'm going to stay here and fight for it.
[00:49:59.481 --> 00:50:03.422]  And you notice why everybody else is under restrictions, everybody else is doing forced inoculations.
[00:50:03.422 --> 00:50:04.543]  Where are they not doing it?
[00:50:04.543 --> 00:50:08.644]  In Russia and the United States.
[00:50:08.644 --> 00:50:13.146]  You couldn't say that about Russia 30 years ago, 20 years ago.
[00:50:13.146 --> 00:50:14.607]  But you can now.
[00:50:14.607 --> 00:50:15.647]  Russia's not perfect, but
[00:50:16.946 --> 00:50:25.971]  They're moving on their clock away from tyranny, while the rest of the world's moving towards tyranny.
[00:50:25.971 --> 00:50:28.892]  So is Russia a strongman situation?
[00:50:28.892 --> 00:50:30.934]  And is it a kind of place that's autocratic?
[00:50:30.934 --> 00:50:34.255]  Yeah.
[00:50:34.255 --> 00:50:35.576]  And is that a model for us?
[00:50:35.576 --> 00:50:37.257]  No.
[00:50:37.257 --> 00:50:43.420]  But I can tell you this, Russia has the same enemies that we have.
[00:50:43.420 --> 00:50:44.661]  And war with Russia is what?
[00:50:45.816 --> 00:50:53.240]  People like Klaus Schwab and others won't.
[00:50:53.240 --> 00:50:57.202]  Oh, the big corporatists at the New World Order act like they're pro-China, pro-Russia.
[00:50:57.202 --> 00:50:58.423]  They're not.
[00:50:58.423 --> 00:51:02.865]  They act friendly on the surface, but behind the scenes, they want war.
[00:51:02.865 --> 00:51:12.030]  While they sell out America at the same time, they are selling out all those other interests because there's no honor amongst thieves.
[00:51:13.663 --> 00:51:17.505]  So we move through this first group of stories and I'll move into all the others here.
[00:51:17.505 --> 00:51:18.465]  Here it is.
[00:51:18.465 --> 00:51:19.725]  I shouldn't have to go into all history lesson.
[00:51:19.725 --> 00:51:21.066]  I know listeners and viewers get all this.
[00:51:21.066 --> 00:51:25.128]  It's just that the West is moving weapons in.
[00:51:25.128 --> 00:51:27.048]  The West is starting the war.
