[00:00.000 --> 00:05.000]  You're listening to the Alex Jones show.
[01:21:40.000 --> 01:21:43.000]  There are over 400,000 fires in the USA every year.
[01:21:43.000 --> 01:21:46.000]  Up to 85% of all deaths on a fire are due to smoke inhalation.
[01:21:46.000 --> 01:21:49.000]  Three minutes without air, and we as humans will die.
[01:21:49.000 --> 01:21:55.000]  Be prepared and escape safely with our safe escape smoke hoods, giving you up to 60 minutes of breathable air protection.
[01:21:55.000 --> 01:21:58.000]  Auditors online at ase-safety.com.
[01:21:58.000 --> 01:22:00.000]  That's ase-safety.com.
[01:22:00.000 --> 01:22:26.000]  And get up to 40% off, plus free shipping.
[01:22:26.000 --> 01:22:36.000]  It's a no-brainer. A Big Berkey water filter is the one you need, period.
[01:22:36.000 --> 01:22:41.000]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors,
[01:22:41.000 --> 01:22:44.000]  pesticides, bacteria, viruses, and much more, right?
[01:22:44.000 --> 01:22:46.000]  And does it all at only $0.02 per gallon.
[01:22:46.000 --> 01:22:49.000]  Get the original and most trusted name in gravity water filtration, Big Berkey.
[01:22:49.000 --> 01:22:54.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[01:22:54.000 --> 01:22:58.000]  Call or click 1-877-99-BERKEY or bigberkeywaterfilters.com.
[01:22:58.000 --> 01:23:02.000]  That's 1-877-99-B-E-R-K-E-Y.
[01:23:02.000 --> 01:23:08.000]  Katie Armor has been on a mission to manufacture the most comfortable body armor on the market.
[01:23:08.000 --> 01:23:10.000]  And we have succeeded.
[01:23:10.000 --> 01:23:18.000]  With the release of our CQB technology, we now offer the most comfortable, concealable, rifle threat body armor available.
[01:23:18.000 --> 01:23:22.000]  Things may look good now, but what if you need added protection?
[01:23:22.000 --> 01:23:28.000]  Get your very own concealable rifle threat armor today at katiearmor.com.
[01:23:28.000 --> 01:23:53.000]  That's katiearmor.com.
[01:23:58.000 --> 01:24:03.000]  Get your very own concealable rifle threat armor today at katiearmor.com.
[01:24:29.000 --> 01:24:37.000]  And we were talking about the fact that there are a bunch of followers in a cult and they're only getting more extreme.
[01:24:37.000 --> 01:24:44.000]  When you were breaking down some of your experiences with your old liberal friends, please repeat that.
[01:24:44.000 --> 01:24:50.000]  Well, I'm a member of the funny community, so a lot of my friends were liberals, comedians.
[01:24:50.000 --> 01:24:52.000]  That goes without saying.
[01:24:52.000 --> 01:24:55.000]  If you're a comedian in 2017, you're liberal, especially in New York City.
[01:24:55.000 --> 01:24:58.000]  And when Obama was elected, I wasn't thrilled.
[01:24:58.000 --> 01:25:03.000]  I didn't like that you were treating him like the Messiah just because he's black.
[01:25:03.000 --> 01:25:07.000]  And I knew that he was going to screw up the country, and I hated all this faith in government.
[01:25:07.000 --> 01:25:09.000]  But I didn't ex anyone.
[01:25:09.000 --> 01:25:16.000]  And I've lost 100% of my liberal friends to the point where if I walk into a room and I'll see someone that our kids have played together,
[01:25:16.000 --> 01:25:23.000]  there's this sort of hush-hush murmuring going on, like I'm up for pedophile charges or something really serious.
[01:25:23.000 --> 01:25:26.000]  And you keep going, why didn't you even call me?
[01:25:26.000 --> 01:25:28.000]  Like, why didn't you contact me and ask me any of this?
[01:25:28.000 --> 01:25:34.000]  It's just accepted that if you like Trump, you're a Nazi and you've gone off the rails and we can't be friends anymore.
[01:25:34.000 --> 01:25:39.000]  But you also told me privately that most of your old friends do say,
[01:25:39.000 --> 01:25:42.000]  listen, I know you're right, but I got to keep my job.
[01:25:42.000 --> 01:25:43.000]  They know it's a cult.
[01:25:43.000 --> 01:25:44.000]  They're afraid.
[01:25:44.000 --> 01:25:46.000]  That's why they're not talking to you.
[01:25:46.000 --> 01:25:47.000]  Yes, sorry.
[01:25:47.000 --> 01:25:49.000]  There's different groups within that.
[01:25:49.000 --> 01:25:54.000]  So there's the group that is totally brainwashed and they go, you're evil. We can't be around you anymore.
[01:25:54.000 --> 01:25:55.000]  Get lost, Nazi.
[01:25:55.000 --> 01:26:00.000]  And then there's maybe a 30% contingent within that where they go, look, I agree with you.
[01:26:00.000 --> 01:26:03.000]  I love America, but I can't be seen with you right now.
[01:26:03.000 --> 01:26:05.000]  It's bad for my career.
[01:26:05.000 --> 01:26:11.000]  And you'd go, I'd understand if I was a Nazi, if I was a racist, if I was a homophobe, you might have a point.
[01:26:11.000 --> 01:26:16.000]  But you're basing all this on rumors from some anonymous blog.
[01:26:16.000 --> 01:26:20.000]  It's beyond that. It's bullying. It's weaponized. They're saying, we know you didn't do this.
[01:26:20.000 --> 01:26:23.000]  We know you're not a witch, but we're going to say you are.
[01:26:23.000 --> 01:26:26.000]  If you don't agree to whatever we say, we're going to shun you.
[01:26:26.000 --> 01:26:27.000]  We're going to outcast you.
[01:26:27.000 --> 01:26:29.000]  We're going to call you horrible names.
[01:26:29.000 --> 01:26:30.000]  We're going to say you're a Russian agent.
[01:26:30.000 --> 01:26:36.000]  Now they've got members of Congress, like Congressman Quigley, literally his name is Quigley of Illinois,
[01:26:36.000 --> 01:26:42.000]  saying if you talk to any Russian, you're talking to Putin and no one's allowed to talk to Russians.
[01:26:42.000 --> 01:26:45.000]  That's a quote from Friday.
[01:26:45.000 --> 01:26:51.000]  Look, if you're the president's son and you hear a rumor that someone has dirt on Hillary, please pursue it.
[01:26:51.000 --> 01:26:59.000]  I want to hear about it. It's your job as a public figure to pursue something very juicy.
[01:26:59.000 --> 01:27:04.000]  Hillary was looking for dirt from the Russians on Trump. It's all complete hoax.
[01:27:04.000 --> 01:27:09.000]  Especially Hillary. Every time we hear there's dirt, it's something huge. Benghazi was huge.
[01:27:09.000 --> 01:27:14.000]  The emails were huge. Seth Rich is huge. Vince Foster is huge.
[01:27:14.000 --> 01:27:17.000]  I want to know if you have a secret about Hillary, tell me about it.
[01:27:17.000 --> 01:27:21.000]  But one thing I want to get back to you were saying earlier, look at our radical views that we have.
[01:27:21.000 --> 01:27:23.000]  We like the Western world.
[01:27:23.000 --> 01:27:26.000]  You know, the world everyone is trying to get to.
[01:27:26.000 --> 01:27:28.000]  We also oppose Sharia law.
[01:27:28.000 --> 01:27:35.000]  We had a rally in New York City about a month ago, and there's all these people showing up to protest us for opposing Sharia.
[01:27:35.000 --> 01:27:43.000]  And you go, I chose Sharia as a very hyperbolic example of a worst case scenario, and you don't even accept that.
[01:27:43.000 --> 01:27:48.000]  I choose the West as something I think we could all agree on, and you don't even agree on that.
[01:27:48.000 --> 01:27:55.000]  So they are the radicals. They've gone so far left that they're like some weird purple-haired feminist from your college days,
[01:27:55.000 --> 01:28:00.000]  and they've mainstreamed it, and now you're a freak for having basically the same views as your old man.
[01:28:00.000 --> 01:28:08.000]  Exactly. We've always been tolerant. We're the real liberals, and they're trying to make us conform to their new weird, bizarre orthodoxy.
[01:28:08.000 --> 01:28:12.000]  They're like the most crazed street preachers, and I'm not bashing street preachers in general,
[01:28:12.000 --> 01:28:16.000]  but some of the ones that scream at you with bad breath and, you know, do more harm than good.
[01:28:16.000 --> 01:28:20.000]  That's how the left is, is like crazed street preachers.
[01:28:20.000 --> 01:28:23.000]  And it's just so weird that they don't call you first.
[01:28:23.000 --> 01:28:27.000]  I mean, David Cross, he's a comedian, and we were best friends for a long time.
[01:28:27.000 --> 01:28:31.000]  He did text me, and he goes, hey, were you Zeke Highling at Deplora Ball?
[01:28:31.000 --> 01:28:38.000]  And I go, no dude, that's a fucking screen, excuse my language, that's a screen grab where I was gesticulating and someone froze it.
[01:28:38.000 --> 01:28:46.000]  I won't even do it now, or they'll do it again. But besides him, everyone else just goes, uh-oh, well, he's a Nazi, and they don't even text you.
[01:28:46.000 --> 01:28:53.000]  This is when your kids have been playing together, when you've been on vacation together for years, and they just text you like you've left the Scientology Church.
[01:28:53.000 --> 01:28:58.000]  But it shows they were never really their friends. They were never really your friend.
[01:28:58.000 --> 01:29:04.000]  They were all just trying to social climb in the whole fake liberal corporate monstrosity.
[01:29:04.000 --> 01:29:11.000]  If I found out, if there was a story going on that you murdered someone, I would text you and go, Alex, what's going on here? Is this true?
[01:29:11.000 --> 01:29:17.000]  I wouldn't just go, oops, there's the murderer. Now that's murder, a felony, a serious offense.
[01:29:17.000 --> 01:29:20.000]  We're just supporting Trump, liking the West, and-
[01:29:20.000 --> 01:29:24.000]  Exactly, you'll notice the Left had some real red problems, but it went too far.
[01:29:24.000 --> 01:29:32.000]  They've gone way past McCarthy, and they're the ones that made hundreds of movies and wrote hundreds of books whining about, you know, red scare.
[01:29:32.000 --> 01:29:34.000]  And now Russia isn't even red.
[01:29:34.000 --> 01:29:36.000]  Gavin McGinnis, thank you so much for joining us.
[01:29:36.000 --> 01:29:42.000]  Folks, should find out more about you at gabin underscore m-c-i-n-n-e-s and also at the Rebel Media.
[01:29:42.000 --> 01:29:45.000]  Look forward to talking to you more soon, my friend. Great points.
[01:29:45.000 --> 01:29:46.000]  Thanks, Alex. Thanks for having me.
[01:29:46.000 --> 01:29:50.000]  I just make total sense of everything you said, but again, that's radical. That's evil.
[01:29:50.000 --> 01:29:55.000]  No, they're selling tyranny, so they can't have reasonable stuff exist because it discredits the garbage.
[01:29:55.000 --> 01:30:04.000]  On the run, Alex Jones and the GCN Radio Network.
[01:30:04.000 --> 01:30:08.000]  We must keep the internet free from communistic government restrictions and parameters.
[01:30:08.000 --> 01:30:11.000]  Why? Because it would stop memes and erase heroes.
[01:30:11.000 --> 01:30:13.000]  Don't believe me? Look at China.
[01:30:13.000 --> 01:30:21.000]  Chinese President Xi Jinping was famously memed with Barack Obama in 2013, when a picture of the two was compared to a picture of Winnie the Pooh and Tigger Two.
[01:30:21.000 --> 01:30:27.000]  This happened again after an awkward handshake with Japan's Prime Minister Shinzo Abe was compared to a handshake between Pooh and Ior.
[01:30:27.000 --> 01:30:32.000]  Other images such as Winnie the Pooh and a car have been memed alongside President Xi and his limo.
[01:30:32.000 --> 01:30:37.000]  But because the meme of President Xi and Winnie the Pooh has gotten so popular, China has now censored it from the internet.
[01:30:37.000 --> 01:30:39.000]  This is commonplace in communist China.
[01:30:39.000 --> 01:30:46.000]  As a recently deceased political dissident and Nobel Peace Prize winner, Liu Xiaobo has had his name completely censored from the virtual world.
[01:30:46.000 --> 01:30:51.000]  Try sending his name and a message to a friend and the message will disappear into cyberspace.
[01:30:51.000 --> 01:30:55.000]  Xiaobo died in Chinese custody and most people in China have no idea who he is.
[01:30:55.000 --> 01:30:57.000]  Keep the internet free in America.
[01:30:57.000 --> 01:30:59.000]  Stop net neutrality. Save meme magic.
[01:30:59.000 --> 01:31:17.000]  For info wars.com, this is Owen Schreuer.
[01:31:29.000 --> 01:31:32.000]  This is a popular model in America.
[01:31:32.000 --> 01:31:38.000]  It's the ultimate stove for camping, outdoor cooking or emergency preparedness.
[01:31:38.000 --> 01:31:44.000]  All it takes is a handful of sticks or charcoal. You got yourself an entire meal.
[01:31:44.000 --> 01:31:46.000]  Now that looks good.
[01:31:46.000 --> 01:31:53.000]  Go to infowarstore.com for more details and see how you can become the master outdoor chef
[01:31:53.000 --> 01:31:59.000]  and enjoy cooking freedom with the EcoZoom Versa Outdoor Stove.
[01:31:59.000 --> 01:32:04.000]  Available right now at youguestitinfowarstore.com
[01:32:04.000 --> 01:32:10.000]  Let's go to Devin in Florida. Devin in Florida, you're on the air.
[01:32:10.000 --> 01:32:17.000]  Great. Hey, thank you so much. Listen, I have bought your product and I gotta say they're amazing.
[01:32:17.000 --> 01:32:24.000]  Devin was on the fence by it because I've got caveman, superman of vitality, secret swell, vitamin, mineral fusion.
[01:32:24.000 --> 01:32:26.000]  I've got the body armor.
[01:32:26.000 --> 01:32:29.000]  Wow, thank you. You're the top of the list that makes it all possible.
[01:32:29.000 --> 01:32:31.000]  Which nutraceutical does you like best?
[01:32:31.000 --> 01:32:35.000]  I really like the vitamin mineral fusion, to be honest. That's really incredible.
[01:32:35.000 --> 01:32:40.000]  I drank it in the morning and I swear to you, I felt incredible. I haven't felt sweet.
[01:32:40.000 --> 01:32:45.000]  My morning was fantastic and I love you guys. I love the info wars true.
[01:32:45.000 --> 01:32:52.000]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[01:32:52.000 --> 01:32:55.000]  You will love it. I'm telling you, I've never bought a bad product.
[01:32:55.000 --> 01:33:00.000]  What you find in our news is the same thing you find in our products at infowarslife.com.
[01:33:00.000 --> 01:33:16.000]  And win infowarslife.com.
[01:33:31.000 --> 01:33:35.000]  I saw the light. It's a good thing to see the light.
[01:33:35.000 --> 01:33:43.000]  No more fear of the devil, of the world, of the petty people that are obsessed with the system.
[01:33:43.000 --> 01:33:48.000]  The world is still here but you're not part of it. It's amazing.
[01:33:48.000 --> 01:33:52.000]  And then you see the world for what it really is. You see the beauty clear.
[01:33:52.000 --> 01:33:59.000]  You see the ugliness and evil clear. You have discernment. You're born again.
[01:33:59.000 --> 01:34:07.000]  There's a false spirit in most of these churches, though, of magical thinking, of Satanism.
[01:34:07.000 --> 01:34:09.000]  It's amazing to watch it.
[01:34:09.000 --> 01:34:22.000]  Before we go any further here, I just want to let listeners know that I am very, very excited about the fact that we've been carrying these little, very inexpensive colloidal silver impregnated toothbrushes
[01:34:22.000 --> 01:34:26.000]  that are one of our best sellers, even though I never plug them, I personally use them.
[01:34:26.000 --> 01:34:34.000]  And they're super inexpensive. They're $4.99. We've got three packs of them, you name it.
[01:34:34.000 --> 01:34:41.000]  And that way you're not just, you know, putting the bad bacteria and things back on the brush that even hot water doesn't really get off.
[01:34:41.000 --> 01:34:50.000]  It's dying so the brush is really clean and healthy. And if you've been sick, then you don't throw away the toothbrush because, you know, the colloidal silver is killing it so you can reuse it.
[01:34:50.000 --> 01:34:55.000]  You might want to still throw it away. They're so inexpensive. I throw, I go through a lot of these toothbrushes.
[01:34:55.000 --> 01:34:59.000]  And then I noticed, I said, I love this company.
[01:34:59.000 --> 01:35:06.000]  Do they have other toothbrushes? And they said, yeah, they have a travel toothbrush with silver and they have a mechanical toothbrush.
[01:35:06.000 --> 01:35:16.000]  And it's so inexpensive. That's what blew me away. We'll put it up on screen for TV viewers and for radio listeners.
[01:35:16.000 --> 01:35:26.000]  So it is the mouthwashers toothbrush. It's available at infowarstore.com.
[01:35:26.000 --> 01:35:38.000]  Also, it goes great with super blue non fluoride toothpaste with iodine and nano silver.
[01:35:38.000 --> 01:35:51.000]  Again, those are the normal anti microbial adult toothbrush for 499. These are the mechanical toothbrushes for 1995 that is available exclusively at infowarstore.com.
[01:35:51.000 --> 01:36:05.000]  When you get it exclusively with a super blue toothpaste, there is a big discount on the advanced oral care pack where you get the 10 to one organic mouthwash 10 to one concentrate the super blue and the mechanical toothbrush.
[01:36:05.000 --> 01:36:11.000]  You can get one of its type with the impregnated silver in it as well.
[01:36:11.000 --> 01:36:20.000]  infowarstore.com, infowarslife.com, or triple 82533139.
[01:36:20.000 --> 01:36:27.000]  Again, introducing the new mouthwashers power toothbrush and advanced oral care pack now available at infowarstore.com.
[01:36:27.000 --> 01:36:43.000]  The mouthwashers power toothbrush offers a unique 3D action while the revolutionary anti microbial dual layer silver flossing bristles reach into areas untouched by prior toothbrushes for deep cleansing.
[01:36:43.000 --> 01:36:50.000]  The gentle oscillations have leave teeth and gums feeling just as clean as after professional general cleansing.
[01:36:50.000 --> 01:36:58.000]  The revolutionary flossing bristle operates at 50,000 oscillations per minute with up and down motion. It's high quality, but very, very affordable.
[01:36:58.000 --> 01:37:04.000]  The advanced flossing bristles brushes away cavities, gensivitis, causing food and plaque buildup.
[01:37:04.000 --> 01:37:11.000]  The advanced oral care pack contains one of these new power toothbrushes, a super blue toothpaste, and a bottle of Mrix Essentials organic mouthwash.
[01:37:11.000 --> 01:37:19.000]  This is all you need for the ultimate in oral care available at infowarstore.com, or triple 82533139.
[01:37:19.000 --> 01:37:24.000]  I've got free shipping on top of that throughout the month of July that ends in about 13 days.
[01:37:24.000 --> 01:37:33.000]  And on top of that, we're going to have to pull the brain force plus from the 30% off because it's about to sell out.
[01:37:33.000 --> 01:37:41.000]  Super Mill Vitality X2 and more, but we're going to add some other things on to sale for 20, 30% off as I promised to do right through the month.
[01:37:41.000 --> 01:37:45.000]  So we're going to end that sale in two days on those particular items.
[01:37:45.000 --> 01:37:55.000]  I want to thank you all for your purchases. They make the broadcast possible, but we try to bring you really game changing, high quality products that we personally test and use at very competitive prices.
[01:37:55.000 --> 01:38:00.000]  The funder operation, a true 360 win at every level.
[01:38:00.000 --> 01:38:08.000]  Now, I'd like to give out the toll free number to take some phone calls ahead of our next guest joining us a little bit into the next hour.
[01:38:08.000 --> 01:38:16.000]  He's the individual, the scientist, the entrepreneur who's started and launched multi, you know, $100 million companies.
[01:38:16.000 --> 01:38:22.000]  He's not another politician or lawyer, not knocking all the lawyers, but we don't need 80% of Congress to be lawyers.
[01:38:22.000 --> 01:38:25.000]  Shiva will be joining us.
[01:38:25.000 --> 01:38:26.000]  Dr. Shiva will be joining us.
[01:38:26.000 --> 01:38:35.000]  Shiva for the U.S. Senate, who has now broken through on mainstream news, is doing very well in the polls and has the Democrats and Pocahontas shaking in their boots.
[01:38:35.000 --> 01:38:37.000]  What do you think a kid rock running?
[01:38:37.000 --> 01:38:38.000]  He's a libertarian conservative.
[01:38:38.000 --> 01:38:39.000]  He wants free market.
[01:38:39.000 --> 01:38:40.000]  He's a Trumper.
[01:38:40.000 --> 01:38:43.000]  I know he's friends with Jesse James, friend of mine, says he's a great guy.
[01:38:43.000 --> 01:38:45.000]  What do you think of him getting ready to run?
[01:38:45.000 --> 01:38:48.000]  I know it has the Democrats scared as well.
[01:38:48.000 --> 01:38:56.000]  800-259-9231-800-25992-31.
[01:38:56.000 --> 01:39:00.000]  We will get you up and on the air.
[01:39:00.000 --> 01:39:05.000]  Now, before I go any further, let me get into some of these video clips.
[01:39:05.000 --> 01:39:13.000]  We have Bernstein of Woodward and Bernstein that totally set up Nixon by the deep state because Nixon was trying to turn our economy on.
[01:39:13.000 --> 01:39:23.000]  Busted him for some two-bit burglaring idiocy of G. Gordon-Liddy and E. Howard Hunt, a few others who were shut up by the CIA that were surveilling everything they did.
[01:39:23.000 --> 01:39:25.000]  That's all been declassified.
[01:39:25.000 --> 01:39:34.000]  He's coming out saying, Trusher, Rump collusion, we are in the midst of a cold civil war in this country.
[01:39:34.000 --> 01:39:36.000]  Oh, and he says that it's big national news.
[01:39:36.000 --> 01:39:39.000]  I told you we were in a civil war during the campaign.
[01:39:39.000 --> 01:39:49.000]  I told you we're going into a hot civil war with Democrats trying to start a real one and calling for violence and hashtag Hunt Republicans and all the rest of the garbage.
[01:39:49.000 --> 01:39:59.000]  And then that ties into another clip I'm going to get to with Vanity Fair's Eric Eichenwald saying that Fox News is aiding and abetting the Russians.
[01:39:59.000 --> 01:40:08.000]  So now Fox is in bed with the Russians and this is what I keep telling the Republicans and the Murdoch sons and all of them.
[01:40:08.000 --> 01:40:19.000]  I know you want to be cool at all the New York high society garbage where all you narcissist mummies go, all your facelifts, all your unhappy families, all your failure.
[01:40:19.000 --> 01:40:21.000]  They're going to bring everything down.
[01:40:21.000 --> 01:40:24.000]  The globalists do not want any freedom or even fake conservatism out there.
[01:40:24.000 --> 01:40:27.000]  They don't want any opposition because globalism is so unpopular.
[01:40:27.000 --> 01:40:31.000]  It can only work if there's no opposition.
[01:40:31.000 --> 01:40:38.000]  And so all these Republicans trying to go along with this fake Republican witch hunt that won't go after Hillary for all of her real Russia and China connections.
[01:40:38.000 --> 01:40:42.000]  You are sticking your own stupid necks in a guillotine morons.
[01:40:42.000 --> 01:40:49.000]  The Democrats had announced they wanted you to be a failed party and only a regional party and loyal opposition.
[01:40:49.000 --> 01:40:51.000]  They want it all shut down.
[01:40:51.000 --> 01:41:07.000]  And so Trump and the American people, we together must defeat the Republican fake rhinos, the neocons, the establishment liberals, Hollywood, Goldman Sachs, JPMorgan, the multinationals that want to sew up the global economy and don't want prosperity.
[01:41:07.000 --> 01:41:09.000]  It's that simple.
[01:41:09.000 --> 01:41:11.000]  When they told Trump you could never turn the economy back on.
[01:41:11.000 --> 01:41:14.000]  He knew he could because they had their foot on our neck.
[01:41:14.000 --> 01:41:16.000]  They want a global slowdown.
[01:41:16.000 --> 01:41:18.000]  They admitted that in 2008.
[01:41:18.000 --> 01:41:20.000]  They admitted that in 2010.
[01:41:20.000 --> 01:41:28.000]  They admitted it in 2015 when Obama went to Africa and said, you can't have a good life, but I'm going to have one.
[01:41:28.000 --> 01:41:34.000]  They're institutionalizing poverty or institutionalizing garbage.
[01:41:34.000 --> 01:41:39.000]  I didn't come and set this up to be a loser and be on the sidelines.
[01:41:39.000 --> 01:41:44.000]  I came to sell and promote freedom and free market next to globalism.
[01:41:44.000 --> 01:42:01.000]  I know it would win and it's starting to gain traction because if you spread the word globally from Greece to Poland to Ukraine to France to Germany to the UK to the United States to Australia to Catalonia in Spain.
[01:42:01.000 --> 01:42:02.000]  We're on the march.
[01:42:02.000 --> 01:42:09.000]  The empire is on the run.
[01:42:09.000 --> 01:42:13.000]  We can do it together, ladies and gentlemen, but we've got to have eye of the tiger.
[01:42:13.000 --> 01:42:20.000]  I did a really important segment in the first 30 minutes of the broadcast today where I laid out mainline news.
[01:42:20.000 --> 01:42:33.000]  After the fact that bots major a bot is just a term for major computer spiders going out tracking data, collating it and putting it through AI algorithms.
[01:42:33.000 --> 01:42:44.000]  Robots, basically robots, AI analyzing that Trump was 10 to 20 points ahead the entire general election.
[01:42:44.000 --> 01:42:51.000]  That's how I said he was going to win if we could stop them from stealing it.
[01:42:51.000 --> 01:42:54.000]  And now they're back out with the same fake polls again.
[01:42:54.000 --> 01:42:57.000]  Eight months later, nine months later, they think you're dumb and don't remember it.
[01:42:57.000 --> 01:43:00.000]  So we've got to bring all those articles back.
[01:43:00.000 --> 01:43:02.000]  We've got to expose all that again.
[01:43:02.000 --> 01:43:03.000]  These are the weapons systems.
[01:43:03.000 --> 01:43:06.000]  This will defeat them.
[01:43:06.000 --> 01:43:11.000]  Of course, Trump listened to me during the campaign and after, because Trump knows I've got my head screwed on straight.
[01:43:11.000 --> 01:43:15.000]  Bannon, his chief advisor, is basically just an older version of me.
[01:43:15.000 --> 01:43:19.000]  All I'm doing is promoting Americana.
[01:43:19.000 --> 01:43:29.000]  You know, Marilyn Monroe, 57 Chevy's, moon launch, low taxes, nice houses, swimming pools, good medicine, free open societies.
[01:43:29.000 --> 01:43:32.000]  But the nihilists want to undermine it.
[01:43:32.000 --> 01:43:33.000]  I'm going to get to that a little bit later.
[01:43:33.000 --> 01:43:35.000]  I keep saying I am, but I haven't got to it yet.
[01:43:35.000 --> 01:43:37.000]  The nihilists want to undermine it.
[01:43:37.000 --> 01:43:43.000]  And I'm going to explain the paradigm, how they're the useful idiots.
[01:43:43.000 --> 01:43:47.000]  How they're the people that want to live in the limelight, the universal dream.
[01:43:47.000 --> 01:43:55.000]  And if they can't live in the limelight through existential envy, they're going to pull down anybody who's successful.
[01:43:55.000 --> 01:44:05.000]  Instead of getting in to, quote, rush to the wonderment and the magic of the universe and the universalness of empowering everybody who will be empowered.
[01:44:05.000 --> 01:44:06.000]  But there's a double edged sword.
[01:44:06.000 --> 01:44:17.000]  You've got to crush those that try to stop you from becoming empowered and trying to bring you down because they don't want you to be successful.
[01:44:17.000 --> 01:44:24.000]  Envy, jealousy is the great destroyer.
[01:44:24.000 --> 01:44:48.000]  So here he is, Bernstein, the Paragon, the mountain of journalistic power, perched pathetically, swollen, both in reality and figuratively, there on CNN and MSNBC and all these channels that he goes and pontificates from about, we are now in a civil war.
[01:44:48.000 --> 01:44:51.000]  Russia has brought us into great crisis.
[01:44:51.000 --> 01:44:55.000]  And I told you, the enemy, they say, isn't the liberals.
[01:44:55.000 --> 01:44:56.000]  It's not the conservatives.
[01:44:56.000 --> 01:44:59.000]  It's not whether you want low taxes or high taxes.
[01:44:59.000 --> 01:45:05.000]  It's Russia, the old powerful evil, the globalists or the outsiders.
[01:45:05.000 --> 01:45:06.000]  They're the cancer.
[01:45:06.000 --> 01:45:07.000]  They're the poison.
[01:45:07.000 --> 01:45:09.000]  They're the people that came in.
[01:45:09.000 --> 01:45:12.000]  They're the people that are usurping us and saying, we can't have a nation.
[01:45:12.000 --> 01:45:14.000]  We can't have America first.
[01:45:14.000 --> 01:45:15.000]  We can't have families.
[01:45:15.000 --> 01:45:16.000]  We can't keep our tax money.
[01:45:16.000 --> 01:45:18.000]  We've got to be under their control.
[01:45:18.000 --> 01:45:23.000]  We've got to do what they say because they crave the control.
[01:45:23.000 --> 01:45:25.000]  And now they jealous.
[01:45:25.000 --> 01:45:29.000]  We're in a civil war and Russia's behind it.
[01:45:29.000 --> 01:45:30.000]  But don't worry.
[01:45:30.000 --> 01:45:31.000]  They're the guardians.
[01:45:31.000 --> 01:45:32.000]  They'll decide who's good.
[01:45:32.000 --> 01:45:34.000]  They'll decide who's a heretic.
[01:45:34.000 --> 01:45:35.000]  They'll decide who's a witch.
[01:45:35.000 --> 01:45:39.000]  They'll decide who can have a radio show, who can be on TV.
[01:45:39.000 --> 01:45:42.000]  They'll decide.
[01:45:42.000 --> 01:45:46.000]  Just like last week, I couldn't believe I was reading it with a straight face.
[01:45:46.000 --> 01:45:48.000]  New York Times, Washington Post, straight face.
[01:45:48.000 --> 01:45:50.000]  Warren Buffett.
[01:45:50.000 --> 01:45:52.000]  Carlos Slim.
[01:45:52.000 --> 01:45:54.000]  Jeff Bezos.
[01:45:54.000 --> 01:45:56.000]  Three of the richest men in the world.
[01:45:56.000 --> 01:45:59.000]  They're all in the top five.
[01:45:59.000 --> 01:46:02.000]  Controlling multi-trillion dollar operations.
[01:46:02.000 --> 01:46:10.000]  Coming in, looking at you with a straight face and saying, we need Congress to shut down alternative media because it's too popular.
[01:46:10.000 --> 01:46:20.000]  We want Google to be ordered Congress to force feed our newspapers because they've all gone bankrupt.
[01:46:20.000 --> 01:46:22.000]  Yes.
[01:46:22.000 --> 01:46:25.000]  Imagine a restaurant where they make you go to the restaurant.
[01:46:25.000 --> 01:46:26.000]  They make you pay for it.
[01:46:26.000 --> 01:46:34.000]  And then they feed you basically rotten rats.
[01:46:34.000 --> 01:46:41.000]  They force rotten, furry, stinking rats with maggots coming out of their eyeballs, out of their hind ends.
[01:46:41.000 --> 01:46:44.000]  They cram those in your mouth and go, isn't that taste good?
[01:46:44.000 --> 01:46:45.000]  Want some more CNN?
[01:46:45.000 --> 01:46:58.000]  Here, let's have a big fat, juicy, maggot stuffed, rotting rat right at the pinnacle of its stench and bloated and reanimated, filled with the maggots of lies.
[01:46:58.000 --> 01:47:08.000]  Yes, bouncing back from death only for a brief second as a facsimile of its once living vestige now only of other scruffy-less creatures.
[01:47:08.000 --> 01:47:11.000]  Let's go ahead and go to Bernstein on Trump-Russia collusion.
[01:47:11.000 --> 01:47:12.000]  Here it is.
[01:47:12.000 --> 01:47:21.000]  The difference between Watergate and now, one of the big differences is that we are in the midst of a cold civil war in this country.
[01:47:21.000 --> 01:47:33.000]  A political and cultural civil war and all of our reporting is taking place in the context of that cold civil war and nothing quite like that existed at the time of Watergate.
[01:47:33.000 --> 01:47:47.000]  That part of the cold civil war itself is the configuration of media with Fox News, with CNN being perceived by different sets of viewers as representing different truths.
[01:47:47.000 --> 01:48:06.000]  When, in fact, Fox has changed American politics as perhaps no institution has since its invention in 1996, our politics has been changed inalterably by this right-wing counter-force, whatever you want to call Fox News.
[01:48:06.000 --> 01:48:21.000]  So you're the leftist counter-force that says we shouldn't use the word mother and father in schools. You're the counter-force saying we gotta pay for everybody's sex change. You're the counter-force that says we gotta bring in unlimited illegals, then fill them full of anti-American hate and bring in unvetted radical Muslims.
