[00:00.000 --> 00:17.760]  From the front lines of the Information War, it's Alex Jones.
[01:00:49.720 --> 01:00:52.720]  And for those that don't know, that's military, U.S. military, embedded.
[01:00:52.720 --> 01:00:55.720]  And there was anti-fuck crap everywhere.
[01:00:55.720 --> 01:01:03.720]  And photos of her in the Middle East and a bunch of Islamic crud is the words they used as well.
[01:01:03.720 --> 01:01:09.720]  And that he put up a fight, fought to the death, and they killed him inside the hotel room.
[01:01:09.720 --> 01:01:15.720]  So the media reports that Las Vegas shooter killed himself after a massacre are not true.
[01:01:15.720 --> 01:01:23.720]  But the big news is he was covered in anti-fuck crap and it's now confirmed.
[01:01:23.720 --> 01:01:33.720]  And this is also what we're told that this Mary Lou, his girlfriend, there's photos of her, Mary Lou, Dan Lee in Dubai.
[01:01:33.720 --> 01:01:35.720]  So let's put that on screen.
[01:01:35.720 --> 01:01:39.720]  Let's scroll down, let's show her in Dubai.
[01:01:39.720 --> 01:01:47.720]  So again, while we're doing that, let's go back to Paul Joseph Watson in the four minutes we have left to break this down.
[01:01:47.720 --> 01:01:54.720]  This is, but we're getting even more intel from our sources inside law enforcement.
[01:01:54.720 --> 01:01:57.720]  Paul Watson, this is just astounding.
[01:01:57.720 --> 01:02:02.720]  Well, the other thing that's not clear, Alex, is this guy supposedly a lone wolf.
[01:02:02.720 --> 01:02:07.720]  The woman who they were searching for has already been released and they're saying that she's got no connection, right?
[01:02:07.720 --> 01:02:10.720]  So how do we explain eyewitnesses who are at the concert?
[01:02:10.720 --> 01:02:11.720]  And this is on video.
[01:02:11.720 --> 01:02:12.720]  We posted it.
[01:02:12.720 --> 01:02:13.720]  It's on infowalls.com.
[01:02:13.720 --> 01:02:20.720]  He said they were warned by a woman who they described as looking Hispanic that they were all about to die tonight.
[01:02:20.720 --> 01:02:27.720]  Now, if that's true, and this is someone who's at the concert interviewed by a mainstream news network, then he has at least won a conflict.
[01:02:27.720 --> 01:02:33.720]  He was interviewed minutes after, before this woman's identity or her looks were even out there.
[01:02:33.720 --> 01:02:34.720]  Yeah.
[01:02:34.720 --> 01:02:35.720]  So we're going to have to wait and see.
[01:02:35.720 --> 01:02:39.720]  But the bottom line is the left sex point, they don't even care anymore.
[01:02:39.720 --> 01:02:44.720]  Even if it turns out to be some Antifa guy, they'll probably still just claim it as a right winger and then just forget about it.
[01:02:44.720 --> 01:02:53.720]  I mean, remember, Pulse, they denied that was even about Islamic terrorism, despite we had the transcripts of the guy saying this is for ISIS.
[01:02:53.720 --> 01:02:58.720]  They said that I said it was a false flag and that the people inside deserved it.
[01:02:58.720 --> 01:03:03.720]  I said the people inside didn't deserve it and why the liberal support Islam when they target gays and others.
[01:03:03.720 --> 01:03:08.720]  The media totally lies about everything and they do it over and over and over again.
[01:03:08.720 --> 01:03:14.720]  I said the false flag was them letting the Muslims in and protecting them, but the terror attack was real.
[01:03:14.720 --> 01:03:15.720]  It's incredible.
[01:03:15.720 --> 01:03:18.720]  You got Vox coming out today with an article or reposting it.
[01:03:18.720 --> 01:03:23.720]  White American men are a bigger domestic terrorist threat than Muslim foreigners.
[01:03:23.720 --> 01:03:26.720]  So immediately they exploit it to advance their racism.
[01:03:26.720 --> 01:03:33.720]  You had Trudeau, kind of Canada yesterday after an Islamic terrorist, Somali migrant, injures four people could have been worse,
[01:03:33.720 --> 01:03:35.720]  blamed white supremacy.
[01:03:35.720 --> 01:03:41.720]  He actually blamed white supremacy for an Islamic terror attack by a Somali immigrant.
[01:03:41.720 --> 01:03:42.720]  We love our Somalis.
[01:03:42.720 --> 01:03:44.720]  So it's absolutely insane.
[01:03:44.720 --> 01:03:48.720]  Now, whatever the evidence, Alex, they'll still use it to try and bolster their narrative.
[01:03:48.720 --> 01:03:50.720]  We love our Somalis.
[01:03:50.720 --> 01:03:52.720]  We love our Muslims too.
[01:03:52.720 --> 01:03:54.720]  Oh, that's so good.
[01:03:54.720 --> 01:03:55.720]  Oh, that's so sweet.
[01:03:55.720 --> 01:03:59.720]  But on top of it, oh, and the whites saw evil kill them.
[01:03:59.720 --> 01:04:01.720]  I'm so liberal.
[01:04:01.720 --> 01:04:05.720]  There's video of him right after another Somali attacks and whites are the problem.
[01:04:05.720 --> 01:04:07.720]  This is a religion of these people.
[01:04:07.720 --> 01:04:15.720]  Exactly. These are the same people who, after every Islamic terror attack, say, how dare you even link it to Islam?
[01:04:15.720 --> 01:04:17.720]  You're saying, oh, Muslims are terrorists.
[01:04:17.720 --> 01:04:19.720]  Well, nobody's ever argued that.
[01:04:19.720 --> 01:04:21.720]  But that's what they say after every terror attack.
[01:04:21.720 --> 01:04:24.720]  Oh, we must just carry on as normal after this one.
[01:04:24.720 --> 01:04:26.720]  No, we need gun laws now.
[01:04:26.720 --> 01:04:28.720]  We need to ban all white people.
[01:04:28.720 --> 01:04:30.720]  That's what some on the left are tweeting out today.
[01:04:30.720 --> 01:04:33.720]  They'll use it to advance their virulent racism.
[01:04:33.720 --> 01:04:35.720]  Oh, but, you know, we love our Somalis.
[01:04:35.720 --> 01:04:40.720]  There was an attack in Tennessee last week, which would have been even worse than it was.
[01:04:40.720 --> 01:04:41.720]  It killed one person.
[01:04:41.720 --> 01:04:43.720]  Nobody's even talking about it.
[01:04:43.720 --> 01:04:44.720]  Nobody even knows about it.
[01:04:44.720 --> 01:04:46.720]  It was a Dylan Roof-style attack.
[01:04:46.720 --> 01:04:50.720]  But the culprit, again, was a black migrant.
[01:04:50.720 --> 01:04:52.720]  That's right, Paul. Incredible job as usual from London.
[01:04:52.720 --> 01:04:56.720]  I'll get right back to the next hour and let you get back to your work.
[01:04:56.720 --> 01:05:04.720]  Please listen carefully, because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWars.
[01:05:04.720 --> 01:05:05.720]  A 360 win.
[01:05:05.720 --> 01:05:12.720]  Number one, when you choose auto-ship before checkout, we give you 10% off on your order at InfoWarsstore.com.
[01:05:12.720 --> 01:05:20.720]  Number two, you're also able to get items that are out of stock when you sign up for auto-ship because we hold back a surplus for auto-ship customers.
[01:05:20.720 --> 01:05:25.720]  Number three, we're giving you free shipping on all orders above $50.
[01:05:25.720 --> 01:05:31.720]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:05:31.720 --> 01:05:39.720]  Just go to InfoWarsstore.com, select your favorite product or products, click on auto-ship, and choose how often you want us to send you another order.
[01:05:39.720 --> 01:05:46.720]  As you know, I coined the term 360 win, and with the new auto-ship feature at InfoWarslife.com, this is a sure win.
[01:05:46.720 --> 01:05:47.720]  10% off on auto-ship.
[01:05:47.720 --> 01:05:52.720]  Win, win, win at InfoWarslife.com, free shipping on orders above $50.
[01:05:52.720 --> 01:06:01.720]  And all auto-stock items are never out of stock when you sign up for auto-ship.
[01:06:22.720 --> 01:06:47.720]  Ladies and gentlemen, we're into the second hour, and we've had this gentleman set up for several weeks.
[01:06:47.720 --> 01:06:54.720]  He was very hard to get, very busy fellow. A few weeks ago, his story was linked on DrudgeReport.com, and one of the top stories of the week.
[01:06:54.720 --> 01:07:00.720]  Zero Hedge reported high-ranking CIA agent blows whistle on the deep state and shadow government.
[01:07:00.720 --> 01:07:08.720]  He's been reportedly working with the former head of technical operations who actually ran it, the actual technicals, the actual operations of the NSA, William Benny.
[01:07:08.720 --> 01:07:18.720]  He's been in studio with us several times, and of course, is a frequent guest. He's been a high-level, probably one of the most high-level whistleblowers ever, to Congress and others,
[01:07:18.720 --> 01:07:28.720]  and was basically persecuted for following his duty in the Constitution, and he is joining us now to break all this down.
[01:07:28.720 --> 01:07:41.720]  But what a day to then be able to actually have him on the broadcast with us, because I'm going to go over his whole bio, but not just on the end of the CIA that does the analysis.
[01:07:41.720 --> 01:07:56.720]  He did that, too, but actually on the end of the CIA that does the protective stuff, and also the offensive things, and was actually a high-level trainer as well for the CIA armed components of the CIA.
[01:07:56.720 --> 01:08:09.720]  Kevin Schipp joins us for most of this hour. Again, I'm not going to spend the whole time going over his bio, but a lot of publications pointed out he's one of the most high-level CIA whistleblowers ever,
[01:08:09.720 --> 01:08:18.720]  exposing the shadow government that is then taking over the deep state, and really exposing more of the architecture of that deep state.
[01:08:18.720 --> 01:08:31.720]  And I was wanting to talk to him today about this biggest terror attack using firearms in U.S. history, 58 dead, 500 plus injured,
[01:08:31.720 --> 01:08:37.720]  and already the Democrats are saying that it's a white male and that they're the problem.
[01:08:37.720 --> 01:08:47.720]  They didn't even report on the Sudanese Muslim that shot nine people killing one last week who said he was doing it because he liked Antifa and Black Lives Matter.
[01:08:47.720 --> 01:08:52.720]  Of course, we had Matt Bracken, a former counterterrorism with the Navy Seals in the Middle East, and he said,
[01:08:52.720 --> 01:09:02.720]  I'm predicting in October they're going to launch terror attacks probably on big events or sports stadiums to get mass casualties to kick off their October
[01:09:02.720 --> 01:09:17.720]  Bolshevik Revolution Part II. Our story was linked on Drudge on Friday where Paul Watson showed all the videos and links to Antifa and other saying in October, November, they're going to launch a nationwide violent overthrow of the government,
[01:09:17.720 --> 01:09:27.720]  pointed at Trump. And then you've got former deputy director of the CIA, counterterrorism head, Phil Mudd, actually saying the president will be dead within two months.
[01:09:27.720 --> 01:09:38.720]  And then Al Gore said that on a late, late show. And then others like the former head of the CIA, Brennan, also that same week, said that they're moving to remove the president outside of impeachment.
[01:09:38.720 --> 01:09:45.720]  And then we had congressional sources on that were told he will be dead. He or he will be physically neutralized.
[01:09:45.720 --> 01:09:52.720]  So this is just incredible bombshell. And I've had other CIA sources on and they say that's preposterous. That's all a bunch of weak talk.
[01:09:52.720 --> 01:09:57.720]  They want it. They're not going to get it. And that Trump's got the good side of the deep state on his side.
[01:09:57.720 --> 01:10:04.720]  Again, Kevin Schipp obviously can't get anything classified, but he can get into, as a citizen, his basic gestalt view of this.
[01:10:04.720 --> 01:10:10.720]  So thank you so much, Kevin Schipp, for your courage and for coming on the broadcast during these incredible times.
[01:10:10.720 --> 01:10:12.720]  Thanks for having me on, Alex.
[01:10:12.720 --> 01:10:18.720]  Where would you like to start with what you witnessed, the deep state, what we just saw in Las Vegas?
[01:10:18.720 --> 01:10:28.720]  Well, this, you know, even in the context of the deep state, which is the secret intelligence apparatus that we know essentially runs our elected government behind the scenes.
[01:10:28.720 --> 01:10:36.720]  And that's the Congress, the judiciary, and even the president. And that's what I'm kind of exposing recently.
[01:10:36.720 --> 01:10:45.720]  This attack today is very, very strange. Any way you look at it, this was an average 64-year-old white male with no criminal record.
[01:10:45.720 --> 01:10:52.720]  He was an apartment owner with a pilot's license, owned two airplanes, basically Joe America.
[01:10:52.720 --> 01:11:00.720]  So far, his brother described him as an average person who's not in the firearms, never owned that many guns as they found in the hotel room.
[01:11:00.720 --> 01:11:06.720]  Now, he claimed he just allegedly snapped, but it's clear that this was a preplanned attack.
[01:11:06.720 --> 01:11:11.720]  And this group, at least in my view, was specifically chosen.
[01:11:11.720 --> 01:11:19.720]  His hotel room was filled with guns, including several long guns. The attack itself almost sounds like a military automatic weapon attack.
[01:11:19.720 --> 01:11:23.720]  And we have to ask, where did those guns come from, especially the ones found in his room?
[01:11:23.720 --> 01:11:33.720]  And Alex, the thing that I think is really strange here is the target was a concert of the group that represents really traditional America.
[01:11:33.720 --> 01:11:42.720]  These were patriotic, God-fearing Americans. This group is the pro-second amendment, pro-constitution, anti-neural order group of Americans,
[01:11:42.720 --> 01:11:47.720]  the same group that Obama accused of clinging to their guns and their religion.
[01:11:47.720 --> 01:11:53.720]  So we're still awaiting all the facts, especially regarding to this female that's involved, which is strange also.
[01:11:53.720 --> 01:11:59.720]  But the concern is, Alex, we've seen our government sadly engage in false flag events in the past.
[01:11:59.720 --> 01:12:06.720]  A classic example of this is the CIA operation Gladio in Italy where the CIA staged false terrorist attacks,
[01:12:06.720 --> 01:12:12.720]  made it look like the Italian government did it, and actually killed several people.
[01:12:12.720 --> 01:12:15.720]  And that's been declassified.
[01:12:15.720 --> 01:12:16.720]  Correct.
[01:12:16.720 --> 01:12:17.720]  That's been declassified, yes.
[01:12:17.720 --> 01:12:23.720]  Yes, it's been declassified so much so after I read all the facts, I actually endorsed the book about it because it was so accurate.
[01:12:23.720 --> 01:12:26.720]  I think there were 2,000 footnotes in that book.
[01:12:26.720 --> 01:12:31.720]  So coming out of the intelligence side of things, both operationally and analytically,
[01:12:31.720 --> 01:12:40.720]  I was forced into context of this attack before to examine 9-11 itself and some of the evidence involved there,
[01:12:40.720 --> 01:12:45.720]  which also pointed to the shocking possibility of a false flag itself.
[01:12:45.720 --> 01:12:47.720]  So it kind of changed my entire worldview.
[01:12:47.720 --> 01:12:55.720]  Now, I know how the shadow government operates from the inside, how it controls, how it alters information, how it manipulates Congress.
[01:12:55.720 --> 01:12:59.720]  So I know that there's a very dark side of that whole thing in the upper levels.
[01:12:59.720 --> 01:13:07.720]  Many, many CIA people down in the lower levels are very, very good people, but this goes on up in the upper compartment levels.
[01:13:07.720 --> 01:13:08.720]  Exactly.
[01:13:08.720 --> 01:13:14.720]  From my sources, Kevin Schipp, that this is a civil war in the deep state and that you got Trump as a beachhead,
[01:13:14.720 --> 01:13:19.720]  at least partially trying to get control of the shadow government so he can finally clean out the deep state.
[01:13:19.720 --> 01:13:26.720]  So that's how the civil war is basically happening inside the government and it's now spilling out through MSM into the general culture.
[01:13:26.720 --> 01:13:28.720]  Alex, you are exactly right.
[01:13:28.720 --> 01:13:29.720]  This is a deep state.
[01:13:29.720 --> 01:13:34.720]  So far, it's been a character assassination of Donald Trump by the deep state.
[01:13:34.720 --> 01:13:37.720]  And these are deep state operatives that go across several administrations.
[01:13:37.720 --> 01:13:46.720]  John Brennan, acting director of the CIA, Mike Morrell, James Clapper, Robert Mueller, who if we remember was behind after 9-11,
[01:13:46.720 --> 01:13:49.720]  the warrant was searched by the FBI, so he's part of the shadow government.
[01:13:49.720 --> 01:13:50.720]  It's his protégé, Mudd.
[01:13:50.720 --> 01:13:52.720]  It's saying they're going to kill the president.
[01:13:52.720 --> 01:13:53.720]  Right.
[01:13:53.720 --> 01:13:54.720]  That's right.
[01:13:54.720 --> 01:13:58.720]  And I think they haven't been able to quote unquote assassinate him in terms of his character yet.
[01:13:58.720 --> 01:14:06.720]  I am absolutely convinced the shadow government has every intention of taking out Donald Trump because he is beginning to question their activities.
[01:14:06.720 --> 01:14:14.720]  This is the first time a president has ever stated that he is going to scrutinize specifically the actions of the CIA and the NSA.
[01:14:14.720 --> 01:14:16.720]  Trump's the real deal.
[01:14:16.720 --> 01:14:20.720]  It's not that he's even perfect, but as a man, he's trying to be president and trying to really help the country.
[01:14:20.720 --> 01:14:22.720]  I mean, that's what I see.
[01:14:22.720 --> 01:14:23.720]  I agree with that.
[01:14:23.720 --> 01:14:28.720]  And we haven't seen an attack on a president, especially by the shadow government since JFK.
[01:14:28.720 --> 01:14:31.720]  This is, it's like a thunderstorm in Washington.
[01:14:31.720 --> 01:14:33.720]  I've never seen anything like it.
[01:14:33.720 --> 01:14:44.720]  Well, Kevin ship again, a high level former CIA getting into your whole bio commanding large operations, huge training groups in the field and analysis.
[01:14:44.720 --> 01:14:45.720]  You name it.
[01:14:45.720 --> 01:14:46.720]  Are we winning this war?
[01:14:46.720 --> 01:14:48.720]  I think we're really winning their whole NFL thing failed.
[01:14:48.720 --> 01:14:49.720]  Their propaganda failed.
[01:14:49.720 --> 01:14:51.720]  They're trying to derail the hurricane responses failed.
[01:14:51.720 --> 01:14:53.720]  The Puerto Rico sabotages failed.
[01:14:53.720 --> 01:14:56.720]  And I think that's why they're getting more and more desperate now.
[01:14:56.720 --> 01:14:58.720]  And finally, I think we can really look at this event.
[01:14:58.720 --> 01:15:01.720]  This is a strange as a $3 bill or as a purple duck.
[01:15:01.720 --> 01:15:03.720]  I mean, something's going on here.
[01:15:03.720 --> 01:15:05.720]  I agree with the Alex.
[01:15:05.720 --> 01:15:12.720]  And I think because of programs like yours and others on the internet, they're now for the first time coming out and exposing what specifically the shadow government.
[01:15:12.720 --> 01:15:15.720]  And of course, it's connected to the deep state many times runs it.
[01:15:15.720 --> 01:15:21.720]  But now because of programs like yours and others, this information is now being brought out into the public.
[01:15:21.720 --> 01:15:22.720]  People are seeing it.
[01:15:22.720 --> 01:15:24.720]  It's being verified all over the place.
[01:15:24.720 --> 01:15:30.720]  The shadow government now knows and and the New World Order also documented.
[01:15:30.720 --> 01:15:32.720]  They know now that it's out.
[01:15:32.720 --> 01:15:33.720]  People are seeing what they're doing.
[01:15:33.720 --> 01:15:36.720]  They're even seeing it in the context of the attacks on Donald Trump.
[01:15:36.720 --> 01:15:41.720]  And the shadow government, I think, is at the highest levels terrified for the first time.
[01:15:41.720 --> 01:15:48.720]  Not only are their actions being seen, but now they're being questioned and people know they're beginning to know what's going on.
[01:15:48.720 --> 01:15:50.720]  Wow, Kevin Schipp, high level CIA whistleblower.
[01:15:50.720 --> 01:15:51.720]  Please stay with us.
[01:15:51.720 --> 01:15:52.720]  This is powerful, folks.
[01:15:52.720 --> 01:15:53.720]  Spread the word.
[01:15:53.720 --> 01:16:06.720]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[01:16:06.720 --> 01:16:11.720]  That's why I'm introducing Z Shield, Toxic Metal and Chemical Defense Support.
[01:16:11.720 --> 01:16:12.720]  It's made in the USA.
[01:16:12.720 --> 01:16:19.720]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the infomer.
[01:16:19.720 --> 01:16:21.720]  It is a classical 360 wins.
[01:16:21.720 --> 01:16:25.720]  This is the formula that I personally have been taking for over a year.
[01:16:25.720 --> 01:16:31.720]  And now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[01:16:31.720 --> 01:16:40.720]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country in the world that patriots stay as healthy and as clean and as focused as you can be.
[01:16:40.720 --> 01:16:48.720]  Because we need you, the remnant of America, to reignite those brush fires the next level and to be healthy and as focused as you can be.
[01:16:48.720 --> 01:16:51.720]  Thanks to your support and your prayers together, we're changing the world.
[01:16:51.720 --> 01:17:20.720]  Now it's time to change our bodies with Z Shield and infowarslife.com.
[01:17:21.720 --> 01:17:29.720]  Patrick Henry warned us the liberties of a people never were nor ever will be secure when the transactions of their rulers may be concealed from them.
[01:17:29.720 --> 01:17:33.720]  Today, everything the government does at every level is concealed from us.
[01:17:33.720 --> 01:17:38.720]  We have trade deals to manage our economy that not even our elected representatives are allowed to see.
[01:17:38.720 --> 01:17:44.720]  Later in life, Patrick Henry looked back and said, when the American spirit was in its youth, the language of America was different.
[01:17:44.720 --> 01:17:46.720]  Liberty, sir, was the primary object.
[01:17:46.720 --> 01:17:52.720]  Today, our primary concern is safety and comfort when we should be demanding liberty.
[01:17:52.720 --> 01:18:18.720]  Renfowars.com, I'm David Knight.
[01:18:18.720 --> 01:18:26.720]  In the history of infowars life, we've brought out a lot of amazing products like Survival Shield X2, Supermail Vitality and so many others,
[01:18:26.720 --> 01:18:32.720]  with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[01:18:32.720 --> 01:18:38.720]  This formula is the platinum standard of multivitamin mineral products and this part is most important.
[01:18:38.720 --> 01:18:45.720]  The ingredients in vitamin mineral fusion are either plant derived or of the highest quality lab standard.
[01:18:45.720 --> 01:18:49.720]  That means it's clean, that means it's pure and rest secured.
[01:18:49.720 --> 01:18:51.720]  You're finding the tip of the spear in the infowars.
[01:18:51.720 --> 01:18:54.720]  That's infowarslife.com and vitamin mineral fusion.
[01:18:54.720 --> 01:19:16.720]  Now before we sell out.
[01:19:16.720 --> 01:19:25.720]  Easy to use and let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts and entire meals.
[01:19:25.720 --> 01:19:26.720]  That's what I'm talking about.
[01:19:26.720 --> 01:19:35.720]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:19:35.720 --> 01:19:44.720]  Harvest right freeze dryers retain 97% of the food's taste, color and nutritional value and have a shelf life of up to 25 years.
[01:19:44.720 --> 01:19:47.720]  Now that's what I call the miracle of food preservation.
[01:19:47.720 --> 01:19:51.720]  Harvest right is truly the world's best, most affordable freeze dryer.
[01:19:51.720 --> 01:19:52.720]  So what are you waiting for?
[01:19:52.720 --> 01:20:17.720]  Check it out right now at InfowarsStore.com.
[01:20:17.720 --> 01:20:23.720]  Live from the Infowars.com studios, it's Alex Jones.
[01:20:23.720 --> 01:20:28.720]  All right, folks, I didn't do one plug last hour because I'm so focused, but we've got to fund our operation.
[01:20:28.720 --> 01:20:30.720]  We're trying to expand as much as we can.
[01:20:30.720 --> 01:20:32.720]  I'm probably going to go to Vegas today.
[01:20:32.720 --> 01:20:35.720]  I was planning to go to Puerto Rico, we're sending people there.
[01:20:35.720 --> 01:20:38.720]  There's a lot going on here and we're trying to expand, build a new studio.
[01:20:38.720 --> 01:20:40.720]  We fired like 10 new people the last month.
[01:20:40.720 --> 01:20:41.720]  I want to hire 20 more.
[01:20:41.720 --> 01:20:44.720]  We're going crazy because there's so much to do.
[01:20:44.720 --> 01:20:47.720]  And I've also gotten prices down with a lot of our suppliers.
[01:20:47.720 --> 01:20:49.720]  That's why usually stuff was 25% off.
[01:20:49.720 --> 01:20:54.720]  Now I can do 50% off because we've gotten some of the prices down 20, 30% for ourselves
[01:20:54.720 --> 01:20:59.720]  and gotten 20% more in each bottle of our great healthy, neutropic.
[01:20:59.720 --> 01:21:05.720]  That means brain pill, a bunch of great natural compounds where, you know, it's eight at night.
[01:21:05.720 --> 01:21:07.720]  You still got to keep working or whatever.
[01:21:07.720 --> 01:21:09.720]  Or you want to mow the yard and you're tired or whatever.
[01:21:09.720 --> 01:21:10.720]  Boom, take a brain force.
[01:21:10.720 --> 01:21:11.720]  It's totally natural.
[01:21:11.720 --> 01:21:13.720]  Some of the stuff in this prescription in Europe.
[01:21:13.720 --> 01:21:19.720]  It's only $19 right now, ladies and gentlemen, normally discounted to $29.
[01:21:19.720 --> 01:21:22.720]  And we've done it 40% off before, never 50.
[01:21:22.720 --> 01:21:27.720]  But I told them to a huge shipment, 50% off brain force, infowarslife.com
[01:21:27.720 --> 01:21:31.720]  or triple eight, two, five, three, three, one, three, nine.
[01:21:31.720 --> 01:21:34.720]  And by the way, it took years to come out with a new tropic because I tried a bunch.
[01:21:34.720 --> 01:21:35.720]  We were going to private label.
[01:21:35.720 --> 01:21:38.720]  We finally came out with our own because this one doesn't make me mean.
[01:21:38.720 --> 01:21:39.720]  It works really good.
[01:21:39.720 --> 01:21:41.720]  Doesn't make you feel like you're on drugs.
[01:21:41.720 --> 01:21:42.720]  It's really good.
[01:21:42.720 --> 01:21:45.720]  But it's different than coffee because coffee quit's working for me.
[01:21:45.720 --> 01:21:48.720]  If I've got to work 20 hours or something, I've already been doing that a couple days,
[01:21:48.720 --> 01:21:49.720]  which I've been doing lately.
[01:21:49.720 --> 01:21:53.720]  And so boom, about five o'clock, don't take the coffee, drink a bunch of water,
[01:21:53.720 --> 01:21:55.720]  take a brain force, Rob do runs off these things.
[01:21:55.720 --> 01:22:00.720]  So infowarsstore.com or triple eight, two, five, three, three, one, three, nine.
[01:22:00.720 --> 01:22:01.720]  That's the new big special.
[01:22:01.720 --> 01:22:04.720]  Now, Kevin Ship is our guest.
[01:22:04.720 --> 01:22:06.720]  You'll want to read this article from a few weeks ago.
[01:22:06.720 --> 01:22:10.720]  High ranking CIA agent blows whistle on deep state and shadow government.
[01:22:10.720 --> 01:22:16.720]  Let me just ask him, this is a guy that ran major operations and dealt with things like this.
[01:22:16.720 --> 01:22:21.720]  Why are they saying they want to kill the president or he'll be removed outside of impeachment?
[01:22:21.720 --> 01:22:29.720]  Is that to make the splinter groups in the shadow government and in the deep state sound more powerful to the other shadow groups
[01:22:29.720 --> 01:22:32.720]  so that the different factions go under them via intimidation?
[01:22:32.720 --> 01:22:35.720]  Because the reason I say that is I'm not in some government agency,
[01:22:35.720 --> 01:22:38.720]  but I've been threatened by people that act like their friends.
[01:22:38.720 --> 01:22:42.720]  You know, I think Trump may actually get removed and it might be good for you.
[01:22:42.720 --> 01:22:47.720]  You've done good for the country, but maybe you just need to not make a big deal about it when it happens for you and your family.
[01:22:47.720 --> 01:22:50.720]  Alex, you know, stuff like that from pretty serious people.
[01:22:50.720 --> 01:22:59.720]  So what do you really think is going on here with all this brazen, treasonous, third world type Banana Republic talk we're seeing all over the news?
[01:22:59.720 --> 01:23:07.720]  Well, first of all, when anybody in the intelligence community or someone that's held the position there previously says something,
[01:23:07.720 --> 01:23:14.720]  you need to take it seriously because they don't say these things unless they're thought out and they've got the support behind them.
[01:23:14.720 --> 01:23:22.720]  So when they make these bizarre statements, it's like coded messages that this is if this doesn't change or go our way,
[01:23:22.720 --> 01:23:25.720]  this is how far this will go if necessary.
[01:23:25.720 --> 01:23:29.720]  And for them to put that out publicly is at the very least chilling.
[01:23:29.720 --> 01:23:33.720]  So they're saying, hey, Trump, you better roll over. You're dead.
[01:23:33.720 --> 01:23:38.720]  That's basically what they're saying. You remember you've talked about this before what Chuck Schumer said.
[01:23:38.720 --> 01:23:44.720]  If you cross the intelligence community, the CIA, they have six ways from Sunday at getting back at you.
[01:23:44.720 --> 01:23:48.720]  How in the world could a government official make such a chilling statement?
[01:23:48.720 --> 01:23:54.720]  So yes, they have every intention in my view, having come from the inside and I was in counterintelligence.
[01:23:54.720 --> 01:23:59.720]  They have every intention at the higher levels, the compartmental levels, because they have a lot to hide.
[01:23:59.720 --> 01:24:03.720]  They have every intention of removing Donald Trump with any means necessary.
[01:24:03.720 --> 01:24:07.720]  And I agree with you. It's not being done out of strength. They're cornered rats.
[01:24:07.720 --> 01:24:09.720]  That's right.
[01:24:09.720 --> 01:24:13.720]  Well, I don't want a dictatorship. I want a free republic. I've always been Mr. Anti-Police State.
[01:24:13.720 --> 01:24:19.720]  But when you have a shadow group trying to organize a coup and saying they want to end free press
[01:24:19.720 --> 01:24:26.720]  and saying they want a ministry of truth over who can have a radio show or a website that's now being pushed by NBC ABC.
[01:24:26.720 --> 01:24:31.720]  When they're talking about converting America to a pure oligarchy, an authoritarian system,
[01:24:31.720 --> 01:24:35.720]  I think we have to really openly talk about what we're going to do, not in a threatening way,
[01:24:35.720 --> 01:24:40.720]  but saying we're going to back the president and good people in Congress and the state governors
[01:24:40.720 --> 01:24:43.720]  to try to organize something public to move against this.
[01:24:43.720 --> 01:24:48.720]  I mean, what do you do when they're organizing something like this? Just sit there and wait for it?
[01:24:48.720 --> 01:24:52.720]  I think Alex, that is absolutely the solution.
[01:24:52.720 --> 01:24:59.720]  That's what I'm doing and I've had assassination threats as an international video out there calling for that.
[01:24:59.720 --> 01:25:06.720]  What we're doing is exactly right. Cockroaches love the dark. The shadow government operates in the dark.
[01:25:06.720 --> 01:25:09.720]  But when you turn the light on, they start to scramble.
[01:25:09.720 --> 01:25:13.720]  And what we're doing is we're turning the light on the shadow government specifically.
[01:25:13.720 --> 01:25:17.720]  And it's been around, as we know, since 1947 when it was created.
[01:25:17.720 --> 01:25:23.720]  But we're seeing the shadow government start to move, if you could imagine, against an elected president of the United States.
[01:25:23.720 --> 01:25:30.720]  So the solution is to come out just like this, publish this, speak out, cause a social media storm,
[01:25:30.720 --> 01:25:37.720]  get people out there talking about this all over the place, shed the light on this so the cockroaches will start to scatter.
[01:25:37.720 --> 01:25:43.720]  Since you mentioned it, here's Schumer. When the president was president-elect, it was like a day or two before he was sworn in.
[01:25:43.720 --> 01:25:48.720]  When the former head of the CIA, the head at the time, said, watch your mouth.
[01:25:48.720 --> 01:25:52.720]  And Trump said, you know, you better watch yours. This was Schumer's response.
[01:25:52.720 --> 01:25:57.720]  You take on the intelligence community. They have six ways from Sunday at getting back at you.
