[00:00.000 --> 00:02.000]  You
[44:54.520 --> 45:22.520]  Available at InfowarsStore.com
[45:24.520 --> 45:26.520]  I've been using this product for the last few months
[45:26.520 --> 45:28.520]  And from seeing my friends and family use it
[45:28.520 --> 45:30.520]  This new product is going to end up being
[45:30.520 --> 45:32.520]  The number one best selling product
[45:32.520 --> 45:34.520]  At InfowarsLife.com
[45:34.520 --> 45:36.520]  Because it works so well
[45:36.520 --> 45:38.520]  This is a gift you want to give yourself
[45:38.520 --> 45:40.520]  And then rest assured you're finding the Infowar
[45:40.520 --> 45:42.520]  So it's a total absolute sure win
[45:42.520 --> 45:44.520]  No lose equation
[45:44.520 --> 45:46.520]  Try Alpha Power
[45:46.520 --> 45:48.520]  Exclusively available at InfowarsLife.com
[45:48.520 --> 45:50.520]  For yourself
[45:50.520 --> 45:52.520]  Ladies and gentlemen it's non GMO
[45:52.520 --> 45:54.520]  USA get your Alpha Power today
[45:54.520 --> 45:56.520]  At InfowarsLife.com
[45:56.520 --> 46:00.520]  Everybody needs to try Alpha Power today
[46:04.520 --> 46:06.520]  Years ago InfowarsLife created
[46:06.520 --> 46:08.520]  The powerful MycoZX formula
[46:08.520 --> 46:10.520]  To help you combat internal yeast
[46:10.520 --> 46:12.520]  As the years went on and more toxins
[46:12.520 --> 46:14.520]  Were pumped into the environment
[46:14.520 --> 46:16.520]  Our team knew we had to create a bigger
[46:16.520 --> 46:18.520]  And better formula to help support your gut health
[46:18.520 --> 46:20.520]  MycoZX Plus is the result of the search
[46:20.520 --> 46:22.520]  For that formula, a unique natural formula
[46:22.520 --> 46:24.520]  Designed to support the body's natural
[46:24.520 --> 46:26.520]  Cleansing of yeast and fungal organisms
[46:26.520 --> 46:28.520]  There's no better product to help your body
[46:28.520 --> 46:30.520]  Fight back. MycoZX Plus
[46:30.520 --> 46:32.520]  Helps support a healthy microbial balance
[46:32.520 --> 46:34.520]  In the body, supports your digestive tract
[46:34.520 --> 46:36.520]  And addresses the intestinal yeast
[46:36.520 --> 46:38.520]  That can cause you problems if it goes unchecked
[46:38.520 --> 46:40.520]  Powered by an impressive list of ingredients
[46:40.520 --> 46:42.520]  Including grapefruit seed extract
[46:42.520 --> 46:44.520]  Powdarko bark and grape seed extract
[46:44.520 --> 46:46.520]  Our formula is fueled by ingredients
[46:46.520 --> 46:48.520]  That stood the test of time
[46:48.520 --> 46:50.520]  For powerful microbalancing properties
[46:50.520 --> 46:52.520]  Pick up a bottle of the new and improved
[46:52.520 --> 46:54.520]  MycoZX Plus today at InfowarsLife.com
[46:54.520 --> 46:56.520]  That's InfowarsLife.com
[46:56.520 --> 47:18.520]  You're listening to the Alex Jones show
[47:18.520 --> 47:20.520]  We now take you live
[47:20.520 --> 47:22.520]  To the Central Texas Command Center
[47:22.520 --> 47:26.520]  In the heart of the resistance
[47:26.520 --> 47:28.520]  Rallying Patriots Worldwide
[47:32.520 --> 47:42.520]  You're listening to the Alex Jones show
[47:42.520 --> 47:44.520]  And we are back live, ladies and gentlemen
[47:44.520 --> 47:46.520]  On the heels of the historic summit
[47:46.520 --> 47:48.520]  They said it would never happen
[47:48.520 --> 47:50.520]  They said the economy would never go past 3%
[47:50.520 --> 47:52.520]  And the EU would never start breaking up
[47:52.520 --> 47:54.520]  Katie Hopkins isn't just a journalist
[47:54.520 --> 47:56.520]  Isn't just a box news analyst
[47:56.520 --> 47:58.520]  Isn't just a best-selling author
[47:58.520 --> 48:00.520]  A researcher, a writer
[48:00.520 --> 48:02.520]  She's also, I mean, I'm what I would call
[48:02.520 --> 48:04.520]  Just eyes in the ears, top analyst
[48:04.520 --> 48:06.520]  And for everything I'm seeing, the EU
[48:06.520 --> 48:08.520]  Is now in full collapse
[48:08.520 --> 48:10.520]  They finally admitted it's in full collapse
[48:10.520 --> 48:12.520]  Soros is panicking
[48:12.520 --> 48:14.520]  A, is that accurate Katie Hopkins?
[48:14.520 --> 48:16.520]  B, break down the waterfront for us
[48:16.520 --> 48:18.520]  And what do you think comes next
[48:18.520 --> 48:20.520]  To the unelected authoritarian
[48:20.520 --> 48:22.520]  EU? And then Owen Schreuer's in the ATX
[48:22.520 --> 48:24.520]  Studio, Owen, feel free to jump in any time
[48:24.520 --> 48:26.520]  Katie Hopkins
[48:26.520 --> 48:28.520]  It's absolutely correct
[48:28.520 --> 48:30.520]  I think Europe is as weak
[48:30.520 --> 48:32.520]  As it's ever been and more divided
[48:32.520 --> 48:34.520]  Than it's ever been in peacetime
[48:34.520 --> 48:36.520]  So just how that breaks down
[48:36.520 --> 48:38.520]  For you in Italy
[48:38.520 --> 48:40.520]  The populists are resurgence
[48:40.520 --> 48:42.520]  The five-star
[48:42.520 --> 48:44.520]  Plus the league just got in
[48:44.520 --> 48:46.520]  So a populist movement
[48:46.520 --> 48:48.520]  Supported by Putin and others
[48:48.520 --> 48:50.520]  And in a really great move
[48:50.520 --> 48:52.520]  That supported really widely
[48:52.520 --> 48:54.520]  Across Europe, they've just rejected
[48:54.520 --> 48:56.520]  An NGO vote, a
[48:56.520 --> 48:58.520]  Charity rescue vote
[48:58.520 --> 49:00.520]  Across the Med, 629
[49:00.520 --> 49:02.520]  Africans, Libyans
[49:02.520 --> 49:04.520]  On board, and they've said
[49:04.520 --> 49:06.520]  No, you will not dock
[49:06.520 --> 49:08.520]  At this Italian port, Matteo
[49:08.520 --> 49:10.520]  Salvini, fulfilling
[49:10.520 --> 49:12.520]  His election promises saying
[49:12.520 --> 49:14.520]  No more migrants to Italy
[49:14.520 --> 49:16.520]  Fantastic win for the right
[49:16.520 --> 49:18.520]  Wing for populists like myself
[49:18.520 --> 49:20.520]  You've got Victor Orban of course
[49:20.520 --> 49:22.520]  In Hungary, he's absolutely
[49:22.520 --> 49:24.520]  Forcing ahead, secure
[49:24.520 --> 49:26.520]  Borders, Christian culture
[49:26.520 --> 49:28.520]  No Muslim invasion
[49:28.520 --> 49:30.520]  Of Hungary, and then
[49:30.520 --> 49:32.520]  In Austria, they've just
[49:32.520 --> 49:34.520]  Shut down seven mosques
[49:34.520 --> 49:36.520]  And they are going to repatriate
[49:36.520 --> 49:38.520]  The extremist imams that
[49:38.520 --> 49:40.520]  Have been preaching out of the mosques
[49:40.520 --> 49:42.520]  So if you see that's this pattern
[49:42.520 --> 49:44.520]  Building of the populist
[49:44.520 --> 49:46.520]  Resurgence, Merkel was crippled
[49:46.520 --> 49:48.520]  In the polls, the alternative
[49:48.520 --> 49:50.520]  For Deutschland, the populist
[49:50.520 --> 49:52.520]  They are the main opposition
[49:52.520 --> 49:54.520]  Party in Germany, so
[49:54.520 --> 49:56.520]  Everywhere we look, there is hope
[49:56.520 --> 49:58.520]  Now, and we have our little heads up
[49:58.520 --> 50:00.520]  And I really believe with the Spanish
[50:00.520 --> 50:02.520]  Just taking that migrant vote
[50:02.520 --> 50:04.520]  Saying yes, okay, we'll take it
[50:04.520 --> 50:06.520]  The Spanish will be the next to see
[50:06.520 --> 50:08.520]  The populists in power in about
[50:08.520 --> 50:10.520]  A year's time, and I look forward to that as well
[50:10.520 --> 50:12.520]  Katie, you are reading my mind
[50:12.520 --> 50:14.520]  I was telling them earlier
[50:14.520 --> 50:16.520]  Pull up the photo of Trump with everybody
[50:16.520 --> 50:18.520]  Like he's the king, and they're in the court
[50:18.520 --> 50:20.520]  Because we hold the power of economics
[50:20.520 --> 50:22.520]  And history, and we've been financing these globalists
[50:22.520 --> 50:24.520]  And I was just now telling them
[50:24.520 --> 50:26.520]  To be a text message, because I'm in Hawaii
[50:26.520 --> 50:28.520]  They're in Texas, you're in St. Petersburg
[50:28.520 --> 50:30.520]  Or Russia, for those that joined us
[50:30.520 --> 50:32.520]  I'm texting them saying pull up
[50:32.520 --> 50:34.520]  The Zodiac boats landing
[50:34.520 --> 50:36.520]  Just like the old African invasions
[50:36.520 --> 50:38.520]  Of the Moors
[50:38.520 --> 50:40.520]  10 million people, Soros publicly
[50:40.520 --> 50:42.520]  Funding this, saying
[50:42.520 --> 50:44.520]  We're going to Islamify Europe
[50:44.520 --> 50:46.520]  I mean, this is a true invasion
[50:46.520 --> 50:48.520]  Not trying to help these people
[50:48.520 --> 50:50.520]  That's why they're all military aged men
[50:50.520 --> 50:52.520]  They're saying come, invade
[50:52.520 --> 50:54.520]  How did the left think that everybody would accept this
[50:54.520 --> 50:56.520]  Because I saw the thing in Germany
[50:56.520 --> 50:58.520]  Where they had the moment of silence
[50:58.520 --> 51:00.520]  It's on infowars.com
[51:00.520 --> 51:02.520]  Talk about that right now
[51:02.520 --> 51:04.520]  The thing in Germany that just came out
[51:04.520 --> 51:06.520]  Where they had the moment of silence
[51:06.520 --> 51:08.520]  And the left is chanting against her
[51:08.520 --> 51:10.520]  Like when the illegal alien shoots
[51:10.520 --> 51:12.520]  The young woman in the back in San Francisco
[51:12.520 --> 51:14.520]  And the media, you know, defends that
[51:14.520 --> 51:16.520]  And the jury lets them go
[51:16.520 --> 51:18.520]  This is getting insane
[51:18.520 --> 51:20.520]  Tell us about this EU Parliament video we're showing
[51:20.520 --> 51:22.520]  Absolutely, so
[51:22.520 --> 51:24.520]  I think one of the things we've really noticed
[51:24.520 --> 51:26.520]  In terms of this migrant crossing
[51:26.520 --> 51:28.520]  Across the Med
[51:28.520 --> 51:30.520]  This sense, finally
[51:30.520 --> 51:32.520]  So many people like myself since 2014
[51:32.520 --> 51:34.520]  Have been saying stop the boats
[51:34.520 --> 51:36.520]  We must stop the boats
[51:36.520 --> 51:38.520]  Criticised for saying that
[51:38.520 --> 51:40.520]  I spent a lot of time in southern Italy and Sicily
[51:40.520 --> 51:42.520]  Trying to stop the boats
[51:42.520 --> 51:44.520]  And still they come
[51:44.520 --> 51:46.520]  So I think there's a real tension now
[51:46.520 --> 51:48.520]  Macron from France is criticising Italy
[51:48.520 --> 51:50.520]  For not taking the boat
[51:50.520 --> 51:52.520]  All the while
[51:52.520 --> 51:54.520]  Of course Spain will take the boat
[51:54.520 --> 51:56.520]  But the people in Spain aren't happy about that
[51:56.520 --> 51:58.520]  So what we've got are these globalist leaders
[51:58.520 --> 52:00.520]  Fighting against their own people
[52:00.520 --> 52:02.520]  People don't want
[52:02.520 --> 52:04.520]  These migrants in their country
[52:04.520 --> 52:06.520]  Germany's just seen what's happened
[52:06.520 --> 52:08.520]  Where a migrant
[52:08.520 --> 52:10.520]  With a previous conviction for rape
[52:10.520 --> 52:12.520]  He took that 14 year old girl
[52:12.520 --> 52:14.520]  She was strangled and raped
[52:14.520 --> 52:16.520]  And dumped in bushes by the rail tracks
[52:16.520 --> 52:18.520]  She was from the Jewish community
[52:18.520 --> 52:20.520]  And of course it's one of the problems
[52:20.520 --> 52:22.520]  We're seeing a lot in Germany and other places
[52:22.520 --> 52:24.520]  It's the Jewish community
[52:24.520 --> 52:26.520]  Thanks to Soros bringing over these Muslim migrants
[52:26.520 --> 52:28.520]  It's the Jewish community
[52:28.520 --> 52:30.520]  That are persecuted once again
[52:30.520 --> 52:32.520]  And a number of people I know
[52:32.520 --> 52:34.520]  In Germany are looking to migrate
[52:34.520 --> 52:36.520]  Out of Germany again
[52:36.520 --> 52:38.520]  They say that this is the second wave
[52:38.520 --> 52:40.520]  Of the Jewish people needing to leave Germany
[52:40.520 --> 52:42.520]  Which is frightening
[52:42.520 --> 52:44.520]  And I also get emails
[52:44.520 --> 52:46.520]  I sent one to your team earlier
[52:46.520 --> 52:48.520]  If they're able to pull it up
[52:48.520 --> 52:50.520]  Very sad emails Alex
[52:50.520 --> 52:52.520]  From elderly men and women
[52:52.520 --> 52:54.520]  The age of my parents
[52:54.520 --> 52:56.520]  Proud Brits
[52:56.520 --> 52:58.520]  And they say to me
[52:58.520 --> 53:00.520]  They say that I'm glad I'm old
[53:00.520 --> 53:02.520]  I'm glad I'm old
[53:02.520 --> 53:04.520]  And I won't live to see my country fall
[53:04.520 --> 53:06.520]  And they feel sorry for young people
[53:06.520 --> 53:08.520]  In Britain and Europe
[53:08.520 --> 53:10.520]  Because their country will never be
[53:10.520 --> 53:12.520]  The country that they used to know
[53:12.520 --> 53:14.520]  And those are really hard emails
[53:14.520 --> 53:16.520]  To get actually from the elderly
[53:16.520 --> 53:18.520]  I never know quite how to respond
[53:18.520 --> 53:20.520]  Well it's the sad resignation
[53:20.520 --> 53:22.520]  But here's the good news
[53:22.520 --> 53:24.520]  The spirit of liberty is coming back
[53:24.520 --> 53:26.520]  The globalists admit this is an organized invasion
[53:26.520 --> 53:28.520]  To quote in Christianity
[53:28.520 --> 53:30.520]  We have George Soros statements
[53:30.520 --> 53:32.520]  We had Peter Southerland who died this year
[53:32.520 --> 53:34.520]  His statements, these are the admitted
[53:34.520 --> 53:36.520]  Insane statements
[53:36.520 --> 53:38.520]  Why do you think the left and these billionaires
[53:38.520 --> 53:40.520]  Have such a hatred of the west
[53:40.520 --> 53:42.520]  And hatred of Christianity
[53:42.520 --> 53:44.520]  And almost like a cuckolding or a fetish
[53:44.520 --> 53:46.520]  I guess like a satanist wants to torture a child
[53:46.520 --> 53:48.520]  For no reason, they want to destroy something good
[53:48.520 --> 53:50.520]  It'd be one thing if these were real migrants
[53:50.520 --> 53:52.520]  And some migration and people
[53:52.520 --> 53:54.520]  Oh that's wonderful, but total invasion
[53:54.520 --> 53:56.520]  It's saying we're going to overwrite Europe
[53:56.520 --> 53:58.520]  Hollywood, every movie demonizing
[53:58.520 --> 54:00.520]  Christianity or families
[54:00.520 --> 54:02.520]  The top educator in England as you know
[54:02.520 --> 54:04.520]  Just two weeks ago said, thank god
[54:04.520 --> 54:06.520]  We're getting rid of the family, the nuclear family's bad
[54:06.520 --> 54:08.520]  The judge says, well you're seven times more likely
[54:08.520 --> 54:10.520]  To be in prison if you're not
[54:10.520 --> 54:12.520]  I mean what is this full out assault
[54:12.520 --> 54:14.520]  On anything normal
[54:14.520 --> 54:16.520]  It seems to me
[54:16.520 --> 54:18.520]  Observing leaders
[54:18.520 --> 54:20.520]  Across Europe in particular
[54:20.520 --> 54:22.520]  Because they're the ones that have been so determined
[54:22.520 --> 54:24.520]  To see the fall of the Christian culture
[54:24.520 --> 54:26.520]  And so determined
[54:26.520 --> 54:28.520]  To perpetuate this globalist agenda
[54:28.520 --> 54:30.520]  It seems to me that
[54:30.520 --> 54:32.520]  Managed decline, you know, that phrase
[54:32.520 --> 54:34.520]  Of managed decline
[54:34.520 --> 54:36.520]  They make just as much profit
[54:36.520 --> 54:38.520]  They make just as much
[54:38.520 --> 54:40.520]  Political gain by overseeing
[54:40.520 --> 54:42.520]  Managed decline
[54:42.520 --> 54:44.520]  As they do for fighting
[54:44.520 --> 54:46.520]  For anything, so whereas you guys have
[54:46.520 --> 54:48.520]  Trump fighting for America
[54:48.520 --> 54:50.520]  Fighting for Americans
[54:50.520 --> 54:52.520]  We have your
[54:52.520 --> 54:54.520]  Yeah, it's just as easy
[54:54.520 --> 54:56.520]  For our guys to manage the decline
[54:56.520 --> 54:58.520]  Of their countries and make that a profitable
[54:58.520 --> 55:00.520]  Thing for themselves politically
[55:00.520 --> 55:02.520]  Because the more Muslims you import
[55:02.520 --> 55:04.520]  If you're able to attract the Muslim vote
[55:04.520 --> 55:06.520]  Of course you're going to get yourself
[55:06.520 --> 55:08.520]  Re-elected and that's exactly what you see
[55:08.520 --> 55:10.520]  In America, in California
[55:10.520 --> 55:12.520]  With this push for illegals
[55:12.520 --> 55:14.520]  Because it's the only way Democrats to know
[55:14.520 --> 55:16.520]  To get themselves re-elected
[55:16.520 --> 55:18.520]  Is to import voters that will
[55:18.520 --> 55:20.520]  Of course vote for them
[55:20.520 --> 55:22.520]  But the best laid plans of mice and men
[55:22.520 --> 55:24.520]  Often go astray, Katie Hopkins
[55:24.520 --> 55:26.520]  Of Hopkinsworld.com
[55:26.520 --> 55:28.520]  So let me ask you this question
[55:28.520 --> 55:30.520]  As the EU accelerates its collapse
[55:30.520 --> 55:32.520]  As they threaten Eastern Europe with
[55:32.520 --> 55:34.520]  100,000 euro fines
[55:34.520 --> 55:36.520]  They don't take any illegals
[55:36.520 --> 55:38.520]  It seems it's only wagging people up faster
[55:38.520 --> 55:40.520]  Looking at the tea leaves
[55:40.520 --> 55:42.520]  What do you expect to see happening in the next few years?
[55:42.520 --> 55:44.520]  It seems like globalism is just being routed
[55:44.520 --> 55:46.520]  Yes, and this is the exciting thing
[55:46.520 --> 55:48.520]  And that's what that picture said to me
[55:48.520 --> 55:50.520]  Of Trump with his arms crossed
[55:50.520 --> 55:52.520]  With Merkel and Macron and Trudeau
[55:52.520 --> 55:54.520]  In the back of the room stood there with Japan
[55:54.520 --> 55:56.520]  You'll have heard, given that I'm reporting
[55:56.520 --> 55:58.520]  From Russia for you today
[55:58.520 --> 56:00.520]  You'll have heard Trump say very clearly
[56:00.520 --> 56:02.520]  Very carefully
[56:02.520 --> 56:04.520]  On a number of occasions
[56:04.520 --> 56:06.520]  Putin should be back in the room
[56:06.520 --> 56:08.520]  Putin should be back with the G8
[56:08.520 --> 56:10.520]  And that's precisely what I see happening
[56:10.520 --> 56:12.520]  A realignment between Putin
[56:12.520 --> 56:14.520]  America and Japan
[56:14.520 --> 56:16.520]  As the fight back against the globalists
[56:16.520 --> 56:18.520]  Really begins
[56:18.520 --> 56:20.520]  Where people here in Russia
[56:20.520 --> 56:22.520]  They believe they are Russian first
[56:22.520 --> 56:24.520]  And they will put the Russian culture first
[56:24.520 --> 56:26.520]  And they are 85% Christians
[56:26.520 --> 56:28.520]  Here in St. Petersburg
[56:28.520 --> 56:30.520]  Same for America with Trump
[56:30.520 --> 56:32.520]  And I think Japan coming in very nicely
[56:32.520 --> 56:34.520]  This is the fight back
[56:34.520 --> 56:36.520]  Against the globalists
[56:36.520 --> 56:38.520]  And this is where it all starts
[56:38.520 --> 56:40.520]  And I'm thoroughly thrilled and excited by it
[56:40.520 --> 56:42.520]  That's right, well Japan's taking
[56:42.520 --> 56:44.520]  These just like Saudi Arabia
[56:44.520 --> 56:46.520]  And Japan, you look at the photos
[56:46.520 --> 56:48.520]  But also policy, South Korea
[56:48.520 --> 56:50.520]  Fully aligned with us
[56:50.520 --> 56:52.520]  Australia is now aligning the UK
[56:52.520 --> 56:54.520]  Leading the way with Brexit
[56:54.520 --> 56:56.520]  So it's the UK, the United States
[56:56.520 --> 56:58.520]  A few pockets in Europe waking up
[56:58.520 --> 57:00.520]  Australia
[57:00.520 --> 57:02.520]  And just free market people worldwide
[57:02.520 --> 57:04.520]  Brazil starting to wake up
[57:04.520 --> 57:06.520]  Aligning against the communist Chinese
[57:06.520 --> 57:08.520]  The radical Islamists
[57:08.520 --> 57:10.520]  The corrupt Vatican
[57:10.520 --> 57:12.520]  And I think we're going to win this
[57:12.520 --> 57:14.520]  Katie Hopkins, we're going to come back in just two minutes
[57:14.520 --> 57:16.520]  To five more minutes with you
[57:16.520 --> 57:18.520]  I want to ask you about free Tommy Robinson
[57:18.520 --> 57:20.520]  A powerful video you have at Hopkinsworld.com
[57:20.520 --> 57:22.520]  You also have it on your Twitter
[57:22.520 --> 57:24.520]  We're going to play some of that when we come back
[57:24.520 --> 57:26.520]  And get Owen Schreuer to pop in with his take
[57:26.520 --> 57:28.520]  Katie Hopkins at Twitter
[57:28.520 --> 57:30.520]  Be sure and follow that, I'm Alex Jones
[57:30.520 --> 57:32.520]  Real Alex Jones on Twitter
[57:32.520 --> 57:34.520]  Be sure and retweet those
[57:34.520 --> 57:36.520]  They hate it when we do it and don't forget
[57:36.520 --> 57:38.520]  Free shipping ends this week
[57:38.520 --> 57:40.520]  Without your purchases we can't finance this operation
[57:40.520 --> 57:42.520]  X2 is 50% off
[57:42.520 --> 57:44.520]  But it's going to end this week
[57:44.520 --> 57:46.520]  Get X2, X2 at infowarstore.com
[57:46.520 --> 58:12.520]  Stay with us
[58:12.520 --> 58:22.520]  Don't forget to subscribe to our channel
[58:42.520 --> 58:44.520]  We're at infowarstore.com
[58:44.520 --> 59:12.520]  We're at infowarstore.com
[59:12.520 --> 59:14.520]  Supporting us, praying for us and spreading the word
[59:14.520 --> 59:16.520]  You are the info war
[59:16.520 --> 59:18.520]  And now because of their intensifying censorship
[59:18.520 --> 59:20.520]  It's more important than ever
[59:20.520 --> 59:22.520]  That everyone go to infowars.com
[59:22.520 --> 59:24.520]  forward slash newsletter
[59:24.520 --> 59:26.520]  And sign up via email
[59:26.520 --> 59:28.520]  So there's no way the censors can get between us
[59:28.520 --> 59:30.520]  With critical videos, articles, breaking news, intel
[59:30.520 --> 59:32.520]  You name it
[59:32.520 --> 59:34.520]  And so now I ask you more than ever
[59:34.520 --> 59:36.520]  To share the infowars.com articles
[59:36.520 --> 59:38.520]  To share the videos
[59:38.520 --> 59:40.520]  To tell people about the local stations you're listening to
[59:40.520 --> 59:42.520]  Your minimum you can do is sign up
[59:42.520 --> 59:44.520]  For the free newsletter at infowars.com
[59:44.520 --> 59:46.520]  forward slash newsletter
[59:46.520 --> 59:48.520]  We are the Renaissance
[59:48.520 --> 1:00:14.520]  And we are winning
[1:00:14.520 --> 1:00:22.520]  So history is happening all around us
[1:00:22.520 --> 1:00:24.520]  Incredible things are unfolding
[1:00:24.520 --> 1:00:26.520]  We have some amazing guests coming up in the next segment
[1:00:26.520 --> 1:00:28.520]  As Democrats being confronted
[1:00:28.520 --> 1:00:30.520]  Bill Clinton, Joe Biden
[1:00:30.520 --> 1:00:32.520]  For their criminal activities are being confronted everywhere
[1:00:32.520 --> 1:00:34.520]  That's coming up
[1:00:34.520 --> 1:00:36.520]  A ton of other breaking news with Owen Schreuer
[1:00:36.520 --> 1:00:38.520]  Is riding shotgun from the ATX
[1:00:38.520 --> 1:00:40.520]  Katie Hopkins is here
[1:00:40.520 --> 1:00:42.520]  We're going to air her powerful video after she leaves us
[1:00:42.520 --> 1:00:44.520]  In the next segment
[1:00:44.520 --> 1:00:46.520]  From the free Tommy Robinson rally
[1:00:46.520 --> 1:00:48.520]  All the different HD cuts you didn't see
[1:00:48.520 --> 1:00:50.520]  In the live feeds
[1:00:50.520 --> 1:00:52.520]  That's going to be coming up in the next segment
[1:00:52.520 --> 1:00:54.520]  But Katie, just an update on Tommy Robinson
[1:00:54.520 --> 1:00:56.520]  From your sources
[1:00:56.520 --> 1:00:58.520]  I'm also talking to his crew later today
[1:00:58.520 --> 1:01:00.520]  How that's ignited people
[1:01:00.520 --> 1:01:02.520]  How that's awakened people
[1:01:02.520 --> 1:01:04.520]  And other tidbits of what you've observed
[1:01:04.520 --> 1:01:06.520]  There in Christian Russia
[1:01:06.520 --> 1:01:08.520]  Thank you, so I just wanted to update you
[1:01:08.520 --> 1:01:10.520]  With some breaking news
[1:01:10.520 --> 1:01:12.520]  This is in the UK
[1:01:12.520 --> 1:01:14.520]  And today the House of Lords were voting on Brexit
[1:01:14.520 --> 1:01:16.520]  And it's been very tense
[1:01:16.520 --> 1:01:18.520]  It's about whether a Parliament
[1:01:18.520 --> 1:01:20.520]  Will get a final meaningful vote
[1:01:20.520 --> 1:01:22.520]  On Brexit which meant
[1:01:22.520 --> 1:01:24.520]  The Parliament could have overturned Brexit
[1:01:24.520 --> 1:01:26.520]  So the Remainers could have
[1:01:26.520 --> 1:01:28.520]  Managed to have a final say
[1:01:28.520 --> 1:01:30.520]  On the Brexit I voted for
[1:01:30.520 --> 1:01:32.520]  And Brexiteers voted for
[1:01:32.520 --> 1:01:34.520]  And it's just been announced
[1:01:34.520 --> 1:01:36.520]  Breaking news, Parliament will not get
[1:01:36.520 --> 1:01:38.520]  A meaningful vote on the final
[1:01:38.520 --> 1:01:40.520]  Brexit deal after MPs voted
[1:01:40.520 --> 1:01:42.520]  To reject the House of Lords amendment
[1:01:42.520 --> 1:01:44.520]  So what that means is Theresa May
[1:01:44.520 --> 1:01:46.520]  Goes into this final negotiating round
[1:01:46.520 --> 1:01:48.520]  With the EU with a much strengthened hand
[1:01:48.520 --> 1:01:50.520]  Because Parliament will not
[1:01:50.520 --> 1:01:52.520]  Get a final say
[1:01:52.520 --> 1:01:54.520]  On the deal and that's a very great thing
[1:01:54.520 --> 1:01:56.520]  For Brexiteers like myself, so sorry for that
[1:01:56.520 --> 1:01:58.520]  But yeah, back to you
[1:01:58.520 --> 1:02:00.520]  Well, no, please don't say sorry
[1:02:00.520 --> 1:02:02.520]  We should have led with that
[1:02:02.520 --> 1:02:04.520]  I didn't even realize that that vote had already come up
[1:02:04.520 --> 1:02:06.520]  Wow, awesome
[1:02:06.520 --> 1:02:08.520]  I'll say that before I get to Tommy
[1:02:08.520 --> 1:02:10.520]  Because he's important, but wow
[1:02:10.520 --> 1:02:12.520]  That'd be good news for him as well
[1:02:12.520 --> 1:02:14.520]  Just recapping that
[1:02:14.520 --> 1:02:16.520]  So this is a big victory for sovereignty
[1:02:16.520 --> 1:02:18.520]  Yes, so MPs voted
[1:02:18.520 --> 1:02:20.520]  By 324 votes
[1:02:20.520 --> 1:02:22.520]  To 298
[1:02:22.520 --> 1:02:24.520]  A majority of 26
[1:02:24.520 --> 1:02:26.520]  To reject the amendment
[1:02:26.520 --> 1:02:28.520]  Past in the Lords
[1:02:28.520 --> 1:02:30.520]  Enabling Parliament to take charge
[1:02:30.520 --> 1:02:32.520]  Of the negotiating strategy
[1:02:32.520 --> 1:02:34.520]  If MPs voted against the Brexit deal
[1:02:34.520 --> 1:02:36.520]  That will not happen
[1:02:36.520 --> 1:02:38.520]  Parliament will not be able
[1:02:38.520 --> 1:02:40.520]  To take charge of the negotiating strategy
[1:02:40.520 --> 1:02:42.520]  Which means a much better deal
[1:02:42.520 --> 1:02:44.520]  For Brexiteers
[1:02:44.520 --> 1:02:46.520]  Because we are much more likely to get the Brexit we wanted
[1:02:46.520 --> 1:02:48.520]  Because MPs
[1:02:48.520 --> 1:02:50.520]  The people we voted for
[1:02:50.520 --> 1:02:52.520]  Won't be able to overturn
[1:02:52.520 --> 1:02:54.520]  The decision of 17.4 million people
[1:02:54.520 --> 1:02:56.520]  So that's a fantastic thing
[1:02:56.520 --> 1:02:58.520]  But it does show the House of Lords
[1:02:58.520 --> 1:03:00.520]  Working against democracy
[1:03:00.520 --> 1:03:02.520]  In the UK effectively
[1:03:02.520 --> 1:03:04.520]  Because the House of Lords
[1:03:04.520 --> 1:03:06.520]  Want to put Parliament in control
[1:03:06.520 --> 1:03:08.520]  And no longer is it actual Lords
[1:03:08.520 --> 1:03:10.520]  That go back to England
[1:03:10.520 --> 1:03:12.520]  That's now bureaucratically installed folks
[1:03:12.520 --> 1:03:14.520]  Almost like the EU permanent bureaucracy
[1:03:14.520 --> 1:03:16.520]  It's this dictatorship
[1:03:16.520 --> 1:03:18.520]  It's almost like a communist Politburo
[1:03:18.520 --> 1:03:20.520]  Oh, absolutely, and I can see
[1:03:20.520 --> 1:03:22.520]  In my lifetime the House of Lords being abolished
[1:03:22.520 --> 1:03:24.520]  Absolutely, the British people
[1:03:24.520 --> 1:03:26.520]  Aren't going to take this lying down at all
[1:03:26.520 --> 1:03:28.520]  Most of them are geriatrics
[1:03:28.520 --> 1:03:30.520]  Over the age of 85
[1:03:30.520 --> 1:03:32.520]  Exploring because they're all doubly incontinent
[1:03:32.520 --> 1:03:34.520]  So it's time they were all got abolished
[1:03:34.520 --> 1:03:36.520]  I totally agree, they need to abolish it
[1:03:36.520 --> 1:03:38.520]  And create another House of Parliament
[1:03:38.520 --> 1:03:40.520]  You need two systems
[1:03:40.520 --> 1:03:42.520]  They all got told last week
[1:03:42.520 --> 1:03:44.520]  Sleeping while they're in there
[1:03:44.520 --> 1:03:46.520]  They get their $500 expenses today
[1:03:46.520 --> 1:03:48.520]  I know it's night time
[1:03:48.520 --> 1:03:50.520]  Over in Russia and you've got important things to do
[1:03:50.520 --> 1:03:52.520]  But we've got to do the Tommy Robinson update
