[00:00.000 --> 00:02.060]  you
[1:06:35.460 --> 1:06:38.580]  Just one right-wing terror attack was recorded for the entire year
[1:06:38.660 --> 1:06:43.860]  13 attacks were blamed on jihadis while the majority of the attacks nearly 100 were by separatist movements
[1:06:44.100 --> 1:06:51.540]  terrorist attacks which led to deaths and injuries are almost exclusively islamic and gets who advocates open borders and radical islam
[1:06:51.780 --> 1:06:57.220]  Is select the statistics disprove the narrative that conservatives and libertarians represent a major terrorist threat
[1:06:57.220 --> 1:07:01.300]  A claim the major media was pushing after the recent attack on muslim snare moscow in london
[1:07:01.380 --> 1:07:06.900]  The study came from europe hole law enforcement agency of the european union tasked with combating organized crime and terrorism
[1:07:06.980 --> 1:07:12.820]  Additionally terror experts in the u.s. Are also warning that left-wing terror represents a far bigger concern than ever before
[1:07:12.980 --> 1:07:19.780]  Which isn't surprising given how the establishment keeps promoting violence against president trump. You can find out more at info wars.com
[1:07:19.940 --> 1:07:24.100]  This is kid daniels reporting after being sold out for months our best-selling super blue florida
[1:07:24.100 --> 1:07:29.780]  Fluoride toothpaste is now back in stock at info wars store.com the first shipment of super blue sold out in one week
[1:07:29.780 --> 1:07:35.780]  I thought it would be a six-month supply for lusters and since then people are beating down our doors wanting to be able to resupply
[1:07:35.940 --> 1:07:39.300]  Their super blue research across the board is clear in fact
[1:07:39.380 --> 1:07:45.220]  It's certified when bacteria infect your gums it can enter your bloodstream and even contribute to blood clots and heart attacks
[1:07:45.300 --> 1:07:52.100]  That's why the last surgeon generals report on oral health warns that your oral health can have a serious impact on your entire body
[1:07:52.100 --> 1:07:57.140]  Super blue fluoride free toothpaste is a groundbreaking new formula. It's loaded with good halogen iodine
[1:07:57.220 --> 1:08:01.380]  Some of the bad halogen fluoride super blue contains natural oils and ingredients
[1:08:01.460 --> 1:08:05.620]  Use its biblical times to help wipe out bad bacteria and eliminate bad breath
[1:08:05.780 --> 1:08:10.980]  Just some of the ingredients in super blue chosen by our dental experts include xylitol peppermint oil
[1:08:11.140 --> 1:08:17.860]  Iodine nano silver and more learn more about info wars life super blue toothpaste at info wars life.com
[1:08:17.860 --> 1:08:24.260]  And support the info war while you support healthy gums and teeth. Alex Jones here to tell you about how you can help spread liberty
[1:08:24.340 --> 1:08:28.340]  Worldwide also enjoying what I have found to be the best tasting 100
[1:08:28.420 --> 1:08:31.540]  Percent organic coffee on the planet for more than a decade
[1:08:31.700 --> 1:08:37.700]  My favorite coffee has come from the high mountains of southern Mexico where the Chiapas farmers grow their unique shade grown
[1:08:37.780 --> 1:08:43.540]  Arabica beans we have now managed to secure these sought after beans in a highly customized blend
[1:08:43.540 --> 1:08:50.420]  Discover and try a bag of the patriot blend 100 organic coffee at info wars life.com
[1:08:50.500 --> 1:08:55.620]  This coffee gives you a long smooth pick me up for hours without the headaches and heartburn
[1:08:55.700 --> 1:08:58.180]  That's so many other coffees give me personally hands down
[1:08:58.260 --> 1:09:05.940]  This is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers drop by the site today
[1:09:06.100 --> 1:09:12.420]  Order a bag or two and I don't think you're going to be disappointed available in original or with our immune support infusion blend
[1:09:12.420 --> 1:09:21.140]  You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee available at info wars life.com
[1:09:28.980 --> 1:09:37.140]  The answer to 1984 is 1776 you're listening to the Alex Jones show
[1:09:37.140 --> 1:09:44.420]  Well, let the Jedi council begin gentlemen
[1:09:45.540 --> 1:09:49.380]  Oh insurer here filling in for Alex Jones today. He is on a well
[1:09:49.380 --> 1:09:53.460]  He says vacation the the man can't take a vacation wild horses really couldn't drag him away
[1:09:53.780 --> 1:09:59.380]  I'm joined by Gary Haven obviously David night still with us joe big sitting here as well a full-on Jedi council
[1:09:59.940 --> 1:10:06.900]  And a whole waterfront of interesting news to talk about I know Gary that you've got something that's actually near and dear to you
[1:10:06.900 --> 1:10:08.580]  What's going on in Haiti?
[1:10:08.580 --> 1:10:12.980]  The sex trafficking that's going on down there. Why don't we lead off with that? Okay, great
[1:10:13.940 --> 1:10:18.420]  All right, joe. I mentioned during the break something that I hadn't thought about
[1:10:19.940 --> 1:10:22.580]  About megan kelly making a comment once you start off with that
[1:10:22.660 --> 1:10:26.900]  Well, yeah, megan kelly came here and she was questioning you and the other journalists saying hey
[1:10:27.540 --> 1:10:31.780]  You consider yourself a journalist, you know, like that was a big one when you wake up in the morning and you go
[1:10:31.780 --> 1:10:33.700]  Well, I pray I look at the news
[1:10:33.700 --> 1:10:38.660]  I you know, I kind of come up with my own commentary and give my opinion on what I'm seeing or my you know
[1:10:38.660 --> 1:10:42.900]  What I do which is what pretty much all people who do what we do do, you know
[1:10:42.900 --> 1:10:44.260]  They all have that same thing
[1:10:44.260 --> 1:10:47.060]  But what she doesn't do is get out from behind her desk
[1:10:47.220 --> 1:10:51.940]  What she does do is read a teleprompter and what we don't do here is read teleprompters
[1:10:51.940 --> 1:10:55.620]  We don't have a single teleprompter in this entire place. We aren't given any script
[1:10:56.020 --> 1:10:59.460]  Right, we read the news. We give our honest analysis on what it is
[1:10:59.460 --> 1:11:03.940]  We see and she says certain has the gall to tell us. Oh, well, you guys aren't journalists
[1:11:04.180 --> 1:11:08.180]  I don't see her going to Haiti. There was no one else out there when we went. It was just us
[1:11:08.500 --> 1:11:13.220]  Yeah, I didn't see her. I didn't see her ever on the streets dealing with protesters or at the rnc or the dnc
[1:11:13.220 --> 1:11:16.980]  I never saw her out there. I never saw her at ferguson. I didn't see I saw you at ferguson actually
[1:11:17.060 --> 1:11:19.620]  I saw you at ferguson, but no megan was a Paris attack
[1:11:19.780 --> 1:11:24.900]  And what they do is they get an assignment from their editor. They're told what to cover
[1:11:24.900 --> 1:11:31.140]  And then they put this stuff together and somebody writes a script for her and she reads it and that's not journalism
[1:11:31.540 --> 1:11:36.100]  We do the investigation and when you look at this stuff, you know, she picks something like sandy hook
[1:11:36.100 --> 1:11:42.580]  It's a very complicated situation if we look at a situation like that's very easy for them to demagogue that and we don't have time
[1:11:42.980 --> 1:11:48.980]  And that certainly would not give alex time in that to talk about details and why we were concerned about the official story
[1:11:48.980 --> 1:11:53.300]  They're going to push the government's official story anybody that questions that they're simply wrong
[1:11:53.300 --> 1:11:55.300]  But that's the kind of homogenous
[1:11:56.100 --> 1:12:02.660]  Controlled news media that she and tom brawkow represent and they think that they can still do that in this day and age
[1:12:02.660 --> 1:12:07.060]  They can't everyone's got a cell phone. Everyone has a website everyone has the ability to put out information
[1:12:07.700 --> 1:12:11.140]  From ground zero where something happens as soon as breaking news happens
[1:12:11.140 --> 1:12:18.260]  We have an inside look at what's going on when something happens in Haiti. I got you on the ground. I go. Hey, what's going on here?
[1:12:18.260 --> 1:12:23.380]  This is happening boom. It's out there. You know, hey, what's going on in Paris? We got someone out there boom. We know
[1:12:23.540 --> 1:12:28.340]  We don't need to wait on them to get their script for them to tell us what they want how to fabricate the story
[1:12:28.500 --> 1:12:32.980]  We can do it boots on the ground right there every day citizens and knock it out and knock them out of the park
[1:12:33.460 --> 1:12:36.900]  And one of the things and I don't know if you want to talk about one of the things that you know
[1:12:37.220 --> 1:12:43.620]  Always we get fired up about is when we hear about human sex trafficking, you know pedophile especially especially with the youth
[1:12:43.620 --> 1:12:49.300]  They never report on that. No, even when we have the stories with with children being found in cages
[1:12:49.300 --> 1:12:53.540]  I mean, that's the kind of stuff that makes your blood boy. That's kind of stuff that you want to get on air and scream to the world
[1:12:53.540 --> 1:12:57.620]  Hey, we've got nasty pedophile people out there that are putting kids in cages, man
[1:12:57.860 --> 1:13:00.900]  Let's do something about this and then there was a story there was a raid
[1:13:01.380 --> 1:13:03.860]  I think it was actually it may have been on a un ground
[1:13:03.860 --> 1:13:07.300]  But there was a raid in Haiti where they found a bunch of kids
[1:13:07.300 --> 1:13:11.060]  They found the people that were trafficking them and this is the kind of stuff that goes in
[1:13:11.060 --> 1:13:18.580]  In places like Haiti where the infrastructures collapsed the Clinton foundation took billions of dollars did nothing for Haiti and these people are suffering
[1:13:19.220 --> 1:13:26.900]  You know, uh, a lot of your listeners were among the few Americans that actually knew about the disaster that happened in Haiti back in October
[1:13:27.460 --> 1:13:34.420]  Uh, there was a massive hurricane hurricane Matthew that went through and and it displaced a million people on this island
[1:13:34.660 --> 1:13:38.580]  They lost their the roofs of their homes their crops their sources of water
[1:13:38.580 --> 1:13:42.500]  And and it was about four weeks before the election
[1:13:42.900 --> 1:13:49.540]  And so I was watching this and and and it immediately went down there as soon as the hurricane cleared Florida
[1:13:50.100 --> 1:13:53.780]  To help these people, but I noticed that there was no mainstream media
[1:13:54.260 --> 1:13:58.340]  That was down there covering this this holocaust that happened in our own hemisphere
[1:13:58.900 --> 1:14:04.660]  So I called Alex and uh, and he grabbed Joe and Michael Zimmer and and and they went with me
[1:14:04.660 --> 1:14:07.940]  So that we could tell the world what was going on there now
[1:14:08.420 --> 1:14:13.620]  Why wasn't the media there and in the answer to that is that is that Hillary Clinton was vulnerable?
[1:14:14.020 --> 1:14:20.900]  Uh, uh just before the election because it was really common knowledge that uh, they collected over two billion dollars
[1:14:21.300 --> 1:14:28.100]  And less than two percent had gone to help the people and of course the Clinton foundation was nowhere to be found with a million people suffering
[1:14:28.100 --> 1:14:34.580]  So I thought we better get a news team down here to cover this thing so the American people can know what's going on
[1:14:34.740 --> 1:14:36.740]  He also bought a fleet of planes
[1:14:37.620 --> 1:14:42.180]  And hired pilots to come in coordinated with your via your wife who's an expert
[1:14:42.580 --> 1:14:46.020]  It coordinating logistics. I mean hold on. Yeah, Diane was
[1:14:47.380 --> 1:14:49.380]  Yeah, she kept she kept those people alive
[1:14:49.860 --> 1:14:54.020]  Uh, you you guys flew the airplanes and she was just like boom boom boom boom boom boom boom boom everywhere
[1:14:54.020 --> 1:14:59.140]  It was crazy. Yeah, you know, not only were we able we were the only air evac for two of the major cities down there
[1:14:59.300 --> 1:15:05.140]  So these uh thousands of people that had been injured during the hurricane had no way to get to the hospitals in porter prints
[1:15:05.460 --> 1:15:09.300]  So when we would fly out in our cargo planes and unload the cargo and the doctors
[1:15:09.620 --> 1:15:13.780]  We would load up the planes with gurneys. Uh, I'm glad the f a wasn't there
[1:15:13.780 --> 1:15:16.820]  I mean we had literally people stacked on top of each other
[1:15:17.300 --> 1:15:22.420]  And and we would fly them back in in hospitalized them in porter prints and over the six weeks
[1:15:22.420 --> 1:15:29.780]  We were there. We literally saved dozens of lives because these people had no place to to to be treated out in the field like that
[1:15:30.420 --> 1:15:33.540]  Uh, but getting the story and and I tell you Joe you guys
[1:15:34.180 --> 1:15:37.620]  You and michael did an amazing job. This is a Pulitzer prize winning stuff
[1:15:38.180 --> 1:15:44.020]  Uh, you know, I've never seen meg and kelly do a Pulitzer prize winning story that that that uh,
[1:15:44.500 --> 1:15:50.260]  Literally save lives. I mean it was a huge you guys that's news and that was newsworthy
[1:15:50.260 --> 1:15:58.500]  And one little side incident on it is uh, uh, uh, we were discovering the tations hate the clintons because they're the haters are aware
[1:15:58.900 --> 1:16:04.820]  That the clintons have uh stolen billions of dollars from the pores to the pore in our hemisphere
[1:16:05.140 --> 1:16:10.500]  So joe interviewed me on the tarmac and uh, and I did what I call the hillary rant
[1:16:10.740 --> 1:16:15.060]  It was 34 minutes and this is eight days before the election and it went viral
[1:16:15.460 --> 1:16:17.620]  a million people and you got to think
[1:16:17.620 --> 1:16:22.980]  Uh, a million people finding out the truth about hillary clinton being a thief and a monster
[1:16:23.380 --> 1:16:28.660]  Uh influenced the 10 000 election electoral votes in michigan or in pennsylvania
[1:16:28.980 --> 1:16:34.340]  So, uh, joe, I tell you what, uh, we were a great team in Haiti and i'm really proud of what we we did there
[1:16:34.420 --> 1:16:35.620]  I mean it definitely changed my life
[1:16:35.620 --> 1:16:38.020]  I mean to see what's going on to see these people
[1:16:38.500 --> 1:16:43.620]  In pain and and the amount of help that they needed and the amount of money that was just sitting there
[1:16:43.620 --> 1:16:47.140]  Waiting to be used but you had these politicians
[1:16:47.780 --> 1:16:51.620]  Politicking in port-a-prince and some fancy restaurant over their lobster dinners
[1:16:52.020 --> 1:16:54.260]  Fighting and bickering over whose way is going to work?
[1:16:54.500 --> 1:16:58.100]  Meanwhile, nothing gets done and it takes you to fly out of Waco
[1:16:58.660 --> 1:17:02.980]  To gather people to go in there and actually make change and save lives
[1:17:02.980 --> 1:17:07.540]  I mean there was a guy who had his back broken remember that 14 year old
[1:17:07.780 --> 1:17:08.660]  Oh, yeah, it was yeah
[1:17:08.660 --> 1:17:13.380]  It was a 14 year old and the palm tree had fallen when the hurricane hit and went through the house and landed
[1:17:13.780 --> 1:17:18.100]  His mom is hacking through trees to clear out because there's no open roadways
[1:17:18.500 --> 1:17:23.940]  I mean just to hear the stories that these families went through just to get to where there was at least hope
[1:17:24.180 --> 1:17:27.700]  That a hospital had survived. I mean this is like if you look at Haiti
[1:17:27.700 --> 1:17:32.100]  There's a northern peninsula and southern peninsula and the southern peninsula was the part that was devastated the most
[1:17:32.420 --> 1:17:36.260]  These people had no road every tree was knocked over like toothpicks when we flew over
[1:17:36.260 --> 1:17:42.260]  And they had to hack through these palm trees by hand with machetes and then move a car afoot
[1:17:42.740 --> 1:17:47.220]  Hack hack hack move afoot. It took one kid seven days just to get to where we were
[1:17:47.780 --> 1:17:50.340]  And they didn't even know if they were going to a place that was just a dead end
[1:17:50.820 --> 1:17:52.980]  The hospital could have been demolished, but that was their only hope
[1:17:52.980 --> 1:17:57.780]  That's the only thing even got him through the day the mom through the day to survive to get that little boy there
[1:17:58.020 --> 1:18:03.060]  You know, and it's amazing. I actually ran into some Haitian protesters at a
[1:18:03.060 --> 1:18:09.060]  Uh presidential debate and they're standing outside and they're trying to raise awareness for how
[1:18:09.460 --> 1:18:14.980]  Hillary Clinton basically robbed them. I mean stole money from them and they're just sitting there
[1:18:14.980 --> 1:18:19.700]  And I can only imagine what it's like in Haiti. They're just sitting there like how can anybody vote for her
[1:18:20.260 --> 1:18:22.260]  Like we know this woman is a thief
[1:18:22.660 --> 1:18:26.660]  Yeah, and you can see it and they're just the fact that people would vote for them. They're so ashamed
[1:18:26.660 --> 1:18:30.740]  They're so just in awe like how could anyone vote for this devil?
[1:18:30.740 --> 1:18:35.620]  We've talked to Anzalee Donto several times talking about the corruption in Haiti
[1:18:35.860 --> 1:18:42.580]  And I think what you did is a good example of why it's voluntary association people working directly what you did
[1:18:43.060 --> 1:18:49.140]  To directly help those people rather than going to some corrupt charitable organization like Hillary Clinton's
[1:18:49.380 --> 1:18:54.020]  Foundation or even using the government because the government will do the same thing as well
[1:18:54.020 --> 1:19:00.980]  They will they will profiteer off of other people's suffering and then set on the money not really apply it well
[1:19:01.140 --> 1:19:04.820]  And that's especially true in third world countries exactly what you were talking about there
[1:19:04.820 --> 1:19:10.020]  But that's the key thing that was what made America different when Alexis de Tocqueville came to America
[1:19:10.020 --> 1:19:13.380]  He wrote his democracy in America. He said in America people
[1:19:13.940 --> 1:19:19.060]  See a problem. They come together voluntarily like you did Gary. They take care of it everywhere else
[1:19:19.140 --> 1:19:23.300]  They just they collect money for it. They steal it. They don't they don't ever solve the problem
[1:19:23.300 --> 1:19:28.260]  It's just the nature of it. Yeah, I I didn't tell you this David, but I'm on the short list for the u.s.
[1:19:28.340 --> 1:19:30.500]  Ambassadorship to Haiti. Wow. He is
[1:19:31.540 --> 1:19:38.500]  Excellent, uh, you know, not only do I have the business experience having run the 10th largest franchise company in the world in 92 countries
[1:19:39.540 --> 1:19:44.020]  But uh, and I have a degree in health and nutrition and and uh, and I'm a farmer and rancher
[1:19:44.020 --> 1:19:49.060]  So I have I cover a lot of the bases and I've been to Haiti countless times live there six weeks after the hurricane
[1:19:49.060 --> 1:19:53.060]  Uh, but is a franchise or the founder of curves
[1:19:53.860 --> 1:19:55.860]  My job my skill set was gathering
[1:19:56.820 --> 1:19:58.820]  Thousands of people with a common interest
[1:19:59.300 --> 1:20:00.900]  In bringing them together
[1:20:00.900 --> 1:20:07.060]  For one purpose and and in Haiti the greatest resource over there is the hundreds of NGOs
[1:20:07.700 --> 1:20:12.820]  There are thousands of volunteers. There are millions of dollars that are all working independently
[1:20:13.140 --> 1:20:17.220]  And so the waste and the corruption and and the barriers to accomplish it
[1:20:17.220 --> 1:20:23.620]  So if if I do get the nod and and do become the ambassador my goal is to organize those those
[1:20:24.260 --> 1:20:25.780]  massive resources
[1:20:25.780 --> 1:20:28.180]  And and help them to move in the same direction together
[1:20:28.180 --> 1:20:34.180]  So I have a great particular skill set and experience and I think that's the hope for Haiti and the other thing is is that
[1:20:34.580 --> 1:20:36.980]  Uh, uh, the u.s. influence in Haiti
[1:20:37.700 --> 1:20:39.940]  under the the the uh, clinton
[1:20:40.420 --> 1:20:42.420]  uh
[1:20:42.420 --> 1:20:43.940]  State department
[1:20:43.940 --> 1:20:45.940]  Was massively corrupt. Oh, yeah
[1:20:45.940 --> 1:20:50.660]  Uh, the current president of the president before martellie. Yeah, they rigged that election
[1:20:50.900 --> 1:20:56.420]  Yeah, and it's as blatant as can be and I don't know the whole history because I've I've made myself an expert on it
[1:20:56.900 --> 1:20:58.900]  I won't go into that but uh
[1:20:58.900 --> 1:20:59.780]  All right
[1:20:59.780 --> 1:21:02.020]  It has not been in the interest of the Haitian people
[1:21:02.580 --> 1:21:06.260]  And and I believe sending somebody like me that's not bought and paid for
[1:21:06.660 --> 1:21:09.540]  Uh, that has the courage to stand and fight
[1:21:09.940 --> 1:21:12.500]  Well, we we got to go to break but we're breaking news right now
[1:21:12.500 --> 1:21:17.460]  Gary haven on the shortlist for the ambassador to Haiti. Let's hope that that is a very short list
[1:21:17.940 --> 1:21:19.940]  Yeah, we'll be right back
[1:21:21.540 --> 1:21:24.820]  It's a no-brainer a big burkey water filter is the one you need period
[1:21:24.900 --> 1:21:27.300]  You need a water filter that removes chlorine fluoride
[1:21:27.860 --> 1:21:32.820]  Pharmaceuticals bpa and other endocrine disruptors pesticides bacteria viruses and much more, right?
[1:21:32.900 --> 1:21:38.420]  And does it all at only two cents per gallon get the original most trusted name in gravity water filtration big burky
[1:21:38.420 --> 1:21:47.540]  And now gcm listeners receive 5 off ceramic filter systems using code gcm call or click 1877 99 burky or big burky water filters dot com
[1:21:47.620 --> 1:21:50.900]  That's one eight seven seven nine nine b e r k e y
[1:21:51.380 --> 1:21:56.340]  The answer to being in control of your own health care is freedom from insurance
[1:21:56.500 --> 1:22:01.940]  Become part of a group of self-pay patients that come together to share in each other's medical expenses
[1:22:02.260 --> 1:22:07.140]  Individual share amounts begin at one hundred seven dollars a month and three hundred forty seven for families
[1:22:07.140 --> 1:22:09.140]  Choose from three health sharing programs
[1:22:09.220 --> 1:22:15.700]  Polistic treatments may be eligible for sharing the guidelines discount programs available for dental vision and pharmacy
[1:22:15.940 --> 1:22:20.260]  Go to liberty on call dot org. That's liberty on call dot org
[1:22:21.060 --> 1:22:28.580]  Imbricks essentials. That's my middle name. I've spent seven years off and on trying to get a big national brand
[1:22:28.740 --> 1:22:33.860]  That's already trusted to let us private label an entire line of personal care products
[1:22:33.860 --> 1:22:37.300]  That's organic high quality. This is one of the top three
[1:22:37.860 --> 1:22:42.740]  selling organic brands in the country that puts out high quality organic shampoo
[1:22:43.220 --> 1:22:48.900]  Mouthwash you name it and they're such patriots. They have led us basically keep their well known packaging
[1:22:49.060 --> 1:22:54.660]  It is an answer to prayer because we're cutting out the middleman 20 off retail sign of ferato ship an additional
[1:22:55.300 --> 1:23:02.580]  25 off it's all there the body wash the shampoo the deodorant the mouthwash all of it is truly game changing
[1:23:02.580 --> 1:23:05.620]  It is the exact same product. Just the name is different
[1:23:05.780 --> 1:23:13.220]  Imbricks essentials and it's on average 20 off what it would be in stores buying it directly from info or store dot com
[1:23:13.380 --> 1:23:19.380]  Help us win the info war while getting products or by needs info wars life dot com where you'll find the entire line of
[1:23:19.380 --> 1:23:20.660]  Imbricks essentials
[1:23:20.660 --> 1:23:24.180]  If food became scarce would you be able to feed yourself and your family?
[1:23:24.340 --> 1:23:29.860]  Have you found some emergency food supplies can cost upwards of 300 dollars for a month supply and worst of all
[1:23:29.860 --> 1:23:34.740]  They're packed with chemicals and other unpronounceable ingredients at northwest fork dot com
[1:23:34.900 --> 1:23:42.020]  Our mission is to provide you with food that's not only healthy and natural but also affordable at northwest fork dot com for only
[1:23:42.580 --> 1:23:49.300]  127 dollars you can order meals that are naturally high in fiber carbs and protein packaged in mylar bags with oxygen absorbers
[1:23:49.540 --> 1:23:53.380]  For superior shelf life for a limited time only your order ships free
[1:23:53.380 --> 1:24:01.060]  But that's not all inter promo code prep tend to receive 10 off your entire order call 800 700 21 84 today
[1:24:01.380 --> 1:24:06.500]  Northwest fork dot com keeps prices low by buying directly from suppliers in the pacific northwest
[1:24:06.660 --> 1:24:15.380]  Then passing the savings to you go to northwest fork dot com or call 800 700 21 84 for the most cost effective and healthy food storage solution
[1:24:15.620 --> 1:24:19.540]  That's northwest fork dot com at 800 700 21 84
[1:24:19.540 --> 1:24:23.700]  More be prepared for the next disaster with the shelter pod
[1:24:23.860 --> 1:24:27.780]  The shelter pod is a large all season heavy duty quick deploy shelter
[1:24:27.940 --> 1:24:33.540]  The shelter pod system can be set up in 30 seconds and includes an emergency medical kit water filter
[1:24:33.700 --> 1:24:37.460]  Survival tools and more are you prepared to take care of your family?
[1:24:37.620 --> 1:24:39.860]  Do you have everything in one place ready to go?
[1:24:40.180 --> 1:24:46.900]  Get it now or enter to win a complete shelter pod system at shelter pod dot com the shelter pod at shelter pod dot com
[1:24:46.900 --> 1:24:48.900]  Shelter when you need it most
[1:24:50.100 --> 1:24:55.940]  Maybe not today. Maybe not tomorrow, but soon you'll need a plan and place to survive
[1:24:56.340 --> 1:25:03.140]  Forget bunkers. You're not a live underground gopher. You need survivalist camps the ultimate fully functional off the grid
[1:25:03.220 --> 1:25:09.620]  Mobile survival bug outhouse. That's well equipped and custom built to outlast any other RV or trailer fold statement
[1:25:09.860 --> 1:25:15.220]  You bet see him now at survivalist camps dot com. That's survivalist camps dot com
[1:25:15.220 --> 1:25:18.660]  Trust your family survival to survivalist camps dot com
[1:25:33.620 --> 1:25:35.620]  Welcome back to the alex joneshow
[1:25:35.700 --> 1:25:41.300]  Owen shroyer filling in star studded cast here today gary haven david knight and joe biggs
[1:25:41.300 --> 1:25:47.060]  And we were just discussing haiti as we left the last segment. We'll rejoin that discussion now
[1:25:47.620 --> 1:25:52.900]  More specifically talk about something that was pretty much ignored by the mainstream media as far as I can
[1:25:53.460 --> 1:25:57.460]  Could tell and you know how it goes if the mainstream media doesn't touch it. It's just a conspiracy theory
[1:25:57.620 --> 1:26:00.580]  But you brought up the name monica peterson who actually
[1:26:01.380 --> 1:26:03.380]  unfortunately
[1:26:03.460 --> 1:26:06.660]  She was deceased because of what she was doing in haiti
[1:26:06.660 --> 1:26:10.500]  Yeah, you know after I'd done my clinton rant. Thanks to joe here
[1:26:11.060 --> 1:26:17.300]  Uh, and then hillary lost. Thank god. I thought wow, you know, I may survive this
[1:26:18.180 --> 1:26:19.300]  and
[1:26:19.300 --> 1:26:22.340]  And I was at haiti when it happened a week after the election
[1:26:22.820 --> 1:26:25.380]  monica peterson, uh, who was a young woman?
[1:26:26.020 --> 1:26:28.820]  who had uh gone to haiti to investigate
[1:26:29.460 --> 1:26:33.060]  The child sex trafficking affiliation with the clinton foundation
[1:26:33.060 --> 1:26:38.900]  I I was suicided and this was the young woman who had every reason to live
[1:26:38.900 --> 1:26:40.900]  She was she was doing something purposeful
[1:26:41.460 --> 1:26:47.220]  And by the way, there's been no release of information about her death and investigation to this day
[1:26:47.940 --> 1:26:48.900]  uh
[1:26:48.900 --> 1:26:50.900]  And and so a week after the election
[1:26:52.020 --> 1:26:53.140]  people
[1:26:53.140 --> 1:26:54.660]  affiliated with
[1:26:54.660 --> 1:26:59.940]  Investigation of the clintons gets uh, suicided. I thought well, uh, maybe I need to
[1:26:59.940 --> 1:27:03.220]  Get my my head up a little bit longer
[1:27:03.780 --> 1:27:10.900]  Uh, uh, and then of course we we know that the clinton foundation had an affiliation with child sex trafficking in haiti
[1:27:11.540 --> 1:27:17.540]  Uh, uh, because of uh, uh, the laur sills of the investigation. Uh, this was a woman who who was in haiti
[1:27:18.020 --> 1:27:21.860]  who, um, uh got caught transporting children across the border
[1:27:22.420 --> 1:27:27.060]  into the dominican republic, uh, and she was arrested and uh, uh in held
[1:27:27.060 --> 1:27:34.180]  And hillary clinton and whom i've been in were we're sending emails back and forth about laur sills of it
[1:27:34.660 --> 1:27:40.980]  And and an attorney that was affiliated with the clinton foundation was sent down there to secure her release
[1:27:41.700 --> 1:27:45.220]  Uh, and of course the clintons are heavily involved in
[1:27:46.020 --> 1:27:49.940]  election fraud down there and getting their people elected. So they have a lot of influence
[1:27:50.500 --> 1:27:54.740]  Uh, I met and this has been going on since the 90s too. Oh, yeah. Yeah, it's it's uh
[1:27:54.740 --> 1:28:01.940]  Uh, uh, well at least since bush was was an office. We've now seen the the uh, uh, yeah
[1:28:02.260 --> 1:28:08.100]  You know, there's there's so much evidence of of our influence america's influence on the policy thing too here gary is
[1:28:08.500 --> 1:28:13.380]  The rich mineral resources of haiti people understand it's such a poor country. Why are they doing this?
[1:28:13.460 --> 1:28:19.940]  Well, it's a poor country because their politics, but they have a vast mineral resources. That's right. You know, uh, hillary's brother
[1:28:20.580 --> 1:28:22.580]  uh, uh
[1:28:22.580 --> 1:28:25.060]  Got the first gold lease
[1:28:25.860 --> 1:28:31.620]  In the country got it for a nominal amount of money. Uh, uh, and again, it's shocking pay to play
[1:28:32.260 --> 1:28:38.580]  Uh benefits of being associated with these people, you know, and not to change the subject, but uh, uh, this there's so much
[1:28:38.900 --> 1:28:43.540]  Evidence on pay to play whether it's uranium or or are you are you name it out there?
[1:28:44.100 --> 1:28:45.620]  uh
[1:28:45.620 --> 1:28:50.420]  Why trump doesn't understand that the best defense is a strong offense
[1:28:50.420 --> 1:28:55.780]  He should be going after these people and filling up the news cycle filling up the prisons
[1:28:56.260 --> 1:29:01.140]  And the prisons with with the with these criminals that have aligned against him right now
[1:29:01.540 --> 1:29:03.540]  And uh, I don't see that he has a choice
[1:29:03.780 --> 1:29:08.580]  And and and I tell you chief among them is pedophilia, you know what what they all have in common
[1:29:08.580 --> 1:29:14.100]  These elitists is pedophilia. You know that uh, uh, the justice department under trump has already
[1:29:14.100 --> 1:29:21.300]  Prosecuted 1,500 people right for for a pedophilia most arrests ever. I'm constantly documenting it. Yeah
[1:29:21.540 --> 1:29:24.820]  So I think that's the next big thing to to happen. We're gonna find out
[1:29:25.220 --> 1:29:28.980]  Uh, the the people in power in this country, uh, john pedesta and his
[1:29:29.940 --> 1:29:31.940]  His is weird brother
[1:29:31.940 --> 1:29:36.020]  Yeah, and you know the weird art collection. That's normal. Yeah
[1:29:37.460 --> 1:29:40.420]  I'll fontate if you look at his art collection
[1:29:40.420 --> 1:29:47.300]  Okay, and and you know any reasonable person will look at that art and say this guy is sick
[1:29:47.940 --> 1:29:50.820]  Uh, he's nuts and I don't care what other evidence you need
[1:29:51.460 --> 1:29:53.780]  You look at that and you need to ask some questions
[1:29:54.180 --> 1:29:58.020]  And you know the great thing about alex and and what I would encourage him to do
[1:29:58.500 --> 1:30:02.420]  Uh more often is to point out that he just asked him the questions that ought to be asked
[1:30:02.420 --> 1:30:11.460]  You know, he's not making his conclusions, you know, he he uh has done thousands of stories and I think he's apologized uh a dozen times
[1:30:12.100 --> 1:30:14.660]  And you know when we sit here and we aren't reading a script
[1:30:15.060 --> 1:30:21.220]  But we're thinking out loud and in and asking the questions that most americans are too afraid to ask by the way
[1:30:21.300 --> 1:30:24.900]  Right, you know, I'm not afraid. I have the courage and as an american
