[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[00:44:42.705 --> 00:44:51.774]  Staging terror attacks against their government to destabilize it.
[00:44:51.774 --> 00:45:01.043]  That Iran has been taking it and has been laying down and doing nothing provocative and not even really sending ships into their own waters that are just a few miles off their coast.
[00:45:01.043 --> 00:45:04.407]  But now they've launched missile cruisers deep into the Gulf.
[00:45:06.132 --> 00:45:11.117]  In a menacing fashion, and then their admiral comes out and says, we're ready to engage you.
[00:45:11.117 --> 00:45:17.963]  And this on the heels of Israel coming out and blowing the war trumpets and saying, we're getting ready to hit Iran and hit them hard.
[00:45:17.963 --> 00:45:20.446]  We're getting ready for tank wars.
[00:45:20.446 --> 00:45:23.368]  We're getting ready for tank wars.
[00:45:23.368 --> 00:45:24.910]  What on earth are they talking about?
[00:45:26.880 --> 00:45:31.004]  So, all over the world we see the makings of a World War I or a World War II.
[00:45:31.004 --> 00:45:33.067]  We see the battle lines being drawn.
[00:45:33.067 --> 00:45:36.270]  We see everything escalating into the stratosphere.
[00:45:36.270 --> 00:45:40.575]  We see the New World Order, what I call chaos, right out of the...
[00:45:43.953 --> 00:45:48.756]  Get Smart, you can call it Spectre if you want, but that's the establishment throwing it in our face.
[00:45:48.756 --> 00:46:03.363]  These private corporate groups above government that control the Western intelligence agencies and they play the nations off against each other to bring in bankruptcy and war and death and control with themselves at the top.
[00:46:03.363 --> 00:46:09.667]  I mean, do you understand that a state of war between the two Koreas is now in effect after Armistice ended?
[00:46:10.882 --> 00:46:18.643]  After 56 plus years?
[00:46:18.643 --> 00:46:30.186]  Do you understand that North Korea ends armistice, threatens to attack North Korea and starts shooting off missiles into the sea off of South Korea and Japan?
[00:46:30.186 --> 00:46:37.687]  Do you understand Japan said yesterday they're getting ready to hit
[00:46:40.387 --> 00:46:41.948]  Preemptively.
[00:46:41.948 --> 00:46:43.689]  And by the way, they have a right.
[00:46:43.689 --> 00:46:47.652]  North Korea is continually firing missiles over their nation.
[00:46:47.652 --> 00:46:50.373]  Right off their coast.
[00:46:50.373 --> 00:46:53.215]  North Korea hit the United States.
[00:46:53.215 --> 00:46:57.238]  In fact, did you guys find that article about North Korea did the test missile?
[00:46:57.238 --> 00:46:58.178]  Thanks.
[00:46:58.178 --> 00:46:58.839]  I forgot the year.
[00:46:58.839 --> 00:47:00.940]  I wanted to give people the exact year.
[00:47:00.940 --> 00:47:02.661]  Yeah, this is Anchorage Daily News.
[00:47:02.661 --> 00:47:05.163]  Newspapers says North Korean missile pieces found in Alaska.
[00:47:07.273 --> 00:47:11.797]  Officials' puzzles say closest one splashed down hundreds of miles off coast of Alaska.
[00:47:11.797 --> 00:47:14.519]  Oh, they only fired off the coast, but no, they found the missile parts.
[00:47:14.519 --> 00:47:15.500]  I'll cover that.
[00:47:15.500 --> 00:47:16.601]  That was 2003.
[00:47:16.601 --> 00:47:22.046]  This is a country with nukes.
[00:47:22.046 --> 00:47:22.927]  Pakistan.
[00:47:22.927 --> 00:47:29.032]  Paul Watson did a great article on Monday about how the United States and England
[00:47:30.856 --> 00:47:38.400]  And Switzerland, with ABB, board chairman at the time, Donald Rumsfeld.
[00:47:38.400 --> 00:47:39.561]  He's like the devil.
[00:47:39.561 --> 00:47:42.282]  He always appears at the scene of any great crime.
[00:47:42.282 --> 00:47:45.143]  Aspartame gets approved after it killed the monkeys they gave it to.
[00:47:45.143 --> 00:47:49.666]  He's the guy heading Searle up and Monsanto gets it approved.
[00:47:49.666 --> 00:47:51.867]  He gets the Terminator seat approved.
[00:47:51.867 --> 00:47:53.548]  He gives Saddam the WMDs.
[00:47:56.331 --> 00:48:02.798]  He's the guy who, under Gerald Ford, starts the Continental Government Martial Law takeover plan for executive tyranny.
[00:48:02.798 --> 00:48:03.719]  I mean, it's Rumsfeld.
[00:48:03.719 --> 00:48:04.560]  It's Rumsfeld.
[00:48:04.560 --> 00:48:06.422]  He gives the nukes to Pakistan.
[00:48:06.422 --> 00:48:08.164]  He gives the nukes to North Korea.
[00:48:08.164 --> 00:48:08.664]  Rumsfeld.
[00:48:08.664 --> 00:48:09.886]  Rumsfeld.
[00:48:09.886 --> 00:48:18.195]  It's like... I mean, I can see Jesus up on the mountain, and the devil appears in a poof of smoke to say, I'll give you all of this, and it's Rumsfeld.
[00:48:18.195 --> 00:48:18.375]  I mean...
[00:48:20.217 --> 00:48:29.539]  If you want to use the parallel or parable or analogy of the Sith Lord, Palpatine, it's Rumsfeld.
[00:48:29.539 --> 00:48:39.282]  I mean, this guy is at the scene of crimes going back 33, 34 years, and I could list hundreds of them.
[00:48:39.282 --> 00:48:40.082]  It's everywhere.
[00:48:40.082 --> 00:48:43.683]  It's always Rumsfeld.
[00:48:43.683 --> 00:48:48.164]  He is a highest level super gopher for the very top elite.
[00:48:49.400 --> 00:48:51.741]  He is a henchman of the highest order.
[00:48:51.741 --> 00:49:04.365]  He is an imperial legate, probably of a greater order than Henry Kissinger.
[00:49:04.365 --> 00:49:08.546]  You can see him in those press conferences, his hand motions, his body language.
[00:49:08.546 --> 00:49:13.868]  I mean, he is a genius and he is seething with dark gulfs of power.
[00:49:13.868 --> 00:49:16.129]  He wants death and destruction.
[00:49:16.129 --> 00:49:17.950]  He hates America.
[00:49:17.950 --> 00:49:18.810]  He hates freedom.
[00:49:20.669 --> 00:49:22.891]  And he gave the nukes to North Korea.
[00:49:22.891 --> 00:49:25.453]  He was involved giving the nukes to Pakistan.
[00:49:25.453 --> 00:49:29.897]  This guy is a monster!
[00:49:29.897 --> 00:49:37.403]  Paul Watson's coming up in about 15 after, because I want to go to your calls first.
[00:49:37.403 --> 00:49:41.367]  And then look at these other... Russia fears Korea conflict could go nuclear.
[00:49:41.367 --> 00:49:42.688]  Interfax.
[00:49:42.688 --> 00:49:44.629]  North Korea threatens arms strike.
[00:49:44.629 --> 00:49:46.351]  Threatens to attack the South.
[00:49:46.351 --> 00:49:48.292]  World War III is on!
[00:49:48.292 --> 00:49:48.873]  If this happens.
[00:49:52.881 --> 00:49:55.724]  Comprende!
[00:49:55.724 --> 00:49:57.685]  Comprende!
[00:49:57.685 --> 00:50:02.450]  It's kind of like I was going to take off one day to take my children fishing.
[00:50:03.689 --> 00:50:05.931]  I can do that a few times a year.
[00:50:05.931 --> 00:50:07.532]  And I had Burmese.
[00:50:07.532 --> 00:50:08.233]  He was going to sit in.
[00:50:08.233 --> 00:50:09.714]  He was in town at the time making a film.
[00:50:09.714 --> 00:50:11.035]  He now lives here.
[00:50:11.035 --> 00:50:16.920]  And he was going to be on that day and I just came walking in the office and I said, sorry, you're not on because 888 happened.
[00:50:16.920 --> 00:50:30.511]  That was an attempt to start World War III where NATO, the United States, and Israel on record, Israel brags on their own papers, launched a sneak attack on South Ossetia with special forces
[00:50:32.583 --> 00:50:42.266]  Garroding and stabbing in the back and machine-gunning Russian peacekeepers in their bases to try to start World War III.
[00:50:42.266 --> 00:50:45.628]  You see, you're starting to see the picture?
[00:50:45.628 --> 00:50:54.951]  From Central and Southern Europe into Central Asia into the Far East, war, war is being prepared.
[00:50:54.951 --> 00:50:57.912]  The world is being hurdled into World War III.
[00:51:00.908 --> 00:51:03.351]  Americans, do you know where your food comes from?
[00:51:03.351 --> 00:51:05.272]  Is it safe, secure, and healthy?
[00:51:05.272 --> 00:51:09.757]  Did you know most of our food is not contaminated with genetically modified ingredients?
[00:51:09.757 --> 00:51:18.766]  We at Baker Creek Heirloom Seed Company have been helping people get pure garden seed for 12 years and carry over 1,200 varieties of GMO-free heirloom seed.
[00:51:18.766 --> 00:51:22.570]  Go to www.rareseeds.com for more information.
[00:51:22.570 --> 00:51:23.370]  That's rareseeds.com.
[00:51:24.642 --> 00:51:29.705]  Baker Creek Heirloom Seed Company was started in 1998 by a 17-year-old as a hobby.
[00:51:29.705 --> 00:51:33.328]  It was developed out of a passion for preserving our vegetable heritage.
[00:51:33.328 --> 00:51:40.112]  The company now offers the largest selection of pure heirloom seeds strived every year to bring back varieties like our forefathers grew.
[00:51:40.112 --> 00:51:44.274]  In times like these, we can't trust the government to keep our seeds safe.
[00:51:44.274 --> 00:51:48.077]  Every year at Baker Creek, we work to preserve the best of the oldest for future gardeners.
[00:51:48.806 --> 00:51:52.454]  We also offer affordable seed collections for long-term storage.
[00:51:52.454 --> 00:51:57.905]  Go to www.rareseeds.com and get your seeds from America's pure seed source.
[00:51:57.905 --> 00:51:59.348]  That's rareseeds.com.
[00:52:00.370 --> 00:52:01.872]  Hey folks, Alex Jones here.
[00:52:01.872 --> 00:52:07.259]  I'm sending out a special alert to all those out there listening with credit card debt and struggling to make payments.
[00:52:07.259 --> 00:52:09.682]  I'm going to give you a very important phone number.
[00:52:09.682 --> 00:52:18.814]  Due to a declining economy and credit crisis, you now have the power to settle your debt and lower your payments by up to 60% or more by calling the bailout group.
[00:52:19.154 --> 00:52:26.240]  This program has already settled over 100 million dollars of debt and are saving individual consumers thousands of dollars.
[00:52:26.240 --> 00:52:32.545]  Folks, if you are struggling with credit card debt and those excessive interest payments, the time is now to take advantage of this opportunity.
[00:52:32.545 --> 00:52:36.828]  Call the bailout group today at 1-800-324-6554.
[00:52:36.828 --> 00:52:39.290]  I hope our listeners take advantage of this.
[00:52:39.290 --> 00:52:44.894]  The call is free and in 10 minutes they will show you how much you can save right over the phone with one simple call.
[00:52:44.894 --> 00:52:46.996]  Let the bailout group bail you out of debt.
[00:52:47.256 --> 00:52:51.760]  Reduce your payments by up to 60% and save you thousands of dollars today.
[00:52:51.760 --> 00:52:54.002]  That number again is 1-800-324-6554.
[00:52:54.002 --> 00:52:56.223]  800-324-6554.
[00:52:56.223 --> 00:53:00.447]  The Bailout Group.
[00:53:00.447 --> 00:53:05.831]  Since 1991, The 7th Store has been helping you prepare in the event of an emergency.
[00:53:05.831 --> 00:53:13.217]  The 7th Store is unlike any company you have ever seen, offering a complete line of products that will prepare you for any catastrophe.
[00:53:13.217 --> 00:53:16.680]  At The 7th Store, we do something very different for our customers.
[00:53:17.140 --> 00:53:24.165]  Out of hundreds of preparedness companies in the United States, we are the only one who offers the most complete variety of preparedness items.
[00:53:24.165 --> 00:53:33.272]  From storable food, survival, tear and pandemic kits, water storage and self-reliant items, The 7 Store is your place for preparedness.
[00:53:33.272 --> 00:53:39.917]  The 7 Plan, our 46-page preparedness guidebook, is your go-to guide to help you prepare for the unexpected.
[00:53:40.237 --> 00:53:44.400]  You can get this book with no purchase or obligation absolutely free.
[00:53:44.400 --> 00:53:48.403]  For more information, please visit us online at the7store.net.
[00:53:48.403 --> 00:53:50.665]  That's the7store.net.
[00:53:50.665 --> 00:53:51.725]  Or call us today at 888-654-3447.
[00:53:51.725 --> 00:53:51.946]  That's 888-654-3447.
[00:54:11.306 --> 00:54:21.670]  There's a man going around taking names and he decides who to free and who to blame.
[00:54:21.670 --> 00:54:26.331]  Everybody won't be treated all the same.
[00:54:26.331 --> 00:54:34.274]  There'll be a golden ladder reaching down when the man comes around.
[00:54:38.886 --> 00:54:48.955]  The hairs on your arm will stand up at the terror in each sip and in each suck.
[00:54:48.955 --> 00:54:58.043]  Will you partake of that last offered cup or disappear into the potter's ground?
[00:54:58.043 --> 00:54:58.644]  When the man
[00:54:59.978 --> 00:55:04.061]  All right, you know, I apologize to Chris.
[00:55:04.061 --> 00:55:07.483]  I didn't notice our first caller was from South Korea holding.
[00:55:07.483 --> 00:55:09.104]  Let's take calls on this situation.
[00:55:09.104 --> 00:55:14.768]  I hope callers aren't calling in about chupacabras and stuff like that.
[00:55:14.768 --> 00:55:16.829]  We need to talk about serious issues here.
[00:55:16.829 --> 00:55:19.371]  Chris in South Korea, you're on the air.
[00:55:19.371 --> 00:55:21.032]  Welcome.
[00:55:21.032 --> 00:55:21.753]  Oh, great.
[00:55:21.753 --> 00:55:22.013]  Thank you.
[00:55:23.221 --> 00:55:34.070]  Uh, well, I just wanted to give some people a little bit of background information quickly about South Korea so you can get an idea of what this place is like, and then just get into the nuclear thing if I could.
[00:55:34.070 --> 00:55:35.372]  Yeah, go ahead.
[00:55:35.372 --> 00:55:36.112]  Okay.
[00:55:36.112 --> 00:55:40.456]  So, first of all, South Korea, um, is not really that benevolent.
[00:55:40.456 --> 00:55:45.000]  In fact, I'd say, uh, you said earlier that you think America's becoming like North Korea.
[00:55:45.000 --> 00:55:51.205]  More likely it's becoming like the South, which I think is probably a very soft kind of tyranny or fascism here.
[00:55:51.915 --> 00:55:57.899]  And for example, like they force elementary school kids to brush their teeth with pure fluoride every day.
[00:55:57.899 --> 00:56:02.302]  So, these people are pretty much in control, right?
[00:56:02.302 --> 00:56:12.588]  Oh yeah, I know they believe in eugenics and highly sequestered groups, and that it's not really the free society they talk about, and they're constantly having quiet military coups.
[00:56:12.588 --> 00:56:16.871]  I understand that, because that's the history of that nation when it was one country.
[00:56:16.871 --> 00:56:19.072]  But I mean, you obviously live over there, so you can tell us about it.
[00:56:19.392 --> 00:56:31.641]  My point is when you talk about the North though, I mean this is the quintessential lunatic evil and having that evil has allowed great evil to spring up in the South because there's always the pretext of, oh we face that great evil.
[00:56:31.641 --> 00:56:39.427]  See, evils need each other to play themselves off against the middle which is free humanity.
[00:56:39.427 --> 00:56:40.688]  Oh yeah, absolutely.
[00:56:41.531 --> 00:56:48.135]  Um, so let me just, like, there's a lot that's been happening in the South right now, and I just want to tell everybody... There have been big military build-ups.
[00:56:48.135 --> 00:56:52.158]  I know the North was legitimately worried they were about to get hit.
[00:56:52.158 --> 00:56:58.582]  But what happened recently is, uh, there was a popular ex-president, and he's been under pressure for a couple of months.
[00:56:58.582 --> 00:57:00.924]  They were investigating him for corruption.
[00:57:00.924 --> 00:57:06.987]  And then he, for some reason, magically committed suicide by jumping off a mountain.
[00:57:06.987 --> 00:57:09.409]  And it was pretty obvious that he was murdered.
[00:57:09.409 --> 00:57:10.770]  Like, both of his arms were broken.
[00:57:11.297 --> 00:57:16.320]  And he had massive head trauma, but everything else, they didn't even find any blood at the scene.
[00:57:16.320 --> 00:57:18.021]  It's just, it's a mess.
[00:57:18.021 --> 00:57:19.902]  It's an absolute mess.
[00:57:19.902 --> 00:57:23.344]  And the entire media is being controlled by the government here.
[00:57:23.344 --> 00:57:25.746]  It's open, it's controlled by the government.
[00:57:25.746 --> 00:57:37.033]  So there's been all this speculation that he was murdered, and it's created this incredible kind of left-right division in South Korea, and then the government came out and said, well, he might have been murdered, and blah, blah, blah.
[00:57:37.033 --> 00:57:40.895]  So I don't know why the government media would say that, but anyway.
[00:57:41.548 --> 00:57:44.909]  Everybody's just whipped up over this guy's apparent suicide.
[00:57:44.909 --> 00:57:50.352]  Nobody even knows that North Korea broke the armistice.
[00:57:50.352 --> 00:58:04.278]  And secondly, tomorrow, or today actually, today, tomorrow and Friday, the 29th, were the scheduled nuclear disaster drills with the military here.
[00:58:04.278 --> 00:58:07.579]  And the 29th is actually this guy's funeral.
[00:58:08.126 --> 00:58:13.989]  In the middle of Seoul, and there's going to be thousands and thousands of people there.
[00:58:13.989 --> 00:58:17.931]  Just thousands of people on the 29th, the last day of this drill.
[00:58:19.821 --> 00:58:20.281]  Stay there.
[00:58:20.281 --> 00:58:21.562]  I want to hear more from you, Chris.
[00:58:21.562 --> 00:58:28.005]  Then we'll go to Chris in Virginia, Cal in Florida, Robert in Texas, Sean in Minnesota, Dion in Michigan, Chris in Virginia.
[00:58:28.005 --> 00:58:35.749]  Paul Watson will join us 20 after with his detailed report about who really armed North Korea and a lot more.
[00:58:35.749 --> 00:58:42.892]  Folks, this is incredible what we're seeing unfold and look how it's coming out of nowhere.
[00:58:42.892 --> 00:58:45.394]  Thank you for listening to GCN.
[00:58:45.394 --> 00:58:47.695]  Be sure to visit GCNlive.com today.
[00:58:50.982 --> 00:58:56.824]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[00:58:56.824 --> 00:59:05.387]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[00:59:05.387 --> 00:59:12.169]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[00:59:12.509 --> 00:59:18.275]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[00:59:18.275 --> 00:59:24.581]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[00:59:24.581 --> 00:59:30.807]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[00:59:31.226 --> 00:59:35.888]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[00:59:35.888 --> 00:59:39.250]  Check out the patented new silver solution today.
[00:59:39.250 --> 00:59:42.931]  Click on the link and check out the uses for new silver solution.
[00:59:42.931 --> 00:59:47.754]  Order this extra line of defense today by going to SupernaturalSilver.com.
[00:59:47.754 --> 00:59:53.456]  That's SupernaturalSilver.com today.
[00:59:53.456 --> 00:59:55.838]  Waging war on corruption.
[00:59:55.838 --> 00:59:58.619]  Alex Jones on the GCN Radio Network.
[01:00:05.137 --> 01:00:09.979]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:09.979 --> 01:00:11.560]  You want answers?
[01:00:11.560 --> 01:00:13.121]  Well, so does he.
[01:00:13.121 --> 01:00:17.302]  He's Alex Jones on the GCN Radio Network.
[01:00:17.302 --> 01:00:21.364]  And now, live from Austin, Texas, Alex Jones.
[01:00:40.434 --> 01:00:42.976]  We are live, ladies and gentlemen, taking your phone calls.
[01:00:42.976 --> 01:00:48.360]  If you just joined us, defiant North Korea has fired more rockets into the sea off the coast of Japan.
[01:00:48.360 --> 01:00:50.821]  They've broken the 56-year armistice.
[01:00:50.821 --> 01:00:52.482]  Now a state of war exists again.
[01:00:52.482 --> 01:00:54.583]  No one seems to understand what that means.
[01:00:55.384 --> 01:00:57.386]  That is in Reuters and Associated Press.
[01:00:57.386 --> 01:01:00.750]  Key articles up on PrisonPlanet.com and Infowars.com.
[01:01:00.750 --> 01:01:03.112]  Iran sends warships to the Gulf of Aden.
[01:01:03.112 --> 01:01:04.373]  Navy, Reuters.
[01:01:04.373 --> 01:01:12.222]  Iran has sent six warships to international waters, including the Gulf of Aden, to show its ability to confront any foreign threats, its naval commander said two days ago.
[01:01:13.712 --> 01:01:25.557]  Admiral Sayari, quoted by the ISNA News Agency, made the announcement five days after Iran said it test-fired a surface-to-surface missile with a range of 2,000 kilometers, putting Israel in the U.S.
[01:01:25.557 --> 01:01:27.958]  bases in the area within reach.
[01:01:27.958 --> 01:01:30.038]  Folks, everything is accelerating.
[01:01:30.038 --> 01:01:31.299]  Iran with Israel.
[01:01:31.299 --> 01:01:33.760]  Israel's saying they're getting ready to hit.
[01:01:33.760 --> 01:01:39.202]  Netanyahu came out two days ago and said, I don't care what the White House says, we're getting ready to hit them.
[01:01:40.669 --> 01:01:42.611]  Israel sending it ready for ground invasions.
[01:01:42.611 --> 01:01:43.792]  Quote, conventional war.
[01:01:43.792 --> 01:01:45.093]  I got stacks of this, folks.
[01:01:45.093 --> 01:01:48.195]  This is off the charts.
[01:01:48.195 --> 01:01:49.356]  This is really getting bad.
[01:01:49.356 --> 01:01:54.500]  And, you know, I hope this is just saber-rattling and it subsides.
[01:01:54.500 --> 01:01:59.364]  But all the geopolitical preparations, the economic collapse going along with this.
[01:01:59.364 --> 01:02:05.829]  Historically, this has the makings of a typhoon in
[01:02:07.745 --> 01:02:09.866]  The parallel of storms.
[01:02:09.866 --> 01:02:14.267]  This is already a bad tropical depression with 100 mile an hour winds.
[01:02:14.267 --> 01:02:18.289]  This sucker looks like it's going to get cooking up at 200, 300 miles an hour.
[01:02:18.289 --> 01:02:22.750]  I hope that's not the case.
[01:02:22.750 --> 01:02:26.272]  Okay, but you got to look out the window and see the tornadoes coming at you.
[01:02:26.272 --> 01:02:28.653]  This isn't pretty.
[01:02:28.653 --> 01:02:29.333]  This isn't pretty.
[01:02:30.350 --> 01:02:34.894]  I mean, a state of war now exists between North and South Korea.
[01:02:34.894 --> 01:02:38.757]  And talking to Chris in South Korea, what are you in the military?
[01:02:38.757 --> 01:02:39.617]  Are you a school teacher?
[01:02:39.617 --> 01:02:40.538]  What are you doing over there?
[01:02:40.538 --> 01:02:43.761]  I'm a school teacher, actually.
[01:02:43.761 --> 01:02:49.465]  I'm kind of hanging in here because I fell in love with a Korean girl, so... Hey, great stuff.
[01:02:49.465 --> 01:02:52.888]  So wait, you teach English over there?
[01:02:52.888 --> 01:02:53.629]  Yep.
[01:02:53.629 --> 01:02:58.693]  Okay, so tell me, you're saying it's not even big news there that
[01:02:59.804 --> 01:03:04.889]  The war is back on, at least on paper?
[01:03:04.889 --> 01:03:14.578]  No, well people are really swept up with the suicide or murder of their former ex-president, who's like equivalent to the Jimmy Carter of South Korea.
[01:03:14.578 --> 01:03:18.382]  So this happened on Saturday, actually.
[01:03:18.382 --> 01:03:19.282]  His name is R-O-H.
[01:03:23.302 --> 01:03:30.188]  Well, I bet North Korea, as evil as they are, they know that the South politically may use a new war as a political diversion.
[01:03:30.188 --> 01:03:43.659]  Look, if politicians are all about to go to jail, and for those that don't know, South Korea has politicians going to prison all the time, including presidents, because it's so corrupt, and that's how they fight with each other, they will start wars just to save themselves politically, won't they?
[01:03:43.659 --> 01:03:49.644]  Oh, yeah, and, you know, chances are they killed this guy, too, because it ended all the corruption investigations for him.
[01:03:50.490 --> 01:03:51.670]  Of course!
[01:03:51.670 --> 01:03:53.111]  That's what everybody's focused on.
[01:03:53.111 --> 01:04:03.114]  But another big thing about this too is, like I said, there's going to be thousands of people in Seoul on Friday, and that's the last day of the nuclear disaster drill with the army.
[01:04:03.114 --> 01:04:10.277]  And I was also reading that apparently Obama's sending some special envoy over to this guy's funeral.
[01:04:10.277 --> 01:04:17.859]  Now, like, the guy was impeached, so why he would send somebody over for this guy's funeral, I have no idea.
[01:04:17.859 --> 01:04:19.800]  Like, I just wanted to say, like,
[01:04:20.535 --> 01:04:30.077]  If something happens here, it's not going to be the North, I'm positive it's going to be the South, it's going to be the U.S., it's going to be like 9-11 if something happens here.
[01:04:30.077 --> 01:04:44.601]  And you think the North, because evil knows evil, and this is certainly a possibility, you think the North figures that's happening, so they're going ahead and saber-rattling, kind of like a dog-cornered growling, saying, back off?
[01:04:44.601 --> 01:04:49.282]  Yeah, because the South is actually being pretty aggressive towards them, like the North
[01:04:49.901 --> 01:04:50.822]  A couple of months ago.
[01:05:13.190 --> 01:05:16.974]  You'll never have to go to the Superdome and beg for FEMA to take care of your family.
[01:05:16.974 --> 01:05:22.499]  In any emergency, if you simply prepare, no one is going to take care of your family in the final equation that you need.
[01:05:22.499 --> 01:05:27.804]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, Salmonella, genetic
[01:05:31.598 --> 01:05:32.339]  We're good to go.
[01:06:01.508 --> 01:06:06.737]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:06:07.546 --> 01:06:13.408]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:06:13.408 --> 01:06:19.910]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:06:19.910 --> 01:06:21.891]  Well, Obama's already fudging.
[01:06:21.891 --> 01:06:24.352]  He's fudged since day one of this election.
[01:06:24.352 --> 01:06:35.236]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:06:37.541 --> 01:06:39.202]  It's not about left or right.
[01:06:39.202 --> 01:06:41.063]  It's about a one world government.
[01:06:41.063 --> 01:06:47.966]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:06:47.966 --> 01:06:56.230]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:06:56.230 --> 01:06:57.791]  The Obama Deception.
[01:06:57.791 --> 01:06:58.992]  The people strike back.
[01:07:00.706 --> 01:07:04.207]  Before you throw away your used batteries, you need to listen to this.
[01:07:04.207 --> 01:07:06.127]  Now, going green can save money.
[01:07:06.127 --> 01:07:11.688]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:07:11.688 --> 01:07:19.710]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:07:19.710 --> 01:07:29.012]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[01:07:29.312 --> 01:07:32.514]  Increasing capacity and maintaining cell integrity.
[01:07:32.514 --> 01:07:37.696]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[01:07:37.696 --> 01:07:43.239]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[01:07:43.239 --> 01:07:44.359]  Save your money.
[01:07:44.359 --> 01:07:45.280]  Save the environment.
[01:07:45.660 --> 01:07:48.682]  Visit us online at r-charge.com.
[01:07:48.682 --> 01:07:50.904]  That's r-charge.com.
[01:07:50.904 --> 01:07:51.684]  Or call us at 989-637-4179.
[01:07:51.684 --> 01:07:52.145]  That's 989-637-4179.
[01:07:52.145 --> 01:07:53.465]  Be a part of the revolution today!
[01:08:05.586 --> 01:08:06.907]  Big Brother.
[01:08:06.907 --> 01:08:08.669]  Mainstream media.
[01:08:08.669 --> 01:08:10.431]  Government cover-ups.
[01:08:10.431 --> 01:08:12.012]  You want answers?
[01:08:12.012 --> 01:08:13.574]  Well, so does he.
[01:08:13.574 --> 01:08:17.757]  He's Alex Jones on the GCN Radio Network.
[01:08:17.757 --> 01:08:20.100]  And now, live from Austin, Texas,
[01:08:21.000 --> 01:08:21.821]  Alex Jones.
[01:08:41.716 --> 01:08:50.178]  And I've had family that's been over there off and on, and you know, they say the South is really nice folks, really hard-working people, but it is an ancient culture.
[01:08:50.178 --> 01:09:03.121]  It is a police state with kind of a velvet glove over the iron fist, and the South has used the North as a pretext to engage in a lot of corruption, and the North is just off the chart evil.
[01:09:03.121 --> 01:09:04.302]  I mean, there is no doubt.
[01:09:04.302 --> 01:09:04.602]  It is
[01:09:05.919 --> 01:09:19.793]  Like something out of a dystopic science fiction movie, you know, like an evil planet run by, I mean, the vicious dwarf son of the previous dictator who's now creating a hereditary dynasty.
[01:09:19.793 --> 01:09:21.375]  That's why I hate kings and queens!
[01:09:21.375 --> 01:09:22.817]  That's what it is!
[01:09:22.817 --> 01:09:23.798]  It's disgusting!
[01:09:25.120 --> 01:09:28.843]  It's so sick when you see Royals all over TV being worshipped!
[01:09:28.843 --> 01:09:30.285]  It's disgusting!
[01:09:30.285 --> 01:09:32.207]  It's Kim Jong-il worship!
[01:09:32.207 --> 01:09:34.889]  Alright, Chris, finish up your points.
[01:09:34.889 --> 01:09:37.932]  You said they've got a nuclear attack drill scheduled for months coming up this week.
[01:09:37.932 --> 01:09:39.593]  I actually saw that in the news.
[01:09:39.593 --> 01:09:43.737]  Lots of military drills menacing the North, which is asking for it.
[01:09:43.737 --> 01:09:45.339]  No detente from the West.
[01:09:46.135 --> 01:09:50.078]  You know, they give them nukes, build them up, and then now are ready to have war with them.
[01:09:50.078 --> 01:09:51.899]  Same thing with Pakistan.
[01:09:51.899 --> 01:10:01.886]  While they use Al Qaeda and Taliban to menace the central government and their own presidents on record saying Taliban and Al Qaeda works for you, you're destabilizing us, you killed Budo.
[01:10:01.886 --> 01:10:03.787]  I mean, this is really happening.
[01:10:03.787 --> 01:10:15.995]  The New World Order is going down the line with Iran, with the Middle East, with Iraq, with Georgia, and South Ossetia, and Russia, and Ukraine, and Poland.
[01:10:16.735 --> 01:10:29.266]  And between China and India and Pakistan and with South and North Korea and they are just stirring Africa, the globalists are stirring stuff up.
[01:10:29.266 --> 01:10:31.027]  This does not look good, ladies and gentlemen.
[01:10:31.027 --> 01:10:33.449]  This looks like when they start world wars.
[01:10:33.449 --> 01:10:34.970]  This is how the globalists do it.
