[00:00:09.119 --> 00:00:10.480]  Kissed a renegade.
[00:26:32.629 --> 00:26:37.674]  And you're going to start representing us as a people or you're not going to be around.
[00:26:37.674 --> 00:26:38.975]  You're going to be unemployed.
[00:26:38.975 --> 00:26:41.378]  That's what irritates me with this government.
[00:26:41.378 --> 00:26:44.401]  You know, which the Congress has bought in for themselves.
[00:26:44.401 --> 00:26:48.665]  They serve one term, Alex, and they get 80% of their pay for the rest of their life.
[00:26:49.025 --> 00:26:49.465]  Oh, I know.
[00:26:49.465 --> 00:26:55.310]  It's like... And then, plus their pension, welfare, and benefits, all that, they get 100% for the rest of their life.
[00:26:55.310 --> 00:26:56.391]  It's totally unfair.
[00:26:56.391 --> 00:26:59.113]  And they want more, more, more, more, more.
[00:26:59.113 --> 00:27:00.154]  And they still get more and more.
[00:27:00.154 --> 00:27:03.697]  Fannie Mae, you know, gave contributions to Chris Dodd.
[00:27:03.697 --> 00:27:12.604]  I mean, the money they're raking in from the companies that are bellied up, and the government is pouring billions upon billions of dollars into these companies.
[00:27:13.064 --> 00:27:13.464]  Chuck Norris!
[00:27:30.098 --> 00:27:31.879]  Chuck, that's what I wanted to say to you.
[00:27:31.879 --> 00:27:36.942]  The New World Order, globalism, the foreign banks that are taking over our country right now, I mean, on air.
[00:27:36.942 --> 00:27:40.424]  I mean, you know there's a New World Order, you've heard my show for years.
[00:27:40.424 --> 00:27:43.465]  Now they're openly announcing world government that the banks are going to run.
[00:27:43.465 --> 00:27:44.646]  Are you against that?
[00:27:44.646 --> 00:27:45.847]  Oh, absolutely.
[00:27:45.847 --> 00:27:46.487]  Definitely.
[00:27:46.487 --> 00:27:50.209]  You know, the thing is, is that, what is China going to want?
[00:27:50.209 --> 00:27:55.932]  You know, because Hillary Clinton is what they're trying to get, talk them into buying more of our debt.
[00:27:55.932 --> 00:27:57.633]  What are we going to give them for collateral?
[00:27:58.676 --> 00:28:05.023]  Are we going to give up our country as collateral for the debt that they've taken over from us?
[00:28:05.023 --> 00:28:10.249]  I mean, they could wind up taking over a big portion of our country.
[00:28:10.249 --> 00:28:11.971]  We've got to stop this.
[00:28:11.971 --> 00:28:13.833]  We've got to stop this, Alex.
[00:28:13.833 --> 00:28:15.875]  People don't realize just how serious...
[00:28:16.617 --> 00:28:17.178]  This is right now.
[00:28:34.674 --> 00:28:35.015]  You bet.
[00:28:35.015 --> 00:28:42.321]  Ron Paul said here, culprits of financial collapse should be arrested, that state grand juries, that they have committed crimes, not just Madoff and others.
[00:28:42.321 --> 00:28:50.548]  Do you support state investigations, if the feds won't do it, to go after these corrupt brokerage and bank heads that are doing all this criminal activity and shipping the money overseas?
[00:28:50.968 --> 00:28:52.709]  I think these should spend life in prison.
[00:28:52.709 --> 00:29:00.675]  I think every one of them is a criminal, and they should all face prison time for the horrible mess they've put our country into.
[00:29:00.675 --> 00:29:05.939]  And for them to receive these payout benefits is just horrible.
[00:29:05.939 --> 00:29:07.140]  And I really do.
[00:29:07.140 --> 00:29:13.725]  I really believe that they should all go to prison, made up all the way down, to all of them.
[00:29:14.265 --> 00:29:16.368]  And Stanford especially, too.
[00:29:16.368 --> 00:29:18.831]  He's from Texas, so he should definitely go to prison.
[00:29:18.831 --> 00:29:24.558]  But no, they should all be incarcerated for what they have done to our country.
[00:29:24.558 --> 00:29:26.340]  Alright, Chuck Norris, we appreciate you.
[00:29:26.340 --> 00:29:27.482]  Thank you so much for joining us.
[00:29:34.261 --> 00:29:38.644]  The new World Order Beast is genetically modifying your food.
[00:29:38.644 --> 00:29:40.445]  Genetically modifying.
[00:29:40.445 --> 00:29:42.906]  Mixing vegetables with animals.
[00:29:42.906 --> 00:29:45.808]  And now experimenting with viruses.
[00:29:45.808 --> 00:29:46.848]  Viruses.
[00:29:46.848 --> 00:29:52.592]  Without a long-term food solution, you will have just two options.
[00:29:52.592 --> 00:29:54.773]  Starve or surrender.
[00:29:54.773 --> 00:29:55.554]  Surrender.
[00:29:55.554 --> 00:29:59.356]  All canned food supplies will eventually run out.
[00:29:59.356 --> 00:30:00.256]  What then?
[00:30:02.961 --> 00:30:06.042]  Grow your own healthy food and feed your family forever.
[00:30:06.042 --> 00:30:10.364]  SurvivalistSeeds.com is now the nation's largest bulk heirloom seed company.
[00:30:10.364 --> 00:30:13.226]  And it's owned by a real patriot, Big John Lipscomb.
[00:30:13.226 --> 00:30:20.469]  You can now have an infinite amount of healthy vegetables like a watermelon, a bundle of carrots, or tomatoes for a little more than a penny each.
[00:30:20.469 --> 00:30:22.350]  SurvivalistSeeds.com.
[00:30:22.350 --> 00:30:27.772]  And now you can go into business with Big John at SurvivalistSeeds.com by becoming an affiliate.
[00:30:27.772 --> 00:30:30.493]  See his link at SurvivalistSeeds.com.
[00:30:30.493 --> 00:30:31.353]  SurvivalistSeeds.com.
[00:30:34.437 --> 00:30:36.278]  Are you embarrassed by your legs?
[00:30:36.278 --> 00:30:38.260]  Are your legs sore and irritated?
[00:30:38.260 --> 00:30:41.702]  Millions of women suffer from leg pain due to varicose veins.
[00:30:41.702 --> 00:30:46.665]  When varicose veins prevent you from living and enjoying your everyday life, you need Venulux.
[00:30:46.665 --> 00:30:52.189]  Venulux is a dietary tool formulated to restore naturally beautiful legs from the inside out.
[00:30:52.189 --> 00:30:59.974]  As part of your healthy lifestyle, Venulux promotes antioxidant action throughout your body to calm varicose veins and support fit legs for life.
[00:31:00.294 --> 00:31:06.456]  VaniLuxe has helped women all over the world relieve varicose vein pain and restore the confidence to bare their legs.
[00:31:06.456 --> 00:31:11.058]  Now it's your chance to benefit with VaniLuxe free when you call 1-888-4FITLEG today.
[00:31:11.058 --> 00:31:14.420]  That's 1-888-4FITLEG or visit us on the web at 4fitleg.com.
[00:31:14.420 --> 00:31:17.101]  And remember, when you call 1-888-4FITLEG, ask how to get your VaniLuxe free.
[00:31:17.101 --> 00:31:18.001]  That's 1-888-4FITLEG.
[00:31:28.785 --> 00:31:35.907]  Hi, this is Peter Kronschnabel with Midas Resources.
[00:31:35.907 --> 00:31:39.688]  As you know, government spending is at an all-time high and inflation is on the rise.
[00:31:39.688 --> 00:31:42.508]  What are you doing right now to protect yourself financially?
[00:31:42.508 --> 00:31:49.850]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and, worse, their life savings.
[00:31:49.850 --> 00:31:54.791]  Having your hard-earned money in banks, the stock market, or any other paper asset is a lose-lose deal.
[00:31:54.991 --> 00:31:55.291]  We're good.
[00:32:15.998 --> 00:32:21.300]  Alright, and I will take the time personally to put together a portfolio designed to protect what you've worked so hard for.
[00:32:21.300 --> 00:32:25.742]  Call Peter, 800-686-2237, extension 108.
[00:32:25.742 --> 00:32:28.403]  You've worked hard your whole life, and I want to work hard for you.
[00:32:28.403 --> 00:32:35.086]  Call 800-686-2237, extension 108.
[00:32:35.086 --> 00:32:40.828]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[00:32:40.828 --> 00:32:43.129]  Are you safe when you walk to your car?
[00:32:43.129 --> 00:32:45.250]  Are your kids safe when they go out?
[00:32:45.250 --> 00:32:45.910]  Everyone needs
[00:32:53.223 --> 00:32:57.773]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds
[00:33:00.026 --> 00:33:00.846]  We're good to go.
[00:33:34.518 --> 00:33:38.460]  You're listening to GCN.
[00:33:38.460 --> 00:33:43.402]  Genesis Communication Radio Network.
[00:33:43.402 --> 00:33:47.484]  Lies and disinformation.
[00:33:47.484 --> 00:33:48.645]  It's Alex Jones.
[00:33:59.102 --> 00:34:05.067]  We're joined in the next 20 minutes by Congressman Ron Paul, who's up there on the hill today, a very busy man.
[00:34:05.067 --> 00:34:15.977]  And everything he talked about for 30 years is unfortunately unfolding, so his credibility is at the gold standard right now, as the mainstream is forced to check in to the facts he's been laying out.
[00:34:15.977 --> 00:34:24.564]  I wanted to talk to him about the deepening depressionary system we're going into, what the private federal reserve is up to in his bill to abolish it, how we can support that.
[00:34:24.564 --> 00:34:26.606]  Congressman, thank you for coming on.
[00:34:26.606 --> 00:34:27.126]  You're welcome.
[00:34:27.126 --> 00:34:27.647]  Good to be with you.
[00:34:28.878 --> 00:34:33.925]  Every few weeks they come before the Banking Committee and you bring up the fact that what they're doing is destroying us.
[00:34:33.925 --> 00:34:37.690]  What do we need to do to bring the private Federal Reserve under control?
[00:34:39.147 --> 00:34:41.248]  Well, it has to be an uprising by the people.
[00:34:41.248 --> 00:34:48.670]  There has to be enough people who will demand that their congressmen respond, and that is building.
[00:34:48.670 --> 00:34:54.071]  You know, a year ago or two, nobody in Washington even thought about the Federal Reserve.
[00:34:54.071 --> 00:34:59.313]  Today, there's a lot more thinking going on and a lot more support for our position, so it is growing.
[00:35:00.178 --> 00:35:04.299]  And yet we're not on the verge of changing it.
[00:35:04.299 --> 00:35:06.860]  I have the bill to get rid of the Federal Reserve.
[00:35:06.860 --> 00:35:10.181]  That's the major step and the ultimate step.
[00:35:10.181 --> 00:35:13.702]  And they'll probably self-destruct before we actually pass legislation.
[00:35:13.702 --> 00:35:15.163]  But the bill that is
[00:35:15.823 --> 00:35:23.849]  What is more important in the short run is the auditing bill, the 1207 bill, because that means they have to start answering our questions.
[00:35:23.849 --> 00:35:24.950]  Today they're protected.
[00:35:24.950 --> 00:35:28.573]  They're in total secrecy and they're protected by the law.
[00:35:28.573 --> 00:35:32.896]  If 1207 is passed, we have an audit and they have to answer the questions.
[00:35:32.896 --> 00:35:42.564]  And I figure if we ever get that far and get the exposure and get the transparency that we need, then people will wake up and realize why do we have them at all.
[00:35:43.400 --> 00:35:55.761]  Senator Sanders grilled him, as you know, last week saying that he's supporting 1207 or a version in the Senate because Bernanke, private Fed chief, just said, I'm not going to tell you where the money went, buddy.
[00:35:56.474 --> 00:36:02.616]  I mean, that's amazing to see our elected Congress, the most powerful branch of government, according to the founders, being told, kiss off.
[00:36:02.616 --> 00:36:03.517]  Right.
[00:36:03.517 --> 00:36:05.718]  And I know Sanders real well.
[00:36:05.718 --> 00:36:10.720]  He was on the banking committee with me before he went into the Senate, and I called him after that.
[00:36:10.720 --> 00:36:13.781]  And I believe he has now introduced my version.
[00:36:14.521 --> 00:36:18.503]  Uh, of the Transparency Bill, and he, and I've introduced his version.
[00:36:18.503 --> 00:36:19.964]  So both bills exist.
[00:36:19.964 --> 00:36:26.448]  Mine's a little bit more conclusive, and it removes the total authority for them to, uh, non-answer questions.
[00:36:26.448 --> 00:36:34.352]  His is specifically designed to answer certain questions and reveal where so, you know, the trillion dollars went.
[00:36:34.352 --> 00:36:37.594]  Uh, they're very similar, but somewhat, uh, different in nature.
[00:36:37.594 --> 00:36:41.896]  So we both support each other's bill, and they've been introduced in, in both chambers.
[00:36:42.256 --> 00:36:51.979]  Well, public support for this, and the Congress itself, the majority are saying they're angry to not know where the money is, and Bloomberg sued to find out and has been told no on their foyer.
[00:36:51.979 --> 00:36:59.702]  I mean, if this gets media attention, I can see no way that Congress wouldn't vote for a proper audit of the private Federal Reserve.
[00:36:59.702 --> 00:37:03.163]  They're going to, if we can get it that far.
[00:37:03.203 --> 00:37:04.524]  We are.
[00:37:04.524 --> 00:37:06.546]  And, you know, it's a good issue.
[00:37:06.546 --> 00:37:13.593]  Like so many of our issues, we bring different factions together, liberal and conservative, under the Constitution.
[00:37:13.593 --> 00:37:25.464]  Because if you're a good, honest liberal, like Bernie Sanders, he's an honest person, but he's very, very liberal and calls himself a socialist, but he agrees on the transparency issues.
[00:37:25.464 --> 00:37:27.966]  So this whole idea that we expose him should
[00:37:28.046 --> 00:37:35.270]  Bloomberg reports $9.7 trillion has disappeared in one form or another just out of the U.S., another $10 trillion globally, and now Larry Summers is saying they want more money, they want more unlimited cash?
[00:37:53.968 --> 00:37:54.668]  That's what they're doing.
[00:37:54.668 --> 00:37:55.989]  They keep coming back, you know.
[00:37:55.989 --> 00:37:58.029]  And what's the argument you hear up here?
[00:37:58.029 --> 00:38:05.331]  You hear this argument, which I know there's some disagreement even in our circles, this whole idea of earmarks.
[00:38:05.331 --> 00:38:07.491]  They're dealing with these 1% of earmarks.
[00:38:07.491 --> 00:38:10.492]  If you vote against them all, you don't cut one penny of spending.
[00:38:10.492 --> 00:38:12.492]  And they're talking about that endlessly.
[00:38:12.492 --> 00:38:16.173]  They're holding up the bill in the Congress over this so-called issue.
[00:38:16.173 --> 00:38:20.514]  At the same time, this number that you mentioned, the $9.7 trillion, we need to earmark every penny.
[00:38:20.514 --> 00:38:20.854]  Go ahead.
[00:38:23.527 --> 00:38:28.629]  Yeah, I was talking about the need to monitor everything that we do and the transparency.
[00:38:28.629 --> 00:38:34.552]  And too often, people concentrate on a non-issue, which is 1% of the budget, called earmarks.
[00:38:34.552 --> 00:38:38.054]  And even if you eliminated it, it wouldn't eliminate one penny.
[00:38:38.054 --> 00:38:41.355]  The real earmarks need to be done, you know, like, say, TARP funds.
[00:38:41.355 --> 00:38:48.799]  We gave the Treasury $350 billion, and then another $350, and there are no instructions, no earmarks.
[00:38:48.799 --> 00:38:51.540]  The Congress needs to have more responsibility, more earmarks.
[00:38:52.080 --> 00:38:57.122]  Of course, all the spending should be voted down, but when they do spend, we ought to know where it's going.
[00:38:57.122 --> 00:39:01.944]  But the biggest, the largest amount, of course, is the Federal Reserve.
[00:39:01.944 --> 00:39:03.744]  They're totally off-budget.
[00:39:03.744 --> 00:39:05.865]  They're like a government unto itself.
[00:39:05.865 --> 00:39:07.266]  They can create trillions.
[00:39:07.266 --> 00:39:13.008]  It's probably eight or nine, ten trillion dollars that they've been involved in, and they have no legal responsibility to answer.
[00:39:13.148 --> 00:39:13.648]  That was that HR 207? 1207.
[00:39:43.456 --> 00:39:44.337]  Okay, HR 1207.
[00:39:44.337 --> 00:39:45.498]  Right.
[00:39:45.498 --> 00:39:47.400]  I didn't have the bill in front of me.
[00:39:47.400 --> 00:39:55.988]  And then I should have the Senate bill number, but somebody could find that rather easily because we want to help Sanders get support for his bill as well.
[00:39:55.988 --> 00:39:56.649]  Absolutely.
[00:39:56.649 --> 00:40:00.753]  In fact, I'll Google that and get that out after you leave us.
[00:40:00.753 --> 00:40:01.774]  Continuing with the economy.
[00:40:02.848 --> 00:40:05.689]  This is clearly entering depression level.
[00:40:05.689 --> 00:40:07.249]  The banks are doing what you said they would do.
[00:40:07.249 --> 00:40:09.770]  They're hoarding the money, buying up other good banks.
[00:40:09.770 --> 00:40:13.972]  CBS reported $250 billion of bailout money has gone to the Kamens alone.
[00:40:13.972 --> 00:40:16.832]  The biggest names out there.
[00:40:16.832 --> 00:40:24.475]  Bernard Madoff is keeping his $60 million penthouse and mailing gold and diamonds out of the country to his family that's run to South America.
[00:40:25.455 --> 00:40:26.816]  He's the founder of the Nasdaq.
[00:40:26.816 --> 00:40:30.717]  It turns out all the other big banks are involved in similar Ponzi schemes.
[00:40:30.717 --> 00:40:38.960]  Shouldn't we be having criminal investigations of these people instead of the very same banksters now telling us we're going to have a new bank of the world that we pay carbon taxes to?
[00:40:38.960 --> 00:40:53.065]  Yeah, well, we should have minimal government, but even in a minimalist government, your government is supposed to deal with theft and physical harm and fraud, and that's what's going on, and that's what they ignore or protect.
[00:40:53.685 --> 00:41:15.205]  They're supposed to protect contracts, but they are interfering with contracts all the time and trying to tell people exactly what Mortgage rates should be and interest rates should be and price fixing and all these things but no, I think it's it's horrible what they're doing and they're not addressing the subject that they should and They should be prosecuting these people these people should be in in
[00:41:17.992 --> 00:41:32.021]  Enron, when that company went bankrupt, it was a major event, and they claimed up here in Washington that the reason was that we needed even more regulation, we needed more FCC agents, and we needed more IRS agents.
[00:41:32.021 --> 00:41:36.384]  At the same time, he was convicted of fraud under Texas fraud law.
[00:41:36.384 --> 00:41:43.389]  He went to prison, and you know, and that thing was cleaned up, and the market wiped out the value of the company because it had no value.
[00:41:44.029 --> 00:41:52.754]  But what was our response in Congress was to pass Sarbanes-Oxley, more regulations which have actually contributed to some of the weakness in the economy.
[00:41:52.754 --> 00:42:03.640]  You just can't regulate away the mistakes that are made when governments are too much involved with Community Reinvestment Acts and easy money that the Federal Reserve creates.
[00:42:03.640 --> 00:42:05.281]  Regulations cannot solve that problem.
[00:42:05.281 --> 00:42:11.404]  But your point, the purpose of the federal government should be, under these circumstances, to prosecute fraud.
[00:42:12.426 --> 00:42:17.528]  Well, take the Securities and Exchange Commission testifying before Congress, what, almost a month ago.
[00:42:17.528 --> 00:42:30.592]  They declared presidential prerogative and executive authority, I guess under national security, to not talk about why for nine years they were given private investigations detailing Bernie Madoff's crimes.
[00:42:30.592 --> 00:42:34.594]  And they kept saying to the Congress people, well, he hasn't been convicted, he hasn't pled guilty.
[00:42:34.594 --> 00:42:40.296]  And they said, it's not alleged, he's admitted to this.
[00:42:40.296 --> 00:42:40.696]  Yeah.
[00:42:42.555 --> 00:42:47.759]  As bad as the executive branch is, so much of that responsibility falls on the Congress, too.
[00:42:47.759 --> 00:42:53.724]  I mean, we're so negligent to allow the executive branch to run roughshod over us.
[00:42:53.724 --> 00:42:58.568]  But if we had some people in the Congress that would have a little bit of courage
[00:42:59.386 --> 00:43:03.249]  They could deal with this and handle it, but no.
[00:43:03.249 --> 00:43:18.961]  If they spread national security interests, you know, whether it has to do with torture in secret prisons and prison camps and, you know, all those kind of things, oh, national security, we can't interfere with that, so therefore the Congress says nothing.
[00:43:33.527 --> 00:43:34.828]  Hi, this is Alex Jones.
[00:43:34.828 --> 00:43:40.413]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:43:40.413 --> 00:43:45.437]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:43:45.437 --> 00:43:51.001]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:43:51.001 --> 00:43:55.685]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:43:56.206 --> 00:44:03.328]  They call it a survival seed bank and it can produce an endless supply of nutrient-dense food for you and your family.
[00:44:03.328 --> 00:44:04.449]  And here's the best part.
[00:44:04.449 --> 00:44:07.510]  These seeds have not been genetically modified in any way.
[00:44:07.510 --> 00:44:11.131]  And you actually get enough seeds to plant a full acre crisis garden.
[00:44:11.131 --> 00:44:14.332]  So visit them today at survivalseedbank.com.
[00:44:14.332 --> 00:44:17.333]  That's survivalseedbank.com or give them a call at 877-327-0365.
[00:44:17.333 --> 00:44:17.593]  That's 877-327-0365.
[00:44:17.593 --> 00:44:17.833]  Remember,
[00:44:26.260 --> 00:44:30.193]  In a real crisis, non-hybrid seeds are the ultimate barter item.
[00:44:30.193 --> 00:44:32.582]  This is Alex Jones for survivalseedbank.com.
[00:44:33.197 --> 00:44:35.238]  Gardeners, you have the seeds.
[00:44:35.238 --> 00:44:37.699]  Now let us help you create the ultimate garden.
[00:44:37.699 --> 00:44:41.220]  And whether or not you've got good soil, we've got just the solution.
[00:44:41.220 --> 00:44:45.702]  Add Grand Liquid Organic Fertilizer at liquidorganicfertilizer.com.
[00:44:45.702 --> 00:44:49.063]  Restore life to your soil or apply directly to the crop.
[00:44:49.063 --> 00:44:51.544]  Visit liquidorganicfertilizer.com.
[00:44:51.544 --> 00:44:59.207]  Fuller feeding with our 4-3-3 or sulfate of potash with kelp is 20 times more efficient than applying amendments to the soil.
[00:44:59.207 --> 00:45:00.047]  Manhattan fish?
[00:45:00.307 --> 00:45:08.852]  Blood meal, potash, and North Atlantic kelp are combined with 10 micronutrients, as well as vitamins and amino acids for max results.
[00:45:08.852 --> 00:45:10.053]  You have the seeds.
[00:45:10.053 --> 00:45:11.573]  Now you need the fertilizer.
[00:45:11.573 --> 00:45:11.834]  Call 1-800-579-0580.
[00:45:11.834 --> 00:45:12.214]  That's 1-800-579-0580.
[00:45:12.214 --> 00:45:13.474]  Or visit liquidorganicfertilizer.com.
[00:45:21.539 --> 00:45:21.999]  Thank you.
[00:45:33.739 --> 00:45:39.925]  How would you like to finally be debt-free without paying another cent to creditors and not have to file bankruptcy?
[00:45:39.925 --> 00:45:43.548]  DebtCrisisSolutions.com can help free you from the debt trap.
[00:45:43.548 --> 00:45:48.413]  This is not a debt settlement program which has tax consequences or debt consolidation.
[00:45:48.413 --> 00:45:51.876]  With our program, there are no more payments to creditors or collectors.
[00:45:52.116 --> 00:45:52.336]  We're good.
[00:46:07.841 --> 00:46:08.902]  We're good to go.
[00:46:33.980 --> 00:46:35.100]  Spring is here.
[00:46:35.100 --> 00:46:36.060]  Growing season.
[00:46:36.060 --> 00:46:38.261]  The economy is not getting any better.
[00:46:38.261 --> 00:46:39.981]  In fact, it's getting worse.
[00:46:39.981 --> 00:46:40.941]  Think about it.
[00:46:40.941 --> 00:46:45.042]  At this rate, how will your life be in a month or even a year?
[00:46:45.042 --> 00:46:48.783]  Maybe you've been putting things off, but the time to act is now.
[00:46:48.783 --> 00:46:50.683]  The country is running out of food.
[00:46:50.683 --> 00:46:53.504]  You need to get your seeds before it's too late.
[00:46:53.504 --> 00:47:03.706]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you
[00:47:03.746 --> 00:47:04.186]  I think so.
[00:47:33.756 --> 00:47:36.177]  The GCN Radio Network.
[00:47:36.177 --> 00:47:39.618]  Providing the world with hard-hitting talk radio.
[00:47:39.618 --> 00:47:40.799]  GCN.
[00:47:40.799 --> 00:47:42.819]  Great talk radio starts here.
[00:47:42.819 --> 00:47:48.441]  Coming to you from the capital of Texas.
[00:47:48.441 --> 00:47:52.323]  Broadcasting the truth coast to coast and worldwide.
[00:47:52.323 --> 00:47:54.443]  This is the Alex Jones Show.
[00:48:12.098 --> 00:48:25.070]  Specifically, sir, speaking of national security, Obama has said, Reuters headline, Obama backs Bush on no rights for detainees under Bill of Rights, Constitution, or Geneva Convention.
[00:48:25.070 --> 00:48:27.612]  He's increasing the troops in Afghanistan.
[00:48:27.612 --> 00:48:30.154]  He's saying he's going to keep troops indefinitely, at least 50,000.
[00:48:31.755 --> 00:48:42.763]  In Iraq, going back on that promise, he's declaring a lot of executive privilege that he criticized under Bush, and he's expanding the NORTHCOM, 20,000 troops to patrol America.
[00:48:42.763 --> 00:48:46.105]  He's creating this quasi-governmental usaservice.org.
[00:48:46.105 --> 00:48:49.527]  I mean, can you comment on those points of Obama?
[00:48:49.527 --> 00:48:53.190]  And many people are saying it looks like he may be worse than Bush on liberties.
[00:48:54.099 --> 00:49:03.590]  Yeah, and I don't hesitate to make that point, especially if I happen to get on a liberal station that might be sympathetic with some of my views, but they still like Obama, and they're still hopeful.
[00:49:03.590 --> 00:49:09.096]  In a few places, I keep my fingers crossed, and I say, I hope, you know, he does what he said he was going to do.
[00:49:09.096 --> 00:49:10.998]  But early on in Bush's administration,
[00:49:13.891 --> 00:49:19.155]  The policemen of the world, and we shouldn't be involved in nation building like that bad guy Clinton.
[00:49:19.155 --> 00:49:20.797]  Then he went and did it even more so.
[00:49:20.797 --> 00:49:40.633]  I think your concerns are justified, because even though Obama was the so-called peace candidate, he was going to bring our troops home and end that war in Iraq, I'm afraid there's evidence now that shows that he's going to, you know, pursue the same foreign policy, which was my argument during the campaign, that no matter what happens, both major
[00:49:42.691 --> 00:49:44.833]  I don't think there's any reason for us to rejoice.
[00:50:06.118 --> 00:50:17.323]  Well, I mean, he's bringing in all the very Clinton people who are the ones that got rid of the Glass-Steagall Act and others, the literal engineers of what's happening now with derivatives, and then they're up there grandstanding as our saviors.
[00:50:17.323 --> 00:50:24.986]  Yeah, and they're pursuing all the spending and the secret tough stuff going on, whether it's with Treasury
[00:50:25.106 --> 00:50:25.346]  I don't
[00:50:47.210 --> 00:50:51.412]  All right, Congressman, with the four or five minutes we've got left, I want to blitz through some quick questions for you.
[00:51:16.135 --> 00:51:20.399]  I know when you were on Glenn Beck, he says, I've been looking at these cams, is there anything to it?
[00:51:20.399 --> 00:51:20.999]  We have the...
[00:51:22.387 --> 00:51:25.549]  Houston Chronicle admitting they built FEMA camps.
[00:51:25.549 --> 00:51:32.492]  We have the bill introduced to build more and then merge the police and local communities in with them.
[00:51:32.492 --> 00:51:37.614]  They have signed Pentagon directives, as you know, to use regular army.
[00:51:37.614 --> 00:51:40.216]  In Canada, they're announcing they're going to use the military.
[00:51:40.216 --> 00:51:44.318]  The Army War College says the military is preparing to engage the American people.
[00:51:44.318 --> 00:51:49.060]  And I know you're informed, because I've never talked to you about something that you weren't informed about.
[00:51:49.640 --> 00:52:11.999]  And so, you know, you did say on the show, well, the public's worried because Washington's out of control, but when John Warner Defense Authorization Act and some of the new executive orders that have come out, but also just Pentagon directives, I can pull them up, they're saying governors will be dual-headed federal officers, and now they have Marines at checkpoints looking for drunk drivers, you know, in California.
[00:52:11.999 --> 00:52:18.284]  I mean, all of this is going on, sir, so can you specifically speak to the danger of NORTHCOM taking over, or is that not a problem?
[00:52:18.920 --> 00:52:22.923]  No, I think it definitely is a problem.
[00:52:22.923 --> 00:52:31.509]  And yet, on the bright side, if we're looking for one, we've had 20 states now introduce resolutions.
[00:52:31.509 --> 00:52:35.753]  They were sick of the feds, and we might have to talk about state sovereignty again.
[00:52:35.753 --> 00:52:39.215]  So there's a healthy reaction to this.
[00:52:39.215 --> 00:52:40.876]  But yes, we should be concerned.
[00:52:42.017 --> 00:52:45.341]  Because I deal with these people, although I know there's a lot of evil out there.
[00:52:45.341 --> 00:52:50.667]  I also know the average member of Congress probably isn't a participant in a grand conspiracy.
[00:52:50.667 --> 00:52:57.574]  They'll come along and they say, well, all we're doing is states are inefficient and private sources don't work.
[00:52:57.574 --> 00:53:02.579]  We got to provide housing, and if there's housing on a military base, that's all we're doing.
[00:53:02.579 --> 00:53:03.781]  And a lot of them will
[00:53:04.361 --> 00:53:05.102]  We're good to go.
[00:53:25.538 --> 00:53:30.981]  Yeah, and a lot of people will buy into that and then too often in the past what happens is it gets too far along
[00:53:50.031 --> 00:53:50.331]  I don't know.
[00:54:16.818 --> 00:54:17.840]  Congressman, in closing,
[00:54:28.954 --> 00:54:30.174]  What are other solutions?
[00:54:30.174 --> 00:54:31.815]  I mean, obviously, get behind the state's sovereignty.
[00:54:31.815 --> 00:54:33.056]  The state's created the feds.
[00:54:33.056 --> 00:54:35.476]  We can, you know, bring them to heel.
[00:54:35.476 --> 00:54:41.659]  Have grand juries move for indictments of these criminal bankers for all their racketeering and Ponzi schemes.
[00:54:41.659 --> 00:54:42.699]  That's solutions.
[00:54:42.699 --> 00:54:44.220]  What are some other solutions?
[00:54:44.220 --> 00:54:49.261]  And barring those solutions, how bad do you think the government's going to wreck the world economy?
[00:54:49.261 --> 00:54:50.562]  How bad do you think it's going to get?
[00:54:52.225 --> 00:54:56.150]  Well, I think it's going to be very, very prolonged.
[00:54:56.150 --> 00:54:57.973]  I don't see any rebound.
[00:54:57.973 --> 00:55:07.125]  Markets may come back up and that sort of thing, but to rebound, I would expect it to last every bit as long as it happened in the 30s, and the 30s actually ended
[00:55:07.205 --> 00:55:07.745]  I don't think so.
[00:55:34.202 --> 00:55:37.624]  But I think we all have to be prepared.
[00:55:37.624 --> 00:55:39.766]  I think we should prepare our families.
[00:55:39.766 --> 00:55:43.869]  And I think financially, ultimately, they're going to destroy the dollar.
[00:55:43.869 --> 00:55:50.313]  I don't see anything wrong with people believing in the Constitution and following what they thought should be legal tenders.
[00:55:50.333 --> 00:55:50.853]  You've got to go.
[00:55:50.853 --> 00:55:52.254]  I did have one question I forgot to ask.
[00:56:16.910 --> 00:56:17.431]  Iran.
[00:56:17.431 --> 00:56:20.815]  Israel is saying in their papers they may go ahead and hit Iran.
[00:56:20.815 --> 00:56:26.282]  Every strategist out there on the left and the right, you know, mainstream, says this could cause World War III.
[00:56:26.282 --> 00:56:32.970]  It will definitely cause major economic problems and Iran might actually launch real attacks.
