[00:00.000 --> 00:27.900] ...
[00:57.900 --> 00:59.900]  You
[32:39.740 --> 32:42.740]  Folks, Jim is squabbable.
[32:42.740 --> 32:44.740]  We're in the video on the TV show next week.
[32:44.740 --> 32:48.740]  We have a lot of information on infowars.com and firstplanet.com.
[32:48.740 --> 32:53.740]  So it has been unbelievable.
[32:53.740 --> 32:54.740]  I confronted Michael Moore.
[32:54.740 --> 32:57.740]  He had all his bodyguards running from his march.
[32:57.740 --> 32:58.740]  I just wanted to ask him a few questions.
[32:58.740 --> 33:00.740]  His bodyguards kind of shoved past us.
[33:00.740 --> 33:04.740]  So Michael Moore is kind of becoming what he always claimed he was chasing.
[33:04.740 --> 33:06.740]  But I don't, I think his film's mine.
[33:06.740 --> 33:08.740]  I support him.
[33:08.740 --> 33:12.740]  I ran into David Gergen, an advisor to three presidents.
[33:12.740 --> 33:15.740]  But a bottle of eming broke to him and he got real meager and shoved it on me.
[33:15.740 --> 33:18.740]  Saying, you're the one that's stuck here.
[33:18.740 --> 33:19.740]  I'll tear you, sneak in there.
[33:19.740 --> 33:21.740]  Canoes, a member of the Grove.
[33:21.740 --> 33:23.740]  We got really, really mad.
[33:23.740 --> 33:26.740]  But basically what they're doing is they're scooping up protesters in mass
[33:26.740 --> 33:28.740]  in these big orange nets.
[33:28.740 --> 33:31.740]  And they're, they call them freedom, that's by the way, on the news.
[33:31.740 --> 33:35.740]  And that's all part of this Orwellian garbage.
[33:35.740 --> 33:37.740]  And these freedom nets grab people.
[33:37.740 --> 33:40.740]  You know, these orange nets are just a sort of a crowd.
[33:40.740 --> 33:44.740]  And they're picking up French, German, British tourists, Texas tourists,
[33:44.740 --> 33:46.740]  you know, Wisconsin tourists.
[33:46.740 --> 33:48.740]  And they take them to this camp.
[33:48.740 --> 33:50.740]  And some people were in there for several days.
[33:50.740 --> 33:51.740]  The average is about 25 hours.
[33:51.740 --> 33:53.740]  They sit on the news.
[33:53.740 --> 33:55.740]  Police run over people with mopeds or horses.
[33:55.740 --> 33:59.740]  And when they fight back, the news shows the people hitting the police back.
[33:59.740 --> 34:05.740]  It's just to see the twisting is very, very painful.
[34:05.740 --> 34:08.740]  And I wish, and I know that people are waking up,
[34:08.740 --> 34:10.740]  and I wish more people would wake up.
[34:10.740 --> 34:13.740]  I realize how far down this path we've gotten.
[34:13.740 --> 34:17.740]  Again, next week on Tuesdays and Thursdays show,
[34:17.740 --> 34:20.740]  well, we'll be back with the video showing it to you, detailing it,
[34:20.740 --> 34:22.740]  doing it for all the facts.
[34:22.740 --> 34:24.740]  So just please stay with us for that.
[34:24.740 --> 34:28.740]  And Mike, go ahead and get ready to throw us back into the documentary.
[34:28.740 --> 34:31.740]  Well, thank my hands-in for the great job he's doing.
[34:31.740 --> 34:34.740]  And I want to thank the crew that's here with me for the great job they've been doing.
[34:34.740 --> 34:36.740]  So Brian and Kevin Booth.
[34:36.740 --> 34:41.740]  And just keep the faith, folks, and realize that America is turning into a police state.
[34:41.740 --> 34:44.740]  And the people running things are the criminals.
[34:44.740 --> 34:48.740]  They're the corrupt murderers to carry out 9-11, and their illusion has disappeared.
[34:48.740 --> 34:50.740]  And my final point is, a zombie bullet came out
[34:50.740 --> 34:53.740]  from one of the most respected polling agencies in the country.
[34:53.740 --> 34:56.740]  It's on zombie's website. I don't know what to talk about it.
[34:56.740 --> 35:00.740]  41% of people in New York state believe the government had prior knowledge it was involved.
[35:00.740 --> 35:04.740]  49% of New York city believe the government had prior knowledge it was involved.
[35:04.740 --> 35:07.740]  And 68% believe it was a cover-up in the 9-11 commission,
[35:07.740 --> 35:11.740]  and that there should be a real investigation by somebody like New York Attorney General Elliott Spencer.
[35:11.740 --> 35:14.740]  So now, half the people know it's a fraud.
[35:14.740 --> 35:17.740]  Just like 92% know the government killed Kennedy.
[35:17.740 --> 35:19.740]  So that 8% were second calls, coups all day.
[35:19.740 --> 35:20.740]  No, you're the coups.
[35:20.740 --> 35:22.740]  Our founding fathers told us we had a corrupt government.
[35:22.740 --> 35:24.740]  We should watch and keep in control of it.
[35:24.740 --> 35:26.740]  And now we've forgotten that we're being enslaved.
[35:26.740 --> 35:27.740]  So wake up and resist it.
[35:27.740 --> 35:29.740]  Mike, thanks for the great job you're doing.
[35:29.740 --> 35:31.740]  We'll go back to the transmission.
[35:31.740 --> 35:32.740]  God bless you all.
[35:32.740 --> 35:36.740]  And remember, that's why this access to E-Stations is so important.
[35:36.740 --> 35:38.740]  We cannot allow censorship of free speech.
[35:38.740 --> 35:42.740]  We cannot allow channels 11 and 16 to be taken over.
[35:42.740 --> 35:46.740]  That's why we are moving with depositions to investigate and find out what's really going on
[35:46.740 --> 35:49.740]  with this radical reorganization of access television.
[35:49.740 --> 35:50.740]  That's all we're asking.
[35:50.740 --> 35:55.740]  That's all we want is to be able to see the facts and have them back off their public discussions
[35:55.740 --> 35:58.740]  of restricted free speech of channels 11 and 16.
[35:58.740 --> 36:00.740]  Again, God bless you all.
[36:00.740 --> 36:02.740]  And we shall prevail.
[36:02.740 --> 36:07.740]  Okay, folks, we'll take you back to tape.
[36:07.740 --> 36:10.740]  If you would like to know more about that access TV issue,
[36:10.740 --> 36:13.740]  I think it was in the city and state yesterday.
[36:13.740 --> 36:21.740]  They have a big article about the proposed lawsuit that the producers are going to be having
[36:21.740 --> 36:28.740]  against the board of ACTV to try to reorganize and commercialize this facility.
[36:28.740 --> 36:33.740]  I can guarantee you, if they commercialize this facility, you're not going to be getting the reports
[36:33.740 --> 36:38.740]  from Alex Jones if we have to have sponsors that he's going against.
[36:38.740 --> 36:47.740]  So think about that and call your city councilmen and women and tell them you don't want to change ACTV.
[36:47.740 --> 36:50.740]  It's been just great for 31 years.
[36:50.740 --> 36:56.740]  And if you're out there saying, well, we want music videos or whatever that they're trying to propose,
[36:56.740 --> 37:02.740]  well, they have been able to for 31 years to come down here and get a show and to do that.
[37:02.740 --> 37:09.740]  And Sherri, before we go back on tape, can you tell us a little bit more about the Liberty Jamboree
[37:09.740 --> 37:13.740]  that's coming September 18th?
[37:16.740 --> 37:22.740]  Well, as we're hearing and seeing from the news, we don't have a whole lot of time to get the word out.
[37:22.740 --> 37:31.740]  And the Texas Liberty Jamboree is going to have a lot of speakers.
[37:31.740 --> 37:47.740]  Hopefully Alex, Jack McClam, Jack Bludge, John Statt Miller, just George Humphrey, Jesse Andrews.
[37:47.740 --> 37:55.740]  And I'm going to play some of these new songs, waking up songs, wake up or kiss it goodbye as one of them.
[37:55.740 --> 37:59.740]  And everybody needs to wake up or kiss it goodbye.
[37:59.740 --> 38:03.740]  And the soul shakers are going to play some music.
[38:03.740 --> 38:08.740]  But it's not about who's really going to be speaking or playing.
[38:08.740 --> 38:10.740]  It's for the people that are coming.
[38:10.740 --> 38:12.740]  That's what's about is all of us getting together.
[38:12.740 --> 38:20.740]  Not what network, not what company you're with, but about all of us coming together because we're fighting this war together.
[38:20.740 --> 38:22.740]  It's an information war.
[38:22.740 --> 38:29.740]  And Alex is out there speaking for me, for you, for my daughter, for all of us.
[38:29.740 --> 38:32.740]  And we need to keep the chain going.
[38:32.740 --> 38:33.740]  We're all hooked up.
[38:33.740 --> 38:34.740]  We're all connected.
[38:34.740 --> 38:38.740]  And we really don't have time to be passive, Mike.
[38:38.740 --> 38:39.740]  You know what I'm saying?
[38:39.740 --> 38:42.740]  It's good to say I got faith and God's going to take care of us.
[38:42.740 --> 38:50.740]  But we got to do some footwork also and let them who have ears hear.
[38:50.740 --> 38:52.740]  Well, we got to share that information.
[38:52.740 --> 38:56.740]  And everybody just go out there, September 8th.
[38:56.740 --> 39:03.740]  But right now, let's keep listening to the news as it comes in and make sure we're going to be okay this weekend.
[39:03.740 --> 39:08.740]  Well, before we go back to tape, Sherry, this is your new single.
[39:08.740 --> 39:10.740]  I think it's a great song.
[39:10.740 --> 39:13.740]  We're going to play it again before we go back to tape.
[39:13.740 --> 39:24.740]  If you would like to talk to Sherry or myself at 9 o'clock tonight, we were going to be over at the Bake House, which is at Stastny and Mancheck.
[39:24.740 --> 39:32.740]  If you would like to talk to her about her new single and about this free concert that they're going to have in the speeches, September 18th.
[39:32.740 --> 39:35.740]  Come over there and she'll tell you all you want.
[39:35.740 --> 39:39.740]  But here is her new, that's 9 o'clock tonight.
[39:39.740 --> 39:41.740]  It's September 2nd.
[39:41.740 --> 39:46.740]  But tonight, here is your new single.
[39:46.740 --> 39:47.740]  And I think it's a great song.
[39:47.740 --> 39:48.740]  So we'll listen to it one more time.
[39:48.740 --> 39:49.740]  We'll go back to tape.
[39:49.740 --> 40:06.740]  And thanks to Alex for calling in from New York City.
[40:06.740 --> 40:08.740]  Sorry folks, I didn't do it just right.
[40:08.740 --> 40:23.740]  I had to go back. Just hold on one second.
[40:38.740 --> 40:54.740]  It's not your fault, baby, it's not mine.
[40:54.740 --> 41:02.740]  No chance we're crossing the same roads all at one time.
[41:02.740 --> 41:10.740]  Even if you say it, come in no time to beg out gracefully.
[41:10.740 --> 41:18.740]  One thing I know for sure, there'd be no doubt when you see you off.
[41:18.740 --> 41:22.740]  Rats make their in the middle of it.
[41:22.740 --> 41:28.740]  Rats make their in the middle.
[41:28.740 --> 41:32.740]  They've always been the same wheels turning.
[41:32.740 --> 41:36.740]  Won't you hear me say?
[41:36.740 --> 41:40.740]  Always with the same fires burning.
[41:40.740 --> 41:44.740]  Up above and away we are.
[41:44.740 --> 41:48.740]  Rats make their in the middle of it.
[41:48.740 --> 41:50.740]  Rats make their in the middle.
[41:50.740 --> 41:52.740]  We are.
[41:52.740 --> 41:56.740]  Rats make their in the middle of it.
[41:56.740 --> 42:15.740]  No schedule.
[42:15.740 --> 42:18.740]  Not open for debate.
[42:18.740 --> 42:22.740]  Not up for discussion.
[42:22.740 --> 42:25.740]  We don't have to relate.
[42:25.740 --> 42:29.740]  You're supposed to have your own opinion.
[42:29.740 --> 42:34.740]  Better hurry up and get on, get on.
[42:34.740 --> 42:37.740]  Before it's too late.
[42:37.740 --> 42:40.740]  Better hurry, listen, listen.
[42:40.740 --> 42:44.740]  Before you know it, they'll be lining us one by one.
[42:44.740 --> 42:47.740]  One by one.
[42:47.740 --> 42:49.740]  One world.
[42:49.740 --> 42:52.740]  Rats make their in the middle of it.
[42:52.740 --> 42:55.740]  Rats make their in the middle.
[42:55.740 --> 42:57.740]  We are.
[42:57.740 --> 43:01.740]  Rats make their in the middle of it.
[43:01.740 --> 43:04.740]  No schedule.
[43:04.740 --> 43:23.740]  Rats make their in the middle of it.
[43:23.740 --> 43:51.740]  No schedule.
[43:51.740 --> 44:06.740]  Rats make their in the middle of it.
[44:06.740 --> 44:08.740]  Okay, thanks for that song, Sherry.
[44:08.740 --> 44:10.740]  While we change the tape out,
[44:10.740 --> 44:13.740]  just a few minutes to change the tape out here,
[44:13.740 --> 44:19.740]  tell us one more time about the jamboree on September 18th
[44:19.740 --> 44:21.740]  in Kerrville, Texas.
[44:21.740 --> 44:23.740]  They're going to be all kind of speakers.
[44:23.740 --> 44:25.740]  I think Alex has been invited to speak there
[44:25.740 --> 44:27.740]  and other people.
[44:27.740 --> 44:29.740]  Tell us about that while I change the tape out.
[44:29.740 --> 44:31.740]  We're going back to tape, folks.
[44:31.740 --> 44:34.740]  Alex will be back next Tuesday night.
[44:34.740 --> 44:36.740]  We come on live.
[44:36.740 --> 44:41.740]  Oh, crap.
[44:41.740 --> 44:43.740]  We come on live.
[44:43.740 --> 44:46.740]  Alex comes on live Tuesdays at 8 o'clock from 8 to 9.
[44:46.740 --> 44:49.740]  It's hard doing everything at one time, Sherry.
[44:49.740 --> 44:53.740]  Tuesday, 8 to 9 p.m. on Channel 10.
[44:53.740 --> 44:57.740]  Back again, he comes on Thursday from 7 to 8, Channel 10.
[44:57.740 --> 45:04.740]  Be aware that the shows will change in October sometime, folks.
[45:04.740 --> 45:07.740]  So the new series times will be in October.
[45:07.740 --> 45:10.740]  So just stay in touch until then,
[45:10.740 --> 45:13.740]  and we'll let you know when the new times are.
[45:13.740 --> 45:16.740]  And Sherry, tell us about that event one more time
[45:16.740 --> 45:19.740]  while I get another tape in.
[45:19.740 --> 45:22.740]  Okay, Mike.
[45:22.740 --> 45:24.740]  September 18th, it's a Saturday.
[45:24.740 --> 45:27.740]  It starts like at 9 a.m.
[45:27.740 --> 45:33.740]  till 9 a.m. if everybody wants it to.
[45:33.740 --> 45:35.740]  That's 2004.
[45:35.740 --> 45:39.740]  I wish I could state a definite list of people.
[45:39.740 --> 45:41.740]  There have been some schedule changes,
[45:41.740 --> 45:44.740]  but the lineup, it's still up in the air.
[45:44.740 --> 45:46.740]  Ron Paul.
[45:46.740 --> 45:48.740]  I know Alex has been invited.
[45:48.740 --> 45:50.740]  I don't know what his schedule is,
[45:50.740 --> 45:56.740]  but Jack Blood, Jack McClam, Desi Andrews,
[45:56.740 --> 46:00.740]  or John Statmiller, name them all.
[46:00.740 --> 46:02.740]  I know that Joyce and Dave were invited,
[46:02.740 --> 46:06.740]  but I think they had something huge,
[46:06.740 --> 46:08.740]  and it's a little far for them.
[46:08.740 --> 46:14.740]  But that is the group of people.
[46:14.740 --> 46:16.740]  I mean, it's George Humphrey, who I love.
[46:16.740 --> 46:18.740]  I can't wait to see that new movie.
[46:18.740 --> 46:23.740]  It's possible, in fact, if anybody,
[46:23.740 --> 46:27.740]  if he hasn't been contacted, somebody contact him.
[46:27.740 --> 46:36.740]  And listen to 90.1 or 96.3 or 100.1 FM.
[46:36.740 --> 46:39.740]  Tell everyone to listen to those channels.
[46:39.740 --> 46:42.740]  Go to infowars.com, prisonplates.com,
[46:42.740 --> 46:49.740]  and keep updated on the change of the schedule.
[46:49.740 --> 46:54.740]  But right now, for one thing,
[46:54.740 --> 46:57.740]  Sherry Fruchet will be singing,
[46:57.740 --> 46:59.740]  Wake Up or Kiss It Goodbye.
[46:59.740 --> 47:01.740]  Right smack dab in the middle of it.
[47:01.740 --> 47:03.740]  Right on schedule.
[47:03.740 --> 47:06.740]  The solo-shakers are always going to play some music.
[47:06.740 --> 47:11.740]  And it's just going to be just an information,
[47:11.740 --> 47:15.740]  patriotic celebration.
[47:15.740 --> 47:22.740]  Yes, Hank Goldschild of Santoni.
[47:22.740 --> 47:24.740]  I know that a bunch of people from Santoni
[47:24.740 --> 47:26.740]  are going to be coming.
[47:26.740 --> 47:29.740]  We're like a big family.
[47:29.740 --> 47:30.740]  We see each other.
[47:30.740 --> 47:32.740]  Austinites, we see each other a lot.
[47:32.740 --> 47:34.740]  But I'm looking forward to meeting
[47:34.740 --> 47:37.740]  some of these other great patriots out of Santoni
[47:37.740 --> 47:39.740]  I haven't met yet.
[47:39.740 --> 47:41.740]  And that's the thing.
[47:41.740 --> 47:44.740]  It's not about me singing.
[47:44.740 --> 47:49.740]  It's about all of us out there hanging out.
[47:49.740 --> 47:52.740]  And we're going back to tape, folks.
[47:52.740 --> 47:54.740]  So Mark, get to know everybody.
[47:54.740 --> 47:55.740]  Print out stuff.
[47:55.740 --> 47:56.740]  I'll tell you real quick.
[47:56.740 --> 47:57.740]  Let me tell you this.
[47:57.740 --> 48:00.740]  Everybody needs to print out stuff from the Internet
[48:00.740 --> 48:02.740]  that is pertinent while we can.
[48:02.740 --> 48:05.740]  Because I couldn't get on Jack Blood early.
[48:05.740 --> 48:09.740]  I couldn't get on a lot of Internet sites today.
[48:09.740 --> 48:11.740]  There's stuff going on while we can.
[48:11.740 --> 48:12.740]  Get the information.
[48:12.740 --> 48:15.740]  Let's quit being passive and get the word out.
[48:15.740 --> 48:19.740]  We've got to get busy.
[48:19.740 --> 48:22.740]  Okay, this is Mike Hansen signing off for the last time
[48:22.740 --> 48:24.740]  unless something else happens.
[48:24.740 --> 48:26.740]  Thanks a lot and God bless.
[48:26.740 --> 48:29.740]  And we'll see you next week with Alex Jones.
[48:29.740 --> 48:31.740]  That's 8 o'clock next Tuesday night.
[48:31.740 --> 48:35.740]  Thanks a lot.
[48:35.740 --> 48:39.740]  Demonize them by creating your own crisis.
[48:39.740 --> 48:45.740]  Your own massacre or terrorist bombing or incident.
[48:45.740 --> 48:48.740]  And then blaming it on your political opponents.
[48:48.740 --> 48:52.740]  When you have 50, 60,000 peaceful demonstrators out,
[48:52.740 --> 48:56.740]  exposing the corruption, how do you neutralize them?
[48:56.740 --> 48:58.740]  Well, you simply send in your boys
[48:58.740 --> 49:01.740]  to create a crisis to offer a solution.
[49:01.740 --> 49:03.740]  Now, we're not saying that local police
[49:03.740 --> 49:04.740]  knew what was going on.
[49:04.740 --> 49:05.740]  Certainly not.
[49:05.740 --> 49:07.740]  They just were following their orders,
[49:07.740 --> 49:09.740]  which is frightening in and of itself
[49:09.740 --> 49:13.740]  to let a bunch of anarchists, 30 or 40 of them tops,
[49:13.740 --> 49:15.740]  run around and burn and break things
[49:15.740 --> 49:17.740]  because they were ordered to do so.
[49:17.740 --> 49:19.740]  We're going to play you some little clips
[49:19.740 --> 49:21.740]  from Newscast and some amateur video.
[49:21.740 --> 49:23.740]  Then we'll move into even more evidence
[49:23.740 --> 49:25.740]  that this was a government action.
[49:25.740 --> 49:28.740]  You see, the anarchists were actually given
[49:28.740 --> 49:31.740]  their own operations base,
[49:31.740 --> 49:34.740]  even during the curfew and civil emergency
[49:34.740 --> 49:36.740]  that was declared after their attacks.
[49:36.740 --> 49:40.740]  Boy, that was a good excuse to clear the streets.
[49:40.740 --> 49:43.740]  But first, watch just a small snippet
[49:43.740 --> 49:46.740]  of a local newscast that, of course,
[49:46.740 --> 49:48.740]  never went nationwide.
[49:48.740 --> 49:51.740]  Can't have the people finding out about what really happened.
[49:51.740 --> 49:54.740]  It's very revealing how the police just go along
[49:54.740 --> 49:57.740]  and allow this criminal activity.
[49:57.740 --> 49:59.740]  Then we'll get into who was behind it
[49:59.740 --> 50:02.740]  and how most of the anarchists are just useful idiots
[50:02.740 --> 50:05.740]  working for their provocateur bosses
[50:05.740 --> 50:08.740]  and on into the state of emergency that was declared
[50:08.740 --> 50:11.740]  and how not just Seattle, but the nation,
[50:11.740 --> 50:16.740]  was trained to accept armored personnel carriers
[50:16.740 --> 50:19.740]  and police in black uniforms as well as national guard
[50:19.740 --> 50:22.740]  being directed by the FBI
[50:22.740 --> 50:25.740]  and the Justice Department and Delta Force
[50:25.740 --> 50:28.740]  is all part of living in a safe society
[50:28.740 --> 50:32.740]  to protect us from those dangerous anarchists.
[50:32.740 --> 50:34.740]  A group we had seen all morning,
[50:34.740 --> 50:37.740]  a group we now know as anarchists called the Black Block,
[50:37.740 --> 50:39.740]  began terrorizing the city.
[50:39.740 --> 50:41.740]  I was live on the phone as it started.
[50:41.740 --> 50:43.740]  They're trying to break the windows.
[50:43.740 --> 50:45.740]  They're slamming against the windows.
[50:45.740 --> 50:47.740]  Oh my gosh, they just broke the Starbucks window.
[50:47.740 --> 50:51.740]  They're breaking into it right now.
[50:51.740 --> 50:54.740]  I'm getting, I'm moving across the street there.
[50:54.740 --> 50:56.740]  It was a frightening moment and I think I was in shock.
[50:56.740 --> 50:58.740]  I had been separated from my photographer,
[50:58.740 --> 51:00.740]  but as I followed this group,
[51:00.740 --> 51:03.740]  I soon met up with another Cairo photographer, Frank Simon,
[51:03.740 --> 51:05.740]  as the group's rage turned toward him.
[51:05.740 --> 51:08.740]  They're not there, they're not in the cover.
[51:08.740 --> 51:11.740]  Photographer Eric Wald and I then followed the Black Block.
[51:11.740 --> 51:13.740]  There were about 30 of them,
[51:13.740 --> 51:16.740]  isolated by their black clothing, black hoods and masks.
[51:16.740 --> 51:18.740]  It was obvious as they continued their destruction
[51:18.740 --> 51:20.740]  that they were renegade protesters.
[51:20.740 --> 51:25.740]  Take off your masks and join the rest of us and shut up.
[51:29.740 --> 51:31.740]  And now we're at the McDonald's at third time
[51:31.740 --> 51:33.740]  where they're breaking more windows.
[51:33.740 --> 51:34.740]  They broke windows of the gap.
[51:34.740 --> 51:35.740]  They're smashing windows at McDonald's.
[51:35.740 --> 51:37.740]  They're dumping over garbage cans.
[51:37.740 --> 51:40.740]  And they are very angry again in hostile.
[51:40.740 --> 51:42.740]  We're seeing more clashes of other protesters
[51:42.740 --> 51:46.740]  telling them to stop because they're giving everyone a bad name.
[51:46.740 --> 51:49.740]  None of the protesters, the legitimate protesters down here,
[51:49.740 --> 51:51.740]  want any of this kind of action.
[51:51.740 --> 51:53.740]  And they are very angry.
[51:53.740 --> 51:56.740]  They're right now, not in the newspaper.
[51:56.740 --> 51:59.740]  Being in any sign yet of police trying to track them down?
[51:59.740 --> 52:01.740]  No, you can't find a police anywhere.
[52:01.740 --> 52:02.740]  They're going like,
[52:02.740 --> 52:05.740]  they're breaking the bank window here at US Bank.
[52:05.740 --> 52:08.740]  We've got to get out of here and run up the street.
[52:08.740 --> 52:12.740]  Because if they see us, they attack us.
[52:12.740 --> 52:14.740]  And so we're keeping a safe distance away from them.
[52:14.740 --> 52:16.740]  Several police officers have told us
[52:16.740 --> 52:19.740]  because they were assigned to control the protest crowds,
[52:19.740 --> 52:22.740]  they weren't allowed to break ranks and to stop the black block.
[52:22.740 --> 52:26.740]  So the group just continued destroying property for nearly an hour.
[52:26.740 --> 52:28.740]  King Five's Deborah Feldman spoke to one police officer
[52:28.740 --> 52:31.740]  who says the department suffered from bad leadership.
[52:31.740 --> 52:33.740]  She's live tonight with this exclusive story.
[52:33.740 --> 52:34.740]  Deb?
[52:34.740 --> 52:36.740]  Well, I spoke with a detective tonight who says
[52:36.740 --> 52:40.740]  he feels completely demoralized by the way police were treated last week.
[52:40.740 --> 52:42.740]  He says he's not just talking about the treatment they received
[52:42.740 --> 52:46.740]  from protesters, but also from some of their superiors.
[52:46.740 --> 52:50.740]  It's hard for most people to witness chaos and destruction.
[52:50.740 --> 52:54.740]  But Detective Donnie Lowe says as a police officer at the scene,
[52:54.740 --> 52:55.740]  I was embarrassed.
[52:55.740 --> 52:57.740]  Lowe and his fellow officers were under orders
[52:57.740 --> 52:59.740]  to hold their ground last Tuesday
[52:59.740 --> 53:02.740]  when protesters blocked access to the convention center.
[53:02.740 --> 53:06.740]  He says it was painful to watch the crowd who asked delegates
[53:06.740 --> 53:08.740]  and not be able to help them.
[53:08.740 --> 53:10.740]  He wasn't even allowed to catch the crooks
[53:10.740 --> 53:12.740]  looting downtown businesses.
[53:12.740 --> 53:18.740]  I watched this guy loot Nike Town, sit in the window of Nike Town.
[53:18.740 --> 53:22.740]  At some point in time, the employees of Nike Town were chased out.
[53:22.740 --> 53:25.740]  And they came running to us for assistance
[53:25.740 --> 53:28.740]  in what we wasn't allowed to do anything.
[53:28.740 --> 53:33.740]  Detective Lowe has, well, half the answer right.
[53:33.740 --> 53:35.740]  He's got half the picture in his hands.
[53:35.740 --> 53:37.740]  Certainly, it's horrible.
[53:37.740 --> 53:41.740]  It's inexcusable that city leaders under the control
[53:41.740 --> 53:46.740]  of the federal government in Seattle would instruct the police
[53:46.740 --> 53:50.740]  not to apprehend criminals while they were engaging
[53:50.740 --> 53:52.740]  in crimes publicly.
[53:52.740 --> 53:57.740]  Crimes like robbery, arson, and assault.
[53:57.740 --> 54:01.740]  That makes the police chief, the mayor, the Justice Department,
[54:01.740 --> 54:06.740]  the Delta Force, the FBI, you name them running this operation,
[54:06.740 --> 54:09.740]  guilty as accomplices.
[54:09.740 --> 54:12.740]  But in a second, Detective Lowe falls for the old trick
[54:12.740 --> 54:14.740]  we've been talking so much about.
[54:14.740 --> 54:16.740]  Problem reaction solution.
[54:16.740 --> 54:20.740]  He says, you know, we were attacked out there for a day.
[54:20.740 --> 54:22.740]  But, you know, later the city got it together
[54:22.740 --> 54:24.740]  and we went ahead and declared the emergency
[54:24.740 --> 54:26.740]  while we had the no protest zone.
[54:26.740 --> 54:28.740]  Yeah, half the city.
[54:28.740 --> 54:30.740]  While the civil emergency was needed,
[54:30.740 --> 54:33.740]  and we finally, you know, we got to get tough on them.
[54:33.740 --> 54:36.740]  Yeah, you got to get tough on all the peaceful demonstrators
[54:36.740 --> 54:40.740]  that were shutting down the WTO, the World Trade Organization,
[54:40.740 --> 54:43.740]  and now when people think of protesters across the country,
[54:43.740 --> 54:47.740]  especially city leaders, city managers and others say,
[54:47.740 --> 54:49.740]  boy, we better crack down.
[54:49.740 --> 54:51.740]  We better ban protest here, too.
[54:51.740 --> 54:54.740]  And they're passing ordinances across the nation
[54:54.740 --> 54:57.740]  to implement emergencies whenever they feel like it.
[54:57.740 --> 55:01.740]  And the federal government is rubbing its hands together.
[55:01.740 --> 55:06.740]  All started by 30 to 40 anarchists running around,
[55:06.740 --> 55:10.740]  burning and beating and smashing and stealing.
[55:10.740 --> 55:13.740]  And the police, like dogs at the end of a chain,
[55:13.740 --> 55:15.740]  a rot water you've been slapping,
[55:15.740 --> 55:18.740]  suddenly had their leashes released.
[55:18.740 --> 55:21.740]  And with wanton abandoned, they rampaged out
[55:21.740 --> 55:25.740]  in a berserk fashion and attacked old ladies, store owners.
[55:25.740 --> 55:26.740]  You name it.
[55:26.740 --> 55:29.740]  And then they got to ship everybody to the FEMA Center.
[55:29.740 --> 55:34.740]  That's right. FEMA was helping during this learning process
[55:34.740 --> 55:36.740]  for everyone.
[55:36.740 --> 55:40.740]  Wake up, police. Stop letting them manipulate you.
[55:40.740 --> 55:42.740]  Even though the department has been criticized
[55:42.740 --> 55:44.740]  for the so-called no-protest zones,
[55:44.740 --> 55:49.740]  no defense them as necessary to regain control of the city.
[55:49.740 --> 55:53.740]  I think our biggest problem here was
[55:53.740 --> 55:57.740]  leadership within this department refused to take
[55:57.740 --> 56:00.740]  appropriate actions when it was clearly necessary.
[56:00.740 --> 56:03.740]  And that's how I got out of hands.
[56:03.740 --> 56:07.740]  You see, police, things were meant to get out of hand,
[56:07.740 --> 56:12.740]  to train the public to live in a continual state of emergency.
[56:12.740 --> 56:15.740]  Martial law is not some Hollywood pronouncement.
[56:15.740 --> 56:20.740]  It's an incremental slide towards more and more control.
[56:20.740 --> 56:25.740]  And on a scale of 1 to 10, on the police state Richter scale,
[56:25.740 --> 56:29.740]  we're at a four or a five right now in America.
[56:29.740 --> 56:32.740]  While the labor march was large and peaceful,
[56:32.740 --> 56:36.740]  it was the unexpected violence that captured most of the media attention.
[56:36.740 --> 56:38.740]  There's three issues of mischaracterization
[56:38.740 --> 56:41.740]  that have been sort of compounded by ignorance
[56:41.740 --> 56:43.740]  that I really think need to be addressed.
[56:43.740 --> 56:46.740]  Number one, the civil emergency was created by the police.
[56:51.740 --> 56:54.740]  The police did nothing but stand there
[56:54.740 --> 56:56.740]  until there was enough property damage
[56:56.740 --> 56:59.740]  and then suddenly there was a civil emergency.
[56:59.740 --> 57:03.740]  Now this occurred and I have to add also
[57:03.740 --> 57:07.740]  that the emergency meeting of the city council on Monday,
[57:07.740 --> 57:11.740]  I want to thank the three members who actually voted not
[57:11.740 --> 57:16.740]  to endorse the mayor's proclamation of civil emergency.
[57:16.740 --> 57:19.740]  But I find it very disappointing that there was no debate
[57:19.740 --> 57:21.740]  on the actual merits of the civil emergency.
[57:21.740 --> 57:24.740]  Everyone just said, oh, well, it's quite clear.
[57:24.740 --> 57:30.740]  Media reports say that the negotiators in front of the King County jail
[57:30.740 --> 57:33.740]  want a real concession from the police
[57:33.740 --> 57:38.740]  by granting access to attorneys, to the people who were being held in the prison.
[57:38.740 --> 57:41.740]  This is not something to negotiate, this is a right.
[57:44.740 --> 57:47.740]  It took a court order to even get to that point
[57:47.740 --> 57:51.740]  and I'd like to know what state the police and the jail system is in
[57:51.740 --> 57:54.740]  when this can happen to nonviolent protesters
[57:54.740 --> 57:56.740]  who are simply being held and they were told,
[57:56.740 --> 58:00.740]  we were told beforehand that in meetings with the police
[58:00.740 --> 58:04.740]  that no one would be held at Sandpoint for more than half an hour.
