[00:00.000 --> 00:15.240]  The
[01:15:58.520 --> 01:16:05.160]  maybe not tomorrow but soon you'll need a plan and place to survive forget bunkers you're not a
[01:16:05.160 --> 01:16:10.440]  live underground gopher you need survivalist camps the ultimate fully functional off the grid
[01:16:10.440 --> 01:16:16.040]  mobile survival bug outhouse that's well equipped and custom built to outlast any other rv or trailer
[01:16:16.040 --> 01:16:22.680]  bold statement you bit see him now at survivalist camps dot com that's survivalist camps dot com
[01:16:22.680 --> 01:16:29.480]  trust your family survival to survivalist camps dot com the united states of empire is a book that
[01:16:29.480 --> 01:16:35.240]  claims the united states is the empire of the world george washington had warned us against
[01:16:35.240 --> 01:16:42.120]  foreign wars the united states of empire shows that world wars one and two left england broken
[01:16:42.120 --> 01:16:48.840]  its former colony the us had to save the empire was there ever a vote who do we fight for the
[01:16:48.840 --> 01:16:55.960]  deep state began with world war one the united states of empire by james dunne available at amazon
[01:16:55.960 --> 01:17:01.960]  books heart disease is on the rise clogged arteries high blood pressure and high cholesterol
[01:17:01.960 --> 01:17:07.560]  levels may not be fully detected by you but the symptoms are there loss of energy blood sugar
[01:17:07.560 --> 01:17:12.760]  spikes and drops poor circulation and irregular heartbeat are just a few of these that can alert
[01:17:12.760 --> 01:17:18.280]  you that something is wrong here how heart and body extract is making a difference in thousands of
[01:17:18.280 --> 01:17:24.280]  people's lives across america my blood pressure has normalized my diabetes has totally improved
[01:17:24.280 --> 01:17:28.040]  everyone is telling me now how much healthier i look and i'm telling everyone how much healthier
[01:17:28.040 --> 01:17:33.000]  i feel i recommend heart and body extract to everyone anybody over 40 in the north american
[01:17:33.000 --> 01:17:38.440]  continent should be using this product as a preventative to keep their cardiovascular system
[01:17:38.440 --> 01:17:46.760]  healthy order your two months supply today by calling 866-295-5305 that's 866-295-5305
[01:17:46.760 --> 01:17:55.800]  or order online hbextract.com heart and body extract 866-295-5305 or hbextract.com
[01:17:58.840 --> 01:18:04.040]  i want to salute and commend every man woman and child that has supported this broadcast over
[01:18:04.040 --> 01:18:08.440]  the years and that has stood with us and i want to thank all of our sponsors and all of our
[01:18:08.440 --> 01:18:13.640]  affiliates but i'll tell you like it is you've seen the unmitigated attack we've been under
[01:18:13.640 --> 01:18:19.240]  here are only sponsors and when you don't buy the products they're absolutely the best out there
[01:18:19.240 --> 01:18:25.480]  we aren't able to continue on so remember you are the info war i'm not the leader you are the
[01:18:25.480 --> 01:18:30.840]  leader when you take action nothing stops you we've got giant specials running right now info
[01:18:30.840 --> 01:18:35.800]  war store.com that are unprecedented and if you go there and buy great products that you already
[01:18:35.800 --> 01:18:41.480]  need from across the board get funds the second american revolution worldwide so i want to thank
[01:18:41.480 --> 01:18:47.640]  you for your support i want to encourage you again go to infowarstore.com for whatever the
[01:18:47.640 --> 01:18:53.000]  product is you need we have thousands of them and it makes this all possible thank you for making
[01:18:53.000 --> 01:19:02.760]  it for as possible god bless you fueling your body is hard work that's why we've introduced the info
[01:19:02.760 --> 01:19:08.680]  wars life daily digestive pack to help you fuel it right combine flora life everyday maintenance
[01:19:08.680 --> 01:19:14.040]  and carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you
[01:19:14.040 --> 01:19:20.280]  receive there's no better way to power your body flora life is a powerful probiotic supplement
[01:19:20.280 --> 01:19:25.880]  with 20 of the most potent clinically study probiotic strains when paired with carnivore
[01:19:25.880 --> 01:19:31.000]  our incredible enzyme formula that helps you break down nutrients these formulas fuel your
[01:19:31.000 --> 01:19:37.160]  gut and your body to help you fight toxins and stay fueled all day these incredible formulas
[01:19:37.160 --> 01:19:43.080]  can help keep your body in tip top shape in the fight against stress age and outside toxins
[01:19:43.080 --> 01:19:48.360]  there's no better time to try flora life and carnivore to see how well they can support your
[01:19:48.360 --> 01:19:54.600]  body don't miss out on the chance to fuel your body and support recovery try the info wars life
[01:19:54.600 --> 01:20:07.880]  daily digestive pack today you're listening to the alex jones show
[01:20:16.840 --> 01:20:21.880]  crashing through the lies and disinformation it's alex jones
[01:20:21.880 --> 01:20:25.320]  that's what we do we crash through it folks
[01:20:27.560 --> 01:20:30.680]  people that people are calling like how are you handling this and i'm like i'm worried about the
[01:20:30.680 --> 01:20:34.520]  country in the world but me particularly it's like i'm in a twilight zone episode
[01:20:34.520 --> 01:20:42.520]  barbara barnes uh you have just won a huge case in owaki highly respected uh tax lawyer
[01:20:42.520 --> 01:20:47.160]  highly respected civil rights lawyer i mean i mean you're up there as a super lawyer nobody
[01:20:47.160 --> 01:20:52.360]  denies it and of course then they're they're trying to keep you out of the case in canada
[01:20:52.360 --> 01:20:56.600]  kid they're trying to keep you out of the case in austin and all because you said these suits
[01:20:56.600 --> 01:21:01.320]  are politically motivated they try to have a hearing yesterday the judge pushed it off
[01:21:01.320 --> 01:21:06.840]  and it's the number one story uh trending on on a major leftist disinfo site to get rid of you so
[01:21:06.840 --> 01:21:10.280]  they don't want to just ban me from the internet or say people can't defend me on the internet of
[01:21:10.280 --> 01:21:15.960]  their band openly admitting censorship it's political but but but now they don't want you to be my
[01:21:15.960 --> 01:21:21.960]  lawyer i mean it they just they're just out of control oh completely i mean it's one thing to
[01:21:21.960 --> 01:21:25.960]  try to suppress your speech it's another thing to try to suppress the speech of ordinary people
[01:21:25.960 --> 01:21:29.880]  all across the country but it's really extraordinary to try to suppress the speech of the lawyer
[01:21:29.880 --> 01:21:35.000]  advocating uh on your on a client's behalf while the other side lawyers run around like chickens
[01:21:35.000 --> 01:21:38.600]  with their heads cut off all over television slandering me well i mean the case started out
[01:21:38.600 --> 01:21:43.000]  with the the lawyer being on nbc and reaching tens of millions of people megan kelly exactly
[01:21:43.000 --> 01:21:46.760]  well leaking all kinds of story leaking the deposition putting creating a youtube page and
[01:21:46.760 --> 01:21:51.560]  then all leaders raise a shield in defense on our own show and it's like don't you raise a shield
[01:21:52.920 --> 01:21:57.160]  correct exactly if and not only that it's clear that people are politically misusing and abusing
[01:21:57.160 --> 01:22:01.880]  this the suit senator murphy's comments have no business in the in this country period to say he
[01:22:01.880 --> 01:22:06.760]  wants to have someone banned from being able to speak ever anywhere anyplace anytime which is what
[01:22:06.760 --> 01:22:11.720]  he did based on his misusing and abusing that lawsuit to do so so the i'm entitled to my first
[01:22:11.720 --> 01:22:14.840]  amendment rights i'm going to continue to express my first amendment rights they're not going to
[01:22:14.840 --> 01:22:18.360]  stop me from doing that they're going to have to put me six feet under before that happens
[01:22:18.360 --> 01:22:22.280]  so the uh so to waste that time for the most part but it shows the degree of insanity that's
[01:22:22.280 --> 01:22:26.520]  taking place here they don't want anyone to be able to talk about you reference you defend you
[01:22:26.520 --> 01:22:30.200]  even a lawyer whose constitutional duty and obligation is to do precisely that
[01:22:30.920 --> 01:22:35.000]  and it shows the scope of it i mean and it's ironic that all of this is happening like when
[01:22:35.000 --> 01:22:39.400]  you look at what zuckerberg said just two days before he decided by the way nobody can talk about
[01:22:39.400 --> 01:22:44.360]  alec stones he said the future is private and don't worry we're going to create digital families
[01:22:44.360 --> 01:22:49.240]  digital private spaces digital living rooms for you to talk about in private chat rooms whatever
[01:22:49.240 --> 01:22:53.160]  you want to talk about and then two days later says by the way we're actually monitoring this on a
[01:22:53.160 --> 01:22:58.600]  real-time basis with out with a uh with algorithms and artificial intelligence and we're going to
[01:22:58.600 --> 01:23:03.400]  actually suppress and censor anything you say in your actual room i mean even the soviets didn't
[01:23:03.400 --> 01:23:09.160]  do this right this is beyond the stasi and like you said they have like the future is private
[01:23:09.160 --> 01:23:14.360]  it's like come into us have your living room with me bring a little robot in that watches you
[01:23:14.360 --> 01:23:19.960]  it's all private say whatever you want by the way don't say alex jones or don't visit his site
[01:23:19.960 --> 01:23:24.680]  or you'll be banned i mean like who would let creepy weirdos like this in oh completely tricked
[01:23:24.680 --> 01:23:30.280]  everybody in so now we want contact they've got our photos and my wife two years ago tried to
[01:23:30.280 --> 01:23:34.760]  delete her facebook tried to get rid of it won't go away and then it sends her messages oh here's a
[01:23:34.760 --> 01:23:39.800]  memory of you five years ago yes exactly because well there's my old ex-boyfriend seven years ago
[01:23:39.800 --> 01:23:43.880]  well not only that but here i'm in a swimsuit in cancun day at nine years ago and here i'm with
[01:23:43.880 --> 01:23:48.840]  my mom ten years ago and it's just like it's stolen her identity precisely and it won't go away
[01:23:48.840 --> 01:23:53.080]  exactly it's one of the reasons why they have such strong opposition to things like alternative
[01:23:53.080 --> 01:23:57.880]  methods of currency things like blockchain because those could allow ordinary individuals to reassert
[01:23:57.880 --> 01:24:01.320]  ownership over their own identity because they would own those little pieces of themselves
[01:24:01.320 --> 01:24:04.920]  in social no i agree i never got into blockchain and all that because i knew it'd be a pump and dump
[01:24:04.920 --> 01:24:09.640]  but i believe the technology itself now you should advise me the cleanest best systems we should get
[01:24:09.640 --> 01:24:13.320]  into this immediately absolutely because i think i think there's a wide range of systems out there
[01:24:13.320 --> 01:24:17.480]  that are useful that people need to fully pursue what they're doing is forcing people to use alternative
[01:24:17.480 --> 01:24:22.040]  systems alternative mechanisms alternative ways of communicating because the mechanisms that they
[01:24:22.040 --> 01:24:26.120]  have monopolistic control over they're going to use this and of course they would abuse it but
[01:24:26.120 --> 01:24:31.880]  imagine maubel had like 90 percent of telephones in 1973 or whatever they broke up a few years later
[01:24:31.880 --> 01:24:35.560]  and it was a monopoly but imagine the phone company when you were saying something they didn't like
[01:24:35.560 --> 01:24:41.480]  broke in and said don't say that people would riot or instead they're breaking in saying don't do this
[01:24:41.480 --> 01:24:45.240]  exactly or remove your ability to use your phone to talk to your to talk to anybody because you
[01:24:45.240 --> 01:24:49.240]  talked about an impermissible topic or you're referenced an impermissible person or you're
[01:24:49.240 --> 01:24:52.280]  referenced an impermissible news site and of course you know what's going to happen they get
[01:24:52.280 --> 01:24:56.600]  weak-minded mentally old people to be the sjw is the interface with us there's 70 000 of them
[01:24:56.600 --> 01:25:00.680]  admittedly trained by the Southern Poverty Law Center they have a background they're a leftist
[01:25:00.680 --> 01:25:04.120]  they're a failed professor they're not getting a job they're a failed media person they give them
[01:25:04.120 --> 01:25:09.720]  an interface they give them directives they go out and help the ai censor 70 000 total 20 000
[01:25:09.720 --> 01:25:15.240]  facebook they're ramping it up and then these people are given access to your accounts your
[01:25:15.240 --> 01:25:20.440]  photos they're in your life writing reports on you they're watching you jerk off man they're
[01:25:20.440 --> 01:25:24.760]  watching you have sex with your wife they're dialed into the alexa they're dialed into the
[01:25:24.760 --> 01:25:31.800]  portal this is admitted and and and you understand the cultural jump this is of ai learning using
[01:25:31.800 --> 01:25:38.360]  human traders as its collaborators big tech traders with ai with a bunch of collaborators
[01:25:38.360 --> 01:25:42.440]  literally watching you cook that ham watching you take a dump while you're on your phone
[01:25:43.000 --> 01:25:48.200]  looking at photos of your kids indexing and all this is like an alien invasion but it's big tech
[01:25:48.200 --> 01:25:53.960]  and a bunch of silicon valley psychopaths precisely and what in for to be so blatant and to be so
[01:25:53.960 --> 01:25:58.040]  bold i think is what shocked people yesterday to go out there and say hey by the way we're banning
[01:25:58.040 --> 01:26:01.560]  these people simply because we think they're dangerous not because they violated any terms
[01:26:01.560 --> 01:26:06.680]  of service not because they violated any contractual terms not because they did anything wrong at all
[01:26:06.680 --> 01:26:12.600]  but simply because we think their ideas and their speech is scary for people to hear and listen to
[01:26:12.600 --> 01:26:19.720]  because oh my god think of the elitism of that to say oh come in your digital bedroom or living
[01:26:19.720 --> 01:26:25.400]  room you have all your speech and then they totally do a 180 and then they go but we know best
[01:26:25.400 --> 01:26:31.240]  we're all the college professors that are in your life now we're watching you and news guard
[01:26:31.240 --> 01:26:36.600]  announced six months ago they're going to be at browser level in your phone if you have a microsoft
[01:26:36.600 --> 01:26:45.000]  phone this is so criminal this is like but it's like too criminal to fail it's so big so organized
[01:26:45.000 --> 01:26:51.080]  so insane and our instinct like goonie birds as americans is this can't happen but it did happen
[01:26:51.080 --> 01:26:55.320]  it is happening precisely it's stuff that even the people on the on the head who had the most
[01:26:55.320 --> 01:26:59.800]  fantastical fictional view of what could happen thought could not happen they're like okay i mean
[01:26:59.800 --> 01:27:03.480]  i mean nobody was saying okay what's gonna happen a year ago two years ago five years ago
[01:27:03.480 --> 01:27:07.960]  20 50 years ago nobody was saying you're gonna have a time in place where there's certain people's
[01:27:07.960 --> 01:27:12.360]  names who you cannot talk about certain networks who you cannot reference by name i mean they're
[01:27:12.360 --> 01:27:17.240]  not just you can't reference their content camera can't link them can't talk about them can't mention
[01:27:17.240 --> 01:27:22.680]  them or you'll be said this is like i i i never thought stuff was a simulation but this is getting
[01:27:22.680 --> 01:27:27.960]  like yeah this is not real it's a very bad simulation and everybody knows i'm like pro israel
[01:27:27.960 --> 01:27:31.640]  i'm not vehemently pro israelis who's got its own problems like i'm pro america america is not
[01:27:31.640 --> 01:27:35.880]  perfect but you know it's better than it's like you know israel is better than the countries around it
[01:27:35.880 --> 01:27:40.680]  but i'm not against people because they're jewish to say i'm an amy semi in thousands of articles
[01:27:40.680 --> 01:27:46.280]  it's just it shows they have no bottom the system will do anything and they're and they're basically
[01:27:46.280 --> 01:27:50.360]  they're testing out what they can get away with can't if they can completely remove any positive
[01:27:50.360 --> 01:27:54.680]  content any positive reference by any ordinary person any member of the media any bad member of
[01:27:54.680 --> 01:27:58.920]  the press they're getting rid of their competition absolutely they are they can also defame and libel
[01:27:58.920 --> 01:28:03.480]  them without consequence because there's nobody to and people don't get that they go so what let
[01:28:03.480 --> 01:28:08.600]  them censor you know that's where 90% of the communications going on and then they can say
[01:28:08.600 --> 01:28:13.080]  whatever they want but i can't even have my name unless it's negative oh exactly i think somebody
[01:28:13.080 --> 01:28:17.800]  put a good put it well yesterday they're like okay then with if the uh if the explanation is hey don't
[01:28:17.800 --> 01:28:21.640]  worry you can just go and create your own system your own social media your well now you have to
[01:28:21.640 --> 01:28:25.320]  create your own social media your own banking system your own government effectively your own
[01:28:25.320 --> 01:28:29.400]  economic system your own phone system and they're fighting to take all that away from us precisely
[01:28:29.400 --> 01:28:33.080]  and they already have the de facto monopolies and then market space that's not a practical
[01:28:33.080 --> 01:28:37.720]  opportunity only the power of ordinary people exercising the rights of individual conscience
[01:28:37.720 --> 01:28:42.440]  that they are born with and given by god are the only way to resist this system effectively precisely
[01:28:45.240 --> 01:28:53.720]  you see the precisely oh my god i just think god i'm not zuckerberg or these other
[01:28:53.720 --> 01:28:56.200]  weird sexy people over right back
[01:28:57.560 --> 01:29:03.240]  fellow patriots my name is todd savage founder of black rifle real estate dot com like you i
[01:29:03.240 --> 01:29:07.960]  was a prisoner of the out left sanctuary state until one day i chose to lead my family to freedom
[01:29:07.960 --> 01:29:12.840]  today we live on a sustainable 20-acre homestead where we shoot hunt garden and homeschool our
[01:29:12.840 --> 01:29:17.240]  children without the tyranny of the nanny state looking over us if you're ready to flee the city
[01:29:17.240 --> 01:29:21.720]  to the freedom of idaho or montana our black rifle real estate team is here to help go to
[01:29:21.720 --> 01:29:28.120]  black rifle real estate dot com that's black rifle real estate dot com most of you know that heart
[01:29:28.120 --> 01:29:33.640]  disease is the number one silent killer in the us what if i told you for just 54 95 a month you
[01:29:33.640 --> 01:29:38.680]  could fight against heart disease naturally at heart and body extract we've been helping thousands
[01:29:38.680 --> 01:29:43.320]  of people get back to a healthier heart don't just take my word for it check out all of the success
[01:29:43.320 --> 01:29:54.440]  stories at hp extract dot com or to order call 866 295 5305 that's 866 295 5305 hp extract dot com
[01:29:54.440 --> 01:30:11.640]  don't risk it when you can take charge of it by leaps and by bounds the number one best-selling
[01:30:11.640 --> 01:30:17.960]  supplement family in the world is energy drinks and energy supplements but they are riddled with
[01:30:17.960 --> 01:30:23.560]  dyes and toxins and synthetic caffeine and other chemicals that sure get you a quick boost but
[01:30:23.560 --> 01:30:28.680]  burn out in just a few hours and have terrible side effects we have developed hands down from our
[01:30:28.680 --> 01:30:35.160]  research the most powerful healthy energy drink free workout and beyond system in the world
[01:30:35.880 --> 01:30:41.000]  there's nothing else like it you must experience it it is a total game changer and it comes in
[01:30:41.000 --> 01:30:46.520]  easy to use packaged mix of fruit juice or water whatever you'd like warning though it's very very
[01:30:46.520 --> 01:30:51.480]  strong it lasts 10 hours so take a half pack at the first time you take it because turbo force
[01:30:51.480 --> 01:30:56.920]  is named turbo force because it will take you into overdrive turbo force and enforce live com
[01:30:58.200 --> 01:31:03.000]  we all know the importance of fish oils while we are sure to provide them for ourselves it's
[01:31:03.000 --> 01:31:08.600]  just as important to make sure your kids get their epa and dha too honor roll is a powerful
[01:31:08.600 --> 01:31:15.000]  dha fish oil formula for your child built from the ground up to support your child's development
[01:31:15.000 --> 01:31:21.560]  this formula uses wild anchovy fish oil ultra purified krill oil and wild salmon fish oil
[01:31:21.560 --> 01:31:27.400]  with vitamins to boost your child's mind and body with this fish oil formula you can support your
[01:31:27.400 --> 01:31:33.640]  child's optimal heart joint cognitive and brain health while providing dha which has been shown
[01:31:33.640 --> 01:31:39.240]  to be essential for your child's brain growth spurts built on powerful ingredients with 580
[01:31:39.240 --> 01:31:45.560]  milligrams of high dha omega 3 is this formula is highly refined to eliminate nearly all heavy
[01:31:45.560 --> 01:31:52.360]  metals if you're looking for a formula to help your child grow look no further try honor roll
[01:31:52.360 --> 01:32:04.120]  from info wars life at info wars store.com brain force plus is a top tier new tropic focused clarity
[01:32:04.120 --> 01:32:10.760]  energy but instead of having a seven times markup we have a hundred and fifty percent markup right
[01:32:10.760 --> 01:32:18.040]  now it's massively discounted and when you get a bottle of it at 25 percent off you get a free bottle
[01:32:18.040 --> 01:32:23.160]  of what is our total best seller it's not very profitable because we give it at such a low price
[01:32:23.160 --> 01:32:27.560]  but it's amazing and that of course is knockout the ultimate sleep aid so we've got a way to
[01:32:27.560 --> 01:32:32.520]  energize you ramp you up in a healthy way during the day and put you deep into that restful healthy
[01:32:32.520 --> 01:32:39.640]  sleep at night it's the brain force and knockout combo deal 25 off brain force and a free bottle
[01:32:39.640 --> 01:32:45.000]  of knockout together right now get the combo and experience both these rake products today
[01:32:45.000 --> 01:32:51.240]  take advantage of it and find the m4 info wars life.com or info wars store.com the brain force plus
[01:32:51.240 --> 01:32:55.560]  knockout combo right now get your free bottle today at info wars store.com
[01:32:55.560 --> 01:33:20.840]  you're listening to the alex jones show crashing through the lives and disinformation it's alex
[01:33:20.840 --> 01:33:38.440]  jones alex jones here back live robert barnes ride to shotgun where this laura loomer also banned
[01:33:39.240 --> 01:33:46.680]  for precisely the reason that she is so effective at exposing the censorship that's going on let me
[01:33:46.680 --> 01:33:52.120]  throw this out there i got a bunch of great crew we're doing amazing things we got amazing reporters
[01:33:52.120 --> 01:33:57.480]  out there we don't give in we don't back down we keep dominating one big reason they ended up
[01:33:57.480 --> 01:34:02.040]  banning his facebook said no a month ago i guess zuckerberg just kind of gave up i don't even really
[01:34:02.040 --> 01:34:04.680]  blame him at the end of the day the moment we think about it i got mad at him earlier but
[01:34:04.680 --> 01:34:09.560]  that's just bad at the general system he just said fine regulate it take all the speech away he
[01:34:09.560 --> 01:34:13.560]  he just kind of gave in knowing they'd go too far i think there's some of that going on here but
[01:34:13.560 --> 01:34:20.120]  but this is like the ring of mordor it's just too dangerous to use well censorship is just so out
[01:34:20.120 --> 01:34:26.360]  of control but i'm gonna say this right now we have great products at info wars store.com
[01:34:27.480 --> 01:34:34.920]  and we have great information and the listeners are awesome but yeah them cutting us out not
[01:34:34.920 --> 01:34:39.640]  letting us have advertising not letting us advertise not letting us do so many things
[01:34:39.640 --> 01:34:45.080]  taking our bank accounts away where we had to get higher rate banks to even process orders
[01:34:45.080 --> 01:34:49.640]  it's been rough but i had a lot of expansion i wanted to do that we weren't able to do because
[01:34:49.640 --> 01:34:55.640]  the attacks and i really think america instinctively in the world should double down and just say you
[01:34:55.640 --> 01:34:59.960]  know we're gonna back alex jones my god they're banning his name and saying you're only allowed
[01:34:59.960 --> 01:35:06.120]  to talk about him if it's negative can you imagine that and i'm not a victim we're obviously doing
[01:35:06.120 --> 01:35:14.120]  things here on air that scare the living bejesus out of the enemy and so whether you share the
[01:35:14.120 --> 01:35:18.760]  links in your own private text your own private email or by word of mouth or on local talk radio
[01:35:18.760 --> 01:35:22.520]  or whether you buy products whether you pray for us just keep doing all those things
[01:35:25.480 --> 01:35:29.080]  because ladies and gentlemen i was trying to wolf down some mexican food during the break
[01:35:29.080 --> 01:35:35.080]  um mexican food is too good in austin they know there's a bunch of commies running around
[01:35:35.080 --> 01:35:38.200]  here they've taken over the mexican food it's like delightful anyways back to what i was saying
[01:35:40.280 --> 01:35:45.480]  we need your financial support and you need the products the best fish oil the best turmeric
[01:35:45.480 --> 01:35:53.320]  the best bone broth the best things that nobody else is promoting like pure clean iodine the very
[01:35:53.320 --> 01:35:58.120]  best t-shirts the very best books the very best films whatever the hottest coolest things are we
[01:35:58.120 --> 01:36:03.000]  have it and we have a big special that'll have to end soon our newest special survival shield x2
[01:36:03.880 --> 01:36:08.760]  back in stock deep earth crystal the good halogen learn why it's so important learn why it's got
[01:36:08.760 --> 01:36:13.320]  thousands and thousands of five-star reviews 98 percent reviews the combo has no reviews because
[01:36:13.320 --> 01:36:19.400]  it's brand new and x3 a different proprietary iodine with deep earth crystal and two other types
[01:36:19.400 --> 01:36:24.680]  that some scientist believes is even better and more absorbable try it for yourself it's excellent
[01:36:24.680 --> 01:36:33.880]  free bottle of x3 with a bottle of x2 25 percent off x2 and you get a free bottle info or store
[01:36:33.880 --> 01:36:40.520]  dot com or triple eight two five three three one three nine and everybody knows that i'm so busy
[01:36:41.160 --> 01:36:45.160]  that i tend to say a special is over and then it's not over and i don't throw fits anymore
[01:36:45.160 --> 01:36:49.560]  because i just kind of shout orders the marketing's like one minute meetings you know twice a week
[01:36:49.560 --> 01:36:53.400]  or like do this do that and this and then they're like well sure we're about to show out of
[01:36:53.400 --> 01:37:00.120]  um brain force plus our top-selling new tropic and we've got about two weeks left of that so we
[01:37:00.120 --> 01:37:06.520]  probably want to end this free bottle of um knockout you've got the great sleep bay with it and i
[01:37:06.520 --> 01:37:13.240]  said yeah yeah in that they didn't end it and so why not we'll just sell out we'll just run that uh till
[01:37:13.240 --> 01:37:18.440]  brain force plus sells out so you get 25 off in a free bottle of knockout so it'll get you up it'll
[01:37:18.440 --> 01:37:23.800]  get you down it's the best stuff out there uh info or store dot com info was live dot com or triple
[01:37:23.800 --> 01:37:27.560]  eight two five three three one three nine but whatever you do go read the reviews of the actual
[01:37:27.560 --> 01:37:31.560]  products because when you have combos those are brand new deals that just run a week usually so
[01:37:31.560 --> 01:37:35.560]  there's really not ever reviews of that but just go look at the reviews of x2 look at the reviews
[01:37:35.560 --> 01:37:41.720]  of x3 look at the reviews of knockout and check that out there's a constitutional right to use
[01:37:41.720 --> 01:37:49.720]  social media says supreme court this is a big ruling uh that came out a few months ago and
[01:37:49.720 --> 01:37:54.920]  there was another one before that 2008 north carolina law barring registered sex offenders from
[01:37:54.920 --> 01:38:00.360]  accessing commercial social media sites was overturned this year shang it because it amounts to
[01:38:00.360 --> 01:38:05.400]  public square uh so we we have supreme court rulings don't we well basically the original
[01:38:05.400 --> 01:38:10.760]  supreme court u.s supreme court logic was that if a company took over the public square and became a
[01:38:10.760 --> 01:38:15.560]  company town then that they were obligated to abide by the same first amendment restrictions as any
[01:38:15.560 --> 01:38:19.800]  governmental entity would be and so that was originally established by the supreme court
[01:38:19.800 --> 01:38:24.200]  almost a hundred years ago then what happened is that the california supreme court went further
[01:38:24.200 --> 01:38:28.200]  and said that applies to shopping malls so if you're in the context of shopping malls you have to
[01:38:28.200 --> 01:38:33.080]  go forward and you have to produce that information and intel but in fact what would happen is that
[01:38:33.080 --> 01:38:37.960]  the uh the u.s supreme court did not extend it ultimately to shopping malls and so went from
[01:38:37.960 --> 01:38:42.920]  what what happened after that is that the u.s supreme court while it keeps saying in various
[01:38:42.920 --> 01:38:47.960]  formats that there's constitutional protection for the public's for the private ownership of
[01:38:47.960 --> 01:38:52.520]  the public square they have yet to enforce it against any of the private companies themselves
[01:38:52.520 --> 01:38:56.600]  and that's the big question is when will that happen because right now if we don't move forward
[01:38:56.600 --> 01:39:00.280]  if we don't go forward we don't do something significant and substantial that what's going
[01:39:00.280 --> 01:39:04.520]  to happen is that the private monopolies that own the public square are going to be able to
[01:39:04.520 --> 01:39:10.520]  control censor surveil and and suppress speech how in any manner they want which is what currently
[01:39:10.520 --> 01:39:15.480]  is taking place in transpiring so the only way to defeat that and to overturn that is to say
[01:39:15.480 --> 01:39:21.800]  if you choose to have section 230 immunity if you choose to be a public monopoly or effectively is
[01:39:21.800 --> 01:39:25.400]  what they are then you should be obligated to abide by the same first amendment limits and
[01:39:25.400 --> 01:39:30.200]  restrictions as everyone else as any other governmental entity would be so for example
[01:39:30.200 --> 01:39:35.880]  that's how it was because people had a constitutional right to engage president trump on twitter that
[01:39:35.880 --> 01:39:40.200]  president trump is not allowed to black people on twitter now apparently some democratic congressmen
[01:39:40.200 --> 01:39:43.400]  haven't got this message so they're going to be subject to suit about it but that's what that
[01:39:43.400 --> 01:39:48.680]  was the legal premise for it so given that that same legal premise should apply unfortunately the
[01:39:48.680 --> 01:39:54.600]  courts have yet to apply it to the big tech companies to the big tech oligopolies so the
[01:39:54.600 --> 01:40:02.040]  so facebook and twitter and google and youtube have been able to avoid and evade these first
[01:40:02.040 --> 01:40:06.760]  amendment restrictions because the supreme court has yet to extend the common sense doctor and
[01:40:06.760 --> 01:40:11.640]  they originally imposed on private ownership of the public square to the modern equivalent of
[01:40:11.640 --> 01:40:16.840]  private wasn't mad dredge a trailblazer for 10 years he warned get out of these ghettos we need
[01:40:16.840 --> 01:40:20.920]  to surf the web we need home pages we need individuals many groups we don't need these big
[01:40:20.920 --> 01:40:25.000]  megacorporations they're going to take advantage of you they're going to abuse you they're going to
[01:40:25.000 --> 01:40:30.040]  put you in ghettos they've done it now he's been proven prophetic absolutely you everything he was
[01:40:30.040 --> 01:40:34.600]  predicting on that side of the scale was completely true and originally what was anticipated and he
[01:40:34.600 --> 01:40:38.600]  was right about this was that if hillary had won they were going to institutionalize these things
[01:40:38.600 --> 01:40:42.120]  through the fcc but even though trump won they're just still going ahead with it they are i mean
[01:40:42.120 --> 01:40:47.400]  what is is trump delayed their ability to do so but also motivated them to do so so when it kept
[01:40:47.400 --> 01:40:51.960]  expanding when elections in hungary and in elections in brazil kept reinforcing it that's why
[01:40:51.960 --> 01:40:56.520]  they're obsessed now with whatsapp it's because whatsapp was effectively used to circumvent big
[01:40:56.520 --> 01:41:02.120]  media censorship and surveillance of the brazilian election we've got lora lumar coming up we got her
[01:41:02.120 --> 01:41:06.200]  on i haven't played this clip yet this is really have two minutes to break you guys go to the end
[01:41:06.200 --> 01:41:09.960]  of the oliver darson clip from yesterday i'll play the whole thing coming up but just the last
[01:41:09.960 --> 01:41:15.320]  30 seconds or so where he goes and now we're seeing him jones is on whatsapp that's a text message
[01:41:15.320 --> 01:41:20.280]  phone call system so they're saying well it's new and it's digital and facebook owns it so it can
[01:41:20.280 --> 01:41:24.760]  watch what you're doing when you download the app they give you ads and now we're going to watch what
[01:41:24.760 --> 01:41:29.880]  you're saying dude i mean this is criminal the nsa can go to jail for that knowing that you look at
[01:41:29.880 --> 01:41:33.640]  facebook's messenger app facebook's messenger app was designed to be able to tap into your phone
[01:41:33.640 --> 01:41:38.280]  contacts tap into your text messages tap into your private and that's what they're doing here's that
[01:41:38.280 --> 01:41:42.280]  clip we'll come back with lora lumar another political president of freelumer.com here here he
[01:41:42.280 --> 01:41:47.560]  is saying get rid of your right to text message here it is yes facebook obviously owns instagram
[01:41:47.560 --> 01:41:52.360]  and so someone like alex jones had been banned from facebook a while back last year in the summer
[01:41:52.360 --> 01:41:56.840]  but he was still having a presence on instagram and they had drawn a lot of scrutiny from people
