[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:03:17.000 --> 01:03:21.000]  And I'm going to charge onto the field and I'm going to demand
[01:03:21.000 --> 01:03:25.000]  that they enroll me and I'm going to demand that they let me play
[01:03:25.000 --> 01:03:30.000]  the six-year-olds and then I'm going to get out there as a linebacker
[01:03:30.000 --> 01:03:32.000]  and I'm going to run through that line.
[01:03:32.000 --> 01:03:34.000]  Just blast past those six-year-olds.
[01:03:34.000 --> 01:03:38.000]  I'm going to just tackle that six-year-old.
[01:03:38.000 --> 01:03:42.000]  I'm going to stick on my boom helmet right here.
[01:03:42.000 --> 01:03:44.000]  And I'm like, yeah, yeah.
[01:03:44.000 --> 01:03:46.000]  And they're going to go, you're an incredible six-year-old.
[01:03:46.000 --> 01:03:48.000]  You're going to be a famous football player.
[01:03:48.000 --> 01:03:50.000]  I'm like, yeah, I know. They're like, damn, that's a nice beard you've got.
[01:03:50.000 --> 01:03:52.000]  I'm going, I know six-year-olds have those now.
[01:03:52.000 --> 01:03:56.000]  But I identify as that.
[01:03:56.000 --> 01:04:00.000]  So this is just total leftist child abuse, in my view,
[01:04:00.000 --> 01:04:03.000]  going on an absolutely massive scale.
[01:04:03.000 --> 01:04:10.000]  And the left's just turning their children over to all this.
[01:04:10.000 --> 01:04:14.000]  I guess you've got here one of the drag queens at storytime for the kids.
[01:04:14.000 --> 01:04:18.000]  This one is not particularly hideous, like the ones that were demon outfits.
[01:04:18.000 --> 01:04:23.000]  But you do have the consummate obese lady in a clown outfit.
[01:04:23.000 --> 01:04:25.000]  Just the creep factor of all of this.
[01:04:25.000 --> 01:04:31.000]  I mean, this is on cue with a ventriloquist doll being up there as the creepiest thing in the known universe.
[01:04:31.000 --> 01:04:35.000]  All right, let me segue out of these nightmare waters.
[01:04:35.000 --> 01:04:37.000]  But just remember, that's what all these stunts are about.
[01:04:37.000 --> 01:04:38.000]  That's what it's all about.
[01:04:38.000 --> 01:04:40.000]  And it's shit.
[01:04:40.000 --> 01:04:45.000]  So by all intents and purposes, there's one more point I didn't make.
[01:04:45.000 --> 01:04:50.000]  You know, you've got this new MPC meme showing that video game term of somebody that's a non-player
[01:04:50.000 --> 01:04:52.000]  being put up in the faces of liberals everywhere.
[01:04:52.000 --> 01:04:54.000]  It's really triggering them because that's what they are.
[01:04:54.000 --> 01:05:16.000]  It is shaved head, soulless, THX1138.
[01:05:24.000 --> 01:05:26.000]  This is it.
[01:05:54.000 --> 01:05:58.000]  Call 888-253-3139.
[01:06:24.000 --> 01:06:29.000]  In Texas, transmitting worldwide, it's Alex Jones.
[01:06:35.000 --> 01:06:38.000]  We have a lot of really serious geopolitical news we're going to be getting into.
[01:06:38.000 --> 01:06:43.000]  We've also got a northbound migrant group that the UN has organized,
[01:06:43.000 --> 01:06:47.000]  doubles in size, enters Guatemala, and I'm going to be covering that.
[01:06:47.000 --> 01:06:53.000]  In fact, you guys pulling out a yesterday and Sunday stack when I get to that at the bottom of the hour remind me.
[01:06:53.000 --> 01:06:58.000]  I want to show AP Reuters, you name it, because it's unbelievable to realize it's really happening,
[01:06:58.000 --> 01:07:08.000]  that the UN globally runs who is allowed to come into our countries under the UN Charter and under UNESCO.
[01:07:08.000 --> 01:07:11.000]  That's the whole global government body that decides the global standards.
[01:07:11.000 --> 01:07:14.000]  The US led the way pulling out of that last year.
[01:07:14.000 --> 01:07:17.000]  Now, Hungary, Austria, and a bunch of others are pulling out.
[01:07:17.000 --> 01:07:23.000]  But Guatemala, San Salvador, Nicaragua, and others are UN staging zones
[01:07:23.000 --> 01:07:29.000]  because the US won't let unvetted people in anymore to create giant caravans and give them money
[01:07:29.000 --> 01:07:38.000]  and to get Mexico to agree to let them come up the train lines and ride the trains for free.
[01:07:38.000 --> 01:07:45.000]  To then smash into the US border and become leftist voters and get all the anchor babies and all the freebies.
[01:07:45.000 --> 01:07:50.000]  This is systematic UN warfare against the US.
[01:07:50.000 --> 01:07:57.000]  And the good news is, I used to tell people 10 years ago, hey, you know, since George Herbert Walker Bush left office,
[01:07:57.000 --> 01:08:05.000]  he was the guy that did it, we've been under this compact with the State Department to let the UN run who can come in.
[01:08:05.000 --> 01:08:07.000]  They tell us who comes in.
[01:08:07.000 --> 01:08:10.000]  They run the migrant and refugee program.
[01:08:10.000 --> 01:08:15.000]  People are like, oh, yeah, the UN's running it. No, it really was. And Trump pulled out last year.
[01:08:15.000 --> 01:08:21.000]  And now as we have a debate about this, and as people have debates all over the world and go, you mean in Brazil,
[01:08:21.000 --> 01:08:28.000]  they're like, the UN says after Venezuela collapsed, we've got to let them all in and pay for everything? No.
[01:08:28.000 --> 01:08:31.000]  Brazil's saying they're going to pull out.
[01:08:31.000 --> 01:08:34.000]  Everyone wants to run their own country.
[01:08:34.000 --> 01:08:39.000]  Since when does the UN decide who can come into your country and who can do what?
[01:08:39.000 --> 01:08:41.000]  So that's coming up the bottom of the hour.
[01:08:41.000 --> 01:08:45.000]  Northbound migrant group doubles in size, enters Guatemala.
[01:08:45.000 --> 01:08:49.000]  Tens of thousands of people.
[01:08:49.000 --> 01:08:52.000]  Was 3,000. Now it's doubled.
[01:08:52.000 --> 01:08:59.000]  By the time it gets here, they think it's going to be as many as 30,000 people to break open those lanes like they did out of Africa,
[01:08:59.000 --> 01:09:04.000]  like they did out of the Middle East, through Turkey, through Bosnia, Herzegovina,
[01:09:04.000 --> 01:09:10.000]  through other areas of Macedonia, Albania.
[01:09:10.000 --> 01:09:16.000]  And again, you want to help folks, but you have to understand they're being forged into weapons when they get here.
[01:09:16.000 --> 01:09:17.000]  That's coming up.
[01:09:17.000 --> 01:09:28.000]  UN bags, EU states to take in stranded migrants. There you go.
[01:09:28.000 --> 01:09:31.000]  So it's very, very exciting to see that unfolding.
[01:09:31.000 --> 01:09:37.000]  It's also very, very exciting. The hilarity of Elizabeth Warren and how this is blown up in her face.
[01:09:37.000 --> 01:09:46.000]  It turns out the Boston Globe, being the fraud that they are, said that she was 132nd.
[01:09:46.000 --> 01:09:49.000]  So eight generations back, somebody had a little bit of an American blood.
[01:09:49.000 --> 01:09:59.000]  Turns out it's 10 generations back and it's one to the 1,023 or 1,024.
[01:09:59.000 --> 01:10:04.000]  So ladies and gentlemen, I mean, if you look at a Native American, you're going to get more than that.
[01:10:04.000 --> 01:10:08.000]  Out of 192 ounces of blood in the body, that's half a drop.
[01:10:08.000 --> 01:10:11.000]  So this is joke level.
[01:10:11.000 --> 01:10:16.000]  In fact, she's so white, I think the test may have made a mistake and missed some native blood,
[01:10:16.000 --> 01:10:24.000]  because the average person in the North America, according to 23andMe, has 1.6% Native American.
[01:10:24.000 --> 01:10:32.000]  This lady has not even one point.
[01:10:32.000 --> 01:10:38.000]  She has one divided by 1,224.
[01:10:38.000 --> 01:10:42.000]  I can't even get that out of my mouth. That's 1,000th.
[01:10:42.000 --> 01:10:46.000]  1 and 1,024th thousandth.
[01:10:46.000 --> 01:10:48.000]  Makes my head spin, ladies and gentlemen.
[01:10:48.000 --> 01:10:55.000]  But it doesn't matter with fuzzy math, she's 100% Apache.
[01:10:55.000 --> 01:11:00.000]  She's 100% rattlesnake Apache clan.
[01:11:00.000 --> 01:11:03.000]  The dreaded Elizabeth Warren.
[01:11:03.000 --> 01:11:08.000]  Big chief, one of them taxpayers, wampum.
[01:11:08.000 --> 01:11:10.000]  How?
[01:11:10.000 --> 01:11:14.000]  Me make them dance on fire ants.
[01:11:14.000 --> 01:11:17.000]  Me make them pay.
[01:11:17.000 --> 01:11:19.000]  Me, big chief.
[01:11:19.000 --> 01:11:21.000]  Me, high cheekbones.
[01:11:21.000 --> 01:11:25.000]  Me, your Native American.
[01:11:25.000 --> 01:11:29.000]  But shows her great virtue, the fact that she's multicultural.
[01:11:29.000 --> 01:11:34.000]  And I saw CNN this morning going, oh, she ought to be so proud that she's multi-ethnic.
[01:11:34.000 --> 01:11:36.000]  Oh, it's so incredible.
[01:11:36.000 --> 01:11:40.000]  And the evil Trump making fun of it with his amazing racism.
[01:11:40.000 --> 01:11:46.000]  And as I said yesterday, we really need Trump to take a DNA test.
[01:11:46.000 --> 01:11:54.000]  I bet he's got more Native American in him than even Elizabeth Warren does.
[01:11:54.000 --> 01:11:58.000]  Because you know, they're very politically correct with these things.
[01:11:58.000 --> 01:12:03.000]  They call Asian one thing and Native American another when it's the exact same thing.
[01:12:03.000 --> 01:12:05.000]  That's why most tests say they don't test for Native American.
[01:12:05.000 --> 01:12:10.000]  They test for Asian, African, and of course, Anglo.
[01:12:10.000 --> 01:12:12.000]  Because those are the three groups.
[01:12:12.000 --> 01:12:17.000]  There's Asian, there's African, and there's Caucasian.
[01:12:17.000 --> 01:12:21.000]  That's it, ladies and gentlemen.
[01:12:21.000 --> 01:12:23.000]  That's it.
[01:12:23.000 --> 01:12:26.000]  That's the groups.
[01:12:26.000 --> 01:12:31.000]  And so they run up against that and it turns out she's one of the widest people ever.
[01:12:31.000 --> 01:12:35.000]  So even though Trump's dad is from Germany and his mom is from Scotland,
[01:12:35.000 --> 01:12:38.000]  and their ancestors are quote, pure Scots and pure Germans,
[01:12:38.000 --> 01:12:43.000]  I guarantee you there was Asiatic, we know, invasion into all of Europe
[01:12:43.000 --> 01:12:45.000]  and in interbreeding period.
[01:12:45.000 --> 01:12:49.000]  That's why they can test somebody in northern Europe
[01:12:49.000 --> 01:12:52.000]  and they find Asian blood in them.
[01:12:52.000 --> 01:12:58.000]  Russians on high levels, especially as you go east of Asian blood,
[01:12:58.000 --> 01:13:03.000]  which is the exact same thing as Native American.
[01:13:03.000 --> 01:13:07.000]  I mean, if you look at a Tibetan woman,
[01:13:07.000 --> 01:13:10.000]  look at a Tibetan woman, look at an old Tibetan woman,
[01:13:10.000 --> 01:13:13.000]  and then look at a Native American, a real Native American woman,
[01:13:13.000 --> 01:13:16.000]  you can't tell the difference because it's the same people.
[01:13:16.000 --> 01:13:18.000]  They went over the North Pole.
[01:13:18.000 --> 01:13:21.000]  You know how close Asia is from Canada?
[01:13:21.000 --> 01:13:23.000]  It's right there.
[01:13:23.000 --> 01:13:26.000]  I always think of the world going long ways around the equator.
[01:13:26.000 --> 01:13:28.000]  That's the long way, not over the top.
[01:13:28.000 --> 01:13:31.000]  Why do you think in a nuclear war we fire nuclear missiles
[01:13:31.000 --> 01:13:33.000]  over the North Pole at Russia and China?
[01:13:33.000 --> 01:13:35.000]  Because they're right there.
[01:13:35.000 --> 01:13:37.000]  You don't shoot them around the world.
[01:13:37.000 --> 01:13:39.000]  You shoot over.
[01:13:39.000 --> 01:13:42.000]  We show people the globe place from,
[01:13:42.000 --> 01:13:45.000]  well, Document Cam shot of you went over here.
[01:13:45.000 --> 01:13:48.000]  One of the maps in here has got Russia and Canada in the U.S.
[01:13:48.000 --> 01:13:51.000]  and that's where they came across is the Bering Strait
[01:13:51.000 --> 01:13:54.000]  between what's Alaska and Russia today.
[01:13:54.000 --> 01:13:56.000]  That's why they have Eskimos,
[01:13:56.000 --> 01:13:59.000]  what you call a new it in northern Russia.
[01:13:59.000 --> 01:14:02.000]  They've got the very same people right there.
[01:14:02.000 --> 01:14:05.000]  We can zoom in way back there. You can see that right there.
[01:14:05.000 --> 01:14:07.000]  That's the Bering Strait.
[01:14:07.000 --> 01:14:10.000]  Maybe type in for people at the Bering Strait so they can see it.
[01:14:10.000 --> 01:14:12.000]  That's the United States.
[01:14:12.000 --> 01:14:15.000]  Just zoom on over to the corner over there.
[01:14:15.000 --> 01:14:18.000]  We'll do it later. Just type in
[01:14:18.000 --> 01:14:22.000]  View of the Earth from the North Pole.
[01:14:22.000 --> 01:14:25.000]  It's a classic shot.
[01:14:25.000 --> 01:14:29.000]  In fact, the UN symbol is a shot from the top of the planet.
[01:14:29.000 --> 01:14:32.000]  So, it doesn't matter.
[01:14:32.000 --> 01:14:34.000]  I'll do it on my phone.
[01:14:34.000 --> 01:14:40.000]  Just go to Search Engine and you go to it
[01:14:40.000 --> 01:14:45.000]  and you just simply type in North Pole Map.
[01:14:45.000 --> 01:14:47.000]  North Pole Map. Okay, good.
[01:14:47.000 --> 01:14:49.000]  Now, that's the Bering Strait right there.
[01:14:49.000 --> 01:14:52.000]  And as sea levels go up and down during ice ages,
[01:14:52.000 --> 01:14:54.000]  humans are able to cross right across there,
[01:14:54.000 --> 01:14:57.000]  but also during the winter months or even fall months
[01:14:57.000 --> 01:15:00.000]  you can generally cross when there is a ice barrier
[01:15:00.000 --> 01:15:02.000]  between the two regardless.
[01:15:02.000 --> 01:15:04.000]  Can you guys zoom out now from the Bering Strait place?
[01:15:04.000 --> 01:15:08.000]  You have Russia there on the right.
[01:15:08.000 --> 01:15:16.000]  And you've got the United States there on the left.
[01:15:16.000 --> 01:15:18.000]  Or they had it backwards from the worldview.
[01:15:18.000 --> 01:15:21.000]  So, there you go. And so, that's what's going on here.
[01:15:21.000 --> 01:15:23.000]  Now, I know I've digressed and I need to stop.
[01:15:23.000 --> 01:15:25.000]  You know, it's kind of a disease I have.
[01:15:25.000 --> 01:15:27.000]  The radio show is much better if I just don't look
[01:15:27.000 --> 01:15:29.000]  at what they have on screen,
[01:15:29.000 --> 01:15:31.000]  because that's what constantly makes me
[01:15:31.000 --> 01:15:33.000]  hiccup, hiccup, hiccup, hiccup, hiccup, which is fine.
[01:15:33.000 --> 01:15:35.000]  This is how I set this up.
[01:15:35.000 --> 01:15:37.000]  But I want to go back to the old days sometimes
[01:15:37.000 --> 01:15:39.000]  where I just turned the TVs off.
[01:15:39.000 --> 01:15:41.000]  They can just have a heyday in there with whatever they want
[01:15:41.000 --> 01:15:43.000]  instead of me looking at what they're doing on screen.
[01:15:43.000 --> 01:15:45.000]  Because so many people are watching on radio
[01:15:45.000 --> 01:15:47.000]  and they have no idea what I'm even talking about.
[01:15:47.000 --> 01:15:49.000]  Infowars.com, forward slash show if you want to see it all.
[01:15:49.000 --> 01:15:51.000]  When we come back, I'll actually get to it all
[01:15:51.000 --> 01:15:53.000]  and I'm going to not have anything on screen
[01:15:53.000 --> 01:15:55.000]  until I get back in the games for the rest of the day.
[01:15:55.000 --> 01:16:24.000]  The United States of Empire.
[01:16:24.000 --> 01:16:27.000]  The game's done. Available at Amazon Books.
[01:16:27.000 --> 01:16:29.000]  Hear that?
[01:16:29.000 --> 01:16:31.000]  That's the sound of a house being trashed
[01:16:31.000 --> 01:16:34.000]  while a gang of thieves ransacked the place.
[01:16:34.000 --> 01:16:57.000]  And what they don't steal will be destroyed.
[01:16:57.000 --> 01:17:26.000]  It's a no-brainer.
[01:17:26.000 --> 01:17:29.000]  I'm David Hall, founder of Diamond Gusset,
[01:17:29.000 --> 01:17:31.000]  where we're proud of our 100% grown
[01:17:31.000 --> 01:17:33.000]  and sewn American-made jeans.
[01:17:33.000 --> 01:17:35.000]  Whether you're out for dinner, working on the farm,
[01:17:35.000 --> 01:17:37.000]  or on the road, Diamond Gusset Jeans
[01:17:37.000 --> 01:17:41.000]  offers a full spectrum of styles and sizes for any occasion.
[01:17:41.000 --> 01:17:43.000]  To find yours, visit gusset.com.
[01:17:43.000 --> 01:17:46.000]  That's G-U-S-S-E-T dot com.
[01:17:46.000 --> 01:17:49.000]  Our loyal customers enable us to continue sponsoring
[01:17:49.000 --> 01:17:52.000]  Liberty Media outlets like the one you're listening to.
[01:17:52.000 --> 01:17:55.000]  In Liberty, David Hall, Diamond Gusset Jeans,
[01:17:55.000 --> 01:17:57.000]  we're the one you're listening to.
[01:18:26.000 --> 01:18:28.000]  We need to be able to keep up the pace.
[01:18:28.000 --> 01:18:32.000]  Our natural mixture harnesses the power of 10 known ingredients
[01:18:32.000 --> 01:18:36.000]  to let your body relax and get the sleep you need.
[01:18:36.000 --> 01:18:38.000]  Wake up refreshed and take on the day.
[01:18:38.000 --> 01:18:42.000]  InfoWarsLife wants to bring you a sleep support formula
[01:18:42.000 --> 01:18:44.000]  that goes above and beyond other leading brands
[01:18:44.000 --> 01:18:46.000]  at an affordable price.
[01:18:46.000 --> 01:18:50.000]  Get the sleep you deserve and experience the power of knockout.
[01:18:50.000 --> 01:18:54.000]  Head on over to infowarslife.com and say goodbye to fatigue.
[01:18:54.000 --> 01:18:57.000]  That's infowarslife.com.
[01:19:24.000 --> 01:19:27.000]  That's how epic this is and understand how real this fight is
[01:19:27.000 --> 01:19:30.000]  and why we've been made the main target.
[01:19:30.000 --> 01:19:33.000]  And if you financially support us and if you spread the word
[01:19:33.000 --> 01:19:36.000]  about our articles and videos, infowars.com,
[01:19:36.000 --> 01:19:40.000]  we won't just continue to stand up against these brutal scumbags.
[01:19:40.000 --> 01:19:41.000]  We'll win.
[01:19:41.000 --> 01:19:44.000]  We have huge sales at infowarsstore.com right now.
[01:19:44.000 --> 01:19:46.000]  And we're still able to operate the shopping cart
[01:19:46.000 --> 01:19:48.000]  and get stuff shipped out to you despite the fact
[01:19:48.000 --> 01:19:51.000]  we're trying to block our commerce and you're right to the market.
[01:19:51.000 --> 01:19:53.000]  But if you don't stand up and support us financially,
[01:19:53.000 --> 01:19:55.000]  sorrow's the blood we'll spain win.
[01:19:55.000 --> 01:19:56.000]  This is infowarsdarknessower.
[01:19:56.000 --> 01:20:25.000]  With your support, I'm counting on you.
[01:20:26.000 --> 01:20:34.000]  In Texas, broadcasting worldwide, it's Alex Jones.
[01:20:34.000 --> 01:20:41.000]  We are only 21 days out from the maker to break an election.
[01:20:41.000 --> 01:20:43.000]  I tell you, if the Democrats win back the House or Senate,
[01:20:43.000 --> 01:20:45.000]  they are going to go crazy.
[01:20:45.000 --> 01:20:46.000]  We all know that.
[01:20:46.000 --> 01:20:47.000]  They're going to go crazy regardless.
[01:20:47.000 --> 01:20:49.000]  But we need a political realignment against these people.
[01:20:49.000 --> 01:20:52.000]  They are psychological warfare criminals.
[01:20:52.000 --> 01:20:54.000]  They are a ruthless, out of control group
[01:20:54.000 --> 01:20:58.000]  that is traitorously allied with the Communist Chinese and foreign banks.
[01:20:58.000 --> 01:21:01.000]  They're trying to break this country's spirit.
[01:21:01.000 --> 01:21:05.000]  I'm very proud of how President Trump is trying to restore this nation's spirit.
[01:21:05.000 --> 01:21:08.000]  And to see our country come back from the dead is beautiful.
[01:21:08.000 --> 01:21:11.000]  But it makes the hard-won victories we've had in the last few years
[01:21:11.000 --> 01:21:15.000]  that much more sweet and that much more special.
[01:21:15.000 --> 01:21:16.000]  And I want to defend them.
[01:21:16.000 --> 01:21:20.000]  And we have some amazing news I'm going to get to here in just a moment
[01:21:20.000 --> 01:21:21.000]  dealing with Hillary Clinton.
[01:21:21.000 --> 01:21:24.000]  But first, we're going to give the number out.
[01:21:24.000 --> 01:21:28.000]  I'm going to take your calls into the next hour when Faith Goldie,
[01:21:28.000 --> 01:21:32.000]  who is in number third place out of 30-plus candidates,
[01:21:32.000 --> 01:21:34.000]  they won't let her be in public debates.
[01:21:34.000 --> 01:21:37.000]  They won't let her advertise on radio or TV.
[01:21:37.000 --> 01:21:38.000]  She's a nationalist.
[01:21:38.000 --> 01:21:39.000]  She's a Christian.
[01:21:39.000 --> 01:21:40.000]  She's a patriot.
[01:21:40.000 --> 01:21:41.000]  She's been demonized.
[01:21:41.000 --> 01:21:42.000]  She's been lied about.
[01:21:42.000 --> 01:21:46.000]  And now she is set to potentially win.
[01:21:46.000 --> 01:21:49.000]  But again, the authoritarianism of the left in Toronto
[01:21:49.000 --> 01:21:54.000]  is not letting her even participate or even buy ads.
[01:21:54.000 --> 01:21:57.000]  It just shows how they are going completely tyrannical
[01:21:57.000 --> 01:21:59.000]  with the censorship of the sexualization of children
[01:21:59.000 --> 01:22:02.000]  with going after the conservatives and libertarians
[01:22:02.000 --> 01:22:06.000]  and Christians bank accounts and our ability to buy and sell
[01:22:06.000 --> 01:22:08.000]  with communist Chinese-style net censorship.
[01:22:08.000 --> 01:22:12.000]  And the head of Google telling Congress last Friday in a letter
[01:22:12.000 --> 01:22:15.000]  that censorship is useful.
[01:22:15.000 --> 01:22:18.000]  And what we're doing in China is good.
[01:22:18.000 --> 01:22:22.000]  And there's a lot of attributes to censorship.
[01:22:22.000 --> 01:22:25.000]  They're just hiding it in plain view.
[01:22:25.000 --> 01:22:27.000]  It is a psychological warfare tactic.
[01:22:27.000 --> 01:22:32.000]  So the toll-free number to join us is 877-789-ALIX,
[01:22:32.000 --> 01:22:36.000]  877-789-2539, first-time callers or folks
[01:22:36.000 --> 01:22:37.000]  that have been on hold before.
[01:22:37.000 --> 01:22:38.000]  I want to get to you.
[01:22:38.000 --> 01:22:41.000]  I want to know about what you think they're going to pull 21
[01:22:41.000 --> 01:22:44.000]  days out, what you make of all the crazy stuff happening
[01:22:44.000 --> 01:22:47.000]  in Saudi Arabia, what you think about Stormy Daniels,
[01:22:47.000 --> 01:22:49.000]  it has to pay Trump's legal fees.
[01:22:49.000 --> 01:22:53.000]  That means leftist that raised her $500,000 on her GoFundMe
[01:22:53.000 --> 01:22:55.000]  that that's all going to Trump.
[01:22:55.000 --> 01:22:58.000]  Incredible information.
[01:22:58.000 --> 01:23:00.000]  See how much it is to defend a real defamation suit
[01:23:00.000 --> 01:23:02.000]  and actually beat it?
[01:23:02.000 --> 01:23:08.000]  Half a million claims.
[01:23:08.000 --> 01:23:11.000]  That's what they use against Trump and myself and others.
[01:23:11.000 --> 01:23:14.000]  And they always misrepresent what we've said to Suez,
[01:23:14.000 --> 01:23:17.000]  but once you actually get into court, then something else
[01:23:17.000 --> 01:23:19.000]  dawns.
[01:23:19.000 --> 01:23:22.000]  But when their force has dropped their suit or it's thrown out,
[01:23:22.000 --> 01:23:25.000]  you see nothing in the news.
[01:23:25.000 --> 01:23:26.000]  You see nothing.
[01:23:26.000 --> 01:23:30.000]  In fact, you always see in the news Alex Jones had his kids
[01:23:30.000 --> 01:23:31.000]  taken away.
[01:23:31.000 --> 01:23:35.000]  Alex Jones doesn't have his children.
[01:23:35.000 --> 01:23:36.000]  It's not true.
[01:23:36.000 --> 01:23:39.000]  Alex Jones says there's slave colonies with children on it
[01:23:39.000 --> 01:23:40.000]  on Mars.
[01:23:40.000 --> 01:23:43.000]  $1 million reward if you can find me saying that.
[01:23:43.000 --> 01:23:44.000]  Never said it.
[01:23:44.000 --> 01:23:45.000]  Nothing like it.
[01:23:45.000 --> 01:23:49.000]  $1 million reward if you've got me myself saying that no one
[01:23:49.000 --> 01:23:50.000]  died at Parkland.
[01:23:50.000 --> 01:23:53.000]  Never said that.
[01:23:53.000 --> 01:23:57.000]  $1 million if you can find me saying use battle rifles on the
[01:23:57.000 --> 01:23:58.000]  media.
[01:23:58.000 --> 01:24:04.000]  Think and I know you know this, but let it sink in for a second.
[01:24:04.000 --> 01:24:08.000]  Every news channel in the country, national news from ABC
[01:24:08.000 --> 01:24:14.000]  to NBC to CNN to even Fox News reported that I said get battle
[01:24:14.000 --> 01:24:17.000]  rifles and go kill the media.
[01:24:17.000 --> 01:24:19.000]  They didn't show a quote.
[01:24:19.000 --> 01:24:22.000]  They didn't show a video.
[01:24:22.000 --> 01:24:25.000]  But what the New York Times showed was battle rifles and quotes
[01:24:25.000 --> 01:24:29.000]  and then later media.
[01:24:29.000 --> 01:24:32.000]  Ten minutes later, I talked about the media and look, I know
[01:24:32.000 --> 01:24:37.000]  you've already heard this, but think about how evil they are.
[01:24:37.000 --> 01:24:41.000]  Think about how evil they are.
[01:24:41.000 --> 01:24:43.000]  They'll do anything.
[01:24:43.000 --> 01:24:46.000]  Well, yeah, they tell you your young son isn't a boy and then
[01:24:46.000 --> 01:24:49.000]  try to confuse him and have him cut his genitals off.
[01:24:49.000 --> 01:24:53.000]  That's beyond a pedophile cult.
[01:24:53.000 --> 01:24:56.000]  But they take our good nature and tell us we're bad if we
[01:24:56.000 --> 01:24:57.000]  don't accept it.
[01:24:57.000 --> 01:25:01.000]  Hollywood and the globalists and all of this are cancer.
[01:25:01.000 --> 01:25:04.000]  They're killing us.
[01:25:04.000 --> 01:25:11.000]  Now, this story just went live on infowars.com.
[01:25:11.000 --> 01:25:12.000]  We're going to cover it.
[01:25:12.000 --> 01:25:13.000]  Go to your calls and come back.
[01:25:13.000 --> 01:25:15.000]  Crash.
[01:25:15.000 --> 01:25:17.000]  Then a crash.
[01:25:17.000 --> 01:25:21.000]  Hillary Clinton's black ambulance.
[01:25:21.000 --> 01:25:23.000]  Our headline says, Van, I'm having to change the ambulance.
[01:25:23.000 --> 01:25:25.000]  It is an ambulance.
[01:25:25.000 --> 01:25:28.000]  We first broke the ambulance a month before the election.
[01:25:28.000 --> 01:25:31.000]  Two weeks later, people saw the ambulance hair falling down.
[01:25:31.000 --> 01:25:32.000]  We'll play that when we come back.
[01:25:32.000 --> 01:25:34.000]  Crash.
[01:25:34.000 --> 01:25:40.000]  Hillary Clinton's black van wrecks on way to fundraiser.
[01:25:40.000 --> 01:25:43.000]  Clinton and aid Uma Abedin emerge from vehicle unscathed.
[01:25:43.000 --> 01:25:48.000]  So the real headline is Hillary Clinton has crashed in her ambulance.
[01:25:48.000 --> 01:25:54.000]  Hillary Clinton has crashed in her ambulance with Uma Abedin.
[01:25:54.000 --> 01:26:01.000]  And horse face libs melt down over Trump's stormy Daniels Barb.
[01:26:01.000 --> 01:26:06.000]  So we'll get to more of that coming up and take your phone calls.
[01:26:06.000 --> 01:26:14.000]  The toll free number to join us is 877-789-ALEX-877-789-2539.
[01:26:14.000 --> 01:26:16.000]  But isn't it just beautiful?
[01:26:16.000 --> 01:26:26.000]  Now stormy Daniels and her weirdo lawyer have to pay the attorney's fees for suing Trump.
[01:26:26.000 --> 01:26:29.000]  That's just beautiful.
[01:26:29.000 --> 01:26:35.000]  And now it's come out that the lawyer that she has kept half the money he raised for Beto.
[01:26:35.000 --> 01:26:38.000]  By the way, Beto is everywhere.
[01:26:38.000 --> 01:26:43.000]  Every billboards, radio, TV, the internet just force fed hundreds of millions of dollars.
[01:26:43.000 --> 01:26:47.000]  Both legal and illegal have been raised to try to force him into the state of Texas.
[01:26:47.000 --> 01:26:53.000]  If he wins the election fraud, nobody outside of blue mental patient areas like Austin, Texas,
[01:26:53.000 --> 01:26:58.000]  no one is voting for Beto except people that have very, very low IQs.
[01:26:58.000 --> 01:27:05.000]  And all these group think folks that we'll be covering when we come back in the next segment and take your phone calls.
[01:27:05.000 --> 01:27:10.000]  Please remember that we are aggressively defending the Republic.
[01:27:10.000 --> 01:27:15.000]  We're aggressively defending the Constitution, the Bill of Rights, and most importantly, we're winning.
[01:27:15.000 --> 01:27:17.000]  Nationalism is taking hold everywhere.
[01:27:17.000 --> 01:27:19.000]  Common sense is happening.
[01:27:19.000 --> 01:27:25.000]  People are turning against the UN, turning against globalism and recognizing it as the clear and present danger it is.
[01:27:25.000 --> 01:27:29.000]  But wars are costly and they're dangerous and they're expensive.
[01:27:29.000 --> 01:27:35.000]  And info wars is barreling through, ramming through enemy territory like a tank.
[01:27:35.000 --> 01:27:40.000]  But we got some black smoke coming out from under the canopy and a couple of rocket holes on the side.
[01:27:40.000 --> 01:27:43.000]  And, you know, our gas tank got machine gunned.
[01:27:43.000 --> 01:27:47.000]  So I need to be able to pit stop and expand.
[01:27:47.000 --> 01:27:49.000]  I mean, right now they've battled us to a standstill.
[01:27:49.000 --> 01:27:51.000]  I let the enemy know the truth.
[01:27:51.000 --> 01:27:53.000]  My only weapon is the truth.
[01:27:53.000 --> 01:27:55.000]  You know, they'd lie and say, we're greater, this or that.
[01:27:55.000 --> 01:27:57.000]  No, no, I mean, I mean, they've knocked it out on our head.
[01:27:57.000 --> 01:28:01.000]  But thanks to you, we're still rolling through enemy emplacements and blasting with enjoyment.
[01:28:01.000 --> 01:28:06.000]  So when you buy products, it's like getting ammo into the tank and fuel into the tank.
