[00:00.000 --> 00:13.000]  Big Brother, mainstream media. Government cover-ups. You want answers? Well, so does he.
[01:05:27.000 --> 01:05:34.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[01:05:34.000 --> 01:05:44.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:44.000 --> 01:05:50.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[01:05:50.000 --> 01:05:58.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:05:58.000 --> 01:06:04.000]  Alex told you the government announced recently that the recession is over. It ended on June of 2009.
[01:06:04.000 --> 01:06:13.000]  The millions of Americans unable to find work might not agree. Perhaps the recession ended for the bankers and government employees, but for the rest of us, things seemed to be getting worse.
[01:06:13.000 --> 01:06:18.000]  Gold and silver haven't heard the news either. They've begun their long expected journey to the moon.
[01:06:18.000 --> 01:06:25.000]  In addition to converting your shrinking dollars into gold and silver, you should consider a food savings account from eFoods Direct.
[01:06:25.000 --> 01:06:32.000]  They both make fabulous investments. Food is our greatest dependency and we know it will be more precious than any financial resource.
[01:06:32.000 --> 01:06:37.000]  You and your family need food to survive a crisis, and you can't eat paper, stocks or metals.
[01:06:37.000 --> 01:06:43.000]  Alex has been urging you to invest in delicious, easy-fix meals to enjoy now or save for long term.
[01:06:43.000 --> 01:06:46.000]  This will freeze the cost to your food while you can still afford it.
[01:06:46.000 --> 01:06:57.000]  Visit eFoodsDirect.com on the internet or call 800-409-5633. That's eFoodsDirect.com or 800-409-5633.
[01:07:16.000 --> 01:07:43.000]  We turned jeans inside out, Diamond Gusset Jeans, made in the USA with unparalleled quality.
[01:07:43.000 --> 01:07:50.000]  Our Defender Motorcycle Jeans combine Gusset Comfort with Kevlar Protection so you can ride all day with confidence.
[01:07:50.000 --> 01:08:16.000]  Order yours at Gusset.com. Diamond Gusset Jeans got it. Others don't.
[01:08:16.000 --> 01:08:28.000]  He has a lot more knowledge than I do about the specific scientific financial systems.
[01:08:28.000 --> 01:08:37.000]  They claim it's a science. I'm probably talking out of class here, but I'll just say it.
[01:08:37.000 --> 01:08:47.000]  I have studied the Trilateral Commission's own reports. I've studied Club of Rome, UN and the mega corporations are playing a game of consolidation.
[01:08:47.000 --> 01:08:52.000]  And if they've got a physically invaded country and a million people to take it over, they'll do it.
[01:08:52.000 --> 01:08:55.000]  If they've got to give DU weapons to the troops to win it, they'll do it.
[01:08:55.000 --> 01:09:04.000]  If they've got 500 mobile radiation vans that are frying the people that are operating them, not just the people inside the houses, they'll do it.
[01:09:04.000 --> 01:09:09.000]  And you can see this debt black hole they've created that's impossible to pay back.
[01:09:09.000 --> 01:09:18.000]  And the Federal Reserve's meeting to celebrate their great victory this weekend at Jekyll Island 100 years ago, back in 1910, they met there.
[01:09:18.000 --> 01:09:26.000]  And looking at it, it's delusional, kind of like Nero setting fire to Rome or Hitler invading Russia.
[01:09:26.000 --> 01:09:39.000]  There's a lot of hooks by here, but there is a method to this madness and they're announcing this new global bank and SDRs and carbon taxes and VAT taxes to form the next bubble.
[01:09:39.000 --> 01:09:44.000]  And they're destroying other currencies. They're destroying our currency.
[01:09:44.000 --> 01:09:52.000]  I can't see it any other way than it is engineered, but you were at those highest levels or very near them of power.
[01:09:52.000 --> 01:10:01.000]  And I don't know what's more scary. If I'm right and it's designed and we see them all getting record bonuses and profits, everything else imploding.
[01:10:01.000 --> 01:10:08.000]  Am I right? That's pretty scary. Or is it even more scary that they're out of control?
[01:10:08.000 --> 01:10:12.000]  And it doesn't matter, Dr. Roberts, because doesn't it take us to the same place?
[01:10:12.000 --> 01:10:23.000]  Yeah, that's why I don't really worry about whether it's a conspiracy or not, because it's not in the end, it's not going to work for them or anybody.
[01:10:23.000 --> 01:10:27.000]  Because the system is going down.
[01:10:27.000 --> 01:10:33.000]  But Hitler launched Operation Barbarossa into Russia. They just do it.
[01:10:33.000 --> 01:10:42.000]  People make mistakes. That's the human condition. And so that's another reason I don't really worry about long term conspiracies.
[01:10:42.000 --> 01:10:45.000]  I think there are a lot of short term ones.
[01:10:45.000 --> 01:10:53.000]  But to keep a conspiracy going through the ages without making mistakes is probably beyond human potential.
[01:10:53.000 --> 01:10:59.000]  Now, maybe they're all aliens disguised as humans and has super intelligence.
[01:10:59.000 --> 01:11:08.000]  But if you look around the mistakes people make, even smart people, even people like you and I, we make mistakes.
[01:11:08.000 --> 01:11:17.000]  So to think that they can keep a conspiracy going for decades and decades without making mistakes is not likely.
[01:11:17.000 --> 01:11:19.000]  Well, we know they have the program for world government.
[01:11:19.000 --> 01:11:31.000]  Well, I still wonder how they're going to get China and Russia to go along with it. Or South America, which is breaking away from the system.
[01:11:31.000 --> 01:11:36.000]  If you look at it, you see more and more people breaking away from American dominance.
[01:11:36.000 --> 01:11:41.000]  No, I agree. Zbigniew Brzezinski four months ago addressed the CFR and said just that.
[01:11:41.000 --> 01:11:50.000]  But let's go to one other question about the left, the left wing. I really don't think there is a left wing anymore.
[01:11:50.000 --> 01:11:59.000]  I think in America, the United States left wing was destroyed by the political and economic collapse of socialism, communism.
[01:11:59.000 --> 01:12:05.000]  And we had the triumphal end of history, you know, democratic capitalism.
[01:12:05.000 --> 01:12:12.000]  And this triumphalism destroyed the left. This is why there's no real resistance to the police state.
[01:12:12.000 --> 01:12:15.000]  There's no real resistance to the wars.
[01:12:15.000 --> 01:12:19.000]  Well, notice the left hasn't even talked about Obama reauthorizing the Patriot Act three days ago.
[01:12:19.000 --> 01:12:29.000]  Well, there's not any left. I mean, there's a very mild, watered-down left, but it's nothing like it once was.
[01:12:29.000 --> 01:12:38.000]  That's because the destruction of socialism, communism, the triumphalism of democratic capitalism, the end of history.
[01:12:38.000 --> 01:12:45.000]  And so to put balance back, I think democratic capitalism is going to have to go through a crisis.
[01:12:45.000 --> 01:12:50.000]  I think we're seeing that begin with the economic deterioration.
[01:12:50.000 --> 01:12:59.000]  The Fed Reserve doesn't seem able to forestall, you know, the huge stimulus program did nothing for the economy.
[01:12:59.000 --> 01:13:08.000]  This is unusual. The enormous expansion of bank reserves have done nothing for the economy, interest rates are practically zero.
[01:13:08.000 --> 01:13:15.000]  The economy is not recovering. This is sort of out of bounds of what they are used to.
[01:13:15.000 --> 01:13:22.000]  So we see an economic crisis that they can't apparently handle, and it seems to be getting away from them.
[01:13:22.000 --> 01:13:29.000]  Politically, the fact that there's only one party, we see the rise of all this anger in the Tea Party candidates.
[01:13:29.000 --> 01:13:35.000]  They don't really know what to do or what they're angry about for the most part, most of them, but they're angry.
[01:13:35.000 --> 01:13:38.000]  They know the system doesn't work for them.
[01:13:38.000 --> 01:13:45.000]  My recent column that you posted, the impotence of elections explains why the system doesn't work for them.
[01:13:45.000 --> 01:13:53.000]  And so if you get people, you get a population in which the economy doesn't work for them and the political system doesn't work for them,
[01:13:53.000 --> 01:13:59.000]  you get collapse or you get revolution or things fall apart.
[01:13:59.000 --> 01:14:08.000]  And then all of a sudden, the triumphalism of the end of history, the supremacy of democratic capitalism, that fades away.
[01:14:08.000 --> 01:14:12.000]  All right, let me stop you because I want to get into the police state that integrates into all of this.
[01:14:12.000 --> 01:14:15.000]  Dr. Roberts, in the six minutes we've got left with you.
[01:14:15.000 --> 01:14:23.000]  But when I read the Rand Corporation reports that are public, most of it's secret, and I look at this,
[01:14:23.000 --> 01:14:29.000]  they talked about the service economy being security 12, 15 years ago back during that period.
[01:14:29.000 --> 01:14:40.000]  And so the fake right is trying to replace the economy with surveillance, prisons, control, a gulag economy, as Max Kaiser calls it.
[01:14:40.000 --> 01:14:47.000]  Then the so-called left, their answer is the quote, green economy that's a wet blanket on already dead industry.
[01:14:47.000 --> 01:14:57.000]  And so I do see the establishment putting forward plans after this latest phase has destroyed us economically.
[01:14:57.000 --> 01:15:01.000]  So they are putting out their plans and we know what it is.
[01:15:01.000 --> 01:15:06.000]  It's naked body scanners, it's checkpoints, it's threat fusion centers.
[01:15:06.000 --> 01:15:14.000]  Can you speak to your article, might is right, because we have the New York Times columnist, Joe Sharkey,
[01:15:14.000 --> 01:15:21.000]  talking about being screamed at, being made to basically be strip searched in front of people.
[01:15:21.000 --> 01:15:28.000]  They're now announcing, oh, if you don't want to be naked body scanned, we're going to literally squeeze your genitals.
[01:15:28.000 --> 01:15:32.000]  I mean, this is an act of humiliation, this is an act of domination.
[01:15:32.000 --> 01:15:44.000]  Well, yes, this is a consequence of 9-11. You know, there's no doubt that we're having a police state.
[01:15:44.000 --> 01:15:51.000]  In part, in fact, I think the real reason we have body scanners is because of Michael Chertoff,
[01:15:51.000 --> 01:15:58.000]  whose firm represents the body scanner manufacturer.
[01:15:58.000 --> 01:16:09.000]  And note the coincidence between the implementation of body scanners and the underwear bomber.
[01:16:09.000 --> 01:16:16.000]  Now, when I heard about the underwear bomber plot, I thought, now, this is staged.
[01:16:16.000 --> 01:16:25.000]  If the mighty, powerful al-Qaeda can attack the Pentagon and the World Trade Center and outwit all the intelligence agencies and blah, blah, blah.
[01:16:25.000 --> 01:16:30.000]  Why would they reduce themselves to an underwear bomber focused on a mere airliner?
[01:16:30.000 --> 01:16:35.000]  That's a huge come down. It hurts their reputation.
[01:16:35.000 --> 01:16:42.000]  It's kind of like after you, you're a great boxer and you knock out the champion and then you go start picking on 10-year-old kids.
[01:16:42.000 --> 01:16:45.000]  It doesn't help the image.
[01:16:45.000 --> 01:16:48.000]  So I think the whole thing was staged.
[01:16:48.000 --> 01:16:57.000]  Chertoff, who was, of course, head of Homeland Security, now represents the body scanner industry.
[01:16:57.000 --> 01:17:00.000]  They had the body scanners all made. They were all made ready to go.
[01:17:00.000 --> 01:17:03.000]  They needed an excuse.
[01:17:03.000 --> 01:17:15.000]  Without an excuse to terrify the people, how was anybody, how was the government going to ram this type of invasion of privacy down people's throats?
[01:17:15.000 --> 01:17:24.000]  So they concocted the underwear bomber and then now Chertoff's made more money selling these body scanners.
[01:17:24.000 --> 01:17:30.000]  So some of these explanations don't require anything other than greed.
[01:17:30.000 --> 01:17:35.000]  Just normal greed. This is the way things happen.
[01:17:35.000 --> 01:17:40.000]  Now, it doesn't mean we don't have a police state. We certainly do.
[01:17:40.000 --> 01:17:45.000]  And it's getting, it's no doubt it's getting worse.
[01:17:45.000 --> 01:17:51.000]  But on one, since I've been so pessimistic, let me say one thing that's hopeful.
[01:17:51.000 --> 01:17:59.000]  Sometimes power alone is enough. Remember the Soviet collapse? They had a police state.
[01:17:59.000 --> 01:18:05.000]  The Communist Party was as powerful as any aristocracy ever.
[01:18:05.000 --> 01:18:08.000]  All kinds of special privileges. They had total power.
[01:18:08.000 --> 01:18:13.000]  And yet they let the system go. It really wasn't overthrown.
[01:18:13.000 --> 01:18:28.000]  What had happened was all the years and years of frustration and failure and all the terrible stuff eroded the belief of the people at the top who had the power in the system.
[01:18:28.000 --> 01:18:31.000]  And they just were willing to let it go.
[01:18:31.000 --> 01:18:38.000]  Gorbachev, Yeltsin, they just said to hell with it. And they walked away from it. It fell.
[01:18:38.000 --> 01:18:52.000]  And these types of things can happen. They take a long time, but it does show that there is always something operating other than raw power and mendacity.
[01:18:52.000 --> 01:19:02.000]  And always in the short run and in the intermediate run, raw power, mendacity, brutality, evil, all of this can prevail.
[01:19:02.000 --> 01:19:09.000]  But in the long run, it seems to turn the stomachs even of the rulers.
[01:19:09.000 --> 01:19:11.000]  It starts routing from...
[01:19:11.000 --> 01:19:18.000]  Explain the collapse of the Communist Party, the Soviet Union, the most powerful body that ever existed.
[01:19:18.000 --> 01:19:28.000]  Dr. Roberts, we're almost out of time, and I'm skipping this network break to finish up with you, but I just wanted to back up what you said.
[01:19:28.000 --> 01:19:39.000]  When you mentioned your gut telling you that that was a staged event with the underwear bombing, we now know that Anwar Alalaki supposedly ran all of these events.
[01:19:39.000 --> 01:19:45.000]  And he was meeting two months after 9-11 when he was the number three in Al Qaeda secretly at the Pentagon with the top brass.
[01:19:45.000 --> 01:19:50.000]  That's even on Fox News. I mean, this is really becoming so transparent.
[01:19:50.000 --> 01:20:04.000]  Yes. Well, I think that if people catch on to that, it helps to accelerate the lack of confidence in the political system that we already see signs of.
[01:20:04.000 --> 01:20:19.000]  Like we said, the Tea Party, and we certainly are going to see people losing confidence in the economic system because if the Fed doesn't seem able, even with its most extreme measures,
[01:20:19.000 --> 01:20:26.000]  to bring the economy back or even to stop its continued deterioration.
[01:20:26.000 --> 01:20:39.000]  We may see a serious deterioration in the economy over the next three, six months next year, which will show helplessness on the part of these powerful people.
[01:20:39.000 --> 01:20:49.000]  And if that's the case, you'll see a lot of loss of confidence, not just among the population in general, but among those pulling the strings themselves.
[01:20:49.000 --> 01:20:56.000]  Well, Doctor, final question, and we appreciate your time and your great columns that you put out, sometimes multiple times weekly.
[01:20:56.000 --> 01:21:08.000]  And I also want to briefly talk about your new book, Dealing with What's Happening with the Economy, and we have links to it at infowars.com at the bottom of all of the articles that you write on a wide range of subjects.
[01:21:08.000 --> 01:21:23.000]  I think in the middle we meet in that, from my own research, the ruling class is a group of competing mafias, and they think they're in control, but really they're not as history shows,
[01:21:23.000 --> 01:21:26.000]  and as it's revealed that they're not in control.
[01:21:26.000 --> 01:21:31.000]  I mean, they can steal and destroy and start wars, but they're not in control. They can wreak havoc.
[01:21:31.000 --> 01:21:40.000]  And I wanted to get your psychological view, because you've been around a lot of these people, you know, in Washington over the years, you've studied it,
[01:21:40.000 --> 01:21:53.000]  that there does seem to be a wild mental illness now of just crazy hubris that we see with criminals, where they love to brag, to have them openly admit that Amar Alalaki's hanging out at the Pentagon,
[01:21:53.000 --> 01:22:03.000]  to have them come on Fox and CNN and admit our government gives the fertilizer to the Taliban to grow the opium and the productions off the charts, to see the CIA tell the Washington Post,
[01:22:03.000 --> 01:22:13.000]  yes, we make fake bin Laden videos, and yes, they were. I mean, there's this just, you know, going before Congress and saying we won't say where the trillions went.
[01:22:13.000 --> 01:22:23.000]  But it's almost more than just a hubris. It's like a flailing or a catch me, catch me, catch me if you can. I'm the junior bread man.
[01:22:23.000 --> 01:22:31.000]  I mean, what do you say about this just this this out in the openness about so much of this now?
[01:22:31.000 --> 01:22:46.000]  Well, Alex, hubris always leads to destruction. So I think that we say, I mean, look, this is far more hubris than Hitler showed by marching into Russia.
[01:22:46.000 --> 01:22:49.000]  This is more, this is more extreme.
[01:22:49.000 --> 01:22:51.000]  He almost won.
[01:22:51.000 --> 01:23:03.000]  He almost won. But the kind of hubris we're seeing that you just described is extreme hubris. And so it's going to come unglued.
[01:23:03.000 --> 01:23:10.000]  I think it will come unglued. It doesn't mean we won't suffer tremendously as a consequence.
[01:23:10.000 --> 01:23:24.000]  It doesn't mean there won't be prison camps and people won't be put in. But I think the system is right now showing more signs of failing than succeeding.
[01:23:24.000 --> 01:23:29.000]  That's just my opinion is showing signs of complete mental illness, megalomania.
[01:23:29.000 --> 01:23:36.000]  Well, well, how are you going to succeed in that type of a situation?
[01:23:36.000 --> 01:23:49.000]  Now, you know, possibly they can brainwash everyone. But as I say, it's hard to brainwash people who are out of work, out of homes, out of prospects, out of hope for the kids prospects.
[01:23:49.000 --> 01:24:00.000]  They're hard to, I mean, you can say, oh, it's the Chinese who did it, or you can, you know, point fingers and you keep them blaming the wrong people.
[01:24:00.000 --> 01:24:07.000]  But nevertheless, they still realize the system is not working. Whoever the government is telling them to blame.
[01:24:07.000 --> 01:24:13.000]  And if the government is so full of hubris as this, the kinds of mistakes it will make will be dramatic.
[01:24:13.000 --> 01:24:19.000]  There will be dramatic mistakes. Hubris always leads to big mistakes.
[01:24:19.000 --> 01:24:33.000]  And so the more you report that kind of hubris and see that kind of hubris that you describe, the more likely the mistakes are going to grow in magnitude.
[01:24:33.000 --> 01:24:41.000]  Well, I mean, I agree with you. And I think it's a mistake for the system when we say we don't want naked body scanners, homeland security.
[01:24:41.000 --> 01:24:51.000]  This is in the New York Times, screams at you and puts you through the scanner and then grabs. I mean, they're saying we now grab your breast.
[01:24:51.000 --> 01:24:58.000]  We now grab your genitals and they're all over the news saying you better go through the scanner or we're going to call you out in front of everyone.
[01:24:58.000 --> 01:25:00.000]  And we're going to make you pull your shirt out.
[01:25:00.000 --> 01:25:10.000]  We're going to, and literally on the news that it shows people grabbing women's breast to the point of my children have never flown.
[01:25:10.000 --> 01:25:14.000]  My wife hadn't been on an airplane in nine years. I'm forced to fly.
[01:25:14.000 --> 01:25:23.000]  And but I mean, we don't go anywhere now. Maybe that's what they want. But I mean, you know, you look, you're not going to put your hands between my wife's legs.
[01:25:23.000 --> 01:25:26.000]  I mean, I saw them, Dr. Roberts.
[01:25:26.000 --> 01:25:46.000]  And Alex, look, I'm sure this is all outrageous. But, you know, if you're a churtoff and you have a huge sums of money involved in the success of body scanners, you're going to use all your influence connections to make the TSA
[01:25:46.000 --> 01:25:56.000]  oppose strongly anyone who resists body scanners because money's on the table on the line.
[01:25:56.000 --> 01:25:58.000]  So they have that reason to do it.
[01:25:58.000 --> 01:26:09.000]  You also have the fact that many of the TSA people like unfortunately many police or bullies and they enjoy power and they enjoy intimidating people and abusing them.
[01:26:09.000 --> 01:26:18.000]  And then you even have some who are naive and believe that we're under a terrorist threat and that anybody who doesn't want to go through a body scanner must be a terrorist.
[01:26:18.000 --> 01:26:24.000]  So between all that, you can get these types of terrible situations.
[01:26:24.000 --> 01:26:29.000]  And it really remains to be seen how much the people put up with.
[01:26:29.000 --> 01:26:33.000]  You may have seen that recently the chairman of British Airways.
[01:26:33.000 --> 01:26:34.000]  Yes.
[01:26:34.000 --> 01:26:39.000]  All these checks and things were pointless.
[01:26:39.000 --> 01:26:45.000]  And then magically they get hit with toner bombs and there's bombs going off all over Europe right now.
[01:26:45.000 --> 01:26:58.000]  Yeah, that's right. The printer bomb or the printer ink cartridge bomb, that's to shut up the British Air Chairman, Heathrow Airport, the European Union.
[01:26:58.000 --> 01:27:02.000]  Because, oh, see, you're soft on security.
[01:27:02.000 --> 01:27:05.000]  You just pulled them out.
[01:27:05.000 --> 01:27:08.000]  Well, I don't know what's going to happen.
[01:27:08.000 --> 01:27:14.000]  I think people need to protest much stronger than they do.
[01:27:14.000 --> 01:27:17.000]  I think it'll take a while for Americans to do that.
[01:27:17.000 --> 01:27:22.000]  You see the Europeans have a history of opposing tyranny.
[01:27:22.000 --> 01:27:26.000]  And we just sort of inherited freedom with the Constitution.
[01:27:26.000 --> 01:27:30.000]  We've never had to fight our own government.
[01:27:30.000 --> 01:27:34.000]  In fact, the British really weren't all that tyrannical.
[01:27:34.000 --> 01:27:40.000]  They were just trying to get us to help pay for the cost of defending us against the French and Indians.
[01:27:40.000 --> 01:27:49.000]  But nevertheless, the United States population has not had to fight its own government over the centuries to obtain freedom.
[01:27:49.000 --> 01:27:54.000]  But that's what happened in every European country and in England.
[01:27:54.000 --> 01:27:58.000]  The people got freedom by fighting their own government.
[01:27:58.000 --> 01:28:02.000]  So they have a tradition of resisting. We don't.
[01:28:02.000 --> 01:28:08.000]  So that's why you see all this uproar in Europe over things that here just sort of passed without comment.
[01:28:08.000 --> 01:28:12.000]  Because we think we've got freedom so we don't recognize it when it's taken.
[01:28:12.000 --> 01:28:15.000]  Just going back and then we're going to let you go, sir, to hubris.
[01:28:15.000 --> 01:28:26.000]  Imagine, you know, we see the old film clips of Nazi Germany and them getting people out of trains or buses and just making people show papers.
[01:28:26.000 --> 01:28:31.000]  Americans saw that. Europeans saw that and said that's tyranny. Soldiers on the street is tyranny.
[01:28:31.000 --> 01:28:34.000]  You watch Mexico today with soldiers on the street. That's tyranny.
[01:28:34.000 --> 01:28:37.000]  Now that's what America is and they're going further.
[01:28:37.000 --> 01:28:49.000]  Imagine if Hitler had people on newsreels grabbing women's breast and men's genitals as a way to, and they admit to intimidate you to go through the scanners.
[01:28:49.000 --> 01:28:53.000]  I mean, it's just, it's insane hubris off the charts.
[01:28:53.000 --> 01:29:01.000]  And if we beat them on this, if we can remove the scanners, they know their entire police state will start crumbling if we have this victory.
[01:29:01.000 --> 01:29:05.000]  So it's more than just the billions they're making and it's tens of billions overall.
[01:29:05.000 --> 01:29:11.000]  It's also about forcing us. If we can make the suckers do this, we can do anything.
[01:29:11.000 --> 01:29:17.000]  Yeah, I'm all for winning over the defeating them on the scanners and on anything else.
[01:29:17.000 --> 01:29:25.000]  And you know, Alex, I remember those movies. I was just a kid and what I was always struck by was the politeness of the Gestapo.
[01:29:25.000 --> 01:29:34.000]  Your papers, please. And the threat was always there only if you didn't have papers.
[01:29:34.000 --> 01:29:38.000]  If you had papers and please, there was no threat.
[01:29:38.000 --> 01:29:43.000]  So really, the Gestapo was much more polite in general.
[01:29:43.000 --> 01:29:48.000]  Doc, Doc, I'm going to come back and plug your book. Stay there. Stay there. We got to come back and talk about the book and finish up your point.
[01:29:48.000 --> 01:30:17.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:19.000 --> 01:30:24.000]  This is a great way to be able to monitor the value of your home. And again, it's absolutely free.
[01:30:24.000 --> 01:30:30.000]  There are tons of tools to help you. For instance, if you want to remodel your home, go to homegain.com.
[01:30:30.000 --> 01:30:37.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:30:37.000 --> 01:30:43.000]  For 10 years, these folks have been helping home sellers and buyers visit their link at infowars.com.
[01:30:43.000 --> 01:30:49.000]  Look for Max, the orange home-gain gorilla, to help you with any real estate needs you might have.
[01:30:49.000 --> 01:30:56.000]  You'll love this site. It's homegain.com. H-O-M-E-G-A-I-N.com. Check them out today.
[01:30:58.000 --> 01:31:03.000]  Hello, friends. This is Alex Jones. You've heard me talk about Calben 5-star subs for years.
[01:31:03.000 --> 01:31:08.000]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[01:31:08.000 --> 01:31:14.000]  You can buy factory direct, shipped via UPS right to your door. Check them out on the web at 5starsoap.com.
[01:31:14.000 --> 01:31:22.000]  Or call 800-340-7091. Take my word for it. Once you've used pure soap, you won't buy anything else.
[01:31:22.000 --> 01:31:28.000]  Since 1947, Calben Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:31:28.000 --> 01:31:36.000]  Buy American and stay clean. As well as support info wars, visit 5starsoap.com today or call 1-800-340-7091.
[01:31:36.000 --> 01:31:38.000]  Well, Marty, what do you have to say?
[01:31:38.000 --> 01:31:46.000]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
[01:31:46.000 --> 01:31:57.000]  Call us at 1-800-340-7091 for a free catalog or visit our website, 5starsoap.com. Thank you.
[01:31:57.000 --> 01:32:02.000]  This is Alex Jones with five good reasons you should consider buying a solar-powered generator.
[01:32:02.000 --> 01:32:06.000]  Number one, new climate legislation could easily double or triple your electric bill.
[01:32:06.000 --> 01:32:12.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[01:32:12.000 --> 01:32:18.000]  It's true. Total government control of electricity in the name of smart grid technology is coming.
[01:32:18.000 --> 01:32:22.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[01:32:22.000 --> 01:32:26.000]  And now, new socialist legislation is only compounding the problem.
[01:32:26.000 --> 01:32:33.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[01:32:33.000 --> 01:32:38.000]  Number five, a solar-powered generator provides powerful backup insurance and peace of mind.
[01:32:38.000 --> 01:32:43.000]  Folks, I really believe in the solar-powered generators offered by Solutions from Science, one of my oldest sponsors.
[01:32:43.000 --> 01:32:49.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[01:32:49.000 --> 01:32:57.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[01:33:11.000 --> 01:33:15.000]  Coming up for about 20 minutes, start of the next hour on election fraud.
[01:33:15.000 --> 01:33:22.000]  You've got Bev Harris popping in, a premier researcher dealing with that, and she's found a lot of evidence around the country.
[01:33:22.000 --> 01:33:26.000]  I'm going to open the phones up after Dr. Roberts leaves us here in a few minutes.
[01:33:26.000 --> 01:33:37.000]  The toll-free number to join us on the quantitative easing, what it's doing to the dollar, on all the important news, is 1-800-259-9231.
[01:33:37.000 --> 01:33:46.000]  It will get you up and on the air, and I've got a bunch of other news, like BBC report.
[01:33:46.000 --> 01:33:53.000]  A large Hadron Collider researcher set to create many big bang, and they admit that as they do these thousands of tests,
[01:33:53.000 --> 01:33:58.000]  it could trigger something that destroys the planet, but they're going to go ahead and do it.
[01:33:58.000 --> 01:34:03.000]  That's hubris. It's kind of like with the Manhattan Project, the majority of scientists in their own record
[01:34:03.000 --> 01:34:07.000]  thought that would ignite the atmosphere and destroy the earth, burn off the atmosphere.
[01:34:07.000 --> 01:34:09.000]  It didn't do that.
[01:34:09.000 --> 01:34:19.000]  Then they tried to fire, in one case, over 60 in a group of tests the Air Force did, nukes into the upper atmosphere,
[01:34:19.000 --> 01:34:21.000]  trying to blow holes in the atmosphere.
[01:34:21.000 --> 01:34:29.000]  I mean, this is out-of-control lunatics running our society, and then they tell the people that are saying,
[01:34:29.000 --> 01:34:34.000]  who just, I'm not against science, but say, hey, you might not want to stick your finger in the light socket,
[01:34:34.000 --> 01:34:39.000]  they say we're the danger, or some printer cartridge bombs.
[01:34:39.000 --> 01:34:45.000]  We have to give up all of our way of life, all of our freedom, and have our wives and children fondled by perverts,
[01:34:45.000 --> 01:34:47.000]  and a lot of them are being caught as perverts.
[01:34:47.000 --> 01:34:49.000]  But finishing up with Dr. Roberts, we're going to let him go.
[01:34:49.000 --> 01:34:52.000]  I appreciate him being with us for now, an hour.
[01:34:52.000 --> 01:35:02.000]  Finishing up with, yes, the German newsreels of papers, please. Here, I saw a checkpoint a month ago in a neighborhood,
[01:35:02.000 --> 01:35:07.000]  and I pulled up 100 yards away, walked up politely, they had a tent out, and I said, hi, officers.
[01:35:07.000 --> 01:35:11.000]  I was even charming to the state troopers, and a guy came over, screamed at me and said, get out of here.
[01:35:11.000 --> 01:35:13.000]  And I said, well, I was just asking what's going on.
[01:35:13.000 --> 01:35:19.000]  And he just literally screamed at me like I had run over his child or something.
[01:35:19.000 --> 01:35:24.000]  And I said, man, you really are arrogant, you love power, and this is a police state.
[01:35:24.000 --> 01:35:27.000]  And he's basically like, yeah, it is, now get out of here.
[01:35:27.000 --> 01:35:31.000]  And I said, okay, trooper, and he said, it's Sergeant Baker to you!
[01:35:31.000 --> 01:35:34.000]  And he was just seething with enjoyment.
[01:35:34.000 --> 01:35:39.000]  Now, some of the troopers kind of looked embarrassed, because this was their Napoleonic boss,
[01:35:39.000 --> 01:35:46.000]  but it doesn't that fool understand that if he's been given all this undue power, those above him have,
[01:35:46.000 --> 01:35:50.000]  and this is a recipe for disaster.
[01:35:50.000 --> 01:35:56.000]  People go into police services because they like power.
[01:35:56.000 --> 01:36:02.000]  And so you get an unbalanced personality in that type of a job,
[01:36:02.000 --> 01:36:07.000]  and that makes them more dangerous than the power they have alone.
[01:36:07.000 --> 01:36:19.000]  I've had a number of emails or letters over my career as a writer from policemen who say they've quit the force
[01:36:19.000 --> 01:36:22.000]  because you can't be a good cop anymore.
[01:36:22.000 --> 01:36:30.000]  Now, I don't know if they're exaggerating, but I have had a number of these letters of people who say that
[01:36:30.000 --> 01:36:37.000]  it's just like Frederick von Hayek's point in The Road to Serfdom.
[01:36:37.000 --> 01:36:42.000]  He has a chapter on why the worse always get on top.
[01:36:42.000 --> 01:36:51.000]  And the real reason is that power, the ability to exercise power, attracts the worse.
[01:36:51.000 --> 01:36:57.000]  The people who want to exercise it over others, to be bullied, to be abusive.
[01:36:57.000 --> 01:37:06.000]  And so you concentrate people in those professions who are in that way unbalanced,
[01:37:06.000 --> 01:37:12.000]  and they tend to drive out the good members of the force.
