[00:00:01.000 --> 00:00:16.000]  Intro Music
[00:32:08.980 --> 00:32:12.960]  Now you'll be always, while they still allow books, I guess they're starting to ban them,
[00:32:12.960 --> 00:32:16.960]  be able to get an unsigned copy of The Great Reset and the War for the World at bookstores,
[00:32:16.960 --> 00:32:18.880]  Amazon, or Infowarsstore.com.
[00:32:18.880 --> 00:32:23.000]  But you will never be able to get another signed copy of the book after the signed copies
[00:32:23.000 --> 00:32:27.000]  we got run out, and there's about a thousand left of them right now.
[00:32:27.000 --> 00:32:32.400]  So get your copy of The Great Reset and the War for the World, a signed copy, at Infowarsstore.com.
[00:32:32.400 --> 00:32:36.320]  And there is a markup there because this is a fundraiser to keep us on the air.
[00:32:36.320 --> 00:32:39.920]  So you won't just have this historic memento and this powerful book, you'll also know
[00:32:39.920 --> 00:32:41.840]  that you help keep Infowars on the air.
[00:32:41.840 --> 00:32:45.440]  I'm going to thank those of you that have gotten signed copies of the book, or unsigned
[00:32:45.440 --> 00:32:46.440]  copies.
[00:32:46.440 --> 00:32:50.720]  But I want to encourage all of you who haven't yet, to go to Infowarsstore.com and get a
[00:32:50.720 --> 00:32:54.880]  signed copy, and buy a couple of unsigned copies, and donate them to the library, or
[00:32:54.880 --> 00:32:56.520]  give them to the local school.
[00:32:56.520 --> 00:32:57.520]  This is an Infowar.
[00:32:57.520 --> 00:33:01.520]  I'm counting on you, and thank you for your support.
[00:33:01.520 --> 00:33:07.680]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:10.130 --> 00:33:26.130]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:26.130 --> 00:33:34.130]  Alright, I was about to get to Tom Fenton, laying out in 11 minutes how there's been a coup over our country and our elections.
[00:33:34.130 --> 00:33:42.130]  Hands down, it's not debated, it's totally illegal, it's everything they claim the Russians were doing, but the U.S. government was doing it, run by the globalists.
[00:33:42.130 --> 00:33:44.130]  I'll have to get to that coming up later.
[00:33:44.130 --> 00:33:50.130]  Don't forget that Arema Labo is going to be joining us at the bottom of the next hour, the ultimate whistleblower that predicted it all.
[00:33:50.130 --> 00:33:57.130]  She's got new groundbreaking intel on how they're planning to release new viruses in the next phase of the New World Order and how we can stop it.
[00:33:57.130 --> 00:34:00.130]  I cannot stress to you how important this is going to be.
[00:34:00.130 --> 00:34:01.130]  Everybody needs to tune in.
[00:34:01.130 --> 00:34:12.130]  Everybody needs to tell their email list, their text message friends, people, random folks in a 7-Eleven, hey, tune in to InfoWars.com forward slash show, Forbidden Info, coming up 1230 Central.
[00:34:12.130 --> 00:34:15.130]  Because we need this to go viral, okay?
[00:34:15.130 --> 00:34:17.130]  We need to get outside the choir.
[00:34:17.130 --> 00:34:24.130]  Yeah, we've got millions of listeners and viewers a day, and the clips go out and reach tens of millions a day, but we need people to hear this coming up.
[00:34:25.130 --> 00:34:34.130]  Okay, I said I was going to get to Tom Fenton, but they just told me during the break that Robert F. Kennedy Jr., who is running against Biden,
[00:34:34.130 --> 00:34:40.130]  that's got the deep state very upset, is officially making his announcement in Boston.
[00:34:40.130 --> 00:34:42.130]  And so we're going to take you to that.
[00:34:42.130 --> 00:34:44.130]  Again, it was live a few minutes ago.
[00:34:44.130 --> 00:34:46.130]  We're backing it up to the start in the live feed.
[00:34:46.130 --> 00:34:47.130]  I'm going to air some of this.
[00:34:47.130 --> 00:34:48.130]  Here it is.
[00:34:48.130 --> 00:34:50.130]  Here it is.
[00:35:19.130 --> 00:35:20.130]  Thank you.
[00:35:27.130 --> 00:35:28.130]  Kennedy24.com.
[00:35:28.130 --> 00:35:29.130]  Thank you for having us.
[00:35:32.130 --> 00:35:39.130]  And thank you to all the people who worked so hard to make this a really great event.
[00:35:40.130 --> 00:35:46.130]  I wanted to do this event in Boston because this is a town that I have strong roots in.
[00:35:46.130 --> 00:35:48.130]  I graduated high school here.
[00:35:48.130 --> 00:35:49.130]  I went to college here.
[00:35:49.130 --> 00:35:58.130]  But more importantly, all of my Kennedy grandparents, Kennedy and Kissinger grandparents, landed here in 1848,
[00:35:58.130 --> 00:36:04.130]  leading the British Depression and the Potato Family back at home.
[00:36:05.130 --> 00:36:09.130]  And they arrived here for the nation for 800 years.
[00:36:09.130 --> 00:36:13.130]  There was legalized oppression against Irish Catholics.
[00:36:13.130 --> 00:36:14.130]  They were not able to vote.
[00:36:14.130 --> 00:36:18.130]  Okay, we're going to leave this feed because Fox was carrying it.
[00:36:18.130 --> 00:36:19.130]  It had good audio.
[00:36:19.130 --> 00:36:20.130]  But then cut it.
[00:36:20.130 --> 00:36:23.130]  And RFK Jr. running for president is a big damn deal.
[00:36:23.130 --> 00:36:26.130]  He's already ahead of Biden in many polls.
[00:36:26.130 --> 00:36:28.130]  And so it should be on every channel in the country.
[00:36:28.130 --> 00:36:30.130]  But of course it's not.
[00:36:30.130 --> 00:36:33.130]  We're going with some amateur feed of the live feed.
[00:36:33.130 --> 00:36:39.130]  So once we get a HD feed with good audio, you better believe we'll be airing excerpts
[00:36:39.130 --> 00:36:42.130]  or large portions of the speech today or tomorrow.
[00:36:42.130 --> 00:36:45.130]  And it will be posted to Infowars.com.
[00:36:45.130 --> 00:36:47.130]  But this is more election meddling.
[00:36:47.130 --> 00:36:52.130]  RFK Jr., his father assassinated when he was winning primaries across the country
[00:36:52.130 --> 00:36:56.130]  after his brother, JFK, was murdered, is executed.
[00:36:56.130 --> 00:36:59.130]  And the witnesses all say that Sirhan Sirhan didn't shoot him.
[00:36:59.130 --> 00:37:03.130]  JFK operated behind him but shot him, what, seven times in the back.
[00:37:03.130 --> 00:37:06.130]  And RFK Jr. has talked about that and they call him a conspiracy theorist.
[00:37:06.130 --> 00:37:07.130]  It's his father.
[00:37:07.130 --> 00:37:11.130]  They murdered his namesake.
[00:37:11.130 --> 00:37:12.130]  Or he's the namesake.
[00:37:12.130 --> 00:37:15.130]  So this is a big deal.
[00:37:15.130 --> 00:37:20.130]  And, of course, it's not being carried anywhere.
[00:37:20.130 --> 00:37:23.130]  And we can't even get a good feed of it.
[00:37:23.130 --> 00:37:25.130]  So that is how disgusting all this is.
[00:37:25.130 --> 00:37:29.130]  But somebody will upload a good feed and we will get to that for you.
[00:37:29.130 --> 00:37:30.130]  All right.
[00:37:30.130 --> 00:37:34.130]  Let me get back to what I was already talking about here.
[00:37:34.130 --> 00:37:35.130]  It's an 11-minute video.
[00:37:35.130 --> 00:37:38.130]  It's been posted on the live show feed at Infowars.com.
[00:37:38.130 --> 00:37:42.130]  Again, the live show feed every day I write a headline for the front page of Infowars.
[00:37:42.130 --> 00:37:46.130]  And then four or five critical things each day under the live show feed,
[00:37:46.130 --> 00:37:48.130]  we'll put the live show feed on screen,
[00:37:48.130 --> 00:37:51.130]  will be posted under the live show feed that I think are particularly important.
[00:37:51.130 --> 00:37:53.130]  Today's live show feed at Infowars.com is titled,
[00:37:53.130 --> 00:37:55.130]  The Population Alert.
[00:37:55.130 --> 00:37:58.130]  Globalists Preparing to Release New Deadly Viruses.
[00:37:58.130 --> 00:38:03.130]  Whistleblower Dr. Rima Labo, who predicted the globalist COVID assault,
[00:38:03.130 --> 00:38:07.130]  joins Alex Jones to issue emergency warning.
[00:38:07.130 --> 00:38:08.130]  The Population Alert.
[00:38:08.130 --> 00:38:11.130]  Globalists Preparing to Release New Deadly Viruses.
[00:38:11.130 --> 00:38:14.130]  Whistleblower Dr. Rima Labo, who predicted the globalist COVID assault,
[00:38:14.130 --> 00:38:17.130]  joins Alex Jones to issue emergency warning.
[00:38:17.130 --> 00:38:19.130]  That's the feed you take every day,
[00:38:19.130 --> 00:38:22.130]  that you email, that you text message, that you share.
[00:38:22.130 --> 00:38:26.130]  And then under that, we're posting all the key videos
[00:38:26.130 --> 00:38:28.130]  that I'm particularly talking about.
[00:38:28.130 --> 00:38:30.130]  I'm going to have the Tom Fenton, or I'm told it's already posted,
[00:38:30.130 --> 00:38:31.130]  posted under that.
[00:38:31.130 --> 00:38:33.130]  Because I won't have time to air the whole 11 and a half minutes.
[00:38:33.130 --> 00:38:35.130]  But let's go ahead and get started with it.
[00:38:35.130 --> 00:38:36.130]  Here it is.
[00:38:36.130 --> 00:38:37.130]  Big censorship.
[00:38:37.130 --> 00:38:40.130]  The Biden administration is committed to it,
[00:38:40.130 --> 00:38:42.130]  and they've been promoting it,
[00:38:42.130 --> 00:38:44.130]  and aren't embarrassed about it.
[00:38:44.130 --> 00:38:46.130]  This censorship operation,
[00:38:46.130 --> 00:38:48.130]  run out of the Department of Homeland Security,
[00:38:48.130 --> 00:38:51.130]  which as I recall, and you should recall,
[00:38:51.130 --> 00:38:55.130]  was created to protect the homeland from terrorists, right?
[00:38:55.130 --> 00:38:58.130]  And to protect us from having planes thrown into buildings.
[00:38:58.130 --> 00:39:00.130]  Now it's being used to censor us
[00:39:00.130 --> 00:39:03.130]  for criticizing the way Biden got elected.
[00:39:08.130 --> 00:39:10.130]  One of the biggest abuses of our time
[00:39:10.130 --> 00:39:13.130]  is the use of the Justice Department,
[00:39:13.130 --> 00:39:15.130]  the Department of Homeland Security,
[00:39:15.130 --> 00:39:17.130]  the CIA, the State Department,
[00:39:17.130 --> 00:39:19.130]  the Defense Department,
[00:39:19.130 --> 00:39:21.130]  the White House,
[00:39:21.130 --> 00:39:24.130]  to collude with big tech to censor you.
[00:39:24.130 --> 00:39:28.130]  So Americans have been victimized by the millions
[00:39:28.130 --> 00:39:31.130]  by this collusion of censorship,
[00:39:31.130 --> 00:39:34.130]  this, as someone said, this big censorship,
[00:39:34.130 --> 00:39:37.130]  what is it, the censorship industrial complex,
[00:39:37.130 --> 00:39:40.130]  to target American citizens.
[00:39:40.130 --> 00:39:42.130]  And the censorship, obviously,
[00:39:42.130 --> 00:39:47.130]  most directly impacted the 2020 election,
[00:39:47.130 --> 00:39:49.130]  in the sense that it was designed
[00:39:49.130 --> 00:39:52.130]  to influence the 2020 election,
[00:39:52.130 --> 00:39:56.130]  by censoring information about Hunter Biden,
[00:39:56.130 --> 00:39:59.130]  and by suppressing the other candidate,
[00:39:59.130 --> 00:40:01.130]  President Trump.
[00:40:01.130 --> 00:40:04.130]  And then you had the censorship related to COVID,
[00:40:04.130 --> 00:40:06.130]  the vaccines, COVID origin,
[00:40:06.130 --> 00:40:08.130]  you have the censorship ongoing
[00:40:08.130 --> 00:40:10.130]  related to election integrity,
[00:40:10.130 --> 00:40:12.130]  and the disputes about elections,
[00:40:12.130 --> 00:40:13.130]  it's still happening.
[00:40:13.130 --> 00:40:15.130]  If I say the wrong thing here on YouTube,
[00:40:15.130 --> 00:40:17.130]  they'll take the damn video down.
[00:40:17.130 --> 00:40:19.130]  Pardon my language.
[00:40:19.130 --> 00:40:21.130]  So it's ongoing,
[00:40:21.130 --> 00:40:24.130]  and it's with the endorsement and support
[00:40:24.130 --> 00:40:27.130]  and pressure from the Biden administration.
[00:40:27.130 --> 00:40:30.130]  And Judicial Watch has been front and center
[00:40:30.130 --> 00:40:32.130]  in exposing and investigating this.
[00:40:32.130 --> 00:40:35.130]  Now, we've heard about the Twitter files
[00:40:35.130 --> 00:40:38.130]  where Elon Musk has allowed reporters
[00:40:38.130 --> 00:40:40.130]  to look at internal Twitter documents
[00:40:40.130 --> 00:40:42.130]  documenting some of this collusion
[00:40:42.130 --> 00:40:43.130]  with the federal government,
[00:40:43.130 --> 00:40:45.130]  that not only show collusion with the feds
[00:40:45.130 --> 00:40:47.130]  and some state officials,
[00:40:47.130 --> 00:40:49.130]  but also that the collusion includes
[00:40:49.130 --> 00:40:51.130]  Facebook and Google
[00:40:51.130 --> 00:40:54.130]  and these other social media platforms.
[00:40:54.130 --> 00:40:56.130]  And Judicial Watch has been trying
[00:40:56.130 --> 00:40:59.130]  to get the other side of the Twitter files
[00:40:59.130 --> 00:41:02.130]  by suing in federal court
[00:41:02.130 --> 00:41:04.130]  to say, well, Twitter says
[00:41:04.130 --> 00:41:06.130]  you've been telling them the censor,
[00:41:06.130 --> 00:41:08.130]  we want your documents,
[00:41:08.130 --> 00:41:09.130]  showing that you were telling
[00:41:09.130 --> 00:41:11.130]  Twitter and others to censor.
[00:41:11.130 --> 00:41:13.130]  And so accordingly, we've been suing,
[00:41:13.130 --> 00:41:14.130]  and most recently,
[00:41:14.130 --> 00:41:16.130]  we sued the Homeland Security Department,
[00:41:16.130 --> 00:41:18.130]  Department of Homeland Security,
[00:41:18.130 --> 00:41:20.130]  for records on their censorship meetings
[00:41:20.130 --> 00:41:22.130]  with big tech.
[00:41:22.130 --> 00:41:24.130]  And there's this specific agency
[00:41:24.130 --> 00:41:25.130]  that was created, unfortunately,
[00:41:25.130 --> 00:41:27.130]  during the Trump administration
[00:41:27.130 --> 00:41:29.130]  in response to the Russia hoax,
[00:41:29.130 --> 00:41:35.130]  that tells you how poorly based it was,
[00:41:35.130 --> 00:41:38.130]  the Cybersecurity and Information Security Agency.
[00:41:38.130 --> 00:41:40.130]  So it was originally designed
[00:41:40.130 --> 00:41:43.130]  to stop the Russians and foreigners
[00:41:43.130 --> 00:41:46.130]  from, quote, interfering in our elections.
[00:41:46.130 --> 00:41:48.130]  Relatively speaking, a non-problem.
[00:41:48.130 --> 00:41:49.130]  Unless, of course,
[00:41:49.130 --> 00:41:50.130]  you're talking about the Chinese
[00:41:50.130 --> 00:41:53.130]  paying off the Bidens.
[00:41:53.130 --> 00:41:55.130]  Instead, it transmortified
[00:41:55.130 --> 00:41:59.130]  into a censorship board
[00:41:59.130 --> 00:42:01.130]  that went after anyone
[00:42:01.130 --> 00:42:03.130]  who said anything they didn't like
[00:42:03.130 --> 00:42:07.130]  about the election disputes at the time.
[00:42:07.130 --> 00:42:09.130]  And we've asked for documents
[00:42:09.130 --> 00:42:10.130]  about what it was up to,
[00:42:10.130 --> 00:42:12.130]  and we've been getting the runaround,
[00:42:12.130 --> 00:42:15.130]  an unlawful response,
[00:42:15.130 --> 00:42:18.130]  unlawful secrecy to our request.
[00:42:18.130 --> 00:42:21.130]  We asked for records and communications
[00:42:21.130 --> 00:42:23.130]  of its director,
[00:42:23.130 --> 00:42:25.130]  its former director,
[00:42:25.130 --> 00:42:28.130]  its former senior cybersecurity advisor,
[00:42:28.130 --> 00:42:31.130]  and its, I guess,
[00:42:31.130 --> 00:42:34.130]  another senior cybersecurity advisor.
[00:42:34.130 --> 00:42:35.130]  So this is the top leadership
[00:42:35.130 --> 00:42:38.130]  regarding the following topics.
[00:42:38.130 --> 00:42:41.130]  CISA has facilitated and hosted
[00:42:41.130 --> 00:42:43.130]  U.S. government industry meetings
[00:42:43.130 --> 00:42:45.130]  with Facebook, Meta,
[00:42:45.130 --> 00:42:48.130]  Twitter, Wikimedia Foundation,
[00:42:48.130 --> 00:42:50.130]  Pinterest, LinkedIn,
[00:42:50.130 --> 00:42:53.130]  concerning election security,
[00:42:53.130 --> 00:42:55.130]  election infrastructure,
[00:42:55.130 --> 00:42:57.130]  subsector government coordination
[00:42:57.130 --> 00:42:59.130]  council meetings.
[00:43:00.130 --> 00:43:02.130]  They decided to not perp walking,
[00:43:02.130 --> 00:43:03.130]  not put him in handcuffs,
[00:43:03.130 --> 00:43:04.130]  not do a mugshot,
[00:43:04.130 --> 00:43:05.130]  because they knew that
[00:43:05.130 --> 00:43:06.130]  that would help Trump.
[00:43:06.130 --> 00:43:08.130]  Didn't they know this would backfire?
[00:43:08.130 --> 00:43:10.130]  We were waiting for the mugshot.
[00:43:10.130 --> 00:43:11.130]  We learned today they wouldn't have it,
[00:43:11.130 --> 00:43:13.130]  so we've made our own.
[00:43:13.130 --> 00:43:15.130]  And it says political prisoner
[00:43:15.130 --> 00:43:17.130]  with an image of President Trump.
[00:43:17.130 --> 00:43:20.130]  The shirt is being printed now in Texas.
[00:43:20.130 --> 00:43:21.130]  It'll be shipping out to you
[00:43:21.130 --> 00:43:22.130]  in one week.
[00:43:22.130 --> 00:43:24.130]  Political prisoner with Trump
[00:43:24.130 --> 00:43:26.130]  on the front there
[00:43:26.130 --> 00:43:28.130]  in a mugshot jail background.
[00:43:28.130 --> 00:43:29.130]  It's a fundraiser shirt.
[00:43:29.130 --> 00:43:31.130]  It says InfoWars.com
[00:43:31.130 --> 00:43:33.130]  on the back of the shirt.
[00:43:33.130 --> 00:43:35.130]  We also have Alex Jones for president.
[00:43:35.130 --> 00:43:36.130]  No, I'm not running for president.
[00:43:36.130 --> 00:43:37.130]  It's a really nice navy blue,
[00:43:37.130 --> 00:43:38.130]  high-quality shirt,
[00:43:38.130 --> 00:43:39.130]  red, white, and blue.
[00:43:39.130 --> 00:43:41.130]  Alex Jones for president, 2024.
[00:43:41.130 --> 00:43:42.130]  It's a fun conversational piece
[00:43:42.130 --> 00:43:43.130]  and a limited edition shirt.
[00:43:43.130 --> 00:43:45.130]  Great way to fund the operation.
[00:43:45.130 --> 00:43:48.130]  So get your Alex Jones for president
[00:43:48.130 --> 00:43:51.130]  and Trump mugshot shirts
[00:43:51.130 --> 00:43:54.130]  at InfoWarsStore.com
[00:43:54.130 --> 00:43:55.130]  or by calling toll-free
[00:43:56.130 --> 00:43:59.130]  2-5-3-3-1-3-9.
[00:43:59.130 --> 00:44:00.130]  It's time to show them
[00:44:00.130 --> 00:44:02.130]  what a real alpha male looks like
[00:44:02.130 --> 00:44:04.130]  with one of our most powerful products
[00:44:04.130 --> 00:44:06.130]  ever made, Alpha Power.
[00:44:06.130 --> 00:44:08.130]  As you age, your body can lose
[00:44:08.130 --> 00:44:09.130]  testosterone over time.
[00:44:09.130 --> 00:44:11.130]  With the incredible ingredients
[00:44:11.130 --> 00:44:12.130]  in this formula,
[00:44:12.130 --> 00:44:14.130]  we can help you beat the test of time
[00:44:14.130 --> 00:44:16.130]  and assist in restoring that lost energy
[00:44:16.130 --> 00:44:18.130]  and gluten that comes with time and age.
[00:44:18.130 --> 00:44:20.130]  Alpha Power's incredible ingredients
[00:44:20.130 --> 00:44:22.130]  can help you boost your sports performance
[00:44:22.130 --> 00:44:24.130]  or enhance your day-to-day life
[00:44:24.130 --> 00:44:27.130]  with ease while encouraging hormonal balance.
[00:44:27.130 --> 00:44:28.130]  Perfect by itself
[00:44:28.130 --> 00:44:30.130]  or with super male vitality
[00:44:30.130 --> 00:44:32.130]  in the true alpha male pack.
[00:44:32.130 --> 00:44:34.130]  Alpha Power can help boost performance,
[00:44:34.130 --> 00:44:37.130]  help maintain normal testosterone levels,
[00:44:37.130 --> 00:44:39.130]  support healthy cholesterol, and more.
[00:44:39.130 --> 00:44:41.130]  Let Alpha Power help bring you
[00:44:41.130 --> 00:44:43.130]  to the peak of your optimal health.
[00:44:43.130 --> 00:44:45.130]  Don't fall short on energy
[00:44:45.130 --> 00:44:46.130]  in the fight against tyranny.
[00:44:46.130 --> 00:44:48.130]  Show the world what a true alpha male
[00:44:48.130 --> 00:44:50.130]  looks like today with Alpha Power.
[00:44:50.130 --> 00:44:53.130]  Head to InfoWarsStore.com today.
[00:44:54.130 --> 00:44:59.130]  www.InfoWarsStore.com
[00:45:24.130 --> 00:45:26.130]  I was able to ask President Donald Trump
[00:45:26.130 --> 00:45:27.130]  two questions.
[00:45:27.130 --> 00:45:29.130]  I was so grateful because, you know,
[00:45:29.130 --> 00:45:30.130]  I truly was classically trained
[00:45:30.130 --> 00:45:33.130]  under Alex Jones and under the InfoWars team
[00:45:33.130 --> 00:45:34.130]  and I really do credit that
[00:45:34.130 --> 00:45:36.130]  as to why I'm able to, you know,
[00:45:36.130 --> 00:45:38.130]  get these types of clips
[00:45:38.130 --> 00:45:40.130]  because Alex's whole mentality was, you know,
[00:45:40.130 --> 00:45:42.130]  go where the story is,
[00:45:42.130 --> 00:45:44.130]  go where the mainstream media refuses to.
[00:45:44.130 --> 00:45:47.130]  So it's not that I'm addicted to the insanity,
[00:45:47.130 --> 00:45:48.130]  I'm just addicted to telling the truth
[00:45:48.130 --> 00:45:50.130]  and helping the American people
[00:45:50.130 --> 00:45:52.130]  and I really do credit Alex for, you know,
[00:45:52.130 --> 00:45:53.130]  really instilling that within me
[00:45:53.130 --> 00:45:55.130]  early on in my career.
[00:45:59.130 --> 00:46:00.130]  Hydrofluorosilicic acid
[00:46:00.130 --> 00:46:04.130]  is the third most deadly acid on earth
[00:46:04.130 --> 00:46:07.130]  and they've got our children drinking that.
[00:46:07.130 --> 00:46:10.130]  This is a psychotic death cult, period.
[00:46:10.130 --> 00:46:11.130]  Case closed.
[00:46:11.130 --> 00:46:13.130]  Out to get you and your family.
[00:46:13.130 --> 00:46:15.130]  We sell the Alexa Pure Breeze
[00:46:15.130 --> 00:46:18.130]  made by the My Patriot Supply Ready Hour group
[00:46:18.130 --> 00:46:19.130]  that's been around about 15 years,
[00:46:19.130 --> 00:46:21.130]  became the biggest company in the last six.
[00:46:21.130 --> 00:46:23.130]  They went out, hired engineers,
[00:46:23.130 --> 00:46:24.130]  reverse engineered the fancy
[00:46:24.130 --> 00:46:26.130]  best water filter system out there
[00:46:26.130 --> 00:46:27.130]  that sells for twice the price
[00:46:27.130 --> 00:46:31.130]  and they made it as good in all the studies.
[00:46:31.130 --> 00:46:33.130]  It reduces things to non-detectable levels,
[00:46:33.130 --> 00:46:34.130]  thousands of chemicals.
[00:46:34.130 --> 00:46:36.130]  But you can go pay two or three times,
[00:46:36.130 --> 00:46:37.130]  there's four or five other filters out there
[00:46:37.130 --> 00:46:38.130]  that are just as good.
[00:46:38.130 --> 00:46:41.130]  We sell the very best, highest grade
[00:46:41.130 --> 00:46:42.130]  water filtration system
[00:46:42.130 --> 00:46:44.130]  for half the price of a leading competitor
[00:46:44.130 --> 00:46:46.130]  and the media says we're bad
[00:46:46.130 --> 00:46:48.130]  and a cult for telling you
[00:46:48.130 --> 00:46:49.130]  you should filter your water.
[00:46:49.130 --> 00:46:51.130]  You should also filter your shower water.
[00:46:51.130 --> 00:46:52.130]  That's another way you absorb this crap.
[00:46:52.130 --> 00:46:54.130]  But I'm done talking about that.
[00:46:54.130 --> 00:46:55.130]  The point is,
[00:46:55.130 --> 00:46:56.130]  you can get the filters at
[00:46:56.130 --> 00:46:57.130]  infowarestore.com.
[00:46:57.130 --> 00:46:58.130]  They're discounted right now.
[00:46:58.130 --> 00:46:59.130]  Finally back in stock.
[00:47:01.130 --> 00:47:02.130]  Leading a frontal assault
[00:47:02.130 --> 00:47:05.130]  on the lies of the New World Order.
[00:47:05.130 --> 00:47:07.130]  It's Alex Jones.
[00:47:09.140 --> 00:47:28.339]  In 1814, we took a little trip along with Colonel Jackson down to mighty Mississippi.
[00:47:28.339 --> 00:47:32.259]  We took a little bacon and we took a little beans and we caught the bloody British in
[00:47:32.259 --> 00:47:33.259]  a town in New Orleans.
[00:47:33.259 --> 00:47:34.259]  We fired our guns and the British kept a coming.
[00:47:34.259 --> 00:47:35.259]  There wasn't as many as there was a while ago.
[00:47:35.259 --> 00:47:43.580]  We fired once more and they began to run it on down to Mississippi to the Gulf of
[00:47:43.580 --> 00:47:44.580]  Mexico.
[00:47:44.580 --> 00:47:51.299]  We looked down a river and we seen the British come and there must have been a hundred of
[00:47:51.299 --> 00:47:52.299]  them beating on the drum.
[00:47:52.299 --> 00:47:53.299]  They stepped so high and they made their bugles ring.
[00:47:53.299 --> 00:47:54.299]  We stood beside our cotton bales and didn't say a thing.
[00:47:54.299 --> 00:47:55.299]  We fired our guns and the British kept a coming.
[00:47:55.299 --> 00:47:56.299]  There wasn't as many as there was a while ago.
[00:47:56.299 --> 00:47:57.299]  We are back live broadcasting worldwide.
[00:47:57.299 --> 00:48:09.700]  We've gotten a cleaner feed, a clean feed of RFK Jr.'s historic announcement.
[00:48:09.700 --> 00:48:12.339]  We'll get to more of that here in a moment.
[00:48:12.339 --> 00:48:15.379]  And again, I can't play this entire 11 and a half minute clip of Fenton.
[00:48:15.379 --> 00:48:16.379]  We're going to post it.
[00:48:16.379 --> 00:48:20.660]  It's been posted, jimfullwhores.com, the live show feed, but he explains Congress is having
[00:48:20.660 --> 00:48:27.180]  hearings but doing nothing about a totally illegal intelligence agency program to control
[00:48:28.060 --> 00:48:32.060]  manipulate elections and censor the American people and censor people that question for
[00:48:32.060 --> 00:48:37.460]  shots and people that promote alternative treatments or people that criticize the open
[00:48:37.460 --> 00:48:39.740]  border or the Afghan withdrawal.
[00:48:39.740 --> 00:48:43.379]  I mean, this is just totally illegal on a scale of one to 10.
[00:48:43.379 --> 00:48:47.460]  It's a 10 and it's just there and it's normalized and they're doing it.
[00:48:47.460 --> 00:48:52.339]  So let's play a few more minutes of this.
[00:48:52.339 --> 00:48:59.379]  Fenton is mortified into a censorship board that went after anyone who said anything they
[00:48:59.379 --> 00:49:05.620]  didn't like about the election disputes at the time.
[00:49:05.620 --> 00:49:09.980]  And we've asked for documents about what it was up to and we've been getting the run around
[00:49:09.980 --> 00:49:16.339]  on unlawful, unlawful response, unlawful secrecy to our request.
[00:49:16.339 --> 00:49:23.819]  We asked for records and communications of its director, its former director, its former
[00:49:23.819 --> 00:49:31.980]  senior cyber security advisor, and it's, um, I guess another senior cyber security advisor.
[00:49:31.980 --> 00:49:37.420]  So this is the top leadership regarding the following topics that has size that has facilitated
[00:49:37.420 --> 00:49:46.339]  and hosted us government industry meetings with Facebook, Metta, Twitter, Wikimedia Foundation,
[00:49:46.339 --> 00:49:54.220]  Pinterest, LinkedIn concerning election security, uh, election infrastructure, subsector government
[00:49:54.220 --> 00:50:00.740]  coordination, council meetings, boy, to describe it is to condemn it, isn't it?
[00:50:00.740 --> 00:50:06.220]  Election infrastructure, subcontractor, government coordinating council, joint MDM working group
[00:50:06.220 --> 00:50:11.940]  meetings and preparatory meetings with any employees of the DHS office of intelligence
[00:50:11.940 --> 00:50:18.899]  and analysis, the FBI, the office of director of national intelligence, the national security
[00:50:18.899 --> 00:50:27.339]  agency, the secret service concerning any of the aforementioned meetings or council meetings.
[00:50:27.339 --> 00:50:33.180]  So we know that size that has been working with both inside government agencies and outside
[00:50:33.180 --> 00:50:38.660]  groups to censor countless Americans and the Twitter threads, the Twitter file threads,
[00:50:38.660 --> 00:50:44.940]  which we detail in our press release, uh, really exposed this a December 16th tweet
[00:50:44.940 --> 00:50:50.859]  thread includes, um, disclosures in the Twitter files that reports also came from different
[00:50:50.859 --> 00:50:57.420]  agencies and they reference a, um, an employee recommending bouncing content.
[00:50:57.420 --> 00:51:01.779]  This is a Twitter employee based on evidence from DHS, et cetera.
[00:51:01.779 --> 00:51:05.020]  And you can bet that was the size of the agency.
[00:51:05.020 --> 00:51:09.580]  And then, uh, you had this FBI agent, Elvis Chan, who was doing all sorts of censorship
[00:51:09.580 --> 00:51:18.540]  activity for the FBI out of the San Francisco office talking about a foreign influence task
[00:51:18.540 --> 00:51:22.920]  force, which obviously would have included DHS.
[00:51:22.920 --> 00:51:28.299]  Another tweet thread, uh, again, Twitter files thread shows that Twitter was quote more like
[00:51:28.299 --> 00:51:30.339]  a partner to government.
[00:51:30.339 --> 00:51:36.259]  With other tech firms meeting like Facebook and Google, it held a regular industry meeting
[00:51:36.259 --> 00:51:42.940]  with FBI and DHS and developed a formal system for receiving thousands of content reports
[00:51:42.940 --> 00:51:49.540]  from every corner of government emails from FBI, DHS, and other agencies often came with
[00:51:49.540 --> 00:51:54.600]  spreadsheets of hundreds or thousands of account names for review.
[00:51:54.600 --> 00:51:57.540]  Often these would be deleted soon after.
[00:51:57.540 --> 00:52:01.020]  So maybe the documents are still over in the government.
[00:52:01.020 --> 00:52:06.660]  The same agencies, including DHS and this size of organization invites the same quote
[00:52:06.660 --> 00:52:11.380]  experts, left-wing censorship promoters funded by the same foundations, left-wingers.
[00:52:11.380 --> 00:52:12.380]  Okay.
[00:52:12.380 --> 00:52:16.940]  So you're definitely going to want to go to info wars.com and watch the second half of
