[00:00.000 --> 00:05.000]  You're listening to the Alex Jones show.
[01:15:42.000 --> 01:15:49.000]  Five factions, they're going to want to pour back in. How long will we have to be there, though, for this to be stabilized?
[01:15:49.000 --> 01:15:57.000]  Unfortunately, as I've said before, it's easier to create war. That was started by Bush Jr. and Cheney and the Neocons.
[01:15:57.000 --> 01:16:07.000]  It's much harder to end a war, and I must give credit to our generals, all of them, Amadis, McMaster, Vodal, the head of special forces,
[01:16:07.000 --> 01:16:17.000]  because they are doing a yeoman's job, not in terms of kinetic killing, but in terms of negotiating and arbitrating peace treaties.
[01:16:17.000 --> 01:16:28.000]  And Rex Tillerson has done an excellent job in decreasing the size of the State Department, and in turn, because he was head of ExxonMobil,
[01:16:28.000 --> 01:16:35.000]  he knows all the Sunni and Shiite players. Now, to get something straight, what happened with Putin was,
[01:16:35.000 --> 01:16:43.000]  okay, Trump went along with these incompetent politicians in Congress who placed a misplaced sanction on the Russians.
[01:16:43.000 --> 01:16:53.000]  But the Russians are very clever, so is Trump. What Putin did, what we did not do was to allow our businesses to withdraw from Russia.
[01:16:53.000 --> 01:17:02.000]  In other words, our major businesses in the gas and the oil and in air force and whatever other material that Putin needs are still going forth.
[01:17:02.000 --> 01:17:14.000]  And what really happened, Putin said, well, I'm going to withdraw 722 American staff members of our Russian embassy. Meanwhile, in Moscow, it was never a great embassy.
[01:17:14.000 --> 01:17:17.000]  I worked out of there. I never really used it. I worked in the field.
[01:17:17.000 --> 01:17:26.000]  Sure. So Trump's having to do this for face-saving, but the truth is there are certain global economic interests that want to be able to dictate who and can and can't go into Russia.
[01:17:26.000 --> 01:17:34.000]  And instead, the real way to continue to accelerate the reforms in Russia is to continue the free market connections with the West.
[01:17:34.000 --> 01:17:40.000]  You had it right on the head, Alex. And what's happening is we're allowing the free markets to go in.
[01:17:40.000 --> 01:17:45.000]  So whatever sanctions we may have against a particular oligarch and all that's part of the Kabuki.
[01:17:45.000 --> 01:17:53.000]  The 722 people are really primarily Russian citizens who work in a non-secure area in the embassy.
[01:17:53.000 --> 01:18:06.000]  So this is all a Kabuki. The reality is our intelligence, CIA, other intelligence units always work with the Russians, have always, our military have always worked with the Russians because they have to.
[01:18:06.000 --> 01:18:15.000]  We're in a serious, complicated situation. The Russians are very effective in what they do. Our military is very effective in what they do.
[01:18:15.000 --> 01:18:23.000]  And in turn, a general like Mattis of the Defense Department of Defense says, look, we got a problem in Africa.
[01:18:23.000 --> 01:18:34.000]  And even Petraeus came forth and a lot of other generals who were involved saying we can't give aid to every major leader of a dysfunctional country in Africa.
[01:18:34.000 --> 01:18:46.000]  So what Trump has allowed the military to do is not only to be in the kinetic part, which is a minor part, but to be in really the negotiation, the strategy, and the literally...
[01:18:46.000 --> 01:18:52.000]  And they're having real strategy now. What do you make of the headlines that they're having debates about fully withdrawing from Afghanistan?
[01:18:52.000 --> 01:19:01.000]  Well, I think it's important. From my point of view, that was a war that was started by a neocon by the name of Zalmi Khalazad, who worked with me on the West Bank.
[01:19:01.000 --> 01:19:04.000]  And it's the longest running war in U.S. history.
[01:19:04.000 --> 01:19:13.000]  Correct. But it was started by then that CIA that wanted some kind of things to get involved. Afghanistan has no strategic value to us.
[01:19:13.000 --> 01:19:18.000]  It's really an extension of Pakistan and the ISI or the Inner Service Intelligence Agency.
[01:19:18.000 --> 01:19:27.000]  For us, the real issues that are important are going to be China, Russia, to get out of the Middle East and pivot to where we need to pivot,
[01:19:27.000 --> 01:19:32.000]  which is really to Southeast Asia and to the China Sea, as well as monitor...
[01:19:32.000 --> 01:19:37.000]  Exactly. But the Chinese propaganda is through our media. Really want to keep us in the Middle East.
[01:19:37.000 --> 01:19:41.000]  That's correct. Now you hit it on the... I think you're the best strategist. You hit it right on the hand.
[01:19:41.000 --> 01:19:49.000]  Oh, no. I can see the strategy and I can see Trump on every front, following strategies that make sense for America, for prosperity, and for peace.
[01:19:49.000 --> 01:19:59.000]  Let's come back, though, and talk about these brothers trying to flee the country, and Seth Rich and the next big shoot-a-drop, and so much more with Dr. Steve Pachennick straight ahead.
[01:19:59.000 --> 01:20:23.000]  We'll also hear from him about what else he thinks President Trump should do next. We'll be back.
[01:20:30.000 --> 01:20:42.000]  It's time to get greedy. A real zinc shortage is upon us. The Wall Street Journal says zinc supplies are down to three weeks,
[01:20:42.000 --> 01:20:47.000]  mine supplies struggling to meet demand, and no major discoveries in the last 22 years.
[01:20:47.000 --> 01:20:59.000]  What's it mean for you? Keith Neumeyer, who's made hundreds of millions investing in hard asset mining clays, is making his biggest call yet. Download a special zinc report at futuremoneytrends.com forward slash z.
[01:20:59.000 --> 01:21:17.000]  You want to save money in a place that gives you growth, control, and certainty without stock market risk or tax risk, and you want guarantees and you want it all tax-free. That's a tall order.
[01:21:17.000 --> 01:21:25.000]  But you can get all of that with properly designed participating whole life insurance. Most people think life insurance pays after you're dead. That's true.
[01:21:25.000 --> 01:21:35.000]  You can get tax-free access to use your life insurance while you're alive. Get the free book to find out how. Call 702-660-7000.
[01:21:35.000 --> 01:21:46.000]  The answer to being in control of your own health care is freedom from insurance. Become part of a group of self-pay patients that come together to share in each other's medical expenses.
[01:21:46.000 --> 01:21:56.000]  People share amounts begin at $107 a month and $347 for families. Choose from three health sharing programs. Holistic treatments may be eligible for sharing. See guidelines.
[01:21:56.000 --> 01:22:19.000]  Discount programs available for dental, vision, and pharmacy. Go to libertyoncall.org. That's libertyoncall.org.
[01:22:27.000 --> 01:22:31.000]  My blood pressure has normalized. My diabetes has totally improved.
[01:22:31.000 --> 01:22:38.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[01:22:38.000 --> 01:22:46.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:22:46.000 --> 01:23:04.000]  Order your two-month supply today by calling 866-295-5305. That's 866-295-5305 or order online hbextract.com. Heart and body extract 866-295-5305 or hbextract.com.
[01:23:16.000 --> 01:23:35.000]  Are you one of the 15 million men who suffer from an enlarged prostate? If your life revolves around finding the closest bathroom, if you're tired of waking up many times a night to urinate, then you need to know about prostate miracle.
[01:23:35.000 --> 01:23:56.000]  Prostate miracle contains beta cytosterone, which is 3,000 times stronger than salt bow metal. To claim your $10 Patriot discount, go to prostatemiracle.com and enter promo code PATRIOT or call 877-965-2140.
[01:24:05.000 --> 01:24:28.000]  All right, folks, we are back live. Dr. Jerome Corsi is joining us in the next segment. He broke the news that they were looting the Fannie Mae, Freddie Mac money for Obamacare, and then he hammered it.
[01:24:28.000 --> 01:24:40.000]  I know met with some of the folks from the White House as well and said, have Trump defund this and don't let him loot Fannie Mae and Freddie Mac. And indeed, that is then what the president is now saying they're looking at doing.
[01:24:40.000 --> 01:24:48.000]  So that's his ace in the hole to defund this monstrosity if they won't get rid of it in Congress. So that's coming up in the next segment. Really key intel.
[01:24:48.000 --> 01:25:01.000]  Dr. Steve Pachennick of StevePachennick.com. Watchdog group asked Congress to probe representatives of Washington Schultz over fired IT aid who got caught with the laptops hidden in the Library of Congress and the cops have got it.
[01:25:01.000 --> 01:25:09.000]  Schultz threatens them and she's over the District of Columbia in Congress and says, I'll cut your funding if you don't stop the investigation. I mean, wow.
[01:25:09.000 --> 01:25:23.000]  Talk about arrogant IT worker for Florida Congresswoman fired accused of bank fraud. USA Today exclusive Washington Schultz aid in Pakistan still liquidating assets in the US. That's daily caller.
[01:25:23.000 --> 01:25:36.000]  That's after you got arrested trying to flee. Meanwhile lawsuit claims Fox News and Trump supporter created fake story about killing of DNC staffer Seth Rich. They're acting like Seth Rich didn't even get shot in the back now.
[01:25:36.000 --> 01:25:50.000]  They are so scared of the Seth Rich thing and I've seen the clips of this guy and I know they can selectively edit. But he's up there saying he thinks that DC police, you know, destroyed it or the Secret Service did and that the family hired him to go out and do this.
[01:25:50.000 --> 01:25:54.000]  He's saying he never said that or that Fox News made this up.
[01:25:54.000 --> 01:26:07.000]  And you got the heads of Fox News want to get rid of it. So they're kind of in dividing these things on themselves, these sexual harassment suits, this all of it as a way to move within the culling of Fox. They go after each new group they want to bring down.
[01:26:07.000 --> 01:26:16.000]  Sean Hannity is the next domino they want. Sean knows that. And it's already looking for an exit plan. What do you make of this, Dr. Pachennick?
[01:26:16.000 --> 01:26:29.000]  Let me address first the Debbie Wasserman Schultz problem. There's no question the FBI and other agencies have to be involved in questioning her. She has no immunity whatsoever.
[01:26:29.000 --> 01:26:41.000]  I knew about her in Miami. She's not very bright woman. She's got a loud mouth. She was a social worker. She was totally pandering to the left and to the old people in Miami.
[01:26:41.000 --> 01:26:49.000]  There's no question in my mind that the three brothers were clearly involved in, I'm sorry, I have dogs there.
[01:26:49.000 --> 01:26:51.000]  I have dogs too. It's okay. Go ahead.
[01:26:51.000 --> 01:27:05.000]  Aming or depriving our government, they were also involved in counterintelligence and in all forms of infringement, kind of a financial terrorism in the United States.
[01:27:05.000 --> 01:27:12.000]  Now, if they were in fact backed by the CIA, the CIA has to be accountable for it and they're going to have to bring them back.
[01:27:12.000 --> 01:27:21.000]  What I suggest very strongly, and this is a warning to Pakistan, that I suspect these brothers have a strong connection to the ISI in Pakistan.
[01:27:21.000 --> 01:27:30.000]  And I would warn Pakistan to regroup them back to the United States and then send them back here for prosecution.
[01:27:30.000 --> 01:27:36.000]  By the way, we've got to go to break. Do a few more minutes with me because I'm going to push Corsi the next hour so we have more time.
[01:27:36.000 --> 01:27:41.000]  But let's just explain this. From all of my just studying public intelligence, what's out there.
[01:27:41.000 --> 01:27:50.000]  The Democrats under the globalist model have basically sold out every interest in the U.S. to any government that would let them.
[01:27:50.000 --> 01:28:00.000]  And that it's been a free for all and that that's what all the double servers were about and letting foreign intelligence groups into your servers and not letting the FBI NSA in.
[01:28:00.000 --> 01:28:11.000]  And that the Democrats are the ultimate group just completely with no ideology really just shell everything and everyone out to a level never before seen.
[01:28:11.000 --> 01:28:25.000]  In a way, they are capitalists that they always criticize from a purely mercenary bent, but with an overall anti-America culture, which you'd have to have to be able to engage in such nasty activity.
[01:28:25.000 --> 01:28:31.000]  Let me put it more simply, you said it very well that the truth of the Democrats are their geriatric.
[01:28:31.000 --> 01:28:41.000]  78, 79, they're stupid. Most of them are not very bright, totally entitled, very well educated, and they're arrogant and very self destructive.
[01:28:41.000 --> 01:28:47.000]  So you have the three elements here, which we worked on when Hillary came forth. I said to you, she's not very bright.
[01:28:47.000 --> 01:28:52.000]  She cannot see any strategic elements. Same thing with Diane Feinstein boxer.
[01:28:52.000 --> 01:29:05.000]  All of them have the same attributes and Maxine waters, self aggrandizement, parasitic behavior, self destruction and very low intelligence because by the way, I should add your psychosis.
[01:29:05.000 --> 01:29:09.000]  I want you to psychoanalyze them when we come back and others the whole Goldwater rule.
[01:29:09.000 --> 01:29:15.000]  But just looking at past activity, when I look at Hillary and that power trip smile, she has glued on.
[01:29:15.000 --> 01:29:27.000]  I've known other people that are mentally ill and basically mania about how powerful they are. Whether it be a McDonald's manager, whether it be a bank manager, she has that same lunatic power trip.
[01:29:27.000 --> 01:29:34.000]  Look, how could she think she'd win? How could she think she was invincible when all the numbers showed she wasn't?
[01:29:34.000 --> 01:29:48.000]  So as a psychiatrist, you know, not just a former military guy and analyst, tell us what you think of her and this disease of arrogance that anti Pelosi, Maxine waters and others have straight ahead.
[01:29:48.000 --> 01:29:54.000]  Write down the comedians that read off teleprompters like John Oliver. I'm Alex Jones. Stay with us.
[01:29:54.000 --> 01:30:05.000]  We're on the March. The Empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:24.000 --> 01:30:32.000]  I know you were to become a great and powerful people, but how your liberties can be secured for liberty ought to be the direct end of your government.
[01:30:32.000 --> 01:30:40.000]  Patrick Henry warned us the liberties of a people never were nor ever will be secure when the transactions of their rulers may be concealed from them.
[01:30:40.000 --> 01:30:49.000]  Today, everything the government does at every level is concealed from us. We have trade deals to manage our economy that not even our elected representatives are allowed to see.
[01:30:49.000 --> 01:30:57.000]  Later in life, Patrick Henry looked back and said when the American spirit was in its youth, the language of America was different. Liberty, sir, was the primary object.
[01:30:57.000 --> 01:31:03.000]  Today, our primary concern is safety and comfort when we should be demanding liberty.
[01:31:03.000 --> 01:31:23.000]  For info wars dot com. I'm David Knight. Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war, a 360 win.
[01:31:23.000 --> 01:31:30.000]  You're also able to get items that are out of stock when you sign up for auto ship because we hold back a surplus for auto ship customers.
[01:31:30.000 --> 01:31:35.000]  Number three, we're giving you free shipping on all orders above $50.
[01:31:35.000 --> 01:31:41.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[01:31:41.000 --> 01:31:49.000]  Just go to info wars store dot com, select your favorite product or products, click on auto ship and choose how often you want us to send you another order.
[01:31:49.000 --> 01:32:06.000]  As you know, I coined the term 360 win and with the new auto ship feature in info wars life dot com, this is a sure win 10% off on auto ship win, win, win at info wars life dot com free shipping on orders above $50 and all out of stock items are never out of stock when you sign up for auto ship.
[01:32:06.000 --> 01:32:23.000]  As most of you already know, I am a voracious consumer of news and information and in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors in many cases had much better nutrition than we do today.
[01:32:23.000 --> 01:32:43.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing and then processing. And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other super food ingredients known for cleansing and super charging the body at the same time.
[01:32:43.000 --> 01:32:56.000]  Info wars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support caveman is finally back at the info war store.
[01:32:56.000 --> 01:33:16.000]  You can get 25% off the regular price for a limited time only at info wars life dot com or by calling toll free triple a two five three three one three nine.
[01:33:16.000 --> 01:33:26.000]  Live from Austin, Texas, broadcasting worldwide. It's Alex Jones.
[01:33:26.000 --> 01:33:28.000]  It's a confidence game.
[01:33:28.000 --> 01:33:34.000]  I don't have a degree in psychology or a doctorate in her medical doctorate like Dr. Stephen Chenning.
[01:33:34.000 --> 01:33:43.000]  But just growing up, I noticed people who were delusional, maybe like five years old and be a little girl imagining she was a princess.
[01:33:43.000 --> 01:33:52.000]  Or you'd be a little kid imagining you were Superman. But after about age three, I remember saying to my friends, I don't want to play Superman because I'm not really Superman.
[01:33:52.000 --> 01:34:00.000]  And then you get around people in life that just they get on these power trips and they just think they're invincible.
[01:34:00.000 --> 01:34:04.000]  And they always make the biggest mistakes in business in life. You name it.
[01:34:04.000 --> 01:34:09.000]  And I don't know what you call that, but I look at the Democrats, the Republican leadership, you name it.
[01:34:09.000 --> 01:34:17.000]  They're on these power trips that looks on their faces. I wouldn't buy a car from them. I would if they were my neighbor, I'd be freaked out by it.
[01:34:17.000 --> 01:34:22.000]  They just look crazy. I mean, Hillary all the time looks insane.
[01:34:22.000 --> 01:34:35.000]  Walking around like seething with her eyes bugged out like she just snorted a bunch of methamphetamine with a big weird crocodile smile on her face with a bunch of other weird sycophants running around behind her.
[01:34:35.000 --> 01:34:41.000]  I don't know what you call this psychologically, but it diseases them.
[01:34:41.000 --> 01:34:51.000]  And now we've got Nancy Pelosi. We've every time she speaks almost saying George W. Bush is still president and not knowing what legislation is.
[01:34:51.000 --> 01:34:55.000]  And they think that Trump's in bed with an attack on Korea with Putin.
[01:34:55.000 --> 01:35:06.000]  I mean, these people have less knowledge than a junior high student. And then they say we're not changing any policies. We're going full steam ahead.
[01:35:06.000 --> 01:35:16.000]  We're not changing Democratic Party leadership. We're doing a great job when all the numbers show they're a dying party, totally delusional.
[01:35:16.000 --> 01:35:20.000]  Their Russian narrative is hurting them, but they don't care.
[01:35:20.000 --> 01:35:33.000]  We're going back to Dr. Steve Pachennick here in a moment. But remember, we're listeners supported from the Daily Show to CNN to John Oliver to Trevor Noah to every program out there.
[01:35:33.000 --> 01:35:40.000]  Every fake news show with teleprompter reading actors posing as comedians posing as newsmen.
[01:35:40.000 --> 01:35:51.000]  They demonize the fact that we sell products. In fact, the latest thing is I sell the desiccated bones of dead domesticated birds.
[01:35:51.000 --> 01:35:59.000]  Now, imagine they sit around and say, how do we make a bone broth formula? Now the number one seller in the country.
[01:35:59.000 --> 01:36:05.000]  How do we make that sound weird? Well, we say it tastes terrible, which isn't true.
[01:36:05.000 --> 01:36:13.000]  Then we say it's the desiccated bones of domesticated dead birds.
[01:36:13.000 --> 01:36:25.000]  Know the healthiest collagen out there that has no connections to spongiform encephalopathy or prions, prions, little crystals.
[01:36:25.000 --> 01:36:34.000]  They're not alive. It's not like a virus. It's just a crystal thing that grows in some bovine that have been fed meat products and then can get in your brain.
[01:36:34.000 --> 01:36:40.000]  So we went with chicken. Everybody knows you leave the bones in when you make chicken broth when somebody's sick.
[01:36:40.000 --> 01:36:45.000]  Every wives tale, every culture, the hottest thing out there.
[01:36:45.000 --> 01:36:54.000]  Two years ago, when I went and did market research at Whole Foods and GNC, the hottest thing and sold out was bone broths.
[01:36:54.000 --> 01:37:00.000]  And so I went to the biggest manufacturer in the country. They act like Dr. Group's our manufacturer. He just does a third of our stuff.
[01:37:00.000 --> 01:37:08.000]  He's a great guy. I went to one of the biggest organic producers and I said, I want something three times stronger than anything else anybody makes.
[01:37:08.000 --> 01:37:15.000]  And we did it with chicken broth, bone broth. It's got all the trace elements, the minerals. It's got the cofactors.
[01:37:15.000 --> 01:37:21.000]  It's got basically the stem cells in it. And they take it and they put it together and it's super strong.
[01:37:21.000 --> 01:37:25.000]  And that's why it's been sold out the two times we produced it. And that's why they hate us.
[01:37:25.000 --> 01:37:32.000]  So they turned that around. Let's play the Trevor Noah piece and I'm going back to Dr. Puccini or John Oliver, whatever the idiot's name is.
[01:37:32.000 --> 01:37:43.000]  And to make it sound like we're dirty and bad, we're so kooky, he says we sell the dust of dead domesticated birds.
[01:37:43.000 --> 01:37:50.000]  Like we're killing parrots or something. Now imagine if I said we sell the meat of dead domesticated birds.
[01:37:50.000 --> 01:37:58.000]  That sounds gross. If we sold chicken. But they make it sound bad and they even attack that we sell coffee.
[01:37:58.000 --> 01:38:09.000]  High quality Southern Mexican high mountain volcanic or super high quality coffee for $5 less than they sell it in Whole Foods.
[01:38:09.000 --> 01:38:16.000]  We get it from the exact same Chiapas farmers. I drank the coffee 20 years ago. I love it. I went and made the connections.
[01:38:16.000 --> 01:38:21.000]  We get it from the farmer co-ops for $5 less than it is in stores. It's a good deal.
[01:38:21.000 --> 01:38:26.000]  Wake up America coffee. They want to make fun of the fact that we sell things.
[01:38:26.000 --> 01:38:36.000]  So here's a brief clip of him engaging in alchemy, making it sound weird that we sell a high quality bone broth formula with turmeric, chaga mushroom,
[01:38:36.000 --> 01:38:46.000]  pollen and more superfoods. Here it is. A chocolate flavored drink mix made from bee pollen, stevia and the dust of chicken skeletons.
[01:38:46.000 --> 01:38:53.000]  Now according to info wars, it is one of the most popular new health trend in the world today.
[01:38:53.000 --> 01:38:58.000]  And by the look on John's face, it tastes exactly as good as it sounds.
[01:38:58.000 --> 01:39:09.000]  Pour that in on a couple of ice cubes and folks will taste when it's creamy and thick. I think it's better than other things and it's got all the bone broth and so much more.
[01:39:09.000 --> 01:39:14.000]  This is why the ancients they believe were such better bones were so much healthier. You can look it up.
[01:39:14.000 --> 01:39:20.000]  You could freeze this and this is better than like blue belt chocolate ice cream.
[01:39:20.000 --> 01:39:42.000]  I know for a fact that Alex Jones did not enjoy drinking that glass of caveman because I have got a glass of caveman right here and I can confirm to you that it tastes exactly how you imagine a drink would taste.
[01:39:42.000 --> 01:39:51.000]  I'm going to stop right there. I'm going to do an analysis of this today or tomorrow. It's a 20 minute piece. He spent the whole show on it basically and it's all lies.
[01:39:51.000 --> 01:40:01.000]  He says, Jones spends close to 25% of his time plugging products. If you count plugs on air and the ads, that's the standard for broadcast radio and TV.
[01:40:01.000 --> 01:40:15.000]  25% of an hour is 15 and that's the industry average 30 years ago. It's more like 19 minutes now. So we have less than the industry standard of radio and TV broadcast.
[01:40:15.000 --> 01:40:31.000]  He wouldn't know that because he's on HBO which is owned by Time Warner that they $28 million last year ripping folks off on cable so hated one of the most hated companies in the world that they've changed their name twice the last few years.
[01:40:31.000 --> 01:40:46.000]  So here's this guy acting like it's bad that we sell a bone broth formula that is so popular. I mean, it's literally hard to quantify but we're talking about the amount of nutrients that you get in 50 bowls of chicken soup for serving.
[01:40:46.000 --> 01:40:56.000]  I mean, it's something ridiculous like that. You can't really quantify it. It's amazing or bio PQQ. He makes some of the fact that we're talking about the fact that that's known for nerve growth factor.
[01:40:56.000 --> 01:41:05.000]  You can even make claims with that because this recognizes a drug all over the world, but because it's a food, we can sell it. They're trying to make it a drug right now.
[01:41:05.000 --> 01:41:17.000]  No one debates bio PQQ and that we have the organic source that the Japanese Mishabishi makes. It's expensive. We have to go through a medical doctor to get it from them.
[01:41:17.000 --> 01:41:26.000]  Okay, so I'm going to stop right there. It's just this is how they singali this and how they take something and turn it bad.
[01:41:26.000 --> 01:41:34.000]  Now, the reason I didn't know Buckley had put milk in it because I've been drinking it for weeks when it came in and it tastes okay in water. Okay.
[01:41:34.000 --> 01:41:40.000]  I mean, it's very strong. It tastes okay. Doesn't work with vanilla flavor. It works with chocolate and strawberry flavor.
[01:41:40.000 --> 01:41:48.000]  He added milk, put it in a blender and I was like, why is this super good now? It went from okay. I said that in the full piece.
[01:41:48.000 --> 01:41:54.000]  I said, what's going on? This is lighter color. He said, no, no, no, I drink it with milk. I asked him to go make me some so I can do it on air.
[01:41:54.000 --> 01:42:02.000]  So the reason I'm going, why is that so good now is because it tasted okay before and with milk tastes amazing. You add ice into it.
[01:42:02.000 --> 01:42:13.000]  It tastes like a frosty from Wendy's or something. The point is, you know what? I'm going to do the John Oliver challenge and I'm going to announce it later.
[01:42:13.000 --> 01:42:23.000]  I've figured out what it is yet, but I'm going to do something like a discount for folks to get it and you can return it if you don't think it tastes great with milk.
[01:42:23.000 --> 01:42:30.000]  I've now done it with protein powder and milk even better. My kids love it and believe it. They wouldn't be drinking if they didn't like it.
[01:42:30.000 --> 01:42:37.000]  They're so healthy drinking it. It's just crazy that they think you're so stupid. So free shipping ends tomorrow.
[01:42:37.000 --> 01:42:46.000]  We've been running it for a month. Huge discounts across the board, infowarstore.com, 25% off on caveman, 47% off on mycozx.
[01:42:46.000 --> 01:42:51.000]  It gets into the fungus and yeast and stuff in your gut. infowarstore.com, a bunch of big discounts.
[01:42:51.000 --> 01:43:00.000]  Ployal silver, 66% off. One more thing he did is he said that I claim the competition will kill you in ployal silver.
[01:43:00.000 --> 01:43:14.000]  I said in the full clip, don't go to someplace like a drugstore and get topical iodine and drink it because it's not the same type of iodine that will eat a hole in your stomach and could kill you.
[01:43:14.000 --> 01:43:24.000]  The fact, it's not that I'm saying that's competition. It's not for ingestion and people have emailed us and said, can I just buy the stuff at the store that's topical?
[01:43:24.000 --> 01:43:32.000]  And I'm like, no, talk to your physician. It says on the bottle, don't drink it. It's poison. Ours is a totally different type of iodine.
[01:43:32.000 --> 01:43:37.000]  But again, that's how they manipulate your mind. Now I'm going to stop. I'm going to give them the floor for the rest of the hour.
[01:43:37.000 --> 01:43:47.000]  Steve Pachennick, StevePachennick.com. It's just that this is a war. We're trying to cut off our funding infowarstore.com. I should add you should get his great books as StevePachennick.com, both the fiction and nonfiction.
[01:43:47.000 --> 01:43:59.000]  Okay, going back to Steve Pachennick, we were getting into Hillary psychology, Madam President, I should say, and just the weird delusional behavior, the way that they think they're invincible.
[01:43:59.000 --> 01:44:07.000]  You're a psychiatrist. You know, you're a guy that did the Camp David Accord, PsyOps, the only successful piece of elementary history.
[01:44:07.000 --> 01:44:15.000]  I mean, you know, you found Delta Force, you know, military psychology. You're a smart guy. We've seen all this diagnosing Trump from afar.
[01:44:15.000 --> 01:44:25.000]  So let's be honest, give us your from afar analysis of Trump and then give us your analysis of the Democratic Party leadership that act like the hellbop cult or something.
[01:44:25.000 --> 01:44:35.000]  You see cults, they walk around with this. We're invincible. Everything's wonderful. I mean, what is going on? Did Martians replace them or something?
[01:44:35.000 --> 01:44:43.000]  Let me say something, Alex. I may be a psychiatrist, but I'm your friend and I'm a friend of the show and I've got to tell you something.
[01:44:43.000 --> 01:44:56.000]  I want you to understand that you are being praised by every time they make fun of you. I mean, you got to remember the old axiom. Every knock is a boost.
[01:44:56.000 --> 01:45:07.000]  And I want you to turn that around because your mind is so sharp. You're so witty that instead of being defensive, which I understand you could be.
[01:45:07.000 --> 01:45:17.000]  But you're far better on the attack. And quite honestly, they're increasing your, you know, your penetration of a market that they never had.
[01:45:17.000 --> 01:45:25.000]  And so people come out. Well, I didn't tell you this. I hadn't announced it. We checked the numbers. We normally lose money on a Sunday and a Saturday.
[01:45:25.000 --> 01:45:33.000]  Because of that, we had record sales for the month on Sunday and yesterday. He got people, people went and bought it.
[01:45:33.000 --> 01:45:38.000]  I know. But here's what I suggest. Your mind's too fast. Oh, come on.
[01:45:38.000 --> 01:45:53.000]  Now, listen to me. I'm not being counter. I know you very well. I would suggest you either invite Oliver on your show and have a discussion or, you know, go at it because you have a far better.
[01:45:53.000 --> 01:45:58.000]  I will invite him and his writers on because we all know Oliver is a composite.
[01:45:58.000 --> 01:46:07.000]  No, I understand. But I want just you and Oliver because the wit that you have is far sharper than anybody realizes.
[01:46:07.000 --> 01:46:18.000]  Let me let me tell you something about yourself that you don't appreciate. Whatever you are or you're not, you are an incredible wit that can absorb things at a very high speed.
[01:46:18.000 --> 01:46:28.000]  And you've got to use that as a weapon to basically say, OK, they've been knocking me down. But you know what? I'm still up.
[01:46:28.000 --> 01:46:36.000]  So you got an Anderson Cooper. Go and talk to him. I mean, Anderson can match your own wit. We've invited them all on. They're all scared to come on.
[01:46:36.000 --> 01:46:48.000]  Well, then fine, then go on their show. And so you went with Megan Kelly. What did it do? It increased your ratings. But the reality is you started with nothing. Infra Wars was nothing.
[01:46:48.000 --> 01:46:57.000]  And suddenly we have millions of people buying a lot of products. Google has to censor you. They censor me or Twitter has to censor.
[01:46:57.000 --> 01:47:02.000]  And the point of fact, take that as a point of compliment. That's your battle metal.
[01:47:02.000 --> 01:47:14.000]  You just went into one battle after another. And I'm saying to you, look, I have faith in your ability to absorb and to be able to respond so fast at the moment, even better than they are.
[01:47:14.000 --> 01:47:22.000]  I would not want to say that you're a better comedian, but I would honestly say you are far better comedian and you and I know that.
[01:47:22.000 --> 01:47:34.000]  So for you to be able to confront them, either on their show, your show, whatever you care about, it's not an issue of whether the product is good or not, or whether you have to rationalize anything.
[01:47:34.000 --> 01:47:48.000]  You don't have to rationalize anything. The bottom line is I would want you to go face to face with these guys and you know that I know that your mind is far faster, far sharper, far more incisive.
[01:47:48.000 --> 01:48:01.000]  You know, you're lethal when it comes to humor. And you know, these are the new humorists, so to speak. They can't compare to the old line guys like Bill Hicks and others who you might have known about.
[01:48:01.000 --> 01:48:13.000]  But these, the Bill Hicks is in the in the other, you know, the guys who really started the whole industry. That's what you're like. And when you come face to face with them, use it.
[01:48:13.000 --> 01:48:17.000]  Don't be defensive. That's fine if they don't like your product.
[01:48:17.000 --> 01:48:23.000]  Well, you're nice to say that. I totally get they're attacking us because we're effective. It's just that they're so incredibly full of bull.
[01:48:23.000 --> 01:48:27.000]  Now, seriously, let's get into the psychology of Hillary. You got cut off by the brain.
[01:48:27.000 --> 01:48:37.000]  Hillary, there's not very much psychology. I mean, I'm not going to put a diagnosis in her. I said day one when we went after her, she's not very bright.
[01:48:37.000 --> 01:48:45.000]  She's a manipulative individual. She's self-destructive. She's a thick of thin. She has all the elements of what a classical politician is.
[01:48:45.000 --> 01:48:51.000]  But I said very early on, she's not bright. She has no concept of A to Z to Y.
[01:48:51.000 --> 01:48:59.000]  She has no strategic sense. Neither did Bill. In some ways, Bill is smarter because he understood what he had to do and he got caught on it.
