[00:00.000 --> 00:07.000]  music
[53:57.000 --> 54:11.160]  We can pull the quote up, but famously Henry Kissinger and Evian France called the Bilderberg
[54:11.160 --> 54:16.040]  group, meaning that if they could stir up enough civil unrest to the United States down the
[54:16.040 --> 54:22.560]  road, that Americans would welcome UN troops on our streets.
[54:22.560 --> 54:28.720]  The Euro is saying in response to a majority of the nations wanting to leave the Euro because
[54:28.720 --> 54:32.400]  they never voted to enter the Euro, that oh, we're just going to nationalize your military
[54:32.400 --> 54:33.400]  and not let you leave.
[54:33.400 --> 54:36.760]  Oh, and by the way, we're not going to let you have national teams anymore.
[54:36.760 --> 54:42.000]  That's racist to say you have the Spaniards, you have the French, or you can't have that
[54:42.000 --> 54:43.000]  anymore.
[54:43.000 --> 54:44.000]  This is being announced.
[54:44.000 --> 54:47.400]  You can have no identity.
[54:47.400 --> 54:53.120]  The TPP and the NAU and all these other secret agreements are going to rule your life.
[54:53.120 --> 54:56.520]  Well, I don't try to lionize JFK.
[54:56.520 --> 55:00.600]  I think he was manipulated at many levels, really believed he was trying to establish
[55:00.600 --> 55:03.280]  some type of planetary government for peace.
[55:03.280 --> 55:09.640]  He didn't want war with the Russians, but one of the reasons he got killed, or at least
[55:09.640 --> 55:15.080]  they used the right wing out of Texas to do it, Texas is the reason the president's dead.
[55:15.080 --> 55:24.760]  They kind of had cold feet up in Chicago and cold feet in Miami and places, is because
[55:24.760 --> 55:29.760]  Kennedy did not want to have a preemptive nuclear war with the Russians.
[55:29.760 --> 55:37.120]  And so there was already a Carnegie endowment for peace plan from the 30s to establish the
[55:37.120 --> 55:43.000]  UN, the whole system we see funded by the Rockefellers, but also the Carnegie endowment, obviously.
[55:43.000 --> 55:45.680]  This is the Carnegie endowment for peace.
[55:45.680 --> 55:50.160]  Many of their minutes are now public from the 20s, 30s, 40s, 50s.
[55:50.160 --> 55:54.720]  And you can see them charting out the whole future we live under, and they had a plan
[55:54.720 --> 55:57.520]  to merge us with the Soviet Union.
[55:57.520 --> 56:03.800]  Now, with the collapse of the Soviet Union and the reemergence of some Christian Orthodox
[56:03.800 --> 56:07.120]  roots, that's thrown that into question.
[56:07.120 --> 56:10.080]  We were then told that, oh, it was all a sleeper deal with the Russians.
[56:10.080 --> 56:13.840]  They were really going to reemerge in all this.
[56:13.840 --> 56:16.640]  There were certainly factions that wanted to do that, but the Russians have tripled
[56:16.640 --> 56:17.920]  across the globalist.
[56:17.920 --> 56:22.720]  That is my educated view on this, seeing their real actions, and the globalist actions against
[56:22.720 --> 56:26.520]  them.
[56:26.520 --> 56:31.480]  But if you look at this system and this dialectic, it was codified in 1962.
[56:31.480 --> 56:34.160]  And Kit Daniels wrote an article about this last year.
[56:34.160 --> 56:37.360]  Did you know a law is on the books to disarm all Americans?
[56:37.360 --> 56:43.080]  A law provides impetus for ultimate world disarmament and UN control over military.
[56:43.080 --> 56:47.600]  And you can go to the United Nations Uniteer Treaty, and it says, Civilian-Artship of Firearms
[56:47.600 --> 56:52.040]  threatens the legitimate power monopoly of the state, or dictatorship.
[56:52.040 --> 56:55.400]  And then he links to the public law 87-29.
[56:55.400 --> 56:57.760]  This is on the books.
[56:57.760 --> 57:01.480]  And the original memorandum, you might want to read it.
[57:01.480 --> 57:03.920]  You can still send off the State Department and get a copy of these, last time I checked
[57:03.920 --> 57:05.680]  for like a dollar.
[57:05.680 --> 57:09.320]  The United States Program for General and Complete Disarmament in the Peaceful World,
[57:09.320 --> 57:10.320]  through the UN.
[57:10.320 --> 57:19.160]  And it shows the Russian weapons being downgraded down to zero in the graphs, and ours being
[57:19.160 --> 57:23.520]  downgraded to zero, and then our police are disarmed, but first the citizens.
[57:23.520 --> 57:29.120]  So the military's phased down, the citizens are disarmed, and then the police are disarmed.
[57:29.120 --> 57:34.560]  And then you turn on the news today, CNN, Fox News, you name it, I've got the clips right
[57:34.560 --> 57:43.000]  here, and they've got all these leftist groups saying, disarm the police.
[57:43.000 --> 57:44.600]  The police should not be able to have firearms.
[57:44.600 --> 57:48.400]  We're going to play these clips coming up in the next hour and take your phone calls.
[57:48.400 --> 57:54.560]  So sitting there watching all this, and seeing the new community organize their setting up,
[57:54.560 --> 57:58.160]  there's going to be jobs in the future, is a quasi-government employee, like the head
[57:58.160 --> 58:04.520]  of Black Lives Matter, who has this $160,000 a year job as a board member on a school board,
[58:04.520 --> 58:07.240]  that looks like he's 20 years old.
[58:07.240 --> 58:11.800]  He lives in a house paid for by George Soros.
[58:11.800 --> 58:15.360]  Let's go out to break with Obama, talking about the domestic security force, just as
[58:15.360 --> 58:16.760]  big as our military.
[58:16.760 --> 58:20.720]  That's what they're setting up, specialist groups that'll just run around and engaging
[58:20.720 --> 58:21.720]  in racism and infighting.
[58:21.720 --> 58:22.720]  Here it is.
[58:22.720 --> 58:29.080]  We cannot continue to rely only on our military in order to achieve the national security
[58:29.080 --> 58:30.600]  objectives that we've set.
[58:30.600 --> 58:37.120]  We've got to have a civilian national security force that's just as powerful, just as strong,
[58:37.120 --> 58:38.120]  just as well.
[58:38.120 --> 58:39.120]  We'll be back.
[58:39.120 --> 58:40.120]  Stay with us.
[58:40.120 --> 58:41.120]  Hour number two, straight ahead.
[58:41.120 --> 58:42.120]  Thank you for listening to GCN.
[58:42.120 --> 58:44.120]  This is a U.N. program, but created here.
[58:44.120 --> 58:47.120]  Visit GCNLive.com today.
[58:47.120 --> 58:56.160]  Shower filters, we're introducing the best yet, the brand new ProPure ProMax high performance
[58:56.160 --> 58:57.160]  shower filter.
[58:57.160 --> 59:02.040]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[59:02.040 --> 59:06.640]  This new four-stage filtration process helps protect the largest organ in your body, your
[59:06.640 --> 59:09.080]  skin from the unhealthy contaminants in the water.
[59:09.080 --> 59:13.640]  You can find more details on this amazing new filter and free shipping at infowarstore.com
[59:13.640 --> 59:20.320]  or call 888-253-3139 to order your ProMax shower filter from ProPure today.
[59:20.320 --> 59:23.800]  When cells become toxic, they die early and aging sets in.
[59:23.800 --> 59:28.920]  No one has put together a formula that focuses directly on brain health, nerve growth factors
[59:28.920 --> 59:32.200]  and optimizing your cellular energy at the same time.
[59:32.200 --> 59:37.480]  Just one of the key compounds, BiopQQ, is backed by major clinical studies.
[59:37.480 --> 59:40.000]  You want the best that's out there at the lowest price anywhere?
[59:40.000 --> 59:42.440]  We now have the synergistic solution.
[59:42.440 --> 59:53.080]  Secure your DNA force today at infowarstive.com or call toll-free 888-253-3139.
[59:53.080 --> 01:00:00.080]  We're listening to the Alex Jones Show.
[01:00:00.080 --> 01:00:17.160]  Well, they're saying we are on the march.
[01:00:17.160 --> 01:00:20.280]  The empire is on the march.
[01:00:20.280 --> 01:00:25.840]  Alex Jones and the GCN Radio Network.
[01:00:25.840 --> 01:00:30.880]  I don't want folks to have to hold, so I'm going to give the number out at about 20 after.
[01:00:30.880 --> 01:00:35.960]  So you can call in.
[01:00:35.960 --> 01:00:39.320]  After James O'Keefe of the Veritas Project joins us with some breaking news but also
[01:00:39.320 --> 01:00:44.600]  his take on election 2016.
[01:00:44.600 --> 01:00:47.240]  What do you think of this supposed pick?
[01:00:47.240 --> 01:00:53.920]  They say that Pence is scheduled with a bunch of Fox TV and other channels tomorrow in the
[01:00:53.920 --> 01:00:55.920]  hours after Trump set to make the announcement.
[01:00:55.920 --> 01:00:58.640]  He stayed at his home for a few days.
[01:00:58.640 --> 01:01:05.880]  I thought that was a big sign but they had the other people, Gennrich and Sessions and
[01:01:05.880 --> 01:01:11.920]  General Flynn, to the same meeting in Indiana.
[01:01:11.920 --> 01:01:15.240]  So I think this is probably accurate information.
[01:01:15.240 --> 01:01:21.480]  This from the Hill judge seems to have a good instinct for these things.
[01:01:21.480 --> 01:01:27.720]  Talking to Stone, he said that nothing had been decided but that he pretty much thought
[01:01:27.720 --> 01:01:34.640]  who he knew Trump was going to pick now.
[01:01:34.640 --> 01:01:37.120]  He didn't tell us what he talked to Trump about but then he kind of brought it up.
[01:01:37.120 --> 01:01:40.160]  I said, well, I think it's going to be Sessions even though it'll be politically incorrect
[01:01:40.160 --> 01:01:41.160]  and make a big deal out of it.
[01:01:41.160 --> 01:01:42.160]  They're going to do that anyways.
[01:01:42.160 --> 01:01:43.160]  He goes, well, you really read my mind.
[01:01:43.160 --> 01:01:46.680]  Yeah, that's what I told him but Sessions wants to bow out.
[01:01:46.680 --> 01:01:55.040]  So that was the inside info there and the word was it was probably going to be Pence
[01:01:55.040 --> 01:01:58.160]  but we didn't want to go there.
[01:01:58.160 --> 01:02:06.240]  I was kind of hoping to promote my own little way, Flynn, because the media put out the
[01:02:06.240 --> 01:02:09.520]  whole thing about him being a Democrat to throw everybody off.
[01:02:09.520 --> 01:02:10.600]  Turns out that's not true.
[01:02:10.600 --> 01:02:16.700]  But regardless, he has a good background of integrity and really exposing corruption
[01:02:16.700 --> 01:02:22.640]  and bucking corruption and giving the information, working with General Dempsey to the Russians
[01:02:22.640 --> 01:02:25.840]  four years ago when he was the head of defense intelligence.
[01:02:25.840 --> 01:02:27.800]  He was the head of defense intelligence a year and a half ago.
[01:02:27.800 --> 01:02:31.480]  He got fired by Obama for that, folks.
[01:02:31.480 --> 01:02:37.960]  They weren't about to arrest him for espionage because the whole military went in and confronted
[01:02:37.960 --> 01:02:41.080]  Obama and said, you're backing al-Qaeda and ISIS doing this.
[01:02:41.080 --> 01:02:45.000]  Is it okay if we share intelligence with people to stop them?
[01:02:45.000 --> 01:02:50.000]  Obama's like, well, if you drop flyers two hours before and it's only certain areas and
[01:02:50.000 --> 01:02:54.280]  the Russians kept publishing the satellite photos of the hundreds of trucks an hour lined
[01:02:54.280 --> 01:02:58.800]  up going into Turkey and said, we're going to blow that up.
[01:02:58.800 --> 01:03:03.600]  They started blowing it up and Turkey flipped out and started shooting down Russian aircraft.
[01:03:03.600 --> 01:03:08.560]  This is a circus, folks, but Trump's got good instincts.
[01:03:08.560 --> 01:03:09.960]  Trump's the guy in the arena.
[01:03:09.960 --> 01:03:17.240]  Trump is the guy that turned down Adelson's 200 million to take Gennrich.
[01:03:17.240 --> 01:03:25.960]  If he does a curveball and picks Gennrich, that's one strike for Trump.
[01:03:25.960 --> 01:03:30.880]  But I'm waiting to see what he does once he gets in, but he just keeps amazing.
[01:03:30.880 --> 01:03:36.880]  I mean, he's just done things right down the line that are unprecedented, super courageous,
[01:03:36.880 --> 01:03:38.840]  super dangerous.
[01:03:38.840 --> 01:03:42.480]  He wants to basically downgrade NATO that's running around starting wars and backing
[01:03:42.480 --> 01:03:50.320]  the Arab Spring and really try to start a new Cold War that will try to bankrupt Russia.
[01:03:50.320 --> 01:03:52.880]  Trump talks about, he has a lot of generals advising him that they have a bunch of pork
[01:03:52.880 --> 01:03:55.080]  barrel, a bunch of weapons that don't work.
[01:03:55.080 --> 01:03:56.840]  We're giving the Chinese everything we got.
[01:03:56.840 --> 01:03:57.840]  He says, don't worry.
[01:03:57.840 --> 01:03:59.440]  We're going to have real weapons systems.
[01:03:59.440 --> 01:04:05.360]  We're going to be the strongest, but we're not going to start wars with Russia and we're
[01:04:05.360 --> 01:04:09.760]  not going to let China get the secrets because it's the Chinese that have infiltrated.
[01:04:09.760 --> 01:04:12.560]  It's the Chinese that are in our defense intelligence system.
[01:04:12.560 --> 01:04:14.460]  They're the ones robbing everything.
[01:04:14.460 --> 01:04:16.400]  They're the ones with mobile execution vans.
[01:04:16.400 --> 01:04:17.560]  They're the Communist.
[01:04:17.560 --> 01:04:22.120]  They're in bed with Walmart and the billionaires and the oligarchs screwing everyone.
[01:04:22.120 --> 01:04:28.600]  They're the enemy, not the Chinese people, but the Communist Party of China is the most
[01:04:28.600 --> 01:04:29.600]  powerful.
[01:04:29.600 --> 01:04:34.440]  Every science fiction movie you go see, the Chinese run the space program and run the
[01:04:34.440 --> 01:04:36.680]  world basically.
[01:04:36.680 --> 01:04:42.560]  The New Independence Day, the Martian movie, I mean, man, you go see movies now.
[01:04:42.560 --> 01:04:49.680]  I mean, there's Chinese government red flag propaganda everywhere, running the planetary
[01:04:49.680 --> 01:04:50.680]  government.
[01:04:50.680 --> 01:04:56.640]  I've seen basically any movie I see that's military or space, the Chinese are running
[01:04:56.640 --> 01:05:00.360]  them, I mean, this country's in trouble, folks.
[01:05:00.360 --> 01:05:04.920]  Let's face it, most of us are totally addicted to our cell phones, but recent studies link
[01:05:04.920 --> 01:05:08.920]  cell phone use to major health issues, including brain cancer.
[01:05:08.920 --> 01:05:12.360]  Experts say parents and expecting mothers need to be extra careful.
[01:05:12.360 --> 01:05:17.000]  Doctors say the infant brain, even while in the womb, is especially vulnerable, so keep
[01:05:17.000 --> 01:05:21.040]  the phone away from your abdomen, especially toward the end of pregnancy.
[01:05:21.040 --> 01:05:25.640]  And for men, using a cell phone for as little as an hour a day is literally cooking your
[01:05:25.640 --> 01:05:26.640]  sperm.
[01:05:26.640 --> 01:05:31.240]  Lowering sperm count levels so much that conceiving a child could be difficult.
[01:05:31.240 --> 01:05:33.880]  This is one of those times you want to keep it out of your pants.
[01:05:33.880 --> 01:05:37.360]  And for those of us who use our cell phones before bed, know that the screen light is
[01:05:37.360 --> 01:05:39.320]  actually disrupting your sleep rhythms.
[01:05:39.320 --> 01:05:41.880]  This causes insomnia and slows the metabolism.
[01:05:41.880 --> 01:05:43.160]  Hello, weight gain.
[01:05:43.160 --> 01:05:47.440]  Generally speaking, when cell phones are on, they're constantly emitting radio frequency
[01:05:47.440 --> 01:05:48.440]  radiation.
[01:05:48.440 --> 01:05:50.680]  So keep your phone in airplane mode when you can.
[01:05:50.680 --> 01:05:53.240]  Keep the phone at least two feet away from your body.
[01:05:53.240 --> 01:05:54.240]  Use headphones.
[01:05:54.240 --> 01:05:57.240]  When you're not on your phone, keep it as far away from you as possible.
[01:05:57.240 --> 01:06:00.040]  Leigh-Anne McAdoo with your InfoWars tip of the week.
[01:06:00.040 --> 01:06:03.440]  A clean, toxic-free body is the foundation of true health.
[01:06:03.440 --> 01:06:08.840]  Deep Cleanse by InfoWarsLife.com, a scientifically formulated blend of nanocoloidal zeolines and
[01:06:08.840 --> 01:06:12.840]  organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:06:12.840 --> 01:06:16.920]  Using our proprietary multi-step extraction technology, Deep Cleanse are most affordable
[01:06:16.920 --> 01:06:22.560]  all-in-one cleanser with concentrated organic compounds like cilantro, milk thistle, fulvic
[01:06:22.560 --> 01:06:25.400]  acid, orange peel, zeolines, and others.
[01:06:25.400 --> 01:06:27.520]  Deep Cleanse doesn't hold back.
[01:06:27.520 --> 01:06:31.960]  Instead of buying five, six, or even seven different cleansing products, we use decades-old
[01:06:31.960 --> 01:06:36.160]  scientific research that puts together the Rolls-Royce of all-in-one cleansing.
[01:06:36.160 --> 01:06:40.280]  Look, there's a reason Deep Cleanse is the only product on the market that uses our
[01:06:40.280 --> 01:06:43.440]  proprietary SpyJurex herbal processing technique.
[01:06:43.440 --> 01:06:47.720]  We use only the highest-quality organic herbs backed by serious research, and we still bring
[01:06:47.720 --> 01:06:49.640]  it to you at the best price out there.
[01:06:49.640 --> 01:06:54.640]  If you wish to find Deep Cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[01:06:54.640 --> 01:07:00.320]  That's InfoWarsLife.com, or call 888-253-3139.
[01:07:00.320 --> 01:07:05.240]  More than two years ago, InfoWars first told you about our research into what has been called
[01:07:05.240 --> 01:07:06.440]  the iodine conspiracy.
[01:07:06.440 --> 01:07:10.800]  I've told you about how scientists have known for decades that iodine deficiencies can
[01:07:10.800 --> 01:07:16.040]  devastate IQ, and how the government knowingly started taking iodine out of the food and
[01:07:16.040 --> 01:07:19.760]  adding fluoride, the bad member of the halogen family, into the water.
[01:07:19.760 --> 01:07:24.240]  They took the good halogen out and put the deadly halogen in, and when the Fukushima
[01:07:24.240 --> 01:07:28.880]  crisis worsened, as it still is worsening today, I was there telling you how to prepare
[01:07:28.880 --> 01:07:30.400]  yourself and your family.
[01:07:30.400 --> 01:07:35.880]  Now in 2016, even more information has been revealed concerning the connection between
[01:07:35.880 --> 01:07:41.680]  iodine and the gut, which many experts are now saying could be the biggest revelation
[01:07:41.680 --> 01:07:43.280]  ever concerning iodine.
[01:07:43.280 --> 01:07:45.240]  You can pull these studies up for yourself.
[01:07:45.240 --> 01:07:49.480]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to
[01:07:49.480 --> 01:07:51.440]  any optimum health regimen.
[01:07:51.440 --> 01:08:18.560]  Stock up on Survival Shield X2 Today at infowarslife.com or by calling 888-253-3139.
[51:39.300 --> 01:08:34.520]  stack of news articles here in front of me where students mildly criticizing
[01:08:34.520 --> 01:08:40.320]  people on their own Facebook are being threatened or being kicked out of major colleges.
[01:08:40.320 --> 01:08:41.320]  There's two more today.
[01:08:41.320 --> 01:08:47.680]  There was one just yesterday, and Paul Watson's written a new article for infowars.com, Black
[01:08:47.680 --> 01:08:53.920]  Lives Matter organizer triggered by white people demands money for being a fat black
[01:08:53.920 --> 01:08:59.760]  bitch, that's a quote, be ready to write checks and give up your car keys.
[01:08:59.760 --> 01:09:05.880]  And what it is, is just lazy, crazy social justice warriors, I don't care if you're
[01:09:05.880 --> 01:09:13.400]  black, white or whatever, that are in their own fantasy land and see every major media
[01:09:13.400 --> 01:09:19.680]  outlet, movies, TV shows, the White House, blaming the police, well, white people better
[01:09:19.680 --> 01:09:28.320]  listen up, Hillary said, Obama said, we need to reform things, implying it's the police
[01:09:28.320 --> 01:09:30.600]  fault someone randomly went and shot them.
[01:09:30.600 --> 01:09:37.720]  It's not right if a crazy cop shoots somebody innocent, and it's not right if another crazy
[01:09:37.720 --> 01:09:42.240]  person goes and shoots five cops, then they say it's racist to say all lives matter.
[01:09:42.240 --> 01:09:46.200]  It's an inversion of reality, that's the opposite of racism is to say all lives matter, it's
[01:09:46.200 --> 01:09:49.320]  racist to say black lives matter only.
[01:09:49.320 --> 01:09:54.480]  But the issue here is, this is weaponization of media, this is the next phase of what the
[01:09:54.480 --> 01:09:59.880]  globalists are gonna do in this country, with the UN advising and setting up meetings to
[01:09:59.880 --> 01:10:06.640]  watch the police in every US city.
[01:10:06.640 --> 01:10:12.600]  Meanwhile, Trump is reportedly, according to sources at Fox and sources at the Hill,
[01:10:12.600 --> 01:10:17.640]  it's gonna be Pence, the governor of Indiana, we're gonna be going over that at the bottom
[01:10:17.640 --> 01:10:23.080]  of the hour, taking your phone calls, we're gonna be talking to Bernie Sanders supporters,
[01:10:23.080 --> 01:10:25.880]  I mean, why would you now not go for Trump?
[01:10:25.880 --> 01:10:29.240]  The whole establishment's against him, you claim your anti-establishment, what a joke,
[01:10:29.240 --> 01:10:31.520]  truth is you like a big government, don't you?
[01:10:31.520 --> 01:10:38.200]  You just want a piece of it, now joining us to the bottom of the hour is James O'Keefe,
[01:10:38.200 --> 01:10:42.200]  projectveritas.com, best-selling author, I think the consummate investigative journalist,
[01:10:42.200 --> 01:10:47.240]  not gonna go over all of his amazing feats with his crew, bring down Acorn, you name
[01:10:47.240 --> 01:10:52.440]  it, he is a leading expert on fighting social justice warriors, but they have gone into
[01:10:52.440 --> 01:10:57.720]  an overdrive level, they've got some calculus at the White House where they believe they're
[01:10:57.720 --> 01:10:58.720]  gonna win.
[01:10:58.720 --> 01:11:03.240]  O'Keefe has a new video where the congressman admitting, oh no, you know, we're gonna have
[01:11:03.240 --> 01:11:07.240]  guns, you know, I mean, we're not gonna say that our homes are gun-free zones, no, no,
[01:11:07.240 --> 01:11:12.000]  just the schools and places, so we're gonna play a clip of that video, the full video
[01:11:12.000 --> 01:11:15.680]  is on inforwars.com, projectveritas.com, in fact, we have a short clip of that that
[01:11:15.680 --> 01:11:20.920]  I wanna go ahead and play right now, Hidden Cam shows anti-gun congressman and staffers
[01:11:20.920 --> 01:11:47.600]  refusing to promote homes as gun-free zones, here it is.
[01:11:47.600 --> 01:11:58.800]  So, that's, well, you know, we'll get into the whole story with him right now and then
[01:11:58.800 --> 01:12:02.200]  talk about the bigger picture, great to have you on with us.
[01:12:02.200 --> 01:12:04.360]  Hey, Alex, great to be with you.
[01:12:04.360 --> 01:12:11.120]  Well, I tell you, you wanna tackle this story first or just get into the state of the activation
[01:12:11.120 --> 01:12:15.800]  of what I call like mal-youth brigades or something, this day of rage coming up tomorrow,
[01:12:15.800 --> 01:12:16.800]  this is crazy.
[01:12:16.800 --> 01:12:21.440]  Well, maybe let's start with this gun-free zone story, because I think it plays into
[01:12:21.440 --> 01:12:28.160]  the hypocrisy of our elected officials and they're not believing what they actually write
[01:12:28.160 --> 01:12:30.200]  in the legislation, so maybe let's start there.
[01:12:30.200 --> 01:12:32.800]  Yeah, tell us who the players are in this video.
[01:12:32.800 --> 01:12:37.720]  So this is interesting, when we did this four years ago in New York, Westchester, New York,
[01:12:37.720 --> 01:12:42.800]  we caught people on tape, the idea is simple, approach these individuals and say, I wanna
[01:12:42.800 --> 01:12:47.160]  talk with a sign on your lawn saying your home is a gun-free zone, because these guys
[01:12:47.160 --> 01:12:51.080]  are anti-gun, of course they would do that because they write legislation.
[01:12:51.080 --> 01:12:55.280]  So what you're seeing right now is this guy is working for John Conyers, he's a legislative
[01:12:55.280 --> 01:13:02.240]  aide, he writes legislation, his name is Eric Sperling, and he says in the video that, oh,
[01:13:02.240 --> 01:13:08.640]  you can see the wheels turning inside of his head, he says, I'm a big gun control advocate,
[01:13:08.640 --> 01:13:12.440]  this is a new angle I hadn't thought about before, it makes me nervous, it makes me
[01:13:12.440 --> 01:13:15.400]  quote a target for criminals.
[01:13:15.400 --> 01:13:20.240]  So these legislators, these congressional people are on video saying that it would draw
[01:13:20.240 --> 01:13:24.640]  attention to their homes if they advertise them as gun-free zones.
[01:13:24.640 --> 01:13:29.600]  Now this is obvious to me and you, it's obvious to our audience, but to see the democratic
[01:13:29.600 --> 01:13:35.400]  legislators say this when confronted with the truth, I think it's really groundbreaking.
[01:13:35.400 --> 01:13:39.560]  And I'm sure people have other ideas, but this is a start, they're actually saying,
[01:13:39.560 --> 01:13:44.720]  you know what, I don't know if this is such a good idea to advertise gun-free zones.
[01:13:44.720 --> 01:13:49.360]  Well, obviously it's common sense the places that have all the gun laws have the highest
[01:13:49.360 --> 01:13:53.560]  crime rates in the world, they know this, I mean, the rich elite that are liberal all
[01:13:53.560 --> 01:13:56.920]  have got bodyguards, it's so hypocritical, I love the fact that Trump keeps saying,
[01:13:56.920 --> 01:14:01.760]  hey, give up your security, Hillary, I mean, it's an oxymoron.
[01:14:01.760 --> 01:14:06.120]  What point do you think, just as someone that's been following this so long, and what point
[01:14:06.120 --> 01:14:10.560]  have we reached, are the social justice warriors, and black lives matter, and of course, they
[01:14:10.560 --> 01:14:15.920]  have a longer clip with Wrangel coming out and talking, I mean, do they actually believe
[01:14:15.920 --> 01:14:19.760]  anything they're saying, or is this just pure divide and conquer?
[01:14:19.760 --> 01:14:23.360]  I do not believe they, I do not think they believe most of what they're saying, I wrote
[01:14:23.360 --> 01:14:28.440]  a column, a drudge link to it on Friday after the shootings last week.
[01:14:28.440 --> 01:14:35.560]  We are entering uncharted territory, there is a brave new world of unregulated video,
[01:14:35.560 --> 01:14:39.800]  I think it's a good thing, I think it was very tragic last week what happened, and these
[01:14:39.800 --> 01:14:45.760]  shootings with the police, the shootings in Minnesota as well, but the video is really
[01:14:45.760 --> 01:14:51.280]  catalyzing the masses, it's creating these social movements, and I think unfortunately
[01:14:51.280 --> 01:14:57.120]  it's creating these mobs, these violent mobs, but I think it also can be harnessed, and
[01:14:57.120 --> 01:15:02.400]  this is the point I made, it can be harnessed for good to promote government transparency.
[01:15:02.400 --> 01:15:08.760]  For example, we know that Bill Clinton met with Loretta Lynch, we know that there are
[01:15:08.760 --> 01:15:13.640]  bribes of federal judges taking place, well that should be live streamed, and we can harness
[01:15:13.640 --> 01:15:19.840]  this technology, this live streaming technology for example, for good, and I'm a representative
[01:15:19.840 --> 01:15:25.440]  of an organization, Project Veritas, which is beta testing, hidden camera video streaming
[01:15:25.440 --> 01:15:30.280]  to our servers, that way if anything happens, we have a copy of the video, the law enforcement
[01:15:30.280 --> 01:15:34.400]  takes it, we have a copy of it, and I think that this is a power that can be used to promote
[01:15:34.400 --> 01:15:38.760]  government transparency as much as it can be used to hold police office.
[01:15:38.760 --> 01:15:44.240]  Well I'm all for citizens having hidden cameras, I think making police wear body cams all the
[01:15:44.240 --> 01:15:47.880]  time, I wouldn't want to work and live like that, I think it's big brother, it sets the
[01:15:47.880 --> 01:15:52.200]  precedent for everybody to have to have that at work, and I don't like it, I mean I think
[01:15:52.200 --> 01:15:56.200]  if a company wants to make you do it, that's your option to do it, and I think police when
[01:15:56.200 --> 01:16:03.520]  they're on calls should have a camera on for them and everybody else, I used to be for
[01:16:03.520 --> 01:16:08.040]  that, but now I realize it will be selectively enforced, because in liberal areas, when cops
[01:16:08.040 --> 01:16:12.840]  do bad things, they just cover it up mostly, but then if it happens in a more freer area,
[01:16:12.840 --> 01:16:16.200]  they will then come in and use it as a way to politely take over, and kind of cherry
[01:16:16.200 --> 01:16:19.840]  pick things, I mean I saw, I think there's a problem with too many cameras.
[01:16:19.840 --> 01:16:24.040]  I agree with you, I agree with you on that, I want to make a clear distinction that this
[01:16:24.040 --> 01:16:28.120]  is about little brother holding big brother account, exactly, the entire point of the
[01:16:28.120 --> 01:16:33.240]  American experiment, giving big brother cameras and all that, we've already lost our expectations.
[01:16:33.240 --> 01:16:38.000]  Oh cops are having to wear body cams in many cities now, when they use the bathroom.
[01:16:38.000 --> 01:16:43.240]  That's right, I'm sure they are, and you know, the point Ed Snowden made on vice recently,
[01:16:43.240 --> 01:16:48.560]  as he said, Shane Smith asked him, well why aren't more Americans outraged by all those
[01:16:48.560 --> 01:16:53.520]  surveillance, and Ed Snowden said, well they would be if we had the politicians on tape
[01:16:53.520 --> 01:16:58.880]  admitting it in plain words, so the whole point of this technology, I really think it's
[01:16:58.880 --> 01:17:04.360]  a transformative moment in American politics, because the technology is unregulated, it's
[01:17:04.360 --> 01:17:09.240]  proliferating, anybody can live stream video now, now we use hidden camera devices that
[01:17:09.240 --> 01:17:13.960]  are not, you can't buy them in most stores, but the fact that we can hold big brother
[01:17:13.960 --> 01:17:19.160]  accountable and make them lose their expectations of privacy, that's what this movement is all
[01:17:19.160 --> 01:17:20.160]  about.
[01:17:20.160 --> 01:17:23.600]  Basically they know that at least the people in the 5th of state, the new 5th of state
[01:17:23.600 --> 01:17:29.560]  are watching, also it really allows us to show that the so-called left are the most
[01:17:29.560 --> 01:17:35.000]  ignorant anti-liberal weirdos the world's ever seen, I mean this is, I mean just the
[01:17:35.000 --> 01:17:39.760]  video camera and YouTube and the proliferation of basically everybody getting on it now and
[01:17:39.760 --> 01:17:43.680]  having millions of providers of news, not just thousands or hundreds, it's almost like
[01:17:43.680 --> 01:17:49.440]  a singularity, it's showing how monstrous the social justice warriors are to a person,
[01:17:49.440 --> 01:17:57.160]  I mean these really are mentally ill, weirdos, bizarro land, I mean it's even forcing the
[01:17:57.160 --> 01:18:02.200]  left who are more trendy but aren't stupid to go ahead and admit, okay something's wrong
[01:18:02.200 --> 01:18:05.840]  here, I mean when you look at Triglypuff, Age Scree-Lick, I mean when you look at these
[01:18:05.840 --> 01:18:09.720]  people, Carl the Conk, I mean when you look at these people they are scary.
[01:18:09.720 --> 01:18:14.840]  Ma'am a citizen journalist named Mike Strickland was detained, this was a cover on your website
[01:18:14.840 --> 01:18:21.040]  yesterday for unholstering his gun, he felt threatened and there were videotapes of the
[01:18:21.040 --> 01:18:27.000]  Black Panthers right before he had holstered his gun threatening to take out their guns,
[01:18:27.000 --> 01:18:32.840]  so things are all caught on video, my greater point is that we can use this as a movement
