whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:37:21.740 --> 00:37:24.500]   these people largely do not have an ideology.
[00:37:24.500 --> 00:37:27.820]   They are atheistic worshipers of themselves
[00:37:27.820 --> 00:37:29.820]   and their money and their pocketbooks
[00:37:29.820 --> 00:37:31.060]   and their bank accounts.
[00:37:31.060 --> 00:37:32.100]   That's what drives them.
[00:37:32.100 --> 00:37:33.380]   That's what motivates them.
[00:37:33.380 --> 00:37:35.620]   And so that's why they get into these massively
[00:37:35.620 --> 00:37:36.940]   influential positions.
[00:37:36.940 --> 00:37:39.700]   And instead of doing anything to help the people,
[00:37:39.700 --> 00:37:42.580]   instead of doing anything to help this horrible situation
[00:37:42.580 --> 00:37:44.900]   that we're in, they are just going around
[00:37:44.900 --> 00:37:49.300]   and enriching themselves and lining their pocketbooks.
[00:37:49.300 --> 00:37:52.860]   It's absolutely disgusting and it needs to be stopped.
[00:37:52.860 --> 00:37:54.740]   - Now, Patrick, let's talk about some of these
[00:37:54.740 --> 00:37:57.660]   almost incestual relationships that the leftists have.
[00:37:57.660 --> 00:38:00.420]   Of course, you did break on nationalfile.com
[00:38:00.420 --> 00:38:03.780]   the insane news that Nancy Pelosi may be embroiled
[00:38:03.780 --> 00:38:06.820]   in this as well as her son worked or was an executive
[00:38:06.820 --> 00:38:09.420]   rather for an energy company that did business in Ukraine.
[00:38:09.420 --> 00:38:12.700]   But I also remember maybe over a year ago now,
[00:38:12.700 --> 00:38:15.340]   you were one of the reporters who broke the news
[00:38:15.340 --> 00:38:17.980]   about Joe Biden's son, Hunter Biden,
[00:38:17.980 --> 00:38:21.060]   the same son who received this $50,000,
[00:38:21.060 --> 00:38:24.980]   I've seen some reports it was $150,000 a month job
[00:38:24.980 --> 00:38:26.940]   from a Ukrainian energy company.
[00:38:26.940 --> 00:38:30.140]   You were the one who talked about him hitting on
[00:38:30.140 --> 00:38:33.860]   and having a relationship with his brother's widow.
[00:38:33.860 --> 00:38:36.780]   How are these people, where is the morality of these people
[00:38:36.780 --> 00:38:37.860]   or is there any?
[00:38:37.860 --> 00:38:41.260]   - Well, talk about bloodlines.
[00:38:41.260 --> 00:38:44.980]   Hunter Biden had an Ashley Madison profile.
[00:38:44.980 --> 00:38:47.660]   And when I found this and I brought it to his attention,
[00:38:47.660 --> 00:38:51.740]   he said through a spokesperson that the Russians,
[00:38:51.740 --> 00:38:53.940]   because they hated him because he was on the board
[00:38:53.940 --> 00:38:55.180]   of a Ukrainian gas company,
[00:38:55.180 --> 00:38:58.980]   the Russians created a fake Ashley Madison profile for him.
[00:38:58.980 --> 00:39:01.020]   I pointed out that this thing was based
[00:39:01.020 --> 00:39:02.620]   at Georgetown University.
[00:39:02.620 --> 00:39:06.100]   So, that's where he was teaching at the time
[00:39:06.100 --> 00:39:08.300]   or quote unquote teaching.
[00:39:08.300 --> 00:39:10.780]   So, it was obviously his,
[00:39:10.780 --> 00:39:12.260]   but he was blaming it on the Russians.
[00:39:12.260 --> 00:39:13.740]   That's what these people do.
[00:39:13.740 --> 00:39:16.260]   They use the political circumstances
[00:39:16.260 --> 00:39:18.260]   in order to absolve their own criminality
[00:39:18.260 --> 00:39:19.220]   and their own wrongdoing.
[00:39:19.220 --> 00:39:21.580]   And they spend all of their political capital
[00:39:21.580 --> 00:39:23.660]   just covering up their own crimes.
[00:39:23.660 --> 00:39:27.500]   These people can't get anything done to save social security.
[00:39:27.500 --> 00:39:29.140]   These people can't fix immigration.
[00:39:29.140 --> 00:39:30.460]   These people can't do anything
[00:39:30.460 --> 00:39:32.420]   because they spend all their political capital
[00:39:32.420 --> 00:39:34.260]   just trying to not get prosecuted.
[00:39:34.260 --> 00:39:37.300]   - I think you're right about that, Patrick.
[00:39:37.300 --> 00:39:40.020]   So, there's an article up at newswars.com.
[00:39:40.020 --> 00:39:40.860]   The headline is,
[00:39:40.860 --> 00:39:44.380]   "Ukrainian President Insists Trump Did Nothing Wrong.
[00:39:44.380 --> 00:39:46.860]   "There Was No Blackmail."
[00:39:46.860 --> 00:39:49.500]   I'm wondering, how long do you predict,
[00:39:49.500 --> 00:39:51.460]   you've been following these people, the swamp,
[00:39:51.460 --> 00:39:54.180]   you're in the swamp now coming to us from Washington, DC.
[00:39:54.180 --> 00:39:55.620]   I hope that you're doing all right there,
[00:39:55.620 --> 00:39:59.580]   but can you tell us exactly how long is this scandal,
[00:39:59.580 --> 00:40:02.140]   this that never was, going to go on
[00:40:02.140 --> 00:40:03.980]   when you have the Ukrainian president
[00:40:03.980 --> 00:40:05.020]   saying there was nothing wrong.
[00:40:05.020 --> 00:40:06.420]   You have Vice President Mike Pence
[00:40:06.420 --> 00:40:07.340]   saying there was nothing wrong.
[00:40:07.340 --> 00:40:08.820]   Donald J. Trump saying there was nothing wrong.
[00:40:08.820 --> 00:40:10.060]   Every congressional Republican.
[00:40:10.060 --> 00:40:12.420]   About the only one who is still saying, or maybe two,
[00:40:12.420 --> 00:40:14.060]   who are still saying that President Trump
[00:40:14.060 --> 00:40:17.380]   acted improprietarily is, or improperly,
[00:40:17.380 --> 00:40:20.140]   is, of course, Shifty Adam Schiff
[00:40:20.140 --> 00:40:23.500]   and Nancy Pelosi, the 79-year-old wonder kid.
[00:40:23.500 --> 00:40:24.940]   How long do we have to put up with this
[00:40:24.940 --> 00:40:26.380]   when you have the Ukrainian president
[00:40:26.380 --> 00:40:29.180]   issuing statement after statement that nothing happened?
[00:40:29.180 --> 00:40:32.420]   - Tom, it's so important to have independent media
[00:40:32.420 --> 00:40:35.940]   like this show because their psyop is exposed,
[00:40:35.940 --> 00:40:37.540]   their psyop is discredited,
[00:40:37.540 --> 00:40:40.460]   and so now everyone is laughing at them.
[00:40:40.460 --> 00:40:43.540]   The entire country is looking at this and laughing at them.
[00:40:43.540 --> 00:40:46.180]   The president has released the transcript of the phone call.
[00:40:46.180 --> 00:40:49.300]   Adam Schiff has perjured himself in front of Congress.
[00:40:49.300 --> 00:40:50.940]   I mean, these people are just lying.
[00:40:50.940 --> 00:40:53.420]   They're using the apparatus of the mainstream media to lie.
[00:40:53.420 --> 00:40:54.740]   I hope it goes on.
[00:40:54.740 --> 00:40:57.220]   I hope it goes on because it is exposing
[00:40:57.220 --> 00:41:00.420]   their lying mainstream media apparatus once and for all,
[00:41:00.420 --> 00:41:01.820]   just like with Brett Kavanaugh.
[00:41:01.820 --> 00:41:03.620]   This whole thing is gonna go down,
[00:41:03.620 --> 00:41:06.020]   and President Donald Trump is gaining.
[00:41:06.020 --> 00:41:07.940]   He's raising a record amount of money.
[00:41:07.940 --> 00:41:11.300]   The campaign is just ecstatic that this is going on
[00:41:11.300 --> 00:41:13.620]   because Nancy Pelosi is never gonna hold a vote.
[00:41:13.620 --> 00:41:14.460]   You know why?
[00:41:14.460 --> 00:41:17.940]   Jenny Beth Martin is agitating right now.
[00:41:17.940 --> 00:41:19.220]   The Tea Party is sending people
[00:41:19.220 --> 00:41:21.340]   to every single congressional district office
[00:41:21.340 --> 00:41:24.140]   of every single lawmaker, Republican and Democrat.
[00:41:24.140 --> 00:41:26.740]   There is no way that these Democrats in swing districts
[00:41:26.740 --> 00:41:29.140]   are gonna go ahead and put their vote down
[00:41:29.140 --> 00:41:30.540]   for impeachment on the record.
[00:41:30.540 --> 00:41:32.580]   It's not gonna happen 'cause they're gonna get voted out,
[00:41:32.580 --> 00:41:34.540]   and Trump's gonna take back the House.
[00:41:34.540 --> 00:41:38.260]   - And of course, that brings us to President Trump's letter
[00:41:38.260 --> 00:41:40.540]   that he sent Nancy Pelosi just recently,
[00:41:40.540 --> 00:41:43.620]   where he laid out exactly how crooked this system is,
[00:41:43.620 --> 00:41:45.500]   where it's impeachment, but it's not impeachment.
[00:41:45.500 --> 00:41:47.620]   It gives Democrats the right to do whatever they want
[00:41:47.620 --> 00:41:49.300]   and ignore evidence that they don't like,
[00:41:49.300 --> 00:41:51.060]   or Republicans have no subpoena power.
[00:41:51.060 --> 00:41:53.860]   They are essentially the slave to the Democrat Party,
[00:41:53.860 --> 00:41:55.260]   which is unprecedented.
[00:41:55.260 --> 00:41:56.580]   In the next segment, though,
[00:41:56.580 --> 00:41:59.900]   I wanna ask you about Fox News, our competitor,
[00:41:59.900 --> 00:42:01.780]   the former conservative stalwart,
[00:42:01.780 --> 00:42:04.180]   which is now they've got Napolitano saying
[00:42:04.180 --> 00:42:06.220]   Trump is going to be impeached and arrested.
[00:42:06.220 --> 00:42:08.340]   They have a new poll that they're pushing
[00:42:08.340 --> 00:42:10.780]   saying that Republican support for impeachment
[00:42:10.780 --> 00:42:12.060]   is on the rise.
[00:42:12.060 --> 00:42:14.580]   It seems totally fictitious to me,
[00:42:14.580 --> 00:42:16.500]   and when we come back in the next segment,
[00:42:16.500 --> 00:42:18.220]   I wanna get your thoughts on this
[00:42:18.220 --> 00:42:21.300]   because it seems as though without the alternative media,
[00:42:21.300 --> 00:42:24.300]   without newswars.com, infowars.com,
[00:42:24.300 --> 00:42:27.460]   the Alex Jones Show, Band.video, Firepower,
[00:42:27.460 --> 00:42:29.180]   the Epoch Times, National File,
[00:42:29.180 --> 00:42:32.420]   all of these fantastic publications and shows,
[00:42:32.420 --> 00:42:33.940]   the American people would be left
[00:42:33.940 --> 00:42:36.700]   with absolutely nowhere to go.
[00:42:36.700 --> 00:42:40.220]   I think that, in my view, these people are being exposed
[00:42:40.220 --> 00:42:44.460]   as voices for the UNA Party.
[00:42:44.460 --> 00:42:46.300]   So you're watching the Alex Jones Show.
[00:42:46.300 --> 00:42:48.180]   I am Tom Pappert, filling in for Alex.
[00:42:48.180 --> 00:42:52.140]   Remember, Alex will be back tonight at 7 p.m.
[00:42:52.140 --> 00:42:53.620]   Do not miss Firepower.
[00:42:53.620 --> 00:42:57.260]   He's going to have President Trump's rally all night
[00:42:57.260 --> 00:43:00.140]   from seven until nine and maybe a little after.
[00:43:00.140 --> 00:43:01.980]   When we come back, we'll have Patrick Halle
[00:43:01.980 --> 00:43:05.420]   to talk about the demise of Fox News.
[00:43:05.420 --> 00:43:06.260]   Don't go away.
[00:43:06.260 --> 00:43:11.340]   - Communist China quietly bought up Hollywood
[00:43:11.340 --> 00:43:12.460]   more than a decade ago,
[00:43:12.460 --> 00:43:14.860]   and they've been approving almost all the scripts
[00:43:14.860 --> 00:43:18.540]   that you see on television or in the movies for many years.
[00:43:18.540 --> 00:43:20.660]   And now they own our debt.
[00:43:20.660 --> 00:43:22.020]   Now they own the Democratic Party.
[00:43:22.020 --> 00:43:23.540]   Now they've merged with Silicon Valley
[00:43:23.540 --> 00:43:25.780]   to censor patriots off the air.
[00:43:25.780 --> 00:43:28.140]   Washington Post comes out and says
[00:43:28.140 --> 00:43:30.060]   they hope that Xi Jinping, the dictator of China,
[00:43:30.060 --> 00:43:31.940]   will, quote, "destroy Trump."
[00:43:31.940 --> 00:43:33.460]   That's a headline.
[00:43:33.460 --> 00:43:37.180]   So Infowars has been the Paul Revere of this operation.
[00:43:37.180 --> 00:43:40.060]   We have blown the whistle continuously
[00:43:40.060 --> 00:43:41.220]   and have been proven right.
[00:43:41.220 --> 00:43:42.620]   And that's why it's more important than ever
[00:43:42.620 --> 00:43:45.020]   that we override Silicon Valley
[00:43:45.020 --> 00:43:47.020]   and their Qaikom masters by word of mouth
[00:43:47.020 --> 00:43:49.060]   and spread the word about Infowars
[00:43:49.060 --> 00:43:51.060]   and check out infowarsstore.com.
[00:43:51.060 --> 00:43:54.620]   That's where the arsenal of our republic is being funded.
[00:43:54.620 --> 00:43:55.900]   That's where the tip of the spear
[00:43:55.900 --> 00:43:59.380]   is continually being forged, is infowarsstore.com.
[00:43:59.380 --> 00:44:10.700]   My friends, I've seen a lot of Donald Trump,
[00:44:10.700 --> 00:44:12.500]   just like you have.
[00:44:12.500 --> 00:44:16.300]   And my goodness, yesterday's press conference,
[00:44:16.300 --> 00:44:18.660]   when they came in on him with all their garbage,
[00:44:18.660 --> 00:44:20.860]   the foreign reporters, the US reporters,
[00:44:20.860 --> 00:44:23.260]   these little political sellouts, these whores,
[00:44:23.260 --> 00:44:25.780]   he just tore them to bits.
[00:44:25.780 --> 00:44:27.580]   And it's one thing to hear it if you're a radio listener,
[00:44:27.580 --> 00:44:29.540]   it's powerful, but if you see it,
[00:44:29.540 --> 00:44:31.900]   it's all at band.video.
[00:44:31.900 --> 00:44:33.580]   We've got the full press conference.
[00:44:33.580 --> 00:44:36.180]   We've got my boil down of how epic it is.
[00:44:36.180 --> 00:44:37.340]   It's all at band.video.
[00:44:37.340 --> 00:44:39.340]   And I just, you've got to share this with people
[00:44:39.340 --> 00:44:42.420]   because Trump was hitting on all 45 cylinders.
[00:44:42.420 --> 00:44:43.460]   This was amazing.
[00:44:43.460 --> 00:44:45.900]   And he turned the nitrous oxide on top of it.
[00:44:45.900 --> 00:44:48.260]   So Infowars, America, Trump, all of us,
[00:44:48.260 --> 00:44:49.940]   incredible things are happening.
[00:44:49.940 --> 00:44:53.540]   And we're sharing the ideas that are gonna defeat the tyrants
[00:44:53.540 --> 00:44:55.660]   at band.video.
[00:44:55.660 --> 00:44:58.020]   And I got to tell you, we've done great video work.
[00:44:58.020 --> 00:44:59.180]   We've done great films.
[00:44:59.180 --> 00:45:01.780]   We've done so much, but websites are not our thing.
[00:45:01.780 --> 00:45:02.700]   Well, now they are.
[00:45:02.700 --> 00:45:04.540]   I'm so proud of band.video, folks.
[00:45:04.540 --> 00:45:05.380]   Check it out.
[00:45:05.380 --> 00:45:06.900]   There's a lot of new features, band.video.
[00:45:09.260 --> 00:45:13.180]   There's a reason we were deplatformed 14 months ago.
[00:45:13.180 --> 00:45:16.140]   And it's because Infowars has been over the target
[00:45:16.140 --> 00:45:18.980]   with something like a 98% accuracy rate.
[00:45:18.980 --> 00:45:21.700]   We have laid out everything that's going on
[00:45:21.700 --> 00:45:24.500]   and folks are really paying attention now.
[00:45:24.500 --> 00:45:26.220]   That means now is the time
[00:45:26.220 --> 00:45:28.420]   to support the Infowar more than ever.
[00:45:28.420 --> 00:45:31.300]   And we're gonna take this thing over the top together.
[00:45:31.300 --> 00:45:35.620]   Everything must go super sale, ladies and gentlemen.
[00:45:35.620 --> 00:45:38.140]   This sale on some items on the site
[00:45:38.140 --> 00:45:40.620]   is the biggest sale we've ever offered.
[00:45:40.620 --> 00:45:45.020]   40 to 70% off store wide.
[00:45:45.020 --> 00:45:46.900]   Many of these are at cost or below
[00:45:46.900 --> 00:45:50.020]   because we're offering free shipping
[00:45:50.020 --> 00:45:52.780]   on every order and double Patriot points.
[00:45:52.780 --> 00:45:55.980]   Take advantage of the everything must go sale
[00:45:55.980 --> 00:45:58.580]   and the funds that come in allow us to fund ourselves
[00:45:58.580 --> 00:46:02.980]   in the next year and order new product for next year
[00:46:02.980 --> 00:46:04.820]   at infowarsstore.com.
[00:46:04.820 --> 00:46:08.140]   That's infowarsstore.com and thank you for your support.
[00:46:08.140 --> 00:46:12.060]   My phone has been ringing off the hook.
[00:46:12.060 --> 00:46:15.500]   Constitutional lawyers, national talk show host,
[00:46:15.500 --> 00:46:17.420]   prominent guest I've had on over the years.
[00:46:17.420 --> 00:46:19.900]   And they're all saying, Alex, it's incredible.
[00:46:19.900 --> 00:46:22.620]   You've been obsessing on China since you got on air
[00:46:22.620 --> 00:46:25.380]   20 something years ago and now it's all coming true.
[00:46:25.380 --> 00:46:26.700]   How did you know it?
[00:46:26.700 --> 00:46:28.380]   Because the Council on Foreign Relations
[00:46:28.380 --> 00:46:30.340]   is the shadow government and they admitted
[00:46:30.340 --> 00:46:33.940]   the plan to transfer all power to communist China.
[00:46:33.940 --> 00:46:36.980]   And almost everyone calling me says, yeah,
[00:46:36.980 --> 00:46:39.820]   and they banned you because you were saying all that
[00:46:39.820 --> 00:46:42.460]   and how Silicon Valley, Google and Apple moved over there.
[00:46:42.460 --> 00:46:45.180]   And it's incredible and wow, you're vindicated.
[00:46:45.180 --> 00:46:47.380]   You're gonna get back on the air now, aren't you?
[00:46:47.380 --> 00:46:50.340]   And no, if we don't defeat this takeover,
[00:46:50.340 --> 00:46:51.980]   you're all gonna be taken off.
[00:46:51.980 --> 00:46:52.820]   In fact, you're all gonna end up
[00:46:52.820 --> 00:46:54.220]   getting put in prison camps.
[00:46:54.220 --> 00:46:55.460]   They're making their move.
[00:46:55.460 --> 00:46:56.980]   They're coming for your guns.
[00:46:56.980 --> 00:46:58.380]   They're coming for your kids.
[00:46:58.380 --> 00:47:00.340]   They're coming for your right to religion.
[00:47:00.340 --> 00:47:02.700]   They are coming for your soul.
[00:47:02.700 --> 00:47:04.020]   Well, you know what they say,
[00:47:04.020 --> 00:47:06.220]   you gotta lower your ideals of freedom
[00:47:06.220 --> 00:47:08.940]   if you wanna suck on the warm teat of China.
[00:47:08.940 --> 00:47:14.780]   - You're listening to the Alex Jones Show.
[00:47:14.780 --> 00:47:23.260]   (upbeat music)
[00:47:23.260 --> 00:47:25.860]   (upbeat music)
[00:47:25.860 --> 00:47:42.300]   - Live from Austin, Texas, broadcasting worldwide,
[00:47:42.300 --> 00:47:44.220]   it's Alex Jones.
[00:47:44.220 --> 00:47:48.540]   - Welcome back to the Alex Jones Show.
[00:47:48.540 --> 00:47:50.540]   I'm of course, Tom Pappert filling in for Alex.
[00:47:50.540 --> 00:47:51.860]   Remember, I am encouraging everyone
[00:47:51.860 --> 00:47:54.300]   to watch "Firepower Tonight" with Alex Jones,
[00:47:54.300 --> 00:47:55.740]   co-hosting with Will Johnson.
[00:47:55.740 --> 00:47:57.420]   They're gonna be discussing the Trump rally.
[00:47:57.420 --> 00:48:01.300]   My guest for the rest of this segment is Patrick Howley.
[00:48:01.300 --> 00:48:03.100]   Patrick, of course, reporter for "Epic Times,"
[00:48:03.100 --> 00:48:05.100]   "National File," formerly "Daily Caller,"
[00:48:05.100 --> 00:48:08.140]   formerly "Breitbart," fantastic investigative reporter,
[00:48:08.140 --> 00:48:10.340]   one of the few real journalists
[00:48:10.340 --> 00:48:12.620]   who is still out there making waves.
[00:48:12.620 --> 00:48:15.060]   And Patrick, what I want to discuss in this segment,
[00:48:15.060 --> 00:48:17.340]   at least to start, is the situation
[00:48:17.340 --> 00:48:19.460]   that is ongoing over Fox News.
[00:48:19.460 --> 00:48:21.940]   We've seen President Trump either late last night
[00:48:21.940 --> 00:48:23.340]   or early this morning come out and say,
[00:48:23.340 --> 00:48:24.540]   "Fox News is failing.
[00:48:24.540 --> 00:48:27.580]   "They're going down the tubes, but oh well, I'm president."
[00:48:27.580 --> 00:48:30.060]   And we've seen Fox News pushing a poll,
[00:48:30.060 --> 00:48:32.380]   which I haven't had time to look into the numbers yet,
[00:48:32.380 --> 00:48:34.020]   but I am highly suspicious,
[00:48:34.020 --> 00:48:36.660]   saying that 41% of Republicans
[00:48:36.660 --> 00:48:39.060]   want President Trump to be impeached.
[00:48:39.060 --> 00:48:40.860]   Can you talk about the demise
[00:48:40.860 --> 00:48:43.620]   of this once popular conservative network?
[00:48:43.620 --> 00:48:46.460]   - Well, I was in the Fox News green room
[00:48:46.460 --> 00:48:47.740]   just the other day, Tom,
[00:48:47.740 --> 00:48:49.100]   even though I wasn't on the network,
[00:48:49.100 --> 00:48:50.900]   'cause I'm not allowed to be on the network.
[00:48:50.900 --> 00:48:53.220]   I won't say what I was doing in the green room.
[00:48:53.220 --> 00:48:55.500]   I was doing a little opposition research.
[00:48:55.500 --> 00:48:57.300]   I happen to love Tucker Carlson.
[00:48:57.300 --> 00:49:00.300]   I think he's the best person on television by far,
[00:49:00.300 --> 00:49:01.660]   and up there with Rush Limbaugh
[00:49:01.660 --> 00:49:03.420]   in terms of somebody who I really respect,
[00:49:03.420 --> 00:49:05.340]   and I respect their point of view.
[00:49:05.340 --> 00:49:08.460]   Aside from him, Fox News is a travesty.
[00:49:08.460 --> 00:49:12.780]   The lobbyist, the Fox News lobbyist in Washington, D.C.
[00:49:12.780 --> 00:49:14.420]   is a former Joe Biden aide.
[00:49:14.420 --> 00:49:17.020]   Donna Brazile is basically running the show.
[00:49:17.020 --> 00:49:17.980]   It's ridiculous.
[00:49:17.980 --> 00:49:20.860]   The Murdoch sons have turned this into a globalist network,
[00:49:20.860 --> 00:49:24.020]   and it just goes to show, it proves,
[00:49:24.020 --> 00:49:26.780]   that these big corporations are on the same side.
[00:49:26.780 --> 00:49:30.700]   I mean, these are leftist, globalist corporations,
[00:49:30.700 --> 00:49:35.340]   and even though they have a conservative primetime lineup,
[00:49:35.340 --> 00:49:38.140]   they certainly don't support the nationalist agenda
[00:49:38.140 --> 00:49:39.940]   that President Donald Trump supports,
[00:49:39.940 --> 00:49:42.820]   and so that's why they're beginning to turn on him.
[00:49:42.820 --> 00:49:44.580]   It is so important for independent media
[00:49:44.580 --> 00:49:48.300]   outside of Fox News to rally right now
[00:49:48.300 --> 00:49:50.780]   and to support Trump as much as we can,
[00:49:50.780 --> 00:49:53.500]   because Fox News is not gonna carry the ship.
[00:49:53.500 --> 00:49:57.220]   - I think you are absolutely right about that.
[00:49:57.220 --> 00:50:00.020]   I often say Fox News has maybe two hours total
[00:50:00.020 --> 00:50:01.460]   of good programming a day.
[00:50:01.460 --> 00:50:02.900]   Sean Hannity tries his best,
[00:50:02.900 --> 00:50:04.980]   but you can tell that the producers there
[00:50:04.980 --> 00:50:06.460]   have beaten that man down.
[00:50:06.460 --> 00:50:08.220]   There's rumors that he is not going to renew
[00:50:08.220 --> 00:50:12.300]   his contract in 2022, so maybe half of his show is good.
[00:50:12.300 --> 00:50:13.300]   Same with Laura Ingraham.
[00:50:13.300 --> 00:50:14.620]   You can tell she's trying her best,
[00:50:14.620 --> 00:50:17.140]   but she already had one attempt to get her off the air
[00:50:17.140 --> 00:50:18.580]   by attacking her advertiser,
[00:50:18.580 --> 00:50:20.300]   so maybe half of her show is good,
[00:50:20.300 --> 00:50:22.580]   but Tucker is one of the few people out there
[00:50:22.580 --> 00:50:25.700]   who is completely on point alongside Alex Jones
[00:50:25.700 --> 00:50:27.900]   and, as you said, Rush Limbaugh.
[00:50:27.900 --> 00:50:30.660]   I wonder, and I think you've talked about this publicly,
[00:50:30.660 --> 00:50:33.180]   but I understand if you don't want to go into detail.
[00:50:33.180 --> 00:50:36.900]   Fox News has repeatedly put the kibosh on stories
[00:50:36.900 --> 00:50:37.860]   that you have written.
[00:50:37.860 --> 00:50:39.980]   They have, in a way, stolen from you.
[00:50:39.980 --> 00:50:41.940]   Can you talk about some of the behavior
[00:50:41.940 --> 00:50:44.220]   that you have witnessed firsthand from Fox News?
[00:50:44.220 --> 00:50:46.220]   Are you comfortable with that?
[00:50:46.220 --> 00:50:49.060]   - Fox News is a completely vindictive enterprise
[00:50:49.060 --> 00:50:51.420]   that for years has ripped off my work.
[00:50:51.420 --> 00:50:54.980]   They won't have me on anymore
[00:50:54.980 --> 00:50:57.100]   because they don't know what I'm gonna say
[00:50:57.100 --> 00:50:58.900]   and everything has to be scripted
[00:50:58.900 --> 00:51:03.820]   and it has to go through the Koch brother sausage factory,
[00:51:03.820 --> 00:51:05.300]   but they take my work,
[00:51:05.300 --> 00:51:08.700]   they talk about it on the air constantly,
[00:51:08.700 --> 00:51:09.980]   and I'm happy they do,
[00:51:09.980 --> 00:51:12.340]   but very, very rarely do they ever cite it,
[00:51:12.340 --> 00:51:15.180]   and in fact, sometimes they will outright lie
[00:51:15.180 --> 00:51:17.860]   and say that some other publication did it.
[00:51:17.860 --> 00:51:19.140]   It is ridiculous.
[00:51:19.140 --> 00:51:21.260]   Everybody who works in this business knows
[00:51:21.260 --> 00:51:24.340]   that Fox News is a vindictive operation.
[00:51:24.340 --> 00:51:25.460]   If you're on their bad list,
[00:51:25.460 --> 00:51:28.220]   they stomp on you as much as they possibly can.
[00:51:28.220 --> 00:51:29.660]   They rub it in your face.
[00:51:29.660 --> 00:51:33.020]   They are bad, bad people to other people in the business.
[00:51:33.020 --> 00:51:36.380]   - You know, you are really onto something there,
[00:51:36.380 --> 00:51:38.500]   and I just have to say for some background info,
[00:51:38.500 --> 00:51:40.260]   when Alex called me to host the show,
[00:51:40.260 --> 00:51:41.780]   he said, "Have on whoever you want.
[00:51:41.780 --> 00:51:43.780]   "It'll be a great show, anyone you want,"
[00:51:43.780 --> 00:51:45.300]   and so I thought, "Let's get Patrick,
[00:51:45.300 --> 00:51:47.540]   "let's get some other folks, and let's have a fun show."
[00:51:47.540 --> 00:51:50.540]   Now, at Fox News, it doesn't happen that way.
[00:51:50.540 --> 00:51:51.940]   You and I have a colleague,
[00:51:51.940 --> 00:51:53.820]   or former colleague at least, Patrick,
[00:51:53.820 --> 00:51:55.820]   who repeatedly has been told,
[00:51:55.820 --> 00:51:58.220]   "You're going to appear on this broadcast at this time.
[00:51:58.220 --> 00:52:00.340]   "Get in the studio, get your suit and tie on,
[00:52:00.340 --> 00:52:03.340]   "and be ready only for at the last possible second
[00:52:03.340 --> 00:52:04.900]   "for the rug to be pulled up
[00:52:04.900 --> 00:52:07.380]   "by a senior Fox News producer,"
[00:52:07.380 --> 00:52:08.780]   who then says, "Never mind,
[00:52:08.780 --> 00:52:11.700]   "you're not allowed to appear on that broadcast.
[00:52:11.700 --> 00:52:12.980]   "You're not allowed on our network,
[00:52:12.980 --> 00:52:15.300]   "but stay tuned because we're going to have,
[00:52:15.300 --> 00:52:16.500]   "we're going to do the same thing to you.
[00:52:16.500 --> 00:52:18.180]   "We're going to tell you that you might appear,
[00:52:18.180 --> 00:52:19.020]   "you might not."
[00:52:19.020 --> 00:52:22.700]   It's a really disgusting thing that's happened to Fox News.
[00:52:22.700 --> 00:52:25.460]   Tucker's having to fight for every single segment he airs,
[00:52:25.460 --> 00:52:27.820]   every single guest he brings on
[00:52:27.820 --> 00:52:31.220]   has to go through 15 different levels of screening.
[00:52:31.220 --> 00:52:33.900]   So, Patrick, later on in the show,
[00:52:33.900 --> 00:52:37.060]   we're going to be talking about the situation in Turkey,
[00:52:37.060 --> 00:52:39.180]   and what's happening with the withdrawal.
[00:52:39.180 --> 00:52:40.900]   I think you and I are both very pleased
[00:52:40.900 --> 00:52:43.300]   to see the troops finally starting to remove
[00:52:43.300 --> 00:52:45.300]   from Middle Eastern sandboxes.
[00:52:45.300 --> 00:52:46.700]   But of course, there's a report today
[00:52:46.700 --> 00:52:49.460]   saying that Turkey's dictator, is really what he is,
[00:52:49.460 --> 00:52:53.700]   Erdogan, is threatening to send Syrian refugees to Europe.
[00:52:53.700 --> 00:52:55.780]   And Patrick, I'm sure you know, as well as the viewers,
[00:52:55.780 --> 00:52:57.580]   he's been threatening this for years.
[00:52:57.580 --> 00:53:01.100]   Anytime this little dictator of Turkey wants to get his way,
[00:53:01.100 --> 00:53:02.700]   he goes out and he says,
[00:53:02.700 --> 00:53:04.780]   "Well, if you don't let me have what I want,
[00:53:04.780 --> 00:53:07.460]   "then we're going to send millions of Syrian,
[00:53:07.460 --> 00:53:10.380]   "quote unquote, refugees into the European Union,
[00:53:10.380 --> 00:53:14.460]   "and we will destroy the European Union with mass migration."
[00:53:14.460 --> 00:53:17.700]   So now he is saying, if any NATO allies
[00:53:17.700 --> 00:53:20.580]   try to label what he is doing to the Kurds,
[00:53:20.580 --> 00:53:23.460]   and what he is doing in Syria as an occupation,
[00:53:23.460 --> 00:53:25.660]   he will release the migrants.
[00:53:25.660 --> 00:53:27.980]   I almost wonder if this is not a brilliant move
[00:53:27.980 --> 00:53:29.300]   on behalf of President Trump,
[00:53:29.300 --> 00:53:31.220]   because he's been threatening this for years,
[00:53:31.220 --> 00:53:32.620]   and it has yet to happen.
[00:53:32.620 --> 00:53:35.580]   Can you share your thoughts on what President Trump's
