[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[35:01.000 --> 35:11.000]  And I told you with all this would come depression and imploding standard of living because it's a program. It's a post industrial austerity move.
[35:11.000 --> 35:17.000]  Three years ago, I made the Obama deception. Watch it. It's free online.
[35:17.000 --> 35:27.000]  You can get all 18 of my films on DVD for 9995 and get all your Christmas shopping done a nice little professional packaged information and support us.
[35:27.000 --> 35:34.000]  But it's all free online. It's all in super high quality at prisonplanet.tv. You want to subscribe for 50 cents a day and support our operation.
[35:34.000 --> 35:46.000]  But that's a side issue. All my films are on YouTube, Google, everywhere. Go watch them. Go watch police state 2000, witness the Marines training to take your guns and to kill American conservatives.
[35:46.000 --> 35:54.000]  You're like, well, you saying my Marines are bad? I'm saying it's on video. It's not about me. They're the ones doing it.
[35:54.000 --> 36:00.000]  America has gotten into being gullible. I heard talk show host last week defending Herman Cain saying, you know, he's innocent.
[36:00.000 --> 36:08.000]  Oh, yeah, he paid a woman for almost 14 years rent money. He wasn't having sex with her. And I'm a Chinese jet pilot from Pluto, folks.
[36:08.000 --> 36:12.000]  Easter bunnies are real. Santa Claus is real. No, none of it's true. Okay.
[36:12.000 --> 36:20.000]  Sandusky clearly guilty. It's a whole pedophile ring. That's coming out now.
[36:20.000 --> 36:29.000]  Don't underestimate the power of evil. Stop being gullible. Stop being not. Okay, I'm going to go to Michael David Holly, Roy.
[36:29.000 --> 36:35.000]  A lot of police officers calling in. That's good. Usually it's three to one military.
[36:35.000 --> 36:43.000]  But we got military as well. Now, I'm going to play this newscast and then go to your clips. Go to your calls.
[36:43.000 --> 36:47.000]  Now, again, I don't have time to play the whole newscast. I'm going to play just part of it.
[36:47.000 --> 36:53.000]  But if you want to see the whole thing, it's up at prisonplanet.tv. And it's also on info wars.com.
[36:53.000 --> 37:01.000]  The title of the video going from memory is terrorist Congress declares war on America. You type that and it'll get you the full news report.
[37:01.000 --> 37:12.000]  That's all over the web. Okay, let's go ahead and go to Darren McBreen in Austin, Friday, talking to people, asking them if they would support,
[37:12.000 --> 37:19.000]  not just, I mean, this bill they passed, the NADD, National Defense Authorization Act for 2012.
[37:19.000 --> 37:26.000]  Does it just declare the whole world is a zone that our military that's been taken over by the globalist can attack at will?
[37:26.000 --> 37:35.000]  The whole world is a world. It declares war on the world for the bankers, not about terrorists. They give an al-Qaeda control Libya.
[37:35.000 --> 37:42.000]  It declares war on the world. It says the military can operate anywhere they want, anywhere in the U.S.
[37:42.000 --> 37:47.000]  and that there's no Bill of Rights or Constitution and that you're not even under military law or even international law.
[37:47.000 --> 37:55.000]  It's just they can torture you, kill you, disappear you. It's all there. Ron Paul, the ACLU, Rand Paul, they've all come out.
[37:55.000 --> 38:01.000]  And these mainline Republican and Democratic leaders, they just, the ones that are all insider trading, they just sit there and say,
[38:01.000 --> 38:09.000]  we support the troops. We want to give them the tools they need. What? That's what Hitler said. Do this. Support me because I support the troops.
[38:09.000 --> 38:20.000]  It's insane. You can't support the troops when they've been taken over by Dr. Evil. Stalin did the same thing. You got to say no.
[38:20.000 --> 38:28.000]  We're going to talk to military police here in a moment, but here's part of Info Wars Nightly News from Friday evening, Man on the Street here in Austin, Texas.
[38:28.000 --> 38:32.000]  And it's the same all over the country. By the way, I'm about to hire three more reporters in the next few months.
[38:32.000 --> 38:39.000]  We're going to start sending folks all over the country. We've got reporters around the nation that are correspondents, but we're gearing up for the real news operation.
[38:39.000 --> 38:41.000]  Here's McBrain's report.
[38:41.000 --> 38:54.000]  The National Defense Authorization Act empowers the U.S. military to operate on American soil. They can arrest American citizens and cart them off to detention centers anywhere in the world,
[38:54.000 --> 39:03.000]  basically turning the entire homeland into a battlefield and allowing the military to arrest individuals and detain them indefinitely without trial.
[39:03.000 --> 39:11.000]  Now this violates every aspect of a free society by denying Americans their constitutionally protected right to due process.
[39:11.000 --> 39:14.000]  How do you think the average American is going to respond?
[39:14.000 --> 39:25.000]  The same way they responded at the Kent State Massacre when National Guard troops were used to fire live ammunition on students who were non-violently protesting the Vietnam War.
[39:25.000 --> 39:27.000]  The American public was outraged.
[39:27.000 --> 39:38.000]  The military is here to defend us, not to prosecute us and arrest us and throw us in jail. I think it's a sneak attack by Congress and people to counter the movement on Wall Street.
[39:38.000 --> 39:51.000]  These people are saying that the passing of the bill basically means to them that the Rubicon has been crossed, that this means America will become complete and possibly irreversible totalitarian military state.
[39:51.000 --> 39:54.000]  Well then our only hope is some defective armed force members.
[39:54.000 --> 40:09.000]  I think that's our only chance as the military needs to enforce our constitution and our congressmen are trampling over the rules that were established over 200 years ago and that's the whole problem.
[40:09.000 --> 40:13.000]  There's too much corruption in the executive branch and in the congressional.
[40:13.000 --> 40:19.000]  What would you say to active military who might be told to enforce this bill?
[40:19.000 --> 40:32.000]  Listen, I'm a veteran United States Army, 31 uniform, airborne, I'll tell you what, very simply we take an oath to protect this country from threats both foreign and domestic.
[40:32.000 --> 40:37.000]  It's not good, it's not healthy for our democracy for the American Army to be involved.
[40:37.000 --> 40:43.000]  For those people who say that oh it could never happen here, it could never happen to us, those are called the famous last words.
[40:43.000 --> 40:49.000]  At times without history situations have happened where governments have turned their military against its citizens.
[40:49.000 --> 40:51.000]  You know what, history repeats itself.
[40:51.000 --> 41:04.000]  If that eventuality does happen you have to remind yourself that these are your brothers and sisters and neighbors and people you went to school with and remember what you're truly fighting for.
[41:04.000 --> 41:09.000]  It's for our constitution, not for these puppets who are actually our servants who have run amok.
[41:09.000 --> 41:21.000]  Now Stuart Rhodes, the founder of Oath Keepers recently appeared on the Info Wars Nightly News and he warned people that we are now at the point where all that will save liberty in America is another American revolution.
[41:21.000 --> 41:27.000]  But really you should see this as a declaration of war against the American people. That's how we should see it.
[41:27.000 --> 41:35.000]  We need to stop this right now. If we don't Alex, I do believe that there will be no recourse except another revolution, otherwise we are going to be lost.
[41:35.000 --> 41:40.000]  We will be put in the same position as the founding fathers were in 1775.
[41:40.000 --> 41:47.000]  I want to tell the military and police, the globalists are going to set off shore and watch you get chewed up in a fight with the American people.
[41:47.000 --> 41:54.000]  It's very important that police and military really make a decision now which side they're going to be on.
[41:54.000 --> 41:58.000]  The military, you're right. Choose now who you shall serve.
[41:58.000 --> 42:08.000]  Either you are, I'm talking to the military out there especially, either you are a son of the Republic and you will defend the Bill of Rights and the Constitution.
[42:08.000 --> 42:18.000]  Or you are a traitor to your country and you are nothing but a lowly dog, an obedient dog to the powers that be. Choose now who you shall serve.
[42:18.000 --> 42:34.000]  There's a lot of constitutionalists out there who are in such an uproar that they are saying that this bill places us in almost exactly the same position that our forefathers were in when they were forced to take up arms in defense of liberty back in 1775.
[42:34.000 --> 42:51.000]  Well, to those people I would say it's a culmination of things that have put us in that position and I would agree that the architects, the great and highly intelligent architects that constructed our infrastructure,
[42:51.000 --> 43:01.000]  the way we do business and the way we do politics and the way we live here in America, they would turn over in their graves and they would be very ashamed.
[43:01.000 --> 43:12.000]  Road, the last place you want to be, is on the road. But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[43:31.000 --> 43:53.000]  We turn jeans inside out, diamond gusset jeans, made in the USA with unparalleled quality. Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[43:53.000 --> 44:01.000]  Here are yours at gusset.com. Diamond gusset jeans, got it. Others don't.
[44:23.000 --> 44:33.000]  And the Survival Seed Bank is not just a box of open pollinated seeds. It's an indestructible waterproof seed bank that can even be buried if we face a real meltdown.
[44:33.000 --> 44:42.000]  And here's the best part. All the seeds in the Survival Seed Bank go through strict germination testing so you can be confident you're not buying old seeds.
[44:42.000 --> 45:01.000]  You can give a Survival Seed Bank this Christmas by going to survivalseedbank.com. That's survivalseedbank.com. Or you can call 877-327-0365 to give the gift that produces an ongoing supply of life-sustaining food.
[45:01.000 --> 45:19.000]  Hi folks, this is Alex Jones. I'm looking for people that have the wisdom to spot savings, opportunity, and recognized risk. Saving means to make money. The Calben Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[45:19.000 --> 45:34.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials. Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[45:34.000 --> 46:00.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before. Getting a free catalog is easy by calling 800-340-7091 or see Calben on the web at 5starsoap.com. Take charge of your health now by calling 800-340-7091 or see Calben on the web at 5starsoap.com.
[46:00.000 --> 46:08.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[46:08.000 --> 46:13.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[46:13.000 --> 46:19.000]  I've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[46:19.000 --> 46:24.000]  I think it's incumbent upon all of us as American citizens to pay attention.
[46:24.000 --> 46:34.000]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel held bent on destroying sovereignty and on its ashes constructing world government.
[46:34.000 --> 46:40.000]  Tim Geithner, Bernanke, they're arsonists. They're asking for more matches, and the Congress is saying, who do we make the check out to?
[46:40.000 --> 46:48.000]  Today seems like nobody does care, and right now in Washington, D.C., we have seen a fall of the Republic.
[46:48.000 --> 46:58.000]  Get your copy of Fall of the Republic on DVD at infowars.com or watch it online right now in super high quality at prisonplanet.tv.
[47:18.000 --> 47:26.000]  It's Alex Jones.
[47:26.000 --> 47:32.000]  Alright, we're back live. We're going to Michael, David, Holly, Roy, Insider, and others that are holding.
[47:32.000 --> 47:43.000]  If you are police or military and you want to comment on what's happened to our country throughout history, whether it was Rome or Nazi Germany, these discussions happened.
[47:43.000 --> 47:53.000]  And what's sad is, this is not even really a media issue. It's like, oh yeah, they're going to have the army on the streets and TSA checkpoints are now being set up.
[47:53.000 --> 47:57.000]  And yeah, they're going to have lamp poles with microphones being put up now by Homeland Security.
[47:57.000 --> 48:03.000]  And yeah, we're going to have forced blood draws at highway checkpoints. And yeah, we're face scanning you.
[48:03.000 --> 48:09.000]  And yeah, but the government does launder the drug money. But we're going to secretly arrest you and torture you too.
[48:09.000 --> 48:17.000]  And again, they'll incrementally implement it now. They'll have PR where it looks like it's reasonable. This is super creepy.
[48:17.000 --> 48:25.000]  And for people out there, like one guy in the newscast that continue, we just played part of, he says the same thing I've seen in comments.
[48:25.000 --> 48:31.000]  Well, I don't do anything wrong, so I'm not worried. Don't you get it? There are people that are bad. What did George Washington say?
[48:31.000 --> 48:38.000]  Then I'll go to your calls. George Washington, you know, the founder of America, the founding father, the founding father.
[48:38.000 --> 48:45.000]  He said, government is like fire. A dangerous servant.
[48:45.000 --> 48:50.000]  No, fire is a great thing, but you got a fireplace. It's dangerous. A coal can fly out and burn your house down.
[48:50.000 --> 48:55.000]  You don't leave the fire burning and then go out to eat or something. No, it's a dangerous servant.
[48:55.000 --> 49:01.000]  You don't leave a campfire unattended. You don't leave a stove on when you're not there. It's a dangerous servant.
[49:01.000 --> 49:09.000]  Government like fire is a dangerous servant and a fearful master. History shows that 100%.
[49:09.000 --> 49:14.000]  People are like, oh, let the government get real big and get rid of my rights. I don't have anything to hide.
[49:14.000 --> 49:21.000]  They want your paycheck. They want your labor. They want to run your life. They want your property. They want your business. They want your wife.
[49:21.000 --> 49:24.000]  You don't know history, so you're doomed to repeat it.
[49:24.000 --> 49:31.000]  You notice as the liberties are taken away, the country falls apart, but the globalists don't care, just like in third world countries, because they want control.
[49:31.000 --> 49:38.000]  They're competing against free market. They don't want freedom. They don't want to compete in a free system.
[49:38.000 --> 49:45.000]  What did the founder of the Rockefeller family say? Competition is a sin. The founder of that dynasty.
[49:45.000 --> 49:52.000]  They want insider mega government deals. They want a government big enough to dominate everybody for them, and that's what we've got.
[49:52.000 --> 50:00.000]  And the Republicans won't tell you that, and the Democrats won't tell you that. Big government is the tool of the mega corporation.
[50:00.000 --> 50:07.000]  And they've bought off both major parties, and we're in trouble. And I'm not risking my life here because I think we can't beat these people.
[50:07.000 --> 50:14.000]  We expose their crimes. They go down. We don't. They take over the world government, the banking takeover, the military on the streets.
[50:14.000 --> 50:21.000]  It's all coming true, just like I told you. The Rand Corporation wrote all this up 25 years ago. Their whole plans public.
[50:21.000 --> 50:29.000]  I can tell you the next move they're going to make. You could go find out. In business alone, do you know the power of this information?
[50:29.000 --> 50:33.000]  But most people don't want to research it because the media tells them it doesn't exist.
[50:33.000 --> 50:41.000]  Oh, there's no corruption, no new world order, no corporate cartels. Just go to sleep. People are like, oh, I'm not going to look into this. It doesn't exist.
[50:41.000 --> 50:47.000]  If you'd have listened to me 10 years ago when I said buy gold at $260 an ounce, what would have happened?
[50:47.000 --> 50:57.000]  You'd have made a six-fold increase. We know what we're talking about. I know my business. My business is freedom and the Republic and not being a slave.
[50:57.000 --> 51:07.000]  I am the preeminent, multi-full-band, full-spectrum expert on this. I eat, drink, and sleep it. Listen. All right, I apologize.
[51:07.000 --> 51:12.000]  I'm going to your calls this segment and the next. Just police and military. And then I'll get to everybody else's calls and all the other news.
[51:12.000 --> 51:21.000]  We have some good news as well. But we'll get to that later. Michael, Texas police, then we'll get to Holly, California police, then David Roy Insider and others.
[51:21.000 --> 51:24.000]  Michael, thanks for holding while I'm ranting. Go ahead.
[51:24.000 --> 51:26.000]  Yeah. How are you doing, Alex?
[51:26.000 --> 51:30.000]  I'm watching the country go down the drain. I'm pretty freaked out.
[51:30.000 --> 51:46.000]  I hear you. But, you know, I mean, you know, honestly, cops break down, you know, I'm four years Navy and about six years law enforcement. And, you know, pretty much what I've seen as it breaks down is cops are either people who are trying to protect the people of the
[51:46.000 --> 51:59.000]  state and, you know, trying to actually make a difference or you get cops that were bullies in high school and just see it as another way to get power and push people around. Those are going to be the dangerous people that are going to follow the orders.
[51:59.000 --> 52:09.000]  But the people like me and the people that are actually aware, my goal was to get into the system because I believe that you have to be in the system to affect any change whatsoever.
[52:09.000 --> 52:23.000]  And at the very least, with the information that flows through law enforcement like it does, you know, there's people that are awake and inside the system, just like me, who are going to let everybody else know whenever that big plug comes to pull the drain pipe from our
[52:23.000 --> 52:44.000]  freedom because it didn't happen on my watch and any of my brothers watch because we're all aware of it. And, you know, quite frankly, you know, I've chosen sides and, you know, I'm, you know, it's pretty scary. And honestly, these fusion centers are going to be one really big part of what really has caused a whole lot of it.
[52:44.000 --> 52:52.000]  Because, you know, you have no idea the amount of information and the lack of privacy that you just don't have.
[52:52.000 --> 53:04.000]  Everything, they can pinpoint where you're at, they can, every piece of data, what pizza you ate, what book you bought, it's all in there. And they've got the Pellentier system, all of it.
[53:04.000 --> 53:13.000]  And it is so nightmarish. And again, it's totally used to gauge the economy and how to siphon off the economy and how to social engineer.
[53:13.000 --> 53:26.000]  It is so horrible. And, you know, a lot of people that wouldn't listen 10 years ago, Michael, they are listening now because the fruits of globalism, the poison fruit is now bitter in everybody's mouths.
[53:26.000 --> 53:36.000]  Are you seeing more of your, as you said, brothers and who are peace officers? Are you seeing more of them who might not have been awake or who might have laughed at you now waking up? Or what do you see happening?
[53:36.000 --> 53:51.000]  You know, and it's funny that you say that because they do really kind of start waking up and being like, you know, especially those that you see that kind of get burned out in law enforcement real fast and, you know, they eventually, you know, get into a different career because it isn't for some people.
[53:51.000 --> 54:02.000]  But whenever they burn out, they're like, man, you know, I didn't realize that, you know, whenever, you know, I was doing all these things and had access to all this information, you know, that basically people have that information on you too.
[54:02.000 --> 54:06.000]  It doesn't matter if you're a cop, a military officer, it doesn't matter who you are.
[54:06.000 --> 54:15.000]  And again, the global technocrats know how to use it against you. People are like, well, what have I done wrong? What did black people do that got conked on the head and taken over here to be slaves?
[54:15.000 --> 54:26.000]  I mean, I mean, what did German slaves grab by the different Roman Caesar's do? Nothing. And people think because they're good, they're going to be left alone. That's not how this works.
[54:26.000 --> 54:40.000]  What's even worse is that all these systems that law enforcement supposedly has and, you know, has all these, you know, all this information, well, you know, they're also selling it to debt collectors and telemarketers and all those other people.
[54:40.000 --> 54:46.000]  Exactly. And it's worse than that. They can put false data in there.
[54:46.000 --> 54:57.000]  More prevalent. And what's worse about that is even, you know, if the cop gives you a citation, well, you know, if you weren't in violation of the law, you still got to pay the judge 20 bucks to have it dismissed.
[54:57.000 --> 55:10.000]  And, you know, Michael, we got a job I could talk to you for 10 hours. I hope you call back again. But briefly, what percentage of the police department you work in, you know, dead reckoning is somewhat awake to what's happening?
[55:10.000 --> 55:20.000]  I would say a good 40% and, you know, and it's growing every day. And one more thing, if you go around on Lamar trying to get people's attention naked, you might be disappointed.
[55:20.000 --> 55:23.000]  What do you mean if you go around in Lamar?
[55:23.000 --> 55:32.000]  Oh, no, I'm saying on Lamar, you're talking about jumping around naked trying to get people's attention. I was going to say there's already a whole lot of people out on Lamar already doing that.
[55:32.000 --> 55:41.000]  Yeah, I was just joined as I was saying, I dressed up in a chicken outfit trying to get folks attention to warn them. No, I hear what you're saying. All right, let's be an Austin police officer.
[55:41.000 --> 55:46.000]  All right, let's go to Holly in California, who's police. Give us your take, Holly.
[55:46.000 --> 55:58.000]  Well, there's a couple things that I want to point out. One thing that I do appreciate one of the few good things that happens in the state of California these days is that a prerequisite to becoming a police officer and graduating the
[55:58.000 --> 56:08.000]  academies that you have to visit as a group, the Museum of Tolerance in Los Angeles, which gives great firsthand representation as to how the police were used at the SS and et cetera.
[56:08.000 --> 56:18.000]  And funny enough, I've been a police officer for only five years now, and I'm still finding myself having to remind my own academy mates of what we saw there.
[56:18.000 --> 56:28.000]  And I think part of the problem is we've become incredibly jaded because we're obviously paid to deal with the worst people on the streets. And so we start to view the public.
[56:28.000 --> 56:40.000]  I think I can't give a military perspective, but from a police perspective, the people that disappoint me the most that think that government is really here to benefit us and not masking the truth over our eyes is because we have such a jaded
[56:40.000 --> 56:44.000]  perspective from dealing with getting paid to deal with all the people that no one else wants to deal with.
[56:44.000 --> 56:49.000]  You have to deal with the scum of the earth and they're certainly out there.
[56:49.000 --> 57:03.000]  A lot are in Oakland. And that was one thing that really bothers me. And I really think also that a lot of the time what happens amongst police, especially when you're in cities that are dealing with
[57:03.000 --> 57:15.000]  Occupy and a lot of the things are going sideways. A lot of the movements that aren't doing it the right way. The police are absolutely exhausted and they're run dry.
[57:15.000 --> 57:18.000]  And I think that unfortunately nowadays it takes a lot of effort.
[57:18.000 --> 57:26.000]  No, exactly. That's the most dangerous thing. Even if you're a good person, you just get sick of dealing with things and then that's when you have problems.
[57:26.000 --> 57:33.000]  It's like that in families, in business, in life. You know, it's when somebody's having a bad day, then that's when there's trouble.
[57:33.000 --> 57:40.000]  Tell you what, I want you to finish up, Holly. We got a one minute break back with the next hour. Then I'll get to David, Roy, Insider and others.
[57:40.000 --> 57:57.000]  Then I'll get to all the other calls and a ton of news. Ron Paul is now the front runner behind Newt Genners, the globalist.
[58:10.000 --> 58:25.000]  I'm Ron Paul from eFoodsDirect.com. Their holiday gift and family pack started $99 or a 16 day supply while their five week supply of quick and easy to fix meals includes a personal backpack in case of a grab and go emergency.
[58:25.000 --> 58:40.000]  It's a combo gift pack and you'll save hundreds plus get free shipping on your entire order. Call eFoods today at 800-409-5633 or visit them online at eFoodsDirect.com forward slash Alex to find the special.
[58:40.000 --> 58:50.000]  That's 800-409-5633 or eFoodsDirect.com forward slash Alex. You can bet your life on eFoods Direct.
[58:50.000 --> 58:58.000]  A very wealthy U.S. citizen is predicting that in 2011 we will witness the most important day in America in more than 50 years.
[58:58.000 --> 59:06.000]  He says it will change everything about our lives. The way you shop, travel, invest, educate your children and even how you take care of your health and your own family.
[59:06.000 --> 59:14.000]  Now this man has made some outrageous predictions over the years. The crazy part is he's usually right. You see he predicted the collapse of GM.
[59:14.000 --> 59:21.000]  Panny Mae, Freddie Mac and America's biggest mall owner, General Growth Properties. In fact, Barron's called his work a dire prophecy.
[59:21.000 --> 59:28.000]  Recently he created a video which you can watch online for free detailing his biggest and most important prediction yet and it's a real eye-opener.
[59:28.000 --> 59:37.000]  I can't stress this enough. You should at least watch this free video online today. He explains everything you need to know including simple steps you can take to protect yourself.
[59:37.000 --> 59:50.000]  You can find the video at www.EndofAmerica3.com. That's End of America. The number 3.com. Watch the free video at www.EndofAmerica3.com. That's End of America 3.com.
[01:00:07.000 --> 01:00:12.000]  More continues. It's Alex Jones and the GCN Radio Network.
[01:00:12.000 --> 01:00:28.000]  You know, I've got an idea. If you can speak English decent, which I admire as people live in foreign countries, if you're a foreign police officer or a retired police officer from Eastern Europe or Latin America or an Asian country that's been through,
[01:00:28.000 --> 01:00:42.000]  dictatorships and tyranny, I'd like to hear from you as well on top of the US police officers and military about, I mean, it's a big deal when they say we're getting rid of Posse Comitatus, something they've been eating around the edges of for a long time.
[01:00:42.000 --> 01:00:50.000]  We're going to put military on the streets and we're going to attack any country or individually want worldwide. The whole world is a battlefield. That's called declaring war on the world.
[01:00:50.000 --> 01:01:06.000]  And then it's megabanks that have taken control of our country and are destroying nations by economic warfare. I'd like to hear from you. You can dial your country code and then 512-646-1776, your country code or the US country code.
[01:01:06.000 --> 01:01:27.000]  And then 512-646-1776, country code, 512-646-1776 or police military right here in the US, 877-789-2539, 877-789, Alex. I've got the weekday number memorized, but always forget our Sunday show because we do the phones ourselves here.
[01:01:27.000 --> 01:01:41.000]  So that's coming up right now. Let's go to Roy and then we'll come back from break. Go to David and insider and others. Roy in Georgia, you're on the air, military, go ahead.
[01:01:41.000 --> 01:02:05.000]  Yes, Mr. Jones, let me say as I, the first words I ever spoke to you, I'm 81 and I've been listening to talk shows since they started, whatever decades ago that is. And I'll say again, I so far, I believe that you are the most valuable man alive to the future of the Republic of the United States of America.
[01:02:05.000 --> 01:02:23.000]  That said, I'm ready to go with other things that I was so thrilled to hear the gentleman there who said 40% and growing because while it may have been like 15, 16 or 17 and 1776, we can't make it.
[01:02:23.000 --> 01:02:36.000]  I'm afraid with all the technology, I'm afraid we would be would be suicidal at that lower rate to protect our Republic.
[01:02:36.000 --> 01:02:55.000]  I'm sure I'll speak on anything that you that you say. I was how I spoke to the screener is that I was former former probation officer for County Atlanta, a former military intelligence career.
[01:02:55.000 --> 01:03:07.000]  The United Nations Honestess Commission, you know, who said who was it that said the trust but verify I can hear that I can hear that signal in my ear now.
[01:03:07.000 --> 01:03:15.000]  Yes, go ahead. Now, sir, I, we will see if we're making progress.
[01:03:15.000 --> 01:03:32.000]  I don't get to circulate month. I need some help here. It looks like it looks like this. The underground here 139 years of history. It looks like they're trying to to stampede me into into confinement.
[01:03:32.000 --> 01:03:41.000]  I have an individual of what a health and human services has been tortured me and so to speak.
[01:03:41.000 --> 01:03:49.000]  So you've got health and human services, elder care trying to make you go to a facility so they can, they can carry out their operations.
[01:03:49.000 --> 01:03:59.000]  That's what I said, sir, and that individual is Gwendolyn Hendricks. And she's coming back, but I haven't heard from her in days, sir. I am alone here.
[01:03:59.000 --> 01:04:05.000]  I this this the crime ring here is disarmed me. They think.
[01:04:05.000 --> 01:04:14.000]  Well, here's the deal. I mean, obviously, you've got our number. You're in contact with us, sir. And God bless you and your service to our country and your kind words here.
[01:04:14.000 --> 01:04:23.000]  But yeah, I mean, I do see this a lot. But obviously, do you have any family to help you out to make sure they don't try to make you move out of your home or your apartment or my daughter.
[01:04:23.000 --> 01:04:35.000]  Yes, sir. I have I have one daughter and actually I have one sibling and that's my that's my the bane of my life. That's one sitting. He's got a controllable million and a half that's mine and not even mentioned.
[01:04:35.000 --> 01:04:38.000]  He inherited from my mother in 1988.
[01:04:38.000 --> 01:04:47.000]  And oh, yeah, that's how this stuff goes. I know I see that all the time. Well, God bless you. You've got our number and you've got the number to the system here and send me a letter.
[01:04:47.000 --> 01:04:53.000]  So I know the story I might have you on as a guest. OK, just put attention. Alex Jones on there. God bless you, my friend.
[01:04:53.000 --> 01:05:18.000]  I'll give the box out before this hour ends. OK, more calls straight ahead.
[01:05:18.000 --> 01:05:26.000]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials.
[01:05:26.000 --> 01:05:34.000]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and a tolerating clothing called lint.
[01:05:34.000 --> 01:05:39.000]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:05:39.000 --> 01:05:48.000]  Getting a free catalog is easy by calling 800-340-7091 or see Calvin on the Web at 5starsoap.com.
[01:05:48.000 --> 01:06:13.000]  We are on the march. The empire is on the run.
[01:06:13.000 --> 01:06:28.000]  Alex Jones and the GCN Radio Network.
[01:06:28.000 --> 01:06:33.000]  OK, we're continuing with your phone calls right now, police and military.
[01:06:33.000 --> 01:06:37.000]  But why just have this here for police and military in the US?
[01:06:37.000 --> 01:06:49.000]  If you're outside the United States, I'd like to hear from you because this new National Defense Authorization Act is a worldwide declaration of war by the bankers,
[01:06:49.000 --> 01:06:54.000]  by the big six megabanks that have hijacked the United States that are imploding Europe by design.
[01:06:54.000 --> 01:06:59.000]  We're going to be next in a big way. Just watch. They're saying Europe is under a dictatorship of the banks.
[01:06:59.000 --> 01:07:03.000]  That's even Time Magazine. Oh, how great Goldman Sachs conquered Europe through fraud.
[01:07:03.000 --> 01:07:10.000]  Oh, they run it now. How wonderful. They got Europe to sign on to their derivatives debt and now the public signed on to it.
[01:07:10.000 --> 01:07:15.000]  And the tax man is actually from the big banks.
[01:07:15.000 --> 01:07:25.000]  So under this National Defense Authorization Act, it says our military can attack anybody anywhere in the world anytime and that the military can operate on the streets of America.
[01:07:25.000 --> 01:07:32.000]  And the citizens can be secretly arrested, no charge, no evidence and just disappeared.
[01:07:32.000 --> 01:07:36.000]  Now, I know that's not as important as college football. I understand that.
[01:07:36.000 --> 01:07:42.000]  It's not as important as factories shutting down and nap and get killing us and giant prisons being built everywhere.
[01:07:42.000 --> 01:07:48.000]  But I will assure you, ladies and gentlemen, that this country is in deep trouble.
[01:07:48.000 --> 01:07:55.000]  See, the globalists have decided to build up China and they said that's their new command base and implode the United States.
[01:07:55.000 --> 01:08:01.000]  That decision has been made.
[01:08:01.000 --> 01:08:05.000]  And that's why I have an article that I will get to later. I meant to on Friday.
[01:08:05.000 --> 01:08:12.000]  Draconian EPA regulations to cause rolling blackouts. Critics attacked by White House for making connection proven accurate.
[01:08:12.000 --> 01:08:18.000]  And here's the Austin American statesman. Texas could face rolling blackouts next year, reports say.
[01:08:18.000 --> 01:08:22.000]  And they admit under new greenhouse emissions standards.
[01:08:22.000 --> 01:08:26.000]  They're shutting down a whole bunch of plants all over the country. This is just where I live.
[01:08:26.000 --> 01:08:32.000]  But if you're General Electric, you're given exemptions by the White House. Automatically your market share increases.
[01:08:32.000 --> 01:08:36.000]  China gets three new plants a week. We don't even get two new ones a year.
[01:08:36.000 --> 01:08:43.000]  This is economic warfare. We're being shut down. They're saying, yeah, we're going to double your prices roughly.
[01:08:43.000 --> 01:08:50.000]  And we're shutting down power plants everywhere. We're talking about shutting down hundreds of them nationwide.
[01:08:50.000 --> 01:08:55.000]  Already the first waves increased your power bill. You notice it's gone up and then I hear these idiots going,
[01:08:55.000 --> 01:08:59.000]  oh, I'm going to get my, you know, expensive electric car that no one will buy.
[01:08:59.000 --> 01:09:05.000]  Where do you think that power comes from? It comes from coal generation systems.
[01:09:05.000 --> 01:09:14.000]  I mean, this is insane. All right. I mean, it's real simple. I'd like our country to have enough power, 51% is coal.
[01:09:14.000 --> 01:09:21.000]  All that comes out of the stacks is carbon dioxide. But they now have listed that as a toxic waste when it's what plants breathe.
[01:09:21.000 --> 01:09:25.000]  200,000 years ago was 14 times higher than it is now.
[01:09:25.000 --> 01:09:33.000]  Carbon dioxide is 0.360 of the atmosphere.
[01:09:33.000 --> 01:09:41.000]  You heard me right. 0.360.
