[00:00:01.000 --> 00:00:16.000]  Intro
[00:27:54.000 --> 00:27:55.000]  People,
[00:27:55.000 --> 00:27:56.000]  people ask people
[00:27:56.000 --> 00:27:57.000]  ask what they can do.
[00:27:57.000 --> 00:27:58.000]  OK, great.
[00:27:58.000 --> 00:27:59.000]  Don't just boycott,
[00:27:59.000 --> 00:28:00.000]  you know,
[00:28:00.000 --> 00:28:01.000]  Anheuser-Busch
[00:28:01.000 --> 00:28:02.000]  or Bud Light.
[00:28:02.000 --> 00:28:03.000]  Boycott.
[00:28:03.000 --> 00:28:04.000]  This real simple.
[00:28:04.000 --> 00:28:05.000]  Everyone should go
[00:28:05.000 --> 00:28:06.000]  to jonescrowder.com.
[00:28:06.000 --> 00:28:07.000]  Everybody should go there.
[00:28:07.000 --> 00:28:08.000]  Use promo code Alex.
[00:28:08.000 --> 00:28:09.000]  Everybody should get
[00:28:09.000 --> 00:28:10.000]  the free month.
[00:28:10.000 --> 00:28:11.000]  This is a revolution
[00:28:11.000 --> 00:28:12.000]  and the infrastructure
[00:28:12.000 --> 00:28:13.000]  we're going to come back
[00:28:13.000 --> 00:28:14.000]  from break.
[00:28:14.000 --> 00:28:15.000]  But all the stuff
[00:28:15.000 --> 00:28:16.000]  you're launching,
[00:28:16.000 --> 00:28:17.000]  we're not against
[00:28:17.000 --> 00:28:18.000]  project purchase.
[00:28:18.000 --> 00:28:19.000]  Like I said,
[00:28:19.000 --> 00:28:20.000]  we love them,
[00:28:20.000 --> 00:28:21.000]  but you're going to do that.
[00:28:21.000 --> 00:28:22.000]  You've already been doing it
[00:28:22.000 --> 00:28:23.000]  for years.
[00:28:23.000 --> 00:28:24.000]  Yeah, well,
[00:28:24.000 --> 00:28:25.000]  what we have is,
[00:28:25.000 --> 00:28:26.000]  again,
[00:28:26.000 --> 00:28:27.000]  Mug Club is self-sustaining.
[00:28:27.000 --> 00:28:28.000]  It's a business,
[00:28:28.000 --> 00:28:29.000]  but it's not just business.
[00:28:29.000 --> 00:28:30.000]  I hear that all the time.
[00:28:30.000 --> 00:28:31.000]  Like, hey,
[00:28:31.000 --> 00:28:32.000]  it's just business.
[00:28:32.000 --> 00:28:33.000]  And that's why people
[00:28:33.000 --> 00:28:34.000]  don't really launch
[00:28:34.000 --> 00:28:35.000]  when they have hundreds
[00:28:35.000 --> 00:28:36.000]  of millions of dollars.
[00:28:36.000 --> 00:28:37.000]  Their own investigative
[00:28:37.000 --> 00:28:38.000]  journalists,
[00:28:38.000 --> 00:28:39.000]  journalist units.
[00:28:39.000 --> 00:28:40.000]  It's why they don't
[00:28:40.000 --> 00:28:41.000]  bring on people
[00:28:41.000 --> 00:28:42.000]  like Alex Jones,
[00:28:42.000 --> 00:28:43.000]  like Nick DiPaolo,
[00:28:43.000 --> 00:28:44.000]  who are the OGs,
[00:28:44.000 --> 00:28:45.000]  who are respected
[00:28:45.000 --> 00:28:46.000]  by their peers,
[00:28:46.000 --> 00:28:47.000]  but they're seen
[00:28:47.000 --> 00:28:48.000]  as a liability
[00:28:48.000 --> 00:28:49.000]  because they truly
[00:28:49.000 --> 00:28:50.000]  are free speech oriented.
[00:28:50.000 --> 00:28:51.000]  Don't be fooled
[00:28:51.000 --> 00:28:52.000]  and that's why
[00:28:52.000 --> 00:28:53.000]  everything's an info war.
[00:28:53.000 --> 00:28:54.000]  So the enemy
[00:28:54.000 --> 00:28:55.000]  spends billions
[00:28:55.000 --> 00:28:56.000]  to try to suppress us.
[00:28:56.000 --> 00:28:57.000]  Only the listeners
[00:28:57.000 --> 00:28:58.000]  can jailbreak us.
[00:28:58.000 --> 00:28:59.000]  We'll be right back.
[00:28:59.000 --> 00:29:00.000]  Tell us about the products,
[00:29:00.000 --> 00:29:01.000]  how we support you,
[00:29:01.000 --> 00:29:02.000]  how we support
[00:29:02.000 --> 00:29:03.000]  all of ourselves
[00:29:03.000 --> 00:29:04.000]  and the big event
[00:29:04.000 --> 00:29:05.000]  coming up.
[00:29:05.000 --> 00:29:06.000]  Well,
[00:29:06.000 --> 00:29:07.000]  yeah,
[00:29:07.000 --> 00:29:08.000]  that's the first one.
[00:29:08.000 --> 00:29:09.000]  You obviously
[00:29:09.000 --> 00:29:10.000]  can go to mypillow.com,
[00:29:10.000 --> 00:29:11.000]  use that promo code Alex,
[00:29:11.000 --> 00:29:12.000]  and you can get
[00:29:12.000 --> 00:29:13.000]  all these great discounts
[00:29:13.000 --> 00:29:14.000]  on all of our products.
[00:29:14.000 --> 00:29:15.000]  And just by
[00:29:15.000 --> 00:29:16.000]  visiting this site,
[00:29:16.000 --> 00:29:17.000]  you're going to get
[00:29:17.000 --> 00:29:18.000]  a $20 free gift
[00:29:18.000 --> 00:29:19.000]  emailed to you
[00:29:19.000 --> 00:29:20.000]  immediately.
[00:29:20.000 --> 00:29:21.000]  And there's the
[00:29:21.000 --> 00:29:22.000]  biggest special
[00:29:22.000 --> 00:29:23.000]  we have right now,
[00:29:23.000 --> 00:29:24.000]  the 20 year anniversary
[00:29:24.000 --> 00:29:25.000]  of MyPillow
[00:29:25.000 --> 00:29:26.000]  for 1998
[00:29:26.000 --> 00:29:27.000]  for the queen size,
[00:29:27.000 --> 00:29:28.000]  normally $69.98.
[00:29:28.000 --> 00:29:29.000]  We're celebrating
[00:29:29.000 --> 00:29:30.000]  our anniversary
[00:29:30.000 --> 00:29:31.000]  with what my employees
[00:29:31.000 --> 00:29:32.000]  love to invest,
[00:29:32.000 --> 00:29:33.000]  producing and making
[00:29:33.000 --> 00:29:34.000]  the MyPillow.
[00:29:34.000 --> 00:29:35.000]  And the model
[00:29:35.000 --> 00:29:36.000]  of businessmen
[00:29:36.000 --> 00:29:37.000]  and women
[00:29:37.000 --> 00:29:38.000]  with can-do know-how,
[00:29:38.000 --> 00:29:39.000]  using the money
[00:29:39.000 --> 00:29:40.000]  for Americana freedom
[00:29:40.000 --> 00:29:41.000]  to fight the globalists
[00:29:41.000 --> 00:29:42.000]  is what they fear.
[00:29:42.000 --> 00:29:43.000]  That's what the
[00:29:43.000 --> 00:29:44.000]  debanking is about.
[00:29:44.000 --> 00:29:45.000]  That's what the
[00:29:45.000 --> 00:29:46.000]  financial attacks
[00:29:46.000 --> 00:29:47.000]  are about.
[00:29:47.000 --> 00:29:48.000]  That's why we've
[00:29:48.000 --> 00:29:49.000]  got a really
[00:29:50.000 --> 00:29:51.000]  That's why we've
[00:29:51.000 --> 00:29:52.000]  got a rush to support
[00:29:52.000 --> 00:29:53.000]  MyPillow.com
[00:29:53.000 --> 00:29:54.000]  and InfoWars.com
[00:29:54.000 --> 00:29:55.000]  plus their great products
[00:29:55.000 --> 00:29:56.000]  at both places
[00:29:56.000 --> 00:29:57.000]  because we are
[00:29:57.000 --> 00:29:58.000]  the tip of the spear.
[00:29:58.000 --> 00:29:59.000]  We finally have
[00:29:59.000 --> 00:30:00.000]  our original
[00:30:00.000 --> 00:30:01.000]  best-selling
[00:30:01.000 --> 00:30:02.000]  colloidal silver
[00:30:02.000 --> 00:30:03.000]  back in stock.
[00:30:03.000 --> 00:30:04.000]  With the supply chain
[00:30:04.000 --> 00:30:05.000]  breakdowns
[00:30:05.000 --> 00:30:06.000]  and all the problems
[00:30:06.000 --> 00:30:07.000]  of the economy,
[00:30:07.000 --> 00:30:08.000]  we could not get
[00:30:08.000 --> 00:30:09.000]  the highest quality
[00:30:09.000 --> 00:30:10.000]  colloidal silver
[00:30:10.000 --> 00:30:11.000]  for almost three years
[00:30:11.000 --> 00:30:12.000]  back in stock.
[00:30:12.000 --> 00:30:13.000]  But now we've
[00:30:13.000 --> 00:30:14.000]  got it 30 parts
[00:30:14.000 --> 00:30:15.000]  per million
[00:30:15.000 --> 00:30:16.000]  from the top lab.
[00:30:16.000 --> 00:30:17.000]  We've got the
[00:30:17.000 --> 00:30:18.000]  best quality
[00:30:18.000 --> 00:30:19.000]  from the top lab.
[00:30:19.000 --> 00:30:20.000]  We've got a limited
[00:30:20.000 --> 00:30:21.000]  shipment.
[00:30:21.000 --> 00:30:22.000]  Hopefully we'll have
[00:30:22.000 --> 00:30:23.000]  a lot of it in the future.
[00:30:23.000 --> 00:30:24.000]  But if you want
[00:30:24.000 --> 00:30:25.000]  to experience
[00:30:25.000 --> 00:30:26.000]  and have in your
[00:30:26.000 --> 00:30:27.000]  medicine cabinet,
[00:30:27.000 --> 00:30:28.000]  have in your
[00:30:28.000 --> 00:30:29.000]  preparedness arsenal
[00:30:29.000 --> 00:30:30.000]  high quality
[00:30:30.000 --> 00:30:31.000]  colloidal silver
[00:30:31.000 --> 00:30:32.000]  from the best
[00:30:32.000 --> 00:30:33.000]  manufacturer,
[00:30:33.000 --> 00:30:34.000]  we have it right now
[00:30:34.000 --> 00:30:35.000]  private labeled
[00:30:35.000 --> 00:30:36.000]  under the name
[00:30:36.000 --> 00:30:37.000]  Silver Bullet
[00:30:37.000 --> 00:30:38.000]  at InfoWarsStore.com
[00:30:38.000 --> 00:30:39.000]  Limited supply
[00:30:39.000 --> 00:30:40.000]  30% off
[00:30:40.000 --> 00:30:41.000]  InfoWarsStore.com
[00:30:41.000 --> 00:30:42.000]  Silver Bullet.
[00:30:42.000 --> 00:30:43.000]  Research colloidal
[00:30:43.000 --> 00:30:44.000]  silver.
[00:30:44.000 --> 00:30:45.000]  Find out what a
[00:30:45.000 --> 00:30:46.000]  game changer it is
[00:30:46.000 --> 00:30:47.000]  and then get yours
[00:30:47.000 --> 00:30:48.000]  at InfoWarsStore.com
[00:30:48.000 --> 00:30:49.000]  Silver Bullet.
[00:30:49.000 --> 00:30:50.000]  Back in stock
[00:30:50.000 --> 00:30:51.000]  30% off
[00:30:51.000 --> 00:30:52.000]  InfoWarsStore.com
[00:30:52.000 --> 00:30:53.000]  .com
[00:30:53.000 --> 00:30:54.000]  .com
[00:30:54.000 --> 00:30:55.000]  .com
[00:30:55.000 --> 00:30:56.000]  .com
[00:30:56.000 --> 00:30:57.000]  .com
[00:30:57.000 --> 00:30:58.000]  .com
[00:30:58.000 --> 00:30:59.000]  .com
[00:30:59.000 --> 00:31:00.000]  .com
[00:31:00.000 --> 00:31:01.000]  .com
[00:31:01.000 --> 00:31:02.000]  .com
[00:31:02.000 --> 00:31:03.000]  .com
[00:31:03.000 --> 00:31:04.000]  .com
[00:31:04.000 --> 00:31:05.000]  .com
[00:31:05.000 --> 00:31:06.000]  .com
[00:31:06.000 --> 00:31:07.000]  .com
[00:31:07.000 --> 00:31:08.000]  .com
[00:31:08.000 --> 00:31:09.000]  .com
[00:31:09.000 --> 00:31:10.000]  .com
[00:31:10.000 --> 00:31:11.000]  .com
[00:31:11.000 --> 00:31:12.000]  .com
[00:31:12.000 --> 00:31:13.000]  .com
[00:31:13.000 --> 00:31:14.000]  .com
[00:31:14.000 --> 00:31:15.000]  .com
[00:31:15.000 --> 00:31:16.000]  .com
[00:31:16.000 --> 00:31:17.000]  .com
[00:31:17.000 --> 00:31:18.000]  .com
[00:31:18.000 --> 00:31:19.000]  .com
[00:31:19.000 --> 00:31:20.000]  .com
[00:31:20.000 --> 00:31:21.000]  .com
[00:31:21.000 --> 00:31:22.000]  .com
[00:31:22.000 --> 00:31:23.000]  .com
[00:31:23.000 --> 00:31:24.000]  .com
[00:31:24.000 --> 00:31:25.000]  .com
[00:31:25.000 --> 00:31:26.000]  .com
[00:31:26.000 --> 00:31:27.000]  .com
[00:31:27.000 --> 00:31:28.000]  .com
[00:31:28.000 --> 00:31:29.000]  .com
[00:31:29.000 --> 00:31:30.000]  .com
[00:31:30.000 --> 00:31:31.000]  .com
[00:31:31.000 --> 00:31:32.000]  .com
[00:31:32.000 --> 00:31:33.000]  .com
[00:31:33.000 --> 00:31:34.000]  .com
[00:31:34.000 --> 00:31:35.000]  .com
[00:31:35.000 --> 00:31:36.000]  .com
[00:31:36.000 --> 00:31:37.000]  .com
[00:31:37.000 --> 00:31:38.000]  .com
[00:31:38.000 --> 00:31:39.000]  .com
[00:31:39.000 --> 00:31:40.000]  .com
[00:31:40.000 --> 00:31:41.000]  .com
[00:31:41.000 --> 00:31:42.000]  .com
[00:31:42.000 --> 00:31:43.000]  .com
[00:31:43.000 --> 00:31:44.000]  .com
[00:31:44.000 --> 00:31:45.000]  .com
[00:31:45.000 --> 00:31:46.000]  .com
[00:31:46.000 --> 00:31:47.000]  .com
[00:31:47.000 --> 00:31:48.000]  .com
[00:31:48.000 --> 00:31:49.000]  .com
[00:31:49.000 --> 00:31:50.000]  .com
[00:31:50.000 --> 00:31:51.000]  .com
[00:31:51.000 --> 00:31:52.000]  .com
[00:31:52.000 --> 00:31:53.000]  .com
[00:31:53.000 --> 00:31:54.000]  .com
[00:31:54.000 --> 00:31:55.000]  .com
[00:31:55.000 --> 00:31:56.000]  .com
[00:31:56.000 --> 00:31:57.000]  .com
[00:31:57.000 --> 00:31:58.000]  .com
[00:31:58.000 --> 00:31:59.000]  .com
[00:31:59.000 --> 00:32:00.000]  .com
[00:32:00.000 --> 00:32:01.000]  .com
[00:32:01.000 --> 00:32:02.000]  .com
[00:32:02.000 --> 00:32:03.000]  .com
[00:32:03.000 --> 00:32:04.000]  .com
[00:32:04.000 --> 00:32:05.000]  .com
[00:32:05.000 --> 00:32:06.000]  .com
[00:32:06.000 --> 00:32:07.000]  .com
[00:32:07.000 --> 00:32:08.000]  .com
[00:32:08.000 --> 00:32:09.000]  .com
[00:32:09.000 --> 00:32:10.000]  .com
[00:32:10.000 --> 00:32:11.000]  .com
[00:32:11.000 --> 00:32:12.000]  .com
[00:32:12.000 --> 00:32:13.000]  .com
[00:32:13.000 --> 00:32:14.000]  .com
[00:32:14.000 --> 00:32:15.000]  .com
[00:32:15.000 --> 00:32:16.000]  .com
[00:32:16.000 --> 00:32:17.000]  .com
[00:32:17.000 --> 00:32:18.000]  .com
[00:32:18.000 --> 00:32:19.000]  .com
[00:32:19.000 --> 00:32:20.000]  .com
[00:32:20.000 --> 00:32:21.000]  .com
[00:32:21.000 --> 00:32:22.000]  .com
[00:32:22.000 --> 00:32:23.000]  .com
[00:32:23.000 --> 00:32:24.000]  .com
[00:32:24.000 --> 00:32:25.000]  .com
[00:32:25.000 --> 00:32:26.000]  .com
[00:32:26.000 --> 00:32:27.000]  .com
[00:32:27.000 --> 00:32:28.000]  .com
[00:32:28.000 --> 00:32:29.000]  .com
[00:32:29.000 --> 00:32:30.000]  .com
[00:32:30.000 --> 00:32:31.000]  .com
[00:32:31.000 --> 00:32:32.000]  .com
[00:32:32.000 --> 00:32:33.000]  .com
[00:32:33.000 --> 00:32:34.000]  .com
[00:32:34.000 --> 00:32:35.000]  .com
[00:32:35.000 --> 00:32:36.000]  .com
[00:32:36.000 --> 00:32:37.000]  .com
[00:32:37.000 --> 00:32:38.000]  .com
[00:32:38.000 --> 00:32:39.000]  .com
[00:32:39.000 --> 00:32:40.000]  .com
[00:32:40.000 --> 00:32:41.000]  .com
[00:32:41.000 --> 00:32:42.000]  .com
[00:32:42.000 --> 00:32:43.000]  .com
[00:32:43.000 --> 00:32:44.000]  .com
[00:32:44.000 --> 00:32:45.000]  .com
[00:32:45.000 --> 00:32:46.000]  .com
[00:32:46.000 --> 00:32:47.000]  .com
[00:32:47.000 --> 00:32:48.000]  .com
[00:32:48.000 --> 00:32:49.000]  .com
[00:32:49.000 --> 00:32:50.000]  .com
[00:32:50.000 --> 00:32:51.000]  .com
[00:32:51.000 --> 00:32:52.000]  .com
[00:32:52.000 --> 00:32:53.000]  .com
[00:32:53.000 --> 00:32:54.000]  .com
[00:32:54.000 --> 00:32:55.000]  .com
[00:32:55.000 --> 00:32:56.000]  .com
[00:32:56.000 --> 00:32:57.000]  .com
[00:32:58.400 --> 00:33:05.400]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:10.010 --> 00:33:16.010]  The answer to 1984 is 1776.
[00:33:16.010 --> 00:33:24.010]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:24.010 --> 00:33:33.010]  Hi, we're back live here at the Stephen Crowder Mug Club Studios, somewhere deep in the heart of Texas.
[00:33:33.010 --> 00:33:40.010]  And I want to just say something very clearly to viewers and listeners.
[00:33:40.010 --> 00:33:43.010]  I don't hype things that aren't real.
[00:33:43.010 --> 00:33:44.010]  Okay, everybody knows that.
[00:33:44.010 --> 00:33:47.010]  I don't just say things just to hype them like all these bozos.
[00:33:47.010 --> 00:33:54.010]  When I say what Stephen Crowder and Gerald Morgan and his crew are doing is game-changing, it is.
[00:33:54.010 --> 00:33:57.010]  What Rumble's doing is game-changing.
[00:33:57.010 --> 00:34:03.010]  It is getting massive percentages of global video traffic and exponentially growing.
[00:34:03.010 --> 00:34:04.010]  It's at 6%.
[00:34:04.010 --> 00:34:05.010]  Sounds small.
[00:34:05.010 --> 00:34:08.010]  Nobody can even crack half a percent compared to YouTube.
[00:34:08.010 --> 00:34:10.010]  At current trend rates in a year, it'll be at 20%.
[00:34:10.010 --> 00:34:12.010]  The system is very, very scared.
[00:34:12.010 --> 00:34:16.010]  Stephen's getting 3, 4, 5 million views a day just on his show there.
[00:34:16.010 --> 00:34:20.010]  He's adding all these new shows and putting it all back into infrastructure.
[00:34:20.010 --> 00:34:25.010]  The left is good at massive donations and big corporate funding and ESGs.
[00:34:25.010 --> 00:34:28.010]  And that's why they win even though they're culturally unpopular.
[00:34:28.010 --> 00:34:33.010]  If people simply, instead of boycotting 41 million of Anheuser-Busch, I'd say more power to you.
[00:34:33.010 --> 00:34:40.010]  Again, if you just spent money on things like memberships at jonescrowder.com to get a free month on not just Stephen's show
[00:34:40.010 --> 00:34:43.010]  but all the other shows, the new Friday show I'm going to do that's podcast three hours.
[00:34:43.010 --> 00:34:47.010]  Very soon, it'll expand to weekly, not just a weekly show but a daily show.
[00:34:47.010 --> 00:34:50.010]  Got big plans here, but it's like filled with dreams.
[00:34:50.010 --> 00:34:51.010]  If we build it, they will come.
[00:34:51.010 --> 00:34:52.010]  We have built it.
[00:34:52.010 --> 00:34:53.010]  It's very exciting.
[00:34:53.010 --> 00:34:55.010]  This is dangerous to the globalists.
[00:34:55.010 --> 00:35:00.010]  So, Stephen Crowder, break this down and also jump in anytime you want, Nick.
[00:35:00.010 --> 00:35:04.010]  Yeah, well, I mean, we just did the, I guess, the replatforming press conference.
[00:35:04.010 --> 00:35:08.010]  And look, replatforming, it's a term that really does hold a lot of meaning for us.
[00:35:08.010 --> 00:35:11.010]  I mean, beforehand, I talked about you like you're like a battered housewife.
[00:35:11.010 --> 00:35:13.010]  You get removed by all of the platforms in one day.
[00:35:13.010 --> 00:35:17.010]  And no one really talked about this is clearly not coincidence.
[00:35:17.010 --> 00:35:18.010]  It's clearly not coincidence.
[00:35:18.010 --> 00:35:20.010]  No one called them to the mat like, wait a second.
[00:35:20.010 --> 00:35:22.010]  You all clearly had – this isn't a conspiracy.
[00:35:22.010 --> 00:35:25.010]  You all clearly got on the phone, ring, ring, we'll get rid of Alex.
[00:35:25.010 --> 00:35:27.010]  And Tim Cook said it was.
[00:35:27.010 --> 00:35:28.010]  He said they all met.
[00:35:28.010 --> 00:35:29.010]  Yeah, yeah, exactly.
[00:35:29.010 --> 00:35:33.010]  We know that they did, but there was no place for – so you had to do what you do now,
[00:35:33.010 --> 00:35:35.010]  which is closed circuit and you still have a massive audience.
[00:35:35.010 --> 00:35:40.010]  But there needs to be some restitution where you can also get back in and build a new audience.
[00:35:40.010 --> 00:35:41.010]  And that just wasn't available.
[00:35:41.010 --> 00:35:42.010]  Rumble is now making that available.
[00:35:42.010 --> 00:35:46.010]  And so when we look to people, we say we want to expand Mug Club, right?
[00:35:46.010 --> 00:35:49.010]  And the easiest thing would be to take my ball and go home and write out the contract.
[00:35:49.010 --> 00:35:51.010]  But we're saying, okay, who needs to be replatformed?
[00:35:51.010 --> 00:35:52.010]  Who are the voices that need to be heard?
[00:35:52.010 --> 00:35:54.010]  You were at the top of the list and in comedy.
[00:35:54.010 --> 00:35:58.010]  And people know, ever since I've been having Nick just on the show as a guest back in my den,
[00:35:58.010 --> 00:36:00.010]  I was the funniest man alive.
[00:36:00.010 --> 00:36:01.010]  That's what I've always called him.
[00:36:01.010 --> 00:36:04.010]  And by the way, stand-up comics will tell you that.
[00:36:04.010 --> 00:36:06.010]  And this is a guy who – he had to forfeit.
[00:36:06.010 --> 00:36:10.010]  I mean, the SiriusXM, the tweets that you put out there that got you –
[00:36:10.010 --> 00:36:13.010]  it's still one of the funniest I've ever read in my life.
[00:36:13.010 --> 00:36:15.010]  I thought it was kind of mild, actually.
[00:36:15.010 --> 00:36:17.010]  It wasn't that bad, but it was funny.
[00:36:17.010 --> 00:36:19.010]  What about the Walmart Plano shooting?
[00:36:20.010 --> 00:36:22.010]  I don't remember that tweet.
[00:36:24.010 --> 00:36:25.010]  Nor do I remember the shooting.
[00:36:25.010 --> 00:36:26.010]  I don't either.
[00:36:26.010 --> 00:36:28.010]  No, they all sort of bleed together.
[00:36:28.010 --> 00:36:29.010]  It's an active shooter.
[00:36:29.010 --> 00:36:33.010]  And I said it's the first time anybody's in Walmart that had considered an active lifestyle.
[00:36:35.010 --> 00:36:38.010]  And that one got a little – my fans are going, ah, that's too early.
[00:36:38.010 --> 00:36:39.010]  I go, that's when it's funny.
[00:36:39.010 --> 00:36:41.010]  It's not funny a year from now.
[00:36:41.010 --> 00:36:42.010]  Exactly.
[00:36:42.010 --> 00:36:43.010]  Free speech is what's uncomfortable.
[00:36:43.010 --> 00:36:44.010]  Yeah.
[00:36:44.010 --> 00:36:45.010]  Thank you.
[00:36:45.010 --> 00:36:46.010]  Well, especially with comedy, right?
[00:36:46.010 --> 00:36:48.010]  I don't know if it was Phyllis Diller who said it's a rubber-tipped sword.
[00:36:48.010 --> 00:36:50.010]  It's a way to make a point without drawing blood.
[00:36:50.010 --> 00:36:52.010]  If you can laugh about something, you can process it.
[00:36:52.010 --> 00:36:54.010]  And often we're condemned for that.
[00:36:54.010 --> 00:36:55.010]  Wait a minute.
[00:36:55.010 --> 00:36:57.010]  Well, they say a jester was the second most powerful person in the kingdom.
[00:36:57.010 --> 00:37:01.010]  Well, especially if it was Danny Kaye because he was servicing the king here on radio,
[00:37:01.010 --> 00:37:02.010]  fellating.
[00:37:04.010 --> 00:37:05.010]  Danny Kaye was Kaye.
[00:37:05.010 --> 00:37:06.010]  I love how –
[00:37:06.010 --> 00:37:07.010]  Is that it?
[00:37:07.010 --> 00:37:09.010]  We're pushing this rebel network and he quotes Phyllis Diller.
[00:37:09.010 --> 00:37:10.010]  Yes, I know.
[00:37:10.010 --> 00:37:12.010]  And then I have a Danny Kaye reference.
[00:37:12.010 --> 00:37:14.010]  I had to reach back for that.
[00:37:14.010 --> 00:37:15.010]  Another glass of coffee?
[00:37:15.010 --> 00:37:16.010]  Yeah.
[00:37:16.010 --> 00:37:17.010]  Wasn't he playing doctor with Rock Hudson?
[00:37:18.010 --> 00:37:19.010]  Was that Danny Kaye?
[00:37:19.010 --> 00:37:20.010]  I don't know.
[00:37:20.010 --> 00:37:24.010]  The lineup you've already got, it's obviously going to explode and it's already dwarfing.
[00:37:24.010 --> 00:37:27.010]  And I'm not against the other conservative networks, but they're –
[00:37:27.010 --> 00:37:28.010]  Not at all.
[00:37:28.010 --> 00:37:30.010]  They're following the orders of YouTube and Facebook on record.
[00:37:30.010 --> 00:37:32.010]  And that's what you exposed six months ago.
[00:37:32.010 --> 00:37:33.010]  That's a big deal.
[00:37:33.010 --> 00:37:37.010]  The conservative, basically, is just playing patty cake with the system.
[00:37:37.010 --> 00:37:40.010]  Look, it's fine if you want to make tens of millions of dollars off of YouTube ad revenue
[00:37:40.010 --> 00:37:41.010]  if you want to.
[00:37:41.010 --> 00:37:44.010]  But there needs to be some alternative, at least one alternative where some people say,
[00:37:44.010 --> 00:37:45.010]  you know what?
[00:37:45.010 --> 00:37:46.010]  We're not going to be beholden to that.
[00:37:46.010 --> 00:37:47.010]  And we want to save the country.
[00:37:47.010 --> 00:37:48.010]  Yes.
[00:37:48.010 --> 00:37:49.010]  Exactly.
[00:37:49.010 --> 00:37:51.010]  Now, there's a place for all different kinds of soldiers.
[00:37:51.010 --> 00:37:53.010]  Some people operate exclusively within those.
[00:37:53.010 --> 00:37:56.010]  Now, to be clear, we still operate within those systems like we're on YouTube, but
[00:37:56.010 --> 00:37:57.010]  we're not monetized.
[00:37:57.010 --> 00:38:01.010]  There's a huge difference in the threshold of being allowed on YouTube versus being advertised
[00:38:01.010 --> 00:38:02.010]  as friendly.
[00:38:02.010 --> 00:38:03.010]  Yeah, you haven't sold out.
[00:38:03.010 --> 00:38:04.010]  Yeah.
[00:38:04.010 --> 00:38:05.010]  And we get suspended all the time, all the time.
[00:38:05.010 --> 00:38:08.010]  Now, that's fine if people want to do it, but there needs to be at least one place where
[00:38:08.010 --> 00:38:12.010]  people don't care, where people say, no, we're not going to chase that ad revenue because
[00:38:12.010 --> 00:38:15.010]  we are supported by people who want this mug club.
[00:38:15.010 --> 00:38:18.010]  I had a conversation with a guy, actually, at an Airbnb.
[00:38:18.010 --> 00:38:19.010]  This just happened recently.
[00:38:19.010 --> 00:38:22.010]  And he said, I left something there, actually.
[00:38:22.010 --> 00:38:23.010]  He said, hey, let me give it to you.
[00:38:23.010 --> 00:38:24.010]  You need to come pick it up.
[00:38:24.010 --> 00:38:25.010]  I said, oh, wait, you're...
[00:38:25.010 --> 00:38:26.010]  He knew who I was.
[00:38:26.010 --> 00:38:29.010]  And he said, you know, I work at X right here in Texas.
[00:38:29.010 --> 00:38:30.010]  He said...
[00:38:30.010 --> 00:38:31.010]  Not the former Twitter company.
[00:38:31.010 --> 00:38:32.010]  No, no, not Twitter.
[00:38:32.010 --> 00:38:33.010]  But he said, I work at XYZ.
[00:38:33.010 --> 00:38:34.010]  He said, you know what?
[00:38:34.010 --> 00:38:38.010]  I have stuff that I want to say, but I know that if I put it out there, I'm going to get
[00:38:38.010 --> 00:38:39.010]  fired.
[00:38:39.010 --> 00:38:41.010]  And I said, see, that's the thing is we say it so that you...
[00:38:41.010 --> 00:38:43.010]  I don't want you to get fired.
[00:38:43.010 --> 00:38:46.010]  But when you support us, when you join Mug Club, we better say it, right?
[00:38:46.010 --> 00:38:48.010]  We're taking that arrow so that you don't have to.
[00:38:48.010 --> 00:38:53.010]  And if we say, hey, we're going to represent your voice, but instead say, actually, we
[00:38:53.010 --> 00:38:55.010]  need this 20 million in revenue from YouTube.
[00:38:55.010 --> 00:38:58.010]  So we're not really going to say the things you're afraid to say and get fired.
[00:38:58.010 --> 00:38:59.010]  Then we're a seller.
[00:38:59.010 --> 00:39:00.010]  That's a betrayal.
[00:39:00.010 --> 00:39:02.010]  So we need to kill the chilling effect.
[00:39:02.010 --> 00:39:03.010]  Yes.
[00:39:03.010 --> 00:39:04.010]  Yeah, we absolutely do.
[00:39:04.010 --> 00:39:05.010]  And the lineup you were talking about, we have our show.
[00:39:05.010 --> 00:39:09.010]  Obviously, there's a lot of people who don't know, who aren't members yet, a full hour
[00:39:09.010 --> 00:39:10.010]  of additional show, a Friday show.
[00:39:11.010 --> 00:39:12.010]  Nick DiPaolo is on Monday through Thursday.
[00:39:12.010 --> 00:39:13.010]  And I can't record...
[00:39:13.010 --> 00:39:16.010]  If you want someone to talk about unfiltered and funny, 5 p.m. Eastern.
[00:39:16.010 --> 00:39:18.010]  Now we're adding Brian Callen every week.
[00:39:18.010 --> 00:39:19.010]  We're adding Hodge Twins every week.
[00:39:19.010 --> 00:39:21.010]  We're adding you every Friday, starting this next week.
[00:39:21.010 --> 00:39:23.010]  We have an investigative journalism unit.
[00:39:23.010 --> 00:39:25.010]  We're going to be adding animated series, right?
[00:39:25.010 --> 00:39:26.010]  This is being built from the ground up.
