[00:00:01.000 --> 00:00:16.000]  Intro
[01:02:18.050 --> 01:02:26.730]  truth was thankfully on full display. There is no America without secure borders. There is no Texas
[01:02:26.730 --> 01:02:36.050]  without secure borders. What the hell are you doing up there? I don't process invaders. I repel
[01:02:36.170 --> 01:02:48.370]  invaders. So let's get this legislation where finally, finally, Texas can be the shining light
[01:02:48.370 --> 01:02:54.930]  of freedom in the United States of America. Let's think about the numbers. In 25 months,
[01:02:54.930 --> 01:03:04.130]  six million total encounters and more than 1.7 million total gotaways. That's insanity. At this
[01:03:04.130 --> 01:03:10.250]  pace in 48 months of this administration, this country is looking at encountering 14 million
[01:03:10.250 --> 01:03:17.170]  total encounters and gotaways. 14 million. And you don't want to see another dead migrant die
[01:03:17.170 --> 01:03:21.890]  in a tractor trailer like the 53 who died in the Texas heat in San Antonio last summer,
[01:03:21.890 --> 01:03:30.330]  or the 856 who died along the Rio Grande along the southwest border last year. The thousands
[01:03:30.330 --> 01:03:36.610]  that are in the sex trafficking trade as we speak, in the supposedly strongest and most
[01:03:36.610 --> 01:03:41.170]  powerful nation in the history of the world, while we're sitting here right now, some little
[01:03:41.170 --> 01:03:46.330]  girl is in the back of a car on I-35 getting taken God knows where. We talk about the Mexican
[01:03:46.330 --> 01:03:51.090]  cartels. They are now the shadow government of Mexico. Why are they a shadow government? It's
[01:03:51.090 --> 01:03:56.370]  very simple. They don't want to worry about Social Security, education, this kind of stuff. No,
[01:03:56.370 --> 01:04:02.050]  it's much easier for the cartels to let everybody think that there's an actual government running
[01:04:02.050 --> 01:04:07.410]  Mexico. There is not. The cartels have gone into towns and cities across America and bought up
[01:04:07.410 --> 01:04:14.650]  property. So have the Chinese. They work hand in hand, and they are in bed with people within
[01:04:14.650 --> 01:04:19.330]  this government. So I don't buy this labor rattling. Doesn't mean the threat isn't real.
[01:04:19.330 --> 01:04:24.890]  But look beyond the surface to what you're really looking at. After hearing these unsettling truths,
[01:04:24.890 --> 01:04:31.450]  expressed passionately and with focus, while the media turns on the very people calling for action
[01:04:31.450 --> 01:04:37.490]  on the life-threatening invasion of our southern border as millions more will pour over after Title
[01:04:37.490 --> 01:04:44.890]  42 ends on May 11th, the spotlight swung squarely on the cancerous rot of Obama's modernization of
[01:04:44.890 --> 01:04:51.410]  the Smith-Munn Act in 2012. As 11 years later, propaganda now dominates crucial life-saving
[01:04:51.410 --> 01:04:57.290]  information that, when left unreported, will hasten the downfall of Western civilization as
[01:04:57.290 --> 01:05:04.570]  it is intended to do so. Just weeks ago, I warned the world that the globalists were going to move
[01:05:04.570 --> 01:05:08.170]  against Tucker Carlson and take him off the air. People said, no way, he's the most powerful thing
[01:05:08.170 --> 01:05:12.450]  that ever happened. They've got quadrillions of stolen money. They only had Tucker Carlson on the
[01:05:12.450 --> 01:05:15.490]  air because they believed they could control him. But as soon as they figured out they couldn't,
[01:05:15.490 --> 01:05:20.730]  he was taken off the air. It's the same thing with Infowars. But Infowars is not owned by Fox.
[01:05:20.730 --> 01:05:27.290]  Or controlled by George Soros. Or owned by Spotify like Joe Rogan. We are only beholden to our
[01:05:27.290 --> 01:05:32.610]  viewers and our listeners. And when you support us, we're unstoppable. I'm not underwritten by
[01:05:32.610 --> 01:05:40.250]  Rupert Murdoch or by George Soros. I'm underwritten by you, which is we the people. So I want to thank
[01:05:40.250 --> 01:05:43.810]  you for your support and encourage viewers and listeners to understand, please don't take
[01:05:43.810 --> 01:05:48.490]  Infowars for granted. We're barely hanging on. We need your word of mouth, your prayer,
[01:05:48.490 --> 01:05:52.410]  your financial support, while getting great products at the same time at Infowarsstore.com.
[01:05:52.410 --> 01:05:56.970]  So don't procrastinate. Go to Infowarsstore.com. Get amazing products that keep us on the air
[01:05:56.970 --> 01:06:14.770]  and never submit to these tyrants. Crashing through the lies and disinformation. It's Alex
[01:06:14.770 --> 01:06:27.890]  Jones. We are now into hour number two. Oh, I've got so much important news to cover. And
[01:06:27.890 --> 01:06:30.890]  then we're opening the phones up to take your calls. It'll give them the number out coming
[01:06:30.890 --> 01:06:36.290]  up in about 10 minutes. So get ready. To recap, because some stations only carry the second and
[01:06:36.290 --> 01:06:41.010]  third hour and a lot of listeners tune in every few seconds. I covered a bunch of mainstream news
[01:06:41.010 --> 01:06:47.010]  articles about major hospitals, major university hospitals, moving to begin chemical and then later
[01:06:47.010 --> 01:06:53.930]  physical mutilation and castration of children. So that's going on. Meanwhile, it comes out that
[01:06:53.930 --> 01:07:00.330]  the current CIA director was big buddies hanging out secretly with Epstein at his different facilities
[01:07:00.330 --> 01:07:06.770]  and that they've been trying to cover that up. We've got Hillary Clinton's demon daughter,
[01:07:06.890 --> 01:07:11.690]  Chelsea, promoting Genderqueer, a book that promotes pedophilia and has grabbing images
[01:07:11.690 --> 01:07:20.410]  of adults having sex with children just in your face. And then I got into the 30,000 children that
[01:07:20.410 --> 01:07:24.530]  have been smuggled in the last two and a half years, the US, the FBI estimates, and I played
[01:07:24.530 --> 01:07:29.330]  some hearings with Senator Josh Hawley talking about the hundreds of thousands of total children
[01:07:29.330 --> 01:07:35.570]  and how they're knowingly placing them with convicted pedophiles. That's coming out in
[01:07:35.650 --> 01:07:41.250]  Congress. But then I wanted to show you people out in the open. You've seen the clips at city
[01:07:41.250 --> 01:07:46.450]  councils in Baton Rouge, Louisiana and Los Angeles, California and Dallas, Texas. It's everywhere.
[01:07:46.450 --> 01:07:52.770]  Men showing up in clown outfits saying they're women and saying, we are here to groom your
[01:07:52.770 --> 01:07:56.570]  children. You've seen the San Francisco choir saying, we'll groom your children,
[01:07:56.570 --> 01:07:59.930]  we'll get your children. That's the plan. And what they do in the schools, we've shown
[01:07:59.930 --> 01:08:03.850]  the training manuals all over the Western world. It's all corporately funded. It's all a unified
[01:08:03.850 --> 01:08:11.370]  program. It's literally tell not just elementary students, but even preschoolers, why are you
[01:08:11.370 --> 01:08:15.010]  wearing a dress when you're a little girl? Why do you wear pink? You could be a little
[01:08:15.010 --> 01:08:21.490]  boy to then start confusing the children. And in the UK, it's so bad that not just social
[01:08:21.490 --> 01:08:28.130]  workers, but neighbors come to people's doors and say, we notice your small daughter is wearing
[01:08:28.130 --> 01:08:33.570]  dresses in pink. Are you making her do that? So it just shows how much they're in everybody's
[01:08:33.570 --> 01:08:38.130]  business. Then if you're in the US, Canada, anywhere, you try to wear a shirt saying there's
[01:08:38.130 --> 01:08:42.210]  two genders, or you try to say small children shouldn't be targeted with this. You get kicked
[01:08:42.210 --> 01:08:49.850]  out of school and or in the case in Germany or the UK or Australia or Canada, we've seen
[01:08:49.850 --> 01:08:56.650]  cases just last week, they take you to jail. They pass laws in places like Washington state
[01:08:56.650 --> 01:09:00.370]  that if you don't go along with your eight year old having a sex change, they take the
[01:09:00.370 --> 01:09:06.610]  child away from you. So this isn't coming, this is here. So here is one of these insane
[01:09:06.610 --> 01:09:13.010]  bots coming to his front door in the UK and asking the man, he has his two year old daughter
[01:09:13.010 --> 01:09:18.250]  with him. If he's abusing her by not letting her be another sex, that's how bold they are.
[01:09:18.250 --> 01:09:19.250]  Here's the clip.
[01:09:19.250 --> 01:09:24.010]  Hey, so you've come to my house to complain about my baby wearing pink. I was just asking
[01:09:24.010 --> 01:09:28.530]  me why you keep putting her in pink and not other colors. Well, traditionally girls often
[01:09:28.530 --> 01:09:33.650]  wear pink. Well, I think you'll find that was back in the day. I don't think it's today.
[01:09:33.650 --> 01:09:39.970]  I think you can wear any color you want now. Well, you can. She just she doesn't. She actually
[01:09:39.970 --> 01:09:44.850]  she has other clothes as well, but her favorite color is pink. Well, I've only ever seen her
[01:09:44.850 --> 01:09:51.330]  in pink, and I think that's not allowing her to have freedom of what she wants to be. She's
[01:09:51.330 --> 01:09:56.490]  a baby. She's a baby. She's a baby. She's two. She looks a lot older than that to me.
[01:09:56.490 --> 01:10:02.250]  But anyway, what's any of your concern? Well, it's my concern because I believe that the
[01:10:02.250 --> 01:10:07.970]  world has got better since we've got all this fluidity with genders and different types
[01:10:07.970 --> 01:10:12.690]  of genders now. And I think by dressing someone in pink, if she doesn't want to be a girl
[01:10:12.690 --> 01:10:17.690]  much older, she wants to be a transgender or whatever, then she'll have been dressed
[01:10:17.690 --> 01:10:22.410]  in pink and you would have confused her. So I think it's nicer to dress people in all
[01:10:22.410 --> 01:10:26.970]  different colors. I mean, she'd look beautifully in yellow, wouldn't she? Let's be honest.
[01:10:26.970 --> 01:10:31.250]  Well, yes, we're in yellow now. Hey, baby. I haven't seen she was sorry. She's got pink
[01:10:31.250 --> 01:10:36.610]  trousers on with rainbows on. Now, I do like the rainbow. I definitely like the rainbows
[01:10:36.610 --> 01:10:42.570]  on her trousers. Now, that's good. OK. OK. OK. Firstly, you're wearing pink glasses.
[01:10:42.570 --> 01:10:50.370]  OK. I think you'll find these are mauve. Are you colorblind? Mauve. These are mauve. What
[01:10:50.370 --> 01:10:56.210]  color are these, young lady? Yeah, she says pink, but they're not pink. They are mauve.
[01:10:56.210 --> 01:11:03.450]  Mauve. Mauve glasses. OK. And actually, they're blue inside. So a little bit of pink, mauve
[01:11:03.450 --> 01:11:08.370]  and blue. I've got all the colors, you see. So healthier, much healthier for the brain,
[01:11:08.370 --> 01:11:16.370]  the mindset. Sorry. I'm just a little bit baffled to like why you're actually here.
[01:11:16.370 --> 01:11:19.770]  I'm just asking why you keep dressing going in pink. I think you should give her more choices
[01:11:19.770 --> 01:11:26.410]  of color. Yeah. OK. Yeah. But however I want to dress her. OK. Yeah. The way how I parent
[01:11:26.410 --> 01:11:31.330]  it is nothing to do with you. Well, it is to do with me because I feel for people these
[01:11:31.330 --> 01:11:35.850]  days and I think they should have more choices of what colors they want to wear. She's two.
[01:11:35.850 --> 01:11:39.810]  She's two. Well, I don't think it matters. I don't need to teach her about all this.
[01:11:39.810 --> 01:11:49.370]  She is what is right and what is traditional is she's a girl. I'm a boy. So. That's how
[01:11:49.370 --> 01:11:53.890]  bold these cult members are. And is this woman a pedophile? Probably not. But she's
[01:11:53.890 --> 01:11:57.850]  there grooming and trying to groom someone in the system to be sexually confused about
[01:11:57.850 --> 01:12:03.370]  who they are and is really attacking parental control and saying the state should be in control.
[01:12:03.370 --> 01:12:06.730]  And she said in this day and age, we need to save the children and teach them they can
[01:12:06.730 --> 01:12:12.170]  be transgender. Now, I do like rainbows. That's our symbol. That's OK. Guaranteed, that woman
[01:12:12.170 --> 01:12:18.170]  doesn't have children. But that woman is a control freak. And that woman is the type
[01:12:18.170 --> 01:12:22.490]  of person that's in the educational system that is literally creating files on your
[01:12:22.490 --> 01:12:27.110]  children and saying, don't let the parents know that you're secretly something else.
[01:12:27.110 --> 01:12:31.970]  This is grooming to totally take over your child into a political cult that is attached
[01:12:31.970 --> 01:12:37.850]  to every form of sexual deviancy. This is their new religion. They mean business. This
[01:12:37.850 --> 01:12:43.010]  video is up on InfoWars.com video. Boy smacks down school board for telling him he can't
[01:12:43.010 --> 01:12:47.610]  wear their only two gender shirt. And that's it. We're going to create it. There's only
[01:12:47.610 --> 01:12:52.570]  two genders. T-shirt. A 12 year old boy in Middleborough, Massachusetts, gave his school
[01:12:52.570 --> 01:12:56.550]  board a lesson in constitutional rights when he was told that he was not allowed to wear
[01:12:56.550 --> 01:13:00.410]  a shirt emblazoned with a statement. There are only two genders, but they try to make
[01:13:00.410 --> 01:13:03.970]  him wear the rainbow flags, the rest of it. Liam Morrison, a seventh grader at Nicholas
[01:13:03.970 --> 01:13:08.850]  Middle School in Middleborough, noted he was removed from gym class on March 21st by
[01:13:08.850 --> 01:13:12.570]  school staff who claimed that the statement on his shirt was making some students feel
[01:13:12.570 --> 01:13:17.410]  unsafe. Oh, my gosh, there's men and women. That's unsafe. The teachers told Morrison
[01:13:17.410 --> 01:13:22.050]  that he would have to remove the shirt. We wanted to return to the class and he refused.
[01:13:22.050 --> 01:13:27.930]  Let's go ahead and play the club. In the seventh grade and Nichols Middle School, I appreciate
[01:13:27.930 --> 01:13:32.770]  the opportunity to speak to you today. I never thought that the shirt I wore to school on
[01:13:32.770 --> 01:13:38.650]  March 21st would lead me to speak with you today. On that Tuesday morning, I was taken
[01:13:38.650 --> 01:13:42.410]  out of gym class to sit down with two adults for what turned out to be a very uncomfortable
[01:13:42.410 --> 01:13:47.970]  talk. I was told that people were complaining about the words on my shirt, that my shirt
[01:13:47.970 --> 01:13:53.770]  was making some students feel unsafe. Yes, words on a shirt made people feel unsafe.
[01:13:53.770 --> 01:13:59.210]  They told me that I wasn't in trouble, but it sure felt like I was. I told, I was told
[01:13:59.210 --> 01:14:03.130]  that I would need to remove my shirt before I could return to class. When I nicely told
[01:14:03.130 --> 01:14:08.690]  them that I didn't want to do that, they called my father. Thankfully, my dad supported my
[01:14:08.690 --> 01:14:14.730]  decisions and came to pick me up. What did my shirt say? Five simple words. There are
[01:14:14.730 --> 01:14:19.930]  only two genders. Nothing harmful, nothing threatening, just a statement I believe to
[01:14:19.930 --> 01:14:24.850]  be a fact. I have been told that my shirt was targeting a protected class. Who is this
[01:14:24.850 --> 01:14:29.970]  protected class? Are their feelings more important than my rights? I don't complain when I see
[01:14:29.970 --> 01:14:34.890]  pride flags and diversity posters hung throughout the school. Do you know why? Because others
[01:14:34.890 --> 01:14:40.010]  have a right to their beliefs just as I do. Not one person, staff, or student told me
[01:14:40.010 --> 01:14:44.810]  that they were bothered by what I was wearing. Actually, just the opposite. Several kids told
[01:14:44.810 --> 01:14:50.810]  me that they supported my actions and that they wanted one too. I experienced, wait a
[01:14:50.810 --> 01:14:54.970]  moment, I was told that the shirt was a disruption to learning. No one got up and stormed out
[01:14:54.970 --> 01:14:59.770]  of class. No one burst into tears. I'm sure I would have noticed if they had. I experience
[01:14:59.770 --> 01:15:04.050]  disruptions to my learning every day. Kids acting out in class are a disruption, yet
[01:15:04.050 --> 01:15:08.850]  nothing is done. Why do the rules apply to one, yet not another? I feel like these adults
[01:15:08.850 --> 01:15:12.530]  were telling me that it wasn't okay for me to have an opposing view. Their arguments
[01:15:12.530 --> 01:15:17.410]  were weak, in my opinion. I didn't go to school that day to hurt feelings or cause trouble.
[01:15:17.410 --> 01:15:21.250]  I have learned a lot from this experience. I learned that a lot of other students share
[01:15:21.250 --> 01:15:26.530]  my view. I learned that adults don't always do the right thing or make the right decisions.
[01:15:26.530 --> 01:15:31.210]  I know that I have a right to wear a shirt with those five words, even at 12 years old
[01:15:31.210 --> 01:15:37.370]  and have political opinions and I have a right to express those opinions, even at school.
[01:15:37.370 --> 01:15:43.530]  This right is called the First Amendment to the Constitution. My hope in being here tonight
[01:15:43.530 --> 01:15:47.290]  is to bring the school committee's attention to this issue. I hope that you will speak
[01:15:47.290 --> 01:15:51.690]  up for the rest of us so we can express ourselves without being pulled out of class. Next time
[01:15:51.690 --> 01:15:56.090]  it may not only be me, there might be more students that decide to speak out. Thank you
[01:15:56.090 --> 01:15:57.050]  for your time and good night.
[01:16:26.090 --> 01:16:45.290]  We have never invested as much in public education as we should have because we've
[01:16:45.290 --> 01:16:50.970]  always had kind of a private notion of children. Your kid is yours and totally your responsibility.
[01:16:50.970 --> 01:16:55.530]  We haven't had a very collective notion of these are our children. So part of it is we have to
[01:16:55.530 --> 01:16:59.850]  break through our kind of private idea that kids belong to their parents or kids belong
[01:16:59.850 --> 01:17:03.850]  to their families and recognize that kids belong to whole communities. Once it's everybody's
[01:17:03.850 --> 01:17:07.850]  responsibility and not just the households, then we start making better investments.
[01:17:10.170 --> 01:17:16.170]  Rebecca put a teacher's creed into words when she said there's no such thing as someone else's child.
[01:17:17.050 --> 01:17:22.090]  No such thing as someone else's child. Our nation's children are all our children.
[01:17:22.970 --> 01:17:26.650]  There's pedo Joe's daughter in her diary. They admit it's her diary.
[01:17:26.650 --> 01:17:29.850]  Said he would have sex with her in the shower when she was eight years old.
[01:17:29.850 --> 01:17:33.130]  But that's okay. He's Joe Biden. He wears aviator sunglasses.
[01:17:34.010 --> 01:17:39.450]  Then there's all the pedo stuff with his son. But that's who these people are, ladies and gentlemen.
[01:17:40.170 --> 01:17:46.250]  That's how they roll. Let's play a clip here where we talk about the fact that XX is girls,
[01:17:46.250 --> 01:17:52.490]  XY is boys. We are the two genders, just like in all the other animals, the mammal kingdom
[01:17:53.050 --> 01:17:59.530]  on this planet. Here's Vivek Ramanswamy, the presidential candidate, explaining this to
[01:17:59.530 --> 01:18:07.050]  everyone. Are you confident that you know that gender is as binary as you're describing it?
[01:18:07.050 --> 01:18:11.450]  Are you confident that it isn't a spectrum? You know this as a scientist? Well, there's
[01:18:11.450 --> 01:18:15.850]  two X chromosomes. If you're a woman and X and Y, that means a lot of scientific research out
[01:18:16.010 --> 01:18:19.290]  there. There's a lot of scientific research out there that says gender is a spectrum.
[01:18:19.850 --> 01:18:23.530]  Chuck, I respectfully disagree. Gender dysphoria for most of our history,
[01:18:23.530 --> 01:18:27.530]  all the way through the DSM five has been characterized as a mental health disorder.
[01:18:27.530 --> 01:18:31.130]  And I don't think it's compassionate to affirm that. I think that's cruelty.
[01:18:31.130 --> 01:18:35.130]  When a kid is crying out for help, what they're asking for is you got to ask the question of
[01:18:35.130 --> 01:18:38.809]  what else is going wrong at home? What else is going wrong at school? Let's be compassionate
[01:18:38.809 --> 01:18:42.809]  and get to the heart of that. Rather than playing this game as though we're actually
[01:18:42.809 --> 01:18:46.250]  changing our medical understanding for the last 100 years.
[01:18:46.250 --> 01:18:50.170]  But what is changing is our chromosomes are being mutated by all the chemicals they put in the water
[01:18:50.170 --> 01:18:55.850]  and food. And the schools are psychologically screwing the kids up. The television is,
[01:18:55.850 --> 01:19:00.170]  the culture is pushing this. So, oh, there's a problem. One tenth of one percent of kids 20
[01:19:00.170 --> 01:19:05.290]  years ago that they're another gender. Now it's up to 20 some percent in many schools
[01:19:05.290 --> 01:19:10.730]  on the West Coast and East Coast. Upwards of half the children in San Francisco say they're LGBTQP
[01:19:10.730 --> 01:19:14.570]  because they don't get reading, writing and arithmetic. They learn the whole world is about
[01:19:15.130 --> 01:19:21.290]  all these different sexual things because it's a pervert cult taking over, period.
[01:19:22.090 --> 01:19:26.410]  That's what they're doing. That's how they're operating. That's their game plan.
[01:19:26.410 --> 01:19:32.330]  With the U.N. now officially saying years ago and last month in official policy reports,
[01:19:32.330 --> 01:19:36.970]  children have a right to have sex with adults as young as five. They have a right to choose.
[01:19:36.970 --> 01:19:40.170]  Can they buy a gun? Can they buy a pack of cigarettes? Can they join the military? No.
[01:19:42.890 --> 01:19:50.010]  This is a cult of pedophiles, government run, taking over society. And people better
[01:19:50.010 --> 01:19:56.650]  realize that. The toll free number to join us is 877-789-2539. On this subject,
[01:19:56.650 --> 01:20:03.050]  877-789-2539. First time callers on that subject, on the banking collapse and on this other key
[01:20:03.050 --> 01:20:07.210]  info coming up, 877-789. Alex will be right back. Stay with us.
[01:20:09.930 --> 01:20:16.010]  And we are back. I skipped that break for the satellites and some of the folks, but some
[01:20:16.010 --> 01:20:21.130]  stations do not skip the break still. So that's fine. But I'm doing that occasionally here when
[01:20:21.130 --> 01:20:26.570]  we're covering issues that are so incredibly critical. Joining some of our stations back now.
[01:20:27.530 --> 01:20:34.809]  If you just tuned in, ladies and gentlemen, we have been covering the weaponization of the schools
[01:20:34.809 --> 01:20:40.809]  and the psychiatric systems and the culture, all corporate run, all CIA, MI6, Tabasar Institute run
[01:20:40.809 --> 01:20:48.410]  to destroy our children. The U.N. has officially come out with over 60 top judges around the world
[01:20:48.410 --> 01:20:52.809]  and said pedophilia should be legalized as young as age five and that children, quote, must have
[01:20:52.809 --> 01:20:58.410]  sexual partners, says the United Nations. So that's where we are. That's what we were just
[01:20:58.410 --> 01:21:04.809]  breaking down. I showed you Biden and other people saying your children belong to us, belong to the
[01:21:04.809 --> 01:21:08.490]  state, belong to our cult. That's why I played the clip of the woman in England coming and
[01:21:09.930 --> 01:21:14.970]  saying, I see your daughter out and she's wearing dresses. She's wearing pink. She,
[01:21:14.970 --> 01:21:18.890]  she might want to be a little boy. How dare you dress her as a little girl? And you think that
[01:21:18.890 --> 01:21:24.170]  is a cult member. That is a crazy person. Yes, she is. But she is believing that she says in
[01:21:24.170 --> 01:21:31.690]  this day and age, we're doing this now. They're coming for our children. They're coming for
[01:21:31.690 --> 01:21:39.450]  everything, ladies and gentlemen. And it's time to realize that. And it's time to say no
[01:21:39.450 --> 01:21:46.570]  to these monsters. All right. The toll free number to join us is 877-789-2539,
[01:21:46.570 --> 01:21:53.610]  877-789-2539. We're taking first time callers today. And I want to hear from you specifically
[01:21:53.610 --> 01:21:59.370]  on the pedo cult and its massive rollout. And in the CIA director, we now know meeting with Epstein
[01:21:59.370 --> 01:22:06.650]  up until the time he got arrested the second time, just absolutely revealing this incredible evil.
[01:22:08.170 --> 01:22:12.970]  We're also going to be hitting a bunch of other really important news here in just a moment. But
[01:22:12.970 --> 01:22:18.570]  I want to get into the banking collapse that has taken place and the second largest bank in U.S.
[01:22:18.570 --> 01:22:23.450]  history collapsing First Republic. That's three of the biggest bank collapses in just the last
[01:22:23.450 --> 01:22:29.130]  two months. Three of the biggest four in U.S. history to bring in their new central bank digital
[01:22:29.130 --> 01:22:35.210]  currency. Your take on that. Your view on that. We'll be taking your phone calls coming up next
[01:22:35.210 --> 01:22:42.970]  segment. But right now, let's start plowing in to the news. Watch R.F.K. Jr. exposed climate
[01:22:42.970 --> 01:22:49.210]  scam, says W.E.F. and Bill Gates, exploiting issues to clamp down on totalitarian controls
[01:22:49.210 --> 01:22:54.809]  on society. That ties into a world's first California bans new diesel truck sales.
[01:22:55.930 --> 01:22:59.770]  Forget the war on stoves, which, by the way, New York's trying to pass right now.
[01:22:59.770 --> 01:23:05.370]  Here's what the left's coming for now. Lawnmowers and leaf blowers. California already banned them.
[01:23:06.330 --> 01:23:12.010]  Here's the Washington Post. New York set to pass first statewide law banning gas stoves.
[01:23:12.010 --> 01:23:15.930]  Oh, last year, they said they were going to do it. Then we said, don't do it. They said, oh,
[01:23:15.930 --> 01:23:21.210]  you're you're a right winger. We're not doing it. Germany shuts down its last three nuclear
[01:23:21.210 --> 01:23:25.850]  power plants only to end up buying nuclear generated electricity from France. Infowars.com.
[01:23:26.410 --> 01:23:33.050]  And it goes on and on. German MEP Christine Anderson explains why globalists need you
[01:23:33.050 --> 01:23:38.010]  trapped in 15 minute cities. We're going to first play a clip of R.F.K. Jr. talking about this.
[01:23:38.010 --> 01:23:41.050]  Then we're going to play Christine Anderson. Here is R.F.K. Jr.
[01:23:42.170 --> 01:23:47.850]  Where do you stand on climate policies that are being enacted right now? There is a difference
[01:23:47.850 --> 01:23:52.890]  between environmentalism and climate change. Where do you stand on all of that and what
[01:23:52.890 --> 01:24:02.809]  types of policies do you support? Climate issues and pollution issues are being exploited by,
[01:24:02.809 --> 01:24:09.530]  you know, the World Economic Forum and Bill Gates and all of these big, you know, mega billionaires
[01:24:10.570 --> 01:24:16.410]  the same way that COVID was exploited. To use it as an excuse to clamp down top down
[01:24:16.490 --> 01:24:23.130]  totalitarian controls on society and to and then to give us engineering solutions.
[01:24:24.090 --> 01:24:29.130]  And if you look closely, as it turns out, the guys who are promoting those engineering
[01:24:29.130 --> 01:24:33.770]  solutions are the people who own the IPs, the patents for those solutions.
[01:24:34.809 --> 01:24:40.970]  Oh, it's a way, you know, it's there. It's being given climate chaos a bad name,
[01:24:40.970 --> 01:24:45.690]  you know, because people now see that it's just another crisis that's being used.
[01:24:46.490 --> 01:24:51.530]  To streamline the wealth of the poor and to, you know, to enrich billionaires.
[01:24:51.530 --> 01:24:59.130]  And, you know, I for 40 years have had the same policy on climate and engineering.
[01:24:59.130 --> 01:25:04.410]  You can go check my speeches from the 1980s and I've said the most important
[01:25:04.410 --> 01:25:09.690]  solution for environmental issues, not top down controls, is free market capitalism.
[01:25:09.690 --> 01:25:14.330]  All right. That's good. The full clip is on Infowars.com. Now, let's go to German MEP
[01:25:14.330 --> 01:25:17.610]  Christine Anderson explains why globalists need you trapped in 15 minute cities.
[01:25:18.730 --> 01:25:24.890]  A green certificate, the COVID pass, that was a test balloon to get people to having to produce
[01:25:24.890 --> 01:25:29.770]  some kind of a QR code, you know, just getting people used to that. Now what they're slamming
[01:25:29.770 --> 01:25:35.530]  us with is these 15 minute cities. Make no mistake, it's not about your convenience.
[01:25:35.530 --> 01:25:41.370]  It's not that they want you to be able to, you know, have all of these places that you
[01:25:41.370 --> 01:25:46.490]  need to get to very close. And it's not about saving the planet either, by the way.
[01:25:47.130 --> 01:25:54.570]  The 15 minute cities, they will have to have those before they can lock you down.
[01:25:54.570 --> 01:25:58.890]  And that's what we're talking about here. So in Great Britain, some county already passed
[01:25:58.890 --> 01:26:04.570]  legislation. They will be able to impose a climate lockdown. That's the next step.
[01:26:04.570 --> 01:26:08.970]  That's what we're talking about. So in order to do that, they will have to have these 15
[01:26:08.970 --> 01:26:16.410]  minute cities. The next step then, of course, will be you're only allowed to leave your immediate
[01:26:16.410 --> 01:26:23.130]  area for let's say two or three times a year. So but there's other people that may have more money
[01:26:23.130 --> 01:26:31.210]  and they can actually buy your passings off of you. So guess what? The poor people will be left
[01:26:31.210 --> 01:26:37.690]  in these 15 minute neighborhoods while the ones that are better off get to go wherever they want
[01:26:37.770 --> 01:26:43.530]  to go. So this is what we're talking about. You know, look at Saudi Arabia, for instance,
[01:26:43.530 --> 01:26:49.450]  they're pulling up Neom City. They call it the line. So this is like a structure in the middle
[01:26:49.450 --> 01:26:57.050]  of the desert, 200 kilometers long, 200 meters wide, 500 meters high. And it will house up to
[01:26:57.050 --> 01:27:04.250]  9 million people. Oh, isn't that just brilliant? If I wanted to get total control of the people,
[01:27:04.250 --> 01:27:11.370]  that's exactly where and how I would house them. And then having them on a three meals a day
[01:27:11.370 --> 01:27:18.490]  prescription. Well, guess what will happen if you do not do as you are told? They will probably
[01:27:18.490 --> 01:27:24.890]  cancel that. It's so easy. So that's what we're talking about. And when you really take all of
[01:27:24.890 --> 01:27:32.970]  this together, there is no other way for me to actually say this. It will be a complete
[01:27:32.970 --> 01:27:42.490]  impoverishment and enslavement of all the people. And I'm stating it so clearly because that's what
[01:27:42.490 --> 01:27:47.370]  it seems like. And that's what it looks like to me. You will own nothing. You will have nothing.
[01:27:47.370 --> 01:27:51.850]  You will be happy sterilizing children, cutting little girls breast off, cutting little boys
[01:27:51.850 --> 01:27:56.650]  genitals off. It's fashionable. It's compassionate. It's loving putting you in a hundred mile long
[01:27:57.290 --> 01:28:03.210]  prison. That's only a hundred and something yards wide under total robot control, making you eat
[01:28:03.210 --> 01:28:08.570]  bugs. That's a prison, 200 square foot coffin apartments. That's a prison, making it fashionable,
[01:28:08.570 --> 01:28:14.010]  making it cool. This is what they're establishing in their own words. You'll no longer live in
[01:28:14.010 --> 01:28:18.410]  cities. You'll live in quote communes, says the UN. You're like, well, I'll refuse that.
[01:28:18.410 --> 01:28:22.170]  Well, they're going to turn your energy off. And they are. They're cutting it all off folks
[01:28:22.170 --> 01:28:26.170]  all over the world, except for China and India, who they're using for slave labor right now to
[01:28:26.170 --> 01:28:31.290]  build up the goods they need. But here and in Europe, we're being shut down. I want to talk
[01:28:31.290 --> 01:28:34.809]  about some of the poison shot news. We've got a little bit more with RFK Jr. on that,
[01:28:34.809 --> 01:28:38.650]  knocking out of the park. When we come back, then your phone calls to Tucker Carlson on building
[01:28:38.650 --> 01:28:43.770]  seven and so much more on the economy. I'm Alex Jones. This is the front lines,
[01:28:43.770 --> 01:28:47.850]  the fight for a pro-human future. The coordinates to Liberty are Bandai video,
[01:28:47.850 --> 01:28:53.290]  Infowars.com, Newswars.com. And the URL they're not blocking right now is Madmaxworld.tv.
[01:28:56.970 --> 01:29:03.770]  Just weeks ago, I warned the world that the globalists were going to move against Tucker
