[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[30:45.000 --> 30:53.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[30:53.000 --> 30:59.000]  That's www.silverlungs.com.
[30:59.000 --> 31:04.000]  This is Alex Jones with five good reasons you should consider buying a solar-powered generator.
[31:04.000 --> 31:08.000]  Number one, new climate legislation could easily double or triple your electric bill.
[31:08.000 --> 31:14.000]  Number two, our new energies are wants to control how much power your electric company allows you to have.
[31:14.000 --> 31:19.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[31:19.000 --> 31:24.000]  Number three, in some areas of the country, the power grid is dangerously overloaded
[31:24.000 --> 31:28.000]  and now new socialist legislation is only compounding the problem.
[31:28.000 --> 31:31.000]  Number four, dangerous weather is always a threat to local grids.
[31:31.000 --> 31:35.000]  Every year, thousands of families lose their power from weather-related onages.
[31:35.000 --> 31:40.000]  Number five, a solar-powered generator provides powerful backup insurance and peace of mind.
[31:40.000 --> 31:45.000]  Folks, I really believe in the solar-powered generators offered by Solutions from Science, one of my oldest sponsors.
[31:45.000 --> 31:49.000]  You can get more information at www.mysolarbackup.com.
[31:49.000 --> 31:51.000]  That's mysolarbackup.com.
[31:51.000 --> 31:59.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[31:59.000 --> 32:02.000]  Thousands of Americans are facing evacuation.
[32:02.000 --> 32:07.000]  If you or any of your loved ones might need to evacuate, you must do it yourselves.
[32:07.000 --> 32:10.000]  Please don't procrastinate until they do it for you.
[32:10.000 --> 32:14.000]  Remember the terrible conditions of those that didn't get out for Katrina.
[32:14.000 --> 32:24.000]  Go right now to efoodsdirect.com slash alex or call 800-409-5633 for information on the new evacuation pack.
[32:24.000 --> 32:30.000]  It contains two weeks of delicious, easy-to-fix food along with the equipment to prepare it.
[32:30.000 --> 32:33.000]  It's packed in a rugged, heavy-duty tote for transport.
[32:33.000 --> 32:37.000]  Evacuations are looming with the storms and the Gulf Oil catastrophe.
[32:37.000 --> 32:43.000]  No matter where you live, wildfires, earthquakes, floods, and storms must be escaped.
[32:43.000 --> 32:47.000]  Don't be like a deer frozen in the headlights of oncoming disaster.
[32:47.000 --> 32:52.000]  At least prepare yourself with this two-week evacuation pack from efoodsdirect.com.
[32:52.000 --> 32:59.000]  Call 800-409-5633 on the web efoodsdirect.com slash alex.
[33:01.000 --> 33:04.000]  Coast to coast, direct from Austin.
[33:04.000 --> 33:09.000]  You're listening to the Alex Jones Broadcasting Network.
[33:09.000 --> 33:16.000]  This is our land.
[33:16.000 --> 33:20.000]  These are our people.
[33:20.000 --> 33:22.000]  The workers.
[33:22.000 --> 33:24.000]  The strivers.
[33:24.000 --> 33:26.000]  The builders.
[33:26.000 --> 33:29.000]  These are our people.
[33:29.000 --> 33:32.000]  Who are the workers?
[33:32.000 --> 33:34.000]  The strivers.
[33:34.000 --> 33:37.000]  These are our people.
[33:37.000 --> 33:41.000]  Who are they?
[33:41.000 --> 33:44.000]  They are the Dark Armies.
[33:44.000 --> 33:50.000]  The Dark Murdering Armies use only honor as a trustee.
[33:50.000 --> 33:59.000]  The answer to 1984 is 1776.
[33:59.000 --> 34:10.000]  You're listening to the Alex Jones Show.
[34:10.000 --> 34:16.000]  The answer to 1984 is 1776.
[34:16.000 --> 34:19.000]  Rediscovering the spirit of liberty.
[34:19.000 --> 34:25.000]  Rediscovering what made this nation great and what made it the light of the world.
[34:25.000 --> 34:30.000]  Thank you for joining us.
[34:30.000 --> 34:47.000]  The big issue I'm talking about is the fact that Rush Limbaugh has come out and identified that there is a ruling class in America that does not care about free market and wants to consolidate power and controls the banking system and the Federal Reserve.
[34:47.000 --> 35:03.000]  They are the great-grandchildren of the robber barons and that they control the Republican and Democratic parties and that the Republican establishment is deeply in bed with these people and is planning to destroy the Tea Party movement.
[35:03.000 --> 35:07.000]  That is an incredible admission.
[35:07.000 --> 35:17.000]  And before I get back into that, I wanted to show you this Financial Times of London article that I've been making a big deal about in the last two weeks.
[35:17.000 --> 35:37.000]  This article is the headline by Edward Loosh in Washington and he quotes Robert Shapiro, top Clinton advisor and advisor to Obama. He goes on to say the bottom line here is that Americans don't believe in President Obama's leadership, says Robert Shapiro, another former Clinton official and supporter of Obama.
[35:37.000 --> 35:53.000]  He has defined some way between now and November of demonstrating that he is a leader who can command confidence and short of a 9-11 event or an Oklahoma City bombing, I can't think of how he can do that.
[35:53.000 --> 36:01.000]  Now, they're going to stage terror attacks in this country and they're going to blame it on the American people.
[36:01.000 --> 36:17.000]  Seven months before the Hattari militia got set up, I was watching some of their videos online and I said those guys are feds or being handled by feds with the things they're saying and it turned out two of the nine members, one was an FBI agent, one an informant.
[36:17.000 --> 36:25.000]  They were the ones making the statements in the comments and a federal judge ordered their release a month ago and they were released and the judge said this is a complete set up.
[36:25.000 --> 36:35.000]  I mean, that was in the Detroit free press. They said this is a set up. Now, they're busy trying to set up the American people.
[36:35.000 --> 36:41.000]  Remember, a year and a half ago law enforcement gave me the Mayak and Homeland Security reports. It made national news.
[36:41.000 --> 36:50.000]  We've gotten countless reports like that under Bush, but it got attention because the Republicans in Limbaugh picked up on it where it said returning veterans, gun owners, conservatives, libertarians.
[36:50.000 --> 37:01.000]  That's what Homeland Security is for is to suppress us. That's what they're training for is us. And now that's been all over the news and they admit they're training boy scouts to take on disgruntled vets.
[37:01.000 --> 37:06.000]  The Explorer scouts in the New York Times says how great it is.
[37:06.000 --> 37:24.000]  So for Limbaugh and now Beck and others to come out and say there is a criminal ruling class that seeks to dominate this country and that seeks to destroy this nation. I heard Limbaugh say that they want to destroy America.
[37:24.000 --> 37:30.000]  They want to end the free market so they can consolidate it for themselves. This is the great epiphany.
[37:30.000 --> 37:43.000]  The real wealth in this nation, the mega rich got it through government contracts and they got it through government shutting down their competition and writing laws to where they have monopolies and cartels.
[37:43.000 --> 37:56.000]  This is something Republicans will never get through their heads. The Democrats say, oh, vote for more government to stop the big corporations when any regulations they end up passing are only used to empower those top mega banks.
[37:56.000 --> 38:11.000]  There are only six of them. And here it is again, London Telegraph. Today we have this linked up on info wars.com. Obama signs a bill that lets banks have U.S. over a barrel once more.
[38:11.000 --> 38:19.000]  Last week President Obama signed the law, the Dodd-Frank Wall Street reform bill hailed as the most sweeping overhaul of U.S. financial regulation since the 1930s.
[38:19.000 --> 38:27.000]  And the article goes on to say that the mega banks wrote it and it allows them to take over insurance companies, regional banks, and others who have been on record.
[38:27.000 --> 38:39.000]  I keep going back to the Texas Banking Association president three months ago putting on an editorial that was in papers all over Texas and it was like I had written it because the guy gets it.
[38:39.000 --> 38:49.000]  And he said these are the big mega six banks that created the derivatives which are counterfeiting. They have an unfair trade advantage. This is written so they can shut us down.
[38:49.000 --> 38:57.000]  Goldman Sachs and others have all the major federal regulators. They're going to use this to shut us down and feed us into their system. And now it's passed. Now it's been done.
[38:57.000 --> 39:05.000]  But here's the difference. People now have identified the Federal Reserve and the banking cartel as a foreign corporate overthrow of America.
[39:05.000 --> 39:13.000]  And Limbaugh and others are admitting now and this is why they're finally telling the truth. They're getting scared that the old money doesn't like new money.
[39:13.000 --> 39:21.000]  Whether you make 100,000 a year or 100 million a year, if you're not part of their clique, you are to be destroyed.
[39:21.000 --> 39:30.000]  And the good news is the Nouveau Reich, the new wealth in this country has figured this out and understands they're going to be robbed.
[39:30.000 --> 39:38.000]  And people can bash the founding fathers. I've studied them in depth. They were the Nouveau Reich. They were new wealth. They wanted to be left alone to make money.
[39:38.000 --> 39:47.000]  And so they passed the best constitution, the best Bill of Rights the world had ever seen, and it was an engine of incredible wealth and creativity.
[39:47.000 --> 39:56.000]  So there's some truth to historians saying, well, these were just rich guys who wanted to have their own country. Well, yeah, and wanted to be left alone.
[39:56.000 --> 40:04.000]  So the American people need to understand it's Nouveau Reich. It's a middle class, whether it's 100,000 or a million a year you make or 100 million.
[40:04.000 --> 40:20.000]  It's Nouveau Reich that have factories and car dealerships and restaurants and golf courses and textile plants and shopping centers and construction companies that give you jobs that build the society.
[40:20.000 --> 40:32.000]  When you read what the Rockefellers and the globalists say they want a post industrial world where they control the currency, they control the industry through carbon taxes and where no one is allowed to have a job unless it's with them.
[40:32.000 --> 40:38.000]  You never get audited or sued or harassed if you work for a Fortune 100.
[40:38.000 --> 40:52.000]  But when you build your own company, when you set up your own operation, whatever it is, media, it doesn't matter, computers, whatever, and you are an independent, you're not part of the clique and they come after you.
[40:52.000 --> 41:02.000]  I mean, they hold smaller brokers and banks to an incredibly high standard, which is almost impossible to follow. It's just like campaign finance.
[41:02.000 --> 41:12.000]  12 years ago, I ran for state legislature for one week and I was already getting huge support, but I read the law and I figured out there's no way to even run and follow all these laws.
[41:12.000 --> 41:25.000]  I had to drop out and I had campaign consultants tell me they said, yeah, Alex, this is written so that if you're a big globalist crook, you can do whatever you want in a campaign, but anybody who's clean, they come after.
[41:25.000 --> 41:35.000]  Notice how a month ago they opened up an investigation of Ron Paul and Campaign for Liberty because they are creating a political organization in America.
[41:35.000 --> 41:40.000]  And what are they being investigated for? Telling their members how politicians voted.
[41:40.000 --> 41:53.000]  They're trying to claim under McCain Feingold what passed us seven years ago, six and a half years ago, that you're not even allowed to tell somebody how somebody else voted.
[41:53.000 --> 42:00.000]  So all this red tape, all this bureaucracy, all this big government is meant to weigh you down.
[42:00.000 --> 42:03.000]  Meanwhile, loopholes are written into all the laws.
[42:03.000 --> 42:08.000]  Remember what Senator DeMint, who by the way, Limbaugh talks about the establishments going after him.
[42:08.000 --> 42:12.000]  That's an internal lobbyist memos that Limbaugh went over.
[42:12.000 --> 42:19.000]  DeMint will get up and say 94% of the Senate bills we passed are never even read or looked at. They're written by lobbyists.
[42:19.000 --> 42:22.000]  Who do you think writes that? Who do you think did this to America?
[42:22.000 --> 42:27.000]  Look, pirates are free market. You go back 300 years ago to pirates of the Caribbean.
[42:27.000 --> 42:31.000]  Black Bart, whoever you want to pick.
[42:31.000 --> 42:35.000]  They were free market. Were they good? No, they were robbing people.
[42:35.000 --> 42:43.000]  But these pirates have written the laws where they get away with murder taking over your life, running your life.
[42:43.000 --> 42:52.000]  We're going to take calls and come back 888-201-2244, 888-201-2244 on this live 25th of July 2010.
[42:52.000 --> 42:59.000]  I'm Alex Jones. The websites are info wars.com and prisonplanet.com. This is the Second American Revolution. You found it.
[42:59.000 --> 43:05.000]  The question is where should the American people draw their line in the sand?
[43:05.000 --> 43:08.000]  What have we got? A republic or a monarchy?
[43:08.000 --> 43:12.000]  A republic is based on a constitution which protects minority rights.
[43:12.000 --> 43:16.000]  Not democracy, not mob rule. Two wolves and a sheep voting on what's for dinner.
[43:16.000 --> 43:22.000]  So they think they own our land? They think they own our water? Children? Our education? Our money?
[43:22.000 --> 43:26.000]  We have to define who we are and what we will tolerate.
[43:26.000 --> 43:30.000]  Somebody's going to ask you what you did during the Patriot uprising.
[43:30.000 --> 43:31.000]  You have been warned.
[43:31.000 --> 43:35.000]  We have the facts. We have the constitution. We have the Bill of Rights. We have common law.
[43:35.000 --> 43:39.000]  Knowledge is power, ladies and gentlemen. And I'm so excited to be able to offer you.
[43:39.000 --> 43:42.000]  Don't tread on me. Rise the republic. Terrany is upon us.
[43:42.000 --> 43:46.000]  But liberty and the sleeping giant that is the American people is rising.
[43:46.000 --> 43:56.000]  A new tool in the info war. Don't tread on me. Order it at infowars.com or prisonplanet.com or call toll free 888-253-3139
[43:56.000 --> 44:00.000]  and support independent patriotic liberty films.
[44:00.000 --> 44:04.000]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[44:04.000 --> 44:10.000]  This is the place to get you started buying or selling a home, finding a realtor and getting any real estate questions answered.
[44:10.000 --> 44:14.000]  Go to homegain.com and see what I'm talking about.
[44:14.000 --> 44:21.000]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[44:21.000 --> 44:26.000]  This is a great way to be able to monitor the value of your home. And again, it's absolutely free.
[44:26.000 --> 44:32.000]  There are tons of tools to help you. For instance, if you want to remodel your home, go to homegain.com.
[44:32.000 --> 44:39.000]  Use their home sale maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[44:39.000 --> 44:42.000]  For 10 years, these folks have been helping home sellers and buyers.
[44:42.000 --> 44:50.000]  Visit their link at infowars.com. Look for Max, the orange home game gorilla to help you with any real estate needs you might have.
[44:50.000 --> 44:58.000]  You'll love this site. It's homegain.com. H-O-M-E-G-A-I-N.com. Check them out today.
[44:58.000 --> 45:05.000]  Hello friends, this is Alex Jones. You've heard me talk about Calvin 5 Star Soaps for years.
[45:05.000 --> 45:10.000]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[45:10.000 --> 45:16.000]  You can buy factory direct shipped via UPS right to your door. Check them out on the web at 5starsoap.com.
[45:16.000 --> 45:24.000]  Or call 800-340-7091. Take my word for it. Once you've used Pure Soap, you won't buy anything else.
[45:24.000 --> 45:30.000]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[45:30.000 --> 45:38.000]  Buy American and stay clean. As well as support infowars, visit 5starsoap.com today or call 1-800-340-7091.
[45:38.000 --> 45:40.000]  Well Marty, what do you have to say?
[45:40.000 --> 45:59.000]  As founder and owner for over 63 years, satisfaction is guaranteed on double your dirt back. Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com. Thank you.
[46:11.000 --> 46:19.000]  How much power your electric company allows you to have? It's true. Total government control of electricity in the name of smart grid technology is coming.
[46:19.000 --> 46:28.000]  Number 3. In some areas of the country, the power grid is dangerously overloaded. And now, new socialist legislation is only compounding the problem.
[46:28.000 --> 46:35.000]  Number 4. Dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather-related onages.
[46:35.000 --> 46:45.000]  Number 5. A solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[46:45.000 --> 46:59.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[46:59.000 --> 47:09.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:29.000 --> 47:38.000]  Headline, Clash of the Classes, does Rush Limbaugh finally get it?
[47:38.000 --> 47:54.000]  They talks about how there's an inbred elite at Harvard, at DC, in New York, who control the government and use it to rob the middle class and control this society, and that they are basically 21st century robber barons.
[47:54.000 --> 48:09.000]  All I've ever requested of people is that they defend this country. This nation is wealthy, and the greatest wealth is made out of taking control of government and using government to rob your competition.
[48:09.000 --> 48:21.000]  And the fact that the American people have now woken up to the point that Glenn Beck and Rush Limbaugh more and more are telling the truth is a very positive thing. Doesn't mean they're perfect, but I give credit when it's due.
[48:21.000 --> 48:35.000]  And this is very exciting. Think of how far we've come. Again, 10 years ago, you talk about the Federal Reserve being private, you get laughed at. Now it's admitted, now over 80% of the American people in major polls want to abolish the Federal Reserve.
[48:35.000 --> 48:50.000]  Now, they've just passed a big power grab, but that's their reaction to being exposed. They're seeking even more control. This is going to backfire on them if we get the word out.
[48:50.000 --> 49:02.000]  Now, in other news, the globalists are trying to collapse this country as fast as they can. They're trying to block Arizona and other states from defending the country and enforcing the law against the open borders.
[49:02.000 --> 49:20.000]  We've got a bunch of news on that coming up the next hour. I have been demonized in the Arizona News, the Arizona Republic, and on News 12. And they've tried to twist and deceive about what we really stand for. So we're going to be discussing that information coming up as well during the next hour.
[49:20.000 --> 49:33.000]  But the phones are open now on this live Sunday edition, 888-201-2244. And right now, I'm going to go ahead and take a call from Sean in Arizona. Sean, you're on the air.
[49:33.000 --> 49:51.000]  Yes, sir. Thank you. We talked before when Craig Roberts was on Washington's birthday, February 22nd. I worked for Reagan during the convention 30 years ago, and I told you something I experienced. I didn't get into all of it, but you caught on very quickly.
[49:51.000 --> 50:09.000]  Well, that was six months ago or something. What you talked about, the reason I caught on quickly, was actually in newspapers. In fact, it's in the film Invisible Empire, a new order defined that they told Reagan, look, you're not going to speak out against the CFR, the Trilateral Commission.
[50:09.000 --> 50:22.000]  You're not going to speak out against the New World Order, which he had done. That's how he got so popular. And you're going to put George Herbert Walker Bush on your ticket with the blue bloods running things, or you're not going to win. We're going to give it to the Democrats.
[50:22.000 --> 50:24.000]  But you're saying you were there.
[50:24.000 --> 50:43.000]  Yes, I was there. And the main focal point, I've been in this struggle since I was 16 years old. I'm 49 years old now, and I've been informed since 1977. I'm a friend of Red Beckman and so forth. The focal key, I've been listening to you on and off. Let me say this. I've been listening to you every day that I can since January 7th.
[50:43.000 --> 51:03.000]  And never in your program have you tried to align yourself with white supremacists so forth and so forth. We're upsetting the apple cart now. Red Beckman said this years ago to me, almost 30 years ago, he said, my prayer, and we're at this time period right now, and you're leading this crusade.
[51:03.000 --> 51:17.000]  And I pray for you every day, but you're spot dead on. He said the printing presses and the information from the common man, the butcher, the baker, and the candy man maker will get out there and they'll stir the pot like nothing before.
[51:17.000 --> 51:37.000]  The Montanans were ahead of everybody else 30 years ago, and that's where we are now. And the key is, basically, I have some different views. The Reagan Revolution never really happened because it was subverted into Detroit and both of us that really knew what was happening that we knew.
[51:37.000 --> 51:50.000]  Ultimately, yes, he did some things, but ultimately he never was able to cut back government spending. He cut the rate of government spending two or three years. He never was able to balance the budget.
[51:50.000 --> 52:02.000]  So as you know, we need true independence. We need true informed people, non-partisan people, and we need the common man. The people that are forefathers wanted to really rule the country. That's why they set up the common law.
[52:02.000 --> 52:13.000]  Let me throw this at you. Let me throw this at you, though. I mean, is it not amazing that Limbaugh is now saying there's basically a secret ruling elite that's robbing America?
[52:13.000 --> 52:33.000]  This is absolutely fabulous because we're at the point where the conscience of some of these people, like Limbaugh, who've been playing along, basically, he's been a mouthpiece for the Republican Party. He's been part of the left-right paradigm, but things are shaking.
[52:33.000 --> 52:46.000]  Yeah, that's the big issue. He came out and said the Republican Party leadership are globalists that want to destroy American, and they're scum, and they're basically robber barons, and that they hate the middle class.
[52:46.000 --> 52:54.000]  I mean, he told the truth, and I've never heard him do this, and he's clearly always known this. The question is, why is he coming out?
[52:54.000 --> 53:09.000]  Well, A, he knows that the American people are finally awake, and he's got the backing to tell the truth, and B, he realizes this country's being completely overthrown, and if he doesn't come out and tell the truth now, we have no chance.
[53:09.000 --> 53:28.000]  I was there at the night that Barry Goldwater came up at the convention. He had a nominating speech for Reagan, and now Mr. Jones, he said this 30 years ago, this month in Detroit, there's a line in that speech, if your people will find it, where Goldwater says,
[53:28.000 --> 53:41.000]  and I almost remembered verbatim. He said this July of 1980. He said, this may be the last Republican convention, and in a couple weeks, the last Democratic convention. He said this in 1980.
[53:41.000 --> 53:56.000]  He said there are forces aligned against this country, and he may have named them at the time, the Trilateral Commission and whatnot, but we are 30 years down this pendulum here, and now finally people are starting to wake up.
[53:56.000 --> 54:14.000]  I think the most crucial thing, and I listen to you every day, and it's like I'm fighting a severe health illness, and it's the highlight of my day, because you're putting all these things together that every day, I can't believe that I waited 33 years to hear these things on the air.
[54:14.000 --> 54:16.000]  It's unbelievable.
[54:16.000 --> 54:29.000]  Sean, God bless you, and my highlight of the day is talking to people like you, but it's not just Alex Jones anymore. This information is so mainstream now that Rush Limbaugh is admitting the truth.
[54:29.000 --> 54:39.000]  And again, the Democrats are so panicked, they're saying we got a stage of terror attack. They are within one millimeter of coming right out and saying they're going to stage a terror attack.
[54:39.000 --> 54:48.000]  I read the quote at the start of the segment, so that shows how far we've come, but we're in great danger, because the establishment is like a cornered rat.
[54:48.000 --> 54:56.000]  And Limbaugh went on to say it's a tiny elite subverting the will of the American people, subverting the Constitution.
[54:56.000 --> 55:09.000]  And again, I don't like coming on the air and praising Limbaugh and praising Beck, because they've got such bad track records as kind of Judas Goats that I don't trust them, but it is a major milestone.
[55:09.000 --> 55:15.000]  I mean, there is no media in the United States except for NFL football that has more viewers and listeners than Rush Limbaugh.
[55:15.000 --> 55:26.000]  I mean, he's got 22 million conservatively a week, okay? He's got around 10 million a day. They tune in, you know, every day is about 10 million, but off and on another 12 million or so.
[55:26.000 --> 55:31.000]  People always get confused. They go, well, how do you have a couple million a day, but a few other millions, you know, that come in and listen?
[55:31.000 --> 55:35.000]  And that's how radio works. You have regular listeners. You have those that kind of come in every once in a while.
[55:35.000 --> 55:41.000]  But this is very positive news is the point I'm trying to make. Very, very positive news.
[55:41.000 --> 55:45.000]  Craig in California, you're on the air. Go ahead.
[55:45.000 --> 55:50.000]  Mr. Jones, thanks for taking my call. Long time listener and first time caller.
[55:50.000 --> 55:51.000]  Welcome.
[55:51.000 --> 55:56.000]  Subscriber to each site for a long time as well. A couple of things that I wanted to point out.
[55:56.000 --> 56:07.000]  Well, one thing I wanted to bring up is Friday afternoon while I wasn't at home, my phone machine recorded a telephone call.
[56:07.000 --> 56:15.000]  It sounded just like the national emergency broadcast.
[56:15.000 --> 56:26.000]  Yeah, FEMA now makes phone calls and then by law they want all electronic communications devices, radio, cell phones to be taken over by the feds and they're going to give you little propaganda messages.
[56:26.000 --> 56:34.000]  And the state of California has announced they're going to have digital license plates on everybody's cars that flash government propaganda messages on them.
[56:34.000 --> 56:43.000]  Yes, this is the type of THX 1138 minority report system we're going into.
[56:43.000 --> 56:51.000]  Yeah, the message said if this had been a national emergency, you would have been instructed for their blah, blah, blah.
[56:51.000 --> 56:55.000]  Yeah, they're gearing up for total collapse, Craig. Anything else?
[56:55.000 --> 57:07.000]  Yes, one other thing. And I have been researching these things for a very long time. I've been looking into a lot of other resources other than your websites and your show.
[57:07.000 --> 57:21.000]  And it gets really frustrating sometimes. It seems like just everything is going their way and no matter what we do, there's just nothing that we can do to stop it and it's just all headed their direction, all going in their favor.
[57:21.000 --> 57:31.000]  But then what I came to realize recently is that in the end, it's actually whether they realize it or not, it's all going the way that God wants it.
[57:31.000 --> 57:40.000]  Exactly. Look, you've got to do the right thing, trust in God, justice be done, may the heavens fall. All that we've got to do is do the right thing and then trust in God.
[57:40.000 --> 57:50.000]  He'll carry it the rest of the way. But their open brazen takeover is forcing all this out in the open. Hour two coming up.
[57:50.000 --> 57:59.000]  Thousands of Americans are facing evacuation. If you or any of your loved ones might need to evacuate, you must do it yourselves.
[57:59.000 --> 58:05.000]  Please don't procrastinate until they do it for you. Remember the terrible conditions of those that didn't get out for Katrina.
[58:05.000 --> 58:21.000]  Go right now to efoodsdirect.com slash alex or call 800-409-5633 for information on the new evacuation pack. It contains two weeks of delicious, easy to fix food along with the equipment to prepare it.
[58:21.000 --> 58:28.000]  It's packed in a rugged heavy duty tote for transport. Evacuations are looming with the storms and the Gulf oil catastrophe.
[58:28.000 --> 58:37.000]  No matter where you live, wildfires, earthquakes, floods and storms must be escaped. Don't be like a deer frozen in the headlights of oncoming disaster.
[58:37.000 --> 58:50.000]  At least prepare yourself with this two week evacuation pack from efoodsdirect.com. Call 800-409-5633 on the web efoodsdirect.com slash alex.
[58:50.000 --> 58:58.000]  You may be arrested and or subjected to other police action.
[59:20.000 --> 59:29.000]  Police State 4 chronicles the sickening depths to which our republic has fallen. Prepare to enter the secretive world of emergency dictatorship.
[59:29.000 --> 59:38.000]  Body scammers, sound cameras, citizen spies, staged terror and cameras on every street corner. It's only the beginning of the New World Order's hellish plan.
[59:38.000 --> 59:51.000]  The police state isn't coming. It's here. Secure your copy today at infowars.com or see it online in the highest quality at prismplanet.tv.
[59:51.000 --> 1:00:00.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[1:00:00.000 --> 1:00:17.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does he. He's Alex Jones on the GCN Radio Network.
[1:00:17.000 --> 1:00:22.000]  And now, live from Austin, Texas, Alex Jones.
[1:00:22.000 --> 1:00:31.000]  Hour number two, continuing with your calls, coming up in about 20 minutes. I'm going to start getting into race-baiting in the media.
[1:00:31.000 --> 1:00:40.000]  The way they're using race to control populations and the economy. We're going to deal with the fact, is Obama guilty of high treason?
[1:00:40.000 --> 1:00:50.000]  And the fact that the mainstream media is trying to demonize yours truly. I should stop calling him the mainstream media and call them the dying, lying, elitist megaphone.
[1:00:50.000 --> 1:00:55.000]  Let's go ahead and talk to Ron in Arizona. Ron, you're on the air.
[1:00:55.000 --> 1:01:09.000]  Yeah, hey, Alex. I was listening to Hannity today and the only reason I stayed on the channel to listen to it was because he mentioned something about Iran and it caught my attention.
[1:01:09.000 --> 1:01:25.000]  You know, you're looking to see what the next false flag is. I think they're going to do a Cuban Missile Crisis-style thing because now they're saying Ahmadinejad is setting up factories in Venezuela and has connections with Hugo Chavez and they're flying troops in there and everything else.
[1:01:25.000 --> 1:01:28.000]  It's like they're disseminating the propaganda.
[1:01:28.000 --> 1:01:39.000]  Oh yeah, and they've already passed sanctions to start stopping Iranian boats and not letting them import basically anything, which Ron Paul has said is an act of war and I agree it is.
[1:01:39.000 --> 1:01:44.000]  And so they want a new Strait of Hormuz-type crisis. Very well said. No, I agree with you, Ron.
[1:01:44.000 --> 1:01:57.000]  And Hannity, I've seen Limbaugh and Beck come out and admit the world government and the takeover. I do not see that from Hannity. He is the worst of the neocon talk show host.
[1:01:57.000 --> 1:02:05.000]  Do you guys have a suggestion, email where you send suggestions because I have some information that I don't want to share on the air?
[1:02:05.000 --> 1:02:11.000]  Yes, it's showtipsandinfowars.com and we'll do our best at reading all of that.
[1:02:11.000 --> 1:02:12.000]  Okay, thank you.
[1:02:12.000 --> 1:02:19.000]  Thank you, Ron. I appreciate your call. We'll be looking for that intel. Let's talk to Shane in Illinois. You're on the air, Shane.
[1:02:19.000 --> 1:02:33.000]  What a pleasure, Alex. Hey, and the topics you're talking are spot on at work. My territory got changed around and I was able to listen to you through my computer at work in the truck.
[1:02:33.000 --> 1:02:46.000]  And I got turned into a, like I said, my territory kind of changed a little bit so I had to go a little bit at rule, which I couldn't pick you up as easily so I would listen to the talking heads and there's a new FM station in the area.
[1:02:46.000 --> 1:02:57.000]  But I've been listening to them and you're right. But if there were a few things that I would hit on, like you said, nothing's perfect in the movement like that.
[1:02:57.000 --> 1:03:01.000]  But the fact that they do mention this stuff is eye-opening.
[1:03:01.000 --> 1:03:12.000]  It shows how far we've come, Shane. It shows that we're mainstreaming real issues and real debate. We can never have a real discussion about offshore banks taking over.
[1:03:12.000 --> 1:03:20.000]  We can never have a real discussion about the private Federal Reserve or fractional reserve banking. We can never have a real discussion about carbon taxes being a tax.
[1:03:20.000 --> 1:03:31.000]  Now we can have a real debate and the facts are on our side, the Constitution's on our side, and if we have a real debate, the globalists are going to lose.
[1:03:31.000 --> 1:03:47.000]  Absolutely, absolutely. And you had said this at one other time, too, was that you were surprised that, like I said, this was a couple months ago, that the leash that they were giving Glenn Beck, you were surprised he was allowed to say some of the things he was saying to begin with.
[1:03:47.000 --> 1:04:02.000]  And the truth is the truth, the facts are the facts, and that's another thing they're saying now. It's one thing to manipulate and take the facts and use them to your advantage.
[1:04:02.000 --> 1:04:08.000]  But at some point, 1 plus 1 is 2, and it doesn't matter how you change that around, that's it.
[1:04:08.000 --> 1:04:23.000]  Well, I think you've hit at the heart, Shane, because of the Internet, because of alternative media, because of my radio show and you, the listener, spread the word, we have forced Limbaugh and others to tell the truth, or they wouldn't stay pertinent.
[1:04:23.000 --> 1:04:32.000]  Because Limbaugh, at the end of the day, wants to be number one. He wants to be relevant. And so we have forced them to come out in the open, or you can look at another way.
[1:04:32.000 --> 1:04:38.000]  Maybe we've educated them to realize that we weren't conspiracy theorists, but there's no putting it back in the bottle.
[1:04:38.000 --> 1:04:45.000]  There's no putting the barn door, you know, closed again, the horse has already left. The train's already left the station.
[1:04:45.000 --> 1:04:52.000]  And the cat's out of the bag, whatever cliche you want to use. Great to hear from you, Shane. Keep up the good work, spreadin' the word.
