[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[36:40.000 --> 36:46.000]  But if you're not aware and you're not informed and you don't know how city and county and state and federal government work,
[36:46.000 --> 36:50.000]  and you don't know that globalism is a foreign corporate takeover of governments,
[36:50.000 --> 36:54.000]  so they can loot the population through the power of government, you are a sitting duck.
[36:54.000 --> 37:00.000]  You're basically like a sheep that's had its legs cut off and has been tied to a steak.
[37:00.000 --> 37:02.000]  I mean, the wolves are going to come in and eat it.
[37:02.000 --> 37:04.000]  It doesn't have a prayer.
[37:04.000 --> 37:06.000]  We don't have a prayer.
[37:06.000 --> 37:15.000]  And it's just so disgusting to watch full grown adults and the governor of Ohio and the mayor of Cleveland begging and pleading for LeBron James to stay with them
[37:15.000 --> 37:20.000]  and having 4,000 people show up at a LeBron James appreciation event.
[37:20.000 --> 37:24.000]  And he wasn't even going to show up to the last 10 minutes.
[37:24.000 --> 37:27.000]  And then the team called him and said, you better get down here.
[37:27.000 --> 37:36.000]  And in national news on CNN, Fox, ESPN, everywhere, it was what will LeBron James's decision be.
[37:36.000 --> 37:40.000]  And of course it was to go to Miami where there's no income tax.
[37:40.000 --> 37:42.000]  Of course it was to go to Florida.
[37:42.000 --> 37:48.000]  Of course he wasn't staying in Ohio with an income tax or going to Chicago or going to New York.
[37:48.000 --> 37:50.000]  He doesn't care about you.
[37:50.000 --> 37:54.000]  You're a schmuck who goes and buys these $300, $400 tickets.
[37:54.000 --> 37:58.000]  The United States is collapsing and the media is worshiping LeBron James.
[37:58.000 --> 38:01.000]  They are setting the agenda.
[38:01.000 --> 38:07.000]  And I've seen the statistical breakdowns of the OJ Simpson trial and all the rest of it.
[38:07.000 --> 38:17.000]  After a while it gets low ratings, but the media still pushes it because they want you to be fed on a steady diet of Lacey Peterson
[38:17.000 --> 38:19.000]  and Lindsay Lohan.
[38:19.000 --> 38:27.000]  They want you to know all about Lindsay Lohan, all about Mel Gibson and nothing about the Bill of Rights and Constitution.
[38:27.000 --> 38:34.000]  Nothing about the fact that the health care plan was written by the insurance companies and it raises taxes and actually cuts Medicare and Medicaid
[38:34.000 --> 38:39.000]  and doesn't cover people with pre-existing conditions.
[38:39.000 --> 38:42.000]  The Republicans lied about what it really did.
[38:42.000 --> 38:43.000]  They called it socialism.
[38:43.000 --> 38:44.000]  It wasn't even that.
[38:44.000 --> 38:45.000]  It was a rip-off.
[38:45.000 --> 38:49.000]  It was a transfer of wealth by the big banks that own the insurance companies.
[38:49.000 --> 38:52.000]  And the Democrats lied about what it was and said it was a free handout.
[38:52.000 --> 39:00.000]  You think they're going to give a bunch of dumbed-down idiots that go paint themselves up like clowns and only care about the World Cup and basketball.
[39:00.000 --> 39:01.000]  You think they care about you.
[39:01.000 --> 39:03.000]  You think you've got any future.
[39:03.000 --> 39:04.000]  Act them like an idiot.
[39:04.000 --> 39:10.000]  You think you could just go through life not being involved in society and not being informed and you're not going to get burned.
[39:10.000 --> 39:13.000]  You're not going to get hurt.
[39:13.000 --> 39:14.000]  We've got to set our priorities.
[39:14.000 --> 39:22.000]  We've got to decide whether we want to try to fix our society and then it's such a horrible situation we may not be able to.
[39:22.000 --> 39:24.000]  Or whether you want to be a total slave.
[39:24.000 --> 39:25.000]  It's that simple.
[39:25.000 --> 39:33.000]  Now the good news is it was only 5% that won the war against the British in this country and it's going to be 5% that are going to win the Info War again.
[39:33.000 --> 39:35.000]  We've got a lot more than 5% today.
[39:35.000 --> 39:41.000]  When InfoWars.com and PrisonPlanet.com, and I'm just one guy out here fighting the New World Order, there's many others,
[39:41.000 --> 39:50.000]  are receiving millions and millions of visitors a week when videos that I post to YouTube are receiving millions of views apiece.
[39:50.000 --> 39:52.000]  I could spend 5 minutes, make a video.
[39:52.000 --> 39:54.000]  Within a couple of weeks a million people have watched it.
[39:54.000 --> 39:57.000]  Sometimes within a day a million have watched it.
[39:57.000 --> 40:01.000]  That is threatening the system and people are starting to wake up.
[40:01.000 --> 40:03.000]  They're starting to value real issues.
[40:03.000 --> 40:07.000]  They're starting to rediscover what made America great and that is threatening the system.
[40:07.000 --> 40:14.000]  And so that's why they're coming out with this police state and trying to shut down the Internet.
[40:14.000 --> 40:24.000]  But really what this sports culture does and what this Hollywood culture does is it teaches people to be spectators and to live vicariously through others.
[40:24.000 --> 40:30.000]  And that's why in every study we look at people talk about being so empty and so hollow and so uncreative.
[40:30.000 --> 40:40.000]  Ladies and gentlemen, I am so fulfilled, my mind is so full of ideas and renaissance and understanding that I can hardly sleep at night.
[40:40.000 --> 40:44.000]  My life is so wonderful and so good because I'm fighting against tyranny.
[40:44.000 --> 40:47.000]  I'm following in my ancestors' footsteps.
[40:47.000 --> 40:56.000]  Our species just six, seven thousand years ago was in little ragtag hunter-gatherer bands on the verge of starvation.
[40:56.000 --> 41:00.000]  Just surviving was victory.
[41:00.000 --> 41:10.000]  And once you understand that life is about being informed and life is about being involved, you will become fulfilled.
[41:10.000 --> 41:19.000]  And while we're busy focused on the World Cup and Spain winning by one point today and while we're obsessed with LeBron James, look at these headlines.
[41:19.000 --> 41:22.000]  Senate bill would make airport body scanners mandatory.
[41:22.000 --> 41:29.000]  TSA has already said that they're going to make a mandatory. It does record your genitals, they are scanning children, they are saving it.
[41:29.000 --> 41:35.000]  There have been airport workers where they make fun of the size of their organs and then they get in fist fights and people go to jail.
[41:35.000 --> 41:38.000]  They are recording it, but they lied to you and said they weren't.
[41:38.000 --> 41:40.000]  Then they said there was no cancer risk.
[41:40.000 --> 41:46.000]  Turns out it's 20 to 50 times depending on which machine worse than what they originally said.
[41:46.000 --> 41:56.000]  Here's another one. All over the country, they're putting it in grocery stores, thumb prints, face scans and breathalysers and swiping your ID to get wine or beer.
[41:56.000 --> 42:01.000]  They don't just trust the clerk to swipe your license now. You're being trained for a casual society.
[42:01.000 --> 42:05.000]  Look at this. Biometric entry plan for California State Park.
[42:05.000 --> 42:11.000]  You must thumb print and swipe a license to be able to get into the park.
[42:11.000 --> 42:19.000]  This is the beast society. This is so they can track and control everything you do and tax everything you do and not let you escape the taxation grid.
[42:19.000 --> 42:28.000]  And it's designed to bankrupt you and make you dependent on government. This is domestication. This is happening.
[42:28.000 --> 42:34.000]  Continuing, academics, politicians pending global treaty threatens free internet fundamental rights.
[42:34.000 --> 42:40.000]  The world government has been formed. They're openly coming after your internet freedom because they know people are waking up
[42:40.000 --> 42:46.000]  and there's been a pendulum swing against all this dumbed down brainwashing and against the mainstream media.
[42:46.000 --> 42:50.000]  So government, big corporations and mainstream media want to shut down freedom on the web.
[42:50.000 --> 43:12.000]  We'll cover this after we take phone calls, get into the economy and a lot more.
[43:21.000 --> 43:28.000]  When you order from eFoodsDirect.com from July 4th through July 14th, every dollar you spend will buy the food.
[43:28.000 --> 43:32.000]  And eFoodsDirect will pay for the shipping in the continental United States.
[43:32.000 --> 43:42.000]  This is Alex Jones wishing you and your family true independence this 4th of July with great food and free shipping through July 14th from eFoodsDirect.com.
[43:42.000 --> 43:50.000]  You can order on the website eFoodsDirect.com or simply call 800-495-633. That's 800-495-633.
[43:50.000 --> 43:54.000]  Or on the web at eFoodsDirect.com forward slash ship free.
[43:54.000 --> 44:01.000]  The fall of America and the western world is an all new 10 hour documentary and survival guide rolled into one.
[44:01.000 --> 44:06.000]  In this film you will see the reasons why our government is failing and what you can do to prepare.
[44:06.000 --> 44:21.000]  Featuring Dr. Paul Craig Roberts, Joseph Farrah, David Ike, Naomi Wolf, G. Edward Griffin, Doug McIntyre, Mark Crispin Miller, Mickey Z, Doug Casey, David McElvaney and myself Alex Jones.
[44:21.000 --> 44:26.000]  Protect yourself and get the tools you need to protect your family from these difficult times.
[44:26.000 --> 44:36.000]  The fall of America and the western world at www.thefallofamerica.net or click on the banners at infowars.com and prisonplanet.com.
[44:36.000 --> 44:45.000]  Again that websites www.thefallofamerica.net or call 800-655-1577.
[44:45.000 --> 44:50.000]  Prepare yourself and the ones you love today, fallofamerica.net.
[44:50.000 --> 44:59.000]  Hi folks this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[44:59.000 --> 45:08.000]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[45:08.000 --> 45:13.000]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[45:13.000 --> 45:24.000]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[45:24.000 --> 45:34.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[45:34.000 --> 45:47.000]  Very easy to follow step-by-step instructions are provided, making production fast and simple. Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[45:47.000 --> 46:05.000]  That's www.silverlungs.com.
[46:17.000 --> 46:22.000]  Participate change, recognize the implications, and take protective strategies.
[46:22.000 --> 46:30.000]  Individual readers from every walk of life can put the Trends Journal Trends forecast and Trends analysis to practical use.
[46:30.000 --> 46:33.000]  Extra information to keep you well informed throughout the year.
[46:33.000 --> 46:40.000]  When any current event of major social economic or political significance occurs, Trends Journal notifies its subscribers of their implications.
[46:40.000 --> 46:49.000]  When you subscribe to the Trends Journal, you'll also receive Trends Alerts. Visit TrendsResearch.com today. That's TrendsResearch.com.
[46:49.000 --> 47:18.000]  When you subscribe to the Trends Journal, this information is too important to wait.
[47:18.000 --> 47:38.000]  Well, three separate times in the last five years, the state of Texas tried to enforce illegal, under federal and state law, transfers of major existing highways to Centro of Spain, a Spanish company that came in and bought off the legislature.
[47:38.000 --> 48:02.000]  This is going all over the country, but here in Austin and in Texas, they came into the capital, bought them off, and three times, people filed suit, they've had demonstrations, they've protested, they've pointed out the law, and they haven't been able to put a toll road on Mopac, the second busiest road in Texas, and on I-35, and on 183 North, and on 290.
[48:02.000 --> 48:22.000]  I would not be able to get to my office every day without paying at least $5, and that's how they're going to quote, start. And we've got plenty of money from the gas tax. I've looked at the numbers. They're just looting us, just because if the public isn't informed and isn't involved, why shouldn't foreign corporations come in and take over existing roads?
[48:22.000 --> 48:41.000]  It's illegal to put a toll road on an existing road. But Kirk Watson, the former Austin mayor, who is a state senator, the guy that took tens of thousands of acres under the SOS plan from private property owners claiming it would be a nature preserve, turned around and built things on it, he's now trying to spearhead this again.
[48:41.000 --> 48:52.000]  And if people are informed and involved, we'll beat them the fourth time. And yes, they'll come back again the fifth time. But these people should be investigated. They shouldn't be able to do this over and over again.
[48:52.000 --> 49:10.000]  Here's another example. Utah is doing eminent domain. Over 80% of their state is federal. And under federal law, the feds aren't supposed to be able to have basically any property in this country, except for the District of Columbia and federal courthouses.
[49:10.000 --> 49:25.000]  But the feds grabbed the property in the last 70 years across the West, and the states were supposed to be able to then go and take it from them whenever they wanted it, and citizens were supposed to be able to, quote, go squat on it and stake a claim and get property.
[49:25.000 --> 49:42.000]  Another great engine of freedom and wealth is land. And people forgot about their liberties. They forgot about their freedoms. They forgot about the law. But now they've rediscovered it and Utah is taking large portions of the land back, and it's going to the citizens.
[49:42.000 --> 49:57.000]  80 plus percent. Over 90% of Nevada is federal. In fact, there's the headline, Utah plans to take U.S. land through eminent domain. Beautiful. Another example of people waking up and getting involved.
[49:57.000 --> 50:10.000]  Here's another example. House spokesman. And I've got another headline here. Obama's spokesman says Democrats could lose house. Oh, they're going to lose it for sure, and probably the Senate.
[50:10.000 --> 50:20.000]  Now, if we are informed and go, wait a minute, every time the Republicans get back in, they sell us out again, we've got to make sure that true patriots get elected who are anti-globalist pro-America.
[50:20.000 --> 50:31.000]  Then this takeover of the house can be real. And because the public is becoming informed, every incumbent, every pro-establishment Republican or Democrat is losing in these primaries and in special elections.
[50:31.000 --> 50:40.000]  You see what happened in Massachusetts and Kentucky and Pennsylvania with Specter in Utah and Colorado and Hawaii on and on and on in Florida.
[50:40.000 --> 50:54.000]  That's an example. People get informed. They actually find out somebody's voting record, whether they're Republican or Democrat, of their establishment. If they sold out, if they flip-flopped, they're gone.
[50:54.000 --> 51:03.000]  Another example of being informed, Arizona discovers it's their right and duty to protect their citizens from the lawless crime wave. They stand up and say, we're going to enforce the law.
[51:03.000 --> 51:16.000]  This is what being awake does. Now, imagine if the LeBron James fans that by the tens of thousands went to rallies and demonstrations, some as many as 4,000 per demonstration.
[51:16.000 --> 51:30.000]  If they actually lobbied for, say, a Daimler Chrysler plant that they narrowly lost the bid for, they would have gotten that plant in jobs instead of some overpaid joke who, if you break it down, brings almost no money to the economy.
[51:30.000 --> 51:38.000]  Because the people are starting to get their priorities straight. So we're starting to see the pendulum swing back a little bit, but the establishment's pushing back.
[51:38.000 --> 51:49.000]  So everything you do right now is so vital. America and the world is at a crossroads. Every one of you is needed to get off the bench and in the game of life and to defend our republic.
[51:49.000 --> 51:57.000]  Is America perfect? No, but there's nothing better. And we know the globalists trying to get rid of our bill of rights and constitution want tyranny.
[51:57.000 --> 52:04.000]  So we better try to keep our republic. Now, the fight is on. The war is on. History is taking place right now.
[52:04.000 --> 52:11.000]  Okay, look, I'm going to take calls until the bottom of the next hour, this segment and the next two. And then I'm going to cover news for the last 30 minutes.
[52:11.000 --> 52:19.000]  But let's go to calls right now. I see about 15 calls here. Who's first up? Mark in Texas. You're on the air. Welcome.
[52:19.000 --> 52:22.000]  Hey, thank you, Alex. How are you doing today, sir?
[52:22.000 --> 52:27.000]  I'm doing pretty good. I'm a little upset that the Netherlands lost, though. That's what that's all that's important.
[52:27.000 --> 52:36.000]  And LeBron's going to the heat. I mean, I associate my personal destiny with a basketball player. And so I'm feeling a little depressed right now.
[52:36.000 --> 52:44.000]  I'm not upset about the fact that they admit we're going into a depression. I'm not upset about the fact that they're putting biometric scanners in everywhere to buy and sell.
[52:44.000 --> 52:50.000]  I'm not upset about the fact that our countries bankrupt. I'm just upset about LeBron James right now.
[52:50.000 --> 53:02.000]  Yeah, there are so, so many things here. And I'm glad you said something earlier about things, about not following you and all the talking points and not being like a robot.
[53:02.000 --> 53:16.000]  None of us are robots and we're not limited. And one thing that I've been seeing a lot, and I've dug into some things, especially about the oil well, my cousin who I've known since I was a kid.
[53:16.000 --> 53:22.000]  He's an older cousin. And he's worked on those wells for years. He was on the one that blew 13 days before it went off.
[53:22.000 --> 53:29.000]  And I've got detailed reports from him on all the ways that things worked from top on up. And I want to share that at one point, but not today.
[53:29.000 --> 53:40.000]  Well, they admit that two months before the well had already started leaking and that BP gave the operators Schlumberger, Anadarko and Halliburton orders that they knew would cause it to blow up.
[53:40.000 --> 53:47.000]  And now Obama wants to get his carbon tax and I told people 80 days ago that and now they admit they want to get a carbon tax.
[53:47.000 --> 53:51.000]  Yeah, yeah, yeah. You guys have probably got a lot of that already covered.
[53:51.000 --> 53:53.000]  What's on your mind today, Mark?
[53:53.000 --> 54:04.000]  Yeah, I'm glad you said that. The issue of loyalty here to this Constitution God, the idea of free rights for, you know, the freedom that we should have and retain.
[54:04.000 --> 54:16.000]  I'm finding some examples in history here. And even in countries that are not ours, but people stood up for those basic principles that our founders left.
[54:16.000 --> 54:27.000]  Yeah, there's always thugs and crooks that try to take control of society. And if good people aren't involved, as George Washington said, all that evil men and tyrants need to flourish is that good men and women do nothing.
[54:27.000 --> 54:32.000]  And so if good people aren't involved, defending their liberties, you will have them stolen.
[54:32.000 --> 54:40.000]  Yeah, this fellow, Red Beckman, I think he's been on your show. I've been reading his book. A good friend of mine who worked for the CIA and resigned because he saw what they were doing,
[54:40.000 --> 54:54.000]  gave me this thing about this born-again republic. And in this, Red Beckman mentions that he goes, we must remember that the Constitution was like a will which was written to govern the estates of our founding fathers.
[54:54.000 --> 55:06.000]  A will is a law which is written to govern an individual's estate. Our founding fathers fought and won the revolution. The people then owned the country. They were not under the fist of any government.
[55:06.000 --> 55:13.000]  No, that's it. Mark, I gotta jump, but great points. See, every other country been run by a monarch, by a king up until that point.
[55:13.000 --> 55:19.000]  And this was a system of, we have a bill of rights, a constitution, private property rights, a man's home is his castle.
[55:19.000 --> 55:26.000]  This is in a state for we the people in perpetuity for our posterity. Read the Declaration of Independence. We are the government.
[55:26.000 --> 55:38.000]  These fake Christians paid off by FEMA. Think about that on record. Two years before it was mainstream news and declassified, we had the secret documents that over 50,000 preachers had been secretly trained by FEMA to teach their flocks.
[55:38.000 --> 55:47.000]  Romans 13, submit to Caesar. We are Caesar in America. Submit to the Bill of Rights. Submit to the Constitution.
[55:47.000 --> 55:51.000]  I appreciate your call, Mark. Real fast, Josh in California. Go ahead, Josh.
[55:51.000 --> 55:53.000]  Hey, what's up, buddy? How are you?
[55:53.000 --> 55:55.000]  We're on my broadcast. Welcome.
[55:55.000 --> 56:03.000]  Hey, man, I want to tell you two things. I want to make two quick points. It's also common on the LeBron James thing. I live in Los Angeles, so I'm engulfed with the circus that we call entertainment.
[56:03.000 --> 56:11.000]  And it's, I mean, I'm leaving because it's so, it just, it's deplorable how it is here. And I also want to make a point that my, my girlfriend just became a citizen.
[56:11.000 --> 56:17.000]  She was, um, she's from Mexico and she now is looking at it. She's thoroughly disgusted with what's going on.
[56:17.000 --> 56:23.000]  She, she can't even believe that. She said, why am I a citizen? Why'd I become a citizen? I could have just gotten free healthcare.
[56:23.000 --> 56:27.000]  I could commit illegal crimes and not get any trouble. She said it doesn't make any sense.
[56:27.000 --> 56:31.000]  Well, God bless her. We want people from everywhere who want to be Americans and want to be citizens.
[56:31.000 --> 56:37.000]  The issue is a lot of people coming from Mexico believe the U.S. is Mexico and believe it's Hillary Conquista.
[56:37.000 --> 56:45.000]  And the, and the globalist are using it as a political weapon to bankrupt the states. It is a, it is a, I mean, that's why we're so upset about it.
[56:45.000 --> 56:55.000]  And I have one question for you. Do you know anything about the company Abingoa, which is the company that got the $1.8 billion, the, the deal with Obama?
[56:55.000 --> 57:02.000]  You know, I think that rings a bell, but you know what? I'm going to put you on hold. We're going to come back in the next hour and we're going to have you finish up.
[57:02.000 --> 57:08.000]  And then we're going to get to Greg, Cliff, Jeff, Kevin, Gabby, Kyle, Dan, Timothy, Colonel Six and others.
[57:08.000 --> 57:13.000]  A toll free number to join us at 888-201-2244. And the callers are great, but just, I want to get to everybody.
[57:13.000 --> 57:17.000]  So have your question, your comment ready. We're going to come back after a two minute break.
[57:17.000 --> 57:21.000]  Some stations don't carry that first five minutes. Then we'll come back in that next segment, continue with your phone calls.
[57:21.000 --> 57:31.000]  And we're going to get into everything. It's now mainstream news. It's not being denied. A global government treaty, a secret treaty is being ratified right now
[57:31.000 --> 57:37.000]  to restrict free speech on the internet and to tax the internet and to tax talk radio and to shut down free speech.
[57:37.000 --> 57:42.000]  It's really happening and the FCC is taking orders from the UN.
[57:44.000 --> 57:48.000]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[57:48.000 --> 57:53.000]  Number one, new climate legislation could easily double or triple your electric bill.
[57:53.000 --> 57:59.000]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[57:59.000 --> 58:04.000]  It's true, total government control of electricity in the name of smart grid technology is coming.
[58:04.000 --> 58:09.000]  Number three, in some areas of the country, the power grid is dangerously overloaded.
[58:09.000 --> 58:13.000]  And now, new socialist legislation is only compounding the problem.
[58:13.000 --> 58:16.000]  Number four, dangerous weather is always a threat to local grids.
[58:16.000 --> 58:20.000]  Every year, thousands of families lose their power from weather related onages.
[58:20.000 --> 58:25.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind.
[58:25.000 --> 58:30.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[58:30.000 --> 58:34.000]  You can get more information at www.mysolarbackup.com.
[58:34.000 --> 58:36.000]  That's mysolarbackup.com.
[58:36.000 --> 58:44.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[58:44.000 --> 58:48.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[58:48.000 --> 58:52.000]  Not detergents, but good old fashioned pure soap made by the Calvin Soap Company,
[58:52.000 --> 58:55.000]  a family owned and operated American company.
[58:55.000 --> 59:02.000]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, air, laundry, and dishes.
[59:02.000 --> 59:07.000]  There is nothing like these factory direct, big money saving triple concentrated soaps anywhere.
[59:07.000 --> 59:16.000]  Get a free detailed catalog by calling 800-340-7091 or see them online at fivestarsope.com or infowars.com.
[59:16.000 --> 59:20.000]  Let's talk to the owner of Five Star Soap, Marty Schachter, and see what he has to say.
[59:20.000 --> 59:27.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[59:27.000 --> 59:31.000]  I'm happy to say our business is going down the drain.
[59:31.000 --> 59:43.000]  Call us at 1-800-340-7091 or visit our website fivestarsope.com for buying a one to two month soap sampler.
[59:43.000 --> 59:53.000]  Thank you.
[01:00:14.000 --> 01:00:21.000]  All right, we're taking your phone calls and I'm going to go through a lot of other important news at the bottom of the hour.
[01:00:21.000 --> 01:00:24.000]  Let's go back to Josh in California.
[01:00:24.000 --> 01:00:28.000]  Tell us about this company that you were mentioning in Obama.
[01:00:28.000 --> 01:00:34.000]  So I started looking it up online and Avangala is that company that Obama just, it's a solar energy company,
[01:00:34.000 --> 01:00:40.000]  it's a Spanish company, mind you, that he gave the $1.8 billion loan to start developing sustainable energy.
[01:00:40.000 --> 01:00:44.000]  If you go on their website, all they talk about is the U.N.'s sustainable development,
[01:00:44.000 --> 01:00:48.000]  sustainable energy, how to change the environment, so everything's sustainable.
[01:00:48.000 --> 01:00:52.000]  I have seen that, I knew it was a Spanish company, just the name didn't ring a bell.
[01:00:52.000 --> 01:01:01.000]  And in Spain, it meant for every green job, it cost two jobs and the energy it cost to put it into that quote green system
[01:01:01.000 --> 01:01:04.000]  just doesn't work, so it ends up using even more energy.
[01:01:04.000 --> 01:01:10.000]  And then all it does is transfer the jobs to India, China and other third world countries that have no emissions controls.
[01:01:10.000 --> 01:01:15.000]  And so the increase in the devil gas carbon dioxide actually goes up.
[01:01:15.000 --> 01:01:20.000]  But you try to tell some brain dead, fake environmentalists this, they just don't want to hear it.
[01:01:20.000 --> 01:01:28.000]  Well, and I'll talk about how can they sit there and explain that employment is on the rise and he's willing to give $1.8 billion to a Spanish company.
[01:01:28.000 --> 01:01:32.000]  And to me, this is just ironic that it's on the heels of everything that's going on in the Gulf.
[01:01:32.000 --> 01:01:38.000]  It was, you know, 60 plus days into the Gulf and all of a sudden he now finds a $1.8 billion loan to give to a Spanish company.
[01:01:38.000 --> 01:01:44.000]  What day is the Gulf? What day? I mean, it's over 80 days. How many days, guys? I know it's over 80 days.
[01:01:44.000 --> 01:01:48.000]  Yeah, it's just disgusting. And you know, Alex, I just want to thank you for everything you've done.
[01:01:48.000 --> 01:01:52.000]  You've opened up my eyes completely. I've now gotten many people, their eyes opened up.
[01:01:52.000 --> 01:01:55.000]  And I thought that you've also, you know, made me a believer in God too.
[01:01:55.000 --> 01:01:58.000]  So by all means, man, thank you so much for everything you've done.
[01:01:58.000 --> 01:02:01.000]  Josh, I appreciate your call. God bless you, my friend.
[01:02:01.000 --> 01:02:04.000]  Let's talk to Greg in New Jersey. Greg, you're on the air.
[01:02:04.000 --> 01:02:08.000]  Hey, Alex, just want to let you know that people are getting involved.
[01:02:08.000 --> 01:02:10.000]  I live in Monmouth County here in New Jersey.
[01:02:10.000 --> 01:02:16.000]  And of course, you know, the Battle of Monmouth was the pivotal battle that showed that a ragtag bunch of citizens could get together
[01:02:16.000 --> 01:02:19.000]  and take on the greatest empire in the world at the time, and that was England.
[01:02:19.000 --> 01:02:22.000]  Well, the same thing is happening, you know, it's happening here.
[01:02:22.000 --> 01:02:29.000]  We were credited with basically getting rid of Governor Corzine who tried to sell off our term pike.
[01:02:29.000 --> 01:02:34.000]  And in fact, I took that information about Centros and brought it to the, to a state hearing that they were having.
[01:02:34.000 --> 01:02:40.000]  And the people in the room were amazed that they, that they didn't know that the king of Spain was one of the principal stockholders.
[01:02:40.000 --> 01:02:47.000]  Well, funny, the last caller was talking about multi-billion dollar payoffs to Spain to take over our infrastructure.
[01:02:47.000 --> 01:02:54.000]  And the same thing in England, they, the government pays to shut down steel mills in England and then ship them to India
[01:02:54.000 --> 01:03:00.000]  owned by Pechari, who was the head of the IPCC, UN Global Warming Fear Mongering Squad.
[01:03:00.000 --> 01:03:07.000]  And I have followed New Jersey and some people are saying your new governor is involved in economic hitman behavior, privatizing things.
[01:03:07.000 --> 01:03:17.000]  And I am watching him closely, but I don't think privatizing the DMV and things like that is seizing your roads, seizing your schools, seizing your water.
[01:03:17.000 --> 01:03:24.000]  That's the type of globalist privatization that isn't privatization, but is simply looting.
[01:03:24.000 --> 01:03:28.000]  Well, we're going to be keeping a close eye on that. Trust me when I say that.
[01:03:28.000 --> 01:03:36.000]  In fact, also trying to awaken as many citizens as possible, for example, I'm a councilman here, you know, in my town.
[01:03:36.000 --> 01:03:39.000]  Because I got tired of complaining and I wanted to get involved.
[01:03:39.000 --> 01:03:43.000]  There you go. And Greg, you're now a councilman. See, you took action.
[01:03:43.000 --> 01:03:48.000]  You're doggone right. And I've also volunteered to man one of the tents at our county fair.
[01:03:48.000 --> 01:03:55.000]  I'm going to be passing out free pocket constitutions just to ensure that the people get the word that the power...
[01:03:55.000 --> 01:04:05.000]  Exactly. And then when FEMA, who's been doing this for at least 15 years, just made news last year finally, creeps around and tells cops anybody with a pocket constitution wants to kill them.
[01:04:05.000 --> 01:04:08.000]  They actually teach them that in the Mayak and Homeland Security reports.
[01:04:08.000 --> 01:04:14.000]  We're just out there handing them out to everybody. They want to make it dirty and secret and bad and like it's porn or something.
[01:04:14.000 --> 01:04:21.000]  We've got to go, no, we're the good guys. You know, this is normal. It's the same thing with having guns in your gun rack.
[01:04:21.000 --> 01:04:25.000]  We have to exercise this openly or lose it. Go ahead.
[01:04:25.000 --> 01:04:33.000]  That's exactly it. The whole idea, you said before about the heroes of the past were the inventors, were the people that believed in freedom.
[01:04:33.000 --> 01:04:37.000]  And that's what we're trying to do. That's what I'm trying to single-handedly try to do.
[01:04:37.000 --> 01:04:42.000]  Greg, you're a hero. You're a hero. You're a patriot. You ran for city council. You won.
[01:04:42.000 --> 01:04:46.000]  If you would have lost, you would have been a hero. You would have educated people, even if you lost.
[01:04:46.000 --> 01:05:11.000]  But you won because people are now ready to hear the truth. Folks, I'm telling you, run for office everywhere.
[01:05:16.000 --> 01:05:24.000]  Now being expanded nationwide, this documentary exposes how the continuity of government program has established an old powerful shadow state.
[01:05:24.000 --> 01:05:28.000]  Police State 4 chronicles the sickening depths to which our republic has fallen.
[01:05:28.000 --> 01:05:32.000]  Prepare to enter the secretive world of emergency dictatorship.
[01:05:32.000 --> 01:05:38.000]  Body scanners, sound cameras, citizen spies, staged terror and cameras on every street corner.
[01:05:38.000 --> 01:05:42.000]  It's only the beginning of the New World Order's hellish plan.
[01:05:42.000 --> 01:05:49.000]  The police state isn't coming. It's here. Secure your copy today at infowars.com
[01:05:49.000 --> 01:05:54.000]  Or see it online in the highest quality at PrismPlanet.tv
[01:05:54.000 --> 01:06:00.000]  The Genesis Communications Radio Network probably presents The Alex Jones Show
[01:06:00.000 --> 01:06:08.000]  Because there's a war on for your mind.
[01:06:08.000 --> 01:06:12.000]  This is the second and final hour, ladies and gentlemen.
[01:06:12.000 --> 01:06:15.000]  I am continuing with your phone calls in this segment and the next.
[01:06:15.000 --> 01:06:21.000]  I'm going to news blitz in the last half hour. I've got some really good news on the political realignment.
[01:06:21.000 --> 01:06:24.000]  The awakening happening out just here but worldwide.
[01:06:24.000 --> 01:06:28.000]  But also got the bad news on the economy and the oil spill and the police state.
[01:06:28.000 --> 01:06:36.000]  The globalists, these private banks, these Ponzi scheme operators that created the tens of trillions in derivatives
[01:06:36.000 --> 01:06:41.000]  and bought the world with it through fraud and are now bankrupting our society.
