[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[01:04:38.000 --> 01:04:46.000]  And I know it's not nitric oxide. It's nitric. I just get that wrong. But you can find that product at infowarstore.com. Nitric Boost, infowarstore.com.
[01:04:46.000 --> 01:04:59.000]  All right. Huge second hour, giant third hour. So much lined up. Dr. Darren Beatty joins us straight ahead. Infowars.com, Kamara's News, today.
[01:04:59.000 --> 01:05:14.000]  In early 2022, Infowars launched a very important fundraiser that kept us on air. Your support of that fundraiser is the reason we are still here today fighting the globalist and having incredibly successful results.
[01:05:14.000 --> 01:05:33.000]  So I thank you for your passive support. Now, that was a three coin series, the founding member coin. The final coin that we're putting out for a long time is the Teddy Roosevelt Man in the Arena coin, exclusively available at 1776coin.com.
[01:05:33.000 --> 01:05:45.000]  There are only a few thousand of the coins left. And yes, there's a markup on the coins because that's why it's a fundraiser. And the coin is a collector's item momento of your support during the Second American Revolution.
[01:05:45.000 --> 01:06:04.000]  So if you want to get one of these coins, they're going fast and you can get $30 off on the coin with promo code 1776 at 1776coin.com. Thanks for keeping us on the air.
[01:06:04.000 --> 01:06:18.000]  Jacinda Ardern. From the front lines of the Information War, it's Alex Jones.
[01:06:18.000 --> 01:06:35.000]  Jacinda Ardern has resigned. Paul Schwab said that she was the best example of their female operatives and that Justin Trudeau is the best example of a male operative. She carried out every order of the UN and the globalists and the Chai comms.
[01:06:35.000 --> 01:06:51.000]  And she is now resigning because she has about a 19 to 20 point support rate, even with their skewed polls. She is a truly wicked woman that said, don't talk to your neighbors, that the lockdowns basically never end, that don't look at the sun, don't go outside.
[01:06:51.000 --> 01:06:57.000]  They said, don't look at the sunset. They said that in Australia and New Zealand. Just absolutely over the top, evil.
[01:06:57.000 --> 01:07:07.000]  We have incredible footage on infowars.com and a placement of later of the great folks at Rebel Media confronting Albert Bordela of Pfizer. It was a devastating tag team by two reporters.
[01:07:07.000 --> 01:07:26.000]  Schwab got confronted and ran off scurrying into the night like a Nazi 2.0 that he is. We've got so much more. And this happened a few days ago and I meant to cover it, but I want to hit it some today because now they've got all these different camera angles of Greta Thunberg with the police at a coal plant in Germany,
[01:07:26.000 --> 01:07:40.000]  trying to have one of their last coal plants shut down so they can all freeze to death. And she's there with the cameras and the lights and the cops and she's laughing with them and then they say action and then they start pushing her away and saying they arrested her.
[01:07:40.000 --> 01:07:55.000]  Headlines everywhere. CNN is still not retracted. BBC is not retracted. I got the articles here in the stack. It's ridiculous that they shoot all this social media themselves, then put out a fake video, do this whole fake mosh pit.
[01:07:55.000 --> 01:08:10.000]  With the police and then still put out the admission it's fake. They just don't care. They just rub it in our faces. That reminds me now we learned thousands of doctors weren't real doctors on Twitter from the Twitter files.
[01:08:10.000 --> 01:08:21.000]  You know, it's the same on Facebook everywhere else. They were working for think tanks. They're working for PR firms while they turn around and call us fake news. Ladies and gentlemen, ab.
[01:08:21.000 --> 01:08:32.000]  Absolutely insane. All right. Joining us to cover the waterfront is Dr. Darren Beatty. He was a White House advisor and speech writer to President Trump. He's also been a professor and political scientist.
[01:08:32.000 --> 01:08:44.000]  And he's at Darren J. Beatty on Twitter and Revolver.News, of course, does a fabulous job. And he's here with us to talk about what's coming up in the new Congress. What's happening with Hunter Biden?
[01:08:44.000 --> 01:08:54.000]  What's happening with the awakening of the globalists and the W.E.F. and the Chai comms? And what are our key strategies he thinks we can have? He's a really smart guy. I respect him.
[01:08:54.000 --> 01:09:03.000]  On what we can do to accelerate the awakening and stop the tyranny and turn our economy back on and turn the world's economy back on and stop the replacement migration and the rest of it that's killing us.
[01:09:03.000 --> 01:09:16.000]  Versus how are they going to strike back? Because I think it's fair to say he may disagree, but they are hounded. They are desperate. They're at the W.E.F. saying we got a ban free speech in America. We got to arrest our opposition.
[01:09:16.000 --> 01:09:26.000]  They are killing us. And for what I see, that is happening. And again, I use this example. And we had Gavin McGinnis on two days ago. He said the same thing.
[01:09:26.000 --> 01:09:38.000]  He was getting 20, 30% hate when Trump was first in office when he walked down the street. Now, 70% love. So was I. I'm getting 99% love. And again, I'm a public figure so people know who I am.
[01:09:38.000 --> 01:09:47.000]  They don't know who the average person is. So you don't get to see how effective we are and how big the awakening is. So it's an incredible time to be alive.
[01:09:47.000 --> 01:09:55.000]  And we see this in so many other facets and other areas. So Dr. Beady, thank you for joining us. What do you want to get into first?
[01:09:55.000 --> 01:10:10.000]  Well, we can get in the whole range of it. The church style committee that's coalescing in the house. We can get into the Pfizer situation, that interesting confrontation.
[01:10:10.000 --> 01:10:32.000]  We can get into anything you want really. We could even get into a topic I've been discussing publicly lately that gets to the core of the information war, the concept that you've so brilliantly made the title of your show and really part of the ethos of what you do.
[01:10:32.000 --> 01:10:51.000]  And that is how certain people seem to be so promoted in an artificial algorithmic sense. And I've gotten a lot of pushback, a lot of hate and a lot of love, frankly, for some of my critiques of this individual called Lex Shridman that maybe you've heard of.
[01:10:51.000 --> 01:10:58.000]  So we could get into that as well. So really wherever you want to take it, I'm happy to go there and discuss.
[01:10:58.000 --> 01:11:12.000]  You know, I know Lex, I've had dinner with him, I've followed some of his work, but I do see the buzz online about him, because correct me if I'm wrong, when we get this later, it's kind of a side issue, but also see it as like a Greta Thunberg thing.
[01:11:12.000 --> 01:11:23.000]  I guess you're kind of getting at, is he something like that? I do see it algorithmically promoted by the system more than really anything else, which I find interesting.
[01:11:23.000 --> 01:11:33.000]  But I like a lot of what Lex has to say and do. I'm not super familiar with all the ins and outs. I know there's been some controversy with you and he and I really respect you.
[01:11:33.000 --> 01:11:36.000]  So I'd like to have you get into that a little bit here coming up.
[01:11:36.000 --> 01:11:42.000]  It's not just the algorithm. It's other talk show hosts and other podcasters that don't normally promote other people.
[01:11:42.000 --> 01:11:53.000]  I've seen them almost cultically, devotedly, promoting him. It's almost like Messianic or something.
[01:11:53.000 --> 01:12:00.000]  But then I've seen some of your writings. I think what you said on Twitter is, but there's not a Messianic thing there. I'm not saying he's a smart guy or interesting.
[01:12:00.000 --> 01:12:07.000]  I just, it's like dun dun dun. Oh my God, he's here. It's the greatest thing ever. Is that what you're getting at?
[01:12:07.000 --> 01:12:19.000]  Yes. No, I'm getting at a lot of things. And I think it's important to underscore that I haven't frankly been able to get through much of his content just because I find it a little bit boring.
[01:12:19.000 --> 01:12:26.000]  It's sort of like the TED Talks. And TED Talks are very popular with a certain type of demographic. And there's nothing wrong with that.
[01:12:26.000 --> 01:12:35.000]  There's nothing wrong with this type of content. He seems unobjectional as a person. I'm not saying he's a bad person.
[01:12:35.000 --> 01:12:44.000]  He's really not personal. I have fun with it a little bit just because it is such a ridiculous thing, but it's not personal. There's nothing against him.
[01:12:44.000 --> 01:12:58.000]  But I think as citizens and as consumers of information, it's really important for us to scrutinize and interrogate where the information comes from.
[01:12:58.000 --> 01:13:06.000]  And there's all of a sudden somebody who seems to be the most algorithmically put on person on the entire internet.
[01:13:06.000 --> 01:13:17.000]  Like, I joke, you can't watch a cooking video and go to sleep and not wake up to a Lex Friedman video. It's literally everywhere.
[01:13:17.000 --> 01:13:23.000]  Sometimes it'll, you know, they'll vary it up. You'll get a Jordan Peterson video. You get a Ben Shapiro video.
[01:13:23.000 --> 01:13:31.000]  But the extent to which the algorithm shoves this guy in your face, I think is a little bit bizarre.
[01:13:31.000 --> 01:13:35.000]  And I think we deserve to know what's behind that.
[01:13:35.000 --> 01:13:44.000]  Now, you know, we both have a lot of respect for Joe Rogan. I think the case of Joe Rogan, his talent is very evident.
[01:13:44.000 --> 01:13:57.000]  I understand why he's so successful. He's someone with an ability to resonate with the masses. He's mastered multiple different crafts, which helps him, you know, facilitate interesting conversation.
[01:13:57.000 --> 01:14:05.000]  It's the basis of this interesting network that he has that includes, you know, amazing and fascinating people like yourself.
[01:14:05.000 --> 01:14:16.000]  I don't see that with Lex. There's nothing about him that makes me say, okay, he's really talented as a speaker. He's really charismatic.
[01:14:16.000 --> 01:14:24.000]  Or he could just be a boring, nerdy guy who's tremendously accomplished as a scientist. But he's not that either.
[01:14:24.000 --> 01:14:37.000]  He markets himself as this MIT professor. He's, you know, he gave a couple lectures at MIT, which is very easy to do. But all of his formal academic credentials are from Drexel, where his father spoke.
[01:14:37.000 --> 01:14:48.000]  And so it's not so much this, like, attack on Lex. People say, oh, is Darren Beatty jealous of Lex? Well, not really because we're in completely different lanes.
[01:14:48.000 --> 01:14:58.000]  We do very different things. If anything, I'm jealous of you, Alex, because you've you've been incredibly successful and you do kind of what I admire more.
[01:14:58.000 --> 01:15:06.000]  But with Lex, it's more about where the hell did this guy come from? Why does the algorithm shove him in your face?
[01:15:06.000 --> 01:15:13.000]  And what does that portend for a future as we're increasingly mechanized as we move to an internet of things?
[01:15:13.000 --> 01:15:18.000]  So what you're saying is, why does the Matrix want us to see this guy?
[01:15:18.000 --> 01:15:20.000]  Exactly. Why?
[01:15:20.000 --> 01:15:24.000]  You know, I'm going to invite him on the show. I've got his number. I haven't invited him on. He said, yeah, later I'll come on.
[01:15:24.000 --> 01:15:30.000]  And I asked him to come on this show. And he said, yeah, somebody down the road, I'll have you on. But I haven't talked to him about a year or a little less than a year.
[01:15:30.000 --> 01:15:36.000]  I'm going to give him a call and ask him that question because I saw him when he first popped up a few years ago being interviewed.
[01:15:36.000 --> 01:15:41.000]  He had one of those guys that Rogan interviews. I forget which scientist it is, but they're like, and you're going to be very famous.
[01:15:41.000 --> 01:15:48.000]  You're going to be the top podcast and blow them off. And then I'm not going to tell the story. I'm not going to get into it.
[01:15:48.000 --> 01:15:52.000]  It gets ridiculous. All right, stay right there. We're going to come back and shift gears into the big news.
[01:15:52.000 --> 01:15:55.000]  Straight ahead, infowars.com, tomorrow is new today.
[01:15:55.000 --> 01:16:15.000]  What have you had the plans to the Death Star? What have you knew the globalist operations that can stop it?
[01:16:15.000 --> 01:16:21.000]  Well, we've done the research. We have the number one best selling book in the country, not just in politics, but period.
[01:16:21.000 --> 01:16:27.000]  It's the great reset over the world. You get a signed copy of this, the last 1400, keep infowars on the air.
[01:16:27.000 --> 01:16:36.000]  Please take action. I want to thank you all for your past support. Get one of these signed copies and know you kept infowars on the air at the most critical juncture in our history.
[01:16:36.000 --> 01:16:45.000]  Again, 2023 is here. The last round of signed copies of the book. We also have unsigned copies as well, but signed copies are limited and are about to run out.
[01:16:45.000 --> 01:16:51.000]  Thank you for your support. Again, get yours at infowarsstore.com.
[01:17:15.000 --> 01:17:25.000]  This is about empowering humanity. And God gave us through Mother Nature incredible compounds that will supercharge our body's stamina, libido, energy and immune systems.
[01:17:25.000 --> 01:17:36.000]  And we came out many years ago with Real Red Pill Plus that has all the documented compounds like preglonone and so much more to supercharge your body.
[01:17:36.000 --> 01:17:47.000]  And to give your body the key elements and the key ingredients it needs to function at a proper level. This is the answer to the New World Order's tyranny.
[01:17:47.000 --> 01:17:59.000]  This is Real Red Pill Plus sold out for two years, 50% off at infowarsstore.com. Get the Red Pill Plus exclusively, infowarsstore.com.
[01:17:59.000 --> 01:18:07.000]  Infowars' secret weapon is finally here. It's a secret weapon for your immune system, for your stamina, for your energy, for your way of life, for your libido.
[01:18:07.000 --> 01:18:20.000]  And it also keeps infowars on the air. And I almost forgot, you save at least 50% on these products for what you'd pay for similar products or the exact same products in stores around the country.
[01:18:20.000 --> 01:18:31.000]  That's because we go right to the highest quality manufacturer in the nation that supplies some of the top names. They then give us the best deal out there because the owner is a listener and we're able to bring it to you with massive discounts.
[01:18:31.000 --> 01:18:39.000]  You're not going to find 1,000 milligram high quality CBD for anywhere near the price we sell it. You're not going to find it at the 10 milligram or the 20 milligram.
[01:18:39.000 --> 01:18:45.000]  You're not going to find two-market 95% of humanoid at the price we're selling it. You're not going to find any of this anywhere near that.
[01:18:45.000 --> 01:18:57.000]  These similar formulas or the same formulas sell for up to 200% more than we're selling these. Infowars' MD, now available exclusively at infowarsstore.com, a true 360 win.
[01:19:16.000 --> 01:19:27.000]  I thank you for your past support and I ask you now to count the cost and realize that only your commitment to keep infowars on the air will ensure our victory against the New World War.
[01:19:27.000 --> 01:19:34.000]  They're coming for you and your family. They're coming for me. They're coming for the children. But to get to the children, they've got to get through us first.
[01:19:34.000 --> 01:19:39.000]  These monsters are all over television wanting to give these shots to newborn babies. They're already given to the pregnant women.
[01:19:39.000 --> 01:19:46.000]  Miscarriages are off the chart. 80-plus percent increase in miscarriages in the first two prime ministers after these poison shots.
[01:19:46.000 --> 01:19:51.000]  We can and will save the children and they are counting on us. Let's do it together.
[01:19:51.000 --> 01:20:10.000]  And the fight starts at infowars.com. And the fight continues with your financial support at infowarsstore.com. Now take action now.
[01:20:10.000 --> 01:20:21.000]  All right. I'm really a little mad at myself for spending five minutes on Lex Freeman. It was a nice guy. I just got such huge issues here in front of me.
[01:20:21.000 --> 01:20:29.000]  But I also understand Dr. Beatty's curiosity in it because I've been curious about that last year as well.
[01:20:29.000 --> 01:20:33.000]  When you see advertisers or something everywhere, you wonder what's behind it.
[01:20:33.000 --> 01:20:42.000]  But moving on from that and just looking at the big picture here, sometimes the system does pick interesting people to be at spokesperson.
[01:20:42.000 --> 01:20:48.000]  It's like, I don't know why they chose Greta Thunberg. I find it to be a very hateful little unlikable creature.
[01:20:48.000 --> 01:20:51.000]  She's now a full grown woman who runs around doing things.
[01:20:51.000 --> 01:20:58.000]  So that's why I focus on her is just to look and say, well, how do the Rothschilds who back her think this is like what's going to sell us something?
[01:20:58.000 --> 01:21:07.000]  Or Klaus Schwab, like Dr. Ebel up there, a completely unlikable James Bond villain person telling us he's going to run our lives and we will eat the bugs.
[01:21:07.000 --> 01:21:11.000]  And that's where I want to go first because the church committee ties into that, the new church committee that's forming.
[01:21:11.000 --> 01:21:17.000]  I've talked to members of Congress now. You have as well that they're doing it. They're going gangbusters with Jim Jordan and others.
[01:21:17.000 --> 01:21:21.000]  That's what the MTG and others told me on and off the record.
[01:21:21.000 --> 01:21:27.000]  But it ties into the whole shadow global corporate system. It's using the same models to control speech in Europe.
[01:21:27.000 --> 01:21:37.000]  It's now coming here. You have the deputy head of the unelected EU saying two days ago that she looks over the Republican congressman and says, we're going to take over speech.
[01:21:37.000 --> 01:21:42.000]  Aren't you in the U.S.? And he's like nodding. You'll have hate speech law soon. We'll be arresting people.
[01:21:42.000 --> 01:21:50.000]  So they seem very, very desperate. So let's hit the W.E.F. and what you see happening there to kind of the mouthpiece of the global corporate fascist.
[01:21:50.000 --> 01:22:00.000]  What's your view on the situation and what they're darling over in New Zealand being so unpopular and resigning?
[01:22:00.000 --> 01:22:07.000]  Well, I think the W.E.F. is absolutely an objectionable group.
[01:22:07.000 --> 01:22:16.000]  I think the agendas with which it's publicly associated are corrupt and counterproductive.
[01:22:16.000 --> 01:22:23.000]  The environmental stuff in so far as Greta is a spokesperson for it is a total scam.
[01:22:23.000 --> 01:22:38.000]  And I'd say even more scandalous, you know, people used to think that, you know, the whole global warming thing, not really the underlying, you know, it's an interesting equivalent between the global warming scam and the COVID scam,
[01:22:38.000 --> 01:22:50.000]  which is that there could very well be like underlying sort of conditions that can be described as global warming, temperatures change and so forth.
[01:22:50.000 --> 01:22:59.000]  But the real scam is using that as a pretext for something entirely different in order to reconfigure the global system.
[01:22:59.000 --> 01:23:11.000]  And similarly with COVID, COVID isn't a scam in the sense that the disease never existed. Like there was a virus, there's something called COVID.
[01:23:11.000 --> 01:23:24.000]  The scam was the global policy response that treated this thing, which frankly wasn't that big of a deal in terms of it, you know, its impact as an underlying virus.
[01:23:24.000 --> 01:23:28.000]  Sure, it was the vehicle of a giant global power grab to bring in the casual society.
[01:23:28.000 --> 01:23:43.000]  Exactly. And it's the same thing. And you see the Pfizer guy, the Pfizer CEO, who by the way had a very long and extended and very friendly sit down conversation with our friend, Lex Fridman.
[01:23:43.000 --> 01:23:50.000]  So put it out there. People can go and watch the Lex Fridman episode with the CEO of Pfizer.
[01:23:50.000 --> 01:24:00.000]  That pretty much tells you what you need to know about that. But no, the WF is a problem. But I'm almost inclined to say, yes, this is a problem.
[01:24:00.000 --> 01:24:18.000]  I think even more nefarious things are taking place right here in America. And there's even a part of me, I must be honest, that kind of resists the focus on the WF in so far as it distracts from the criminality and corruption taking place right in our country.
[01:24:18.000 --> 01:24:28.000]  I agree with what you're saying that we shouldn't be distracted from the other systems, but you have the FBI director there. They're all coordinating.
[01:24:28.000 --> 01:24:37.000]  What I'm saying is this is the PR firm of the New World Order. And so what they're telling you is what they want to do. It's very good for people to know what they are and reject them.
[01:24:37.000 --> 01:24:39.000]  That means they're rejecting the whole agenda.
[01:24:39.000 --> 01:25:07.000]  No, we're in complete agreement on this. I do think though, you know, and it's a noble thing. Despite everything that we've seen, there is a kind of, there's a noble optimistic, but in some ways naive part of the collective American psyche that does not want to acknowledge how far down the snake pit our own country has descended.
[01:25:07.000 --> 01:25:25.000]  And I think as a psychological matter, and I think these people are evil, don't get me wrong, but as a psychological matter, there's something kind of soothing about a villain like Schwab, who is this weird, bald,
[01:25:25.000 --> 01:25:47.000]  old, foreign guy who's like German with a German accent has been the most vilified accent probably in history. And he is a bad guy. He is a villain. But there's something I think in the collective psyche that enjoys him as a villain because it helps us to escape from the reality that
[01:25:47.000 --> 01:26:08.000]  really the real villains, they're not they don't necessarily have German accents. They sound like Christopher Ray. They sound like Merrick Garland. They sound like the scumbags who are running the United States of America much more directly, the people who run our intelligence agencies
[01:26:08.000 --> 01:26:25.000]  and so forth. And I think we, you know, we need to point at the WEF because they're all part of the same group as you mentioned. But we should be honest with ourselves and say, look, the real criminality taking place right here in America is the same thing that we've talked
[01:26:25.000 --> 01:26:43.000]  about before, Alex, about how people love pointing fingers at China. And China is a dystopian hellhole and deserves to be criticized. But at the same time, I think there's some truth to the idea that a lot of Republican politicians like to point their finger at
[01:26:43.000 --> 01:26:57.000]  China because they're afraid or not equipped to point fingers. I totally agree with that statement. And the EU and the WEF and the Bilderberg group is all a project of the powerful banks and elites in the UK and the US, known as the Anglo-American
[01:26:57.000 --> 01:27:13.000]  establishment at one World War Two. We absolutely know that. I just see the WEF capturing people's imagination. Bill Gates capturing it. They are villains. And through that doorway, we're able to convert basically everybody. That's where I see 99% negative comments on every platform, even leftist platforms
[01:27:13.000 --> 01:27:30.000]  trying to prop them up. That's where we're having the biggest breakthrough. That's where their main wall is falling down. Of course, there's rings in the city by Constantinople, but we've breached the main wall. People know there's a global government. They know there's corporations doing it. And they're very unhappy at Davos. And half the attendees didn't come. And they're
[01:27:30.000 --> 01:27:46.000]  super scared. And their minions are dropping like flies. And so once people notice there's powerful elites putting politicians in, well, I see the really cultural takedown of the WEF as the first big gate to fall, the first main gate. And then, you know, the next
[01:27:46.000 --> 01:28:00.000]  rings aren't that hard to takedown once we get there. And now we have the new church committees forming. And we have what Elon Musk is doing. And I mean, I see no fault in Elon Musk at this point. You know, he says, I'm terrible and keeps me banned, but that's his tokenism to be able to do the
[01:28:00.000 --> 01:28:17.000]  rest he's doing. He's being attacked or coming at responses. He comes out and attacks the WEF and says they're an evil world government self appointed. And so when we come back, let's get into the new Congress, the new church style committee for listeners that don't know or viewers that don't know what the church
[01:28:17.000 --> 01:28:32.000]  committee was, we should tell them the last big time the deep state got spanked. And so much more coming up straight ahead. Please folks realize we're in an info war. We cannot stay on air without your support. You're amazing. All you've done plus we have great products you need big sale going
[01:28:32.000 --> 01:28:50.000]  right now at infowarstore.com. So many products that have been sold out are back in stock like alpha power, living defense parasite cleanse, fizzy magnesium, vaso beats complete, super male vitality, those are all big discounted. And then things selling out up to 50% off are also available
[01:28:50.000 --> 01:29:06.000]  like brain force plus and brain force ultra. We want to stock up on those do that right now infowarstore.com. It's your last chance to own a piece of real history. Your support of info wars has made history. We've had the most devastating
[01:29:06.000 --> 01:29:21.000]  effects against the globalist and their whole agenda is indeed trouble. But now it's more important for us to stay on air than ever. And if you don't support us, we will shut down. I am asking you for the bottom of my heart to commit even harder to the support you've given to
[01:29:21.000 --> 01:29:36.000]  this fight and to go to infowarstore.com right now and get one of the last signed copies of the great reset and the war for the world my number one worldwide bestseller. You can buy the unsigned book at info wars, you can buy it at Amazon by anywhere. But if you want to get the
[01:29:36.000 --> 01:29:52.000]  signed copy and be part of a fundraiser to keep us on air at this critical point, you want to answer our bat signal, please go to infowarstore.com and get your signed copy of the great reset worth the world right now. I want to thank all of you that did get signed copies. And I want to encourage those of you that didn't
[01:29:52.000 --> 01:29:58.000]  to take action now and please keep us on air. Thank you so much. Please take action.
[01:29:58.000 --> 01:30:18.000]  The second American Revolution is happening right now against the new world order. And the answer to their 1984 tyranny is the 1776 mindset and info wars embodies that fight for human liberty against globalist tyranny. Now in the last year, we've done a very successful fundraiser of silver coins.
[01:30:18.000 --> 01:30:40.000]  When you buy the coin, you know that you are supporting the transmission and you get a historical memento so you can remember the great contribution you made to freedom. Now, despite the fact that the coins are selling out the last of the four coins series, Teddy Roosevelt man the arena, we're offering it for $30 off right now while supplies last at 1776
[01:30:40.000 --> 01:30:58.000]  coin dot com. And just like an NPR pledge drive where they mark up a copy cup or a t shirt or a DVD 300%. That's what we've done with this because it's a fundraiser. But despite that, we're offering $30 off exclusively at 1776 on what coins remain. Please go to 1776 coin dot com right now.
[01:30:58.000 --> 01:31:13.000]  I talk a lot about the great successes info wars has had. I don't think anybody can deny it. And it is because of listeners and viewers supporting us. When we talk about the crew at info wars, people behind the scenes, the researchers, the writers.
[01:31:13.000 --> 01:31:30.000]  They really have been the MVPs in this fight. And we look at Harrison Smith and Owen Troyer and the hard work they engage in every day, five, six, seven days a week. It's really just incredible. So for myself, the whole info wars crew, I thank you for your past support.
[01:31:30.000 --> 01:31:43.000]  I only encourage you now to realize that info wars cannot stay on air if you do not support us. I know you spread the word. I know you pray for us. That's wonderful. Keep doing it. But most viewers and listeners never go to info wars store.com.
[01:31:43.000 --> 01:31:59.000]  And you never buy great products that enrich and empower your life. All at the same time, keep us on air. I know that less than 1% of our listeners actually go by products and force where I come. If just 1% more of you took action and went to info wars.com, our funding problems will be over. Please take action now.
[01:32:13.000 --> 01:32:42.000]  But the injection is not ready. And so I need all of you to stay indoors for the next 15 days to flatten the can. I also need you to wear masks and I also need you to only shop at mega corporation. That way we can consolidate control and bankrupt the world economy, leaving companies that only I own.
[01:32:42.000 --> 01:32:58.000]  Profitable. You will then be my slave. Oh, and then you get that special shot of hidden from copra will remove your immune system. So you'll be depended on me for the rest of your miserable lives.
[01:33:12.000 --> 01:33:32.000]  Live from Austin, Texas, broadcasting worldwide. It's Alex Jones.
[01:33:32.000 --> 01:33:43.000]  All right, let's shift into really, really, really big news here and throw out a couple topics and get into what's happening in Congress with Dr. Aaron Beatty here.
[01:33:43.000 --> 01:34:00.000]  We have the latest hunter Biden developments as well. We're going to be hitting. What would you call this moment geopolitically where the Saudis have confirmed rumors that were there a month ago that here's the articles for folks that want to see it that they are going to move to a basket of
[01:34:00.000 --> 01:34:14.000]  countries away from the dollar being the petro dollar with Russia and others. That's about as big as it gets. That's ending the Bretton Woods agreement and other agreements made later with the Saudis.
[01:34:14.000 --> 01:34:26.000]  We also have the European Parliament approved a resolution calling for the creation of international tribunal for Putin and others 427 to 1933 abstained.
[01:34:26.000 --> 01:34:32.000]  We've got us set to finalize massive security aid package for Ukraine, including striker combat vehicles.
[01:34:32.000 --> 01:34:44.000]  For the first time, Kissinger changes opinion from saying, got it in the war to stop nuclear war to saying no, we need to bring Ukraine into NATO. So just a huge development on that front.
[01:34:44.000 --> 01:34:51.000]  This is a big, big deal. So look at the different geopolitical players. There's China that's in control of the Democratic Party to a great extent.
[01:34:51.000 --> 01:34:58.000]  And then you've got the Republicans that play both sides. You've got the EU with, you know, all of its activities. You've got the Saudis moving.
[01:34:58.000 --> 01:35:03.000]  But overall, it looks like Putin's not winning the war decisively or physically.
[01:35:03.000 --> 01:35:12.000]  But by what he's doing to Europe and enforcing the development of a multipolar world in the long game, it looks like it's making Russia stronger.
[01:35:12.000 --> 01:35:18.000]  Do you agree with that analysis or how would you quantify where we're at right now in that front?
[01:35:18.000 --> 01:35:25.000]  Well, I definitely do not think that Russia is in a stronger position.
[01:35:25.000 --> 01:35:34.000]  I think basically Russia is in what I might even describe as a catastrophic position.
[01:35:34.000 --> 01:35:46.000]  But it's very possible that when all is said and done, Russia is in a catastrophic position and the US is in a considerably worse position as well.
[01:35:46.000 --> 01:35:55.000]  And, you know, there's, there are various competing factors here with Europe.
[01:35:55.000 --> 01:36:12.000]  You know, under, under Trump, there was this kind of push toward something called strategic autonomy, whereby sort of people like Macron were supposedly there to kind of
[01:36:12.000 --> 01:36:26.000]  reinvigorate a new era of sort of European geopolitical sovereignty and independence from the US, because basically they functioned as a vassal state of the United States since World War II.
[01:36:26.000 --> 01:36:38.000]  And there was this concept called strategic autonomy under which Macron essentially was going to chart a new and more independent course for Europe.
[01:36:38.000 --> 01:36:47.000]  One result of the whole Russia-Ukraine issue is basically the death knell of strategic autonomy.
[01:36:47.000 --> 01:37:06.000]  Europe has to an degree that I've found surprising, frankly, completely coalesced, completely bent over, completely reestablished itself as a complete, basically slave state to the United States geopolitical.
[01:37:06.000 --> 01:37:08.000]  And by the way, I totally agree with that.
[01:37:08.000 --> 01:37:23.000]  And that's why Victoria Newland and all them years ago in this, in this 10-year project to cause this war, they were bragging back then, screw the EU, which I don't like to you either, but don't they see they're having all their power sucked out by this?
[01:37:23.000 --> 01:37:36.000]  Yes, they see it, but again, they're far more comfortable with it than I could have ever imagined. And the US still has a tremendous amount of juice, especially in Europe. And, you know, the proof is in the pudding.
[01:37:36.000 --> 01:37:57.000]  Really, the most dramatic example of this is how whoever it was, I can pretty much guarantee you it was in Russia, whoever it was that sabotage the Nord Stream pipeline, either, you know, the US or some kind of proxy of the US, certainly to the benefit of the US,
[01:37:57.000 --> 01:38:15.000]  Germany basically bent over and took it. And that's, that's an extreme sign of submissiveness that even I wouldn't have imagined, even from Germany, which is arguably the most demoralized country and culture on the planet at this point.
[01:38:15.000 --> 01:38:35.000]  And so I think geopolitically, you have to count the fact that Europe is totally in the fold of the United States. But then there are sort of third party actors in the Middle East. And I don't know if we can fully attribute this to the Russia-Ukraine thing,
[01:38:35.000 --> 01:38:55.000]  there are a bunch of other factors as well. But the irony is the strategic autonomy that was supposed to be Europe's course in the 21st century is actually, we've seen more in the Middle East, in particular with Saudi Arabia, which, you know, used to be just so close to
[01:38:55.000 --> 01:39:01.000]  the vest in terms of the American Empire with the, you know, the Bush connections, the petrodollar connections.
[01:39:01.000 --> 01:39:16.000]  Sure. And they're making big announcements to, in that order, you've got India getting close to Russia. That's what I'm saying. Yeah, Russia's having big problems, but get to your point then, why does it really hurt Russia, but hurts us worse, making it a Pyrrhic victory?
[01:39:16.000 --> 01:39:36.000]  Well, no, I think that it hurts, you know, Russia is, you know, very, very devastated. But I think at the end, because of, you know, the responses that we've marshaled against Russia in terms of, you know, I think, you know, on net, the demand for the dollar is still very high.
[01:39:36.000 --> 01:39:50.000]  And on net, the analysis is as screwed up as we are, everyone else is more screwed up. And that means America, you know, for better or worse, will remain the global hegemon for the indefinite future.
[01:39:50.000 --> 01:40:08.000]  But certain factors that are important in this is that, yes, you know, countries like India, like Saudi Arabia, look and see at, you know, the way that we leverage the dollar position in order to punish our enemies geopolitically has probably caused them to think,
[01:40:08.000 --> 01:40:27.000]  well, maybe we need to diversify a little bit, maybe it's not so good to have all these eggs in one basket. And that is really kind of accelerated a trend toward multi polarity that ultimately could be, could undermine America's relative stature.
[01:40:27.000 --> 01:40:40.000]  I don't think that that's really great comfort for Russia. I think Russia is really a lot worse off any way you cut it. In any kind of honest analysis, they're just not doing well and I don't expect them to do well.
[01:40:40.000 --> 01:40:53.000]  But it could be that they're like, completely knocked out and the US is a little bit beaten up and ends up weaker too. And you would think, you know, the big winners from this would be China.
