[00:00.000 --> 00:16.000]  Music
[35:37.000 --> 35:42.000]  I'm not just black people, but folks in general. It's so important. It's so true.
[35:42.000 --> 35:47.000]  We had a story about it on infowars.com and I saw some of the Twitter posts in the comments there.
[35:47.000 --> 35:52.000]  They were overwhelmingly negative saying, you're making this up. There's no history of depopulation.
[35:52.000 --> 35:58.000]  Bill Gates doesn't want to depopulate. Bill Gates has been on national television many times and promoted this.
[35:58.000 --> 36:01.000]  He's been in the London Guardian, the Associated Press.
[36:01.000 --> 36:07.000]  This is his main mission. His dad ran Planned Parenthood, whose main job was, quote, to get rid of the black weeds.
[36:07.000 --> 36:12.000]  That's a quote from Margaret Sanger. So to me, it's not about a virtue signal to go, oh, they're after the black folks.
[36:12.000 --> 36:15.000]  They are after the black folks.
[36:15.000 --> 36:17.000]  And when they're done with them, they're after everybody else.
[36:17.000 --> 36:25.000]  They're the beta tests because they were discriminated against and because they were used as guinea pigs.
[36:25.000 --> 36:30.000]  So I have empathy. I don't have white guilt. I've got empathy.
[36:30.000 --> 36:43.000]  Because if I'm a dog and I see another dog in a Chinese grocery store about to get chopped up, I get upset because that's another dog getting killed.
[36:43.000 --> 36:46.000]  Well, you know what? Black people are humans. I'm a human, too.
[36:46.000 --> 36:49.000]  And I've got empathy watching them go through all this.
[36:49.000 --> 36:54.000]  And I've noticed how as soon as they've done it to them and tested it out, they move right on to everybody else.
[36:54.000 --> 37:00.000]  So it's really about selfishness because I care about black people, folks. I care about children, period.
[37:00.000 --> 37:05.000]  I look at a white child, a black child. None of these children deserve to be put through all this or given poisons vaccines.
[37:05.000 --> 37:11.000]  But when you pull back from it, it's even worse than that because they tell white children they're bad because they're white.
[37:11.000 --> 37:15.000]  That's inherently evil. All of this is evil. And that's what the globalists were promoting.
[37:15.000 --> 37:20.000]  So what was fair con said is absolutely true. The videos on M4s.com. Hope you share it.
[37:20.000 --> 37:24.000]  Here it is in the back of M4 and the live transmission. God bless you, Paul.
[37:24.000 --> 37:36.000]  Say to the African presidents, do not take their medications.
[37:36.000 --> 37:58.000]  I say to those of us in America, we need to call a meeting of our skilled virologists, epidemiologists, students of biology and chemistry.
[37:58.000 --> 38:12.000]  And we need to look at not only what they give us, we need to give ourselves something better.
[38:12.000 --> 38:21.000]  So my teacher told me, don't speak for some, speak for the whole.
[38:21.000 --> 38:38.000]  And now I'm speaking for black America, for Hispanic America, for the Native American and for those who are desirous of life.
[38:38.000 --> 38:50.000]  They are making money now, plotting to give 7 billion, 500 million people a vaccination.
[38:50.000 --> 39:02.000]  Dr. Fauci. Bill Gates and Melinda.
[39:02.000 --> 39:08.000]  You want to depopulate the earth? What the hell gives you that right?
[39:08.000 --> 39:18.000]  Who are you to sit down with your billions and talk about who can live and who should die?
[39:18.000 --> 39:26.000]  That's why your world is coming to an end quickly because you have sentenced billions to death.
[39:26.000 --> 39:34.000]  But God is now sentencing you to the death that you are sentencing to others.
[39:34.000 --> 39:38.000]  Wow. Powerful words there.
[39:38.000 --> 39:47.000]  And again, you can get into anyone's history and say, hey, they're good or they're bad or they shouldn't have said that or done that.
[39:47.000 --> 39:56.000]  But when they speak the truth, it's still the truth.
[39:56.000 --> 40:05.000]  You can judge a man's character by the actions of the man or his deeds or his words.
[40:05.000 --> 40:08.000]  But when he speaks the truth, it's just the truth.
[40:08.000 --> 40:13.000]  And what Farrakhan said is the truth.
[40:13.000 --> 40:20.000]  Bill Gates is trying to depopulate the earth. He said it.
[40:20.000 --> 40:34.000]  And you know, I would bet you Bill Gates pledged some money to Black Lives Matter in the most unironic symbol of hatred and disgust you could ever imagine.
[40:34.000 --> 40:57.000]  He sends in his poison in mass by the airplane load, cargo loads of death right from Bill Gates's labs, right from the Bill and Melinda Gates Foundation to Africa.
[40:57.000 --> 41:11.000]  And that's courtesy. There it is of this anti human freak Bill Gates.
[41:11.000 --> 41:14.000]  Pull that back up.
[41:14.000 --> 41:18.000]  So I didn't see that headline.
[41:18.000 --> 41:23.000]  Bill Gates has given over 50 billion to charitable causes over career.
[41:23.000 --> 41:52.000]  That's just so he can get control of them and bring in his eugenics program and then have everybody lick his boots when he goes on TV because he owns most of these media corporations through fiat as an end around with marketing and technology.
[41:52.000 --> 41:55.000]  Yes.
[41:55.000 --> 41:59.000]  Yes, ladies and gentlemen, the world is waking up to all of this.
[41:59.000 --> 42:05.000]  Bill Gates can't put out a tweet without being called out for his death plot.
[42:05.000 --> 42:13.000]  Andrew Cuomo can't send out a tweet without being called out for his mass murder of folks in nursing homes.
[42:13.000 --> 42:19.000]  Mayor Adler here in Austin can't send out a tweet without everybody calling him a tyrant.
[42:19.000 --> 42:27.000]  Governor Abbott hated by both sides in Texas now for throwing us under the bus.
[42:27.000 --> 42:54.000]  But the time conservatism is here and that just means in general conserving what you love conserving what you hold dear conserving your way of life because the radical left, the communists left with its political tank known as the Democrat Party is coming to destroy all our ways of life.
[42:54.000 --> 42:58.000]  That's wartime conservatism in 2020.
[43:25.000 --> 43:36.000]  That's back in stock. Ultra 12, super high quality v12 again taken out of the tongue. That is back in stock. Survival show x2, nascent i9 spray 33% off and so much more.
[43:36.000 --> 43:39.000]  So I want to thank you all this July 4th coming up for standing with us.
[43:39.000 --> 43:47.000]  I want to invite you to take advantage of these great deals and great products that enrich yourself and your family's life and also fund hardcore truth.
[43:47.000 --> 43:58.000]  Again, take action big for the July sales right now info or store.com. We could not have done this without you. I thank you for your continued prayer, your focus and your support. Again, I salute you all.
[44:17.000 --> 44:27.000]  I want to thank you all this July 4th coming up for standing with us. Thank you.
[44:48.000 --> 45:07.000]  We were told by the United Nations we were told by the CDC and Fauci that two plus million Americans would die that millions of Europeans would die.
[45:07.000 --> 45:12.000]  We did not do exactly as they said and it turned out it was all frauds.
[45:12.000 --> 45:19.000]  The models, the testing, taking regular deaths and putting it in the COVID-19 column, all a complete criminal fraud.
[45:19.000 --> 45:31.000]  But none of them are getting sued. None of them are getting prosecuted. None of them are getting in trouble except for Bill Gates, the FDA, shut down his factories that are making fake COVID tests that show everyone is positive.
[45:31.000 --> 45:42.000]  And despite that, they're still testing record numbers of people creating hysteria and saying the numbers spiking and why it will be 200,000 dead by the election. And it's all Trump's fault.
[45:42.000 --> 45:47.000]  And now, oh, China had 40 cases in one city. We've got to lock down again. Everything's over.
[45:47.000 --> 45:58.000]  This, ladies and gentlemen, is the new order teaching us to be total prisoners. Either we expose the COVID hoax or all permanently enslaved by it. Your choice.
[45:58.000 --> 46:09.000]  When I thank the listeners of this broadcast, I'm not patting you on the head. I'm like a person that's been thrown overboard who finds a life raft to get on or a piece of driftwood.
[46:09.000 --> 46:16.000]  I am clinging to you. So when you call the show and thank me, listen, I'm thanking you too. We are in this together.
[46:16.000 --> 46:22.000]  Now, I try to bring you things that I know are amazing that have helped me and my family. So you get a great response. You order again.
[46:22.000 --> 46:28.000]  I treat you like I want to be treated. It's not a science. It's not a plan. It's just the way to do it. It's just common sense.
[46:28.000 --> 46:38.000]  And if you get one product, it's bodies. Now, our big Fourth of July Supercell is going right now through Fourth of July, and bodies have been sold out for over three months.
[46:38.000 --> 46:46.000]  It's now back in stock. It is the strongest turmeric concentrate we can find out there. It may be the strongest on the market. Somebody might have one stronger. We don't know about it.
[46:46.000 --> 46:57.000]  It is back in stock at 50% off. I want to encourage you all to get bodies, ultimate turmeric formula while you still can, 50% off for the Fourth of July, and find the info or info or store.com.
[46:57.000 --> 47:20.000]  I salute and thank you all.
[47:27.000 --> 47:43.000]  Live from the info wars.com studios. It's Alex Jones and now your host Owen Troyer.
[47:43.000 --> 47:47.000]  All right, ladies and gentlemen, here's what's coming up.
[47:47.000 --> 47:52.000]  In the second hour of this Sunday edition, I'm going to be taking your phone calls.
[47:52.000 --> 48:10.000]  We're going to air a special report coming up from Greg Reese, the history of America, really human history that you're not going to find in mainstream history textbooks or television specials.
[48:10.000 --> 48:25.000]  And then I want to take your phone calls for the entirety of the second hour. What is it that you notice the most from Trump's speech at Mount Rushmore or on the Fourth of July?
[48:25.000 --> 48:38.000]  Or what from the July 4th weekend will you remember when you talk about July 4th, 2020, when you remember it in your head? What are you going to remember about it?
[48:38.000 --> 48:51.000]  So the number to call in is 877-789-2539. 877-789-2539.
[48:51.000 --> 49:07.000]  What did President Trump's speeches over the weekend mean to you? And what will you remember? What stories will you tell about July 4th, 2020?
[49:07.000 --> 49:23.000]  And so we'll start going to your phone calls in 15 minutes at 5.06 p.m. Central Time on this Sunday, broadcasting live from the Info Wars World Headquarters in Austin, Texas.
[49:23.000 --> 49:28.000]  Folks, it's a miracle we're still on air.
[49:28.000 --> 49:51.000]  Now, the reason I say that is because there is not a single news organization or any media personality or organization that could have survived all the attacks that Info Wars and Alex Jones have survived.
[49:51.000 --> 50:01.000]  Of course, there is no other news organization, media organization that can do what Info Wars has done. And I guess that's why we're here.
[50:01.000 --> 50:11.000]  You are that lifeblood. You are the life support. You make it all possible when you go to infowarstore.com and you take advantage of our sales.
[50:11.000 --> 50:22.000]  You buy things at normal price. You buy things in bulk. You buy things and give them as a gift. You tell your friends and family about it.
[50:22.000 --> 50:29.000]  We're still here. I could get into the attacks, but most of the audience already knows all about it.
[50:29.000 --> 50:39.000]  If you're new, heck, just plug in Info Wars, Alex Jones, Owen Troy or anything into Google and just see how they attack us and lie about us.
[50:39.000 --> 50:54.000]  We're still here. I still get people coming up to me. Owen, why don't you have a YouTube channel? Why don't you have a Facebook? I'm banned.
[50:54.000 --> 51:02.000]  I tell people, hey, I meet people, say, oh, oh, you're a talk show host. Yeah, three to six p.m.
[51:02.000 --> 51:11.000]  Oh, do you have a Facebook page or YouTube? No, banned from there. How do you survive? How do you promote? You'd have a lot more viewers if you did.
[51:11.000 --> 51:15.000]  Yeah, we know they know that's why they ban us.
[51:15.000 --> 51:24.000]  But again, there you are. There you are to support us. There you are to have our back when no one else will.
[51:24.000 --> 51:34.000]  There you are to put the life back into us like with a defibrillator or performing.
[51:34.000 --> 51:37.000]  Resuscitation.
[51:37.000 --> 51:43.000]  There you are. So we can't thank you enough. I can't thank you enough.
[51:43.000 --> 51:47.000]  We're so blessed to have your support.
[51:47.000 --> 51:54.000]  But you know what? We're also proud that infowarstore.com is elite.
[51:54.000 --> 51:58.000]  The best supplements.
[51:58.000 --> 52:03.000]  Some of the most popular t-shirts when it comes to making a political statement.
[52:03.000 --> 52:12.000]  Oh, yeah, those t-shirts you see at Trump rallies with political statements like Hillary for prison that comes right from us at the infowarstore.com.
[52:12.000 --> 52:18.000]  So remember though, the July 4th special is still live up to 60% off some of the supplements.
[52:18.000 --> 52:25.000]  Double patriot points and free shipping store wide at infowarstore.com.
[52:25.000 --> 52:28.000]  So if you haven't tried all the great supplements now is the time.
[52:28.000 --> 52:33.000]  If you haven't gone and looked for a t-shirt to make a political statement now is the time.
[52:33.000 --> 52:38.000]  The coffee as well, air filters, water filters, shower heads. Yeah, shower heads.
[52:38.000 --> 52:42.000]  You're like shower heads, shower heads. We got it all at infowarstore.com.
[52:42.000 --> 52:47.000]  So check it all out. We cannot thank you enough for your support.
[52:47.000 --> 52:52.000]  Here's what we're dealing with.
[52:52.000 --> 53:05.000]  A left in America, a Democrat party that hates truth, hates America, hates freedom, hates everything, hates reality, hates you, hates your God, hates your values,
[53:05.000 --> 53:11.000]  hates your family, hates the car you drive.
[53:11.000 --> 53:20.000]  And they come out with crap like this from the AP in troubled times, Independence Day in a land of confusion.
[53:20.000 --> 53:30.000]  No, you see, you're only confused. You're only confused on this Independence Day if you actually believe Democrats in Congress.
[53:30.000 --> 53:38.000]  If you actually believe mainstream media, if you actually believe talking heads like Rachel Maddow, Don Lemon.
[53:38.000 --> 53:44.000]  Then yeah, you're in trouble times. You're in a land of confusion.
[53:44.000 --> 53:47.000]  Nothing makes sense to you.
[53:47.000 --> 53:56.000]  When you have people broadcasting and projecting the exact opposite of reality for you to ingest,
[53:56.000 --> 54:04.000]  like a cup of lard and telling you it's the best smoothie ever.
[54:04.000 --> 54:09.000]  Yeah, you're in a land of confusion.
[54:09.000 --> 54:16.000]  When you get educated at Harvard about how being racist against white people is a good thing,
[54:16.000 --> 54:26.000]  and then you lose your job because of your racism. Yeah, you're in a land of confusion. All right.
[54:26.000 --> 54:35.000]  Yahoo News. And of course, this story gets pushed out to all their technical media connections.
[54:35.000 --> 54:40.000]  Independence Day marks by division in the streets of Washington.
[54:40.000 --> 54:48.000]  Again, it's like land of confusion. No, you're only divided if you listen to the same people I just told you about.
[54:48.000 --> 54:53.000]  Yeah, you're divided if you listen to CNN. You're divided if you listen to MSNBC.
[54:53.000 --> 54:58.000]  You're divided if you get all the propaganda from mainstream entertainment.
[54:58.000 --> 55:09.000]  You're divided if you see the Democrats wearing a kente cloth, which actually represents slavery.
[55:09.000 --> 55:17.000]  The irony. The irony.
[55:17.000 --> 55:25.000]  Now, we're going to be hearing from you on the phone lines. I want to again hear what President Trump's speech is over the weekend meant to you.
[55:25.000 --> 55:33.000]  What memories, what stories will you hold dear from July 4th, 2020?
[55:33.000 --> 55:41.000]  I certainly had a great July 4th, a full moon on a lake with fireworks on a 360 view.
[55:41.000 --> 55:51.000]  It's about as good as it gets. Barbecue. No masks. No masks.
[55:51.000 --> 56:00.000]  Hope I never have a fourth of July with a mask over my face.
[56:00.000 --> 56:08.000]  Cannot restrict freedoms. Illinois judge avoids Governor Pritzker's coronavirus lockdown orders.
[56:08.000 --> 56:18.000]  We need more judges like this. Trump is trying to appoint them, but the leftist judges are holding on for dear life in every position they can like Ruth Bader Ginsburg.
[56:18.000 --> 56:25.000]  Do you think Ruth Bader Ginsburg celebrated the fourth of July from an iron lung?
[56:25.000 --> 56:34.000]  Seriously, Matt Groening shows the Simpsons Futurama like very well known for predicting the future.
[56:34.000 --> 56:45.000]  Maybe Ruth Ginsburg head in a jar for the Supreme Court forever. That was actually in Futurama.
[56:45.000 --> 56:57.000]  So just like DeBlasio said, you can't go to church, but BLM can protest all day. Yeah, there's Ruth Bader Ginsburg last night watching the fourth of July fireworks above her.
[56:57.000 --> 57:08.000]  Just like DeBlasio says, one set of rules for you, not for me. Code Pink plans rallies in California on fourth of July while the rest of the state not allowed to hold family gatherings.
[57:08.000 --> 57:16.000]  Literally, literally, Governor Newsom said he'd send police to your house if you had family over for a barbecue.
[57:16.000 --> 57:28.000]  Here's the irony though. Hillary Clinton says she doesn't know if Trump will leave office if defeated. Folks, all this protests like police declare a riot twice on July 4th, the mid-protest in Portland.
[57:28.000 --> 57:36.000]  All these protests that you see are all anti-Trump protests. BLM, Me Too, all of them. They're all anti-Trump protests.
[57:36.000 --> 57:45.000]  This is all the left-wing media and Hillary Clinton and the Democrats not accepting their loss to Trump. That's what all of this is.
[57:45.000 --> 57:48.000]  So they still haven't let go to the election. Don't let them twist this.
[57:48.000 --> 57:55.000]  2020 is a very special year to the globalists, to the occultists, to those that are into esoteric mysticism.
[57:55.000 --> 58:02.000]  And they believe this is the year they're going to totally overthrow America and the world and bring in their anti-God, anti-human tyranny.
[58:02.000 --> 58:10.000]  Well, we're here on air and we just ask you all to realize that we're in opposition to this evil and that only your word of mouth helps us reach new people.
[58:10.000 --> 58:12.000]  And I want to salute you all and thank you for your support.
[58:12.000 --> 58:20.000]  And I also want you to know that our 4th of July, once a year, mega sale is here and we've got a bunch of stuff at 50% to 60% off right now.
[58:20.000 --> 58:26.000]  But bodies are ultimate turmeric formula. This is a turmeric extract, one of the strongest ones out there.
[58:26.000 --> 58:35.000]  It's so good for your body, so good for your joints, so good for your cells. It is now back in stock, sold out for over three months, and it is at 50% off.
[58:35.000 --> 58:41.000]  DNA Force Plus is back in stock. It's 50% off as well. Check it all out at infowarestore.com.
[58:41.000 --> 58:47.000]  And remember, your funding of our operation makes it all possible. Plus, these are great things that God designed for you and your family's bodies.
[58:47.000 --> 58:49.000]  Please take action.
[58:49.000 --> 59:01.000]  As we enter the critical months of July, it is very important for listeners and viewers to understand that all of the major storeable food companies have been sold out of food for months.
[59:01.000 --> 59:10.000]  My Patriot supply, our supplier, was out to an eight week wait, not because they didn't have food, but because their four plants were back to packaging and getting it out.
[59:10.000 --> 59:20.000]  Now, they are at three to four weeks right now. They've gotten over the hump. Their other competitors are completely sold out or selling old garbage.
[59:20.000 --> 59:31.000]  This is high quality food. I would advise everyone to do what I'm doing and buy more storeable food now before the next big hump comes because if you think things are about to settle down, think again.
[59:31.000 --> 59:35.000]  The world is only going to get more insane. I've been telling you this for six months.
[59:35.000 --> 59:41.000]  Ladies and gentlemen, if you don't have firearms and ammo and water filtration, you better get it. If you don't have storeable food, you better get it.
[59:41.000 --> 1:00:09.000]  Go to infowarstore.com to take care of the water filtration and to take care of the storeable foods. Get your orders in now before the next big rush.
[1:00:11.000 --> 1:00:29.000]  Since Sumer in Babylon, slavery has been a foundational part of the human story. In ancient Greece, slaves were considered part of the natural order.
[1:00:29.000 --> 1:00:44.000]  Aristotle wrote, for that some should rule and others be ruled is a thing not only necessary, but expedient. From the hour of their birth, some are marked out for subjugation, others for rule.
[1:00:44.000 --> 1:00:55.000]  During the Roman Empire, slavery was widespread. And when Rome fell, dynasties of Arabs along the Mediterranean created a new slave trade.
[1:00:55.000 --> 1:01:11.000]  The prophet Muhammad was a slave trader and the teachings of Islam support slavery. For all of recorded history, you will find humanity enslaved, mostly to ruling class families and their vassals.
[1:01:11.000 --> 1:01:25.000]  African slaves first arrived in America in 1619. And by 1688, the abolitionist movement was born within the Protestant Christian group known as the Quakers.
[1:01:25.000 --> 1:01:49.000]  The Quakers believed that each individual had a soul and thereby every individual should be free. Quaker William Penn's Charter of Privileges was an early prototype for the Bill of Rights. And it was Quaker philosophy that inspired inalienable rights to life, liberty and the pursuit of happiness in the Declaration of Independence.
[1:01:49.000 --> 1:02:03.000]  These documents were designed to liberate the individual from a ruling class system. It was the beginning of the abolition movement and black slaves immediately began petitioning legislators demanding their freedom.
[1:02:03.000 --> 1:02:21.000]  By 1804, there were 11 free states and 11 slave states, splitting the north and the south against each other. It was during this struggle between the status quo and individual freedom that America's two current political parties were formed.
[1:02:21.000 --> 1:02:40.000]  By the dawn of the Civil War, there was Lincoln's anti-slavery Republican Party versus the pro-slavery Democratic Party. In 1862, Lincoln issues his Emancipation Proclamation, followed by the 13th and 14th Amendments.
[1:02:40.000 --> 1:02:59.000]  The Democratic Party remained strongly opposed. They even went on to create the Ku Klux Klan as the party's military arm. Hiding behind masks, the KKK used violence, intimidation and murder to help the Democratic Party gain political power.
[1:02:59.000 --> 1:03:11.000]  In 1868, the first presidential election since the abolition of slavery, the slogan for the Democratic Party was, this is a white man's country, let white men rule.
[1:03:11.000 --> 1:03:26.000]  Today, Africa has the highest rate of slavery in world history. In so does the world. An estimated 40.3 million people are enslaved, 25% of which are children.
[1:03:26.000 --> 1:03:41.000]  And while both parties in America have become corrupted, it is still the Democratic Party that fights against individual freedom and pushes the people towards reliance upon a bigger, more powerful government.
[1:03:41.000 --> 1:04:02.000]  America is not perfect. The ruling class still thrives. But our Constitution and Bill of Rights have given the people more individual freedom than anything else in all of recorded history. And those who seek to take it away do so without any idea of what comes next.
[1:04:02.000 --> 1:04:20.000]  If we cannot preserve the extraordinary and unprecedented freedoms that we were given at birth, do we even deserve to be free? For Infowars.com, this is Greg Rees.
[1:04:20.000 --> 1:04:32.000]  All right, ladies and gentlemen, when we come back, I'm going to start taking your phone calls, but I can't help but get this off my mind because I really think it's so important.
[1:04:32.000 --> 1:04:50.000]  I don't even know why, but the fact that, again, all news networks will air any Anthony Fauci press conference ever, but they never air the Donald Trump, Mount Rushmore speech. Same thing.
[1:04:50.000 --> 1:04:57.000]  They lied to you about American history. They would never play a report like that. This is a Band-Aid video.
[1:04:57.000 --> 1:05:08.000]  The 4th of July 2020 special has gone into high gear. We have 50% off. Bodies, really strong extractive tumor and formula sold out for months. That's back in stock.
[1:05:08.000 --> 1:05:14.000]  DNA Force Plus with the BQQ, the Tokyo 10. So good for your cells. So amazing. That's back in stock for yourself.
[1:05:14.000 --> 1:05:20.000]  Winter Sun's been sold out for over three months. It's back in stock. Pure, high quality, vitamin D3.
[1:05:20.000 --> 1:05:27.000]  Taken under the tongue. Greater absorption. So good for your whole body. So essential. That's back in stock. Ultra 12. Super high quality B12.
[1:05:27.000 --> 1:05:34.000]  Again, taken under the tongue. That is back in stock. Survival is still X2. They said I9 spray 33% off. And so much more.
[1:05:34.000 --> 1:05:45.000]  So I want to thank you all of the July 4th coming up for standing with us. I want to invite you to take advantage of these great deals and great products that enrich yourself and your family's lives and also fund hardcore truth.
[1:05:45.000 --> 1:05:57.000]  Again, take action. Big 4th of July sales right now at FullWarsStore.com. We could not have done this without you. I thank you for your continued prayer, your focus and your support. Again, I salute you all.
[1:06:15.000 --> 1:06:21.000]  Owen Shroyer. James Brown. There's a proud American. There's a great American.
[1:06:21.000 --> 1:06:39.000]  I got soul and I'm super bad. I got soul and I'm super bad. Now I gotta move. That tells me what to do.
[1:06:39.000 --> 1:06:53.000]  They really don't make music like James Brown anymore, do they? That's something right there.
[1:06:53.000 --> 1:07:10.000]  I got soul and I'm super bad. Let's go out to the phone lines though. I'm asking you what did President Trump's speeches this weekend mean to you, Mount Rushmore and then at the White House?
[1:07:10.000 --> 1:07:19.000]  What memories or stories from July 4th, 2020 will you hold dear and tell your lineage in the future?
[1:07:19.000 --> 1:07:27.000]  Phone lines are full up. We're ready to go with you. Let's go to Shane in St. Louis. Shane, go ahead. You're on the Alex Jones show.
[1:07:27.000 --> 1:07:50.000]  Hey, what's up? My memory of 4th of July is going to be walking in the Walmart without my mask on. Going into the exit, going right behind the guy that was at the door and chasing me down, telling me that I can't come in without a mask,
[1:07:50.000 --> 1:08:03.000]  kind of shrugging him off and just went and got my milk, walked on back to the register and got out of there and he yelled at me and said, don't ever come back and I said, hey, I'll see you tomorrow.
[1:08:03.000 --> 1:08:10.000]  And then I came back today. It's like a little game of cat and mouse. It's like Tom and Jerry.
[1:08:10.000 --> 1:08:26.000]  Yeah, I came back today and I went back in there and the guy wasn't there, but I wore a mask like through the door, but it was on my head and just trying to get in there without causing any commotion.
[1:08:26.000 --> 1:08:33.000]  Then I went and got my items and got back out of there.
[1:08:33.000 --> 1:08:39.000]  So fighting the mask order. That's your memory. Refusing to wear the mask.
[1:08:39.000 --> 1:08:46.000]  Exactly. Yeah. St. Louis and St. Louis County, which I'm sure you're aware of, they enacted some mandate.
[1:08:46.000 --> 1:08:56.000]  Yeah, they started at 3pm on Thursday after months of mask free openings. It's a joke. The people in St. Louis, nobody's buying this crap.
[1:08:56.000 --> 1:08:58.000]  Yeah, aren't you from St. Louis?
[1:08:58.000 --> 1:09:06.000]  Born and raised and proud, Jane. That's why I went to you first. It's kind of a secret if you ever know I'm on air and you're from St. Louis.
[1:09:06.000 --> 1:09:09.000]  Get to the top of the line. Everyone's going to call in and claim they're from St. Louis now.
[1:09:09.000 --> 1:09:15.000]  Shane, thank you so much for the call. Zach in Iowa, you're on the Alex Jones show. Go ahead.
[1:09:15.000 --> 1:09:17.000]  Hi, can you hear me?
[1:09:17.000 --> 1:09:18.000]  Loud and clear.
[1:09:18.000 --> 1:09:31.000]  Awesome. Yeah, I just want to say, you know, the past months, you know, it has really woken me up to everything that is going on and it has made me angry to see the destruction of America.
[1:09:31.000 --> 1:09:37.000]  And Tom Small Rushworth, who was one of the most beautiful speakers I have seen him give.
[1:09:37.000 --> 1:09:43.000]  And I just want to thank you and InfoWars and Alex and everybody for all you've done over the years.
[1:09:43.000 --> 1:09:50.000]  I've been a listener for 11 years now. I'm 31. And you guys have changed my life completely. I love your product.
[1:09:50.000 --> 1:09:56.000]  And I will absolutely be voting for President Trump in November. I can't wait.
[1:09:56.000 --> 1:10:05.000]  Well, Zach, your kind words mean everything. And it means so much. I'm even going to try to explain it to you right now.
[1:10:05.000 --> 1:10:19.000]  Because I don't know how long Zach's been tuned into InfoWars, but probably long enough to understand that we pretty much get thrown under the bus and discounted by every other media organization and media personality out there.
[1:10:19.000 --> 1:10:29.000]  We're pretty much the tip of the spear, but alone as that tip. And so it's callers like Zach with your kind words.
[1:10:29.000 --> 1:10:35.000]  It's people that I meet when we have rallies and events that shake my hand and give me gifts.
[1:10:35.000 --> 1:10:49.000]  It's just you guys make it possible literally by supporting us, but your voice of support, your prayers and everything, it spiritually fuels me.
[1:10:49.000 --> 1:10:56.000]  So you financially fuel us to build the studios, hire the crew, hire the host, have the technology, build the websites.
[1:10:56.000 --> 1:11:06.000]  And then it's your prayers, your voicing of support and everything that gives me the spiritual energy to continue this fight that gives me the motivation to still come here.
[1:11:06.000 --> 1:11:15.000]  Seemingly against all odds against the entire establishment and the brainwashed masters to still come here and do it every day and give it everything we got.
[1:11:15.000 --> 1:11:35.000]  And that's our oath to you as the audience. So can't thank you enough, Zach, for your support and your kind words. And that goes for everybody else out there that shares Zach's feelings about InfoWars and everything we've done with you next to us in these incredible times.
[1:11:35.000 --> 1:11:40.000]  Zach, thank you for the call. Taylor in Texas, you're on the Alex Jones show. Go ahead.
[1:11:40.000 --> 1:11:49.000]  Hey, Owen. Hey, I got to meet you at the Reopen Texas Rally and you're really nice and I just want to say thanks.
[1:11:49.000 --> 1:11:54.000]  And my four-year-old son, I took him and he can't stop saying Reopen Texas.
[1:11:54.000 --> 1:11:56.000]  Reopen Texas.
[1:11:56.000 --> 1:11:59.000]  Look at that one. He's a smart guy.
[1:11:59.000 --> 1:12:02.000]  He is. He can't stop saying it. So I'm proud of him.
[1:12:02.000 --> 1:12:06.000]  It's like son's first words. Reopen Texas. You're not upset.
[1:12:06.000 --> 1:12:21.000]  It's pretty cool. I'm proud of him. But yeah, I just want to touch kind of on the patriotic I've seen since I live in a small town, Wimbledon, Texas, and they cancel the parade, cancel all the fireworks, all that stuff.
[1:12:21.000 --> 1:12:28.000]  But I still saw the patriotic that I haven't seen my whole life living here. So it was pretty cool to see that.
[1:12:28.000 --> 1:12:38.000]  Well, I've never seen fireworks stands literally empty shelves. I mean, I'm not making that up. Literally empty shelves on multiple fireworks stands.
[1:12:38.000 --> 1:12:45.000]  I've spent quite a few Fourth of Julys on a lake and you do see a lot of fireworks on the lake. People set off fireworks.
[1:12:45.000 --> 1:13:03.000]  I've never seen it for like two, three, four straight hours, 360 degrees fireworks displays. And again, like you said, none of it was city sanctioned or funded like parades or stuff like that. It was just all free citizens, non-government, just totally organic patriotism.
[1:13:03.000 --> 1:13:10.000]  That's right. Yeah, it was cool. And you know, that's one thing I'll take with me on this Fourth of July.
[1:13:10.000 --> 1:13:17.000]  And one more thing. It was kind of funny. We were at a river park and they were trying to post to wear a mask at the river park.
[1:13:17.000 --> 1:13:24.000]  I thought that was pretty funny, but no one wore a mask and we were tanning the USA and it was pretty cool.
[1:13:24.000 --> 1:13:26.000]  So thank you.
[1:13:26.000 --> 1:13:37.000]  Well, thank you, Taylor. And it's crazy. Again, you think about how weird 2020 is and then still how epic though the fight we're in right now for America.
[1:13:37.000 --> 1:13:45.000]  But to think taking a stand is just the simple common sense, no act of not wearing a mask.
[1:13:45.000 --> 1:13:56.000]  I mean, I can get into all the reasons why it's so hilariously stupid to wear a mask, but we won't go into that now because I want to keep taking your calls.
[1:13:56.000 --> 1:14:03.000]  And let's go to James in Pennsylvania. James, go ahead.
[1:14:03.000 --> 1:14:10.000]  Hello. All right, James, we got you. Go ahead.
[1:14:10.000 --> 1:14:18.000]  No problem. So I live just outside Harrisburg. I heard the fireworks going off into 1030 at night and that makes me so happy.
[1:14:18.000 --> 1:14:26.000]  And here LA was even setting off fireworks and that Demacat controlled hellhole they got over there.
[1:14:26.000 --> 1:14:39.000]  I mean, it's good to see that there's red blooded Americans supporting our constitutional right as our independence day against all of their leftist liberal nonsense.
[1:14:39.000 --> 1:14:46.000]  Yeah, these scenes above LA. I mean, just cool. I don't know how to say, man, that's just cool.
