whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:38:35.000 --> 00:38:37.000]   They're not just car bombing people inside Russia.
[00:38:37.000 --> 00:38:44.000]   They're now firing long range missiles into the country and it is sheer, absolute, total
[00:38:44.000 --> 00:38:47.000]   and complete madness.
[00:38:47.000 --> 00:38:50.000]   Now, we're going to put the phones up.
[00:38:50.000 --> 00:38:55.000]   I want to get your take on this and so much more, but let me tell you some of the other
[00:38:55.000 --> 00:38:57.000]   things I'd like to hear from listeners on.
[00:38:57.000 --> 00:39:01.000]   Democrat Senator Warnock defeats Republican Walker in Georgia runoff.
[00:39:01.000 --> 00:39:04.000]   We've got a lot of election fraud news, not just there, but around the country and the
[00:39:04.000 --> 00:39:05.000]   world.
[00:39:05.000 --> 00:39:07.000]   That's this stack.
[00:39:07.000 --> 00:39:10.000]   American Medical Association says US health sector should decarbonize.
[00:39:10.000 --> 00:39:13.000]   That is a chilling statement when you actually know what that means.
[00:39:13.000 --> 00:39:15.000]   We're going to be getting to that.
[00:39:15.000 --> 00:39:19.000]   We're getting to this huge new news interview.
[00:39:19.000 --> 00:39:28.000]   Sam Bankman Freed, I like to call him Fried, has retained Mark Cohen, Ghislaine Maxwell
[00:39:28.000 --> 00:39:34.000]   or the Epstein Madam, the pedo madam, lawyer.
[00:39:34.000 --> 00:39:40.000]   Sam Bankman Freed has retained Mark Cohen, Ghislaine Maxwell's lawyer, and he gave an
[00:39:40.000 --> 00:39:49.000]   incredibly revealing and transparent interview with Stephanopoulos, who's part of the Democratic
[00:39:49.000 --> 00:39:56.000]   Party that basically ran this operation, where he tells incredible whopper lies to the ABC
[00:39:56.000 --> 00:39:58.000]   News propaganda.
[00:39:58.000 --> 00:40:00.000]   So that's coming up.
[00:40:00.000 --> 00:40:01.000]   And boy, is this incredible.
[00:40:01.000 --> 00:40:05.000]   One of the biggest Ponzi schemes, if not the biggest one that's collapsed, there's bigger
[00:40:05.000 --> 00:40:08.000]   ones like the Federal Reserve, but it's the biggest ever collapsed.
[00:40:08.000 --> 00:40:13.000]   He has a lot of nerve or chutzpah in the interview.
[00:40:13.000 --> 00:40:19.000]   We're going to be getting this Bankman Fried and what he's up to as well.
[00:40:19.000 --> 00:40:24.000]   And then we've got the regular race baiting by the left running around on a daily basis
[00:40:24.000 --> 00:40:31.000]   everywhere, on every major news channel, saying things that make Ye's statement, where
[00:40:31.000 --> 00:40:38.000]   he's asked by Gavin McGinnis, "Well, you know, we know that crime rates show that blacks
[00:40:38.000 --> 00:40:41.000]   commit a disproportionate amount of crime, but we don't blame the average black person.
[00:40:41.000 --> 00:40:44.000]   We judge them by who they are individually.
[00:40:44.000 --> 00:40:47.000]   There's still a minority of blacks that are committing crime.
[00:40:47.000 --> 00:40:50.000]   We don't blame a whole group.
[00:40:50.000 --> 00:40:51.000]   You don't blame the Jews.
[00:40:51.000 --> 00:40:54.000]   Do you all one group?"
[00:40:54.000 --> 00:40:56.000]   And Ye said, basically, "Yes, I don't trust them."
[00:40:56.000 --> 00:41:02.000]   Well, you can say that that's a lumping of group in that that's not very Martin Luther
[00:41:02.000 --> 00:41:05.000]   King-ish, but he has a right to free speech.
[00:41:05.000 --> 00:41:10.000]   But on a scale of one to 10, he's nothing compared to leftists who run around everywhere
[00:41:10.000 --> 00:41:13.000]   saying white people are inherently evil.
[00:41:13.000 --> 00:41:16.000]   And we'll cover this first when we come back from break.
[00:41:16.000 --> 00:41:22.000]   Rutgers professor on national television says, "We've got to take these mother effers out."
[00:41:22.000 --> 00:41:27.000]   She goes on to say, "White people are inherently evil."
[00:41:27.000 --> 00:41:30.000]   And this is being funded by the big universities, by the big banks.
[00:41:30.000 --> 00:41:33.000]   It's pretty incredible.
[00:41:33.000 --> 00:41:36.000]   So that's coming up next when we come back.
[00:41:36.000 --> 00:41:43.000]   The toll-free number to join us is 877-789-2539, 877-789-ALEX.
[00:41:43.000 --> 00:41:52.000]   That's 877-789-2539, first-time callers, 877-789-2539.
[00:41:52.000 --> 00:41:57.000]   And when I ended the show taking calls yesterday, there was one person left on hold.
[00:41:57.000 --> 00:42:01.000]   I don't know if we got their name and number, but if we don't get to you, I'd like to try
[00:42:01.000 --> 00:42:03.000]   to call you back for the next day.
[00:42:03.000 --> 00:42:06.000]   We've gotten a lot better about actually going to your calls and a lot better about moving
[00:42:06.000 --> 00:42:11.000]   quickly, but I'm going to try to do it even faster today, no matter how good your points are.
[00:42:11.000 --> 00:42:15.000]   We'll never get to all those other great points if I don't give you no more than two minutes.
[00:42:15.000 --> 00:42:18.000]   So that means if I want to comment, I'm going to give you a minute and a half, and then
[00:42:18.000 --> 00:42:19.000]   I'll make a 30-second comment.
[00:42:19.000 --> 00:42:22.000]   But I just want to encapsulate your thought, move the next person.
[00:42:22.000 --> 00:42:24.000]   I will not censor what you say.
[00:42:24.000 --> 00:42:29.000]   I will not cut you off for what you say except for the timer.
[00:42:29.000 --> 00:42:33.000]   And if you have a bad phone line, if I can't hear what you're saying, you'll obviously
[00:42:33.000 --> 00:42:35.000]   be cut off.
[00:42:35.000 --> 00:42:39.000]   So we're going to go to your calls coming up in the second hour.
[00:42:39.000 --> 00:42:44.000]   Then we have in the third hour, the family from New Zealand, who said Australia, mix
[00:42:44.000 --> 00:42:45.000]   them together.
[00:42:45.000 --> 00:42:48.000]   Basically the same thing.
[00:42:48.000 --> 00:42:53.000]   Family in New Zealand who just had their baby taken because they won't let the baby take
[00:42:53.000 --> 00:42:56.000]   vaccinated poison blood with the spike protein.
[00:42:56.000 --> 00:42:57.000]   They're going to be joining us.
[00:42:57.000 --> 00:42:58.000]   Stay with us.
[00:42:58.000 --> 00:43:03.000]   Christmas 2022 is almost here.
[00:43:03.000 --> 00:43:07.000]   And we have great products at InfoWarsTore.com that empower your body, your libido, your
[00:43:07.000 --> 00:43:10.000]   immune system, that just enrich your life.
[00:43:10.000 --> 00:43:14.000]   So whether it's vitamin mineral fusion or DNA Force Plus or body's open tumor formula,
[00:43:14.000 --> 00:43:19.000]   they're all still in stock, discounted up to 60% with promo code 1776.
[00:43:19.000 --> 00:43:24.000]   And now finally, we have brought back free shipping at InfoWarsTore.com on orders of
[00:43:24.000 --> 00:43:28.000]   $50 or more and big discounts on the regular shipping as well.
[00:43:28.000 --> 00:43:32.000]   Plus the book, The Great Reset and the War for the World, signed or unsigned, it's also
[00:43:32.000 --> 00:43:36.000]   available with free shipping at InfoWarsTore.com.
[00:43:36.000 --> 00:43:43.000]   So again, that's free shipping on all orders, $50 or more at InfoWarsTore.com and up to
[00:43:43.000 --> 00:43:48.000]   60% off at checkout with promo code 1776.
[00:43:48.000 --> 00:43:53.000]   And we've got signed and unsigned copies of The Great Reset, War for the World book as
[00:43:53.000 --> 00:43:56.000]   well, which make perfect stocking stuffers.
[00:43:56.000 --> 00:43:59.000]   Don't wait, take action at InfoWarsTore.com today.
[00:44:01.000 --> 00:44:06.000]   The powerful combination of both vitamin C and zinc are great stepping stones to leading
[00:44:06.000 --> 00:44:08.000]   a healthier life.
[00:44:08.000 --> 00:44:12.000]   InfoWars has made it easier to make sure you're getting enough in your system with a supplement
[00:44:12.000 --> 00:44:14.000]   that contains both.
[00:44:14.000 --> 00:44:19.000]   This InfoWars Life Offering Vitamin C Plus Zinc with Rose Hips should be your next purchase
[00:44:19.000 --> 00:44:20.000]   from the InfoWars Store.
[00:44:20.000 --> 00:44:25.000]   The rose hips contained within are a part of the rose flower just below the petals that
[00:44:25.000 --> 00:44:27.000]   contain the rose plant seeds.
[00:44:27.000 --> 00:44:32.000]   Natural chemicals found in the hips may even be helpful for a variety of health conditions,
[00:44:32.000 --> 00:44:37.000]   including those with osteoarthritis and for those with pain after surgery, studies have
[00:44:37.000 --> 00:44:38.000]   shown.
[00:44:38.000 --> 00:44:42.000]   As for vitamin C and zinc themselves, you probably already know that they play an important
[00:44:42.000 --> 00:44:47.000]   role in nutrition, immune defense, and the maintenance of your everyday health.
[00:44:47.000 --> 00:44:52.000]   It has been reported that intake of both is often inadequate, even in affluent populations
[00:44:52.000 --> 00:44:53.000]   like here in America.
[00:44:53.000 --> 00:44:58.000]   So next time you visit, be sure to check it out at InfoWarsStore.com where we promise
[00:44:58.000 --> 00:45:00.000]   our rose hips don't lie.
[00:45:00.000 --> 00:45:06.000]   The powerful combination of both vitamin C and zinc are great stepping stones to leading
[00:45:06.000 --> 00:45:07.000]   a healthier life.
[00:45:07.000 --> 00:45:12.000]   InfoWars has made it easier to make sure you're getting enough in your system with a supplement
[00:45:12.000 --> 00:45:13.000]   that contains both.
[00:45:13.000 --> 00:45:18.000]   This InfoWars Life Offering Vitamin C Plus Zinc with Rose Hips should be your next purchase
[00:45:18.000 --> 00:45:20.000]   from the InfoWars Store.
[00:45:20.000 --> 00:45:25.000]   The rose hips contained within are a part of the rose flower just below the petals that
[00:45:25.000 --> 00:45:27.000]   contain the rose plant seeds.
[00:45:27.000 --> 00:45:32.000]   Natural chemicals found in the hips may even be helpful for a variety of health conditions,
[00:45:32.000 --> 00:45:37.000]   including those with osteoarthritis and for those with pain after surgery, studies have
[00:45:37.000 --> 00:45:38.000]   shown.
[00:45:38.000 --> 00:45:42.000]   As for vitamin C and zinc themselves, you probably already know that they play an important
[00:45:42.000 --> 00:45:47.000]   role in nutrition, immune defense, and the maintenance of your everyday health.
[00:45:47.000 --> 00:45:52.000]   It has been reported that intake of both is often inadequate, even in affluent populations
[00:45:52.000 --> 00:45:54.000]   like here in America.
[00:45:54.000 --> 00:45:58.000]   So next time you visit, be sure to check it out at InfoWarsStore.com where we promise
[00:45:58.000 --> 00:46:00.000]   our rose hips don't lie.
[00:46:00.000 --> 00:46:07.000]   Until about 150 years ago, cultures all over the world believed that people got sick and
[00:46:07.000 --> 00:46:12.000]   died in many cases in the winter because of something called vapors.
[00:46:12.000 --> 00:46:16.000]   They associated these poisonous vapors with cold weather.
[00:46:16.000 --> 00:46:21.000]   Of course, it wasn't the cold weather or catching a chill that killed people.
[00:46:21.000 --> 00:46:25.000]   What was killing people was a lack of vitamin D3.
[00:46:25.000 --> 00:46:31.000]   You see, the sun via your skin helps your body produce vitamin D3.
[00:46:31.000 --> 00:46:35.000]   But if you're not getting enough sun, you will not produce vitamin D3, and then it's
[00:46:35.000 --> 00:46:39.000]   very easy for viruses and other things to start replicating and taking your body over.
[00:46:39.000 --> 00:46:43.000]   So now it's more important than ever, because the winter's here, to take high quality
[00:46:43.000 --> 00:46:48.000]   vitamin D3, and we have the best with our vitamin D3 gummies with calcium for better
[00:46:48.000 --> 00:46:54.000]   upload into your body for 50% off at InfoWarsStore.com with promo code 1776.
[00:46:54.000 --> 00:46:55.000]   Don't wait.
[00:46:55.000 --> 00:47:01.000]   Support the InfoWar and your immune system with vitamin D3 gummies at InfoWarsStore.com.
[00:47:01.000 --> 00:47:08.000]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:47:10.000 --> 00:47:36.000]   [Music]
[00:47:36.000 --> 00:47:38.000]   Alright, the phone lines are loaded up.
[00:47:38.000 --> 00:47:41.000]   Your calls are kicking off at the start of next hour.
[00:47:41.000 --> 00:47:46.000]   We got a brand new Gregg Reeves report that just came in as well we're going to be getting to.
[00:47:46.000 --> 00:47:51.000]   But let's drill into what's really going on here with the race baiting by the left and
[00:47:51.000 --> 00:47:56.000]   the big corporations trying to have divide and conquer, and some of the right wing getting
[00:47:56.000 --> 00:47:58.000]   into it and buying into it and going along with it.
[00:47:58.000 --> 00:48:03.000]   And I believe in free speech, and I believe in people like Ye and Nick Fuentes and others
[00:48:03.000 --> 00:48:06.000]   that say what they want to say, and I agree with some of what they say.
[00:48:06.000 --> 00:48:09.000]   But that doesn't mean I have to agree with them.
[00:48:09.000 --> 00:48:11.000]   That's my free speech too.
[00:48:11.000 --> 00:48:19.000]   And so I have talked to Nick Fuentes via text, and I have challenged him to come on the broadcast
[00:48:19.000 --> 00:48:21.000]   with me and to have a debate.
[00:48:21.000 --> 00:48:28.000]   In fact, I would like him and Ye, and I've extended it, and Kanye Ye says he's interested
[00:48:28.000 --> 00:48:36.000]   in doing it, coming back and having a real debate about World War II and Hitler and the rest of it,
[00:48:36.000 --> 00:48:41.000]   and then moving into other subjects for a couple hours because that was riveting radio and TV.
[00:48:41.000 --> 00:48:47.000]   And it's good to move the Ubrington window, and it's good to point out the censorship,
[00:48:47.000 --> 00:48:52.000]   and it's good to point out the left has projected on the American people that we're the Nazis
[00:48:52.000 --> 00:48:54.000]   and they're Captain America when the left isn't.
[00:48:54.000 --> 00:49:00.000]   George Soros actually helped the Nazis round people up.
[00:49:00.000 --> 00:49:02.000]   And so I get attacked by the ADL.
[00:49:02.000 --> 00:49:03.000]   They want me off the air.
[00:49:03.000 --> 00:49:06.000]   I've been sued by this whole mafia.
[00:49:06.000 --> 00:49:12.000]   And so for people like Nick to say things like this, Alex Jones got the call.
[00:49:12.000 --> 00:49:17.000]   It's one of those little sayings that, oh, if you don't agree with everything Nick Fuentes says,
[00:49:17.000 --> 00:49:26.000]   you got the call in Ye's words to me, by the people in the little hats.
[00:49:26.000 --> 00:49:33.000]   No, I didn't get any calls from people in little hats when you were on my show saying you think Hitler
[00:49:33.000 --> 00:49:37.000]   did a lot of great things and you think Hitler was good.
[00:49:37.000 --> 00:49:41.000]   I disagree because I've studied World War II, not from a leftist perspective,
[00:49:41.000 --> 00:49:43.000]   but I've read a lot of the writings of Hitler.
[00:49:43.000 --> 00:49:49.000]   And I had grandfathers that were in World War II in Europe, particularly my father's father,
[00:49:49.000 --> 00:49:53.000]   who told me what he saw and told my dad a little bit and didn't like to talk about it.
[00:49:53.000 --> 00:49:55.000]   And he was a tough guy.
[00:49:55.000 --> 00:50:01.000]   And he said it was worse than what you heard, worse than what you heard.
[00:50:01.000 --> 00:50:07.000]   And so just because Hitler's bad doesn't mean Hollywood and the left are good.
[00:50:07.000 --> 00:50:14.000]   So you can dislike the globalists and you can also dislike Hitler.
[00:50:14.000 --> 00:50:19.000]   So he says, "MTG and Alex Jones both threw me under the bus to appease Jewish groups."
[00:50:19.000 --> 00:50:24.000]   I don't take it personally, but people need to be aware that they are the definition of controlled opposition.
[00:50:24.000 --> 00:50:30.000]   We know, Nick, you at 23 years old are the only one that knows what's going on
[00:50:30.000 --> 00:50:32.000]   and the only one that has any gravitas.
[00:50:32.000 --> 00:50:35.000]   I don't just harp on racial issues of the Jews all day.
[00:50:35.000 --> 00:50:37.000]   That is not where I am.
[00:50:37.000 --> 00:50:39.000]   That is not what I do.
[00:50:39.000 --> 00:50:40.000]   I'm trying to stop nuclear war.
[00:50:40.000 --> 00:50:42.000]   I'm trying to stop these poison shots.
[00:50:42.000 --> 00:50:45.000]   I'm trying to get our industry back and our jobs back.
[00:50:45.000 --> 00:50:49.000]   I agree with Ye and how he's been pushing hard for that.
[00:50:49.000 --> 00:50:56.000]   And I agree with like 98% of what Ye said up until the interview with me last Thursday.
[00:50:56.000 --> 00:51:05.000]   But I was blindsided by the Balenciaga face mask and just all of it.
[00:51:05.000 --> 00:51:14.000]   And so I'm trying to stop all this division, and I'm working as hard as I can to try to promote free speech.
[00:51:14.000 --> 00:51:22.000]   When Nick Fuentes has been censored or deplatformed or put on a no-fly list, I got him a lawyer.
[00:51:22.000 --> 00:51:25.000]   When he was being -- when he was taken off the Internet, he asked me,
[00:51:25.000 --> 00:51:27.000]   "Do you know people that can actually help me get back on the web?"
[00:51:27.000 --> 00:51:33.000]   I put him in charge -- in contact with engineers I used.
[00:51:33.000 --> 00:51:35.000]   But do I get any love back for that?
[00:51:35.000 --> 00:51:36.000]   No.
[00:51:36.000 --> 00:51:38.000]   I'm getting orders from Netanyahu.
[00:51:38.000 --> 00:51:41.000]   I'm getting orders from Sacha Baron Cohen.
[00:51:41.000 --> 00:51:43.000]   I'm getting orders from the ADL.
[00:51:43.000 --> 00:51:45.000]   Absolutely preposterous.
[00:51:45.000 --> 00:51:49.000]   But it always kind of feels good to put yourself up on a pedestal and say,
[00:51:49.000 --> 00:51:50.000]   "I'm the pure one.
[00:51:50.000 --> 00:51:53.000]   I'm the good one."
[00:51:53.000 --> 00:51:59.000]   And if Alex called me maybe Hitler -- I like to joke around -- I told him that to his face when he was in here.
[00:51:59.000 --> 00:52:01.000]   Then I got a call.
[00:52:01.000 --> 00:52:03.000]   "Oh, hold on. Ring, ring, ring.
[00:52:03.000 --> 00:52:05.000]   I'm on air live right now with Nick Fuentes."
[00:52:05.000 --> 00:52:06.000]   "What? Calling maybe Hitler?"
[00:52:06.000 --> 00:52:09.000]   "Yes, Mr. Netanyahu. Let me get right on that."
[00:52:09.000 --> 00:52:12.000]   Nobody tells me what to say but my conscience.
[00:52:12.000 --> 00:52:16.000]   And so, yeah, Hitler's a bridge too far for me.
[00:52:16.000 --> 00:52:20.000]   And, no, I'm not getting any love from the corporate press or Hollywood.
[00:52:20.000 --> 00:52:25.000]   All I'm getting is attack after attack after attack after attack.
[00:52:25.000 --> 00:52:32.000]   Now, these type of folks are boosted by MSNBC, CNN, Rutgers University, all of them.
[00:52:32.000 --> 00:52:35.000]   Here's this professor called Crunk.
[00:52:35.000 --> 00:52:36.000]   I think she probably is on something.
[00:52:36.000 --> 00:52:38.000]   She probably is crunking, in my opinion.
[00:52:38.000 --> 00:52:40.000]   And it's a long clip.
[00:52:40.000 --> 00:52:41.000]   It's on Infowars.com.
[00:52:41.000 --> 00:52:47.000]   But, I mean, here she is just spewing that white people are inherently evil, that we're villains,
[00:52:47.000 --> 00:52:50.000]   that we need to take these mother effers out.
[00:52:50.000 --> 00:52:52.000]   Talk about incitement of violence. Here it is. Go ahead and play it.
[00:52:52.000 --> 00:52:58.000]   They can't let -- you know, they fear viscerally, existentially letting go of power
[00:52:58.000 --> 00:53:01.000]   because they cannot imagine that there's another way to be.
[00:53:01.000 --> 00:53:04.000]   It is either that you dominate or you are dominated.
[00:53:04.000 --> 00:53:08.000]   And isn't it sad that that is spiritually who they are
[00:53:08.000 --> 00:53:12.000]   and that they can't imagine a sort of more expansive notion of the world?
[00:53:12.000 --> 00:53:15.000]   The thing I want to say to you is we got to take these mother effers out.
[00:53:15.000 --> 00:53:17.000]   But I know -- but, like, we can't say that, right?
[00:53:17.000 --> 00:53:20.000]   We can't say -- like, I don't believe in a project of violence.
[00:53:20.000 --> 00:53:24.000]   I truly don't because I think in the end that our souls suffer from that.
[00:53:24.000 --> 00:53:27.000]   And I do think that some of this is a spiritual condition.
[00:53:27.000 --> 00:53:32.000]   So here is where I land most days about white people.
[00:53:32.000 --> 00:53:36.000]   And I actually have been helping this by thinking about indigenous people, right?
[00:53:36.000 --> 00:53:44.000]   See, part of the challenge around whiteness is that it totally skews our view of everything, right?
[00:53:44.000 --> 00:53:46.000]   I gave this, like -- Ted talked about this some years back.
[00:53:46.000 --> 00:53:54.000]   And one of the reasons I was trying to think about it is, like, the world didn't start when white people arrived in America
[00:53:54.000 --> 00:53:57.000]   and tried to tell all the rest of us how things were going to go.
[00:53:57.000 --> 00:54:02.000]   There were people out here making worlds, Africans and indigenous people,
[00:54:02.000 --> 00:54:11.000]   being brilliant and, you know, libraries and inventions and, you know, vibrant notions of humanity and cross-cultural exchange
[00:54:11.000 --> 00:54:16.000]   long before white people showed up being raggedy and violent and terrible and trying to take everything from everybody.
[00:54:16.000 --> 00:54:24.000]   And that's really important because if we believe that history starts for us when white people drag us to these shores,
[00:54:24.000 --> 00:54:30.000]   then we can never get outside of the notion that this is going to be our existential struggle.
[00:54:30.000 --> 00:54:34.000]   The idea that only white people are violent or took slaves is preposterous.
[00:54:34.000 --> 00:54:38.000]   Every culture is actually the same. People are basically the same at the end of the day.
[00:54:38.000 --> 00:54:43.000]   What you hear is a delusional, Wakanda-esque version of reality.
[00:54:43.000 --> 00:54:49.000]   It was the Africans bringing up the people they'd captured to sail on the slaver boats everywhere.
[00:54:49.000 --> 00:54:55.000]   It was the Muslims doing it. It was the Jews doing it. It was the Romans doing it.
[00:54:55.000 --> 00:54:58.000]   I mean, hell, if you went back to ancient Rome, their favorite slaves were German.
[00:54:58.000 --> 00:55:01.000]   And there were a bunch of German slaves. It's just what went on.
[00:55:01.000 --> 00:55:08.000]   So the idea that we blame Italians today, that thousands of years ago, what are Italian people today?
[00:55:08.000 --> 00:55:12.000]   Their ancestors went and captured Germans. It's just insane.
[00:55:12.000 --> 00:55:19.000]   If my father committed a crime, which he didn't, but I'm saying hypothetically, and then he went to jail for bank robbery, am I bad?

whisper_full: failed to generate timestamp token - using fallback strategy

[00:55:20.000 --> 00:55:30.000]   Well, if my great-great-great-great-great-great-great-great-great-great-great-great-great hypothetical grandfather owned some slaves, didn't, but I'm just saying hypothetically, how am I to blame for that?
[00:55:30.000 --> 00:55:33.000]   It's the murder of logic.
[00:55:33.000 --> 00:55:39.000]   And Gavin McGinnis did a great job interviewing Ye, and brought this point up.
[00:55:39.000 --> 00:55:47.000]   And Ye said, "No, I don't not count when I meet a Jew what I think other Jews have done. I count Jews all as one group."
[00:55:47.000 --> 00:55:49.000]   And I was talking to Ye this morning about it, and I said, "I disagree with that."
[00:55:49.000 --> 00:55:52.000]   He said, "No, I do love the Jews. That's not what I meant."
[00:55:52.000 --> 00:55:56.000]   So I said, we were texting, I said, "You should come on the show, and we should talk about it."
[00:55:56.000 --> 00:55:59.000]   That's good. I agree with that. Let's clarify that.
[00:55:59.000 --> 00:56:01.000]   I'm not saying there isn't a Hollywood mafia.
[00:56:01.000 --> 00:56:09.000]   I'm not saying that Sam Bankman Freed didn't get Giselane and Jeffrey Epstein's lawyer.
[00:56:09.000 --> 00:56:15.000]   I'm not saying that that FTX was predominantly, like Bernie Madoff, a Jewish mafia Ponzi scheme.
[00:56:15.000 --> 00:56:18.000]   We know the Italian groups have a mafia.
[00:56:18.000 --> 00:56:20.000]   We know the WASP have had mafias.
[00:56:20.000 --> 00:56:22.000]   We know there's a Russian mafia.
[00:56:22.000 --> 00:56:28.000]   And there is a Jewish technocratic mafia working in banking and the Securities Exchange Commission and the rest of it.
[00:56:28.000 --> 00:56:30.000]   And they all protected him, and they're protecting him now.
[00:56:30.000 --> 00:56:32.000]   And that went on. That's real.
[00:56:32.000 --> 00:56:40.000]   But the average Jew is not part of Sam Bankman Freed's Harvard/Jewish mafia operation.
[00:56:40.000 --> 00:56:46.000]   And I don't think anybody denies that's what that is when you look at the regulators and the mom and the girlfriend and the whole deal.
[00:56:46.000 --> 00:56:50.000]   Bernie Madoff, you don't blame Jews for that, but he was basically a Jewish gangster.
[00:56:50.000 --> 00:56:53.000]   And different mafias are known for different things.
[00:56:53.000 --> 00:56:57.000]   MS-13 is known for cocaine and meth and cutting your head off and human trafficking.
[00:56:57.000 --> 00:57:01.000]   And the Italian mob was known for liquor and prostitutes and murder for hire.
[00:57:01.000 --> 00:57:07.000]   Well, the Jewish mafia, going back over 100 years, is known for bank fraud and money laundering and Ponzi schemes.
[00:57:07.000 --> 00:57:09.000]   And so, I mean, that's what's going on.
[00:57:09.000 --> 00:57:12.000]   The Russian mafia is known for being involved basically in everything.
[00:57:12.000 --> 00:57:15.000]   We don't blame the average Russian because that's happening.
[00:57:15.000 --> 00:57:17.000]   Here's a clip as we go to break of Ye.
[00:57:17.000 --> 00:57:21.000]   You know, blacks are overrepresented in violent crime.
[00:57:21.000 --> 00:57:25.000]   But when you meet an individual black person, you don't apply that.
[00:57:25.000 --> 00:57:27.000]   You start with a fresh slate every time you meet someone.
[00:57:27.000 --> 00:57:28.000]   Do you do that with Jews?
[00:57:28.000 --> 00:57:29.000]   Nope.
[00:57:29.000 --> 00:57:33.000]   [Laughter]
[00:57:33.000 --> 00:57:35.000]   This intervention isn't going very well.
[00:57:35.000 --> 00:57:38.000]   [Laughter]
[00:57:38.000 --> 00:57:39.000]   I'm going to go to break.
[00:57:39.000 --> 00:57:43.000]   Please remember, we're listeners supported, not funded by the Globalist or Big Money,
[00:57:43.000 --> 00:57:45.000]   but we're here to see you at InfoWarsTore.com.
[00:57:45.000 --> 00:57:48.000]   Storewide Free Shipping is back and some of the last chances to get incredible deals.
[00:57:48.000 --> 00:57:50.000]   [Video begins]
[00:57:50.000 --> 00:57:59.000]   December 2022 is here, and we are proud and very excited to announce that free shipping is back at InfoWarsTore.com.
[00:57:59.000 --> 00:58:03.000]   That's right, free shipping on all orders of $50 or more.
[00:58:03.000 --> 00:58:07.000]   But we've signed a new deal with a big national shipping company,
[00:58:07.000 --> 00:58:12.000]   and they're able to cut our regular shipping costs by up to 50%.
[00:58:12.000 --> 00:58:18.000]   That means even on orders that are below $50, you're going to be paying way lower than you were previously.
[00:58:18.000 --> 00:58:19.000]   This is a game changer.
[00:58:19.000 --> 00:58:21.000]   We're so excited about it.
[00:58:21.000 --> 00:58:23.000]   Our listeners have really asked for free shipping again.
[00:58:23.000 --> 00:58:28.000]   We couldn't afford it before, but by moving to a bigger national distributor, we're able to do it.
[00:58:28.000 --> 00:58:33.000]   So now your orders will be shipped even faster, the same great customer service and more.
[00:58:33.000 --> 00:58:40.000]   So get huge discounts and free shipping on so many great items at InfoWarsTore.com right now.
[00:58:40.000 --> 00:58:44.000]   We thank you all for your support, but now there's no excuse to boost your immune system,
[00:58:44.000 --> 00:58:48.000]   lead a healthier life, and keep InfoWars on the air at InfoWarsTore.com.
[00:58:48.000 --> 00:58:50.000]   [Video ends]
[00:58:50.000 --> 00:58:57.000]   I'm Dr. Peter McCullough, and it's an absolute pleasure to introduce to you the Wellness Company,
[00:58:57.000 --> 00:59:02.000]   an alternative healthcare system for this COVID and post-COVID world
[00:59:02.000 --> 00:59:07.000]   where trust has been lost in doctors and healthcare systems.
[00:59:07.000 --> 00:59:16.000]   This new online virtual platform is nationwide, providing uncensored content, virtual appointments,
[00:59:16.000 --> 00:59:26.000]   laboratory testing, diagnostics, prescriptions, treatment packages specifically for COVID, post-COVID,
[00:59:26.000 --> 00:59:32.000]   vaccine injury syndromes, and all the usual things that are seen in primary care.
[00:59:32.000 --> 00:59:40.000]   And then we have an entire array of holistic products, an online store, media, and health advice.
[00:59:40.000 --> 00:59:49.000]   Come see the Wellness Company and go to OnlineHealthNow.com as a conduit to the Wellness Company.
[00:59:49.000 --> 00:59:51.000]   [Video begins]
[00:59:51.000 --> 00:59:58.000]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:59:58.000 --> 01:00:14.000]   [Music]
[01:00:14.000 --> 01:00:16.000]   Well, Greg Reeves has knocked it out of the park again.
[01:00:16.000 --> 01:00:21.000]   His report's at man.video and InfoWars.com. It's being posted as we speak.
[01:00:21.000 --> 01:00:26.000]   The headlines, not very catchy, as headlines usually are, but the report's very powerful.
[01:00:26.000 --> 01:00:33.000]   Dealing with a 35,000-foot view of things, not an up-close view, but a big-picture view of what's really important
[01:00:33.000 --> 01:00:36.000]   and why this country is in so much trouble.
[01:00:36.000 --> 01:00:43.000]   I'll give you, though, the name of the report, though, and we'll, again, post it to InfoWars.com.
[01:00:43.000 --> 01:00:46.000]   It's the Brunson Brothers versus the Enemies Within.
[01:00:46.000 --> 01:00:51.000]   So that is coming up. Very, very powerful. Very, very important report.
[01:00:51.000 --> 01:00:57.000]   We're going to go on a break, come back with your phone calls, and get into all this war news, economy news, human trafficking news.
[01:00:57.000 --> 01:01:00.000]   There is just so much that we're going to be hitting today.
[01:01:00.000 --> 01:01:02.000]   We'll be right back after this special report.
[01:01:02.000 --> 01:01:08.000]   [Music]
[01:01:08.000 --> 01:01:15.000]   We can blame the media for much of our current demoralization, but that would only keep us from looking at our own inaction.
[01:01:15.000 --> 01:01:22.000]   The elections are rigged, and both parties are crooked, but for some reason, everyone is busy talking about other things.
