whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:21:33.800 --> 00:21:34.920]   They're now on a high horse.
[00:21:34.920 --> 00:21:40.080]   So not content to slink away and have the charges dropped and
[00:21:40.080 --> 00:21:47.880]   his record wiped clean, reportedly other pending crimes wiped clean as well.
[00:21:47.880 --> 00:21:49.120]   We have to be taunted.
[00:21:49.120 --> 00:21:57.840]   That's the nature of this arrogant, narcissistic psychosis that we're facing
[00:21:57.840 --> 00:22:01.720]   by these people because they've gotten away with it so many times.
[00:22:01.720 --> 00:22:02.240]   Why not?
[00:22:03.640 --> 00:22:06.160]   Any other conservative who got caught wearing blackface or
[00:22:06.160 --> 00:22:10.440]   in a KKK outfit would be out of office, but not the governor of Virginia.
[00:22:10.440 --> 00:22:13.480]   Hell, he can talk about keeping babies alive and selling their organs.
[00:22:13.480 --> 00:22:17.680]   Because he's a Democrat, he's above the law.
[00:22:17.680 --> 00:22:22.320]   Hillary can have thousands of illegal emails and a server and
[00:22:22.320 --> 00:22:23.760]   be on the payroll of foreign governments.
[00:22:23.760 --> 00:22:29.720]   That's all okay, because she's part of the anointed Chicago club, particularly.
[00:22:29.720 --> 00:22:32.320]   You're from Yale, you're from Harvard, you're from New York City,
[00:22:32.320 --> 00:22:35.840]   from the elites, you're from the Chicago elites, you're from the LA elites.
[00:22:35.840 --> 00:22:38.160]   You can do anything you want.
[00:22:38.160 --> 00:22:43.920]   You can buy your kid a front row seat in college, and
[00:22:43.920 --> 00:22:48.000]   a lot of times the college even gives you a scholarship back as a kickback.
[00:22:48.000 --> 00:22:50.960]   It's incredible.
[00:22:50.960 --> 00:22:56.920]   And that's the religion of the left is creating guilt and rubbing those of us
[00:22:56.920 --> 00:23:01.160]   that actually have a conscience noses in these imaginary crimes
[00:23:01.160 --> 00:23:08.440]   that we have supposedly committed, but it goes back to Obama.
[00:23:08.440 --> 00:23:11.200]   That's what I told you a month ago as it's being investigated,
[00:23:11.200 --> 00:23:13.680]   the connection between Obama and
[00:23:13.680 --> 00:23:18.520]   the cover up initially of this case that Ms. Fox tried.
[00:23:18.520 --> 00:23:21.920]   And now it comes out, she recused herself, put herself back in.
[00:23:21.920 --> 00:23:24.120]   There's Obama lawyers involved.
[00:23:24.120 --> 00:23:27.760]   Of course, because Obama was involved with his foundation and
[00:23:27.760 --> 00:23:30.120]   groups directing all this race baiting.
[00:23:30.120 --> 00:23:33.920]   Obama got caught having the Justice Department on the ground trying to stage
[00:23:33.920 --> 00:23:39.560]   riots with Trayvon Martin in the aftermath, and in Ferguson.
[00:23:39.560 --> 00:23:45.000]   And that whole thing, it came out in documents, was being funded by Soros.
[00:23:45.000 --> 00:23:46.520]   So of course this is going on.
[00:23:46.520 --> 00:23:50.080]   And it's come out in mainstream news that Soros Foundation,
[00:23:50.080 --> 00:23:53.400]   if you put it back on screen, I'll tell radio listeners about it.
[00:23:53.400 --> 00:23:59.600]   That Soros is heavily involved in financing the whole thing.
[00:23:59.600 --> 00:24:01.840]   So when you talk about Obama and Soros, they're interchangeable.
[00:24:01.840 --> 00:24:07.880]   Ann Coulter, Jesse Smollett, prosecutor, a George Soros puppet.
[00:24:07.880 --> 00:24:12.960]   And then she recused herself because the police were investigating her,
[00:24:12.960 --> 00:24:14.920]   then she jumped back in and let him off.
[00:24:14.920 --> 00:24:16.080]   That itself is criminal.
[00:24:16.080 --> 00:24:19.160]   This is scary, folks.
[00:24:19.160 --> 00:24:22.280]   And they've got so much dirt on other people in Chicago,
[00:24:22.280 --> 00:24:24.240]   they think they're gonna be protected.
[00:24:24.240 --> 00:24:25.880]   They think they're gonna be safe.
[00:24:25.880 --> 00:24:26.920]   It's wild.
[00:24:29.400 --> 00:24:32.280]   But it shows the humorous, it shows the delusional,
[00:24:32.280 --> 00:24:35.200]   it shows how far these people are willing to go.
[00:24:35.200 --> 00:24:38.040]   Balazi Ford and all those women admitting it was fake.
[00:24:38.040 --> 00:24:46.320]   And all the other false flags and all the other staged events.
[00:24:46.320 --> 00:24:50.480]   And it just shows you where this culture is going.
[00:24:50.480 --> 00:24:52.680]   And we've gotta ask ourselves, how do we counter it?
[00:24:52.680 --> 00:24:55.040]   And what do you think's gonna come out of it?
[00:24:55.040 --> 00:25:00.640]   Because since the Russiagate hoax imploded, it's ten times worse,
[00:25:00.640 --> 00:25:06.840]   in my estimation, than them saying 98% chance Hillary would win.
[00:25:06.840 --> 00:25:13.640]   In the New York Times and CNN, pulling that number out of their rear end.
[00:25:13.640 --> 00:25:16.200]   It's incredibly worse.
[00:25:16.200 --> 00:25:21.200]   And the numbers show it, imploding ratings at CNN, imploding ratings at MSNBC.
[00:25:21.200 --> 00:25:24.240]   They don't know what to do, cuz their ratings were basically dead.
[00:25:24.240 --> 00:25:28.440]   And then Trump got in the lead, won, their ratings bounced a little bit.
[00:25:28.440 --> 00:25:32.120]   It's a dead cat bounce, wasn't even a third of their former greatness.
[00:25:32.120 --> 00:25:36.000]   And then now that the whole Russiagate telling their viewers for
[00:25:36.000 --> 00:25:41.160]   years that Russians had taken over and their cult-like viewers believed it.
[00:25:41.160 --> 00:25:42.640]   And now it's not true.
[00:25:42.640 --> 00:25:46.480]   They don't know what to do.
[00:25:46.480 --> 00:25:50.320]   But see, with the viewers of MSNBC and CNN, most of them know it's a fraud.
[00:25:50.320 --> 00:25:51.440]   They're just political ideologues.
[00:25:51.440 --> 00:25:52.680]   They just wanna be in power.
[00:25:52.680 --> 00:25:54.960]   And they live vicariously through their parties and
[00:25:54.960 --> 00:25:56.080]   through the mainstream media.
[00:25:56.080 --> 00:26:01.080]   It's all about their envisioned superiority.
[00:26:01.080 --> 00:26:14.200]   And so it's not really about how they now know they've been lied to.
[00:26:14.200 --> 00:26:20.440]   It's that they say, wait, MSNBC and CNN and NPR can't deliver us power.
[00:26:21.560 --> 00:26:25.440]   They can't deliver us bigger welfare checks and bigger government jobs to rule
[00:26:25.440 --> 00:26:28.360]   over the rest of the people in flyover country.
[00:26:28.360 --> 00:26:29.640]   That's why they're so upset.
[00:26:29.640 --> 00:26:31.400]   That's why they're so mad.
[00:26:31.400 --> 00:26:34.080]   I'm at a chicken place that has oysters.
[00:26:34.080 --> 00:26:36.480]   My wife wants some oysters, Saturday night.
[00:26:36.480 --> 00:26:40.520]   They walk by, we're sitting three times and say, we're gonna get you, F you,
[00:26:40.520 --> 00:26:42.800]   eat crap, all this other mean stuff.
[00:26:42.800 --> 00:26:47.000]   I walk outside, they're waiting for me, screaming and yelling and cussing at me.
[00:26:47.000 --> 00:26:48.520]   I have to walk past them.
[00:26:48.520 --> 00:26:49.800]   I finally yell back at them.
[00:26:49.800 --> 00:26:53.200]   They edit the tape and the news runs it all over the country.
[00:26:53.200 --> 00:26:56.640]   Top story on Reddit, bunch of fake newspapers saying,
[00:26:56.640 --> 00:26:58.720]   Jones just randomly starts screaming at people.
[00:26:58.720 --> 00:27:03.920]   You're like, how do they all unify and engage in something like that?
[00:27:03.920 --> 00:27:06.040]   Because they watch mainstream media.
[00:27:06.040 --> 00:27:08.240]   They're learning how to do this.
[00:27:08.240 --> 00:27:12.840]   Every New York Times reporter I've talked to has lied about what I said.
[00:27:12.840 --> 00:27:17.520]   Every, all of them, you have to understand, folks, they all know they're liars.
[00:27:17.520 --> 00:27:19.760]   They all know their job is to kill the truth.
[00:27:19.760 --> 00:27:21.840]   They all know they're anti-American.
[00:27:21.840 --> 00:27:24.520]   They know they're on the Chai Com Payroll.
[00:27:24.520 --> 00:27:28.640]   They know, they believe the deep state was going to win.
[00:27:28.640 --> 00:27:33.000]   But now, two and a half years in, nothing they do works anymore.
[00:27:33.000 --> 00:27:35.840]   And so they're starting to panic.
[00:27:35.840 --> 00:27:37.640]   They don't know what to do.
[00:27:37.640 --> 00:27:42.400]   Their whole identity is how they're part of this powerful socialist,
[00:27:42.400 --> 00:27:43.560]   communist takeover.
[00:27:43.560 --> 00:27:48.880]   Half the shirts the people were wearing that screamed at me and said,
[00:27:48.880 --> 00:27:53.040]   kill the rich and all this stuff, were women socialists and
[00:27:53.040 --> 00:27:57.960]   all these Democratic Party AOC groups.
[00:27:57.960 --> 00:27:59.680]   They believe this is their time.
[00:27:59.680 --> 00:28:01.440]   They believe this is their takeover.
[00:28:01.440 --> 00:28:06.240]   They believe that they have a right to rule you and your children and
[00:28:06.240 --> 00:28:08.240]   what you say and what you do and how you talk.
[00:28:08.240 --> 00:28:09.760]   And by God, they're going to do it.
[00:28:09.760 --> 00:28:14.240]   Except it's not working because the more they push, the stronger we get.
[00:28:14.240 --> 00:28:16.040]   So now they're going to get more violent.
[00:28:16.040 --> 00:28:18.280]   They're going to get more crazy, but you got to know.
[00:28:18.280 --> 00:28:20.400]   They're going to export what they've done at universities and
[00:28:20.400 --> 00:28:23.560]   in big mainstream media, where they stage events against themselves.
[00:28:23.560 --> 00:28:26.160]   And they're going to export it to your church, to your police department,
[00:28:26.160 --> 00:28:29.040]   to your town, and you've got to be on the watch.
[00:28:29.040 --> 00:28:31.400]   They're not going to stop false flags.
[00:28:31.400 --> 00:28:34.000]   They're going to intensify them.
[00:28:34.000 --> 00:28:35.920]   So you get ready.
[00:28:35.920 --> 00:28:39.920]   Toll free number to join us, 877-789-2539.
[00:28:39.920 --> 00:28:45.080]   That's 877-789-ALEX, 877-789-ALEX.
[00:28:45.080 --> 00:28:46.720]   Any subject you want to talk about, you're welcome.
[00:28:46.720 --> 00:28:48.880]   But I like to talk about Smollett, the Russiagate.
[00:28:48.880 --> 00:28:50.200]   What are they going to pull next?
[00:28:50.200 --> 00:28:51.640]   What do you think is coming down the road?
[00:28:51.640 --> 00:28:54.280]   Please comment on that, then you can bring up a secondary item.
[00:28:54.280 --> 00:28:55.920]   But please, humor me with that.
[00:28:55.920 --> 00:28:57.800]   We'll be right back, newswars.com.
[00:28:57.800 --> 00:29:01.480]   >> Heart disease is on the rise.
[00:29:01.480 --> 00:29:03.520]   Clogged arteries, high blood pressure, and
[00:29:03.520 --> 00:29:06.840]   high cholesterol levels may not be fully detected by you.
[00:29:06.840 --> 00:29:08.400]   But the symptoms are there.
[00:29:08.400 --> 00:29:12.240]   Loss of energy, blood sugar spikes and drops, poor circulation, and
[00:29:12.240 --> 00:29:15.520]   irregular heartbeat are just a few of these that can alert you that
[00:29:15.520 --> 00:29:16.800]   something is wrong.
[00:29:16.800 --> 00:29:17.760]   Hear how heart and
[00:29:17.760 --> 00:29:22.600]   body extract is making a difference in thousands of people's lives across America.
[00:29:22.600 --> 00:29:26.680]   >> My blood pressure has normalized, my diabetes has totally improved.
[00:29:26.680 --> 00:29:29.200]   >> Everyone is telling me now how much healthier I look, and
[00:29:29.200 --> 00:29:31.120]   I'm telling everyone how much healthier I feel.
[00:29:31.120 --> 00:29:33.280]   I recommend heart and body extract to everyone.
[00:29:33.280 --> 00:29:37.120]   >> Anybody over 40 in the North American continent should be using
[00:29:37.120 --> 00:29:41.160]   this product as a preventative to keep their cardiovascular system healthy.
[00:29:41.160 --> 00:29:46.240]   Order your two month supply today by calling 866-295-5305.
[00:29:46.240 --> 00:29:49.200]   That's 866-295-5305.
[00:29:49.200 --> 00:29:52.280]   Or order online, hbextract.com.
[00:29:52.280 --> 00:29:58.280]   Heart and body extract, 866-295-5305, or hbextract.com.
[00:29:58.280 --> 00:30:02.360]   >> As the years go by, it gets harder and
[00:30:02.360 --> 00:30:05.320]   harder to keep up with your body's nutritional needs.
[00:30:05.320 --> 00:30:08.760]   With changes in diet, unnatural ingredients and stress,
[00:30:08.760 --> 00:30:12.360]   you may not be able to get all the necessary nutrients, amino acids,
[00:30:12.360 --> 00:30:14.800]   vitamins, and minerals needed daily.
[00:30:14.800 --> 00:30:19.600]   That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:30:19.600 --> 00:30:23.240]   The new platinum standard of advanced multivitamin formulation,
[00:30:23.240 --> 00:30:28.120]   vitamin mineral fusion uses a unique delivery system to maximize the effects and
[00:30:28.120 --> 00:30:31.120]   give your body the tools it needs to support your body.
[00:30:31.120 --> 00:30:35.360]   Using a proprietary process, we've managed to make this powerhouse formula into
[00:30:35.360 --> 00:30:40.080]   a delicious concentrated drink mix that's loaded with high quality ingredients.
[00:30:40.080 --> 00:30:43.040]   Perfect for a hot summer day or relaxing at home,
[00:30:43.040 --> 00:30:46.680]   vitamin mineral fusion is loaded with 34 different essential vitamins,
[00:30:46.680 --> 00:30:48.880]   minerals, amino acids, and more.
[00:30:48.880 --> 00:30:52.160]   Start supporting your body's needs in a great tasting, natural and
[00:30:52.160 --> 00:30:55.640]   affordable drink mix with vitamin mineral fusion today.
[00:30:55.640 --> 00:30:58.040]   Available at InfoWarsStore.com.
[00:30:58.040 --> 00:31:02.840]   >> We've taken thousands of years of known research and
[00:31:02.840 --> 00:31:06.240]   put it together with our own four years of seeking and
[00:31:06.240 --> 00:31:09.760]   testing to find the very best systems that God gave us through Mother Nature to
[00:31:09.760 --> 00:31:10.920]   detoxify the body.
[00:31:10.920 --> 00:31:15.840]   That's why I'm introducing Z-Shield, toxic metal and chemical defense support.
[00:31:15.840 --> 00:31:17.280]   It's made in the USA.
[00:31:17.280 --> 00:31:21.760]   It's filled with known compounds from nature that are absolutely associated with
[00:31:21.760 --> 00:31:24.120]   detoxifying the body and it supports the InfoWars.
[00:31:24.120 --> 00:31:26.240]   It is a classical 360 win.
[00:31:26.240 --> 00:31:29.960]   This is the formula that I personally have been taking for over a year.
[00:31:29.960 --> 00:31:34.880]   And now we believe we have come as close to perfection when it comes to a detoxifier
[00:31:34.880 --> 00:31:36.000]   as you can possibly get.
[00:31:36.000 --> 00:31:38.040]   You owe it to yourself, you owe it to your family, and
[00:31:38.040 --> 00:31:40.840]   you owe it to the future of this country and the world.
[00:31:40.840 --> 00:31:45.480]   That patriots stay as healthy and as clean and as focused as you can be.
[00:31:45.480 --> 00:31:50.080]   Because we need you, the remnant of America, to reignite those brush fires to
[00:31:50.080 --> 00:31:52.760]   the next level and to be healthy and as focused as you can be.
[00:31:52.760 --> 00:31:56.080]   Thanks to your support and your prayers, together we're changing the world.
[00:31:56.080 --> 00:31:59.720]   Now it's time to change our bodies with Z-Shield and InfoWarsLive.com.
[00:32:00.080 --> 00:32:02.160]   InfoWarsStore.com is how you support us.
[00:32:02.160 --> 00:32:05.280]   And it's not like we're selling stuff you don't need, you don't want.
[00:32:05.280 --> 00:32:09.640]   The air in the average American home is filled with toxins
[00:32:09.640 --> 00:32:13.320]   that put it on par with a major city.
[00:32:13.320 --> 00:32:16.840]   Some of the most polluted areas on Earth are major cities.
[00:32:16.840 --> 00:32:18.560]   How can I solve that problem?
[00:32:18.560 --> 00:32:21.400]   So we have air filters at InfoWarsStore.com,
[00:32:21.400 --> 00:32:26.920]   the Alexa Pure Breeze, which is right now $50 off.
[00:32:26.920 --> 00:32:32.240]   The Alexa Pure Breeze groundbreaking ion cluster air filter technology.
[00:32:32.240 --> 00:32:35.200]   And we've got a limited quantity of these left right now.
[00:32:35.200 --> 00:32:39.120]   We're basically selling these at cost because there was a big overhaul.
[00:32:39.120 --> 00:32:43.120]   Go ahead and read the hundreds of five star reviews for yourself.
[00:32:43.120 --> 00:32:44.960]   I've got two in my home.
[00:32:44.960 --> 00:32:48.200]   You will notice the difference, ladies and gentlemen,
[00:32:48.200 --> 00:32:51.000]   with the Alexa Pure Breeze in your house.
[00:32:51.000 --> 00:32:55.680]   Don't live in a polluted major city in your home.
[00:32:55.680 --> 00:32:56.760]   Have clean air.
[00:32:56.760 --> 00:32:58.680]   Go to InfoWarsStore.com.
[00:32:58.680 --> 00:33:05.680]   You're listening to the Alex Jones Show.
[00:33:05.680 --> 00:33:20.000]   Defending the Republic from enemies, foreign and domestic.
[00:33:20.000 --> 00:33:21.800]   It's Alex Jones.
[00:33:25.760 --> 00:33:31.640]   >> Okay, one of our producers, Scott, has been doing a lot of research on Smollett.
[00:33:31.640 --> 00:33:35.160]   And what I'm going to do is I'm going to hit this actually at the start of the next
[00:33:35.160 --> 00:33:38.480]   segment because I'm aware of it all, but I want to reread one of the documents I
[00:33:38.480 --> 00:33:40.400]   didn't have a chance to during the break.
[00:33:40.400 --> 00:33:43.520]   I read, scanned over the other four or five.
[00:33:43.520 --> 00:33:45.920]   But here's the bottom line, I'll break it down next segment.
[00:33:45.920 --> 00:33:51.640]   Everybody keeps asking how Kim Fox,
[00:33:51.640 --> 00:33:56.960]   the head Cook County State Attorney, said she recused herself, but
[00:33:56.960 --> 00:34:00.400]   then didn't and then dropped the charges.
[00:34:00.400 --> 00:34:04.240]   And we went and got the court documents and the state law.
[00:34:04.240 --> 00:34:04.840]   She lied.
[00:34:04.840 --> 00:34:06.560]   She never recused herself.
[00:34:06.560 --> 00:34:08.480]   You've got to appoint a special counsel when you do that.
[00:34:08.480 --> 00:34:09.480]   None was appointed.
[00:34:09.480 --> 00:34:10.920]   The papers weren't filed.
[00:34:10.920 --> 00:34:11.640]   None of it was done.
[00:34:11.640 --> 00:34:13.280]   She's engaged in massive fraud.
[00:34:13.280 --> 00:34:15.040]   These people are crazy.
[00:34:15.040 --> 00:34:16.880]   They're crazy.
[00:34:18.400 --> 00:34:22.680]   But it's just like DC where Obama goes, my God,
[00:34:22.680 --> 00:34:25.320]   looks like he's going to win the nomination, start spying on him.
[00:34:25.320 --> 00:34:26.720]   My gosh, he won.
[00:34:26.720 --> 00:34:30.800]   Spy on him even more, find something on him, make something up,
[00:34:30.800 --> 00:34:36.560]   create fake dossiers with the Russians to then set Trump up further and
[00:34:36.560 --> 00:34:38.440]   then harass everybody including myself.
[00:34:38.440 --> 00:34:43.760]   They use the pretext to go after me with federal dollars that Obama assigned in
[00:34:43.760 --> 00:34:49.080]   the Defense Authorization Act of 2016 into 17.
[00:34:49.080 --> 00:34:54.400]   To go after myself and others in the independent press that support Trump
[00:34:54.400 --> 00:34:59.080]   with the excuse saying we're connected to Russians with no evidence.
[00:34:59.080 --> 00:35:05.080]   And then that's what I'm still enjoying the tail end of,
[00:35:05.080 --> 00:35:11.560]   is CIA Defense Department funding to destroy myself and my family.
[00:35:11.560 --> 00:35:16.440]   [BLANK_AUDIO]
[00:35:16.440 --> 00:35:20.600]   Yeah, they put an article up from 2012 back when Obama first started that type
[00:35:20.600 --> 00:35:23.400]   of stuff, but you can pull up the Zero Edge articles,
[00:35:23.400 --> 00:35:27.000]   the best one about the Obama creates his own ministry of truth.
[00:35:27.000 --> 00:35:30.480]   Counter disinformation and propaganda act into law.
[00:35:30.480 --> 00:35:35.360]   The reason I talk about this every day is that's the instrument
[00:35:35.360 --> 00:35:40.040]   through which I have been tortured.
[00:35:42.040 --> 00:35:47.240]   But not as bad as Roger Stone who's being railroaded and can't speak.
[00:35:47.240 --> 00:35:49.680]   Not as bad as Paul Manafort.
[00:35:49.680 --> 00:35:52.960]   Not as bad as Carter Page.
[00:35:52.960 --> 00:35:54.320]   Not as bad as the Trump family.
[00:35:54.320 --> 00:36:00.520]   All of them have had giant magnifying glasses put on them, incredible lies.
[00:36:00.520 --> 00:36:01.600]   It has been hell.
[00:36:01.600 --> 00:36:04.480]   [BLANK_AUDIO]
[00:36:04.480 --> 00:36:08.600]   And justice states that they need to get in trouble for
[00:36:08.600 --> 00:36:15.080]   what they have done, because it's been rough.
[00:36:15.080 --> 00:36:19.360]   And the IRS got away with persecuting over 10,000 conservative groups,
[00:36:19.360 --> 00:36:21.440]   over 100,000 conservatives.
[00:36:21.440 --> 00:36:26.040]   And I don't forget watching MSNBC like ten years ago, it made me so mad.
[00:36:26.040 --> 00:36:28.000]   That's when I went, wow, they're consciously evil.
[00:36:28.000 --> 00:36:29.840]   I was so naive back then.
[00:36:29.840 --> 00:36:32.120]   I thought some of them just believed their own bull.
[00:36:32.120 --> 00:36:35.840]   And they go, of course we're auditing and arresting members of the Tea Party.
[00:36:35.840 --> 00:36:37.480]   They deserve to be shut down.
[00:36:37.480 --> 00:36:38.920]   They're racist.
[00:36:38.920 --> 00:36:41.160]   [BLANK_AUDIO]
[00:36:41.160 --> 00:36:46.320]   Just because you're pro-free market and like America, and don't hate the police
[00:36:46.320 --> 00:36:50.160]   and like the military and like the trains arriving on time.
[00:36:50.160 --> 00:36:53.800]   Just because you're not out to get the country and
[00:36:53.800 --> 00:36:59.520]   don't want the IRS persecuting everybody, well, you need to go to jail.
[00:36:59.520 --> 00:37:05.160]   And so now it's, hey, let's turn the CIA loose on people.
[00:37:05.160 --> 00:37:08.800]   [BLANK_AUDIO]
[00:37:08.800 --> 00:37:12.320]   See how Trump's supporters like that?
[00:37:12.320 --> 00:37:17.920]   because it hadn't just been me, let me tell you, it's been rough for everybody.
[00:37:17.920 --> 00:37:21.360]   It's been rough for Sean Hannity.
[00:37:21.360 --> 00:37:24.560]   It's been rough for Tucker Carlson.
[00:37:24.560 --> 00:37:27.920]   It's been rough for basically anybody you can imagine.
[00:37:27.920 --> 00:37:29.640]   And guess what it did to all those people?
[00:37:29.640 --> 00:37:32.200]   It didn't make them back down.
[00:37:32.200 --> 00:37:34.680]   It didn't make them shut up.
[00:37:34.680 --> 00:37:36.720]   It radicalized them.
[00:37:36.720 --> 00:37:39.240]   And now you got a bunch of Alex Jones's on your hands.
[00:37:39.240 --> 00:37:40.760]   [LAUGH]
[00:37:40.760 --> 00:37:44.000]   That didn't work like you thought it would, you authoritarian jerks.
[00:37:44.000 --> 00:37:47.040]   Because if people come after you, you back down.
[00:37:47.040 --> 00:37:48.520]   You keep your head down.
[00:37:48.520 --> 00:37:51.120]   We don't do that.
[00:37:51.120 --> 00:37:53.280]   And so I've had my issues with some of the mainline conservatives.
[00:37:53.280 --> 00:37:55.600]   They're not mainline conservatives anymore.
[00:37:55.600 --> 00:37:56.720]   They're Americans.
[00:37:56.720 --> 00:37:57.760]   They're Americana.
[00:37:57.760 --> 00:38:00.240]   They're 1776ers.
[00:38:00.240 --> 00:38:02.440]   They're 3%ers back from the dead.
[00:38:02.440 --> 00:38:05.800]   That's what this is.
[00:38:05.800 --> 00:38:07.680]   You think I'm looking for some big fight with the globalists?
[00:38:07.680 --> 00:38:09.400]   You think I like to be pigheaded and do all this?
[00:38:09.400 --> 00:38:13.240]   No, but they're bad people and we can't back down.
[00:38:13.240 --> 00:38:15.560]   And their intimidation has the opposite effect on me.
[00:38:15.560 --> 00:38:18.760]   Sometimes I can be really tired and exhausted, even have a cold,
[00:38:18.760 --> 00:38:19.320]   have a fever.
[00:38:19.320 --> 00:38:23.680]   And then they try to run me down and try to crush me and my family and
[00:38:23.680 --> 00:38:26.640]   my country and all of a sudden, my fever goes away.
[00:38:26.640 --> 00:38:31.160]   I mean, I can literally will a fever to go away if I'm pissed off.
[00:38:33.160 --> 00:38:34.800]   All I gotta do is think about my kids.
[00:38:34.800 --> 00:38:40.160]   And I can literally be throwing up and just turn it off.
[00:38:40.160 --> 00:38:45.640]   And anybody could do that if you get focused and go through the fear and
[00:38:45.640 --> 00:38:49.080]   stop giving into these damn globalists and their intimidation.
[00:38:49.080 --> 00:38:50.560]   So what if they attack us?
[00:38:50.560 --> 00:38:52.000]   So what if they lie about us?
[00:38:52.000 --> 00:38:53.520]   They're the criminals, not us.
[00:38:53.520 --> 00:38:58.640]   There have been over 100 articles in the last day saying that I made this poor
[00:38:58.640 --> 00:39:02.840]   Sandy Hook father, a neuroscientist, commit suicide.
[00:39:02.840 --> 00:39:05.160]   And they are very deceptive.
[00:39:05.160 --> 00:39:09.240]   They do things like the Monday morning they were saying he's dead from
[00:39:09.240 --> 00:39:11.280]   a gunshot wound, we don't know.
[00:39:11.280 --> 00:39:14.000]   And I'm reading the first articles, well, we don't know,
[00:39:14.000 --> 00:39:15.440]   is this gonna be investigated?
[00:39:15.440 --> 00:39:17.640]   And then later they go, apparent suicide.
[00:39:17.640 --> 00:39:20.720]   But by law, you still investigate that, that's why there's a corner.
[00:39:20.720 --> 00:39:23.880]   They spun that that Jones spins new conspiracy theory,
[00:39:23.880 --> 00:39:26.720]   weaves new conspiracy theory, and then they say,
[00:39:26.720 --> 00:39:30.600]   weaves new conspiracy theory, and says that somebody killed this guy.
[00:39:30.600 --> 00:39:31.360]   I didn't say that.
[00:39:31.360 --> 00:39:36.440]   And then, let's play this clip, then I'll play the president.
[00:39:36.440 --> 00:39:39.360]   Connecticut Senator condemns Alex Jones.
[00:39:39.360 --> 00:39:45.800]   And see, notice, since people gave in to me being censored, Facebook, Google,
[00:39:45.800 --> 00:39:47.480]   at school shooting victim suicide.
[00:39:47.480 --> 00:39:54.640]   You notice the latest thing from the Georgetown free speech clinic
[00:39:54.640 --> 00:39:57.200]   that's suing me, trying to shut down the First Amendment.
[00:39:57.200 --> 00:40:01.080]   They're now saying they're gonna sue Google because a father of the newscaster
[00:40:01.080 --> 00:40:06.120]   that got shot a few years ago on tape, he says, other people keep uploading it.
[00:40:06.120 --> 00:40:09.760]   Well, they take it down, but other people keep uploading it, it's whack a mole.
[00:40:09.760 --> 00:40:11.200]   How is that their fault?
[00:40:11.200 --> 00:40:13.200]   You're trying to get rid of Section 230.
[00:40:13.200 --> 00:40:16.000]   And Google and others have been giving in to you,
[00:40:16.000 --> 00:40:18.280]   getting rid of their own Section 230, they're being set up.
[00:40:18.280 --> 00:40:23.160]   Just like the EU just got rid of Section 230.
[00:40:23.160 --> 00:40:26.640]   They just passed a law to get rid of Section 230 yesterday,
[00:40:26.640 --> 00:40:31.040]   which will end the Internet as we know it.
[00:40:31.040 --> 00:40:34.840]   And big tech has walked right into the trap.
[00:40:34.840 --> 00:40:38.120]   And so because they didn't defend me from the establishment and
[00:40:38.120 --> 00:40:41.760]   old dying media that's in a coalition to make big tech do what they want.
[00:40:41.760 --> 00:40:44.760]   Because you didn't defend me, well, I was domino number one, dumbass.
[00:40:44.760 --> 00:40:47.880]   And now it's you, big tech.
[00:40:47.880 --> 00:40:51.040]   Now they're coming for you.
[00:40:51.040 --> 00:40:55.240]   And then they say that it's our fault this guy committed suicide.
[00:40:55.240 --> 00:40:59.840]   It's the mainstream media bringing up all the dead kids constantly saying we say
[00:40:59.840 --> 00:41:03.840]   they didn't die, constantly saying Sandy Hook, constantly calling the parents,
[00:41:03.840 --> 00:41:05.640]   constantly trying to go get interviews with them.
[00:41:05.640 --> 00:41:06.880]   I've never been to Connecticut.
[00:41:06.880 --> 00:41:08.360]   I've never sent investigators there.
[00:41:08.360 --> 00:41:10.400]   I've never tried to get them to come talk to me.
[00:41:10.400 --> 00:41:11.880]   I've said for years I thought it happened.
[00:41:11.880 --> 00:41:15.400]   But in my name, you keep terrorizing the parents.
[00:41:15.400 --> 00:41:19.640]   So that when they commit suicide, you can blame me.
[00:41:21.640 --> 00:41:23.560]   But see, that's the cost of freedom.
[00:41:23.560 --> 00:41:27.080]   We got to deal with this level of Democrat, Senator Chris Murphy,
[00:41:27.080 --> 00:41:32.720]   literally all over different TV channels saying this, here it is.
[00:41:32.720 --> 00:41:37.320]   >> Well, listen, I'll use his name.
[00:41:37.320 --> 00:41:39.320]   We're talking about Alex Jones.
[00:41:39.320 --> 00:41:43.480]   And the fact of the matter is that the companies that allow people like him,
[00:41:43.480 --> 00:41:48.440]   conspiracy theorists, to be able to purvey lies have a responsibility.
[00:41:48.440 --> 00:41:53.120]   There is no constitutional duty on an Internet company to allow somebody to
[00:41:53.120 --> 00:41:58.480]   terrorize parents of mass tragedies like Alex Jones did for so long.
[00:41:58.480 --> 00:42:03.120]   The Newtown families are proceeding with a court case to try to hold him
[00:42:03.120 --> 00:42:04.320]   accountable.
[00:42:04.320 --> 00:42:07.440]   But the companies that allow for this nonsense,
[00:42:07.440 --> 00:42:12.360]   this garbage to be spread out over the Internet, have a responsibility and
