[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[39:30.000 --> 39:37.000]  But then separately MSNBC was promoting riots and had pundits saying it's going to happen and it's going to be the fault of the
[39:37.000 --> 39:41.000]  travesty of justice basically encouraging rioting.
[39:41.000 --> 39:48.000]  So they're talking on both sides of their mouth and then criticizing those of us that just reported on what the media was pushing.
[39:48.000 --> 39:56.000]  Because it makes a great diversion from the real unemployment rate and fast and furious and IRS gate
[39:56.000 --> 40:03.000]  and the Tea Party being persecuted and ProLivers being persecuted and the Associated Press being spied on by the NSA
[40:03.000 --> 40:10.000]  and Obama funding Al Qaeda and Libya and Syria to commit unmitigated war crimes on and on and on
[40:10.000 --> 40:15.000]  and all the different Obama supporters that thought they were going to get all this free stuff.
[40:15.000 --> 40:23.000]  And it was going to be this wonderful world after Obama got elected for a second term and Mana was going to rain down from heaven.
[40:23.000 --> 40:34.000]  On and on and on. This diverts everyone from Obama losing 17 points in the Gallup poll two weeks ago in his most coveted demographic of under 30.
[40:34.000 --> 40:42.000]  30 and under. 17 point mainstream media having less than 20 point approval rating.
[40:42.000 --> 40:48.000]  Congress having a 10% approval rating. It changes the subject to get the average hard work in America.
[40:48.000 --> 40:59.000]  No matter what color you are fighting in this downturn economy just trying to get ahead so that we actually all are paranoid of each other.
[40:59.000 --> 41:11.000]  Unbelievably disgusting. So here's some of the headlines. Obama honor Trayvon Martin by battling gun violence NBC News.
[41:11.000 --> 41:18.000]  And that's the meme of implying guns are racist. You know he says honor Martin by restricting the guns.
[41:18.000 --> 41:21.000]  But then the surrogates go out and say oh it's racist. The MRA is racist.
[41:21.000 --> 41:28.000]  Obama responds to Zimmerman verdict. Stim the tide of gun violence for Trayvon.
[41:28.000 --> 41:31.000]  Read on Zimmerman. This isn't over with. I'm going to play a clip of that in a moment.
[41:31.000 --> 41:38.000]  Guilty until private innocent. How the press persecuted Zimmerman while stoking racial tensions and it goes over a list of it.
[41:38.000 --> 41:43.000]  That he better get found guilty. George Zimmerman defense prosecution case. Disgraceful.
[41:43.000 --> 41:49.000]  Oh yeah they withhold all sorts of evidence and when high level prosecutors office people went public.
[41:49.000 --> 41:58.000]  They just fired them for exposing the fact that they were covering up guns and stolen loot on Trayvon Martin's phone photos of it.
[41:58.000 --> 42:05.000]  That was not given to the defense. And when people did their job and reported it in the prosecutor's office they were fired yesterday.
[42:05.000 --> 42:15.000]  That's an NBC news. And remember NBC edited a five minute long 911 tape of Zimmerman going yeah he's walking along.
[42:15.000 --> 42:20.000]  He's got a hoodie. He's looking in cars. Walking around doing stuff. Blah blah blah.
[42:20.000 --> 42:26.000]  A minute later. What color is he? Oh he looks like he's black. They edit together like he's walking around looking in cars.
[42:26.000 --> 42:31.000]  He's black. I mean this is the type of stuff that goes on.
[42:31.000 --> 42:36.000]  And again. It's amazing.
[42:36.000 --> 42:44.000]  Nearly 400,000 signed an NAACP petition calling for DOJ investigation into Trayvon Martin's shooting.
[42:44.000 --> 42:50.000]  NAACP calls on Obama men to pursue civil rights charges against Zimmerman.
[42:50.000 --> 42:56.000]  Talk about a witch hunt. California promotes, prompts.
[42:56.000 --> 43:00.000]  We're going to break it all down when we come back. Protest planned after Zimmerman acquittal.
[43:00.000 --> 43:11.000]  Calben soap company can save you thousands of dollars and give you good old fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[43:11.000 --> 43:23.000]  See them on the web www.5starsope.com or call 1-800-340-7091 for a free catalog and buy American made products.
[43:23.000 --> 43:30.000]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for all your cleaning needs.
[43:30.000 --> 43:33.000]  You're getting soap products twice as good as what you're using now.
[43:33.000 --> 43:38.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[43:38.000 --> 43:45.000]  Call 1-800-340-7091 or visit www.5starsope.com.
[43:45.000 --> 43:50.000]  Alex and his staff have used these earth friendly pure soaps for years.
[43:50.000 --> 44:00.000]  See them on the web www.5starsope.com or call 1-800-340-7091 for a catalog.
[44:20.000 --> 44:23.000]  You can see every website you ever go to.
[44:23.000 --> 44:26.000]  Private internet access has got your back.
[44:26.000 --> 44:27.000]  How?
[44:27.000 --> 44:35.000]  Well it's kinda nerdy but to put it simply spies and companies that track you don't like us one bit.
[44:35.000 --> 44:39.000]  We create an encrypted tunnel so that nobody can spy on you.
[44:39.000 --> 44:45.000]  We also provide IP cloaking which frees you from geographic restrictions when you're traveling.
[44:45.000 --> 44:50.000]  Register today and disappear online the way it was supposed to be.
[44:50.000 --> 44:56.000]  Go to privateinternetaccess.com right now because your family's privacy is worth it.
[44:56.000 --> 45:24.000]  That's privateinternetaccess.com.
[45:26.000 --> 45:34.000]  Go to privateinternetaccess.com right now because your family's privacy is worth it.
[45:34.000 --> 45:44.000]  Go to privateinternetaccess.com right now because your family's privacy is worth it.
[45:44.000 --> 46:04.000]  Are we choosing our own destiny or has it been pre-selected for us?
[46:04.000 --> 46:09.000]  As we've moved through history every great leader has had to understand the potential of information.
[46:09.000 --> 46:17.000]  Billions of dollars have been spent privately and publicly looking at how to tap into your psyche.
[46:17.000 --> 46:22.000]  From compulsory state education to the Hollywood media brainwashing machine
[46:22.000 --> 46:26.000]  we are kept in perpetual bondage to the ideas that shape our actions.
[46:26.000 --> 46:31.000]  When somebody obscures that feedback loop between you observing and testing it out and verifying it
[46:31.000 --> 46:33.000]  they can take total control of your awareness.
[46:33.000 --> 46:36.000]  All of this is happening so fast you need to be ahead of the game.
[46:36.000 --> 46:43.000]  How to engineer the opinion of the American people so that they would not only endorse but demand a war.
[46:43.000 --> 46:45.000]  Out of another one, another plane to take.
[46:45.000 --> 46:48.000]  State of mind because there's a war on.
[46:48.000 --> 46:53.000]  For your mind, get your copy of State of Mind the Movie at infowars.com
[46:53.000 --> 47:10.000]  and remember every order at infowarsstore.com receives a free citizen rulebook.
[47:23.000 --> 47:33.000]  By the way rapper Lupe Fiasco has come out and called out the media for race-baiting in this
[47:33.000 --> 47:40.000]  and that's absolutely who wins in this is the establishment media with ratings
[47:40.000 --> 47:44.000]  and also distracting and diverting and further dividing this country
[47:44.000 --> 47:47.000]  which is what oligarchies and corrupt interests always do
[47:47.000 --> 47:53.000]  and this nation more and more is run by foreign illegitimate special interests
[47:53.000 --> 48:00.000]  that are raping all Americans of our tax money through the different corporate welfare programs
[48:00.000 --> 48:03.000]  and tax exemptions these people have.
[48:03.000 --> 48:10.000]  In the meanwhile as I said earlier the ultra rich on record are the ones lobbying to raise the average person's taxes.
[48:10.000 --> 48:18.000]  It's like Mitt Romney's people with the insurance companies write Obamacare as a dream to rip people off
[48:18.000 --> 48:22.000]  make 35 million people buy something so then the price goes way up
[48:22.000 --> 48:27.000]  because if you have something you're forced to buy like textbooks it's going to go up in cost.
[48:27.000 --> 48:33.000]  It's a controlled market and then it puts taxes on people making less than $30,000 a year
[48:33.000 --> 48:39.000]  and rakes everybody over the coals but it's okay because Obama's supposedly black and a liberal.
[48:39.000 --> 48:44.000]  I mean just an incredible scam and then the big corporations are exempt and get waivers
[48:44.000 --> 48:47.000]  and then other companies you just have to go from full time to part time
[48:47.000 --> 48:52.000]  so we become a part time nation and it's destroying the economy and that's admitted
[48:52.000 --> 48:56.000]  but so what your racist if you're not for it.
[48:56.000 --> 48:59.000]  See the criminals in government want to change the subject.
[48:59.000 --> 49:01.000]  I'm like hey you're ripping me off.
[49:01.000 --> 49:03.000]  It's written by foreign banks.
[49:03.000 --> 49:06.000]  I don't want healthcare run by foreign banks.
[49:06.000 --> 49:10.000]  Shut up racist that's actually what MSNBC said over and over again
[49:10.000 --> 49:14.000]  but by the way here's the Miami Herald not known as being a conservative publication.
[49:14.000 --> 49:17.000]  State never proved its case.
[49:17.000 --> 49:24.000]  Legal analysts say after five weeks of trial 56 witnesses few legal observers believe prosecutors
[49:24.000 --> 49:32.000]  came close to proving Sanford neighborhood watchman George Zimmerman committed second degree murder.
[49:32.000 --> 49:37.000]  He meant he knew he was doing it and planned it folks when he shot and killed Dravon Martin in February
[49:37.000 --> 49:44.000]  and when it was so clear to the judge and everybody else Democratic Party operative she is on record.
[49:44.000 --> 49:49.000]  Okay you can do manslaughter now.
[49:49.000 --> 49:52.000]  Which this then just means it's an accident.
[49:52.000 --> 49:57.000]  You get in a fight with somebody you start it you punch them they die from an embolism.
[49:57.000 --> 50:01.000]  It's manslaughter you didn't mean to do it but it's your fault they're dead.
[50:01.000 --> 50:03.000]  They couldn't even get that folks.
[50:03.000 --> 50:08.000]  I study trials okay and for people that are ignorant about how the system works
[50:08.000 --> 50:13.000]  you got to have open and shut in our system to put somebody in jail.
[50:13.000 --> 50:18.000]  And it goes on to quote all these top people including liberals and black lawyers you name it
[50:18.000 --> 50:21.000]  who don't want to look like fools in the legal community.
[50:21.000 --> 50:26.000]  It's easy for pundits who know they're not talking to lawyers to go this is a travesty of justice.
[50:26.000 --> 50:28.000]  This is a terrible thing.
[50:28.000 --> 50:33.000]  If you know how the law works folks this was a very fair trial
[50:33.000 --> 50:39.000]  and what killed the prosecution was withholding all sorts of evidence.
[50:39.000 --> 50:46.000]  He would have gotten out on appeal guaranteed guaranteed
[50:46.000 --> 50:50.000]  then there'd be riots then and there have been some riots and racial attacks
[50:50.000 --> 50:53.000]  but there was also a white Goldman Sachs employee according to zero hedge
[50:53.000 --> 50:57.000]  and this is in the New York Post who was drunk and came over to some black people.
[50:57.000 --> 51:03.000]  I guess he was yesterday and was calling him the n-word and making
[51:03.000 --> 51:07.000]  because this is really heightened a lot of racism on both sides out there
[51:07.000 --> 51:11.000]  and the black guy got up and knocked him out with one punch so that's pretty funny.
[51:11.000 --> 51:16.000]  So that's the type of stuff that's going on but we're going to have a whole hour of calls.
[51:16.000 --> 51:21.000]  I got a full board here from across the United States and worldwide
[51:21.000 --> 51:28.000]  from New Jersey to Texas from Florida to California from Arizona to Southern state.
[51:28.000 --> 51:33.000]  We're going to go to everybody. Illinois you name it. Los Angeles all over the place.
[51:33.000 --> 51:38.000]  We're going to be taking your phone calls coming up when we start the second hour.
[51:38.000 --> 51:43.000]  In fact I may just go to one here in a second but let me play a couple clips here first
[51:43.000 --> 51:47.000]  of what's happening today.
[51:47.000 --> 51:53.000]  This is disgraceful folks. You've had a trial and now Harry Reid is saying
[51:53.000 --> 51:56.000]  we'll have to look at the Justice Department doing something here
[51:56.000 --> 52:02.000]  and the NAACP ought to be asking why there's 93% illegitimacy in the black community
[52:02.000 --> 52:07.000]  when there was less than 10% illegitimacy 50 years ago.
[52:07.000 --> 52:12.000]  They should be asking why 262,000 black people have been killed by each other
[52:12.000 --> 52:15.000]  according to Justice Department numbers since 1976.
[52:15.000 --> 52:21.000]  They should be asking all these questions but instead no just blame white people
[52:21.000 --> 52:25.000]  and the media is there to say that's right. That's why. It's not big government.
[52:25.000 --> 52:29.000]  It's not socialism. It's not dependency that did this to you.
[52:29.000 --> 52:34.000]  No. No. It's not the MTV gangster culture force fed.
[52:34.000 --> 52:37.000]  It's not the narcotics shipped into your neighborhood by the big banks
[52:37.000 --> 52:40.000]  that own the aircraft and launder the money publicly.
[52:40.000 --> 52:45.000]  No. It's that white plumber down the street who's just like you.
[52:45.000 --> 52:49.000]  Probably watches the same TV shows, has the same problems, the same bills,
[52:49.000 --> 52:53.000]  the same red blood but no it's Joe the plumber.
[52:53.000 --> 52:55.000]  And then Joe the plumber gets told all day he's a racist.
[52:55.000 --> 52:58.000]  He's like I'm sick of people saying I'm a racist. I'm not racist.
[52:58.000 --> 53:03.000]  You people are racist. And then the fight starts which is the plan.
[53:03.000 --> 53:06.000]  And so I'm trying to tell you the magic trick here ladies and gentlemen.
[53:06.000 --> 53:10.000]  Let's go to Harry Reid on Zimmerman trial. This isn't over.
[53:10.000 --> 53:12.000]  He says, here it is.
[53:12.000 --> 53:17.000]  Racial wound that you think needs to be addressed and healed as a result of this in this country?
[53:17.000 --> 53:24.000]  I heard the mayor. I think that he should continue on a path that he outlined.
[53:24.000 --> 53:28.000]  And the president, does he have a role in speaking about what he did after the shooting?
[53:28.000 --> 53:31.000]  Yeah, of course. And I think the justice works can take a look at this.
[53:31.000 --> 53:36.000]  This is an over with and I think that's good. That's our system. It's gotten better, not worse.
[53:36.000 --> 53:41.000]  Oh, this isn't over with. And again, I don't have a dog in the fight.
[53:41.000 --> 53:45.000]  Zimmerman may be guilty, but there's reasonable suspicion.
[53:45.000 --> 53:49.000]  Better that 10 guilty men go free than one innocent man go to jail.
[53:49.000 --> 53:54.000]  I mean, O.J. was a lot more evidence he did it, but there was still reasonable suspicion
[53:54.000 --> 53:58.000]  and the cops clearly were trying to frame him because they thought he was guilty.
[53:58.000 --> 54:01.000]  He has to walk.
[54:01.000 --> 54:06.000]  If you don't remember that case, the blood additive that comes in the little ampoules where they take the blood test
[54:06.000 --> 54:10.000]  that was sprayed around and put on the glove and stuff, it was the exact same additive.
[54:10.000 --> 54:14.000]  It was confirmed they they went and planted blood folks.
[54:14.000 --> 54:16.000]  I mean, right there. Oh, you plant something.
[54:16.000 --> 54:22.000]  If you plant something on Charlie Manson, he's got to go free because you can then set up good people.
[54:22.000 --> 54:25.000]  See, I want to be protected. You got that?
[54:25.000 --> 54:30.000]  I want due process. And it's not my fault if people out there don't know about the law.
[54:30.000 --> 54:37.000]  And so you end up going to jail for stuff you didn't do because you don't know how to learn this stuff.
[54:37.000 --> 54:42.000]  It's all out there for you to learn. It's very frustrating. Let's go ahead and go to Sharpton.
[54:42.000 --> 54:45.000]  He says it's a slap in the face to those who believe in justice.
[54:45.000 --> 54:54.000]  And before I go to that, Harry Reid says, oh, yeah, we need to not open up the wounds or David Gregory poses the question.
[54:54.000 --> 54:57.000]  We need to close the painful wound.
[54:57.000 --> 55:01.000]  It's only going to open it up now and then Obama will be out there.
[55:01.000 --> 55:08.000]  Obama with the Justice Department, with all its criminal activities going after George Zimmerman.
[55:08.000 --> 55:14.000]  It's incredible. Let's go ahead and go to Sharpton, who's just basically, in my view, my opinion,
[55:14.000 --> 55:16.000]  he's like a black Ku Klux Klan member.
[55:16.000 --> 55:21.000]  I mean, if you just put white skin on him, it just sounds just like stuff I've heard out of the Klan against black people.
[55:21.000 --> 55:25.000]  He is a racist, undoubtedly, like Reverend Wright. Let's go to it.
[55:25.000 --> 55:34.000]  Well, I think that this is an atrocity. I think that it is probably one of the worst situations that I've seen.
[55:34.000 --> 55:45.000]  What this jury has done is establish a precedent that wouldn't you are young and fit a certain profile.
[55:45.000 --> 55:53.000]  You can be committing no crime, just bringing some skittles and ice tea home to your brother and be killed,
[55:53.000 --> 56:03.000]  and someone can claim self-defense, having been exposed with all kinds of lies, all kinds of inconsistencies.
[56:03.000 --> 56:11.000]  We had to march to even get a trial, and even at trial, when he's exposed over and over again as a liar, he is acquitted.
[56:11.000 --> 56:20.000]  This is a sad day in the country. I think that we clearly must don't move on to the next step in terms of the federal government
[56:20.000 --> 56:33.000]  and in terms of civil courts. Clearly, we want people to be very disciplined and strategic, but this is a slap in the face to those that believe in justice in this country.
[56:33.000 --> 56:42.000]  There you go. So just continuing to hype everything up. Now, we're going to go to break here and come back with a second hour on your phone calls.
[56:42.000 --> 56:56.000]  But first, I wanted to basically put the question out to everybody out there yet again. Do you understand what's going on here?
[56:56.000 --> 57:05.000]  Do you understand this is how empires have always controlled groups of people? This is what Caesar did in Europe, playing one tribe off against another.
[57:05.000 --> 57:17.000]  One Gaulish tribe against a Germanic tribe, one Celtic tribe off against another Germanic tribe, or the Norse off against this group,
[57:17.000 --> 57:21.000]  or that's what the UN does, they'll play one African tribe off against the other African tribe.
[57:21.000 --> 57:33.000]  I mean, this is called divide and conquer. Balkanization, the great game, and people just really get into it while $85 billion in QE3 from the Federal Reserve
[57:33.000 --> 57:41.000]  is given to private corporations and banks every month, and Congress has been told they can't even be told where the money specifically is going.
[57:41.000 --> 57:50.000]  I mean, that's the real discrimination against all of us. All our tax money going to foreign banks while our country's suck dry, second hour coming up.
[57:50.000 --> 58:00.000]  Introducing Pro 1. All of your filtration in one system, portable on the go. No more do you have two or three filters to just reduce sodium fluoride.
[58:00.000 --> 58:06.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosalic acid.
[58:06.000 --> 58:17.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[58:17.000 --> 58:24.000]  It is the only one that does it and out of the gates. We have it discounted at 10% off with promo code water.
[58:24.000 --> 58:35.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosalic acid,
[58:35.000 --> 58:41.000]  the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[58:41.000 --> 58:50.000]  Get your Pro Pure with the new Pro 1 filters today at mfolwarstore.com or by calling 888-253-3139.
[59:12.000 --> 59:19.000]  Order the sampler, a one to two month supply, or get a one to two year supply of soaps for all your cleaning needs.
[59:19.000 --> 59:23.000]  You're getting soap products twice as good as what you're using now.
[59:23.000 --> 59:28.000]  This is an amazing deal and you will love the way real soap makes your skin feel.
[59:28.000 --> 59:35.000]  Call 1-800-340-7091 or visit www.5starsoap.com.
[59:35.000 --> 59:40.000]  Alex and his staff have used these earth friendly pure soaps for years.
[59:40.000 --> 59:50.000]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:00:10.000 --> 01:00:25.000]  All right, I have covered this case and basically had my say.
[01:00:25.000 --> 01:00:28.000]  I haven't gotten to some of the clips where they're laughing on TV going,
[01:00:28.000 --> 01:00:34.000]  it's okay to call white people cracker heads and cracker ass and all the rest of this and it's cute.
[01:00:34.000 --> 01:00:36.000]  I mean is it nice to call Jewish people names?
[01:00:36.000 --> 01:00:39.000]  Is it nice to call Italians bad names?
[01:00:39.000 --> 01:00:45.000]  You're only allowed to call white Anglo-Saxon males bad names.
[01:00:45.000 --> 01:00:50.000]  And again, it's only to get all the other groups into a racial identity
[01:00:50.000 --> 01:00:56.000]  so that they're never thinking about a political or an economic identity or even a religious identity.
[01:00:56.000 --> 01:00:58.000]  The new religion is racism.
[01:00:58.000 --> 01:01:01.000]  The new religion is obsessing on it and filling your mind with it.
[01:01:01.000 --> 01:01:06.000]  And I've got a whole tape in there like 12 minutes long of MSNBC talking about code words.
[01:01:06.000 --> 01:01:09.000]  Like if you say Chicago, that's racism.
[01:01:09.000 --> 01:01:10.000]  No, it means mafia.
[01:01:10.000 --> 01:01:13.000]  It means the place run by the New World Order.
[01:01:13.000 --> 01:01:15.000]  Just incredible.
[01:01:15.000 --> 01:01:17.000]  You say international banker, it's anti-semitic.
[01:01:17.000 --> 01:01:20.000]  But when there's real racism, you're supposed to ignore it.
[01:01:20.000 --> 01:01:23.000]  So I'm going to just go to your calls here.
[01:01:23.000 --> 01:01:25.000]  I don't even know where to start first.
[01:01:25.000 --> 01:01:29.000]  Let's go to Jason in Texas, then Dark Pupil, then Melinda.
[01:01:29.000 --> 01:01:30.000]  Jason, you're on the air.
[01:01:30.000 --> 01:01:31.000]  Welcome.
[01:01:31.000 --> 01:01:32.000]  Hey, Alex.
[01:01:32.000 --> 01:01:33.000]  Hey, buddy.
[01:01:33.000 --> 01:01:40.000]  Listen, before I comment on Trayvon, I want to tell you something about OJ real quick.
[01:01:40.000 --> 01:01:42.000]  He heard a William Deere.
[01:01:42.000 --> 01:01:43.000]  He's down there.
[01:01:43.000 --> 01:01:44.000]  He's a private investigator.
[01:01:44.000 --> 01:01:45.000]  He's just outside of Waco.
[01:01:45.000 --> 01:01:47.000]  Yes, I've heard of him.
[01:01:47.000 --> 01:01:48.000]  Okay.
[01:01:48.000 --> 01:01:53.000]  Have you studied that research he's done on OJ case?
[01:01:53.000 --> 01:01:58.000]  I mean, my issue is just a giant can of worms that goes off in a million different directions.
[01:01:58.000 --> 01:02:02.000]  I was simply pointing out it's a reasonable doubt case.
[01:02:02.000 --> 01:02:07.000]  And just like the Trayvon Martin thinks a distraction, this is a distraction.
[01:02:07.000 --> 01:02:10.000]  I'm only covering it to show people the distraction.
[01:02:10.000 --> 01:02:13.000]  I'm showing the magic trick, not doing the magic trick.
[01:02:13.000 --> 01:02:14.000]  Absolutely.
[01:02:14.000 --> 01:02:16.000]  Look, one lace, one blood.
[01:02:16.000 --> 01:02:17.000]  We are all brothers.
[01:02:17.000 --> 01:02:18.000]  There ain't no white.
[01:02:18.000 --> 01:02:19.000]  There ain't no black.
[01:02:19.000 --> 01:02:20.000]  I get that.
[01:02:20.000 --> 01:02:22.000]  This is a total distraction.
[01:02:22.000 --> 01:02:26.000]  The point is OJ is guilty, but not a murder.
[01:02:26.000 --> 01:02:28.000]  Jason Simpson did that crime.
[01:02:28.000 --> 01:02:29.000]  Everybody needs to check that out.
[01:02:29.000 --> 01:02:32.000]  I know Charlie Sheen actually paid investigators.
[01:02:32.000 --> 01:02:34.000]  He used to be obsessed with the case for about 10 years.
[01:02:34.000 --> 01:02:36.000]  And that's what he says.
[01:02:36.000 --> 01:02:39.000]  And he says his dad, his dad was involved in the cover up.
[01:02:39.000 --> 01:02:40.000]  Absolutely.
[01:02:40.000 --> 01:02:41.000]  Billdeer.com.
[01:02:41.000 --> 01:02:43.000]  Everybody needs to check that out.
[01:02:43.000 --> 01:02:45.000]  Let me say something about Trayvon Martin and all this.
[01:02:45.000 --> 01:02:50.000]  I prayed last night for Zimmerman that justice be done.
[01:02:50.000 --> 01:02:53.000]  And when I got up this morning, he was not guilty.
[01:02:53.000 --> 01:02:54.000]  Praise the Lord.
[01:02:54.000 --> 01:02:57.000]  Justice was done for once finally in the United States.
[01:02:57.000 --> 01:03:01.000]  Yeah, it's just like when the Supreme Court ruled that you can't patent somebody's genes.
[01:03:01.000 --> 01:03:03.000]  The courts do good things sometimes.
[01:03:03.000 --> 01:03:06.000]  That clearly is the constitutional thing.
[01:03:06.000 --> 01:03:07.000]  You own your genes.
[01:03:07.000 --> 01:03:10.000]  A company can't come patent it and then not let you have a gene therapy.
[01:03:10.000 --> 01:03:13.000]  They can patent the specific therapy and the treatment.
[01:03:13.000 --> 01:03:16.000]  They just can't patent the gene itself.
[01:03:16.000 --> 01:03:24.000]  Listen, to all my black brothers out there, white people don't hate you.
[01:03:24.000 --> 01:03:26.000]  But we do hate being hated.
[01:03:26.000 --> 01:03:27.000]  We do hate being hated.
[01:03:27.000 --> 01:03:31.000]  And the media shows the toothless white people and folks to make everybody fight with each other.
[01:03:31.000 --> 01:03:33.000]  Just like they show the new Black Panther Party.
[01:03:33.000 --> 01:03:34.000]  People get it.
[01:03:34.000 --> 01:03:35.000]  People get it.
[01:03:35.000 --> 01:03:38.000]  Let's go to a real fast dark pupil who's calling from a southern state.
[01:03:38.000 --> 01:03:39.000]  Go ahead.
[01:03:39.000 --> 01:03:40.000]  You're on the air.
[01:03:40.000 --> 01:03:41.000]  I only got about a minute and a half.
[01:03:41.000 --> 01:03:42.000]  Hey, can you hear me, Alex?
[01:03:42.000 --> 01:03:43.000]  Yes.
[01:03:43.000 --> 01:03:44.000]  Go ahead.
[01:03:44.000 --> 01:03:45.000]  Okay.
[01:03:45.000 --> 01:03:52.000]  White people, the world over are absolutely terrified to rally behind any single issue
[01:03:52.000 --> 01:03:58.000]  in solidarity because of the myth of the swastika and the myth of the Ku Klux Klan.
[01:03:58.000 --> 01:04:04.000]  Well, it is used as a political weapon that you go, you know, I think I like red wine,
[01:04:04.000 --> 01:04:05.000]  not white wine.
[01:04:05.000 --> 01:04:06.000]  They go racist.
[01:04:06.000 --> 01:04:07.000]  It's true.
[01:04:07.000 --> 01:04:10.000]  It's used as a political weapon where no white person is allowed to have any view because
[01:04:10.000 --> 01:04:12.000]  the media makes it racial.
[01:04:12.000 --> 01:04:13.000]  Yes.
[01:04:13.000 --> 01:04:20.000]  And I also wanted to ask you if you heard about that new bioweapon called Morgallon's disease.
[01:04:20.000 --> 01:04:23.000]  There's definitely a lot of nanotech stuff going on.
[01:04:23.000 --> 01:04:30.000]  There's a lot of new diseases like the microplasms causing microbiology and so many other things
[01:04:30.000 --> 01:04:32.000]  about medical doctors on about it.
[01:04:32.000 --> 01:04:33.000]  Absolutely.
[01:04:33.000 --> 01:04:34.000]  We're out of time.
[01:04:34.000 --> 01:04:35.000]  Thank you so much for the call.
[01:04:35.000 --> 01:04:36.000]  All right.
[01:04:36.000 --> 01:04:37.000]  I'm taking a bunch of them.
[01:04:37.000 --> 01:04:38.000]  I'm going to do it when we come back.
[01:04:38.000 --> 01:04:46.000]  We're going to talk to Melinda in Florida, Eric in Arizona, Ernie, Tom, Vivian, Adrian,
[01:04:46.000 --> 01:04:50.000]  Paul, or Patty, my grandma called Patty.
[01:04:50.000 --> 01:04:51.000]  Sorry, I misread that.
[01:04:51.000 --> 01:04:55.000]  Mike, Micah, Frank, it's all coming up straight ahead.
[01:04:55.000 --> 01:05:22.000]  We'll be right back.
[01:05:22.000 --> 01:05:29.000]  We'll be right back.
[01:05:52.000 --> 01:05:59.000]  We'll be right back.
[01:06:22.000 --> 01:06:33.000]  Welcome, ladies and gentlemen, to the second hour of the worldwide broadcast every Sunday,
[01:06:33.000 --> 01:06:34.000]  4 to 6 p.m. Central.
[01:06:34.000 --> 01:06:35.000]  I am your host, Alex Jones.
[01:06:35.000 --> 01:06:38.000]  I'll be back tomorrow live, 11 a.m. Central as well.
[01:06:38.000 --> 01:06:40.000]  Find station listings at infowars.com.
[01:06:40.000 --> 01:06:43.000]  You can also go to infowars.com.
[01:06:43.000 --> 01:06:47.800]  To find the free podcast, the free iPhone app, the free droid app, the free video feed
[01:06:47.800 --> 01:06:53.800]  we're sending out right now of the radio show, and a whole lot more at infowars.com.
[01:06:53.800 --> 01:06:57.800]  You can also sign up at infowars.com.
[01:06:57.800 --> 01:06:59.800]  Just put in your email.
[01:06:59.800 --> 01:07:00.800]  It's free.
[01:07:00.800 --> 01:07:07.800]  We'll send you the e-copy of the monthly magazine, special video reports, and more at infowars.com.
[01:07:07.800 --> 01:07:11.800]  And of course, the news websites are prisonplanet.com and infowars.com.
[01:07:11.800 --> 01:07:16.800]  We're fighting the construction of a prison planet and the corrupt interests that are building it with the truth,
[01:07:16.800 --> 01:07:18.800]  with the info war.
[01:07:18.800 --> 01:07:19.800]  All right.
[01:07:19.800 --> 01:07:27.800]  Now, again, I've seen some people on infowars.com saying, Alex, this is a diversion.
[01:07:27.800 --> 01:07:29.800]  I'm sick of hearing about it.
[01:07:29.800 --> 01:07:32.800]  Why are you covering the Trayvon Martin thing?
[01:07:32.800 --> 01:07:35.800]  I've not covered it one-tenth as much as Most Talk Radio.
[01:07:35.800 --> 01:07:36.800]  It's a hot topic.
[01:07:36.800 --> 01:07:39.800]  We write articles about it on infowars.com.
[01:07:39.800 --> 01:07:44.800]  They get 5,000 comments, not 500.
[01:07:44.800 --> 01:07:46.800]  And you get sucked in.
[01:07:46.800 --> 01:07:48.800]  You've got to respond to it.
[01:07:48.800 --> 01:07:52.800]  Or the fake left-right system is going to create racial division out of it.
[01:07:52.800 --> 01:08:04.800]  You've got to go in and cover the spectacle to use the magic trick of divide and conquer they're using as a way to show the trick and then wake people up out of their trance.
[01:08:04.800 --> 01:08:05.800]  And that's what I'm doing.
[01:08:05.800 --> 01:08:07.800]  I don't like covering this stuff.
[01:08:07.800 --> 01:08:13.800]  I've got a huge stack of other incredibly important news that we'll cover some at the end of the broadcast today.
[01:08:13.800 --> 01:08:15.800]  Just on a host of issues.
[01:08:15.800 --> 01:08:17.800]  And that news is up on the sites.
[01:08:17.800 --> 01:08:21.800]  It's just that this is all-consuming.
[01:08:21.800 --> 01:08:25.800]  Because it shows the giant spectacle that's created.
[01:08:25.800 --> 01:08:32.800]  There's a reason the White House on record sent down Justice Department operatives to covertly, secretly.
