[00:00.000 --> 00:28.000]  this Wednesday.
[32:05.800 --> 32:11.480]  Our organic formula is made from high-quality natural ingredients such as valerian root
[32:11.480 --> 32:17.480]  extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[32:17.480 --> 32:22.200]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[32:22.200 --> 32:27.080]  Friends of people around the world experience daytime drowsiness, but with the rapid speed
[32:27.080 --> 32:30.320]  of life, we need to be able to keep up the pace.
[32:30.320 --> 32:36.280]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax
[32:36.280 --> 32:38.120]  and get the sleep you need.
[32:38.120 --> 32:40.480]  Wake up refreshed and take on the day.
[32:40.480 --> 32:45.840]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading
[32:45.840 --> 32:48.480]  brands at an affordable price.
[32:48.480 --> 32:52.120]  Get the sleep you deserve and experience the power of knockout.
[32:52.120 --> 33:03.520]  Get on over to InfoWarsLife.com and say goodbye to fatigue, that's InfoWarsLife.com.
[33:03.520 --> 33:22.200]  We're listening to the Alex Jones Show.
[33:22.200 --> 33:39.160]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[33:39.160 --> 33:47.160]  There's an old saying, if you're not concerned, you're not paying attention.
[33:47.160 --> 33:55.920]  I got a lot of phone calls last few days from important people saying, Alex, what's happening?
[33:55.920 --> 33:57.640]  What's going to happen militarily with Iran?
[33:57.640 --> 33:59.720]  What's going to happen with this virus?
[33:59.720 --> 34:00.920]  What's going to happen with the economy?
[34:00.920 --> 34:01.920]  What's going to happen with Trump?
[34:01.920 --> 34:02.920]  What's going to happen with the impeachment?
[34:02.920 --> 34:03.920]  What's going to happen?
[34:03.920 --> 34:06.760]  And I looked at him and I said, haven't you been here in the show?
[34:06.760 --> 34:08.760]  We're having a discussion about that.
[34:08.760 --> 34:12.320]  I don't claim to have all the answers.
[34:12.320 --> 34:14.280]  That's mainstream media that does that.
[34:14.280 --> 34:21.520]  I know this, there are evil forces that think one-dimensionally about how can they economically
[34:21.520 --> 34:23.560]  benefit from something?
[34:23.560 --> 34:28.280]  And then if they can get away with doing it, they'll do it every time.
[34:28.280 --> 34:34.920]  And the world is at a crossroads in a major crisis and 2020 isn't just a numerical number
[34:34.920 --> 34:42.760]  or an archetype in the numerology, it's real and we're 26 days in and all hell is broken
[34:42.760 --> 34:43.760]  loose.
[34:43.760 --> 34:48.960]  This daughter of crash and died, there's mass stock market upheaval, there's war starting,
[34:48.960 --> 34:54.840]  rockets hitting US bases, you've got human clones being made, you've got, here's a headline,
[34:54.840 --> 34:58.480]  lab made contra virus, coronavirus triggers debate.
[34:58.480 --> 35:02.720]  Well, we were reporting this over a week ago and we were the fake news.
[35:02.720 --> 35:04.280]  Now it's all over the news.
[35:04.280 --> 35:16.320]  The scientist is reporting what Mike Adams was saying here middle of last week and again,
[35:16.320 --> 35:21.240]  we don't get up here and say, hey, remember, we covered all this exactly as being reported
[35:21.240 --> 35:23.960]  now and we have the articles and videos to prove it.
[35:23.960 --> 35:24.960]  We're not doing that.
[35:24.960 --> 35:27.040]  We're like, listen, we're not making this stuff up.
[35:27.040 --> 35:28.680]  We're giving you the best analysis we've got.
[35:28.680 --> 35:31.920]  We're wrong sometimes and boy, we really hope we're wrong about the whole thing, but we're
[35:31.920 --> 35:32.920]  not.
[35:32.920 --> 35:35.560]  We're like 98% accurate, okay?
[35:35.560 --> 35:40.560]  So Mike Adams is married to a lady from the China region.
[35:40.560 --> 35:41.560]  He's got business over there.
[35:41.560 --> 35:42.560]  He's an engineer.
[35:42.560 --> 35:43.560]  He's a smart guy.
[35:43.560 --> 35:44.560]  He's been writing about this.
[35:44.560 --> 35:49.120]  He's been five, six, seven days on average ahead of it.
[35:49.120 --> 35:55.200]  He can break down what we know, but evidence mounted to bio weapon, highly contagious,
[35:55.200 --> 36:01.240]  highly airborne, highly infectious and extreme death rate.
[36:01.240 --> 36:04.360]  And so you can feel it.
[36:04.360 --> 36:08.000]  All the others were just drills and test to test the global government response as Bill
[36:08.000 --> 36:09.000]  Gates said they would.
[36:09.000 --> 36:12.200]  But that table top three months ago was 60 plus million dead.
[36:12.200 --> 36:13.920]  I'm not saying that's about to happen.
[36:13.920 --> 36:19.320]  I'm saying they've covered up how bad it is and are now panicking and admitting it's
[36:19.320 --> 36:25.520]  really bad and that 60 plus million, it was 50 something million are quarantined and that
[36:25.520 --> 36:28.200]  this is, this is, this is spiraling out of control.
[36:28.200 --> 36:29.960]  So Mike Adams, you speak Chinese.
[36:29.960 --> 36:31.680]  You're actually reading the local news.
[36:31.680 --> 36:33.960]  You're, you're reading what they're saying on Twitter.
[36:33.960 --> 36:39.480]  What is the, you'll get into all the details in a few segments, but what is the prime calculation
[36:39.480 --> 36:40.920]  of what's happening?
[36:40.920 --> 36:46.240]  Global pandemic's begun, highly contagious, high, high mortality rate, global cover up.
[36:46.240 --> 36:48.560]  And the answer is who's behind it?
[36:48.560 --> 36:49.920]  Is it a bio weapon?
[36:49.920 --> 36:57.520]  We see all the staging for that, the pre-programming for that, regardless, what does this signify?
[36:57.520 --> 37:01.760]  Because China going down the tubes economically doesn't help us because we've been set up
[37:01.760 --> 37:03.600]  as a binary of them.
[37:03.600 --> 37:07.040]  I don't think it's, because they're trying to leak now, oh, Trump's behind it.
[37:07.040 --> 37:08.040]  It's a U.S. file weapon.
[37:08.040 --> 37:11.880]  I don't see any evidence of that, but I do see evidence of a deep state globalist plan
[37:11.880 --> 37:15.800]  to do this, to sink the global economy and try to derail nationalism.
[37:15.800 --> 37:17.360]  What do you see, Mike?
[37:17.360 --> 37:20.080]  Here's what's emerging for having me on.
[37:20.080 --> 37:26.040]  Just to be clear, my wife is from Taiwan, the free version of China, not mainland China.
[37:26.040 --> 37:31.480]  My wife is an American and has been for over 25 years, by the way, and she's a great patriot
[37:31.480 --> 37:32.480]  and a Texan as well.
[37:32.480 --> 37:34.720]  No, I know she is, but you've got a lot of contacts over there.
[37:34.720 --> 37:35.720]  Yeah, exactly.
[37:35.720 --> 37:36.880]  We run an office over there.
[37:36.880 --> 37:41.440]  So they're scanning the news there and translating and feeding us back information that's days
[37:41.440 --> 37:43.120]  ahead of the U.S. media.
[37:43.120 --> 37:48.880]  And so what really came out that's now in the land set is the results of this study,
[37:48.880 --> 37:53.400]  which is studying the first wave of people who were infected there in Wuhan province,
[37:53.400 --> 37:59.320]  showing a 15 percent fatality rate and an 83 percent infection rate among those who
[37:59.320 --> 38:00.320]  are exposed.
[38:00.320 --> 38:03.720]  And I should have just begun the show with that, but I almost like subconsciously don't
[38:03.720 --> 38:04.720]  want to scare people.
[38:04.720 --> 38:07.240]  But I saw your article last night.
[38:07.240 --> 38:08.240]  I went and read it.
[38:08.240 --> 38:09.320]  I looked at land set.
[38:09.320 --> 38:11.320]  Say that slowly again.
[38:11.320 --> 38:12.760]  That's a respected medical journal.
[38:12.760 --> 38:17.720]  What you just said again, well, and yes, this and this was funded by the Chinese government.
[38:17.720 --> 38:20.200]  This was emergency published in the land set.
[38:20.200 --> 38:21.200]  I have a link to it.
[38:21.200 --> 38:22.200]  It's online.
[38:22.200 --> 38:27.000]  It's a 15 percent fatality rate, which is virtually unheard of for such viruses.
[38:27.000 --> 38:31.760]  Usually the fatality rate is 3 percent, sometimes 1 percent or a fraction of 1 percent.
[38:31.760 --> 38:33.760]  So this is many times more fatal.
[38:33.760 --> 38:39.160]  And yet it has a very high, what's called a transmissivity rate or ability to be transmitted
[38:39.160 --> 38:40.160]  to other people.
[38:40.160 --> 38:41.160]  Very high.
[38:41.160 --> 38:45.080]  83 percent of those who are exposed are infected according to this study.
[38:45.080 --> 38:48.280]  And also it has a very long incubation period.
[38:48.280 --> 38:53.560]  Currently, the family members who were exposed in that study had an eight day incubation
[38:53.560 --> 38:54.560]  period.
[38:54.560 --> 38:59.480]  Now what's crucial for people to understand is compared to Ebola, for example, Ebola,
[38:59.480 --> 39:03.120]  you will start flinging blood out of your eyeballs in 48 hours.
[39:03.120 --> 39:05.520]  It's not a stealth virus, not Ebola.
[39:05.520 --> 39:10.160]  You can't pass through airport security with full blown Ebola because people notice, hey,
[39:10.160 --> 39:11.960]  this person is bleeding all over the place.
[39:11.960 --> 39:15.560]  But with coronavirus, you can go through security.
[39:15.560 --> 39:17.840]  You show no fever for eight days.
[39:17.840 --> 39:18.840]  You show no symptoms even though you're suffering from a virus.
[39:18.840 --> 39:22.960]  Is that why they're calling this the 12th monkey scenario?
[39:22.960 --> 39:28.600]  Well yeah, I've got a headline, the revenge of the 12 monkeys because these virology research
[39:28.600 --> 39:33.440]  centers in China are known to use primates for their medical experiments.
[39:33.440 --> 39:39.080]  Now the problem with using primates beyond just the animal ethics debate is that primates
[39:39.080 --> 39:40.240]  fight back.
[39:40.240 --> 39:44.960]  So they spit and they claw and they bite and they rip the biohazard suits that are being
[39:44.960 --> 39:49.040]  worn by investigators there or researchers, scientists.
[39:49.040 --> 39:56.400]  And as pointed out in an earlier article in the Lancet in 2017, a February 2017 article,
[39:56.400 --> 40:01.040]  world scientists, virologists from Europe and other countries, they sounded the alarm
[40:01.040 --> 40:06.600]  over China handling these level four biohazards saying that the culture of China is one of
[40:06.600 --> 40:12.720]  obedience where low level workers, if they have a safety violation or they see an accident,
[40:12.720 --> 40:17.480]  they will not voice it out because they are told not to embarrass Communist China or they
[40:17.480 --> 40:21.880]  get sent to the gulag and have their organs harvested or to the Muslim concentration camps
[40:21.880 --> 40:22.880]  and so on.
[40:22.880 --> 40:24.560]  You know, you don't speak out in China.
[40:24.560 --> 40:29.520]  You don't have the democratization of voice that is more present in the scientific community
[40:29.520 --> 40:30.520]  in Western nations.
[40:30.520 --> 40:34.000]  You don't have the freedom of people who fought and died for here.
[40:34.000 --> 40:37.960]  And so that's what's so crazy about this is obviously China's collapsing.
[40:37.960 --> 40:38.960]  There's troops everywhere.
[40:38.960 --> 40:39.960]  It's going crazy.
[40:39.960 --> 40:45.040]  This is like a movie, this is like SARS where a few people are held, they're scared of it.
[40:45.040 --> 40:48.120]  This looks like a nightmare horror movie so far.
[40:48.120 --> 40:49.640]  Absolutely.
[40:49.640 --> 40:54.640]  And the scenario that's emerging is the most likely scenario now, according to my assessment.
[40:54.640 --> 40:58.480]  And this modifies some of my earlier comments over the last couple of days.
[40:58.480 --> 41:04.600]  It looks to me like this is a deliberate bioweapon that was accidentally released.
[41:04.600 --> 41:09.440]  So I believe based on what I know now that China was developing a bioweapon to eventually
[41:09.440 --> 41:13.960]  deploy against the United States or their other enemies around the world.
[41:13.960 --> 41:17.560]  However, this bioweapon got out in their own backyard.
[41:17.560 --> 41:20.080]  They did not intend to release it on their own people.
[41:20.080 --> 41:22.600]  And now they're paying the price for playing with fire.
[41:22.600 --> 41:27.440]  When you mess around with level four biohazards and you develop self replicating genetic weapon
[41:27.440 --> 41:32.920]  systems, you'd better not allow your scientists to be infected and go home for Chinese New
[41:32.920 --> 41:33.920]  Year.
[41:33.920 --> 41:35.920]  And that's exactly what it looks like currently.
[41:35.920 --> 41:37.080]  That's what it looks like happened, Alex.
[41:37.080 --> 41:41.960]  Now, both of us reserve our right to adapt our comments as more information becomes available.
[41:41.960 --> 41:45.520]  But that's the best, the most likely scenario that we can see right now.
[41:45.520 --> 41:50.000]  And we'll walk through, because we've been on the phone hours yesterday, hours today.
[41:50.000 --> 41:52.600]  We're both researching this, talking to our sources.
[41:52.600 --> 41:56.720]  I called my sources that, I mean, it's not like I work for the CIA, folks.
[41:56.720 --> 41:59.960]  The CIA is a big giant government agency with all these other compartments.
[41:59.960 --> 42:02.360]  But there's people in there that have information.
[42:02.360 --> 42:05.520]  And they said, people that have given me good info before, they said, no.
[42:05.520 --> 42:09.360]  Our word is this is a Chinese bio weapon.
[42:09.360 --> 42:10.360]  Exactly what you just said.
[42:10.360 --> 42:17.160]  In fact, before, you told me that separately from my sources inside the Central Intelligence
[42:17.160 --> 42:20.000]  Agency saying the same thing.
[42:20.000 --> 42:24.720]  And it's almost like China releases a false flag to then blame Trump, because the word
[42:24.720 --> 42:26.680]  is they're going to say, oh, we're at war with the US.
[42:26.680 --> 42:27.680]  Now this thing is released.
[42:27.680 --> 42:29.840]  I mean, there's a lot of craziness going on here.
[42:29.840 --> 42:31.520]  It's very sophisticated.
[42:31.520 --> 42:33.960]  I don't think anybody knows at this point.
[42:33.960 --> 42:38.680]  But the question we need to ask ourselves is, why did the top scientists at the UN who
[42:38.680 --> 42:43.520]  recently resigned end up dropping dead last night as well in Switzerland?
[42:43.520 --> 42:44.520]  It's all coming up.
[42:44.520 --> 42:47.000]  The point is, all bets are off, folks.
[42:47.000 --> 42:52.520]  We're in Cloud Cuckoo Land now, and this is a global war against the factions of good
[42:52.520 --> 42:53.520]  and evil.
[42:53.520 --> 43:00.640]  I'm Alex Jones in FullWars.com, NewsWars.com, Bandai Video.
[43:00.640 --> 43:04.280]  It's time to take a new, healthier approach to one of your most basic needs.
[43:04.280 --> 43:08.200]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the
[43:08.200 --> 43:11.360]  Infowars crew use every day for the purest water possible.
[43:11.360 --> 43:14.680]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking
[43:14.680 --> 43:15.680]  water.
[43:15.680 --> 43:18.960]  Perfect for preppers or anyone concerned with the healthier source of water, the Alexa Pure
[43:18.960 --> 43:22.360]  Pro can remove up to 99.9% of impurities.
[43:22.360 --> 43:26.560]  This groundbreaking, gravity-fed water filtration system is like no other.
[43:26.560 --> 43:30.080]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[43:30.080 --> 43:34.800]  It's a new way to show your support for the Infowars crew at Infowarsstore.com.
[43:34.800 --> 43:39.720]  Now when you buy your favorite products, you can add a donation right at the checkout.
[43:39.720 --> 43:44.480]  Simply open the donation option and either select a preset amount or enter a custom
[43:44.480 --> 43:45.480]  amount.
[43:45.480 --> 43:49.280]  With this brand new donation module, donating to support the Infowars crew has never been
[43:49.280 --> 43:50.280]  easier.
[43:50.280 --> 43:51.720]  You asked, we delivered.
[43:51.720 --> 43:55.240]  This easy option gives you the means to donate directly to the cause.
[43:55.240 --> 43:57.080]  Remember, we're all part of the fight.
[43:57.080 --> 43:58.080]  Infowars.
[43:58.080 --> 43:59.480]  Brought to you by you.
[43:59.480 --> 44:05.480]  We've got three big sales going right now, and one of them has to end within a week.
[44:05.480 --> 44:11.120]  And that's ultimate fish oil for 33% off.
[44:11.120 --> 44:12.120]  It's amazing.
[44:12.120 --> 44:13.600]  Go check it out for yourself.
[44:13.600 --> 44:19.840]  Then we've got back in stock X2, our best-selling deep-earth crystals iodine, the good halogen
[44:19.840 --> 44:22.960]  that is the building block to everything in the body, and I just can't tell you enough
[44:22.960 --> 44:24.080]  how important it is.
[44:24.080 --> 44:27.960]  The UN admits two billion people have low IQ or mental disability because they never
[44:27.960 --> 44:28.960]  got enough iodine.
[44:28.960 --> 44:34.160]  So just check it out for yourself, 40% off, infowarsstore.com, and it funds the M4.
[44:34.160 --> 44:41.080]  And then vitamin D3 with vitamin K that fuses it together, super high quality, winter sun.
[44:41.080 --> 44:43.040]  You don't have sun during the winter.
[44:43.040 --> 44:45.640]  Sun helps your body produce the vitamin D3.
[44:45.640 --> 44:46.840]  That's why people get so sick.
[44:46.840 --> 44:47.840]  That's the main reason.
[44:47.840 --> 44:50.680]  Well, you can supplement with this under the tongue, get higher absorption.
[44:50.680 --> 44:51.680]  It's amazing.
[44:51.680 --> 44:55.800]  All three of these are on sale, but only for a limited time at infowarsstore.com.
[44:55.800 --> 45:01.400]  Protect yourself and fund the M4, 360 win.
[45:01.400 --> 45:08.800]  I spend a lot of time reminding the infowars, the family of listeners and viewers that without
[45:08.800 --> 45:12.320]  you we won't be on the air, and I spend a lot of time thanking you.
[45:12.320 --> 45:16.480]  But I really think you should thank yourself for keeping us on the air and really changing
[45:16.480 --> 45:19.640]  the world for the better and raising the alarm as modern Paul reveres.
[45:19.640 --> 45:25.480]  But something I should spend more time on is just reminding you that these products are
[45:25.480 --> 45:26.480]  really amazing.
[45:26.480 --> 45:30.360]  You've got that pledge from me, but you've seen the third party test out there, the air
[45:30.360 --> 45:35.160]  filtration, the water filtration, the supplements are all the very best you're going to find
[45:35.160 --> 45:36.160]  out there.
[45:36.160 --> 45:41.960]  And you can't fund an operation anywhere else that's fighting the globalist this hard.
[45:41.960 --> 45:45.840]  So it's not a burden to support infowars.
[45:45.840 --> 45:52.920]  It really is something that is good for everybody that stands for justice and freedom and makes
[45:52.920 --> 45:56.520]  your life and your family's life and your children's life so much better.
[45:56.520 --> 46:02.160]  So visit infowarsstore.com today, infowarsstore.com.
[46:02.160 --> 46:07.000]  We have a new product and we got several thousand of these in and they're going to sell out in
[46:07.000 --> 46:08.000]  a few days.
[46:08.000 --> 46:09.000]  The rate we're selling them.
[46:09.000 --> 46:13.880]  I want to thank the listeners for getting it, but this really is a game changing toothpaste
[46:13.880 --> 46:18.480]  and it doesn't compete with super blue that's four to five a colloidal silver and iodine
[46:18.480 --> 46:22.040]  in fluoride free, the adult or the children's.
[46:22.040 --> 46:25.760]  These are both excellent toothpaste concentrates that don't have fillers.
[46:25.760 --> 46:26.760]  People love it.
[46:26.760 --> 46:32.120]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans
[46:32.120 --> 46:34.800]  but also re mineralizes the teeth.
[46:34.800 --> 46:40.080]  Then it has the patented silver salt silver in it to knock out the bacteria that causes
[46:40.080 --> 46:41.080]  ginsivitis.
[46:41.080 --> 46:42.080]  This is all proven.
[46:42.080 --> 46:46.680]  You can make claims with this, but I had to tell you, no one has a toothpaste this good
[46:46.680 --> 46:51.880]  for knocking out the bacteria, the viruses and cleaning the teeth in a healthy way that
[46:51.880 --> 46:54.360]  doesn't strip away the enamel.
[46:54.360 --> 46:55.680]  So we're really proud of it.
[46:55.680 --> 46:59.520]  It funds the operation in full or store.com and that's why we're still on air.
[46:59.520 --> 47:03.520]  Thanks to you.
[47:03.520 --> 47:18.880]  You're listening to the Alex Jones show.
[47:18.880 --> 47:22.440]  Clashing through the lies and disinformation.
[47:22.440 --> 47:28.880]  It's Alex Jones.
[47:28.880 --> 47:43.120]  Well, we're always in the danger zone being born means you're going to die.
[47:43.120 --> 47:46.280]  Think about that when you have a child, you're giving them life, giving them destiny, giving
[47:46.280 --> 47:50.680]  them free will, you're giving them death as well, but you're giving them a chance to
[47:50.680 --> 47:56.080]  have a relationship with God and their spirit lives on forever.
[47:56.080 --> 47:58.280]  That's the great balance of the universe.
[47:58.280 --> 48:03.520]  All right, we'll go back to Mike Adams here in a moment.
[48:03.520 --> 48:08.440]  We've seen so many big health scares by the establishment, grabbing power, setting up
[48:08.440 --> 48:13.360]  world government, stealing trillions of dollars, forcibly inoculating people, and then we only
[48:13.360 --> 48:17.960]  have more flu, more disease, and then they get caught running depopulation programs.
[48:17.960 --> 48:22.480]  They get caught with Bill and Melinda Gates, with Jeffrey Epstein and sex cults.
[48:22.480 --> 48:24.200]  That's in the news today.
[48:24.200 --> 48:29.600]  John McCain's wife, widow, comes out and says, we all knew what he was doing.
[48:29.600 --> 48:31.120]  We were all scared.
[48:31.120 --> 48:33.320]  And then everybody freaked out and said, you're not supposed to say that.
[48:33.320 --> 48:36.640]  That's coming up next hour.
[48:36.640 --> 48:44.320]  Lord Soros announces that he's pledging his fortune to, quote, fight nationalism and the
[48:44.320 --> 48:48.080]  existence of nation states.
[48:48.080 --> 48:49.080]  Think about that.
[48:49.080 --> 48:57.680]  Nation states are a firewall against political tyrannies like the
[48:57.680 --> 49:00.920]  communists of the Nazis and against diseases.
[49:00.920 --> 49:05.320]  That's what borders are for, but front doors are for and screen doors, your own skin on
[49:05.320 --> 49:09.160]  your body, or a cell wall.
[49:09.160 --> 49:11.240]  That's what walls are.
[49:11.240 --> 49:13.960]  They protect things that are good.
[49:13.960 --> 49:17.560]  And there's doors on those walls where you decide to open it or shut it.
[49:17.560 --> 49:19.440]  What it is is a check to balance.
[49:19.440 --> 49:26.880]  I got three branches of government, all different departments with walls to balance the power
[49:26.880 --> 49:31.280]  so you don't get one tyrant, a tyrantess.
[49:31.280 --> 49:36.440]  So I'm sitting here last week and I'm going over inventory on what products we have, what
[49:36.440 --> 49:37.440]  products we don't.
[49:37.440 --> 49:38.440]  And I'm like, wait a minute.
[49:38.440 --> 49:49.560]  I'm at my own house making sure my daughters and my son take the winter sun.
[49:49.560 --> 49:55.920]  I've got a bottle of it here somewhere, the highest quality organic D three with vitamin
[49:55.920 --> 49:56.920]  K.
[49:56.920 --> 50:03.640]  That's called winter sun because your body produces vitamin D with the sun, but you don't
[50:03.640 --> 50:04.640]  get it in the winter.
[50:04.640 --> 50:06.440]  Why do you think the illness is spread most in the winter?
[50:06.440 --> 50:08.360]  It's not just that you're locked up inside.
[50:08.360 --> 50:12.600]  It's that your body doesn't have this building block.
[50:12.600 --> 50:16.680]  So will this protect you?
[50:16.680 --> 50:17.680]  Actually it will.
[50:17.680 --> 50:22.760]  I mean, if your body isn't run down, if you have the proper D three, if you have the other
[50:22.760 --> 50:25.960]  building blocks you need, that's how you're healthy.
[50:25.960 --> 50:27.120]  Everybody knows that.
[50:27.120 --> 50:31.120]  It's run down unhealthy people that get these diseases.
[50:31.120 --> 50:35.160]  If you're in great shape at the HIV virus studies show that happens to you, if you're
[50:35.160 --> 50:38.240]  run down, it kills you.
[50:38.240 --> 50:39.480]  So that's what this is all about.
[50:39.480 --> 50:42.480]  And we have the best D three you're going to find out there at infowarstore.com.
[50:42.480 --> 50:45.240]  Will 100% protect you?
[50:45.240 --> 50:46.240]  Absolutely not.
[50:46.240 --> 50:48.360]  Will sucking air into your lungs protect you?
[50:48.360 --> 50:50.640]  No, but you better do it.
[50:50.640 --> 50:55.240]  infowarstore.com, 40% off, even though it's close to selling out because every winter
[50:55.240 --> 50:58.680]  we produce a bunch of it in the summer, sell it in the fall and winter.
[50:58.680 --> 51:02.960]  It's usually sold out during the summer, even though D three is good then.
[51:02.960 --> 51:06.080]  It's amazing, high quality, just like our info, it's the highest quality, out of the
[51:06.080 --> 51:11.880]  tongue, a better absorption, X two, the good halogen, the counters, the bad halogen fluoride.
[51:11.880 --> 51:13.520]  It's back in stock.
[51:13.520 --> 51:17.440]  It's 40% off free shipping when you get it with X three as well, but that's also what
[51:17.440 --> 51:18.440]  funds our operations.
[51:18.440 --> 51:21.760]  So you get great products and you find the operation.
[51:21.760 --> 51:22.760]  It's so critical.
[51:22.760 --> 51:25.480]  The crew asked me and family like, well, this is really scary.
[51:25.480 --> 51:26.480]  What do we do?
[51:26.480 --> 51:30.800]  And I'm like, drink a lot of water and wash your hands and take vitamin D three and iodine
[51:30.800 --> 51:33.360]  and eat a lot of fruits and vegetables.
[51:33.360 --> 51:37.720]  And then just if stuff gets bad, don't go out at big public events.
[51:37.720 --> 51:41.160]  Don't go out where there aren't people in your immediate group.
[51:41.160 --> 51:45.200]  And that's just simple information, but it doesn't matter folks.
[51:45.200 --> 51:47.520]  They're putting cancer viruses in the vaccines.
[51:47.520 --> 51:51.600]  There's all this other crap hit and everybody and the globalists test how to release a bio
[51:51.600 --> 51:56.800]  weapon and then control the public so they don't respond to it so that people don't see
[51:56.800 --> 51:57.800]  what's hitting them.
[51:57.800 --> 51:58.800]  That's what this is all about.
[51:58.800 --> 51:59.800]  It's not the government doing it.
[51:59.800 --> 52:03.520]  It's like the UN said in that video that came out a month ago.
[52:03.520 --> 52:04.840]  We don't even test the vaccines.
[52:04.840 --> 52:06.240]  Our doctors say it's killing people.
[52:06.240 --> 52:10.320]  The head scientist said, we know it's killing people, but we're just told to do what big
[52:10.320 --> 52:11.520]  pharma gives us.
[52:11.520 --> 52:13.200]  You see the compartmentalization.
[52:13.200 --> 52:15.880]  It's happening at the gene editing level.
[52:15.880 --> 52:21.400]  They're not even testing the adjuvants, the additives, much less scanning the genetic code
[52:21.400 --> 52:24.480]  of the altered viruses, bacteria and other pathogens.
[52:24.480 --> 52:27.520]  Mike Adams, the next three segments, you have the floor.
[52:27.520 --> 52:35.880]  Get into what we're facing in China and what's mounting and the fact that SARS, the coronavirus,
[52:35.880 --> 52:40.720]  they admit in lands that has been released before out of their labs.
[52:40.720 --> 52:43.480]  And now where do you think this is going?
[52:43.480 --> 52:44.480]  Let's start with the bombshell.
[52:44.480 --> 52:48.760]  Wall Street Journal confirming today three more cases confirmed in the United States,
[52:48.760 --> 52:51.640]  including one confirmed by the CDC in California.
[52:51.640 --> 52:52.640]  Now let's do the math on this.
[52:52.640 --> 52:59.000]  If you take the projections of 15% fatality, 83% infection rate for those exposed as published
[52:59.000 --> 53:04.440]  by the Landsat Science Journal, if you take that times the population of the greater metropolitan
[53:04.440 --> 53:09.440]  Los Angeles area, roughly 12 million people, you get a projected number of fatalities if
[53:09.440 --> 53:14.280]  these numbers hold true of 1.4 million dead in Los Angeles.
[53:14.280 --> 53:16.120]  That's not a prediction on my part.
[53:16.120 --> 53:17.240]  We hope that never happens.
[53:17.240 --> 53:21.440]  We hope those numbers are wildly big, but that's what's published in the Landsat.
[53:21.440 --> 53:23.800]  And if you do the math, that's what you get to.
[53:23.800 --> 53:28.760]  Now secondly, the American people are out panic buying N95 masks.
[53:28.760 --> 53:35.000]  I received a phone call from a major survival supply retailer, even a supplier to other
[53:35.000 --> 53:39.280]  retailers, who said that Chinese companies are in North America right now purchasing
[53:39.280 --> 53:44.760]  up every N95 mask that they can get their hands on in order to send them back to China.
[53:44.760 --> 53:46.520]  That tells you two things.
[53:46.520 --> 53:50.960]  Number one, that they've already run out of N95 masks in China, which is where many of
[53:50.960 --> 53:51.960]  them are made.
[53:51.960 --> 53:57.400]  Secondly, they're going to just drain the supply of N95 masks in North America, both
[53:57.400 --> 53:59.280]  the United States and Canada.
[53:59.280 --> 54:05.520]  Third big point, Alex, is that N95 masks are useless at preventing these infections because
[54:05.520 --> 54:08.720]  they don't create a seal around your face.
[54:08.720 --> 54:11.040]  You need a full face respirator.
[54:11.040 --> 54:16.200]  And we also have, from a translated article out of Taiwan, the Taiwan press, this is an
[54:16.200 --> 54:17.520]  anti-Chinese only.
[54:17.520 --> 54:22.320]  We have doctors stating from the Wuhan province that they are getting infected.
[54:22.320 --> 54:26.720]  The doctors themselves infected through their eyeballs, in other words, eye mucus.
[54:26.720 --> 54:32.240]  They had facial masks on, but they did not have goggles and full face respirators.
[54:32.240 --> 54:36.680]  They got infected and they are trying to spread the word that just having your mouth and nose
[54:36.680 --> 54:38.360]  covered is not enough.
[54:38.360 --> 54:42.760]  So people who think they can go out and buy N95 masks and then walk around and be safe
[54:42.760 --> 54:45.560]  from this coronavirus are kidding themselves.
[54:45.560 --> 54:48.600]  And finally, well, actually, I've got a lot more news here, Alex.
[54:48.600 --> 54:52.440]  We need to talk about what happens if there are quarantines in American cities as there
[54:52.440 --> 54:55.640]  already are affecting 53 million Chinese.
[54:55.640 --> 55:00.520]  But the other thing, even when people have full face respirators, most people don't know
[55:00.520 --> 55:05.080]  how to decontaminate themselves before they remove those respirators.
[55:05.080 --> 55:09.280]  In the process of removing them, they will contaminate themselves.
[55:09.280 --> 55:14.600]  So most people are unable to not touch their eye or scratch their mouth or scratch a nose
[55:14.600 --> 55:17.480]  or scratch an eye, corner of their eye, whatever.
[55:17.480 --> 55:18.760]  They will contaminate themselves.
[55:18.760 --> 55:24.720]  So unless you have been trained in biosafety protocols, you are not going to be able to
[55:24.720 --> 55:28.360]  reasonably protect yourself from this, even if you have the right gear.
[55:28.360 --> 55:32.600]  Finally, Alex, actually, I've got a long list of these things.
[55:32.600 --> 55:38.400]  People are passing through airport security undetected because they don't have fevers.
[55:38.400 --> 55:44.000]  In this Lancet article, they talked about how 2% of the people who are affected by this
