whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:47:40.880 --> 00:47:43.880]   [Music]
[00:47:43.880 --> 00:47:46.880]   [Music]
[00:47:46.880 --> 00:47:49.880]   [Music]
[00:47:49.880 --> 00:47:52.880]   [Music]
[00:47:52.880 --> 00:47:55.880]   [Music]
[00:47:55.880 --> 00:47:58.880]   [Music]
[00:47:58.880 --> 00:48:01.880]   [Music]
[00:48:01.880 --> 00:48:04.880]   [Music]
[00:48:04.880 --> 00:48:07.880]   [Music]
[00:48:07.880 --> 00:48:10.880]   [Music]
[00:48:10.880 --> 00:48:13.880]   [Music]
[00:48:13.880 --> 00:48:16.880]   [Music]
[00:48:16.880 --> 00:48:19.880]   [Music]
[00:48:19.880 --> 00:48:22.880]   [Music]
[00:48:22.880 --> 00:48:25.880]   [Music]
[00:48:25.880 --> 00:48:28.880]   [Music]
[00:48:28.880 --> 00:48:31.880]   [Music]
[00:48:31.880 --> 00:48:34.880]   [Music]
[00:48:34.880 --> 00:48:37.880]   [Music]
[00:48:37.880 --> 00:48:40.880]   [Music]
[00:48:40.880 --> 00:48:43.880]   [Music]
[00:48:43.880 --> 00:48:46.880]   [Music]
[00:48:46.880 --> 00:48:49.880]   [Music]
[00:48:49.880 --> 00:48:52.880]   [Music]
[00:48:52.880 --> 00:48:55.880]   [Music]
[00:48:55.880 --> 00:48:58.880]   [Music]
[00:48:58.880 --> 00:49:01.880]   [Music]
[00:49:01.880 --> 00:49:04.880]   [Music]
[00:49:04.880 --> 00:49:07.880]   [Music]
[00:49:07.880 --> 00:49:10.880]   [Music]
[00:49:10.880 --> 00:49:13.880]   [Music]
[00:49:13.880 --> 00:49:16.880]   [Music]
[00:49:16.880 --> 00:49:19.880]   [Music]
[00:49:19.880 --> 00:49:22.880]   [Music]
[00:49:22.880 --> 00:49:25.880]   [Music]
[00:49:25.880 --> 00:49:28.880]   [Music]
[00:49:28.880 --> 00:49:31.880]   [Music]
[00:49:31.880 --> 00:49:34.880]   [Music]
[00:49:34.880 --> 00:49:37.880]   [Music]
[00:49:37.880 --> 00:49:40.880]   [Music]
[00:49:40.880 --> 00:49:43.880]   [Music]
[00:49:43.880 --> 00:49:46.880]   [Music]
[00:49:46.880 --> 00:49:49.880]   [Music]
[00:49:49.880 --> 00:49:52.880]   [Music]
[00:49:52.880 --> 00:49:55.880]   [Music]
[00:49:55.880 --> 00:49:58.880]   [Music]
[00:49:58.880 --> 00:50:01.880]   [Music]
[00:50:01.880 --> 00:50:04.880]   [Music]
[00:50:04.880 --> 00:50:07.880]   [Music]
[00:50:07.880 --> 00:50:10.880]   [Music]
[00:50:10.880 --> 00:50:13.880]   [Music]
[00:50:13.880 --> 00:50:16.880]   [Music]
[00:50:16.880 --> 00:50:19.880]   [Music]
[00:50:19.880 --> 00:50:22.880]   [Music]
[00:50:22.880 --> 00:50:25.880]   [Music]
[00:50:25.880 --> 00:50:28.880]   [Music]
[00:50:28.880 --> 00:50:31.880]   [Music]
[00:50:31.880 --> 00:50:34.880]   [Music]
[00:50:34.880 --> 00:50:37.880]   [Music]
[00:50:37.880 --> 00:50:40.880]   [Music]
[00:50:40.880 --> 00:50:43.880]   [Music]
[00:50:43.880 --> 00:50:46.880]   [Music]
[00:50:46.880 --> 00:50:49.880]   [Music]
[00:50:49.880 --> 00:50:52.880]   [Music]
[00:50:52.880 --> 00:50:55.880]   [Music]
[00:50:55.880 --> 00:50:58.880]   [Music]
[00:50:58.880 --> 00:51:01.880]   [Music]
[00:51:01.880 --> 00:51:04.880]   [Music]
[00:51:04.880 --> 00:51:07.880]   [Music]
[00:51:07.880 --> 00:51:10.880]   [Music]
[00:51:10.880 --> 00:51:13.880]   [Music]
[00:51:13.880 --> 00:51:16.880]   [Music]
[00:51:16.880 --> 00:51:19.880]   [Music]
[00:51:19.880 --> 00:51:22.880]   [Music]
[00:51:22.880 --> 00:51:25.880]   [Music]
[00:51:25.880 --> 00:51:28.880]   [Music]
[00:51:28.880 --> 00:51:31.880]   [Music]
[00:51:31.880 --> 00:51:34.880]   [Music]
[00:51:34.880 --> 00:51:37.880]   [Music]
[00:51:37.880 --> 00:51:40.880]   [Music]
[00:51:40.880 --> 00:51:43.880]   [Music]
[00:51:43.880 --> 00:51:46.880]   [Music]
[00:51:46.880 --> 00:51:49.880]   [Music]
[00:51:49.880 --> 00:51:52.880]   [Music]
[00:51:52.880 --> 00:51:55.880]   [Music]
[00:51:55.880 --> 00:51:58.880]   [Music]
[00:51:58.880 --> 00:52:01.880]   [Music]
[00:52:01.880 --> 00:52:04.880]   [Music]
[00:52:04.880 --> 00:52:07.880]   [Music]
[00:52:07.880 --> 00:52:10.880]   [Music]
[00:52:10.880 --> 00:52:13.880]   [Music]
[00:52:13.880 --> 00:52:16.880]   [Music]
[00:52:16.880 --> 00:52:19.880]   [Music]
[00:52:19.880 --> 00:52:22.880]   [Music]
[00:52:22.880 --> 00:52:25.880]   [Music]
[00:52:25.880 --> 00:52:28.880]   [Music]
[00:52:28.880 --> 00:52:31.880]   [Music]
[00:52:31.880 --> 00:52:34.880]   [Music]
[00:52:34.880 --> 00:52:37.880]   [Music]
[00:52:37.880 --> 00:52:40.880]   [Music]
[00:52:40.880 --> 00:52:43.880]   [Music]
[00:52:43.880 --> 00:52:46.880]   [Music]
[00:52:46.880 --> 00:52:49.880]   [Music]
[00:52:49.880 --> 00:52:52.880]   [Music]
[00:52:52.880 --> 00:52:55.880]   [Music]
[00:52:55.880 --> 00:52:58.880]   [Music]
[00:52:58.880 --> 00:53:01.880]   [Music]
[00:53:01.880 --> 00:53:04.880]   [Music]
[00:53:04.880 --> 00:53:07.880]   [Music]
[00:53:07.880 --> 00:53:10.880]   [Music]
[00:53:10.880 --> 00:53:13.880]   [Music]
[00:53:13.880 --> 00:53:16.880]   [Music]
[00:53:16.880 --> 00:53:19.880]   [Music]
[00:53:19.880 --> 00:53:22.880]   [Music]
[00:53:22.880 --> 00:53:25.880]   [Music]
[00:53:25.880 --> 00:53:28.880]   [Music]
[00:53:28.880 --> 00:53:31.880]   [Music]
[00:53:31.880 --> 00:53:34.880]   [Music]
[00:53:34.880 --> 00:53:37.880]   [Music]
[00:53:37.880 --> 00:53:40.880]   [Music]
[00:53:40.880 --> 00:53:43.880]   [Music]
[00:53:43.880 --> 00:53:46.880]   [Music]
[00:53:46.880 --> 00:53:49.880]   [Music]
[00:53:49.880 --> 00:53:52.880]   [Music]
[00:53:52.880 --> 00:53:55.880]   [Music]
[00:53:55.880 --> 00:53:58.880]   [Music]
[00:53:58.880 --> 00:54:01.880]   [Music]
[00:54:01.880 --> 00:54:04.880]   [Music]
[00:54:04.880 --> 00:54:07.880]   [Music]
[00:54:07.880 --> 00:54:10.880]   [Music]
[00:54:10.880 --> 00:54:13.880]   [Music]
[00:54:13.880 --> 00:54:16.880]   [Music]
[00:54:16.880 --> 00:54:19.880]   [Music]
[00:54:19.880 --> 00:54:22.880]   [Music]
[00:54:22.880 --> 00:54:25.880]   [Music]
[00:54:25.880 --> 00:54:28.880]   [Music]
[00:54:28.880 --> 00:54:31.880]   [Music]
[00:54:31.880 --> 00:54:34.880]   [Music]
[00:54:34.880 --> 00:54:37.880]   [Music]
[00:54:37.880 --> 00:54:40.880]   [Music]
[00:54:40.880 --> 00:54:43.880]   [Music]
[00:54:43.880 --> 00:54:46.880]   [Music]
[00:54:46.880 --> 00:54:49.880]   [Music]
[00:54:49.880 --> 00:54:52.880]   [Music]
[00:54:52.880 --> 00:54:55.880]   [Music]
[00:54:55.880 --> 00:54:58.880]   [Music]
[00:54:58.880 --> 00:55:01.880]   [Music]
[00:55:01.880 --> 00:55:04.880]   [Music]
[00:55:04.880 --> 00:55:07.880]   [Music]
[00:55:07.880 --> 00:55:10.880]   [Music]
[00:55:10.880 --> 00:55:13.880]   [Music]
[00:55:13.880 --> 00:55:16.880]   [Music]
[00:55:16.880 --> 00:55:19.880]   [Music]
[00:55:19.880 --> 00:55:22.880]   [Music]
[00:55:22.880 --> 00:55:25.880]   [Music]
[00:55:25.880 --> 00:55:28.880]   [Music]
[00:55:28.880 --> 00:55:31.880]   [Music]
[00:55:31.880 --> 00:55:34.880]   [Music]
[00:55:34.880 --> 00:55:37.880]   [Music]
[00:55:37.880 --> 00:55:40.880]   [Music]
[00:55:40.880 --> 00:55:43.880]   [Music]
[00:55:43.880 --> 00:55:46.880]   [Music]
[00:55:46.880 --> 00:55:49.880]   [Music]
[00:55:49.880 --> 00:55:52.880]   [Music]
[00:55:52.880 --> 00:55:55.880]   [Music]
[00:55:55.880 --> 00:55:58.880]   [Music]
[00:55:58.880 --> 00:56:01.880]   [Music]
[00:56:01.880 --> 00:56:04.880]   [Music]
[00:56:04.880 --> 00:56:07.880]   [Music]
[00:56:07.880 --> 00:56:10.880]   [Music]
[00:56:10.880 --> 00:56:13.880]   [Music]
[00:56:13.880 --> 00:56:16.880]   [Music]
[00:56:16.880 --> 00:56:19.880]   [Music]
[00:56:19.880 --> 00:56:22.880]   [Music]
[00:56:22.880 --> 00:56:25.880]   [Music]
[00:56:25.880 --> 00:56:28.880]   [Music]
[00:56:28.880 --> 00:56:31.880]   [Music]
[00:56:31.880 --> 00:56:34.880]   [Music]
[00:56:34.880 --> 00:56:37.880]   [Music]
[00:56:37.880 --> 00:56:40.880]   [Music]
[00:56:40.880 --> 00:56:43.880]   [Music]
[00:56:43.880 --> 00:56:46.880]   [Music]
[00:56:46.880 --> 00:56:49.880]   [Music]
[00:56:49.880 --> 00:56:52.880]   [Music]
[00:56:52.880 --> 00:56:55.880]   [Music]
[00:56:55.880 --> 00:56:58.880]   [Music]
[00:56:58.880 --> 00:57:01.880]   [Music]
[00:57:01.880 --> 00:57:04.880]   [Music]
[00:57:04.880 --> 00:57:07.880]   [Music]
[00:57:07.880 --> 00:57:10.880]   [Music]
[00:57:10.880 --> 00:57:13.880]   [Music]
[00:57:13.880 --> 00:57:16.880]   [Music]
[00:57:16.880 --> 00:57:19.880]   [Music]
[00:57:19.880 --> 00:57:22.880]   [Music]
[00:57:22.880 --> 00:57:25.880]   [Music]
[00:57:25.880 --> 00:57:28.880]   [Music]
[00:57:28.880 --> 00:57:31.880]   [Music]
[00:57:31.880 --> 00:57:34.880]   [Music]
[00:57:34.880 --> 00:57:37.880]   [Music]
[00:57:37.880 --> 00:57:40.880]   [Music]
[00:57:40.880 --> 00:57:43.880]   [Music]
[00:57:43.880 --> 00:57:46.880]   [Music]
[00:57:46.880 --> 00:57:49.880]   [Music]
[00:57:49.880 --> 00:57:52.880]   [Music]
[00:57:52.880 --> 00:57:55.880]   [Music]
[00:57:55.880 --> 00:57:58.880]   [Music]
[00:57:58.880 --> 00:58:01.880]   [Music]
[00:58:01.880 --> 00:58:04.880]   [Music]
[00:58:04.880 --> 00:58:07.880]   [Music]
[00:58:07.880 --> 00:58:10.880]   [Music]
[00:58:10.880 --> 00:58:13.880]   [Music]
[00:58:13.880 --> 00:58:16.880]   [Music]
[00:58:16.880 --> 00:58:19.880]   [Music]
[00:58:19.880 --> 00:58:22.880]   [Music]
[00:58:22.880 --> 00:58:25.880]   [Music]
[00:58:25.880 --> 00:58:28.880]   [Music]
[00:58:28.880 --> 00:58:31.880]   [Music]
[00:58:31.880 --> 00:58:34.880]   [Music]
[00:58:34.880 --> 00:58:37.880]   [Music]
[00:58:37.880 --> 00:58:40.880]   [Music]
[00:58:40.880 --> 00:58:43.880]   [Music]
[00:58:43.880 --> 00:58:46.880]   [Music]
[00:58:46.880 --> 00:58:49.880]   [Music]
[00:58:49.880 --> 00:58:52.880]   [Music]
[00:58:52.880 --> 00:58:55.880]   [Music]
[00:58:55.880 --> 00:58:58.880]   [Music]
[00:58:58.880 --> 00:59:01.880]   [Music]
[00:59:01.880 --> 00:59:04.880]   [Music]
[00:59:04.880 --> 00:59:07.880]   [Music]
[00:59:07.880 --> 00:59:10.880]   [Music]
[00:59:10.880 --> 00:59:13.880]   [Music]
[00:59:13.880 --> 00:59:16.880]   [Music]
[00:59:16.880 --> 00:59:19.880]   [Music]
[00:59:19.880 --> 00:59:22.880]   [Music]
[00:59:22.880 --> 00:59:25.880]   [Music]
[00:59:25.880 --> 00:59:28.880]   [Music]
[00:59:28.880 --> 00:59:31.880]   [Music]
[00:59:31.880 --> 00:59:34.880]   [Music]
[00:59:34.880 --> 00:59:37.880]   [Music]
[00:59:37.880 --> 00:59:40.880]   [Music]
[00:59:40.880 --> 00:59:43.880]   [Music]
[00:59:43.880 --> 00:59:46.880]   [Music]
[00:59:46.880 --> 00:59:49.880]   [Music]
[00:59:49.880 --> 00:59:52.880]   [Music]
[00:59:52.880 --> 00:59:55.880]   [Music]
[00:59:55.880 --> 00:59:58.880]   [Music]
[00:59:58.880 --> 01:00:01.880]   [Music]
[01:00:01.880 --> 01:00:04.880]   [Music]
[01:00:04.880 --> 01:00:07.880]   [Music]
[01:00:07.880 --> 01:00:10.880]   [Music]
[01:00:10.880 --> 01:00:13.880]   [Music]
[01:00:13.880 --> 01:00:16.880]   [Music]
[01:00:16.880 --> 01:00:19.880]   [Music]
[01:00:19.880 --> 01:00:22.880]   [Music]
[01:00:22.880 --> 01:00:25.880]   [Music]
[01:00:25.880 --> 01:00:28.880]   [Music]
[01:00:28.880 --> 01:00:31.880]   [Music]
[01:00:31.880 --> 01:00:34.880]   [Music]
[01:00:34.880 --> 01:00:37.880]   [Music]
[01:00:37.880 --> 01:00:40.880]   [Music]
[01:00:40.880 --> 01:00:43.880]   [Music]
[01:00:43.880 --> 01:00:46.880]   [Music]
[01:00:46.880 --> 01:00:49.880]   [Music]
[01:00:49.880 --> 01:00:52.880]   [Music]
[01:00:52.880 --> 01:00:55.880]   [Music]
[01:00:55.880 --> 01:00:58.880]   [Music]
[01:00:58.880 --> 01:01:01.880]   [Music]
[01:01:01.880 --> 01:01:04.880]   [Music]
[01:01:04.880 --> 01:01:07.880]   [Music]
[01:01:07.880 --> 01:01:10.880]   [Music]
[01:01:10.880 --> 01:01:13.880]   [Music]
[01:01:13.880 --> 01:01:16.880]   [Music]
[01:01:16.880 --> 01:01:19.880]   [Music]
[01:01:19.880 --> 01:01:22.880]   [Music]
[01:01:22.880 --> 01:01:25.880]   [Music]
[01:01:25.880 --> 01:01:28.880]   [Music]
[01:01:28.880 --> 01:01:31.880]   [Music]
[01:01:31.880 --> 01:01:34.880]   [Music]
[01:01:34.880 --> 01:01:37.880]   [Music]
[01:01:37.880 --> 01:01:40.880]   [Music]
[01:01:40.880 --> 01:01:43.880]   [Music]
[01:01:43.880 --> 01:01:46.880]   [Music]
[01:01:46.880 --> 01:01:49.880]   [Music]
[01:01:49.880 --> 01:01:52.880]   [Music]
[01:01:52.880 --> 01:01:55.880]   [Music]
[01:01:55.880 --> 01:01:58.880]   [Music]
[01:01:58.880 --> 01:02:01.880]   [Music]
[01:02:01.880 --> 01:02:04.880]   [Music]
[01:02:04.880 --> 01:02:07.880]   [Music]
[01:02:07.880 --> 01:02:10.880]   [Music]
[01:02:10.880 --> 01:02:13.880]   [Music]
[01:02:13.880 --> 01:02:16.880]   [Music]
[01:02:16.880 --> 01:02:19.880]   [Music]
[01:02:19.880 --> 01:02:22.880]   [Music]
[01:02:22.880 --> 01:02:25.880]   [Music]
[01:02:25.880 --> 01:02:28.880]   [Music]
[01:02:28.880 --> 01:02:31.880]   [Music]
[01:02:31.880 --> 01:02:34.880]   [Music]
[01:02:34.880 --> 01:02:37.880]   [Music]
[01:02:37.880 --> 01:02:40.880]   [Music]
[01:02:40.880 --> 01:02:43.880]   [Music]
[01:02:43.880 --> 01:02:46.880]   [Music]
[01:02:46.880 --> 01:02:49.880]   [Music]
[01:02:49.880 --> 01:02:52.880]   [Music]
[01:02:52.880 --> 01:02:55.880]   [Music]
[01:02:55.880 --> 01:02:58.880]   [Music]
[01:02:58.880 --> 01:03:01.880]   [Music]
[01:03:01.880 --> 01:03:04.880]   [Music]
[01:03:04.880 --> 01:03:07.880]   [Music]
[01:03:07.880 --> 01:03:10.880]   [Music]
[01:03:10.880 --> 01:03:13.880]   [Music]
[01:03:13.880 --> 01:03:16.880]   [Music]
[01:03:16.880 --> 01:03:19.880]   [Music]
[01:03:19.880 --> 01:03:22.880]   [Music]
[01:03:22.880 --> 01:03:25.880]   [Music]
[01:03:25.880 --> 01:03:28.880]   [Music]
[01:03:28.880 --> 01:03:31.880]   [Music]
[01:03:31.880 --> 01:03:34.880]   [Music]
[01:03:34.880 --> 01:03:37.880]   [Music]
[01:03:37.880 --> 01:03:40.880]   [Music]
[01:03:40.880 --> 01:03:43.880]   [Music]
[01:03:43.880 --> 01:03:46.880]   [Music]
[01:03:46.880 --> 01:03:49.880]   [Music]
[01:03:49.880 --> 01:03:52.880]   [Music]
[01:03:52.880 --> 01:03:55.880]   [Music]
[01:03:55.880 --> 01:03:58.880]   [Music]
[01:03:58.880 --> 01:04:01.880]   [Music]
[01:04:01.880 --> 01:04:04.880]   [Music]
[01:04:04.880 --> 01:04:07.880]   [Music]
[01:04:07.880 --> 01:04:10.880]   [Music]
[01:04:10.880 --> 01:04:13.880]   [Music]
[01:04:13.880 --> 01:04:16.880]   [Music]
[01:04:16.880 --> 01:04:19.880]   [Music]
[01:04:19.880 --> 01:04:22.880]   [Music]
[01:04:22.880 --> 01:04:25.880]   [Music]
[01:04:25.880 --> 01:04:28.880]   [Music]
[01:04:28.880 --> 01:04:31.880]   [Music]
[01:04:31.880 --> 01:04:34.880]   [Music]
[01:04:34.880 --> 01:04:37.880]   [Music]
[01:04:37.880 --> 01:04:40.880]   [Music]
[01:04:40.880 --> 01:04:43.880]   [Music]
[01:04:43.880 --> 01:04:46.880]   [Music]
[01:04:46.880 --> 01:04:49.880]   [Music]
[01:04:49.880 --> 01:04:52.880]   [Music]
[01:04:52.880 --> 01:04:55.880]   [Music]
[01:04:55.880 --> 01:04:58.880]   [Music]
[01:04:58.880 --> 01:05:01.880]   [Music]
[01:05:01.880 --> 01:05:04.880]   [Music]
[01:05:04.880 --> 01:05:07.880]   [Music]
[01:05:07.880 --> 01:05:10.880]   [Music]
[01:05:10.880 --> 01:05:13.880]   [Music]
[01:05:13.880 --> 01:05:16.880]   [Music]
[01:05:16.880 --> 01:05:19.880]   [Music]
[01:05:19.880 --> 01:05:22.880]   [Music]
[01:05:22.880 --> 01:05:25.880]   [Music]
[01:05:25.880 --> 01:05:28.880]   [Music]
[01:05:28.880 --> 01:05:31.880]   [Music]
[01:05:31.880 --> 01:05:34.880]   [Music]
[01:05:34.880 --> 01:05:37.880]   [Music]
[01:05:37.880 --> 01:05:40.880]   [Music]
[01:05:40.880 --> 01:05:43.880]   [Music]
[01:05:43.880 --> 01:05:46.880]   [Music]
[01:05:46.880 --> 01:05:49.880]   [Music]
[01:05:49.880 --> 01:05:52.880]   [Music]
[01:05:52.880 --> 01:05:55.880]   [Music]
[01:05:55.880 --> 01:05:58.880]   [Music]
[01:05:58.880 --> 01:06:01.880]   [Music]
[01:06:01.880 --> 01:06:04.880]   [Music]
[01:06:04.880 --> 01:06:07.880]   [Music]
[01:06:07.880 --> 01:06:10.880]   [Music]
[01:06:10.880 --> 01:06:13.880]   [Music]
[01:06:13.880 --> 01:06:16.880]   [Music]
[01:06:16.880 --> 01:06:19.880]   [Music]
[01:06:19.880 --> 01:06:22.880]   [Music]
[01:06:22.880 --> 01:06:25.880]   [Music]
[01:06:25.880 --> 01:06:28.880]   [Music]
[01:06:28.880 --> 01:06:31.880]   [Music]
[01:06:31.880 --> 01:06:34.880]   [Music]
[01:06:34.880 --> 01:06:37.880]   [Music]
[01:06:37.880 --> 01:06:40.880]   [Music]
[01:06:40.880 --> 01:06:43.880]   [Music]
[01:06:43.880 --> 01:06:46.880]   [Music]
[01:06:46.880 --> 01:06:49.880]   [Music]
[01:06:49.880 --> 01:06:52.880]   [Music]
[01:06:52.880 --> 01:06:55.880]   [Music]
[01:06:55.880 --> 01:06:58.880]   [Music]
[01:06:58.880 --> 01:07:01.880]   [Music]
[01:07:01.880 --> 01:07:04.880]   [Music]
[01:07:04.880 --> 01:07:07.880]   [Music]
[01:07:07.880 --> 01:07:10.880]   [Music]
[01:07:10.880 --> 01:07:13.880]   [Music]
[01:07:13.880 --> 01:07:16.880]   [Music]
[01:07:16.880 --> 01:07:19.880]   [Music]
[01:07:19.880 --> 01:07:22.880]   [Music]
[01:07:22.880 --> 01:07:25.880]   [Music]
[01:07:25.880 --> 01:07:28.880]   [Music]
[01:07:28.880 --> 01:07:31.880]   [Music]
[01:07:31.880 --> 01:07:34.880]   [Music]
[01:07:34.880 --> 01:07:37.880]   [Music]
[01:07:37.880 --> 01:07:40.880]   [Music]
[01:07:40.880 --> 01:07:43.880]   [Music]
[01:07:43.880 --> 01:07:46.880]   [Music]
[01:07:46.880 --> 01:07:49.880]   [Music]
[01:07:49.880 --> 01:07:52.880]   [Music]
[01:07:52.880 --> 01:07:55.880]   [Music]
[01:07:55.880 --> 01:07:58.880]   [Music]
[01:07:58.880 --> 01:08:01.880]   [Music]
[01:08:01.880 --> 01:08:04.880]   [Music]
[01:08:04.880 --> 01:08:07.880]   [Music]
[01:08:07.880 --> 01:08:10.880]   [Music]
[01:08:10.880 --> 01:08:13.880]   [Music]
[01:08:13.880 --> 01:08:16.880]   [Music]
[01:08:16.880 --> 01:08:19.880]   [Music]
[01:08:19.880 --> 01:08:22.880]   [Music]
[01:08:22.880 --> 01:08:25.880]   [Music]
[01:08:25.880 --> 01:08:28.880]   [Music]
[01:08:28.880 --> 01:08:31.880]   [Music]
[01:08:31.880 --> 01:08:34.880]   [Music]
[01:08:34.880 --> 01:08:37.880]   [Music]
[01:08:37.880 --> 01:08:40.880]   [Music]
[01:08:40.880 --> 01:08:43.880]   [Music]
[01:08:43.880 --> 01:08:46.880]   [Music]
[01:08:46.880 --> 01:08:49.880]   [Music]
[01:08:49.880 --> 01:08:52.880]   [Music]
[01:08:52.880 --> 01:08:55.880]   [Music]
[01:08:55.880 --> 01:08:58.880]   [Music]
[01:08:58.880 --> 01:09:01.880]   [Music]
[01:09:01.880 --> 01:09:04.880]   [Music]
[01:09:04.880 --> 01:09:07.880]   [Music]
[01:09:07.880 --> 01:09:10.880]   [Music]
[01:09:10.880 --> 01:09:13.880]   [Music]
[01:09:13.880 --> 01:09:16.880]   [Music]
[01:09:16.880 --> 01:09:19.880]   [Music]
[01:09:19.880 --> 01:09:22.880]   [Music]
[01:09:22.880 --> 01:09:25.880]   [Music]
[01:09:25.880 --> 01:09:28.880]   [Music]
[01:09:28.880 --> 01:09:31.880]   [Music]
[01:09:31.880 --> 01:09:34.880]   [Music]
[01:09:34.880 --> 01:09:37.880]   [Music]
[01:09:37.880 --> 01:09:40.880]   [Music]
[01:09:40.880 --> 01:09:43.880]   [Music]
[01:09:43.880 --> 01:09:46.880]   [Music]
[01:09:46.880 --> 01:09:49.880]   [Music]
[01:09:49.880 --> 01:09:52.880]   [Music]
[01:09:52.880 --> 01:09:55.880]   [Music]
[01:09:55.880 --> 01:09:58.880]   [Music]
[01:09:58.880 --> 01:10:01.880]   [Music]
[01:10:01.880 --> 01:10:04.880]   [Music]
[01:10:04.880 --> 01:10:07.880]   [Music]
[01:10:07.880 --> 01:10:10.880]   [Music]
[01:10:10.880 --> 01:10:13.880]   [Music]
[01:10:13.880 --> 01:10:16.880]   [Music]
[01:10:16.880 --> 01:10:19.880]   [Music]
[01:10:19.880 --> 01:10:22.880]   [Music]
[01:10:22.880 --> 01:10:25.880]   [Music]
[01:10:25.880 --> 01:10:28.880]   [Music]
[01:10:28.880 --> 01:10:31.880]   [Music]
[01:10:31.880 --> 01:10:34.880]   [Music]
[01:10:34.880 --> 01:10:37.880]   [Music]
[01:10:37.880 --> 01:10:40.880]   [Music]
[01:10:40.880 --> 01:10:43.880]   [Music]
[01:10:43.880 --> 01:10:46.880]   [Music]
[01:10:46.880 --> 01:10:49.880]   [Music]
[01:10:49.880 --> 01:10:52.880]   [Music]
[01:10:52.880 --> 01:10:55.880]   [Music]
[01:10:55.880 --> 01:10:58.880]   [Music]
[01:10:58.880 --> 01:11:01.880]   [Music]
[01:11:01.880 --> 01:11:04.880]   [Music]
[01:11:04.880 --> 01:11:07.880]   [Music]
[01:11:07.880 --> 01:11:10.880]   [Music]
[01:11:10.880 --> 01:11:13.880]   [Music]
[01:11:13.880 --> 01:11:16.880]   [Music]
[01:11:16.880 --> 01:11:19.880]   [Music]
[01:11:19.880 --> 01:11:22.880]   [Music]
[01:11:22.880 --> 01:11:25.880]   [Music]
[01:11:25.880 --> 01:11:28.880]   [Music]
[01:11:28.880 --> 01:11:31.880]   [Music]
[01:11:31.880 --> 01:11:34.880]   [Music]
[01:11:34.880 --> 01:11:37.880]   [Music]
[01:11:37.880 --> 01:11:40.880]   [Music]
[01:11:40.880 --> 01:11:43.880]   [Music]
[01:11:43.880 --> 01:11:46.880]   [Music]
[01:11:46.880 --> 01:11:49.880]   [Music]
[01:11:49.880 --> 01:11:52.880]   [Music]
[01:11:52.880 --> 01:11:55.880]   [Music]
[01:11:55.880 --> 01:11:58.880]   [Music]
[01:11:58.880 --> 01:12:01.880]   [Music]
[01:12:01.880 --> 01:12:04.880]   [Music]
[01:12:04.880 --> 01:12:07.880]   [Music]
[01:12:07.880 --> 01:12:10.880]   [Music]
[01:12:10.880 --> 01:12:13.880]   [Music]
[01:12:13.880 --> 01:12:16.880]   [Music]
[01:12:16.880 --> 01:12:19.880]   [Music]
[01:12:19.880 --> 01:12:22.880]   [Music]
[01:12:22.880 --> 01:12:25.880]   [Music]
[01:12:25.880 --> 01:12:28.880]   [Music]
[01:12:28.880 --> 01:12:31.880]   [Music]
[01:12:31.880 --> 01:12:34.880]   [Music]
[01:12:34.880 --> 01:12:37.880]   [Music]
[01:12:37.880 --> 01:12:40.880]   [Music]
[01:12:40.880 --> 01:12:43.880]   [Music]
[01:12:43.880 --> 01:12:46.880]   [Music]
[01:12:46.880 --> 01:12:49.880]   [Music]
[01:12:49.880 --> 01:12:52.880]   [Music]
[01:12:52.880 --> 01:12:55.880]   [Music]
[01:12:55.880 --> 01:12:58.880]   [Music]
[01:12:58.880 --> 01:13:01.880]   [Music]
[01:13:01.880 --> 01:13:04.880]   [Music]
[01:13:04.880 --> 01:13:07.880]   [Music]
[01:13:07.880 --> 01:13:10.880]   [Music]
[01:13:10.880 --> 01:13:13.880]   [Music]
[01:13:13.880 --> 01:13:16.880]   [Music]
[01:13:16.880 --> 01:13:19.880]   [Music]
[01:13:19.880 --> 01:13:22.880]   [Music]
[01:13:22.880 --> 01:13:25.880]   [Music]
[01:13:25.880 --> 01:13:28.880]   [Music]
[01:13:28.880 --> 01:13:31.880]   [Music]
[01:13:31.880 --> 01:13:34.880]   [Music]
[01:13:34.880 --> 01:13:37.880]   [Music]
[01:13:37.880 --> 01:13:40.880]   [Music]
[01:13:40.880 --> 01:13:43.880]   [Music]
[01:13:43.880 --> 01:13:46.880]   [Music]
[01:13:46.880 --> 01:13:49.880]   [Music]
[01:13:49.880 --> 01:13:52.880]   [Music]
[01:13:52.880 --> 01:13:55.880]   [Music]
[01:13:55.880 --> 01:13:58.880]   [Music]
[01:13:58.880 --> 01:14:01.880]   [Music]
[01:14:01.880 --> 01:14:04.880]   [Music]
[01:14:04.880 --> 01:14:07.880]   [Music]
[01:14:07.880 --> 01:14:10.880]   [Music]
[01:14:10.880 --> 01:14:13.880]   [Music]
[01:14:13.880 --> 01:14:16.880]   [Music]
[01:14:16.880 --> 01:14:19.880]   [Music]
[01:14:19.880 --> 01:14:22.880]   [Music]
[01:14:22.880 --> 01:14:25.880]   [Music]
[01:14:25.880 --> 01:14:28.880]   [Music]
