[00:00.000 --> 00:11.800]  Waging war on corruption.
[27:35.880 --> 27:39.240]  It either stops now, folks, or there's no turning the corruption back.
[27:39.240 --> 27:44.080]  You're either an anti-corruption system, which you're always battling it, but you keep it
[27:44.080 --> 27:45.080]  small.
[27:45.080 --> 27:48.800]  Or you give into it, folks, in your North Korea, your Mexico.
[27:48.800 --> 27:51.200]  And I'm not putting down North Korea and Mexico.
[27:51.200 --> 27:55.560]  Most countries in history are run by horrible tyrants, because people give into it, and
[27:55.560 --> 27:59.680]  then the sky's the limit.
[27:59.680 --> 28:06.400]  Now David Knight is gonna be in here in the next two segments getting into the IRS scandal.
[28:06.400 --> 28:11.960]  And then when I start the next hour, I will get to some really amazing clips, some really
[28:11.960 --> 28:14.600]  incredible clips.
[28:14.600 --> 28:18.640]  One of them is, which we've already played, but it dovetails with this Obama saying, you
[28:18.640 --> 28:20.060]  shouldn't worry about tyranny.
[28:20.060 --> 28:23.140]  That's diametrically opposed what the founding fathers said.
[28:23.140 --> 28:26.720]  And then we're gonna dovetail that with Bill Maher Friday night, with Michael Moore saying
[28:26.720 --> 28:30.800]  it's treason to not do what the president wants, to block him.
[28:30.800 --> 28:31.800]  I'm not kidding.
[28:31.800 --> 28:34.240]  Of course, that's the opposite of treason.
[28:34.240 --> 28:37.120]  That separation of powers is what we're supposed to have, checks and balances.
[28:37.120 --> 28:43.260]  And then they go further to say, basically admit they're gonna get all our guns.
[28:43.260 --> 28:47.360]  And that video's up on infoawards.com and prisonplanet.com.
[28:47.360 --> 28:50.180]  But Piers Morgan now says he's worried about tyranny.
[28:50.180 --> 28:52.920]  He's not doing that because he cares.
[28:52.920 --> 28:56.440]  He is a tyrant, I know him.
[28:56.440 --> 28:57.820]  I've looked into his soul.
[28:57.820 --> 29:00.240]  He's doing it because he knows liberty is popular.
[29:00.240 --> 29:05.240]  A little over a year ago, I began to do a lot of research into why, even if I had a
[29:05.240 --> 29:07.600]  pretty good sized meal, that I was still starving.
[29:07.600 --> 29:12.400]  And my research led me to a well-known fact that most of the soils that we grow our crops
[29:12.400 --> 29:16.580]  on here in the United States and across the industrialized world are almost completely
[29:16.580 --> 29:22.140]  depleted of almost all of the key minerals and trace elements that our bodies need to
[29:22.140 --> 29:25.320]  rebuild themselves, fight off cancer, and be healthy.
[29:25.320 --> 29:31.640]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity.
[29:31.640 --> 29:35.800]  The Young Jevity products are designed to give you the real nutrition you need.
[29:35.800 --> 29:39.600]  And once you've got that, you don't have to eat as much to be satisfied.
[29:39.600 --> 29:46.200]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[29:46.200 --> 29:47.440]  Check it out for yourself.
[29:47.440 --> 29:48.440]  It's incredible.
[29:48.440 --> 29:54.360]  Go to infoawardsteam.com today and order your first canister of Beyond Tangy Tangerine Complete
[29:54.360 --> 29:57.520]  Multivitamin Mineral Complex Dietary Supplement.
[29:57.520 --> 30:00.120]  That's infoawardsteam.com.
[30:00.120 --> 30:02.040]  Introducing Pro-Wine.
[30:02.040 --> 30:05.660]  All of your filtration in one system, portable, on the go.
[30:05.660 --> 30:10.240]  No more do you have two or three filters to just reduce sodium fluoride.
[30:10.240 --> 30:15.640]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[30:15.640 --> 30:16.640]  acid.
[30:16.640 --> 30:21.320]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[30:21.320 --> 30:26.240]  aqua medics advanced media for removal of fluoride and other heavy metals, all in one
[30:26.240 --> 30:27.240]  filter element.
[30:27.240 --> 30:30.160]  It is the only one that does it and out of the gates.
[30:30.160 --> 30:33.840]  We have it discounted at 10% off with promo code water.
[30:33.840 --> 30:41.320]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[30:41.320 --> 30:46.660]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not
[30:46.660 --> 30:51.160]  covered by other fluoride filter brands, and sodium hexafluorosilicate.
[30:51.160 --> 30:59.840]  Get your Pro-Pure with the new Pro-One filters today at infowarsstore.com or by calling 888-253-3139.
[30:59.840 --> 31:02.920]  Alex Jones here with a message to fellow freedom lovers.
[31:02.920 --> 31:07.960]  The prognosis for the entire planetary economic system runs from bad to worse.
[31:07.960 --> 31:14.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce
[31:14.000 --> 31:15.000]  to the global takeover.
[31:15.000 --> 31:20.880]  That's why we've assembled the most vital and important preparedness items at infowarsshop.com.
[31:20.880 --> 31:24.600]  These are items that I did research on that I personally use.
[31:24.600 --> 31:29.640]  We've got the LifeStraw so you can turn fetid water into safe water anywhere you go.
[31:29.640 --> 31:34.360]  The Ktor Hand Crank Generator to charge up key equipment during power outages or out
[31:34.360 --> 31:35.360]  in the field.
[31:35.360 --> 31:38.400]  Strategic Relocation, third edition by Joel Skousen.
[31:38.400 --> 31:40.880]  When Disaster Strikes by Matthew Stein.
[31:40.880 --> 31:45.760]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[31:45.760 --> 31:48.640]  Hand Crank shortwave AM-FM radios.
[31:48.640 --> 31:53.000]  Everything that we've researched and found to be the best is available at infowarshop.com
[31:53.000 --> 31:55.800]  and your purchase makes our Infowars possible.
[31:55.800 --> 31:56.960]  We're getting prepared.
[31:56.960 --> 31:57.960]  Are you?
[31:57.960 --> 31:58.960]  Infowarsshop.com.
[31:58.960 --> 32:04.880]  Cal Bend Soap Company can save you thousands of dollars and give you good old fashioned
[32:04.880 --> 32:10.000]  real soap that is triple concentrated and made from the highest quality vegetable and
[32:10.000 --> 32:11.540]  coconut oils.
[32:11.540 --> 32:21.080]  See them on the web, www.5starsoap.com or call 1-800-340-7091 for a free catalog and
[32:21.080 --> 32:22.840]  buy American made products.
[32:22.840 --> 32:28.080]  Order the sampler, a one to two month supply or get a one to two year supply of soaps for
[32:28.080 --> 32:29.660]  all your cleaning needs.
[32:29.660 --> 32:33.200]  You're getting soap products twice as good as what you're using now.
[32:33.200 --> 32:37.920]  This is an amazing deal and you will love the way real soap makes your skin feel.
[32:37.920 --> 32:45.040]  Call 1-800-340-7091 or visit www.5starsoap.com.
[32:45.040 --> 32:49.880]  Alex and his staff have used these earth friendly pure soaps for years.
[32:49.880 --> 33:01.560]  See them on the web, www.5starsoap.com or call 1-800-340-7091 for a catalog.
[33:01.560 --> 33:05.040]  Coast to coast, direct from Austin.
[33:05.040 --> 33:08.800]  You're listening to the Alex Jones Broadcasting Network.
[33:08.800 --> 33:26.480]  Big Brother, Mainstream Media, Government Cover-Ups, you want answers, well so does
[33:26.480 --> 33:27.480]  he.
[33:27.480 --> 33:36.680]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[33:36.680 --> 33:41.520]  All right for the balance of the hour, Infowars.com reporter David Knight is going to be with
[33:41.520 --> 33:47.400]  us getting deep into the IRS scandal, playing some clips from the latest hearings on Friday
[33:47.400 --> 33:54.240]  dealing with the persecution of Christians and Tea Party people and Libertarians and
[33:54.240 --> 33:56.600]  pro-gun groups by the IRS.
[33:56.600 --> 34:02.880]  Now the essence of tyranny is government doing something or ordering something that violates
[34:02.880 --> 34:05.680]  common law, common sense.
[34:05.680 --> 34:10.720]  And the tell-tale sign of tyranny is when it's an unjust weight and balance, when not
[34:10.720 --> 34:16.040]  only are they oppressing you but then groups affiliated with them are exempt.
[34:16.040 --> 34:18.840]  It's now in the Associated Press, it's now in mainstream news, we're going to be getting
[34:18.840 --> 34:24.240]  to it, where at the orders of Planned Parenthood, which is really Rockefeller Foundation, that's
[34:24.240 --> 34:30.720]  the real government, they said, go shut down these anti-abortion groups.
[34:30.720 --> 34:38.200]  And I've got headlines here, IRS demanded info on pro-life groups' prayers, that's beyond
[34:38.200 --> 34:40.000]  North Korea.
[34:40.000 --> 34:43.560]  And I heard talk show hosts on Friday going, well maybe that's reasonable, maybe you shouldn't
[34:43.560 --> 34:47.360]  pray a prayer against corrupt government, a violation of the First Amendment.
[34:47.360 --> 34:51.000]  The First Amendment says the government has no jurisdiction in your religion, it's been
[34:51.000 --> 34:53.000]  turned around backwards but they use your ignorance.
[34:53.000 --> 34:58.960]  Here's another one, IRS Commissioner Stonewall's on praying and prying into pro-life groups'
[34:58.960 --> 34:59.960]  prayers.
[34:59.960 --> 35:05.680]  IRS to pro-life groups, you know you're going to have to give up this whole protest thing,
[35:05.680 --> 35:06.680]  right?
[35:06.680 --> 35:12.320]  Telling churches, you can't go out and protest against whatever it is your religion or your
[35:12.320 --> 35:14.640]  belief says is wrong.
[35:14.640 --> 35:18.940]  This is pure authoritarianism, but as long as you put a peace prize on it, bomb and kill
[35:18.940 --> 35:19.960]  whoever you want.
[35:19.960 --> 35:24.160]  As long as you ban free speech, but hey, it's a black guy, he's liberal.
[35:24.160 --> 35:27.280]  That's why the establishment, the globalists, the foreign banks that have taken over this
[35:27.280 --> 35:28.720]  country put Obama in.
[35:28.720 --> 35:34.040]  As a cynical joke, folks, I'm telling you, if Hitler would have worn a pink uniform,
[35:34.040 --> 35:35.640]  he could have killed the entire planet.
[35:35.640 --> 35:39.280]  People would have given their children to him to kill if he wore a pink uniform.
[35:39.280 --> 35:46.060]  I mean, it's all about the surface of things, and this is the insanity of this.
[35:46.060 --> 35:51.200]  And this IRS thing has really finally clicked with people, but here's the issue.
[35:51.200 --> 35:54.500]  What you're even hearing in the news isn't one-tenth of it.
[35:54.500 --> 35:58.220]  Churches all over America are given letters by the IRS that we've shown and covered where
[35:58.220 --> 36:02.720]  they say, if you go on a picnic with the church, tell people don't talk about politics there.
[36:02.720 --> 36:04.820]  I mean, folks, you have a First Amendment.
[36:04.820 --> 36:06.800]  Your preacher can say whatever they want.
[36:06.800 --> 36:10.360]  This country was founded by the black brigades, the preachers.
[36:10.360 --> 36:15.400]  We sell books at infowarsstore.com like Romans 13, the true meaning of submission that breaks
[36:15.400 --> 36:16.400]  down there.
[36:16.400 --> 36:19.200]  It's all a fraud, ladies and gentlemen.
[36:19.200 --> 36:25.440]  It was Christians that led the fight in the 1830s, 40s, 50s, 60s against slavery.
[36:25.440 --> 36:28.580]  And that was the law then, and they were against the law.
[36:28.580 --> 36:30.560]  And they went and were involved in civil disobedience.
[36:30.560 --> 36:33.640]  Some Christians, like John Brown, went around and killed people.
[36:33.640 --> 36:37.860]  Now, the issue here is, do you wanna be an American or not?
[36:37.860 --> 36:41.700]  Do you have an identity, or is it just football and acting tough?
[36:41.700 --> 36:45.900]  Because the identity of America is checks and balances.
[36:45.900 --> 36:51.120]  And the churches have become kept creatures of the government, like in the Soviet Union.
[36:51.120 --> 36:57.600]  With their 501c3, they're no longer churches, they are now tax-exempt charities.
[36:57.600 --> 36:58.920]  And that's how the trick was done.
[36:58.920 --> 37:03.560]  Churches, the government still has no regulatory power over, but they trick you.
[37:03.560 --> 37:06.720]  Oh, here's a paper, sign this, waiving your rights.
[37:06.720 --> 37:07.720]  So this is a big deal.
[37:07.720 --> 37:11.560]  And I wanna play this clip and then go to David Knight, because here's the question
[37:11.560 --> 37:15.640]  for everybody out there.
[37:15.640 --> 37:19.520]  Obama said just a few weeks ago, don't worry about tyranny, don't believe people that talk
[37:19.520 --> 37:20.920]  about that.
[37:20.920 --> 37:24.160]  And then you see the tyranny all around you, and we're at the critical juncture.
[37:24.160 --> 37:29.560]  Because if we don't recognize the tyranny now, when it's gotten so bad, and if we succumb
[37:29.560 --> 37:31.000]  to it, the sky's the limit.
[37:31.000 --> 37:34.540]  So this is kinda the point where America's finally gotten so drunk on corruption, we
[37:34.540 --> 37:38.560]  may throw up and begin reversing where we're going.
[37:38.560 --> 37:44.320]  But if America drinks too much more moonshine or Everclear, we may die of tyranny poisoning,
[37:44.320 --> 37:45.440]  alcohol poisoning.
[37:45.440 --> 37:49.160]  We've reached that point, folks, where even the dumbest people, even the people that have
[37:49.160 --> 37:54.180]  sold themselves out to tyranny and made excuses are going, wow, that sounds like oppression.
[37:54.180 --> 38:01.380]  In Nazi Germany, it started in 1933, 34, 35, going after Christian groups that didn't support
[38:01.380 --> 38:03.440]  Hitler and Jewish groups and others.
[38:03.440 --> 38:06.280]  And people said, well, those are just those minorities, it's okay.
[38:06.280 --> 38:10.760]  And it started out with tax audits and shutting down their businesses.
[38:10.760 --> 38:14.880]  Folks, this is incredible political persecution.
[38:14.880 --> 38:19.160]  This is amazing, and of course, it was ordered from the highest levels, that's now coming
[38:19.160 --> 38:20.160]  out.
[38:20.160 --> 38:23.880]  David Knight, I wanna play this clip of Obama, and we're gonna get your report.
[38:23.880 --> 38:26.520]  We're gonna have a little bit in the next hour here.
[38:26.520 --> 38:31.240]  But here is Obama saying, don't worry about tyranny, because he knew the AP was already
[38:31.240 --> 38:35.580]  sitting on this story, and so were the Republican leadership that's now come out.
[38:35.580 --> 38:40.200]  That's now come out, they knew a year ago, because they're scared to go this direction.
[38:40.200 --> 38:43.200]  Let's go ahead and go to this clip.
[38:43.200 --> 38:49.520]  Unfortunately, you've grown up hearing voices that incessantly warn of government as nothing
[38:49.520 --> 38:55.760]  more than some separate sinister entity that's at the root of all our problems.
[38:55.760 --> 39:00.040]  Some of these same voices also do their best to gum up the works.
[39:00.040 --> 39:05.340]  They'll warn that tyranny is always lurking just around the corner.
[39:05.340 --> 39:06.340]  You should reject these voices.
[39:06.340 --> 39:07.880]  All right, that's enough.
[39:07.880 --> 39:12.980]  Next hour, I'm gonna play him saying gumming up the works, and then I have Bill Maher saying
[39:12.980 --> 39:15.480]  it's treason to not do what Obama wants.
[39:15.480 --> 39:19.280]  I mean, whoa, it is treason to not follow the Fuhrer.
[39:19.280 --> 39:26.400]  The Fuhrer will save Germany, but those opposing him are the reason that the Reich is in trouble.
[39:26.400 --> 39:28.400]  Hail Obama.
[39:28.400 --> 39:30.240]  You do not hail Obama, you will be arrested.
[39:30.240 --> 39:35.680]  David Knight, we're gonna break in about four minutes, but I mean, how much will we take?
[39:35.680 --> 39:36.680]  Well, that's a good question.
[39:36.680 --> 39:40.800]  Because for a long time, since the 1950s, as you mentioned, the IRS has been intimidating
[39:40.800 --> 39:43.960]  these different churches by turning them into tax exempt organizations.
[39:43.960 --> 39:48.560]  And there was a thing called the Johnson Admitment that was put in by Lyndon Johnson.
[39:48.560 --> 39:52.860]  And a few years ago, an organization called Alliance Defending Freedom started organizing
[39:52.860 --> 39:53.860]  some pastors.
[39:53.860 --> 39:55.520]  They only had a couple of dozen the first year.
[39:55.520 --> 40:00.560]  After about four years, just this most recent one, this fall, they had 1,500 pastors who
[40:00.560 --> 40:09.400]  basically recorded their sermon, which was explicitly endorsing a candidate, and taped
[40:09.400 --> 40:11.020]  it and sent it to the IRS.
[40:11.020 --> 40:12.240]  This is a growing rebellion.
[40:12.240 --> 40:16.440]  It was just only 500 the year before, and then within one year, it went from 500 to
[40:16.440 --> 40:17.440]  1,500.
[40:17.440 --> 40:18.520]  They are intimidating people.
[40:18.520 --> 40:21.080]  That's the way they've handled the churches for a long time.
[40:21.080 --> 40:26.960]  But this is reaching an all new level when you look at this intimidation of pro-life
[40:26.960 --> 40:27.960]  organizations.
[40:27.960 --> 40:29.200]  This testimony from Representative-
[40:29.200 --> 40:32.360]  They're now telling them we want to know your prayers, and you can't protest.
[40:32.360 --> 40:33.360]  That's right.
[40:33.360 --> 40:37.000]  This testimony from Representative Aaron Shockey had a document from the Thomas Moore Foundation,
[40:37.000 --> 40:38.680]  150-page report.
[40:38.680 --> 40:43.600]  And it documented the kinds of intimidation that the IRS was using against pro-life organizations.
[40:43.600 --> 40:44.800]  And we've got a clip of that.
[40:44.800 --> 40:46.560]  I don't know if we're ready to play that.
[40:46.560 --> 40:49.240]  Sure, let's go ahead and play that clip in a moment.
[40:49.240 --> 40:52.040]  But I just want to go back to something here before we go to that.
[40:52.040 --> 40:58.440]  The First Amendment, the First Amendment that we're talking about here says, Congress shall
[40:58.440 --> 41:03.000]  make no law respecting an establishment of religion or prohibiting the free exercise
[41:03.000 --> 41:04.000]  thereof.
[41:04.000 --> 41:07.720]  I mean, I don't agree with people chopping the heads off goats, or some groups running
[41:07.720 --> 41:12.080]  around on hallucinogens, but that's their right under their religion.
[41:12.080 --> 41:13.680]  Government has no jurisdiction there.
[41:13.680 --> 41:14.680]  That's right.
[41:14.680 --> 41:18.320]  The wall of separation was something that, a term that came up with Thomas Jefferson.
[41:18.320 --> 41:22.760]  He was reassuring the Danbury Baptist Church that the federal government was not going
[41:22.760 --> 41:24.760]  to be doing anything to their churches.
[41:24.760 --> 41:27.920]  So what he was saying is that there's a wall around the federal government.
[41:27.920 --> 41:30.660]  What they've done is they've put that wall around the churches.
[41:30.660 --> 41:34.360]  So the federal government is free to do anything it wants to, to intimidate anybody in any
[41:34.360 --> 41:35.640]  way they wish.
[41:35.640 --> 41:41.800]  And the churches now are operating inside a wall that gets, Washington said, the British
[41:41.800 --> 41:44.400]  people walk about freely, but it's between high walls.
[41:44.400 --> 41:48.440]  Well, those walls are getting higher and they're getting narrower all the time.
[41:48.440 --> 41:50.880]  And a lot of it is coming from IRS intimidation.
[41:50.880 --> 41:51.880]  Unbelievable.
[41:51.880 --> 41:56.280]  Let's go ahead and go to the representatives point from Friday.
[41:56.280 --> 41:57.280]  Here it is.
[41:57.280 --> 42:01.640]  Their question specifically asked from the IRS to the Coalition for Life of Iowa, quote,
[42:01.640 --> 42:07.400]  please detail the content of the members of your organization's prayers.
[42:07.400 --> 42:11.800]  Would that be an appropriate question to a 501 C3 applicant?
[42:11.800 --> 42:14.140]  The content of one's prayers.
[42:14.140 --> 42:17.320]  It pains me to say I can't speak to that one either, but that's an, you don't know whether
[42:17.320 --> 42:22.320]  or not that would be an appropriate question to speaking, speaking outside of this case,
[42:22.320 --> 42:24.520]  which I don't know anything about.
[42:24.520 --> 42:29.120]  It would surprise me that that question was asked, see, and of course it's come out in,
[42:29.120 --> 42:30.320]  in the Washington post, you name it.
[42:30.320 --> 42:31.320]  They did do that.
[42:31.320 --> 42:32.880]  And the media is like, Hey, that's a good idea.
[42:32.880 --> 42:37.760]  We know what your prayers are and notice they'll always deny it up on the stand.
[42:37.760 --> 42:41.320]  So there can never be a debate about it while they like gangs show up.
[42:41.320 --> 42:48.800]  I mean, I know Christian authors folks 20 years ago that were audited and shut down
[42:48.800 --> 42:53.000]  because of their free speech and criticism pastors that wrote books, you know, saying
[42:53.000 --> 42:54.000]  it's wrong.
[42:54.000 --> 42:55.000]  That will happen to text Mars.
[42:55.000 --> 42:57.880]  The Jocelyn elders wanted to teach five-year-olds out of masturbate.
[42:57.880 --> 43:00.760]  They came and shut him down.
[43:00.760 --> 43:05.480]  You prepare by purchasing gold, food, and firearms, but if you don't have a home security
[43:05.480 --> 43:10.400]  system and you're missing a critical weapon in your arsenal for home protection when you're
[43:10.400 --> 43:14.160]  sleeping or away from home, who's watching out for intruders.
[43:14.160 --> 43:15.680]  Check out simply safe.
[43:15.680 --> 43:20.120]  It's a new do it yourself home security system that is completely wireless.
[43:20.120 --> 43:23.040]  Go to get simply safe.com.
[43:23.040 --> 43:25.540]  Simply safe is independent and off the grid.
[43:25.540 --> 43:26.960]  It runs on battery power.
[43:26.960 --> 43:29.960]  So even if the grid goes down, you're protected.
[43:29.960 --> 43:35.040]  It's completely customizable, so you can use it in your home business, boat, trailer, storage
[43:35.040 --> 43:39.120]  unit, or shed get simply safe.com.
[43:39.120 --> 43:43.920]  Simply safe is also ridiculously easy to install yourself in under 20 minutes, so there's no
[43:43.920 --> 43:46.300]  need to let a stranger into your home.
[43:46.300 --> 43:50.400]  If you move or need to relocate, you can take the system with you wherever you go.
[43:50.400 --> 43:54.480]  You aren't always at home, but simply safe will stand guard protecting your property
[43:54.480 --> 43:57.320]  24 hours a day, seven days a week.
[43:57.320 --> 44:01.160]  Again, that's get simply safe.com.
[44:01.160 --> 44:05.480]  There's been a disaster and most of you don't even realize the terrible danger we're in.
[44:05.480 --> 44:09.200]  Alex Jones has warned you for years to get a good food storage.
[44:09.200 --> 44:14.280]  We thought the danger was drought, or food delivered to our gas tanks, or our food sold
[44:14.280 --> 44:19.380]  to other countries, or food so expensive that only those on food stamps and welfare could
[44:19.380 --> 44:20.380]  afford it.
[44:20.380 --> 44:25.360]  But we have just experienced the most effective way to lose your freedom, liberty, and security
[44:25.360 --> 44:28.360]  without even a fight, government regulation.
[44:28.360 --> 44:34.640]  After a 160 year tradition of self-reliance, the do it yourself and charitable Mormon food
[44:34.640 --> 44:40.040]  storage canneries in half the country are forced to shut down due to excessive government
[44:40.040 --> 44:41.320]  regulations.
[44:41.320 --> 44:43.860]  Grow your own food, more regulations.
[44:43.860 --> 44:47.520]  If you've ever been warned to get food while you can, this is it.
[44:47.520 --> 44:53.560]  Call 800-409-5633 or on the web efoodsdirect.com slash Alex.
[44:53.560 --> 45:00.320]  That's 800-409-5633 or on the web efoodsdirect.com slash Alex.
[45:00.320 --> 45:01.600]  I had tried everything.
[45:01.600 --> 45:03.800]  I'd cut back the amount of food I was eating.
[45:03.800 --> 45:07.000]  I was lifting weights and jogging, but nothing was working.
[45:07.000 --> 45:11.400]  My body was literally starving for minerals and trace elements, as well as key vitamins.
[45:11.400 --> 45:17.360]  And as soon as I had that, I immediately could eat half of what I was eating previously and
[45:17.360 --> 45:18.360]  be satisfied.
[45:18.360 --> 45:22.720]  Now, there are hundreds of great products at infowarsteam.com, but I want to point out
[45:22.720 --> 45:30.320]  the three that have helped me lose 37 pounds in just two months.
[45:30.320 --> 45:33.920]  Products like Beyond Tangy Tangerine, Holland Burst, and Rebound.
[45:33.920 --> 45:38.240]  When I started taking the Tangy Tangerine and other products every day, I lost more
[45:38.240 --> 45:40.680]  than 37 pounds in just two months.
[45:40.680 --> 45:42.100]  Now that's results.
[45:42.100 --> 45:47.840]  I want to challenge my listeners to go to infowarsteam.com and to order just three of
[45:47.840 --> 45:48.840]  their products.
[45:48.840 --> 45:54.760]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[45:54.760 --> 45:57.880]  Start your journey to health and wellness today.
[45:57.880 --> 45:59.880]  Infowarsteam.com.
[45:59.880 --> 46:01.720]  Introducing Pro One.
[46:01.720 --> 46:05.340]  All of your filtration in one system, portable, on the go.
[46:05.340 --> 46:09.940]  No more do you have two or three filters to just reduce sodium fluoride.
[46:09.940 --> 46:15.320]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[46:15.320 --> 46:16.320]  acid.
[46:16.320 --> 46:21.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[46:21.000 --> 46:25.920]  aqua medics advanced media for removal of fluoride and other heavy metals, all in one
[46:25.920 --> 46:26.920]  filter element.
[46:26.920 --> 46:32.000]  It is the only one that does it, and out of the gates, we have it discounted at 10% off
[46:32.000 --> 46:33.520]  with promo code water.
[46:33.520 --> 46:41.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[46:41.000 --> 46:46.640]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not covered
[46:46.640 --> 46:50.720]  by other fluoride filter brands, and sodium hexafluorosilicate.
[46:50.720 --> 46:56.480]  Get your Pro Pure with the new Pro One filters today at infowarsecore.com or by calling 888-250-7200
[46:56.480 --> 47:01.640]  today, 253-3139.
[47:01.640 --> 47:05.120]  Coast to Coast, direct from Austin.
[47:05.120 --> 47:10.640]  You're listening to the Alex Jones Broadcasting Network.
[47:10.640 --> 47:35.720]  From the front lines of the information war, it's Alex Jones.
[47:35.720 --> 47:39.040]  Okay so David Nixon here in studio with us, I'm Alex Jones.
[47:39.040 --> 47:40.040]  Here is the First Amendment.
[47:40.040 --> 47:42.240]  I know they'll call that a conspiracy theory.
[47:42.240 --> 47:43.240]  That's what they do.
[47:43.240 --> 47:46.400]  They hope you don't look into info and they just say, it's a conspiracy theory we bought
[47:46.400 --> 47:47.400]  two billion bullets.
[47:47.400 --> 47:51.160]  It's a conspiracy theory that the army's training to take your guns even though it's on their
[47:51.160 --> 47:54.040]  own website, hoping you're ignorant.
[47:54.040 --> 47:57.320]  It's a conspiracy theory that the IRS is targeting the Tea Party.
[47:57.320 --> 47:59.760]  I told you that four years ago.
[47:59.760 --> 48:02.220]  We broke fast and furious before we even knew the name.
[48:02.220 --> 48:06.380]  They're shipping guns to Mexico to blame it on the Second Amendment, came out.
[48:06.380 --> 48:10.880]  Congress shall make no law respecting an establishment of religion or prohibiting the free exercise
[48:10.880 --> 48:15.520]  thereof or abridging the freedom of speech or the press or the right of the people to
[48:15.520 --> 48:21.240]  peaceably to assemble and to petition the government for a redress of grievances.
[48:21.240 --> 48:22.800]  Now that is the First Amendment.
[48:22.800 --> 48:27.120]  And most people think it's about the freedom to dress up like a woman on the street corner.
[48:27.120 --> 48:28.520]  Fine, you got that freedom.
[48:28.520 --> 48:34.120]  But it's really about religious organizations and others having their own right where the
[48:34.120 --> 48:37.740]  government doesn't try to control religion because it did that everywhere else.
[48:37.740 --> 48:42.320]  Now it means the government controls religion and you have no freedom.
[48:42.320 --> 48:44.020]  That's what I was taught in high school and college.
[48:44.020 --> 48:49.320]  The government runs religion and religion must worship government or you're arrested.
[48:49.320 --> 48:52.680]  And then everyone goes, yes, I'm in the Soviet Union.
[48:52.680 --> 48:56.340]  And this is where we are where they're now saying, well, what do you pray?
[48:56.340 --> 49:01.200]  What do you and we want the name of the students groups you're praying with.
[49:01.200 --> 49:02.200]  What do you pray?
[49:02.200 --> 49:05.320]  I mean, and now the IRS is getting your medical records.
[49:05.320 --> 49:09.480]  They're being sued for having 6 million medical records they've seized.
[49:09.480 --> 49:11.560]  They are there to intimidate.
[49:11.560 --> 49:12.560]  They are there.
[49:12.560 --> 49:13.560]  I've talked to the authors.
[49:13.560 --> 49:17.680]  I've had them on the show where they came in 10 years ago, 15 years ago, 20 years ago.
[49:17.680 --> 49:22.080]  And they come in and they say, you will not write and talk bad about Hillary Clinton anymore.
[49:22.080 --> 49:23.080]  Is that clear?
[49:23.080 --> 49:24.080]  And they say, I will not.
[49:24.080 --> 49:25.880]  They go, you're under arrest.
[49:25.880 --> 49:28.980]  Okay, this is America and we're supposed to get afraid.
[49:28.980 --> 49:30.640]  By the way, they're bringing all this out now.
[49:30.640 --> 49:35.080]  I said 6 million, excuse me, it's IRS sued for seizing 60 million medical records.
[49:35.080 --> 49:39.760]  Washington Times, it's always my brain tends to downsize things, not exaggerate the people.
[49:39.760 --> 49:40.760]  He's exaggerating.
[49:40.760 --> 49:42.160]  No, I'm not exaggerating.
[49:42.160 --> 49:43.920]  Most of the time it's the opposite.
[49:43.920 --> 49:44.920]  My memory fails.
[49:44.920 --> 49:45.920]  It just downgrades it.
[49:45.920 --> 49:49.400]  It couldn't be 60 million, David, it's 6 million.
[49:49.400 --> 49:52.160]  And there's no death panels, then of course there's death panels.
[49:52.160 --> 49:55.360]  Again, these people are not liberals, they're authoritarians.
[49:55.360 --> 49:56.680]  David Knight, let's continue here.
[49:56.680 --> 49:58.000]  I mean, how big is this?
[49:58.000 --> 50:00.640]  Well, what you keep hearing from them is mistakes have been made.
[50:00.640 --> 50:02.240]  We didn't do anything illegal.
[50:02.240 --> 50:05.480]  Maybe there was a little bit too much zeal for efficiency on the parts of-
[50:05.480 --> 50:07.120]  It was a few people.
[50:07.120 --> 50:10.880]  Hitler didn't do Nazi Germany, it was a low level private in the German army.
[50:10.880 --> 50:13.880]  Well, you know, you always hear patriotism is the last refuge of a scoundrel.
[50:13.880 --> 50:18.040]  The first refuge it seems to be is incompetence, to say, well, mistakes were made.
[50:18.040 --> 50:19.040]  We were just incompetent.
[50:19.040 --> 50:20.040]  We were doing our best.
[50:20.040 --> 50:22.080]  So you need to give us more control over your life.
[50:22.080 --> 50:25.560]  You need to give us more employees, more money to do all this sort of thing.
