[00:00.000 --> 00:05.000]  The
[26:43.680 --> 26:47.280]  So we have that going on. But here's this article from governors of America.
[26:47.280 --> 26:53.120]  Pork bailout bill could ban guns for millions of Americans. The Obama administration is
[26:53.120 --> 26:57.760]  putting a lot of pressure on Congress to slam through the most recent $800 billion
[26:57.760 --> 27:02.400]  dollar bailout package before anyone has an opportunity to read it. The Obama administration
[27:02.400 --> 27:07.280]  intones that the details are unimportant. The only thing that matters is the bigness. And by
[27:09.200 --> 27:15.280]  shipping a bill of nearly 900 billion plus interest to our children and grandchildren,
[27:15.280 --> 27:19.440]  the package is really, really big, bigger. In fact, the new budget of our entire government
[27:19.440 --> 27:25.760]  for the last 170 years of our country's experience. But now that some of the details are finally
[27:25.760 --> 27:30.720]  starting to leak out of Washington gun owners, and a lot of other analysts are beginning to
[27:30.720 --> 27:36.160]  look at the fine print. And some of it is particularly scary. A particular concern to gun
[27:36.160 --> 27:47.680]  owners are sections 13101 or 13,101 through 13,434 of HR1, which would set up the infrastructure
[27:47.680 --> 27:51.920]  to computerize the medical records of all Americans in a government coordinated database.
[27:51.920 --> 27:58.880]  Now, this was separately in HR45, and they brought it into the bill. And this is to give
[27:58.880 --> 28:04.560]  people psychological designations to then ban their gun ownership. This is bigger than the
[28:04.560 --> 28:11.120]  68 Gun Control Act that restricted felons access to firearms. And it goes on. This
[28:11.120 --> 28:19.280]  would do by establishing a national coordinator for health information technology tasked with,
[28:19.280 --> 28:23.600]  among other things, providing information to help guide medical decisions at a time
[28:23.600 --> 28:30.480]  and place of care. And they state in HR45 that they're going to use this to restrict people
[28:30.480 --> 28:35.360]  who ever had a mental designation from owning a firearm. And notice how the last 30 years,
[28:35.360 --> 28:38.720]  they advertise, oh, you're depressed, oh, you had a car wreck, oh, you're in high school,
[28:38.720 --> 28:43.040]  oh, go to the counselor, oh, get on Ritalin, oh, get on Prozac, over 100 million prescriptions
[28:43.040 --> 28:48.160]  in 2008 for Prozac. And to get that paid for by insurance, they have hundreds and hundreds of
[28:48.160 --> 28:53.920]  mental designations. And they say, oh, you got ADHD, or oh, you got post traumatic stress, or
[28:53.920 --> 28:57.840]  oh, you're bipolar, or oh, you've got chronic depression, we're going to put you on this drug
[28:57.840 --> 29:04.000]  and it's all paid for. And they state understand the new attorney general holder stated in lawsuits
[29:04.000 --> 29:08.720]  in court and before the Supreme Court, Rahm Emanuel introduced bills previously, the new chief of
[29:08.720 --> 29:13.360]  staff. This whole crew says they're going to ban you from owning guns. And they're going to do it
[29:13.360 --> 29:21.840]  outside of law through this new database, just do it executively themselves. Coming up your phone
[29:21.840 --> 29:26.240]  calls. And then is FEMA and DHS preparing for mass graves in Marshall Lawner, Chicago? We've
[29:26.240 --> 29:34.400]  got the reporter on that broke the story and talked to one of the emergency planners. Stay with us.
[29:34.400 --> 29:39.760]  This year, many of us will have to make the tough decision on what to cut back on and what's essential
[29:39.760 --> 29:44.800]  as we prepare for an uncertain future. In these troubled times, one of the most important things
[29:44.800 --> 29:49.920]  your family can have is good health. Some of the contributors to poor health are parasites, viruses,
[29:49.920 --> 29:56.560]  toxins and heavy metals. It's a documented fact. 80% of all Americans and 85% of people around
[29:56.560 --> 30:02.160]  the world suffer from internal parasites and parasitic infection. Now you can fight internal
[30:02.160 --> 30:08.400]  parasites, heavy metals and high cholesterol naturally and safely by mixing fossilized phytoplankton
[30:08.400 --> 30:14.640]  powder, also known as FPP with your favorite beverage once a day. FPP is now available to you
[30:14.640 --> 30:22.080]  from FreshwaterOrganics.com. A two-month supply starts at just $17. FPP is so affordable you
[30:22.080 --> 30:30.560]  can't afford to do without. Visit FreshwaterOrganics.com or call them toll free at 888-949-3570.
[30:30.560 --> 30:38.880]  That's 888-949-3570. SouthSummit.com is the place for top name brand knives such as Kershaw,
[30:38.880 --> 30:45.200]  Spyderco, Cold Steel, Gerber, K-Bar, Boker, Leatherman and more. SouthSummit has one of the
[30:45.200 --> 30:50.720]  largest selections of self-defense products on the web. Knives, stun guns, police batons, pepper
[30:50.720 --> 30:55.760]  spray, LED flashlights, emergency kits, binoculars and tactical gear are just some of the great
[30:55.760 --> 31:00.400]  products found on SouthSummit.com. Receive discounted prices on camping and preparedness
[31:00.400 --> 31:05.440]  products from Camelback, Kelty and Eureka. Check out our water storage barrels, water purification
[31:05.440 --> 31:09.680]  systems and mountain house freeze-dried foods that have a 30-year shelf life. Keep an eye
[31:09.680 --> 31:13.680]  on your family and keep them safe with our do-it-yourself spy camera systems.
[31:13.680 --> 31:17.280]  Mention that you heard this ad on the radio and you'll receive a free LED flashlight with your
[31:17.280 --> 31:26.640]  order. Visit SouthSummit.com. That's SouthSummit. S-U-M-M-I-T. SouthSummit.com or call toll free
[31:26.640 --> 31:36.800]  1-800-234-8654. That's 1-800-234-8654. How many times have you been in the dark looking for a
[31:36.800 --> 31:41.600]  flashlight? Only to find the one that you have is broken. The batteries are dead or it's just not
[31:41.600 --> 31:46.800]  bright enough. You need the pack light. The pack light is the longest lasting flashlight on the
[31:46.800 --> 31:52.880]  market and simply snaps onto any 9-volt battery and uses two high-powered LED lights. It's small
[31:52.880 --> 31:58.320]  enough to carry in your pocket, car, garage and home. The pack light can survive severe impact,
[31:58.320 --> 32:03.200]  be frozen solid and still work flawlessly. The pack light is so durable, soldiers overseas
[32:03.200 --> 32:07.760]  rely on them and has been featured in the New York Times and Backpacker magazine. The pack light
[32:07.760 --> 32:13.600]  comes with a 25-year warranty and prices started just $12.99. To learn more and see for yourself
[32:13.600 --> 32:19.760]  just how incredible this small flashlight can be, visit 9voltlight.com. That address again
[32:19.760 --> 32:32.880]  is 9voltlight.com or call us today at 877-715-4448. That's 877-715-4448.
[32:33.680 --> 32:38.960]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can
[32:38.960 --> 32:43.520]  you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner
[32:43.520 --> 32:50.160]  table? Garden in a can. Garden in a can is your source for premium long-term storable seeds. Garden
[32:50.160 --> 32:54.560]  in a can is ready when you are. Plant them now or store them for when you really need them.
[32:54.560 --> 33:00.240]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed
[33:00.240 --> 33:06.240]  planting instructions sealed in a can for ultimate long-term protection. Garden in a can. It's that
[33:06.240 --> 33:14.160]  simple, fresh, healthy, easy. Only $69.95 for over a half acre of safe fresh vegetables ready when
[33:14.160 --> 33:20.480]  you are. Stop procrastinating and start preparing with Garden in a Can or more details visit
[33:20.480 --> 33:37.920]  Gardeninacan.com today. That's Gardeninacan.com or call 866-598-7396 866-598-7396.
[33:37.920 --> 33:42.320]  You're listening to GCN, the Genesis Communications Radio Network.
[33:42.320 --> 33:48.880]  We are back live and you're going to your phone calls here in just a few minutes.
[33:56.160 --> 34:04.000]  Also, Hillary Clinton, a whole bunch of other people, the new energy secretary Steven Chu.
[34:05.120 --> 34:09.200]  I mean, I've seen five, six articles last day where they're all announcing
[34:09.200 --> 34:16.320]  U.S. senators are announcing we need a carbon tax on all human activity that will fund the
[34:16.320 --> 34:21.520]  government in a shortfall. Now, when I made the film in-game blueprint for global enslavement,
[34:22.080 --> 34:26.560]  I noticed that they were denying that that was their plan and, of course, we would show there's
[34:27.440 --> 34:32.640]  somewhat confidential and in some cases secret documents from the North American Union meetings
[34:32.640 --> 34:38.320]  and other things they've been having and it was all there. But people said, oh, I was making
[34:38.320 --> 34:45.280]  that up. There wasn't any plan for taxes to, quote, save the earth. But now they are admitting that.
[34:45.280 --> 34:50.160]  Buried in the New York Times article, replete with pontification of Obama's energy secretary,
[34:50.160 --> 34:55.440]  Steven Chu, we find what the globalists have in mind for us, carbon taxes, so crippling,
[34:55.440 --> 35:00.400]  they will drive more jobs out of the economy and send energy costs through the stratosphere,
[35:00.400 --> 35:05.360]  Curt Demo writes for infowars.com. According to the New York Times, Dr. Chu said reaching
[35:05.360 --> 35:09.600]  agreement on legislation to combat climate change would be difficult in the current
[35:09.600 --> 35:14.080]  recession because any scheme to regulate greenhouse gas emissions would probably cause
[35:14.080 --> 35:19.920]  energy prices to rise and drive manufacturing jobs out of the country to other countries where
[35:19.920 --> 35:26.000]  energy is cheaper. Well, or where they won't have the carbon tax rules like China, India,
[35:26.000 --> 35:31.360]  Mexico, and 160 others. In fact, they have no carbon restrictions and so it will actually increase
[35:31.360 --> 35:35.920]  the carbon footprint. But the globalists aren't worried. They know carbon dioxide is what plants
[35:35.920 --> 35:41.040]  breathe and is actually good. It's just a fraud for the dummy Uppies in America so they can
[35:41.040 --> 35:48.640]  regulate every facet of your life. So that's there as well. All those denials, yet we are right again,
[35:48.640 --> 35:53.120]  not because we're smart. We know how to read the globalist documents and they rule the planet. So
[35:54.160 --> 35:57.520]  we're accurate. They just don't want you to know about it until it's too late.
[35:57.520 --> 36:05.280]  So we'll get into that report as well. There was a mysterious plane crash that all of you
[36:05.280 --> 36:12.080]  heard about back on Friday. 9-11 activists who sued government killed in Buffalo plane crash.
[36:12.080 --> 36:16.960]  One of the passengers aboard the plane that crashed into a house 10 miles from Buffalo,
[36:16.960 --> 36:22.320]  New York airport was actually late on Thursday was a 9-11 widow who had questioned the official
[36:22.320 --> 36:29.280]  account of the attack, sued the government and consistently lobbied for an investigative commission
[36:29.280 --> 36:35.440]  to investigate 9-11. And she of course had, I had interviewed her years ago, many others
[36:35.440 --> 36:40.480]  had interviewed her. She believed that 9-11 clearly was an inside job. She got a meeting with Obama
[36:41.120 --> 36:47.520]  privately and she's dead now. I am suing because unlike other investigative avenues,
[36:47.520 --> 36:52.800]  my lawsuit requires all testimony be given under oath and fully uses powers to compel evidence.
[36:52.800 --> 36:58.720]  Eckhart wrote in December 2003 in a statement entitled my silence cannot be bought. The victim's
[36:58.720 --> 37:04.880]  fund was not created in the spirit of compassion. Lawmakers capped the liability of the airlines
[37:04.880 --> 37:09.120]  at the behest of lobbyist. By the way, she lost her husband on the 96th floor of one of the towers.
[37:10.000 --> 37:14.240]  She continues at the behest of lobbyist who descended on Washington while the September
[37:14.240 --> 37:19.760]  11th fire still smoldered, she wrote. Other September relatives who accepted settlements
[37:19.760 --> 37:24.320]  forfeited their right to sue the airline airport security companies or other US organizations
[37:24.320 --> 37:30.640]  that could have been faltered for negligence and inadequate security measures. This ensured
[37:30.640 --> 37:36.640]  that very little details of the attacks emerged outside of the government appointed 9-11 commission.
[37:36.640 --> 37:45.440]  She went on to write in her statement, I want to know what went on so wrong with our intelligence
[37:45.440 --> 37:51.760]  and security systems that a band of religious fanatics was able to turn four US passenger jets
[37:55.120 --> 38:00.880]  into an enemy force, attack our cities and kill 3,000 civilians with terrifying ease.
[38:00.880 --> 38:08.000]  I want to know why 210 story skyscrapers collapsed in less than two hours and why escape and rescue
[38:08.000 --> 38:13.280]  options were so limited and that went on from there. She was the co-founder of the steering
[38:13.280 --> 38:19.120]  committee of the group Voices for September 11th. Ms. Eckhart joined other activists in pushing
[38:19.120 --> 38:28.720]  for an investigative commission. She met with Obama days before she died. Obama remarks on
[38:28.720 --> 38:39.520]  plane crash stimulus. Thank you all for being here. Before I begin, I want to say a brief word
[38:40.480 --> 38:45.680]  with the terrible tragedy that took place outside of Buffalo last night. Our thoughts and prayers
[38:45.680 --> 38:50.000]  are with the families and friends who lost loved ones and as always our thanks goes out to the
[38:50.000 --> 38:55.920]  brave first responders who arrived immediately. It goes on tragic events such as these remind us
[38:55.920 --> 39:00.720]  of the fragility of our life, the value of the end of every single day. One person who stood
[39:02.160 --> 39:07.680]  that will, this is him babbling because it's not me reading, one person who stood that well
[39:07.680 --> 39:13.920]  was Beverly Eckhart who was on that flight and who I met with just days ago. You see,
[39:13.920 --> 39:18.720]  Beverly lost her husband on 9-11, became a tireless advocate for those families whose lives
[39:18.720 --> 39:23.920]  were forever changed on September 11th day. Of course, she knows Hillary Clinton is a high
[39:23.920 --> 39:29.680]  power Democrat. She was, she's dead now. So, there is that report right there, very, very
[39:29.680 --> 39:38.960]  suspicious. If you do the actuary math on someone who lost a husband from 9-11 with someone who
[39:38.960 --> 39:44.080]  had just met with the president, with someone who just died in a plane crash and the fact that she
[39:44.080 --> 39:50.240]  was a 9-11 truther and it is billions to one conservatively. I want to go to Pat Tripp, Joe,
[39:50.240 --> 39:56.400]  Lindsay and others, but first let's go to Zandra in Texas. You are on the air, Zandra.
[39:56.960 --> 40:02.960]  And I believe I'm speaking to you. I'll thank you very much. I'm from St. Louis, Missouri and I moved
[40:02.960 --> 40:09.280]  here to San Antonio. I worked for FEMA. I was a night auditor at a small hotel right outside of
[40:09.280 --> 40:14.800]  Tyler and they had tornadoes in different counties, Smith County being one of them. Can you hear me?
[40:14.800 --> 40:22.000]  Yes, I can. Oh, okay. They came in at night, set up at the old courthouse that was vacant
[40:22.000 --> 40:25.920]  and I thought everything was fine. You know, they hired me. They called me a local hire because
[40:25.920 --> 40:32.080]  they hired me on the spot as an auditor. So, I'm looking at all the 18-wilders come in with all
[40:32.080 --> 40:39.120]  the equipment and the desk and the chairs and the phone lines putting in. Okay, everything seemed
[40:39.120 --> 40:47.120]  perfect. And then at 5.01 when the day was over with, I'm looking at these same people who were
[40:47.120 --> 40:53.680]  so articulate during the day come to, I guess, werewolves. I don't know another name because at
[40:53.680 --> 40:58.480]  night, they would party not in the hotel that I happened to be an auditor, but across the streets
[40:58.480 --> 41:05.440]  of Ammanian. Get on top of the pool table, raise their dresses up, have all... Well, ma'am, ma'am,
[41:05.440 --> 41:10.480]  ma'am, just to be specific, so you were a contract worker for FEMA. When was this?
[41:11.520 --> 41:16.800]  This was, I guess, the early 90s. It's right outside of Tyler. It's called...
[41:16.800 --> 41:20.640]  Well, I mean, we know a lot of government people like to party. A lot of folks, period, do that.
[41:20.640 --> 41:24.000]  Specifically, I'm not trying to poo-poo what you're saying, but...
[41:24.000 --> 41:24.400]  No.
[41:24.400 --> 41:27.680]  I mean, where's the story going? Just there, a bunch of all of them.
[41:27.680 --> 41:31.120]  Oh, okay. I just saw a lot of the equipment come up missing.
[41:31.120 --> 41:35.840]  Oh, well, I mean, there's billions and billions of years stolen by the Pentagon alone,
[41:35.840 --> 41:40.480]  just in equipment, but the Pentagon, according to the Associated Press, has stolen $4 trillion
[41:40.480 --> 41:45.520]  out of the pension funds since 1998 until last year. They've had congressional hearings,
[41:46.160 --> 41:50.640]  and Homeland Security and others in the Department of Defense won't say where the money went.
[41:50.640 --> 41:55.520]  So, yes, there is massive fraud. That's what government is throughout history,
[41:55.520 --> 41:59.920]  and criminals gravitate into government positions of power to take advantage of that,
[41:59.920 --> 42:02.320]  but it's good to hear from you. I appreciate you calling.
[42:02.320 --> 42:04.960]  Let's talk to Lindsey in Idaho. Lindsey, you're on the air.
[42:05.520 --> 42:07.040]  Hello, Alex. How are you today?
[42:07.040 --> 42:07.440]  Good, sir.
[42:08.800 --> 42:14.880]  Interesting thing. You're always asking people that listen to you how to fight this thing
[42:16.720 --> 42:25.840]  with nonviolent uses, and I think that one of the best ways is logic and using their own words
[42:25.840 --> 42:33.040]  against them, and I refer to an article on your site today about traded gun for a rose.
[42:33.040 --> 42:34.400]  I'm sure you're familiar with it.
[42:34.400 --> 42:36.800]  Yeah, I have it here right in front of me. Let me give people the headline,
[42:37.760 --> 42:43.440]  Traded Gun for a Rose in South Carolina on Valentine's Day. This is done to have the news
[42:43.440 --> 42:45.600]  images of people handing in guns to...
[42:45.600 --> 42:46.240]  Beautiful.
[42:46.240 --> 42:52.400] ...to semantically train them to turn their guns in and to have the idea that guns are dirty
[42:52.400 --> 42:57.600]  and guns are bad, and they have the police saying this, and they have these gun buybacks everywhere.
[42:57.600 --> 43:00.320]  Now, here is my point, Alex.
[43:01.360 --> 43:05.840]  Logically speaking, if you read the article, which I'm sure most of the listeners have,
[43:06.400 --> 43:12.720]  it was about, okay, quote, a handgun was worth $100 gift card while the rifle or shot gun
[43:12.720 --> 43:16.960]  netted $50. Here it is. This is the key.
[43:16.960 --> 43:18.960]  Stay there. We'll come back to you after the break, okay?
[43:18.960 --> 43:19.760]  Okay, please.
[43:19.760 --> 43:22.320]  Put you on hold. We'll come back to Lindsay after the break.
[43:23.120 --> 43:25.360]  Yeah, they're getting you ready for gun confiscation.
[43:25.360 --> 43:28.160]  They're training the police that it's all kosher and acceptable.
[43:28.160 --> 43:30.960]  They want your guns. They want you to be their slave. It's that simple.
[43:30.960 --> 43:32.800]  They can't stand the fact you're free and independent.
[43:34.000 --> 43:36.480]  What will you do when the economy collapses?
[43:36.480 --> 43:39.440]  Store shelves are empty and your stored food is gone.
[43:39.440 --> 43:41.360]  How will you feed your family?
[43:41.360 --> 43:46.080]  True self-sufficiency and peace of mind is being able to grow a wide range of crops,
[43:46.080 --> 43:48.640]  ensuring a well-balanced diet for your family.
[43:48.640 --> 43:55.600]  Getseeds.net is offering 100 different varieties of GM-free vegetable seeds for only $49 with free
[43:55.600 --> 44:01.360]  shipping. You get over 14,000 seeds for only $49. We offer a complete range of seeds,
[44:01.360 --> 44:06.880]  including heirloom tomatoes, old-fashioned beans, carrots, sweet corn, peppers, cucumbers, celery,
[44:06.880 --> 44:11.440]  broccoli, onions, cauliflower, asparagus, spinach, melons, and a whole lot more.
[44:11.440 --> 44:15.680]  This is one of the finest, most affordable seed offers that is on the market today.
[44:15.680 --> 44:20.400]  Variety in your garden means a diverse and healthy diet for your family year-round.
[44:20.400 --> 44:28.160]  So go to Getseeds.net or call 1-877-394-6657. Supplies are limited, so order today.
[44:28.160 --> 44:33.760]  That's Getseeds.net or 1-877-394-6657.
[44:33.760 --> 44:37.360]  The United States is bankrupt and the bankers want you bankrupt also.
[44:37.360 --> 44:40.880]  How would you like to be debt-free in 90 days, guaranteed?
[44:40.880 --> 44:46.240]  DebtCrisisSolutions.com has helped tens of thousands out of debt since 1993 and will
[44:46.240 --> 44:51.520]  free you from the debt trap. DebtCrisisSolutions.com legally guarantees to put an end to wage
[44:51.520 --> 44:55.760]  garnishment, bank levies, and liens, and you won't pay one dime to creditors.
[44:55.760 --> 45:00.480]  With Debt Crisis Solutions program, you'll also restore your credit history and be protected
[45:00.480 --> 45:03.840]  from legal action without making one more payment to creditors.
[45:03.840 --> 45:08.560]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage
[45:08.560 --> 45:11.520]  garnishment and bank levies, liens, and judgments.
[45:11.520 --> 45:16.560]  Doing nothing doesn't make the debt go away. Become debt-free in 90 days, guaranteed.
[45:16.560 --> 45:22.800]  Call Debt Crisis Solutions now for a free consultation at 718-615-0123.
[45:22.800 --> 45:30.000]  That's 718-615-0123. Or visit them online at DebtCrisisSolutions.com.
[45:30.000 --> 45:32.960]  That's DebtCrisisSolutions.com today.
[45:34.080 --> 45:37.840]  Doctors around the world claim that cancer and other diseases cannot live in a
[45:37.840 --> 45:42.160]  pH-balanced alkaline environment. But as you know, most people are overly acidic
[45:42.160 --> 45:45.280]  due to stress, acidic diet, and lack of exercise.
[45:45.280 --> 45:49.920]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of
[45:49.920 --> 45:54.480]  disease. People who alkalize the water they drink experience normalized blood sugar,
[45:54.480 --> 45:59.040]  mental clarity, and loss of weight. It was intended for human beings to drink alkaline
[45:59.040 --> 46:02.720]  water. But due to modern way of life, most people are overly acidic.
[46:02.720 --> 46:06.560]  The fact is that disease simply cannot exist in an alkaline environment.
[46:06.560 --> 46:11.360]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[46:11.360 --> 46:14.960]  Do your part. Alkalize and supercharge your body now.
[46:14.960 --> 46:20.320]  Alkavision Plasma pH drops contain a special mineral salt concentrate that raises the pH
[46:20.320 --> 46:24.160]  of the water you drink up to the pH of 10 with only 10 drops.
[46:24.160 --> 46:30.640]  Order your bottle of Alkavision Plasma pH drops now by going directly to alkavision.com.
[46:30.640 --> 46:33.120]  Again, that's alkavision.com.
[46:33.120 --> 46:36.640]  Have you ever wanted to generate your own supply of electrical power?
[46:36.640 --> 46:40.480]  If so, this is going to be the most important message you will ever hear.
[46:40.480 --> 46:43.920]  Solar-powered generators are now available from Solutions from Science,
[46:43.920 --> 46:49.200]  one of GCN's oldest and most trusted sponsors. These emergency backup systems provide life-saving
[46:49.200 --> 46:54.480]  electrical power when you need it most. Unlike gas generators, a solar generator runs quietly,
[46:54.480 --> 46:59.040]  emits no fumes, and produces electricity for free. It's like having an electric power plant
[46:59.040 --> 47:03.680]  running quietly in your own home. Run some pumps, shortwave radios, computers,
[47:03.680 --> 47:08.560]  and even keep food from spoiling. Whether it's hurricanes, ice storms, brownouts, or blackouts,
[47:08.560 --> 47:11.600]  you'll never have to suffer through painful power outages again.
[47:11.600 --> 47:16.640]  When the power goes out, you'll be ready with a solar-powered generator from Solutions from Science.
[47:16.640 --> 47:23.840]  Go to MySolarBackup.com and get off the grid today. That's MySolarBackup.com today.
[47:23.840 --> 47:32.640]  Or call 877-327-0365. 877-327-0365. Don't wait. Call today.
[47:35.920 --> 47:41.760]  Thank you for listening to GCN. Be sure to visit GCNLive.com today.
[47:45.440 --> 47:51.280]  All right, we are back. Let's go back to Lindsey in Idaho. He was bringing up this article,
[47:51.280 --> 47:57.920]  and I see these every week all over the country. They have gun buybacks, and it's normally old
[47:57.920 --> 48:04.880]  women whose husband has died, and they'll go turn in. I've seen cases where it's these fine,
[48:04.880 --> 48:10.640]  carved English shotguns. They might be worth $10,000 in some cases, and they get 50 bucks,
[48:10.640 --> 48:15.440]  100 bucks, a gift card. They're, uh, it's dirty. It's bad. They'll show them the news. I mean,
[48:15.440 --> 48:18.960]  get rid of it. Please, it's devilish. Get an officer's like, absolutely. I'll get rid of that
[48:18.960 --> 48:22.400]  evil thing for you, ma'am, and they are caught many times selling them out the back door at the
[48:22.400 --> 48:29.120]  police station. A lot of police have been in trouble for that. And, um, but the women feel
[48:29.120 --> 48:36.320]  safe predominantly. It's mainly women with the cops, with handguns on their sides. See, it's
[48:36.320 --> 48:41.680]  safe when government has a gun, but not when a slave has it. This is the domestication,
[48:41.680 --> 48:46.160]  the institutionalization of the population. They have billboards up all over the country for at
[48:46.160 --> 48:51.520]  least a decade that show a picture of a revolver pointed at you threateningly. And it says report
[48:51.520 --> 48:57.280]  illegal guns. And then people looking at that think all guns are illegal. This is a perception
[48:57.280 --> 49:02.880]  battle when they're not, and it's been done by design. And it's the same thing here with
[49:02.880 --> 49:06.560]  these gun buybacks, the news image of people lined up turning guns. And then they say on the
[49:06.560 --> 49:09.920]  article, we're doing background checks and ballistics on all the guns, and we're going to
[49:09.920 --> 49:13.120]  come arrest you of anything illegal has been done with them. I mean, what idiot would go
[49:13.120 --> 49:18.480]  incriminate themselves and do this to have themselves registered and turned it in? But
[49:18.480 --> 49:23.600]  look, don't worry criminals in government record gun sales record ammo sales. They're selling out
[49:23.600 --> 49:29.280]  of ammo and guns everywhere now. We are on to you. So you may have some idiots that will come
[49:29.280 --> 49:34.720]  turn the guns into you as if there's something evil. But the public knows the truth. They know
[49:34.720 --> 49:38.400]  Hitler was for gun control. They know the first gun control laws this nation where it gets black
[49:38.400 --> 49:44.080]  people. They know that criminal governments as the founding fathers said want your guns.
[49:45.040 --> 49:51.920]  But go ahead and make your point there, Lindsey. Okay, Alex, here's the logic in the rest of the
[49:51.920 --> 49:59.920]  article. As it said, one man turned in six handguns were $600 and gift cards. Now quickly,
[50:00.640 --> 50:06.800]  there was no amnesty for those turning in guns. The weapons were checked to see if they were stolen.
[50:06.800 --> 50:13.360]  And then I love this part names and addresses were jotted down makes it sound kind of you know,
[50:13.360 --> 50:22.880]  no big deal jotted down. Here is my point. This guy that turns in six handguns in South Carolina,
[50:22.880 --> 50:29.360]  if you want to debunk associated press and whoever wrote this article and about all this,
[50:29.360 --> 50:38.240]  this guy ought to be on the front page news as the best American in the country. He turned
[50:38.240 --> 50:48.720]  in six handguns. Who is he? My point being, I think this is Psyup. I don't think this person
[50:48.720 --> 50:56.640]  exists. Sir, sir, in 1998 or was it not the the Texas legislature was in session. It made
[50:56.640 --> 51:01.440]  national news. We're in there and they bring up these two young black men to say we're gangbangers,
[51:01.440 --> 51:07.120]  we're dangerous, you know, you need to ban the guns or people. It was playing race card.
[51:07.120 --> 51:13.120]  Absolutely. Then we caught the guy who had brought them there paying them off and it
[51:14.080 --> 51:17.840]  came out in the statesman that was illegal. The legislature had to admit it,
[51:18.400 --> 51:23.520]  violated health, house ethics rules. The whole point is that was staged. And yes,
[51:23.520 --> 51:27.840]  I guarantee you this was handgun control incorporated. They've been caught at other events
[51:27.840 --> 51:33.440]  staging these because nobody's really showing up in mass. I'm saying Alex is simply this.
[51:33.440 --> 51:40.640]  If anybody was to write in to South Carolina newspaper AP, I don't care and say this guy is
[51:40.640 --> 51:46.080]  great. We need his name. We want to put him on the front page. I would be willing to bet
[51:46.080 --> 51:53.280]  what's left of my money that he doesn't exist. Absolutely. There's no doubt. And that's
[51:53.280 --> 51:59.360]  meant to prime the pump with the news cameras. They have this on TV too. So old ladies then
[51:59.360 --> 52:04.640]  get into the pack mentality, the herd mentality, the sheet mentality and run down and turn their
[52:04.640 --> 52:12.560]  guns in. It's absolutely unbelievable. And again, AP, all I'm saying Alex is simply this.
[52:12.560 --> 52:20.480]  If people would read what is even given to them by the AP and then dissect it and then logically
[52:20.480 --> 52:27.200]  say, okay, let's go at it this way. That is a good way to fight the disinformation that's coming
[52:27.200 --> 52:32.400]  down in this day and time. Now, I agree. There was a big professor up at the University of Chicago
[52:32.400 --> 52:38.240]  about six years ago who wrote a big book saying the colonies were anti-gun. Five percent of people
[52:38.240 --> 52:43.520]  owned rifles. It wasn't a pro-gun culture. The war wasn't started over guns. He used fake census
[52:43.520 --> 52:48.480]  and church records of births. And then we got on air and said, this is fake. This is a lie. We
[52:48.480 --> 52:52.880]  know the history. And people did an investigation. It turned out it was all lies and he was kicked
[52:52.880 --> 52:59.280]  out and lost his tenure. And absolutely that's how they operate is deception. That's their
[52:59.280 --> 53:03.200]  favorite tool. Look, I would have gotten to the story. Notice it was in my stack, but I wasn't
[53:03.200 --> 53:07.040]  going to get to it because I don't have time. I've got too many news stories, too many calls,
[53:07.040 --> 53:11.760]  too much to cover. But yes, I have stacks of similar news. You notice you called about it and I had
[53:11.760 --> 53:15.600]  it in the stack every day. But understand it creates the perception. The article is written
[53:15.600 --> 53:20.400]  like who their names are written down who they might get in trouble as if the guns were illegal.
[53:20.400 --> 53:25.360]  And that's why they were turning them in as if this, the average handgun probably costs 400 bucks.
[53:26.320 --> 53:31.520]  This guy could have gone to make thousands off these six guns, selling them, selling them to
[53:31.520 --> 53:37.680]  a gun dealer, totally legal, but it didn't happen. Let's go to Pat in Canada. Pat, you're on the air.
[53:37.680 --> 53:48.000]  Okay. Go ahead, Pat. Okay, let's talk to Tripped in Wisconsin. You're on the air.
[53:48.960 --> 53:56.160]  Oh, that was the wrong caller. Now, Tripped, go ahead. Alex? Yes. How you doing? Good. I originally
[53:56.160 --> 54:01.760]  called him to talk about the internet too, but the gun thing brought up an interesting point.
[54:01.760 --> 54:08.880]  When they were taking these guns away in South Carolina, it reminded me of the UK where they
[54:08.880 --> 54:15.360]  took all the guns away. Well, in the UK, in the UK first for decades, they had gun buybacks
[54:15.360 --> 54:20.720]  and gun amnesty before they were illegal. It creates the perception. Then they registered them,
[54:20.720 --> 54:26.320]  then they confiscated them just like they've started in Canada. Go ahead. Right. And it was
[54:26.320 --> 54:31.280]  funny because I was watching a video, Britain's warning to Americans where all these Britons
[54:31.280 --> 54:36.000]  are saying, please learn from our mistakes. Don't let them do this to you. We're trying our best
[54:36.000 --> 54:40.800]  to reverse it, but once it's done, it's almost impossible to reverse. I go back and check the
[54:40.800 --> 54:46.880]  video a few days ago. It says YouTube had to pull this video because the NRA requested that it be
