[00:00.000 --> 00:05.000] ...
[00:05.000 --> 00:10.000] ...
[00:10.000 --> 00:15.000] ...
[00:15.000 --> 00:19.000]  Infowars, tomorrow's news today.
[38:09.400 --> 38:15.400]  monster woman said well we'll just say it's approved when it's not that's why they're leaving
[38:16.760 --> 38:21.160]  i mean folks the globalists are committing crimes that are so huge i shudder to think
[38:22.440 --> 38:26.520]  what the bigger crime is that's coming they think it's going to cover this up i mean this is i mean
[38:26.520 --> 38:28.920]  folks this is like a nuclear war it's just done through shots
[38:28.920 --> 38:41.640]  the bombshell announcement comes as a particularly cruel moment crucial moment
[38:41.640 --> 38:46.680]  as boosters and children's shots are being weighed by the regulator the departure also
[38:46.680 --> 38:51.800]  come as the administration has recently jumped ahead of the fda's reviews of booster shots
[38:51.800 --> 38:57.240]  announcing that they might be available in the week of september so the fda saying hey we don't
[38:57.240 --> 39:01.720]  think this is needed hey this causes a problem hey this children certainly don't need to take it
[39:01.720 --> 39:07.320]  they just go oh we just say you say it's approved well we didn't say that we don't care your boss
[39:07.320 --> 39:13.080]  approved fentanyl yeah the chinese got that from us mit developed fentanyl 50 to 100 times
[39:13.080 --> 39:19.800]  stronger than heroin depending on the way you make it a former senior fda leader told end point
[39:19.800 --> 39:26.600]  that they are departing because they are frustrated that the cdc and the acip committee
[39:26.600 --> 39:33.080]  are involved in decisions that they think should be up to the fda the former fda are also said
[39:33.720 --> 39:40.920]  is that they are upset that the cber director peter marx is not insisting that those decisions
[39:40.920 --> 39:46.200]  be kept inside the fda what finally did it for them was the white house getting ahead of the fda on
[39:46.200 --> 39:55.160]  booster shots fdh former acting chief scientist lucenia marino added on twitter the fda is losing
[39:55.160 --> 40:00.680]  two giants who helped bring us many safe and effective vaccines over the decades of public
[40:00.680 --> 40:07.240]  service yeah right and it just goes on from there so there you have it let me give you some more
[40:07.240 --> 40:12.360]  bomb shells move that little document you have shot up here a little bit higher thank you look
[40:12.360 --> 40:19.480]  at this this is out of the american journal red cross says vaccine takers can't donate plasma
[40:19.480 --> 40:25.080]  to covid patients in japan just totally banned the moderna shot because all over the country
[40:25.080 --> 40:31.960]  they found liquid metal in it and it was killing people magnetic liquid metal yeah think they
[40:31.960 --> 40:38.440]  launched an attack on us think it's a little bit of a takeover yeah it's far worse than we even know
[40:39.080 --> 40:43.400]  i mean ladies and gentlemen there are people that were injected vaccinated with this stuff
[40:43.400 --> 40:51.320]  that are dropping dead everywhere just like we had that whistleblower phd an educator on from
[40:51.320 --> 40:58.120]  ohio who went super viral last week and he looked at him he said you understand from all the studies
[40:58.920 --> 41:02.840]  that they did in animals that this is going to kill a large portion of those the next few
[41:02.840 --> 41:09.080]  years that took it you understand your schools will all close you will all get sick and now
[41:09.080 --> 41:14.040]  schools are closing everywhere because the majority of teachers have got bloody rashes and blood coming
[41:14.040 --> 41:18.920]  out their air ends and blood clots in their mouths and and and they're going blind they murdered us
[41:18.920 --> 41:25.480]  they murdered us they murdered us they murdered us and and and ran paul sits up there in place
[41:25.480 --> 41:29.800]  patty kicking he's the best guy we got about well you didn't stay getting a function you had
[41:29.800 --> 41:35.000]  conferences called getting a function and i call for you to be criminally investigated yeah and let's
[41:35.000 --> 41:41.560]  go a lot further you made it the lab you're on record you little monster and you're a eugenicist
[41:41.560 --> 41:48.280]  and you you covered up age treatments you're a monster and bill gates is a monster well bill
[41:48.280 --> 41:54.920]  gates has got a lot of power he might come after us they've already come after us they're already
[41:54.920 --> 42:02.120]  killing us you think i want to just fight these people that tough i'm fighting them because they're
[42:02.120 --> 42:06.200]  going to kill everybody they're going to kill our people and our children in our future
[42:08.200 --> 42:14.520]  and all they got all these tv shows oh national geographic she's got a fawning program about
[42:14.520 --> 42:19.560]  fouchy and one little angel cake he is coming out and they've got our sign in it oh look at
[42:19.560 --> 42:24.920]  oh he's so incredible about about oh arrest fouchy arrest gates you know that's right in the first
[42:24.920 --> 42:31.400]  10 seconds but you can't prop him up everybody knows a family man he's a good man hey why don't
[42:31.400 --> 42:36.840]  you show hitler dancing with some kids how about hitler with his dog blondie how about that how
[42:36.840 --> 42:44.680]  about jeffrey dommer walking the dogs nobody's propping fouchy up nobody's prop engage some and
[42:44.680 --> 42:52.840]  nobody's putting up swab at the end of the day they will be brought to justice they will be indicted
[42:52.840 --> 43:00.680]  they will be tried they will be convicted and they will pay in the name of jesus do you think it's
[43:00.680 --> 43:07.560]  a bad trait of michael indel that he's so optimistic that he's so positive no it's that type of optimism
[43:07.560 --> 43:12.040]  that built this country we would have never defeated the british 250 years ago if we didn't
[43:12.040 --> 43:17.400]  have a lot of optimism and we didn't persevere george washington lost most of his major battles
[43:17.400 --> 43:22.120]  that he kept fighting for six years and finally we won well michael indel has been fighting as a
[43:22.120 --> 43:27.560]  man in the arena and he's continuing to expose serious issues in the 2020 election we need to
[43:27.560 --> 43:32.120]  keep him in the fight plus he's got hundreds of incredible made in american products not just
[43:32.120 --> 43:38.360]  pillows not just towels not just sheets not just beds and he's got up to 66 off at mypillow.com
[43:38.360 --> 43:44.200]  with promo code alex you get the best deals it's made america he's investigating the election
[43:44.200 --> 43:48.920]  he's fighting the globalist he's standing up against force inoculations his organization is
[43:48.920 --> 43:53.240]  reaching millions of people when you just support it and support info awards at the same time at
[43:53.240 --> 43:59.160]  mypillow.com promo code alex up to 66 off you need these products already they're high quality
[43:59.160 --> 44:06.200]  use promo code alex and save big in late august info or saw an explosion of orders because our
[44:06.200 --> 44:12.600]  audience understands that the globalists are destabilizing the planet by design and are attempting
[44:12.600 --> 44:18.600]  to cause an economic and financial collapse worldwide now ladies and gentlemen storable food
[44:18.600 --> 44:22.680]  has always been something that's important to have it's a checkbox that everybody needs to have
[44:22.680 --> 44:28.360]  taken care of right along with water filtration self-defense and a relationship with god but
[44:28.360 --> 44:33.240]  now more than ever you need to get your storeable food orders in now we're ready to ship to you
[44:33.240 --> 44:38.920]  within 24 hours of your order it's high quality it's very very low cost at info or store.com
[44:38.920 --> 44:43.480]  because in the future you're going to see more food supply shortages and you're going to see food
[44:43.480 --> 44:48.280]  supply price increases that are already taking place so lock in your storeable food now at a
[44:48.280 --> 44:55.000]  lower price and fund the info war at infowarstore.com that's how you fight the great reset is by being
[44:55.000 --> 45:20.840]  self-sufficient and not under their control so get prepared now at infowarstore.com
[45:20.840 --> 45:26.040]  ready to ship to you now 33% off and vaso beats back in stock great for your heart great for your
[45:26.040 --> 45:31.080]  liver cardiovascular creates not the socks outside the blood super beat concentrate 50% off pollen
[45:31.080 --> 45:37.160]  block back in stock natural antihistamine 40% off and of course we have x2 totally essential
[45:37.160 --> 45:41.960]  deep earth crystal iodine it's discounted and pure turmeric formula the liquid extract as well
[45:41.960 --> 45:46.840]  it's discounted back in stock activated charcoal toothpaste and activated charcoal toothpaste
[45:46.840 --> 45:51.240]  mouthwash with all these essential oils those are 33% off as well you can call toll free triple
[45:51.240 --> 45:56.600]  eight two five three three one three nine or you go to infowarstore.com we got a lot of great
[45:56.600 --> 46:04.760]  other products on the site as well so be sure and check those out today around the world the general
[46:04.760 --> 46:10.840]  public has woken up the fact that this isn't a left or right issue this is a global corporate
[46:10.840 --> 46:20.120]  a 10 to 21 is in 2030 great reset takeover this is a technocracy but very few leaders or bond
[46:20.120 --> 46:26.760]  balsamaro and just a few others are addressing it for what it is to their people a foreign
[46:26.760 --> 46:34.440]  anti-human anti-family anti-god takeover of the very biological system of humans this is a corporate
[46:34.440 --> 46:39.560]  takeover of our bodies of ourselves with the world ID the medical tracking system that will be
[46:39.560 --> 46:46.120]  tied to the carbon taxes it's all been announced it is a dystopic nightmare and humanity is starting
[46:46.120 --> 46:51.560]  to organize but our leaders aren't we need senator paul and senator holly and others that have shown
[46:51.560 --> 46:57.240]  some understanding of this and senator cruz to organize against this foreign multinational
[46:57.240 --> 47:01.640]  corporate takeover through big pharma big banks and big tech or we have no hope
[47:01.640 --> 47:09.320]  you're listening to the alex jones show
[47:09.320 --> 47:13.000]  you
[47:21.640 --> 47:32.600]  live from austin texas fighting back if you are receiving this transmission you are the resistance
[47:32.600 --> 47:38.840]  live from the info wars dot com studios it's alex jones
[47:39.560 --> 47:50.360]  wednesday september 1st 2021 8777892539877789 alex i want to hear from callers their situations
[47:50.360 --> 47:55.400]  with covid their situations with inoculations their family they don't want your voice heard
[47:55.400 --> 47:59.000]  they want to smother you they want to silence you while they quietly kill you and then suck all
[47:59.000 --> 48:05.560]  your money this is a takeover by psychotics in big tech with big banks and big pharma
[48:05.560 --> 48:11.800]  and much of the medical system they have taken over 8777892539 but they've bitten off way more
[48:12.600 --> 48:21.800]  than they can shoot so i've got so many graphs and so much proof that it's just unbelievable
[48:21.800 --> 48:26.040]  that i'll hit next hour out of israel and other countries that right when they take
[48:26.040 --> 48:30.760]  the first shot mass death they call it covered right when they take the second shot mass death
[48:30.760 --> 48:35.880]  they call it covered and now the booster shot mass death they call it covered and they've done
[48:35.880 --> 48:41.480]  studies mathematicians have a statisticians i've got the articles right here where it corresponds
[48:41.480 --> 48:46.840]  to the number of people injected is it corresponds to how high the death rate is
[48:46.840 --> 48:56.600]  is it is real and in Greece both two very authoritarian globalist controlled societies
[48:58.520 --> 49:01.560]  and it's the same graph you can basically put the graphs over each other
[49:01.560 --> 49:07.640]  unbelievable i mean i knew this was all coming i knew it was in operation lock step i knew it
[49:07.640 --> 49:10.600]  was in all their plans but man we're living this
[49:10.600 --> 49:17.800]  gosh i've talked to probably five people in person yeah in the last two weeks
[49:18.760 --> 49:24.680]  who have friends and family that went blind after they took the Pfizer and Moderna shots
[49:26.600 --> 49:30.840]  it just forms blood clots right on the optic nerve and inside the eye
[49:33.320 --> 49:37.720]  wow and then i've got studies saying it does it
[49:37.720 --> 49:42.920]  and all these mass heart attacks in young people all over the world who take the shot i mean this
[49:43.480 --> 49:48.440]  is incredible and then you've got all the bureaucrats and the lawyers and the leftists
[49:48.440 --> 49:53.720]  and the media being paid off acting like we're the bad guys acting like we're the criminals
[49:59.320 --> 50:04.600]  but let me hit this first okay i'm gonna go over all that after i take calls
[50:04.600 --> 50:09.640]  but look at this this is so huge
[50:12.120 --> 50:17.240]  and it's again the name of the show today that hope you share is breaking michigan announces plan
[50:19.480 --> 50:24.040]  to forcibly take children from parents for possible contact with covid carriers now remember
[50:24.040 --> 50:31.960]  what i covered three weeks ago the cdc shield plan from last year and their designating centers
[50:31.960 --> 50:38.680]  sports stadiums all over the country and other facilities to quote take at-risk groups
[50:40.280 --> 50:44.840]  who may have been in contact with a covid person to protect them and put the children
[50:44.840 --> 50:47.960]  in one area the women in another a man in the other and they even have forced labor
[50:49.880 --> 50:53.480]  and there it is interim operational considerations implementing the shielding approach
[50:54.040 --> 50:59.400]  to prevent covid-19 infections in humanitarian settings and the uk europe and australia new
[50:59.400 --> 51:04.280]  zealand have all built the camps and are now doing it saying it's not just if you fly back to australia
[51:04.280 --> 51:11.320]  or the uk we put you in there for two weeks at a quarantine jail cell now we're going to come out
[51:11.320 --> 51:14.920]  and check if we think you were near somebody even if you don't have it we're going to take you away
[51:14.920 --> 51:19.640]  and hold you even if your test is negative i mean it's just the total power total control
[51:21.480 --> 51:24.440]  the queensland regional quarantine facility a well camp
[51:24.440 --> 51:29.000]  camp and they say get used to shots all the time
[51:31.480 --> 51:35.800]  so when we i wrote this headline this morning it should be democrats across the country announce
[51:35.800 --> 51:40.200]  plan but it's michigan specifically because california new york have said similar things
[51:40.200 --> 51:46.600]  we've got that but look at this michigan lawmaker calls for firing of county health director
[51:46.600 --> 51:54.360]  algin county health director but it's all over the state since this article came out we found a
[51:54.360 --> 51:59.720]  bunch of them around the state and what does it say michigan state rep steve johnson we should get
[51:59.720 --> 52:05.240]  him on posted a picture on his facebook page now everybody else is doing it which appears to be
[52:05.240 --> 52:11.800]  a letter from the county health department to a patient or guardian the letter discusses covid-19
[52:11.800 --> 52:16.600]  protocols regarding a child who has come in close contact to a covet nineteen individual
[52:16.600 --> 52:21.080]  and has determined the person is to be a carrier of the covet so it's all just computers and big
[52:21.080 --> 52:24.840]  tech and the clinton foundation that run this along with soros and gates they're all bought into
[52:24.840 --> 52:30.120]  these groups they get billions per state of money to then run this crap the letter also says you are
[52:30.120 --> 52:36.760]  hereby notified you're required to cooperate with the county health department in an effort to prevent
[52:36.760 --> 52:40.840]  or control the transmission of this serious disease or illness which they put in us through the
[52:40.840 --> 52:47.800]  vaccines at one point the letter states if you fail to take the actions prescribed in this warning
[52:47.800 --> 52:53.400]  notice the county health department shall petition the court to see in order to compel
[52:53.400 --> 52:58.840]  your compliance which may result with you being taken into protective custody to protect the public
[52:58.840 --> 53:04.760]  as well and then goes on to say also to take your children representative johnson posted the
[53:04.760 --> 53:11.080]  following on his facebook page will probably be banned now the algae and county health director is
[53:11.080 --> 53:16.200]  threatening to take parents to court if the department has reasonable belief that their
[53:16.200 --> 53:20.840]  child has been exposed to a covet nineteen and they don't follow their every order this can
[53:20.840 --> 53:25.160]  include actions by the county to take the child away from the parents and into the government's
[53:25.160 --> 53:30.920]  custody the county commissions needs to step up and fire this reckless and tyrannical health
[53:30.920 --> 53:35.720]  director for threatening to take away people's kids for the possibly coming in contact with someone
[53:35.720 --> 53:40.920]  who has covered this absolutely should not be happening in this county and then i've got it
[53:40.920 --> 53:44.600]  all over the country all over the world that's their announcement that's their plan i just
[53:44.600 --> 53:51.800]  showed tv viewers the cdc plan for the country last year for this year and they're putting in
[53:51.800 --> 53:58.200]  all of the world it's all you indirectly here's the actual letter where they tell them all of the
[53:58.200 --> 54:03.720]  threats and all the rest of the garbage and other letters that other folks have found so
[54:05.400 --> 54:11.000]  that's where all this is going and here's the health code they try to use
[54:14.040 --> 54:18.520]  says take into custody and transport the individual to an appropriate emergency care and treatment
[54:18.520 --> 54:24.280]  facility for observation examination testing diagnosis and treatment if they suspect they
[54:24.280 --> 54:28.760]  might have covered which is now widespread in more than half the country's had conservatively
[54:29.480 --> 54:35.080]  which they know it's never going to get fixed because it is a prion crystal they have introduced
[54:35.080 --> 54:44.120]  aerosolized mad cow disease that causes spongiform encephalography into the public and i've had
[54:44.120 --> 54:51.080]  medical doctors and scientists on laying all that out and now in new york and illinois and texas and
[54:51.080 --> 54:57.080]  everywhere else i've seen every day i see articles about judges saying i'm taking your children because
[54:57.080 --> 55:03.800]  you won't take the covid shot and putting them in foster care there's no law there's no nothing the
[55:03.800 --> 55:10.360]  criminals are just doing it and it's democrat judges they are out of control drunk on power and
[55:10.360 --> 55:16.760]  they know they're taking the country over they're going for complete broke but that's okay because
[55:16.760 --> 55:20.680]  everyone knows their criminals everyone knows their scum everyone knows they only have blue
[55:20.680 --> 55:25.560]  jurisdictions because of election fraud and they and and we're going to keep recalling
[55:25.560 --> 55:30.600]  in a much how much fraud there is until there's nothing they can do to stop us soros just spent
[55:31.960 --> 55:38.440]  tons more money trying to keep nuisance in power because he knows the wheels are coming off the wagon
[55:38.440 --> 55:47.480]  all right i'm going to go to all these great callers when we come back charlie and graden
[55:47.480 --> 55:55.320]  and chris and rick and george and collin and anonymous and so many others directly when i
[55:55.320 --> 56:00.760]  start the next hour in a few minutes and then after i've gone through a bunch of calls i will
[56:00.760 --> 56:05.000]  get into all the statistics look at this out of israel and i've got the same numbers out of uh
[56:05.000 --> 56:09.720]  it's exact same numbers basically out of uh grace look at the death numbers every time they give the
[56:09.720 --> 56:16.600]  jab the death number spikes i mean holy mackerel and we've got the same thing again out of grace
[56:16.600 --> 56:20.360]  we're going to show you as even worse in grace we're going to show you all that coming up first
[56:21.880 --> 56:26.840]  we can't fund this operation without your help and i didn't really think of this until i saw it
[56:26.840 --> 56:31.000]  and i noticed it and this is a great product you all need we're sold out of our multivitamin right
[56:31.000 --> 56:34.680]  now because people know they need to boost their immune system and i was sitting there looking at
[56:34.680 --> 56:39.800]  this hair and beard formula that the researchers and crew came up with this is not a product that i
[56:39.800 --> 56:44.440]  developed and i'm like oh my god this has all these essential vitamins and minerals this has a
[56:44.440 --> 56:48.840]  whole bunch of other trace stuff at really high levels this has got vitamin it's got everything
[56:48.840 --> 56:57.000]  it's got vitamin b5 b7 all this other stuff that people really miss vitamin a c d e iron zinc uh
[56:57.000 --> 57:02.360]  uh it's got just everything and it's really strong and it's really affordable hair and
[57:02.360 --> 57:07.560]  beard formula at infowarstore.com is not just for men it's great for women for your hair and nails
[57:07.560 --> 57:11.640]  but really it's for your whole body if something makes your hair lustrous and your beard healthy
[57:11.640 --> 57:15.320]  your skin health and your nails healthy what else is it doing what means your cells are healthier
[57:15.320 --> 57:22.040]  it's 1995 it is a top-end multivitamin mineral that's called hair and beard and you know the
[57:22.040 --> 57:25.400]  word lord works mysterious ways we're sold out of our multivitamin that's a different formula
[57:25.400 --> 57:29.320]  it's excellent as well but quite frankly looking at this i think it might be actually better and
[57:29.320 --> 57:34.200]  stronger very very strong it's a top-end product at a low price no reviews yet this just came out
[57:34.200 --> 57:40.600]  a few weeks ago infowarstore.com or triple a 253 3139 we've also got a bottom mineral fusion
[57:40.600 --> 57:46.040]  back in stock though it's selling out at 33 off and that's what makes this entire broadcast possible
[57:46.040 --> 57:51.640]  so thank you for keeping us on the air in the face of the globalist trash in these insane times i
[57:51.640 --> 57:57.720]  wouldn't mess around i wouldn't screw around with your health and your immune system i would do everything
[57:57.720 --> 58:03.240]  you can to boost your body's natural defenses and at the same time support those that are fighting
[58:03.240 --> 58:08.360]  the globalist and fighting to stop new lockdowns and tyranny well you find all of that perfect
[58:08.360 --> 58:14.280]  storm at one place infowarstore.com and great products that boost your body's natural defenses
[58:14.280 --> 58:19.080]  that have been sold out for months are back in stock discounted 33 to 50 off
[58:19.080 --> 58:24.360]  vitamin mineral fusion with all the vitamins minerals mean no acids it's essential back in
[58:24.360 --> 58:28.840]  stock our concentrated turmeric formula so good for your immune system and your body and for
[58:28.840 --> 58:33.960]  inflammation back in stock discounted we have x2 back in stock discounted we have living defense
[58:33.960 --> 58:38.440]  back in stock discounted we have pollen block back in stock discounted and of course we have our
[58:38.440 --> 58:44.120]  concentrated activated charcoal toothpaste sold out for months so boost your body's natural defenses
[58:44.120 --> 58:52.680]  and help fight the globalist all at one place infowarstore.com i've been fighting as hard as i can
[58:52.680 --> 58:59.480]  for almost 28 years against the globalist i wanted to stop their agenda i wanted to wake up the world
[58:59.480 --> 59:05.320]  and stop them dead in their tracks before they went operational but we failed yes a lot of people
[59:05.320 --> 59:10.840]  are awake yes we're not getting caught flat footed but they are going ahead with their full
[59:10.840 --> 59:15.880]  operational deindustrialization great reset and that's why it's more important than ever
[59:15.880 --> 59:20.920]  that all viewers and all listeners tell everybody they know about the show because people are ready
[59:20.920 --> 59:25.320]  to wake up and ready to hear the truth so we've got an information warfare the enemy and try to stop
[59:25.320 --> 59:29.560]  their agenda but we've also got to get personally prepared and one of the number one things to do
[59:29.560 --> 59:34.200]  is high quality storeable food we've got the best food ready to ship at very affordable prices
[59:34.200 --> 59:39.560]  at infowarstore.com so whether it's a month or a six month or a year supply or specialty diets
[59:39.560 --> 59:45.080]  it's ready to ship right now lock your orders in before food prices go up and before there are
[59:45.080 --> 59:50.520]  long lines and waits because believe me serious times are coming get ready at infowarstore.com
[59:50.520 --> 59:56.440]  you're listening to the alex joneshow
[1:00:05.560 --> 1:00:13.720]  we are now in to hour number two taking your phone calls momentous developments
[1:00:13.720 --> 1:00:20.040]  so much good news so much bad news we'll recap it all and get more into it coming up right now
[1:00:20.920 --> 1:00:27.720]  let's go to shawn in texas says he was arrested at his daughter's school for not masking i see
[1:00:27.720 --> 1:00:32.760]  these videos everywhere tell us where you live shawn and what happened brother yes sir i live in
[1:00:32.760 --> 1:00:38.360]  san antonio texas i was at the school board meeting last week trying to petition for my daughter not
[1:00:38.360 --> 1:00:43.480]  to wear a mask if she refuses to wear it and she's currently being held in school in isolation
[1:00:43.480 --> 1:00:49.960]  right now without any teachers at all well what they teach nowadays that's that's probably good
[1:00:49.960 --> 1:00:55.400]  what school district are you in she uh goes to call elementary here in san antonio okay well
[1:00:55.400 --> 1:01:00.120]  you know the governor signed an executive order and the supreme court ruled that they can't do that
[1:01:00.120 --> 1:01:05.160]  so you need to sue the living snot out of that school there are a lot of lawyers out there
[1:01:05.160 --> 1:01:10.440]  that will take the case pro bono for you know i mean they they they officially oppressed you
[1:01:10.440 --> 1:01:15.720]  they have violated your civil rights uh i mean did you tell these snot knows criminals uh oh yeah
[1:01:15.720 --> 1:01:19.960]  that they were violating the state executive order in supreme court absolutely i even had the
[1:01:19.960 --> 1:01:24.600]  order in hand and the cops did not want to read it they didn't care they just arrested me and put
[1:01:24.600 --> 1:01:29.240]  me in county lockup were they san antonio police or were they school police they were school police
[1:01:29.240 --> 1:01:32.760]  and then they handed me off to the sheriff department and spent uh spent a night in county
[1:01:32.760 --> 1:01:37.720]  lockup what are they charging you with disorderly conduct disorderly conduct uh they charged me
[1:01:37.720 --> 1:01:42.760]  with failure and id which they lent then dropped and they're also charging me with trespass yeah well
[1:01:42.760 --> 1:01:47.720]  you pay you pay the property taxes your child goes to their brainwashing center and then you
[1:01:47.720 --> 1:01:52.600]  didn't wear their little face muzzle your your your bacterial pneumonia diaper well sir you've
[1:01:52.600 --> 1:01:56.840]  got to take legal action you can't you know obviously you need a lot of trying i've been yeah
[1:01:56.840 --> 1:02:00.840]  i've been contacting as many people as possible no one no one's taken the call so for your listeners
[1:02:00.840 --> 1:02:04.760]  out there well yeah most lawyers just want an ambulance chase to the country thanks right but
[1:02:04.760 --> 1:02:09.880]  there's some good ones uh you know i mean robert barnes has been following a lot of lawsuits and
[1:02:09.880 --> 1:02:15.640]  he knows lawyers give me your name and number and i'm gonna i'm gonna hand you off i'm gonna hand
[1:02:15.640 --> 1:02:21.080]  you off to rob do and see if we can try to get some lawyer that's got testicles in texas or maybe
[1:02:21.080 --> 1:02:26.840]  it's a woman somebody's got ovaries somebody that cares i mean this is cut and dry this is cut and
[1:02:26.840 --> 1:02:35.400]  dry what these dirty places are doing absolutely crazy ridiculous and tyrannical and and then they'll
[1:02:35.400 --> 1:02:39.560]  probably try to charge her with truancy if she doesn't go to their facility that's why we send
[1:02:39.560 --> 1:02:43.320]  her every day so they have nothing against us that's why what we're doing this and i have video
[1:02:43.320 --> 1:02:46.840]  i mean they're violating her civil rights they're violating her right to an education that you've
[1:02:46.840 --> 1:02:51.480]  paid for they were impressing her i mean this is like making black people go around to the back
[1:02:51.480 --> 1:02:56.040]  of the restaurant get a you know pay for their food you know in the alley or oh sorry we don't
[1:02:56.040 --> 1:03:00.200]  have we don't have bathrooms for black people oh sorry we don't have a school for your daughter
[1:03:00.200 --> 1:03:05.560]  because she doesn't want to wear a diaper these are evil people absolutely and she's only 10 years
[1:03:05.560 --> 1:03:10.440]  old the psychological damage on this is gonna be you know she's smart though she's gonna look she's
[1:03:10.440 --> 1:03:15.320]  gonna learn about evil teacher about the communists teacher about the nazis teacher about north korea
[1:03:15.320 --> 1:03:18.840]  and let her know that we were in a fight for the country and that she's good and her daddy's good
[1:03:18.840 --> 1:03:22.760]  and she's gonna make it through this absolutely i've already taught her all about that she knows
[1:03:22.760 --> 1:03:28.920]  very well we'll show her the interview with uh the medical doctor at on yesterday where she lays
[1:03:28.920 --> 1:03:35.560]  out how this this is a cancer virus that these vaccines are cancer viruses oh yeah she knows
[1:03:35.560 --> 1:03:39.640]  we've oh i've done a lot of research on this she i've shown her a lot of this information alex
[1:03:40.600 --> 1:03:45.240]  well shawn is there any video you're getting arrested yes sir there's actually a video it's
[1:03:45.240 --> 1:03:50.840]  on instagram uh look up texas truth or uh his instagram he's got the video of my arrest there
[1:03:50.840 --> 1:03:55.640]  it's kind of we're live right now but if you'll tell the crew go to instagram texas truth or
[1:03:56.280 --> 1:04:01.560]  yes and uh what is on there we will we will add that to this we will add this to the call we
[1:04:01.560 --> 1:04:07.720]  can find it okay yes sir thank you thank you sir that's a good daddy right there uh my daughter
[1:04:08.360 --> 1:04:12.360]  wanted to go to public school a couple years ago she'd been going to private home school
[1:04:12.360 --> 1:04:17.640]  before that then private wanted to go with her friends and i let her go and uh they've been
[1:04:17.640 --> 1:04:23.480]  putting her in suspension and so i've just got to get around to following the lawsuit
[1:04:24.760 --> 1:04:29.640]  so i'm not a litigious person but at a certain point people ask what the hell's alex jones
[1:04:29.640 --> 1:04:35.560]  the child going to public school i mean that's where her friends go she's she looks like she's
[1:04:35.560 --> 1:04:41.880]  25 years old i mean she's 17 uh and uh i mean you know she looks like a merman row or something
[1:04:41.880 --> 1:04:47.480]  and i mean she's a full grown woman and if she wants to do that i'm she's good i give her that
[1:04:47.480 --> 1:04:52.760]  freedom and she's getting the first first experience now locked up in a building with a
[1:04:52.760 --> 1:04:57.000]  bunch of other people who won't wear the diapers over their face so that's that's going on right now
[1:04:57.000 --> 1:05:05.080]  we'll be right back it's always critical it's always vital it's always essential to have enough
[1:05:05.080 --> 1:05:09.080]  high quality vitamins and minerals in your body that's why essential vitamins and minerals are
[1:05:09.080 --> 1:05:15.960]  called essential you must have them but in today's crazy times it is more important than ever to stay
[1:05:15.960 --> 1:05:19.960]  on top of it and the vitamin mineral fusion has been sold out for months and months and months
[1:05:19.960 --> 1:05:26.120]  it's got all the essential vitamins and minerals and amino acids it is 33 off all supplies last
[1:05:26.120 --> 1:05:30.680]  x2 has been sold out for a while it's now back in stock it's discounted well supplies last we
[1:05:30.680 --> 1:05:35.800]  have this great concentrated turmeric formula it's amazing it's back in stock they're all discounted
[1:05:35.800 --> 1:05:43.480]  33 to 50 off all supplies last at infowarstore.com so i would not procrastinate we are ready to ship
[1:05:43.480 --> 1:05:48.600]  these products to you right now and there's a lot of other great products as well at infowarstore.com
[1:05:48.600 --> 1:05:54.200]  so be sure and visit infowarstore.com today and boost your body's natural defenses and give the
[1:05:54.200 --> 1:05:59.000]  gift of health to friends and family that are not informed it's up to us to take care of our friends
[1:05:59.000 --> 1:06:09.800]  and family please take action now waging war on corruption it's alex jones coming to you live
[1:06:09.800 --> 1:06:18.120]  from the front lines of the info war massive massive news some of the biggest news of the last
[1:06:19.240 --> 1:06:25.160]  18 19 months since the un since claus schwaab and bill gateson about she launched the bio attack
[1:06:25.160 --> 1:06:32.680]  that's right you heard about it yesterday and the show was just ending and i they handed
[1:06:32.680 --> 1:06:38.920]  me an ap article that said uh unexpectedly the two head scientist over all vaccines at the food
[1:06:38.920 --> 1:06:43.560]  and drug administration have quit and i just flippantly said oh i bet they're you know getting
[1:06:43.560 --> 1:06:50.040]  the revolving door of the hog drop uh like some of these other people do and boom i got off the show
[1:06:50.040 --> 1:06:56.120]  and read the new articles that came out this ap didn't tell you anything and they said the cdc is
[1:06:56.120 --> 1:07:01.720]  taking orders from the un and the white house it's doesn't even have regulatory powers advisory
[1:07:01.720 --> 1:07:09.880]  committee we are a cabinet level deal under law and we have been totally bypassed the booster shots
[1:07:09.880 --> 1:07:15.480]  are not needed they're not going to help people we never really approved this when you heard two weeks
[1:07:15.480 --> 1:07:21.560]  ago that he was given empty approval that isn't true they just reauthorized the emergency and
[1:07:21.560 --> 1:07:30.120]  children should not be given these injections i mean whoa and i i never direct my crew very often
[1:07:32.680 --> 1:07:36.200]  i mean i i i they're they're good they're smart they know it's important they just
[1:07:36.200 --> 1:07:44.360]  do reports write articles get stuff done but i'm telling greg reiss and darin mcbreen and rob do
[1:07:44.360 --> 1:07:51.400]  and uh all the great crew harris and smith but he's a great reporter he needs to get a report
[1:07:51.400 --> 1:07:59.800]  out on this i'm telling uh wilson all the great video editors and researchers i drew in there
[1:07:59.800 --> 1:08:04.200]  he's always busy doing ads that's a great job everybody should be reporting on this because
[1:08:04.200 --> 1:08:09.400]  this is just hiding in plain view oh they were angry because they were bypassed they were angry
[1:08:09.400 --> 1:08:13.240]  because they didn't really approve these shots they're still experimental they were angry that
