[00:00.000 --> 00:29.000]  Music
[25:08.760 --> 25:14.360]  devalued my investments you see they're like children they think because they
[25:14.360 --> 25:22.480]  say something it changes reality a few weeks ago I had a guy call in and he
[25:22.480 --> 25:26.040]  goes how dare you say Israel has nukes you're not allowed to say that and I
[25:26.040 --> 25:28.800]  said well are you denying they have nukes and he's like well no they're allowed
[25:28.800 --> 25:33.080]  to have nukes but you shouldn't talk about how they have nukes just because
[25:33.080 --> 25:36.480]  our media lies to us here and talks to us like we're children when it's admitted
[25:36.480 --> 25:39.640]  in all the weapons journals and all the foreign president Israel admits they
[25:39.640 --> 25:43.280]  have nukes we're not allowed to say it here in the U.S. I mean we are really
[25:43.280 --> 25:49.440]  pathetic and I know I said I get into torture but that's what blows me away
[25:49.440 --> 25:53.720]  is that I'm not even that smart and I figured out how all this works I stay
[25:53.720 --> 25:57.720]  up late at night reading government white papers ran corporations Department of
[25:57.720 --> 26:03.000]  Defense the Ministry of Defense British you know government 10-year
[26:03.000 --> 26:07.160]  projections and they say they're gonna put us in camps they're gonna micro chip
[26:07.160 --> 26:11.960]  us they're gonna sterilize us they're gonna enslave us they may use neutron
[26:11.960 --> 26:16.240]  bombs on western cities to control us if we I mean they say if we try to take
[26:16.240 --> 26:21.120]  back Washington they're gonna neutron bomb us I mean this is published this
[26:21.120 --> 26:25.000]  isn't even declassified and the british and the british say we work for the
[26:25.000 --> 26:29.960]  global elite and we'll use neutron weapons on our own population if they
[26:29.960 --> 26:36.840]  try to overthrow our system I have to read Dick Cheney and the PNAC
[26:36.840 --> 26:43.960]  documents September 20th 2000 say that they want to use race weapons to kill
[26:43.960 --> 26:47.080]  certain races and then I have to get up on the air and always get an email when
[26:47.080 --> 26:50.400]  I mention it go and prove that you liar it's been in the London Guardian the
[26:50.400 --> 26:55.480]  Associated Press and in Dick Cheney's own perspective he put out it was a
[26:55.480 --> 26:59.800]  prospectus he put it out to the elite saying I want to implement this will
[26:59.800 --> 27:04.440]  will stage terror attacks we'll get our police state and then we can go into the
[27:04.440 --> 27:12.320]  next phase and then we have to have a debate about this you think it's fun me
[27:12.320 --> 27:16.440]  getting up on the radio because they don't have total control they don't have
[27:16.440 --> 27:19.640]  total control I'm on the air I get on a few stations here and there and I'm on
[27:19.640 --> 27:22.960]  the air telling you who they are you think I like that you think I like
[27:22.960 --> 27:27.000]  risking my life you think I like spooks threatening me and following me and
[27:27.000 --> 27:35.440]  trying to set me up you think this is fun this is life and death and you're
[27:35.440 --> 27:40.400]  like a bunch of children I don't mean my mainline listeners but the people
[27:40.400 --> 27:44.040]  tuning in for the first time you know I think George Bush is great he's a great
[27:44.040 --> 27:49.240]  American if you don't like it get out of this country and you go but he's not a
[27:49.240 --> 27:52.680]  real conservative all shut up liberal well no I'm a real conservative Bush
[27:52.680 --> 27:56.880]  isn't well usually to get out of here but no the greatest you know patriotism
[27:56.880 --> 28:00.720]  is to defend your bill of rights and constitution but to criticize corrupt
[28:00.720 --> 28:04.280]  politicians and patriotism isn't mindlessly not asking questions and
[28:04.280 --> 28:09.680]  following orders and they'll say right back to you yes it is do you know what
[28:09.680 --> 28:15.280]  that mindset brings on to a society do you know what that means I have to see
[28:15.280 --> 28:17.840]  all these well-meaning liberals just like the well-meaning conservatives
[28:17.840 --> 28:22.240]  follow Bush all in love with Barack Obama believing all of his quote change
[28:22.240 --> 28:26.080]  and then you hear us change it's socialized health care total control of
[28:26.080 --> 28:31.080]  your life to carry out eugenics that's why they want socialized health care it
[28:31.080 --> 28:36.960]  is just just greenhouse gas taxes to micromanage every facet of your life
[28:36.960 --> 28:40.560]  and their own admissions attacks on breathing and it's the same thing with
[28:40.560 --> 28:46.800]  McCain if you notice you got the NFL Pat Robertson McCain all the
[28:46.800 --> 28:51.200]  conservative you know icons coming out saying pass the global tax that's the
[28:51.200 --> 28:56.960]  global government look I'll get into torture when we get back then we'll
[28:56.960 --> 29:01.040]  take calls then I'll get into energy next hour I got a lot of news here plus
[29:01.040 --> 29:06.040]  there's a bunch of disinfo articles in Time magazine I want to go over we'll be
[29:06.040 --> 29:10.920]  back big 9-11 announcement either late tonight or tomorrow on info wars dot com
[29:10.920 --> 29:26.840]  and prison planet dot com huge info we'll be right back
[29:32.640 --> 29:37.200]  imagine walking down the street and hearing footsteps behind you they get
[29:37.200 --> 29:40.680]  closer and closer and suddenly you have a sense something bad is going to
[29:40.680 --> 29:43.440]  happen what are you going to do to defend yourself
[29:43.440 --> 29:47.920]  t-bo tech specializes in non-lethal self-defense products for you and your
[29:47.920 --> 29:52.120]  family with everything from stun guns and tasers to personal alarms and
[29:52.120 --> 29:56.160]  pepper spray t-bo tech will arm you with the most advanced non-lethal products
[29:56.160 --> 30:00.720]  anywhere on the net not sure what a start the t-bo tech essentials package is
[30:00.720 --> 30:04.640]  great for you were to share with your family it comes with a 950 thousand
[30:04.640 --> 30:08.880]  volt cell phone stun gun a multi-pack of pepper sprays an extremely loud
[30:08.880 --> 30:12.840]  personal alarm and a how-to book for defending yourself with pepper spray all
[30:12.840 --> 30:17.440]  at a low price with these are any of t-bo tech's products you have the tools
[30:17.440 --> 30:21.440]  to defend yourself against an attack and get yourself to safety don't be a
[30:21.440 --> 30:30.320]  victim be a victor stock up now t-bo tech dot com that's tb o tch dot com
[30:32.200 --> 30:36.880]  fabric national makes a rifle known as the fusil automatic leisure or light
[30:36.880 --> 30:40.440]  automatic rifle considered to be the right arm of what's left of the free
[30:40.440 --> 30:45.040]  world if you're familiar with FN FAL then visit gun parts guy dot com an
[30:45.040 --> 30:49.120]  excellent source for parts accessories and technical support for all FAL
[30:49.120 --> 30:53.320]  rifles if you'd like to modify or upgrade your FAL the gun parts guy has a
[30:53.320 --> 30:57.440]  great selection of new refinished and refurbished parts the gun parts guy
[30:57.440 --> 31:01.280]  doesn't have a federal firearms license and he doesn't want one but he is the
[31:01.280 --> 31:06.360]  source for parts and the best FAL kits today call James at three six zero nine
[31:06.360 --> 31:12.080]  zero six eight three six nine or email gun parts guy at hotmail dot com you'll
[31:12.080 --> 31:15.400]  be pleased with the personal care and technical support you get from the gun
[31:15.400 --> 31:20.520]  parts guy that number again three six zero nine zero six eight three six nine
[31:20.520 --> 31:24.480]  whether you call or visit the website at gun parts guy dot com be sure to
[31:24.480 --> 31:29.600]  mention WTP RN to get an additional ten percent discount off their already low
[31:29.600 --> 31:35.160]  low prices if your body isn't feeling too well these days you're gonna start
[31:35.160 --> 31:43.360]  taking this hemp I say go to hemp USA dot org you may not like what I'm about
[31:43.360 --> 31:48.040]  to say but you know I'm gonna say it anyway the government doesn't want the
[31:48.040 --> 31:52.840]  best for you they keep you down they keep you blue they starve your body for
[31:52.840 --> 31:59.480]  all its nutrients they won't let you grow industrial hemp it really doesn't
[31:59.480 --> 32:03.200]  make any kind of sense when it's so healthy for the world and useful for
[32:03.200 --> 32:10.040]  you my friends I hope mr. Bush will hear this song for the heart of America wants
[32:10.040 --> 32:16.240]  this one go to hemp USA dot org if you're a true
[32:16.240 --> 32:20.840]  Thuron anarchist or renegade you only want things that God has made go to
[32:20.840 --> 32:28.880]  hemp USA dot org we offer free shipping anywhere in the states go to hemp USA
[32:28.880 --> 32:34.840]  dot org government is best which governs leased wake up and smell the
[32:34.840 --> 32:39.320]  fascism being in government means never having to say you're sorry what part of
[32:39.320 --> 32:43.880]  unconstitutional do not understand George in today's world full of tyranny
[32:43.880 --> 32:48.480]  and injustice sometimes it seems the only thing we still have is our freedom
[32:48.480 --> 32:52.720]  of speech exercise your freedom of speech by purchasing your choice of
[32:52.720 --> 32:56.720]  hundreds of different Liberty stickers from humorous to serious at Liberty
[32:56.720 --> 33:02.080]  stickers calm Liberty stickers calm can even customize your own bumper stickers
[33:02.080 --> 33:06.320]  it's time to stand up for what you believe invest in your freedom get
[33:06.320 --> 33:11.520]  your stickers at Liberty stickers calm for your family friends and community go
[33:11.520 --> 33:21.080]  to Liberty stickers calm or call 877-873-9626 that's 877-873-9626 and
[33:21.080 --> 33:33.240]  express your freedom of speech today call 877-873-9626 that's 877-873-9626
[33:35.360 --> 33:42.160]  online and on demand this is we the people radio network
[33:42.160 --> 33:53.120]  we're back live your calls coming up at 877-590-5525 877-590-5525 or we're
[33:53.120 --> 33:57.200]  listening to us from the station in central Texas that we this broadcast
[33:57.200 --> 34:07.680]  originates from this radio 590 K.L.B.J. it's 836-059 okay I don't want to attack
[34:07.680 --> 34:14.920]  the issue of torture without setting up some background I've heard the macho
[34:14.920 --> 34:20.120]  fake chicken honk neocons on air they sell it that tortures manly it's a
[34:20.120 --> 34:25.120]  it's a tough thing whereas just 50 60 years ago we knew it's something that
[34:25.120 --> 34:28.600]  Joseph Mengele did and the Nazis did because they were just following orders
[34:28.600 --> 34:36.960]  and in our own CIA manuals in the Army field manual that it is all based on
[34:36.960 --> 34:43.880]  just a decade ago it said you do not torture people because then you lose
[34:43.880 --> 34:48.240]  the moral high ground and torture has never been good to get real information
[34:48.240 --> 34:54.400]  it has only been good to get fake confessions false confessions for
[34:54.400 --> 34:57.840]  political persecution good for the Nazis good for the Soviets good for the
[34:57.840 --> 35:03.800]  communist Chinese good for the inquisitors they want to torture you to
[35:03.800 --> 35:09.480]  get false confessions it's only good for that remember the North Koreans did
[35:09.480 --> 35:17.200]  it the Vietnamese did it the Vietnamese communist the bad guys do this but
[35:17.200 --> 35:24.800]  before 9-11 I would read in law enforcement magazines what is it law
[35:24.800 --> 35:28.920]  enforcement weapons and technology I'm in a 7-11 remember in 2000 something said
[35:28.920 --> 35:34.680]  buy that magazine I picked it up flip it open and it says torturing people is
[35:34.680 --> 35:39.960]  good it says if you have a ticking time bomb and you don't know if it's gonna
[35:39.960 --> 35:43.920]  go off in a shopping mall and if you torture this person it'll get answers
[35:43.920 --> 35:47.640]  go ahead and torture them it's good and then it said you know what if there's
[35:47.640 --> 35:50.880]  anthrax and it's about to go off and kill a bunch of people do you torture a
[35:50.880 --> 35:56.200]  child in front of their parents and then I would see other propaganda pieces
[35:56.200 --> 36:00.680]  put out to the police and military saying you know we've got to get rid of
[36:00.680 --> 36:03.480]  possecom and taught us the law barring the military from engaging the
[36:03.480 --> 36:06.560]  American people well the military kills people and breaks things police were
[36:06.560 --> 36:09.760]  supposed to be peace officers but see now they've basically recruited out of
[36:09.760 --> 36:12.760]  the military into law enforcement they've turned the police into paramilitary
[36:12.760 --> 36:16.680]  forces all over the country they're now just coming in people's houses without
[36:16.680 --> 36:20.240]  warrants saying it's a safety check they're doing knock-and-talks demanding to
[36:20.240 --> 36:23.720]  see your guns arresting I mean folks it's all over they're taking blood without
[36:23.720 --> 36:27.840]  warrants on the side of the road from Texas to Indiana I mean it's just
[36:27.840 --> 36:31.000]  they're going wild it's all it's happening everywhere the feds are paying
[36:31.000 --> 36:36.320]  grants to do this this is all done incrementally incrementally training as
[36:36.320 --> 36:39.680]  tortures good incrementally training us attacking a country that hasn't attacked
[36:39.680 --> 36:43.640]  you as good incrementally training you I'm talking I'm getting hundreds of
[36:43.640 --> 36:47.960]  emails calls people I know no criminal record are going in to buy 22 rifles
[36:47.960 --> 36:51.240]  handguns they're told sorry there's a waiting period you're gonna get a visit
[36:51.240 --> 36:55.880]  from police first to question you about why you want the gun it's getting you
[36:55.880 --> 36:59.520]  used to police being in your backyard police being your door interfacing with
[36:59.520 --> 37:04.720]  them having them ask you questions the cops are being trained right now I mean
[37:04.720 --> 37:10.760]  it's classic tyranny there's a formula and the criminals that run our government
[37:10.760 --> 37:14.720]  trained over a hundred nations in this formula of how to torture how to how to
[37:14.720 --> 37:18.760]  infiltrate the society how to train people for secret police it's now
[37:18.760 --> 37:24.280]  happening global corporations use this nation in the last 60 years as their
[37:24.280 --> 37:30.600]  muscle the last hundred plus in the western hemisphere to as Marine Corps
[37:30.600 --> 37:36.040]  two-time congressional Medal of Honor winner General Spendley Butler general
[37:36.040 --> 37:39.720]  he was in line to be the Marine Corps commandant they tried to hire him to
[37:39.720 --> 37:44.360]  overthrow the US Bush's grandfather did president's father Bush seniors father
[37:44.360 --> 37:47.480]  that came out congressional hearings they said we want to overthrow or
[37:47.480 --> 37:50.560]  working with Hitler we want to overthrow the US your right winger you've
[37:50.560 --> 37:53.920]  overthrown over a hundred countries you've been involved in it we want you
[37:53.920 --> 37:59.440]  to overthrow the US with 500,000 troops we're gonna militarize the police and he
[37:59.440 --> 38:04.320]  said yes I'll do it long enough to get to go to the meetings with the Nazi
[38:04.320 --> 38:08.640]  agents and Bush's grandfather I mean this I got the congressional hearings I
[38:08.640 --> 38:11.680]  have the newsreels but don't think that means that we get Bush out of office
[38:11.680 --> 38:18.120]  were saved these people don't play games and they wrap themselves in the flag and
[38:18.120 --> 38:22.280]  a lot of you are right-wing and think Nazis are cool folks the Nazis robbed
[38:22.280 --> 38:25.360]  a lot of Germans they robbed a lot of people in that country they ruined the
[38:25.360 --> 38:28.960]  country because they wanted to have an empire it's always the same the the
[38:28.960 --> 38:32.200]  average person just wants to live their life the elite wants more power more
[38:32.200 --> 38:37.840]  control and they're not gonna stop until they get it they're not gonna stop your
[38:37.840 --> 38:41.920]  life means nothing to them the tyrannies is for the general public it's not for
[38:41.920 --> 38:46.840]  Alex Jones or the Muslims you know they just beta test and get you to acquiesce
[38:46.840 --> 38:51.400]  to violating people's rights in the name of persecuting a minority that's part
[38:51.400 --> 38:56.720]  of the formulae and then it's used on you and I can't tell you how many times
[38:56.720 --> 38:59.560]  I've been in a warrantless checkpoint covering and I've got video a cops in
[38:59.560 --> 39:02.880]  police state 2000 I say you're here running a warrantless checkpoint I said
[39:02.880 --> 39:06.120]  you didn't do this just a few years ago and they said yeah but it's a federal
[39:06.120 --> 39:09.640]  grant and we're just following orders and then now they're taking your blood
[39:09.640 --> 39:14.120]  without a warrant very invasive on the side of the street but see oh we're just
[39:14.120 --> 39:18.920]  following orders and I've got a big stack of articles here where people wake
[39:18.920 --> 39:22.760]  up with cops in their house because they leave their door open you know not
[39:22.760 --> 39:27.200]  locked even in the countryside and they're suddenly in your house and oh you
[39:27.200 --> 39:31.680]  know this gun looks illegal we're gonna arrest you see it always sounds like it's
[39:31.680 --> 39:36.480]  a good reason they know how to sell you and the average cop doesn't know they're
[39:36.480 --> 39:42.480]  they're part of something large and evil like in North Korea they have for 50
[39:42.480 --> 39:47.640]  plus years big paintings of police running checkpoints police checking
[39:47.640 --> 39:54.720]  papers you know pictures of the leaders well now all over the US huge billboards
[39:54.720 --> 39:58.640]  on the sides of skyscrapers showing cops pulling you over giving you a ticket
[39:58.640 --> 40:02.680]  we're the boss we're in control it's for your own good big pictures of the
[40:02.680 --> 40:06.880]  leaders everywhere I mean this is a formula they're going down the entire
[40:06.880 --> 40:11.320]  list doing it all and then you read the John Warner Defense Authorization Act
[40:11.320 --> 40:14.920]  you read the Military Commissions Act you read Patriot Act 1 and 2 and the
[40:14.920 --> 40:18.040]  Victory Act and you read the Rand Corporation and you read the British
[40:18.040 --> 40:22.760]  Ministry of Defense report put out last year just type British Ministry of
[40:22.760 --> 40:27.860]  Defense report flash mobs that's a key term in there it'll bring it up hundreds
[40:27.860 --> 40:34.480]  of pages go read it they admit all this how do I know what's going to happen
[40:34.480 --> 40:37.000]  over and over again how do I know what's going to develop and what's going to
[40:37.000 --> 40:42.760]  unfold because they have to give orders to millions of people and it's
[40:42.760 --> 40:46.840]  compartmentalized but I read it across compartments the average person in the
[40:46.840 --> 40:49.280]  government doesn't want to know outside their compartment they want to go
[40:49.280 --> 40:53.920]  water skiing or go see their mistress or you know go smoke marijuana or you know
[40:53.920 --> 40:59.080]  go spend some of the money gambling they you know they stole off a drug dealer so
[40:59.080 --> 41:02.280]  they only know their discipline their compartmentalized area well see I've
[41:02.280 --> 41:06.120]  studied all their disciplines and I can then see a clear picture and let me tell
[41:06.120 --> 41:14.880]  you folks it is nightmarish now the Army's major general who was charged and
[41:14.880 --> 41:17.680]  he admitted later he was told to whitewash it and he refused because he
[41:17.680 --> 41:23.120]  couldn't believe it his own report said that 97% of those taken to 30 plus
[41:23.120 --> 41:28.320]  camps in Iraq were completely innocent and didn't have papers in order he
[41:28.320 --> 41:33.920]  reported that they raped children raped women Jeffrey Dahmer type stuff with
[41:33.920 --> 41:37.960]  acid and orifices and huge objects I can't even say it on air go read the
[41:37.960 --> 41:42.080]  just read Army report torture and this isn't the stuff you heard about on the
[41:42.080 --> 41:46.240]  news or the few light photos they released Congress has seen the photos of
[41:46.240 --> 41:51.520]  children being tortured okay people killed and they hired former federal
[41:51.520 --> 41:55.720]  prison guards who've been fired for raping people for torturing US citizens
[41:55.720 --> 42:00.280]  and that's who they took over there I've interviewed General Carter Karpinski
[42:00.280 --> 42:08.760]  I've interviewed them all but this is major general US major general in the
[42:08.760 --> 42:13.080]  preface to a recently released report by the physicians for human rights on the
[42:13.080 --> 42:17.400]  criminality of enhanced interrogation techniques major general to goomba
[42:17.400 --> 42:22.280]  rights after years of disclosures by government investigators media accounts
[42:22.280 --> 42:26.160]  and reports from human rights organizations there is no doubt no longer
[42:26.160 --> 42:28.480]  any doubt as to whether the current administration has committed war crimes
[42:28.480 --> 42:34.120]  the only question is the remains is to be answered is whether those who ordered
[42:34.120 --> 42:36.720]  the use of torture will be held accountable and then it goes into stuff
[42:36.720 --> 42:43.440]  I can't even read this report now now worse stuff has come out so you see
[42:43.440 --> 42:47.280]  where does it in first oh we're just gonna waterboard and torture people who
[42:47.280 --> 42:50.320]  we think are with Alcada and of course you find out they flew Alcada out to
[42:50.320 --> 42:53.920]  safety and protect them and use them to attack the Serbs and use them to attack
[42:53.920 --> 42:57.200]  the Russians and it's all controlled and then the bin Laden's work with the
[42:57.200 --> 43:00.800]  bushes and vacation with the bushes and FBI agents have gone public and now
[43:00.800 --> 43:05.200]  they've been barred by law AP reported from reporting this to you have AP right
[43:05.200 --> 43:12.120]  here FBI to be arrested if they testify understand folks it's all staged it's
[43:12.120 --> 43:17.920]  all staged so when we come back I'm gonna finish up a torture and don't
[43:17.920 --> 43:21.640]  rationalize don't make excuses don't say I'm making this up go read the Army
[43:21.640 --> 43:26.760]  report are you for killing children we'll be right back ladies and gentlemen
[43:26.760 --> 43:35.400]  stay with us gas prices are out of control fight back by doing what
[43:35.400 --> 43:38.920]  thousands of listeners to the Alex Jones show have done developed by a major
[43:38.920 --> 43:43.240]  oil company a product that really works introducing SFR's protect a complete
[43:43.240 --> 43:47.000]  fuel system and engine treatment just one bottle increases mileage for up to
[43:47.000 --> 43:50.600]  six months fleet tested by major oil companies showing improvements in every
[43:50.600 --> 43:53.840]  car tested stop paying mechanics your hard-earned money to have your
[43:53.840 --> 43:57.920]  injection system cleaned protect the cleans up to 95% of new injector
[43:57.920 --> 44:01.920]  condition in just one tank full and is safe for all cars test conducted by
[44:01.920 --> 44:06.640]  General Motors conclude fuel injectors can partially plug in as little as 5,000
[44:06.640 --> 44:10.520]  miles due to poor gasoline quality fight high fuel prices by purchasing a
[44:10.520 --> 44:14.560]  protective fuel system treatment for only 995 and receive an engine treatment
[44:14.560 --> 44:19.120]  free a 1295 value satisfaction guaranteed or your money back go to oil
[44:19.120 --> 44:25.200]  company secret comm that's oil company secret comm or call 888 use SFR one
[44:25.200 --> 44:34.840]  that's 888-873-7371 it is now time to reign in evil and bring them to justice
[44:34.840 --> 44:38.920]  through the authority that has been delegated to us it is time to destroy
[44:38.920 --> 44:43.400]  the destroyers the number of the mounted troops was 200 million the vast
[44:43.400 --> 44:47.400]  majority of the population of the u.s. though the people of the u.s. where their
[44:47.400 --> 44:51.360]  numbers and influence are strongest have primary responsibility for reigning them
[44:51.360 --> 44:55.040]  in and bringing them to justice all nations will participate since they
[44:55.040 --> 45:00.040]  reside the world over they are called Illuminati elite proponents of the new
[45:00.040 --> 45:04.680]  world order they oppose everything that is God and truth they are of the line
[45:04.680 --> 45:08.840]  was disinherited 2,000 years ago everything they have built over the
[45:08.840 --> 45:11.800]  centuries the wealth they have accumulated the power they have
[45:11.800 --> 45:15.400]  established the poisoning of the masses the destruction of the earth and
[45:15.400 --> 45:19.760]  mankind we will undo through the authority that has now been delegated to
[45:19.760 --> 45:27.760]  us visit our website at unveiling them dot com that's unv e i l i n g them dot
[45:27.760 --> 45:33.320]  com the message of his kingdom collectors outdoor enthusiasts
[45:33.320 --> 45:37.400]  survivalists the army navy store from your memory as a child is just that a
[45:37.400 --> 45:41.000]  memory but there is still one place to find everything from gas masks to ammo
[45:41.000 --> 45:45.200]  cans and find it cheap main military dot com get hard to find objects like real
[45:45.200 --> 45:49.200]  wool blankets from your 20 bucks canteens for just $2 or trioxane fuel for
[45:49.200 --> 45:53.640]  just a dollar a box may any military dot com with free shipping on items over
[45:53.640 --> 45:58.520]  $150 not including heavy items find surplus items for cheap now like 30
[45:58.520 --> 46:02.680]  caliber cleaning kits for just 299 a piece or a dozen for $30 flare pistols
[46:02.680 --> 46:06.920]  only $25 one ad brand new Israeli gas masks to your collection kids in adult
[46:06.920 --> 46:11.520]  sizes are just $20 get g3 mags for just 2 bucks or a military fuel can for only
[46:11.520 --> 46:16.560]  $16 at the siphon hose for another 799 find it all online at main military
[46:16.560 --> 46:20.520]  dot com their website is adding wholesale items all the time like uzi mag pouches
[46:20.520 --> 46:25.280]  get a dozen for just $36 or swiss rain ponchos now for only $42 a dozen and
[46:25.280 --> 46:29.280]  survival saws are just $60 a dozen with shipping throughout the world check out
[46:29.280 --> 46:34.720]  main military dot com deadline live in jack blood are proud to announce our
[46:34.720 --> 46:40.360]  new bookstore okay it's not really our online bookstore where you can get every
[46:40.360 --> 46:44.200]  title book and dvd here about our live show it's brought to you by the people
[46:44.200 --> 46:48.320]  at brave new books brave new bookstore dot com is the newest bravest and most
[46:48.320 --> 46:52.640]  complete bookstore online today and their dvd selection has all the titles you
[46:52.640 --> 46:55.880]  need to decode the new world order and fight the information war brave new
[46:55.880 --> 47:00.080]  bookstore dot com has awesome t-shirts to proudly display your patriotism and
[47:00.080 --> 47:03.560]  liberty stickers to alert the public at large brave new books is physically
[47:03.560 --> 47:08.040]  located at 1904 guadalupe street under the chase bank building next to ut in
[47:08.040 --> 47:11.680]  austin texas so stop on by and maybe stay for one of their film showings go to
[47:11.680 --> 47:16.160]  brave new bookstore dot com now to bruise the virtual bookstore and look for the
[47:16.160 --> 47:25.080]  jack blood recommended section or call them at 866-516-6623 866-516-6623 to
[47:25.080 --> 47:28.360]  order the books and videos you hear about on deadline live be the resisted
[47:28.360 --> 47:33.480]  tell your friends about brave new bookstore dot com it's time to think
[47:33.480 --> 47:38.200]  outside the box with your hopes alex angery from 1 p.m. to 3 p.m. central every
[47:38.200 --> 47:42.840]  saturday right here on we the people radio network
[47:42.840 --> 47:52.840]  uh...
[47:52.840 --> 47:58.680]  do you think they let me on national radio shows
[47:58.680 --> 48:00.640]  box radio shows
[48:00.640 --> 48:02.740]  coast to coast and with your story
[48:02.740 --> 48:07.800]  biggest stations in toronto l a w a b c new york
[48:07.800 --> 48:10.040]  do you think they let me on talk sport
[48:10.040 --> 48:12.440]  all over england the u k
[48:12.440 --> 48:16.120]  do you think they let me on all these am and f m stations that are on the bottom
[48:16.120 --> 48:17.000]  of the box
[48:17.000 --> 48:21.440]  regardless or in this radio stations right now
[48:21.440 --> 48:25.240]  i'm not known for covering real things
[48:25.240 --> 48:27.200]  i'm telling you the truth
[48:27.200 --> 48:30.600]  when i tell you that dying corn halibut and it's come out in congressional
[48:30.600 --> 48:32.840]  hearings for at least four years
[48:32.840 --> 48:36.480]  run giant child kidnapping rings out of europe
[48:36.480 --> 48:39.480]  these are i know you to humanize the muslims and raping and killing them is
[48:39.480 --> 48:42.840]  good and loving and of the lord and of jesus
[48:42.840 --> 48:46.320]  according to a lot of fake sickos out there who rationalize that somehow
[48:46.320 --> 48:47.120]  christian
[48:47.120 --> 48:50.400]  when i'm a christian that's very offensive to me
[48:50.400 --> 48:54.160]  i mean i hear you sickos i hear you on talk radio michael reagan new clips
[48:54.160 --> 48:55.000]  have come out
[48:55.000 --> 48:58.040]  of him after he death rate nine eleven truth is that we should all be killed
[48:58.040 --> 48:58.960]  and murdered
[48:58.960 --> 49:01.840]  and say he pay for it now tapes have come out him on
[49:01.840 --> 49:03.400]  fox news saying
[49:03.400 --> 49:05.040]  take muslim children
[49:05.040 --> 49:09.080]  babies and put hand grenades up their hind and and he can say on fox tv i
[49:09.080 --> 49:10.040]  can say here
[49:10.040 --> 49:12.160]  that may will pull that clip up about
[49:12.160 --> 49:15.160]  i heard about that last week and couldn't believe it in this weekend i got
[49:15.160 --> 49:16.600]  back from vacation
[49:16.600 --> 49:19.080]  and actually saw the clip of him like a year ago
[49:19.080 --> 49:21.200]  with the host giggling and laughing all
[49:21.200 --> 49:24.240]  it is tied into the you tube uh... michael reagan
[49:24.240 --> 49:25.280]  hang grenades
[49:25.280 --> 49:28.480]  the the the i was the battle get it for you should
[49:28.480 --> 49:31.720]  uh... i mean now let's kill babies
[49:31.720 --> 49:35.400]  hang grenades
[49:35.400 --> 49:40.120]  this is not a conservative
[49:40.120 --> 49:45.320]  the democrats are not quote liberals they're all bought and paid for
[49:45.320 --> 49:47.600]  well it really upsets me is
[49:47.600 --> 49:53.480]  fake intellectual fake moderate stuff like the new york times
[49:53.480 --> 49:55.760]  it was on the cover of the austrian american statesman
[49:55.760 --> 49:56.920]  i was already talk about
[49:56.920 --> 50:00.440]  torture today i got into the studio there was laying on the table c i a
[50:00.440 --> 50:03.840]  interrogators mix force and fitness
[50:03.840 --> 50:06.240]  force you know torturing somebody
[50:06.240 --> 50:09.560]  torturing the child in front of them and it's admitted that they
[50:09.560 --> 50:11.560]  threatened one guy's children in here
[50:11.560 --> 50:14.360]  that's how they introduce it to you it's much worse than that
[50:14.360 --> 50:18.320]  and then they just kind of report well it's what works you know
[50:18.320 --> 50:20.040]  it's the finesse
[50:20.040 --> 50:22.360]  one guy tortures next guy's nice
[50:22.360 --> 50:24.800]  do any of you feel safe with the government
[50:24.800 --> 50:28.120]  that'll a violate federal law and every canon of decency
[50:28.120 --> 50:30.320]  and torture people
[50:30.320 --> 50:34.560]  see but but but but dictators and corrupt systems know how to seduce you
[50:34.560 --> 50:37.480]  they know how to get you to accept something like that and once you've
[50:37.480 --> 50:38.520]  accepted torture
[50:38.520 --> 50:41.480]  then why not why not have died court howlbert and run shall get napping
[50:41.480 --> 50:42.720]  ranks
[50:42.720 --> 50:46.640]  why not have it come out in congress and they don't get in trouble
[50:46.640 --> 50:48.080]  you think i'm joking but i
[50:48.080 --> 50:51.320]  dying court howlburton sex slavery
[50:51.320 --> 50:53.120]  into google uh...
[50:53.120 --> 50:56.920]  and you'll get congressional videos you can order it from c-span
[50:56.920 --> 50:59.720]  and they just said the best part is that they do it and
[50:59.720 --> 51:01.640]  not to stop
[51:01.640 --> 51:05.720]  in the congress uh... people say well what about the the the trillions missing
[51:05.720 --> 51:07.240]  from the pension funds
[51:07.240 --> 51:09.720]  they just say we're not going to ask your questions
[51:09.720 --> 51:12.840]  and you read the ministry of defense report if we don't like it they'll just
[51:12.840 --> 51:16.880]  drop neutron bombs on us you think i'm joking folks
[51:16.880 --> 51:21.000]  the only reason i'm alive is they don't want to kill me to validate
[51:21.000 --> 51:24.360]  killing alex jones puts an exclamation point
[51:24.360 --> 51:26.400]  and underlining
[51:26.400 --> 51:32.760]  it highlights everything i've said
[51:32.760 --> 51:35.240]  you understand this isn't a game
[51:35.240 --> 51:38.320]  you understand psychopathic geniuses have taken over
[51:38.320 --> 51:42.480]  and they're using behavioral psychology to twist you into their dark minions to
[51:42.480 --> 51:43.520]  serve them
[51:43.520 --> 51:47.920]  this is a country losing its soul it enough to abort fifty million babies
[51:47.920 --> 51:52.000]  it isn't enough to be in the country of lies and egos and people lying to
[51:52.000 --> 51:54.040]  themselves
