[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[01:01:00.595 --> 01:01:22.853]  If they are successful carrying out their global COVID takeover, using the fear of the virus as the pretext for their authoritarianism, this will be the greatest crime and the greatest mass murder and the greatest redistribution of wealth from the common people and the poor to the so-called global elites the planet has ever seen.
[01:01:23.735 --> 01:01:26.457]  This is modern warfare.
[01:01:26.457 --> 01:01:39.108]  This is global corporations establishing a world government to counter a global crisis of hysteria they have created based on COVID, from which you never get out of the crisis.
[01:01:39.108 --> 01:01:40.329]  They only expand the crisis.
[01:01:40.329 --> 01:01:42.250]  Alright, there's full reports at Band.Video.
[01:01:42.250 --> 01:01:45.793]  It's a good one to give people because I cover everything in one big swath.
[01:01:45.793 --> 01:01:47.575]  It's at Band.Video.
[01:01:47.575 --> 01:01:49.156]  Band.Video.
[01:01:49.156 --> 01:01:51.358]  Get it out to everyone you know.
[01:01:53.616 --> 01:01:57.299]  We are witnessing a perfect dichotomy of psychological warfare.
[01:01:57.299 --> 01:02:06.985]  The United Nations, the big corporations, the globalists, big tech and big pharma are all pushing the COVID as the most deadly thing in history, even though statistically it's a very weak flu or cold.
[01:02:06.985 --> 01:02:10.247]  But if you are deficient, then you can actually die from it.
[01:02:10.247 --> 01:02:12.849]  That's why you see somebody dying in southern nursing homes.
[01:02:12.849 --> 01:02:23.176]  Meanwhile, all these top scientists and researchers and former Pfizer head medical officers have come out and said that the COVID-19 vaccine, especially the mRNA ones, are basically
[01:02:23.456 --> 01:02:23.836]  I think so.
[01:02:54.705 --> 01:02:55.888]  I don't know.
[01:03:09.648 --> 01:03:13.250]  It's my final broadcast of 2020, official Alex Jones Show.
[01:03:13.250 --> 01:03:20.735]  I'm going to be up here tonight, hosting a live stream with Tim Dillon, the comedian.
[01:03:20.735 --> 01:03:22.956]  And who knows, I might twitch the arm of some of the crew.
[01:03:22.956 --> 01:03:29.099]  Stay up here with me, maybe do a little live transmission over the feeds as we bring in the new year.
[01:03:30.180 --> 01:03:31.421]  But I haven't gotten around to telling them now.
[01:03:31.421 --> 01:03:34.104]  I guess I'm telling them as we speak.
[01:03:34.104 --> 01:03:36.626]  But here we are taking your phone calls in the second hour.
[01:03:36.626 --> 01:03:38.467]  A lot of big developments around the world.
[01:03:38.467 --> 01:03:39.909]  A lot of things happening.
[01:03:39.909 --> 01:03:42.111]  They are trying to pass bills in New York.
[01:03:43.188 --> 01:03:49.092]  To arrest and detain anyone they want if they're coughing, have a runny nose, or a fever.
[01:03:49.092 --> 01:03:59.058]  And they'll just disappear you into a medical tyranny facility and intubate you with a new guillotine that is known as a ventilator, and then say that you've died of COVID-19.
[01:03:59.058 --> 01:04:04.001]  Kind of like Jeffrey Epstein's cellmate found dead in his house, COVID.
[01:04:04.001 --> 01:04:08.004]  The new congressman who just got elected had a heart attack, COVID.
[01:04:08.004 --> 01:04:09.705]  He got hit by a car.
[01:04:11.500 --> 01:04:14.304]  I guess killed on death row by lethal injection.
[01:04:14.304 --> 01:04:15.285]  They'll just say COVID.
[01:04:15.285 --> 01:04:20.291]  So we're taking phone calls on your New Year's resolution, what you see coming.
[01:04:20.291 --> 01:04:23.235]  Do you think Trump's going to be able to still squeeze this out?
[01:04:23.235 --> 01:04:24.436]  I know they're not giving briefings.
[01:04:25.572 --> 01:04:26.413]  Still.
[01:04:26.413 --> 01:04:29.055]  To Joe Biden, he's getting very, very upset.
[01:04:29.055 --> 01:04:31.957]  Massive evidence of fraud is just stacking up continually.
[01:04:31.957 --> 01:04:44.587]  There's a lot of big state houses that are having hearings and saying they want signature verification and saying that they think the full legislature should come in and that there's clear evidence that Trump really won the election.
[01:04:44.587 --> 01:04:49.912]  In all five of those states, he was winning big by 2, 3, 4, 5 percentage points.
[01:04:49.912 --> 01:04:51.673]  Hundreds of thousands of votes.
[01:04:51.673 --> 01:04:53.555]  Half a million votes until they closed.
[01:04:54.400 --> 01:04:56.661]  And then the magic happened.
[01:04:56.661 --> 01:05:11.087]  The black briefcases, the black suitcases came out from under the tables and everybody was kicked out and the magic time happened and the giant spikes for Biden with the videos in Georgia and other states of them counting the same stacks over and over again.
[01:05:11.087 --> 01:05:18.170]  It's not enough to have ten suitcases that you kick everybody out, you pull out from underneath the black tablecloth.
[01:05:19.701 --> 01:05:24.444]  You then gotta run each stack over and over and over again as many times as you can.
[01:05:24.444 --> 01:05:29.226]  And then bingo, everything goes good.
[01:05:29.226 --> 01:05:32.628]  Then you just have the national news say, not any evidence of fraud.
[01:05:32.628 --> 01:05:36.050]  And as the evidence of fraud comes out, they go, well, not widespread.
[01:05:36.050 --> 01:05:37.951]  Even though it's the same scam in every state.
[01:05:39.582 --> 01:05:41.982]  So the globalists are going for broke.
[01:05:41.982 --> 01:05:44.183]  Lin Wood files emergency petition in U.S.
[01:05:44.183 --> 01:05:47.744]  Supreme Court to stop January 5th runoff races for U.S.
[01:05:47.744 --> 01:05:57.265]  Senate in Georgia, citing the fraud, citing that they're still using fake mail-in ballots that aren't being verified, signatures not being verified.
[01:05:57.265 --> 01:06:03.006]  You've got all the different Democratic Party operatives there ruling as judges to allow all this to happen.
[01:06:03.006 --> 01:06:05.747]  This is really a dangerous situation.
[01:06:08.069 --> 01:06:10.231]  He also says he will file a petition with the U.S.
[01:06:10.231 --> 01:06:13.033]  Supreme Court in the Georgia election case.
[01:06:13.033 --> 01:06:14.334]  So there is a lot going on.
[01:06:14.334 --> 01:06:19.238]  Here is the petition, the beginning of the petition.
[01:06:19.238 --> 01:06:33.851]  Petitioner asked for an emergency order restraining respondents to halt the January 5, 2021 senatorial runoff election until such time as respondents agreed to comply with Georgia legislature's prescribed election procedures.
[01:06:33.851 --> 01:06:35.332]  Again, they're not even following the law.
[01:06:35.332 --> 01:06:36.033]  It's totally illegal.
[01:06:36.849 --> 01:06:40.194]  The Supreme Court has a cut-and-dry case here, but they won't take it, I bet.
[01:06:40.194 --> 01:06:41.576]  Or they'll overturn it.
[01:06:41.576 --> 01:06:48.727]  Petitioners further request that this court direct the District Court to order production of all registration dates.
[01:06:49.718 --> 01:06:52.079]  And by the way, they've had now... I'll get to this after I take calls.
[01:07:11.764 --> 01:07:22.709]  Some of the top respected MIT and Stanford Research Institute scientists come out and say, we've looked at the raw data, total fraud.
[01:07:22.709 --> 01:07:28.312]  And we've looked at the Dominion machines, they're designed for fraud, just like the last forensic group found in Michigan.
[01:07:28.312 --> 01:07:31.113]  They said this is a backdoor machine.
[01:07:31.113 --> 01:07:33.214]  This is a Swiss cheese operation.
[01:07:33.214 --> 01:07:35.295]  This is a submarine with screen doors on it.
[01:07:37.432 --> 01:07:41.754]  This is a jumbo jet with no glass in the windows.
[01:07:41.754 --> 01:07:44.356]  I mean, this dog is a fraud.
[01:07:44.356 --> 01:07:46.517]  This dog does not hunt.
[01:07:46.517 --> 01:07:47.998]  Unless scamming is what you're looking for.
[01:07:47.998 --> 01:07:54.441]  So all the top eggheads say what we've already noticed with our eyeballs.
[01:07:54.441 --> 01:07:59.384]  That this is as crooked as a barrel of snakes.
[01:07:59.384 --> 01:08:01.505]  Alright, let's go to your calls now.
[01:08:01.505 --> 01:08:04.267]  Who's been holding the longest here?
[01:08:04.267 --> 01:08:05.408]  That would be...
[01:08:07.557 --> 01:08:08.618]  Kevin in New Jersey.
[01:08:08.618 --> 01:08:09.598]  Kevin, thanks for holding.
[01:08:09.598 --> 01:08:11.479]  Welcome.
[01:08:11.479 --> 01:08:13.240]  Hi, Alex.
[01:08:13.240 --> 01:08:14.801]  Yes, go ahead.
[01:08:14.801 --> 01:08:16.562]  Hey, thanks for taking my call.
[01:08:16.562 --> 01:08:18.964]  Long-time listener, first-time caller.
[01:08:18.964 --> 01:08:22.106]  And I just wanted to say thank you for all you do, and God bless you.
[01:08:22.106 --> 01:08:22.426]  Thank you.
[01:08:22.426 --> 01:08:25.488]  Just a few quick points here.
[01:08:25.488 --> 01:08:29.070]  The big picture of the New World Order, I think this is really important.
[01:08:29.070 --> 01:08:34.493]  So one of my ideas was if you could speak about it, maybe like at the beginning of each of your segments, just a little bit.
[01:08:35.154 --> 01:08:40.718]  Not every segment, but definitely for the show, because I think a lot of people just get overwhelmed.
[01:08:40.718 --> 01:08:45.222]  And they're not exactly sure how all this stuff fits together.
[01:08:45.222 --> 01:08:47.204]  So you do break it down, though.
[01:08:47.204 --> 01:08:49.646]  And I think just doing it more often.
[01:08:49.646 --> 01:08:58.693]  Also, methodology, you know, what the goal was to do is they basically, like you were talking about at different points in your show, they create problems.
[01:08:59.760 --> 01:09:10.704]  They use those as a cover, an opportunity to offer a solution, but that's really like a weapon disguised as a solution that furthers their agenda, and you could break that down too.
[01:09:10.704 --> 01:09:24.670]  And also, I was thinking it would be a good idea to have like, you know, more of like, sort of like, almost came up with this idea of a pre-market initiative.
[01:09:25.307 --> 01:09:38.431]  Maybe bringing people on from other governments who are committed to having their economies operate in a free market economy and how that plays into the whole opposition of the new world order system, how they're competing against the free market economy.
[01:09:38.431 --> 01:09:38.791]  I agree.
[01:09:38.791 --> 01:09:44.813]  We should be talking more about a true free market system to counter the crony capitalist centralized system.
[01:09:44.813 --> 01:09:45.513]  I appreciate your call.
[01:09:46.877 --> 01:09:59.363]  And yes, we should do more mini-documentaries, five, ten minutes long, like Prager University does, on big subjects that give people a larger understanding of how the world works.
[01:09:59.363 --> 01:10:00.943]  But I mean, you go read what the globalists say.
[01:10:00.943 --> 01:10:15.310]  They want a new planetary system based on carbon taxes and the surveillance of carbon taxes and a world court, a world army, a system that centralizes control over medicine, over travel, over investment, over education.
[01:10:16.525 --> 01:10:23.007]  Over religion, over reproduction, and that's all being standardized right now.
[01:10:23.007 --> 01:10:35.450]  And so it's a private corporate world government whose endgame is depopulation of the planet and the establishment will then merge with machines and become this new evolved creature.
[01:10:35.450 --> 01:10:38.511]  Now whether they're going to get away with that or whether that's going to work, I don't know.
[01:10:39.551 --> 01:10:46.517]  The Bible says they're going to try to do it and it's going to fail and destroy most of the earth, which they say happened with Atlantis before.
[01:10:46.517 --> 01:10:50.080]  So things, I guess, repeat themselves.
[01:10:50.080 --> 01:10:54.164]  All I know is these people are diabolical and they're super ruthless.
[01:10:54.164 --> 01:10:57.467]  And yeah, they say, oh, we're going to lock things down to stop COVID.
[01:10:57.467 --> 01:10:58.608]  Notice they only lock it down more.
[01:10:58.608 --> 01:11:00.329]  It doesn't stop COVID.
[01:11:00.329 --> 01:11:01.450]  And it gives them more power.
[01:11:01.450 --> 01:11:02.091]  They get richer.
[01:11:02.091 --> 01:11:03.092]  They consolidate control.
[01:11:03.092 --> 01:11:04.133]  You get poor.
[01:11:04.133 --> 01:11:06.515]  Every time they try to help you, it's the opposite.
[01:11:07.841 --> 01:11:12.925]  They throw you a life raft when you're in the ocean, you grab it, it's electrified.
[01:11:12.925 --> 01:11:15.527]  They give you a glass of wine, it's got poison in it.
[01:11:15.527 --> 01:11:17.729]  They give you a cell phone, it tracks and controls you.
[01:11:17.729 --> 01:11:21.692]  I mean, they are committed to evil as much as we're committed to good.
[01:11:21.692 --> 01:11:23.473]  They are purist.
[01:11:23.473 --> 01:11:26.996]  And they see you as idiots and have no respect for you.
[01:11:26.996 --> 01:11:29.718]  Let's go to Joey in North Carolina for a minute and a half.
[01:11:29.718 --> 01:11:32.200]  Joey, thanks.
[01:11:32.200 --> 01:11:33.321]  Hey Alex, can you hear me?
[01:11:33.321 --> 01:11:33.981]  I sure can, go ahead.
[01:11:33.981 --> 01:11:36.523]  Hey buddy, I was just wanting to call you.
[01:11:36.523 --> 01:11:37.364]  I was asking about
[01:11:38.109 --> 01:11:42.833]  You know, what we think is going to happen with the new year and everything that's coming.
[01:11:42.833 --> 01:11:50.760]  Honestly, man, I'm just scared to death because why in the world would our government give the vaccine unknowingly?
[01:11:50.760 --> 01:11:51.940]  What's going to happen?
[01:11:51.940 --> 01:11:56.024]  Give it to our first responders and our armed forces first.
[01:11:56.024 --> 01:11:57.845]  I mean, this is just not stupid.
[01:11:57.845 --> 01:11:58.766]  I just don't get it.
[01:11:58.766 --> 01:12:06.913]  It makes no sense whatsoever why we I mean, what's going to happen here in the next year whenever all of our nurses and our doctors start dying?
[01:12:07.512 --> 01:12:10.293]  Who's going to be able to take care of us then?
[01:12:10.293 --> 01:12:13.353]  Well, they think the public's so dumb.
[01:12:13.353 --> 01:12:14.973]  See, they did a test with autism.
[01:12:14.973 --> 01:12:18.694]  We went from 1 in 35,000 boys having autism to about 1 in 58.
[01:12:18.694 --> 01:12:20.834]  It's even worse in South Korea.
[01:12:20.834 --> 01:12:22.355]  It's like 1 in 30.
[01:12:22.355 --> 01:12:26.335]  And so we put up with tens of millions of brain damaged kids, and we know it's the vaccines.
[01:12:26.335 --> 01:12:29.076]  We're just going to have tens of millions dying of cancer and autoimmune disorder.
[01:12:29.076 --> 01:12:30.876]  And they'll just, oh, we don't know what it is.
[01:12:30.876 --> 01:12:32.817]  A COVID 2.0 does it.
[01:12:32.817 --> 01:12:34.217]  And they'll just give you some cover story.
[01:12:35.598 --> 01:12:36.259]  You're absolutely right.
[01:12:36.259 --> 01:12:40.364]  This is a soft kill weapon designed to debilitate and bankrupt the country.
[01:12:40.364 --> 01:12:41.766]  This is the war.
[01:12:41.766 --> 01:12:44.990]  We're under World War III attack by the Globalists and by the Chi-Coms.
[01:12:44.990 --> 01:12:46.331]  This is an act of war.
[01:12:46.331 --> 01:12:47.293]  Great point, Joey.
[01:12:47.293 --> 01:12:47.853]  We'll be right back.
[01:12:47.853 --> 01:12:48.795]  Stay with us.
[01:12:52.045 --> 01:12:58.888]  Due to the COVID lockdown destroying the supply chain, many of the best-selling products in floors are no longer available.
[01:12:58.888 --> 01:13:06.750]  And I thought that Pollen Block might be gone forever, but after eight months, we got about 25% of the order we put in delivered to us.
[01:13:06.750 --> 01:13:08.811]  The rest, they hope, in a few months comes in.
[01:13:08.811 --> 01:13:14.593]  It's a proprietary system using specially fed quail and their eggs.
[01:13:14.593 --> 01:13:19.055]  It's very powerful when it comes to blocking seasonal irritants and a lot more.
[01:13:19.395 --> 01:13:24.539]  So, get your Pollen Block back in stock at InfoWareStore.com today.
[01:13:24.539 --> 01:13:27.460]  And, by the way, Activated Charcoal Toothpaste sold out for months.
[01:13:27.460 --> 01:13:28.901]  It's now back in stock as well.
[01:13:28.901 --> 01:13:30.903]  They're great products and it funds the InfoWare.
[01:13:30.903 --> 01:13:35.606]  So, get your Pollen Block and get your Activated Charcoal Toothpaste at InfoWareStore.com today.
[01:13:35.606 --> 01:13:39.288]  Again, our Activated Charcoal Toothpaste doesn't have additives.
[01:13:39.288 --> 01:13:40.249]  It's concentrated.
[01:13:40.249 --> 01:13:41.310]  People love it.
[01:13:41.310 --> 01:13:41.990]  It's amazing.
[01:13:41.990 --> 01:13:43.551]  There's no toothpaste out there like it.
[01:13:43.551 --> 01:13:45.352]  And Pollen Block is proprietary as well.
[01:13:45.352 --> 01:13:47.234]  They're back in stock at InfoWareStore.com.
[01:13:49.275 --> 01:13:49.662]  We're good.
[01:13:50.697 --> 01:13:58.023]  The year 2021 is almost here, and so we're launching our New Year's specials right now.
[01:13:58.023 --> 01:13:59.484]  We've got two different big sales.
[01:13:59.484 --> 01:14:06.169]  We've got Super Mel Vitality Turbo Force and Ultra 12, part of the New Year's Resolution Energize Pack, 40% off.
[01:14:06.169 --> 01:14:12.194]  And we've got Bodies, Vazzo Beats, and Knockout, part of the New Year's Resolution Revitalize Pack, at 40% off.
[01:14:12.194 --> 01:14:19.740]  But if you get both of these packs together, they are 60% off with free shipping and double Patriot Points.
[01:14:20.000 --> 01:14:21.261]  The best deal ever.
[01:14:21.261 --> 01:14:26.706]  I want to thank you all for your support and encourage you to go to InfoWarsTore.com today and take advantage of this.
[01:14:26.706 --> 01:14:29.468]  And you can't lose because it funds the InfoWar.
[01:14:29.468 --> 01:14:36.914]  Again, get the great products at InfoWarsTore.com and fund the Second American Revolution worldwide at a time that is more critical than ever.
[01:14:36.914 --> 01:14:43.439]  Again, the year 2021 is here and I am committed to you to fight against the globalists harder than ever.
[01:14:43.439 --> 01:14:46.041]  So thank you so much for keeping InfoWars in the fight.
[01:14:46.041 --> 01:14:47.843]  Without your support, we couldn't do any of it.
[01:14:53.863 --> 01:15:11.332]  You're listening to the Alex Jones Show!
[01:15:11.332 --> 01:15:13.193]  I will see you in the year 2021!
[01:15:13.193 --> 01:15:19.677]  And the mad scientist jumped in the time machine, and a bolt of blue light was gone!
[01:15:20.762 --> 01:15:22.384]  There I was, stuck back in the year 1974.
[01:15:22.384 --> 01:15:32.874]  But now... We are entering the year 2021.
[01:15:32.874 --> 01:15:35.076]  Where are the silver jetpacks?
[01:15:35.076 --> 01:15:37.018]  Where are the spaceships?
[01:15:37.018 --> 01:15:44.245]  Uh, sorry, it's nanotech, it's GMOs, it's 5G, it's world government, it's New World Order!
[01:15:46.530 --> 01:15:48.651]  That's where we are, ladies and gentlemen.
[01:15:48.651 --> 01:15:52.732]  And that's where all of this has gone.
[01:15:52.732 --> 01:15:57.114]  We're taking your phone calls right now, and let's do it.
[01:15:57.114 --> 01:16:00.475]  Let's go ahead and take a call from Charles.
[01:16:00.475 --> 01:16:01.695]  Charles in Georgia.
[01:16:01.695 --> 01:16:02.455]  Come on down.
[01:16:02.455 --> 01:16:04.396]  Good to have you here.
[01:16:04.396 --> 01:16:05.416]  Hey, Alex, man.
[01:16:05.416 --> 01:16:06.157]  Glad to get a hold of you.
[01:16:06.157 --> 01:16:09.218]  Been trying to get a hold of you for two months.
[01:16:09.218 --> 01:16:16.080]  There's something really big that went down in that Bob Alinsky interview with Tucker that kind of slipped through the cracks and nobody's paying attention to it.
[01:16:17.753 --> 01:16:18.134]  Yes, I remember.
[01:16:36.187 --> 01:16:49.130]  Okay, then there was another email when Bob Alinsky was on, and it showed 10% for this guy, 10% for the other guy, 10% for Hunter, and then in parentheses it said another 10% for Joe.
[01:16:49.130 --> 01:16:51.651]  Hunter's holding another 10% for the big man.
[01:16:51.651 --> 01:16:54.151]  So 10 points for him, 10 points for Joe.
[01:16:54.151 --> 01:16:58.232]  So it's established that the business model, it's very clear, it's a 50-50 split.
[01:16:58.232 --> 01:17:01.913]  Whatever Hunter gets, he splits half with Joe.
[01:17:02.671 --> 01:17:11.873]  Then you look on the screen and they kept showing part of a document, Tucker kept showing, and it had an LLC in there for Hunter and another LLC in there for Jim.
[01:17:11.873 --> 01:17:16.335]  That document, with those little boxes in it, that's what's called a fee agreement.
[01:17:16.335 --> 01:17:17.515]  It's really obvious.
[01:17:17.515 --> 01:17:20.876]  It's obvious why they're only showing part of it too, but that's a separate subject.
[01:17:20.876 --> 01:17:23.336]  The point is, that tells you the structure.
[01:17:23.336 --> 01:17:29.538]  That means whoever's paying Hunter, okay, whether it's coming from China, Ukraine, Romania, wherever it's coming from,
[01:17:30.592 --> 01:17:33.515]  They're sending the money over to what's called a paymaster.
[01:17:33.515 --> 01:17:35.997]  That's why they have that document with the little boxes on it.
[01:17:35.997 --> 01:17:37.479]  That's called a fee agreement.
[01:17:37.479 --> 01:17:40.902]  Everybody that's getting paid on the deal signs off on the fee agreement.
[01:17:40.902 --> 01:17:48.890]  The money comes from China, Romania, whoever's paying the commissions, goes over to the paymaster, and the paymaster disperses the funds based on what's in those boxes that they all agreed to.
[01:17:49.761 --> 01:17:58.535]  So we know that the money goes through the Paymaster, over to Hunter's LLC, and then from Hunter's LLC, he has to split 50% with Joe.
[01:17:58.535 --> 01:18:00.338]  So that's all Trump needs to know right there.
[01:18:01.249 --> 01:18:15.659]  Okay, wherever that money goes out of Huntington... Yes, that's the foreign money, and then we have his rat son saying, I meet with the head of Chinese intelligence and the agent I work with has disappeared, and over billions of... My daddy, I'm being investigated by the Southern District.
[01:18:15.659 --> 01:18:16.280]  Mommy!
[01:18:16.280 --> 01:18:20.563]  I mean, it's cut and dry that he's a communist Chinese agent.
[01:18:20.563 --> 01:18:22.144]  That's just one piece of it.
[01:18:22.144 --> 01:18:27.448]  Joe goes on TV in China and says, China should run every aspect of our lives.
[01:18:29.485 --> 01:18:31.107]  This is national security.
[01:18:31.107 --> 01:18:34.571]  Trump doesn't need to go through attorneys and warrants and all this.
[01:18:34.571 --> 01:18:39.396]  He can instruct the Treasury and the Fed to follow that money out of Hunter's LLC accounts or wherever it went.
[01:18:39.396 --> 01:18:39.836]  Exactly.
[01:18:39.836 --> 01:18:44.401]  He doesn't need the Justice Department because he's the executive branch.
[01:18:44.401 --> 01:18:49.387]  And just like he can put sanctions on Iran, he can put sanctions on those countries and on the Bidens.
[01:18:50.643 --> 01:18:58.589]  You can instruct the Treasury and the Fed to find those bribe money accounts in about five minutes today and expose it and say, look, here's all Joe's bribe money accounts.
[01:18:58.589 --> 01:19:00.550]  He can find it in five minutes.
[01:19:00.550 --> 01:19:01.071]  That's right.
[01:19:01.071 --> 01:19:02.772]  He showed his Swiss bank accounts.
[01:19:02.772 --> 01:19:06.214]  Brother, what's crazy is the White House knows this.
[01:19:06.214 --> 01:19:13.120]  I got asked by one of the Trump sons about a week into the election when I was out in Arizona, they said, I want you to talk to this guy.
[01:19:13.120 --> 01:19:18.544]  So this guy calls up and he works for a big company and he says, we want you to look into where they get the money.
[01:19:19.717 --> 01:19:20.017]  I don't
[01:19:42.119 --> 01:19:50.263]  And it was even like the federal government sent part of it, and then a local government, they made a local government make the other part of the $400 million.
[01:19:50.263 --> 01:19:54.326]  I mean, it says the Chinese government, brother!
[01:19:54.326 --> 01:19:55.666]  The Chinese government!
[01:19:55.666 --> 01:20:00.209]  And then it took a week, they ended up being in probably 20 newspapers but got no traction.
[01:20:00.209 --> 01:20:04.051]  So yeah, it's not that the White House says it, no, I guess...
[01:20:05.655 --> 01:20:09.738]  If they've got classified info, the President can declassify whatever he wants.
[01:20:09.738 --> 01:20:14.342]  I don't get why they called me to look into it, and I wasn't the only one they were calling.
[01:20:14.342 --> 01:20:17.524]  So, what's that sound like to you?
[01:20:17.524 --> 01:20:19.966]  Well, I don't know why they're not doing it.
[01:20:19.966 --> 01:20:25.090]  I guess that the powers that be already have Joe's bribe money accounts, and they're going to walk in on day one.
[01:20:25.090 --> 01:20:27.752]  If he gets in and goes, hey Joe, we know about all the accounts.
[01:20:28.674 --> 01:20:33.675]  Uh, you can keep the money, you can keep the accounts, but, uh, in the other hand, uh, here's this green new deal.
[01:20:33.675 --> 01:20:35.396]  Sign off on this, and we won't say anything about it.
[01:20:35.396 --> 01:20:36.076]  Well, that's it.
[01:20:36.076 --> 01:20:36.556]  Exactly.
[01:20:36.556 --> 01:20:41.777]  Joe, Joe, they want him in there because he is the most compromised, slam dunk, easy to destroy.
[01:20:41.777 --> 01:20:45.338]  Remember the remake of the excellent book, stupid movie, Dune?
[01:20:45.338 --> 01:20:50.760]  I mean, I mean, I like, uh, you know, the director that made Dune, but I don't think it's one of his better films, but remember Baron Harkin?
[01:20:50.760 --> 01:20:55.541]  It has a heart plug in everybody, where you just pull the plug and it opens up their heart, their aorta.
[01:20:56.081 --> 01:20:57.943]  I mean, that's what Joe Biden's like.
[01:20:57.943 --> 01:21:01.706]  He literally is on a very short electrified leash.
[01:21:01.706 --> 01:21:09.292]  And I cannot believe that we're about to let this totally compromised creature in control of the United States.
[01:21:09.292 --> 01:21:10.473]  Just expose the accounts.
[01:21:10.473 --> 01:21:11.253]  Just show the whole world.
[01:21:11.253 --> 01:21:12.174]  Just go on.
[01:21:12.174 --> 01:21:14.176]  Hey, we found all Joe's bribe money accounts.
[01:21:14.176 --> 01:21:15.517]  You're going to let him get in office?
[01:21:15.517 --> 01:21:16.298]  That'll be the end of him.
[01:21:16.298 --> 01:21:17.799]  They'll have to indict him.
[01:21:17.799 --> 01:21:22.563]  Instead of letting him get in and be told what to do, holding the accounts over his head, just show him now.
[01:21:23.400 --> 01:21:25.261]  Charles, amazing points.
[01:21:25.261 --> 01:21:26.121]  You're absolutely right.
[01:21:26.121 --> 01:21:26.881]  You're absolutely correct.
[01:21:26.881 --> 01:21:27.622]  I remember seeing that.
[01:21:27.622 --> 01:21:28.142]  Thank you.
[01:21:28.142 --> 01:21:29.082]  Let's take another call.
[01:21:29.082 --> 01:21:30.023]  Danny in Canada.
[01:21:30.023 --> 01:21:31.963]  Danny, thanks for rolling.
[01:21:31.963 --> 01:21:33.204]  Hey Alex, great to have you.
[01:21:33.204 --> 01:21:33.904]  Great to be here.
[01:21:33.904 --> 01:21:34.704]  How are you?
[01:21:34.704 --> 01:21:36.845]  Good.
[01:21:36.845 --> 01:21:38.986]  Yes, calling up from Toronto, Canada.
[01:21:38.986 --> 01:21:43.048]  I'm concerned about what's going to happen on January 6th.
[01:21:43.048 --> 01:21:44.948]  I mean, this is the great reset.
[01:21:44.948 --> 01:21:51.191]  I mean, Trudeau up here, my jaw dropped to the floor when Justin Trudeau made that video looking into the camera.
[01:21:51.826 --> 01:21:54.126]  Saying, ah, building back better.
[01:21:54.126 --> 01:21:54.927]  This U.N.
[01:21:54.927 --> 01:21:57.307]  slogan that all these leaders are using now.
[01:21:57.307 --> 01:22:00.008]  And he goes, Agenda 2030, the Great Reset is here.
[01:22:00.008 --> 01:22:01.008]  It's here.
[01:22:01.008 --> 01:22:02.228]  It's here.
[01:22:02.228 --> 01:22:03.328]  You're not essential.
[01:22:03.328 --> 01:22:04.449]  You're going to own nothing.
[01:22:04.449 --> 01:22:05.309]  You're going to have nothing.
[01:22:05.309 --> 01:22:06.209]  And you're going to love it.
[01:22:06.209 --> 01:22:07.049]  That's a quote.
[01:22:07.049 --> 01:22:08.069]  You will own nothing.
[01:22:08.069 --> 01:22:08.970]  You will have nothing.
[01:22:08.970 --> 01:22:09.730]  You will love it.
[01:22:09.730 --> 01:22:11.730]  It's so liberal.
[01:22:11.730 --> 01:22:13.651]  And Klaus Schwab is on TV saying this.
[01:22:13.651 --> 01:22:15.171]  I try to show my friends and family.
[01:22:16.013 --> 01:22:19.837]  You know, nobody wants to learn or really listen to what they're saying.
[01:22:19.837 --> 01:22:22.760]  Well, let them know when they're bankrupt that, you know, who did it to them?
[01:22:22.760 --> 01:22:26.524]  Just let them know, because all the being candy asses is over.
[01:22:26.524 --> 01:22:31.428]  This is their big, but they all have these little pretty boy, like little soft voices.
[01:22:31.428 --> 01:22:33.090]  Oh, we're coming to help you.
[01:22:33.090 --> 01:22:34.271]  It's for the COVID.
[01:22:34.271 --> 01:22:39.777]  Meanwhile, they've all doubled their profits last year and are just raping everyone and run giant UN child kidnapping rings.
[01:22:41.286 --> 01:22:42.127]  You're right.
[01:22:42.127 --> 01:22:46.290]  And Trudeau is sitting there in a room full of women saying, you know who I admire?
[01:22:46.290 --> 01:22:51.493]  The Chinese communists, the way they can turn their economy around on a dime.
[01:22:51.493 --> 01:22:53.995]  I can't believe he's just so blatant, you know?
[01:22:55.558 --> 01:22:56.879]  Oh, I forgot what he said.
[01:22:56.879 --> 01:22:58.300]  They said, what type of government do you like?
[01:22:58.300 --> 01:22:59.601]  He goes, I like dictatorships.
[01:22:59.601 --> 01:23:00.421]  I like China.
[01:23:00.421 --> 01:23:01.782]  They got the best dictatorship.
[01:23:01.782 --> 01:23:02.763]  And the women all get excited.
[01:23:02.763 --> 01:23:03.844]  Oh, yeah.
[01:23:03.844 --> 01:23:05.084]  Oh, he's so cute.
[01:23:05.084 --> 01:23:06.085]  Trudeau's so handsome.
[01:23:06.085 --> 01:23:08.707]  He loves concentration camps.
[01:23:08.707 --> 01:23:11.269]  And this is the sick weirdness.
[01:23:11.269 --> 01:23:15.171]  As people are losing their souls right now, they're becoming very evil.
[01:23:15.171 --> 01:23:23.417]  I mean, I will say one positive thing from this wild year, if you'll let me just say, what I think the best song of the year was by an artist named Sentinel, the Qaikom Dragon.
