[00:00.000 --> 00:24.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[45:45.000 --> 45:52.000]  Xylitol, nanosilver and iodine. Notice the difference with our super blue fluoride free products.
[45:52.000 --> 45:59.000]  Refresh your breath and invigorate your oral health routine at infowars.com. That's infowars.com.
[45:59.000 --> 46:04.000]  Introducing Fluorolife, the new probiotic line developed exclusively by InfoWarsLife.
[46:04.000 --> 46:09.000]  After years of research on the human microbiome, not all probiotics are made the same.
[46:09.000 --> 46:18.000]  Fluorolife probiotics use a unique targeted delivery system that bypasses the stomach and releases directly into the intestines for maximum effect.
[46:18.000 --> 46:27.000]  This is critical because stomach acid kills most probiotics, so if you don't have a targeted delivery probiotic, then you're cheating your gut health and your wallet.
[46:27.000 --> 46:34.000]  Fluorolife supports your body's core, where you need it most, including digestion, regularity, immunity, the gut lining and metabolism.
[46:34.000 --> 46:42.000]  Did you know that over 80% of your immune system is located in your gut? That's why increasing gut probiotic levels is so important for overall health.
[46:42.000 --> 46:50.000]  Fluorolife is sold as a 15 billion probiotic for everyday maintenance care and a 50 billion probiotic for a 30 day advanced gut restoration program.
[46:50.000 --> 46:56.000]  Head to infowarslife.com to pick up your bottle of Fluorolife probiotics today. That's infowarslife.com.
[46:56.000 --> 47:01.000]  You're listening to the Alex Jones show.
[47:26.000 --> 47:31.000]  For those who are receiving this transmission, you are the Resistance.
[47:31.000 --> 47:37.000]  Live from the infowars.com studios, it's Alex Jones.
[47:37.000 --> 47:42.000]  Now, why do the globalists fear us? Why do they have secret hearings, congressional hearings?
[47:42.000 --> 47:46.000]  Why do foreign leaders call me? Why does the president call me?
[47:46.000 --> 47:50.000]  Why do the US intelligence agencies listen?
[47:50.000 --> 48:01.000]  We have the best guest, we have the best researchers and we understand the globalist model and we create a narrative based on real research, not a false narrative.
[48:01.000 --> 48:10.000]  It doesn't mean our narrative is perfect, but we create a narrative based in real geopolitical and historical and then also modern contexts.
[48:10.000 --> 48:20.000]  And we read high level white papers from the globalist and from other groups to understand the real thinking.
[48:20.000 --> 48:24.000]  That's how I knew they were worshiping AI gods and planned to make humans obsolete.
[48:24.000 --> 48:33.000]  They were writing this 20 years ago, billionaires were saying we're going to major meetings and the plan is to bring in machines, replace humans and we're going to merge with machines and get rid of everybody.
[48:33.000 --> 48:36.000]  People go, you're nuts and I made films and wrote books.
[48:36.000 --> 48:42.000]  The US comes out and says red alert, the billionaires plan to get rid of everybody and merge with machines and become gods.
[48:42.000 --> 48:47.000]  The enemy are those that say worship AI gods and he's working with the Pentagon.
[48:47.000 --> 48:51.000]  You got Trump, the Pentagon, Info Wars, we're just pro-human.
[48:51.000 --> 48:57.000]  We don't want the technocracy, we don't want to make you poor, we don't want to phase everybody out, we just aren't suicidal.
[48:57.000 --> 48:59.000]  We're not even perfect.
[48:59.000 --> 49:01.000]  But that's why we're so hated.
[49:01.000 --> 49:05.000]  Now Oprah Winfrey has been promised that she's going to get extended life if she does this.
[49:05.000 --> 49:07.000]  So has Harvey Weinstein, all of them.
[49:07.000 --> 49:19.000]  And she's in the meetings, it's been leaked, it's been in the Associated Press, that she's part of a worldwide depopulation group and heads up the Africa operations through her front group for Bill and Melinda Gates to reduce population.
[49:19.000 --> 49:27.000]  And I said, just like the Nazis, you know, would have a minority face for areas they came in to take over, the globalist have her as the black face to fool black folks.
[49:27.000 --> 49:29.000]  I mean, that's a well-known tactic.
[49:29.000 --> 49:30.000]  It's called the Judas Code.
[49:30.000 --> 49:33.000]  The media says I was being racist against blacks because I don't want them exterminated.
[49:33.000 --> 49:37.000]  Okay, or I don't want 52% of blacks to be aborted before they're ever born.
[49:37.000 --> 49:41.000]  They always cut things out of context, but people know who listen, okay?
[49:41.000 --> 49:49.000]  Now, Paul is launching this and they fear us because we can say lock her up, kill her for prison.
[49:49.000 --> 49:51.000]  That becomes the deal.
[49:51.000 --> 49:56.000]  That's the deciding meme that takes down the Clintons with all of our concerted actions together.
[49:56.000 --> 49:59.000]  And I know in thousands of cases, we've had game changers.
[49:59.000 --> 50:03.000]  Because of you, you're the game changer, we do the research.
[50:03.000 --> 50:04.000]  You do the research.
[50:04.000 --> 50:05.000]  We work together.
[50:05.000 --> 50:06.000]  The audience are guest.
[50:06.000 --> 50:10.000]  We all come together as a college of ideas, the human defense league, the pro human league.
[50:10.000 --> 50:13.000]  They got a sort of foundation literally along those lines.
[50:13.000 --> 50:14.000]  It's got to be done.
[50:14.000 --> 50:25.000]  And just the common sense human survival league, just the common sense league, you know, the league of doing to others, he's having to do into you.
[50:25.000 --> 50:32.000]  And if you do this that Paul has called for, we can fatally, politically wound her.
[50:32.000 --> 50:35.000]  If you punch this out and get this out, it's over.
[50:35.000 --> 50:39.000]  And that means James Woods has got to help and everybody else has got to help.
[50:39.000 --> 50:43.000]  Petition, Oprah must disavow Harvey Weinstein.
[50:43.000 --> 50:45.000]  We'll use their tactics on them.
[50:45.000 --> 50:48.000]  Why did Winfrey know and when did she know it?
[50:48.000 --> 50:53.000]  Let's use her tactics when she gets up there in a six minute speech and says men are the problem, women come together.
[50:53.000 --> 50:59.000]  Let's Hollywood's been abused as if Hollywood is the thing not abusing us.
[50:59.000 --> 51:03.000]  So her inversion of reality is so arrogant or fake acting or fake crying.
[51:03.000 --> 51:06.000]  This woman is a monster manipulator.
[51:06.000 --> 51:07.000]  Okay.
[51:07.000 --> 51:15.000]  She's the only black person ever allowed into the Cold Springs Harbor eugenics facilities with the Rockefellers and others.
[51:15.000 --> 51:16.000]  That's in the news.
[51:16.000 --> 51:17.000]  Okay.
[51:17.000 --> 51:22.000]  I mean she is the only person allowed into the eugenics column because she is a critical person to carry out the assault.
[51:22.000 --> 51:26.000]  So that said, she's the ultimate Benedict Arnold.
[51:26.000 --> 51:27.000]  These are facts.
[51:27.000 --> 51:32.000]  I know it's true stranger than fiction about AI gods and all of it, but it's all out in the open now.
[51:32.000 --> 51:34.000]  So listen to me and go researcher.
[51:34.000 --> 51:37.000]  Paul Watson, you have the floor for the next six and a half minutes.
[51:37.000 --> 51:40.000]  Break down your incredible idea that everyone must retweet.
[51:40.000 --> 51:41.000]  Everyone must do videos.
[51:41.000 --> 51:43.000]  Everyone must send to local radio stations.
[51:43.000 --> 51:51.000]  Everyone must hammer because she's going to be, if not the candidate, the weapon system against the American restoration in the next two and a half years.
[51:51.000 --> 51:53.000]  Paul Joseph Watson.
[51:53.000 --> 51:55.000]  Well, it's very simple, Alex.
[51:55.000 --> 51:58.000]  And the left uses this tactic against the right all the time.
[51:58.000 --> 52:03.000]  And in most cases, in most prominent cases, at least people on the right completely cave in.
[52:03.000 --> 52:04.000]  They apologize.
[52:04.000 --> 52:08.000]  They bow to the witch and to the mob, to the twitch for people.
[52:08.000 --> 52:10.000]  And it's simply a petition.
[52:10.000 --> 52:12.000]  People say, oh, people just ignore petitions.
[52:12.000 --> 52:13.000]  What's the point in that?
[52:13.000 --> 52:15.000]  Well, that's entirely the point.
[52:15.000 --> 52:22.000]  It's the petition demanding that Oprah Winfrey disavow her friend Harvey Weinstein.
[52:22.000 --> 52:31.000]  Now, if she ignores the petition and it has 100, 200,000, 300,000 signatures, that's a pretty big deal.
[52:31.000 --> 52:36.000]  So the whole point is for her to ignore the petition, which she overwhelmingly likely will.
[52:36.000 --> 52:39.000]  If she does disavow him, then more power to her.
[52:39.000 --> 52:41.000]  We had an impact, but it's simply a petition.
[52:41.000 --> 52:43.000]  Listen, Alex, she got up there at the Golden Globes.
[52:43.000 --> 52:50.000]  At an event organized, run, hosted by the Hollywood Foreign Press Association.
[52:50.000 --> 52:56.000]  This is a media organization, a collection of journalists that report on only Hollywood.
[52:56.000 --> 53:01.000]  What have they said about the sexual abuse scandal in Hollywood for the past 20 years?
[53:01.000 --> 53:09.000]  Nothing, absolutely nothing whatsoever, despite the fact that everybody knew about it for the best part of the past 20 years.
[53:09.000 --> 53:14.000]  Remember, it was going to come out in 2004, New York Times, they spiked that story.
[53:14.000 --> 53:16.000]  This organization has known about it.
[53:16.000 --> 53:22.000]  You have people like Matt Damon, Ben Affleck, who knew about what he was doing to women in the 90s.
[53:22.000 --> 53:27.000]  This was like two decades nearly before Oprah Winfrey was hanging out with him.
[53:27.000 --> 53:29.000]  Close professional relationship.
[53:29.000 --> 53:30.000]  You've seen the pictures.
[53:30.000 --> 53:34.000]  She's literally nozzling his ear in one case.
[53:34.000 --> 53:40.000]  There's a picture of her with the actress Kady and Noble when they met Weinstein at a 2014 event in London.
[53:40.000 --> 53:45.000]  Noble, who went on to file a lawsuit against Weinstein for basically raping her,
[53:45.000 --> 53:54.000]  said that Oprah was swinging off his arm in reference to Weinstein to law her in with the promise of boosting her career.
[53:54.000 --> 53:56.000]  So you've got all this happening.
[53:56.000 --> 54:01.000]  You've got Oprah Winfrey rehabilitating Bill Clinton back in 2004.
[54:01.000 --> 54:05.000]  After everybody knew about his sexual predatory activity,
[54:05.000 --> 54:12.000]  you've got Oprah Winfrey endorsing Hillary Clinton after she intimidated Bill Clinton's rape victims.
[54:12.000 --> 54:17.000]  Oh, but now Oprah Winfrey is this big representative of the Me Too movement.
[54:17.000 --> 54:22.000]  You've got Meryl Streep sat back in the audience and they showed a clip of her on Sunday night nodding.
[54:22.000 --> 54:24.000]  Yes, this is our movement now.
[54:24.000 --> 54:31.000]  Meryl Streep, the woman who stood up and applauded a pedophile rapist in Roman Polanski.
[54:31.000 --> 54:35.000]  You know, 15 years after he was arrested, defended him.
[54:35.000 --> 54:37.000]  Five years after that, defended him.
[54:37.000 --> 54:38.000]  Absolutely incredible.
[54:38.000 --> 54:45.000]  You've had a bunch of women come forward over the past six months with new accusations that Roman Polanski rate to abuse them.
[54:45.000 --> 54:47.000]  What did Meryl Streep say about that?
[54:47.000 --> 54:48.000]  Nothing.
[54:48.000 --> 54:50.000]  So they all get up in front of each other.
[54:50.000 --> 54:52.000]  They all agree with each other.
[54:52.000 --> 54:57.000]  They're all responsible for covering up this sex abuse scandal for at least 20 years.
[54:57.000 --> 55:00.000]  Oh, but no, they're now the representatives of abused women.
[55:00.000 --> 55:03.000]  Absolutely sick, rampant hypocrisy.
[55:03.000 --> 55:07.000]  And now Oprah Winfrey is at the head of it, having paled around,
[55:07.000 --> 55:13.000]  nuzzled Harvey Weinstein, featured in innumerable photos with him at public events,
[55:13.000 --> 55:16.000]  award ceremonies over the past 10, 15 years.
[55:16.000 --> 55:18.000]  I mean, it's obvious they've got a relationship.
[55:18.000 --> 55:21.000]  It's obvious they've got a relationship and she's known as being pretty wild.
[55:21.000 --> 55:22.000]  And that's all legal.
[55:22.000 --> 55:24.000]  Luring women in to a known rapist.
[55:24.000 --> 55:26.000]  That's a whole other quantity, as you just said.
[55:26.000 --> 55:28.000]  She's actually sticking her tongue in his ear.
[55:28.000 --> 55:34.000]  And again, rebooting the whole Clinton dynasty repeatedly exactly when they're known sexual predators.
[55:34.000 --> 55:36.000]  Oprah Winfrey is a monster.
[55:36.000 --> 55:38.000]  Please continue, Paul.
[55:38.000 --> 55:41.000]  Well, you had Courtney Love back in 2005 saying, you know,
[55:41.000 --> 55:44.000]  don't let Harvey Weinstein take you to a hotel room.
[55:44.000 --> 55:48.000]  You had Seth MacFarlane making jokes about it a few years ago at the Golden Globes.
[55:48.000 --> 55:54.000]  I think it was basically on the basis that everybody knew he was a sexual predator.
[55:54.000 --> 55:58.000]  Scott Rosenberg, a screenwriter, actor and producer,
[55:58.000 --> 56:02.000]  whose first two films were distributed by Weinstein's company, Miramax.
[56:02.000 --> 56:07.000]  He said, quote, everybody effing knew about Weinstein's behavior in Hollywood.
[56:07.000 --> 56:09.000]  Yet she's paling around with him.
[56:09.000 --> 56:11.000]  Oh, but she knew absolutely nothing.
[56:11.000 --> 56:14.000]  I mean, how many photos does she have to appear with him in?
[56:14.000 --> 56:18.000]  I mean, I just did a Google images search and it was just like two solid pages of it.
[56:18.000 --> 56:21.000]  It wasn't just one thing where, oh, I appeared in a photo with him.
[56:21.000 --> 56:22.000]  It's nothing.
[56:22.000 --> 56:27.000]  They're best buddies, got a professional relationship, worked together on projects.
[56:27.000 --> 56:30.000]  And then you get to the other aspect with Oprah Winfrey Alex,
[56:30.000 --> 56:32.000]  which is when she said in a 2013 BBC interview,
[56:32.000 --> 56:36.000]  she thinks generations of older people, meaning white people,
[56:36.000 --> 56:40.000]  quote, just have to die to solve the problem of racism.
[56:40.000 --> 56:42.000]  Oh, so this is our big uniter, is it?
[56:42.000 --> 56:45.000]  The woman who says old white people need to die.
[56:45.000 --> 56:47.000]  Absolutely incredible.
[56:47.000 --> 56:48.000]  Sign this petition.
[56:48.000 --> 56:52.000]  If we get like 100,000 signatures, she will not disavow Weinstein.
[56:52.000 --> 56:54.000]  Then that's going to be a massive story.
[56:54.000 --> 56:56.000]  They hounded Trump for months.
[56:56.000 --> 56:58.000]  Will you disavow David Duke?
[56:58.000 --> 57:02.000]  No, you never even met David Duke, but they just kept throwing it at him for months.
[57:02.000 --> 57:03.000]  Will the media cover this?
[57:03.000 --> 57:07.000]  How many signatures can we get on this petition, which is up right now at infowars.com?
[57:07.000 --> 57:08.000]  That's right.
[57:08.000 --> 57:12.000]  Petition, Oprah must disavow Harvey Weinstein.
[57:12.000 --> 57:15.000]  It goes over all the key points of what a monster she is.
[57:15.000 --> 57:16.000]  Truly duplicitous.
[57:16.000 --> 57:22.000]  Just like we saw George Soros lead fellow Jews to the Nazis and help steal their money.
[57:22.000 --> 57:26.000]  Oprah is helping lead black people and others into globalism and into communism.
[57:26.000 --> 57:30.000]  In between the time she's luring women into Weinstein and sticking her filthy tongue
[57:30.000 --> 57:34.000]  in his filthy stinking dirty ears.
[57:34.000 --> 57:37.000]  And so you want to fight, you better believe you got one.
[57:37.000 --> 57:41.000]  Which everybody retweet it from at prison planet.
[57:41.000 --> 57:43.000]  That's Paul Watson and real Alex Jones.
[57:43.000 --> 58:10.000]  Make it number one, jam it down their throat.
[58:10.000 --> 58:15.000]  In the history of info wars life, we've brought out a lot of amazing products like survival
[58:15.000 --> 58:20.000]  shield X2, super male vitality and so many others with its unique delivery system and
[58:20.000 --> 58:24.000]  proprietary manufacturing process designed for maximized effects.
[58:24.000 --> 58:30.000]  This formula is the platinum standard of multivitamin mineral products and this part is most important.
[58:30.000 --> 58:36.000]  The ingredients in vitamin mineral fusion are either plant derived or of the highest quality
[58:36.000 --> 58:37.000]  lab standard.
[58:37.000 --> 58:40.000]  That means it's clean, that means it's pure and rest secured.
[58:40.000 --> 58:42.000]  You're finding the tip of the spear in the info war.
[58:42.000 --> 58:45.000]  That's infowarslife.com and vitamin mineral fusion.
[58:45.000 --> 58:48.000]  Take action now before we sell out.
[58:48.000 --> 58:51.000]  Top scientists and researchers agree.
[58:51.000 --> 58:58.000]  We are being hit by toxic weapons in the food and water supply that are making us fat,
[58:58.000 --> 59:00.000]  sick and stupid.
[59:00.000 --> 59:02.000]  So what do we do about it?
[59:02.000 --> 59:08.000]  Well for starters, don't just sit there and take it, fight back with the all new supercharged
[59:08.000 --> 59:13.000]  Brain Force Plus and fill the rust without the crash.
[59:13.000 --> 59:19.000]  Brain Force Plus is the next generation of advanced neural activation and new tropics.
[59:19.000 --> 59:25.000]  And now we've added a brand new ingredient called black pepper fruit extract that gives
[59:25.000 --> 59:27.000]  you an added kick.
[59:27.000 --> 59:34.000]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers
[59:34.000 --> 59:40.000]  that will allow you to flip the switch and supercharge your state of mind.
[59:40.000 --> 59:42.000]  It's the real deal.
[59:42.000 --> 59:43.000]  Brain Force Plus.
[59:43.000 --> 59:58.000]  Secure your bottle right now at infowarstore.com.
[01:00:13.000 --> 01:00:26.000]  Welcome back.
[01:00:26.000 --> 01:00:27.000]  I'm Alex Jones.
[01:00:27.000 --> 01:00:32.000]  Joining us is Paul Watson from her botanic majesties in England.
[01:00:32.000 --> 01:00:37.000]  Paul, I wanted to get back into the five minutes we have left for the U.
[01:00:37.000 --> 01:00:39.000]  Any other tip that you want to head on?
[01:00:39.000 --> 01:00:41.000]  Where the battle of fake news is going?
[01:00:41.000 --> 01:00:43.000]  First ask the question.
[01:00:43.000 --> 01:00:46.000]  Do you agree with me that the main reason they hate us is we've got their number.
[01:00:46.000 --> 01:00:50.000]  We read the source documents and so many times what we break, we don't ever get credit for,
[01:00:50.000 --> 01:00:53.000]  but ends up being big national news stories.
[01:00:53.000 --> 01:00:57.000]  We've proven over and over again we can get around their Berlin Wall just like Matt Drudge does
[01:00:57.000 --> 01:00:58.000]  when we team up.
[01:00:58.000 --> 01:01:00.000]  It's unstoppable.
[01:01:00.000 --> 01:01:06.000]  And so that's why they want to try to extinguish us just through pure absolute panic.
[01:01:06.000 --> 01:01:11.000]  But there's the Streisand effect of them all over the news and lawsuits and Google documents
[01:01:11.000 --> 01:01:18.000]  coming out our ears where they are literally obsessed with me and you at Google, Facebook,
[01:01:18.000 --> 01:01:19.000]  and Twitter.
[01:01:19.000 --> 01:01:21.000]  And we are like the mascots of evil.
[01:01:21.000 --> 01:01:25.000]  We're like the five minutes of hate that they literally throw darts at our faces.
[01:01:25.000 --> 01:01:31.000]  I mean, what is it we're doing that's so powerful, not bragging about us so that everyone can recognize
[01:01:31.000 --> 01:01:35.000]  if they're so scared of this we need to know what this is and use it against them.
[01:01:35.000 --> 01:01:37.000]  What else is it?
[01:01:37.000 --> 01:01:42.000]  Well, I think it's just the fact that they've had control over their echo chambers for so long until,
[01:01:42.000 --> 01:01:47.000]  you know, it started when we really started having an effect which was before the election.
[01:01:47.000 --> 01:01:53.000]  And we really jumped onto this cultural narrative which was against the regressive left.
[01:01:53.000 --> 01:01:56.000]  Then it started to snowball because we got more and more followers.
[01:01:56.000 --> 01:02:00.000]  And now it's, you know, like Vice put out articles saying the right.
[01:02:00.000 --> 01:02:01.000]  It's not even the right.
[01:02:01.000 --> 01:02:02.000]  It's just common sense people.
[01:02:02.000 --> 01:02:03.000]  It's libertarians.
[01:02:03.000 --> 01:02:04.000]  It's everyone.
[01:02:04.000 --> 01:02:05.000]  Everyone is winning the battle on YouTube.
[01:02:05.000 --> 01:02:08.000]  They're completely decimating all the leftists on YouTube.
[01:02:08.000 --> 01:02:13.000]  So they see that going on and they get really jealous now because they used to leave YouTubers alone
[01:02:13.000 --> 01:02:14.000]  back in the day.
[01:02:14.000 --> 01:02:19.000]  But now they see people even like PewDiePie who's barely political is building up at least
[01:02:19.000 --> 01:02:23.000]  this idea that he's independent and they can't control him.
[01:02:23.000 --> 01:02:28.000]  And that's the threat that they hate that the threat of not being able to control somebody's message
[01:02:28.000 --> 01:02:29.000]  who has that much power.
[01:02:29.000 --> 01:02:31.000]  So now we've got on YouTube.
[01:02:31.000 --> 01:02:34.000]  They see it while I was talking about the rights dominant.
[01:02:34.000 --> 01:02:37.000]  I wish you wouldn't have told them that because in Congress they talked about that in the
[01:02:37.000 --> 01:02:39.000]  New York Times, everywhere they quoted you.
[01:02:39.000 --> 01:02:41.000]  And then that's when the real censorship kicked in.
[01:02:41.000 --> 01:02:44.000]  And they sort, they said, look, they're General Watson.
[01:02:44.000 --> 01:02:48.000]  It says they are defeating us and they use the fact.
[01:02:48.000 --> 01:02:51.000]  Well, gosh, they finally weren't as arrogant anymore.
[01:02:51.000 --> 01:02:53.000]  See, I wish we had to stay under the radar.
[01:02:53.000 --> 01:02:57.000]  I'm not saying you're wrong, but they were still so arrogant until you said that they
[01:02:57.000 --> 01:02:59.000]  finally admitted it to themselves.
[01:02:59.000 --> 01:03:01.000]  I know it's all my fault.
[01:03:01.000 --> 01:03:02.000]  Can I apologize?
[01:03:02.000 --> 01:03:04.000]  But yeah, they were like, yeah, they're basically right.
[01:03:04.000 --> 01:03:05.000]  They are dominating us.
[01:03:05.000 --> 01:03:07.000]  And that's when you saw the algorithm change.
[01:03:07.000 --> 01:03:12.000]  Like Alex, when I upload a YouTube video, I instantly lose like 300 subscribers in the
[01:03:12.000 --> 01:03:13.000]  aggregate.
[01:03:13.000 --> 01:03:18.000]  I get more per day, but still, I'm sat on a certain tier where I literally get subscribers
[01:03:18.000 --> 01:03:19.000]  mass deleted.
[01:03:19.000 --> 01:03:23.000]  We have the executive saying our number one mission is shut Alex shows down.
[01:03:23.000 --> 01:03:25.000]  We just don't let people see their videos.
[01:03:25.000 --> 01:03:27.000]  We don't let them have their notifications.
[01:03:27.000 --> 01:03:29.000]  People have to hand share it as an active rebellion.
[01:03:29.000 --> 01:03:32.000]  Pick the videos you think are most important and spread them.
[01:03:32.000 --> 01:03:33.000]  Sorry.
[01:03:33.000 --> 01:03:34.000]  Go ahead.
[01:03:34.000 --> 01:03:35.000]  Yeah.
[01:03:35.000 --> 01:03:40.000]  Meanwhile, there's a top tier of, um, advertiser friendly creators who can monetize tragedies
[01:03:40.000 --> 01:03:44.000]  like Jimmy Kimmel when he goes on a gun control round after the Las Vegas massacre.
[01:03:44.000 --> 01:03:45.000]  He can monetize that.
[01:03:45.000 --> 01:03:51.000]  You've literally got people who can film the bed bodies of suicide victims like Logan
[01:03:51.000 --> 01:03:52.000]  Paul.
[01:03:52.000 --> 01:03:56.000]  That doesn't get taken down by YouTube, but they took down a video put out by the Polish
[01:03:56.000 --> 01:04:00.000]  government talking about immigration that got censored.
[01:04:00.000 --> 01:04:05.000]  They censored a video of Jordan Peterson, a professor defending himself against accusations
[01:04:05.000 --> 01:04:06.000]  of racism.
[01:04:06.000 --> 01:04:10.000]  So it's a two tier system where on the bottom tier, it's deliberate now.
[01:04:10.000 --> 01:04:12.000]  It's, it's completely out in the open.
[01:04:12.000 --> 01:04:14.000]  They can't hide it any longer.
[01:04:14.000 --> 01:04:18.000]  They're really trying to not only bury us with the algorithm, but outright censor us.
[01:04:18.000 --> 01:04:22.000]  It's only going to get worse unless we keep screaming from the rooftops about it.
[01:04:22.000 --> 01:04:26.000]  And unless we go on the offensive, which is what this petition is about, share the petition,
[01:04:26.000 --> 01:04:28.000]  sign the petition on infowars.com.
[01:04:28.000 --> 01:04:32.000]  To have Oprah Winfrey disavail Harvey Weinstein.
[01:04:32.000 --> 01:04:37.000]  Remember Christians worldwide got rid of real discrimination or tried to.
[01:04:37.000 --> 01:04:38.000]  So how does the left come in?
[01:04:38.000 --> 01:04:43.000]  They turned around and go, Oh, it's affirmative action to censor all the conservatives, libertarians
[01:04:43.000 --> 01:04:47.000]  and white people so that we can be even, but it's big corporations that are actually doing
[01:04:47.000 --> 01:04:48.000]  it.
[01:04:48.000 --> 01:04:50.000]  It's not even being done for the minorities.
[01:04:50.000 --> 01:04:51.000]  It's just incredible.
[01:04:51.000 --> 01:04:52.000]  Paul Joseph Watson.
[01:04:52.000 --> 01:04:53.000]  Thank you so much.
[01:04:53.000 --> 01:05:22.000]  We'll be back with North Korea's latest developments.
[01:05:23.000 --> 01:05:49.000]  Welcome to North Korea.
[01:05:49.000 --> 01:06:15.000]  Welcome to North Korea.
[01:06:15.000 --> 01:06:28.000]  Ladies and gentlemen, we're back live now.
[01:06:28.000 --> 01:06:31.000]  Well into our number two.
[01:06:31.000 --> 01:06:34.000]  Paul Joseph Watson had just joined me in the last hour.
[01:06:34.000 --> 01:06:37.000]  We'll be hosting the fourth hour from London, England.
[01:06:37.000 --> 01:06:39.000]  We also have some other very informative guests.
[01:06:39.000 --> 01:06:44.000]  Gavin McGinnis of CRTV and the great work they're doing over there is going to be joining us.
[01:06:44.000 --> 01:06:50.000]  Joe Scals in world affairs brief.com, editor, pilot, Marine Corps officer and an aviator
[01:06:50.000 --> 01:06:56.000]  for the Vietnam era, bestselling author, one of the top experts on relocation and the safe
[01:06:56.000 --> 01:06:57.000]  home.
[01:06:57.000 --> 01:07:03.000]  We sell all of his books and materials from the documentary breakdown, a strategic relocation,
[01:07:03.000 --> 01:07:11.000]  the film, his color book, and also the other great book, the secure home, all available
[01:07:11.000 --> 01:07:12.000]  in four store.com.
[01:07:12.000 --> 01:07:20.000]  But the reason we have him joining us here is there's the waterfront to cover.
[01:07:20.000 --> 01:07:24.000]  And I want to hit a bunch of issues with the limited time we have, but also want to get
[01:07:24.000 --> 01:07:28.000]  weekly updates as he's been nice enough to give us on North Korea, because he's been
[01:07:28.000 --> 01:07:35.000]  one of the most accurate analysts in the last really 20 years obsessing on North Korea,
[01:07:35.000 --> 01:07:40.000]  some would say, and breaking down how he believed approaching the year 2020, it would be the
[01:07:40.000 --> 01:07:45.000]  trigger for worldwide thermal nuclear war that the globalists were planning to allow
[01:07:45.000 --> 01:07:46.000]  this to happen.
[01:07:46.000 --> 01:07:51.000]  He's already covered that probably 100 times here, literally.
[01:07:51.000 --> 01:07:57.000]  But now you see in what 20 plus years they've not had negotiations to actually send delegations.
[01:07:57.000 --> 01:08:01.000]  The media said, oh, it's been two years since they used the hotline.
[01:08:01.000 --> 01:08:05.000]  Well, yeah, they'll use the hotline two years ago after a firefight or something, not using
[01:08:05.000 --> 01:08:12.000]  the hotline to have a major, some of the biggest talks since 1953 at the last ceasefire armistice
[01:08:12.000 --> 01:08:13.000]  in my view.
[01:08:13.000 --> 01:08:16.000]  Now, the real expert on this is Joel Scalzen, and he's been over in that part of the world
[01:08:16.000 --> 01:08:18.000]  and covered in depth.
[01:08:18.000 --> 01:08:24.000]  But Trump lining up the ships, the weapons, the submarines, the cruise missiles, the satellites
[01:08:24.000 --> 01:08:30.000]  to hit the North, and the new SpaceX launch and that secret payload for the Air Force,
[01:08:30.000 --> 01:08:32.000]  that's really got North Korea paying attention.
[01:08:32.000 --> 01:08:36.000]  Because from all my military contacts, and I've been saying this for about four months,
[01:08:36.000 --> 01:08:40.000]  so Scalzen, I mean, they've been told we're going to hit them.
[01:08:40.000 --> 01:08:44.000]  You see top Marine Corps general saying, unfortunately, we're going to hit them and we got to bring
[01:08:44.000 --> 01:08:46.000]  troops in to get ready to go to war with Russia.
[01:08:46.000 --> 01:08:51.000]  You don't have talk like that unless you're like human missile crisis level stuff.
[01:08:51.000 --> 01:08:54.000]  But is North Korea going to back down?
[01:08:54.000 --> 01:08:57.000]  So Joel Scalzen joins us on that huge central issue.
[01:08:57.000 --> 01:09:05.000]  But the big thing for me, once you've covered that, my friend, is to watch CNN, MSNBC, all of them.
[01:09:05.000 --> 01:09:08.000]  It's one thing to undermine the President and America first, try to sabotage it.
[01:09:08.000 --> 01:09:14.000]  But to be dangerous enough, almost uniformly, to not even criticize Kim Jong-un now, and say
[01:09:14.000 --> 01:09:20.000]  Trump is insane, Trump is crazy, he's going to get us in a war, that historically is don't
[01:09:20.000 --> 01:09:28.000]  they have any common sense, don't the globalist care at any level about the messages this
[01:09:28.000 --> 01:09:30.000]  sends?
[01:09:30.000 --> 01:09:35.000]  Because, again, oh, the President is talking about his small genitals and he's not doing
[01:09:35.000 --> 01:09:36.000]  anything.
[01:09:36.000 --> 01:09:39.000]  He's saying, okay, you got a nuclear button, we got a bigger one and it works.
[01:09:39.000 --> 01:09:43.000]  That's a very measured response, I think, and points out we're the one with the big arsenal.
[01:09:43.000 --> 01:09:46.000]  But you're the military man and the expert on this from your research.
[01:09:46.000 --> 01:09:49.000]  Where are we currently?
[01:09:49.000 --> 01:09:53.000]  Let me be frank, Alex, the globalists know exactly what they're doing.
[01:09:53.000 --> 01:09:55.000]  It's not a matter of common sense.
[01:09:55.000 --> 01:09:57.000]  It's a matter of utter lack of morality.
[01:09:57.000 --> 01:10:02.000]  Just like World War II, they knew that Hitler was going to strike the West, but they invested
[01:10:02.000 --> 01:10:06.000]  in it and they built him up as an enemy, just as they had been building up Russia and China
[01:10:06.000 --> 01:10:08.000]  as enemies for decades.
[01:10:08.000 --> 01:10:12.000]  I mean, we gave the first nuclear enriched uranium to Russia so that they could explode
[01:10:12.000 --> 01:10:17.000]  their first weapon a year after the Japanese attack.
