[00:00:09.150 --> 00:00:13.339]  All right.
[00:56:39.262 --> 00:56:41.702]  It's about bankrupting local small businesses.
[00:56:41.702 --> 00:56:44.383]  And those that comply, are complying with your own destruction.
[00:56:44.383 --> 00:56:48.444]  Wake up!
[00:56:48.444 --> 00:56:54.306]  You're listening to the Alex Jones Show.
[00:56:54.306 --> 00:56:56.007]  The answer to 1984 is 1776.
[00:57:08.223 --> 00:57:12.567]  InfoWars has been banned.
[00:57:12.567 --> 00:57:16.510]  Arrested.
[00:57:16.510 --> 00:57:19.293]  Attacked and threatened.
[00:57:19.293 --> 00:57:21.014]  Because we are effective.
[00:57:21.014 --> 00:57:24.417]  The Great Awakening is here.
[00:57:24.417 --> 00:57:26.719]  Go to Banned.Video.
[00:57:26.719 --> 00:57:30.843]  Download the videos and share.
[00:57:30.843 --> 00:57:34.526]  Support the Information War at InfoWarsStore.com
[00:57:38.135 --> 00:57:40.297]  And never give up the fight.
[00:57:40.297 --> 00:57:55.551]  InfoWars.com Hi, Steve Adler.
[00:57:55.551 --> 00:57:56.012]  Stay home.
[00:57:59.406 --> 00:58:09.896]  Plato wrote that one of the penalties for refusing to participate in politics is that you end up being governed by your inferiors.
[00:58:09.896 --> 00:58:23.189]  Subversive legislation, illegal votes, destroyed ballots, machine glitches, poll watchers denied entry while windows are blocked with cardboard, and thousands of sworn affidavits.
[00:58:24.390 --> 00:58:28.131]  While covering up the biggest flood of election fraud evidence in U.S.
[00:58:28.131 --> 00:58:33.993]  history, CNN admits to taking orders from the Democrat Party.
[00:58:33.993 --> 00:58:49.338]  The two-party system was a product of the Civil War and devolved into a rigged two-party system set upon destroying our American birthright from within, using election fraud as its primary method of infiltration.
[00:58:50.879 --> 00:58:56.441]  Strong evidence of voter fraud in favor of George W. Bush occurred in 2000.
[00:58:56.441 --> 00:59:07.205]  And after Al Gore got the Florida courts to order a recount, the Supreme Court put a stop to it after determining the recount to be unconstitutional.
[00:59:07.205 --> 00:59:12.046]  What makes you think the Supreme Court will rule in favor of Trump?
[00:59:12.046 --> 00:59:15.968]  Attorney General William Barr seems to be defending the corrupt establishment.
[00:59:16.588 --> 00:59:20.610]  How many actual patriots are there in the Trump administration?
[00:59:20.610 --> 00:59:27.074]  And if Biden is inaugurated as president in January, we already know what to expect.
[00:59:27.074 --> 00:59:32.177]  While vacationing in Cabo, Austin Mayor Adler told residents to stay home.
[00:59:32.177 --> 00:59:34.539]  Trying to do contact tracing to see if
[00:59:35.359 --> 00:59:38.601]  We may have to close things down if we're not careful.
[00:59:38.601 --> 00:59:43.003]  If we're going to be closing things down, it would be great to be able to do it in a really surgical way.
[00:59:43.003 --> 00:59:57.311]  Pfizer today said that they think they have a vaccine, but know that even when those vaccines are available, the CEO of Pfizer was reminding us that we're going to be wearing masking and social distancing and being disciplined well into 2021.
[00:59:57.311 --> 01:00:01.454]  So everybody just needs to get mentally mentally prepared for that.
[01:00:02.135 --> 01:00:06.486]  LA residents have been ordered to stay in their homes.
[01:00:06.486 --> 01:00:10.577]  Michigan Governor Whitmer tells her constituents not to travel for Christmas.
[01:00:12.142 --> 01:00:21.967]  An American couple was charged with second-degree reckless endangerment for attempting to fly home after testing positive for COVID-19.
[01:00:21.967 --> 01:00:28.130]  And a bar owner was arrested in Staten Island for simply trying to run his own business.
[01:00:28.130 --> 01:00:36.374]  We have been told by several doctors that the testing being used for COVID doesn't work, including the inventor of the test himself.
[01:00:37.648 --> 01:00:42.830]  And when the Pfizer vaccine comes, we can expect the real horror.
[01:00:42.830 --> 01:00:51.193]  A top EU scientist has found that the new experimental mRNA vaccine will likely cause sterilization in women.
[01:00:52.478 --> 01:00:57.180]  The globalist depopulation agenda is now in full view.
[01:00:57.180 --> 01:01:02.502]  And the actual end of America is now seen on the horizon.
[01:01:02.502 --> 01:01:10.866]  If you care about the future of the republic, if you care about preserving your children's birthright, then get yourself to Washington, D.C.
[01:01:10.866 --> 01:01:12.327]  this Saturday.
[01:01:12.327 --> 01:01:15.448]  This is when the real draining of the swamp begins.
[01:01:16.208 --> 01:01:23.352]  Our fight to drain the Washington swamp and reclaim America's destiny has just begun.
[01:01:23.352 --> 01:01:27.154]  We will not bend, we will not break, we will not yield.
[01:01:27.154 --> 01:01:31.096]  We will never give in, we will never give up, and we will never back down.
[01:01:31.096 --> 01:01:33.538]  We will never, ever surrender.
[01:01:37.401 --> 01:01:44.467]  Because we are Americans and our hearts bleed red, white, and blue.
[01:01:44.467 --> 01:01:47.489]  Join together this Saturday in DC.
[01:01:47.489 --> 01:01:51.052]  Stop the steal and drain the swamp.
[01:01:51.052 --> 01:01:52.573]  Our lives depend on it.
[01:01:53.166 --> 01:01:56.428]  The globalists have always been at war with the family and small businesses.
[01:01:56.428 --> 01:01:57.509]  They want control.
[01:01:57.509 --> 01:01:59.170]  They want domesticated slaves.
[01:01:59.170 --> 01:02:02.592]  That's the process that is taking place right now.
[01:02:02.592 --> 01:02:14.340]  And when you shop at the big box stores, and when you shop with Amazon, remember that they are creating monopolies, and they are the globalists that are pushing the lockdowns, gun control, abortion, world government, all of it.
[01:02:14.340 --> 01:02:16.361]  And if you want to do that, go ahead and shop there.
[01:02:16.361 --> 01:02:22.586]  But if you'll shop at InfoWars, where we have thousands of products, made right here in America, with our warehouses and our crew,
[01:02:23.326 --> 01:02:25.548]  It's incredible and it changes the whole world.
[01:02:25.548 --> 01:02:31.113]  So do your shopping if you want to fund the InfoWar and if you want to stop the globalists at InfoWarStore.com.
[01:02:31.113 --> 01:02:33.675]  And tell others to do their shopping at InfoWarStore.com.
[01:02:33.675 --> 01:02:35.196]  We have amazing products.
[01:02:35.196 --> 01:02:39.379]  We can get everything delivered to you by Christmas if you order by the 18th.
[01:02:39.379 --> 01:02:40.981]  So again, I want to thank you all for your support.
[01:02:40.981 --> 01:02:44.524]  I want to thank you for thinking through what you do and where you spend your money.
[01:02:44.524 --> 01:02:47.146]  And do your shopping and get great products at InfoWarStore.com.
[01:03:09.801 --> 01:03:12.622]  Welcome back, ladies and gentlemen.
[01:03:12.622 --> 01:03:17.684]  Thank you so much for joining us on this live Friday transmission.
[01:03:17.684 --> 01:03:19.725]  You can see the U.S.
[01:03:19.725 --> 01:03:21.766]  Capitol, a true work of Western
[01:03:22.790 --> 01:03:24.573]  Culture architecture behind us.
[01:03:24.573 --> 01:03:26.116]  Absolutely gorgeous.
[01:03:26.116 --> 01:03:30.785]  We are very blessed and honored to be here with you today.
[01:03:30.785 --> 01:03:33.731]  Coming to you from Washington, D.C.
[01:03:35.194 --> 01:03:43.976]  Owen Schroer is just literally 300-400 yards behind me, right down there, where they're just now starting to close off around the stage.
[01:03:43.976 --> 01:03:45.977]  Just an hour ago, it was not roped off.
[01:03:45.977 --> 01:03:47.497]  He'd go right up to the stage.
[01:03:47.497 --> 01:03:50.698]  Now they've roped it off down to the big Christmas tree, so he's had to move back.
[01:03:50.698 --> 01:03:55.059]  We're going to go to him coming up here in just a few minutes, but I want you to understand something.
[01:03:56.581 --> 01:03:58.643]  This is the biggest broadcast I've ever done.
[01:03:58.643 --> 01:04:02.166]  And again, 27 years ago, I never said that for a few years.
[01:04:02.166 --> 01:04:04.307]  Then we'd have a big event, I'd say, this is the biggest show I've ever done.
[01:04:04.307 --> 01:04:05.949]  I might say that once a year.
[01:04:05.949 --> 01:04:09.972]  The last six months, or eight months or so, you've noticed I've been saying it every day.
[01:04:09.972 --> 01:04:14.676]  I mean, just each show gets more insane because there's more incredible information.
[01:04:14.676 --> 01:04:20.881]  So let me just announce this to you right now, okay?
[01:04:20.881 --> 01:04:22.702]  Let me announce this to you right now.
[01:04:22.702 --> 01:04:23.483]  I'm gonna say it again.
[01:04:24.992 --> 01:04:51.405]  Sidney Morning Herald, BBC, Reuters, AP, they're having to admit that the entire national vaccine program and the martial law and the lockdowns and the attempts at forced inoculation has been suspended because the individuals that take the vaccine are coming up positive for HIV or the virus that they say causes AIDS.
[01:04:51.405 --> 01:04:52.966]  It's a little more complex than that but
[01:04:54.909 --> 01:04:59.813]  Remember, we said that back in February.
[01:04:59.813 --> 01:05:01.234]  We said that back in March.
[01:05:01.234 --> 01:05:03.596]  We said that back in April.
[01:05:03.596 --> 01:05:04.898]  We said that back in May.
[01:05:04.898 --> 01:05:05.538]  Back in June.
[01:05:05.538 --> 01:05:06.179]  Back in July.
[01:05:06.179 --> 01:05:06.839]  Back in August.
[01:05:06.839 --> 01:05:07.780]  Back in September.
[01:05:07.780 --> 01:05:08.541]  Back in October.
[01:05:08.541 --> 01:05:09.441]  Back in November.
[01:05:09.441 --> 01:05:11.904]  Why do we say that basically every day?
[01:05:11.904 --> 01:05:20.411]  I'd come on air and I'd say, all the other news is important, and oh, a black guy got shot by cops that shouldn't have, but that's a diversion to cover up the real genocide.
[01:05:21.633 --> 01:05:23.654]  By the very globalists doing it.
[01:05:23.654 --> 01:05:27.175]  All the other news pales in significance, ladies and gentlemen.
[01:05:27.175 --> 01:05:35.578]  All of it pales in significance to the top scientists in India and all these other countries, including Australia.
[01:05:35.578 --> 01:05:40.160]  Australia, eight months ago, confirmed the Indian Institute that has CRISPR's editors.
[01:05:40.160 --> 01:05:42.241]  And we're talking billion-dollar software, ladies and gentlemen.
[01:05:42.241 --> 01:05:46.243]  Billion-dollar software to scan these viruses with electron microscopes.
[01:05:46.243 --> 01:05:49.484]  And they said it has the HIV virus delivery system in it.
[01:05:50.236 --> 01:05:53.257]  We said, now we don't know that means it gives you HIV.
[01:05:53.257 --> 01:06:15.664]  Now we have Wolfgang Wudar's reports, the EU Commission reports, we now have all these other scientists coming out in the same report, the former chief scientist at Pfizer, the head medical officer, the guy that actually ran it, the vice president, saying, we don't know what this vaccine does, it doesn't even help you with COVID-19, but we looked at similar vaccines,
[01:06:17.534 --> 01:06:17.654]  That's
[01:06:47.523 --> 01:06:49.604]  Dr. Francis Boyle is a very busy professor.
[01:06:49.604 --> 01:06:50.165]  He wrote the U.S.
[01:06:50.165 --> 01:06:51.706]  Biological Weapons Treaty.
[01:06:51.706 --> 01:06:54.768]  But I called him this morning and I said, this is an emergency.
[01:06:54.768 --> 01:07:00.451]  If you have to cancel students, which he's never done, we need you to get on the air.
[01:07:00.451 --> 01:07:04.154]  Because he was the first to expose the HIV insertion point.
[01:07:04.154 --> 01:07:06.475]  And so, here's the only lie in the media.
[01:07:06.475 --> 01:07:09.417]  They say, false positives for HIV.
[01:07:09.417 --> 01:07:10.258]  That's the headline.
[01:07:10.258 --> 01:07:12.579]  False positives for HIV.
[01:07:12.579 --> 01:07:13.240]  What does that mean?
[01:07:14.335 --> 01:07:28.719]  The test for HIV comes up positive because this is five viruses, and its main system is a coronavirus with an HIV delivery virus, and then they've got these three other viruses packed on.
[01:07:28.719 --> 01:07:29.399]  Okay?
[01:07:29.399 --> 01:07:37.742]  So, the magnitude of this is so incredible, so insane, and you've got them pushing it, saying no one gets hurt, and then boom!
[01:07:39.491 --> 01:07:43.513]  Australia cancels their inoculation program because people are getting sick.
[01:07:43.513 --> 01:07:44.814]  I forgot that part.
[01:07:44.814 --> 01:07:54.300]  England cancels it and says do not give it to women, pregnant women, old people are getting killed by it, people under 16, or if you have an autoimmune disorder, or if you have allergies.
[01:07:54.300 --> 01:07:58.522]  You know, the media said pregnant women, people with allergies, and under 16.
[01:07:58.522 --> 01:08:00.463]  I actually read the British report.
[01:08:00.463 --> 01:08:02.444]  The advisory board of the British government.
[01:08:02.444 --> 01:08:03.405]  And the British government stopped.
[01:08:04.244 --> 01:08:14.094]  They said, you understand, this is not protecting people, it's causing cytokine storms and people are collapsing and having convulsions.
[01:08:14.094 --> 01:08:15.796]  A large percentage.
[01:08:15.796 --> 01:08:21.963]  That's why Gates said, oh, it's not an adverse response if you have a convulsion and bite your tongue off.
[01:08:21.963 --> 01:08:23.645]  And that's just what happens when you take it.
[01:08:24.704 --> 01:08:31.168]  Most people have a convulsion at home, or they wake up two days after they go to sleep with blood on the brain and their IQ reduced.
[01:08:31.168 --> 01:08:38.273]  Folks, this is a bio-weapon, just like Dr. Boyle said earlier this week, just like all these top scientists who have a soul.
[01:08:38.273 --> 01:08:42.516]  Prestigious scientists are saying, this doesn't protect you, this is dangerous, this is evil.
[01:08:42.516 --> 01:08:43.657]  But let's play the sicko.
[01:08:44.707 --> 01:08:59.353]  Michael Moore, who pitches racial division and corruption and America's bad and capitalism's bad because he wants to get control of people, and he's saying brown people are being murdered everywhere by the police and white people.
[01:08:59.353 --> 01:09:03.875]  Well, 14 black men on average a year get killed wrongly by police.
[01:09:03.875 --> 01:09:05.676]  That's a problem, but it's on the list.
[01:09:05.676 --> 01:09:06.836]  It isn't there.
[01:09:06.836 --> 01:09:09.297]  How many black men kill black men in Chicago a year?
[01:09:09.297 --> 01:09:09.597]  2,000.
[01:09:09.597 --> 01:09:10.438]  Nobody cares about that.
[01:09:11.212 --> 01:09:20.200]  So Michael Moore and the left says they want Black Lives Matter, says they care about black people, so they control the black movement or any other movement to oppose them.
[01:09:20.200 --> 01:09:23.624]  They claim they own the representation of black people.
[01:09:23.624 --> 01:09:26.246]  They claim they own the representation of everybody.
[01:09:26.246 --> 01:09:34.293]  And so that's why the very group, Bill and Melinda Gates, the UN, pushing forced inoculation of Africans, and the very group saying, we even have a clip,
[01:09:35.214 --> 01:09:39.496]  Fauci saying, give the vaccine to black people first.
[01:09:39.496 --> 01:09:42.997]  They are under advantaged and COVID hits them harder.
[01:09:42.997 --> 01:09:46.378]  Now we know why does COVID hit black people harder?
[01:09:46.378 --> 01:09:52.461]  Because it has the HIV delivery system and black people are more susceptible to HIV.
[01:09:52.461 --> 01:09:55.422]  My God, it's hiding in plain view.
[01:09:55.422 --> 01:10:00.403]  Then he says he'll give you a vaccine that's actually the weapon.
[01:10:00.403 --> 01:10:04.285]  But they don't want to release it in general because they don't want to kill certain groups of people.
[01:10:05.998 --> 01:10:14.166]  So they want you to opt in to go, well, I'm black, so I deserve this first, like they've got this wonderful thing you want and you go do this to yourself.
[01:10:14.166 --> 01:10:16.969]  In fact, we have a clip, too, of Fauci saying that.
[01:10:16.969 --> 01:10:20.352]  We have Fauci also saying Trump will be challenged by a big viral outbreak.
[01:10:20.352 --> 01:10:22.994]  But my God, have the wheels come off on this.
[01:10:22.994 --> 01:10:25.297]  They can't hide this stuff anymore.
[01:10:25.297 --> 01:10:26.418]  So they don't know what to do.
[01:10:26.418 --> 01:10:27.739]  But here's Michael Moore.
[01:10:27.739 --> 01:10:29.341]  Then we'll go to a shorter next segment.
[01:10:29.341 --> 01:10:30.201]  Here's Michael Moore.
[01:10:31.315 --> 01:10:39.880]  About how the black people are all being murdered by the local governments and police and we need to overthrow things and have communism because they just love the black people so much.
[01:10:39.880 --> 01:10:40.600]  Here he is.
[01:10:40.600 --> 01:10:48.925]  We've had a year where the absolute worst president ever and it happened this year with a once-in-a-century pandemic.
[01:10:48.925 --> 01:10:55.549]  It happened this year and with an uprising over the non-stop killing
[01:10:56.309 --> 01:10:59.091]  Of our black and brown citizens in this country.
[01:10:59.091 --> 01:11:01.473]  And people finally said, that's enough.
[01:11:01.473 --> 01:11:10.140]  I mean, this has been, it's been a powerful, and it's been a revolting year.
[01:11:10.140 --> 01:11:19.847]  Oh, the record black people being killed, like the UN's own admission that 2 million people have already starved to death, mainly in Africa, from the lockdowns, not the virus.
[01:11:19.847 --> 01:11:22.129]  But that's real people dying, I don't care what color they are.
[01:11:22.129 --> 01:11:23.130]  That's real people dying.
[01:11:24.241 --> 01:11:25.322]  But Michael Moore is there.
[01:11:25.322 --> 01:11:28.244]  Oh, we got rid of Trump because of his racism.
[01:11:28.244 --> 01:11:29.925]  What a sick joke.
[01:11:29.925 --> 01:11:31.726]  Let's play a clip of Louis Farrakhan.
[01:11:31.726 --> 01:11:32.287]  What was this?
[01:11:32.287 --> 01:11:33.728]  Ten months ago.
[01:11:33.728 --> 01:11:38.071]  Early on, he said, do not take the vaccine.
[01:11:38.071 --> 01:11:40.793]  It will sterilize you or it will kill you.
[01:11:40.793 --> 01:11:42.914]  Remember, Howard Stern made fun of me two weeks ago.
[01:11:42.914 --> 01:11:45.536]  Jones claims there's HIV in the vaccine.
[01:11:45.536 --> 01:11:48.658]  We have Howard Stern saying that because I did say that.
[01:11:48.658 --> 01:11:49.759]  I'll have the crew to go find the clip.
[01:11:49.759 --> 01:11:51.200]  You heard me say it a thousand times.
[01:11:51.200 --> 01:11:52.561]  Howard Stern made fun of me about it.
[01:11:54.053 --> 01:11:54.854]  Think about that.
[01:11:54.854 --> 01:11:58.717]  And now it's confirmed, HIV, just like the top scientists told you.
[01:11:58.717 --> 01:12:01.259]  Here's Louis Farrakhan.
[01:12:01.259 --> 01:12:08.965]  Do not take their medications.
[01:12:08.965 --> 01:12:22.695]  I say to those of us in America, we need to call a meeting of our skilled virologists, epidemiologists,
[01:12:24.500 --> 01:12:31.101]  Students of biology and chemistry.
[01:12:31.101 --> 01:12:41.644]  And we need to look at not only what they give us, we need to give ourselves something better.
[01:12:41.644 --> 01:12:43.404]  All right, let's stop there.
[01:12:43.404 --> 01:12:45.705]  You can say what you want about Faircon, that's totally true.
[01:12:45.705 --> 01:12:48.905]  We need scientists to stand up together and expose what this is.
[01:12:48.905 --> 01:12:50.386]  Owen Schroer, coming up.
[01:12:50.386 --> 01:12:51.406]  Remember, the COVID-19 vaccine.
[01:12:52.725 --> 01:12:57.348]  Our entire modern system has been built to track and trace us.
[01:12:57.348 --> 01:13:01.091]  Not because we're doing anything wrong, but so we can be socially engineered and controlled.
[01:13:01.091 --> 01:13:03.113]  And now, that's out in the open.
[01:13:03.113 --> 01:13:09.657]  One way to take back a lot of your power is to put your so-called smartphone in a privacy pocket when you're not using it that way.
[01:13:09.657 --> 01:13:17.883]  Hackers, Bill and Melinda Gates, and the Clintons, contact tracers, and all these big corporations that are setting up this tracking and control grid in the name of fighting COVID.
[01:13:17.883 --> 01:13:21.186]  They admit their internal documents are truly about a taxless society control system.
[01:13:21.186 --> 01:13:21.346]  Don't.
[01:13:21.946 --> 01:13:24.088]  They have that power over you.
[01:13:24.088 --> 01:13:26.129]  They protect their locations.
[01:13:26.129 --> 01:13:28.330]  They protect where they're going and what they're doing.
[01:13:28.330 --> 01:13:29.211]  I can tell you.
[01:13:29.211 --> 01:13:33.053]  I was the first person 20 years ago who said, cover up the cameras on your computer.
[01:13:33.053 --> 01:13:36.215]  And now, of course, Bill Gates and all of them admit they're doing that.
[01:13:36.215 --> 01:13:37.076]  Mark Zuckerberg.
[01:13:37.076 --> 01:13:38.477]  So get your privacy pockets.
[01:13:38.477 --> 01:13:40.258]  They make great stocking stuffers and great gifts.
[01:13:40.258 --> 01:13:41.539]  They've been sold out for months.
[01:13:41.539 --> 01:13:42.640]  They're little Faraday cages.
[01:13:42.640 --> 01:13:43.280]  They're only $19.95.
[01:13:43.280 --> 01:13:46.342]  And they're back in stock at InfoWareStore.com.
[01:13:46.342 --> 01:13:50.405]  Give the gift of privacy and security and safety with Privacy Pockets at InfoWareStore.com.
[01:13:52.557 --> 01:13:52.977]  The U.S.
[01:13:52.977 --> 01:14:03.326]  Postal Service tells InfoWars that as long as you get your order in by December 18th, and we're able to ship it out by that date, you will get it anywhere in the United States before Christmas.
[01:14:03.326 --> 01:14:04.487]  But listen, don't wait.
[01:14:04.487 --> 01:14:09.851]  Do your shopping at InfoWarsStore.com, get great products, and fund the InfoWars.
[01:14:09.851 --> 01:14:14.054]  Now at the most critical time, not just in InfoWars history, but this country's history.
[01:14:14.054 --> 01:14:15.876]  You have invested in InfoWars.
[01:14:15.876 --> 01:14:22.061]  You've prayed for us, you've spread the word, you've bought the products, and you've gotten the benefits of the information warfare.
[01:14:22.461 --> 01:14:22.721]  Of course.
[01:14:55.038 --> 01:14:57.677]  You're listening to The Alex Jones Show.
[01:15:09.042 --> 01:15:10.502]  Welcome back, ladies and gentlemen.
[01:15:10.502 --> 01:15:13.583]  What an incredible day on this December 11th transmission.
[01:15:13.583 --> 01:15:23.086]  The Capitol right behind me, Owen Troyer is literally 300, 400 yards below me, right down there in front of the Capitol, where they are building the stage.
[01:15:23.086 --> 01:15:27.227]  And the system is telling us to ensconce and install Joe Biden.
[01:15:27.227 --> 01:15:29.007]  But I tell you, the wheels are coming off.
[01:15:29.007 --> 01:15:36.189]  We now know what we already knew, that Bill Barr was concealing the Southern District of New York's criminal investigation of Joe Biden, his brother.
[01:15:37.289 --> 01:15:39.911]  And, of course, his son.
[01:15:39.911 --> 01:15:41.592]  That article's at Infowars.com.
[01:15:41.592 --> 01:15:43.073]  Huge developments.
[01:15:43.073 --> 01:15:44.534]  Again, the wheels are coming off.
[01:15:44.534 --> 01:15:48.637]  I'm not somebody that puts out positive news to just put out positive news.
[01:15:48.637 --> 01:15:49.458]  I'm not Joel Olsteen.
[01:15:51.850 --> 01:15:53.131]  I'll give you the good, the bad, the ugly.
[01:15:53.131 --> 01:15:55.192]  But this fight is not over.
[01:15:55.192 --> 01:15:56.453]  It's just beginning.
[01:15:56.453 --> 01:15:58.774]  And I don't see how they ever put Biden in.
[01:15:58.774 --> 01:16:02.156]  This isn't like Russia, where there was no proof with Trump.
[01:16:02.156 --> 01:16:04.257]  With China, that's all we've got is proof.
[01:16:04.257 --> 01:16:05.798]  So, Owen, you're down there.
[01:16:05.798 --> 01:16:08.300]  You've been talking to folks, been doing some interviews.
[01:16:08.300 --> 01:16:10.601]  You're right there at the inauguration point.
[01:16:10.601 --> 01:16:12.242]  The globalists want the executive branch.
[01:16:12.242 --> 01:16:13.783]  They want the nuclear codes.
[01:16:13.783 --> 01:16:20.087]  That is the whole world's eyes are pointed right at January 20th, and that point and that stage is being built right
[01:16:20.347 --> 01:16:22.710]  Right behind you, my friend.
[01:16:22.710 --> 01:16:23.691]  Well, that's right, Alex.
[01:16:23.691 --> 01:16:29.638]  And in fact, you're hearing a lot of people say now, including President Trump, his legal team, Republicans in Congress.
[01:16:30.342 --> 01:16:35.886]  Everybody who's trying to stop this theft of our election and rig our election systems, you're hearing them say what?
[01:16:35.886 --> 01:16:37.307]  The world is watching.
[01:16:37.307 --> 01:16:39.268]  Well, guess where they heard that first?
[01:16:39.268 --> 01:16:41.129]  Right here at InfoWars.
[01:16:41.129 --> 01:16:41.830]  And it's accurate.
[01:16:41.830 --> 01:16:43.071]  The world is watching.
[01:16:43.071 --> 01:16:50.255]  The whole world wants to know that in America, we're still the leaders of the free world, setting the example for the rest of the world.
[01:16:50.255 --> 01:17:00.062]  And if they see that Joe Biden, the most corrupt criminal mafia gangster, one of the top in US political history, can be inserted in a total
[01:17:00.502 --> 01:17:04.265]  But Alex, you said something that I'm not hearing anybody else point out that I filed a report on earlier.
[01:17:29.730 --> 01:17:33.675]  The inauguration stage is being built behind me.
[01:17:33.675 --> 01:17:39.061]  I don't know how close it is to being finished there, but you can see the scaffolding, you can see the bleachers, you can see the people working.
[01:17:39.813 --> 01:17:41.014]  Alex, it's interesting.
[01:17:41.014 --> 01:17:48.916]  Why would they be building the inauguration stage when Joe Biden and his campaign team have said they are not going to do an inauguration?
[01:17:48.916 --> 01:17:57.400]  They have said they're not doing an inauguration and they're going to have a virtual inauguration because, they say because of COVID, but really it's because they know nobody will show up.
[01:17:57.400 --> 01:17:59.060]  Stay there, stay there, stay there.
[01:17:59.060 --> 01:18:00.361]  I am staggered right now.
[01:18:00.361 --> 01:18:02.001]  No, I hadn't mentioned this.
[01:18:02.001 --> 01:18:07.924]  I was up here with you an hour ago before you went down there, before we went live on air an hour and a half ago saying, wow, I wonder who'll be on that stage.
[01:18:07.924 --> 01:18:08.624]  And we were like, yeah.
[01:18:09.284 --> 01:18:09.884]  You know, it's funny.
[01:18:09.884 --> 01:18:14.607]  Biden says he's not doing one, and now you just made the 2 plus 2 equals 4 point.
[01:18:14.607 --> 01:18:17.789]  Why the hell if Biden isn't doing an inauguration, are they building it?
[01:18:17.789 --> 01:18:19.990]  Because they know it's really still in question.
[01:18:19.990 --> 01:18:25.113]  That is a huge national story you just broke there with, again, common sense.
[01:18:25.113 --> 01:18:26.034]  That's incredible, Owen.
[01:18:27.389 --> 01:18:28.950]  Yes, Alex, we just filed the report.
[01:18:28.950 --> 01:18:31.232]  It's up at band.video right now.
[01:18:31.232 --> 01:18:40.878]  But nobody else is going to, you know, think about these things or put two and two together, honestly, because most people just don't watch for all the signs and symbols and developments like we do here at InfoWars.
[01:18:40.878 --> 01:18:41.719]  But it is a question.
[01:18:41.719 --> 01:18:43.040]  It does beg the question.
[01:18:43.040 --> 01:18:47.343]  If Biden is already in, if Biden is the big guy, if they're going to inaugurate him, well, why build the stage?
[01:18:47.343 --> 01:18:48.864]  Why are we wasting the manpower?
[01:18:48.864 --> 01:18:49.864]  Why are we wasting the time?
[01:18:49.864 --> 01:18:50.905]  Why are we doing all this?
[01:18:50.905 --> 01:18:52.226]  He's not even going to use the stage.
[01:18:52.466 --> 01:18:54.127]  And by the way, nobody would show up.
[01:18:54.127 --> 01:18:54.547]  We know it.
[01:18:54.547 --> 01:18:55.268]  Just like at his events.
[01:18:55.268 --> 01:18:56.648]  I mean, what are they going to do, Alex?
[01:18:56.648 --> 01:19:05.273]  Are they going to have the little umbrella, or the little circles, the little hula hoops, the little six-feet circles, and people can all stand around and play with one another with their masks on and everything?
[01:19:05.273 --> 01:19:06.994]  So, they're not going to do that.
[01:19:06.994 --> 01:19:08.415]  So, why would they be building this stage?
[01:19:08.955 --> 01:19:12.137]  You know, if you wanted to do deeper research, you find out, well, who told him to do that?
[01:19:12.137 --> 01:19:13.698]  Did President Trump say, no, you're doing this?
[01:19:13.698 --> 01:19:15.219]  Did Congress say, no, you're doing this?
[01:19:15.219 --> 01:19:16.140]  This is where Congress works.
[01:19:16.140 --> 01:19:16.500]  Exactly.
[01:19:16.500 --> 01:19:18.201]  This is a huge national story.
[01:19:18.201 --> 01:19:22.484]  Biden is on record saying, no inauguration, virtual inauguration.
[01:19:22.484 --> 01:19:26.086]  It's all this big globalist takeover, AI takeover, big tech takeover.
[01:19:26.086 --> 01:19:30.149]  So why are they building the inauguration stage when Biden says he's not coming?
[01:19:30.149 --> 01:19:31.309]  This is incredible.
[01:19:31.309 --> 01:19:33.431]  In fact, what's the headline on the video you put out?
[01:19:33.431 --> 01:19:34.631]  This is so sensational.
[01:19:37.293 --> 01:19:37.793]  D.C.
[01:19:37.793 --> 01:19:39.975]  building Trump's inauguration stage.
[01:19:39.975 --> 01:19:41.476]  I mean, D.C.
[01:19:41.476 --> 01:19:44.999]  knows Trump is going to be a... I mean, this is huge.
[01:19:44.999 --> 01:19:51.184]  Yeah, the headline was something like that, like breaking Trump announces he's won and builds his own inauguration stage.
[01:19:51.184 --> 01:20:01.371]  But it doesn't stop there, Alex, because remember, they had Podesta and Hillary Clinton running the fake inauguration of Joe Biden where they said, oh, well, we're just going to have an inauguration anyway.
[01:20:02.452 --> 01:20:04.213]  By the way, let's go back.
[01:20:04.213 --> 01:20:06.154]  Pelosi leaked that four months ago.
[01:20:06.154 --> 01:20:08.416]  She said, it's not about geography.
[01:20:08.416 --> 01:20:10.477]  We'll just have it someplace else.
[01:20:10.477 --> 01:20:12.438]  It doesn't matter what he does.
[01:20:12.438 --> 01:20:14.980]  As if they'd already war-gamed all this out.
[01:20:14.980 --> 01:20:21.304]  When Trump wins at the Supreme Court, if he does, and they throw out the... They'll still say, Biden, we're right back to what they planned.
[01:20:21.304 --> 01:20:22.385]  Oh my God!
[01:20:22.385 --> 01:20:24.006]  They've looked at every damn angle, Owen.
[01:20:25.054 --> 01:20:30.798]  It's the total Tokyo Rose, Baghdad Bob, I mean, peak level moment.
