[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[33:05.000 --> 33:10.000]  You're listening to the Alex Jones Broadcasting Network.
[33:10.000 --> 33:23.000]  The U.S. government is now saying they may give hundreds of thousands of Mexicans asylum from the drug violence.
[33:23.000 --> 33:29.000]  Here's the New York Times fleeing drug violence Mexicans pour into U.S. New York Times.
[33:29.000 --> 33:33.000]  Here's another one. Arizona ranchers caught up in Mexican drug violence.
[33:33.000 --> 33:42.000]  They're killing ranchers and murdering them like Arizona farming and ranching Hall of Fame, Michael Rolls.
[33:42.000 --> 33:47.000]  Okay, I'm not going to get into that anymore. It's just shocking to me.
[33:47.000 --> 33:50.000]  I know there's drones. I know there's Mexican troops on our side.
[33:50.000 --> 33:53.000]  I know many times they fire at U.S. troops. That's been in the news.
[33:53.000 --> 33:58.000]  They fire at FBI agents. They've killed FBI agents in California.
[33:58.000 --> 34:01.000]  They're attacking police in California.
[34:01.000 --> 34:06.000]  They're firing on ranchers. They're burning their houses down on video Mexican troops, Mexican Army.
[34:06.000 --> 34:20.000]  Now Mexican Marines trained at the School of Americas and at other bases are running around Texas and Arizona with U.S. Army backing them up,
[34:20.000 --> 34:24.000]  killing people that are coming across the border, supposed cartels.
[34:24.000 --> 34:30.000]  I mean, no judge, no jury, just an executioner, and you're not hearing about it.
[34:30.000 --> 34:35.000]  When will you hear about it? I don't know. Sooner is better than later.
[34:35.000 --> 34:42.000]  Obviously, of the mainstream media that's dying would do their job and cover real news, you wouldn't be dying.
[34:42.000 --> 34:46.000]  We're doubling the amount of licorice we have every six months now, not every year.
[34:46.000 --> 34:50.000]  Why? Because we're getting all the same stuff our media is getting.
[34:50.000 --> 34:58.000]  Our media is a bunch of stupid cowards that sit there and read, press releases, the government gives them.
[34:58.000 --> 35:03.000]  Not me. I used the brain God gave me and I cover the facts.
[35:03.000 --> 35:08.000]  Now, let me shift gears, but this all ties together.
[35:08.000 --> 35:18.000]  And when we start the next hour, I'm going to tie it all together and then take calls to the balance of the broadcast.
[35:18.000 --> 35:23.000]  I have interviewed the lawyers involved. I have read the federal affidavits and declassified documents.
[35:23.000 --> 35:32.000]  It has been in even the Associated Press. It has been in both of the Salt Lake papers because that's where one of the court hearings was two years ago.
[35:32.000 --> 35:42.000]  Jesse Trenado, the lawyer, McVeigh was U.S. Special Operations, and we've got video of him a year after he was posted out of the military at a demolitions base.
[35:42.000 --> 35:49.000]  We have photos of Camp Grupper with the Ryder truck being loaded with ammonium nitrate.
[35:49.000 --> 35:55.000]  This is my first film, 1997, America's 12 by Design. We have a local newscast where there were unexploded bombs inside.
[35:55.000 --> 36:01.000]  The building was blown out, not in. The ATF showed up a minute after telling police and medics that they were on the ninth floor.
[36:01.000 --> 36:07.000]  The police laughed at him. Terrence Yeke, cop of the year in Oklahoma City that year, dragging people out, started investigating it.
[36:07.000 --> 36:13.000]  They tortured him to death, murdered him. He called his partner and said, Feds are following me. They're pulling me over.
[36:13.000 --> 36:22.000]  Then they found him tortured and dead. I mean, the problem is, even getting into Oklahoma City, I could do two, three, four hours just going over the documents.
[36:22.000 --> 36:31.000]  But if you haven't researched it, that was a government operation. That building was bombed because 30-plus states were moving to declare 10th Amendment sovereignty.
[36:31.000 --> 36:38.000]  They were seeing no to the Feds, no to Bill Clinton's anti-gun initiative. There was a rebellion at the state level.
[36:38.000 --> 36:43.000]  And so the Feds, controlled by offshore banks, came in and staged that bombing.
[36:43.000 --> 36:51.000]  And within minutes of the bombing happening, Bill Clinton came out and blamed Rush Limbaugh and talk radio and conservatives in America, asinine.
[36:51.000 --> 37:00.000]  And I know you remember that, listeners. So amazing this is happening again.
[37:00.000 --> 37:11.000]  Now, we have that backdrop. Obama has committed political suicide.
[37:11.000 --> 37:16.000]  The health care plan, people are discovering that it doesn't give you coverage. It doesn't cover preexisting.
[37:16.000 --> 37:24.000]  That it's a payoff, as Lord Moncton said on the show on Friday, that it is a payoff to the insurance companies.
[37:24.000 --> 37:31.000]  It is a offshore banking looting that's going on. Ron Paul is on record. That fact is out there.
[37:31.000 --> 37:36.000]  Obama has continued the wars, the torture of the secret arrest, hiring more lobbyists than the other president.
[37:36.000 --> 37:39.000]  All these Democrats that thought they were going to get a free ride, they haven't gotten it.
[37:39.000 --> 37:42.000]  He's got the lowest approval rating of any president in U.S. history.
[37:42.000 --> 37:47.000]  He's spent more money than all presidents before him combined. He's in deep trouble, so the Democrats.
[37:47.000 --> 37:50.000]  What is the only political card they can play? Stage crises.
[37:50.000 --> 37:55.000]  We played last week, Rush Limbaugh saying it, Michael Savage is saying it again.
[37:55.000 --> 38:00.000]  Anyone who has any political smarts can see that the system needs this.
[38:00.000 --> 38:06.000]  And as we broke, and again, pay attention to us. It isn't, oh, we broke this, aren't we cool?
[38:06.000 --> 38:16.000]  This is life and death. You better remember that on infowars.com and prisonplanet.com in early April and even in late March,
[38:16.000 --> 38:23.000]  we wrote articles identifying the Anarchist Ford Foundation and government-funded, Democratic Party-funded websites
[38:23.000 --> 38:29.000]  that said we're going to have racist signs and we're going to go to the Tea Parties and we're going to pose as racist.
[38:29.000 --> 38:32.000]  Well, we already know that was going on before, but now they're admitting it.
[38:32.000 --> 38:37.000]  Now it's finally been in the Associated Press as of last Monday.
[38:37.000 --> 38:44.000]  So it's confirmed, mainstream news. Some of the people are getting in trouble that were involved in it.
[38:44.000 --> 38:50.000]  Now, then as if that wasn't clear enough, Bill Clinton goes on CNN Friday
[38:50.000 --> 38:55.000]  and gave two speeches last week saying, gee, I hope there isn't a terror attack.
[38:55.000 --> 39:02.000]  I hope that isn't what we need to show everybody that these Tea Parties are bad and out of control.
[39:02.000 --> 39:04.000]  And then you just sit down and shut up.
[39:04.000 --> 39:14.000]  Now, key bono, Latin for who benefits, who stands to gain, who has the motive?
[39:14.000 --> 39:20.000]  Government-stage terror attacks. That has been declassified hundreds of times.
[39:20.000 --> 39:26.000]  And conservatives out there that don't want to look at 9-11, well, you better look at Bill Clinton and the Democrats.
[39:26.000 --> 39:32.000]  You better look at Barack Obama. You better grow up because they are now out in the open
[39:32.000 --> 39:36.000]  preparing to frame us.
[39:36.000 --> 39:41.000]  Crash the Tea Party to infiltrate April 15th anti-tax protest.
[39:41.000 --> 39:45.000]  Even Rick Perry put a press release out Friday warning of Democrat dirty tricks.
[39:45.000 --> 39:49.000]  Southern Prairie Law Center declares Ron Paul and Napolitano extremist.
[39:49.000 --> 39:51.000]  So now they're bad.
[39:51.000 --> 39:58.000]  Experts, angry rhetoric protected but can be disturbing. CNN.
[39:58.000 --> 40:05.000]  Recalling 95 bombing Clinton C's parallels, New York Times.
[40:05.000 --> 40:10.000]  Here's the infowars.com boil down article from today with Kurt Nemo.
[40:10.000 --> 40:17.000]  False flag prelude. Clinton launches demonization campaign on OK City bombing anniversary.
[40:17.000 --> 40:19.000]  We've got the video there.
[40:19.000 --> 40:23.000]  Here's another one. L.A. White Supremacy Rally gets bloody.
[40:23.000 --> 40:31.000]  NBC. How many white supremacist groups have been caught like Hal Turner two months ago being FBI agents?
[40:31.000 --> 40:36.000]  They do that to demonize legitimate political dissent in America.
[40:36.000 --> 40:40.000]  Clinton eludes the 95 bombing says words matter.
[40:40.000 --> 40:49.000]  So he's blaming anyone criticizing the government with the 95 bombing and saying, I hope it doesn't happen again.
[40:49.000 --> 40:56.000]  Let's play the short clip of Bill Clinton on Wolf Blitzer Friday. Here it is.
[40:56.000 --> 41:06.000]  Well, I think that in fairness to the public officials that were the main victims here and their families,
[41:06.000 --> 41:14.000]  I think that we've done a much better job over the last 15 years of preparing for it and guarding against it
[41:14.000 --> 41:22.000]  and trying to be alert to the most extreme members of groups that advocate violence, for example.
[41:22.000 --> 41:25.000]  But I think the circumstances have a lot of parallels.
[41:25.000 --> 41:31.000]  For example, there's the same kind of economic and social upheaval now than there was now.
[41:31.000 --> 41:40.000]  And I'd say in 1993 the economy for most average people who were likely to be drawn into this was not quite as bad as it is today,
[41:40.000 --> 41:45.000]  but the social upheaval was even greater. There was more crime, there was more gang violence,
[41:45.000 --> 41:49.000]  there was more sense of disintegration after the Cold War.
[41:49.000 --> 41:56.000]  The hatred that Timothy McVeigh, that he had, there are others, there are plenty of people like that right now.
[41:56.000 --> 42:02.000]  Do you feel it's more intense today and it's greater today than it was 15 years ago?
[42:02.000 --> 42:14.000]  I can't say, but there were, Oklahoma City was the last of a series of very high-profile violent encounters.
[42:14.000 --> 42:20.000]  At least the last high-profile one. We've had several since.
[42:20.000 --> 42:29.000]  And now there are all these groups saying things like the current political debate is just to probably lead to Civil War and all of that kind of stuff.
[42:29.000 --> 42:32.000]  But you know, there was a lot of that tough stuff back then.
[42:32.000 --> 42:39.000]  Gordon Liddy was on the radio telling people that the ATF agents came to make sure and take a headshot at him because they had, you know...
[42:39.000 --> 42:43.000]  Stay there. Stay there. We're going to pause it. When we come back, he says,
[42:43.000 --> 42:47.000]  I hope we don't have to have another Oklahoma City. Get ready.
[42:47.000 --> 42:52.000]  We're going to break down nuclear terrorism inside the U.S. and the other type of terror attacks.
[42:52.000 --> 42:55.000]  The establishment is clearly preparing the stage.
[42:55.000 --> 43:00.000]  We'll be right back, ladies and gentlemen, prisonplanet.tv and FullWars.com.
[43:25.000 --> 43:29.000]  Will it make your children sick if there's a quarantine and you can't feed yourself?
[43:29.000 --> 43:32.000]  Will you go to the gathering center and be immunized?
[43:32.000 --> 43:35.000]  You wipe out all these problems if you have a good food supply.
[43:35.000 --> 43:39.000]  Food is your ammunition to fight for your freedom and your life.
[43:39.000 --> 43:43.000]  How much will you need? We don't know. How much do you want? All you can get.
[43:43.000 --> 43:48.000]  I'm Alex Jones. I want all of you good guys to live to fight another day.
[43:48.000 --> 43:55.000]  Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[43:55.000 --> 44:21.000]  Again, that number, 1-800-409-5633.
[44:25.000 --> 44:30.000]  I'm Alex Jones. I want all of you good guys to live to fight another day.
[44:55.000 --> 45:00.000]  Real Estate Needs, you might have at homegain.com. Your real estate connection.
[45:25.000 --> 45:33.000]  Invisible Empire Chronicles, how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[45:33.000 --> 45:39.000]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[45:39.000 --> 45:42.000]  Global governance with the establishment of the G20.
[45:42.000 --> 45:48.000]  So it's going to be an inner ruling elite and then everyone else. And I got news for you. You're everyone else.
[45:48.000 --> 45:54.000]  Invisible Empire, secure your copy today at infowars.com or prisonplanet.com
[45:54.000 --> 45:59.000]  or watch it online in the highest quality at prisonplanet.tv.
[46:25.000 --> 46:29.000]  And it can produce an endless supply of nutrient dense food for you and your family.
[46:29.000 --> 46:33.000]  And here's the best part. These seeds have not been genetically modified in any way.
[46:33.000 --> 46:37.000]  And you actually get enough seeds to plant a full acre crisis garden.
[46:37.000 --> 46:47.000]  So visit them today at survivalseedbank.com or give them a call at 877-327-0365.
[46:47.000 --> 46:56.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[46:56.000 --> 47:18.000]  This is Alex Jones for survivalseedbank.com.
[47:27.000 --> 47:35.000]  We know the Democratic Party has lied and said that their members of the Congressional Black Caucus were spit on and called the N-word.
[47:35.000 --> 47:37.000]  Now all the video has been released. Not true.
[47:37.000 --> 47:44.000]  We know they've dispatched their people with Nazi signs all over the country to claim they're part of the Tea Party.
[47:44.000 --> 47:54.000]  We know that any criticism of Obama healthcare, big government, open borders, they invoke racism and division in America
[47:54.000 --> 48:01.000]  to get everybody at each other's throats because the last thing they want is the American people, black, white, Hispanic, Asian, getting together.
[48:01.000 --> 48:04.000]  So they basically say there shouldn't be any black people at Tea Parties.
[48:04.000 --> 48:07.000]  And if there are, they ask, why are you here? This is racist.
[48:07.000 --> 48:11.000]  That is out in the open psychological warfare.
[48:11.000 --> 48:18.000]  And now we have Bill Clinton saying, gee, I hope it doesn't take another Oklahoma City to shut all this down.
[48:18.000 --> 48:30.000]  He told USA Today in 1996 on Air Force One, they said, what saved your candidacy for the 2000 and for the 1996 second election?
[48:30.000 --> 48:35.000]  He said, Oklahoma City, it rallied the country together. They stand to gain from it.
[48:35.000 --> 48:41.000]  And here's the Washington Times critics, Obama administration hyping terrorist nuclear threat.
[48:41.000 --> 48:49.000]  He's now saying it's the biggest threat bigger than nation-to-nation nuclear war that terrorists are going to sneak nukes in.
[48:49.000 --> 48:53.000]  And they're claiming that the American people are supposedly working with al-Qaeda.
[48:53.000 --> 48:56.000]  How asinine is that?
[48:56.000 --> 48:57.000]  And then here's Rush Limbaugh.
[48:57.000 --> 49:03.000]  Bill Clinton links talk radio Tea Parties to non-existent terrorism.
[49:03.000 --> 49:04.000]  Here's another one.
[49:04.000 --> 49:07.000]  Clinton, Rush Limbaugh comment doesn't make any sense.
[49:07.000 --> 49:09.000]  ABC News.
[49:09.000 --> 49:15.000]  And it talks about Rush Limbaugh saying they're trying to frame conservatives with coming terror attacks.
[49:15.000 --> 49:18.000]  See, they've been hyping this and hyping this and hyping this.
[49:18.000 --> 49:26.000]  And I've told you in April, in May, in June that these months are key for a massive staged event to be blamed on us,
[49:26.000 --> 49:29.000]  or their entire agenda isn't going to pass.
[49:29.000 --> 49:31.000]  Now, I'm not saying they're going to stage a nuke attack.
[49:31.000 --> 49:33.000]  I'm saying it's being considered.
[49:33.000 --> 49:42.000]  And remember, Governor Ridge, the head of Homeland Security, said last year in a best-selling book that they would issue fake terror alerts for political gain.
[49:42.000 --> 49:44.000]  Let's go ahead and finish up with Bill Clinton on Wolf Blitzer.
[49:44.000 --> 49:45.000]  Here it is.
[49:45.000 --> 49:51.000]  You know, saying things like the current political debate is just a prelude to civil war and all of that kind of stuff.
[49:51.000 --> 49:59.000]  But, you know, there was a lot of that tough stuff back then that Gordon Liddy was on the radio telling people that the ATF agents came to make sure and take a headshot at him
[49:59.000 --> 50:03.000]  because they had, you know, the best on him.
[50:03.000 --> 50:05.000]  He didn't seem to have much support at that time.
[50:05.000 --> 50:06.000]  No.
[50:06.000 --> 50:10.000]  Now there seems to be, at least if you go to these websites, you listen to some of this.
[50:10.000 --> 50:11.000]  Well, that's the thing.
[50:11.000 --> 50:20.000]  See, it's still a minority, but they have, they can communicate with each other much faster and much better than ever before.
[50:20.000 --> 50:21.000]  The Internet's evil.
[50:21.000 --> 50:28.000]  The main thing that bothered us at the time of Oklahoma City was it was, already there was enough use of the Internet that if you knew how to find the websites,
[50:28.000 --> 50:34.000]  not everybody even had a computer back then, but if you knew how to find it, you could learn, for example, how to make a bomb.
[50:34.000 --> 50:45.000]  Now, everybody's got a computer, websites are easily accessible, and you can be highly selective and spend all your time with people that are, you know, kind of out there with you.
[50:45.000 --> 50:51.000]  I don't want something bad to happen for us to, oh, to get this thing right again.
[50:51.000 --> 50:58.000]  And as I pointed out today, we, after Oklahoma City, we kept right on having our political disagreements.
[50:58.000 --> 51:04.000]  You know, the Congressman, the Speaker, they closed the government twice in 1995.
[51:04.000 --> 51:06.000]  You remember it very well at the end of the year.
[51:06.000 --> 51:09.000]  We had an election in 1996.
[51:09.000 --> 51:10.000]  Oklahoma was a Republican state.
[51:10.000 --> 51:16.000]  I still didn't carry it, but I loved them because they reoriented me too.
[51:16.000 --> 51:24.000]  That's enough. And then he goes on to say, again, I sure hope we don't have to have an attack to shut all this down and get things right again.
[51:24.000 --> 51:29.000]  Now, here is FEMA National Level Exercise 2009.
[51:29.000 --> 51:39.000]  ENLE09 is a White House-directed, Congressionally-Managed Exercise that includes the participation of all appropriate federal, department, and agency, senior officials, deputies, staff, and key operational elements.
[51:39.000 --> 51:47.000]  In addition, broad regional participation of state, tribal, local, and private sectors anticipated.
[51:47.000 --> 51:50.000]  This year, the United States welcomes the participation of Australia, Canada, Mexico, the United States, and ENLE09.
[51:50.000 --> 52:02.000]  And they say that their training, here's that document, people watching on prisonplanet.tv, they're saying that they're worried about a nuke going off.
[52:02.000 --> 52:09.000]  And Obama's saying that. Meanwhile, we have ENLE10.
[52:09.000 --> 52:12.000]  Why is FEMA trying to cover up ENLE10?
[52:12.000 --> 52:22.000]  Public intelligence has received a request from FEMA to remove for official use-only document regarding the National Level Exercise 2010, which was scheduled for this coming May.
[52:22.000 --> 52:28.000]  The exercise would be based on national planning scenario, which simulates a nuclear detonation in the U.S. city.
[52:28.000 --> 52:37.000]  However, recent political pressure has led to the exercise being scaled back according to the Washington Post, Christian Science Monitor, and a variety of other publications.
[52:37.000 --> 52:43.000]  At the behest of Senator Harry Reid, the exercise for Las Vegas had reportedly been canceled.
[52:43.000 --> 52:50.000]  But now, in ENLE09, it turns out this document was put out on some county websites in Nevada.
[52:50.000 --> 52:52.000]  But now FEMA wants it taken down.
[52:52.000 --> 52:54.000]  Now, what's in the FEMA document?
[52:54.000 --> 52:58.000]  Go to infowars.com and link through in this article to the document.
[52:58.000 --> 52:59.000]  Here's the document.
[52:59.000 --> 53:04.000]  It says unannounced simulated detonations of nukes in the U.S.
[53:04.000 --> 53:06.000]  What does that mean unannounced?
[53:06.000 --> 53:13.000]  I've been in urban warfare drills in Belton, Texas of all places, where they blow up a car and announce on the news.
[53:13.000 --> 53:18.000]  This is in my film Road to Terrority, 2002, that a terrorist had blown them up.
[53:18.000 --> 53:20.000]  And then a day later, they announced it was a drill.
[53:20.000 --> 53:27.000]  So it's psychological warfare. And remember, Governor Ridge said they were issuing fake terror alerts for political gain.
[53:27.000 --> 53:29.000]  Both parties do this.
[53:29.000 --> 53:36.000]  But, I mean, you talk about open and shut case, the fact that Oklahoma City was an inside job is not debatable.
[53:36.000 --> 53:46.000]  And so coming up in the next hour, I'm going to highlight the actual part about the nuclear scenarios that they're going to be having.
[53:46.000 --> 53:57.000]  Because I didn't highlight this. I'm looking for it where it talks about unannounced nuclear weapons, simulated nuclear weapons detonations.
[53:57.000 --> 53:59.000]  But that is in here.
[53:59.000 --> 54:03.000]  And it's got comments about other secret scenarios and drills they're running.
[54:03.000 --> 54:06.000]  Why is this so important?
[54:06.000 --> 54:13.000]  Because on 9-11, the government ran drills of the exact same buildings being attacked at the same time.
[54:13.000 --> 54:17.000]  And the 9-11 tapes released from NORAD have the FAA saying,
[54:17.000 --> 54:21.000]  Is this part of the drill? The real exercise. I've never seen this happen before.
[54:21.000 --> 54:25.000]  And they use that so the rest of the government and the NSA is spying on everything.
[54:25.000 --> 54:29.000]  Here's about nuclear weapons being moved into position.
[54:29.000 --> 54:32.000]  They don't go out and stop it because they think it's part of the drill.
[54:32.000 --> 54:38.000]  And then an outside group, a private intelligence agency, or Merck Group, or foreign government can do this.
[54:38.000 --> 54:42.000]  I mean, can you imagine what Obama is going to be able to do?
[54:42.000 --> 54:46.000]  If they bust people with a nuke, or if they fearmonger a nuke, which they're now doing,
[54:46.000 --> 54:52.000]  or if they staged either a dirty bomb, or an A bomb, or God forbid, a hydrogen bomb.
[54:52.000 --> 54:54.000]  Think about what this will do.
[54:54.000 --> 54:57.000]  And I've been telling you that's in the cards the last few years.
[54:57.000 --> 55:01.000]  We saw Cheney before the 2004 election saying we will be hit by a nuke.
[55:01.000 --> 55:03.000]  Give up all your rights.
[55:03.000 --> 55:11.000]  So we hope this is just more fearmongering, but it may not be just fearmongering.
[55:11.000 --> 55:21.000]  And Bill Clinton is now running around all over TV, all over radio and speeches,
[55:21.000 --> 55:26.000]  saying if there's a terror attack, it's the fault of the people that are criticizing the government.
[55:26.000 --> 55:30.000]  Meanwhile, we know the Democratic Party and big foundations are hiring droves of people
[55:30.000 --> 55:33.000]  who go to tea parties holding up swastika signs.
[55:33.000 --> 55:35.000]  And it wasn't just groups planning it.
[55:35.000 --> 55:41.000]  We've got articles that we covered on Friday, the day after the Tea Party Day,
[55:41.000 --> 55:47.000]  where it showed them in New Mexico, in Texas, in New York, and other places with the big swastika signs.
[55:47.000 --> 55:50.000]  And the media would go over to them and say, are you really a tea party?
[55:50.000 --> 55:52.000]  No, I'm here to discredit them.
[55:52.000 --> 55:59.000]  So if they'll go out and dress up like Nazis to demonize anybody that doesn't want the government to take over society
[55:59.000 --> 56:02.000]  and have taxes rise and have us go bankrupt,
[56:02.000 --> 56:06.000]  if they'll do that, they will do anything.
[56:06.000 --> 56:14.000]  And talking about NLE-010, the FEMA drill, here is the Christian Science Monitor,
[56:14.000 --> 56:19.000]  terrorist attack on Las Vegas canceled, politics are overpreparedness.
[56:19.000 --> 56:23.000]  No, Obama doesn't want all these nuke drills being public,
[56:23.000 --> 56:31.000]  because if they stage an event, they don't want people thinking about that.
[56:31.000 --> 56:39.000]  And of course, originally Mesquite, Nevada posted the secret FEMA document not knowing it was secret.
[56:39.000 --> 56:43.000]  That was the local government of Mesquite, Nevada.
[56:43.000 --> 56:49.000]  So this FEMA document's out there, and why is FEMA running around trying to get this mopped up, trying to get this covered up?
[56:49.000 --> 56:52.000]  Why are they doing this?
[56:52.000 --> 56:56.000]  Ladies and gentlemen, they train you to hate foreigners.
[56:56.000 --> 56:59.000]  They train you to go to war because somebody has brown skin.
[56:59.000 --> 57:06.000]  But don't you understand, foreign offshore ruthless banks are in control of the United States.
[57:06.000 --> 57:08.000]  They've stolen tens of trillions of dollars.
[57:08.000 --> 57:12.000]  They're now announcing in Bloomberg and AP, the government may take your pension funds.
[57:12.000 --> 57:17.000]  And the only way they're going to get away with that is staging some type of major terrorist attack.
[57:17.000 --> 57:19.000]  It could be blowing up a federal building.
[57:19.000 --> 57:21.000]  It could be busting a nuke, setting off a nuke.
[57:21.000 --> 57:27.000]  It could be anything as a pretext opposes our saviors and get the American people to shut up
[57:27.000 --> 57:32.000]  so the system can say any dissent is unpatriotic and linked to terrorism.
[57:32.000 --> 57:35.000]  And enough to remind you, there have been hundreds of mainstream news articles
[57:35.000 --> 57:41.000]  and George Sordo's publications lying about me saying I'm calling for violence when I'm calling for the opposite.
[57:41.000 --> 57:44.000]  So they're trying to set everybody up right now.
[57:44.000 --> 57:46.000]  America is being overthrown and taken over.
[57:46.000 --> 57:50.000]  People better wake up, we'll be right back.
[57:50.000 --> 57:56.000]  One major world crisis away from having a totalitarian type of system.
[57:56.000 --> 57:59.000]  The main event is the wholesale destruction of the world.
[57:59.000 --> 58:04.000]  The push for every nation on the globe to identify and number all of its citizens.
[58:04.000 --> 58:09.000]  Friends, I hope that you will order Shadow Government from infowars.com.
[58:09.000 --> 58:12.000]  We also have some specials when you get some of our other films at a price.
[58:12.000 --> 58:17.000]  When you order Shadow Government, a new level in production quality and information
[58:17.000 --> 58:25.000]  exposes how a casual society surveillance beast grid of total control is being put into place.
[58:25.000 --> 58:28.000]  Every film needs to be seen, everybody needs to get it.
[58:28.000 --> 58:34.000]  So order yours today, show it to your friends, your family, your church, your neighbors, your boss, your employees.
[58:34.000 --> 58:39.000]  Shadow Government, ladies and gentlemen, get your copy at infowars.com today.
[58:39.000 --> 58:42.000]  Shadow Government. It gives big brother a black eye.
[58:42.000 --> 58:51.000]  Available at infowars.com or by calling toll-free 888-253-3139.
[58:51.000 --> 58:55.000]  Max, what did you do with the remote? Now what am I going to do?
[58:55.000 --> 58:57.000]  I guess I can go online to find a new one.
[58:57.000 --> 59:01.000]  Okay, here's a site, replacementremotes.com.
[59:01.000 --> 59:04.000]  Let us repair, replace any remote control.
[59:04.000 --> 59:06.000]  Well, I guess they can't repair this one.
[59:06.000 --> 59:08.000]  Thanks, Max.
[59:08.000 --> 59:14.000]  Wow, they have my original remote and an exact replacement that doesn't need programming.
[59:14.000 --> 59:15.000]  Hey, Max, here's a deal.
[59:15.000 --> 59:19.000]  I can use the coupon code Alex for a 5% discount.
[59:19.000 --> 59:24.000]  Replacementremotes.com has all my remotes for my TVs and accessories.
[59:24.000 --> 59:31.000]  I can order online at replacementremotes.com or call them at 336-377-2220.
[59:31.000 --> 59:34.000]  I wonder if they sell dog toys.
[59:34.000 --> 59:40.000]  For all your remote control needs, visit replacementremotes.com at 336-377-2220.
[59:40.000 --> 59:50.000]  Replacementremotes.com, replacementremotes.com, if you need a remote control, replacementremotes.com.
[01:00:10.000 --> 01:00:13.000]  You want answers? Well, so does he.
[01:00:13.000 --> 01:00:17.000]  He's Alex Jones on the GCN Radio Network.
[01:00:17.000 --> 01:00:22.000]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.000 --> 01:00:27.000]  All we have is our constitutional republic that protects us from tyranny.
[01:00:27.000 --> 01:00:33.000]  Once that hedge is removed, your society descends into total oppression.
[01:00:33.000 --> 01:00:42.000]  Your phone calls are coming up on this Sunday edition, 888-201-2244-888-201-2244.
[01:00:42.000 --> 01:00:48.000]  Or locally in Central Texas, 512-646-1776.
[01:00:48.000 --> 01:00:50.000]  And I did find the subsections here.
[01:00:50.000 --> 01:00:52.000]  They talk about the stage nuke attack.
[01:00:52.000 --> 01:00:54.000]  So I'm going to be going over that.
[01:00:54.000 --> 01:00:56.000]  Why does FEMA want this removed?
[01:00:56.000 --> 01:01:04.000]  They posted NLE09 publicly. Why are they desperate to cover up NLE010?
[01:01:04.000 --> 01:01:09.000]  Then I'm going to get into what's happening on the banking front.
[01:01:09.000 --> 01:01:19.000]  They want to codify even more power for the banks to do whatever they want.
[01:01:19.000 --> 01:01:24.000]  And they want to pass this new bill that Dodd's got introduced.
[01:01:24.000 --> 01:01:28.000]  So we'll be going over that to give unlimited power and funding.
[01:01:28.000 --> 01:01:33.000]  They basically already have it to the banks to steal even more money from the American people.
[01:01:33.000 --> 01:01:35.000]  And then I have other stories like this one.
[01:01:35.000 --> 01:01:40.000]  I remember years ago reading about this in the development of 3D televisions.
[01:01:40.000 --> 01:01:42.000]  Different than 3D movies.
[01:01:42.000 --> 01:01:44.000]  3D TV health warning.
[01:01:44.000 --> 01:01:45.000]  Tuning in can cause confusion.
[01:01:45.000 --> 01:01:50.000]  Nausea in even fits as electronic giant.
[01:01:50.000 --> 01:01:59.000]  So it's literal mind control that is going on with this system.
[01:01:59.000 --> 01:02:03.000]  In fact, I'm looking for my banking stack.
[01:02:03.000 --> 01:02:16.000]  I had a whole banking stack here that deals with what the – oh, yes, here it is.
[01:02:16.000 --> 01:02:21.000]  Obama, fresh crisis without new financial rules.
[01:02:21.000 --> 01:02:27.000]  So engaged in psychological terrorism, financial terrorism,
[01:02:27.000 --> 01:02:33.000]  saying give me even more power or we'll have a new financial crisis.
[01:02:33.000 --> 01:02:38.000]  And then SEC accuses Goldman of fraud and housing deal.
[01:02:38.000 --> 01:02:40.000]  That's Satan investigating himself.
[01:02:40.000 --> 01:02:41.000]  And now we know the truth.
[01:02:41.000 --> 01:02:43.000]  The financial meltdown wasn't a mistake.
[01:02:43.000 --> 01:02:46.000]  It was a con.
[01:02:46.000 --> 01:02:52.000]  Update, Obama pushes bank reform, lashes out at Republicans.
[01:02:52.000 --> 01:02:55.000]  U.S. Senate climate bill to be unveiled.
[01:02:55.000 --> 01:02:58.000]  That's a new funding mechanism for the banks.
[01:02:58.000 --> 01:03:06.000]  That is all coming up after the break, after we take your phone calls at 888-201-2244.
[01:03:06.000 --> 01:03:11.000]  And I would hope that you would call in about U.S. military with Mexican troops
[01:03:11.000 --> 01:03:14.000]  killing people on the U.S. border with Mexico.
[01:03:14.000 --> 01:03:17.000]  I would hope you would want to talk about how they're clearly –
[01:03:17.000 --> 01:03:20.000]  I mean, if you didn't see it three months ago and I was warning you every day about it,
[01:03:20.000 --> 01:03:22.000]  I know a lot of you've got to see it now, how they're saying,
[01:03:22.000 --> 01:03:27.000]  gee, I hope there'd have to be a big terror attack in America to shut down these tea parties.
[01:03:27.000 --> 01:03:30.000]  You know, all the Democrats are caught red-handed dressing up like Nazis
[01:03:30.000 --> 01:03:32.000]  trying to demonize anybody.
[01:03:32.000 --> 01:03:35.000]  And the polls show 40 percent are Democrats or independents that are members.
