[00:00.000 --> 00:18.000]  Waging war on corruption. It's Alex Jones, coming to you live from the front lines of the Info War.
[33:50.000 --> 33:55.000]  The average adult man thinks he's really tough because he's got a golf bag.
[33:55.000 --> 34:00.000]  I'm not saying it's bad to play golf because he works out and he struts around thinking,
[34:00.000 --> 34:04.000]  hey, I'm America and I'm on top of the world and America doesn't even exist anymore.
[34:04.000 --> 34:09.000]  Like France didn't exist once the Nazis conquered it. It was now a possession.
[34:09.000 --> 34:15.000]  And we've been conquered through fraud. It's a matrix level delusion.
[34:15.000 --> 34:22.000]  We're now deep in to this takeover and the people taking us over want to shut the economy off.
[34:22.000 --> 34:27.000]  They call it a post-industrial world. They know raising taxes will bankrupt us.
[34:27.000 --> 34:33.000]  In fact, the Western Journalism Center, there's an article out today, confirmed, and I'll cover this later.
[34:33.000 --> 34:40.000]  Now, before I finish up with this, confirmed that illegal aliens are getting the Obamacare.
[34:40.000 --> 34:44.000]  They get it free. They don't have to pay in. You do.
[34:44.000 --> 34:49.000]  And who wrote the plan? The insurance companies owned by the big mega banks predominantly,
[34:49.000 --> 34:53.000]  who want to make you buy their product, 35 million of you that weren't buying it,
[34:53.000 --> 34:58.000]  and they can control what you get, lower the quality, charge you more,
[34:58.000 --> 35:04.000]  and then have their constituents, foreigners, come in who will vote to take your guns.
[35:04.000 --> 35:07.000]  They will vote to take your private property and soon it'll be game over.
[35:07.000 --> 35:11.000]  They'll have a giant dependent class that will vote and do whatever they're told.
[35:11.000 --> 35:15.000]  And out of the dependent classes, they will get the police and the minions and the bureaucrats.
[35:15.000 --> 35:21.000]  It's already happened in England and it's game over. This is the plan well executed against us.
[35:21.000 --> 35:24.000]  Meanwhile, they know there's a chance America may wake up.
[35:24.000 --> 35:28.000]  So they're militarizing the police against us and setting the military up.
[35:28.000 --> 35:31.000]  I mean, listen to what I talked about dealing with troops on the streets.
[35:31.000 --> 35:33.000]  And I show documents of your radio listener.
[35:33.000 --> 35:38.000]  We're streaming video with the articles and documents at prisonplanet.tv.
[35:38.000 --> 35:42.000]  Now, here we are three and a half, almost four years later, and it's all over the news.
[35:42.000 --> 35:45.000]  Oh, yeah, troops were out at the local kite fest.
[35:45.000 --> 35:48.000]  Oh, yeah, there's going to be a highway checkpoint with U.S. Army.
[35:48.000 --> 35:51.000]  All the Marines were out doing a DWI checkpoint.
[35:51.000 --> 35:54.000]  Oh, in St. Louis, they're doing a martial law drill.
[35:54.000 --> 35:56.000]  Not for al-Qaeda, though, you see.
[35:56.000 --> 35:58.000]  Oh, no, no, no, no, no.
[35:58.000 --> 36:03.000]  It's for you because the federal government got taken over.
[36:03.000 --> 36:09.000]  Just like when the French basically stood down to Hitler because most of the generals have been paid off.
[36:09.000 --> 36:15.000]  And then the next day, the military, the French military, went under the Nazis and operated as the Vichy French.
[36:15.000 --> 36:18.000]  Great historical parallel to what's happening now.
[36:18.000 --> 36:22.000]  But it's not even announced. Hitler's not parading through D.C. like he did Paris.
[36:22.000 --> 36:27.000]  It's just the global banks took over through fraud, put their people in all the regulatory positions.
[36:27.000 --> 36:29.000]  And here we are.
[36:29.000 --> 36:35.000]  And it's not polite for the average American male to talk about this because it's like, yeah, all right, we got conquered.
[36:35.000 --> 36:36.000]  Big deal.
[36:36.000 --> 36:39.000]  I won't feel manly if I admit it. Plus, I'm not going to do anything about it.
[36:39.000 --> 36:41.000]  Okay, well, we're going to take everything you got.
[36:41.000 --> 36:45.000]  Horse inoculations, raising taxes, imploding economy.
[36:45.000 --> 36:48.000]  Maybe you think you're smart enough to serve the system for a while.
[36:48.000 --> 36:51.000]  Okay, you're now on the bad guy's team.
[36:51.000 --> 36:54.000]  It doesn't take a majority of us to prevail against tyrants.
[36:54.000 --> 36:58.000]  Only a highly motivated, focused minority.
[36:58.000 --> 37:02.000]  5% started and won the war against the Red Codes 236 years ago.
[37:02.000 --> 37:06.000]  We can defeat the globalist in the Info War now.
[37:06.000 --> 37:09.000]  We have 25, 30% that are really awake.
[37:09.000 --> 37:15.000]  We wake up one more group of people, one more phase, and we win.
[37:15.000 --> 37:17.000]  We've already got the globalist in check, checkmate.
[37:17.000 --> 37:18.000]  They know this.
[37:18.000 --> 37:20.000]  That's look at fast and furious.
[37:20.000 --> 37:25.000]  They're very close to going to prison for that false flag, that terror attack they set up to blame the Second Amendment.
[37:25.000 --> 37:27.000]  But we're on a razor's edge.
[37:27.000 --> 37:29.000]  The globalist could stage terror attacks right now.
[37:29.000 --> 37:33.000]  They could start new wars as they're getting ready to do to make us rally around them.
[37:33.000 --> 37:39.000]  So we think, oh, the government's actually, you know, is American because we're in a war or there was a terror attack.
[37:39.000 --> 37:42.000]  We better rally around and do what they say.
[37:42.000 --> 37:47.000]  Just remember, they want you to rally around letting them cheat you and screw you.
[37:47.000 --> 37:50.000]  Stop being chumps, folks.
[37:50.000 --> 37:53.000]  I know it's scary, but it's now in your face.
[37:53.000 --> 37:58.000]  Do I need to play newscast again saying we've been conquered and are quote slaves to foreign banks?
[37:58.000 --> 37:59.000]  You want to hear CNBC?
[37:59.000 --> 38:00.000]  You want to hear CNN?
[38:00.000 --> 38:05.000]  You want me to read the headlines out of 50 articles the last two weeks announcing we're slaves
[38:05.000 --> 38:10.000]  from the biggest publications out there and saying we're lucky we're slaves to technocratic bankers
[38:10.000 --> 38:13.000]  as if they're going to fix things when they engineered it.
[38:13.000 --> 38:15.000]  That's the one thing they leave out.
[38:15.000 --> 38:16.000]  This was done by design.
[38:16.000 --> 38:19.000]  I told you 14 years ago on air.
[38:19.000 --> 38:22.000]  Now, let's go ahead and go to a little bit more of Obama deception.
[38:22.000 --> 38:26.000]  I'm going to come back, hit news, go to a guest for 30 minutes and then I'm going to premiere.
[38:26.000 --> 38:28.000]  I was going to do it now, but I'll do it at the end of the show.
[38:28.000 --> 38:33.000]  Premier a key analysis of what we're going to live under if the globalist win
[38:33.000 --> 38:38.000]  or what humanity could do if we throw off the bonds,
[38:38.000 --> 38:42.000]  the chains that they're trying to wrap around us, these lila pulleys.
[38:42.000 --> 38:47.000]  All right, let's go ahead and go to a little bit more of the Obama deception.
[38:47.000 --> 38:48.000]  Here it is.
[38:48.000 --> 38:51.000]  It doesn't always have to be service in uniform.
[38:51.000 --> 38:56.000]  One of the things that if you talk to our generals, they are desperate for
[38:56.000 --> 39:01.000]  is a civilian counterpart to our military forces.
[39:01.000 --> 39:03.000]  So is this compulsory then?
[39:03.000 --> 39:07.000]  Well, you have to, in a sense, it's a requirement of everybody.
[39:07.000 --> 39:10.000]  18 to 25, three months.
[39:10.000 --> 39:13.000]  And at some point at that point, you do it.
[39:13.000 --> 39:17.000]  Obviously, I'm not going to say the perfect legislation will work that process through.
[39:17.000 --> 39:20.000]  You could do it during a college summer or you could do it after high school.
[39:20.000 --> 39:24.000]  If you have a demagogue with a fanatical mass movement, a personality cultist
[39:24.000 --> 39:29.000]  who is imposing the program of a group of extreme bankers
[39:29.000 --> 39:32.000]  and finance oligarchs, that's fascism.
[39:32.000 --> 39:36.000]  Obama's transition site, change.gov, proclaimed
[39:36.000 --> 39:42.000]  that middle school and high school students will be forced to serve the federal government.
[39:42.000 --> 39:48.000]  Fascism is gutter up, streets up, hooligans, thugs,
[39:48.000 --> 39:51.000]  perfectly idealistic students, swarming adolescents,
[39:51.000 --> 39:53.000]  just the kind of thing you see around Obama.
[39:53.000 --> 39:56.000]  The way you get a population to enslave itself
[39:56.000 --> 40:00.000]  when the police and the army are no longer enough to do that.
[40:00.000 --> 40:05.000]  So I think if you're a left liberal, it's time to open your eyes to that.
[40:05.000 --> 40:09.000]  All young Americans between the ages of 18 and 24
[40:09.000 --> 40:14.000]  will be conscripted into a paramilitary domestic security force.
[40:14.000 --> 40:18.000]  If Obama has his way, adults and seniors will also be forced
[40:18.000 --> 40:22.000]  into other forms of service for the betterment of the homeland.
[40:22.000 --> 40:29.000]  Number three, disarming the American people.
[40:29.000 --> 40:33.000]  Obama operatives in the Congress have introduced more than 10 bills
[40:33.000 --> 40:36.000]  that would end the Second Amendment as we know it.
[40:36.000 --> 40:40.000]  HR 1022 would allow the new Attorney General Eric Holder,
[40:40.000 --> 40:44.000]  the dictatorial power to ban any gun he wishes, at will.
[40:44.000 --> 40:50.000]  In 2008 before the Supreme Court, in the D.C. gun ban case,
[40:50.000 --> 40:55.000]  District of Columbia v. Heller, Holder argued for the complete disarmament
[40:55.000 --> 40:59.000]  of the American people and that only the military should own firearms.
[40:59.000 --> 41:03.000]  HR 257 would ban all youth shooting sports,
[41:03.000 --> 41:08.000]  including YMCA and Youth Olympic shooting clubs.
[41:08.000 --> 41:13.000]  HR 45 would force all gun owners to undergo federal psychological screening,
[41:13.000 --> 41:19.000]  registration and testing to keep their firearms.
[41:19.000 --> 41:23.000]  White House Chief of Staff Rahm Emanuel has proposed the extrajudicial
[41:23.000 --> 41:28.000]  banning of any American on the fraudulent no-fly list from owning any firearm.
[41:28.000 --> 41:33.000]  That is, if you are on the no-fly list, because you are known as maybe a
[41:33.000 --> 41:41.000]  possible terrorist, you cannot buy a handgun in America.
[41:41.000 --> 41:45.000]  Over 25,000 Americans are added each month to the no-fly list,
[41:45.000 --> 41:51.000]  which numbers over a million people who have not been charged or convicted of any crime.
[41:51.000 --> 41:56.000]  It's a case of mistaken identity for a 5-year-old boy from Normandy Park.
[41:56.000 --> 42:00.000]  He had trouble boarding a plane because someone with his same name
[42:00.000 --> 42:02.000]  is wanted by the federal government.
[42:02.000 --> 42:06.000]  King 5's Mimi Jung is live at SeaTac Airport to explain Mimi.
[42:06.000 --> 42:09.000]  Lori, it's hard to believe that a 5-year-old could be considered a threat,
[42:09.000 --> 42:13.000]  but that's exactly what happened here at SeaTac last week when Matthew Gardner
[42:13.000 --> 42:19.000]  showed up for a flight to LAX.
[42:19.000 --> 42:24.000]  As 5-year-olds go, Matthew Gardner is about as harmless as you can get.
[42:24.000 --> 42:28.000]  But when he and his mom checked in for their flight at SeaTac last week,
[42:28.000 --> 42:30.000]  Matthew was considered the criminal.
[42:30.000 --> 42:35.000]  If you're on that no-fly list, your access to the right to bear arms is canceled
[42:35.000 --> 42:37.000]  because you're not part of the American family.
[42:37.000 --> 42:39.000]  You don't deserve that right.
[42:39.000 --> 42:42.000]  There is no right for you if you're on that terrorist list.
[42:42.000 --> 42:45.000]  And even though this Matthew Gardner is only in kindergarten,
[42:45.000 --> 42:49.000]  TSA workers still conducted a full-blown search.
[42:49.000 --> 42:53.000]  They searched all of our belongings. They took everything apart piece by piece.
[42:53.000 --> 43:21.000]  Nadia Counter says it wasn't easy being treated as a possible threat to national security.
[43:24.000 --> 43:28.000]  Optional fluoride filters can reduce fluoride up to 95%.
[43:28.000 --> 43:31.000]  Easy to set up and use. Doesn't require electricity.
[43:31.000 --> 43:34.000]  Purify water from lake streams, ponds, and wells.
[43:34.000 --> 43:37.000]  This filter system leaves in beneficial minerals, which is key.
[43:37.000 --> 43:41.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[43:41.000 --> 43:44.000]  Propure is the best gravity-fed filter out there.
[43:44.000 --> 43:46.000]  It's what my family uses.
[43:46.000 --> 43:49.000]  Infowars.com already has the lowest price on Propure.
[43:49.000 --> 43:55.000]  But if you add the promo code WATER at checkout, you get an additional 10% off and Infowars.com.
[43:55.000 --> 44:23.000]  You can also call to order 888-253-3139.
[44:25.000 --> 44:30.000]  And it can produce an endless supply of nutrient-dense food for you and your family.
[44:30.000 --> 44:34.000]  And here's the best part. These seeds have not been genetically modified in any way,
[44:34.000 --> 44:38.000]  and you actually get enough seeds to plant a full-acre crisis garden.
[44:38.000 --> 44:41.000]  So visit them today at survivalseedbank.com.
[44:41.000 --> 44:48.000]  That's survivalseedbank.com, or give them a call at 877-327-0365.
[44:48.000 --> 44:52.000]  That's 877-327-0365.
[44:52.000 --> 44:57.000]  If you're a member in a real crisis, non-hybrid seeds are the ultimate barter item.
[44:57.000 --> 45:25.000]  This is Alex Jones for survivalseedbank.com.
[45:27.000 --> 45:56.000]  This is Alex Jones for survivalseedbank.
[45:56.000 --> 45:58.000]  This is Alex Jones for survivalseedbank.com.
[46:27.000 --> 46:33.000]  The survivalseed vault from mypatriotsupply.com includes detailed planting and seed-saving instructions and ships same day.
[46:33.000 --> 46:36.000]  Plus, all orders over $49 ship-free.
[46:36.000 --> 46:40.000]  Mypatriotsupply.com is American-owned by patriots like you.
[46:40.000 --> 46:42.000]  Passionate about freedom and preparedness.
[46:42.000 --> 46:46.000]  Call now 866-2290-927.
[46:46.000 --> 46:49.000]  That's 866-2290-927.
[46:49.000 --> 46:54.000]  Or discover more emergency preparedness items when you order at mypatriotsupply.com.
[46:54.000 --> 47:01.000]  Choose the original. Choose the survivalseed vault at mypatriotsupply.com.
[47:01.000 --> 47:05.000]  Coast to coast, direct from Austin.
[47:05.000 --> 47:13.000]  You're listening to the Alex Jones Broadcasting Network.
[47:13.000 --> 47:23.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[47:23.000 --> 47:34.000]  We are waging war on corruption every Sunday, live 4-6 p.m. Central, 5-7 Eastern, 2-4 Pacific, 3-5 Mountain.
[47:34.000 --> 47:42.000]  The news websites with breaking key intel daily, I think a lot of news that becomes national news every week,
[47:42.000 --> 47:54.000]  are infowars.com because there's a war on for your mind.
[47:54.000 --> 47:59.000]  I'm hiring a bunch of additional reporters and video editors,
[47:59.000 --> 48:05.000]  and I'm even starting a weekly newspaper slash magazine that will then go to weekly,
[48:05.000 --> 48:07.000]  and then we'll become daily down the road.
[48:07.000 --> 48:12.000]  I'm just going to leave it at that, that we plan to roll out nationwide.
[48:12.000 --> 48:15.000]  That is in all the major cities.
[48:15.000 --> 48:18.000]  If things don't totally collapse, and it's going towards that,
[48:18.000 --> 48:23.000]  but if we back the globalist off, we will have time to expand what we're doing, resisting them.
[48:23.000 --> 48:25.000]  I mean, it's really a catch-22.
[48:25.000 --> 48:31.000]  That the more we back off the globalist, the more desperate they get, but that buys us more time.
[48:31.000 --> 48:35.000]  So we're doing everything we can here to defend this republic.
[48:35.000 --> 48:41.000]  Again, the websites are prismplanet.tv, prismplanet.com, infowars.com, and infowars.net.
[48:41.000 --> 48:48.000]  Sometimes the big sites go down occasionally, so you have an infowars.net as a auxiliary backup to the big sites,
[48:48.000 --> 48:50.000]  prismplanet.com and infowars.com.
[48:50.000 --> 48:54.000]  Again, the video site up over nine years, prismplanet.tv.
[48:54.000 --> 49:04.000]  Okay, I want to finish up this hour with eight, nine minutes more of the Obama deception made in 2008, 2009.
[49:04.000 --> 49:12.000]  I started making it in October of 2008, released it in March of 2009.
[49:12.000 --> 49:17.000]  And here at the end of the film, I was going through what Obama and his controllers were going to do,
[49:17.000 --> 49:21.000]  and how they would bring in a new puppet later to replace him.
[49:21.000 --> 49:27.000]  And you notice that even mainline conservatives are saying Mitt Romney's a nightmare,
[49:27.000 --> 49:30.000]  that he's now really supporting Obamacare.
[49:30.000 --> 49:32.000]  Well, of course, he helped write it.
[49:32.000 --> 49:34.000]  The banks that control him did.
[49:34.000 --> 49:36.000]  We're in a lot of trouble, ladies and gentlemen.
[49:36.000 --> 49:41.000]  A lot of evidence points towards Mitt Romney taking a dive for Obama because they're bought and paid for by the same interest.
[49:41.000 --> 49:43.000]  Who knows what's going to happen?
[49:43.000 --> 49:45.000]  It's like a Don King boxing match.
[49:45.000 --> 49:47.000]  Both horses are completely owned here.
[49:47.000 --> 49:50.000]  Both fighters are completely owned here.
[49:50.000 --> 49:53.000]  This is like WWF or WWE.
[49:53.000 --> 49:56.000]  Then we're going to come back and go to journalist Dan Fite.
[49:56.000 --> 50:02.000]  He's the guy a few months ago broke that the police were giving drugs to people to make him informants.
[50:02.000 --> 50:04.000]  And then the media said, oh, that couldn't be true.
[50:04.000 --> 50:06.000]  The state police said, we know nothing in Minnesota.
[50:06.000 --> 50:07.000]  Turned out it was all true.
[50:07.000 --> 50:09.000]  It became national news.
[50:09.000 --> 50:11.000]  He's really good at ferreting out documents.
[50:11.000 --> 50:15.000]  This army document turned out was public, but not on the web.
[50:15.000 --> 50:19.000]  And it's an army document where they're training for gun confiscation.
[50:19.000 --> 50:22.000]  They call it gun evacuation from your home or your business.
[50:22.000 --> 50:25.000]  And for shooting you if you protest.
[50:25.000 --> 50:32.000]  Again, the banksters really are pulling all the stops here because they're all going to go to prison.
[50:32.000 --> 50:35.000]  They either get total power, all their chips are in here.
[50:35.000 --> 50:37.000]  All their cards are on the table.
[50:37.000 --> 50:38.000]  They're committed.
[50:38.000 --> 50:40.000]  They're going for broke.
[50:40.000 --> 50:41.000]  Train left the station.
[50:41.000 --> 50:47.000]  They're either going to totally take over and win this or they're all going to jail like Bernie Madoff and Ken Lang.
[50:47.000 --> 50:53.000]  Again, I told you six years ago under Bush they were shipping guns into Mexico that he stabilized it.
[50:53.000 --> 51:00.000]  The last three and a half under Obama, they gave them hand grenades and stuff and then shipped them to drug gangs in the U.S.
[51:00.000 --> 51:01.000]  That's now coming out.
[51:01.000 --> 51:03.000]  We told you two years ago to blame the Second Amendment.
[51:03.000 --> 51:05.000]  That came out years after.
[51:05.000 --> 51:06.000]  I mean, it's not hard.
[51:06.000 --> 51:08.000]  They did it to blame the Second Amendment.
[51:08.000 --> 51:10.000]  And now they're doing it.
[51:10.000 --> 51:11.000]  How did I know?
[51:11.000 --> 51:18.000]  They admitted two years ago they had a gun walker program and were calling to restrict guns and ban semi-autos because of it, blaming the U.S.
[51:18.000 --> 51:30.000]  That's why it's public that the Attorney General and Janet Reno, Part Two, Big Sis, and Napolitano lied to Congress because we had their press conference just three years ago admitting the program.
[51:30.000 --> 51:34.000]  That's how I knew they were doing it to blame the Second Amendment because they were blaming it.
[51:34.000 --> 51:39.000]  They were already blaming the violence on the gun walker program and saying we've traced guns.
[51:39.000 --> 51:41.000]  Well, yeah, the 20,000 you shipped down there.
[51:41.000 --> 51:42.000]  They're terrorists.
[51:42.000 --> 51:43.000]  They're not Americans.
[51:43.000 --> 51:44.000]  They're globalists.
[51:44.000 --> 51:45.000]  They're crooks.
[51:45.000 --> 51:50.000]  And the fact that I'm on air and able to talk about this shows, they don't have all the power.
[51:50.000 --> 51:52.000]  They got the federal government.
[51:52.000 --> 51:53.000]  They've got parts of it.
[51:53.000 --> 51:54.000]  They've got some of the states.
[51:54.000 --> 51:56.000]  They don't have total power.
[51:56.000 --> 51:58.000]  They're the minority.
[51:58.000 --> 52:00.000]  The globalists are a small criminal group.
[52:00.000 --> 52:06.000]  But if they can use the propaganda and the media they control to get us to get in line, they're going to win.
[52:06.000 --> 52:08.000]  And this country's going down.
[52:08.000 --> 52:16.000]  And what other army documents have come out in the last two months that we broke and that the Pentagon responded to and said, yeah, those are real.
[52:16.000 --> 52:18.000]  And you're not supposed to have them.
[52:18.000 --> 52:19.000]  Look it up.
[52:19.000 --> 52:28.000]  Reeducation camps in America for people that don't like the New World Order.
[52:28.000 --> 52:29.000]  Oh, yeah.
[52:29.000 --> 52:33.000]  And just because they're dreaming of it doesn't mean they'll be able to execute it.
[52:33.000 --> 52:35.000]  We've got to be in its face.
[52:35.000 --> 52:36.000]  I believe you have courage.
[52:36.000 --> 52:41.000]  I believe that when you hear the facts, you're going to get angry, focused, and take action and speak out.
[52:41.000 --> 52:42.000]  I believe in you.
[52:42.000 --> 52:44.000]  People say, Alex, stop trying to scare people.
[52:44.000 --> 52:45.000]  What, are you cowards?
[52:45.000 --> 52:48.000]  Look, I discovered this and took action against it.
[52:48.000 --> 52:50.000]  And look what I've been able to do, thanks to your support.
[52:50.000 --> 52:57.000]  And other stations around the country that have owners and managers that understand this is real and care about this country and aren't cowards.
[52:57.000 --> 52:58.000]  Plus they get giant ratings.
[52:58.000 --> 53:00.000]  Wow, they do the right thing and win.
[53:00.000 --> 53:02.000]  Yeah, that's what it's all about.
[53:02.000 --> 53:06.000]  Four bears in 1776 did the right thing and won big time.
[53:06.000 --> 53:08.000]  We are winners, not losers.
[53:08.000 --> 53:10.000]  But we're the main enemy of the New World Order.
[53:10.000 --> 53:14.000]  We've been there engine since they captured us, but no more.
[53:14.000 --> 53:15.000]  We're breaking free.
[53:15.000 --> 53:16.000]  We're breaking the trance.
[53:16.000 --> 53:18.000]  Here's a few more minutes of Obama deception.
[53:18.000 --> 53:23.000]  We'll take you out to the next hour and we'll come back with our guest Dan fight.
[53:23.000 --> 53:28.000]  And then I'll premiere here on air one of the most powerful reports we've ever produced.
[53:28.000 --> 53:31.000]  Humanity's greatest secret, dreams of the universe.
[53:31.000 --> 53:32.000]  You want solutions?
[53:32.000 --> 53:33.000]  We've got them.
[53:33.000 --> 53:34.000]  Realize your greatness.
[53:34.000 --> 53:36.000]  There's a little bit more of the Obama deception.
[53:36.000 --> 53:41.000]  Nadia Counter says it wasn't easy being treated as a possible threat to national security.
[53:41.000 --> 53:45.000]  I picked up my child to give him a hug and tell him, you know, it's okay, we're doing fine.
[53:45.000 --> 53:47.000]  And they reported to me that I was not allowed to touch him.
[53:47.000 --> 53:55.000]  He was a security risk and they had to re-search me to make sure that I had not obtained any materials from him.
[53:55.000 --> 54:00.000]  Number four, massive restrictions on the First Amendment guarantee of free speech.
[54:00.000 --> 54:08.000]  The president, Congress and the FCC have announced plans to not only curtail speech on talk radio and newspapers,
[54:08.000 --> 54:10.000]  but to also regulate speech on the internet.
[54:10.000 --> 54:11.000]  And they're trying it now.
[54:11.000 --> 54:13.000]  The Newellian named fairness doctor.
[54:13.000 --> 54:14.000]  And they're trying it right now.
[54:14.000 --> 54:23.000]  The Obama machine is also pressuring Congress to pass dr. Coney and hate speech laws that will eviscerate the First Amendment.
[54:23.000 --> 54:31.000]  Number five, they plan to further federalize health care so that the government can dictate what kind of care citizens receive.
[54:31.000 --> 54:44.000]  Modeled after the British system, this includes a rationing care and restricting what procedures the handicapped and elderly are eligible for.
[54:44.000 --> 55:00.000]  Number six, Obama is already pushing to expand the Department of Defense budget and to station more U.S. troops overseas to encircle Russia, China, Iran.
[55:00.000 --> 55:11.000]  As well as setting up bases in Africa under the pretext of humanitarian aid and dominate and occupy Africa through AFRICOM.
[55:11.000 --> 55:15.000]  So we're taking your phone call seeing what you think of Barack H. Obama.
[55:15.000 --> 55:16.000]  Is he a Judas Code?
[55:16.000 --> 55:17.000]  Is he a frontman?
[55:17.000 --> 55:18.000]  Is he a betrayer?
[55:18.000 --> 55:20.000]  Let's go to Anthony and Georgia.
[55:20.000 --> 55:22.000]  Anthony, what's your take on Barack Obama?
[55:22.000 --> 55:32.000]  They put the face of Barack Obama as part of their public relations because it's like the old folk tales about vampires.
[55:32.000 --> 55:35.000]  A vampire cannot force his way into somebody's house.
[55:35.000 --> 55:38.000]  It's against some kind of metaphysical law.
[55:38.000 --> 55:44.000]  So the vampire has to persuade the resident of the household to open the door and invite him in.
[55:44.000 --> 55:50.000]  So they're going to look at the people at Barack Obama, which looks like them and appears to be on their side.
[55:50.000 --> 55:52.000]  They're going to say, okay, here's my ally.
[55:52.000 --> 55:56.000]  Let me open the door and let me let this person in.
[55:56.000 --> 56:07.000]  And then Barack Obama is just, of course, a frontman for the American Empire, where he's going to have the entire U.S. Navy, the entire U.S. Army, and the entire U.S. Marines under AFRICOM command.
[56:07.000 --> 56:12.000]  And, of course, he's going to turn it into a new Iraq and he's going to turn it into a new Afghanistan.
[56:12.000 --> 56:20.000]  Everything, every operation that you see going on in Iraq and Afghanistan is going to propagate to the poor countries of Africa.
[56:20.000 --> 56:23.000]  Well, sir, sir, I agree with you.
[56:23.000 --> 56:24.000]  They're looking to the people.
[56:24.000 --> 56:27.000]  They see a handsome, smiling African face.
[56:27.000 --> 56:29.000]  You know, he's all, hey, I'm from Kenya.
[56:29.000 --> 56:31.000]  And then it's a total bait and switch.
[56:31.000 --> 56:38.000]  It's the same thing here in the United States where they would get sell out Native American chiefs to sell out their people.
[56:38.000 --> 56:46.000]  This is the oldest trick in the book and he can also pacify the most downtrodden minority groups in the United States.
[56:46.000 --> 56:48.000]  And he's saying, hey, get ready for sacrifice.
[56:48.000 --> 56:49.000]  Get ready to lose your standard of living.
[56:49.000 --> 56:51.000]  They're like, yay, I love Obama.
[56:51.000 --> 56:54.000]  They could never get away with this with a John McCain.
[56:54.000 --> 56:56.000]  Obama basically does a couple of things.
[56:56.000 --> 57:03.000]  One is, again, this idea, kick the Chinese out of Africa, kick them out of Sudan where they get oil, kick them out of Zimbabwe where they get raw materials,
[57:03.000 --> 57:08.000]  start a civil war in Congo, another big source of raw materials.
[57:08.000 --> 57:15.000]  El Qaeda, an arm of the U.S. intelligence community, is now active in Algeria, Tunisia, Morocco.
[57:15.000 --> 57:19.000]  You've got a destabilization going on in Kenya around Odinga.
[57:19.000 --> 57:20.000]  That's Obama's cousin.
[57:20.000 --> 57:27.000]  This is a guy who has two children, they're Obama's niece and, well, nephew in a broad sense.
[57:27.000 --> 57:32.000]  And one of them is named Raul and the other one is named Winnie after Winnie Mandela, but did the next...
[57:32.000 --> 57:34.000]  All right, folks.
[57:34.000 --> 57:38.000]  Second hour is only minutes away.
[57:38.000 --> 57:40.000]  That's just part of the Obama deception.
[57:40.000 --> 57:41.000]  It's free online.
[57:41.000 --> 57:43.000]  The Obama deception.
[57:43.000 --> 57:44.000]  See it.
[57:44.000 --> 57:45.000]  Give it to others.
[57:45.000 --> 57:50.000]  It's the key to understanding the foreign banking takeover of America.
[58:15.000 --> 58:18.000]  Additional fluoride filters can reduce fluoride up to 95%.
[58:18.000 --> 58:20.000]  Easy to set up and use.
[58:20.000 --> 58:21.000]  Doesn't require electricity.
[58:21.000 --> 58:24.000]  Purify water from lake streams, ponds, and wells.
[58:24.000 --> 58:27.000]  This filter system leaves in beneficial minerals, which is key.
[58:27.000 --> 58:32.000]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[58:32.000 --> 58:34.000]  Propure is the best gravity-fed filter out there.
[58:34.000 --> 58:36.000]  It's what my family uses.
[58:36.000 --> 58:42.000]  Infowars.com already has the lowest price on propure, but if you add the promo code water at checkout,
[58:42.000 --> 58:45.000]  you get an additional 10% off and infowars.com.
[58:45.000 --> 58:50.000]  You can also call to order 888-253-3139.
[58:50.000 --> 58:57.000]  If you want an American company with American products made by Americans,
[58:57.000 --> 59:00.000]  here is the Cow Bend Soap Company.
[59:00.000 --> 59:04.000]  Alex and his staff have used these pure soap products for years.
[59:04.000 --> 59:09.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils
[59:09.000 --> 59:11.000]  that are earth-friendly and safe.
[59:11.000 --> 59:14.000]  See them on the web at 5starsoap.com
[59:14.000 --> 59:19.000]  or call 800-340-7091 for a free catalog.
[59:19.000 --> 59:25.000]  Buy the one to two-month sample package and enjoy soaps that are twice as good as what you're using now.
[59:25.000 --> 59:30.000]  Or save big with a one to two-year supply of soaps for all your cleaning needs.
[59:30.000 --> 59:32.000]  This is an amazing deal.
[59:32.000 --> 59:37.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[59:37.000 --> 59:41.000]  See them on the web at 5starsoap.com
[59:41.000 --> 01:00:08.000]  or call 800-340-7091 for a free catalog.
[01:00:11.000 --> 01:00:22.000]  The Banksters are white-collar criminals, fraudsters.
[01:00:22.000 --> 01:00:24.000]  They know what they're doing.
[01:00:24.000 --> 01:00:28.000]  They took over Europe hundreds of years before they took over the United States.
[01:00:28.000 --> 01:00:30.000]  Very same cartel systems.
[01:00:30.000 --> 01:00:33.000]  Finance both sides of a war.
[01:00:33.000 --> 01:00:38.000]  Push social welfare nets really to control society, create a dependent class.
[01:00:38.000 --> 01:00:41.000]  They know exactly what they're doing.
[01:00:41.000 --> 01:00:49.000]  And now they've gotten the pension funds, the city funds, the county funds, the water district, the school district, everything invested in the fraud.
