[00:00.000 --> 00:27.000]  Infowars, tomorrow's news, today.
[47:04.920 --> 47:06.360]  it's alex jones
[47:15.960 --> 47:21.160]  and we are back on this live tuesday broadcast i'm coming to you from steven crowder's control
[47:21.160 --> 47:25.000]  room appreciate them setting me up to do this i again co-hosted with him this morning i'll be
[47:25.000 --> 47:30.680]  co-hosting with him uh tomorrow as well i'll destroy it riding shotgun dr judy mikovits coming
[47:30.680 --> 47:35.720]  up with huge news next hour silk of diamonds and silk and more but seriously to all the new
[47:35.720 --> 47:39.880]  viewers tuning in i know you already know this but this is a revolutionary act we're doing here
[47:40.840 --> 47:49.800]  and i get upset when in pakistan or in africa african nations and other places the un with
[47:49.800 --> 47:56.280]  the billgate sponsored program is giving people polio and going oopsie oh it was oopsie with
[47:56.280 --> 48:04.440]  benny grace hamlin in 1954 or five whatever it was it was oopsie in the 60s and 70s and 90s
[48:04.440 --> 48:10.360]  and 2000s and they do it over and over again and it's oopsie oopsie oopsie oopsie oopsie it's not
[48:10.360 --> 48:17.960]  oopsie it's smoking gun and the un got caught they admit adding it to tetanus shots a female
[48:17.960 --> 48:22.280]  hormone released to the second trimester so the body has an autoimmune response and attacks and
[48:22.280 --> 48:27.880]  kills the baby you say well well maybe there's too many people they're killing you too they
[48:27.880 --> 48:33.400]  targeted my grandmother they're coming after everybody so i care about the africans and i
[48:33.400 --> 48:37.800]  care about everybody else ladies and gentlemen and that is the reality and that's why i get so
[48:37.800 --> 48:44.760]  upset about this that again they're normalizing just oh it's abc news ap we gave you polio sorry
[48:44.760 --> 48:48.680]  oh it killed a bunch of people made a bunch of people sick oopsie we got more shots for you
[48:49.240 --> 48:55.480]  what company what industry what business what what nation what government gets away with this over
[48:55.480 --> 49:01.720]  and over again it's the un it's the imf it's the world bank it's the central banks they are literally
[49:01.720 --> 49:05.880]  playing god you can say well there are too many people okay well you're getting targeted too
[49:07.160 --> 49:11.160]  and they're using the pretext of this to have total control and now they've gotten the doctors
[49:11.160 --> 49:16.120]  and the lawyers and the scientists and industries and the media paid off and on board with this
[49:16.120 --> 49:19.560]  covid rollout that's what i'm telling you is they've been giving poison shots to people in
[49:19.560 --> 49:25.480]  latin america and in africa and asia now they're going to give you the poison shots openly and
[49:25.480 --> 49:30.680]  run the same game plan because they got away with it and that's why dr redfield now coming out on
[49:30.680 --> 49:35.000]  another television program and i've got the quotes right here we're going to play the clip in a minute
[49:35.000 --> 49:41.160]  the former cdc director saying the pandemic was caused by science the so-called science
[49:41.160 --> 49:45.160]  were supposed to worship and what he said in front of congress that the u.s. government cooked it
[49:45.160 --> 49:50.280]  up obama cooked it up it was illegal there was a scandal in 2015 that we told you about they moved
[49:50.280 --> 49:56.360]  it to wuhan so the plausible liability they released it to bring down trump he stabilized
[49:56.360 --> 50:00.520]  america to bring in the un to bring in the lockdowns to bring in the social credit score
[50:00.520 --> 50:05.480]  to bring in the universal basic income to bring in the vaccine passports to bring it all in and
[50:05.480 --> 50:10.680]  that's what they're doing now with the banking crisis they've engineered we'll get the dr redfield
[50:10.680 --> 50:13.880]  in a moment but oan i was really glad when you were filling in for me when they were getting
[50:13.880 --> 50:17.240]  everything set up today in the first 15 minutes that you brought this up without me bringing it
[50:17.240 --> 50:22.920]  up to you because you realize it's so important why is this story so important oan well alex i think
[50:22.920 --> 50:29.160]  it's hard for people to comprehend this but we're in the science fix in future it's just not flying
[50:29.160 --> 50:36.840]  cars and jetpacks and pill formed meals it's the enslavement of mankind and that's what this is
[50:36.840 --> 50:42.280]  all about it's depopulation it's degradation it's your city's falling apart you're funding a war
[50:42.280 --> 50:47.240]  in a country you can't even locate on a map this is the science fiction future that we're in not
[50:47.240 --> 50:52.600]  the one we were promised on television and so i think it's hard for people to comprehend something
[50:52.600 --> 50:59.960]  that's so difficult as population control or they might be getting targeted to be killed
[51:01.080 --> 51:07.800]  in this population control agenda so yeah i mean when you see this oh the vaccines are
[51:07.800 --> 51:12.760]  killing people oh i was told i have to have a vaccine mandated so that i can go to work well
[51:12.760 --> 51:17.400]  then yeah that's going to be a problem and i have to tell you alex i was one of the many that was
[51:17.400 --> 51:21.960]  tuned in watching you and crowded this morning and you guys were cracking me up i gotta tell you
[51:21.960 --> 51:27.240]  you guys were definitely cracking me up and it's it's good to see you having a good time and it's
[51:27.240 --> 51:33.160]  even better to see that free speech is winning they really thought that they could intimidate
[51:33.880 --> 51:40.040]  you steven crowder donald trump anybody else into shutting their mouths and you didn't you didn't
[51:40.040 --> 51:45.320]  you didn't shut your mouth you didn't give up you didn't give in and they probably underestimated
[51:45.320 --> 51:50.200]  i think the fight and the will of the american people and i think we're hopefully about to have
[51:50.200 --> 51:55.800]  our major renaissance and maybe that pivotal moment is among us now alex well that's exactly
[51:55.800 --> 52:00.360]  my point you just i was having some fun you know i'll the old cartoon i'll crush your head or whatever
[52:00.360 --> 52:04.840]  because i'm big on the big screen here it's not gonna be in goofy but absolutely it's the best
[52:04.840 --> 52:09.000]  of times it's the worst of times the world's waking up free speech is starting to win but then
[52:09.000 --> 52:14.360]  we're also facing the horror that they're normalizing giving us poison shots on record
[52:14.360 --> 52:20.760]  since the 1950s they do it every decade over and over and over and over again owen let's go
[52:20.760 --> 52:24.520]  ahead and go to dr redfield with some of his latest statements they're so scared of this
[52:25.080 --> 52:29.400]  but i took this position because i feel very strongly that we need to have a moratorium on
[52:29.400 --> 52:36.360]  gain of function research i told you that the great pandemic is coming i think it's gonna come
[52:36.360 --> 52:42.440]  not from spillover it's gonna become from gain of function research or intentional bioterrorism
[52:42.440 --> 52:48.360]  right it's going to be a bird flu virus that is manipulated to be able to transmit human to
[52:48.360 --> 52:53.480]  human very similar to what we saw with the covid you know in 2014 that laboratory published
[52:53.480 --> 52:58.200]  that they finally learned how to take their covid virus and have it bind to the h2 receptor
[52:58.200 --> 53:02.920]  and humanized mice and therefore could go human to human i mean they did the experiments they
[53:02.920 --> 53:10.920]  published them and in 2014 and in now we see that there's a covid virus which is i think
[53:10.920 --> 53:15.400]  has a number of signature sequences in it that aren't normal the fear and cleavage site
[53:15.400 --> 53:21.320]  the fact that they use the nucleotide triplet for arginine that humans use not bats use the fact
[53:21.320 --> 53:26.840]  that covid right now can barely infect bats but can infect humans i should tell you that
[53:26.840 --> 53:32.280]  there's a lot of evidence that this virus was manipulated to be able to be highly transmissible
[53:32.280 --> 53:37.560]  among humans i think it was done probably as part of a the bio defense program that largely
[53:37.560 --> 53:43.080]  was trying to make a vaccine vector that would be used for good purposes but unfortunately that
[53:43.080 --> 53:49.720]  virus escaped and it was highly transmissible for you humans and you saw in the time it escaped
[53:49.720 --> 53:55.400]  which was probably somewhere in the september time frame you remember in september that laboratory
[53:55.400 --> 54:01.400]  did three things they changed the management from the military the civilian to military they
[54:01.400 --> 54:06.760]  deleted all the sequences of the viruses and they put a contract in for a new ventilation system
[54:06.760 --> 54:11.880]  that's about the same time they began to see some illness in the area so i think that's when
[54:11.880 --> 54:18.600]  the epidemic started and i do think to gain a function research moratorium is something
[54:18.600 --> 54:26.040]  should happen it shouldn't be decided just by scientist i have to be a scientist but we shouldn't
[54:26.040 --> 54:32.360]  decide this ourselves there should be a broader debate of society whether this research needs
[54:32.360 --> 54:38.680]  to be done or not tony will argue it needs to be done collins will argue it needs to be done
[54:38.680 --> 54:43.560]  not that's not i think that debate should know tony argues they're not doing it and lies to
[54:43.560 --> 54:49.640]  congress it says he isn't let's explain they made a five virus chimeric mutant creation
[54:50.280 --> 54:55.000]  that would have never shown up in nature totally impossible and then they happened to just so
[54:55.000 --> 55:01.960]  develop a vaccine for what they released they obviously did it on purpose we're going to go to
[55:01.960 --> 55:06.280]  break here come back with Owen shroyer and morgan his take on the situation the next five minutes
[55:06.280 --> 55:10.920]  the dr judy mikovits is going to be joining us she's always a fire guest an incredible whistleblower
[55:10.920 --> 55:15.720]  who knows fouts he's exposing for decades this is so critical because all the world war three news
[55:15.720 --> 55:21.640]  is important and all the making news is important but the medical cartel the un used to bring in
[55:21.640 --> 55:27.640]  this tyranny and this power grab must be brought to justice or they'll do it again and they are
[55:27.640 --> 55:32.920]  doing it again with the polio and it's always the same players bill gates and others please
[55:32.920 --> 55:37.400]  remember folks we're listeners supported you keep us on air we're not subscriber based everybody
[55:37.400 --> 55:41.960]  does this subscriber based thing we're not subscriber based we're free to air we stay on
[55:41.960 --> 55:47.880]  air by selling great products at infowarstore.com we have amazing nitric boost the dr mikovits made
[55:47.880 --> 55:51.880]  a best seller which he was on three months ago plugging oh your formula is amazing what does
[55:51.880 --> 55:55.720]  your heart and blood your overall health this is the best formula out there everybody should get it
[55:55.720 --> 56:01.640]  well nitric boost is at infowarstore.com it's just a clone of a nationwide best seller that
[56:01.640 --> 56:07.240]  authorized us uh to private label it with its in stock rate of ship nitric boost infowarstore.com
[56:07.240 --> 56:11.160]  our cbd oil has been tested by third parties we've been asked them to they reported on it
[56:11.160 --> 56:15.720]  they said well this is one of the highest grades out there uh we sell it for more than 50 off
[56:15.720 --> 56:20.760]  when everybody else sells it for infowarstore.com for the best cbd oil amazing for your neurological
[56:20.760 --> 56:25.000]  system amazing for your brain amazing for your joints and bones everybody young adults be taking
[56:25.000 --> 56:29.880]  cbd oil no thc doesn't get you high but those incredible things in the body god gave us an
[56:29.880 --> 56:38.440]  amazing plan with these um things that are in it so get your cbd oil at infowarstore.com or
[56:38.440 --> 56:44.200]  triple eight two five three three one three nine and the new turmeric toothpaste that my dad designed
[56:44.200 --> 56:47.560]  that's got a bunch of essential oils with a great compound so good for your tea so good for your
[56:47.560 --> 56:52.600]  gums uh the problem is he did a limited order so the current sales rates it's going to sell out in
[56:52.600 --> 56:58.040]  two weeks so if you want your turmeric toothpaste and find the show and see how amazing it is go to
[56:58.040 --> 57:03.400]  infowarstore.com but if you don't want something to sell outside of for auto ship get 10 off the
[57:03.400 --> 57:07.400]  ship's a month two months up to nine months you just click the thing what you want cancel anytime
[57:07.400 --> 57:13.400]  you get 10 off on that future order it doesn't charge you till it ships 10 off on auto ship
[57:13.400 --> 57:18.360]  infowarstore.com and that's how we stay on air bring you great products that enrich your life and
[57:18.360 --> 57:22.520]  empower you and your family but also fund us independently we're not backed by george soros
[57:22.520 --> 57:27.480]  we're backed by viewers unless it's like you our number two oh shroy is going to host the next five
[57:27.480 --> 57:32.040]  minutes for other points he'd like to make i'm going to come back with dr judy mikovitz and
[57:32.040 --> 57:36.280]  hit all of it and so much more i'm not going to talk about covid with her i'm going to get her
[57:36.280 --> 57:41.960]  take on world war three the ukraine situation the banking crisis the censorship the control it all
[57:41.960 --> 57:49.480]  ties together our number two straight ahead want to welcome all the new viewers the fight against
[57:49.480 --> 57:54.360]  the new world order is now the top story in the world the globalist are in deep trouble but they're
[57:54.360 --> 57:59.800]  striking back with all their deep state operatives to shut down info wars and other truth tellers
[57:59.800 --> 58:05.400]  like james o' keith tucker carlson account with others so please pray for us now more than ever
[58:05.400 --> 58:09.720]  spread the word about the broadcast and get great products to keep us on air and funder operation
[58:09.720 --> 58:14.280]  while at the same time enriching your life now we've got three new products available at info
[58:14.280 --> 58:19.560]  war store dot com and a best-seller back at stock we have the amazing dr jones naturals turmeric
[58:19.560 --> 58:24.600]  toothpaste it's so much more find out more at info wars war dot com we have the ashwagandha root
[58:24.600 --> 58:29.400]  pills with black powder extract to accelerate your libido stamina testosterone we have pure
[58:29.400 --> 58:34.120]  ashwagandha gummies at info war store dot com as well these are all the highest quality products
[58:34.120 --> 58:38.920]  the prebiotic is now finally back at stock they're all there at info war store dot com so please
[58:38.920 --> 58:44.840]  take action now enrich your life empower your body and keep us on air please take action now info
[58:44.840 --> 58:56.120]  war store dot com humanity is in a fight for its very life and info wars for decades has been at
[58:56.120 --> 59:01.880]  the very forefront of the fight for a pro human future we can't stay on air without your help and
[59:01.880 --> 59:05.400]  i want to thank you all for your past support and i want to encourage those of you that have never
[59:05.400 --> 59:10.440]  bought products at info wars store dot com to go there and experience how amazing these products
[59:10.440 --> 59:17.000]  really are ultimate bone broth finally sold out for over two years back in stock real red pill plus
[59:17.000 --> 59:22.680]  simply amazing nitric boost what it does for your heart and cardiovascular critical all these
[59:22.680 --> 59:27.240]  products like ultimate krill oil ultimate fish oil super melt vitality they're all available
[59:27.240 --> 59:33.000]  at in stock ready to ship to you right down info wars store dot com and the final 1200 signed copies
[59:33.000 --> 59:36.200]  of my book the great reset in the world for the world and i'm not going to sign any more after
[59:36.200 --> 59:40.600]  that are explicitly available at info war store dot com as well in the last month i got a little
[59:40.600 --> 59:44.600]  busy so i didn't sign the books we didn't have them for sale but now i signed the last books you
[59:44.600 --> 01:00:07.080]  get them right now leading a frontal assault on the lies of the new world order it's alex jones
[01:00:14.600 --> 01:00:22.840]  second hour of the alex jones show alex will be rejoining us on the other side of this segment
[01:00:22.840 --> 01:00:30.920]  and if you're tuned in as many people are to the news today for the trump arrest watch trump
[01:00:30.920 --> 01:00:36.200]  indictment watch it looks like they're going to at least push this back delay this punt this
[01:00:36.200 --> 01:00:47.560]  this may be eventually just drop it all together such a reach that the federal prosecutors didn't
[01:00:47.560 --> 01:00:53.720]  even want to take these charges it took a loony tune democrat named alvin bragg even sigh vance
[01:00:54.600 --> 01:01:02.360]  when he was in charge of the same district didn't want to touch these charges so maybe it was an
[01:01:02.360 --> 01:01:11.240]  escape hatch maybe it was uh reigning him in but for all the big talk and i got a stack of the
[01:01:11.240 --> 01:01:18.280]  headlines here and it was all over the mid the mainstream news last night trump to be arrested
[01:01:18.280 --> 01:01:23.880]  trump finally going down walls are closing in this is the end is at the end of his campaign
[01:01:23.880 --> 01:01:32.120]  and his supporters can't support him now he's he's he's a criminal and now here we are today
[01:01:35.480 --> 01:01:36.360]  no arrest
[01:01:39.320 --> 01:01:43.320]  and then of course the response to all of this has been interesting to watch as well but
[01:01:44.440 --> 01:01:50.840]  we'll have more of that coming up later today i want to play this clip because i'm really amazed
[01:01:50.840 --> 01:01:56.520]  now this was one of the top clips on the internet yesterday so apparently the story is this clip
[01:01:56.520 --> 01:02:01.640]  is a couple years old and when fauci and bowser were going around dc trying to convince people to
[01:02:01.640 --> 01:02:07.320]  take the poison injection i mean my god what sickos what psychos and then scolding you when you
[01:02:07.320 --> 01:02:17.560]  didn't want to wow talk about rude apparently this is years old and it was so bad for the vaccine
[01:02:17.560 --> 01:02:23.640]  and for may uh mayor bowser that they canned it and made sure nobody could see it afterwards
[01:02:24.680 --> 01:02:28.200]  they said we're going to keep this so i don't know how it leaked out it's still unclear to me
[01:02:29.320 --> 01:02:35.720]  but it is a couple years old i believe is what the reports are and they basically said we're not
[01:02:35.720 --> 01:02:41.000]  going to release this footage it looks so bad well now it's been leaked out so there's a bunch
[01:02:41.000 --> 01:02:46.200]  of these clips like for example this one right here where this gentleman's house they go up to
[01:02:46.200 --> 01:02:53.480]  and he just schools them he schools them on the vaccine and then just de kembay matumbo rejects them
[01:02:54.520 --> 01:02:59.800]  i mean just couldn't have been done any better despite the bullying and then the rudeness
[01:03:00.840 --> 01:03:06.280]  from fauci and bowser but there's one clip that really should just live forever if if not that
[01:03:06.280 --> 01:03:12.040]  that clip of that gentleman it's this clip this is truly unbelievable from anthony fauci who funded
[01:03:12.040 --> 01:03:16.600]  the gain of function research and wants to blame you for the pandemic if you don't get a vaccine
[01:03:17.720 --> 01:03:23.000]  but if we don't if we don't make this into a timeless clip forever then that's on us here it is
[01:03:25.480 --> 01:03:32.280]  oh my god they're going to keep the outbreak smoldering in the country it's so crazy i mean
[01:03:33.240 --> 01:03:37.320]  they're not doing it because they say they don't want to do it they're republicans they don't like
[01:03:37.320 --> 01:03:42.760]  to be told what to do right and we've got to break that you know unpack that how you guys don't with
[01:03:42.760 --> 01:03:49.400]  vaccine so first he says oh you're responsible for the pandemic if you don't take a vaccine
[01:03:50.040 --> 01:03:54.200]  even though he's the one funding the gain of function research that caused the pandemic
[01:03:54.200 --> 01:04:01.080]  but that's just hilarious irony what's even better is republicans don't like being told what to do
[01:04:01.080 --> 01:04:09.800]  we need to break that quote republicans don't like being told what to do we need to break that
[01:04:11.560 --> 01:04:16.200]  i mean if you're the republican party how do you how are you not taking that clip
[01:04:17.640 --> 01:04:23.400]  and turning it into a remix and a dance song and spending millions on ads and playing it all over
[01:04:23.400 --> 01:04:32.040]  the news fouchy like the bad guy anthony fouchy one of the lowest approval ratings of any health
[01:04:32.040 --> 01:04:36.760]  official ever and that's actually one of the most trusted groups and polls and fouchy's the least
[01:04:36.760 --> 01:04:42.360]  trusted of them all and he just said republicans don't like being told what to do boy oh boy you
[01:04:42.360 --> 01:04:49.800]  know i got a feeling that's not just republicans maybe it's americans maybe it's you maybe it's me
[01:04:49.800 --> 01:04:57.000]  maybe it's alex jones coming up next maybe it's all of us that don't like being told what to do by
[01:04:57.000 --> 01:05:03.880]  rats like anthony fouchy ladies and gentlemen we have a new toothpaste that my dad a retired
[01:05:03.880 --> 01:05:10.680]  dentist and oral surgeon developed dr jones natural's tumor toothpaste that just came into stock
[01:05:10.680 --> 01:05:14.600]  and i gotta tell you i got samples for this months ago and it is amazing the way it makes
[01:05:14.600 --> 01:05:19.800]  your gums feel what it does to your mouth is insane we know turmeric is an antioxidant and
[01:05:19.800 --> 01:05:24.520]  anti-inflammatory and does such great things for the body then you add that with tea tree oil and a
[01:05:24.520 --> 01:05:31.080]  bunch of other essential oils it is just dynamite it is so good to detox and attack inflammation
[01:05:31.080 --> 01:05:36.200]  in your mouth i want to challenge everybody to try the new toothpaste at infillworkstore.com
[01:05:36.200 --> 01:05:41.560]  dr jones natural's turmeric toothpaste and while you're at it check out the new ashwagandha line
[01:05:41.560 --> 01:05:46.360]  of products we have ashwagandha with black pepper extract for your libido your testosterone
[01:05:46.360 --> 01:05:53.000]  in pill form and we have the pure ashwagandha root gummies as well now available at infillworkstore.com
[01:05:53.000 --> 01:05:57.640]  they're amazing products and they fund the info war take action now at infillworkstore.com
[01:05:57.640 --> 01:06:14.200]  live from the info wars.com studios you're listening to the alex jones show
[01:06:18.840 --> 01:06:24.360]  all right a few weeks ago when dr redfield former head of the cdc went public that we're still
[01:06:24.360 --> 01:06:29.240]  making such a big deal about this it can bring down the whole deep state when he went public and
[01:06:29.240 --> 01:06:34.120]  said look it was cooked up in a lab they covered it up it's gained a function all of that i said we
[01:06:34.120 --> 01:06:40.120]  got to get dr judy megowitz on the show asap she's a major insider running a lot of these big programs
[01:06:40.120 --> 01:06:45.800]  who exposed it more than a decade ago there's been major films made about her story she doesn't really
[01:06:45.800 --> 01:06:51.240]  a introduction but for new listeners who may not know who she is especially i was on steven
[01:06:51.240 --> 01:06:57.080]  crowded today he had a record large show with his new broadcast millions and millions of viewers
[01:06:57.640 --> 01:07:01.160]  he was very kind and told people to tune into my show today so a lot of those folks are tuned in
[01:07:01.160 --> 01:07:07.080]  maybe they don't know who dr judy megowitz is so i'd like her to recap her story what she went
[01:07:07.080 --> 01:07:11.640]  through what she witnessed and then what does she make of all this news coming out that indeed the
[01:07:11.640 --> 01:07:17.400]  shots are poisonous as she warned years ago that indeed it does erase your immune system it creates
[01:07:17.400 --> 01:07:23.400]  a a autoimmune disorder similar to AIDS they're calling it vades and and and where does she see
[01:07:23.400 --> 01:07:28.600]  this going and i want to tie it into the weaponization of the state against the people hearings the
[01:07:28.600 --> 01:07:33.960]  last two weeks the surveillance of doctors and scientists the censorship run by the white house
[01:07:34.840 --> 01:07:40.440]  against them and this organized crime operation and we'll tie it into all the other big news
[01:07:40.440 --> 01:07:45.400]  happening in the world today because she's not just a scientist and a amazing lady with a lot of
[01:07:45.400 --> 01:07:51.480]  courage and an author she is also somebody who's really smart about the general world so i want
[01:07:51.480 --> 01:07:59.000]  to pick her brain about that as well and we'll also again put her website on screen for everybody
[01:07:59.000 --> 01:08:10.120]  and she's on twitter at dr judy a mikovitz and that's a dr judy a m i k a m i k o v i t s and
[01:08:10.120 --> 01:08:16.680]  the real dr judy dot com so doc thanks for joining us today wow what would you call this moment in
[01:08:16.680 --> 01:08:21.320]  time we're in what do you make of all the revelations total vindication for you and others i know you
[01:08:21.320 --> 01:08:25.240]  don't want the vindication but you were warning before this happened it was going to happen we
[01:08:25.240 --> 01:08:29.080]  care about vindication because now people know we told the truth now we can i think can expose
[01:08:29.080 --> 01:08:32.360]  people behind this hopefully bring them to justice so they don't do it again
[01:08:32.360 --> 01:08:41.720]  yeah that's that's where we are and it's really not vindication at all because while i was held
[01:08:41.720 --> 01:08:49.240]  in jail as the really first political arrest by the by fauci at all as we know from our of our
[01:08:49.240 --> 01:08:55.240]  from our books plague plague of corruption in our our last book or our latest book which published
[01:08:55.240 --> 01:09:03.160]  in 2021 the ending plague a scholar's obligation in an age of corruption it tells the whole story
[01:09:03.160 --> 01:09:09.080]  every level of the government how this has been going on for more than 40 years so i was jailed
[01:09:09.080 --> 01:09:15.240]  as a felony fugitive from justice without so much as a parking ticket and arrest warrant on
[01:09:15.240 --> 01:09:23.320]  november 18th 2011 um and and the fugitive from justice was tony fauci's justice and so over the
[01:09:23.320 --> 01:09:30.920]  next five years while he held me silent and i'm not a cfs researcher i'm a cancer and aids researcher
[01:09:30.920 --> 01:09:43.080]  a drug developer my phd research solved hiv aids our 2009 uh paper science paper solved cfs showing
[01:09:43.080 --> 01:09:50.840]  the causes um were the gain of function studies that have been done since 1980 so where robert
[01:09:50.840 --> 01:09:59.400]  redfield is full of it um and and i say it like david martin said it a few days ago tell the truth
[01:09:59.400 --> 01:10:05.800]  the whole truth and nothing but the truth and you'll know that he and deva berks did a gain
[01:10:05.800 --> 01:10:14.520]  of function bio weapon in the 1990s for hiv injected the military um in this experimental
[01:10:14.520 --> 01:10:22.200]  program caused myalgic encephalomyelitis which is inflammation of the brain and muscle and um it
[01:10:22.200 --> 01:10:29.240]  wasn't hiv it was another virus another family of viruses that women and children were getting from
[01:10:29.240 --> 01:10:35.800]  a contaminated blood supply remember arthur ash remember ryan white remember you know for four
[01:10:35.800 --> 01:10:43.080]  decades four decades fauci said women and children can't get hiv you know they don't have aids
[01:10:43.080 --> 01:10:51.080]  therefore because hiv causes age none of these virus caused disease it's the purposeful purposeful
[01:10:51.720 --> 01:10:59.800]  dysregulation the purposeful causing of the strongest in our in our society the the strongest
[01:10:59.800 --> 01:11:05.720]  the athletes who we all know the injection the mandates they can't play their job they can't
[01:11:05.720 --> 01:11:11.880]  they can't play their sport they can't do their job this has been going on for four decades we
[01:11:11.880 --> 01:11:20.360]  solved it then we solved it with with peptide t with seramin with with um ozone therapies
[01:11:20.360 --> 01:11:26.440]  uh look at my doctor a lot of us aren't scientists like you are so i remember my dad actually back
[01:11:26.440 --> 01:11:30.760]  in the 80s because he he was a doctor and researcher he was saying all this same stuff i
[01:11:30.760 --> 01:11:33.800]  know it was the literature even then and then of course you were on the top researchers had
[01:11:33.800 --> 01:11:38.920]  exposed it really upset their apple card but but what are these other viruses what are they doing
[01:11:38.920 --> 01:11:45.160]  and then what's covered all about um they're they're all in the database they're all in you know
[01:11:45.160 --> 01:11:54.360]  they publish not only SARS-CoV-2 but dozens of viruses um hundreds in in the viromunky kidney
[01:11:54.360 --> 01:12:03.320]  cell line which is a continuously growing manufacturing plant since the 1960s that they've
[01:12:03.320 --> 01:12:10.920]  added all kinds of viruses this is where we grow our polio vaccines so they're injecting
[01:12:10.920 --> 01:12:19.400]  these animal human mouse monkey manufactured gain of function in every single polio shock
[01:12:19.400 --> 01:12:28.840]  since they created SARS-CoV-2 in 2004 the papers more at all in the journal of virology you see
[01:12:28.840 --> 01:12:35.560]  germany you see china you see harvard they don't release them they shipped it around the world
[01:12:35.560 --> 01:12:41.720]  when tony fouch he couldn't do gain of function in fort detrick he just prepared a little package
[01:12:41.720 --> 01:12:47.800]  of the cell lines with all the viruses and they shipped them around the world we all remember
[01:12:47.800 --> 01:12:55.800]  when they got caught with the mmr and the william thompson confession from the cdc fraud um this was
[01:12:55.800 --> 01:13:05.000]  the uh the del big tree the vaxed movie in 2014 you know fouch he just simply shipped ebola to
[01:13:05.000 --> 01:13:14.120]  Liberia and killed 21 000 innocent um black people by way of a vaccine program and they just
[01:13:14.120 --> 01:13:21.160]  continue to do it over and over again and he got caught and and all we needed was a smart doctor
[01:13:21.160 --> 01:13:27.720]  um who led this christian missionary team to go help them the book is called called for
[01:13:27.720 --> 01:13:34.280]  life in the biblical sense and it's in our get healthy store because unless we understand called
[01:13:34.280 --> 01:13:44.040]  for life um that you can cure um one smart doctor stopped that ebola outbreak with hydroxychloroquine
[01:13:44.040 --> 01:13:53.720]  saline infusions and prayer and now and then tony fouchy and obama um took dr kent brantley back
[01:13:53.720 --> 01:14:02.680]  to the cdc and they pretended like the magic antibody in um from san francis san diego the
[01:14:02.680 --> 01:14:09.880]  regeneran cured everybody and they just recycled it and called it covet and we know all of this
[01:14:09.880 --> 01:14:18.440]  and they weaponized our entire defense industry of in in the age of ronald reagan when they made
[01:14:18.440 --> 01:14:26.200]  everyone a defend a contractor and not a principal investigator or scientist so we were the weaponized
[01:14:26.200 --> 01:14:34.840]  hired guns and this is the story we show in 2021 the leading cause of death of women
[01:14:34.840 --> 01:14:44.440]  of childbearing age was h i v aid spread through a contaminated blood supply and vaccines and they
[01:14:44.440 --> 01:14:50.040]  never took it out that's what robert redfield and ed berber started with their little gain of
[01:14:50.040 --> 01:14:56.280]  function it was the j and j format where they put the plat where they put the spike the envelope of
[01:14:56.280 --> 01:15:03.160]  hiv in in a in a vector just like the j and j one and well i want to be clear i i i i've
[01:15:03.160 --> 01:15:07.720]  said redfield's a rat leaving a sinking ship but i think it is overall positive that he's admitting
[01:15:07.720 --> 01:15:13.080]  that covet's man made it and he's definitely got pressure on him to be doing something like that
[01:15:13.080 --> 01:15:16.200]  i want to get your take on that when we come back and then look at what you think they're
[01:15:16.200 --> 01:15:20.520]  going to do next and obviously all this news and we'll have the articles pulled up the current ones
[01:15:20.520 --> 01:15:26.920]  not the gold ones we'll show those two where abc news ap is reporting the new global polio outbreak
[01:15:26.920 --> 01:15:34.120]  is being caused by the vaccine bill gates yet again they do it over and over and over again
[01:15:34.120 --> 01:15:39.960]  and they get away with it it's just simply insane dr judy megawatts stay right there we'll be right
[01:15:39.960 --> 01:15:45.480]  back with you everybody should visit her website right now it's amazing information the real dr
[01:15:45.480 --> 01:15:52.040]  judy dot com finds all of her shows her writing her books her the films it's all there the real
[01:15:52.040 --> 01:15:59.400]  dr judy dot com and this platform info wars dot com having the real whistleblowers on most
[01:15:59.400 --> 01:16:11.480]  banned man in america alex jones i want you all to know something alex jones was right alex is
[01:16:11.480 --> 01:16:18.040]  right about far more things wrong alex has been right on for over a decade i don't care how your
[01:16:18.040 --> 01:16:25.160]  slice advice to flip it up or rub it down alex jones was right think about how frustrated we are
[01:16:25.160 --> 01:16:29.480]  if you've been awake for a year or two imagine being like an alex jones or those guys who've
[01:16:29.480 --> 01:16:35.960]  been awake for like decades alex jones called this years ago years ago alex jones never bought the
[01:16:35.960 --> 01:16:43.080]  russia hoax not for a second you are one of the great thinkers of this you are a martyr to the
[01:16:43.080 --> 01:16:49.080]  first amendment the government beers alex jones that's why the globalists hate me is because
[01:16:49.080 --> 01:17:01.800]  i'm exposing their corporate worldwide tyranny we now have three new game changing products
[01:17:02.520 --> 01:17:06.600]  they're in stock at info wars tour dot com and one of our best selling products sold up for over a
[01:17:06.600 --> 01:17:12.360]  year let's now back at stock our prebiotic does the any introduction was such amazing things
[01:17:12.360 --> 01:17:16.360]  your gut flora your overall health what it does is essential but read about it in four
[01:17:16.360 --> 01:17:22.360]  four dot com and now the fourth toothpaste as i'm my dad the last super big hits this one is really
[01:17:22.360 --> 01:17:27.240]  special it's turmeric concentrate with a bunch of other essential oils and so much more to take
