[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[37:17.280 --> 37:21.280]  Another device that somebody has come up that may offer some promise on that.
[37:21.280 --> 37:24.280]  But the bottom line is he didn't tell people that.
[37:24.280 --> 37:29.280]  He just basically said, there's no problem walking into the apartment if the patient is not there.
[37:29.280 --> 37:32.280]  That's not what somebody who worked in the country believes.
[37:32.280 --> 37:33.280]  Let's go to some of your calls now.
[37:33.280 --> 37:35.280]  Dallas Ebola Watch in Texas.
[37:35.280 --> 37:37.280]  You've been holding for a while.
[37:37.280 --> 37:39.280]  Go ahead.
[37:39.280 --> 37:40.280]  Mr. Nye, thank you.
[37:40.280 --> 37:43.280]  I wanted to break some news that I haven't seen in the media.
[37:43.280 --> 37:51.280]  And it's regarding the pharmaceutical companies that have been contracted by the Department of Defense under Project Biohazard.
[37:51.280 --> 38:03.280]  Technia Pharmaceuticals, on their website, they have information that in January 14, 2014, they began human Ebola clinical trials.
[38:03.280 --> 38:10.280]  So clinical trials of their product, PKM Ebola, in humans.
[38:10.280 --> 38:14.280]  And that was two months, obviously, before the outbreak.
[38:14.280 --> 38:22.280]  Technia is one of the companies that saw a 23% increase in their stocks.
[38:22.280 --> 38:32.280]  And I got basically because one of the companies listed as trying to find the treatment for this spontaneous outbreak.
[38:32.280 --> 38:34.280]  And it's actually listed.
[38:34.280 --> 38:35.280]  Go ahead.
[38:35.280 --> 38:38.280]  Yes, we're going to have a report on that in the next hour, actually.
[38:38.280 --> 38:44.280]  They not only began trials in January, but they also got a lot of money from Monsanto at that time.
[38:44.280 --> 38:50.280]  And they got a stock option, and that stock spiked 12 days before the Ebola outbreak in Guinea.
[38:50.280 --> 38:53.280]  The very first place that occurred this time was Notice.
[38:53.280 --> 38:57.280]  So there's some very interesting follow the money issues going on here.
[38:57.280 --> 39:05.280]  There's also an interesting contrast in hypocrisy, the way that they're pushing ZMAP as a panacea, as a miracle drug.
[39:05.280 --> 39:13.280]  It works on an antibody strategy, and yet at the same time, these blood transfusions, which operate on the same antibody strategy,
[39:13.280 --> 39:16.280]  are demonized as a black market that needs to be shut down.
[39:16.280 --> 39:22.280]  I think there's a lot of questions that need to be raised about what's going on with big pharmaceutical companies and the government.
[39:22.280 --> 39:30.280]  I'm very concerned that they're going to pronounce one of these as a miracle drug and coerce everybody into taking it.
[39:30.280 --> 39:31.280]  Yes, sir.
[39:31.280 --> 39:32.280]  Am I still on air?
[39:32.280 --> 39:33.280]  I'm sorry.
[39:33.280 --> 39:34.280]  Sorry, what was that?
[39:34.280 --> 39:36.280]  Oh, I was just wondering if I was still on air.
[39:36.280 --> 39:37.280]  Yes, you're sure.
[39:37.280 --> 39:38.280]  Go ahead.
[39:38.280 --> 39:39.280]  I'm awesome.
[39:39.280 --> 39:41.280]  I'm so glad to hear that you guys are looking into it.
[39:41.280 --> 39:43.280]  I expect nothing less from InfoWars.
[39:43.280 --> 39:51.280]  Dallas Ebola Watch is just a small little Facebook page that we started because we were concerned and we were falling and researching these things.
[39:51.280 --> 39:53.280]  So Technia Pharmaceuticals, look it up.
[39:53.280 --> 39:55.280]  Everyone, they're making money off this.
[39:55.280 --> 39:57.280]  The DOD contacted them to develop.
[39:57.280 --> 40:01.280]  And it's from the Zaire strain, which is odd.
[40:01.280 --> 40:11.280]  Another quick point is that on the CDC website, this outbreak is very, very odd because all of the CDC has a chronological history of the Ebola virus.
[40:11.280 --> 40:17.280]  And every previous outbreak started in one country.
[40:17.280 --> 40:19.280]  This is the only outbreak that started in multiple countries.
[40:19.280 --> 40:22.280]  And the nature of viruses, that's almost impossible.
[40:22.280 --> 40:24.280]  I'm not an expert, but I'm a critical thinker.
[40:24.280 --> 40:25.280]  Yes.
[40:25.280 --> 40:26.280]  That's ridiculous.
[40:26.280 --> 40:28.280]  How could it start at the same time in different countries?
[40:28.280 --> 40:31.280]  There's a lot of questions about...
[40:31.280 --> 40:32.280]  There's a lot of questions about the timing of this.
[40:32.280 --> 40:34.280]  Let me ask you before I go to the next caller.
[40:34.280 --> 40:35.280]  You're there in Dallas.
[40:35.280 --> 40:36.280]  You're watching this develop.
[40:36.280 --> 40:41.280]  How do you feel about Judge Jenkins and what he's been doing?
[40:41.280 --> 40:43.280]  Oh, my gosh.
[40:43.280 --> 40:52.280]  He's either complicit in this or he's just a puppet who's trying to politically posture himself for some further political aspirations.
[40:52.280 --> 40:54.280]  But I think he's an idiot.
[40:54.280 --> 40:58.280]  I might take on it exactly. I don't think they could put a finer point on it.
[40:58.280 --> 40:59.280]  Thank you so much.
[40:59.280 --> 41:00.280]  Let's go to Richard in Texas.
[41:00.280 --> 41:01.280]  Richard?
[41:01.280 --> 41:03.280]  Hey, yeah.
[41:03.280 --> 41:04.280]  This is always a great show.
[41:04.280 --> 41:07.280]  I've been a Sunday afternoon listener for probably four or five years.
[41:07.280 --> 41:10.280]  You know, I consider myself a constitutionalist.
[41:10.280 --> 41:13.280]  And I would say that the cream of the truth rises to the top.
[41:13.280 --> 41:15.280]  And now it's an impulse or a great example of that.
[41:15.280 --> 41:18.280]  You had two quick inquiries about the Ebola.
[41:18.280 --> 41:27.280]  And I find it very interesting that even though maybe it has not gone airborne, that it is indeed much more highly infectious than we've been led to believe.
[41:27.280 --> 41:34.280]  And that the World Health Organization seems to have more intense restriction on this than even our own Centers for Disease Control.
[41:34.280 --> 41:35.280]  And with that, I'll leave that to you.
[41:35.280 --> 41:36.280]  I'll just hang on the list.
[41:36.280 --> 41:38.280]  And thank you so much for taking the call.
[41:38.280 --> 41:39.280]  Well, I agree.
[41:39.280 --> 41:47.280]  I think that when you've got a disease that is doubling every couple of weeks, that they're looking at if it keeps up the same curve that it's going to affect.
[41:47.280 --> 41:55.280]  In fact, anywhere from five to 15% of the population in those two countries, I think that there's clearly something about it that they don't understand.
[41:55.280 --> 42:00.280]  It's not just the sanitation conditions in those countries or the lack of medical care.
[42:00.280 --> 42:01.280]  Look at the hundreds.
[42:01.280 --> 42:11.280]  It's well over 300 medical workers who have gone who are using all the protocols and procedures that are recommended as far as the conventional wisdom goes.
[42:11.280 --> 42:18.280]  I just read at the beginning of this segment, Nancy Wrightball, who was a nurse there saying she had no idea how she got that.
[42:18.280 --> 42:25.280]  Her best guess is that she touched something that a fellow co-worker who came down with Ebola had touched.
[42:25.280 --> 42:27.280]  That was the best guess that she could come up with.
[42:27.280 --> 42:37.280]  So there are ways that this is being transmitted that they don't really know because they're not controlling it even within their hospitals, even within their medical care workers.
[42:37.280 --> 42:38.280]  We're going to be right back.
[42:38.280 --> 42:40.280]  We're going to take some more of your calls.
[42:40.280 --> 42:48.280]  Of course, we've had the second person in Dallas now to come down with Ebola, the first person in the United States to contract Ebola within the United States.
[42:48.280 --> 42:49.280]  Stay with us.
[42:49.280 --> 43:17.280]  We'll be right back with your calls.
[43:17.280 --> 43:19.280]  You want the best that's out there at the lowest price anywhere?
[43:19.280 --> 43:21.280]  We now have the synergistic solution.
[43:21.280 --> 43:48.280]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[43:48.280 --> 43:55.280]  How long? Go to infidelbodyarmor.com, spelled I-N-F-I-D-E-L body armor dot com.
[43:55.280 --> 44:19.280]  Infidelbodyarmor just won't quit.
[44:19.280 --> 44:27.280]  We're here at a supermarket in Toledo. You can see the shelves empty where water once was.
[44:27.280 --> 44:36.280]  To stay safe and healthy during a crisis, you must have access to safe, clean water, water which will not be available at your local grocery store.
[44:36.280 --> 44:39.280]  There's a mad dash on right now to stock up on supplies.
[44:39.280 --> 44:49.280]  The ProPure Pro1 G2.0 water filtration system is a must-have for every modern, independently-minded household. Protect your family's safety during an emergency.
[44:49.280 --> 44:59.280]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 water filtration system or call 1-88-253-3139.
[44:59.280 --> 45:09.280]  What do you think about the FBI saying that there is a terror alert on Monday about a potential for hood situation?
[45:09.280 --> 45:23.280]  Whether it's the radio show, the news websites, documentary films, or the nightly news, infowars is the tip of the spear.
[45:23.280 --> 45:30.280]  It's up to us to set brush fires in the minds of men and women everywhere and that's what prisonplanet.tv is designed to do.
[45:30.280 --> 45:38.280]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[45:38.280 --> 45:42.280]  What we see now is a war against reality. It's a war against the truth.
[45:42.280 --> 45:51.280]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv and share their membership with up to 11 friends and family.
[45:51.280 --> 45:59.280]  Visit infowarsandnews.com today. Become a member, share your membership, and help take the info war to the next level.
[46:21.280 --> 46:33.280]  Welcome to the next generation of super high quality nascent iodine. Info wars life survival shield X2 is derived from 200 plus million year old salt solutions found more than 7000 feet below the earth's surface.
[46:33.280 --> 46:41.280]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives, genetically modified ingredients, and completely vegan.
[46:41.280 --> 46:57.280]  We even pre-screen our survival shield X2 iodine for radiation, pure, clean, and sourced from deep within the earth. X2 nascent iodine is available exclusively at infowarslife.com, infowarstore.com, or call 1-888-253-3139.
[47:11.280 --> 47:37.280]  You want to stop tyranny? Well so does he. Live from the info wars.com studios, it's Alex Jones.
[47:41.280 --> 47:49.280]  Welcome back to the Alex Jones Show. I'm David Knight, and we are taking your calls about the recent developments in Ebola.
[47:49.280 --> 48:01.280]  As we were just talking about the patient, it was now who was a nurse treating the Ebola patient. Thomas Duncan and Dallas has now come down with it and they say that she was following all the protocols.
[48:01.280 --> 48:16.280]  She had protective clothing. The CDC is insisting that her protocol wasn't followed, and yet we see people who have gone to Africa by the hundreds dying from Ebola, medical workers, doctors, unsure how they contracted this disease.
[48:16.280 --> 48:29.280]  They were following the protocols. I'm sure if you go to that country and you see some, if you've seen the pictures of people who have Ebola, the horrific blisters and just the condition that they're in, if you watch somebody that is contracted that,
[48:29.280 --> 48:36.280]  if you're treating those people, I would think you would use the utmost care to try to make sure that you don't contract that.
[48:36.280 --> 48:49.280]  I don't think people would treat it in the cavalier manner that we've seen Judge Jenkins illustrate in Dallas. I think they would be very much more concerned, very much more careful about this if they had actually treated people who came down with this.
[48:49.280 --> 49:03.280]  So my take on this from the beginning is that they are not telling us the truth about how it is transmitted or they don't understand it. We have seen a lot of doctors come out and say that they believe that the protocol that you could just,
[49:03.280 --> 49:13.280]  you can only get it if you come in direct contact with someone who is currently exhibiting symptoms. We've seen a lot of doctors pushing back on that now saying they don't believe that is true any longer.
[49:13.280 --> 49:19.280]  I think it's time for us to reassess that. I wanted to take some calls from people, especially people who were medical professionals.
[49:19.280 --> 49:27.280]  The next person on the line is William from Tennessee. He says he's a worldwide eye care provider. William, what does that mean?
[49:27.280 --> 49:29.280]  Hi, how are you doing?
[49:29.280 --> 49:32.280]  Hi. What does that mean that you're a worldwide eye care provider?
[49:32.280 --> 49:43.280]  Well, I do medical mission work all over the place. I'm from Africa, Haiti, South America, all over.
[49:43.280 --> 49:46.280]  And what did you want to say about the Ebola outbreak?
[49:46.280 --> 50:03.280]  Well, what I want to say basically is when I go to some of these countries, I see a lot of people dying from stuff that's so simply conquered here that it's not funny. I mean, that's just something that happens. It means that their healthcare system is just not up to par at all for one.
[50:03.280 --> 50:12.280]  Now, to let the stuff come here is kind of stupid because a lot of the countries do not even let me enter unless I have certain vaccinations.
[50:12.280 --> 50:22.280]  Yeah, it was interesting to see that as these Marines were touching down in Ebola, it was Liberian doctors who came out and took their temperature. We don't see that happening anywhere in the United States.
[50:22.280 --> 50:35.280]  Right. Now, I mean, I'm one of the ones who was in Florida during those hurricanes, and I've seen the fights for gas and stuff like that. And that judge that walked in that house is an idiot. I hate to say that.
[50:35.280 --> 50:47.280]  It was very reckless. That was very reckless behavior. I don't know if, listen, he's got an agenda. This guy may cut his teeth on open borders, and that's his agenda. He's up for reelection in a couple of weeks.
[50:47.280 --> 50:58.280]  People in Dallas need to take note of this, but absolutely what he did was recklessly modeling behavior that nobody should be that cavalier about with this disease Ebola.
[50:58.280 --> 51:10.280]  Yes. Now, for sure, I was a first responder in Haiti during those earthquakes, and I was right there when the press was lying or CNN was lying to the public.
[51:10.280 --> 51:21.280]  And they actually had to recant what they said because Dr. Sanjay Gupta said, oh, they're making all those first responders leave for security concerns, and we were just getting out of buses, getting our equipment off.
[51:21.280 --> 51:29.280]  And we was like, what? You know, and... No, you're kidding me. CNN was actually caught lying. I can't believe it.
[51:29.280 --> 51:40.280]  No, we've seen it. I don't know if you've seen it at Info Wars. We show it often. That clip where the outbreak of the First Gulf War, they were actually in the studio.
[51:40.280 --> 51:49.280]  They were putting on gas masks and helmets and pretending that they were under missile attack. I mean, it's a pretty funny clip, but they're running it now for anybody that's watching this.
[51:49.280 --> 52:00.280]  But yeah, we've caught CNN stretching the truth and fabricating the news quite a number of times, so I'm not surprised they did it. It's interesting to hear you give us yet another data point.
[52:00.280 --> 52:02.280]  Well, get ready. That's all I got to say.
[52:02.280 --> 52:07.280]  Yes. Well, thank you so much. Let's go to Jerry and Georgia. Jerry.
[52:07.280 --> 52:20.280]  Hi, David. I just wanted people to think that... I want to point out that the soldiers being sent over to Africa, they're nothing more than a mandatory control group for a clinical trial.
[52:20.280 --> 52:27.280]  I believe so. I believe so. We've seen that happen many times, haven't we, with the U.S. military? They've used them as guinea pigs.
[52:27.280 --> 52:37.280]  Yes, sir. Alex has documented many times, but also when I was sent overseas to Panama, you're given all kinds of inoculations. You don't know what you're given.
[52:37.280 --> 52:48.280]  Yeah, absolutely. Well, they just did it. They just did a major exercise where, Camp Lejeune, they said, well, we're going to run a drill that it's going to be in case a pandemic breaks out.
[52:48.280 --> 52:58.280]  And they gave 1,200 flu shots, they said to people. And you see the picture of it? The guy's not wearing gloves. It's given the flu shots. But they gave them 1,200 shots. They said it was a flu vaccine.
[52:58.280 --> 53:06.280]  We don't know what it was, right? And we also don't know when you get a flu vaccine. That's one of the things we talk about here at Info Wars over and over again.
[53:06.280 --> 53:14.280]  What is in the vaccine? What are the preservatives? What are the things that they use to accelerate it? Well, of course, it's things like mercury. It's things like formaldehyde.
[53:14.280 --> 53:21.280]  They're clear about that. They put all kinds of stuff in there. So apart from the whole idea as to whether or not vaccines work, we're going to have a report.
[53:21.280 --> 53:33.280]  I'm going to talk about some information that we have about this miracle drug, ZMAP. And we're going to take a look at the history of how pharmaceutical companies have been getting into this particular outbreak.
[53:33.280 --> 53:43.280]  It's very interesting, the timing. And it's very interesting, the hypocrisy of how they're selling something that is essentially based on the idea that you're going to give somebody's immune system a boost with antibodies.
[53:43.280 --> 53:52.280]  But instead of doing it with blood serum, they want to do it with an artificial genetically modified plant antibodies. And of course, that's where they're putting all their money.
[53:52.280 --> 54:00.280]  DARPA started it. DARPA helped to fund it. Big tobacco helped to fund it. The Gates Foundation is getting into it. So we're going to talk about that at six after.
[54:00.280 --> 54:07.280]  But I want to take your calls in this segment and in the next segment. Thank you, Jerry. Let's go to Alan in Florida. Alan?
[54:07.280 --> 54:16.280]  Hi, David. Two points. Remember when they brought in the infected doctor and the nurse who was with Samaritan's Purse?
[54:16.280 --> 54:17.280]  Yes.
[54:17.280 --> 54:26.280]  And they brought them to Emory University. The contractor on that was Phoenix there out of Carterville, Georgia, which is an interesting airline if you look up.
[54:26.280 --> 54:35.280]  They have a State Department contract to be transporting the Ebola patient. And they've also done a lot of work in the intelligence community.
[54:35.280 --> 54:50.280]  The second thing I want to mention was there was rumors. I'm going to say these are rumors because I have no evidence on the Internet back in August that there was something going on in Kenema, Sierra Leone.
[54:50.280 --> 54:58.280]  The rumor was that there was some sort of laboratory at a hospital and that they may have been involved in this Ebola outbreak.
[54:58.280 --> 55:09.280]  And that someone named Glenn Thomas with the World Health Organization was going to try to blow the whistle on a cover up there and then he was killed in the MH17 crash.
[55:09.280 --> 55:16.280]  Have you heard any of this? This has been debunked supposedly by Politifact. But is there anything to be looked at there?
[55:16.280 --> 55:31.280]  Well, I'm not sure. I mean, there was a report that was picked up. We picked it up by John Rappabor. It was also picked up in one of those countries talking about how they had shut down a medical research lab there that was working on Ebola that they were concerned about.
[55:31.280 --> 55:38.280]  So I'm not prepared to talk about that at the moment. And people can do their own research on that.
[55:38.280 --> 55:47.280]  Thank you. In terms of talking about contractors, though, as well, people have pointed out that if they wanted to build these facilities, they have contractors that they could send over.
[55:47.280 --> 55:56.280]  They don't need to send over thousands of troops. I really do believe that they're being used as guinea pigs, that they're being used to expose them and then, of course, bring that back.
[55:56.280 --> 56:04.280]  But don't worry. They've got your back. We've got Obamacare. We've got the VA. They've been there for us every time we need them, right?
[56:04.280 --> 56:16.280]  We're hearing that from Laurie Garrett, who is a writer. She works for the Council on Foreign Relations and, you know, she came out last week and said, hey, Obamacare is the way that we're going to keep track of this.
[56:16.280 --> 56:25.280]  That's key to controlling the Ebola outbreak is going to be Obamacare. I would say if that's true, it's game over man. We're done.
[56:25.280 --> 56:37.280]  Let's go to Ginger in Florida. Ginger. Hello, Ginger. Are you there? I think we've lost Ginger. Let's go to Shauna in Kentucky. Shauna.
[56:37.280 --> 56:39.280]  Hey, how's it going?
[56:39.280 --> 56:41.280]  Doing good. How are you? What did you want to talk about?
[56:41.280 --> 56:47.280]  Good. So, on my background, psychology, so I wanted to give you a little bit of a background on these killers because that's what they are.
[56:47.280 --> 56:58.280]  And, you know, it really goes back to 1776. I called in folks to Alex about this little baby code, and I just want to let people know because they might not understand this.
[56:58.280 --> 57:06.280]  But the year 1776, we have two sevens in the middle, the six on the end, the one on the end, that's another seven. That's three sevens.
[57:06.280 --> 57:12.280]  And the way the code works is, in fact, they wrote these sevens like they had a little end on them at the bottom.
[57:12.280 --> 57:21.280]  When you flip it, they look like two. And I noticed these, I've watched this code. The six is flipped over into nine, sevens into two, and then that one.
[57:21.280 --> 57:27.280]  And that nine, the two and the two, that's nine, ten, eleven, twelve, thirteen, fourteen, that's two more sevens.
[57:27.280 --> 57:31.280]  That is seven represents the good people like you, me, and Alex, the people that love life.
[57:31.280 --> 57:37.280]  And what these killers have done is they've used the code that we use to get away from Great Britain, to get out of slavery.
[57:37.280 --> 57:42.280]  And they use 663. All right, that's it. That's it. We're out of time for this segment. Thanks, Ginger. Interesting ideas.
[57:42.280 --> 58:08.280]  We're going to be back. Stay with us. We're going to talk at six after about the money trail. We're going to follow the money. Stay with us.
[58:13.280 --> 58:17.280]  Well, over a thousand types of mold in mildew linked to numerous conditions.
[58:17.280 --> 58:21.280]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[58:21.280 --> 58:31.280]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape, but that we can fight back against.
[58:31.280 --> 58:36.280]  Made with organic and wild cultivated herbs and manufactured in the U.S.A.
[58:36.280 --> 58:43.280]  The new Info Wars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[58:43.280 --> 58:49.280]  Now available exclusively at infowarslife.com or by calling toll 3888-2533139.
[58:49.280 --> 58:56.280]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[58:56.280 --> 59:00.280]  Most people know that iodine deficiency has been a crisis around the world.
[59:00.280 --> 59:06.280]  Iodine is key to so many of the body's functions, especially the thyroid.
[59:06.280 --> 59:14.280]  I discovered a product being developed by Dr. Group. You now know it as survival shield, true nascent iodine that your body can really absorb.
[59:14.280 --> 59:21.280]  Then about a year ago he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[59:21.280 --> 59:25.280]  And the results that I personally have had have been life changing.
[59:25.280 --> 59:30.280]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[59:30.280 --> 59:39.280]  This is innovating and the best part is it helps fund infowars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[59:39.280 --> 59:43.280]  For a limited time, experience the ancient power of survival shield X2.
[59:43.280 --> 59:59.280]  Take advantage of this unprecedented 30% off super detox special at infowarslife.com.
[01:00:13.280 --> 01:00:24.280]  Welcome back to the Alex Jones Show. I'm David Knight and we're taking your calls here.
[01:00:24.280 --> 01:00:29.280]  Of course, this is the day that we learned that a second person in Dallas has come down with Ebola.
[01:00:29.280 --> 01:00:32.280]  The first person in the United States to contract it in the United States.
[01:00:32.280 --> 01:00:35.280]  The second person to contract it outside of Africa.
[01:00:35.280 --> 01:00:38.280]  In both cases, they were nurses.
[01:00:38.280 --> 01:00:43.280]  In this particular case, they are very adamant that they followed all the procedures.
[01:00:43.280 --> 01:00:45.280]  They don't understand what's going on.
[01:00:45.280 --> 01:00:48.280]  But of course, the CDC says you must not have followed our protocols.
[01:00:48.280 --> 01:00:54.280]  Well, you know what? People who are following their protocols are still coming down with the diseases in Africa.
[01:00:54.280 --> 01:00:56.280]  They don't have it under control there.
[01:00:56.280 --> 01:00:59.280]  So the question is, do they really have a full protocol?
[01:00:59.280 --> 01:01:04.280]  And the first protocol is you don't bring people into the country who have it.
[01:01:04.280 --> 01:01:08.280]  You don't allow that kind of travel into the country that we've seen.
[01:01:08.280 --> 01:01:14.280]  Of course, they are not going to do anything to control travel, to even screen people who have been traveling.
[01:01:14.280 --> 01:01:16.280]  Because of course, that would be politically incorrect.
[01:01:16.280 --> 01:01:18.280]  We need to keep our borders open.
[01:01:18.280 --> 01:01:21.280]  And this is the result of keeping our borders open.
[01:01:21.280 --> 01:01:25.280]  It opens us to terrorism, to disease, to financial ruin.
[01:01:25.280 --> 01:01:30.280]  Because Obamacare, unlike what the lady from the Council on Foreign Relations told us,
[01:01:30.280 --> 01:01:32.280]  Obamacare is not going to solve Ebola.
[01:01:32.280 --> 01:01:36.280]  The two of those combined will destroy this country financially,
[01:01:36.280 --> 01:01:40.280]  as well as by the millions of people dying if it gets out.
[01:01:40.280 --> 01:01:42.280]  But let's go to some of your calls now.
[01:01:42.280 --> 01:01:44.280]  Let's go to Darren in Texas.
[01:01:44.280 --> 01:01:45.280]  Darren, go ahead.
[01:01:45.280 --> 01:01:46.280]  Hey, David.
[01:01:46.280 --> 01:01:47.280]  Hey.
[01:01:47.280 --> 01:01:48.280]  What do you want to say?
[01:01:48.280 --> 01:01:49.280]  You're listening.
[01:01:49.280 --> 01:01:51.280]  I've got a couple of points here.
[01:01:51.280 --> 01:01:54.280]  First of all, I work in a hospital in North Texas.
[01:01:54.280 --> 01:01:59.280]  And the equipment they're using is just protective equipment.
[01:01:59.280 --> 01:02:03.280]  It's a front gown with a face shield and a mask.
[01:02:03.280 --> 01:02:05.280]  It is not a hazmat suit.
[01:02:05.280 --> 01:02:06.280]  Yes.
[01:02:06.280 --> 01:02:08.280]  So we've got to be careful and distinguish between those two.
[01:02:08.280 --> 01:02:13.280]  Also, I want to know how much, you know, what's the percentage of healthcare workers
[01:02:13.280 --> 01:02:15.280]  that are from Africa?
[01:02:15.280 --> 01:02:19.280]  I know I work with a number of them, probably six or 70%.
[01:02:19.280 --> 01:02:21.280]  And they travel back and forth.
[01:02:21.280 --> 01:02:25.280]  And I just wonder if there's something with that as far as...
[01:02:25.280 --> 01:02:30.280]  That's very concerning, isn't it, because the lady who called in the ambulance
[01:02:30.280 --> 01:02:35.280]  for Mr. Duncan on that Sunday, the second time, he was reluctant to go back
[01:02:35.280 --> 01:02:38.280]  because he had just been sent away when he had gone previously,
[01:02:38.280 --> 01:02:41.280]  she worked in the healthcare industry.
[01:02:41.280 --> 01:02:43.280]  And when the ambulance workers got there, she told them,
[01:02:43.280 --> 01:02:45.280]  put on masks and gloves.
[01:02:45.280 --> 01:02:46.280]  He's from Liberia.
[01:02:46.280 --> 01:02:47.280]  There are viruses.
[01:02:47.280 --> 01:02:50.280]  She didn't mention Ebola, but she was concerned for them.
[01:02:50.280 --> 01:02:56.280]  And, you know, she was given the all-clear by the CDC only one week later to go back to work.
[01:02:56.280 --> 01:02:58.280]  She was caring for him as he was sick.
[01:02:58.280 --> 01:03:02.280]  I mean, she was somebody that they should be keeping isolated in quarantine.
[01:03:02.280 --> 01:03:04.280]  Yet they gave her the all-clear to go back to work.
[01:03:04.280 --> 01:03:10.280]  Yet to her, we're grateful that to her credit, she did not do that.
[01:03:10.280 --> 01:03:12.280]  She isolated herself.
[01:03:12.280 --> 01:03:14.280]  I don't know if she is still doing that or not.
[01:03:14.280 --> 01:03:18.280]  But of course, giving her the all-clear after just seven days,
[01:03:18.280 --> 01:03:24.280]  it takes from their literature eight to ten days for it to manifest symptoms up to 21 days.
[01:03:24.280 --> 01:03:26.280]  But after seven days, they told her to go back.
[01:03:26.280 --> 01:03:31.280]  So, again, we see this inconsistency with the CDC in terms of what they're telling people,
[01:03:31.280 --> 01:03:34.280]  what they're actually doing that's very, very troubling.
[01:03:34.280 --> 01:03:36.280]  Do you find that troubling?
[01:03:36.280 --> 01:03:37.280]  I really do.
[01:03:37.280 --> 01:03:40.280]  You know, I find all of this troubling to be honest.
[01:03:40.280 --> 01:03:46.280]  I mean, they're just totally disregarding all the protocols that we've followed for years now.
[01:03:46.280 --> 01:03:52.280]  And to bring them in, I mean, there's only so many level four beds in the U.S.
[01:03:52.280 --> 01:03:54.280]  I think it's 19, yes.
[01:03:54.280 --> 01:03:56.280]  Yeah, and it's just crazy to be dealing with these.
[01:03:56.280 --> 01:03:58.280]  I mean, it is so easy to make a mistake.
[01:03:58.280 --> 01:04:02.280]  I mean, when AIDS was a big problem, needle sticks.
[01:04:02.280 --> 01:04:07.280]  I mean, it's a lot harder to stick yourself than to rub your nose if they don't just protect the equipment.
[01:04:07.280 --> 01:04:12.280]  And as I mentioned before, Nancy Rypaugh, who came back with Dr. Kent Brantley,
[01:04:12.280 --> 01:04:14.280]  the first two that were brought into the country,
[01:04:14.280 --> 01:04:17.280]  was that she had no idea how she had contracted it.
[01:04:17.280 --> 01:04:18.280]  She said she was very careful.
[01:04:18.280 --> 01:04:20.280]  She was not even in the hot zone.
[01:04:20.280 --> 01:04:22.280]  They would decontaminate the doctors when they were coming out.
[01:04:22.280 --> 01:04:28.280]  The only thing that she could guess was that she had touched something that a fellow worker who came down with Ebola had touched
[01:04:28.280 --> 01:04:30.280]  and that had transferred that way.
[01:04:30.280 --> 01:04:34.280]  She was certain that she had not had any direct contact with him, had not touched him.
[01:04:34.280 --> 01:04:38.280]  That's what we're told is the only thing that we need to be concerned about yet.
[01:04:38.280 --> 01:04:40.280]  She knows that she did not do that.
[01:04:40.280 --> 01:04:44.280]  I'm going to be right back and I'm going to talk about some amazing hypocrisy
[01:04:44.280 --> 01:04:50.280]  at the center of these miracle drugs that are coming out and also some suspicious timing
[01:04:50.280 --> 01:04:52.280]  in terms of the finances involved.
[01:04:52.280 --> 01:05:21.280]  Stay with us, we'll be right back.
[01:05:21.280 --> 01:05:47.280]  We'll be right back.
[01:05:47.280 --> 01:06:13.280]  We'll be right back.
[01:06:13.280 --> 01:06:39.280]  We'll be right back.
[01:06:39.280 --> 01:07:05.280]  We'll be right back.
[01:07:05.280 --> 01:07:14.280]  Welcome back to the Alex Jones Show.
[01:07:14.280 --> 01:07:18.280]  I'm David Knight and we're talking about the new developments in Ebola.
[01:07:18.280 --> 01:07:22.280]  Of course, another person in Dallas coming down with it, a nurse.
[01:07:22.280 --> 01:07:25.280]  The first person to contract it in the United States.
[01:07:25.280 --> 01:07:33.280]  The second time a Westerner has contracted it from treating someone who's been brought back out of Africa.
[01:07:33.280 --> 01:07:38.280]  I wanted to look, however, at what we're seeing being sold to us.
[01:07:38.280 --> 01:07:40.280]  Look at these headlines, for example.
[01:07:40.280 --> 01:07:44.280]  On the one hand, we've got these headlines about ZMAP as a miracle drug,
[01:07:44.280 --> 01:07:48.280]  trial Ebola drug ZMAP, 100% effective in treating monkeys.
[01:07:48.280 --> 01:07:51.280]  Then biotechs are working to speed Ebola treatment.
[01:07:51.280 --> 01:07:57.280]  Then another one, GMO tobacco mystery serum rescues Ebola virus victims.
