[00:00.000 --> 00:07.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[31:31.000 --> 31:38.000]  You wipe out all these problems if you have a good food supply. Food is your ammunition to fight for your freedom and your life.
[31:38.000 --> 31:44.000]  How much will you need? We don't know. How much do you want? All you can get. I'm Alex Jones.
[31:44.000 --> 31:54.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[31:54.000 --> 32:20.000]  Again that number, 1-800-409-5633.
[32:20.000 --> 32:28.000]  Homegain.com you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[32:28.000 --> 32:34.000]  Go to homegain.com and get an instant home value estimate. You comparable homes and check out street views.
[32:34.000 --> 32:44.000]  Homegain.com has an A-plus rating with a better business bureau and contains a wealth of information like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[32:44.000 --> 32:50.000]  Visit the top 12 home improvements right now at homegain.com. That's H-O-M-E-G-A-I-N dot com.
[32:50.000 --> 33:00.000]  Look for Max, the orange home gang gorilla to help you find a realtor or with any other real estate needs you might have at homegain.com. Your real estate connection.
[33:00.000 --> 33:10.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:10.000 --> 33:24.000]  Welcome back. I'm going to continue breaking down the shadow government, not so in the shadows anymore, the private central banks and all the different public crimes they're committing arrogantly.
[33:24.000 --> 33:32.000]  I first want to invite listeners to visit infowars.com, the secure online video bookstore. We also have Patriot Apparel.
[33:32.000 --> 33:40.000]  Don't tread on me shirts, 9-11 inside job shirts, ballcaps. You want to meet light-minded people on the streets, get some of the apparel at infowars.com.
[33:40.000 --> 33:47.000]  And we're still running a special where you can get fall of the Republic, my latest documentary, and get a free t-shirt of your choice.
[33:47.000 --> 33:57.000]  Quite a few different varieties and choices we have at infowars.com. And until next Friday, I'm offering five and a half months free when you sign up for a year.
[33:57.000 --> 34:03.000]  I'll pay for six and a half months. You get five and a half months free at prisonplanet.tv with all my films of super high quality.
[34:03.000 --> 34:14.000]  We simulcast the radio show and live in color for prisonplanet.tv members. My book, Paul Watson's book, Better Audio Archives, Higher Quality Podcast, all at prisonplanet.tv.
[34:14.000 --> 34:19.000]  You're going to trial membership $5.95 a month at prisonplanet.tv.
[34:19.000 --> 34:27.000]  Okay. So going over this information, this is all old news for our listeners. I mean, obviously it was illegal.
[34:27.000 --> 34:35.000]  You can read the federal banking rules to have all these Goldman Sachs employees working at the Federal Reserve, working at the Department of Treasury,
[34:35.000 --> 34:46.000]  revolving door between the private banks and the government, paying themselves money. And then we get the internal Goldman Sachs documents from three years ago.
[34:46.000 --> 34:55.000]  They knew the housing bubble was going to implode. They were going to pop it when they wanted to destroy their competition and have a huge bailout to themselves of derivatives.
[34:55.000 --> 35:08.000]  All these different types of extremely exotic, fraudulent, basically counterfeited instruments, financial instruments that they used in the trillions to buy up their competition.
[35:08.000 --> 35:17.000]  And then on the way down, they got bailed out a hundred cents on the dollar by the American people and the Federal Reserve, separately from the bailouts,
[35:17.000 --> 35:27.000]  has gone to the open window and gotten over $10 trillion for themselves for select interest while freezing out Main Street and cutting back on the amount of
[35:27.000 --> 35:39.000]  loaning to the general public so they could consolidate, just like banks do in rural areas trying to destroy the economy so they can buy up all the farms and repossess the farms and ranches.
[35:39.000 --> 35:47.000]  This is when banks really make their money and get their power. Here is Napolitano finishing up with what he had to say about the criminal scam. Here it is.
[35:47.000 --> 35:57.000]  Coming out of AIG, many, many documents were exchanged. If you went to the bank to borrow money, you'd have to fill out documents. One of the documents AIG filled out said,
[35:57.000 --> 36:09.000]  we owe X dollars to Goldman Sachs and we plan on paying the 100 cents on the dollar. According to Bloomberg, emails that came out yesterday say that lawyers for the Federal Reserve bank said,
[36:09.000 --> 36:25.000]  we were told to strike this from the form so that AIG would not reveal to the Treasury Department or to the public that this money was going to be paid to Goldman Sachs because that's a politically toxic issue.
[36:25.000 --> 36:30.000]  Goldman Sachs making a fortune, making 100 cents on the dollar with federal funds.
[36:30.000 --> 36:44.000]  Okay, now expanding on that because you have Geithner as the head of the New York Fed. It's the key Fed that has all the power. He's making that decision with another former Goldman Sachs head, Henry Paulson.
[36:44.000 --> 36:57.000]  You got another Goldman Sachs employee, the chairman of the Fed involved in all this. So Clinton changes the rules. Robert Rubin, Larry Summers, all these people, they changed the rules in 99.
[36:57.000 --> 37:09.000]  Bush allows all this, continues it for eight years. There's seamless integration like they're handing a football off or a baton off in a relay race into Obama.
[37:09.000 --> 37:21.000]  Okay, now the White House has come out, Gibbs has come out and said, look, Geithner wasn't involved in that even though the emails say the New York Fed ordered it.
[37:21.000 --> 37:27.000]  Even though Geithner in testimony won't ever say where the AIG money went or who got the money.
[37:27.000 --> 37:37.000]  Imagine the Treasury Department and the private Federal Reserve all run by former Goldman Sachs executives still making money, owning Goldman Sachs stock and getting bonuses,
[37:37.000 --> 37:44.000]  telling the House Banking Committee and the Senate Banking Committee in video clip after video clip after video clip.
[37:44.000 --> 37:52.000]  We've played here, you've all heard them on the news over and over again the last two years saying we won't tell you where the money went or who did this.
[37:52.000 --> 37:58.000]  Well, we already know it's separately on record they got the money because they have to follow their own tax forms.
[37:58.000 --> 38:09.000]  So, and then the politona goes into how it's illegal in federal documents to order that information to be covered up and how you can't do that with stocks and bonds or anything.
[38:09.000 --> 38:15.000]  Now, the bigger issue is we clearly have the White House now lying, which is nothing new, that's all they do is lying.
[38:15.000 --> 38:25.000]  They've set a new record for lying over Bill Clinton with Obama's people saying unequivocally, no, Geithner knows nothing about this when on record he did.
[38:25.000 --> 38:30.000]  And on record, Geithner got a waiver for himself from Paulson.
[38:30.000 --> 38:37.000]  Paulson gave himself a waiver as Secretary of the Treasury in 2008 and that's all covered in my film, Fall the Republic.
[38:37.000 --> 38:41.000]  So, let's go ahead and go to the next clip of Ed Schultz.
[38:41.000 --> 38:43.000]  Now, this is a big Obama defender.
[38:43.000 --> 38:49.000]  Here it is.
[38:49.000 --> 38:51.000]  Got a little computer freeze up there.
[38:51.000 --> 38:52.000]  Here's Ed Schultz.
[38:52.000 --> 38:56.000]  We'll go ahead and play that whenever we whenever we get a chance.
[38:56.000 --> 39:03.000]  That's why we usually save these, save these videos and we'll continue to try to continue to try to do that.
[39:03.000 --> 39:08.000]  You know, we save these here on the computer and it never freezes up unless we're live on the radio.
[39:08.000 --> 39:10.000]  Well, that clip is coming up.
[39:10.000 --> 39:14.000]  But let me go over the news here for everybody.
[39:14.000 --> 39:19.000]  Geithner called to explain AIG bailout secrecy.
[39:19.000 --> 39:29.000]  A House committee is planning to grill Treasury Secretary Timothy Geithner about his role in a massive bailout over failed insurer, American insurance group, Inc.
[39:29.000 --> 39:37.000]  That's the one they decided to say was too big to fail to then uses the holding company to pump all this money out to the public.
[39:37.000 --> 39:46.000]  The House Oversight Committee is responding to news that key details about AIG's bailout were suppressed by the Federal Reserve Bank of New York while Geithner was its president.
[39:46.000 --> 39:55.000]  A growing chorus of lawmakers says Geithner must explain his involvement in deals that diverted billions from AIG's bailout to Goldman Sachs and other big banks.
[39:55.000 --> 40:03.000]  New York Democrat and Committee Chairman Towns says the hearing will examine the rise and fall of AIG and its business partners.
[40:03.000 --> 40:12.000]  The New York Fed and Treasury say Geithner was not made aware of the emails that pushed for more secrecy when he's publicly been secret the entire time and was the head of the Fed.
[40:12.000 --> 40:14.000]  And here's the full Bloomberg report.
[40:14.000 --> 40:18.000]  Geithner's Fed told AIG to limit swap disclosures.
[40:18.000 --> 40:20.000]  Here's another one from the Times of London.
[40:20.000 --> 40:22.000]  Hard questions for Tim Geithner.
[40:22.000 --> 40:25.000]  Let's go ahead and try to play that clip now from Ed Shultz. Here it is.
[40:25.000 --> 40:31.000]  In my playbook tonight, I think Treasury Secretary Tim Geithner has got a story to tell.
[40:31.000 --> 40:39.000]  And so does the House Oversight Committee because they want him to testify about his time when he was the head of the Federal Reserve Bank of New York.
[40:39.000 --> 40:51.000]  We found out yesterday that while Geithner was in charge, the New York Fed told insurance giant AIG to keep quiet about overpaying Wall Street firms using their taxpayer funded bailout money.
[40:51.000 --> 40:57.000]  That information came to light after emails between AIG and the Fed were made public.
[40:57.000 --> 41:04.000]  Now, former New York Governor Elliott Spitzer thinks there's more skeletons in AIG's closet.
[41:04.000 --> 41:12.000]  He's pushing for full disclosure of the company's emails, accounting documents, and financial models from the last 10 years.
[41:12.000 --> 41:15.000]  Governor Spitzer joining us tonight here on the Ed Show.
[41:15.000 --> 41:17.000]  Governor, good to have you with us.
[41:17.000 --> 41:19.000]  Thank you Ed. Always great to be here.
[41:19.000 --> 41:23.000]  Now, I want to play this piece of tape first because it came up in the White House briefing today.
[41:23.000 --> 41:29.000]  This is Robert Gibbs, somewhat defending Tim Geithner. Here it is.
[41:29.000 --> 41:38.000]  Tim Geithner was not involved in any of these emails. These decisions did not raise to his level at the Fed.
[41:38.000 --> 41:45.000]  These are emails and decisions made by officials at a independent regulatory agency.
[41:45.000 --> 41:49.000]  How do you know that he wasn't involved? He was a leader of the New York Fed.
[41:49.000 --> 41:59.000]  Right, but he wasn't on the emails that had been talked about and wasn't party to the decision that was being made.
[41:59.000 --> 42:03.000]  Now, Elliott, you're a prosecutor. I mean, the White House is on record now.
[42:03.000 --> 42:06.000]  This is pretty dangerous territory if they're wrong, isn't it?
[42:06.000 --> 42:09.000]  Well, yes, and I'm a little surprised he was making such...
[42:09.000 --> 42:13.000]  Yeah, he's surprised they were making such declarative definitive statements.
[42:13.000 --> 42:18.000]  Now, Spitzer last time tried to expose this as New York governor and they brought out the hookers.
[42:18.000 --> 42:20.000]  The FBI was prevailing him the whole time.
[42:20.000 --> 42:24.000]  So you better watch himself or they'll just bring out more of the hookers to try to discredit him.
[42:24.000 --> 42:28.000]  That's the type of hardball that these people play.
[42:28.000 --> 42:38.000]  But the issue here is, if you go back to last year, remember when Senator Dodd came out and said,
[42:38.000 --> 42:43.000]  give the bailout to AIG and the White House said no, you shouldn't do that.
[42:43.000 --> 42:47.000]  And Dodd said, what do you mean? You told me to do that and he released the emails from the White House.
[42:47.000 --> 42:51.000]  The White House is incredibly deceptive on this front.
[42:51.000 --> 42:56.000]  This is criminality. I want to take your calls on this issue and a lot more on the other side.
[42:56.000 --> 43:00.000]  But let me tell you, this is criminal. What's going on? They need to go to jail.
[43:00.000 --> 43:07.000]  This is Alex Jones and I want to tell you about the Acola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[43:07.000 --> 43:13.000]  No, this isn't science fiction. It's very real. I know because I use one every day in my own home and it's available right now to you.
[43:13.000 --> 43:18.000]  Because you know exactly where your water comes from with Acola Blue, you'll know what's in your cup.
[43:18.000 --> 43:20.000]  Clean, great tasting water without all the pollutants.
[43:20.000 --> 43:26.000]  Get your family off the grid today by ordering your own Acola Blue Atmospheric Water Generator for your home or business.
[43:26.000 --> 43:31.000]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[43:31.000 --> 43:37.000]  The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[43:37.000 --> 43:44.000]  This system is free of chemicals and uses a multi-stage filtration system including reverse osmosis, carbon filters, and ultraviolet lights.
[43:44.000 --> 43:50.000]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[43:50.000 --> 44:01.000]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblue.com today.
[44:21.000 --> 44:25.000]  3. In some areas of the country, the power grid is dangerously overloaded.
[44:25.000 --> 44:29.000]  And now, new socialist legislation is only compounding the problem.
[44:29.000 --> 44:32.000]  4. Dangerous weather is always a threat to local grids.
[44:32.000 --> 44:36.000]  Every year, thousands of families lose their power from weather-related onages.
[44:36.000 --> 44:41.000]  5. A solar power generator provides powerful backup insurance and peace of mind.
[44:41.000 --> 44:46.000]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[44:46.000 --> 44:52.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com.
[44:52.000 --> 45:00.000]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[45:00.000 --> 45:04.000]  Hello, this is Alex Jones with some important questions.
[45:04.000 --> 45:09.000]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[45:09.000 --> 45:14.000]  My answer would be all I can get in the battle for freedom and the lives of your loved ones.
[45:14.000 --> 45:18.000]  Food is your only ammunition. How much do you want? When do you want it?
[45:18.000 --> 45:21.000]  Now or after the battle starts? When will you need it?
[45:21.000 --> 45:26.000]  Can you buy it without proper identification? Will there be any food? Will it make your children sick?
[45:26.000 --> 45:31.000]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[45:31.000 --> 45:35.000]  You wipe out all these problems if you have a good food supply.
[45:35.000 --> 45:41.000]  Food is your ammunition to fight for your freedom and your life. How much will you need? We don't know.
[45:41.000 --> 45:44.000]  How much do you want? All you can get. I'm Alex Jones.
[45:44.000 --> 45:55.000]  I want all of you good guys to live to fight another day. Call 1-800-409-5633 or check it out on the web at eFoodsDirect.com.
[45:55.000 --> 46:21.000]  Again, that number, 1-800-409-5633.
[46:26.000 --> 46:30.000]  Their best seller, the Acola Blue 28, produces up to 7 gallons of water every day.
[46:30.000 --> 46:36.000]  The Acola Blue 28 is easy to use and economical. Generate your own pure water from the humidity in the air.
[46:36.000 --> 46:43.000]  This system is free of chemicals and uses a multi-stage filtration system including reverse osmosis, carbon filters and ultraviolet lights.
[46:43.000 --> 46:50.000]  Order now and claim your water independence today by calling Acola Blue at 1-800-691-6043.
[46:50.000 --> 47:00.000]  That's 1-800-691-6043 or visit Acola Blue on the web at www.ecoloblu.com today.
[47:00.000 --> 47:09.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:09.000 --> 47:22.000]  Okay, I'm going to your phone calls coming up next hour. Government-run health care, all the bribes and criminality there openly going on.
[47:22.000 --> 47:28.000]  Federal health care to be applied differently to different states by the federal government, not by the states themselves.
[47:28.000 --> 47:34.000]  We're going to get into what's happening with the economy, the dollar continuing its plunge, gold surging yet again.
[47:34.000 --> 47:43.000]  And of course the naked body scanners in trouble as airline executives and CEOs say people are already boycotting and not flying.
[47:43.000 --> 47:48.000]  People don't want to be recorded naked in these machines that also radiate your body.
[47:48.000 --> 47:54.000]  New York Times admitting it does hit your body with DNA damaging radiation.
[47:54.000 --> 48:02.000]  The government responds and says we're going to put them on the streets, not just in the airports, but right now let's go to your phone calls.
[48:02.000 --> 48:05.000]  But first I want to add this again.
[48:05.000 --> 48:12.000]  Do you understand the federal government has both parties calling for new taxes and there's taxes in the health care bill.
[48:12.000 --> 48:22.000]  They're calling for national sales taxes, excise taxes. They're calling for value added taxes to quote pay off the national debt as the government explodes in size.
[48:22.000 --> 48:32.000]  The answer is cut the size of government and don't pay the private banks for private derivatives that they have been engaged in.
[48:32.000 --> 48:39.000]  A hundred cents on the dollar. Don't pay them one cents on the dollar. That only encourages more of this and the derivatives are continuing.
[48:39.000 --> 48:47.000]  All the same scams are intensifying. J.P. Morgan Chase, Goldman Sachs and others took much of the bailout money and put it back into derivatives.
[48:47.000 --> 48:49.000]  They use it to manipulate the market.
[48:49.000 --> 48:54.000]  Alright, let's go to your phone calls. William in California, you're on the air. Go ahead.
[48:54.000 --> 48:56.000]  Hey, what's up, Alex? How you doing?
[48:56.000 --> 48:59.000]  Welcome, sir. Worldwide broadcast. How may I serve you?
[48:59.000 --> 49:01.000]  Right on. Okay, I have two questions for you.
[49:01.000 --> 49:05.000]  I've been trying to get a hold of you for a very long time. It's probably been two months.
[49:05.000 --> 49:14.000]  You said once, dude, I don't know if I was hearing things or what, but you said something about them coming out with them releasing information on UFOs or aliens or something like that.
[49:14.000 --> 49:16.000]  Did you say anything like that?
[49:16.000 --> 49:29.000]  Okay, I don't cover things like that on my show, but I did say that the government has had all these astronauts coming out, including on this show, talking about possible extraterrestrials.
[49:29.000 --> 49:34.000]  I mean, I had two moonwalkers on, including Buzz Aldrin, and they're suddenly talking about it.
[49:34.000 --> 49:48.000]  The Pope says, get ready for aliens, and I see all these government announcements saying they may make an announcement, and all I'm saying is something's going on. They're conditioning. They're preparing the public for something.
[49:48.000 --> 49:57.000]  And I just know when I see propaganda and every day in the news, in the news wires, I see governments getting the public ready for it.
[49:57.000 --> 50:01.000]  Wow. Just wow. I mean, I don't even really believe in that stuff.
[50:01.000 --> 50:07.000]  I only cover what I can prove, but when I see the government start hyping it and saying, get ready for it, something may happen.
[50:07.000 --> 50:16.000]  But I also know there's a declassified government program, Project Bluebeam, where they would have fake alien landings and holograms to shock the population into submission.
[50:16.000 --> 50:20.000]  So I mean, chances are it'll be a government hoax if it does happen.
[50:20.000 --> 50:31.000]  Well, anyway, I'm living in Southern California. Every day I see these big, large lines in the sky, and I try to point up to people and like point them out.
[50:31.000 --> 50:34.000]  The government's now declassified, William. They are chemtrailing. I appreciate your call.
[50:34.000 --> 50:42.000]  By the way, I have another news report that I didn't see printed out, guys. I think I sent it to you. If not, it's up on infowars.com. Will you print it for me?
[50:42.000 --> 50:51.000]  The headline, California DMV workers to work for free every Friday. We have a name for it. It's called slavery.
[50:51.000 --> 51:03.000]  See, once they bankrupt the government, once 90 plus percent of all the tax money goes to banks on fiat made up interest, they start cutting all of the services, including all your cushy government jobs.
[51:03.000 --> 51:16.000]  And so more and more tickets, more and more revenue, more and more checkpoints. Now they're going to put in the red light cameras, license plate readers to mark you mile for mile how fast you're going, automated speeding cameras.
[51:16.000 --> 51:25.000]  Again, more and more government revenue, less and less services, because once the banks get you addicted and get you bankrupted, they've done this in hundreds of third world countries.
[51:25.000 --> 51:35.000]  We have the IMF's own documents where they do it by design. Then they take all your services away. We're now entering that phase. But imagine California workers to work for free.
[51:35.000 --> 51:40.000]  That's big government for you. Jason in Illinois, you're on the air. Go ahead.
[51:40.000 --> 51:56.000]  Yeah. Hey, Alex, thanks for taking my call. Well, I have to admit, I feel a little guilty about asking you about this because of such, you know, the topics that you're talking about today are pretty important. And what I'm about to ask you is that you've mentioned Brad Pitt being awake.
[51:56.000 --> 52:07.000]  And of course, I'm sure you're aware of Angelina Jolie being a CFR member. I just wondered if you couldn't give us all your analogy, how that, how that correlates.
[52:07.000 --> 52:18.000]  All right, I appreciate your call. Look, we don't screen your phone calls unless I have a specific guest on the specific topics. But I mean, I know Keanu Reeves. I know Woody Harrelson.
[52:18.000 --> 52:28.000]  You know, we woke up and Rick Linklater and others have talked about that on air. Bruce Willis. I happen to know that that Brad Pitt is awake to the New World Order.
[52:28.000 --> 52:38.000]  And Angelina Jolie went and joined the CFR from what I've been told to try to find out what it was really all about. The CFR low level is just a bunch of propaganda.
[52:38.000 --> 52:46.000]  It's the high level people that actually have power. But I mean, I'm not obsessed with celebrities here on the show. And I really think it's a distraction.
[52:46.000 --> 53:00.000]  I mean, I saw Gibbs in his press conference talk about lost. And again, I appreciate your call, Jason. I saw Gibbs talk about lost and said, don't worry.
[53:00.000 --> 53:10.000]  We're not telling you in the state of the union is and the reporters said, well, will it, will it preempt lost? And here's the headline Gibbs state of the union won't coincide with the premiere of lost.
[53:10.000 --> 53:26.000]  And it says ABC is happy. Lost doesn't matter. Brad Pitt doesn't matter. Everybody's depressed in Austin. There's articles about people crying and depressed and nursing their wounds because, you know, in the first quarter,
[53:26.000 --> 53:42.000]  Colt McCoy got a pinched nerve. I mean, who cares? Okay, get concerned, folks, they're devaluing the dollar because the banks have stolen 28 trillion and it had value when they spent it to buy assets.
[53:42.000 --> 53:52.000]  Now they devalue your dollar and they're going to tax you on top of it. Just like Venezuela just devalued their peso by 50%. Do you know what that's going to do to your standard of living?
[53:52.000 --> 54:02.000]  Do you know we really have over 20% unemployment? Do you know that our industrial base is falling apart? That's what matters, not Colt McCoy and UT losing to Alabama.
[54:02.000 --> 54:12.000]  It doesn't matter. We're in trouble because people are obsessed with stupid stuff. All of you people out there are only obsessed with football or only obsessed with Angelina Jolie.
[54:12.000 --> 54:18.000]  You better wake up and get involved in real issues. Michael in Florida, you're on the air. Go ahead.
[54:18.000 --> 54:24.000]  Hey, Alex. Yes, go ahead. I wanted to say something about
[54:24.000 --> 54:33.000]  Illuminati symbolism in like hip hop and music, videos and movies and stuff. Yes, it's everywhere.
[54:33.000 --> 54:48.000]  Yeah, I wanted to know your comment on Jay-Z. He has a song that says the Illuminati will save him and he called himself a mason and he says he loves the Rockefellers and his sign is like his hands make a triangle.
[54:48.000 --> 54:55.000]  I want to know your comment. Yes, that's pure new world order in your face. Pure brainwashing.
[54:55.000 --> 55:04.000]  But again, if he really loved the masons, he would know that George Washington fought against the Illuminati and I mean to do a whole show on that or an hour on that.
[55:04.000 --> 55:12.000]  All his letters against the Illuminati. Again, it gets the Illuminati tried to take over and was successful in taking over powerful Masonic houses.
[55:12.000 --> 55:25.000]  But again, I appreciate your call, Michael. Not one call yet on AIG and open criminality and the fact that if we expose this and bring the Federal Reserve to justice, we can audit it.
[55:25.000 --> 55:32.000]  We can abolish it and get real money back and save this country. If not, the bankers are going to continue to rape and pillage financially.
[55:32.000 --> 55:37.000]  They're the ones funding the police state everything. Andrew in Kansas, you're on the air.
[55:37.000 --> 55:48.000]  Hi, Alex. Welcome. This is my first time I recall then. Thank you. I just want to thank you very much for waking up people.
[55:48.000 --> 55:57.000]  I just now started listening for about like two weeks now. And I just have one question about like the new world order and stuff.
[55:57.000 --> 56:09.000]  Yes. Okay, you say like it's not about the money or power, right? Like I think it's about the power. It's about the power.
[56:09.000 --> 56:19.000]  The globalist control the issuance of currency and credit. So they use money as a system to take over.
[56:19.000 --> 56:29.000]  I just can't comprehend that. I don't understand. Well, they all write books, Brzezinski, Rockefeller, countless books.
[56:29.000 --> 56:37.000]  They openly say they're setting up world government. I mean, look at all the other leaders in history that want world government and want empire and want power.
[56:37.000 --> 56:44.000]  I mean, you're saying you can't wrap your mind around that? No, I just can't understand.
[56:44.000 --> 56:50.000]  Like, I don't know. It's so far out there. I believe in it. I totally believe it.
[56:50.000 --> 56:59.000]  So far out there. I mean, open world government gets announced hundreds and hundreds of times a week on the news, but you're saying it's so far out there.
[56:59.000 --> 57:06.000]  No, I don't mean like that. I mean, why do they want us? Why do they want to control us?
[57:06.000 --> 57:14.000]  Because if you control people, you have the power and you can maintain your power because there's always other powerful groups that want the power.
[57:14.000 --> 57:21.000]  And so the elite have to have incredible control to maintain their power. I appreciate your call. It's the history of the world.
[57:21.000 --> 57:30.000]  Second hour news on the government takeover of health care, the naked body scanners going into airports nationwide, the latest developments on that front,
[57:30.000 --> 57:38.000]  going into the global tracking and control grid. We're also going to get into the fact that over 12% of children and government custody are sexually abused.
[57:38.000 --> 58:01.000]  According to USA Today, criminals want power. They want government powers. They can get away with their criminal activities infowars.com.
[58:09.000 --> 58:18.000]  Number three, in some areas of the country, the power grid is dangerously overloaded. And now new socialist legislation is only compounding the problem.
[58:18.000 --> 58:25.000]  Number four, dangerous weather is always a threat to local grids. Every year, thousands of families lose their power from weather related onages.
[58:25.000 --> 58:35.000]  Number five, a solar power generator provides powerful backup insurance and peace of mind. Folks, I really believe in the solar power generators offered by Solutions from Science, one of my old sponsors.
[58:35.000 --> 58:51.000]  You can get more information at www.mysolarbackup.com. That's mysolarbackup.com. Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[58:51.000 --> 59:04.000]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator. Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[59:04.000 --> 59:20.000]  The respiratory system is the first line of defense for airborne pathogens and viruses. The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[59:20.000 --> 59:35.000]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator. Very easy to follow step by step instructions are provided, making production fast and simple.
[59:35.000 --> 59:50.000]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator. That's www.silverlungs.com.
[1:00:05.000 --> 1:00:33.000]  We are continuing with open phones coming up in the next segment. I'm going to get into the latest on healthcare, also the economy and the naked body scanners, the latest developments on that front.
[1:00:33.000 --> 1:00:52.000]  I hope listeners realize the magnitude of the fact that it's now coming out in the open that Geithner's Private Federal Reserve was ordering the fact that money was going for bonuses, not just to buy the toxic assets from AIG into Goldman Sachs and other private banks, and the fact that this is illegal.
[1:00:52.000 --> 1:01:04.000]  Michael in Illinois are on the air. Go ahead.
[1:01:04.000 --> 1:01:25.000]  I'm 52 years old and I always thought I was a little crazy. I was a little bit hyper as a kid and they'd dope me up and everything I did in my life seemed to be a mess up. The other day when I was listening to you on the radio, I realized you're right about everything.
[1:01:25.000 --> 1:01:45.000]  My whole life's been kind of a sham. I got IQ of 148. I was one of the best machinists that ever walked the floor. I've made companies that work for millions of dollars. Every time I get kicked down because I'm just a little guy.
[1:01:45.000 --> 1:01:57.000]  Well, in the last week or so since I had my great awakening, I share this with people and they think I just went loony tune.
[1:01:57.000 --> 1:02:07.000]  Michael, I appreciate your call. That's why you want to give someone a film or a book where it's professionally presented. That's the best way to wake somebody up or send them a video link online.
[1:02:07.000 --> 1:02:20.000]  A lot of times co-workers and others don't want to hear there's problems in society. They want to feel like they're in control of everything. It's intimidating to them. They want to watch the football game, drink their beer and stay stupid.
[1:02:20.000 --> 1:02:28.000]  So don't worry about them. Move on to those that want to be awakened. Let's talk to Zeb in Connecticut. Zeb, you're on the air.
[1:02:28.000 --> 1:02:40.000]  Hey, how's it going, Alex? Good. Hey, where's Zeb? Where's Zeb? Oh, Zeb's. Zeb's dead. You know a movie that's from? No.
[1:02:40.000 --> 1:02:58.000]  Home section. Go ahead. Oh, okay. Yeah, I belong to the union and I'm a construction laborer for the past 15 years and I get an update from my New England Laborers Update magazine each quarter of the year.
[1:02:58.000 --> 1:03:14.000]  And since we were the hardest hit in the recession, well, when this bank collapse came, we were the hardest hit. Well, in the magazine here, it says training for green jobs and they started last year.
[1:03:14.000 --> 1:03:31.000]  I go up to a labor training school up in the comfort Connecticut when I'm laid off. They take classes and they have a new class. They just started this summer for weatherization of buildings.
[1:03:31.000 --> 1:03:37.000]  And it's for the green economy. And one of the jobs here is to be an auditor.
[1:03:37.000 --> 1:03:54.000]  Yes, yes, yes. All the new jobs are either in policing, surveilling, or as an environmentalist auditor, even though they haven't passed the greenhouse gas tax initiative, they're still rolling it out to go out and force everyone to have business and home audits.
[1:03:54.000 --> 1:04:11.000]  Yeah, the whole I'm out of, we have about 800 members and about 300 are on the bench. So they're training the members to be auditors to go into people's houses. So I just thought you'd make like that information there.
[1:04:11.000 --> 1:04:17.000]  That's where we're going to be working since we don't have any bridge work to do to let the bridges go and everything else.
[1:04:17.000 --> 1:04:31.000]  Exactly. All the major industries are shutting down or scaling back. They're telling us we're a post industrial nation and the taxpayer money from the people that still have jobs goes to hire bureaucrats to go harass people.
[1:04:31.000 --> 1:04:35.000]  You don't want to be a bureaucrat, but that's the only job you're going to be able to have.
[1:04:35.000 --> 1:04:39.000]  Oh, and I just, yeah, I just thought you liked a little information.
[1:04:39.000 --> 1:04:59.000]  Zeb, interesting info. Thank you so much. Ron, Jim, George, Julio. We're going to talk to Anna, Dan, Anonymous and many other straight ahead 888-201-2244-888-2012-244. I'm Alex Jones. Stay with us.
[1:04:59.000 --> 1:05:07.000]  Hundreds of nations have fallen to tyranny in the last century alone. This is our last chance to not relive history.
[1:05:07.000 --> 1:05:12.000]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[1:05:12.000 --> 1:05:18.000]  They've turned a tremendous influence on our president in Congress, and they really are calling the shots.
[1:05:18.000 --> 1:05:23.000]  I think it's incumbent upon all of us as American citizens to pay attention.
