[00:00:07.705 --> 00:00:10.966]  From the front lines of the information war, it's Alex Jones.
[00:25:06.788 --> 00:25:21.394]  So if Donald Trump voters had crashed a Bernie Sanders event, assaulted his supporters, attacked police, tore up signs, blocked ambulances, fired guns in the air and threatened to rape women, you'd say that was just their free speech?
[00:25:22.182 --> 00:25:26.306]  Look at this Bernie supporter expressing his free speech.
[00:25:26.306 --> 00:25:29.970]  He's an anti-violence activist after all.
[00:25:29.970 --> 00:25:36.696]  Here's another peaceful Bernie voter proudly threatening to physically attack Trump supporters.
[00:25:36.696 --> 00:25:40.580]  Here's a peaceful Bernie supporter flying a communist flag.
[00:25:40.580 --> 00:25:45.525]  A political system responsible for the deaths of hundreds of millions of people.
[00:25:46.125 --> 00:25:48.227]  Mmm, so peaceful!
[00:25:48.227 --> 00:25:55.052]  Here are Black Lives Matter supporters wishing that someone had tried to assassinate Trump in Chicago.
[00:25:55.987 --> 00:25:59.550]  Look who showed up to voice his support for the anti-Trump crowd.
[00:25:59.550 --> 00:26:02.652]  Domestic terrorist Bill Ayers.
[00:26:02.652 --> 00:26:05.615]  And who did Megyn Kelly blame for all this?
[00:26:05.615 --> 00:26:06.776]  Donald Trump.
[00:26:06.776 --> 00:26:21.547]  Trump's own rhetoric at his rallies, and in particular, some of the violence we have seen at his rallies, some of the violent clashes with protesters, who often are African-American, has fed into what we're seeing here tonight.
[00:26:21.547 --> 00:26:23.069]  Who did Rachel Maddow blame?
[00:26:23.689 --> 00:26:25.209]  Donald Trump.
[00:26:25.209 --> 00:26:37.792]  Before this rally started, when we saw what was happening in the streets outside this event, and we saw what Donald Trump had done to incite violence, and I'm saying that deliberately, to incite violence from his event earlier today in St.
[00:26:37.792 --> 00:26:38.332]  Louis.
[00:26:38.332 --> 00:26:40.253]  Who did Ted Cruz blame?
[00:26:40.253 --> 00:26:41.793]  Donald Trump.
[00:26:41.793 --> 00:26:45.534]  But in any campaign, responsibility starts at the top.
[00:26:45.534 --> 00:26:50.175]  Any candidate is responsible for the culture of the campaign.
[00:26:50.175 --> 00:26:51.515]  You create an environment
[00:26:54.633 --> 00:26:58.054]  Who did Marco Rubio blame?
[00:26:58.054 --> 00:26:59.074]  You guessed it.
[00:26:59.074 --> 00:26:59.574]  Donald Trump.
[00:26:59.574 --> 00:27:02.335]  Donald Trump's rhetoric is to blame.
[00:27:02.335 --> 00:27:05.835]  I guess the Bernie supporters were offended.
[00:27:05.835 --> 00:27:07.796]  Just like the Charlie Hebdo jihadists were offended.
[00:27:07.796 --> 00:27:08.056]  Poor babies!
[00:27:23.464 --> 00:27:34.610]  Listen, if over a thousand violent, angry Trump supporters behaved anything like this, do you think the media would describe them as legitimate protesters?
[00:27:34.610 --> 00:27:45.175]  Oh, but they're protesting against fascism by silencing people's free speech with intimidation tactics and threatening them with violence if they vote a certain way.
[00:27:45.175 --> 00:27:49.778]  Yeah, I'm not sure if you knew this, but that's actually a hallmark of fascism.
[00:27:50.518 --> 00:27:57.361]  These are the people who will riot and burn American cities to the ground if Trump is elected president.
[00:27:57.361 --> 00:27:58.302]  Why?
[00:27:58.302 --> 00:28:07.486]  Because they've been given legitimacy by a mainstream media who said that looting and rioting was an acceptable form of protest after Ferguson.
[00:28:08.291 --> 00:28:20.395]  Black Lives Matter has been given credence despite the fact that its ideological inspiration is a convicted cop killer on the FBI's most wanted terrorist list.
[00:28:20.395 --> 00:28:29.817]  Despite the fact that its supporters have called for killing cops, plotted to bomb police stations, and have actually killed police officers.
[00:28:29.817 --> 00:28:35.479]  This is the group that Hillary Clinton promised to change laws to appease.
[00:28:36.465 --> 00:28:44.371]  Whether you love or loathe Donald Trump, encouraging this kind of mayhem is a recipe for disaster.
[00:28:59.560 --> 00:29:02.722]  Military drone technology is back in the headlines.
[00:29:02.722 --> 00:29:05.164]  Recently, SCO, a subdivision of the U.S.
[00:29:05.164 --> 00:29:12.468]  military with ties to DARPA, released a video of micro drones being launched from an F-16 fighter at 430 miles per hour.
[00:29:12.468 --> 00:29:19.893]  The Washington Post article titled, Veil of Secrecy Lifted on Pentagon Office Planning Avatar Fighter and Drone Swarms.
[00:29:19.893 --> 00:29:23.856]  The announcement also represents another step toward total autonomous military robotics.
[00:29:24.116 --> 00:29:30.043]  A technology that top experts such as Elon Musk and Max Tegmark have been warning scientists to think twice about.
[00:29:30.043 --> 00:29:35.629]  SEO also said in the same announcement they have successfully developed and tested Avatar flight technology.
[00:29:35.629 --> 00:29:39.053]  Our new project, not previously reported, is called Avatar and calls for
[00:29:39.053 --> 00:29:46.835]  For the Pentagon to pair high-tech fifth-generation fighter jets with unmanned versions of older jets, which would be flown without a pilot, for the first time.
[00:29:46.835 --> 00:29:55.298]  Imagine this technology in the hands of the same government that was also forced to admit this week that it had been using domestic drones for domestic surveillance operations.
[00:29:55.298 --> 00:29:58.399]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:30:00.276 --> 00:30:02.337]  Brainforce, it's completely different.
[00:30:02.337 --> 00:30:03.557]  Try a bottle of it.
[00:30:03.557 --> 00:30:05.137]  Rob Dew joins us.
[00:30:05.137 --> 00:30:08.258]  You worked, I guess, like 20 plus hours.
[00:30:08.258 --> 00:30:09.359]  Tell us what Brainforce did.
[00:30:09.359 --> 00:30:10.279]  I've been working all day.
[00:30:10.279 --> 00:30:12.780]  I took a couple hours off coaching basketball.
[00:30:12.780 --> 00:30:14.200]  I get in here at 830.
[00:30:14.200 --> 00:30:16.120]  I was kind of run down.
[00:30:16.120 --> 00:30:17.821]  You know, I just didn't feel like I was going to make it.
[00:30:18.041 --> 00:30:19.923]  And I really wanted to do a good job on the interview.
[00:30:19.923 --> 00:30:21.764]  I got my bottle of Brain Force right there.
[00:30:21.764 --> 00:30:22.825]  I popped two of them.
[00:30:22.825 --> 00:30:25.087]  And about 20 minutes later, it's like, bing!
[00:30:25.087 --> 00:30:26.888]  Everything just kind of clears up.
[00:30:26.888 --> 00:30:28.549]  It's got four and a half stars.
[00:30:28.549 --> 00:30:29.890]  People really love it.
[00:30:29.890 --> 00:30:30.491]  Read about it.
[00:30:30.491 --> 00:30:34.314]  Find out why third-party nutraceutical sites give it such high praise.
[00:30:34.314 --> 00:30:39.598]  Because it really does have the best organic-based systems that will blow your socks off.
[00:30:39.778 --> 00:30:43.823]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[00:30:43.823 --> 00:30:49.971]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[00:30:49.971 --> 00:30:55.878]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:30:59.997 --> 00:31:00.957]  Hey, how you doing, Alex?
[00:31:00.957 --> 00:31:01.517]  Good, brother.
[00:31:01.517 --> 00:31:03.478]  Just recently started using your products.
[00:31:03.478 --> 00:31:05.199]  Everything you said about them is correct.
[00:31:05.199 --> 00:31:09.260]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[00:31:09.260 --> 00:31:11.841]  Well, thank you, brother, because it also funds our operation.
[00:31:11.841 --> 00:31:14.261]  But doing that, I know I've got to have the highest quality.
[00:31:14.261 --> 00:31:22.144]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:31:22.324 --> 00:31:25.688]  We did a super male and a super female vitality.
[00:31:25.688 --> 00:31:27.230]  Big changes, a lot of energy.
[00:31:27.230 --> 00:31:30.133]  We've gotten off to the cheap energy drinks, energy shots.
[00:31:30.133 --> 00:31:31.915]  Saving a ton of money there.
[00:31:31.915 --> 00:31:37.261]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[00:31:37.261 --> 00:31:37.982]  We're good to go.
[00:31:59.775 --> 00:32:03.518]  Tell folks how you got introduced to super male and then when super female came out.
[00:32:03.518 --> 00:32:04.418]  Tell us what happened.
[00:32:04.418 --> 00:32:09.182]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:32:09.182 --> 00:32:10.503]  Talk about the effects.
[00:32:10.503 --> 00:32:12.024]  I feel great when I wake up in the morning.
[00:32:12.024 --> 00:32:13.945]  I have drive to go to the gym.
[00:32:13.945 --> 00:32:15.066]  I feel like I look better.
[00:32:15.066 --> 00:32:15.767]  I feel better.
[00:32:15.767 --> 00:32:16.827]  I feel sexier.
[00:32:16.827 --> 00:32:17.548]  I love it.
[00:32:17.788 --> 00:32:20.769]  Even if you don't believe in supplements, take the challenge.
[00:32:20.769 --> 00:32:23.691]  Get a bottle of Super Male, a bottle of Super Female.
[00:32:23.691 --> 00:32:24.791]  Check it out for yourself.
[00:32:24.791 --> 00:32:25.972]  Consult your physician.
[00:32:25.972 --> 00:32:28.333]  Visit Infowarslife.com today.
[00:32:28.333 --> 00:32:29.693]  This is life-changing.
[00:32:29.693 --> 00:32:30.614]  Shower filters.
[00:32:30.614 --> 00:32:32.334]  We're introducing the best yet.
[00:32:32.334 --> 00:32:36.416]  The brand new ProPure ProMax high-performance shower filter.
[00:32:36.416 --> 00:32:40.958]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:32:41.198 --> 00:32:48.280]  This new four-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:32:48.280 --> 00:33:03.946]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your Pro Max shower filter from ProPure today!
[00:33:03.946 --> 00:33:06.587]  You're listening to the Alex Jones Show!
[00:33:14.585 --> 00:33:16.106]  It's never going to get any better.
[00:33:16.106 --> 00:33:17.267]  Don't look for it.
[00:33:17.267 --> 00:33:19.529]  Be happy with what you got.
[00:33:19.529 --> 00:33:23.132]  Because the owners of this country don't want that.
[00:33:23.132 --> 00:33:25.173]  I'm talking about the real owners now.
[00:33:25.173 --> 00:33:26.314]  The real owners.
[00:33:26.314 --> 00:33:31.218]  The big wealthy business interests that control things and make all the important decisions.
[00:33:31.218 --> 00:33:32.679]  Forget the politicians.
[00:33:32.679 --> 00:33:37.523]  The politicians are put there to give you the idea that you have freedom of choice.
[00:33:37.523 --> 00:33:37.904]  You don't.
[00:33:38.726 --> 00:33:40.087]  You have no choice.
[00:33:40.087 --> 00:33:41.327]  You have owners.
[00:33:41.327 --> 00:33:43.608]  They own you.
[00:33:43.608 --> 00:33:45.128]  They own everything.
[00:33:45.128 --> 00:33:47.129]  They own all the important land.
[00:33:47.129 --> 00:33:48.910]  They own and control the corporations.
[00:33:48.910 --> 00:33:52.391]  They've long since bought and paid for the Senate, the Congress, the State Houses, the City Halls.
[00:33:52.391 --> 00:33:54.312]  They got the judges in their back pockets.
[00:33:54.312 --> 00:33:59.293]  And they own all the big media companies, so they control just about all of the news and information you get to hear.
[00:33:59.293 --> 00:34:00.934]  They got you by the balls!
[00:34:02.421 --> 00:34:04.942]  They want obedient workers.
[00:34:04.942 --> 00:34:06.783]  Obedient workers.
[00:34:06.783 --> 00:34:19.550]  People who are just smart enough to run the machines and do the paperwork, and just dumb enough to passively accept jobs with the lower pay, the longer hours, the reduced benefits, the end of overtime, and the vanishing pension that disappears the minute you go to collect it.
[00:34:19.550 --> 00:34:23.272]  And now, they're coming for your social security money.
[00:34:23.272 --> 00:34:27.354]  So they can give it to their criminal friends on Wall Street.
[00:34:27.354 --> 00:34:29.255]  It's a big club.
[00:34:29.255 --> 00:34:30.056]  And you ain't in it.
[00:34:31.536 --> 00:34:34.599]  You and I are not in the big club.
[00:34:34.599 --> 00:34:37.182]  The owners of this country know the truth.
[00:34:37.182 --> 00:34:40.906]  It's called the American Dream, but you have to be asleep to believe it.
[00:34:42.315 --> 00:34:44.176]  But I'll tell you what they don't want.
[00:34:44.176 --> 00:34:47.679]  They don't want a population of citizens capable of critical thinking.
[00:34:47.679 --> 00:34:51.602]  They don't want well-informed, well-educated people capable of critical thinking.
[00:34:51.602 --> 00:34:52.863]  They're not interested in that.
[00:34:52.863 --> 00:34:54.184]  That doesn't help them.
[00:34:54.184 --> 00:34:56.066]  That's against their interest.
[00:34:56.066 --> 00:34:57.087]  That's right.
[00:34:57.087 --> 00:35:02.151]  From the front lines of the information war, it's Alex Jones.
[00:35:05.902 --> 00:35:10.583]  Ladies and gentlemen, thank you for joining us on this live Sunday Worldwide Transmission.
[00:35:10.583 --> 00:35:12.864]  Look at the Washington Post in my hand, if you're a TV viewer.
[00:35:12.864 --> 00:35:17.125]  If you're a radio listener, I will read the headline.
[00:35:17.125 --> 00:35:23.006]  Could Donald Trump be held legally responsible for violence at his rallies?
[00:35:23.006 --> 00:35:29.908]  That is the essence, from Australia to Germany to the United States, of the totalitarian left program.
[00:35:32.304 --> 00:35:38.508]  Where, if you say something someone doesn't like, like we should be a sovereign nation.
[00:35:38.508 --> 00:35:43.592]  Or, we shouldn't let Muslims in until we at least vet who they are and check their IDs.
[00:35:43.592 --> 00:35:46.894]  They're letting them in now, just not even looking at their IDs.
[00:35:46.894 --> 00:35:49.296]  But citizens are scrutinized.
[00:35:49.296 --> 00:35:51.758]  And then they say, oh my gosh, he's so racist, let's go after him.
[00:35:51.758 --> 00:35:55.841]  Like, they said I was deeply racist on MSNBC because I didn't agree with Obamacare.
[00:35:57.560 --> 00:35:58.641]  I've played those clips many times.
[00:35:58.641 --> 00:35:59.622]  It was on a bunch of their shows.
[00:35:59.622 --> 00:36:01.183]  They were like, he's deeply racist.
[00:36:01.183 --> 00:36:02.364]  That's why he's against it.
[00:36:02.364 --> 00:36:05.867]  He doesn't want people to have free health care because it isn't free.
[00:36:05.867 --> 00:36:06.708]  We read the bill.
[00:36:06.708 --> 00:36:10.411]  It's got death panels.
[00:36:10.411 --> 00:36:21.540]  But they've got a dumbed down population, at least a part of the population of every race, color and creed are the sons and daughters of trendies who believe whatever TV tells them.
[00:36:22.947 --> 00:36:23.927]  And it's like a different world.
[00:36:23.927 --> 00:36:29.929]  People that watch mainstream media believe all that, and then folks that are aware of it know how ridiculous it is, but it doesn't matter.
[00:36:29.929 --> 00:36:32.990]  It's like a different world.
[00:36:32.990 --> 00:36:34.490]  Another country, another language.
[00:36:34.490 --> 00:36:36.291]  They just believe it.
[00:36:36.291 --> 00:36:37.511]  They're chumps!
[00:36:37.511 --> 00:36:45.913]  And there's giant armies of chumps that just want to be petted and have their egos soothed and told little platitudes.
[00:36:45.913 --> 00:36:49.174]  I'm going to cover this after this particular clip, but
[00:36:52.907 --> 00:37:03.071]  Imagine if when Obama was having crowds of 20,000 people, never as big as Trump, some as big as 50, when he was first about to win in 2008.
[00:37:03.071 --> 00:37:11.135]  Imagine if there would have been groups of people, predominantly white, showing up, running over people, hitting people, beating people.
[00:37:11.135 --> 00:37:12.255]  It would have been the end of the world.
[00:37:12.255 --> 00:37:18.318]  But because Donald Trump's a white guy and George Soros and Hillary are funding it, not Bernie, that's all staged.
[00:37:20.080 --> 00:37:21.441]  The proof's coming up in a moment.
[00:37:21.441 --> 00:37:22.742]  It's okay and good.
[00:37:22.742 --> 00:37:28.047]  And I go to their Twitters and their Facebooks, major political activists, and they're like, let's kill Trump!
[00:37:28.047 --> 00:37:30.429]  Saturday Night Live says, let's hire an assassin!
[00:37:30.429 --> 00:37:34.452]  New York Times says, let's kill him!
[00:37:34.452 --> 00:37:37.195]  These are not liberals, folks.
[00:37:37.195 --> 00:37:39.056]  These are totalitarians.
[00:37:39.056 --> 00:37:44.621]  You know, my grandfather, when he got elected to state government as an Eisenhower Republican, my dad's dad,
[00:37:48.740 --> 00:37:49.620]  He wasn't a liberal.
[00:37:49.620 --> 00:37:50.520]  He didn't call himself a liberal.
[00:37:50.520 --> 00:37:55.202]  He called himself somebody that stood for freedom.
[00:37:55.202 --> 00:37:57.322]  But a true liberal would be like Thomas Jefferson.
[00:37:57.322 --> 00:37:58.562]  These people are not liberals.
[00:37:58.562 --> 00:38:06.564]  These are freakish, hateful, dumb, tribal, groupthink gang members.
[00:38:06.564 --> 00:38:08.625]  That's what... It's all about race.
[00:38:08.625 --> 00:38:15.406]  It's all about... I watch these videos and women are saying they're going to vote Hillary because she's a woman.
[00:38:15.406 --> 00:38:17.847]  Blacks say that Obama can do whatever he wants because he's black.
[00:38:18.769 --> 00:38:20.430]  Doesn't matter if he doubled your unemployment.
[00:38:20.430 --> 00:38:21.792]  It's just so crazy.
[00:38:21.792 --> 00:38:26.776]  And our own reporters in Ohio, the videos are on InfoWars.com.
[00:38:26.776 --> 00:38:34.102]  They'd say to him over and over again, they'd say, hey, 52% of blacks have been aborted since Roe v. Wade.
[00:38:34.102 --> 00:38:36.364]  They go, shut up, cracker!
[00:38:36.364 --> 00:38:38.285]  Shut up, sugar fairy!
[00:38:38.285 --> 00:38:40.647]  All these racist names for whites.
[00:38:40.647 --> 00:38:42.449]  Never heard that one, but looked it up.
[00:38:42.449 --> 00:38:46.292]  Found out what it meant.
[00:38:46.292 --> 00:38:47.433]  And those folks just don't care.
[00:38:48.533 --> 00:38:49.914]  It's a lottery ticket mentality.
[00:38:49.914 --> 00:38:54.418]  They just buy into the hype and they feel like because they're buying into what's on TV, that's big and glitzy.
[00:38:54.418 --> 00:38:59.643]  That's smart and they're winners.
[00:38:59.643 --> 00:39:04.267]  It's like telling a rat, don't go eat that cheese on that mousetrap.
[00:39:04.267 --> 00:39:06.369]  Ain't gonna listen to you.
[00:39:06.369 --> 00:39:09.872]  And by the time that trap slams down on their neck and breaks it, they're dead.
[00:39:09.872 --> 00:39:14.796]  Doesn't matter.
[00:39:14.796 --> 00:39:15.437]  It's really sad.
[00:39:17.278 --> 00:39:24.343]  But the government is reversing all the gains we had thanks to abolitionists and Christians and true conservatives and patriots.
[00:39:24.343 --> 00:39:28.486]  The party of the Ku Klux Klan, the Democrats, have created total racism.
[00:39:28.486 --> 00:39:31.468]  They couldn't get whites to be racist anymore, so they flipped.
[00:39:31.468 --> 00:39:32.509]  They got the minorities, too.
[00:39:32.509 --> 00:39:34.210]  And the minorities are people, too.
[00:39:34.210 --> 00:39:35.531]  They're just as bad.
[00:39:35.531 --> 00:39:37.493]  Blacks, Hispanics, whatever.
[00:39:37.493 --> 00:39:39.614]  Because of the political correctness, they're worse than anything I've ever seen.
[00:39:39.614 --> 00:39:42.436]  Just how they're openly racist and don't care and laugh about it.
[00:39:42.436 --> 00:39:42.797]  Here's the deal.
[00:39:42.797 --> 00:39:45.439]  I'm not going to sink to your level, but I'm not going to buy your guilt anymore.
[00:39:46.087 --> 00:39:49.349]  Now let's speak about Ted Cruz here briefly.
[00:39:49.349 --> 00:39:56.134]  You got Rachel Maddow, you got Hillary Clinton, you got that Democratic Party operative Megyn Kelly.
[00:39:56.134 --> 00:40:02.979]  You got them all coming out saying Trump's a racist and deserves to have his rallies shut down and people beat up.
[00:40:02.979 --> 00:40:05.321]  Blood all over the ground, cops bleeding everywhere.
[00:40:05.321 --> 00:40:07.342]  They deserve it.
[00:40:07.342 --> 00:40:10.685]  And it's Donald Trump's fault because it happens at the top.
[00:40:10.685 --> 00:40:13.767]  Donald Trump is in the position he's in
[00:40:15.762 --> 00:40:16.903]  Because he's the leader.
[00:40:16.903 --> 00:40:20.186]  He's 20, 30, 40 points ahead of everybody else.
[00:40:20.186 --> 00:40:21.567]  That's why they're targeting him.
[00:40:21.567 --> 00:40:24.190]  And he doesn't take globalist money.
[00:40:24.190 --> 00:40:32.177]  And he knows about the one-sided trade deals we've got, and they are hitting the panic button.
[00:40:32.177 --> 00:40:36.621]  Now, I don't know where he's going at the end of the day, and I don't even completely trust him.
[00:40:36.621 --> 00:40:38.403]  But I know this, the elite are scared of him.
[00:40:40.256 --> 00:40:42.297]  I'm going to air the Roger Stone interview I taped yesterday.
[00:40:42.297 --> 00:40:44.719]  I'll be premiering that here on the radio in the next segment, then go to your calls.
[00:40:44.719 --> 00:40:51.083]  But right now, let's go to this quick clip from that Paul Watson piece that ought to be the handbook around here for our reporters.
[00:40:51.083 --> 00:40:57.487]  The way he just devastatedly laid out all their evil and all their physical attacks and their signs saying, we're going to kill you, we're going to kill Whitey.
[00:40:57.487 --> 00:41:00.108]  It's just like, but that's saying you're racist.
[00:41:00.108 --> 00:41:01.109]  It doesn't matter because you're white.
[00:41:01.109 --> 00:41:04.011]  I'm allowed to say I'm going to kill you.
[00:41:04.011 --> 00:41:05.872]  It's incredible to see the globalists doing this.
[00:41:07.654 --> 00:41:08.934]  We're all in this together.
[00:41:08.934 --> 00:41:13.196]  Globalism is taking everybody's freedoms.
[00:41:13.196 --> 00:41:14.316]  They don't care.
[00:41:14.316 --> 00:41:15.196]  Let's go to this clip.
[00:41:15.196 --> 00:41:25.679]  I mean, having Glenn Beck backing him, having the Bushes take over his campaign and his finances, having his wife be Goldman Sachs' CFR, his wife involved creating TPP, that gave me pause on Cruz.
[00:41:25.679 --> 00:41:28.540]  But because he did good stuff in the Senate, I thought, well, that's all right.
[00:41:29.841 --> 00:41:32.842]  Maybe I'll get in the middle of the doubt, but watching him and the dirty tricks.
[00:41:32.842 --> 00:41:35.764]  Cruz with his latest thing saying Trump's responsible.
[00:41:35.764 --> 00:41:43.907]  If Cruz was in the front, the leader of the pack, and winning, and was a patriot, they'd have the communist style.
[00:41:43.907 --> 00:41:47.309]  This is not communism, but they're using the playbook.
[00:41:47.309 --> 00:41:47.989]  Brown shirts.
[00:41:47.989 --> 00:41:50.350]  You could say fascists did this too, the Nazis.
[00:41:50.350 --> 00:41:52.931]  Going in and trying to block rallies with violence.
[00:41:52.931 --> 00:41:54.251]  Shut down free speech.
[00:41:54.251 --> 00:41:55.172]  Bully free speech.
[00:41:57.475 --> 00:41:59.276]  If he was the frontrunner, they'd be doing this to him.
[00:41:59.276 --> 00:42:06.921]  But he's sitting there saying it's Donald Trump's fault that George Soros and Hillary openly admit and took credit for funding this.
[00:42:06.921 --> 00:42:07.442]  He doesn't care.
[00:42:07.442 --> 00:42:08.662]  He wants to blame Donald Trump.
[00:42:08.662 --> 00:42:10.864]  He wants to take your free speech away.
[00:42:10.864 --> 00:42:13.666]  Ted Cruz, we now know who you are, buddy.
[00:42:13.666 --> 00:42:15.127]  You uncloaked fully.
[00:42:15.127 --> 00:42:15.827]  You're an operative.
[00:42:15.827 --> 00:42:18.669]  Mr. Scherzer's son came up this morning, and we're coming after you.
[00:42:18.669 --> 00:42:20.250]  Here's the clip.
[00:42:20.250 --> 00:42:23.993]  But in any campaign, responsibility starts at the top.
[00:42:23.993 --> 00:42:26.114]  Any candidate is responsible for the culture.
[00:42:27.609 --> 00:42:28.630]  ...of the campaign.
[00:42:28.630 --> 00:42:38.102]  You create an environment... ...that only encourages... ...this sort of nasty discord.
[00:42:39.460 --> 00:42:47.689]  That is 100% leftist blueprint, where they go, we're going to bring in the radical Muslims, let them pour oil on their wives' faces and rape you in the street.
[00:42:47.689 --> 00:42:51.372]  When you criticize it and they do violence, we're going to blame you for their violence.
[00:42:51.372 --> 00:42:53.995]  When they shoot you up, we're going to blame you and take your speech.
[00:42:53.995 --> 00:42:58.540]  Europe's now under martial law after they engineered this, and Cruz is an operative.
[00:42:59.400 --> 00:43:01.042]  Clean, pure drinking water.
[00:43:01.042 --> 00:43:02.543]  You can't survive without it.
[00:43:02.543 --> 00:43:03.744]  But where do you get it?
[00:43:03.744 --> 00:43:09.730]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:43:09.730 --> 00:43:15.455]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:43:15.635 --> 00:43:32.516]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:43:32.896 --> 00:43:35.397]  Filter capacity up to 5,000 gallons.
[00:43:35.397 --> 00:43:36.858]  Stainless steel construction.
[00:43:36.858 --> 00:43:37.899]  Easy assembly.
[00:43:37.899 --> 00:43:38.799]  Low maintenance.
[00:43:38.799 --> 00:43:40.900]  Replacement filters are simple to install.
[00:43:40.900 --> 00:43:48.184]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:43:48.184 --> 00:43:53.367]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:43:53.367 --> 00:43:55.948]  Go to InfowarsStore.com or call 888-253-3139.
[00:43:59.130 --> 00:43:59.951]  Hey, everyone!
[00:43:59.951 --> 00:44:02.253]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:44:02.253 --> 00:44:06.096]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:44:06.096 --> 00:44:08.178]  You've all heard the shocking statistics.
[00:44:08.178 --> 00:44:18.447]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:44:18.447 --> 00:44:24.433]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:44:24.893 --> 00:44:41.745]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[00:44:42.185 --> 00:44:45.649]  You need to check out Infowarsteam.com.
[00:44:45.649 --> 00:44:47.612]  Give your body the gift of good nutrition.
[00:44:47.612 --> 00:44:50.054]  Head over to Infowarsteam.com.
[00:44:50.054 --> 00:44:51.736]  Your body will be very grateful.
[00:44:59.935 --> 00:45:03.456]  When cells become toxic, they die early and aging sets in.
[00:45:03.456 --> 00:45:11.697]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:45:11.697 --> 00:45:17.119]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:45:17.119 --> 00:45:19.639]  You want the best that's out there at the lowest price anywhere?
[00:45:19.639 --> 00:45:21.740]  We now have the synergistic solution.
[00:45:21.740 --> 00:45:25.940]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:45:29.944 --> 00:45:30.845]  Shower filters.
[00:45:30.845 --> 00:45:32.586]  We're introducing the best yet.
[00:45:32.586 --> 00:45:36.649]  The brand new ProPure ProMax high-performance shower filter.
[00:45:36.649 --> 00:45:41.473]  It removes and reduces over 200 contaminants while preserving a strong powerful flow.
[00:45:41.473 --> 00:45:48.539]  This new four-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:45:48.539 --> 00:45:51.521]  You can find more details on this amazing new filter and free shipping
[00:45:51.621 --> 00:45:54.762]  I basically had my gallbladder out within the last nine months.
[00:45:54.762 --> 00:45:57.103]  I needed to get my digestive system working correctly.
[00:46:13.268 --> 00:46:13.769]  I think so.
[00:46:30.366 --> 00:46:34.009]  I want to challenge the listeners who have not tried X2 for yourselves.
[00:46:34.009 --> 00:46:35.330]  What do you have to lose?
[00:46:35.330 --> 00:46:43.935]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[00:46:43.935 --> 00:46:49.059]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:47:03.506 --> 00:47:22.450]  You're listening to the Alex Jones Show.
[00:47:22.450 --> 00:47:25.270]  Free speech was overrated.
[00:47:25.270 --> 00:47:27.591]  Real freedom is submission to a global government.
[00:47:32.091 --> 00:47:37.376]  Get a lunch.
[00:47:37.376 --> 00:47:40.038]  Waging war on corruption.
[00:47:40.038 --> 00:47:48.406]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:47:48.406 --> 00:47:50.208]  Dave Mustaine's new Megadeth album.
[00:47:50.208 --> 00:47:52.530]  Listen to some of it right there.
[00:47:52.530 --> 00:47:52.910]  Fred is real!
[00:47:52.910 --> 00:47:54.572]  Here's the track.
