[00:02.400 --> 00:10.200]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[35:48.520 --> 35:56.520]  A peaceful protestor and two-time Iraq war veteran Scott Olson sustained a skull fracture from a police projectile.
[35:56.520 --> 36:03.520]  And after this cop was filmed discharging pepper spray at a line of seated demonstrators at UC Davis,
[36:03.520 --> 36:09.520]  former officer John Pike won more than $38,000 in a workers' comp case against the school,
[36:09.520 --> 36:14.520]  claiming he suffered anxiety and depression after video outrage.
[36:14.520 --> 36:21.520]  The FBI even planned to assassinate the leaders of the Occupy movement via suppressed sniper rifles.
[36:21.520 --> 36:28.520]  This was according to an FBI document obtained by the Partnership for Civil Justice Fund via FOIA request.
[36:28.520 --> 36:36.520]  Although the document is redacted, it clearly shows that the FBI planned to gather intelligence against the leaders of the protest groups,
[36:36.520 --> 36:41.520]  then formulate a plan to kill the leadership via suppressed sniper rifles.
[36:41.520 --> 36:48.520]  Now news of an FBI plot to murder political activists doesn't come as a surprise to those who are familiar with COINTELPRO.
[36:48.520 --> 36:56.520]  The FBI's COINTELPRO program of the 1960s and 70s aimed to frighten dissidents and disrupt their movements,
[36:56.520 --> 37:06.520]  enabling the FBI and police to eliminate the leaders of mass movements without undermining the image of the United States as a democracy.
[37:06.520 --> 37:13.520]  According to the official narrative, COINTELPRO was terminated in 1971, but that is clearly not the case.
[37:13.520 --> 37:18.520]  For years, the government has been using anti-terror laws to crush dissent.
[37:18.520 --> 37:23.520]  NSA whistleblower Edward Snowden wrote about the NSA's spying programs saying,
[37:23.520 --> 37:26.520]  these programs were never about terrorism.
[37:26.520 --> 37:31.520]  They're about economic spying, social control, and diplomatic manipulation.
[37:31.520 --> 37:33.520]  They're about power.
[37:33.520 --> 37:38.520]  Attorney General Eric Holder announced Monday another spying program that he claims is aimed
[37:38.520 --> 37:45.520]  at fostering community and local outreach efforts to combat the message of extremist groups such as ISIS.
[37:45.520 --> 37:48.520]  But we know this isn't about ISIS.
[37:48.520 --> 37:53.520]  Exclusive photographs provided to InfoWars earlier this month from a local business owner
[37:53.520 --> 38:01.520]  show an FBI PowerPoint presentation placing homegrown groups at the top of the agency's terror watch list.
[38:01.520 --> 38:08.520]  And as KSLA News 12 Jeff Ferrell discovered, the clergy would help the government with potentially their biggest problem, us.
[38:08.520 --> 38:16.520]  For the clergy, one of the biggest tools that they will have in helping calm the public down or obey the law is the Bible itself,
[38:16.520 --> 38:19.520]  specifically Romans, Romans 13.
[38:19.520 --> 38:30.520]  By conflating political dissidents with terrorism, local, state, and federal law enforcement can pursue activists simply for challenging government policy.
[38:30.520 --> 38:37.520]  And as history shows, the establishment has no problem using violence to subdue opposition.
[39:22.520 --> 39:25.520]  Such is the case of Marvin Guy of Texas.
[39:25.520 --> 39:31.520]  Police entered the home looking for drugs. They did find drug paraphernalia, but not the drugs that they were looking for.
[39:31.520 --> 39:35.520]  What about the case of Ryan Frederick of Virginia?
[39:35.520 --> 39:41.520]  A police informant had burglarized his home and then when told law enforcement that he had witnessed a growing operation of marijuana.
[39:41.520 --> 39:46.520]  The police raided the home, but Frederick, logically thinking that the burglar had returned,
[39:46.520 --> 39:49.520]  opened fire on a man he saw kicking in his front door.
[39:49.520 --> 39:55.520]  It happened to be a police officer and now Frederick is facing 10 years in prison for voluntary manslaughter.
[39:55.520 --> 40:03.520]  The police did recover some marijuana, but it turns out that Frederick isn't exactly the Rick Ross or Scarface of Mary Jane.
[40:03.520 --> 40:08.520]  But common sense does sometimes prevail, such as in the case of Henry Goldrich of Texas.
[40:08.520 --> 40:19.520]  Texas Sheriff's busted into his house with a no knock raid at the end of 2013, but Goldrich, thinking that, logically, a burglar was coming into his home, opened fire on the Sheriff's, killing one of them.
[40:19.520 --> 40:25.520]  The murder charge was eventually dropped, but Goldrich still had to contend with drug and weapons allegations.
[40:25.520 --> 40:30.520]  The shock and awe tactic of the no knock raid is self-defeating in my personal opinion.
[40:30.520 --> 40:35.520]  Why can't we go back to the old days where an officer would come knock on the door at a decent hour,
[40:35.520 --> 40:38.520]  maybe another officer out back in case the suspect took off?
[40:38.520 --> 40:43.520]  Instead of riding around in these black war wagons giving the police a false sense of security,
[40:43.520 --> 40:48.520]  they find out the hard way that all it takes is a few well-placed shots to evade all that body armor.
[40:48.520 --> 41:06.520]  You can find more reports at infowars.com.
[41:38.520 --> 41:46.520]  With the iOS 8, Apple absolves itself of any outright spying compliance by appearing to offer more rigorous security.
[41:46.520 --> 41:52.520]  If you're a person who's concerned about privacy, you'll buy their product and not the competitors, right?
[41:52.520 --> 41:56.520]  Your user data can still be accessed.
[41:56.520 --> 41:59.520]  Most people already back up their phones to iCloud.
[41:59.520 --> 42:08.520]  Apple will still have the ability and the legal responsibility to turn over user data that's stored elsewhere, such as in its iCloud service.
[42:08.520 --> 42:17.520]  Users who want to prevent all forms of police access to their information will have to adjust settings in a way that blocks data from flowing to iCloud.
[42:17.520 --> 42:22.520]  But even that is not enough to stop the feds from accessing your private data.
[42:22.520 --> 42:31.520]  Rogue cell phone towers that have been popping up all over the country are already being used to clandestinely access your mobile devices.
[42:31.520 --> 42:39.520]  Meanwhile, as the media is focusing all of its attention on the fact that malicious hackers have stolen nude photos from celebrities,
[42:39.520 --> 42:44.520]  the fact that police are using this very same software is completely overlooked.
[42:44.520 --> 42:55.520]  Now, Apple's latest move to convince buyers that it's not actively participating in this surveillance panopticon by offering stronger encryption is little more than deception.
[42:55.520 --> 42:59.520]  It's just going to keep those slaves lining up to buy its products.
[42:59.520 --> 43:03.520]  The government's Department of Homeland Security is buying up loads of ammo.
[43:03.520 --> 43:07.520]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[43:07.520 --> 43:09.520]  Can you put two and two together?
[43:09.520 --> 43:17.520]  Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds, is reasonably priced and fully legal.
[43:17.520 --> 43:18.520]  But for how long?
[43:18.520 --> 43:25.520]  Go to infidelbodyarmor.com, spelled I-N-F-I-D-E-L body armor dot com.
[43:25.520 --> 43:29.520]  Infidel Body Armor just won't quit.
[43:59.520 --> 44:00.520]  Another major health threat.
[44:00.520 --> 44:05.520]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[44:05.520 --> 44:08.520]  Ohio's governor declaring a state of emergency.
[44:08.520 --> 44:15.520]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[44:15.520 --> 44:18.520]  If there's a water emergency, will you be prepared?
[44:18.520 --> 44:21.520]  Panicked residents forming long lines throughout the day.
[44:21.520 --> 44:26.520]  Well, here at a supermarket in Toledo, you can see the shelves empty where water once was.
[44:26.520 --> 44:31.520]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[44:31.520 --> 44:35.520]  Water which will not be available at your local grocery store.
[44:35.520 --> 44:38.520]  There's a mad dash on right now to stock up on supplies.
[44:38.520 --> 44:45.520]  The Pro Pier Pro 1 G2.0 water filtration system is a must-have for every modern, independently-minded household.
[44:45.520 --> 44:49.520]  Protect your family's safety during an emergency.
[44:49.520 --> 44:55.520]  Go to infowarstore.com today to purchase your Pro Pier Pro 1 G2.0 water filtration system.
[44:55.520 --> 44:59.520]  Or call 1-88-253-3139.
[44:59.520 --> 45:01.520]  In the near future.
[45:01.520 --> 45:05.520]  When you realize how fake it all is, the football, the basketball.
[45:05.520 --> 45:07.520]  Alert. Security. Alert.
[45:07.520 --> 45:09.520]  This is Homeland Security.
[45:09.520 --> 45:13.520]  Analysis. Info Wars. Building Independence. Media Operation.
[45:13.520 --> 45:18.520]  You let the worst people get controlled and tell us that we are the ones responsible.
[45:18.520 --> 45:21.520]  Time-directed discredit Alex Jones.
[45:21.520 --> 45:24.520]  Jones is the wildly popular conspiracy theory.
[45:24.520 --> 45:27.520]  A popular conspiracy theory talk show called Info Wars.
[45:27.520 --> 45:29.520]  Alex Jones is now in an Austin jail.
[45:29.520 --> 45:31.520]  These people are assaulting us.
[45:31.520 --> 45:33.520]  Targeting of patriots engaged.
[45:33.520 --> 45:39.520]  They are never going to stop. They are never going to deviate from their program until we stop them.
[45:39.520 --> 45:49.520]  Block Free Iphone at infowars.com. Block Free Podcast and Video Feed. Imperatives. Destroy.
[45:49.520 --> 45:51.520]  You've got a censor eye on the enemy.
[45:51.520 --> 45:54.520]  Not worry about what propaganda they put out.
[45:54.520 --> 46:20.520]  Electrally it's for God you can fail it.
[46:20.520 --> 46:24.520]  You can't get away into the next generation of super high quality nascent iodine.
[46:24.520 --> 46:29.520]  Info Wars Life Survival Shield X2 is derived from 200 plus million year old salt solutions.
[46:29.520 --> 46:32.520]  Found more than 7,000 feet below the Earth's surface.
[46:32.520 --> 46:38.520]  The result is a unique nascent iodine that is both concentrated and free of unwanted additives.
[46:38.520 --> 46:41.520]  Genetically modified ingredients and completely vegan.
[46:41.520 --> 46:44.520]  We even pre-screen our survival shield X2 iodine for radiation.
[46:44.520 --> 46:47.520]  Pure. Clean. And sourced from deep within the Earth.
[46:47.520 --> 46:57.520]  X2 nascent iodine is available exclusively at infowarslife.com, infowarstore.com, or call 1-888-253-3139.
[47:18.520 --> 47:23.520]  The Washington Times reports the Air Force has dumped, so help me God from its oath.
[47:23.520 --> 47:28.520]  As a result of an unidentified atheist airman defending his right of freedom of religion.
[47:28.520 --> 47:32.520]  I can only agree with the unknown airman's stance for his own beliefs.
[47:32.520 --> 47:46.520]  However, the death of morality appears to be gaining a transformative foothold on the minds and spirit of a country founded by men who espoused warnings about straying too far into the dark woods filled with power mad and unethical.
[47:46.520 --> 47:48.520]  And unethical leaders.
[47:48.520 --> 47:53.520]  The only foundation of a free constitution is pure virtue.
[47:53.520 --> 47:54.520]  John Adams.
[47:54.520 --> 48:02.520]  Neither the wisest constitution nor the wisest laws will secure the liberty and happiness of a people whose manners are universally corrupt.
[48:02.520 --> 48:03.520]  Samuel Adams.
[48:03.520 --> 48:06.520]  Only a virtuous people are capable of freedom.
[48:06.520 --> 48:12.520]  As nations become corrupt and vicious, they have more need of masters.
[48:12.520 --> 48:13.520]  Benjamin Franklin.
[48:13.520 --> 48:16.520]  Without virtue, there can be no liberty.
[48:16.520 --> 48:20.520]  And liberty is the object and life of all Republican governments.
[48:20.520 --> 48:24.520]  Benjamin Rush, signer of the Declaration of Independence.
[48:24.520 --> 48:28.520]  Our marriage rate has descended to lows not seen since the roaring 20s.
[48:28.520 --> 48:33.520]  Our children are bombarded with perversion, not just on television, but in their schools.
[48:33.520 --> 48:46.520]  Two sides of the same Bible that unknown airmen renounces are set to clash in Oklahoma as Satanists have sold out the Oklahoma City Civic Center for their blasphemous mockery of the Catholic mass.
[48:46.520 --> 48:53.520]  As harmless as that may seem, ritualistic pedophilia has seeped into the highest levels of government for decades.
[48:53.520 --> 49:03.520]  The Washington Times reported today that unidentified White House aides in the Carter, Reagan and Bush administrations now are being investigated for using the services of a callboy ring.
[49:03.520 --> 49:08.520]  The paper reports that two of the male prostitutes were given a late night tour of the White House last year.
[49:08.520 --> 49:18.520]  Take a look at this, for instance, the National Security Agency, the National Reconnaissance Office and the very secretive Defense Advanced Research Projects Agency.
[49:18.520 --> 49:27.520]  Others also worked on actual military installations, including Edwards Air Force Base in California and also the California-based Naval Air Warfare Center.
[49:27.520 --> 49:30.520]  Whether it's the Presidio Daycare scandal.
[49:30.520 --> 49:40.520]  This is the Temple of Seth. The Temple is the only international satanic religious institution fully recognized by the United States government.
[49:40.520 --> 49:45.520]  Indeed, the Army does officially recognize Satanism as a legitimate religion.
[49:45.520 --> 49:52.520]  Here charges surface-connecting ritual child abuse at the Presidio Daycare Center to the devil cult.
[49:52.520 --> 49:59.520]  It was here parents and others alleged that as many as 60 young children were ritualistically abused by soldiers of Satan.
[49:59.520 --> 50:02.520]  What actually was done to the kids?
[50:02.520 --> 50:09.520]  Our old copulation, sodomy, defecation, they were urinated on.
[50:09.520 --> 50:21.520]  The continuing Dine Corps operations. Here's how they explained it. The Dine Corps workers had, quote, hired a teenage boy to perform a tribal dance at a company farewell party.
[50:21.520 --> 50:27.520]  No, that's not what happened. They hired a boy to do the tribal practice of having sex with him.
[50:27.520 --> 50:42.520]  The most abnormal and unethical people are running the whole show. So to that unknown airman out there in Nevada and what remains of American ethics for your children and your future from Christian author C.S. Lewis.
[50:42.520 --> 50:49.520]  We regard God as an airman regards his parachute. It's there for emergencies, but he hopes he'll never have to use it.
[50:49.520 --> 50:53.520]  John Bown for Infowars.com.
[50:53.520 --> 51:02.520]  One of the top stories concerning our nation besides the potential funding of ISIS and a potential Ebola outbreak is the scandals involving the NFL.
[51:02.520 --> 51:08.520]  And no, this is not sports and we talk about this to talk about the serious issues of child abuse of domestic violence.
[51:08.520 --> 51:15.520]  Because as you recall previously, the NFL had the scandal involving Jovan Belcher and the murder, suicide of himself and his girlfriend.
[51:15.520 --> 51:23.520]  Bringing you up to date with the most recent things, the most recent allegations concerning one Adrian Peterson involving child abuse.
[51:23.520 --> 51:30.520]  And when we talk about these topics, it's that when you have entertainers, especially sports stars, when it relates to the men.
[51:30.520 --> 51:35.520]  Because these NFL players, these NBA players, they're hyped up as, this is the ultimate man.
[51:35.520 --> 51:43.520]  You got this guy, he's in great shape, he has all these physical attributes, and he's put out there as to be the pinnacle of what you want to be, kind of like a superhero.
[51:43.520 --> 51:49.520]  So this is what you should achieve to be, but the issue is when these guys get in trouble, it's the ultimate fall from grace.
[51:49.520 --> 51:57.520]  They try to see how low they can take these guys, and some of these guys definitely need to be taken down if they're doing some of these actions that they're accused of.
[51:57.520 --> 52:05.520]  But the point I'm trying to make is that when you have organizations like the NFL, a guy kills his girlfriend and a murder, suicide, now we have to ban the guns.
[52:05.520 --> 52:11.520]  It's the gun culture they come out and say with their commentator, it's the gun culture that attributes to these type of actions.
[52:11.520 --> 52:17.520]  Well, I tell you, I've reported on many gun stories here in the state of Texas, around the country, but personally here in the state of Texas.
[52:17.520 --> 52:22.520]  And I've seen people very immersed in the gun culture, and these aren't violent people.
[52:22.520 --> 52:31.520]  These are people who can walk peacefully down the street assembled with their long arms, walk down the street educating people, heading out literature, and it's all well and good, no violence has taken place.
[52:31.520 --> 52:34.520]  So when they say the NFL, that it's the gun culture, I disagree with that.
[52:34.520 --> 52:47.520]  And now we're talking about more physical domestic violence. We saw Ray Rice punch his girlfriend, knock her out, and also, you know, the allegations with Adrian Peterson saying that he spanked his child so hard that he basically sent them to the hospital.
[52:47.520 --> 53:01.520]  And I'm not one of those one size fits all kind of guys, you know, because even in my more recent days here at NFL Wars, I'm trying to be careful to say, you know, it's not police at large as this individual in the police department, or this individual in the sheriff's department,
[53:01.520 --> 53:07.520]  or this FBI agent, or this ATF agent, and not try to say that everybody's collectively guilty, who's in those organizations.
[53:07.520 --> 53:14.520]  And it's the same thing with the NFL. A lot of these guys, you know, they're good hearted guys who just grew up to play the game they love as a child.
[53:14.520 --> 53:22.520]  They're a lot of good hearted people, you know, even a guy from my hometown who I went to school with, you know, he comes back to town during the summers and he teaches a free camp for the kids, and it's great.
[53:22.520 --> 53:26.520]  So you have a lot of good guys in the league, but you have some of these bad apples.
[53:26.520 --> 53:41.520]  And so I say all that to say this, that when you have the bad apples come out and do the gun violence, and now everybody's collectively guilty, who's in the gun culture, is every man going to be responsible for the actions of these guys, do these bad things, do their wives, their girlfriends, and so on and so forth.
[53:41.520 --> 53:47.520]  So let's get straight into these articles. Now, Peterson's attorney responds to new allegations he injured another son.
[53:47.520 --> 53:58.520]  Of course, referring to Adrian Peterson, some photos emerge of what a less be Peterson's son. He has these big welts and scars on his legs had to be taken to a hospital.
[53:58.520 --> 54:05.520]  And personally, you know, I don't have a problem with spanking kids. I don't recommend that you send them to the hospital. That does cross the line to child abuse.
[54:05.520 --> 54:13.520]  I was spanked talking to the guys in the back. They were spanked. You know, it's, it's trying to make it a southern thing. It's not a southern thing.
[54:13.520 --> 54:18.520]  It's in the Bible. Spare the rod and spoil the child. It doesn't mean beat the child until they're put into the hospital.
[54:18.520 --> 54:25.520]  But you give them a little pat on the butt, hey, don't do that again. And the people I know, or, you know, the parents I know who don't spank their kids,
[54:25.520 --> 54:33.520]  and like, you know, Johnny, I'm going to count to 10, nine, nine and a half, nine and three, quote, and then they go on this whole, this whole deal of trying to get to 10.
[54:33.520 --> 54:42.520]  And this is a joke, and the kids are running wild. So I encourage people, personally, I would spank kids if I had kids, but I would not put them in the hospital.
[54:42.520 --> 54:48.520]  Another article about Peterson, Adrian Peterson case brings scrutiny to child spanking. And we'll go on here.
[54:48.520 --> 54:55.520]  Sports Center hosts on Ray Rice. We need to reprogram the way we raise men reprogram.
[54:55.520 --> 55:05.520]  Oh, let's see. This is ESPN writer Kate Fagan said the NFL should spend millions on programs to encourage boys to be raised in a less hyper masculine environment.
[55:05.520 --> 55:17.520]  I don't think masculinity and violence are one in the same. You know, you can have a good, strong, he's not a role model, but you think about some guy like the Dulcecky's man, right?
[55:17.520 --> 55:24.520]  And like, so I'm not encouraging you by the drink. I'm not saying that's the pinnacle of manliness, but you know, he's just, you know, an adventurous guy, this fictional character.
[55:24.520 --> 55:29.520]  You know, and that's kind of, you know, what I'd like to, I'd like to be an adventurer or a conqueror, you know, out on some expeditions.
[55:29.520 --> 55:35.520]  To me, that's what's manly, not physical violence. You know, if you have to defend yourself, you have to defend yourself.
[55:35.520 --> 55:38.520]  And I'm definitely not saying that the cases we're talking about here are self-defense cases.
[55:38.520 --> 55:44.520]  But you know, just being an adventurer, doing something useful with your time building a media operation like Alex Jones did.
[55:44.520 --> 55:51.520]  You know, that's manly and masculine as far as I'm concerned, not saying that people need to be abusing their children.
[55:51.520 --> 55:54.520]  Spanking isn't parenting. It's child abuse.
[55:54.520 --> 56:01.520]  Now, once again, as I said earlier, if you spank your child to the point where you have to put them in a hospital, yes, that is child abuse.
[56:01.520 --> 56:06.520]  But a little pat on the butt. I don't see anything wrong with that. But you know, people don't like that.
[56:06.520 --> 56:11.520]  They want you to have these little helly and children running around and doing all these horrific things.
[56:11.520 --> 56:15.520]  We'll move faster now. The cultural, regional and generational roots of spanking.
[56:15.520 --> 56:19.520]  A lot of people have their two cents on this. Why you should never spank your kids.
[56:19.520 --> 56:24.520]  And also, we have Ms. Condoleezza Rice. People are saying that she should take over the NFL.
[56:24.520 --> 56:30.520]  She's an avid NFL watcher. And now people are saying that this person who was involved in the Bush administration,
[56:30.520 --> 56:36.520]  also some yellow cake shenanigans going on the Bush administration, not saying she was personally responsible for those.
[56:36.520 --> 56:39.520]  But some very questionable actions coming out of that administration.
[56:39.520 --> 56:44.520]  I really wouldn't want any of those guys, whether it's Bush Cheney, Rice or anybody else, to be involved in the NFL.
[56:44.520 --> 56:49.520]  And finally, we'll end on this because, you know, everybody talks about we need better role models in the NFL.
[56:49.520 --> 56:51.520]  And I see this and I'm like, well, what's wrong with this guy?
[56:51.520 --> 56:58.520]  We see RG3, that's a quarterback for the Redskins and he's told by the NFL not to wear his Jesus t-shirt.
[56:58.520 --> 57:03.520]  So you have a guy who's trying to be a positive role model in a organization that desperately needs one.
[57:03.520 --> 57:09.520]  He shows up saying, hey, you know, I'm a man of faith. I want to just wear a very, you know, it's a plain t-shirt.
[57:09.520 --> 57:16.520]  It says no Jesus, no peace. And the NFL says, no, you can't have that because, you know, we'd rather have these other guys out here doing all these wild things
[57:16.520 --> 57:20.520]  and have a respectable guy walk around in a t-shirt that says Jesus.
[57:20.520 --> 57:23.520]  You have the NFL, the no faith league, apparently.
[57:23.520 --> 57:25.520]  So that's it. That's my two cents on that.
[57:25.520 --> 57:28.520]  Like I said, not everybody in the NFL is collectively guilty for this stuff.
[57:28.520 --> 57:34.520]  But if you have good role models, let them be good role models and hopefully they won't try to come into your household
[57:34.520 --> 57:41.520]  and show you how to raise your children because it goes from disciplining the locker room to trying to propagandize the entire stance.
[57:41.520 --> 57:43.520]  Well, that's it for this segment of the NFL Awards Nightly News.
[57:43.520 --> 58:09.520]  But stay tuned. We'll have a special report from Staff Sergeant Joe Biggs coming up right after this break.
[58:28.520 --> 58:30.520]  And there's no need for bad taste and concoctions.
[58:30.520 --> 58:36.520]  Instead, oxypowder slowly releases monoatomic oxygen into the intestinal tract and body.
[58:36.520 --> 58:43.520]  Since the astonishing cleansing power of superoxide and azanide technology, go to infowarslife.com
[58:43.520 --> 58:46.520]  or infowarsstore.com to get started with oxypowder.
[58:46.520 --> 58:50.520]  Or call 1-888-253-3139.
[58:50.520 --> 58:52.520]  Open your eyes.
[58:52.520 --> 58:55.520]  It's time to give your eyes a powerful nutritional boost.
[58:55.520 --> 58:58.520]  Sight is the primary input to the brain,
[58:58.520 --> 59:02.520]  arguably making eyesight the most important sense we have.
[59:02.520 --> 59:07.520]  And just like the other important organs in our bodies, our eyes function at peak levels
[59:07.520 --> 59:10.520]  when they are fed the proper amounts of essential nutrition.
[59:10.520 --> 59:12.520]  Open your eyes.
[59:12.520 --> 59:18.520]  Combining key ingredients like vitamin A, zinc, lutein, proprietary saffron bulb extracts,
[59:18.520 --> 59:23.520]  and more, oxypowder by InfowarsLife is the new formulation specifically designed
[59:23.520 --> 59:27.520]  to nutritionally assist the natural function of healthy eyes.
[59:27.520 --> 59:30.520]  Optimize the natural power of your eyes.
[59:30.520 --> 59:34.520]  For the latest addition to the super high quality InfowarsLife formulations,
[59:34.520 --> 59:35.520]  Occupower.
[59:35.520 --> 59:40.520]  Go to infowarslife.com or infowarsstore.com to order Occupower.
[59:40.520 --> 59:44.520]  Or call 1-888-253-3139.
[59:44.520 --> 59:45.520]  Occupower.
[59:45.520 --> 1:00:01.520]  Open your eyes.
[1:00:17.520 --> 1:00:24.520]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[1:00:24.520 --> 1:00:27.520]  Yeah, I've been waiting and I've been watching.
[1:00:27.520 --> 1:00:29.520]  Thanks for joining us, ladies and gentlemen.
[1:00:29.520 --> 1:00:33.520]  I've been airing a lot of special reports today because sometimes I like to do that
[1:00:33.520 --> 1:00:37.520]  because I think it's more informative radio.
[1:00:37.520 --> 1:00:43.520]  So here is a promo for, well, the exposure of the They Live paradigm.
[1:00:43.520 --> 1:00:48.520]  I feel like this all the time trying to politically awaken people that they're being lied to,
[1:00:48.520 --> 1:00:51.520]  that there's an agenda that's not left or right.
[1:00:51.520 --> 1:00:53.520]  It's, hey, there's mind control going on.
[1:00:53.520 --> 1:00:58.520]  The signals broadcast 24 hours a day through all this media just become aware of it
[1:00:58.520 --> 1:01:00.520]  and they'll say there's nothing going on.
[1:01:00.520 --> 1:01:04.520]  And I want to say, put on these glasses or start cueing concrete.
[1:01:04.520 --> 1:01:14.520]  They have taken the hearts and minds of our leaders.
[1:01:14.520 --> 1:01:17.520]  They have recruited the rich and the powerful.
[1:01:17.520 --> 1:01:20.520]  And they have blinded us to the truth.
[1:01:20.520 --> 1:01:23.520]  The question is, do we all work for central bankers?
[1:01:23.520 --> 1:01:26.520]  That's what I want to address to our guests tonight.
[1:01:26.520 --> 1:01:29.520]  Our impulses are being redirected.
[1:01:29.520 --> 1:01:34.520]  We are living in an artificially induced state of consciousness that resembles slim.
[1:01:34.520 --> 1:01:41.520]  An estimated 50 to 70 million Americans suffer from a sleep disorder or sleep deprivation.
[1:01:41.520 --> 1:01:51.520]  Outside the limit of our sight, feeding office, pitched on top of us from price to death, our owners.
[1:01:51.520 --> 1:01:56.520]  Latest census numbers prove the United States has the biggest gap between rich and poor
[1:01:56.520 --> 1:01:58.520]  compared to all westernized countries today.
[1:01:58.520 --> 1:02:04.520]  Our projections show that by the year 2025, not only America, but the entire planet
[1:02:04.520 --> 1:02:09.520]  will be under the protection and the dominion of this power alliance.
[1:02:09.520 --> 1:02:16.520]  The gains have been substantial, both for ourselves and for you, the human power elite.
[1:02:16.520 --> 1:02:29.520]  And for the first time in all of human history, mankind is politically awakened.
[1:02:29.520 --> 1:02:31.520]  That's a total new reality.
[1:02:31.520 --> 1:02:34.520]  I've got one that can see.
[1:02:34.520 --> 1:02:37.520]  We can't be the only ones who can see.
[1:02:37.520 --> 1:02:41.520]  Unfortunately, you've grown up hearing voices that incessantly
[1:02:41.520 --> 1:02:46.520]  warn of government as nothing more than some separate sinister entity that's got them
[1:02:46.520 --> 1:02:48.520]  at the root of all our problems.
[1:02:48.520 --> 1:02:52.520]  It's a new morning in America, fresh, vital.
[1:02:52.520 --> 1:02:54.520]  The old cynicism is gone.
[1:02:54.520 --> 1:02:57.520]  We have faith in our leaders.
[1:02:57.520 --> 1:03:01.520]  We're optimistic as to what the comes of it all.
[1:03:01.520 --> 1:03:05.520]  It really boils down to our ability to accept.
[1:03:05.520 --> 1:03:08.520]  We don't need pessimism.
[1:03:08.520 --> 1:03:12.520]  I have two words for you. Predator drones.
[1:03:15.520 --> 1:03:17.520]  And who are you, little fella?
[1:03:17.520 --> 1:03:19.520]  You will never see it coming.
[1:03:19.520 --> 1:03:24.520]  Now, I'm predicting the first guy who uses a second amendment weapon to bring a drone down
[1:03:24.520 --> 1:03:28.520]  that's been hovering over his house is going to be a folk hero in this country.
[1:03:28.520 --> 1:03:30.520]  I'm nice.
[1:03:30.520 --> 1:03:36.520]  And there is a signal broadcast every second of every day through our television sets.
[1:03:36.520 --> 1:03:41.520]  I'm just trying to warn you, folks, the television is a giant LED weapon system.
[1:03:41.520 --> 1:03:43.520]  It's so advanced.
[1:03:43.520 --> 1:03:45.520]  They got a monkey farm in Bastrop, folks.
[1:03:45.520 --> 1:03:49.520]  They do all sorts of testing on Great Apes, Reese's Monkeys, the whole nine yards.
[1:03:49.520 --> 1:03:51.520]  And they go, oh, you didn't see this?
[1:03:51.520 --> 1:03:54.520]  And punch a button into beating hundreds of monkeys with wires in their brains
[1:03:54.520 --> 1:03:56.520]  with television sets brainwashing them.
[1:03:56.520 --> 1:03:59.520]  All I ever have to do is be famous.
[1:03:59.520 --> 1:04:03.520]  People watch me, and they love me.
[1:04:03.520 --> 1:04:05.520]  You can have a little taste of that good life, too.
[1:04:05.520 --> 1:04:06.520]  I know you want it.
[1:04:06.520 --> 1:04:08.520]  Hell, everybody does.
[1:04:08.520 --> 1:04:10.520]  Do it to your own kind.
[1:04:10.520 --> 1:04:12.520]  What's the threat?
[1:04:12.520 --> 1:04:14.520]  We all sell out every day.
[1:04:14.520 --> 1:04:16.520]  Much will be on the winning team.
[1:04:16.520 --> 1:04:19.520]  The real men of the world have to stand up and say,
[1:04:19.520 --> 1:04:24.520]  I have come here to chew bubblegum and kick ass.
[1:04:24.520 --> 1:04:27.520]  And I'm all out of bubblegum.
[1:04:27.520 --> 1:04:30.520]  Time to take a stand, boys.
[1:04:30.520 --> 1:04:31.520]  You know what?
[1:04:31.520 --> 1:04:33.520]  You got a little courage.
[1:04:33.520 --> 1:04:36.520]  Stand up for yourself.
[1:04:36.520 --> 1:04:39.520]  Waging war on corruption.
[1:04:39.520 --> 1:04:45.520]  It's Alex Jones coming to you live from the front lines of the Info War.
[1:04:45.520 --> 1:04:50.520]  The Oscar winners give a press conference and how to buy a sailboat as...
[1:04:50.520 --> 1:04:53.520]  Long live the Republic!
[1:04:53.520 --> 1:04:55.520]  Death to the new world!
[1:04:55.520 --> 1:04:59.520]  Ladies and gentlemen, come on out!
[1:04:59.520 --> 1:05:03.520]  From the water table to our soils to the atmosphere itself,
[1:05:03.520 --> 1:05:07.520]  our world is becoming more and more toxic each and every day.
[1:05:07.520 --> 1:05:09.520]  But it's not just the air outside that's toxic.
[1:05:09.520 --> 1:05:14.520]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[1:05:14.520 --> 1:05:20.520]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[1:05:20.520 --> 1:05:23.520]  There are more than 42 million smokers in the United States.
[1:05:23.520 --> 1:05:27.520]  Well over a thousand types of mold in mildew linked to numerous conditions.
