[00:00.000 --> 00:25.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[36:43.000 --> 36:50.000]  But then the House body needs to put pressure on John Boehner, John Joe Biden Boehner,
[36:50.000 --> 36:57.000]  and all the rest of the blue bloods.
[36:57.000 --> 37:04.000]  I'll just keep hammering on that. Listen to this. This is just the latest release.
[37:04.000 --> 37:14.000]  Obama deputies free 30,862 foreign criminals, many of them with aggravated crimes.
[37:14.000 --> 37:21.000]  That means robbing something armed or raping somebody or arson or child molestation.
[37:21.000 --> 37:30.000]  And that's just the latest of the 129,921 illegals released out of jail cells just this year.
[37:30.000 --> 37:35.000]  It's out of the daily color. I laugh in a sad laugh. I'm not happy about it.
[37:35.000 --> 37:40.000]  It's just so ridiculous.
[37:40.000 --> 37:45.000]  Rahm Emanuel and Representative Gutierrez to rally immigrants under Obama's executive order.
[37:45.000 --> 37:48.000]  You know, I meant to bring the Austin American statesmen in here from Friday,
[37:48.000 --> 37:54.000]  but it had to headline that immigrants set to get documents.
[37:54.000 --> 37:59.000]  And it was talking about how the immigrants and the migrants.
[37:59.000 --> 38:05.000]  And I said to her, they'll never call them illegal aliens or people here to get something free.
[38:05.000 --> 38:09.000]  There's that old cliche that, oh, all the immigrants are perfect, little angels,
[38:09.000 --> 38:13.000]  and they just want to work hard. Yeah, there are a lot of immigrants that want to come work hard,
[38:13.000 --> 38:16.000]  because they can pay a lot more here than they could in their country. Great.
[38:16.000 --> 38:21.000]  It doesn't change the subject that I can't go anywhere in the world and get free welfare like they can here,
[38:21.000 --> 38:25.000]  and that it's designed to create a new voting block.
[38:25.000 --> 38:29.000]  And a lot of Democrats I know go, well, it's a good strategy for the party.
[38:29.000 --> 38:33.000]  A good strategy. It's kind of like the unions supporting NAFTA and GATT.
[38:33.000 --> 38:36.000]  That's like, I'm on the winning team. I slit my own throat.
[38:36.000 --> 38:40.000]  Maybe like if a criminal was about to slit your throat, you said, let me help you,
[38:40.000 --> 38:47.000]  because I'll then be on the winning team. It is what I call Mass Group Stockholm Syndrome.
[38:47.000 --> 38:54.000]  Stockholm Syndrome has been around forever, but the term got quantified by some cases in Europe
[38:54.000 --> 38:59.000]  where people kidnapped by their capers within a matter of weeks end up fighting the police.
[38:59.000 --> 39:04.000]  In some cases, shooting them. They'll stand guard when the cops come to free you
[39:04.000 --> 39:08.000]  and you're kidnapped from the person beating you, raping you, whatever the case may be.
[39:08.000 --> 39:12.000]  Stockholm Syndrome. Well, let me give the government and all the special understable news flash here.
[39:12.000 --> 39:17.000]  I don't have Stockholm Syndrome. I'm upset.
[39:17.000 --> 39:31.000]  But at the same time, I am not going to mindlessly, like a bull running in a red cape,
[39:31.000 --> 39:37.000]  go after the low level government people, most of which are more awake than the general public
[39:37.000 --> 39:45.000]  in my experience and are usually the people giving us all the key intel that turns out to be accurate,
[39:45.000 --> 39:50.000]  pulling my bacon out of the fire repeatedly.
[39:50.000 --> 39:57.000]  So as bad as the military and the police are, as bad as people even in federal agencies are,
[39:57.000 --> 40:00.000]  on average, they're better than the general public. Let me tell you something,
[40:00.000 --> 40:03.000]  because they know what's going on. They know this show's for real.
[40:03.000 --> 40:10.000]  My question is, how do I get the general public to realize how much danger we're in?
[40:10.000 --> 40:17.000]  Because there's a global worldwide destabilization program from Australia to Germany to the United States.
[40:17.000 --> 40:21.000]  They're pulling the same race war garbage, the same open borders garbage.
[40:21.000 --> 40:24.000]  They're pulling the exact same garbage.
[40:24.000 --> 40:28.000]  Like, I took a screenshot of it. I was going to just try to save it.
[40:28.000 --> 40:34.000]  I want to read this quote from infowars.com.
[40:34.000 --> 40:40.000]  I got a screenshot of it yesterday.
[40:40.000 --> 40:44.000]  For some reason, I can't even get into my photos. I've got too many photos on this phone.
[40:44.000 --> 40:47.000]  It's just gotten ridiculous.
[40:47.000 --> 40:50.000]  Here's the camera roll. Let me find that quote.
[40:50.000 --> 40:52.000]  I've already taken a ton of photos.
[40:52.000 --> 41:00.000]  I was out at the graffiti wall today where people do public street art and looking for it.
[41:00.000 --> 41:06.000]  I thought I took a screenshot of that. Maybe I didn't.
[41:06.000 --> 41:11.000]  Here it is. All the commenters said was,
[41:11.000 --> 41:15.000]  Joel Griffin said, are we supporting the cops today in Four Wars?
[41:15.000 --> 41:19.000]  You change your mind so much, it's hard to keep up.
[41:19.000 --> 41:25.000]  Ben Franklin says, screen name, they support whichever side is right in each given situation,
[41:25.000 --> 41:29.000]  not one specific group in every situation.
[41:29.000 --> 41:35.000]  Joel Griffin goes on to say, they support white against the police and police against black.
[41:35.000 --> 41:38.000]  Find me one example that proves me wrong.
[41:38.000 --> 41:42.000]  Well, Joel, that's a ad hominem attack.
[41:42.000 --> 41:49.000]  I believe it was wrong to shoot that black woman driving around the Capitol last year in cold blood.
[41:49.000 --> 41:56.000]  And I believe it was wrong that they choked that black guy to death up in New York where they just no billed the cop.
[41:56.000 --> 42:03.000]  I think that type of illegal chokehold, the cops should get in trouble for doing that alone.
[42:03.000 --> 42:08.000]  And I think there's a lot of legitimate things about the police all over the country doing this asset for which there's a seizure
[42:08.000 --> 42:13.000]  where in many jurisdictions they'll steal the money out of your wallet.
[42:13.000 --> 42:18.000]  I mean, clearly there's boss hogs all over this nation. I've got a stack of examples today.
[42:18.000 --> 42:26.000]  But just to sit there and again go back to race mindlessly, burning down black churches, looting stores
[42:26.000 --> 42:34.000]  is not going to help race relations or equality or anything and just mindlessly getting into a fight
[42:34.000 --> 42:38.000]  with low level people in the government is going to do nothing but help the globalists.
[42:38.000 --> 42:44.000]  Colin, Bobby, Joseph, Cole, Mark and many others, your calls are straight ahead on the other side.
[42:44.000 --> 42:50.000]  How do we stop the Civil War? How do we stop the obvious race-baiting of the Justice Department?
[42:50.000 --> 42:56.000]  How do we make the Republican neocons and rhinos take action and reverse Obama and his power grab?
[42:56.000 --> 43:00.000]  We'll talk about it all straight ahead.
[43:00.000 --> 43:04.000]  The government's Department of Homeland Security is buying up loads of ammo.
[43:04.000 --> 43:08.000]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[43:08.000 --> 43:15.000]  Can you put two and two together? Infidel Body Armor can stop every round, including hollow points and 308 sniper rounds.
[43:15.000 --> 43:21.000]  Is reasonably priced and fully legal. But for how long? Go to infidelbodyarmor.com
[43:21.000 --> 43:39.000]  spelled I-N-F-I-D-E-L body armor dot com. Infidel Body Armor just won't quit.
[43:52.000 --> 44:07.000]  Use unparalleled research in the development of a synergistic formulation based around the key concepts of super-oxygenation.
[44:07.000 --> 44:12.000]  The next level in cleansing is here, with key ingredients backed by real clinical studies.
[44:12.000 --> 44:19.000]  The new oxy-powder, available through InfoWarsLife, was invented during Dr. Group's research on the toxification of our bodies.
[44:19.000 --> 44:25.000]  Many herbal colon cleansers are harsh on the body and contain cheap and potentially dangerous ingredients,
[44:25.000 --> 44:29.000]  oftentimes full of synthetic fillers, GMOs, additives, or worse.
[44:29.000 --> 44:34.000]  Gently start cleaning your body with easy capsules that start working while you sleep.
[44:34.000 --> 44:39.000]  Oxy-powder does not require time off work, and there's no need for bad-tasting concoctions.
[44:39.000 --> 44:45.000]  Instead, oxy-powder slowly releases monoatomic oxygen into the intestinal tract and body.
[44:45.000 --> 44:50.000]  Experience the astonishing cleansing power of super-oxide and ozonide technology.
[44:50.000 --> 45:17.000]  Go to infowarslife.com or infowarsstore.com to get started with oxy-powder or call 1-888-253-3139.
[45:20.000 --> 45:23.000]  More than 42 million smokers in the United States.
[45:23.000 --> 45:27.000]  Well over a thousand types of mold in mildew linked to numerous conditions.
[45:27.000 --> 45:32.000]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[45:32.000 --> 45:37.000]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs
[45:37.000 --> 45:42.000]  in order to combat the toxic environment that we cannot escape but that we can fight back against.
[45:42.000 --> 45:46.000]  Made with organic and wild cultivated herbs and manufactured in the USA.
[45:46.000 --> 45:52.000]  The new InfoWarsLife Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[45:52.000 --> 45:59.000]  Now available exclusively at infowarslife.com or by calling toll 3-888-253-3139.
[45:59.000 --> 46:03.000]  InfoWarsLife.com, check it out today.
[46:03.000 --> 46:09.000]  I have set out to bring you the most hardcore cutting-edge supplements and nutraceuticals bar 9,
[46:09.000 --> 46:12.000]  and that's what you'll find at infowarslife.com.
[46:12.000 --> 46:17.000]  We have rejected literally hundreds of products from the InfoWarsLife line
[46:17.000 --> 46:22.000]  because they are not of the very highest quality or because they're not 100% organic
[46:22.000 --> 46:29.000]  or because they don't ask all of the strictest toxicology tests there are that we have listed at infowarslife.com.
[46:29.000 --> 46:33.000]  Whether it's survival shield nascent iodine or DNA force,
[46:33.000 --> 46:39.000]  super male vitality, super female vitality, lung cleanse, fluoride shield, oxy powder.
[46:39.000 --> 46:44.000]  I believe that all of these products will blow you away like they've done
[46:44.000 --> 46:50.000]  the thousands of other customers that have visited infowarslife.com and believed in us and tried the products.
[46:50.000 --> 47:18.000]  Folks, check out infowarslife.com today and the entire line of groundbreaking, cutting-edge, hardcore products.
[47:18.000 --> 47:28.000]  You want answers? So do I.
[47:28.000 --> 47:32.000]  You want to stop tyranny? Well, so does he.
[47:32.000 --> 47:39.000]  Live from the InfoWars.com studios, it's Alex Jones.
[47:39.000 --> 47:47.000]  I want a free market economy based on transparency, not a fraudulent economy based in scams manipulation.
[47:47.000 --> 47:53.000]  Here's the headline, Bloomberg, most Americans see race relations worsening since Obama's election.
[47:53.000 --> 47:59.000]  How do you make the giant globalist screw job of this country a racial issue?
[47:59.000 --> 48:06.000]  You put in a so-called black president and say everybody's racist if you don't support doing what he says.
[48:06.000 --> 48:15.000]  And then when that doesn't work, you just try to stir stuff up with the police and the public and get a conflagration going.
[48:15.000 --> 48:21.000]  This is a crazy time to be alive. The toll-free number to join us is 877-789-2539.
[48:21.000 --> 48:27.000]  First-time callers, 877-789-ALEX. Love to hear from you.
[48:27.000 --> 48:33.000]  I'm going to go to Colin, Bobby, Joseph, Cole, Mark, Sean, many others here in a moment.
[48:33.000 --> 48:41.000]  Then coming up in the next hour, I saw three or four positive pieces of news just in one stack.
[48:41.000 --> 48:52.000]  I was looking at today, so I want to get into that. Also, Middle Eastern news, massive explosions reported following Israeli airstrikes near Syrian capital.
[48:52.000 --> 49:04.000]  We're going to get into the latest on drone collisions, scared Heathrow, Airbus and near miss with crafts that ghosted into Britain's biggest airport undetected by air traffic control.
[49:04.000 --> 49:11.000]  That ties into rogue computerized cameras, plague BBC news presenters.
[49:11.000 --> 49:15.000]  Want to live forever? TechFirm wants to create your digital alter ego.
[49:15.000 --> 49:21.000]  South China Morning Post, I want to get into what the technocracy really means.
[49:21.000 --> 49:30.000]  Because technology is being bent in a way as a Trojan horse to control humans and to basically lower our IQs and consciousness.
[49:30.000 --> 49:36.000]  Look what smart phones have done. Look what calculators have done. Yeah, they make things easy, but then no one knows how to do math.
[49:36.000 --> 49:39.000]  What are the side effects of this, especially when they're not side effects?
[49:39.000 --> 49:46.000]  Us using smart phones to get work done is a side effect of what the social engineers deployed them for.
[49:46.000 --> 49:58.000]  Saudi-born U.S. naval engineer allegedly gave undercover agent info on how to sink an aircraft carrier, showed up at the drop zone to get money from the FBI agent.
[49:58.000 --> 50:01.000]  That's just some of what's coming up.
[50:01.000 --> 50:05.000]  Man-wielding knife stabs for people aboard Amtrak train in Michigan, CNN.
[50:05.000 --> 50:09.000]  What's the answer? Banned knives? Well, they're trying in England.
[50:09.000 --> 50:12.000]  Yeah, don't blame the guy with the knife. Just blame the knife.
[50:12.000 --> 50:15.000]  Of course, they're blaming the guy with the knife because it's not a gun.
[50:15.000 --> 50:21.000]  But in England, they go so far as to actually blame the knife because you know, a block of knives at your house,
[50:21.000 --> 50:24.000]  why it's going to come out of there at night and go kill people.
[50:24.000 --> 50:32.000]  This is the war against logic. You didn't build your business. Common core math, fuzzy math.
[50:32.000 --> 50:40.000]  I want to go to Mark in Texas first because he's former law enforcement wants to give his take on MSNB or MSM.
[50:40.000 --> 50:43.000]  I call it dinosaur media, only focusing on race.
[50:43.000 --> 50:48.000]  Yeah, there's cases all the time where cops, you know, black cops kill whites, whites kill whites.
[50:48.000 --> 50:54.000]  Hispanic cops kill blacks. Hispanic cops kill whites. Whites kill Hispanic cops.
[50:54.000 --> 50:57.000]  I mean, this stuff just goes on. Good, good shootings, bad shootings.
[50:57.000 --> 51:00.000]  It just goes on out of 320 million people.
[51:00.000 --> 51:04.000]  But they want to make a few deaths, the whole issue.
[51:04.000 --> 51:06.000]  And then again, in Denver, I have the video coming up.
[51:06.000 --> 51:10.000]  If you're a TV viewer, radio listeners can see it at infowars.com.
[51:10.000 --> 51:13.000]  We saw them, we'll cast it at infowars.com for its last show.
[51:13.000 --> 51:19.000]  You want to actually see it. The car runs over two cops, two of them are almost killed,
[51:19.000 --> 51:25.000]  and the crowd starts chanting, hit them again, hit them again.
[51:25.000 --> 51:32.000]  Think about that. Think about that. That's mob rule. That's mental illness.
[51:32.000 --> 51:38.000]  If I saw a group of cops run over some people and the cops chanted, hit them again, hit them again,
[51:38.000 --> 51:43.000]  I would just go into a complete fit. And you would too, but what happens when citizens talk like that?
[51:43.000 --> 51:47.000]  Do you know those people that got hit? Do you know they're guilty of something?
[51:47.000 --> 51:53.000]  Do you want to have due process? See, I want to be given due process and treated like a human being.
[51:53.000 --> 51:56.000]  That means I've got to treat everybody else like that.
[51:56.000 --> 51:59.000]  I mean, this is just common sense stuff, and I don't know where it's going,
[51:59.000 --> 52:04.000]  but it shows how they've made it all about what color you are, how you dress, where you're from.
[52:04.000 --> 52:07.000]  It's all about gangs now. It's all about the surface.
[52:07.000 --> 52:12.000]  It's all about what you look like, the opposite of what Martin Luther King said.
[52:12.000 --> 52:17.000]  So, Mark in Texas and Colin in others. Mark, thanks for calling. Go ahead.
[52:17.000 --> 52:23.000]  Alex, I don't know if you ever heard of these guys on Sirius. I wish you were still on Sirius.
[52:23.000 --> 52:28.000]  I don't know why they took you off. Anyway, Bauer and Rose, the two neocon types.
[52:28.000 --> 52:32.000]  One is a matter of fact, I think Bauer ran for president one time, right?
[52:32.000 --> 52:36.000]  And I managed to get through. Usually they won't take calls like somebody like me,
[52:36.000 --> 52:45.000]  but anyway, what I wanted to point out to them is that the whole racial thing is nothing but a divide.
[52:45.000 --> 52:48.000]  It's nothing but the mainstream media, including by the way, Tox News,
[52:48.000 --> 52:55.000]  and most of the mainstream talk uses when the problem is police abuse around the country
[52:55.000 --> 53:01.000]  and militarization of police, which they excuse. They start to find Danny to militarize them.
[53:01.000 --> 53:08.000]  Because when you've got kids growing up without fathers, that's an excuse or something.
[53:08.000 --> 53:15.000]  And the state and the Democratic Party paid in the 60s black women not to have men at home,
[53:15.000 --> 53:20.000]  and they went from having better legitimacy numbers than whites to upwards of 90%,
[53:20.000 --> 53:24.000]  not having fathers in the home, which they know makes you five to seven times more likely
[53:24.000 --> 53:28.000]  to be in prison or drugs where you go and get a gang member father figure.
[53:28.000 --> 53:33.000]  So you're absolutely right. I appreciate your call. Here's what's going on.
[53:33.000 --> 53:40.000]  We submit films to Apple iTunes, even when they solicit us, higher level people kill it
[53:40.000 --> 53:45.000]  and don't let our stuff go on iTunes. That is my films like Obama Deception.
[53:45.000 --> 53:51.000]  Google Store, this was in the news five years ago, killed Obama Deception
[53:51.000 --> 53:54.000]  and wouldn't let us sell it on a Google Store we set up.
[53:54.000 --> 54:02.000]  There's a news article about that. We got record listeners and subscribers for Sirius XM
[54:02.000 --> 54:08.000]  in the five years we were on. Executives there put me on there. It was a big controversy.
[54:08.000 --> 54:15.000]  And then in an internal deal with debt restructuring and a large bank cartel
[54:15.000 --> 54:18.000]  that came in and bought part of it, they said,
[54:18.000 --> 54:24.000]  kick Alex Jones and any other libertarian paleo-conservative stuff off.
[54:24.000 --> 54:34.000]  Over 100 shows were kicked off of there because they don't want it to be hurt.
[54:34.000 --> 54:40.000]  We have to jump through 100 hoops to get on something like iHeart Radio.
[54:40.000 --> 54:45.000]  And that's done by gatekeepers.
[54:45.000 --> 54:49.000]  Like there'll be one executive who's really like what you're doing above somebody
[54:49.000 --> 54:52.000]  who doesn't like what you're doing or vice versa.
[54:52.000 --> 54:58.000]  So just know this, the system does everything they can to keep us off of venues
[54:58.000 --> 55:04.000]  like Roku, Boxy, podcast on iTunes, where we are there.
[55:04.000 --> 55:09.000]  Because you know why? You go to any of the hundreds of platforms this show streams on.
[55:09.000 --> 55:13.000]  Within a matter of weeks we're on them. We climb to the top.
[55:13.000 --> 55:17.000]  I don't care if it's Shoutcast where we're usually number one out of thousands of channels.
[55:17.000 --> 55:21.000]  And then that's been around for 20 years. We've been on it for like 15, 16.
[55:21.000 --> 55:27.000]  We're number one. We end up becoming the top five anywhere we are in an open market.
[55:27.000 --> 55:31.000]  Well, how does the system compete with something that the people want?
[55:31.000 --> 55:33.000]  They shut it down.
[55:33.000 --> 55:39.000]  I mean, I've been on well over 100 stations just the last five years
[55:39.000 --> 55:44.000]  where we have top ratings in the city on a small station a lot of times.
[55:44.000 --> 55:50.000]  And boom, like Nosferatu comes and knocking at midnight.
[55:50.000 --> 55:55.000]  ESPN comes and buys the station and puts on sports overs.
[55:55.000 --> 55:58.000]  It's happened all over the country.
[55:58.000 --> 56:02.000]  So it isn't just about a free market. That's the point. They want a monopoly.
[56:02.000 --> 56:05.000]  But I got news for the establishment.
[56:05.000 --> 56:10.000]  700, 800 million views conservatively on YouTube.
[56:10.000 --> 56:15.000]  Just on our channels.
[56:15.000 --> 56:19.000]  18 million listeners through the podcast, AM and FM, Shortwave,
[56:19.000 --> 56:23.000]  all the different metrics we have a week, 18 million.
[56:23.000 --> 56:28.000]  And yeah, they've got all sorts of Alexa got caught censoring us and WorldNet Daily
[56:28.000 --> 56:31.000]  and Drudge and every other constitutional outfit.
[56:31.000 --> 56:35.000]  But we have subscriptions. Our numbers are skyrocketing, but publicly,
[56:35.000 --> 56:39.000]  it shows us nose diving while MSNBC and these people that have no listeners,
[56:39.000 --> 56:43.000]  you know, that were thousands of times bigger than online, are skyrocketing.
[56:43.000 --> 56:49.000]  I mean, they just are rigging things, but it doesn't matter to the sponsors.
[56:49.000 --> 56:52.000]  We've got more sponsors than we can ever even deal with.
[56:52.000 --> 56:55.000]  That's what we mainly just sell our own products because the audience is so large
[56:55.000 --> 56:59.000]  we can capitalize and fund things better that way and control quality.
[56:59.000 --> 57:03.000]  So, I mean, say I have no listeners. Just announce I'm dead.
[57:03.000 --> 57:05.000]  I'm still alive, like Mark Twain said.
[57:05.000 --> 57:08.000]  Rumors of my death have been greatly exaggerated.
[57:08.000 --> 57:11.000]  I'm here growing. Infowars is growing.
[57:11.000 --> 57:14.000]  But listen, listeners, they're trying to censor us because we're hurting them.
[57:14.000 --> 57:18.000]  You're hurting them. Tell your email list, your Facebook, your Twitter,
[57:18.000 --> 57:21.000]  your Instagram, whatever you're on.
[57:21.000 --> 57:24.000]  Tune in to infowars.com forward slash show.
[57:24.000 --> 57:26.000]  Tune into this local AM and FM station.
[57:26.000 --> 57:29.000]  You're listing on 590 right now in Austin. Call your friends and family.
[57:29.000 --> 57:34.000]  Tell them to tune into the second hour so they know, get involved, take action.
[57:34.000 --> 57:37.000]  The fact that they're scared trying to censor us on a thousand fronts
[57:37.000 --> 57:41.000]  shows we're cleaning their clocks and we're not going to stop.
[57:41.000 --> 57:43.000]  Tons of calls and a lot more.
[57:43.000 --> 57:45.000]  Straight ahead, the second hour.
[57:45.000 --> 57:48.000]  Promote the show. Give them a black eye.
[57:50.000 --> 57:51.000]  The experts are clear.
[57:51.000 --> 57:56.000]  Sunlight, purified water, healthy non-GMO food, and having a good attitude
[57:56.000 --> 57:58.000]  is essential to a healthy immune system.
[57:58.000 --> 58:04.000]  But I go further with Super nascent iodine X2 from infowarseline.com.
[58:04.000 --> 58:08.000]  50% stronger than our original and revolutionary nascent iodine formula.
[58:08.000 --> 58:12.000]  Coming from a deep earth crystal source that no other supplier has.
[58:12.000 --> 58:18.000]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[58:18.000 --> 58:23.000]  Not our iodine, it comes from over 200 million year old crystal salt deposits
[58:23.000 --> 58:25.000]  and is tested and proven to be completely pure.
[58:25.000 --> 58:29.000]  Visit infowarseline.com today, see the informational videos,
[58:29.000 --> 58:32.000]  read the information they're compiled, and for a limited time,
[58:32.000 --> 58:35.000]  when you use promo code now at checkout,
[58:35.000 --> 58:40.000]  you get an additional 5% off the entire family of infowarseline.com products.
[58:40.000 --> 58:45.000]  Secure your survival shield X2 today at infowarseline.com
[58:45.000 --> 58:50.000]  Call toll free 888-253-3139.
[58:50.000 --> 58:52.000]  Aging starts at the cellular level.
[58:52.000 --> 58:56.000]  When cells become toxic, they die early and aging sets in.
[58:56.000 --> 59:01.000]  In the past decade, we have witnessed unparalleled scientific discoveries.
[59:01.000 --> 59:06.000]  During that period, key patented compounds have focused on mitochondrial growth,
[59:06.000 --> 59:08.000]  nerve growth, and rejuvenation.
[59:08.000 --> 59:13.000]  But no one has put together a formula that focuses directly on brain health,
[59:13.000 --> 59:17.000]  nerve growth factors, and optimizing your cellular energy at the same time.
[59:17.000 --> 59:23.000]  We now have the synergistic solution, DNA force, just one of the key compounds.
[59:23.000 --> 59:30.000]  BioPQQ is backed by major clinical studies and over 175 PubMed listed published studies.
[59:30.000 --> 59:33.000]  You want the best that's out there at the lowest price anywhere?
[59:33.000 --> 59:38.000]  The ultimate value, cutting edge trailblazing game changer that also supports the info war.
[59:38.000 --> 59:42.000]  Secure your DNA force today at infowarseline.com
[59:42.000 --> 59:46.000]  or call toll free 888-253-3139.
[59:46.000 --> 59:49.000]  DNA force from info wars life.
[59:52.000 --> 59:56.000]  You're listening to the Alex Jones show.
[01:00:01.000 --> 01:00:08.000]  From his central Texas command center deep behind enemy lines, the information war continues.
[01:00:08.000 --> 01:00:12.000]  It's Alex Jones and the GCN radio network.
[01:00:16.000 --> 01:00:20.000]  All right, we're going to go to Colin and everybody else is patiently holding.
[01:00:20.000 --> 01:00:24.000]  Let's go to Colin in California. Thanks for calling today.
[01:00:24.000 --> 01:00:25.000]  Hey, how's it going, Alex?
[01:00:25.000 --> 01:00:27.000]  Good, brother.
[01:00:30.000 --> 01:00:32.000]  Yep, you're on the air, Colin.
[01:00:32.000 --> 01:00:33.000]  Hey, how's it going, Alex?
[01:00:33.000 --> 01:00:34.000]  Oh, good. Can you hear me?
[01:00:34.000 --> 01:00:39.000]  I was going to talk about ISIS and about their end game and possibly being...
[01:00:42.000 --> 01:00:46.000]  Yeah, I think you're having some phone problems. You're on air and you're talking about ISIS.
[01:00:46.000 --> 01:00:48.000]  Going into Iran.
[01:00:48.000 --> 01:00:50.000]  Yep, go ahead.
[01:00:51.000 --> 01:00:54.000]  Gonna have to let you go, bro. You got a bad phone.
[01:00:54.000 --> 01:00:58.000]  Bobby in North Carolina. Bobby, you're on the air.
[01:00:58.000 --> 01:01:00.000]  Hey, Alex, how are you doing?
[01:01:00.000 --> 01:01:01.000]  Good, go ahead.
[01:01:01.000 --> 01:01:03.000]  You there?
[01:01:03.000 --> 01:01:06.000]  Yeah, we got a phone problem. I'm going to put you guys on hold.
[01:01:06.000 --> 01:01:10.000]  We're going to work on that. Got a board problem in there.
[01:01:10.000 --> 01:01:13.000]  We're not getting audio to the callers.
[01:01:13.000 --> 01:01:20.000]  Again, the toll-free number to join us is 877-789-2539.
[01:01:20.000 --> 01:01:27.000]  And we will get you up on air, 877-789-2539.
[01:01:27.000 --> 01:01:36.000]  And coming up, I'm going to get into some examples of good things that are happening
[01:01:36.000 --> 01:01:42.000]  and examples of humanity getting awake, getting involved, and taking action.
[01:01:42.000 --> 01:01:47.000]  We're also going to look at some examples of corruption in government at the low level
[01:01:47.000 --> 01:01:50.000]  and contrast that with high-level corruption.
[01:01:50.000 --> 01:01:54.000]  We're going to look at GCHQ. That's the NSA in England.
[01:01:54.000 --> 01:02:00.000]  Snoop through office emails. Anti-spy agency will monitor disgruntled employees in the UK.
[01:02:00.000 --> 01:02:03.000]  So they're just announcing illegal spying to everybody.
[01:02:03.000 --> 01:02:06.000]  Let's see if the phones are working now.
[01:02:06.000 --> 01:02:09.000]  Bobby, you're on the air. And callers, we couldn't hear.
[01:02:09.000 --> 01:02:12.000]  Just couldn't hear. Call back. Bobby, go ahead.
[01:02:12.000 --> 01:02:14.000]  Hey, Alex, how are you doing, man?
[01:02:14.000 --> 01:02:15.000]  Good.
[01:02:15.000 --> 01:02:20.000]  Hey, I was wanting to talk about the Michael Savage book, Stop the Civil War.
[01:02:20.000 --> 01:02:21.000]  Yes.
[01:02:21.000 --> 01:02:26.000]  You know, for the coming Civil War, I just want to thank you guys for, you know, plugging it
[01:02:26.000 --> 01:02:28.000]  because I would never have heard of it.
[01:02:28.000 --> 01:02:31.000]  That is simply one of the best books I've ever read.
[01:02:31.000 --> 01:02:35.000]  Well, Savage understands they're trying to start a Civil War.
[01:02:35.000 --> 01:02:39.000]  That's why I harp on it a couple of days a week, is that now you can see it.
[01:02:39.000 --> 01:02:42.000]  I mean, how obvious is this getting?
[01:02:42.000 --> 01:02:46.000]  I mean, it's terrible. I mean, and a lot of my friends don't even pay attention
[01:02:46.000 --> 01:02:52.000]  or I guess they're happy watching sports or whatever.
[01:02:52.000 --> 01:02:57.000]  Well, what struck you about that book is particularly informative.
[01:02:57.000 --> 01:03:05.000]  Well, the main thing is that how so much blacks and Hispanics are really voting Democrat
[01:03:05.000 --> 01:03:11.000]  when the Democrats want to hold them down, want to suppress them.
[01:03:11.000 --> 01:03:13.000]  Well, their agenda openly does that.
[01:03:13.000 --> 01:03:17.000]  And then the Republicans are like a placeholder that just act like they're fighting against it.
[01:03:17.000 --> 01:03:21.000]  It's a globally engineered system and people have to understand that.
[01:03:21.000 --> 01:03:29.000]  I mean, anything you say being pushed by MSM is this larger agenda.
[01:03:29.000 --> 01:03:33.000]  You know, you don't hear on other news networks or what they call the mainstream media,
[01:03:33.000 --> 01:03:37.000]  which really isn't all that mainstream.
[01:03:37.000 --> 01:03:42.000]  Do you have any other points to make or do you have any comments?
[01:03:42.000 --> 01:03:46.000]  I just thank you, man. Just for all you guys, this is just a great book.
[01:03:46.000 --> 01:03:49.000]  One of the best I've read. Can't plug it enough.
[01:03:49.000 --> 01:03:54.000]  I hear you. It's excellent. I read it myself and it was nightmarish to read it
[01:03:54.000 --> 01:03:58.000]  because it put into context all the things I've been seeing and that I'm so worried about.
[01:03:58.000 --> 01:04:00.000]  Now, I'm going to do this when we come back.
[01:04:00.000 --> 01:04:02.000]  I'm going to race through your phone calls. I want to take a lot of them.
[01:04:02.000 --> 01:04:07.000]  So Joseph in Oregon, be ready, Cole in Tennessee, Sean in Oregon and many others.
[01:04:07.000 --> 01:04:12.000]  But thank you, Bobby, in North Carolina for that phone call.
[01:04:12.000 --> 01:04:19.000]  And then I will get into some positive news examples that are out there as well.
[01:04:19.000 --> 01:04:24.000]  We'll get into man-wielding knife stabs for people aboard Amtrak train in Michigan.
[01:04:24.000 --> 01:04:27.000]  Some of the headlines on infowars.com.
[01:04:27.000 --> 01:04:32.000]  The cost of the Ferguson unrest is now $12 million.
[01:04:32.000 --> 01:04:37.000]  It was an incredible video. A factory farm whistleblower unveils disturbing video.
[01:04:37.000 --> 01:04:42.000]  A dog alerted al-Qaeda to the Navy SEAL's rescue of hostages.
[01:04:42.000 --> 01:04:47.000]  Execution of Luke Summers. More war on terror propaganda.
[01:04:47.000 --> 01:04:54.000]  We're going to get into just some of the other news dealing with the UN and more straight ahead.
[01:04:54.000 --> 01:04:59.000]  The UN climate change fraud is imploding.
