[00:00:00.189 --> 00:00:02.573]  I think so.
[00:27:30.142 --> 00:27:44.940]  But in the version that I saw on their website, they admitted in that document that the American people would never stand for this unless there was, to use their phrase, a new Pearl Harbor.
[00:27:45.882 --> 00:27:48.063]  And of course, that's what 9-11 was.
[00:27:48.063 --> 00:27:58.307]  And then Brzezinski in 1997 in the Grand Chess Board said, to mobilize our slaves for a war with the barbarians, we need a helpful Pearl Harbor event on the same scale or larger.
[00:27:58.307 --> 00:28:00.749]  Yeah.
[00:28:00.749 --> 00:28:04.210]  Interesting that 9-11 killed about the exact number that Pearl Harbor did, almost 3,000.
[00:28:04.210 --> 00:28:07.471]  Yeah, yeah.
[00:28:07.471 --> 00:28:13.074]  And, of course, it, you know,
[00:28:14.241 --> 00:28:21.984]  Our government could say, well, this was a case of massive incompetence.
[00:28:21.984 --> 00:28:37.789]  Well, if that is the case, then how come nobody in the chain of command from the top all the way down to the poor pilots flying those interceptors, how come none of them were fired?
[00:28:37.789 --> 00:28:40.090]  None of them were reprimanded.
[00:28:40.090 --> 00:28:41.871]  None of them were court-martialed.
[00:28:42.358 --> 00:28:50.001]  Matter of fact, the key players in this whole mess were promoted or given medals of freedom.
[00:28:50.001 --> 00:28:53.203]  Yeah, General Myers gets promoted to the Chairman of the Joint Chiefs of Staff.
[00:28:53.203 --> 00:28:58.845]  The FBI agents that blocked other FBI agents from, quote, stopping the hijackers got record cash bonuses.
[00:28:58.845 --> 00:29:03.107]  And at the same time, Bush went to the CIA a week after.
[00:29:03.107 --> 00:29:04.708]  Remember the standing ovation?
[00:29:04.708 --> 00:29:06.429]  They acted like they just won the Super Bowl.
[00:29:06.429 --> 00:29:07.189]  Remember that?
[00:29:07.189 --> 00:29:08.009]  Yeah.
[00:29:08.009 --> 00:29:09.510]  I mean, what was that celebration?
[00:29:11.710 --> 00:29:16.714]  Well, uh, they got what they wanted.
[00:29:16.714 --> 00:29:17.675]  They sure did.
[00:29:17.675 --> 00:29:18.275]  Stay there, sir.
[00:29:18.275 --> 00:29:22.378]  I want to come back, talk more about 9-11, and get into Star Wars, and talk about what you're doing right now.
[00:29:22.378 --> 00:29:23.980]  You're trying to do something about all this.
[00:29:23.980 --> 00:29:25.000]  Folks can help you.
[00:29:25.000 --> 00:29:25.901]  We'll be right back.
[00:29:25.901 --> 00:29:28.703]  I'm Alex Jones, your host.
[00:29:28.703 --> 00:29:30.104]  We're on the march.
[00:29:30.104 --> 00:29:32.626]  The Empire's on the run.
[00:29:32.626 --> 00:29:35.308]  Alex Jones and the GCN Radio Network.
[00:29:38.596 --> 00:29:44.779]  So you take care of your car, you change the oil, tune it up on a regular basis, and always make sure that it's running at its best.
[00:29:44.779 --> 00:29:47.381]  When it comes to your car, you demand performance.
[00:29:47.381 --> 00:29:50.882]  That's why you need SFR's Protecta Synthetic Oil Treatments.
[00:29:50.882 --> 00:29:55.625]  Protecta Engine Treatment, Protecta Transmission Treatment, and Protecta Complete Fuel System Treatment.
[00:29:55.925 --> 00:30:03.967]  Protecta meets the demands you put on your vehicle by providing more horsepower, improving gas mileage, decreasing emissions, and promotes longer engine life.
[00:30:03.967 --> 00:30:11.109]  Only Protecta contains a new technology, Nano B, which is not found in any competitive additive products at your local auto parts store.
[00:30:11.109 --> 00:30:15.170]  At Protecta, we do not compromise quality because you expect the very best.
[00:30:15.170 --> 00:30:18.550]  We provide products that work right the first time, every time.
[00:30:18.550 --> 00:30:21.171]  So get more when you treat it right with Protecta.
[00:30:21.171 --> 00:30:25.312]  For a very special introductory half-price offer available only to GCN listeners,
[00:30:25.572 --> 00:30:27.473]  Please call 888-USE-SFR1 or visit www.sfrcorp.com.
[00:30:27.473 --> 00:30:30.894]  That's 888-USE-SFR1 or visit www.sfrcorp.com.
[00:30:30.894 --> 00:30:31.474]  Call now!
[00:30:38.823 --> 00:30:44.085]  Now, you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:30:44.085 --> 00:30:49.567]  Ideal for sporting games, camping or boating, or Sport Berkey is small enough to store in your glove box.
[00:30:49.567 --> 00:30:54.209]  So it's ideal backup for unexpected emergencies like blackouts, floods or earthquakes.
[00:30:54.209 --> 00:30:57.531]  It's simply the best personal water filtration system available.
[00:30:57.531 --> 00:31:00.952]  So effective you can drink raw, untreated water from lakes, rivers and streams.
[00:31:01.292 --> 00:31:10.897]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:31:10.897 --> 00:31:14.639]  It even reduces radon-222, lead, and other heavy metals.
[00:31:14.639 --> 00:31:22.002]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:31:22.002 --> 00:31:23.423]  Get the Berkey Sport for only $39.
[00:31:23.423 --> 00:31:24.944]  Get two for $70 by calling New Millennium at 888-803-4438.
[00:31:30.146 --> 00:31:31.767]  Order your Berkey Sport today.
[00:31:31.767 --> 00:31:38.549]  That's toll-free, 888-803-4438, or order on the web at berkeywater.com.
[00:31:38.549 --> 00:31:41.470]  David J. Smith for Newswatch Magazine.
[00:31:41.470 --> 00:31:55.596]  Did you know that communism has stated that America would not jump from capitalism to communism, but our elected leaders would pass laws to socialize America, and one day we would wake up and have socialism-communism and not even know how it happened.
[00:31:56.411 --> 00:32:01.833]  Have we seen this very type of socialization of America over the last 60 years?
[00:32:01.833 --> 00:32:07.035]  We've been pushed far down the slippery slope of socialism-communism and don't even know it.
[00:32:07.035 --> 00:32:09.476]  Just as Nikita Khrushchev said.
[00:32:09.476 --> 00:32:17.179]  We'd like to help you understand how these things are coming to pass by offering you an absolutely free one-year subscription to Newswatch Magazine.
[00:32:17.979 --> 00:32:19.460]  Just call our toll-free number 1-800-516-8736.
[00:32:19.460 --> 00:32:20.621]  That's 1-800-516-8736 for your subscription.
[00:32:20.621 --> 00:32:21.281]  Call now.
[00:32:21.281 --> 00:32:23.863]  Operators are standing by to receive your call.
[00:32:23.863 --> 00:32:27.786]  The first head and two administrations of the secret Star Wars program during Ford and
[00:32:46.522 --> 00:32:52.527]  Of course, Jimmy Carter, combat fighter pilot, Vietnam, presidential candidate for the Reform Party.
[00:32:52.527 --> 00:32:53.328]  It goes on and on.
[00:32:53.328 --> 00:32:54.789]  Dr. Bob Bowman.
[00:32:55.991 --> 00:33:02.456]  But that's coming up here in just a few minutes, and I'm going to try to twist his arm and stay in a few minutes for the next hour so we can get all the questions answered.
[00:33:02.456 --> 00:33:03.516]  I know there's a lot of callers.
[00:33:03.516 --> 00:33:07.819]  We haven't been taking calls lately, but I'll take a few before this segment right now ends.
[00:33:07.819 --> 00:33:11.362]  Before we go back to our guests, I didn't plug it last hour, so I better do it right now.
[00:33:11.362 --> 00:33:12.562]  I've made 14 films.
[00:33:12.562 --> 00:33:14.484]  They're some of the best out there, bar none.
[00:33:14.484 --> 00:33:17.306]  I was the first to expose 9-11 two months before it happened.
[00:33:17.306 --> 00:33:18.567]  I've never done it before or since.
[00:33:18.567 --> 00:33:21.168]  I said, call the White House, tell them, don't attack the World Trade Center.
[00:33:21.168 --> 00:33:23.230]  That's the type of sources I got at the Pentagon, okay?
[00:33:23.590 --> 00:33:26.271]  It's on record, videos in my film, Masters of Terror.
[00:33:26.271 --> 00:33:32.594]  I've made Martial Law, my newest and most powerful film on 9-11, and it covers wide spectrum data.
[00:33:32.594 --> 00:33:40.818]  Prior knowledge, motive, how they did it, why they did it, what they did, their history, other government-sponsored terror events.
[00:33:40.818 --> 00:33:45.941]  They're the most effective at waking people up, because we just don't focus on one or two issues, we focus on hundreds.
[00:33:45.941 --> 00:33:47.802]  Rapid fire.
[00:33:47.802 --> 00:33:49.903]  Get Martial Law, it's three hours long.
[00:33:50.931 --> 00:33:52.712]  It's really three films in one.
[00:33:52.712 --> 00:33:54.614]  Martial Law, 9-11, Rise of the Police.
[00:33:54.614 --> 00:33:55.855]  They get the classic.
[00:33:55.855 --> 00:33:58.357]  The film I made just two months after 9-11.
[00:33:58.357 --> 00:33:59.938]  We had a second edition six months after.
[00:33:59.938 --> 00:34:01.219]  That's the one we carry today.
[00:34:01.219 --> 00:34:02.940]  9-11, The Road to Tyranny.
[00:34:02.940 --> 00:34:04.241]  Still one of the preeminent films.
[00:34:04.241 --> 00:34:05.402]  A lot of you haven't seen it.
[00:34:05.402 --> 00:34:06.383]  You need to have it.
[00:34:06.383 --> 00:34:09.445]  Of course, then there's the film, The Masters of Terror, that I produced on the subject.
[00:34:09.445 --> 00:34:11.427]  My book, 9-11, Descent into Tyranny.
[00:34:11.427 --> 00:34:15.650]  Paul Watson's book, Order Out of Chaos, Elite Sponsored Terror, and The New World Order.
[00:34:16.150 --> 00:34:20.154]  Then there's a Synthetic Chair 9-1-1 made in the USA by Webster Tarpley.
[00:34:20.154 --> 00:34:21.155]  We carry that.
[00:34:21.155 --> 00:34:23.277]  We carry a lot of other books and videos.
[00:34:26.239 --> 00:34:27.800]  The materials you need.
[00:34:27.800 --> 00:34:33.664]  So go to the online video and bookstore at www.InfoWars.com and get those books and videos and make copies.
[00:34:33.664 --> 00:34:38.108]  My films are open for you to make copies for non-profit educational purposes.
[00:34:38.108 --> 00:34:39.169]  Aram on AXS TV.
[00:34:39.169 --> 00:34:40.470]  I want to thank those that have.
[00:34:40.470 --> 00:34:41.511]  It's had a huge effect.
[00:34:41.511 --> 00:34:42.892]  Or you can simply call toll-free.
[00:34:42.892 --> 00:34:44.873]  They can answer your questions and take your order.
[00:34:44.873 --> 00:34:47.555]  We've got a bunch of big discounts we're running right now and specials.
[00:34:47.555 --> 00:34:48.816]  Be sure and ask about the specials.
[00:34:51.596 --> 00:34:51.736]  2-5-3-3-1-3-9.
[00:34:51.736 --> 00:34:52.237]  That's 888-2-5-3-3-1-3-9.
[00:34:52.237 --> 00:34:54.721]  And we're just running this for a few more days.
[00:34:54.721 --> 00:34:57.766]  Just a few more days and we're going to close up the Spring Special.
[00:35:05.379 --> 00:35:10.740]  You get 5 plus months, almost half a year free at PrisonPlanet.tv when you get a year membership.
[00:35:10.740 --> 00:35:14.681]  So you pay for 6 months and you get 5 plus months free.
[00:35:14.681 --> 00:35:19.902]  A little over 6 months you pay for and you get 5.3 months free to be precise.
[00:35:19.902 --> 00:35:26.983]  All 14 of my films, my weekly TV report, all my best audio interviews, videotaped interviews in studio with in-studio guests.
[00:35:26.983 --> 00:35:29.664]  You also get my book, Paul Watson's book.
[00:35:30.642 --> 00:35:32.923]  Just hundreds and hundreds of pieces of media.
[00:35:32.923 --> 00:35:34.104]  Loose Change 2 is up there.
[00:35:34.104 --> 00:35:35.685]  You can also get a hard copy from us.
[00:35:35.685 --> 00:35:39.206]  PrisonPlanet.tv, so please don't procrastinate.
[00:35:39.206 --> 00:35:40.527]  And be sure and support our guest.
[00:35:40.527 --> 00:35:47.130]  Go to his website and see the things he's up to right now with his valiant stand against the globalists and the New World Order.
[00:35:47.130 --> 00:35:54.874]  Going back to our guest, just spelling it out, Dr. Bowman,
[00:35:56.804 --> 00:36:08.386]  9-11, the changes that have happened in America, how they were ready with sweeping legislation that has nothing to do with stopping, quote, terrorists, if they even exist outside of intelligence agencies' handling or creation.
[00:36:08.386 --> 00:36:16.148]  Looking at what America's turned into today, isn't that just more evidence of who the real perpetrators of 9-11 are?
[00:36:16.148 --> 00:36:20.208]  Well, I would certainly think so.
[00:36:24.739 --> 00:36:47.392]  Way back when, I used to be a conservative Republican, and there were conservative Republicans then like Bob Taft, and he was called Mr. Republican, and he stood for three main things.
[00:36:47.392 --> 00:36:50.534]  Number one was fiscal responsibility.
[00:36:51.781 --> 00:36:56.985]  Number two was avoiding foreign military entanglements.
[00:36:56.985 --> 00:37:02.810]  And number three was protecting the individual rights of Americans.
[00:37:02.810 --> 00:37:05.772]  Now, that's what a conservative Republican used to be.
[00:37:05.772 --> 00:37:12.917]  We don't have any of those in our government now, because these guys have done all just the opposite.
[00:37:12.917 --> 00:37:19.903]  Fiscal responsibility is taking a surplus and turning it into the biggest deficit in our history, fiscally responsible.
[00:37:20.399 --> 00:37:22.962]  And of course, foreign military entanglements.
[00:37:22.962 --> 00:37:36.015]  Never has our military been stretched so thin and sacrificed so much to do so little except for the big money interests.
[00:37:36.015 --> 00:37:39.979]  And thirdly, of course, what you are alluding to is individual rights.
[00:37:41.010 --> 00:37:51.557]  This administration with their Patriot Act, which they rammed through after 9-11 and most of the people in Congress didn't even get a chance to read it.
[00:37:51.557 --> 00:37:57.201]  This has done more to destroy the rights of Americans than all of our enemies combined.
[00:37:59.827 --> 00:38:01.007]  I agree with you.
[00:38:01.007 --> 00:38:09.030]  Getting back to 9-11, I mean, just stating it on the record, in your gut, from all the analysis you've done, you've already said their official story is impossible.
[00:38:09.030 --> 00:38:15.333]  Clearly, sir, I mean, from all the evidence you've got, if you were a police officer, if you were a detective, who would you investigate?
[00:38:15.333 --> 00:38:19.054]  Who do you believe carried 9-11 out?
[00:38:19.054 --> 00:38:26.657]  Well, if I had to narrow it down to one person, of course, I think my prime suspect would be Dick Cheney.
[00:38:27.967 --> 00:38:40.219]  But the fact of the matter is that there needs to be a true independent investigation, not the kind of sham investigations that we have
[00:38:40.911 --> 00:38:44.134]  Yeah, well, that so-called 9-11 Commission omitted
[00:39:07.034 --> 00:39:18.743]  Anything that might be the least bit suspicious or embarrassing or in any way detract from the official conspiracy theory.
[00:39:18.743 --> 00:39:21.725]  So it was a total whitewash.
[00:39:21.725 --> 00:39:23.086]  Here's a better way for me to ask the question.
[00:39:23.086 --> 00:39:24.127]  And unbelievable.
[00:39:24.127 --> 00:39:29.951]  Who is the only group, who are the only groups, what are the only organizations that can carry out something on the scale of 9-11?
[00:39:29.951 --> 00:39:30.171]  Well,
[00:39:36.641 --> 00:40:00.795]  You see, where I'm coming from is I don't believe that we have the evidence to know whether Osama Bin Laden and Al Qaeda was involved and the people in our government simply got wind of it and capitalized on it and made sure that nobody interfered with it.
[00:40:00.795 --> 00:40:00.955]  Or if
[00:40:04.361 --> 00:40:06.744]  The thing was planned from beginning to end.
[00:40:06.744 --> 00:40:08.907]  Well, what you just said, the first thing is bare minimum.
[00:40:08.907 --> 00:40:10.890]  I mean, the first thing is bare minimum.
[00:40:10.890 --> 00:40:13.553]  Bare minimum, that's right.
[00:40:13.553 --> 00:40:21.123]  We don't know if it's even worse than that, that it was totally planned and carried out by people other than
[00:40:22.102 --> 00:40:25.024]  The people who were in that military chain of command, from the evidence that I've seen,
[00:40:52.302 --> 00:41:08.545]  I'm not sure that any of them below the people directly involved with the White House, I don't believe that any of the people in the military chain of command necessarily knew what was going on.
[00:41:08.545 --> 00:41:14.026]  They could have been all innocent tools of the people that were pulling the strings.
[00:41:14.026 --> 00:41:16.407]  Is that why the drills were used to confuse everybody?
[00:41:16.407 --> 00:41:18.247]  The drills, absolutely.
[00:41:18.897 --> 00:41:46.125]  Those exercises that went on that morning simulating the exact kind of thing that was in fact happening so confused the people in the FAA and NORAD and whatnot that they didn't know what was real and what was part of the exercise and I think that the people that
[00:41:47.586 --> 00:41:55.349]  Planned and directed and carried out those exercises.
[00:41:55.349 --> 00:42:01.611]  They're the ones that should be the object of investigation.
[00:42:01.611 --> 00:42:05.552]  I don't want to prejudge who was guilty.
[00:42:05.552 --> 00:42:17.016]  After all, I'm running for Congress and I'm hoping when I get to Congress to get a real investigation going to raise questions and
[00:42:17.623 --> 00:42:22.124]  I don't want to be presumptuous and get up there and say, I have the answers.
[00:42:22.124 --> 00:42:34.727]  What I want to do is to get up there and prove that we don't know the answers and that the official answers we've been given are impossible.
[00:42:34.727 --> 00:42:38.008]  We've got to dig deeper and we've got to look elsewhere.
[00:42:38.980 --> 00:42:45.446]  And see if we can get a real investigation going that can eventually prove who was responsible.
[00:42:45.446 --> 00:42:46.206]  That sounds good to me.
[00:43:00.856 --> 00:43:06.939]  Well, I mean, I appreciate your courage in even going this far and saying the whole thing's a fraud and that your main suspect is Dick Cheney.
[00:43:06.939 --> 00:43:08.260]  That's extremely strong.
[00:43:08.260 --> 00:43:09.481]  What about the police officer?
[00:43:09.481 --> 00:43:23.088]  What about the FBI agent listening right now, who's a good person themselves, Dr. Bowman, so they can't believe that other people in government or in the system, in the black world, could be involved in something like this?
[00:43:23.088 --> 00:43:25.289]  What would you say to those naive souls out there?
[00:43:26.676 --> 00:43:38.003]  Well, there were a lot of FBI people that did their jobs and reported things that got absorbed into the system somehow and got never acted on.
[00:43:38.003 --> 00:43:45.568]  Yeah, they specifically said, these guys are hijackers, they're going to attack the World Trade Center, and they were ordered, you'll be arrested if you don't drop this case.
[00:43:45.568 --> 00:43:46.789]  Yeah, yeah.
[00:43:46.789 --> 00:43:54.334]  And so, to those folks that were trying to do their job and protect this country, I say, you know,
[00:43:55.672 --> 00:44:05.038]  Keep doing your job and protect this country by blowing the whistle and investigating the real perpetrators.
[00:44:05.038 --> 00:44:12.442]  If they would have blown the whistle publicly and gone ahead and gone to jail, we might have seen 3,000 people still alive.
[00:44:12.442 --> 00:44:19.086]  Well, that's possible, but you know, I've been a whistleblower myself and I know it's very, very difficult.
[00:44:19.711 --> 00:44:30.015]  And I've been the subject of attempted bribery, attempted blackmail, phone taps, CIA harassment, FBI, IRS, and death threats.
[00:44:30.015 --> 00:44:32.216]  And so I know what can happen.
[00:44:32.216 --> 00:44:33.036]  Oh, I know, too, sir.
[00:44:33.036 --> 00:44:40.558]  I've experienced, and I wasn't the head of the Star Wars program, the most classified government program we know of in existence for six years, as you were.
[00:44:40.558 --> 00:44:41.899]  But let me bring this up.
[00:44:42.939 --> 00:44:48.002]  A lot of experts believe, a lot of other prominent people are going public.
[00:44:48.002 --> 00:44:55.165]  They believe that the globalists are going to carry out another terror attack in the western world very soon because their entire agenda is stalling.
[00:44:55.165 --> 00:45:00.628]  We also have gotten a Republican memo saying they quote, need another 9-11 or they're cooked.
[00:45:00.628 --> 00:45:03.949]  Yeah, yeah, I can see that.
[00:45:03.949 --> 00:45:04.970]  And I hope they
[00:45:06.576 --> 00:45:07.836]  Can't pull it off.
[00:45:07.836 --> 00:45:15.339]  I hope that they are prevented from pulling it off, but I know darn good and well they'd like to have another one.
[00:45:15.339 --> 00:45:18.520]  You think they're scared, though, because so many people are pointing the finger at them?
[00:45:18.520 --> 00:45:23.762]  I mean, I think that's really, has already held back an attack.
[00:45:23.762 --> 00:45:26.503]  Quite possibly.
[00:45:26.503 --> 00:45:33.086]  It, you know, they fooled most of the American people once, but
[00:45:36.234 --> 00:45:38.515]  I don't know whether they could ever get away with it again.
[00:45:38.515 --> 00:45:39.976]  Well, most of them, not much.
[00:45:39.976 --> 00:45:44.178]  But privately, I haven't gotten any disagreement from any of them on the things that I'm saying.
[00:45:57.302 --> 00:45:57.702]  Same thing.
[00:45:57.702 --> 00:46:06.124]  I mean, I personally know current airline pilots that are flying 777s and stuff, and they just go, of course it was an inside job, but they won't say it publicly.
[00:46:06.124 --> 00:46:07.505]  That's right.
[00:46:07.505 --> 00:46:14.687]  They want to hang on to their jobs and protect their families and all the rest of it, and I understand that.
[00:46:14.687 --> 00:46:19.748]  But I mean, what's going to happen when national polls show the majority of Americans are saying inside job now, Doctor?
[00:46:25.305 --> 00:46:36.650]  The problem is we don't have anybody in Congress that's capable of making and willing to make enough noise to get something to really happen.
[00:46:36.650 --> 00:46:38.331]  Well, Ron Paul tries.
[00:46:38.331 --> 00:46:44.093]  Oh yeah, Ron Paul tries and we've got a few courageous people on both sides of the aisle.
[00:46:44.093 --> 00:46:45.054]  Cynthia McKinney.
[00:46:45.054 --> 00:46:45.974]  Cynthia McKinney.
[00:46:45.974 --> 00:46:48.015]  And now they're trying to arrest her.
[00:46:48.015 --> 00:46:51.877]  And, you know, we have a handful of
[00:46:55.305 --> 00:47:04.452]  Women Democrats up there to augment the courage of Ron Paul.
[00:47:04.452 --> 00:47:16.641]  But to be honest, I don't see... Is it only the Democratic women that have the cojones to do something?
[00:47:16.641 --> 00:47:18.382]  It's a strange situation.
[00:47:18.382 --> 00:47:21.645]  But things may change.
[00:47:21.645 --> 00:47:22.806]  There are now
[00:47:24.185 --> 00:47:39.595]  72 of us, well as of two weeks ago when I was up in Washington D.C., there were 72 of us who are the Fighting Dems, the Band of Brothers, all combat veterans, all running for Congress for the first time.
[00:47:41.234 --> 00:47:44.475]  Uh, and all running against the Iraq War.
[00:47:44.475 --> 00:47:45.376]  Let me ask you a question.
[00:47:45.376 --> 00:47:48.237]  What do you think of this gaggle of chicken hawks?
[00:47:48.237 --> 00:47:51.678]  I mean, you had Sam Missile shooting at you in AAA.
[00:47:51.678 --> 00:47:55.599]  I mean, 101 missions, as highly decorated as it gets for the Air Force.
[00:47:55.599 --> 00:47:58.120]  I mean, it's highly decorated until the Congressional Medal of Honor.
[00:47:58.120 --> 00:48:04.823]  What is it like for you to then just see these little wimpy chicken hawks running around talking tough and saying, bring it on?
[00:48:06.266 --> 00:48:09.007]  Well, that's why I'm doing what I'm doing.
[00:48:09.007 --> 00:48:12.789]  I really didn't want to run for office again.
[00:48:12.789 --> 00:48:23.013]  I tried to find somebody younger and healthier, but when it came right down to it, there wasn't anybody else.
[00:48:23.013 --> 00:48:32.117]  Nobody else that was capable, willing, had the information I've got, and so I just had
[00:48:33.294 --> 00:48:38.135]  Put my money where my mouth was and say, okay, I will run.
[00:48:38.135 --> 00:48:49.539]  And the Democrats pleaded with me to take their nomination because the incumbent Republican is one of those that just does whatever Bush and Karl Rove tells them to do.
[00:48:49.539 --> 00:48:52.119]  Tell us where you're running and how folks can support you.
[00:48:52.119 --> 00:48:57.301]  Well, I'm running in Florida District 15 against Dave Weldon.
[00:48:58.877 --> 00:49:14.964]  The way people can support me is simply by going to my website, Bowman2006.com, and reading the issues and whatnot that I stand for, and sending me money.
[00:49:14.964 --> 00:49:19.466]  We've got a PayPal link right on there, or they can just fire off a check and mail it to me.
[00:49:19.466 --> 00:49:21.888]  Well, I can think of no better type candidate than yourself.
[00:49:21.888 --> 00:49:25.169]  We need more people in there that know what's happening.
[00:49:25.169 --> 00:49:26.410]  Well, I appreciate that.
[00:49:27.429 --> 00:49:35.472]  We've raised about $7,000 so far, and my incumbent opponent has a war chest between $4 and $5 million.
[00:49:35.472 --> 00:49:40.514]  Now, we're not going to match that, and frankly, I'm not even going to try.
[00:49:40.514 --> 00:49:53.600]  But we need enough money to get the message out to the people of this district, to make them aware of the issues, and to give them a choice, a chance to really vote.
[00:49:55.213 --> 00:50:01.399]  If you're not the incumbent, nobody knows your name, and it's very, very difficult.
[00:50:01.399 --> 00:50:04.241]  Last time around, this incumbent won by a 2-1 margin.
[00:50:05.720 --> 00:50:08.382]  That's not going to happen again, I can guarantee you.
[00:50:08.382 --> 00:50:13.547]  But I think we have a real chance of winning this game, if we get a little help.
[00:50:13.547 --> 00:50:15.909]  Well, Ron Paul has said we need to remove the Republicans.
[00:50:15.909 --> 00:50:19.713]  He says we've got to check this executive monopoly that's formed.
[00:50:19.713 --> 00:50:21.394]  I mean, Bush is saying it's above the law.
[00:50:21.394 --> 00:50:30.863]  And all of the lily-livered Democrats that supported the President in the war and all this other stuff as well are too chicken to stand up about 9-11.
[00:50:31.363 --> 00:50:31.963]  Stay there, sir.
[00:50:31.963 --> 00:50:38.487]  We're taking a call from Ron in New York when we get back, and I hope to twist your arm to stay a little bit more with us to talk about Star Wars.
[00:50:38.487 --> 00:50:43.009]  Alex Jones here, announcing the release of my new film, Police State 3 Total Enslavement.
[00:50:43.009 --> 00:50:47.592]  Police State 3 details the architecture, goals, and operations of the New World Order.
[00:50:47.592 --> 00:50:51.994]  There is a chance to use this disaster for the New World Order.
[00:50:51.994 --> 00:50:53.335]  The New World Order.
[00:50:55.129 --> 00:50:59.412]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[00:50:59.412 --> 00:51:06.477]  We rip the sinister Patriot Act legislation 1 and 2 apart, piece by piece, and reveal the arrogance of what Ashcroft has to say about your liberty.
[00:51:06.477 --> 00:51:08.879]  You will lose your liberty.
[00:51:08.879 --> 00:51:19.486]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[00:51:19.486 --> 00:51:21.608]  If you want to understand what the new world order really is,
[00:51:21.988 --> 00:51:25.330]  My new two and a half hour video, Police Day 3, is for you!
[00:51:25.330 --> 00:51:28.853]  Visit InfoWars.com or PrisonPlanet.com to order or call toll free 1-888-253-3139.
[00:51:28.853 --> 00:51:29.273]  That's 888-253-3139.
[00:51:29.273 --> 00:51:30.394]  Order today and spread the word!
[00:51:39.915 --> 00:51:51.401]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[00:51:51.401 --> 00:51:54.903]  The revolutionary Berkey Light removes pathogenic bacteria.
[00:51:55.163 --> 00:51:59.664]  Cysts, parasites, and harmful or unwanted chemicals to below detectable levels.
[00:51:59.664 --> 00:52:03.825]  It also removes foul tastes and odors like that rotten egg smell of sulfide.
[00:52:03.825 --> 00:52:10.567]  And it reduces nitrates and unhealthy minerals like lead and mercury while leaving in the healthful and nutritional minerals your body needs.
[00:52:10.567 --> 00:52:16.288]  The Berkey Light is so powerful it can purify raw untreated water from remote lake streams and stagnant ponds.
[00:52:16.288 --> 00:52:20.869]  The Berkey Light is transparent and glows in the dark with its rechargeable LED lighting system.
[00:52:21.129 --> 00:52:23.432]  So it can be used as a night light or camp light.
[00:52:23.432 --> 00:52:27.639]  Get the Berkey Light for only $259 by calling New Millennium at 888-803-4438.
[00:52:27.639 --> 00:52:30.122]  That's toll free, 888-803-4438 or order on the web at berkeywater.com.
[00:52:30.122 --> 00:52:31.064]  Not yet available in Iowa.
[00:52:39.358 --> 00:52:39.978]  We're good to go.
[00:53:02.244 --> 00:53:02.784]  I think so.
[00:53:24.179 --> 00:53:27.422]  We have been working hard since 1988 to save the remnant.
[00:53:27.422 --> 00:53:42.294]  That's HerbalHealer.com, your website for safe, effective natural alternatives and education.
[00:53:42.294 --> 00:53:46.998]  We moved the network last week up in Minnesota to new, bigger, better offices.
[00:53:48.727 --> 00:53:59.994]  So I didn't do the first few days of the week, so I didn't skip Friday to go confront Chairman Keene up in Georgetown when he was talking to the Southwestern University there.
[00:53:59.994 --> 00:54:11.981]  But I did send some of my crew, and we've got an amazing video report that's going to be going up later this afternoon on Infowars.com and a text report that we're going to put together about what happened.
[00:54:11.981 --> 00:54:13.162]  But Bob Dacey,
[00:54:15.150 --> 00:54:20.253]  I know he's waiting in the wings, local TV host, one of my progeny in the fight against the Globalist.
[00:54:20.253 --> 00:54:26.497]  I'm very proud of that because he's very astute and now writes articles for national publications about the Globalist.
[00:54:26.497 --> 00:54:32.400]  I asked Bob to come on the last 30 minutes of the show, because I know he's called in, so I can play some of these clips.
[00:54:32.400 --> 00:54:35.022]  We have five clips coming up near the end of the broadcast.
[00:54:35.802 --> 00:54:38.324]  And so we can play those short clips and get Bob's take on that.
[00:54:38.324 --> 00:54:39.405]  So we'll see if we can do that.
[00:54:39.405 --> 00:54:41.646]  Right now, Ron in New York's been holding for eons.
[00:54:41.646 --> 00:54:42.887]  I'm not going to take any other calls, folks.
[00:54:42.887 --> 00:54:43.788]  We don't have time.
[00:54:43.788 --> 00:54:48.571]  And our guest, Dr. Bowman, is going to stay with us graciously 20 minutes into the next hour.
[00:54:48.571 --> 00:54:52.134]  But Ron in New York, I know you're chomping at the bit to talk.
[00:54:52.134 --> 00:54:52.734]  Go ahead, sir.
[00:54:52.734 --> 00:54:53.675]  You're on the air.
[00:54:53.675 --> 00:54:55.416]  Yes, good afternoon, gentlemen.
[00:54:55.416 --> 00:54:57.778]  I have several things that I want to touch on.
