whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[00:34:10.040 --> 00:34:14.040]   there's no private IMF or World Bank, you know, the CFR doesn't exist.
[00:34:14.040 --> 00:34:19.040]   When I was first on air 20 years ago, they said the CFR didn't exist.
[00:34:19.040 --> 00:34:22.040]   People didn't know the Federal Reserve was private.
[00:34:22.040 --> 00:34:26.040]   They said it was anti-Semitic, and you said that the Federal Reserve was private.
[00:34:26.040 --> 00:34:28.040]   Now everybody knows.
[00:34:28.040 --> 00:34:33.040]   The point is because of the patriots, not just me, but Ron Paul and G. Edward Griffin,
[00:34:33.040 --> 00:34:36.040]   people like Matt Grudge and WorldNetDaily and countless others,
[00:34:36.040 --> 00:34:38.040]   folks understand what's happening.
[00:34:38.040 --> 00:34:40.040]   People understand the truth.
[00:34:40.040 --> 00:34:42.040]   They're aware of what's going on.
[00:34:42.040 --> 00:34:46.040]   A core of people, a few hundred million worldwide probably,
[00:34:46.040 --> 00:34:49.040]   if we now just get the word out to everybody else,
[00:34:49.040 --> 00:34:53.040]   the globalists won't be able to carry out this program of global impoverishment,
[00:34:53.040 --> 00:34:56.040]   of global cloward and pivot to domesticate us
[00:34:56.040 --> 00:34:59.040]   and make us dependent like literal prisoners.
[00:34:59.040 --> 00:35:02.040]   So the good news is we're not flat-footed here.
[00:35:02.040 --> 00:35:07.040]   We knew this was coming, and now we need to understand that our stock,
[00:35:07.040 --> 00:35:11.040]   as patriots, as anti-globalists, as true nationalists,
[00:35:11.040 --> 00:35:15.040]   sovereign promoters of basic freedom and common sense and family,
[00:35:15.040 --> 00:35:18.040]   that our stock's going up, and we don't need to be arrogant about it.
[00:35:18.040 --> 00:35:22.040]   We need to be leaders about it and state that we understood that was happening,
[00:35:22.040 --> 00:35:25.040]   get out of the cognitive dissonance, get out of the mind control,
[00:35:25.040 --> 00:35:27.040]   and take action now.
[00:35:27.040 --> 00:35:29.040]   All right, I'm signing off.
[00:35:29.040 --> 00:35:31.040]   I'll be calling in live if I'm able to, should be able to.
[00:35:31.040 --> 00:35:33.040]   I have a two-hour layover in Chicago.
[00:35:33.040 --> 00:35:36.040]   I should see you sometime in the one o'clock hour.
[00:35:36.040 --> 00:35:37.040]   God bless you all now.
[00:35:37.040 --> 00:35:41.040]   David Knight in the Infowars News Center in Austin, Texas.
[00:35:41.040 --> 00:35:43.040]   And again, that's Alex Jones.
[00:35:43.040 --> 00:35:44.040]   He's reporting on the road.
[00:35:44.040 --> 00:35:46.040]   That was recorded earlier.
[00:35:46.040 --> 00:35:48.040]   He is in the air while we're on the air,
[00:35:48.040 --> 00:35:51.040]   but he's going to be joining us in the third hour,
[00:35:51.040 --> 00:35:53.040]   unless there's any problems with traveling.
[00:35:53.040 --> 00:35:56.040]   We're going to be joined in the next hour by Harry Dent,
[00:35:56.040 --> 00:35:59.040]   who is going to break down what he's told us in the past,
[00:35:59.040 --> 00:36:00.040]   what the fundamentals are in this.
[00:36:00.040 --> 00:36:03.040]   We've got a lot of people that have been on the Alex Jones show recently
[00:36:03.040 --> 00:36:09.040]   talking about how they expect a massive market sea change coming up in September.
[00:36:09.040 --> 00:36:10.040]   This is a bit early.
[00:36:10.040 --> 00:36:13.040]   Is this the change that everybody's been expecting,
[00:36:13.040 --> 00:36:16.040]   or is this just the beginning of a massive change?
[00:36:16.040 --> 00:36:18.040]   There's an article up on Infowars.com,
[00:36:18.040 --> 00:36:21.040]   "Black Monday, Stock Markets Collapse Amid Global Sell-Off."
[00:36:21.040 --> 00:36:24.040]   Peter Schiff, Ron Paul, and others warned this would happen.
[00:36:24.040 --> 00:36:25.040]   This is an article by Kit Daniels.
[00:36:25.040 --> 00:36:27.040]   And you can look at this article.
[00:36:27.040 --> 00:36:30.040]   You can see many of the recent interviews that we've had with people
[00:36:30.040 --> 00:36:34.040]   saying that this is exactly the sort of thing that was going to happen.
[00:36:34.040 --> 00:36:37.040]   Of course, this morning, there was an article by Paul Joseph Watson
[00:36:37.040 --> 00:36:41.040]   from an analyst saying, "We are now in a full-on market crash."
[00:36:41.040 --> 00:36:43.040]   And this morning, when this article came out,
[00:36:43.040 --> 00:36:47.040]   they were pointing out that last week the Dow Jones lost 6%.
[00:36:47.040 --> 00:36:49.040]   It tumbled more than 1,000 points.
[00:36:49.040 --> 00:36:54.040]   It actually went down 888 points the last two days of last week.
[00:36:54.040 --> 00:36:58.040]   And there's a quote there from, "When a market tips into a crash on a Friday,
[00:36:58.040 --> 00:37:01.040]   what typically happens is that thousands or even millions of investors
[00:37:01.040 --> 00:37:04.040]   who believe the mainstream media didn't see it coming
[00:37:04.040 --> 00:37:07.040]   spend the weekend stewing over their investments.
[00:37:07.040 --> 00:37:09.040]   Many of them decide to bail out come Monday."
[00:37:09.040 --> 00:37:11.040]   It would not be surprising, he says,
[00:37:11.040 --> 00:37:16.040]   to see the Dow Jones Industrial drop by 800 to 1,000 points in one day.
[00:37:16.040 --> 00:37:19.040]   Well, now we've been there, we've done that.
[00:37:19.040 --> 00:37:22.040]   This morning when it opened up, it dropped 1,000 points,
[00:37:22.040 --> 00:37:24.040]   the largest single-day decline in history.
[00:37:24.040 --> 00:37:27.040]   That's an article from Kurt Nemo up on Infowars.com.
[00:37:27.040 --> 00:37:31.040]   He pointed out that it fell 6.6%.
[00:37:31.040 --> 00:37:37.040]   This is when it fell today, and of course, this triggered some interesting checks.
[00:37:37.040 --> 00:37:41.040]   There was also--in China, they actually put in breaks
[00:37:41.040 --> 00:37:44.040]   to keep the market from falling further.
[00:37:44.040 --> 00:37:48.040]   Even in the United States, we had Rule 48 invoked for the very first time in history.
[00:37:48.040 --> 00:37:53.040]   The Dow and the S&P were halted momentarily to keep that from happening.
[00:37:53.040 --> 00:38:01.040]   This is a flash crash rule that was put in place after the flash crash of 2010.
[00:38:01.040 --> 00:38:04.040]   And this is the first time they have invoked that.
[00:38:04.040 --> 00:38:07.040]   So what's going on in China? Let's look at China first.
[00:38:07.040 --> 00:38:12.040]   Global stock shock, China's stock market crash accelerates down 8.5%
[00:38:12.040 --> 00:38:15.040]   as a panic and global markets accelerate.
[00:38:15.040 --> 00:38:19.040]   As they point out, a sign of a panic is when traders place a higher probability
[00:38:19.040 --> 00:38:22.040]   of volatility in the short term than the longer term.
[00:38:22.040 --> 00:38:24.040]   They say that's what we're seeing now.
[00:38:24.040 --> 00:38:26.040]   The short term premium is nearly 20%.
[00:38:26.040 --> 00:38:31.040]   It has been higher only during the worst of the 2008 crisis,
[00:38:31.040 --> 00:38:37.040]   the flash crash in May 2010 and near the low in August 2011.
[00:38:37.040 --> 00:38:42.040]   To put this in perspective, another article points out that--this is from Pete Sweeney--
[00:38:42.040 --> 00:38:47.040]   China's stocks give up years' gains as national team stays on the bench.
[00:38:47.040 --> 00:38:52.040]   They point out Chinese stock markets slumped today with even some state media
[00:38:52.040 --> 00:38:55.040]   saying the government rescue attempts had now failed.
[00:38:55.040 --> 00:38:58.040]   Chinese markets were down more than 9% during the day,
[00:38:58.040 --> 00:39:02.040]   had only slightly recovered by the close of trading in China because they're closed now.
[00:39:02.040 --> 00:39:09.040]   The worst daily performance since 2007, a hair's breadth from the worst day since 1996.
[00:39:09.040 --> 00:39:13.040]   This comes after markets lost 11% last week.
[00:39:13.040 --> 00:39:18.040]   So understand that. 11% last week, 9% today in China.
[00:39:18.040 --> 00:39:22.040]   The downside was limited mostly by rules that prevented any given stock
[00:39:22.040 --> 00:39:24.040]   from losing more than 10% in a day
[00:39:24.040 --> 00:39:28.040]   and by the fact that many company shares are still under trading halts.
[00:39:28.040 --> 00:39:34.040]   80% of China's tradable stocks hit the downside limit during the day.
[00:39:34.040 --> 00:39:40.040]   So understand, they've got checks when a stock falls more than 10% in a day
[00:39:40.040 --> 00:39:44.040]   and 80% of the stocks had that check go into effect today.
[00:39:44.040 --> 00:39:48.040]   So again, 11% last week, 9% today.
[00:39:48.040 --> 00:39:53.040]   It would have been much further probably if they hadn't had those halting trades,
[00:39:53.040 --> 00:39:55.040]   those stops in there.
[00:39:55.040 --> 00:39:57.040]   And again, 80% of the stocks hit that.
[00:39:57.040 --> 00:40:00.040]   They say exchanges not only gave up all the gains made from Beijing's
[00:40:00.040 --> 00:40:03.040]   unprecedented stock market rescue in July
[00:40:03.040 --> 00:40:09.040]   in which hundreds of billions of Chinese state dollars were ordered into the market.
[00:40:09.040 --> 00:40:14.040]   They have now also for the first time entered negative territory for the year.
[00:40:14.040 --> 00:40:18.040]   Now, hundreds of billions of dollars, it was actually $141 billion
[00:40:18.040 --> 00:40:24.040]   that Goldman Sachs estimated that Beijing put in to prop up the markets this year.
[00:40:24.040 --> 00:40:26.040]   That is all going on the wayside.
[00:40:26.040 --> 00:40:30.040]   Now, what is the US administration doing?
[00:40:30.040 --> 00:40:35.040]   Well, there's an interesting link on the Drudge Report about our Treasury Secretary
[00:40:35.040 --> 00:40:38.040]   and I want to play you a clip of what he has to say.
[00:40:38.040 --> 00:40:39.040]   Let's play that clip, guys.
[00:40:39.040 --> 00:40:43.040]   This is Jack Lew, the Treasury Secretary of the Obama administration.
[00:40:43.040 --> 00:40:49.040]   But I will say that China's markets are still pretty much separated from world markets.
[00:40:49.040 --> 00:40:53.040]   They're obviously moving towards being more integrated, but right now they're not.
[00:40:53.040 --> 00:40:58.040]   So you're not going to--I don't think you see the direct linkage there.
[00:40:58.040 --> 00:41:05.040]   I think the concern that is a real one is what does it mean about long-term growth in China?
[00:41:05.040 --> 00:41:09.040]   Yeah, okay, so that was the beginning of July.
[00:41:09.040 --> 00:41:12.040]   That is our clueless Lew.
[00:41:12.040 --> 00:41:16.040]   That is Jack Lew, the Treasury Secretary of the Obama administration,
[00:41:16.040 --> 00:41:19.040]   speaking to the liberal think tank Brookings Institution,
[00:41:19.040 --> 00:41:24.040]   explaining to them how there is no connection between our market and the Chinese market.
[00:41:24.040 --> 00:41:25.040]   There you go.
[00:41:25.040 --> 00:41:30.040]   Now, the 1,000 points that was lost at the beginning of trade today is now recovered up to--
[00:41:30.040 --> 00:41:33.040]   it's now down to 150 points.
[00:41:33.040 --> 00:41:36.040]   And so the question is what's going to happen for the rest of the week.
[00:41:36.040 --> 00:41:40.040]   Before we do that, though, let me continue talking about clueless Lew here.
[00:41:40.040 --> 00:41:41.040]   This is a guy.
[00:41:41.040 --> 00:41:43.040]   He's 60 years old.
[00:41:43.040 --> 00:41:46.040]   He's only had two years in the business sector.
[00:41:46.040 --> 00:41:48.040]   He's a lawyer by training.
[00:41:48.040 --> 00:41:52.040]   He's a Democrat Party apparatchik by profession.
[00:41:52.040 --> 00:41:57.040]   This is a guy who's been an advisor and assistant to a lot of different politicians.
[00:41:57.040 --> 00:42:02.040]   He's hung out in the Democrat Party, except for two years when he was COO of Citibank.
[00:42:02.040 --> 00:42:06.040]   And I don't know if that was a payoff of things that he had done
[00:42:06.040 --> 00:42:09.040]   or anticipation of things that he would do for Citibank.
[00:42:09.040 --> 00:42:13.040]   After that, he moved back to the Obama administration.
[00:42:13.040 --> 00:42:17.040]   And then with absolutely no experience in business, really, except for that two years--
[00:42:17.040 --> 00:42:19.040]   remember, the guy is 60 years old.
[00:42:19.040 --> 00:42:20.040]   He's had two years.
[00:42:20.040 --> 00:42:24.040]   He went straight to the top of Citibank without any business whatsoever--
[00:42:24.040 --> 00:42:26.040]   any business experience, I should say.
[00:42:26.040 --> 00:42:28.040]   No economic training.
[00:42:28.040 --> 00:42:31.040]   This is a guy who goes to the top of Citibank for two years,
[00:42:31.040 --> 00:42:33.040]   then becomes our Treasury Secretary,
[00:42:33.040 --> 00:42:39.040]   then last month tells the Brookings Institute that, of course, China's markets don't affect us.
[00:42:39.040 --> 00:42:40.040]   Of course they do.
[00:42:40.040 --> 00:42:46.040]   I mean, you don't need a business or economics degree to understand that
[00:42:46.040 --> 00:42:50.040]   a massive economy like China is going to have an impact on everyone.
[00:42:50.040 --> 00:42:53.040]   It's absolute insanity that he would say that.
[00:42:53.040 --> 00:42:57.040]   How disconnected, how clueless can you be?
[00:42:57.040 --> 00:43:00.040]   Well, it can get even worse.
[00:43:00.040 --> 00:43:06.040]   Look at Bernie Sanders, who tweets out that this is all the chickens coming home to roost,
[00:43:06.040 --> 00:43:09.040]   the results of unfettered free trade.
[00:43:09.040 --> 00:43:12.040]   Unfettered free trade.
[00:43:12.040 --> 00:43:13.040]   Okay.
[00:43:13.040 --> 00:43:17.040]   It's not a result of government manipulation of the markets, as we pointed out.
[00:43:17.040 --> 00:43:20.040]   It's not a result of unicorn currencies.
[00:43:20.040 --> 00:43:24.040]   It's not a result of artificially propped up interest rates.
[00:43:24.040 --> 00:43:30.040]   Since 2008, the Federal Reserve has essentially rigged the markets with 0% interest rates,
[00:43:30.040 --> 00:43:35.040]   while the banks, the big banks, are loaning the stuff out at usury rates.
[00:43:35.040 --> 00:43:40.040]   Car loans, house loans, for the most part, especially credit card loans,
[00:43:40.040 --> 00:43:45.040]   are at levels that would have been illegal before Jimmy Carter was president.
[00:43:45.040 --> 00:43:49.040]   We never allowed banks to charge more than 10%.
[00:43:49.040 --> 00:43:52.040]   Now you're lucky if you can get something less than 10%,
[00:43:52.040 --> 00:43:55.040]   or if you can even get a loan.
[00:43:55.040 --> 00:44:00.040]   Because the other part of this, of course, is that Dodd-Frank, in the name of reform,
[00:44:00.040 --> 00:44:02.040]   that's the kind of reform we got from the Democrats,
[00:44:02.040 --> 00:44:04.040]   is that we're going to take care of Wall Street.
[00:44:04.040 --> 00:44:06.040]   Yeah, they took care of Wall Street.
[00:44:06.040 --> 00:44:10.040]   They made it impossible for mom and pop to get a home loan, pretty much,
[00:44:10.040 --> 00:44:14.040]   without going through a mountain of paperwork so onerous
[00:44:14.040 --> 00:44:20.040]   that most of the small banks have been driven out since Dodd-Frank came in.
[00:44:20.040 --> 00:44:23.040]   Too much regulation for them to process home loans,
[00:44:23.040 --> 00:44:26.040]   or most types of loans, for that matter.
[00:44:26.040 --> 00:44:28.040]   Only the big banks can afford to do this.
[00:44:28.040 --> 00:44:33.040]   So using regulation of Dodd-Frank, they've essentially shut down the credit market.
[00:44:33.040 --> 00:44:35.040]   They have shut down a lot of their competitor banks.
[00:44:35.040 --> 00:44:37.040]   Meanwhile, they get the money for free.
[00:44:37.040 --> 00:44:38.040]   What do they do with it?
[00:44:38.040 --> 00:44:42.040]   Are they loaning it out to activate the economy?
[00:44:42.040 --> 00:44:46.040]   No, because of these loans, these laws, they're not loaning anything out.
[00:44:46.040 --> 00:44:51.040]   They're keeping the money on deposit with the Federal Reserve,
[00:44:51.040 --> 00:44:53.040]   where they can earn some money.
[00:44:53.040 --> 00:44:55.040]   They're not investing it.
[00:44:55.040 --> 00:44:56.040]   So that's why we're not seeing anything there.
[00:44:56.040 --> 00:45:00.040]   But, of course, as Alex was breaking down what is behind this,
[00:45:00.040 --> 00:45:02.040]   we're looking at the numbers here that happened today,
[00:45:02.040 --> 00:45:05.040]   but, of course, we've been talking about this for a very long time, as I mentioned.
[00:45:05.040 --> 00:45:07.040]   You can see that story on Infowars.com,
[00:45:07.040 --> 00:45:12.040]   the multiple interviews that we've had with economists, with Ron Paul, with others,
[00:45:12.040 --> 00:45:15.040]   talking about what is behind this.
[00:45:15.040 --> 00:45:18.040]   Of course, this is something that has been rolling on for a very long time.
[00:45:18.040 --> 00:45:21.040]   A lot of people have seen this coming for the obvious reasons.
[00:45:21.040 --> 00:45:24.040]   This is a controlled economic takedown.
[00:45:24.040 --> 00:45:27.040]   They want to have economic chaos.
[00:45:27.040 --> 00:45:33.040]   You can look at the stories throughout the world of massive migration into the first world.
[00:45:33.040 --> 00:45:37.040]   This creates both a social and an economic problem,
[00:45:37.040 --> 00:45:40.040]   an inability to assimilate the people quickly enough,
[00:45:40.040 --> 00:45:43.040]   and an inability to be able to provide for them.
[00:45:43.040 --> 00:45:45.040]   It creates economic crisis.
[00:45:45.040 --> 00:45:46.040]   It divides the population.
[00:45:46.040 --> 00:45:48.040]   It balkanizes the population.
[00:45:48.040 --> 00:45:52.040]   We had over 3,000 people that were picked up in the Mediterranean
[00:45:52.040 --> 00:45:56.040]   trying to get into Italy just in one day this weekend.
[00:45:56.040 --> 00:45:58.040]   So this is happening all over the Western world.
[00:45:58.040 --> 00:46:01.040]   This is a planned economic takedown.
[00:46:01.040 --> 00:46:03.040]   Now, what's going to happen from here on out?
[00:46:03.040 --> 00:46:05.040]   One more economic article here.
[00:46:05.040 --> 00:46:09.040]   From panic to judgment day, investors struggle to describe the route.
[00:46:09.040 --> 00:46:10.040]   This is from Bloomberg.
[00:46:10.040 --> 00:46:14.040]   They say as global markets tumbled, investors, strategists, and asset managers across the world
[00:46:14.040 --> 00:46:21.040]   struggled for words to describe the sell-off that wiped $490 billion from emerging market equities
[00:46:21.040 --> 00:46:23.040]   that dragged Saudi stocks into a bear market,
[00:46:23.040 --> 00:46:27.040]   pushed Russia's ruble toward its lowest closing level on record.
[00:46:27.040 --> 00:46:30.040]   And so the words that they're struggling to use,
[00:46:30.040 --> 00:46:36.040]   we see things like panic, judgment day, carnage, meltdown, fearful, depressing, psychologically draining.
[00:46:36.040 --> 00:46:38.040]   One guy says it's just plain ugly.
[00:46:38.040 --> 00:46:40.040]   So what's going to happen with this?
[00:46:40.040 --> 00:46:45.040]   Well, as I said, we're going to have-- Harry Dent is going to be talking to us in the next hour.
[00:46:45.040 --> 00:46:49.040]   He correctly called that this was something that was going to happen early September.
[00:46:49.040 --> 00:46:51.040]   It's actually earlier.
[00:46:51.040 --> 00:46:55.040]   We're going to get his opinion as to whether he thinks this is the end of it.
[00:46:55.040 --> 00:46:56.040]   I don't think it's the end of it.
[00:46:56.040 --> 00:46:57.040]   I doubt that he thinks it's the end of it.
[00:46:57.040 --> 00:47:05.040]   I think it is just the beginning of the end of a giant, massive bubble that has been put into place.
[00:47:05.040 --> 00:47:09.040]   And of course we see that our government believes that as well.
[00:47:09.040 --> 00:47:12.040]   You can read the signs of that behind what they're doing.
[00:47:12.040 --> 00:47:15.040]   The massive urban military drills that we see everywhere,
[00:47:15.040 --> 00:47:19.040]   the divide and conquer strategy, predominantly along race lines,
[00:47:19.040 --> 00:47:21.040]   but also the black versus blue.
[00:47:21.040 --> 00:47:27.040]   When they militarize the police, they are interacting with people of over-the-top brutality in many cases,
[00:47:27.040 --> 00:47:33.040]   picking situations like the one in Ferguson, where it's not a clear case necessarily,
[00:47:33.040 --> 00:47:39.040]   but they want that ambiguity because then that fosters this kind of division again.
[00:47:39.040 --> 00:47:43.040]   If it's a clear case of a murder, they don't pay attention to that.
[00:47:43.040 --> 00:47:47.040]   They go to the ones where it's not a clear case, and they make that the biggest issue.
[00:47:47.040 --> 00:47:49.040]   Then of course we have the black versus white.
[00:47:49.040 --> 00:47:54.040]   Look at how the media pushed all of this Confederate flag issue to the nth degree.
[00:47:54.040 --> 00:47:58.040]   As I mentioned before, the massive influx of immigrants throughout the West,
[00:47:58.040 --> 00:48:00.040]   that's what we've been looking at.
[00:48:00.040 --> 00:48:04.040]   That's what we have to be concerned about.
[00:48:04.040 --> 00:48:07.040]   There's an article on Dredge Report, and I thought this was interesting.
[00:48:07.040 --> 00:48:12.040]   This is from the former advisor to Gordon Brown in the UK.
[00:48:12.040 --> 00:48:15.040]   He's the former prime minister of the UK, Gordon Brown is.
[00:48:15.040 --> 00:48:18.040]   It says, "Stock up on canned food for a stock market crash."
[00:48:18.040 --> 00:48:25.040]   Now how many times do you see a stock market crash where you have people advising to stock up on food?
[00:48:25.040 --> 00:48:30.040]   Damien McBride doesn't think that this is going to be just a stock market crash.
[00:48:30.040 --> 00:48:33.040]   He thinks this is going to be something far worse.
[00:48:33.040 --> 00:48:37.040]   Of course, the governments across the world have been preparing for this.
[00:48:37.040 --> 00:48:39.040]   They have also been instigating this.
[00:48:39.040 --> 00:48:41.040]   That's what we've been trying to tell you.
[00:48:41.040 --> 00:48:43.040]   This is a former advisor to Gordon Brown.
[00:48:43.040 --> 00:48:48.040]   He's urged people to stock up on canned goods and bottled water as stock markets around the world slide.
[00:48:48.040 --> 00:48:50.040]   This is from the Independent in the UK.
[00:48:50.040 --> 00:48:55.040]   Damien McBride appeared to suggest that stock market dip could lead to civil disorder
[00:48:55.040 --> 00:48:59.040]   or other situations where it would be unreasonable for someone to leave the house.
[00:48:59.040 --> 00:49:01.040]   He gives three pieces of advice.
[00:49:01.040 --> 00:49:04.040]   Number one, get hard cash in a safe place.
[00:49:04.040 --> 00:49:08.040]   Don't assume that banks and cash points will be open or bank cards will work.
[00:49:08.040 --> 00:49:13.040]   Number two, do you have enough bottled water, tinned goods, other essentials at home to live a month indoors?
[00:49:13.040 --> 00:49:15.040]   If not, get shopping.
[00:49:15.040 --> 00:49:21.040]   Number three, agree on a rally point with your loved ones in case transport and communication get cut off.
[00:49:21.040 --> 00:49:24.040]   Somewhere you can all head to.
[00:49:24.040 --> 00:49:31.040]   Again, this is a guy who worked as a senior advisor for former Prime Minister Gordon Brown in the UK
[00:49:31.040 --> 00:49:33.040]   telling people, "Get prepared."
[00:49:33.040 --> 00:49:38.040]   He clearly sees this as the people that we've been talking to here at InfoWars.
[00:49:38.040 --> 00:49:44.040]   He clearly sees this as not only an economic bubble crash, but something that could get much, much worse.
[00:49:44.040 --> 00:49:46.040]   And that's what we've been telling people.
[00:49:46.040 --> 00:49:51.040]   So let me tell you that we still have this sale on Silver Bullet.
[00:49:51.040 --> 00:49:55.040]   If you want to prepare, you need things, not only water, not only food,
[00:49:55.040 --> 00:49:58.040]   but you need some things that are going to help you medically.
[00:49:58.040 --> 00:50:01.040]   You need things that are going to help to keep you in good health
[00:50:01.040 --> 00:50:03.040]   so that when you go into a situation like this,
[00:50:03.040 --> 00:50:09.040]   you're not automatically looking to see where you're going to get your next supply of some kind of a pharmaceutical
[00:50:09.040 --> 00:50:10.040]   that's not going to be available.
[00:50:10.040 --> 00:50:13.040]   Try to get yourself in as good a health as possible.
[00:50:13.040 --> 00:50:17.040]   Try to have things on hand that are going to help you in an economic crisis.
[00:50:17.040 --> 00:50:21.040]   We have through Wednesday still this sale on Silver Bullet, 30% off,
[00:50:21.040 --> 00:50:24.040]   or if you buy two, you can get two for free.
[00:50:24.040 --> 00:50:26.040]   That's at InfoWarsLife.com.
[00:50:26.040 --> 00:50:29.040]   If you buy two, you get it at 50% off because you'll get four bottles.
[00:50:29.040 --> 00:50:32.040]   If you buy one, you can get it at 30% off.
[00:50:32.040 --> 00:50:38.040]   That's our loyal silver product, 30 parts per million, and a pure base of deionized water.
[00:50:38.040 --> 00:50:41.040]   So right now you can get that at InfoWarsLife.com.
[00:50:41.040 --> 00:50:45.040]   We also stocked up on Survival Shield X2 nascent iodine.
[00:50:45.040 --> 00:50:46.040]   We're going to be back.
[00:50:46.040 --> 00:50:51.040]   We're going to break this down farther, and we're going to have Harry Dent joining us in the second hour.
[00:50:51.040 --> 00:50:53.040]   Alex Jones will be back with us live in the third hour.
[00:50:53.040 --> 00:50:54.040]   Stay with us.
[00:50:54.040 --> 00:50:55.040]   We'll be right back.
[00:50:55.040 --> 00:51:01.040]   [Music]
[00:51:01.040 --> 00:51:05.040]   So I say to Mark at lunch, "Look, you know, I keep hearing from the government that, you know,
[00:51:05.040 --> 00:51:07.040]   they're worried someday ISIS may get here."
[00:51:07.040 --> 00:51:13.040]   And I go, "Duh, Garland, Texas, Mohammed cartoon shooting, ISIS is already here."
[00:51:13.040 --> 00:51:15.040]   I'm not waiting for these people to defend me.
[00:51:15.040 --> 00:51:19.040]   If they don't know ISIS is here already, they got no clue, I'm taking care of myself.
[00:51:19.040 --> 00:51:24.040]   Guns80.com, AR-15 kits, 30-shot magazines, great prices.
[00:51:24.040 --> 00:51:26.040]   They've even got the Hillary special.
[00:51:26.040 --> 00:51:30.040]   Guns80.com, that's 844-2Guns80, Guns80.com.
[00:51:30.040 --> 00:51:34.040]   Silver has always been nature's very own antibiotic,
[00:51:34.040 --> 00:51:38.040]   but only one system allows you to produce an endless supply of nano-sized silver solutions
[00:51:38.040 --> 00:51:40.040]   right from the convenience of your home.
[00:51:40.040 --> 00:51:41.040]   Silver Lungs.
[00:51:41.040 --> 00:51:43.040]   With the addition of our unique lung delivery system,
[00:51:43.040 --> 00:51:48.040]   respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[00:51:48.040 --> 00:51:51.040]   This pioneering method also preserves the original particle sizes
[00:51:51.040 --> 00:51:54.040]   and delivers your silver solution directly into the bloodstream.
[00:51:54.040 --> 00:51:58.040]   See the Silver Lungs generator and lung delivery system at SilverLungs.com.
[00:51:58.040 --> 00:52:00.040]   That's SilverLungs.com.
[00:52:00.040 --> 00:52:03.040]   Honey, why are there fish swimming in our bathtub?
[00:52:03.040 --> 00:52:04.040]   Aren't they cute?
[00:52:04.040 --> 00:52:09.040]   You need more Omega-3s, and those fish oil pills with toxins and heavy metals are scary.
[00:52:09.040 --> 00:52:11.040]   So I'm making fish oil from scratch.
[00:52:11.040 --> 00:52:14.040]   Oh boy, didn't I tell you I'm ordering Nutrigold fish oil?
[00:52:14.040 --> 00:52:16.040]   It's exceptionally pure.
[00:52:16.040 --> 00:52:17.040]   That's what they all say.
[00:52:17.040 --> 00:52:18.040]   No, really.
[00:52:18.040 --> 00:52:23.040]   Nutrigold's fish oil is concentrated from pure cold water fish straight off the Alaskan coast
[00:52:23.040 --> 00:52:25.040]   and manufactured right here in the USA.
[00:52:25.040 --> 00:52:31.040]   Well, cold Alaskan waters are much more pristine than the polluted waters that other fish oils are sourced from.
[00:52:31.040 --> 00:52:32.040]   That's what I'm saying.
[00:52:32.040 --> 00:52:37.040]   And it's five-star certified to meet international purity, potency, and freshness standards.
[00:52:37.040 --> 00:52:38.040]   Well, that sounds even better.
[00:52:38.040 --> 00:52:41.040]   Great. I'll be in my office ordering a few bottles.
[00:52:41.040 --> 00:52:48.040]   If I order now on www.fishoil.best, I can save $5 using the promo code "myfishoil."
[00:52:48.040 --> 00:52:50.040]   Um, honey, why are there bees in my office?
[00:52:50.040 --> 00:52:52.040]   Get rid of those fish burps for good.
[00:52:52.040 --> 00:52:57.040]   Go to Nutrigold's U.S.-made fish oil products by going to www.fishoil.best
[00:52:57.040 --> 00:53:00.040]   and get $5 off by entering "myfishoil" at checkout.
[00:53:01.040 --> 00:53:06.040]   katiarmor.com is your one-stop shop for the most affordable body armor period
[00:53:06.040 --> 00:53:11.040]   with packages starting at $169.99 and free shipping on every order.
[00:53:11.040 --> 00:53:15.040]   Kati offers soft armor and rifle-threat rated armor up to level 4.
[00:53:15.040 --> 00:53:20.040]   Go to katiarmor.com and get your body armor today while you still can.
[00:53:20.040 --> 00:53:25.040]   Mention this ad and receive a free tactical scarf for a limited time with any body armor package.
[00:53:25.040 --> 00:53:28.040]   That's katiarmor.com.
[00:53:28.040 --> 00:53:29.040]   Come and take it.
[00:53:29.040 --> 00:53:34.040]   By now you know the smart way to buy emergency food storage is calories per dollar.
[00:53:34.040 --> 00:53:37.040]   Ready Supply Foods sells you 50% more food for your money.
[00:53:37.040 --> 00:53:41.040]   GMO-free, 25-year shelf life, great tasting and free shipping.
[00:53:41.040 --> 00:53:44.040]   You need 2,000 calories per day under ideal conditions.
[00:53:44.040 --> 00:53:48.040]   Most 30-day kits don't have enough calories to sustain you for more than a week.
[00:53:48.040 --> 00:53:51.040]   They just don't have enough nutrition to do the job.
[00:53:51.040 --> 00:53:54.040]   See the comparisons for yourself at readysupplyfoods.com.
[00:53:54.040 --> 00:53:56.040]   We're the new leader in value and quality.
[00:53:56.040 --> 00:53:59.040]   Go to readysupplyfoods.com today.
[00:53:59.040 --> 00:54:10.040]   Welcome back to the Alex Jones Show.
