[00:00.000 --> 00:20.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[37:20.000 --> 37:27.000]  But see, we're all just so afraid of this boogeyman that all the real problems are going forward.
[37:27.000 --> 37:32.000]  I mean, our government's trying to start a war with Russia. Our government's funding al-Qaeda, now known as ISIS.
[37:32.000 --> 37:40.000]  I have a stack of news on that I'm going to get to, that are just blowing up churches, kidnapping and grabbing children, forcing women into sex slavery.
[37:40.000 --> 37:44.000]  From Central Africa all the way to Pakistan.
[37:44.000 --> 37:51.000]  And our government is backing them. And then when they got caught two years ago backing them, they just changed the name.
[37:51.000 --> 37:54.000]  And they now go, oh, they're rampaging. No one can stop them.
[37:54.000 --> 38:03.000]  And the Iraqi president comes out three times and goes, we have caught the NATO forces arming ISIS. This is all staged.
[38:03.000 --> 38:16.000]  I mean, I'm worried about that, folks. I'm worried about an elite that would put salmon in the ocean that are now in the ocean.
[38:16.000 --> 38:21.000]  The major university studies show will extinct all the natural salmon. They're three times larger.
[38:21.000 --> 38:26.000]  They've got insect genes in them. They've got all sorts of weird unnatural proteins.
[38:26.000 --> 38:29.000]  You wonder why we're all getting cancer, why the allergies are increasing.
[38:29.000 --> 38:36.000]  I mean, within 20 years, folks, it's going to be crazy town. You're going to need all the advanced technologies just to stay alive.
[38:36.000 --> 38:40.000]  See, we won't get all the advanced technologies to live longer. It'll be just to keep us alive.
[38:40.000 --> 38:46.000]  You're going to have to have three parent embryos soon because there isn't going to be anyone with sperm that works.
[38:46.000 --> 38:51.000]  Talk about children of men. It's already here.
[38:51.000 --> 38:57.000]  And then you pull back and you realize it's all an engineered plan and you go, oh my God, there's no way these people are human.
[38:57.000 --> 39:01.000]  And you really get to the bottom of the rabbit hole. And I'm not saying they're space aliens.
[39:01.000 --> 39:07.000]  But man, when you really get to the bottom of the global elite and what they're doing, it's just a sick joke.
[39:07.000 --> 39:17.000]  I could care less what someone's sexual preference is. And I'm not saying that I'm guilted and I'm here saying that to try to get you to believe me if you're a liberal.
[39:17.000 --> 39:22.000]  It's just I am not obsessed with bodily functions and sex.
[39:22.000 --> 39:28.000]  And I realize it's a psychic warfare thing to screw our kids up.
[39:28.000 --> 39:36.000]  Children shouldn't be sexualized about anything sexual. I don't care if it's heterosexual or what it is.
[39:36.000 --> 39:50.000]  And I just, I mean, I've got all these articles about white privilege in colleges and how they're teaching them to get your degree that being white is bad and what you need to do to not be evil.
[39:50.000 --> 39:54.000]  As if that's the only issue in the world to get everybody in fighting with each other.
[39:54.000 --> 40:01.000]  And then meanwhile, Mexico murders new arrest and slangs of 43 Guerrero college students.
[40:01.000 --> 40:11.000]  In 2014, they protested the mayor. And so they were kidnapped, tortured and then incinerated.
[40:11.000 --> 40:21.000]  And I mean, I've got scores of stories like that today and no one cares about young people being incinerated.
[40:21.000 --> 40:26.000]  But I guarantee you, if some gay person got bunched in the nose down there, it'd be international news right now.
[40:26.000 --> 40:34.000]  Anderson Cooper would be helping, you know, pat him on the back and just all the rest of it.
[40:34.000 --> 40:40.000]  Anderson Cooper of the Central Intelligence Agency who leaked all those photos of his boyfriend hanging out and kissing other guys.
[40:40.000 --> 40:44.000]  It's like Hollywood folks releasing fake sex tapes, trying to make himself a celebrity.
[40:44.000 --> 40:52.000]  Nowadays, to become famous, you just release a photo of your boyfriend, all photo shopped, you know, shot like it was the cover of Time Magazine professionally.
[40:52.000 --> 40:56.000]  I knew it was fake when it came out. Then they admitted it was fake, kissing his boyfriend.
[40:56.000 --> 41:02.000]  Now an accomplishment is your boyfriend kissing someone, another man, and then that's big news.
[41:02.000 --> 41:09.000]  What a failed, fallen society. I mean, if it was heterosexuals running around grandstanding like this.
[41:09.000 --> 41:16.000]  Here's a heterosexual newscaster whose wife got caught kissing other man.
[41:16.000 --> 41:20.000]  Dun dun dun. I mean, it's crazy.
[41:20.000 --> 41:24.000]  Meanwhile, look at this stack of news just on ISIS today.
[41:24.000 --> 41:31.000]  ISIS, and our borders are wide open, Islamists has kidnapped 120 school children in Iraq, city of Mosul, business times.
[41:31.000 --> 41:36.000]  Residents, including children, are desperately fighting off Islamic State militants.
[41:36.000 --> 41:42.000]  There's videos of children as young as eight battling them because they don't have any hope. They're dead if they don't.
[41:42.000 --> 41:47.000]  Iraq had a second amendment under Saddam. That's why it had to be taken out so they still got some guns hidden.
[41:47.000 --> 41:50.000]  The only reason they could fight the West Al Qaeda force.
[41:50.000 --> 41:56.000]  ISIS Islamists has kidnapped 120 school children.
[41:56.000 --> 42:02.000]  Godman attacks South Korean embassy in Tripoli. Two guards killed, Reuters. ISIS again.
[42:02.000 --> 42:10.000]  Another one up on infowars.com. New Islamic State video calls for attacks on the American homeland, promises under 9-11.
[42:10.000 --> 42:17.000]  And meanwhile, our border is completely, totally wide open.
[42:17.000 --> 42:22.000]  And the FBI says that we should brace for the attacks to come that they believe are basically imminent.
[42:22.000 --> 42:28.000]  And then when there are attacks, the answer will be wider borders open, but checkpoints in the shopping malls.
[42:28.000 --> 42:33.000]  I was watching Fox and CNN last week. We have the TVs on in different rooms here at the office.
[42:33.000 --> 42:37.000]  And so that'd be the talking point. I caught it like three times. I barely even watch.
[42:37.000 --> 42:41.000]  Telling, well, how do we protect the soft targets at shopping malls?
[42:41.000 --> 42:48.000]  The answer is more armed security and perhaps checkpoints like airports. Walk another room, same thing on CNN, same thing on Fox.
[42:48.000 --> 42:53.000]  But the border is wide open. That's like leaving your front door open, but having an armed guard on the roof.
[42:53.000 --> 42:59.000]  I mean, it's just so stupid. The answer is armed the people and control the border and don't fund al-Qaeda.
[43:23.000 --> 43:30.000]  Evolutionary secret 12 formula right now at infowarslife.com or call 888-253-3139.
[43:53.000 --> 44:00.000]  The experts are clear, sunlight, purified water, healthy non GMO food, and having a good attitude is essential to a healthy immune system.
[44:00.000 --> 44:05.000]  But I go further with Supernation iodine X2 from infowarslife.com.
[44:05.000 --> 44:14.000]  50% stronger than our original and revolutionary nation iodine formula coming from a deep earth crystal source that no other supplier has.
[44:14.000 --> 44:23.000]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[44:23.000 --> 44:30.000]  Not our iodine, it comes from over 200 million year old crystal salt deposits and is tested and proven to be completely pure.
[44:30.000 --> 44:39.000]  Visit infowarslife.com today, see the informational videos, read the information they're compiled, and for a limited time will you use promo code now?
[44:39.000 --> 44:45.000]  At checkout you get an additional 5% off the entire family of infowarslife.com products.
[44:45.000 --> 45:10.000]  Secure your survival shield X2 today at infowarslife.com or call toll free 888-253-3139.
[45:10.000 --> 45:18.000]  Analysis infowars building independent media operation.
[45:18.000 --> 45:21.000]  Prime directed discredit Alex Jones.
[45:21.000 --> 45:24.000]  Jones is the wildly popular conspiracy theory.
[45:24.000 --> 45:27.000]  A popular conspiracy theory talk show called InfoWars.
[45:27.000 --> 45:29.000]  Alex Jones is now in an Austin jail.
[45:29.000 --> 45:31.000]  These people are assaulting us.
[45:31.000 --> 45:33.000]  Targeting of patriots engaged.
[45:33.000 --> 45:40.000]  They're never going to stop, they're never going to deviate from their program until we stop them.
[45:40.000 --> 45:43.000]  Block free iphone app at infowars.com.
[45:43.000 --> 45:46.000]  Block free podcast and video feed.
[45:46.000 --> 45:50.000]  Imperatives, Detroit, Britain, the planet TV.
[45:50.000 --> 45:54.000]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[45:54.000 --> 46:04.000]  Get electrified, it's for God you can fail it.
[46:24.000 --> 46:28.000]  Simply put, if you want the best at an extremely low price, this is it.
[46:28.000 --> 46:32.000]  Winner's Son is the result of our pursuit of the best source of Vitamin D3.
[46:32.000 --> 46:40.000]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan Vitamin D3 product in the world.
[46:40.000 --> 46:45.000]  Read the facts at infowarslife.com about Winner's Son Vitamin D3.
[46:45.000 --> 46:51.000]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[46:51.000 --> 46:53.000]  Something the globalists are targeting.
[46:53.000 --> 47:02.000]  Visit infowars.com today or call 888-253-3139.
[47:02.000 --> 47:12.000]  You're listening to the Alex Jones Show.
[47:12.000 --> 47:22.000]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[47:22.000 --> 47:24.000]  Thomas Jefferson.
[47:24.000 --> 47:29.000]  It's Alex Jones on the GCN Radio Network.
[47:29.000 --> 47:31.000]  Here's the bottom line.
[47:31.000 --> 47:38.000]  All of the basic freedoms that were fought for and gained since 1215 and the signing of the Magna Carta,
[47:38.000 --> 47:43.000]  and the beginning of the Renaissance, and what grew into the Gutenberg Press,
[47:43.000 --> 47:50.000]  the printing press right into 1776 and where we are today, is being reversed.
[47:50.000 --> 47:58.000]  All the basic human liberties of a man, a woman, regardless of what color you are, is being overthrown.
[47:58.000 --> 48:05.000]  And so you don't notice that they make all these new rights and new civil rights and new human rights movements,
[48:05.000 --> 48:11.000]  so the tyrants can represent those movements and, quote, protect you because you're in a, quote, group,
[48:11.000 --> 48:14.000]  but don't protect the individual freedom.
[48:14.000 --> 48:18.000]  You don't have a right to try to stay away from their fluoride, their deadly vaccines,
[48:18.000 --> 48:22.000]  go into the governor's desk with forced inoculation bill.
[48:22.000 --> 48:28.000]  Worldwide, they're coming out with all your different appliances, surveilling you, you even pay for it in the cost.
[48:28.000 --> 48:37.000]  Driverless cars are being announced by Ford, Toyota, BMW, where it won't let you speed, it'll report everything you do beyond 1984.
[48:37.000 --> 48:45.000]  But see, the individual's having their rights attacked, but then you're given little faux rights for the group you're in,
[48:45.000 --> 48:48.000]  and you have a group representative that then speaks for you.
[48:48.000 --> 48:54.000]  This is the cult we're under.
[48:54.000 --> 49:01.000]  It's tribalism, it's the opposite of civilization, it's the opposite of classical liberalism, and it's very, very sad.
[49:01.000 --> 49:07.000]  Classical liberalism says, I'm tolerant, and you can basically live however you want as long as you don't hurt me,
[49:07.000 --> 49:15.000]  but I don't have to accept the way you live, and you don't have to accept me, and I don't have to accept your company.
[49:15.000 --> 49:18.000]  We now have the inverse of that.
[49:18.000 --> 49:24.000]  The totalitarianism taught at colleges and high schools across this country is beyond North Korea,
[49:24.000 --> 49:26.000]  and that's what they have planned in this nation.
[49:26.000 --> 49:31.000]  Can't have a Halloween costume, might offend somebody.
[49:31.000 --> 49:33.000]  They're talking about re-editing Lady and the Tramp.
[49:33.000 --> 49:39.000]  Now, Disney is in taking the Siamese cats out because they speak with Asian accents.
[49:39.000 --> 49:44.000]  Well, yeah, and one dog speaks for the Scottish accent, and it's goofy, and all of them are goofy.
[49:44.000 --> 49:49.000]  That's the whole point, is they're having fun. You're making fun. You're having fun.
[49:49.000 --> 49:52.000]  You ever watch Japanese television? How silly they act?
[49:52.000 --> 49:56.000]  That isn't a reflection on Japanese people, it's their comedians.
[49:56.000 --> 50:00.000]  But this is the attack on language, the attack on freedom,
[50:00.000 --> 50:04.000]  because we're being overwritten. All of our freedoms are being dismantled.
[50:04.000 --> 50:07.000]  Tyranny is being brought in.
[50:07.000 --> 50:10.000]  They let kids play violent video games, watch all the violence they want on television,
[50:10.000 --> 50:16.000]  but then if your 10-year-old draws a picture of a gun, they get arrested.
[50:16.000 --> 50:20.000]  Or if you're seen playing with a Nerf gun at your own home, you get suspended.
[50:20.000 --> 50:24.000]  Even if the school doesn't have that power, they do it because it's a power grab.
[50:24.000 --> 50:29.000]  But then no one cares when California and Pennsylvania and other states, seven, eight years ago,
[50:29.000 --> 50:34.000]  got caught watching kids over the webcams at home.
[50:34.000 --> 50:37.000]  And the school didn't get caught, they announced it and were proud of it.
[50:37.000 --> 50:40.000]  And when I first reported that when it was in local news, when the lawsuit was filed,
[50:40.000 --> 50:43.000]  people thought I was lying seven years ago.
[50:43.000 --> 50:50.000]  Because, oh, no school would watch kids at home on the government-issued laptops.
[50:50.000 --> 50:54.000]  Remember I told you the NSA 20 years ago was listening and watching and how they did it.
[50:54.000 --> 50:59.000]  Not because I was smart, because there were already whistleblowers back then.
[50:59.000 --> 51:07.000]  James Bamford and countless others have gone public.
[51:07.000 --> 51:13.000]  And then now we just sit here with the public educated on 50 different sexual preferences.
[51:13.000 --> 51:16.000]  That's what Facebook has.
[51:16.000 --> 51:20.000]  Things that won't matter for you in the future, things that won't get you ahead or help your family.
[51:20.000 --> 51:26.000]  Just all this mindless trivia, mindless infighting.
[51:26.000 --> 51:29.000]  Gotta ban the name of birds that have the word black in them.
[51:29.000 --> 51:31.000]  The word black is racist.
[51:31.000 --> 51:35.000]  Just an assault.
[51:35.000 --> 51:37.000]  And then we have people like Tony Blair.
[51:37.000 --> 51:42.000]  I remember seeing him in the BBC in 1996 saying, I am declaring war.
[51:42.000 --> 51:45.000]  Right when he was elected on the Magna Carta.
[51:45.000 --> 51:52.000]  What a bold, see, he knows how to boldly assault knowing that people have no rudder and don't even know what that is.
[51:52.000 --> 51:56.000]  And so now I've seen articles in major US newspapers.
[51:56.000 --> 52:00.000]  Headline, is the Declaration of Independence terrorist?
[52:00.000 --> 52:03.000]  Is the Declaration of Independence illegal?
[52:03.000 --> 52:05.000]  These are headlines. Look them up.
[52:05.000 --> 52:09.000]  And they have serious debates going, could you actually say no to a government?
[52:09.000 --> 52:10.000]  No, never.
[52:10.000 --> 52:11.000]  Say yes to Hitler.
[52:11.000 --> 52:12.000]  Say yes to Kim Jong-un.
[52:12.000 --> 52:13.000]  Say yes to Stalin.
[52:13.000 --> 52:17.000]  Of course you can.
[52:17.000 --> 52:19.000]  And our government's run by foreign banks.
[52:19.000 --> 52:21.000]  It's not even legitimate.
[52:21.000 --> 52:25.000]  It's we the people, right?
[52:25.000 --> 52:26.000]  And I've got Tony Blair.
[52:26.000 --> 52:27.000]  He's in the news thing.
[52:27.000 --> 52:29.000]  We got to stay on the Euro and not leave it.
[52:29.000 --> 52:32.000]  Even though they never voted to join the Euro, they said, don't worry these agreements.
[52:32.000 --> 52:35.000]  Don't put you in the Euro that he put them under.
[52:35.000 --> 52:37.000]  He's now a major Vatican agent.
[52:37.000 --> 52:38.000]  That's what he works for.
[52:38.000 --> 52:42.000]  Not bashing Catholics, but I mean, that's Tony Blair's not even a Catholic.
[52:42.000 --> 52:45.000]  Of course the Vatican pushing global government.
[52:45.000 --> 52:47.000]  Headline, Daily Mail, is this proof?
[52:47.000 --> 52:51.000]  Megalomaniac Blair does want to rule the world.
[52:51.000 --> 52:56.000]  XPM accused of bidding for global domination after Val to set up Leaders Club.
[52:56.000 --> 52:59.000]  And he goes on to cover a news week to say democracy's failed.
[52:59.000 --> 53:08.000]  That's exactly what the editor, foreign editor of the Financial Times of London said a few years ago in the headline.
[53:08.000 --> 53:10.000]  And now for world government.
[53:10.000 --> 53:13.000]  And he said, yes, totalitarianism is the answer.
[53:13.000 --> 53:15.000]  World government's real.
[53:15.000 --> 53:16.000]  Totalitarianism is the answer.
[53:16.000 --> 53:23.000]  And they wrote a follow-up piece attacking me saying I was crazy and that world government didn't exist.
[53:23.000 --> 53:25.000]  See, it's a mind game.
[53:25.000 --> 53:28.000]  We want world government is totalitarian, but it doesn't exist.
[53:28.000 --> 53:31.000]  There is no such thing as a Bilderberg group, but it's there and it loves you.
[53:31.000 --> 53:37.000]  Davos didn't call him for a global currency and 100 trillion in taxes every decade, but they are.
[53:37.000 --> 53:41.000]  There's no death panels in Obamacare, but there is.
[53:41.000 --> 53:43.000]  They just talked to us like we're morons.
[53:43.000 --> 53:48.000]  And then now the American people across the board, left, right, center, don't like Hillary Clinton.
[53:48.000 --> 53:50.000]  They know she's corrupt.
[53:50.000 --> 53:52.000]  They know that Obamacare is a screw job.
[53:52.000 --> 53:53.000]  They know she lied.
[53:53.000 --> 53:58.000]  They know she's been involved in Benghazi and Fast and Furious and every other crime you can imagine.
[53:58.000 --> 54:03.000]  And lying like Brian Williams about being and shoot down attacks in Bosnia.
[54:03.000 --> 54:08.000]  And still they try to sell her and force feed her down our throats through their arrogance.
[54:08.000 --> 54:14.000]  Let's play her new two-minute promo video that again got me on that rant earlier.
[54:14.000 --> 54:18.000]  A presidential launch showing two women snuggling each other.
[54:18.000 --> 54:24.000]  And, you know, my point is it'd be inappropriate to show some, you know, college couple snuggling.
[54:24.000 --> 54:27.000]  It's like an obsession with sex.
[54:27.000 --> 54:31.000]  It's just to throw it in your face, just constant.
[54:31.000 --> 54:33.000]  It's just gimmicks.
[54:33.000 --> 54:40.000]  I mean, these are robber barons ruling us, taking us over, talking about world government, global treaties that are secret.
[54:40.000 --> 54:41.000]  We can't even read.
[54:41.000 --> 54:46.000]  The government power grabbing the Internet, power grabbing the borders, just wide open,
[54:46.000 --> 54:48.000]  worlds sliding into depression.
[54:48.000 --> 54:49.000]  And it doesn't matter.
[54:49.000 --> 54:50.000]  Let them eat cake.
[54:50.000 --> 54:51.000]  No.
[54:51.000 --> 54:54.000]  Let them have transgender bathrooms.
[54:54.000 --> 54:55.000]  Okay, fine.
[54:55.000 --> 54:57.000]  How does that build a society?
[54:57.000 --> 54:58.000]  It doesn't.
[54:58.000 --> 55:00.000]  They're giving us mental illness, folks.
[55:00.000 --> 55:01.000]  They're messing with us.
[55:01.000 --> 55:03.000]  They're giving us a psychological virus.
[55:03.000 --> 55:05.000]  Here is Hillary Clinton's disgusting announcement.
[55:05.000 --> 55:09.000]  I'm getting ready for a lot of things.
[55:09.000 --> 55:11.000]  A lot of things.
[55:11.000 --> 55:12.000]  It's spring.
[55:12.000 --> 55:14.000]  So we're starting to get the gardens ready.
[55:14.000 --> 55:18.000]  And my tomatoes are legendary here in my own neighborhood.
[55:18.000 --> 55:21.000]  You see, it's all about the people buying into her next to them celebrities.
[55:21.000 --> 55:23.000]  My daughter is about to start hand the garden next year.
[55:23.000 --> 55:24.000]  And so we're moving.
[55:24.000 --> 55:25.000]  Here?
[55:25.000 --> 55:27.000]  You're buying into Southwest, you're a hero.
[55:27.000 --> 55:28.000]  You're buying into my new hero.
[55:28.000 --> 55:30.000]  We're starting a first business.
[55:30.000 --> 55:33.000]  If you buy and open borders, you're a hero.
[55:33.000 --> 55:39.000]  After five years of raising my children, I am now going back to work.
[55:39.000 --> 55:43.000]  Every day we're trying to get more and more ready and more prepared.
[55:43.000 --> 55:44.000]  It's all about having children.
[55:44.000 --> 55:45.000]  Oh, look, Hillary.
[55:45.000 --> 55:46.000]  It has your children.
[55:46.000 --> 55:47.000]  It's just all...
[55:47.000 --> 55:48.000]  It's like a drug ad.
[55:48.000 --> 55:50.000]  It's a look into what the real world is like.
[55:50.000 --> 55:52.000]  We're happy women's running up some mountain top.
[55:52.000 --> 55:53.000]  Let's go.
[55:53.000 --> 55:56.000]  We're getting married this summer to someone I really care about.
[55:56.000 --> 55:57.000]  Hey, guys.
[55:57.000 --> 55:58.000]  I'm going to be in the play.
[55:58.000 --> 55:59.000]  I'm going to be in the play.
[55:59.000 --> 56:01.000]  I mean, but the thing is, it's like the whole Super Bowl.
[56:01.000 --> 56:04.000]  Is there anything else on the world with this?
[56:04.000 --> 56:06.000]  I'm getting ready to retire soon.
[56:06.000 --> 56:08.000]  Oh, you're going to take your pension fund down by...
[56:08.000 --> 56:10.000]  Take yourself in many ways.
[56:10.000 --> 56:13.000]  Well, we've been doing a lot of home renovations.
[56:13.000 --> 56:17.000]  But most importantly, we really just want to teach our dog to quit eating the trash.
[56:17.000 --> 56:22.000]  And so we have high hopes for 2015 that that's going to happen.
[56:22.000 --> 56:24.000]  I've started a new career recently.
[56:24.000 --> 56:28.000]  This is a fifth generation company, which means a lot to me.
[56:28.000 --> 56:34.000]  This country was founded on hard work and it really feels good to be a part of that.
[56:34.000 --> 56:35.000]  Look at them at the end of the day.
[56:35.000 --> 56:37.000]  I'm getting ready to do something, too.
[56:37.000 --> 56:39.000]  I'm running for president.
[56:39.000 --> 56:41.000]  Oh, what a sinister one.
[56:41.000 --> 56:44.000]  Americans have fought their way back from tough economic times.
[56:44.000 --> 56:45.000]  But the deck is still...
[56:45.000 --> 56:47.000]  And how much do you run with all your girlfriends up there?
[56:47.000 --> 56:48.000]  French kissing?
[56:48.000 --> 56:50.000]  Every day, Americans need a champion.
[56:50.000 --> 56:51.000]  And I want to be that champion.
[56:51.000 --> 56:54.000]  So you can do more than just get by.
[56:54.000 --> 56:56.000]  You can get ahead and stay ahead.
[56:56.000 --> 56:57.000]  Hillary.
[56:57.000 --> 57:00.000]  Because when families are strong, America is strong.
[57:00.000 --> 57:02.000]  Hillary, I'm not mad at you.
[57:02.000 --> 57:03.000]  Shut the lesbians down.
[57:03.000 --> 57:05.000]  So I'm not mad at you because you're a lesbian?
[57:05.000 --> 57:07.000]  I'm not mad at you because you're a lesbian.
[57:07.000 --> 57:08.000]  Because it's your time.
[57:08.000 --> 57:14.000]  I'm mad at you because you're a warmongering, gun-running, criminal that had Vince Foster killed.
[57:14.000 --> 57:16.000]  And we're involved in Oklahoma City bombing.
[57:16.000 --> 57:19.000]  And you're an anti-American totalitarian.
[57:19.000 --> 57:22.000]  And you pray on people and you helped ram through Obamacare
[57:22.000 --> 57:25.000]  that you know hurts poor people and raises taxes.
[57:25.000 --> 57:27.000]  And you're disgusting.
[57:27.000 --> 57:28.000]  That's why you're bad.
[57:28.000 --> 57:31.000]  I don't dislike you because you're a woman.
[57:31.000 --> 57:33.000]  I dislike you because you're a monster.
[57:33.000 --> 57:36.000]  I dislike you because you're a lying, predatory shell.
[57:36.000 --> 57:40.000]  And Bill Clinton was nothing but your beard.
[57:40.000 --> 57:42.000]  And that's all he's ever been.
[57:42.000 --> 57:45.000]  Why don't you be proud of the fact that you love women?
[57:45.000 --> 57:47.000]  There's nothing wrong with it, Hillary.
[57:47.000 --> 57:48.000]  Right? According to you?
[57:48.000 --> 57:50.000]  Of course you have a whole bunch of them.
[58:18.000 --> 58:20.000]  Looking like a job of the hut.
[58:20.000 --> 58:25.000]  So I began a journey five years ago to shed the almost 100 pounds.
[58:25.000 --> 58:30.000]  I started taking super male vitality and saw dramatic results in just a few weeks.
[58:30.000 --> 58:36.000]  When I added to the mix the key products developed by Dr. Grude for infowarslife.com,
[58:36.000 --> 58:38.000]  the results were incredible.
[58:38.000 --> 58:42.000]  Take the infowarslife.com challenge today at infowarslife.com
[58:42.000 --> 58:43.000]  or give our crew a call.
[58:43.000 --> 58:46.000]  They can answer all your questions or tell you about any of the specials.
[58:46.000 --> 58:49.000]  Get 888-253-3139.
[59:17.000 --> 59:20.000]  We now have the synergistic solution.
[59:20.000 --> 59:23.000]  DNA force, just one of the key compounds.
[59:23.000 --> 59:27.000]  BioPQQ is backed by major clinical studies.
[59:27.000 --> 59:31.000]  And over 175 HubMed listed published studies.
[59:31.000 --> 59:33.000]  You want the best that's out there at the lowest price anywhere?
[59:33.000 --> 59:37.000]  The ultimate value, cutting edge, trailblazing game changer
[59:37.000 --> 59:39.000]  that also supports the info war.
[59:39.000 --> 59:43.000]  Secure your DNA force today at infowarslife.com
[59:43.000 --> 59:47.000]  or call toll-free 888-253-3139.
[59:47.000 --> 59:49.000]  DNA force from infowarslife.
[59:53.000 --> 59:56.000]  You're listening to the Alex Jones show.
[01:00:02.000 --> 01:00:06.000]  From his central Texas command center deep behind enemy lines,
[01:00:06.000 --> 01:00:08.000]  the information war continues.
[01:00:08.000 --> 01:00:13.000]  It's Alex Jones and the GCN radio network.
[01:00:18.000 --> 01:00:20.000]  All right, I should have given the number off the last segment
[01:00:20.000 --> 01:00:22.000]  for God to do while I was ranting.
[01:00:24.000 --> 01:00:26.000]  You can call on any subject you want.
[01:00:26.000 --> 01:00:29.000]  All I ask is that you be a first-time caller.
[01:00:29.000 --> 01:00:30.000]  We do that a couple days a week.
[01:00:30.000 --> 01:00:31.000]  This is one of those days.
[01:00:31.000 --> 01:00:34.000]  You're welcome to bring up any of the subjects we've already raised
[01:00:34.000 --> 01:00:36.000]  or any other topics I haven't covered.
[01:00:36.000 --> 01:00:40.000]  There's a lot of other news I haven't gotten to yet.
[01:00:40.000 --> 01:00:42.000]  What we're seeing is a criminal takeover
[01:00:42.000 --> 01:00:45.000]  with a bunch of PR experts designed at causing infighting
[01:00:45.000 --> 01:00:48.000]  and distracting us and getting us to become mentally ill
[01:00:48.000 --> 01:00:51.000]  and obsess over things that don't exist
[01:00:51.000 --> 01:00:53.000]  while they run away with the store.
[01:00:53.000 --> 01:00:55.000]  The toll-free number to join us is different
[01:00:55.000 --> 01:00:56.000]  than the weekday number.
[01:00:56.000 --> 01:00:59.000]  It's 877-789-2539.
[01:00:59.000 --> 01:01:02.000]  877-789-2539.
[01:01:02.000 --> 01:01:06.000]  And all I ask is you have a good phone.
[01:01:06.000 --> 01:01:10.000]  If you disagree, we don't really stream your calls.
[01:01:10.000 --> 01:01:12.000]  Just make sure that your phone works and it sounds good.
[01:01:12.000 --> 01:01:15.000]  If you want to tell us what you're calling about, that's fine.
[01:01:15.000 --> 01:01:18.000]  If you disagree, tell us and we'll put you to the head of the line.
[01:01:18.000 --> 01:01:21.000]  In fact, if you're a Hillary supporter, you go to the head of the line.
[01:01:21.000 --> 01:01:23.000]  Let me say the number real slow.
[01:01:23.000 --> 01:01:25.000]  877-789-Alex.
[01:01:25.000 --> 01:01:29.000]  877-789-2539.
[01:01:29.000 --> 01:01:32.000]  And of course, you just dial that on your Obama phone.
[01:01:32.000 --> 01:01:34.000]  We got to send Carlos Slim some more money.
[01:01:34.000 --> 01:01:37.000]  The Mexican Don, the richest man in the world.
[01:01:37.000 --> 01:01:39.000]  He makes money off those.
[01:01:39.000 --> 01:01:42.000]  He's the only guy that makes money off those last time I read.
[01:01:42.000 --> 01:01:47.000]  Or if you're one of the big rich elitists that support Hillary.
[01:01:47.000 --> 01:01:49.000]  The richest people in Congress are Democrats.
[01:01:49.000 --> 01:01:50.000]  They're not even Republicans.
[01:01:50.000 --> 01:01:52.000]  It's just a fact that they're at the top of the pyramid
[01:01:52.000 --> 01:01:54.000]  when it comes to the government.
[01:01:54.000 --> 01:01:56.000]  And that's why they want collectivism.
[01:01:56.000 --> 01:01:58.000]  They don't want a free market.
[01:01:58.000 --> 01:02:00.000]  They don't want a cinched up market they control.
[01:02:00.000 --> 01:02:02.000]  Hey, but give me your best shot.
[01:02:02.000 --> 01:02:04.000]  I mean, we're on stations all over the country.
[01:02:04.000 --> 01:02:05.000]  You've called before.
[01:02:05.000 --> 01:02:09.000]  I'd like to hear from Hillary supporters out there.
[01:02:09.000 --> 01:02:13.000]  Boy, they're really going after Rand Paul because he's a good man.
[01:02:13.000 --> 01:02:15.000]  He's a caring man.
[01:02:15.000 --> 01:02:17.000]  He's a patriot.
[01:02:17.000 --> 01:02:19.000]  And even if he doesn't win, we've got to defend him
[01:02:19.000 --> 01:02:23.000]  because they're going to try to tear down the liberty movement in the process.
[01:02:23.000 --> 01:02:26.000]  And I know Rand's got too much credibility to do this.
[01:02:26.000 --> 01:02:28.000]  He hasn't thrown me under the bus,
[01:02:28.000 --> 01:02:31.000]  even though he's probably been asked to do that about 100 times last month.
[01:02:31.000 --> 01:02:33.000]  I know it's been in the news.
[01:02:33.000 --> 01:02:34.000]  And he hasn't.
[01:02:34.000 --> 01:02:36.000]  He just said, I do a lot of interviews.
[01:02:36.000 --> 01:02:38.000]  That's what his dad says when they attack him.
[01:02:38.000 --> 01:02:45.000]  I mean, I mean, if Rand wasn't throwing me under the bus,
[01:02:45.000 --> 01:02:47.000]  he's welcome to do it, but that's not going to help him.
[01:02:47.000 --> 01:02:50.000]  And he knows that the system's going to attack him
[01:02:50.000 --> 01:02:53.000]  because they know he is just Americana.
[01:02:53.000 --> 01:02:55.000]  He's not even that hardcore.
[01:02:55.000 --> 01:03:00.000]  I seem hardcore in this bizarre sea of placating ourselves every form of tyranny,
[01:03:00.000 --> 01:03:05.000]  but I mean, Rand Paul would be a moderate in 1776.
