[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[32:47.000 --> 32:54.000]  Invisible Empire, secure your copy today at infowars.com or prismplanet.com
[32:54.000 --> 33:01.000]  or watch it online in the highest quality at prismplanet.tv.
[33:01.000 --> 33:17.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[33:17.000 --> 33:25.000]  What I'm going to do is drill down deeper into what's happening with the global financial meltdown after we take a round of calls.
[33:25.000 --> 33:32.000]  One coming up, Thai military slaughter of red shirts intensifies their fighting armed troops with slingshots.
[33:32.000 --> 33:39.000]  We have video of this. Talk about bravery. Harold Sun reports, parents pimp kids for swine flu test.
[33:39.000 --> 33:45.000]  Parents are enrolling children as young as nine months in drug trials in exchange for hundreds of dollars.
[33:45.000 --> 33:55.000]  These parents are absolute trash. And that dovetails with New York midwives lose right to deliver babies at home.
[33:55.000 --> 34:03.000]  This is medical tyranny. I saw a statistic where in some cities over half the children are born by cesarean just because the hospitals make more money.
[34:03.000 --> 34:09.000]  I mean, this is this is taking over the entire life cycle of humans there. I saw more reports today.
[34:09.000 --> 34:17.000]  We're in the stack of checkpoints looking for people with farm raised eggs and people getting their own milk.
[34:17.000 --> 34:26.000]  I mean, that's the new police powers. It's not enough to have their phony drug war, but but but now they're after Americans that want to be self sufficient.
[34:26.000 --> 34:32.000]  I mean, this is total war. This is siege that is taking place. We're being domesticated.
[34:32.000 --> 34:39.000]  We'll talk about that as well. But dealing with solutions, this film is now shipping. It officially is released tomorrow.
[34:39.000 --> 34:44.000]  I consulted on it. I'm a big part of it. Gary Francie, William Lewis put it together. Don't tread on me.
[34:44.000 --> 34:53.000]  Rise of the Republic. R.J. Harris, Michael Bagnaric, Alex Jones, Evan Vieira, Richard Mack, Cynthia Davis, Charles Key, and many, many others.
[34:53.000 --> 35:02.000]  The Tenth Amendment to how to educate sheriffs to stand up against the feds and their proper role, how to take the state governments back.
[35:02.000 --> 35:07.000]  Amazing new film. Don't tread on me. You can order it right now at infowars.com.
[35:07.000 --> 35:12.000]  We'll ship it out to you tomorrow. Get it to your local police, military and others. Very well done.
[35:12.000 --> 35:20.000]  Very important info, a peaceful path to take over our communities from the offshore banks that have seized control of our national and state governments.
[35:20.000 --> 35:26.000]  And, of course, the state nullification movement, the Tenth Amendment movement is already in full swing, but this will supercharge it.
[35:26.000 --> 35:38.000]  This is like nitrous oxide added to a 500 horsepower Dodge Charger, a regular SRT.
[35:38.000 --> 35:45.000]  It can go 200 miles an hour. We add some nitrous oxide. It can go 260, baby. So don't tread on me.
[35:45.000 --> 35:51.000]  Not that you'd want to go that fast, believe me. I've only been up to 170. No, I'm just joking.
[35:51.000 --> 36:08.000]  But don't tread on me. Rise of the Republic. You can also call toll 3-888-253-3139-888-253-3139 or infowars.com for don't tread on me.
[36:08.000 --> 36:18.000]  Okay, let's just do this. Cliff says he disagrees, and I normally go to callers that disagree first, but he's on another issue.
[36:18.000 --> 36:21.000]  We don't really screen your calls. We do ask what you're calling about.
[36:21.000 --> 36:33.000]  Colonel Six, who's a colonel about to retire, he had called him with some interesting info when Fox News, AP, CNN, New York Times all came out in the last month and said,
[36:33.000 --> 36:44.000]  oh, the government is protecting and growing the opium in Afghanistan, and it is at record levels, and it's come out that contractors are shipping it out on CIA aircraft,
[36:44.000 --> 36:52.000]  but we have to do this or Al Qaeda will make the money. And so he called in and told us that a lot of people are calling the military saying,
[36:52.000 --> 36:56.000]  why is my son or daughter in Afghanistan helping grow the poppies?
[36:56.000 --> 37:05.000]  Yes, Pat Tillman, what, six years ago wrote letters home about this, and so they had to kill him. Well, now they can't hide it anymore,
[37:05.000 --> 37:15.000]  and so old Pat got mad about it, the NFL star. So now they just say, yeah, we grow the smack, and if you don't like it, you're with Al Qaeda.
[37:15.000 --> 37:20.000]  Now, use your heroin. Colonel Six from Texas, you're on the air. Go ahead.
[37:20.000 --> 37:29.000]  Alex, good afternoon. I wanted to speak about that. I wanted to tell you a couple of things that you're going to see breaking here real quick.
[37:29.000 --> 37:40.000]  The backlash from the Navy SEALs being tried for supposedly hitting the prisoner in the stomach. Now Seymour Hirsch is broken the story.
[37:40.000 --> 37:42.000]  I try to get to you the other day.
[37:42.000 --> 37:51.000]  In fact, I didn't cover it. Guys, print me Seymour Hirsch, U.S. troops executing Taliban. And it's said, even if they don't know who they are,
[37:51.000 --> 37:54.000]  they kill them. That is New York Magazine. Go ahead.
[37:54.000 --> 38:00.000]  Right. Take no prisoners is what it was, what it is now, because if you take prisoners and they say that you hit them in the nose,
[38:00.000 --> 38:07.000]  then you get court martial. So to keep down any confusion about a guy who got hit in the nose or whatever, you kill them.
[38:07.000 --> 38:19.000]  Also, McChrystal is about to get kicked out of Afghanistan. Petraeus is mad as hell with him. The Pentagon has doused that his war plans are going to work.
[38:19.000 --> 38:31.000]  And the reason that they have doused about they're going to work is because commanders all over this nation, all over the world are being tied up with what we call Congressional.
[38:31.000 --> 38:42.000]  And a congressional, as you might know, is when a parent or someone gets in contact with their congressman, then there has to come an answer from that command,
[38:42.000 --> 38:50.000]  no matter where it is, what it's engaged in. And so these congressmen are being overwhelmed with letters.
[38:50.000 --> 39:08.000]  Why is it that I'm hearing on Alex Jones that they're citing your show as their source of information? And it's congressmen who know who you are are really getting to where they're listening to your show more and more.
[39:08.000 --> 39:10.000]  I know that for a fact.
[39:10.000 --> 39:22.000]  But it's not Alex Jones. I just point out when Geraldo Rivera is talking to a Marine Corps commander and they explain that, yeah, we're growing it and we don't like it, but we're told to do it.
[39:22.000 --> 39:28.000]  And it's in the New York Times. I mean, why do I always have to take the heat when I'm only reading the New York Times?
[39:28.000 --> 39:40.000]  Well, see, it's not actually what I'm getting at, because I read a lot of the letters, is people are grateful for the fact that you put it out there.
[39:40.000 --> 39:53.000]  Colonel Six, I know that. Colonel Six, I know the parents are grateful. My whole point is, why didn't parents read the New York Times, AP, or watch Fox News when they admitted the government's growing it?
[39:53.000 --> 39:58.000]  I mean, why didn't that generate phone calls? Why is it when I point out?
[39:58.000 --> 40:05.000]  Because Alex, there's only three more people left on American Idol. And don't you know that the Cavaliers are out of the playoffs?
[40:05.000 --> 40:16.000]  And well, it's soccer season and Joey's got to go to the skating match. And, you know, that's why Alex, I mean, it can't be attention to everything.
[40:16.000 --> 40:25.000]  I mean, you know, I've got a lot of people that come to colonelsix.com. It's my website. And it's colonel, the number six dot com.
[40:25.000 --> 40:32.000]  And they asked me, you know, I've got a link to your show there and so forth. And I'm not trying to...
[40:32.000 --> 40:34.000]  No, I've seen the side of your good side.
[40:34.000 --> 40:47.000]  But what I'm saying is, I want you to know that people have woken up and the truth to young troops, the company grade officers, when you walk through a battalion,
[40:47.000 --> 40:57.000]  and you used to walk through a battalion here, you know, some TV show or a movie or whatever, something playing in the background,
[40:57.000 --> 41:06.000]  I walked through a certain battalion and I said, well, I'll tell you, I walked through the 22nd MEU in Camp Lejeune last week.
[41:06.000 --> 41:17.000]  Every computer had the Alex Jones show blasting. And the commanders are not discouraging anybody from listening to it.
[41:17.000 --> 41:28.000]  As a matter of fact, your show is giving people leads on intelligence, on just...
[41:28.000 --> 41:34.000]  I have to sign off on whatever someone wants to make a change in designation of how their check is broken up.
[41:34.000 --> 41:47.000]  In the last week, in the last week and a half, I know I got like 250 more changes for financial designations to EFTs in silver and gold.
[41:47.000 --> 41:57.000]  These are among men that sometimes Alex can qualify, depending on where they are, can qualify for food stamps.
[41:57.000 --> 42:06.000]  But the ones that are just getting a little bit ahead, instead of putting it in the credit union or into some crazy other deals
[42:06.000 --> 42:13.000]  that they've been, you know, talked into, the company of commanders have been talking to, let some guy talk to them.
[42:13.000 --> 42:21.000]  No, they'll make up their own mind and do no research. And I suppose I ask them, are you sure you've been taught this?
[42:21.000 --> 42:28.000]  Well, after the first 10 or 12, they told me that they had thought it over and something that they had researched, and they couldn't have the same units.
[42:28.000 --> 42:31.000]  So they sit around at night and think about this stuff.
[42:31.000 --> 42:36.000]  Well, that's exciting, but you're saying Congress is getting phone calls.
[42:36.000 --> 42:43.000]  Congress is being overwhelmed with phone calls to the point that Obama dressed down the generals.
[42:43.000 --> 42:52.000]  And he is being pressured to bring the crystal out of Afghanistan. And if I can prove what I want to prove against him,
[42:52.000 --> 42:56.000]  I'm going to go get put some handcuffers on happy hands and bring it back home.
[42:56.000 --> 43:21.000]  Well, God bless you, sir. Call back again. More calls straight ahead.
[43:27.000 --> 43:30.000]  We also carry hotel and hospital remote controls.
[43:30.000 --> 43:37.000]  Visit replacementremotes.com or call us at 336-377-2220.
[43:37.000 --> 43:42.000]  That's replacementremotes.com 336-377-2220.
[43:42.000 --> 43:47.000]  Replacementremotes.com, replacementremotes.com.
[43:47.000 --> 43:51.000]  If you need to remote control, replacementremotes.com.
[43:51.000 --> 44:00.000]  For all your remote control needs, visit replacementremotes.com 336-377-2220.
[44:00.000 --> 44:08.000]  In March, Alex Jones announced that eFoods Direct was putting together a high volume pre-production order of the new Quick Fix Meals.
[44:08.000 --> 44:15.000]  By waiting for production and shipping of their orders, families were able to receive one free item for every three that they bought.
[44:15.000 --> 44:22.000]  Since the final shutdown of this buy three get one free program, we've had a lot of folks calling disappointed that they missed the order deadline.
[44:22.000 --> 44:33.000]  Listen carefully. Starting immediately, eFoodsDirect.com will take pre-production orders for a buy three get one free program for one week ending May 14th at midnight.
[44:33.000 --> 44:37.000]  You will receive one free item for every three that you order of the selected products.
[44:37.000 --> 44:40.000]  These orders will begin shipping the first week of June.
[44:40.000 --> 44:47.000]  To order on the web, eFoodsDirect.com slash Alex, or call 800-409-5633.
[44:47.000 --> 44:53.000]  That's eFoodsDirect.com slash Alex, 800-409-5633.
[44:53.000 --> 44:59.000]  Again, that's eFoodsDirect.com slash Alex, 800-409-5633.
[44:59.000 --> 45:04.000]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[45:04.000 --> 45:10.000]  Not detergents, but good old fashioned pure soap made by the Calvin Soap Company, a family owned and operated American company.
[45:10.000 --> 45:17.000]  My family, staff, friends and radio listeners are constantly telling me how much they love these products for bath, air, laundry and dishes.
[45:17.000 --> 45:22.000]  There is nothing like these factory direct big money saving triple concentrated soaps anywhere.
[45:22.000 --> 45:31.000]  Get a free detailed catalog by calling 800-340-7091 or see them online at fivestarsoap.com or infowars.com.
[45:31.000 --> 45:35.000]  Let's talk to the owner of Five Star Soap, Marty Schachter, and see what he has to say.
[45:35.000 --> 45:42.000]  As founder and owner for over 63 years, people keep asking me, how's business?
[45:42.000 --> 45:46.000]  I'm happy to say our business is going down the drain.
[45:46.000 --> 45:58.000]  Call us at 1-800-340-7091 to visit our website fivestarsoap.com for buying a one to two month soap sampler.
[45:58.000 --> 45:59.000]  Thank you.
[45:59.000 --> 46:09.000]  With the implementation of Codex Alimentarius, it is clear that we must act quickly to avoid losing our freedom of choice where personal health preferences are concerned.
[46:09.000 --> 46:20.000]  As of January 1, 2010, Codex Alimentarius was implemented within the European Union, resulting in the restricted sale of many natural supplements, including colloidal silver.
[46:20.000 --> 46:26.000]  We must take immediate steps to assure a continuing supply of colloidal silver for ourselves and our families.
[46:26.000 --> 46:31.000]  Act now to acquire the means of producing this beneficial supplement in the privacy of your own home.
[46:31.000 --> 46:40.000]  Colloidal silver is a powerful antipathogenic used for more than 200 years as a natural alternative to costly drugs and their dangerous, unpredictable side effects.
[46:40.000 --> 46:50.000]  Go to www.silverlungs.com for more information on how to secure your freedom of choice by producing your own colloidal silver right from home.
[46:50.000 --> 46:56.000]  That's www.silverlungs.com.
[46:56.000 --> 47:20.000]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[47:20.000 --> 47:28.000]  I want to be honest with everybody. I don't want the credit or the danger.
[47:28.000 --> 47:40.000]  Being the one credited with exposing the fact that the Army and the Marines are forced to grow the opium that is up over 12-fold since the U.S. took over 8-plus years ago in Afghanistan.
[47:40.000 --> 47:50.000]  I mean, I don't deserve the credit. It's in the New York Times. It's on Fox News. It's on CNN. It's in Reuters, AP. I've shown you all the articles.
[47:50.000 --> 47:57.000]  I've played clips of Geraldo going, they don't like it, but they've got to do it. They've got to help grow it or the Taliban will get the money.
[47:57.000 --> 48:01.000]  Al Qaeda will get the money. No, you decriminalize it. Then there's no money involved in it.
[48:01.000 --> 48:04.000]  I mean, we've always known the government's been shipping the drugs in.
[48:04.000 --> 48:11.000]  And then they bust you at the low level if you're dumb enough to use it. And the number one message is, don't ever use drugs for the first time.
[48:11.000 --> 48:15.000]  They will addict you and you will be a slave.
[48:15.000 --> 48:24.000]  But why don't all these parents and people that are calling, you know, the Congress and, you know, making all this attention, and I've gotten a lot of emails about it.
[48:24.000 --> 48:27.000]  The caller was just confirming the feedback we're already getting.
[48:27.000 --> 48:35.000]  Why don't you go get the articles? And when you call Congress and don't just say it's Alex Jones, say, here's the New York Times.
[48:35.000 --> 48:40.000]  But the New York Times reports it like it's no big deal. They go, yeah, they're helping grow it. It's good.
[48:40.000 --> 48:46.000]  I told you, eight, nine months ago, I heard it on BBC before I heard it here in the U.S.
[48:46.000 --> 48:53.000]  I mean, I already knew it, but the fact that they can't hide it because the troops are going, why am I doing this?
[48:53.000 --> 48:58.000]  Now they have to just come out in the open and say it. This is a fact. You can't live in the dial.
[48:58.000 --> 49:05.000]  Just like Si Hearst first reported that Cheney wanted to attack U.S. ships and blame it on Iran, then that got declassified.
[49:05.000 --> 49:08.000]  That's why Admiral Fox Fallon quit.
[49:08.000 --> 49:13.000]  U.S. troops carrying out battlefield executions in Afghanistan, Seymour Hearst says,
[49:13.000 --> 49:22.000]  instead of just going over his New Yorker magazine article, let's play the video and audio of that exchange because this is important information.
[49:22.000 --> 49:25.000]  Are we ready with that video, boys? Here it is.
[49:25.000 --> 49:30.000]  And the purpose of my stories was to take it out of the field into the White House.
[49:30.000 --> 49:36.000]  It's not that the President or the Secretary of Defense, Mr. Rumsfeld or Bush or Cheney,
[49:36.000 --> 49:42.000]  it's not that they knew what happened in Abergrave. It's that they had allowed this kind of activity to happen.
[49:42.000 --> 49:48.000]  And I'll tell you right now, one of the great tragedies of my country is that Mr. Obama is looking the other way
[49:48.000 --> 49:52.000]  because equally horrible things are happening to prisoners.
[49:52.000 --> 49:57.000]  I mean, to those we capture in Afghanistan, they're being executed in the battlefield.
[49:57.000 --> 50:01.000]  It's unbelievable stuff going on there that doesn't necessarily get reported.
[50:01.000 --> 50:05.000]  And things don't change.
[50:05.000 --> 50:08.000]  What they've done in the field now is they tell the troops,
[50:08.000 --> 50:16.000]  you have to make a determination within a day or two or so whether or not the prisoners you have, the detainees, are Taliban.
[50:16.000 --> 50:24.000]  And you must extract whatever tactical intelligence you can get as opposed to strategic long-range intelligence immediately.
[50:24.000 --> 50:27.000]  And if you cannot conclude they're Taliban, you must turn them free.
[50:27.000 --> 50:33.000]  What it means is, and I've been told this anecdote will even have five or six different people,
[50:33.000 --> 50:36.000]  battlefield executions are taking place.
[50:36.000 --> 50:38.000]  What if they can't prove they're Taliban? Bam.
[50:38.000 --> 50:41.000]  If we don't do it ourselves, we turn them over to the nearby Afghan troops,
[50:41.000 --> 50:44.000]  and by the time we walk three feet, the bullets are flying.
[50:44.000 --> 50:46.000]  And that's going on now.
[50:46.000 --> 50:49.000]  By the way, I've never seen Sy Hirsch be wrong.
[50:49.000 --> 50:53.000]  I mean, that guy, Pulitzer Prize winner, he's all about his reputation.
[50:53.000 --> 50:55.000]  He's got the sources.
[50:55.000 --> 50:59.000]  Now, here's the issue.
[50:59.000 --> 51:04.000]  Here's the headline, New York Times, Proposal with Delay Hearings and Terror Cases.
[51:04.000 --> 51:05.000]  Here's another one.
[51:05.000 --> 51:09.000]  Lieberman proposes taking away citizenship as suspected terrorist.
[51:09.000 --> 51:14.000]  Well, the federal judge has already ordered Hattari release, and the feds have filed an appeal,
[51:14.000 --> 51:17.000]  because it turns out Hattari wasn't planning anything.
[51:17.000 --> 51:23.000]  Everything that they claim they're going to use on al-Qaeda or Taliban is really to be used here in America.
[51:23.000 --> 51:26.000]  And those are war crimes. The Nazis executed prisoners.
[51:26.000 --> 51:29.000]  And now it's supposedly macho and cool to kill prisoners.
[51:29.000 --> 51:33.000]  No, ladies and gentlemen, they have no idea who they're arresting out there.
[51:33.000 --> 51:36.000]  And so if they can't prove they're one way or the other, they just kill them.
[51:36.000 --> 51:45.000]  And as her said, this came out in mainstream news, where the U.S. in one day handed over 3,000 Taliban prisoners over to the Afghans,
[51:45.000 --> 51:53.000]  and they just locked them in containers, sardined in big trash containers.
[51:53.000 --> 51:55.000]  And then five days later, they were all dead.
[51:55.000 --> 51:58.000]  You die in four or five days from no water or food.
[51:58.000 --> 52:00.000]  In fact, it's a form of crucifixion.
[52:00.000 --> 52:03.000]  Crucifixion, it isn't the nails in your hands and your feet that kill you.
[52:03.000 --> 52:05.000]  It's that you can't breathe.
[52:05.000 --> 52:09.000]  Well, you cram 100 guys in to a box. They die.
[52:09.000 --> 52:12.000]  And normally it took just a day or two to kill them.
[52:12.000 --> 52:14.000]  But this is the type of stuff going on.
[52:14.000 --> 52:21.000]  And these military people, I saw a headline today that majority of hospitalized troops are there for mental illness.
[52:21.000 --> 52:29.000]  Well, I mean, how many World War II vets in a just war from one tour were screwed up or World War I or Vietnam or Korea?
[52:29.000 --> 52:34.000]  I mean, how many old guys, you know, working at the gas station, somebody looked at them wrong and they just killed them
[52:34.000 --> 52:39.000]  because they were a World War II vet and were desensitized to kill people and had a hair trigger.
[52:39.000 --> 52:43.000]  That was from one tour. I mean, everybody knows, don't mess with that old vet.
[52:43.000 --> 52:47.000]  He'll go, I mean, how many times have you seen a cop pull over some old vet and he shoots them?
[52:47.000 --> 52:49.000]  Because he didn't want to be taught, you know, he didn't want to be told what to do.
[52:49.000 --> 52:53.000]  These guys have passed a threshold where they are killing machines.
[52:53.000 --> 52:56.000]  Well, they serve two, three, four, five turfs.
[52:56.000 --> 53:00.000]  They're completely whacked out of their minds and they're coming back here to be cops.
[53:00.000 --> 53:03.000]  All right, I'm going to shut up now and go to your calls and continue with calls.
[53:03.000 --> 53:04.000]  Who wasn't the disagreed?
[53:04.000 --> 53:08.000]  Clef and Colorado on the immigration issue disagrees.
[53:08.000 --> 53:11.000]  Well, let's find out what he disagrees with. Clef, go ahead.
[53:11.000 --> 53:13.000]  Thanks for taking my call.
[53:13.000 --> 53:17.000]  Boycott Arizona. It's unconstitutional.
[53:17.000 --> 53:21.000]  Hey, Alex, I want to invite you to rejoin the truth movement.
[53:21.000 --> 53:25.000]  The lives you spread about immigrants are numerous and odious.
[53:25.000 --> 53:26.000]  Really?
[53:26.000 --> 53:31.000]  The same old dumb, lazy, dangerous stereotype that grandparents and parents had to endure.
[53:31.000 --> 53:33.000]  You're reincarnating.
[53:33.000 --> 53:35.000]  I'm all about free speech.
[53:35.000 --> 53:39.000]  So if you have to lie to support your close, the border position, have at it.
[53:39.000 --> 53:41.000]  Don't claim you're truthful.
[53:41.000 --> 53:44.000]  The paraphrase, partly from Tuesday,
[53:44.000 --> 53:49.000]  native is no thinkers are best left to Fox, Savage and Rush.
[53:49.000 --> 53:53.000]  Anyone not focusing on Wall Street is spitting their reels.
[53:53.000 --> 53:58.000]  Reactionary racist rhetoric is often spewed by operatives.
[53:58.000 --> 54:01.000]  Well, you've written all this down to read it to me.
[54:01.000 --> 54:04.000]  Let's be honest. Number one, you've called me a liar.
[54:04.000 --> 54:08.000]  Number two, can racism go both ways?
[54:08.000 --> 54:14.000]  I mean, I can play you countless videos of Mecheloraza calling white people all sorts of names.
[54:14.000 --> 54:19.000]  I'm somebody who's protested the Klan and everybody else many, many times.
[54:19.000 --> 54:22.000]  All the big white supremacists attack me. Why?
[54:22.000 --> 54:24.000]  Because I don't join in on what they're doing.
[54:24.000 --> 54:28.000]  But when they make a movie like Machete where white people are evil,
[54:28.000 --> 54:32.000]  anybody who wants to control the border wants to murder Hispanic children in the movie.
[54:32.000 --> 54:36.000]  And as crucifying Catholic priests, I have the script.
[54:36.000 --> 54:38.000]  It's very incendiary. So let's just agree.
[54:38.000 --> 54:43.000]  There are black racists, there are white racists, there are Asian racists, there are Hispanic racists.
[54:43.000 --> 54:45.000]  I bet there's Eskimo racist.
[54:45.000 --> 54:48.000]  And, you know, to sit here and just say that, you know, you're closed the border.
[54:48.000 --> 54:50.000]  I'm all for legal immigration.
[54:50.000 --> 54:54.000]  The issue is a lot of the people coming in from Mexico, and I've been in the rallies,
[54:54.000 --> 54:58.000]  I've shot video of it, are saying, this is Mexico, pilgrims go home.
[54:58.000 --> 55:00.000]  Now, are you saying that's a lie?
[55:00.000 --> 55:06.000]  No, that's not a lie. I agree that racism from any direction is a lie.
[55:06.000 --> 55:08.000]  Okay, well, you're misunderstanding what I'm saying. I'm sick of it.
[55:08.000 --> 55:13.000]  Look, J.P. Morgan, Goldman Sachs, the big banks, they all lobby for carbon taxes,
[55:13.000 --> 55:17.000]  they lobby for wars, they lobby for big police state,
[55:17.000 --> 55:20.000]  and they lobby for open borders in NAFTA and GATT.
[55:20.000 --> 55:22.000]  NAFTA's destroyed Mexico.
[55:22.000 --> 55:24.000]  NAFTA's destroyed our industry.
[55:24.000 --> 55:26.000]  This is not good. I want Mexico to be free.
[55:26.000 --> 55:31.000]  If Mexico ever became a free government and was free market, I'd probably, it's beautiful.
[55:31.000 --> 55:35.000]  I'd probably move down there. Okay, I am not, I don't, listen, let me tell you something.
[55:35.000 --> 55:39.000]  You think I like having to come out against Machete and Robert Rodriguez?
[55:39.000 --> 55:41.000]  I'm somebody who lives in Austin.
[55:41.000 --> 55:46.000]  I'm somebody who the Austin Film Society and the Texas Film Society like.
[55:46.000 --> 55:52.000]  I'm somebody who's phone has rung twice to be put major most in pictures without even asking.
[55:52.000 --> 55:56.000]  I've been asked to cast for major movies that aren't political, so I said no,
[55:56.000 --> 55:58.000]  because I don't care about being in movies.
[55:58.000 --> 56:03.000]  But when I could politically be in link-letter movies like A Scanner Darkly with Keanu Reeves
[56:03.000 --> 56:07.000]  and Woody Harrelson and others, I did it, or Waking Life.
[56:07.000 --> 56:11.000]  Okay, so do you think I want to come out against Robert Rodriguez
[56:11.000 --> 56:15.000]  and burn bridges here in the film community because I know how it'll be taken?
[56:15.000 --> 56:21.000]  I have to take a major stand here, sir, and I mean, I've read the script, okay?
[56:21.000 --> 56:26.000]  I mean, it is like something the Ku Klux Klan would make, but from a Hispanic perspective.
[56:26.000 --> 56:32.000]  And why do you think Hispanic members of Rodriguez's crew called me and told me this information?
[56:32.000 --> 56:34.000]  Why do you think I'm getting the scripts?
[56:34.000 --> 56:39.000]  Because they are very smart and they know this is going to create a backlash against Hispanics.
[56:39.000 --> 56:40.000]  Do you understand that?
[56:40.000 --> 56:42.000]  I mean, this movie is incendiary, okay?
[56:42.000 --> 56:46.000]  And I know there's been white racists that beat up Mexicans and treated Hispanics badly.
[56:46.000 --> 56:50.000]  But, you know, this is the 21st century, and I'm here to tell you I'm a white person.
[56:50.000 --> 56:53.000]  And I don't see much racism from white people where I live.
[56:53.000 --> 56:57.000]  I hear a lot of racist rhetoric towards me like I'm inherently bad.
[56:57.000 --> 57:00.000]  So all I'm calling for is national sovereignty.
[57:00.000 --> 57:05.000]  I mean, shouldn't the people that are coming here illegally at least say they want to be Americans?
[57:05.000 --> 57:08.000]  All I hear is this is Mexico.
[57:08.000 --> 57:14.000]  All I'm asking is for you not to make these incendiary statements like you can let roaches in,
[57:14.000 --> 57:16.000]  but you can't let them out.
[57:16.000 --> 57:18.000]  I never said that.
[57:18.000 --> 57:20.000]  I never said that.
[57:20.000 --> 57:24.000]  I said that they won't let the American people in.
[57:24.000 --> 57:28.000]  It's like I talked about rich people leaving the U.S. because they know you won't be able to leave soon.
[57:28.000 --> 57:31.000]  I'm saying roaches can get in, roaches can't get out.
[57:31.000 --> 57:33.000]  So you totally misinterpret that.
[57:33.000 --> 57:40.000]  I'm saying they don't want... I've admitted that border security is going to be used to keep the American people in.
[57:40.000 --> 57:41.000]  That was my point.
[57:41.000 --> 57:43.000]  Nothing to do with Hispanics being roaches.
[57:43.000 --> 57:44.000]  Good God, man.
[57:44.000 --> 57:45.000]  We'll be right back.
[57:45.000 --> 58:14.000]  Listen to what I say carefully.
[58:15.000 --> 58:42.000]  We'll be right back.
[58:42.000 --> 58:47.000]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[58:47.000 --> 59:13.000]  This is Alex Jones for survivalseabank.com.
[59:17.000 --> 59:36.000]  We turn genes inside out, diamond gusset genes, made in the USA with unparalleled quality.
[59:36.000 --> 59:43.000]  Our Defender motorcycle genes combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[59:43.000 --> 59:51.000]  For yours at gusset.com, diamond gusset genes got it, others don't.
[59:51.000 --> 59:55.000]  Coast to coast, direct from Austin.
[59:55.000 --> 01:00:05.000]  You're listening to the Alex Jones Broadcasting Network.
[01:00:05.000 --> 01:00:10.000]  Big brother, mainstream media, government cover-ups.
[01:00:10.000 --> 01:00:13.000]  You want answers?
[01:00:13.000 --> 01:00:14.000]  Well, so does he.
[01:00:14.000 --> 01:00:18.000]  He's Alex Jones on the GCN radio network.
[01:00:18.000 --> 01:00:22.000]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.000 --> 01:00:24.000]  Well, it's hour number two.
[01:00:24.000 --> 01:00:29.000]  I'm going to continue with the bank to collapse by design, get into all this new owner activity,
[01:00:29.000 --> 01:00:33.000]  and parents being paid to do medical experiments on their children.
[01:00:33.000 --> 01:00:36.000]  But I want to continue with your phone calls right now.
[01:00:36.000 --> 01:00:40.000]  Hello, Truth Patriot, Alan Dave, Eddie Mark, Ronnie, Jonathan, and Kansas.
[01:00:40.000 --> 01:00:41.000]  You're on the air.
[01:00:41.000 --> 01:00:44.000]  Thanks for holding.
[01:00:44.000 --> 01:00:52.000]  Hey, Alex, I was the one a few weeks ago who broke the video of Fox News' coverage of the poppy fields.
[01:00:52.000 --> 01:00:53.000]  That's right.
[01:00:53.000 --> 01:00:55.000]  You called in and two days ago.
[01:00:55.000 --> 01:00:56.000]  There's a new one.
[01:00:56.000 --> 01:00:57.000]  There's a new one.
[01:00:57.000 --> 01:01:00.000]  This time it's from the BBC.
[01:01:00.000 --> 01:01:08.000]  And type in 2010, poppy crop infected by disease, and basically the synopsis is that they're
[01:01:08.000 --> 01:01:15.000]  saying that there's a disease that's just killing off the opium and stuff like that.
[01:01:15.000 --> 01:01:17.000]  And NATO say, no, we didn't do this.
[01:01:17.000 --> 01:01:24.000]  We didn't kill off the opium because they said that Afghans would join Taliban.
[01:01:24.000 --> 01:01:27.000]  And they're saying this like it's a bad thing.
[01:01:27.000 --> 01:01:29.000]  Yeah, I saw that.
[01:01:29.000 --> 01:01:35.000]  In fact, Phil brought that in like last Wednesday to me about mystery disease infects poppy fields.
[01:01:35.000 --> 01:01:36.000]  It's probably the Russians.
[01:01:36.000 --> 01:01:41.000]  They've got great biochemists and over 30,000 Russians are dying a year from the heroin being
[01:01:41.000 --> 01:01:42.000]  shipped in.
[01:01:42.000 --> 01:01:47.000]  And the Russians have been saying to NATO and Reuters, kill the poppies, kill the poppies,
[01:01:47.000 --> 01:01:48.000]  kill the poppies.
[01:01:48.000 --> 01:01:51.000]  And yeah, some type of fungus is killing it.
[01:01:51.000 --> 01:01:54.000]  But naturally crops can get wiped out by funguses as well.
[01:01:54.000 --> 01:01:56.000]  But we're looking into that.
[01:01:56.000 --> 01:02:01.000]  And they're saying the BBC report says it's like, oh, it's a terrible thing that the precious
[01:02:01.000 --> 01:02:02.000]  poppies are dying.
[01:02:02.000 --> 01:02:07.000]  Well, it's in the tone that it's like, oh, it's kind of bad that this is happening.
[01:02:07.000 --> 01:02:10.000]  But I also have another video for you too.
