[00:00:00.237 --> 00:00:00.486]  We're good.
[00:59:53.362 --> 00:59:56.024]  You're listening to the Alex Jones Show.
[01:00:10.474 --> 01:00:14.678]  Resistance to tyrants is obedience to God.
[01:00:14.678 --> 01:00:19.101]  It's Alex Jones.
[01:00:19.101 --> 01:00:27.968]  President Trump's furious reaction to Facebook's action showcases that he is, I'm sorry to say, the InfoWars president.
[01:00:28.835 --> 01:00:35.038]  He is promoting the same alternative universe as InfoWars and sharing videos from repugnant characters.
[01:00:35.038 --> 01:00:39.640]  Now InfoWars, of course, is that web show and website led by rageaholic Alex Jones.
[01:00:39.640 --> 01:00:45.543]  Full of fear-mongering and conspiracy theorizing, InfoWars tells viewers that the world is out to get them.
[01:00:46.363 --> 01:00:53.749]  Jones is facing multiple lawsuits related to his lies about the Sandy Hook school massacre and the murder of DNC staffer Seth Rich.
[01:00:53.749 --> 01:00:57.051]  But none of this seems to repel President- By the way, he can't even get that straight.
[01:00:57.051 --> 01:00:59.853]  Oh, wait, are they about to file- pause.
[01:00:59.853 --> 01:01:00.934]  Are they about to file suit on me?
[01:01:00.934 --> 01:01:08.640]  I remember, like, he would say, like, six months before I got sued by the Sandy Hook people, Jones being sued by the Sandy Hook families, and I'd go, I'm not being sued by them.
[01:01:08.640 --> 01:01:14.584]  So I guess I'm about to be sued by the DNC Seth Rich stuff for questioning an unsolved murder that got shot twice in the back.
[01:01:14.584 --> 01:01:15.185]  Okay, I mean.
[01:01:16.241 --> 01:01:17.522]  So it's all BS.
[01:01:17.522 --> 01:01:18.142]  It's all garbage.
[01:01:18.142 --> 01:01:18.563]  You bet.
[01:01:18.563 --> 01:01:21.204]  It's not a rageaholic.
[01:01:21.204 --> 01:01:23.986]  You know, I just got madder earlier than I've probably gotten mad in five years.
[01:01:23.986 --> 01:01:27.188]  It's that we're watching total cult-like takeover.
[01:01:27.188 --> 01:01:28.729]  It's totally criminal.
[01:01:28.729 --> 01:01:29.610]  It's out of control.
[01:01:30.766 --> 01:01:40.010]  And it's a bunch of nobody crooks at CNN all hooked in with these intelligence agencies that are ignoring what the president says, who just tried to have a giant coup.
[01:01:40.010 --> 01:01:42.851]  And they're still having their internet coup to steal the 2020 election.
[01:01:42.851 --> 01:01:44.512]  They're totally censoring in Europe.
[01:01:44.512 --> 01:01:45.533]  It's out of control.
[01:01:45.533 --> 01:01:47.273]  These people are easy to beat.
[01:01:47.273 --> 01:01:49.174]  But the president has to get involved.
[01:01:49.174 --> 01:01:51.575]  Paul Watson's coming up in the next segment.
[01:01:51.575 --> 01:01:53.996]  So we're going to get him lined up and ready.
[01:01:53.996 --> 01:01:55.297]  Let's go back to Brian Stelter.
[01:01:57.176 --> 01:02:02.424]  President Trump's furious reaction to Facebook's action showcases that he is, I'm sorry to say, the InfoWars president.
[01:02:11.761 --> 01:02:17.967]  He is promoting the same alternative universe as InfoWars and sharing videos from repugnant characters.
[01:02:17.967 --> 01:02:22.592]  Now InfoWars, of course, is that web show and website led by rageaholic Alex Jones.
[01:02:22.592 --> 01:02:28.497]  Full of fear-mongering and conspiracy theorizing, InfoWars tells viewers that the world is out to get them.
[01:02:29.298 --> 01:02:36.440]  Jones is facing multiple lawsuits related to his lies about the Sandy Hook school massacre and the murder of DNC staffer Seth Rich.
[01:02:36.440 --> 01:02:39.301]  But none of this seems to repel President Trump.
[01:02:39.301 --> 01:02:41.542]  InfoWars content is useful to him.
[01:02:41.542 --> 01:02:43.722]  Alright, stop again.
[01:02:43.722 --> 01:02:45.803]  Useful to him?
[01:02:45.803 --> 01:02:47.583]  InfoWars content?
[01:02:47.583 --> 01:02:50.444]  Okay, you can't even get what the lawsuits are straight.
[01:02:50.444 --> 01:02:52.105]  You can't get any of your other facts straight.
[01:02:53.005 --> 01:03:02.007]  Uh, and you have no audience, but you are the little figurehead spokesperson for this whole deceptive system.
[01:03:02.007 --> 01:03:03.268]  It's unbelievable.
[01:03:03.268 --> 01:03:04.648]  You know, are you going to be held accountable?
[01:03:04.648 --> 01:03:06.548]  Because you said I lied.
[01:03:06.548 --> 01:03:09.249]  No, the internet questioned Sandy Hook.
[01:03:09.249 --> 01:03:09.909]  I looked at it.
[01:03:09.909 --> 01:03:10.849]  There were anomalies.
[01:03:10.849 --> 01:03:14.270]  Before I ever got sued, the families were like, well, you just apologized.
[01:03:14.270 --> 01:03:14.750]  We're real.
[01:03:14.750 --> 01:03:16.131]  It was hurtful you questioning.
[01:03:16.131 --> 01:03:17.591]  And I said, yeah, I think it happened now.
[01:03:17.591 --> 01:03:18.551]  I apologize.
[01:03:18.551 --> 01:03:19.451]  Bing, bing, bing, bing, bing.
[01:03:19.451 --> 01:03:21.312]  Suit, suit, suit, suit, suit, suit, suit, suit, suit.
[01:03:23.430 --> 01:03:33.917]  And then the lying by the lawyers saying that I just keep attacking the families, which I never did, and I keep going to their houses, which I never did, and I keep sending... So again, it's all lies.
[01:03:33.917 --> 01:03:34.318]  All lies.
[01:03:34.318 --> 01:03:36.059]  But is he in trouble for lying about Russiagate?
[01:03:36.059 --> 01:03:38.140]  Is he in trouble for lying about WMDs in Iraq?
[01:03:38.140 --> 01:03:50.789]  I mean, are these whole groups that knowingly lie, that fed Hillary the questions for the debates, that lied about Jesse Smollett, that cover up for all this stuff, that are so discredited, that push the Balazi-Ford fraud, all of them know this.
[01:03:50.789 --> 01:03:51.870]  Oh, but they never apologize.
[01:03:52.756 --> 01:03:53.256]  You notice that?
[01:03:53.256 --> 01:03:54.377]  Because they're not real people.
[01:03:54.377 --> 01:03:55.318]  Let's go back to Pumpkinhead.
[01:04:15.473 --> 01:04:21.678]  He also retweeted a strange video about Islam from a user named DeepStateExposed that buys into the QAnon theory.
[01:04:21.678 --> 01:04:23.400]  This is troubling stuff.
[01:04:23.400 --> 01:04:24.581]  A lot of it is troubling stuff.
[01:04:24.581 --> 01:04:27.923]  And at the same time, the president is decrying Facebook's actions.
[01:04:27.923 --> 01:04:29.384]  Pause again.
[01:04:29.384 --> 01:04:35.689]  He tweeted a top Iranian imam saying, we will capture and kill all the men of the West and take their women.
[01:04:35.689 --> 01:04:40.934]  He goes, ha ha ha, it is Allah's will that women are ours on international television.
[01:04:41.534 --> 01:04:47.041]  But see, that's Islamophobia if you show a top imam saying your women belong to us.
[01:04:47.041 --> 01:04:48.764]  You see how that works?
[01:04:48.764 --> 01:04:50.746]  You see how it works?
[01:04:50.746 --> 01:04:54.031]  We keep the babies alive, keep them comfortable.
[01:04:54.031 --> 01:04:55.833]  We're the Democratic Party.
[01:04:55.833 --> 01:04:57.115]  Then we take the little gizzards.
[01:04:58.382 --> 01:05:03.244]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:05:03.244 --> 01:05:12.709]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[01:05:12.709 --> 01:05:17.491]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:05:17.491 --> 01:05:27.736]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support
[01:05:27.756 --> 01:05:28.296]  We're good to go!
[01:06:07.750 --> 01:06:13.793]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:13.793 --> 01:06:13.833]  50,000!
[01:06:13.833 --> 01:06:19.896]  Unstoppable watts!
[01:06:53.888 --> 01:06:54.529]  Good stuff.
[01:06:54.529 --> 01:06:59.373]  What if I told you they was lying?
[01:06:59.373 --> 01:07:00.774]  Why they'd say I was hating?
[01:07:00.774 --> 01:07:05.318]  And why they'd list me as a terrorist and make me disappear?
[01:07:05.318 --> 01:07:06.959]  That sounds like an American thing to do.
[01:07:06.959 --> 01:07:16.007]  You know, we're on quite a few 50,000 watt AM stations at 100,000 watt FM's.
[01:07:19.284 --> 01:07:26.512]  But whether they're a 1,000 watt AM or a 10,000 watt FM, we love them, we appreciate them, and we thank them.
[01:07:26.512 --> 01:07:32.920]  And remember, you can promote that local station in your area, and you can also tell folks about the internet streams they have re-streaming our shows in that area.
[01:07:34.218 --> 01:07:35.119]  Now is the time, folks.
[01:07:35.119 --> 01:07:36.880]  We're in a total war.
[01:07:36.880 --> 01:07:38.821]  And the globals are trying to shut us down.
[01:07:38.821 --> 01:07:54.233]  Okay, until 45 after Paul Joseph Watson joins us, we have the exclusive that I got from a major newspaper that Facebook does not want out publicly, but we have what they really have to say about Paul Watson, myself and others, and their criminal activity, their giant internet kill switch.
[01:07:54.233 --> 01:08:01.979]  So that is all coming up with you right now.
[01:08:01.979 --> 01:08:03.059]  But I didn't do this.
[01:08:04.153 --> 01:08:05.694]  In the first hour.
[01:08:05.694 --> 01:08:08.436]  And if I don't do this, we're not going to be here.
[01:08:08.436 --> 01:08:18.803]  You know, the number one thing folks can do is to financially support this broadcast so I can have reporters in the field, so we can launch new websites, we can do things to get around the globalist attempts to censor us.
[01:08:18.803 --> 01:08:23.386]  And we've been doing that to a certain extent, and that's why they're so incredibly angry.
[01:08:23.386 --> 01:08:27.389]  But look at Paul Joseph Watson's latest article that's up on Infowars.com.
[01:08:29.741 --> 01:08:30.461]  Look at that article.
[01:08:30.461 --> 01:08:31.662]  That just went live.
[01:08:31.662 --> 01:08:44.728]  And the system is fighting around the clock to make sure that you're unable to see this information.
[01:08:44.728 --> 01:08:46.788]  So, if they're afraid of it, what do you do?
[01:08:46.788 --> 01:08:47.449]  You get it out there.
[01:08:47.449 --> 01:08:50.450]  It's also at summit.news.
[01:08:50.450 --> 01:08:53.031]  Paul saying, forget Facebook.
[01:08:53.031 --> 01:08:55.212]  They want to revoke your access to banking.
[01:08:55.212 --> 01:08:56.793]  That's the real plan.
[01:08:58.114 --> 01:09:04.437]  We have the documents from the banks, from FBI, from Interpol.
[01:09:04.437 --> 01:09:12.262]  And you know, we sent letters months ago to the big banking organization that runs this, G2 in Boston.
[01:09:12.262 --> 01:09:12.962]  No response.
[01:09:12.962 --> 01:09:15.404]  So I guess we'll have to do something else, won't we?
[01:09:15.404 --> 01:09:17.104]  Call the lawsuit.
[01:09:17.104 --> 01:09:18.945]  But let me tell you something.
[01:09:18.945 --> 01:09:21.707]  That takes money.
[01:09:21.707 --> 01:09:23.708]  And so we're going to launch a legal defense fund soon.
[01:09:23.708 --> 01:09:25.389]  But this is for all your freedoms.
[01:09:25.389 --> 01:09:26.730]  But you can't put your money
[01:09:28.155 --> 01:09:38.841]  On a number in this fight that hasn't delivered every time and now the enemy is hitting us with their full attack saying my name is banned and I'm a terrorist and Watson's a terrorist.
[01:09:38.841 --> 01:09:40.062]  We have all the documents right here.
[01:09:40.062 --> 01:09:41.943]  We're going to cover it in a moment.
[01:09:41.943 --> 01:09:52.088]  So again, go to Infowarsstore.com, buy some of the great products, see how great they are and sign up for AutoShip so you don't forget to order every 15 days, every month, every two months.
[01:09:52.088 --> 01:09:53.529]  One click, you can cancel it.
[01:09:53.529 --> 01:09:54.930]  You can order up to every nine months.
[01:09:56.010 --> 01:09:57.272]  On AutoShip.
[01:09:57.272 --> 01:09:59.496]  Get the coffee, get the products, get it all.
[01:09:59.496 --> 01:10:01.579]  That's how I fund this operation.
[01:10:01.579 --> 01:10:02.841]  That's how I do this, and it's 100%.
[01:10:07.978 --> 01:10:10.699]  Up to you funding us to decide whether we're going to be here or not.
[01:10:10.699 --> 01:10:12.700]  Because let me tell you something right now, I'm not giving up.
[01:10:12.700 --> 01:10:13.440]  I'm not backing down.
[01:10:13.440 --> 01:10:14.140]  I'm not giving in.
[01:10:14.140 --> 01:10:16.842]  But I would have already had 24 hours of shows a day.
[01:10:16.842 --> 01:10:18.602]  I would have already had 10 more reporters hired.
[01:10:18.602 --> 01:10:20.323]  I would have already done a lot more.
[01:10:20.323 --> 01:10:28.026]  Instead of spending most of my time figuring out how to pay for things around here to stay on air, I would just be on air, ladies and gentlemen.
[01:10:28.026 --> 01:10:31.127]  So we've got a couple of specials that are about to end that are huge and very successful.
[01:10:31.127 --> 01:10:35.489]  And we've got a new show I want to tell you about that will go to Paul Joseph Watson.
[01:10:37.349 --> 01:10:40.013]  You notice Paul put out a thing on M4's today and I'm glad he did.
[01:10:40.013 --> 01:10:40.574]  I told him to do it.
[01:10:41.533 --> 01:10:48.178]  I told him months ago, I told him six months ago, I said, there's a good chance down the road they're going to be able to shut us down or they're going to bust a cap in my ass.
[01:10:48.178 --> 01:10:50.259]  Because back then they had the FBI follow me around.
[01:10:50.259 --> 01:10:51.400]  They're trying to set me up as a Russian.
[01:10:51.400 --> 01:10:54.682]  I'm not at liberty to talk about the stuff that went on, but it was bad.
[01:10:54.682 --> 01:11:00.706]  And I just said, listen, you need to set up a new website and you need to go out and do your own thing so you don't get banned for being associated with me.
[01:11:00.706 --> 01:11:03.728]  And then I said, and later I'm in prison or something, I hope you'll defend me.
[01:11:03.728 --> 01:11:08.011]  And I just had to tell Paul, look, I'm going to start not paying you much, you and your brother.
[01:11:10.473 --> 01:11:11.738]  You need to start going out and you know.
[01:11:12.975 --> 01:11:14.997]  Figure out ways to raise money yourself, buddy.
[01:11:14.997 --> 01:11:18.900]  Because, you know, I've got to keep this operation rolling here in Austin.
[01:11:18.900 --> 01:11:38.274]  And Paul understands that, but you get to that point when the days are so dark, when the shadows are so long, when the President is sitting there letting the First Amendment be undercut and letting people have their bank accounts taken like we have, and our perfect credit score go from 2% on a credit card transfer up to 5%, all of that's what's killing us, and us having to pay for our own bandwidth.
[01:11:38.274 --> 01:11:42.398]  We still have millions of viewers a day and listeners at InfoWars.com, but now I've got to pay for all the bandwidth!
[01:11:43.390 --> 01:11:44.872]  Doesn't have Google Ads all over it.
[01:11:44.872 --> 01:11:47.394]  It isn't on YouTube.
[01:11:47.394 --> 01:11:49.216]  So there's a heavy cost to being so popular.
[01:11:49.216 --> 01:11:52.439]  And I'm not bitching, but I'm saying, staying in the saddle.
[01:11:52.439 --> 01:11:55.022]  I'm not riding this bull for eight seconds, baby.
[01:11:55.022 --> 01:11:58.746]  I've been riding this sucker for 25 years from nowhere.
[01:11:58.746 --> 01:12:00.348]  We built the whole thing thanks to your sport.
[01:12:01.280 --> 01:12:04.881]  But now, I'm not riding some toy bull in the background.
[01:12:04.881 --> 01:12:06.242]  I'm a little kid.
[01:12:06.242 --> 01:12:07.342]  In the backyard.
[01:12:07.342 --> 01:12:10.844]  I'm riding the biggest, meanest, snarling creature you've ever seen.
[01:12:10.844 --> 01:12:12.805]  And I'm not wearing body armor.
[01:12:12.805 --> 01:12:17.146]  And I gotta stay on this son of a bitch for years.
[01:12:17.146 --> 01:12:20.308]  And that means I gotta take my face being beat in the back of his head.
[01:12:20.308 --> 01:12:23.429]  It means I gotta sit there and let my groin get smashed.
[01:12:23.429 --> 01:12:25.670]  And I gotta be like a demon and just hold on.
[01:12:26.957 --> 01:12:29.779]  But this isn't a technical rodeo, so I can hold on with both hands.
[01:12:29.779 --> 01:12:30.639]  And believe me, I am.
[01:12:30.639 --> 01:12:32.980]  I got that bull around the neck.
[01:12:32.980 --> 01:12:38.523]  And I'm just focused and zenned out in a berserker viking way.
[01:12:38.523 --> 01:12:40.304]  Berserking zen.
[01:12:40.304 --> 01:12:41.885]  Think of that new development.
[01:12:41.885 --> 01:12:44.166]  The berserker spirit in a zen focus.
[01:12:44.166 --> 01:12:44.326]  Just...
[01:12:48.991 --> 01:12:52.974]  And the globalists feel the will, the spirit of 1776 that we manifest.
[01:12:52.974 --> 01:12:55.276]  Nobody manifests it like us except Trump.
[01:12:55.276 --> 01:12:57.338]  And we're punching through the enemy.
[01:12:57.338 --> 01:12:59.460]  Focus!
[01:12:59.460 --> 01:13:01.922]  Not even thinking about it, not even saying it's hard to do.
[01:13:01.922 --> 01:13:09.709]  We're just laying our spiritual weight and our will and our focus and our love for the unborn children against this dragon's gut.
[01:13:12.256 --> 01:13:17.217]  And the blood of the dragon's just pouring out on us, burning us like acid.
[01:13:17.217 --> 01:13:33.202]  My eyeballs are hanging out under skeletons here, my heart's still beating, and the pain feels so good because as I just ram that sword up into its heart, my arm's burning off, but I just hold the sword in its heart as it rots down and as I prepare to collapse under its fat, dead weight.
[01:13:33.202 --> 01:13:34.062]  Total victory!
[01:13:36.683 --> 01:13:42.565]  But I need funding, and I need prayer, and I need support, and I need to see your war face!
[01:13:42.565 --> 01:13:47.987]  These are pedophile, devil-worshipping, child-harvesting, soulless scum we're up against!
[01:13:47.987 --> 01:14:01.932]  And if you don't know this is the real rallying point, and this massive total censorship coming in to control what words you can say, and to surveil you, and what you do, if you don't know this is the big enchilada, then you aren't conscious, and you don't realize what's happening!
[01:14:03.889 --> 01:14:09.531]  The energy level is off the chart, ladies and gentlemen.
[01:14:09.531 --> 01:14:09.831]  Think about it.
[01:14:09.831 --> 01:14:13.973]  If you're fighting devil worshippers that harvest kids' organs, wouldn't you be fired up?
[01:14:13.973 --> 01:14:15.173]  Wouldn't you have energy to stop them?
[01:14:15.173 --> 01:14:16.434]  That's normal.
[01:14:16.434 --> 01:14:19.575]  People walk around like zombies, unalive.
[01:14:19.575 --> 01:14:22.856]  This is what everybody was like in 1776.
[01:14:22.856 --> 01:14:28.378]  Most men were bouncing off the walls.
[01:14:28.378 --> 01:14:31.599]  Some of the Continental Army didn't have uniforms or shoes for up to a year.
[01:14:33.353 --> 01:14:34.593]  But they were craved.
[01:14:34.593 --> 01:14:37.034]  They had the spirit.
[01:14:37.034 --> 01:14:38.935]  You understand that, right?
[01:14:38.935 --> 01:14:40.475]  I'm a wimp compared to those people.
[01:14:40.475 --> 01:14:42.776]  And I sit there and look at the modern person, dead-eyed.
[01:14:42.776 --> 01:14:44.736]  They don't have electricity in their eyes.
[01:14:44.736 --> 01:14:45.736]  They don't have anything.
[01:14:45.736 --> 01:14:47.657]  Because they're not alive.
[01:14:47.657 --> 01:14:49.697]  The spirit is what you want.
[01:14:49.697 --> 01:14:53.438]  Money, women, power will not ever quench it.
[01:14:53.438 --> 01:14:57.920]  Being close to God and standing against evil is what you gotta do.
[01:14:57.920 --> 01:15:00.040]  So, go to Infowarsstore.com and listen.
[01:15:00.040 --> 01:15:02.521]  I haven't even rolled out this new product yet.
[01:15:03.663 --> 01:15:04.704]  You like Secret 12?
[01:15:04.704 --> 01:15:10.570]  This is Secret 12, but twice as strong from the top lab in the country.
[01:15:10.570 --> 01:15:13.293]  So I called it Ultra 12.
[01:15:13.293 --> 01:15:15.315]  Very hard to produce.
[01:15:15.315 --> 01:15:20.000]  And we decided, I like Secret 12 Plus.
[01:15:20.000 --> 01:15:23.303]  But they said, look, when you do Plus, people don't get that it means better and more.
[01:15:23.303 --> 01:15:24.064]  Just call it Ultra 12.
[01:15:24.064 --> 01:15:24.825]  Well, you know what?
[01:15:24.825 --> 01:15:26.026]  I don't like how the label's printed.
[01:15:29.266 --> 01:15:32.408]  And it just so happens, it had already been labeled with the other one, we decided to change the name.
[01:15:32.408 --> 01:15:37.991]  So when you peel off the label, underneath it... Dr. Kam, shot please.
[01:15:37.991 --> 01:15:42.693]  When you peel off the label, underneath it, it's Secret 12+.
[01:15:42.693 --> 01:15:49.817]  Twice as strong, 50% off right now.
[01:15:49.817 --> 01:15:52.298]  Better than Secret 12 ever was.
[01:15:52.298 --> 01:15:55.200]  Infowarsstore.com, now back in stock after four months, sold out.
[01:15:57.319 --> 01:16:04.483]  Hey guys, it's Scott Bauer here, CEO of Prosper Trading Academy.
[01:16:04.483 --> 01:16:06.363]  Are you looking for a super hot stock tip?
[01:16:06.363 --> 01:16:10.245]  Here at Prosper, we are always looking for exciting opportunities in the markets.
[01:16:10.245 --> 01:16:14.067]  And right now, all my students are salivating over this stock we are watching.
[01:16:14.067 --> 01:16:20.210]  In fact, I've got this hot stock written down right here, and I'm about to text it to you for free.
[01:16:20.210 --> 01:16:21.531]  I just need to know where to send it.
[01:16:22.111 --> 01:16:28.055]  Simply text HOT to 48542 and I'll text it to you instantly.
[01:16:28.055 --> 01:16:29.976]  How do I know this stock is so hot?
[01:16:29.976 --> 01:16:39.442]  Well, I'm a former CBOE market maker for Amazon Options, former Vice President of Goldman Sachs, and I have over 25 years of professional trading experience.
[01:16:39.442 --> 01:16:41.443]  I'm telling you, this stock is hot.
[01:16:41.443 --> 01:16:45.165]  But be warned, the stock may move soon, so you need to claim it before it does.
[01:16:45.165 --> 01:16:45.866]  Text HOT.
[01:16:46.306 --> 01:16:50.608]  To 48542 and I'll text you this hot stock instantly.
[01:16:50.608 --> 01:16:55.250]  Text HOT to 48542 and I'll text you this hot stock instantly.
[01:16:55.250 --> 01:16:57.231]  Message and data rates may apply.
[01:16:57.231 --> 01:16:59.913]  Everyone knows even good people fall on hard times.
[01:16:59.913 --> 01:17:03.314]  Your credit cards get maxed out and you get behind on your taxes.
[01:17:03.314 --> 01:17:07.997]  Unfortunately the IRS is not as understanding and they won't stop until they collect.
[01:17:07.997 --> 01:17:12.639]  They have the power to take your paycheck, freeze your bank accounts, even your home or business could be at risk.
[01:17:12.859 --> 01:17:16.201]  It's simply not worth it to take on the IRS by yourself.
[01:17:16.201 --> 01:17:18.803]  You need to call the experts at Optima Tax Relief.
[01:17:18.803 --> 01:17:21.525]  When you call, be sure to ask about the Fresh Start Initiative.
[01:17:21.525 --> 01:17:27.969]  It's a special IRS debt assistance program that could save you thousands, even tens of thousands if you qualify.
[01:17:27.969 --> 01:17:35.094]  Optima will immediately provide you with a team of professionals who will fight to protect you from the IRS, ensuring you get the best possible outcome.
[01:17:35.094 --> 01:17:38.936]  The Better Business Bureau has awarded them an A-plus rating and you will too.
[01:17:38.936 --> 01:17:42.739]  So put the hard times behind you and call Optima today for a free consultation.
[01:17:42.739 --> 01:17:42.899]  Call 800-375-2577.
[01:17:42.899 --> 01:17:42.959]  800-375-2577.
[01:17:42.959 --> 01:17:43.019]  800-375-2577.
[01:17:43.019 --> 01:17:43.439]  Optima Tax Relief.
[01:17:59.031 --> 01:18:06.396]  I want to salute and commend every man, woman, and child that has supported this broadcast over the years and that has stood with us.
[01:18:06.396 --> 01:18:09.438]  And I want to thank all of our sponsors and all of our affiliates.
[01:18:09.438 --> 01:18:11.079]  But I'll tell you like it is.
[01:18:11.079 --> 01:18:13.760]  You've seen the unmitigated attack we've been under.
[01:18:13.760 --> 01:18:15.261]  You're our only sponsors.
[01:18:15.261 --> 01:18:21.746]  And when you don't buy the products that are absolutely the best out there, we aren't able to continue on.
[01:18:21.746 --> 01:18:23.667]  So remember, you are the InfoWarp.
[01:18:24.227 --> 01:18:25.228]  I'm not the leader.
[01:18:25.228 --> 01:18:26.029]  You are the leader.
[01:18:26.029 --> 01:18:28.010]  When you take action, nothing stops you.
[01:18:28.010 --> 01:18:33.415]  We've got giant specials running right now at InfoWareStore.com that are unprecedented.
[01:18:33.415 --> 01:18:41.162]  And if you go there and buy great products that you already need from across the board, it funds the second American Revolution worldwide.
[01:18:41.162 --> 01:18:42.203]  So I want to thank you for your support.
[01:18:42.583 --> 01:18:43.984]  I want to encourage you again.
[01:18:43.984 --> 01:18:48.886]  Go to InfoWarsStore.com for whatever the product is you need.
[01:18:48.886 --> 01:18:52.048]  We have thousands of them and it makes this all possible.
[01:18:52.048 --> 01:18:54.169]  Thank you for making InfoWars possible.
[01:18:54.169 --> 01:18:54.609]  God bless you.
[01:18:58.066 --> 01:19:03.490]  You know, the worst part about getting old and I'm still strong at 45 is that I won't be there for my children someday.
[01:19:03.490 --> 01:19:05.291]  That's why I need to make them strong now.
[01:19:05.291 --> 01:19:07.052]  Now, I can be there for my children.
[01:19:07.052 --> 01:19:08.893]  Now, I can make them strong.
[01:19:08.893 --> 01:19:10.534]  Now, I can instruct them.
[01:19:10.534 --> 01:19:12.255]  Now, I can teach them what I've learned.
[01:19:12.255 --> 01:19:13.236]  But not once I'm gone.
[01:19:13.356 --> 01:19:18.499]  You think in this digital age, your word's going forever, but now they're even better at getting rid of what you said they were before.
[01:19:18.499 --> 01:19:24.083]  It's so much easier to burn video or text or languages now that we have high-tech book burning, isn't it?
[01:19:24.083 --> 01:19:27.726]  But I have joined my will to the resistance.
[01:19:27.726 --> 01:19:32.689]  I can't be destroyed now, as long as I realize I've done right and as long as the people know the truth.
[01:19:32.689 --> 01:19:39.594]  And you can't be destroyed either, as long as you bind yourself to something and commit to it and go through the fire for it.
[01:19:39.594 --> 01:19:43.256]  There is a magic that then takes place that transcends space and time.
[01:19:43.356 --> 01:19:50.982]  When you commit via word of mouth, or to pray for us, or to spread our articles and videos, that overrides everything the enemy's doing.
[01:19:50.982 --> 01:20:01.190]  So please now, commit to support InfoWars however you can, and realize your provision to InfoWars is your own provision.
[01:20:01.190 --> 01:20:03.792]  You're listening to the Alex Jones Show.
[01:20:10.171 --> 01:20:17.794]  Cut me in a line tonight Out on the streets again Turn me on, I'm a hot shot Some you'll never forget
[01:20:41.790 --> 01:20:44.812]  You better set me free.
[01:20:44.812 --> 01:20:49.536]  A little bit better than you should be, because I'm alive.
[01:20:49.536 --> 01:20:51.818]  I'm alive!
[01:20:51.818 --> 01:20:53.599]  Come on, baby!
[01:20:53.599 --> 01:20:55.180]  Take a chance with me.
[01:20:55.180 --> 01:20:55.881]  I'm your live wire.
[01:20:57.128 --> 01:20:58.029]  Come on, America!
[01:20:58.029 --> 01:20:59.650]  Come on, world!
[01:20:59.650 --> 01:21:03.633]  This is the most unbelievable tyranny never even heard of in a science fiction book!
[01:21:03.633 --> 01:21:06.195]  This is so over-the-top, it's insane!
[01:21:06.195 --> 01:21:07.696]  They slowly censor us.
[01:21:07.696 --> 01:21:21.867]  We got so sick of hearing about bans and censoring and denials until when they say we're gonna have AI say what words you can use and track you in real time and take your phone service away and your credit card away and your life away if you don't submit to Big Tech and the Silicon Valley cult.
[01:21:23.697 --> 01:21:26.419]  Joining us for the rest of the hour is Paul Joseph Watson.
[01:21:26.419 --> 01:21:32.382]  He would have been on Thursday and Friday, but he had a very serious family illness that has turned out to be okay so far.
[01:21:32.382 --> 01:21:34.404]  We'll just leave it at that.
[01:21:34.404 --> 01:21:41.448]  And then, of course, the president on Friday and Saturday tweeted some support for Watson and, of course, so did many others.
[01:21:41.448 --> 01:21:43.729]  Watson was the top trending thing on Twitter.
[01:21:43.729 --> 01:21:51.054]  And my point to Watson was, that's great, Millie Weaver got tweeted out, you name it, is that we need more than tweets, as we've always said.
[01:21:51.054 --> 01:21:52.475]  We're not mad at the president over that.
[01:21:53.834 --> 01:22:00.618]  We need the president to understand the enemy are experts at reframing the debate about how, oh, it's censorship, oh, they're a private company.
[01:22:00.618 --> 01:22:07.583]  No, they're cartels, they're working in unison, they've done false advertising, they're now telling 2.2 billion users what you can and can't do.
[01:22:09.022 --> 01:22:14.945]  They're working with so-called media watchdogs to interface with the data, so they're in our accounts.
[01:22:14.945 --> 01:22:20.627]  This is a criminal enterprise that would make La Cosa Nostra blush.
[01:22:20.627 --> 01:22:22.088]  And they're doing it all out in the open.
[01:22:22.088 --> 01:22:24.089]  You've written a new article that's critical that everyone get.
[01:22:24.469 --> 01:22:25.650]  It's at newswars.com.
[01:22:25.650 --> 01:22:27.671]  It's at your site, summit.news.
[01:22:27.671 --> 01:22:28.571]  Forget Facebook.
[01:22:28.571 --> 01:22:31.493]  They want to revoke your access to banking.
[01:22:31.493 --> 01:22:33.734]  Social media platforming is only the beginning.
[01:22:33.734 --> 01:22:35.915]  The ultimate social credit score nightmare is coming.
[01:22:35.915 --> 01:22:36.835]  I agree with your article, Paul.
[01:22:36.835 --> 01:22:38.536]  I know you've already written four today.
[01:22:38.536 --> 01:22:39.257]  But it's not coming.
[01:22:39.257 --> 01:22:41.018]  It's here for us.
[01:22:41.018 --> 01:22:48.562]  And when they demonize us and lie about us, the precedence then set, oh, we're not defended for every domino to fall.
