[00:00.000 --> 00:20.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[28:37.000 --> 28:41.000]  If we cook the smartest and the best of the world from all over the planet,
[28:41.000 --> 28:44.000]  from Japan to India, from Russia to Germany, and folks,
[28:44.000 --> 28:49.000]  the full 30-minute-long interview is up on infowars.com right now on this Sunday.
[28:49.000 --> 28:54.000]  If you want to go watch the full interview, we're going to come back and premiere.
[28:54.000 --> 29:23.000]  In total, my Stansbury research speech in Dallas premiered that.
[29:23.000 --> 29:26.000]  After consulting top doctors, nutritionists, pharmacists, and others,
[29:26.000 --> 29:33.000]  we have developed what I believe is the ultimate non-GMO organic supermail vitality formula.
[29:33.000 --> 29:40.000]  Supermail vitality by InfoWarsLife is so powerful that I only take half the recommended dose.
[29:40.000 --> 29:42.000]  I jump out of bed ready to fight these criminals every day.
[29:42.000 --> 29:46.000]  I look forward to waking up and taking my supermail vitality and get the day started.
[29:46.000 --> 29:48.000]  It's not just the supermail vitality.
[29:48.000 --> 29:53.000]  All the products in infowarslife.com are simply amazing.
[29:53.000 --> 29:57.000]  Visit infowarslife.com today to secure your supermail vitality
[29:57.000 --> 30:00.000]  and other powerful products from InfoWarsLife.
[30:00.000 --> 30:04.000]  A chemical spill contaminating the water supply in nine West Virginia counties.
[30:04.000 --> 30:09.000]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[30:09.000 --> 30:12.000]  What are the health effects of having these drugs in our drinking water?
[30:12.000 --> 30:15.000]  It's forced medical treatment without the consent of residents.
[30:15.000 --> 30:20.000]  My friends, water filtration is one of the most basic actions you can take to protect you and your family
[30:20.000 --> 30:23.000]  from the harmful toxins and heavy metals in your tap water.
[30:23.000 --> 30:27.000]  On average, the county said it sprays with glyphosate at least once a week.
[30:27.000 --> 30:31.000]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[30:31.000 --> 30:37.000]  Remove pesticides, herbicides, chloramines, hydrofluorosalic acid, sodium hexafluorosilicate.
[30:37.000 --> 30:41.000]  Fluoride is in teats and coffins and waters and breads and toothpaste.
[30:41.000 --> 30:44.000]  It is our responsibility to protect our families.
[30:44.000 --> 30:46.000]  The establishment's not going to do it.
[30:46.000 --> 30:49.000]  It's time to take action. It's time to filter our water.
[30:49.000 --> 30:56.000]  Visit infowarsstore.com and use promo code WATER to get 10% off their entire family of incredible products.
[30:56.000 --> 31:00.000]  Or call toll-free 888-253-3139.
[31:00.000 --> 31:04.000]  From the water table to our soils to the atmosphere itself,
[31:04.000 --> 31:08.000]  our world is becoming more and more toxic each and every day.
[31:08.000 --> 31:10.000]  But it's not just the air outside that's toxic.
[31:10.000 --> 31:15.000]  The indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[31:15.000 --> 31:20.000]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[31:20.000 --> 31:23.000]  There are more than 42 million smokers in the United States.
[31:23.000 --> 31:27.000]  Well over a thousand types of mold in mildew linked to numerous conditions.
[31:27.000 --> 31:32.000]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[31:32.000 --> 31:37.000]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs
[31:37.000 --> 31:42.000]  in order to combat the toxic environment that we cannot escape until we can fight back against.
[31:42.000 --> 31:46.000]  Made with organic and wild cultivated herbs and manufactured in the U.S.A.
[31:46.000 --> 31:53.000]  The new Info Wars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[31:53.000 --> 32:00.000]  Now available exclusively at infowarslife.com or by calling toll-free 888-253-3139.
[32:00.000 --> 32:03.000]  Hi, I'm Dr. Edward Groot.
[32:03.000 --> 32:10.000]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[32:10.000 --> 32:21.000]  The new Survival Shield X2 is mined from 7 to 10,000 feet below the earth in pristine environmentally clean conditions.
[32:21.000 --> 32:31.000]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[32:31.000 --> 32:35.000]  It's the strongest nascent iodine on the market today.
[32:35.000 --> 32:39.000]  It delivers 650 micrograms per drop.
[32:39.000 --> 32:41.000]  Experience the new formula.
[32:41.000 --> 32:43.000]  Experience the ancient purity.
[32:43.000 --> 32:45.000]  Shield your family.
[32:45.000 --> 32:47.000]  Survival Shield X2.
[32:47.000 --> 32:50.000]  Available now at infowarslife.com.
[32:50.000 --> 33:01.000]  X2 from infowarslife.com or call toll-free 888-253-3139.
[33:21.000 --> 33:23.000]  Government cover-ups.
[33:23.000 --> 33:24.000]  You want answers?
[33:24.000 --> 33:25.000]  You want answers?
[33:25.000 --> 33:26.000]  I think you can handle them.
[33:26.000 --> 33:28.000]  Well, so does he.
[33:28.000 --> 33:29.000]  Live from Austin.
[33:29.000 --> 33:30.000]  You want the truth?
[33:30.000 --> 33:32.000]  Broadcasting worldwide.
[33:32.000 --> 33:33.000]  You can't handle the truth.
[33:33.000 --> 33:34.000]  Alex Jones.
[33:34.000 --> 33:36.000]  I think you can handle the truth.
[33:36.000 --> 33:42.000]  Thank you for joining us on this Sunday Worldwide Vader Day, Father's Day.
[33:42.000 --> 33:45.000]  Thank you so much again for joining us.
[33:45.000 --> 33:51.000]  I forget is it Dutch or is it German that Vader is father, hence the Vader joke.
[33:51.000 --> 33:58.000]  Here is large excerpts of the Stansbury research speech that I gave a few weekends ago in Dallas.
[33:58.000 --> 33:59.000]  We're premiering in here.
[33:59.000 --> 34:01.000]  It's not been released up until now.
[34:01.000 --> 34:02.000]  Stansbury gave it to us.
[34:02.000 --> 34:04.000]  Porter Stansbury introduced me.
[34:04.000 --> 34:07.000]  Of course, T-Boom Pickens was there as a keynote speaker.
[34:07.000 --> 34:09.000]  Spoke right before I did.
[34:09.000 --> 34:12.000]  And it was a very informative conference.
[34:12.000 --> 34:16.000]  And so we'll play a segment of it now and some more in the next segment.
[34:16.000 --> 34:18.000]  Then the next hour, Ron Paul.
[34:18.000 --> 34:21.000]  Never before released an interview we did a few weeks ago.
[34:21.000 --> 34:28.000]  The Kit Daniels did on a host of issues and more in the second hour of this jam packed Father's Day edition.
[34:28.000 --> 34:31.000]  But here is part of the Stansbury research interview.
[34:31.000 --> 34:39.000]  And then the full interview will be posted by the end of the show in video and living color at infowars.com.
[34:39.000 --> 34:45.000]  If folks out there want to catch that and share it with others, here it is.
[34:45.000 --> 34:51.000]  Our next speaker really needs no introduction.
[34:51.000 --> 34:59.000]  Alex Jones is one of the most controversial and polarizing figures in all of American media.
[34:59.000 --> 35:06.000]  I got to know him as part of our End of America advertising campaign beginning in about 2010.
[35:06.000 --> 35:16.000]  He graciously let us use his voice, which is probably the most famous voice in any kind of financial marketing in history.
[35:16.000 --> 35:22.000]  Because something like 50 million people viewed our End of America documentary on YouTube.
[35:22.000 --> 35:33.000]  And as you probably know, he has a big internet radio presence and broadcasts daily to millions of people around the world.
[35:33.000 --> 35:41.000]  He has some very unique views and how he sees events around the world developing.
[35:41.000 --> 35:51.000]  And rather than spoil all of his fun, I'd like to bring him out and let him tell you about it. Alex?
[35:51.000 --> 35:52.000]  Thanks.
[35:52.000 --> 35:54.000]  Thanks for having me.
[35:54.000 --> 35:58.000]  All right. Well, I got about 19 minutes, so I better get started here.
[35:58.000 --> 36:05.000]  Back in my hometown, Dallas, and I want to thank you all for coming out. I really like the Stansbury Association Society.
[36:05.000 --> 36:11.000]  And the speakers so far have been really thought provoking and a lot of great guest ideas for my own radio show.
[36:11.000 --> 36:19.000]  You know, a lot of people are here, experts in energy, oil and gas, stocks, who know a thousand times more than I do about their specific fields.
[36:19.000 --> 36:27.000]  I just wanted to speak today about the human condition and the fact that if we don't have a free society, we don't have prosperity.
[36:27.000 --> 36:31.000]  We don't have any future at all. We don't even have an identity.
[36:31.000 --> 36:44.000]  All the major psychological studies show, and I'm going to go over some of those, that people that live in really oppressive societies just aren't even really conscious or awake and have had their humanity driven out of them.
[36:44.000 --> 36:59.000]  And we're now at a critical crossroads in this civilization, in this society, where there are corporate special interests that are crony capitalists who are really involved in a revolution,
[36:59.000 --> 37:05.000]  almost a computerized overwrite of human civilization, the good, the bad, and the ugly.
[37:05.000 --> 37:15.000]  They are trying to make the world in their image while masquerading as capitalists, and they are openly in thousands of publications.
[37:15.000 --> 37:22.000]  I mean, I'm sure you've seen them. You've heard them from Ray Kurzweil right down the line to the folks of the United Nations saying,
[37:22.000 --> 37:37.000]  we've decided what your future is, and we decided humanity is ugly and bad, and we're going to reduce the population down to almost nothing. We're not going to move forward as other civilizations have done trying to build a better society and have progress.
[37:37.000 --> 37:54.000]  We're going to try to invert that under what the United Nations calls Agenda 21, which is of course a global treaty from 1992, to shut down economies worldwide and only allow select crony operators to control the economy.
[37:54.000 --> 38:12.000]  So they conquer the world through economic fraud and regulation, the whole time posing and calling it capitalist globalism when it's really just organized crime with a very sophisticated PR system through the controlled state-run medias of the planet.
[38:12.000 --> 38:28.000]  And the major power blocks in the world, the Chinese, the Russians, the Bricks, and the Anglo-American West, are competing with each other on many levels, but also are always competing to adopt forms of tyranny to suppress their own populations and consolidate control.
[38:28.000 --> 38:36.000]  And it is because they're only looking out for their own corrupt interests that you almost see a blindness in the elite to the system they're creating.
[38:36.000 --> 38:44.000]  Now, will there be a singularity by 2040 like Ray Kurzweil, the head of Google Future Technology, says? I don't know.
[38:44.000 --> 39:01.000]  But undoubtedly, if the Gutenberg press shook up the church, brought down the monarchies, created a renaissance, but also a lot of other bad things, not just good things, the type of changes we're seeing yearly dwarf the Gutenberg press, and it is compressing time together.
[39:01.000 --> 39:11.000]  So now the opportunities in this great time of change are unlimited. It's literally like a stairway to heaven or a stairway to hell.
[39:11.000 --> 39:26.000]  And the globalist technocrats have decided for a move that creates a stairway to heaven, what they believe will be life extension technology, total control, a type of Elysium type world that they want to build, but a hell for us.
[39:26.000 --> 39:41.000]  But in truth, if we point out that this great time of change can be a positive one and not a dystopic future if we're pro-human, then it can be basically a stairway to a much better world for everyone and the human condition.
[39:41.000 --> 40:01.000]  But that's going to take libertarians, conservatives, the producers to not just shrug, like an Atlas shrug, and leave and turn the world over to the collectivist and the king rats, we're going to have to get really aggressive in the face of this anti-human, anti-progress movement
[40:01.000 --> 40:08.000]  and really raise our rhetoric and our radicalization up to the level to meet this radical threat.
[40:08.000 --> 40:20.000]  We either do that or we will be conquered by the technocrats who are basically the most corrupt anti-human, anti-free market people that anyone could imagine.
[40:20.000 --> 40:25.000]  They crave control of the markets, not competition in the markets.
[40:25.000 --> 40:35.000]  They crave an end to the markets and to people self-determining with the technology they develop, with the work they put in, with the literature and art they create.
[40:35.000 --> 40:45.000]  They want to control that process as all despots have done in the past and they hope that technology will be the empowering tool to bring that forward.
[40:45.000 --> 40:57.000]  The problem for them is they thought they could control the narrative and could direct us where they wanted to go, but the genie is truly out of the bottle and the clock is ticking.
[40:57.000 --> 41:13.000]  Because if we do slouch towards Gomorrah, as one federal judge famously said, Bork, and just turn the world over to the technocrats like they know best because they're in charge, we will probably see the end of this species on this planet
[41:13.000 --> 41:19.000]  or certainly a new dark age that rivals any dystopian sci-fi novel that you can imagine.
[41:19.000 --> 41:29.000]  Now, I'm sure many men in the room are tortured by this image, Marilyn Monroe on screen there at her prime, and I just wanted to illustrate here that we're selling snow cones in hell.
[41:29.000 --> 41:41.000]  We're not selling snow cones to the Eskimos, ladies and gentlemen. Liberty is sexy. Liberty is popular. Liberty is truly liberal in the vein of Thomas Jefferson.
[41:41.000 --> 41:57.000]  And the so-called liberals that we see operating worldwide today when you even read their own publications and writings are, again, the most anti-human, unhappy, and generally ugliest people, even physically, that you could imagine.
[41:57.000 --> 42:13.000]  And they have a disdain, they have a disdain against those of us that love humanity and believe in humanity, but also believe in our right to excel and those of us that aren't guilty if we're better at golf or better at science or better at hydrology
[42:13.000 --> 42:19.000]  or better at petroleum geology or better at mathematics or better as a talk show host.
[42:19.000 --> 42:34.000]  We deserve to be free, to be self-determined and to build our own personal worlds that we like and to bring other people who we want to associate with into free association to build cultures and civilizations that reflect our values.
[42:34.000 --> 42:38.000]  That's true liberalism, the opposite of Barack Obama.
[42:38.000 --> 42:56.000]  And we must absolutely put our message out and show collectivism creates North Korea, collectivism creates the Feld Soviet Union, it creates the hell that Venezuela now is, it creates absolute nightmares of anti-human sorrow.
[42:56.000 --> 43:22.000]  We'll be right back with more of a speech on this Father's Day Transmission.
[43:22.000 --> 43:28.000]  Jones is the wildly popular conspiracy theory, a popular conspiracy theory talk show called Info Wars.
[43:28.000 --> 43:30.000]  Alex Jones is now in an Austin jail.
[43:30.000 --> 43:34.000]  These people are assaulting us, targeting of patriots engaged.
[43:34.000 --> 43:40.000]  They are never going to stop, they're never going to deviate from their program until we stop them.
[43:40.000 --> 44:00.000]  You've got to set your eye on the enemy, not worry about what propaganda they put out, get electro-ly, it's begun, you can fail it.
[44:00.000 --> 44:11.000]  Man, when I get home from work, all Betty does is watch her reality TV and then she goes to sleep. I can take her on romantic dates, I get her flowers, you name it. She's just not the woman I married.
[44:11.000 --> 44:13.000]  Oh Ralph, that's just awful.
[44:13.000 --> 44:29.000]  Does this seem familiar? Are the honeymoon days of your relationship long gone? If so, consider this, the abundance of chemical additives, pesticides, VPA containers, contaminated tap water, and other toxic substances found in our environment.
[44:29.000 --> 44:45.000]  Experts know our bodies are suffering and being thrown off balance, especially when it comes to your natural systems. Forget synthetic chemicals. Superfemale vitality brings forward key herbs specifically chosen for women's biology without the use of phony additives.
[44:45.000 --> 45:00.000]  Give your bottle of superfemale vitality today at infowarslife.com, infowarsstore.com, or call 1-888-253-3139, infowarslife.com. Live life healthy.
[45:00.000 --> 45:04.000]  A chemical spill contaminating the water supply in nine West Virginia counties.
[45:04.000 --> 45:08.000]  This year alone over 300,000 people in West Virginia had their drinking water contaminated.
[45:08.000 --> 45:12.000]  What are the health effects of having these drugs in our drinking water?
[45:12.000 --> 45:15.000]  It's forced medical treatment without the consent of residents.
[45:15.000 --> 45:23.000]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[45:23.000 --> 45:27.000]  On average, the county says it sprays with the glyphosate at least once a week.
[45:27.000 --> 45:42.000]  A few filters cut out the glyphosates that is found in water supplies worldwide. Remove pesticides, herbicides, chloramines, hydrofluorosilic acid, sodium hexafluorosilicate.
[45:42.000 --> 45:46.000]  It is our responsibility to protect our families. The establishment is not going to do it.
[45:46.000 --> 45:49.000]  It's time to take action. It's time to filter our water.
[45:49.000 --> 46:00.000]  Infowarsthor.com and use promo code WATER to get 10% off their entire family of incredible products are called toll-free 888-253-3139.
[46:00.000 --> 46:07.000]  From the water table to our soils to the atmosphere itself, our world is becoming more and more toxic each and every day.
[46:07.000 --> 46:15.000]  But it's not just the air outside that's toxic. Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[46:15.000 --> 46:20.000]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[46:20.000 --> 46:23.000]  There are more than 42 million smokers in the United States.
[46:23.000 --> 46:27.000]  Well over a thousand types of mold in mildew linked to numerous conditions.
[46:27.000 --> 46:32.000]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[46:32.000 --> 46:42.000]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[46:42.000 --> 46:53.000]  Made with organic and wild cultivated herbs and manufactured in the USA, the new Infowars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[46:53.000 --> 47:21.000]  Now available exclusively at InfowarsLife.com or by calling toll-free 888-253-3139.
[47:21.000 --> 47:27.000]  And the trooper says, you fire musket but I'll run you through.
[47:27.000 --> 47:33.000]  And when you're waiting for the next attack, you better stand, there's no turning back.
[47:33.000 --> 47:35.000]  You know what that's really saying, right?
[47:35.000 --> 47:42.000]  Newtonian physics quantum mechanics, Max Planck, for every action there's an opposite and equal reaction.
[47:42.000 --> 47:45.000]  There's a saying in Texas that puts it a little better.
[47:45.000 --> 47:50.000]  That gun kicks as hard as it shoots.
[47:50.000 --> 47:52.000]  You fire musket but I'll run you through.
[47:52.000 --> 47:54.000]  And that's what the tyrants seem to know.
[47:54.000 --> 47:56.000]  There are natural laws they're dealing with here.
[47:56.000 --> 48:01.000]  And they're going up against better men when they try to bring in their systems of tyranny.
[48:01.000 --> 48:06.000]  Here's more of my speech up in Dallas with Stansbury.
[48:06.000 --> 48:10.000]  And we must absolutely put our message out and show.
[48:10.000 --> 48:23.000]  Collectivism creates North Korea, collectivism creates the failed Soviet Union, it creates the hell that Venezuela now is, it creates absolute nightmares of anti-human sorrow.
[48:23.000 --> 48:33.000]  Freedom and the free market and true laissez-faire liberty produces economies that look like Marilyn Monroe, ladies and gentlemen.
[48:33.000 --> 48:35.000]  We need to put her back on screen.
[48:35.000 --> 48:45.000]  No, seriously, we just have to truly stop being intimidated and cowed by the collectivist and by the crony capitalist who are the richest people in the world.
[48:45.000 --> 48:47.000]  They control trillions of dollars.
[48:47.000 --> 48:51.000]  All the classic names David Rockefeller goes down the list.
[48:51.000 --> 48:58.000]  They intimidate us and they have Warren Buffett run around the biggest recipient of the banker bailout of 2008.
[48:58.000 --> 49:09.000]  Look it up, McClatchy, on every channel of news, underwriting the news so he can be on CNN, MSNBC and this week on ABC.
[49:09.000 --> 49:11.000]  Go look it up, it's paid for by him.
[49:11.000 --> 49:15.000]  He's the main sponsor to go, here's the angel that wants to give up all his money.
[49:15.000 --> 49:20.000]  When he's really in a tax-free foundation, no one else is allowed to have with Bill Gates.
[49:20.000 --> 49:23.000]  And all his profit is tax-free.
[49:23.000 --> 49:32.000]  He's using it to leverage and take over the world while lobbying to raise taxes on people making $125,000 a year creating class envy,
[49:32.000 --> 49:40.000]  trying to sick the giant populations that they've put on welfare and dumbed down and destroyed on their last opposition,
[49:40.000 --> 49:45.000]  the true trailblazers, the innovators of every race, color and creed on this planet.
[49:45.000 --> 49:48.000]  The technocrats are literally coming after our free will.
[49:48.000 --> 49:50.000]  They're coming after our free markets.
[49:50.000 --> 49:53.000]  They are trying to usurp us and dominate us.
[49:53.000 --> 50:01.000]  This is the great war that's going on right now by the crony capitalists that, as they destroy the free market and capitalism,
[50:01.000 --> 50:09.000]  are blaming the free market and capitalism for all of the hells that they have been the main drivers and authors of.
[50:09.000 --> 50:11.000]  These people are the enemy.
[50:11.000 --> 50:21.000]  You got a nice house, you own some businesses, you got 50, 60, 100 employees.
[50:21.000 --> 50:24.000]  Somebody on welfare thinks you're Daddy Warbucks.
[50:24.000 --> 50:28.000]  They have no idea you're paying 70% of what you make in one form or another.
[50:28.000 --> 50:31.000]  And then most of it's siphoned off to banker bailouts to the globalist.
[50:31.000 --> 50:38.000]  But slowly, even in publications like Rolling Stone, they have to admit that at the top, more and more it's becoming rigged.
[50:38.000 --> 50:47.000]  And that's the final revolution with all of these electronic systems that they're putting in to monitor even the smallest trader online
[50:47.000 --> 50:50.000]  is meant to be able to game the system even more.
[50:50.000 --> 50:55.000]  And that's why we need to be firmly against any more regulation of the little guys.
[50:55.000 --> 51:02.000]  What we need to see is a return to things like Glass-Steagall against the big giant megabanks like Goldman Sachs.
[51:02.000 --> 51:04.000]  Hands off the little guy.
[51:04.000 --> 51:10.000]  And by little guy, I mean hands off somebody if they're worth a billion dollars running their own company.
[51:10.000 --> 51:20.000]  Because it's the globalist operatives like Goldman Sachs who nine times out of ten is behind the gun control, the open borders, all of it.
[51:20.000 --> 51:29.000]  These people literally have set up a system where they're exempt from all the regulations and then they lobby for more regulations to be heaped on to the general public.
[51:29.000 --> 51:33.000]  It's all a fraud because they selectively enforce the regulations.
[51:33.000 --> 51:35.000]  I say get rid of all of them.
[51:35.000 --> 51:37.000]  That's what we're coming down to here.
[51:37.000 --> 51:42.000]  I mean, if they're not going to enforce them on them, then get them off the rest of the population.
[51:42.000 --> 51:52.000]  Again, if you read the Communist Manifesto and you look at the goals of the communists and then you find out that it was Wall Street interest in England and the United States
[51:52.000 --> 51:57.000]  who on record, this is mainline history books, put the Bolsheviks into power in 1917,
[51:57.000 --> 52:09.000]  you realize what they're trying to do here with the false Occupy movement and things where they're trying to create a false revolution against all of their tyranny to fully take over the society.
[52:09.000 --> 52:11.000]  Problem reaction solution.
[52:11.000 --> 52:21.000]  And that's why we see more and more our governments are up for sale and then they use the exact same systems that they have put in place to then say,
[52:21.000 --> 52:30.000]  oh, let's not allow any political giving, let's arrest Dinesh D'Souza because he gave $30,000 or something, the filmmaker to his friend who was running for the Senate.
[52:30.000 --> 52:34.000]  Let's arrest him or let's arrest Martha Stewart for a crooked toenail or fingernail.
[52:34.000 --> 52:44.000]  But again, let's let George Soros give hundreds of millions of dollars in the last decade to different politicians to vote to take our rights.
[52:44.000 --> 52:46.000]  Incredible and a fraud.
[52:46.000 --> 52:48.000]  Continuing.
[52:48.000 --> 52:57.000]  Imagine if you went a time machine back 30 years ago and imagined an American president saying, if you have a business, you didn't build that.
[52:57.000 --> 53:00.000]  Or if we raise the debt limit, it doesn't raise the debt limit.
[53:00.000 --> 53:07.000]  Or, you know, I never said you could keep your doctor, even though he did say you could keep your doctor.
[53:07.000 --> 53:13.000]  Obama has the nerve to go to Africa and say, you can't have a car, you can't have electricity because the earth will burn up.
[53:13.000 --> 53:15.000]  Talk about fear mongering.
[53:15.000 --> 53:27.000]  What type of world are we in where this guy lands in a giant wide-body jet with red carpets at a cost of $5 million a day and then tells people you can't innovate, you can't have progress.
[53:27.000 --> 53:39.000]  As if progress itself was dirty and bad when all the real studies show, a truly industrialized society is cleaner than a pre-industrial society with these population loads.
[53:39.000 --> 53:49.000]  And while they talk about new clean energy and new systems, they block them or only hand out little select contracts to their friends.
[53:49.000 --> 53:51.000]  Again, more of the same crony capitalism.
[53:51.000 --> 53:57.000]  While they shut down clean coal, they don't let T-Boon bring natural gas to California to bell the state out.
[53:57.000 --> 54:05.000]  They're blocking everything that they don't control and in the process bringing us into a new dark age.
[54:05.000 --> 54:07.000]  And again, I want to be clear.
[54:07.000 --> 54:08.000]  I'm not being cynical.
[54:08.000 --> 54:12.000]  When you go out with the bad news of what's happening, people say, men, you're being a negative.
[54:12.000 --> 54:13.000]  Don't be a cynic.
[54:13.000 --> 54:14.000]  I'm not being a cynic.
[54:14.000 --> 54:15.000]  A cynic thinks there's no hope.
[54:15.000 --> 54:17.000]  A cynic thinks everybody's bad.
[54:17.000 --> 54:19.000]  A cynic thinks humanity's done.
[54:19.000 --> 54:20.000]  That's what the globalists say.
[54:20.000 --> 54:22.000]  That's the idea they push.
[54:22.000 --> 54:27.000]  That's why they teach Common Core 2 plus 2 equals 5 because they want you to be dumbed down and cynical.
[54:27.000 --> 54:34.000]  No, it's very positive to admit the problems we have, to truly identify it and then go after them.
[54:34.000 --> 54:35.000]  And I want to add to that.
[54:35.000 --> 54:43.000]  If it sounds like I'm being pessimistic, saying we have these problems, all the major studies, there's literally thousands of them.
[54:43.000 --> 54:49.000]  I'm sure you've seen many of them show that when you truly help others, teach them how to fish, don't give them fish.
[54:49.000 --> 55:01.000]  When you are positive, when you are focused, when you do want to know what reality is and be a realist versus a pessimist, you will live longer, you will be happy.
[55:01.000 --> 55:05.000]  And there was just a new study came out, the National Post of Canada reported on it, a scientific study.
[55:05.000 --> 55:12.000]  Being a cynic linked to triple risk of developing dementia, Finland's studies suggest, and that's just one of many.
[55:12.000 --> 55:15.000]  Now again, the Empire is going to strike back.
[55:15.000 --> 55:21.000]  The good news is, CNN's had a 44% drop in viewers in the last year.
[55:21.000 --> 55:24.000]  They were already a shadow of themselves before that.
[55:24.000 --> 55:28.000]  MSNBC, 24% drop in the last year, and that's on average every year.
[55:28.000 --> 55:36.000]  They have less listeners and viewers on MSNBC than local Dallas primetime radio shows in the morning do.
[55:36.000 --> 55:40.000]  They have about 100,000 viewers on their average show, half a million on their top shows.
[55:40.000 --> 55:47.000]  That's why they've turned loose the CIA, the elements of it controlled by the globalists at the top to engage in propaganda domestically,
[55:47.000 --> 55:50.000]  and they're going, yeah, we lied to you, what's the big deal?
[55:50.000 --> 55:57.000]  So again, we've gone from them denying Bilderberg Group existed, crony capitalist, with government ministers making decisions,
[55:57.000 --> 56:03.000]  to them being all over the news and being exposed and criminal investigations being begun by multiple governments.
[56:03.000 --> 56:13.000]  We've gone from them denying they're involved in domestic propaganda to throwing it in our face in the Washington Post foreign affairs publication.
[56:13.000 --> 56:20.000]  Zbigniew Brzezinski, Obama's top foreign policy advisor, has come out and admitted they've got to shut down the alternative media.
[56:20.000 --> 56:28.000]  It is exposing them on every front, and the fact that this government openly used Al Qaeda against Syria, Libya, Egypt and others
[56:28.000 --> 56:31.000]  to destabilize the entire Middle East for Saudi Arabia.
[56:31.000 --> 56:41.000]  Again, there's some of the numbers I was just going over with CNN plunging with MSNBC dropping 24% and the plunge only accelerating.
[56:41.000 --> 56:49.000]  You can see numbers there with infowars.com and rightbark.com, literally thousands of places online above MSNBC.com.
[56:49.000 --> 56:58.000]  But MSNBC's gone up a little bit because as their TV completely collapses, they have gotten a slight dead cat bounce in their internet.
[56:58.000 --> 57:00.000]  Literally, it is a dead cat bounce.
[57:00.000 --> 57:02.000]  And that's the problem is they're going to come after us now.
[57:02.000 --> 57:04.000]  They're going to stage false flags to blame on us.
[57:04.000 --> 57:05.000]  They're going to demonize us.
[57:05.000 --> 57:08.000]  They're going to call the Ron Paul style Tea Party terrorists.
[57:08.000 --> 57:09.000]  They're already doing it.
[57:09.000 --> 57:15.000]  They're going to have the Republican leadership with John Boehner put more money into defeating Tea Party candidates than Democrats.
[57:15.000 --> 57:24.000]  Because the establishment is now showing itself and uncloking because we literally, ladies and gentlemen, have them on the ropes.
[57:24.000 --> 57:29.000]  And that's why they're hiding in plain view saying your kids don't belong to you on MSNBC.
[57:29.000 --> 57:31.000]  We're going to take your guns down.
[57:31.000 --> 57:37.000]  We're going to bankrupt coal even though it supplies half the country, 52% of its power.
[57:37.000 --> 57:43.000]  I mean, this is treason openly being said because they can't hide it anymore.
[57:43.000 --> 57:45.000]  Now they want to in a conference.
[57:45.000 --> 57:46.000]  We'll be back next hour.
[57:46.000 --> 57:49.000]  Coming up, ladies and gentlemen, tell your friends and family to tune in.
[57:49.000 --> 58:14.000]  Ron Paul is coming up.
[58:19.000 --> 58:45.000]  He's coming up.
[58:45.000 --> 59:02.000]  The police are shoving people, shoving Alex, shoving the crowd.
[59:02.000 --> 59:06.000]  Whether it's the radio show, the news websites, documentary films or the nightly news.
[59:06.000 --> 59:08.000]  Infall wars is the tip of the spear.
[59:08.000 --> 59:14.000]  Is this another false flight stage attack to take our civil liberties and promote Homeland Security while sticking the hands down on the fence on the streets?
[59:14.000 --> 59:18.000]  It's up to us to set brush fires in the minds of men and women everywhere.
[59:18.000 --> 59:21.000]  And that's what prisonplanet.tv is designed to do.
[59:21.000 --> 59:29.000]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[59:29.000 --> 59:33.000]  What we see now is a war against reality. It's a war against the truth.
[59:33.000 --> 59:38.000]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv
[59:38.000 --> 59:42.000]  and share their membership with up to 11 friends and family.
[59:42.000 --> 59:51.000]  Visit infowarsnews.com today, become a member, share your membership and help take the info war to the next level.
[59:51.000 --> 59:55.000]  Coast to coast, direct from Austin.
[59:55.000 --> 1:00:00.000]  You're listening to the Alex Jones Broadcasting Network.
[1:00:00.000 --> 1:00:16.000]  Hello Baker Street. Defending the Republic from enemies, foreign and domestic. It's Alex Jones.
[1:00:16.000 --> 1:00:30.000]  Thank you for joining us on Fajah's Day. I'm your host Alex Jones.
[1:00:30.000 --> 1:00:33.000]  And I want to just take a moment out to thank the great crew.
[1:00:33.000 --> 1:00:36.000]  They just, it's the best crew I've ever had, times five.
