[00:00.000 --> 00:12.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[35:22.000 --> 35:24.000]  because there's always some other village that wants to raid you.
[35:24.000 --> 35:30.000]  And men are supposed to be tracking things and learning, and should we move out of this area or should we build a fortress?
[35:30.000 --> 35:34.000]  That's what men do. If men don't do that, they're not even seen as manly.
[35:34.000 --> 35:38.000]  But real men don't have to be told to do it.
[35:38.000 --> 35:41.000]  That's what this is.
[35:41.000 --> 35:47.000]  And I'm up here saying, I'm some real man. I'm just telling you, I'm not one of these zombies that's going to roll over to a bunch of terrain.
[35:47.000 --> 35:51.000]  And I see Trump, and I just said, you know, they're going to make fun of this, and I don't care. It's the truth.
[35:51.000 --> 35:56.000]  All I can say is the truth. I love Donald Trump. I love him. I love him.
[35:56.000 --> 36:00.000]  I realize that watching him back there, I just love him.
[36:00.000 --> 36:05.000]  I mean, all I do is study how the economy really works and interview top economists as you know.
[36:05.000 --> 36:09.000]  Nobel Prize winners in economics. We've interviewed like five of them.
[36:09.000 --> 36:16.000]  All I do is study stuff and the globalist own writings and everything they were doing was admittedly to hurt western industrialized nations,
[36:16.000 --> 36:21.000]  not to help third world, but to exploit us and exploit them.
[36:21.000 --> 36:23.000]  And they brag about it.
[36:23.000 --> 36:28.000]  That's their undoing is they're so uncool. They've talked about it at nauseam.
[36:28.000 --> 36:32.000]  How their tax exempt 100 trillion every decade they want in carbon taxes.
[36:32.000 --> 36:41.000]  And just to see Trump who's not out to get us is incredible.
[36:41.000 --> 36:45.000]  He's so confident that he wants you to succeed as well.
[36:45.000 --> 36:47.000]  And that's how I've always been my whole life.
[36:47.000 --> 36:56.000]  And there's not a lot of men in positions of power that are like that because most men are almost humble because they're strong.
[36:56.000 --> 37:00.000]  And so they don't go out and become dominant because it seems that there's a governor.
[37:00.000 --> 37:08.000]  When you're like super aggressive and have all the attack genes and all the programming and all the genetic background to go out and do that,
[37:08.000 --> 37:10.000]  there's a governor and you don't do it.
[37:10.000 --> 37:13.000]  But see little scumbags, they don't have that governor.
[37:13.000 --> 37:17.000]  They're out running around trying to dominate and control because that's their nature.
[37:17.000 --> 37:20.000]  And then we sit here like sleeping giants and let them run all over us.
[37:20.000 --> 37:22.000]  That has to come to a stop.
[37:22.000 --> 37:24.000]  It doesn't mean we won't make mistakes. We won't get in rages.
[37:24.000 --> 37:29.000]  We won't commit sins, but we don't want to. We want to be good.
[37:29.000 --> 37:43.000]  And I mean, I'm telling you, I have studied Trump and he is right on everything but the surveillance state and everything but torture.
[37:43.000 --> 37:47.000]  And he's backed off on torture because he knows they do it out of hand.
[37:47.000 --> 37:48.000]  It's been going on forever.
[37:48.000 --> 37:49.000]  He thinks, well, we're good.
[37:49.000 --> 37:51.000]  We'll only torture the bad guys when he's been convinced by madness.
[37:51.000 --> 37:52.000]  It's not good.
[37:52.000 --> 37:53.000]  He's backed off that.
[37:53.000 --> 37:57.000]  He understands more and more now that, no, the NSA is being used to spy on you, sir.
[37:57.000 --> 37:59.000]  Now he's even, he's got a few areas.
[37:59.000 --> 38:01.000]  He's not been very computer technical.
[38:01.000 --> 38:14.000]  He has like idiot, savant, regular people skills and knows how to read people and knows how to have incredible mega level charisma in person.
[38:14.000 --> 38:19.000]  And as people realize that that's why every evil force out there hates Trump because he's good.
[38:19.000 --> 38:21.000]  He is good.
[38:21.000 --> 38:26.000]  He's not one of these fake Christian Pharisees that tells you how good they are all day or tells you you should know, you know,
[38:26.000 --> 38:30.000]  stubbed your toe and said the, you know, GD or whatever.
[38:30.000 --> 38:31.000]  God judges the heart.
[38:31.000 --> 38:32.000]  Okay.
[38:32.000 --> 38:35.000]  I admit I do a lot of bad things and I repent for it.
[38:35.000 --> 38:36.000]  I'm weak in the flesh.
[38:36.000 --> 38:40.000]  I constantly do stuff that's bad, but I'm trying not to is the difference.
[38:40.000 --> 38:42.000]  And I love God and I want justice.
[38:42.000 --> 38:43.000]  I'm not a coward.
[38:43.000 --> 38:49.000]  And God hates cowards and people that hurt innocence and that abuse those that are weaker than them more than anybody.
[38:49.000 --> 38:51.000]  Have you read the scriptures?
[38:51.000 --> 38:55.000]  So all you fakes want to get close to God, stop being cowards.
[38:55.000 --> 38:57.000]  Be like Donald Trump.
[38:57.000 --> 38:59.000]  Be like Matt Drudge.
[38:59.000 --> 39:04.000]  Be like people that get attacked and demonized and make it through it and get stronger on the other side.
[39:04.000 --> 39:11.000]  Don't be like all these little commentators and scumbags that hedge their bets when we are literally approaching the gooder.
[39:11.000 --> 39:12.000]  Dama wrong.
[39:12.000 --> 39:16.000]  If things go south and that's the battle of the gods.
[39:16.000 --> 39:21.000]  That's the twilight of the age.
[39:21.000 --> 39:24.000]  Make no mistake, ladies and gentlemen, we are in a critical juncture.
[39:24.000 --> 39:29.000]  The most critical juncture our species has ever seen.
[39:29.000 --> 39:36.000]  And that which raises her head on the day that she publicly supports witchcraft and Satanism and black magic.
[39:36.000 --> 39:40.000]  They were in the news saying hope Trump dies voodoo dolls.
[39:40.000 --> 39:41.000]  Have you seen what happened to Haiti?
[39:41.000 --> 39:45.000]  What happened in New Orleans voodoo and devil worship?
[39:45.000 --> 39:46.000]  It is funny.
[39:46.000 --> 39:53.000]  They have devil worship in Africa even before they ever heard from Christians and China had devil worship and the Aztecs had devil worship.
[39:53.000 --> 39:55.000]  Because it's real, folks.
[39:55.000 --> 39:56.000]  It's an archetype.
[39:56.000 --> 39:57.000]  Either way, you cut it.
[39:57.000 --> 39:58.000]  It's a spirit.
[39:58.000 --> 40:10.000]  And any time a culture starts invoking Satan, every time it happens, there are mass wars, casualties and death.
[40:10.000 --> 40:14.000]  And only corrupt, twisted, weak societies ever call on Satan.
[40:14.000 --> 40:23.000]  Any strong society always calls on the great spirit as some Native Americans called it.
[40:23.000 --> 40:25.000]  We're talking about the same thing in my view.
[40:25.000 --> 40:33.000]  We're talking about God that created the heavens and the earth and everything else and the four seasons and men and women and this whole planet to test us out.
[40:33.000 --> 40:39.000]  So I want to play a few more clips here where we take calls in the second hour, play a lot of other important special reports.
[40:39.000 --> 40:50.000]  But you see the open enemy, Satanism, saying you don't hand out Christmas cards at school, but we can have a Satanism club or whatever.
[40:50.000 --> 40:53.000]  You understand?
[40:53.000 --> 40:58.000]  They're saying that to bully, you have a first event right to have a Christmas tree or lights.
[40:58.000 --> 41:00.000]  And again, that's Germanic.
[41:00.000 --> 41:06.000]  And by the way, I don't want to say everybody that has Germanic roots who are never even touched by the message of Christ that you're Satanic.
[41:06.000 --> 41:22.000]  There's the light and there's the dark and then Christ is a greater fulfillment of that and pulling humanity out of sin now that we could be delivered in a more sure, direct, pure way.
[41:22.000 --> 41:28.000]  But just because, see, they lie and they say, oh, any other culture, any other religion, oh, you're going to hell if you don't follow this.
[41:28.000 --> 41:37.000]  That's another globalist system to make sure people are insulted by that and then basically never actually discover Christ.
[41:37.000 --> 41:52.000]  But if you go back to all the archetypes of, say, the Germans or other cultures, it's all the same archetypes, the same players, the evil one and the big good God that created it all, that gave you life and wants you to produce and be successful and fulfilled and transcend.
[41:52.000 --> 41:58.000]  And then the evil God that's not a God that wants to be God that wants to pull down humanity because it's God's creation.
[41:58.000 --> 42:01.000]  It's the same in every culture.
[42:01.000 --> 42:11.000]  Humans know this and it is a psychological spiritual virus that has been injected into our species to destroy us.
[42:11.000 --> 42:32.000]  So let's go out to break again with Hillary, invoking God would never do this in her decades of politics, but wouldn't do it during her DNC, but doing it now because she's scared that Trump is bringing God back in and Jesus Christ back in and the birthright back in and unifying us in that love.
[42:32.000 --> 42:47.000]  So now they're having to try to reorganize their people and saying, God bless, because she knows a good portion of Democrats are actually Christians and are understanding what Trump's doing and will actually repent and join Trump and our movement to fight the satanic system.
[42:47.000 --> 42:54.000]  And so that's why Hillary's now invoking God bless America because she knows she wants to destroy America.
[42:54.000 --> 43:03.000]  Stay with us, I'm Alex Jones, M4Wars.com.
[43:03.000 --> 43:06.000]  Charlie Daniels, he's always loved America.
[43:06.000 --> 43:15.000]  Let me just read a little thing. The American system of justice must be changed to conform to the rest of the world. Individual rights will have to take a back seat to the collective.
[43:15.000 --> 43:18.000]  Well, you know what the next move is going to be, don't you? It's going to be coming after your guns.
[43:18.000 --> 43:19.000]  Oh, yeah.
[43:19.000 --> 43:24.000]  It ain't going to sit well down my way at all. It ain't going to sit well.
[43:24.000 --> 43:29.000]  Do you ever wonder what happened to America? They lost. We won. We want to see what Trump's up against.
[43:29.000 --> 43:32.000]  It's time to ride, boys. We need a thousand paul with ears.
[43:32.000 --> 43:38.000]  When I was a boy, it was okay to be proud of the flag, heritage, mom and apple pie.
[43:38.000 --> 43:51.000]  And beef was for supper. Revelation, dawn of global government, theatrical screenings on demand, DVDs now available, starring Alex Jones, Charlie Daniels, Special Ops General, Jerry Boykin.
[43:51.000 --> 43:58.000]  Want to shed some tears over the red, white and blue? Revelation, the movie.info. Let's fix it.
[43:58.000 --> 44:05.000]  It's not just our water we need to filter. It's not just our food that needs to be cleaned. It's the air we're breathing, especially for our children.
[44:05.000 --> 44:11.000]  The artificial particulates of the chemicals is absolutely weighing down our immune systems.
[44:11.000 --> 44:20.000]  The same team based right here in America that brought you the Alexa Pure groundbreaking water filtration systems have now developed Alexa Pure Breeze.
[44:20.000 --> 44:28.000]  Whether it's your home or office, you owe it to yourself, your coworkers, your family, your children, to the best job you can to purify your air.
[44:28.000 --> 44:36.000]  We beat our masters at poisoning our environment while themselves doing things that mitigate or avoid most toxic effects for themselves.
[44:36.000 --> 44:38.000]  The general public doesn't.
[44:38.000 --> 44:46.000]  The Alexa Pure Breeze will be a steal at $300, $400, $500. One of these systems can keep 800 square feet incredibly clean.
[44:46.000 --> 44:52.000]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[44:52.000 --> 44:59.000]  Find out why this system is so revolutionary today at InfoWarsStore.com.
[44:59.000 --> 45:07.000]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[45:07.000 --> 45:21.000]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[45:21.000 --> 45:33.000]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[45:33.000 --> 45:40.000]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[45:40.000 --> 45:49.000]  Secure your Biome Defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[45:49.000 --> 45:59.000]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health and support the InfoWars.
[45:59.000 --> 46:07.000]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the InfoWars.
[46:07.000 --> 46:08.000]  A 360 win.
[46:08.000 --> 46:15.000]  Number one, when you choose auto-ship before checkout, we give you 10% off on your order at InfoWarsStore.com.
[46:15.000 --> 46:23.000]  Number two, you're also able to get items that are out of stock when you sign up for auto-ship because we hold back a surplus for auto-ship customers.
[46:23.000 --> 46:28.000]  Number three, we're giving you free shipping on all orders above $50.
[46:28.000 --> 46:34.000]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[46:34.000 --> 46:42.000]  Just go to InfoWarsStore.com, select your favorite product or products, click on auto-ship and choose how often you want us to send you another order.
[46:42.000 --> 46:49.000]  As you know, I coined the term 360 win and with the new auto-ship feature at InfoWarsLife.com, this is a sure win.
[46:49.000 --> 46:50.000]  10% off on auto-ship.
[46:50.000 --> 46:54.000]  Win, win, win at InfoWarsLife.com, free shipping on orders above $50.
[46:54.000 --> 46:59.000]  And all out-of-stock items are never out of stock when you sign up for auto-ship.
[46:59.000 --> 47:10.000]  You're listening to the Alex Jones Show.
[47:10.000 --> 47:29.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[47:29.000 --> 47:33.000]  Well, I should have Trump delivered on 30-40% of what he said he would do.
[47:33.000 --> 47:36.000]  And as he tried to get it through, he'd be greater than Ronald Reagan ever was.
[47:36.000 --> 47:39.000]  He's already greater than Ronald Reagan ever was.
[47:39.000 --> 47:40.000]  Ronald Reagan meant well.
[47:40.000 --> 47:41.000]  He was an anti-globalist early on.
[47:41.000 --> 47:42.000]  They shot him.
[47:42.000 --> 47:43.000]  They kind of controlled him.
[47:43.000 --> 47:46.000]  George Herbert Walker Bush came in and derailed America.
[47:46.000 --> 47:49.000]  And we know the rest of the next 30-plus years.
[47:49.000 --> 47:56.000]  But if you actually study what Trump's doing and how the economy is exploding while the big central banks try to block the economy growing,
[47:56.000 --> 48:03.000]  it's very, very frustrating and it makes me very, very angry to see these masses of people protesting Trump and saying,
[48:03.000 --> 48:09.000]  kill him when they're some of the most disenfranchised people under globalism.
[48:09.000 --> 48:17.000]  But it's this whole fake liberal pop culture thing where they've got everybody distracted on little football-side social issues that are never rectified
[48:17.000 --> 48:23.000]  while economically you're being gang-raped.
[48:23.000 --> 48:24.000]  It's amazing.
[48:24.000 --> 48:27.000]  I want to play some of these clips and then I want to get into Glenn Beck.
[48:27.000 --> 48:32.000]  And by the way, every time I talk about Glenn Beck, we can see on the computer feed where streams go down.
[48:32.000 --> 48:40.000]  Glenn Beck is so hated by my audience and libertarians and patriots and even liberals that no one will watch videos we post from the live show
[48:40.000 --> 48:41.000]  where I expose him.
[48:41.000 --> 48:46.000]  But it's important to understand what he represents, again, archetypally.
[48:46.000 --> 48:51.000]  So that's coming up where he says nationalism is scary and not conservative.
[48:51.000 --> 48:59.000]  Now, America is all about nationalism, all about not having foreign entanglements, and all about America first, any country is.
[48:59.000 --> 49:08.000]  Unless you're like a slave plantation or some colonial barony of some viceroy like India was out of the British for hundreds of years.
[49:08.000 --> 49:11.000]  I mean, imagine, we need to have jobs for Americans and do better trade deals.
[49:11.000 --> 49:12.000]  This is incredible.
[49:12.000 --> 49:17.000]  This is scary, CNN, Anderson Cooper.
[49:17.000 --> 49:18.000]  And it's the same message.
[49:18.000 --> 49:23.000]  It's like saying mother's milk is poison.
[49:23.000 --> 49:29.000]  And they sit there with these pseudo-intellectual glasses and little sweaters to look, you know, non-threatening.
[49:29.000 --> 49:30.000]  These are get ups.
[49:30.000 --> 49:31.000]  This is all an act.
[49:31.000 --> 49:34.000]  And we know it's an act because I'm going to be the big secret.
[49:34.000 --> 49:38.000]  Beck thought, you know, remind me to do it.
[49:38.000 --> 49:39.000]  I'm going to give it a minute.
[49:39.000 --> 49:40.000]  I'm going to give it a minute.
[49:40.000 --> 49:47.000]  Let me get back to God.
[49:47.000 --> 49:52.000]  God wants you to be prosperous and successful as long as it's not done on somebody else's back.
[49:52.000 --> 49:53.000]  This country did have a great providence.
[49:53.000 --> 49:54.000]  And that's what Americana is.
[49:54.000 --> 49:58.000]  And that's being re-invoked and called back into the world right now.
[49:58.000 --> 50:02.000]  As I tweeted before his speech, I said he's going to call on the birthright and bring God back in.
[50:02.000 --> 50:03.000]  I knew.
[50:03.000 --> 50:05.000]  And I told people around me.
[50:05.000 --> 50:07.000]  I started crying as I was walking in.
[50:07.000 --> 50:08.000]  They're like, are you going crazy?
[50:08.000 --> 50:10.000]  Roger Stone's like, okay, yeah.
[50:10.000 --> 50:11.000]  How do you know he's going to give that speech?
[50:11.000 --> 50:13.000]  And I said, watch.
[50:13.000 --> 50:15.000]  Had the New York Times run up after and say, how did you know that?
[50:15.000 --> 50:16.000]  Did you talk to him?
[50:16.000 --> 50:18.000]  And I said, no.
[50:18.000 --> 50:20.000]  I knew.
[50:20.000 --> 50:23.000]  Because my gut, my spirit already knows what Trump's going to do.
[50:23.000 --> 50:25.000]  And now it's crazy.
[50:25.000 --> 50:29.000]  I'll forget to say, hey, Trump, you ought to do this, which it isn't him getting it from me, but I'll forget.
[50:29.000 --> 50:32.000]  And then he still does it because it's what's common sense.
[50:32.000 --> 50:36.000]  Don't go to the correspondence dinner that's all about the president if they're going to attack you.
[50:36.000 --> 50:37.000]  You're not welcome at some party.
[50:37.000 --> 50:38.000]  Don't go.
[50:38.000 --> 50:39.000]  That's normal common sense.
[50:39.000 --> 50:42.000]  The mainstream media always hogs and has most of the spaces.
[50:42.000 --> 50:45.000]  And all this new media bigger than them can't come in.
[50:45.000 --> 50:46.000]  We'll rotate it.
[50:46.000 --> 50:48.000]  And sorry, you know, there wasn't room for you today.
[50:48.000 --> 50:49.000]  You'll get in next week.
[50:49.000 --> 50:52.000]  Then they go lie and say he kicked him out.
[50:52.000 --> 50:54.000]  It's just he just does common sense.
[50:54.000 --> 50:56.000]  This isn't rocket science, people.
[50:56.000 --> 51:00.000]  If China's got huge tariffs against us, we have done it against them until they renegotiate.
[51:00.000 --> 51:03.000]  Do something.
[51:03.000 --> 51:10.000]  If illegals fly in without visas or you catch somebody here, only in the first two weeks, they're here illegally.
[51:10.000 --> 51:12.000]  Or if they're a felon, is he kicking them out?
[51:12.000 --> 51:14.000]  And the media says, oh, everybody's scared.
[51:14.000 --> 51:17.000]  Women and children are running.
[51:17.000 --> 51:20.000]  And if you actually read what ICE is doing, it's not what they're doing.
[51:20.000 --> 51:21.000]  But it's just crazy.
[51:21.000 --> 51:25.000]  Mexico, again, I know people that have tried to stay in Cancun an extra week.
[51:25.000 --> 51:32.000]  And they call the hotel and say, Mr. Johnson or Mr. Sanchez or whatever it is, was supposed to fly out on Sunday.
[51:32.000 --> 51:34.000]  It's Friday.
[51:34.000 --> 51:35.000]  Let us call his room.
[51:35.000 --> 51:37.000]  And they send the news.
[51:37.000 --> 51:41.000]  They call your room and say, what in the hell are you doing?
[51:41.000 --> 51:43.000]  Come down here right now.
[51:43.000 --> 51:46.000]  If you lose the piece of paper, it's having people I know.
[51:46.000 --> 51:49.000]  What was the day when you're leaving and they will call you in.
[51:49.000 --> 51:52.000]  Sometimes they'll arrest you and target you because it's called a country.
[51:52.000 --> 51:57.000]  You have to do that.
[51:57.000 --> 51:59.000]  But here, just people flying, just skip everything.
[51:59.000 --> 52:00.000]  And they were ordered to do this by Obama.
[52:00.000 --> 52:01.000]  I mean, this is crazy.
[52:01.000 --> 52:05.000]  And they lie about Trump again.
[52:05.000 --> 52:09.000]  They lie, they lie, they lie.
[52:09.000 --> 52:13.000]  But getting back to the Christian issue, you have Hillary now saying, God bless America.
[52:13.000 --> 52:16.000]  And Trump's saying it because she knows.
[52:16.000 --> 52:19.000]  They tried to get God completely out, but their own constituents want God.
[52:19.000 --> 52:20.000]  They're hungry.
[52:20.000 --> 52:21.000]  So they're scared.
[52:21.000 --> 52:23.000]  They're saying, this is really getting traction with Democrats.
[52:23.000 --> 52:25.000]  Trump's like at 65 in Gallup and Rasmussen, folks.
[52:25.000 --> 52:27.000]  We know how the actuaries work.
[52:27.000 --> 52:28.000]  Internal polls have been done.
[52:28.000 --> 52:30.000]  They have big databases.
[52:30.000 --> 52:34.000]  You can even subscribe to Bloomberg and others that have access to these big databases.
[52:34.000 --> 52:37.000]  Why Bloomberg's made, you know, 40 something million dollars the last 20 years.
[52:37.000 --> 52:38.000]  They all wrote the real numbers.
[52:38.000 --> 52:42.000]  They knew Trump was winning by 15, 20 point margins, like I told you.
[52:42.000 --> 52:45.000]  But they told him he was going to lose by 10 points.
[52:45.000 --> 52:46.000]  But see, he didn't.
[52:46.000 --> 52:50.000]  Even though they stole a bunch of states, his victory was so big they couldn't.
[52:50.000 --> 52:54.000]  That's why all the bots and all the computer algorithms, remember those headlines?
[52:54.000 --> 52:58.000]  Actually, all our algorithms show Trump's way ahead like 15, 20 points.
[52:58.000 --> 53:00.000]  Oh, well, don't listen to those.
[53:00.000 --> 53:05.000]  Our polls show he's 10 points behind or 20 points behind.
[53:05.000 --> 53:07.000]  CNN had him 40 points behind.
[53:07.000 --> 53:10.000]  Who believes that?
[53:10.000 --> 53:14.000]  But again, it's this perception of Trump's not popular.
[53:14.000 --> 53:17.000]  The economy's not doing well except small businesses the best since 1984.
[53:17.000 --> 53:19.000]  They're trying to suppress that.
[53:19.000 --> 53:22.000]  And then Glenn Beck comes out and says, there's something very that scares me.
[53:22.000 --> 53:24.000]  They're talking about nationalism.
[53:24.000 --> 53:25.000]  That's not conservative.
[53:25.000 --> 53:28.000]  It's not conservative to have a country.
[53:28.000 --> 53:33.000]  It's not conservative to try to do good trade deals.
[53:33.000 --> 53:36.000]  What the hell are you talking about?
[53:36.000 --> 53:40.000]  But again, he's lost it with his viewers and listenership.
[53:40.000 --> 53:41.000]  He's gone.
[53:41.000 --> 53:42.000]  He's a joke.
[53:42.000 --> 53:43.000]  He's a facade.
[53:43.000 --> 53:47.000]  But I just mentioned him to show what scum of the earth is.
[53:47.000 --> 53:48.000]  But let's go back to Hillary.
[53:48.000 --> 53:50.000]  Here she is saying, God bless America.
[53:50.000 --> 53:54.000]  God bless you and God bless America.
[53:54.000 --> 53:57.000]  And I'm surprised you didn't have smoke coming out of her ears for that.
[53:57.000 --> 54:00.000]  OK, now let's go ahead now and play this clip.
[54:00.000 --> 54:02.000]  President Donald Trump inauguration.
[54:02.000 --> 54:03.000]  We will be protected by God.
[54:03.000 --> 54:04.000]  Here it is.
[54:04.000 --> 54:11.000]  There should be no fear.
[54:11.000 --> 54:13.000]  We are protected.
[54:13.000 --> 54:16.000]  And we will always be protected.
[54:16.000 --> 54:22.000]  We will be protected by the great men and women of our military and law enforcement.
[54:22.000 --> 54:29.000]  And most importantly, we will be protected by God.
[54:29.000 --> 54:30.000]  Yes.
[54:30.000 --> 54:32.000]  Shields up.
[54:32.000 --> 54:33.000]  Boom.
[54:33.000 --> 54:35.000]  They're always like, get rid of God.
[54:35.000 --> 54:36.000]  Don't believe in God.
[54:36.000 --> 54:38.000]  But behind the scenes are bringing those babies.
[54:38.000 --> 54:42.000]  And they're all about their will to dominate people because they're so weak.
[54:42.000 --> 54:46.000]  If they had a big will, they would want to will people to be successful.
[54:46.000 --> 54:48.000]  Now, let me get to Glenn Beck.
[54:48.000 --> 54:50.000]  I said this during the campaign.
[54:50.000 --> 54:55.000]  I knew this from our sources, but I also knew it from announcements and laws.
[54:55.000 --> 54:57.000]  And Hillary saying, we're going to shut down the alt-right.
[54:57.000 --> 54:59.000]  Alex Jones, we're going to sue him.
[54:59.000 --> 55:07.000]  We're going to have a Justice Department lawsuit to shut him up on the WikiLeaks and on a bunch
[55:07.000 --> 55:08.000]  of other issues.
[55:08.000 --> 55:11.000]  I mean, I have this from high-level sources.
[55:11.000 --> 55:12.000]  But then Trump won.
[55:12.000 --> 55:17.000]  And so they're still going ahead with the censorship, the censorship on YouTube, Google, Facebook,
[55:17.000 --> 55:20.000]  Twitter, shutting everybody down, kicking them off, not letting them advertise, not letting
[55:20.000 --> 55:21.000]  them have advertisers.
[55:21.000 --> 55:26.000]  Millie did a video on her own channel as Millions of Views on the channel where she talked to
[55:26.000 --> 55:29.000]  our reporters where she said, oh, look, we're being censored.
[55:29.000 --> 55:33.000]  Alex Jones has kicked off Google's ad role that they control.
[55:33.000 --> 55:38.000]  And they blocked her channel and blocked that video and wouldn't let her monetize it.
[55:38.000 --> 55:39.000]  She's like, this is political.
[55:39.000 --> 55:40.000]  It's not acceptable.
[55:40.000 --> 55:48.000]  Oh, but everything else political that's anti-America, anti-Trump, it is acceptable.
[55:48.000 --> 55:51.000]  She did a video on it in full or censored.
[55:51.000 --> 55:54.000]  Millie Weaver on YouTube.
[55:54.000 --> 55:56.000]  So it's everywhere.
[55:56.000 --> 55:58.000]  They're trying to shut us down.
[55:58.000 --> 56:01.000]  They're trying to block us because they know we're winning.
[56:01.000 --> 56:04.000]  And he knew that was coming.
[56:04.000 --> 56:06.000]  Glenn Beck really believed they were going to win.
[56:06.000 --> 56:10.000]  He'd be the lone conservative left on air, basically, who would be a phony conservative and admit
[56:10.000 --> 56:14.000]  we're wrong and basically be loyal opposition, a Judas Iscariot.
[56:14.000 --> 56:20.000]  So now he's still stuck in that position on there doing the old plan, just like all the
[56:20.000 --> 56:23.000]  other old plans they had, as if Hillary got in or just moving forward.
[56:23.000 --> 56:27.000]  TV shows where it's a woman president and Alex Jones characters against him.
[56:27.000 --> 56:28.000]  All of it.
[56:28.000 --> 56:31.000]  That's why they're in such disarray because they believe they were invincible.
[56:31.000 --> 56:32.000]  You're not scumbags.
[56:32.000 --> 56:34.000]  Let's play the Club of Beck.
[56:34.000 --> 56:41.000]  What is frightening to me is the lack of reaction from the crowd at CPAC.
[56:41.000 --> 56:45.000]  He dropped economic nationalism two or three times.
[56:45.000 --> 56:47.000]  Oh my gosh.
[56:47.000 --> 56:49.000]  A country is nationalistic?
[56:49.000 --> 56:50.000]  Nationalism a lot.
[56:50.000 --> 56:56.000]  I don't know what Steve Bannon's plan is after he would burn down the system.
[56:56.000 --> 56:58.000]  Well, the globalists try to plunge the economy.
[56:58.000 --> 56:59.000]  Repeatedly.
[56:59.000 --> 57:00.000]  But Trump pops it back up.
[57:00.000 --> 57:02.000]  The system down to the ground.
[57:02.000 --> 57:03.000]  That's not good.
[57:03.000 --> 57:05.000]  No conservative would be for that.
[57:05.000 --> 57:09.000]  We are for conserving the Constitution of the United States of America.
[57:09.000 --> 57:14.000]  He has carried through on some of the promises that I didn't think he would.
[57:14.000 --> 57:16.000]  I'll stop right there.
[57:16.000 --> 57:21.000]  So nationalism is frightening, having fair trade deals is frightening.
[57:21.000 --> 57:23.000]  What are we going to do if they burn it down?
[57:23.000 --> 57:27.000]  They're threatening rigs at the EU as to plunge England if they don't submit an unelected group taking him over.
[57:27.000 --> 57:28.000]  Same thing in Italy.
[57:28.000 --> 57:29.000]  Same thing in Spain.
[57:29.000 --> 57:30.000]  Same thing in Brazil.
[57:30.000 --> 57:37.000]  They're telling us that we've just got to accept all this too and just be dictated to by some secret TPP.
[57:37.000 --> 57:39.000]  But that's okay because it's bad Trump pulled out.
[57:39.000 --> 57:40.000]  That's what's dangerous.
[57:40.000 --> 57:44.000]  He's our president, pulled us out of a secret agreement that turns over our sovereignty.
[57:44.000 --> 57:46.000]  We'll be back with the second hour. Stay with us.
[57:46.000 --> 58:15.000]  Stay with us. Read the word.
[58:16.000 --> 58:18.000]  We need to do everything we can to recapture that.
[58:18.000 --> 58:21.000]  Everyone knew that you used all the parts of the animal.
[58:21.000 --> 58:26.000]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[58:26.000 --> 58:32.000]  From the outside structure full of minerals and Kiko factors to the marrow that produces the blood for the body.
[58:32.000 --> 58:34.000]  This is the engine of the life essence.
[58:34.000 --> 58:41.000]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were.
[58:41.000 --> 58:42.000]  And this is a big part of it.
[58:42.000 --> 58:47.000]  I know you're going to want to check out caveman ultimate paleo formula for yourself in ForWarsLives.com today.
[59:13.000 --> 59:16.000]  We need each day with our modern diets.
[59:16.000 --> 59:23.000]  Seeker 12 by InforWarsLives is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[59:23.000 --> 59:28.000]  It pairs two forms of vitamin B12 into one explosive formula.
[59:28.000 --> 59:34.000]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[59:34.000 --> 59:37.000]  But it also assists with many other functions of the body.
[59:37.000 --> 59:41.000]  Electrify your mind and body and take your health to the next level.
[59:41.000 --> 59:45.000]  Experience the power of Seeker 12 at InforWarsLives.com.
[59:45.000 --> 1:00:11.000]  That's InforWarsLives.com.
[1:00:11.000 --> 1:00:20.000]  The truth is, humanity is coming down fast, but we're miles above them on our journey to hell.
[1:00:20.000 --> 1:00:25.000]  I see you again to the Alex Jones show.
[1:00:25.000 --> 1:00:28.000]  Alright, I want to talk to first-time callers tonight about what do you think of Trump?
[1:00:28.000 --> 1:00:32.000]  What do you think of the open witchcrafts on the news saying, you know, do black magic and try to kill Trump?
