[00:00.000 --> 00:11.000]  Waging war on corruption. It's Alex Jones coming to you live from the front lines of the Info War.
[1:06:33.000 --> 1:06:40.000]  Super blue contains natural oils and ingredients used since Biblical times to help wipe out bad bacteria and eliminate bad breath.
[1:06:40.000 --> 1:06:48.000]  Just some of the ingredients in super blue chosen by our dental experts include silo tall, peppermint oil, iodide, nano silver and more.
[1:06:48.000 --> 1:06:56.000]  Learn more about InfoWars Life Super Blue toothpaste at InfoWarsLife.com and support the InfoWars while you support healthy gums and teeth.
[1:07:19.000 --> 1:07:25.000]  Discover and try a bag of the Patriot Blend 100% organic coffee at InfoWarsLife.com.
[1:07:25.000 --> 1:07:32.000]  This coffee gives you a long, smooth pick me up for hours without the headaches and heartburn that so many other coffees give me personally.
[1:07:32.000 --> 1:07:39.000]  Hands down, this is my favorite coffee and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[1:07:39.000 --> 1:07:44.000]  Dropped by the site today, order a bag or two and I don't think you're going to be disappointed.
[1:07:44.000 --> 1:07:54.000]  It's available in original or with our immune support infusion blend. You will be supporting a free press all the while enjoying a truly great tasting cup of my favorite coffee.
[1:07:54.000 --> 1:08:17.000]  It's available at InfoWarsLife.com.
[1:08:17.000 --> 1:08:41.000]  If you are receiving this transmission, you are the resistance. It's Alex Jones.
[1:08:41.000 --> 1:08:51.000]  Alex Jones here back live. Thank you so much for joining us. We've got earthquake news. We've got more on Trump's historic UN speech.
[1:08:51.000 --> 1:08:59.000]  We've got more professors saying kill cops and being supported by their universities. We've got a lot of really important things to cover.
[1:08:59.000 --> 1:09:17.000]  Trump is also being blamed right now for the earthquake in Mexico City that's killed over 248 people, 20 of them at least schoolchildren. They're blaming climate change on humans first and then claiming that climate affects earthquakes.
[1:09:17.000 --> 1:09:29.000]  Though even mainline pro anthropogenic global warming scientists don't believe that. This is true voodoo. That's all coming up.
[1:09:29.000 --> 1:09:57.000]  We also have the incredibly insane coloring books being given to children nationwide under federal schooling, teaching them that they're depressed and need to be put on serotonin reuptake inhibitors. This is big pharma, raping your child's mind, turning them into victims and then actually victimizing them with these deadly chemicals which they admit increased the onset of cancer and early death 33%.
[1:09:57.000 --> 1:10:14.000]  That's all coming up. But first, late night comics like Stephen Colbert and Trevor Noah and John Oliver and all the usual suspects get the same talking points and then go out and parrot them.
[1:10:14.000 --> 1:10:31.000]  The same talking points come in to the show's writers. They then rewrite it, load it into a teleprompter and then the host sits there to desk or walks off onto the stage looking at teleprompters with cues for the in studio audience to cheer.
[1:10:31.000 --> 1:10:43.000]  In many cases, they don't even have a studio audience. They just have a laugh track that they play in the background. Wouldn't it be weird if I played a laugh track whenever I said something funny and there weren't really people here?
[1:10:43.000 --> 1:10:56.000]  But again, it's all part of the synthetic total fraud. Now remember, they told us late night comics reading out their teleprompters that prepared points as actors, not even comedians, not even funny.
[1:10:56.000 --> 1:11:09.000]  They told us, posing as fake newsmen, that's what they all do, that Trump would never be elected. Then they told us that he'd never get the GDP up to 3.0, which we've now done.
[1:11:09.000 --> 1:11:20.000]  And they just go on and on and on. And they also told us Trump was insane that no one was wiretapping him because everybody knows there's no NSA or CIA.
[1:11:20.000 --> 1:11:30.000]  Everybody knows that, well, wait, they'd been in the news during the campaign and after when he was president-elect, but not president yet, that they were spying on him.
[1:11:30.000 --> 1:11:40.000]  But it was done illegally, so as Trump said, I'm coming after you, they went, whoa, whoa, whoa, we never said that. We're like, all you've done in the New York Times and CNN is say you spied on Clapper.
[1:11:40.000 --> 1:11:49.000]  Clapper said that his whole system was doing it, that they had the goods and you had Obama saying they had the goods and you had the New York Times saying they had the goods.
[1:11:49.000 --> 1:12:00.000]  And suddenly Clapper and Obama and Hillary said, oh, we never spied on anybody during the campaign as Trump turned it around and pointed out how illegal it was.
[1:12:00.000 --> 1:12:07.000]  So now we have their big epic fail here. And again, I'm just Alex Jones. There's no teleprompter here. I'm just laying out the facts.
[1:12:07.000 --> 1:12:22.000]  But you all remember them during the campaign and when he was president-elect from November 8th to January 20th for almost three months saying they had proof, they had wiretaps, they were tapping Manafort, they were tapping Trump Tower.
[1:12:22.000 --> 1:12:30.000]  It was in the front page of the New York Times over and over again. Then they turned it around and said we were insane, it never happened. That's how stupid they think you are.
[1:12:30.000 --> 1:12:43.000]  Here's the thing, we're going to go back to the memory machine and we're going to show when they made fun of the president and yours truly and others and said over and over again it never happened.
[1:12:43.000 --> 1:12:55.000]  Now CNN, now the Associated Press, now they're all having to admit it because it's coming out in the intelligence committees that are having hearings and they're going to the records.
[1:12:55.000 --> 1:13:07.000]  Ladies and gentlemen, we got records from law enforcement that showed Trump was being spied on as well as myself and Michael Savage. We published that four months ago and it got no coverage.
[1:13:07.000 --> 1:13:20.000]  It was Donald Trump's personal phone numbers. It was my personal phone numbers. It was a database from federal law enforcement that they leaked to the world so you'd know the truth.
[1:13:20.000 --> 1:13:29.000]  But now they've got epic egg on their face. Before we do that though, because it's so delicious. Here's the teleprompter reading.
[1:13:29.000 --> 1:13:39.000]  You surfer over here to look down his nose and talk down to all his flyover country folks and tell us that President Trump would never be president.
[1:13:39.000 --> 1:13:55.000]  Do it. Do it. Look at me. Do it. I will personally write you a campaign check now on behalf of this country which does not want you to be president but which badly wants you to run.
[1:13:55.000 --> 1:14:03.000]  So you speak for America. America doesn't want you. You're not going to win. But he said one thing that's true. You'll boost our ratings.
[1:14:03.000 --> 1:14:09.000]  All those programs had almost no viewers and were down by over 95% on the decade.
[1:14:09.000 --> 1:14:15.000]  They had a little bit of a dead cat bounce for a while as folks tuned in to see the train wreck and their ratings went back up for a while.
[1:14:15.000 --> 1:14:19.000]  Nothing like they'd been but now they've started their free fall yet again.
[1:14:19.000 --> 1:14:36.000]  So you are a joke, John Oliver, Trevor Noah, Colbert. You win awards at the Emmys for lying about myself and Trump. You win awards for being actors that read lies off teleprompters.
[1:14:36.000 --> 1:14:50.000]  So prepare yourselves, ladies and gentlemen, for the rich analysis and critiquing of these frauds who hope their audience doesn't remember them every night for months making fun of Trump saying there is no spying.
[1:14:50.000 --> 1:14:55.000]  And it wasn't about Trump. The deep state doesn't want you to know you're being spied on illegally.
[1:14:55.000 --> 1:14:59.000]  They don't want you to have empathy for the president who went through it as well and who wants to reform it.
[1:14:59.000 --> 1:15:07.000]  They don't want that to happen. So they got to make fun of him and make fun of you and say nobody's spying on you out of one side of their mouth.
[1:15:07.000 --> 1:15:14.000]  While out of the other side of their mouth, they're totally admitting they're doing it to you and treating you like a retarded animal.
[1:15:14.000 --> 1:15:17.000]  They hate you, the people writing the talking points.
[1:15:17.000 --> 1:15:20.000]  The Stephen Colbert just wants to jump around and act intellectual.
[1:15:20.000 --> 1:15:23.000]  Reportedly, the guy can hardly talk behind the scenes.
[1:15:23.000 --> 1:15:30.000]  He's like depressed and he's all moody. I've talked to folks that know him and it's just totally whacked down.
[1:15:30.000 --> 1:15:33.000]  I mean, these are nobodies like John Kerry.
[1:15:33.000 --> 1:15:36.000]  Behind the scenes, they can hardly talk.
[1:15:36.000 --> 1:15:41.000]  And again, though, they confidently read off teleprompters what other men wrote.
[1:15:41.000 --> 1:15:47.000]  They read other men's lies and then force feed it on you thinking you're an idiot.
[1:15:47.000 --> 1:15:55.000]  You talk about the scum of the earth with a big raging, you know what, to screw you and your family over.
[1:15:55.000 --> 1:15:59.000]  And they're betting you never wake up and they're betting you keep buying it.
[1:15:59.000 --> 1:16:03.000]  But the truth is their ratings are going down, down, down as the world wakes up.
[1:16:03.000 --> 1:16:07.000]  So here are the losers of the losers wrong again.
[1:16:07.000 --> 1:16:13.000]  The claims as Trump does is that the people around you have to go to increasingly ridiculous lengths to try to defend those claims.
[1:16:13.000 --> 1:16:20.000]  And this weekend we saw another example of that when White House counselor Kellyanne Conway was asked if she had any proof for Trump's outlandish claim
[1:16:20.000 --> 1:16:25.000]  that Obama wiretapped him during the campaign and offered this bizarre answer.
[1:16:25.000 --> 1:16:28.000]  How does he know that his phone was actually tapped?
[1:16:28.000 --> 1:16:31.000]  Let me answer that globally. He's the president of the United States.
[1:16:31.000 --> 1:16:34.000]  He has information and intelligence that the rest of us do not.
[1:16:34.000 --> 1:16:39.000]  You know what? Yeah, I'll agree with that. Trump has intelligence that I definitely do not.
[1:16:39.000 --> 1:16:47.000]  I agree. Again, the president is the president now is able to see globally all the U.S. intelligence
[1:16:47.000 --> 1:16:52.000]  and they can go in and know exactly what happened, but he can't release it because he'd be violating national security.
[1:16:52.000 --> 1:16:55.000]  The same thing Comey is set to get indicted for.
[1:16:55.000 --> 1:17:00.000]  So you think your audience is stupid and you play along and act like that was done what Conway said.
[1:17:00.000 --> 1:17:06.000]  Know what she said's true. As soon as he actually got into office, he was able to find out about all of it.
[1:17:06.000 --> 1:17:11.000]  You think if I'm getting these documents, the president didn't get them all?
[1:17:11.000 --> 1:17:13.000]  Let's go back to it.
[1:17:13.000 --> 1:17:18.000]  Definitely do not. I agree. Listen, people, one more time.
[1:17:18.000 --> 1:17:21.000]  Trump's accusation is ridiculous and pathetic.
[1:17:21.000 --> 1:17:27.000]  He's suggesting a U.S. president enlisted a foreign intelligence service to spy on a political adversary.
[1:17:27.000 --> 1:17:30.000]  That is an explosive charge. This is a serious allegation.
[1:17:30.000 --> 1:17:37.000]  Back it up. They've been all over the news for years, spying on the Senate, armed services and intelligence committees.
[1:17:37.000 --> 1:17:42.000]  It's been all over the news. There's huge scandals in England about it where they got caught spying on us.
[1:17:42.000 --> 1:17:46.000]  But they think you're illiterate politically. Continue.
[1:17:46.000 --> 1:17:55.000]  Explosive charge. This is a serious allegation. This might be the most serious allegation any president has made against a previous president.
[1:17:55.000 --> 1:17:59.000]  But this is a very serious allegation for a sitting president to make about his predecessor.
[1:17:59.000 --> 1:18:06.000]  Notice it's all a total repeat on every channel because it's talking points written by John Podesta.
[1:18:06.000 --> 1:18:08.000]  Literally. Continue.
[1:18:08.000 --> 1:18:15.000]  Some tweeted, terrible, just found out that Obama had my wires tapped in Trump Tower just before the victory.
[1:18:15.000 --> 1:18:17.000]  Nothing found. This is McCarthyism.
[1:18:17.000 --> 1:18:23.000]  And the other one, how low has President Obama gone to tap my phones during the very sacred election process?
[1:18:23.000 --> 1:18:29.000]  Is Nixon Watergate bad or sick guy? He said Obama is either a bad or sick guy.
[1:18:29.000 --> 1:18:33.000]  Maybe he means his compliments. Like, yeah, man, he's bad. He's a bad guy.
[1:18:33.000 --> 1:18:42.000]  The NSA's deputy director told the BBC it was Aaron's nonsense revealing a complete lack of understanding in how the relationship works.
[1:18:42.000 --> 1:18:52.000]  Yeah, Clapper and Brennan and all of them have been caught perjuring themselves to Congress and are funding Morgan Friedman doing video ads calling for war with Russia.
[1:18:52.000 --> 1:18:57.000]  You people are cooks. By the way, Max Booth had helped make up the WMD lie.
[1:18:57.000 --> 1:19:01.000]  He's the guy that wrote the script for Morgan. Morgan Friedman.
[1:19:01.000 --> 1:19:05.000]  The WMD liars are now giving us the Russia lie. Continue.
[1:19:05.000 --> 1:19:10.000]  And for their part, GCHQ called the accusations utterly ridiculous.
[1:19:10.000 --> 1:19:14.000]  And yet, rather than distancing himself from Spicer, Trump decided to back him up.
[1:19:14.000 --> 1:19:18.000]  Are you asking, did I wire tap Donald Trump?
[1:19:18.000 --> 1:19:20.000]  Of course, I did it.
[1:19:20.000 --> 1:19:26.000]  How low has President Obama gone to tap-pa-pa my phones?
[1:19:26.000 --> 1:19:27.000]  Also funny.
[1:19:27.000 --> 1:19:33.000]  During the very sacred election process, this is Nixon slash Watergate.
[1:19:33.000 --> 1:19:34.000]  Hello?
[1:19:34.000 --> 1:19:36.000]  We're going to break. There's more of it.
[1:19:36.000 --> 1:19:45.000]  But this is them falling on their disgusting little rat faces, proven to be lying scum, reading off talking points to deceive the public,
[1:19:45.000 --> 1:19:51.000]  derail the president who's fighting to turn the economy on and give all Americans their basic freedoms back.
[1:19:51.000 --> 1:19:55.000]  Shame on you, cowards. And history will know you were Benedict Arnold's.
[1:19:55.000 --> 1:19:59.000]  It's a no-brainer. A Big Berkey water filter is the one you need, period.
[1:19:59.000 --> 1:20:04.000]  You need a water filter that removes chlorine, fluoride, pharmaceuticals, BPA, and other endocrine disruptors,
[1:20:04.000 --> 1:20:07.000]  pesticides, bacteria, viruses, and much more, right?
[1:20:07.000 --> 1:20:09.000]  And does it all at only two cents per gallon.
[1:20:09.000 --> 1:20:12.000]  Get the original, most trusted name in gravity water filtration.
[1:20:12.000 --> 1:20:17.000]  And now GCN listeners receive 5% off ceramic filter systems using code GCN.
[1:20:17.000 --> 1:20:21.000]  Call or click 1-877-99 Berkey or BigBerkeyWaterFilters.com.
[1:20:21.000 --> 1:20:25.000]  That's 1-877-99-B-E-R-K-E-Y.
[1:20:25.000 --> 1:20:31.000]  With nearly 70 years of history engineering bunkers today, Atlas Survival Shelters is still the authority.
[1:20:31.000 --> 1:20:37.000]  Atlas offers 18 different choices from commercial tornado shelters to underground nuclear fallout shelters,
[1:20:37.000 --> 1:20:42.000]  starting at just 99.99 with 100% financing available, comfortable interiors,
[1:20:42.000 --> 1:20:44.000]  and state-of-the-art air filtration systems.
[1:20:44.000 --> 1:20:49.000]  Atlas Survival Shelters are the most popular private survival shelters in the world.
[1:20:49.000 --> 1:20:54.000]  Call 1-855-4 Bunker now, or visit AtlasSurvivalShelters.com.
[1:20:56.000 --> 1:21:00.000]  Myco ZX is back in after five plus months sold out.
[1:21:00.000 --> 1:21:03.000]  Talk about next level probiotic. It's the antifungus anti-yeast.
[1:21:03.000 --> 1:21:08.000]  It's the latest technology of 4.8 stars. It's been sold out for months, big waiting lists, limited amount,
[1:21:08.000 --> 1:21:11.000]  because it's so hard to get the compounds and to have them be California standards.
[1:21:11.000 --> 1:21:12.000]  Nobody's got something that's good.
[1:21:12.000 --> 1:21:18.000]  Save 30% off of Myco ZX and get the gut health support back when you get it with the biome defense,
[1:21:18.000 --> 1:21:20.000]  50 billion live in each pill.
[1:21:20.000 --> 1:21:24.000]  Probiotic Myco ZX contains seven of the world's most powerful organic and well-crafted ingredients
[1:21:24.000 --> 1:21:27.000]  designed to attack and melt away the membrane of yeast and fungal organisms.
[1:21:27.000 --> 1:21:33.000]  Start fighting back against hidden yeast and fungus with Myco ZX. InfoWarsLife.com, before it sells out again,
[1:21:33.000 --> 1:21:36.000]  10% off when you choose auto-ship.
[1:21:36.000 --> 1:21:39.000]  It's kind of embarrassing to get family and crew members on that, you know, have irritable bowel
[1:21:39.000 --> 1:21:42.000]  and Crohn's type stuff that didn't exist years ago, now it's epidemic.
[1:21:42.000 --> 1:21:45.000]  But I'm getting ready to have a bunch of folks go ahead and come on here and tell you what it did for them,
[1:21:45.000 --> 1:21:47.000]  because regardless, you can't lose your fun in the operation.
[1:21:47.000 --> 1:21:53.000]  InfoWarsLife.com, InfoWarsStore.com, or AAA-2533139.
[1:21:53.000 --> 1:21:58.000]  It's been said, any society is only three missed meals away from chaos.
[1:21:58.000 --> 1:22:00.000]  Those times may be near.
[1:22:00.000 --> 1:22:05.000]  Think about it, our country faces multiple terrorist threats and aggressions from Russia and North Korea.
[1:22:05.000 --> 1:22:10.000]  Social unrest and violent marches yet again may lead to looting of stores and city shutdowns.
[1:22:10.000 --> 1:22:16.000]  And our crumbling infrastructure leaves our power grid vulnerable to long-term outages from a single cyber attack.
[1:22:16.000 --> 1:22:22.000]  When the chaos from any one of these threats arises, the government knows it can't provide during a widespread national emergency.
[1:22:22.000 --> 1:22:25.000]  That's why you need your own plan for self-reliance.
[1:22:25.000 --> 1:22:28.000]  That's where MyPatriot Supply comes in.
[1:22:28.000 --> 1:22:32.000]  Get a four-week survival food supply for only $99.
[1:22:32.000 --> 1:22:34.000]  That includes breakfast, lunches, and dinners.
[1:22:34.000 --> 1:22:37.000]  Order online at PrepareWithGCN.com.
[1:22:37.000 --> 1:22:45.000]  $99 for four weeks of survival food that tastes like homemade cooking and lasts up to 25 years from MyPatriot Supply.
[1:22:45.000 --> 1:22:49.000]  Get your kits today at PrepareWithGCN.com.
[1:22:49.000 --> 1:22:54.000]  Free shipping is included. Prepare with GCN.com.
[1:22:54.000 --> 1:22:57.000]  You've heard the phrase, you are what you eat, not true.
[1:22:57.000 --> 1:22:59.000]  Actually, you are what you can't absorb.
[1:22:59.000 --> 1:23:03.000]  So if the vitamins and supplements you now take are not being absorbed, what good are they?
[1:23:03.000 --> 1:23:10.000]  Introducing Protovite, a proprietary liquid system that allows premium quality nutrients to positively affect the blood in an astonishing five minutes.
[1:23:10.000 --> 1:23:14.000]  Watch our amazing two-minute live blood cell video at TrueHealthFacts.com.
[1:23:14.000 --> 1:23:21.000]  That's TrueHealthFacts.com. Then call 502-410-3411. Protovite is nutrition you can feel.
[1:23:21.000 --> 1:23:45.000]  Protovite is nutrition that gets in.
[1:23:51.000 --> 1:23:56.000]  PrepareWithGCN.com.
[1:24:21.000 --> 1:24:25.000]  You are seeing the incredible image on screen.
[1:24:25.000 --> 1:24:30.000]  We're going to be breaking down for TV and radio listeners right now.
[1:24:30.000 --> 1:24:34.000]  One is an article out of USA Today.
[1:24:34.000 --> 1:24:35.000]  Do I have depression?
[1:24:35.000 --> 1:24:45.000]  Google adds screening quiz to search results written by drug companies to induce you to get on serotonin reuptake inhibitors.
[1:24:45.000 --> 1:24:47.000]  And here is the Daily Mail.
[1:24:47.000 --> 1:24:58.000]  Warning for those on antidepressants. The commonly prescribed drugs raise the risk of early death by 33% in major new study.
[1:24:58.000 --> 1:25:00.000]  Now why is that important?
[1:25:00.000 --> 1:25:18.000]  Under George W. Bush, back in 2005, they passed the New Freedom Initiative that by 2015 wanted to screen all American schoolchildren.
[1:25:18.000 --> 1:25:23.000]  And they had a projection by 2020 to have 50% on psychotropics.
[1:25:23.000 --> 1:25:26.000]  That was the stated goal. Written by drug companies.
[1:25:26.000 --> 1:25:32.000]  Screen everybody and put half the kids on it. Already 24% of the public is on them.
[1:25:32.000 --> 1:25:39.000]  Just this class of drugs is psychotropic and has an electrified system of fluoride in it.
[1:25:39.000 --> 1:25:46.000]  This is what the pharmacists and chemists have broken down for us in brain surgeons that literally eats holes in your brain.
[1:25:46.000 --> 1:25:53.000]  You've all heard that ecstasy, if you take it too often, will eat holes in your brain because it forces chemicals to the brain.
[1:25:53.000 --> 1:25:57.000]  That's if you take ecstasy, say even a couple dozen times, it lowers IQ.
[1:25:57.000 --> 1:26:02.000]  This, ladies and gentlemen, is long term same class.
[1:26:02.000 --> 1:26:07.000]  In fact, as strong just doesn't cause the euphoria. It will destroy you.
[1:26:07.000 --> 1:26:13.000]  And the inserts say it'll lower your IQ and cause psychotic breaks and cause you to increase suicide.
[1:26:13.000 --> 1:26:15.000]  It's why every mass shooter you ever heard of.
[1:26:15.000 --> 1:26:18.000]  Where you hear about some crazy guy, goes in a Walmart and shoots a cop for no reason.
[1:26:18.000 --> 1:26:22.000]  No criminal record, he's some computer programmer. You look it up, later he's on it.
[1:26:22.000 --> 1:26:25.000]  Dr. Grips here for the next hour plus with us to go over this.
[1:26:25.000 --> 1:26:27.000]  We'll get into all the other news as well.
[1:26:27.000 --> 1:26:32.000]  But he was sent this by a whistleblower psychiatrist, now in the schools.
[1:26:32.000 --> 1:26:34.000]  He looked up the program he was told about.
[1:26:34.000 --> 1:26:37.000]  Sure enough, it's there. Here it is, first time ever.
[1:26:37.000 --> 1:26:40.000]  This is being given to kindergartners and first graders.
[1:26:40.000 --> 1:26:42.000]  And the second grade, Chris, are you sad?
[1:26:42.000 --> 1:26:46.000]  Shows a crying Joey or a baby kangaroo.
[1:26:46.000 --> 1:26:49.000]  Notice his gender neutral here too, Chris.
[1:26:49.000 --> 1:26:55.000]  Gender neutral and it walks you into how you are depressed and you need to tell them you're depressed.
[1:26:55.000 --> 1:26:58.000]  Because you're going to diagnose yourself as a six-year-old now.
[1:26:58.000 --> 1:27:01.000]  And they're going to put you on the drugs.
[1:27:01.000 --> 1:27:04.000]  And it asks about your parents and everything else.
[1:27:04.000 --> 1:27:10.000]  This is so sick and they color these in and then they talk to the counselor about it.
[1:27:10.000 --> 1:27:13.000]  This is pure evil, just like that death education for kids.
[1:27:13.000 --> 1:27:15.000]  An anti-suicide education starting in the 90s.
[1:27:15.000 --> 1:27:18.000]  It tripled suicide nationwide. They know it.
[1:27:18.000 --> 1:27:20.000]  This is the sick evil.
[1:27:20.000 --> 1:27:22.000]  And what's the professor say?
[1:27:22.000 --> 1:27:24.000]  We see to get rid of all the whites in the United States.
[1:27:24.000 --> 1:27:27.000]  She's a white lady. We're going to play that clip from the big UN meeting in Houston.
[1:27:27.000 --> 1:27:29.000]  So we're going to get to that.
[1:27:29.000 --> 1:27:32.000]  So Dr. Gribbs is going to break all this down.
[1:27:32.000 --> 1:27:34.000]  But if you've just joined us, Chris, are you sad?
[1:27:34.000 --> 1:27:36.000]  We're going to go over that.
[1:27:36.000 --> 1:27:38.000]  We're going to go over the reports here.
[1:27:38.000 --> 1:27:44.000]  The professor at the big meeting on vaccines to make a mandatory said just get rid of all the whites in the United States.
[1:27:44.000 --> 1:27:49.000]  Here's a close quote. Here's another one, fluoride exposure in utero linked to lower IQs in kids.
[1:27:49.000 --> 1:27:52.000]  That's CNN finally reporting what we told you decades ago.
[1:27:52.000 --> 1:28:02.000]  And that ties into all this other news that I'm going to go over here where Google is telling you with a computer, you're depressed.
[1:28:02.000 --> 1:28:05.000]  This is all coming up. Dr. Gribbs, we're going to break in two minutes.
[1:28:05.000 --> 1:28:09.000]  But this is massive, this coloring book and how they're abusing our children.
[1:28:09.000 --> 1:28:14.000]  Yes, it's really, it does kind of make you sick when you think about it.
[1:28:14.000 --> 1:28:15.000]  This is beyond.
[1:28:15.000 --> 1:28:24.000]  It's really a covert agenda that started in the 1960s with psychiatry to by the year 2000 get the majority of people on psychotropic medications.
[1:28:24.000 --> 1:28:30.000]  And what's really sad about it is the children these days are the ones that are suffering the most.
[1:28:30.000 --> 1:28:36.000]  All of these screenings that are taking place as a matter of fact in Texas and most states have these already.
[1:28:36.000 --> 1:28:42.000]  This bill goes into effect right this month in Texas, which is HB number 1600.
[1:28:42.000 --> 1:28:57.000]  And that states that children are required, not children ages 12 to 19 require at least one mental health screening be provided under the program using one or more validated standardized mental health screening.
[1:28:57.000 --> 1:29:00.000]  And it'd be one thing if they just saw you risk schizophrenic or something.
[1:29:00.000 --> 1:29:02.000]  No, this is written by drug companies nationwide.
[1:29:02.000 --> 1:29:15.000]  All the states have now adopted it. It's taken them years to do it a decade to put it in place to then go in with guidelines written by big pharma in their own words to get you on drugs and get you a psychological designation.
[1:29:15.000 --> 1:29:29.000]  Right. And in most psychological drugs, I mean, as you described earlier, massive violence, massive depression, cause disruptions, five year old kids are committing suicide and slaughtering the family pets right now.
[1:29:29.000 --> 1:29:37.000]  And the insert says it. We're going to come back and give you the floor to walk through this. This is so abusive to our children written by a big pharma.
[1:29:37.000 --> 1:29:44.000]  And they all want to also make vaccines mandatory while they've given them vaccine protection liability. They know what they're doing.
[1:29:44.000 --> 1:30:00.000]  That's why she told you she wants to kill you.
[1:30:15.000 --> 1:30:25.000]  Whenever any form of government becomes destructive of these ends, it is the right of the people to alter or to abolish it and to institute new government.
[1:30:25.000 --> 1:30:33.000]  Independence isn't a day. It's a mindset, an attitude that says, I will not be your dependent. I will not be your slave.
[1:30:33.000 --> 1:30:39.000]  Dependence and slavery is a chain that is forged link by link with gradual infringements.
[1:30:39.000 --> 1:30:48.000]  You trade your liberty for safety. To that extent, you become their slave. Slaves are never safe. You won't get rich by being a slave.
[1:30:48.000 --> 1:30:53.000]  Guard your liberty. Regard with suspicion anyone who tries to take it.
[1:30:53.000 --> 1:31:13.000]  BrefaWars.com. I'm David Knight.
[1:31:24.000 --> 1:31:34.000]  We need to be able to keep up the pace. Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[1:31:34.000 --> 1:31:44.000]  Wake up refreshed and take on the day. InfowarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[1:31:44.000 --> 1:31:48.000]  Get the sleep you deserve and experience the power of knockout.
[1:31:48.000 --> 1:31:56.000]  Head on over to InfowarsLife.com and say goodbye to fatigue. That's InfowarsLife.com.
[1:31:56.000 --> 1:32:01.000]  As most of you already know, I am a voracious consumer of news and information.
[1:32:01.000 --> 1:32:14.000]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact that our ancient ancestors, in many cases, had much better nutrition than we do today.
[1:32:14.000 --> 1:32:21.000]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[1:32:21.000 --> 1:32:35.000]  And so I set out to develop caveman, but to not just have concentrated bone broth from chicken, but seven other superfood ingredients known for cleansing and supercharging the body at the same time.
[1:32:35.000 --> 1:32:45.000]  Infowars isn't just fighting the globalist. We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[1:32:45.000 --> 1:33:09.000]  Caveman is back in stock. People absolutely love it. So please secure your caveman today at InfowarsLife.com or by calling toll-free triple-A-253-3139.
[1:33:09.000 --> 1:33:22.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[1:33:22.000 --> 1:33:31.000]  Imagine your big pharma. You support eugenics. You support race studies. You support IBM. You finance Hitler.
[1:33:31.000 --> 1:33:47.000]  You support forced sterilization of millions of American schoolchildren in the 20s, 30s, 40s, and even 50s. You support injecting black people secretly by the hundreds of thousands with live syphilis so they can spread it in their communities.
[1:33:47.000 --> 1:34:00.000]  And that's just some of what's declassified. You take thousands of foster children, mainly white appellations, and you radiate them to death in secret radiation studies that were finally suspended in 1972.
[1:34:00.000 --> 1:34:18.000]  That's declassified Department of Energy 1987. Why am I mentioning all this? Because you can look it up yourself. In the mid-80s, they created the Vaccine Damage Fund so that they could secretly have secret courts that paid people out for vaccines,
[1:34:18.000 --> 1:34:25.000]  killing their kids, brain damaging them, you name it. And then they tell you on the news, safe and effective, there are no side effects.
[1:34:25.000 --> 1:34:35.000]  Folks, by law, the inserts in the package that the doctor gets says it can kill you, says it can brain damage you, and says quite commonly it will give you an autoimmune disorder.
[1:34:35.000 --> 1:34:44.000]  Guillain-Barre's Neurological Disorders. Doctor Group's here with us right now, but I want to show you something shocking and then give him the floor to cover this.
[1:34:44.000 --> 1:34:52.000]  The new Freedom Initiative that Congress passed in 2005 had to then be passed by all 50 states. Most of them have done it.
[1:34:52.000 --> 1:35:06.000]  And the goal stated by Big Pharma, we had Ron Paul on the time when he was a congressman, and others, said Big Pharma has written the guidelines, written the coloring books, written the materials, written the screening,
[1:35:06.000 --> 1:35:18.000]  and that they want by 2015 to have this in place nationwide and soon after, and now we're here, 2017, a few years late, we want to drug half the kids.
[1:35:18.000 --> 1:35:27.000]  So here's the goal of the new Freedom Initiative. You can search engine it. Well, Doctor Group points out the legislature in Texas is one of the last, they just passed it.
[1:35:27.000 --> 1:35:39.000]  Here's the coloring book, the children are being given in kindergarten, elementary, and second grade. So kindergarten, first and second grade, and it's so sick, it's a baby kangaroo.
[1:35:39.000 --> 1:35:46.000]  Chris's mommy took Chris to a special doctor. The doctor's a teddy bear. This is just like a child molester.
[1:35:46.000 --> 1:35:54.000]  I mean, you know, getting the car kid, we got a teddy bear. You know, the doctor had something between his legs for the baby. I mean, this is a lollipop.
[1:35:54.000 --> 1:36:04.000]  This is so sick, folks. This is what, and they got your kid captured coming in with guidelines by law, going to test them and then going to try to force drug them.
[1:36:04.000 --> 1:36:11.000]  And California already passed the law to vaccinate your kid without your consent. So they're here. They're out of control.
[1:36:11.000 --> 1:36:17.000]  Just a few headlines, though, because they got to target kids now because adults realize this is bad. This is out of the Daily Mail.
[1:36:17.000 --> 1:36:25.000]  Warning for those in antidepressants. The commonly prescribed drug raises the risk of early death by 33%.
