[00:00:00.409 --> 00:00:02.792]  Find out right now!
[00:45:08.596 --> 00:45:29.790]  You see, and what this does is it immediately makes pastors and talk show hosts like yourself and others indictable for holding up people to intimidation, saying, for example, of homosexuals that because they have a higher rate of AIDS, they are not fit, perhaps, to be fixing your hamburger in the local deli, and things like that.
[00:45:29.790 --> 00:45:34.132]  You see, those were rights which were guaranteed to blacks under the Civil Rights Act of 1965.
[00:45:35.561 --> 00:45:54.825]  And the legislation that that so-called... They've also said that you can't talk about how illegal aliens, over 7,000 cases of leprosy now a year, it was completely eradicated here until it showed up again in 2001, and now 7,000 plus cases a year, mainstream news, just type it into Google, 7,000 plus cases of leprosy will come up.
[00:45:54.825 --> 00:46:01.367]  You're not supposed to talk about drug immune or highly resistant, extreme drug resistant, TB spreading everywhere.
[00:46:01.367 --> 00:46:02.787]  You talk about that, you go to prison.
[00:46:03.488 --> 00:46:04.088]  That's right.
[00:46:04.088 --> 00:46:10.895]  You would be holding up both Chicanos and so on to intimidating remarks, intimidating ideas which might
[00:46:11.357 --> 00:46:19.965]  I've caused them to feel like they weren't worthy of pursuing every possible... When in truth, we don't want Russians and Mexicans coming in with drug-resistant TB.
[00:46:19.965 --> 00:46:21.946]  I mean, and now it's spreading everywhere.
[00:46:21.946 --> 00:46:25.349]  They're locking people up who have it, but we can't check it at the border.
[00:46:25.349 --> 00:46:26.070]  Yes.
[00:46:26.070 --> 00:46:37.340]  Well, the thing that's scary about this legislation is, you know, I have described this as requiring a good deal of adjustment and adjudication by judges after it was actually passed.
[00:46:38.053 --> 00:46:47.377]  Uh, and that's been the pattern in Canada, where the bill is passed and then it's given to judges to broaden it to cover speech crimes as well as violent bias crimes.
[00:46:47.377 --> 00:46:50.898]  But the truth of the matter is, this legislation is ready to go.
[00:46:50.898 --> 00:46:58.501]  Well, the point I'm trying to make, the point I'm trying to make, Ted Pike, is that they're already, without even a law, arresting people.
[00:46:58.501 --> 00:47:04.983]  I get videos every week now where they just walk up and go, I'm arresting you, and now the police say, you're a terrorist and arrest you.
[00:47:05.443 --> 00:47:07.685]  I mean, and laugh about it.
[00:47:07.685 --> 00:47:10.206]  I mean, I'm talking about snickering and giggling.
[00:47:10.206 --> 00:47:14.830]  I mean, I want the public to know it can happen and it is happening here.
[00:47:14.830 --> 00:47:20.533]  They're already running around foaming at the mouth arresting Christians and charging them with 47-year crimes.
[00:47:20.533 --> 00:47:34.983]  Kelly Rushing, upstanding member of the community, was in the newspaper in Lyon County, Kentucky, gave a Ron Paul video to a police officer and they arrested him and charged him and it went to trial and he almost went to prison.
[00:47:35.604 --> 00:47:37.647]  Okay folks, this isn't a joke!
[00:47:37.647 --> 00:47:39.150]  And it isn't just Christians!
[00:47:39.150 --> 00:47:40.292]  They're coming for us!
[00:47:40.292 --> 00:47:41.313]  Do you understand?
[00:47:46.280 --> 00:47:51.926]  That federal agents are involved in hate crimes or arrests, even though they don't have jurisdiction at this moment.
[00:47:51.926 --> 00:48:05.639]  But what this will do, it will be to legitimize it on the level, creating a massive hate crimes bureaucracy with all the authority and the prerogatives and the resources of the federal government, to come down like Lynn Abraham did in Philadelphia
[00:48:06.079 --> 00:48:09.162]  All over the nation at the, at exactly the same time.
[00:48:09.162 --> 00:48:11.944]  Can you imagine the local hate crime office?
[00:48:11.944 --> 00:48:13.925]  I mean, that is the actual commissariat.
[00:48:13.925 --> 00:48:28.637]  For those that don't know, I was shocked a decade ago when I actually read real Soviet history and actually read Solzhenitsyn and actually found out that they called it hate crimes then and hate speech and that that's what they would take you to the gulag for, was criticizing the state.
[00:48:28.637 --> 00:48:30.599]  My God, Ted, people don't know.
[00:48:30.599 --> 00:48:35.463]  Well, actually, after the Bolshevik Revolution, the Lenin made it a capital crime in Russia.
[00:48:35.939 --> 00:48:42.341]  To identify Jews as the architects of the revolution, of the commissars, and so on.
[00:48:42.341 --> 00:48:53.384]  And that's pretty much the same situation today, really, where it's off-limits to use the sacred J-word to describe ADL as the architects behind its legislation.
[00:48:53.384 --> 00:48:53.804]  But you know what?
[00:48:53.804 --> 00:48:57.165]  My website at www.truthtellers.org
[00:48:57.836 --> 00:49:08.524]  We have a link there to the ADL website where for 14 pages at ADL.org they describe how they have meticulously saddled 45 U.S.
[00:49:08.524 --> 00:49:13.048]  states now in the Union with hate crimes laws which are very capable
[00:49:13.408 --> 00:49:17.610]  In case they can't pass the federal law, they can do the same thing.
[00:49:17.610 --> 00:49:22.712]  Well, you know it's the crown and the big jewel in the crown.
[00:49:22.712 --> 00:49:31.576]  Remember like eight years ago, MTV for an entire day ran the names of people killed in hate crimes and said ban the First Amendment?
[00:49:31.576 --> 00:49:41.720]  I mean, when there's a national push like this that never stops, you know it's because the New World Order has got to silence free speech if they're going to be able to take this country down.
[00:49:42.120 --> 00:49:42.860]  That's right.
[00:49:42.860 --> 00:49:46.362]  Well, you know, we only have a couple days now to protest in the House.
[00:49:46.362 --> 00:49:47.763]  I'll be very, very blunt.
[00:49:47.763 --> 00:49:51.905]  It is overwhelmingly stacked against us with not only the Democrats in control,
[00:49:52.501 --> 00:50:01.703]  But literally, there's 40 or 50 members of the House which we would have to convert over, but we've got to just have literally a volcanic upheaval.
[00:50:01.703 --> 00:50:06.444]  Now wait, with your help and your leadership, Ted, we've beaten this, what, the last seven years in a row?
[00:50:06.444 --> 00:50:08.144]  Well, yes, we have beaten it.
[00:50:08.144 --> 00:50:13.525]  In fact, we defeated it three times in the last past two years, but this is a new agenda.
[00:50:13.525 --> 00:50:14.405]  Let me test my memory.
[00:50:14.405 --> 00:50:16.706]  Where do I get the number we've beaten in the last seven years?
[00:50:17.926 --> 00:50:21.527]  Well, you mean tell you how it happened?
[00:50:21.527 --> 00:50:23.648]  I just remember interviewing you over the last seven years.
[00:50:23.648 --> 00:50:25.408]  Is that an accurate number?
[00:50:25.408 --> 00:50:31.170]  Well, you haven't interviewed me over, but I've been fighting it since 1998 when the ADL first introduced it.
[00:50:31.170 --> 00:50:31.770]  No, I know that.
[00:50:31.770 --> 00:50:38.732]  I just remember, I'm just seeing my memories failing me, that haven't they introduced this at least the last seven years, similar bills?
[00:50:38.732 --> 00:50:41.113]  Yeah, off and on over the last seven years.
[00:50:41.113 --> 00:50:43.033]  It's been defeated about five times.
[00:50:43.033 --> 00:50:44.754]  They're very frustrated.
[00:50:45.174 --> 00:50:51.859]  But here, right now, they have the numbers to pass the bill unless the American people speak out.
[00:50:51.859 --> 00:50:58.764]  But there has never, without any doubt, there has never been legislation as dangerous as H.R.
[00:50:58.764 --> 00:50:58.884]  1592.
[00:50:58.884 --> 00:51:04.188]  It's called the Local Law Enforcement Hate Crimes Prevention Act, which has now come through.
[00:51:04.949 --> 00:51:17.201]  Should the proper name be Federalization of Police and Thought Crime Bureau?
[00:51:17.201 --> 00:51:22.887]  Well, I thought it should be called the Local Law Enforcement Hate Crimes Takeover Act.
[00:51:25.583 --> 00:51:27.664]  Takeover Act, something to that effect.
[00:51:27.664 --> 00:51:33.068]  It is a massive unification of states' rights in law enforcement with federal... Stay there, Ted.
[00:51:33.068 --> 00:51:33.828]  Stay there, Ted.
[00:51:33.828 --> 00:51:34.869]  Tell us about the bill on the other side.
[00:51:34.869 --> 00:51:42.113]  It's here, after a year in production and traveling to distant lands.
[00:51:42.113 --> 00:51:44.454]  My new film, Terror Storm, is complete.
[00:51:44.454 --> 00:51:51.999]  Shocking declassified government documents prove that Western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:52.768 --> 00:52:00.233]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:00.233 --> 00:52:11.960]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:11.960 --> 00:52:15.923]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:15.923 --> 00:52:18.184]  It's an anthology of government crimes.
[00:52:18.184 --> 00:52:22.027]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:22.617 --> 00:52:36.965]  Get your copy today at Infowars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:52:36.965 --> 00:52:48.451]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[00:52:48.451 --> 00:52:51.933]  The revolutionary Berkey Light removes pathogenic bacteria
[00:52:52.193 --> 00:52:56.697]  Cysts, parasites, and harmful or unwanted chemicals to below detectable levels.
[00:52:56.697 --> 00:53:00.860]  It also removes foul tastes and odors like that rotten egg smell of sulfide.
[00:53:00.860 --> 00:53:07.626]  And it reduces nitrates and unhealthy minerals like lead and mercury while leaving in the healthful and nutritional minerals your body needs.
[00:53:07.626 --> 00:53:13.350]  The Berkey Light is so powerful it can purify raw untreated water from remote lake streams and stagnant ponds.
[00:53:13.350 --> 00:53:17.934]  The Berkey Light is transparent and glows in the dark with its rechargeable LED lighting system.
[00:53:18.174 --> 00:53:20.317]  So it can be used as a night light or camp light.
[00:53:20.317 --> 00:53:22.340]  Get the Berkey Light Purifier for only $279.
[00:53:22.340 --> 00:53:23.061]  Call New Millennium at 888-803-4438.
[00:53:23.061 --> 00:53:23.381]  That's 888-803-4438.
[00:53:23.381 --> 00:53:24.803]  Or order on the web at berkeywater.com.
[00:53:24.803 --> 00:53:25.945]  Not yet available in Iowa.
[00:53:35.245 --> 00:53:37.167]  Hello friends, Alex Jones here.
[00:53:37.167 --> 00:53:41.212]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:53:41.212 --> 00:53:43.935]  An intruder has taken your personal possessions.
[00:53:43.935 --> 00:53:50.302]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[00:53:50.302 --> 00:53:55.187]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[00:53:55.387 --> 00:54:04.737]  Every time you walk away from your computer, leaving your internet connection on, you are virtually inviting hackers, criminals, and Big Brother to access your personal information.
[00:54:04.737 --> 00:54:11.024]  Put a stop to this right now with the Net7 Network Security Switch from Net7 Technologies.
[00:54:11.024 --> 00:54:14.047]  Turn your internet on and off with one simple switch.
[00:54:14.187 --> 00:54:17.630]  There's no software to load, and it's so easy to install.
[00:54:17.630 --> 00:54:23.514]  Right now, you can order your NET7 security switch from NET7 Technologies for only $39.95.
[00:54:23.514 --> 00:54:27.037]  For a limited time, receive free shipping with your order.
[00:54:27.037 --> 00:54:29.178]  Visit net7tech.com.
[00:54:29.178 --> 00:54:34.222]  That's NET, the number 7, tech.com, and start protecting yourself today.
[00:54:55.578 --> 00:55:00.382]  Walter Hayfecker joins us coming up in the next hour.
[00:55:00.382 --> 00:55:07.947]  Master beekeeper to cover all the scientific reports and information that he's been going over.
[00:55:07.947 --> 00:55:12.070]  He's also an advisor on one of the big international boards for the Germans.
[00:55:12.070 --> 00:55:14.832]  What's happening to the bees?
[00:55:14.832 --> 00:55:16.053]  We'll see if we get him hooked up.
[00:55:16.053 --> 00:55:22.878]  It's always weird getting somebody on from, you know, inside Europe with all the time zones and the language and all the rest of it.
[00:55:22.878 --> 00:55:23.779]  Reverend Ted Pike at
[00:55:24.910 --> 00:55:26.591]  TruthTellers.org is our guest.
[00:55:26.591 --> 00:55:28.511]  Just in the last few minutes, we've got left.
[00:55:28.511 --> 00:55:29.512]  Ted, get into the bill.
[00:55:29.512 --> 00:55:31.272]  Get into how we fight it.
[00:55:31.272 --> 00:55:32.433]  Can we beat it in the Senate?
[00:55:32.433 --> 00:55:40.395]  Will we have to get states, like we've done with the North American Union and other issues, or the Patriot Act, to say we're not going under federal control?
[00:55:40.395 --> 00:55:42.136]  I mean, what do we do?
[00:55:42.136 --> 00:55:44.137]  Well, right now, people have got to call.
[00:55:44.137 --> 00:55:51.199]  Literally, today, they've got to call their House member from their district, and the toll-free number to Congress is 1-877-8888.
[00:55:54.869 --> 00:55:55.349]  8-5-1-6-4-3-7.
[00:55:55.349 --> 00:55:58.971]  Again, that poll-free number.
[00:55:58.971 --> 00:56:00.332]  8-7-7-8-5-1-6-4-3-7.
[00:56:00.332 --> 00:56:06.076]  Just give them a simple message.
[00:56:06.076 --> 00:56:09.618]  Please don't vote for any hate crimes legislation.
[00:56:09.618 --> 00:56:12.380]  And if you do, I will never vote for you again.
[00:56:12.380 --> 00:56:16.302]  And the situation is very grave in the House.
[00:56:16.302 --> 00:56:21.986]  But again, if there's a volcanic upheaval of protest from the American people, things might change.
[00:56:22.566 --> 00:56:32.035]  Of these people who have gone over, especially the Republicans, might realize that it is best, really at their best, their political advantage to come back over for the hate bill.
[00:56:32.035 --> 00:56:36.659]  In the Senate, the hearings will be going forward very soon.
[00:56:36.659 --> 00:56:38.141]  The Senate bill is in there.
[00:56:38.141 --> 00:56:40.543]  It's SB 1105.
[00:56:40.543 --> 00:56:47.770]  And it might make me have a more optimistic chance there because, you see, you've got to have 60 members of the Senate in order to pass a bill.
[00:56:48.320 --> 00:57:00.404]  The ADL, I believe, has that number, maybe 61, but if we only persuade even two or three Republicans to come back to the fold, we can defeat the hate bill in the Senate.
[00:57:00.404 --> 00:57:04.125]  So, we're going to watch very closely what happens this Thursday.
[00:57:04.125 --> 00:57:17.630]  Immediately, we will be posting at truthtellers.org the names of all the Republicans who have been turncoats and gone over to the pro-hate bill side, and we will be blitzing them and calling for massive
[00:57:18.047 --> 00:57:21.190]  Massive protest against them.
[00:57:21.190 --> 00:57:23.371]  Argumentation coming to them next week.
[00:57:23.371 --> 00:57:33.380]  Ted, I think it's important that we restate here that when we call them, say the hate crime bill, but then add to them, we really know it's a federalization and thought crime bill.
[00:57:34.740 --> 00:57:34.900]  Sure.
[00:57:34.900 --> 00:57:35.461]  Sure.
[00:57:54.025 --> 00:57:55.827]  Yes, well actually I have a very powerful
[00:58:18.728 --> 00:58:21.750]  A flyer at truthtellers.org.
[00:58:21.750 --> 00:58:24.551]  It's called Anti-Hate Laws Will Make You a Criminal.
[00:58:24.551 --> 00:58:34.517]  It has powerful examples of how Christians and free speech advocates have been persecuted in countries like Canada and Europe and so on.
[00:58:34.517 --> 00:58:38.859]  Also very powerful arguments against the fallacies of hate crimes theory and so on.
[00:58:39.281 --> 00:58:57.616]  People should come to TruthTellers.org and print out that flyer, maybe about a dozen of them, and send those immediately, not only to your House member, but we list at TruthTellers.org the 8 to 10 influential legislative aides that are at the elbow of every member of the House.
[00:58:57.616 --> 00:59:00.579]  Send them a copy of this flyer and
[00:59:01.079 --> 00:59:01.800]  There's still time.
[00:59:01.800 --> 00:59:03.962]  If you send it today, it'll be there Monday morning.
[00:59:03.962 --> 00:59:04.663]  I hear you, Ted.
[00:59:04.663 --> 00:59:05.764]  We're out of time.
[00:59:05.764 --> 00:59:07.947]  I want to get you back on next week as this develops.
[00:59:07.947 --> 00:59:09.008]  Thank you so much.
[00:59:09.008 --> 00:59:09.869]  Thank you, Alex.
[00:59:09.869 --> 00:59:10.229]  You bet.
[00:59:10.229 --> 00:59:11.090]  I'm Alex Jones.
[00:59:11.090 --> 00:59:11.710]  It's Genesis.
[00:59:11.710 --> 00:59:15.855]  The website's PrisonPlanet.com.
[00:59:15.855 --> 00:59:20.099]  Order a copy of this show for your friends and family at GCNLive.com or call 877-300-7645.
[00:59:25.686 --> 00:59:31.189]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:59:31.189 --> 00:59:33.510]  Your source for free solar electricity.
[00:59:33.510 --> 00:59:40.753]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:59:40.753 --> 00:59:52.659]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[00:59:52.659 --> 00:59:54.340]  Its multi-voltage capabilities
[00:59:54.500 --> 00:59:57.121]  ...multiple adapters and rechargeable batteries for her.
[00:59:57.121 --> 01:00:01.964]  Simply place the Berkey... ...sun, plug in your application, and you have power.
[01:00:01.964 --> 01:00:07.267]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[01:00:07.267 --> 01:00:12.669]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[01:00:12.669 --> 01:00:13.630]  And tell them Alex Jones sent you.
[01:00:13.630 --> 01:00:14.310]  That's toll-free, 888-803-4438.
[01:00:24.824 --> 01:00:27.226]  Waging war on corruption.
[01:00:27.226 --> 01:00:36.673]  Alex Jones on the GCN Radio Network.
[01:00:36.673 --> 01:00:37.974]  Big Brother.
[01:00:37.974 --> 01:00:39.755]  Mainstream media.
[01:00:39.755 --> 01:00:41.516]  Government cover-ups.
[01:00:41.516 --> 01:00:43.078]  You want answers?
[01:00:43.078 --> 01:00:43.998]  Well, so does he.
[01:00:43.998 --> 01:00:48.822]  He's Alex Jones on the GCN Radio Network.
[01:00:48.822 --> 01:00:52.925]  And now, live from Austin, Texas, Alex Jones.
[01:00:54.082 --> 01:00:59.427]  Honeybees all over the western world are dying.
[01:00:59.427 --> 01:01:17.102]  Major university studies have shown clear links between the pesticide-produced corn, pharmacological crop, bee tea put out by Monsanto, and the bees dying, and they believe a cocktail of other things add to that, but that's the common thread.
[01:01:17.102 --> 01:01:21.066]  Yeah, it's designed to kill bugs that eat it, and the bees eat the pollen and die.
[01:01:21.886 --> 01:01:28.787]  Wow, that's really hard to figure out, but they went and looked at the bees' intestines and found that that is indeed it.
[01:01:28.787 --> 01:01:32.168]  And the government then promptly said, all funding is cut off.
[01:01:32.168 --> 01:01:35.789]  Let's just let the bees die.
[01:01:35.789 --> 01:01:40.909]  Go feel good and give some money to a group that will set up a world tax on carbons.
[01:01:40.909 --> 01:01:49.191]  Let's not worry about dumping toxic waste right in the oceans, or overfishing, or deforestation in the rainforest belts.
[01:01:50.268 --> 01:01:54.249]  Anything that actually could have evidence showing it's a big problem.
[01:01:54.249 --> 01:01:55.350]  Or genetic engineering.
[01:01:55.350 --> 01:01:56.630]  No, no, no, no.
[01:01:56.630 --> 01:01:57.931]  No, no, no, no.
[01:01:57.931 --> 01:02:08.454]  You'd be thrown out of your tea-drinking little coffee shop where you mess with your dreadlocks and talk about the new tattoos you're getting as a phony environmentalist activist if you did that.
[01:02:08.454 --> 01:02:11.015]  If you actually did something that mattered.
[01:02:11.953 --> 01:02:14.375]  So you'll do what the big banks and oil companies are behind.
[01:02:14.375 --> 01:02:17.137]  We have all the documents posted on PrisonPlanet.com right now.
[01:02:17.137 --> 01:02:18.678]  Paul did a big article about it today.
[01:02:18.678 --> 01:02:22.621]  How the oil companies run the whole phony global warming thing.
[01:02:22.621 --> 01:02:25.043]  And the peak oil fraud and the rest of it.
[01:02:25.043 --> 01:02:27.325]  And of course, they'll probably win and get their global tax.
[01:02:27.325 --> 01:02:31.408]  And the continual destruction of the environment will accelerate.
[01:02:31.408 --> 01:02:32.069]  And it won't matter.
[01:02:32.069 --> 01:02:33.170]  You'll just feel good about it.
[01:02:33.170 --> 01:02:35.291]  And they'll go follow the phony issues they tell you about.
[01:02:35.291 --> 01:02:38.434]  Alright, I'm already getting a little bit smart mouthed there.
[01:02:38.434 --> 01:02:40.415]  And nothing against dreadlocks or tattoos.
[01:02:42.426 --> 01:02:43.867]  There's some cool people that are like that.
[01:02:43.867 --> 01:02:46.310]  You know the phonies I'm talking about.
[01:02:46.310 --> 01:02:48.852]  Or the little, you know, sandal liberals at your door.
[01:02:48.852 --> 01:02:50.133]  Give money to Greenpeace.
[01:02:50.133 --> 01:02:51.034]  It's for Earth.
[01:02:51.034 --> 01:02:52.376]  Give money to Nature Conservancy.
[01:02:52.376 --> 01:02:55.979]  Give money to... All corporate-controlled.
[01:02:55.979 --> 01:03:02.986]  Before I come back with our guest from Deutschland, I would like to encourage all of you to visit PrisonPlanet.com and Infowars.com.
[01:03:04.008 --> 01:03:14.511]  And to support us, we've got a lot of big projects that we want to launch that take capital to do it as we accelerate into darker waters, but we are having an effect.
[01:03:14.511 --> 01:03:28.215]  Plus, there are great videos and books that we carry, so visit InfoWars.com and get Road to Tyranny, Martial Law, Terror Storm, The Order of Death, and the other videos we carry, like America, Freedom to Fascism.
[01:03:28.215 --> 01:03:32.536]  These are the originals that the actual producers and actual directors made, so they actually
[01:03:33.169 --> 01:03:34.410]  Get some support.
[01:03:34.410 --> 01:03:38.934]  You support us, and you support them, and you get a great material, a high-quality original.
[01:03:38.934 --> 01:03:49.121]  Again, at infowars.com, or simply call toll-free to get Loose Chain 2nd Edition, or 9-11 Mysteries Demolitions, or any of the other films we carry.
[01:03:49.121 --> 01:03:49.181]  888-253-3139.
[01:03:49.181 --> 01:03:50.102]  888-253-3139 is the number.
[01:03:58.487 --> 01:04:06.956]  We've got a lot of big discounts where you can get America Freedom to Fascism as low as $9.95, Terror Storm as low as $9.95 as part of package deals.
[01:04:06.956 --> 01:04:13.522]  We have t-shirts as low as $9.95 that say 9-11 is an inside job, which will definitely make friends and enemies quick.
[01:04:13.522 --> 01:04:20.650]  You want to meet like-minded people, wear that down the boulevard, down the avenue, down the street, and see what down the lane
[01:04:22.018 --> 01:04:23.239]  I'm sorry.
[01:04:23.239 --> 01:04:25.240]  It's just that I like to do that.
[01:04:25.240 --> 01:04:34.866]  I have an effect, ladies and gentlemen, 9-11, Inside Job, Infowars.com, bumper stickers, ball caps, all very close to what it cost us.
[01:04:34.866 --> 01:04:50.415]  It's all about having the Infowar here, but we hope you will join us at Infowars.com and get as many books and videos as you can afford and get them out to people because we are on the front lines and we are fighting tooth and nail just to even try to get the word out here.
[01:04:51.195 --> 01:04:54.297]  And through, frankly, a lot of adversity many times.
[01:04:54.297 --> 01:05:00.222]  So we certainly hope that you will support us at InfoWars.com or by calling toll-free 888-253-3139.
[01:05:00.222 --> 01:05:04.445]  You can also write to me, Alex Jones, at 3001 South Lamar, Suite 100, Austin, TX 78704 or PrisonPlanet.tv.
[01:05:14.568 --> 01:05:15.750]  And all my films are there.
[01:05:15.750 --> 01:05:16.992]  Ted Pike's videos are there.
[01:05:16.992 --> 01:05:18.254]  PrisonPlanet.tv.
[01:05:18.254 --> 01:05:19.556]  15 cents a day.
[01:05:19.556 --> 01:05:21.339]  An amazing activist tool.
[01:05:21.339 --> 01:05:22.180]  Go there.
[01:05:22.180 --> 01:05:23.642]  Burn it to DVD.
[01:05:23.642 --> 01:05:24.744]  Burn it to disc.
[01:05:24.744 --> 01:05:26.006]  PrisonPlanet.tv.
[01:05:26.006 --> 01:05:27.208]  15 cents a day.
[01:05:27.208 --> 01:05:27.849]  We'll be right back.
[01:05:33.408 --> 01:05:42.735]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and MTBE to below detectable limits.
[01:05:42.735 --> 01:05:54.304]  Black Berkey elements are so powerful they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[01:05:54.304 --> 01:06:00.008]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum are no problem.
[01:06:00.348 --> 01:06:00.829]  I think so.
[01:06:18.166 --> 01:06:20.028]  Let's get a 2-pack, only $99, or a 4-pack, only $188.
[01:06:20.028 --> 01:06:20.929]  Call New Millennium, 888-03-4438.
[01:06:20.929 --> 01:06:21.289]  That's 888-03-4438.
[01:06:21.289 --> 01:06:22.691]  Or order on the web at Berkeywater.com.
[01:06:35.453 --> 01:06:41.278]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:06:41.278 --> 01:06:48.845]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:06:49.611 --> 01:06:57.072]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:06:57.072 --> 01:07:08.794]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:07:08.794 --> 01:07:12.775]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:07:12.775 --> 01:07:15.015]  It's an anthology of government crimes.
[01:07:15.015 --> 01:07:18.856]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:07:19.460 --> 01:07:26.787]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:07:32.208 --> 01:07:35.309]  Have you ever thought about what's in your shampoo, soap, or detergent?
[01:07:35.309 --> 01:07:40.832]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[01:07:40.832 --> 01:07:46.574]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[01:07:46.574 --> 01:07:48.035]  Hi, this is Alex Jones.
[01:07:48.035 --> 01:07:56.899]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membrane.
[01:07:57.359 --> 01:07:59.201]  Now compare a Calbin Pure Soap.
[01:07:59.201 --> 01:08:03.406]  All natural, earth friendly, no harsh chemicals, no animal testing.
[01:08:03.406 --> 01:08:08.432]  They're safe and you save 85% of the money you're spending on cleaning products now.
[01:08:08.432 --> 01:08:10.775]  Start saving over $1,000 a year for your family of four.
[01:08:12.256 --> 01:08:13.337]  Keep it natural.
[01:08:13.337 --> 01:08:17.398]  Call Calbin Pure Soap for a free catalog at 1-800-340-7091.
[01:08:17.398 --> 01:08:21.740]  Or log on to 5starsoap.com.
[01:08:21.740 --> 01:08:25.982]  Try Calbin Pure Soaps, and I'll bet you'll never use any other cleaning products again.
[01:08:25.982 --> 01:08:32.345]  Call 1-800-340-7091 for all your cleaning needs.
[01:08:32.345 --> 01:08:35.127]  He's the T-Rex of political talk.
[01:08:35.127 --> 01:08:37.908]  Alex Jones on the GCN Radio Network.
[01:08:53.534 --> 01:09:03.748]  Police across America are arresting 9-11 truthers, they're arresting liberals, they're arresting conservatives.
[01:09:04.804 --> 01:09:11.288]  There's no laws against free speech, but police and security guards run up and say, you are a terrorist, he's got a bomb.
[01:09:11.288 --> 01:09:13.990]  By the way, in the Patriot Act, that's 10 years in prison.
[01:09:13.990 --> 01:09:15.971]  But again, it's all selectively enforced.
[01:09:15.971 --> 01:09:18.633]  If you or I did that, we'd go to prison, and probably we should.
[01:09:18.633 --> 01:09:24.337]  Now, that's coming up in the next hour with Luke Radowsky, and we're going to play that audio here on air of what happened in New York.
[01:09:24.337 --> 01:09:25.918]  It's unbelievable.
[01:09:25.918 --> 01:09:29.240]  For the next 30 minutes, I am joined from Germany
[01:09:31.841 --> 01:09:36.084]  With the individual who is cited as one of the leading experts.
[01:09:36.084 --> 01:09:39.286]  He is an expert beekeeper, master beekeeper.
[01:09:39.286 --> 01:09:41.148]  He advises the German government.
[01:09:41.148 --> 01:09:45.571]  He sits on the board of scientists and professors that have been looking at this.
[01:09:45.571 --> 01:09:49.313]  It's really hard to go through his gigantic bio.
[01:09:49.313 --> 01:09:52.956]  Bruce Spiegel did a big article on him a few weeks ago, March 22nd.
[01:09:52.956 --> 01:09:57.019]  Are GM crops killing bees?
[01:09:57.019 --> 01:10:00.161]  And it goes into how they have pharmacological corn,
[01:10:01.323 --> 01:10:03.826]  They also have chemical corn.
[01:10:03.826 --> 01:10:09.533]  These biocrops is the proper name and they actually create pesticide in them so bugs won't eat them.
[01:10:10.111 --> 01:10:11.831]  But see, bees don't know that.
[01:10:11.831 --> 01:10:12.912]  And they get the pollen.
[01:10:12.912 --> 01:10:14.572]  It's one of their favorite treats.
[01:10:14.572 --> 01:10:19.213]  There's a lot of pollen on the top of a corn stalk as it's pollinated.
