[00:00:07.332 --> 00:00:08.773]  9VoltLight.com.
[00:29:22.102 --> 00:29:26.943]  People don't want to face the fact of the situation they're in.
[00:29:26.943 --> 00:29:30.424]  So they will believe when someone tells them, no, no, it's not that.
[00:29:30.424 --> 00:29:32.145]  Just do it for this reason.
[00:29:32.145 --> 00:29:33.485]  They want that to be true.
[00:29:33.485 --> 00:29:37.186]  Everyone knows that omega-3 should be an essential part of our daily diet.
[00:29:37.186 --> 00:29:39.027]  With so many different methods of consumption,
[00:29:39.147 --> 00:29:39.407]  I'm good.
[00:29:55.503 --> 00:29:56.183]  I don't know.
[00:30:13.129 --> 00:30:15.150]  Nature's Gem Golden Flax is pure.
[00:30:15.150 --> 00:30:18.692]  There is nothing added and nothing taken away and non-GMO.
[00:30:18.692 --> 00:30:21.113]  We offer a 100% money-back guarantee.
[00:30:21.113 --> 00:30:24.956]  Order Nature's Gem Premium Golden Flax today at GoldenFlax.com.
[00:30:24.956 --> 00:30:26.877]  Golden F-L-A-X dot com.
[00:30:26.877 --> 00:30:27.357]  Or call 800-387-5516.
[00:30:27.357 --> 00:30:27.597]  That's 800-387-5516.
[00:30:27.597 --> 00:30:28.277]  Free shipping included.
[00:30:33.260 --> 00:30:33.400]  Yeah.
[00:30:52.133 --> 00:30:56.015]  Experience normalized blood sugar, mental clarity, and loss of weight.
[00:30:56.015 --> 00:31:02.239]  It was intended for human beings to drink alkaline water, but due to modern way of life, most people are overly acidic.
[00:31:02.239 --> 00:31:06.042]  The fact is that disease simply cannot exist in an alkaline environment.
[00:31:06.042 --> 00:31:10.865]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[00:31:10.865 --> 00:31:11.905]  Do your part.
[00:31:11.905 --> 00:31:14.527]  Alkalize and supercharge your body now!
[00:31:14.527 --> 00:31:20.651]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink
[00:31:20.951 --> 00:31:23.716]  Up to the pH of 10, with only 10 drops.
[00:31:23.716 --> 00:31:30.186]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to alkavision.com.
[00:31:30.186 --> 00:31:31.608]  Again, that's alkavision.com.
[00:31:33.388 --> 00:31:35.470]  Break the law and you're caught on film.
[00:32:03.168 --> 00:32:03.368]  I think so.
[00:32:32.378 --> 00:32:42.291]  SouthSummit.com is the place for top name brand knives such as Kershaw, Spyderco, Cold Steel, Gerber, Ka-Bar, Boker, Leatherman, and more.
[00:32:42.291 --> 00:32:46.397]  South Summit has one of the largest selections of self-defense products on the web.
[00:32:46.397 --> 00:32:47.178]  Knives, stun
[00:32:47.278 --> 00:32:48.339]  We're good to go.
[00:33:12.014 --> 00:33:16.037]  Mention that you heard this ad on the radio and you'll receive a free LED flashlight with your order.
[00:33:16.037 --> 00:33:17.918]  Visit SouthSummit.com.
[00:33:17.918 --> 00:33:19.419]  That's SouthSummit.
[00:33:19.419 --> 00:33:21.640]  S-U-M-M-I-T.
[00:33:21.640 --> 00:33:23.462]  SouthSummit.com.
[00:33:23.462 --> 00:33:24.723]  Or call toll-free 1-800-234-8654.
[00:33:24.723 --> 00:33:25.243]  That's 1-800-234-8654.
[00:33:25.243 --> 00:33:27.705]  You're listening to GCN, the Genesis Communications Radio Network.
[00:33:45.649 --> 00:33:55.992]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show!
[00:33:55.992 --> 00:33:57.792]  What's happened with Barack Obama?
[00:33:57.792 --> 00:34:05.514]  See, this whole technique of problem-reaction-solution we're now seeing in America, and indeed globally, because of Obama's global influence.
[00:34:05.514 --> 00:34:07.895]  I mean, I was in Africa recently, a few weeks ago.
[00:34:07.895 --> 00:34:10.115]  I mean, crikey, he's a god there.
[00:34:10.115 --> 00:34:12.316]  I guess you can understand why, but if they knew that the
[00:34:13.465 --> 00:34:13.585]  The
[00:34:33.344 --> 00:34:51.925]  And he was also arrogant, and didn't care, and lied, and said, I don't read the newspaper, exactly a perfect psy-op what the Romans would do with a governor, give them an abusive governor, but then bring in a slicker governor who could engage in even more abuse, and the people would accept him as a savior.
[00:34:52.603 --> 00:34:52.943]  Exactly.
[00:34:52.943 --> 00:35:02.186]  One of the interesting things between the mid-90s and about 2002, I did enormous amounts of research into mind control, individual and mass mind control.
[00:35:02.186 --> 00:35:14.669]  One of the staggering things you came across when you talked to some of these individual victims of mind control was that they had a, I wouldn't say a love, but they had this enormous affection
[00:35:15.617 --> 00:35:15.857]  I think?
[00:35:29.527 --> 00:35:46.542]  In outrage, and anyone who's not Bush has got to be better, and he's come along with his smiling face, the smiling Viper, and now he is going to, from January the 20th, be offering solutions to the problems that the Bush administration created.
[00:35:46.542 --> 00:35:49.945]  And people see, all over the world, they see
[00:35:50.775 --> 00:35:54.779]  A change in president has a change in direction.
[00:35:54.779 --> 00:36:02.886]  And all it is, in truth, is a new phase in the same direction towards this global or well-interior.
[00:36:02.886 --> 00:36:05.088]  They're just putting a new quarterback in.
[00:36:05.088 --> 00:36:05.669]  Exactly.
[00:36:05.669 --> 00:36:12.595]  And what Obama's been brought in to do, the salesman, well he's a salesman as long as he's reading someone else's words on autocue.
[00:36:13.095 --> 00:36:15.477]  David, stay there, stay there.
[00:36:15.477 --> 00:36:17.778]  We're going to talk about this next phase.
[00:36:17.778 --> 00:36:19.759]  You thought it was bad under Bush?
[00:36:19.759 --> 00:36:20.260]  Get ready.
[00:36:20.260 --> 00:36:20.820]  Stay with us.
[00:36:45.039 --> 00:36:48.093]  Get up, stand up!
[00:36:48.093 --> 00:36:49.660]  Stand up for your rights!
[00:37:14.068 --> 00:37:19.154]  Getting their cameras.
[00:37:19.154 --> 00:37:21.256]  We had hidden cameras.
[00:37:21.256 --> 00:37:22.658]  World leaders being confronted.
[00:37:22.658 --> 00:37:26.502]  Barack Obama, Joe Biden, Bill Clinton, Hillary Clinton, Arnold Schwarzenegger.
[00:37:26.502 --> 00:37:27.122]  On and on and on.
[00:37:27.122 --> 00:37:28.524]  This is just such an amazing film.
[00:37:28.524 --> 00:37:29.365]  It's cinema verite.
[00:37:29.805 --> 00:37:30.927]  There's no voiceover in this.
[00:37:30.927 --> 00:37:41.259]  The one film I've made that's cinema verite style available as low as $6.95 at Infowars.com when you get it as part of group combo packages and make copies of it.
[00:37:41.259 --> 00:37:42.060]  Get it out to people.
[00:37:42.060 --> 00:37:48.427]  That's why I've been offered big distribution deals by Universal and people and turned them down because I wouldn't be able to let you make copies.
[00:37:49.191 --> 00:37:49.452]  I think?
[00:38:08.208 --> 00:38:14.632]  We carry a lot of other books and videos like the Money Masters three and a half hour film for the price of a regular length film.
[00:38:14.632 --> 00:38:20.556]  You'll have a master's degree in how the private central banks operate and what they're doing to us with this film at InfoWars.com.
[00:38:20.556 --> 00:38:30.623]  Jason Burma's 9-11 film, getting in the Israeli connection, the Pakistani connection, the NORAD stand down, the ghost planes, the doomsday aircraft running the attacks.
[00:38:30.623 --> 00:38:33.185]  It's just an unbelievable film, the latest 9-11 film out there.
[00:38:33.578 --> 00:38:40.464]  That's Fabled Enemies, also available at InfoWars.com or by calling toll-free 888-253-3139.
[00:38:40.464 --> 00:38:46.049]  You can call 24 hours a day, ask them about the combos and discounts.
[00:38:46.049 --> 00:38:48.270]  Hundreds of films and books and titles, not just my 21 films.
[00:38:49.171 --> 00:38:54.635]  And the book I wrote and the other book I published, Paul Watson's Order Out of Chaos, Elite Sponsored Terror, and the New World Order.
[00:38:54.635 --> 00:38:59.539]  Also, this live TV show will be archived at PrisonPlanet.tv in high quality within a few hours of the show being over.
[00:38:59.539 --> 00:39:10.087]  If you're not watching this live streaming right now, when you get home from work or whatever, you can go to PrisonPlanet.tv and see this interview in high quality if you're a PrisonPlanet.tv member for 15 cents a day.
[00:39:10.087 --> 00:39:12.208]  I would also add supporting David Icke is key.
[00:39:12.208 --> 00:39:15.671]  He also has a similar members area of his site, DavidIcke.com.
[00:39:15.671 --> 00:39:17.512]  Okay, David, we got a long segment here.
[00:39:17.512 --> 00:39:18.333]  Let's roll with it.
[00:39:19.079 --> 00:39:19.720]  Breakdown.
[00:39:19.720 --> 00:39:30.219]  I mean, he's clearly doing NLP, Mind Control Program, when he gives these speeches, the way both parties have gotten behind him, the way Pat Robertson is getting behind him, saying socialism's good, it will save us.
[00:39:31.195 --> 00:39:33.096]  Obama is unstoppable.
[00:39:33.096 --> 00:39:36.258]  We have Kissinger saying he is the man, the world's perception.
[00:39:36.258 --> 00:39:38.479]  This is an opportunity for a new world order.
[00:39:38.479 --> 00:39:40.200]  In fact, cue that video up.
[00:39:40.200 --> 00:39:41.901]  We'll play a clip of it later.
[00:39:41.901 --> 00:39:43.882]  Just the part where Kissinger says that.
[00:39:43.882 --> 00:39:45.903]  They're halfway through the three-minute clip.
[00:39:45.903 --> 00:39:54.668]  David, break down, David, what's happening with Barack Obama and how he's being sold and packaged as this messiah.
[00:39:54.668 --> 00:39:59.831]  Well, what they've done is used all the mass mind control techniques and the key one
[00:40:00.367 --> 00:40:00.487]  Yes.
[00:40:15.576 --> 00:40:17.077]  Up to the point where he was elected.
[00:40:17.077 --> 00:40:24.403]  Because once you go into specifics, when you're trying to be elected, you're already pushing some people away who don't like your specifics.
[00:40:24.403 --> 00:40:25.885]  Ah, so that's what you mean.
[00:40:25.885 --> 00:40:27.326]  No, I don't want that.
[00:40:27.326 --> 00:40:36.953]  So what he's done is just continually repeated the mantra of, I stand for change, I stand for hope, and I stand for something to believe in.
[00:40:36.953 --> 00:40:43.779]  Now the change idea is very effective because of the way the system screws people.
[00:40:43.779 --> 00:40:44.900]  At any point in time,
[00:40:45.700 --> 00:40:51.786]  The vast numbers of people are not happy with their status quo, the way their life is.
[00:40:51.786 --> 00:41:00.615]  So anyone who comes along and starts saying, I will change things, is immediately open to that because, well, I don't like the way things are.
[00:41:00.615 --> 00:41:01.636]  Change, yeah, change.
[00:41:01.636 --> 00:41:06.341]  I mean, Clinton did this when he got elected for the first time.
[00:41:06.341 --> 00:41:08.904]  And so they created a blank screen.
[00:41:09.893 --> 00:41:10.013]  We're
[00:41:27.498 --> 00:41:42.569]  Many other subliminal, even technological, I would say definitely technological effects that have been attacks on the human perception so that they have actually started to see this guy in messianic terms.
[00:41:42.569 --> 00:41:48.413]  I mean, I've spoken to people and I think, you know, I'm going to click my fingers in a minute, mate, so you wake up when they're talking about this fellow.
[00:41:48.413 --> 00:41:50.475]  And I found that in Africa as well.
[00:41:50.475 --> 00:41:51.816]  So he's going to get this
[00:41:52.964 --> 00:42:00.666]  Compared with most presidents, a really big honeymoon period where he's going to be allowed to get away with a lot of things that other presidents like Bush wouldn't.
[00:42:00.666 --> 00:42:01.646]  Oh, let's see what Bush is doing.
[00:42:01.646 --> 00:42:02.606]  Look, oh, I knew it.
[00:42:02.606 --> 00:42:05.347]  But Obama is going to be different for a while anyway.
[00:42:05.347 --> 00:42:20.090]  And I expect, because they have this agenda and they want to push it on as fast as possible and they understand this honeymoon period, anything goes for Obama, following January the 20th, that we're going to see things kick off real quick.
[00:42:21.587 --> 00:42:26.011]  We're going to see a blitzkrieg of activity before the public wakes up.
[00:42:26.011 --> 00:42:28.914]  And going back, look at all his betrayals though.
[00:42:28.914 --> 00:42:33.858]  To get the anti-war movement that swept the Democrats into Congress in 2006, behind him, his handler,
[00:42:37.065 --> 00:42:37.565]  We're good to go.
[00:43:03.022 --> 00:43:03.963]  ...confront Russia.
[00:43:03.963 --> 00:43:10.348]  I mean, Obama is doing 180 degrees from what he claimed he'd do, but now he's not saying anything.
[00:43:10.348 --> 00:43:13.350]  He's not weighing in on Gaza, on nothing.
[00:43:13.350 --> 00:43:25.239]  He's just sitting there and being... With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[00:43:25.239 --> 00:43:26.660]  Garden in a can.
[00:43:26.660 --> 00:43:30.203]  Garden in a can is your source for premium long-term storable seeds.
[00:43:30.783 --> 00:43:32.805]  Garden in a Can is ready when you are.
[00:43:32.805 --> 00:43:35.567]  Plant them now or store them for when you really need them.
[00:43:35.567 --> 00:43:44.575]  There are 16 large, hermetically sealed, non-hybrid, open-pollinated packets of seeds, along with detailed planting instructions sealed in a can for ultimate long-term protection.
[00:43:45.251 --> 00:43:46.651]  Garden in a Can.
[00:43:46.651 --> 00:43:47.872]  It's that simple.
[00:43:47.872 --> 00:43:50.252]  Fresh, healthy, easy.
[00:43:50.252 --> 00:43:54.594]  Only $69.95 for over a half acre of safe fresh vegetables.
[00:43:54.594 --> 00:43:56.174]  Ready when you are.
[00:43:56.174 --> 00:44:00.255]  Stop procrastinating and start preparing with Garden in a Can.
[00:44:00.255 --> 00:44:03.736]  For more details visit GardenInACan.com today.
[00:44:03.736 --> 00:44:06.277]  That's GardenInACan.com or call 866-598-7396.
[00:44:06.277 --> 00:44:06.317]  866-598-7396.
[00:44:13.368 --> 00:44:21.632]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[00:44:21.632 --> 00:44:26.174]  In these troubled times, one of the most important things your family can have is good health.
[00:44:26.174 --> 00:44:30.856]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[00:44:30.856 --> 00:44:33.156]  It's a documented fact.
[00:44:33.156 --> 00:44:39.019]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic
[00:44:39.899 --> 00:44:51.983]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[00:44:51.983 --> 00:44:56.264]  FPP is now available to you from FreshwaterOrganics.com.
[00:44:56.264 --> 00:44:59.405]  A two-month supply starts at just $17.
[00:44:59.405 --> 00:45:03.146]  FPP is so affordable, you can't afford to do without.
[00:45:03.146 --> 00:45:06.828]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-FPP.
[00:45:15.114 --> 00:45:19.679]  Rough roads might be ahead for the economy, but your vehicle doesn't have to experience them.
[00:45:19.679 --> 00:45:22.561]  Can't afford a new vehicle or even an expensive repair?
[00:45:22.561 --> 00:45:29.347]  Now you can take care of your vehicle with Protecta Engine Oil Booster by SFR, which is a fully synthetic oil booster.
[00:45:29.347 --> 00:45:33.111]  Protecta Engine Oil Booster fortifies your motor oil to help your engine last longer.
[00:45:33.291 --> 00:45:39.654]  Protecta Engine Oil Booster has been tested by independent laboratories and proven in over 1 million vehicles worldwide.
[00:45:39.654 --> 00:45:44.377]  We'll give you enough Protecta Engine Oil Booster for 5 complete oil changes for only $22.95.
[00:45:44.377 --> 00:45:47.878]  That's enough for 2 vehicles for up to 1 year.
[00:45:47.878 --> 00:45:50.000]  Start taking care of your vehicle today.
[00:45:50.000 --> 00:45:53.121]  Take advantage of this limited time offer and receive free shipping.
[00:45:53.121 --> 00:45:56.643]  Protecta Engine Oil Booster is the last defense against engine wear.
[00:45:56.823 --> 00:46:02.268]  Go to oilcompanysecret.com or call 1-888-873-7371.
[00:46:02.268 --> 00:46:07.252]  That's oilcompanysecret.com or 888-873-7371.
[00:46:07.252 --> 00:46:09.394]  Satisfaction guaranteed or your money back.
[00:46:09.394 --> 00:46:14.779]  Call 888-873-7371 or visit oilcompanysecret.com.
[00:46:14.779 --> 00:46:17.281]  What will you do when the economy collapses?
[00:46:17.281 --> 00:46:20.244]  Store shelves are empty and your stored food is gone.
[00:46:20.244 --> 00:46:22.086]  How will you feed your family?
[00:46:22.086 --> 00:46:23.387]  True self-sufficiency.
[00:46:23.387 --> 00:46:23.987]  We're good to go!
[00:46:52.295 --> 00:46:56.478]  This is one of the finest, most affordable seed offers that is on the market today.
[00:46:56.478 --> 00:47:01.221]  Variety in your garden means a diverse and healthy diet for your family year-round.
[00:47:01.221 --> 00:47:03.442]  So go to GetSeeds.net or call 1-877-394-6657.
[00:47:03.442 --> 00:47:04.603]  Supplies are limited, so order today!
[00:47:04.603 --> 00:47:05.563]  That's GetSeeds.net or 1-877-394-6657.
[00:47:16.687 --> 00:47:19.317]  Thank you for listening to GCN.
[00:47:19.317 --> 00:47:22.489]  Be sure to visit GCNlive.com today!
[00:47:24.475 --> 00:47:27.317]  ...said there was no Trans-Texas Corridor on CNN and Fox.
[00:47:27.317 --> 00:47:30.760]  They said Ron Paul was insane, that it didn't exist.
[00:47:30.760 --> 00:47:33.482]  On and on and on and on.
[00:47:33.482 --> 00:47:38.006]  Then they put up the signs, put up a lot of the toll roads, many of the 8,000 miles of toll roads.
[00:47:38.006 --> 00:47:39.707]  About 10% were put in place.
[00:47:39.707 --> 00:47:43.671]  Then they came out this week and said, OK, the Trans-Texas Corridor is dead.
[00:47:43.671 --> 00:47:46.393]  And then they announced a few days later, well, really, it's not dead.
[00:47:46.393 --> 00:47:49.956]  We're just breaking all the projects down into sub-pieces, and we're going to
[00:47:50.536 --> 00:47:51.017]  We're good to go.
[00:48:03.780 --> 00:48:06.603]  Yeah, that's the way they work.
[00:48:06.603 --> 00:48:21.521]  In terms of Obama, we've got a mass mind control operation behind him that's far more, well, it's not sophisticated if you know how it works, but if you don't, it's far more sophisticated than I've come across.
[00:48:21.521 --> 00:48:23.563]  This is really a step up
[00:48:23.663 --> 00:48:24.404]  Well, you said it.
[00:48:24.404 --> 00:48:30.229]  They're using every science they've developed together, overlaid, working on all eight cylinders.
[00:48:30.229 --> 00:48:33.772]  For the first time ever, they're telling us we must be unified.
[00:48:33.772 --> 00:48:39.417]  And for me, that is the signal that they are really moving into a new phase.
[00:48:39.417 --> 00:48:40.558]  Well, it was interesting.
[00:48:40.558 --> 00:48:50.047]  Years and years ago, when I was researching this back in the early 90s, I came across a lady called Kitty Little, who was an Oxford Don.
[00:48:50.908 --> 00:49:01.111]  And she told me that she attended a talk by someone at Oxford University in like the 1940s.
[00:49:01.111 --> 00:49:07.772]  And she got into this meeting, which was a closed meeting, because they thought she had certain political views and she didn't.
[00:49:07.772 --> 00:49:10.353]  And so she was an interloper and they didn't know.
[00:49:10.353 --> 00:49:14.374]  And this man stood up and he made a speech and he said that
[00:49:15.373 --> 00:49:18.494]  There was an organisation that had no name.
[00:49:18.494 --> 00:49:22.815]  He said we don't give it a name because it's much more difficult to track it down if it doesn't have a name.
[00:49:22.815 --> 00:49:27.376]  He said it has a political wing and it has what he called a biological wing.
[00:49:27.376 --> 00:49:31.438]  The head of the biological wing was Lord Rick de Rothschild.
[00:49:31.438 --> 00:49:34.198]  And he, he said, was the head of that time of the political wing.
[00:49:34.198 --> 00:49:38.300]  And he said as a result there was going to come a point where he was going to become Prime Minister of Britain.
[00:49:40.479 --> 00:49:48.468]  His name was Harold Wilson and he became Prime Minister of Britain in the early 60s and apart from four years until 1975.
[00:49:48.468 --> 00:49:55.036]  But what he said in that speech was that the infiltrators of this conspiracy
[00:49:55.820 --> 00:50:15.312]  We're going to go into the right wing of the Labour Party, which was perceived then as a left-wing party, and they were going to go into the left wing of the Conservative Party, which was perceived as a right-wing party, because he said people instinctively don't like extremists, so we can oppose as moderates.
[00:50:15.312 --> 00:50:16.433]  He said, and what's going to happen
[00:50:17.410 --> 00:50:28.446]  Is from control of both these parties, we're going to fuse them together to the point where they become one party under two names or three names with the Liberal Party.
[00:50:28.446 --> 00:50:34.214]  And what has happened in this country from the end of Margaret Thatcher onwards, particularly when
[00:50:37.321 --> 00:50:41.385]  When Blair came in, that is precisely what has happened.
[00:50:41.385 --> 00:50:47.991]  We have three parties in this country, two that have any chance of forming a government, Labour and Conservative, there's the Liberal Democrats as well.
[00:50:47.991 --> 00:50:54.156]  You can't hardly, except in rhetoric, get a cigarette paper between them on most of these things.
[00:50:54.156 --> 00:50:56.078]  And the same is happening now in America.
[00:50:56.078 --> 00:50:57.780]  We're reaching this point where
[00:50:58.540 --> 00:51:18.057]  The parties are fusing into the one party that they want them to to to become and so we don't have political choice anymore Yes, whereas before whereas before they would have little fights with each other over the power structure over who got to sit in the seats and leverage the power to to to fund themselves and aggrandize themselves and
[00:51:18.317 --> 00:51:40.050]  Now, there is no separation, and remember last year, David, in England it came out that the House of Commons was being spied on by MI5, all their phones were being listened to, but that the main focus was on the few little parties that weren't controlled, and that they weren't worried about the three major parties, because those were basically already run by the intelligence apparatus.
[00:51:40.620 --> 00:51:42.541]  Yeah, well you've got Gordon Brown, the Prime Minister.
[00:51:42.541 --> 00:51:45.982]  You've got David Cameron, the Leader of the Opposition.
[00:51:45.982 --> 00:51:51.905]  They use different words and they criticise each other, but you look at their basic policies and what they would do in power.
[00:51:51.905 --> 00:51:54.026]  It's precisely the same.
[00:51:54.026 --> 00:52:06.150]  And so it shows how far along the road we've now come, where even the pseudo-fighting that went on before is now fusing into this one-party state.
[00:52:06.150 --> 00:52:08.672]  And what they've done with Obama is turned him into a
[00:52:10.445 --> 00:52:16.790]  A public Demo-Republican, if you like, a Republo-Democrat, whatever you want to call it.
[00:52:16.790 --> 00:52:22.395]  They're putting him right in that center ground, in the public mind, of bringing people together.
[00:52:22.395 --> 00:52:32.924]  But actually, he is a massive extremist who owes more to the fascist state of mind, especially the people behind him, than any socialist state of mind.
[00:52:32.924 --> 00:52:36.647]  Although, if you go far enough left and far enough right, you meet the same situation
[00:52:36.727 --> 00:52:39.671]  And then we get into colors, using colors to program.
[00:52:39.671 --> 00:52:46.621]  Have you noticed that he and his wife, the night they won, both wore red and black and so did their children?
[00:52:46.621 --> 00:52:48.304]  Again, there's major messages in that.
[00:52:49.368 --> 00:52:56.192]  Yeah, I mean, they understand the way that vibrational codes affect people.
[00:52:56.192 --> 00:52:58.413]  And colors are vibrational codes.
[00:52:58.413 --> 00:53:01.834]  Different colors and different shades of color.
[00:53:01.834 --> 00:53:03.175]  And that's the fascist color.
[00:53:03.175 --> 00:53:04.956]  Red, black and white.
[00:53:04.956 --> 00:53:08.778]  And it affects you in a certain way and they speak to the subconscious mind.
[00:53:08.778 --> 00:53:15.241]  But I think one of the key things that we're going to see with Obama is the creation of a situation where
[00:53:16.327 --> 00:53:21.830]  If you're not for him, then you somehow need to be marginalized.
[00:53:21.830 --> 00:53:23.731]  And you're causing the economy to get worse.
[00:53:23.731 --> 00:53:25.392]  They're already saying that.
[00:53:25.392 --> 00:53:34.716]  If you do exactly what they say, and you don't question, and you go to the work brigades, and you hand your children over, and you spy on your neighbors, and you pay all these carbon taxes, things will be fixed.
[00:53:34.716 --> 00:53:35.817]  That's the solution.
[00:53:35.817 --> 00:53:41.720]  But if you stand in the way of the solution, you've got to be removed because you're the cause of the problem.
[00:53:42.493 --> 00:53:48.699]  Yeah, I mean, when these demigods and tyrannies come to power, I mean, Hitler's a classic example.
[00:53:48.699 --> 00:53:58.889]  Anyone that is against them is attacked, is marginalized, is abused, is libeled and slandered.
[00:53:58.889 --> 00:54:05.175]  And it's designed to stop people being that nail that stands out above the rest, as the Japanese say.
[00:54:06.016 --> 00:54:07.397]  Stay there, David.
[00:54:07.397 --> 00:54:07.878]  David, stay there.
[00:54:07.878 --> 00:54:09.439]  We'll come back and continue with that.
[00:54:09.439 --> 00:54:13.843]  David Icke is our guest for another 40 minutes.
[00:54:13.843 --> 00:54:15.144]  He'll open the phones up in the next hour.
[00:54:15.144 --> 00:54:15.244]  1-800-259-9231.
[00:54:15.244 --> 00:54:16.886]  We're fighting the technological enslavement system.
[00:54:16.886 --> 00:54:17.326]  We're fighting
[00:54:23.135 --> 00:54:27.440]  The final revolution of the elite against humanity trying to make themselves gods.
[00:54:27.440 --> 00:54:42.718]  I want to get into the genetic engineering, why they're destroying the environment in the name of saving it, what their final endgame is if we don't defeat them, and more about us being empowered and taking action that you speak so elegantly to, David, but continue with the point you were making when we got interrupted by the break.
[00:54:44.531 --> 00:54:58.676]  Well, I just feel that Obama is going to be put up there in a situation where you're either for him and you're a good guy or you're challenging him and you're just trying to destroy America.
[00:54:58.676 --> 00:55:08.319]  And the other thing that is going to be played, although he's talking all the time about racism and all this stuff, the race card is going to be played as well.
[00:55:08.319 --> 00:55:12.480]  People who attack him, they're going to be called racist and it's just because he's a black president.
[00:55:12.600 --> 00:55:15.402]  Oh, David, David, David, I know this has happened to you.
[00:55:15.402 --> 00:55:20.865]  On my website, InfoWars.com or PrisonPlanet.com, we'll write an article with Rahm Emanuel saying compulsory service.
[00:55:20.865 --> 00:55:24.587]  We'll say we're against it, and every other comment is, you just hate black people.
[00:55:24.587 --> 00:55:27.209]  But then I notice it's mainly white yuppies saying it.
[00:55:27.209 --> 00:55:29.610]  Are they programmed, or are those disinfo?
[00:55:29.610 --> 00:55:35.314]  Well, that's an interesting point, and you know, I would make this point very strongly.
[00:55:37.003 --> 00:55:39.525]  You know, I've got a great friend in Africa.
[00:55:39.525 --> 00:55:42.687]  He's a Zulu shaman, a very well-known man in South Africa.
[00:55:42.687 --> 00:55:48.252]  He's in his 80s now, and his perception of Obama is absolutely spot-on.
[00:55:48.252 --> 00:55:49.933]  He wrote a poem that's on your website.
[00:55:49.933 --> 00:55:50.193]  Yeah.
[00:55:50.193 --> 00:55:52.255]  Do you want me to give you a few lines from it?
[00:55:52.255 --> 00:55:52.875]  Read the whole poem.
[00:55:52.875 --> 00:55:53.396]  Go ahead.
[00:55:53.396 --> 00:55:53.696]  Okay.
[00:55:54.739 --> 00:55:59.622]  He wrote this poem after he saw Obama speaking on television.
[00:55:59.622 --> 00:56:05.204]  An actor walks upon the floodlit stage of life, wearing a mask of an angel beneath a demon's crown.
[00:56:05.204 --> 00:56:05.985]  A gown, rather.
[00:56:05.985 --> 00:56:11.548]  Pretense smiles upon the crowded hall of life, holding out hope as bright as it is false.
[00:56:11.548 --> 00:56:19.412]  Son of a woman in whose veins flows the blood of ancient Ireland and dark Africa's plains, you are Obama, nicknamed the Standing King.
[00:56:19.412 --> 00:56:21.733]  You are Barak, O son born to deceive.
[00:56:22.453 --> 00:56:25.054]  The suffering hordes of Africa look up to you.
[00:56:25.054 --> 00:56:28.535]  See a black savior where naught but a Judas strides.
[00:56:28.535 --> 00:56:31.856]  An entrapper of nations, bringer of dismal war.
[00:56:31.856 --> 00:56:34.637]  Behind the robes and the nylon wings of hope.
[00:56:34.637 --> 00:56:37.478]  Oh may those who look up to you see you as you are.
[00:56:37.478 --> 00:56:40.539]  May those who hope in you behold you as you are.
[00:56:40.539 --> 00:56:43.620]  A prince deceitful to bring down Africa's shrines.
[00:56:43.620 --> 00:56:47.081]  A siren who leads Africa's ships onto rocks of obliteration.
[00:56:47.705 --> 00:56:50.587]  Your rule, my lord, will not be one of peace.
[00:56:50.587 --> 00:56:53.009]  Your reign, my king, will not be one of smiles.
[00:56:53.009 --> 00:56:54.410]  And so it goes on.
[00:56:54.410 --> 00:57:04.058]  And some of the people that are going to be most disappointed about the reign of Barack Obama are going to be the black people of America.
[00:57:04.058 --> 00:57:09.923]  Because he's got a different color skin doesn't mean that he has their best interests at heart.
[00:57:10.023 --> 00:57:20.135]  Well, David, the first thing he's doing is massively increasing, and even the Huffington Post liberals are reporting this, massive forced abortion eugenics funding in Africa.
[00:57:20.135 --> 00:57:22.597]  The Bill and Melinda Gates Foundation.
[00:57:22.597 --> 00:57:24.039]  I mean, he is going after them.
[00:57:28.764 --> 00:57:35.751]  The agenda for Africa is absolutely grotesque, and that's what Credo Muchua is pointing out here, what the agenda for Africa is.
[00:57:35.751 --> 00:57:45.340]  But, you know, there is a black overclass in America which Credo Muchua describes as white people in black bodies.
[00:57:45.900 --> 00:57:48.302]  And that black overclass does not answer.
[00:57:48.302 --> 00:57:53.366]  This is the Obamas and the Jesse Jacksons and the Oprah Winfrey's and the Jay-Z's.
[00:57:53.366 --> 00:57:57.810]  That doesn't answer in terms of its allegiance to black people in general.
[00:57:57.810 --> 00:58:02.634]  It answers to the white overclass, the bloodlines that run the... Stay there, David.
[00:58:02.634 --> 00:58:03.114]  Stay there.
