[00:00.000 --> 00:26.940]  the
[31:21.580 --> 31:27.180]  just got her eyes got wide open and she says, really? I thought he was off the air and I said,
[31:27.180 --> 31:31.420]  no. And I told her, I explained, you know, the whole situation and told her where to go. She
[31:31.420 --> 31:37.180]  wrote down, you know, band.video and also infowords.com and just said she's still on. I run into people
[31:37.180 --> 31:41.500]  at the grocery store at the mall on the hiking bike trail and they go, oh, Alex, I used to love
[31:41.500 --> 31:44.540]  you. I wish you were still on air. Are you ever going to go back on air? And I'm like, we're on
[31:44.540 --> 31:48.060]  hundreds of radio stations, over 100 TV stations and cable stations. We have our own streams at
[31:48.060 --> 31:52.460]  infowords.com and band.video and they go, really? They said you were off the air because they took
[31:52.460 --> 32:22.220]  the platforming as off the air. No, we have our own platform info wars, info wars, info wars, info wars, info wars, life.com info wars, life.com info wars, life.com info wars, life.com. You go to that URL. It takes you to the subsection of info wars store.com where you find the 60 plus products where we've gone out and researched what is the best, what gives people the best results. We either private label it or we develop our own with top developers.
[32:22.460 --> 32:50.460]  And folks, I'm telling you, you can see the difference in me, my energy, my focus. I've lost almost 40 pounds in less than four months. It's incredible. So do yourself a favor. Try out the products. If you've been on the fence, you can't lose, except if you don't take action. Because when you buy the products, you're funding the operation that is always delivering. Thanks to your support and God's grace and our action. But you need these products. That's the real reason you want to get them is because they're amazing. And then when you get great results, please tell other people that you need them.
[32:52.460 --> 33:00.300]  There's about a word of mouth. That's how we expand in the face of the NWO instead of imploding. We're fighting to win. And we are winning. Thanks to you.
[33:03.300 --> 33:06.140]  You're listening to the Alex Jones show.
[33:06.140 --> 33:16.940]  When I grow up, I want to be a rock star.
[33:36.140 --> 33:46.140]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[33:46.140 --> 34:04.140]  You're listening to Alex Jones.
[34:04.140 --> 34:10.140]  We are live ladies and gentlemen on this Sunday, March 8, 2020 transmission and we're here because of you,
[34:10.140 --> 34:16.140]  and your word of mouth and your support and the great affiliates across the country and people telling folks
[34:16.140 --> 34:23.140]  about Bandot Video and newswars.com forward slash show.
[34:23.140 --> 34:29.140]  We're an American band. We're coming to your town.
[34:29.140 --> 34:33.140]  We're going to go after the globalists in a big way together.
[34:33.140 --> 34:41.140]  We'll win it, but the enemy is striking back.
[34:41.140 --> 34:46.140]  What we need is for young Chiquitas from Omaha.
[34:46.140 --> 34:51.140]  I'll just start saying the song.
[34:51.140 --> 34:54.140]  Feeling good, feeling right?
[34:54.140 --> 34:57.140]  Saturday night.
[34:57.140 --> 35:01.140]  Don't let the Gillette commercials see this or hear about it.
[35:01.140 --> 35:06.140]  They're going to tell us that we're not allowed to ask girls out.
[35:06.140 --> 35:11.140]  That's a bad thing, but if you're a convicted pedophile dressed in a clown suit and calling yourself a drag queen
[35:11.140 --> 35:17.140]  and you're unannounced brought to the school by other fellow pedophiles and small children bounce on your crotch
[35:17.140 --> 35:21.140]  and call it horsey, well, then it's okay.
[35:21.140 --> 35:24.140]  Yes, you cannot make this up.
[35:24.140 --> 35:32.140]  Let me get to the big, the big enchilada, the coronavirus.
[35:32.140 --> 35:36.140]  You know, one reason I've been successful in hindsight, I look back on because none of it was on purpose.
[35:36.140 --> 35:41.140]  It was just being truthful is that I cover a lot of diverse new news,
[35:41.140 --> 35:44.140]  but on things that I think are really important, I just am like a parrot.
[35:44.140 --> 35:49.140]  I'll just kind of add, by the way, they want your guns.
[35:49.140 --> 35:54.140]  By the way, they want your kids. By the way, they're lying to you.
[35:54.140 --> 35:58.140]  By the way, the vaccines are tainted. They have a secret vaccine damage fund.
[35:58.140 --> 36:02.140]  They pay out billions of dollars secretly. Its existence is admitted.
[36:02.140 --> 36:05.140]  Just the cases are secret. And I just chirp that out.
[36:05.140 --> 36:09.140]  Chirp, chirp, chirp, chirp, chirp, chirp.
[36:09.140 --> 36:14.140]  Little important bombshell factoids that I think are most important.
[36:14.140 --> 36:19.140]  Another big secret is, before there was the internet, there was talk radio.
[36:19.140 --> 36:24.140]  And that was the old fashioned internet where you just didn't call in.
[36:24.140 --> 36:28.140]  And that's the real secret ingredient is the callers.
[36:28.140 --> 36:32.140]  Because you bring in the wildcards, the knowledge of the crowd, and the great guests.
[36:32.140 --> 36:36.140]  So I want to open the phones up here for first time callers.
[36:36.140 --> 36:38.140]  I do that half the time. It's first time callers.
[36:38.140 --> 36:43.140]  So new people get a chance because we can have like 20 something thousand calls during a show
[36:43.140 --> 36:45.140]  because we have a computerized phone system. It shows 20,000.
[36:45.140 --> 36:48.140]  So that's crazy. There's a lot of folks that are regular who we love.
[36:48.140 --> 36:50.140]  But they're on speed dial.
[36:50.140 --> 36:52.140]  And there's a lot of people. We get it.
[36:52.140 --> 36:55.140]  You know, on a Sunday evening, they're sitting back knocking back a few brews.
[36:55.140 --> 36:58.140]  And they're on speed dial.
[36:58.140 --> 37:01.140]  You had more than six beers and I don't want to call in.
[37:01.140 --> 37:04.140]  Six beers today. That's the limit.
[37:04.140 --> 37:07.140]  Believe me, I get Sunday evenings back when I was a drinking man.
[37:07.140 --> 37:09.140]  You're not quit drinking totally for four months.
[37:09.140 --> 37:11.140]  Kind of started back a little bit, but now I'm phasing off of it.
[37:11.140 --> 37:15.140]  So I'm not judging anybody. I'm just saying here, ladies and gentlemen,
[37:15.140 --> 37:19.140]  that this is not the drinking hour.
[37:19.140 --> 37:22.140]  This is serious business. I'm not being patronizing.
[37:22.140 --> 37:27.140]  I'm telling myself that nobody wants to sail off into the sunset like I do.
[37:27.140 --> 37:29.140]  Believe me, but you know what?
[37:29.140 --> 37:32.140]  I'm going to hit coronavirus and we're very professional perspective
[37:32.140 --> 37:35.140]  and I'm going to get my guns loaded and I've got them loaded,
[37:35.140 --> 37:37.140]  but I kind of already started going off on other tanges.
[37:37.140 --> 37:42.140]  So let me, let me hit this important point, very important point
[37:42.140 --> 37:45.140]  beyond central, beyond paramount, beyond critical.
[37:45.140 --> 37:47.140]  If we don't have this, we have nothing.
[37:47.140 --> 37:51.140]  And then I'll come back and hit all of this and then take your calls in the entire second hour.
[37:51.140 --> 38:00.140]  The toll free number to join us on this live Sunday edition is 877789 Alex 8777892539
[38:00.140 --> 38:11.140]  international line dial the country code and 512-646-1776 that numbers 512-646-1776
[38:11.140 --> 38:15.140]  wherever you like it in Darth Vader voice, we can do that too.
[38:15.140 --> 38:19.140]  8777892539.
[38:19.140 --> 38:21.140]  We'll get you up and on the air.
[38:21.140 --> 38:26.140]  Perhaps Optimus Prime is how you'd like to hear it.
[38:26.140 --> 38:30.140]  East of the Rockies, that guy, that guy's got a cool voice.
[38:30.140 --> 38:34.140]  East of the Rockies 8777892539.
[38:34.140 --> 38:37.140]  Now we're imitating George Norian coast to coast to him.
[38:37.140 --> 38:45.140]  Autobots transform and call 8777892539 to destroy Megatron.
[38:45.140 --> 38:46.140]  All right.
[38:46.140 --> 38:48.140]  See, I want to have fun too.
[38:48.140 --> 38:50.140]  I get it.
[38:50.140 --> 38:53.140]  He deepened my cups on the beach fishing.
[38:53.140 --> 38:56.140]  Building sandcastles.
[38:56.140 --> 38:58.140]  My babies, that sounds good, doesn't it?
[38:58.140 --> 39:02.140]  But let me give you some good news here before I come back and hit the really bad news.
[39:02.140 --> 39:06.140]  But the good news that we know what the bad news is and we've got the jump on it and we're ahead of the curve
[39:06.140 --> 39:10.140]  because we've got the collars and the scientists and the researchers and our head in the game.
[39:10.140 --> 39:14.140]  And it's this.
[39:14.140 --> 39:20.140]  I never really want to talk about the successes of Info Wars because it sounds like we're just up here on a high horse
[39:20.140 --> 39:24.140]  saying, look how great we are. Look at all the wonderful things we've done.
[39:24.140 --> 39:27.140]  And that's not what's happening.
[39:27.140 --> 39:35.140]  I need to report to you the successes we've had in freedom against tyranny so that you know not how powerful I am,
[39:35.140 --> 39:43.140]  but so you know how weak and pathetic and undefendable and indefensible the globalist are.
[39:43.140 --> 39:52.140]  And finally, this is Raffecta, not how powerful Alex Jones is, but how unpowerful the globalist are
[39:52.140 --> 39:57.140]  when you have the facts and how powerful we are.
[39:57.140 --> 40:04.140]  Now I'm powerful with you. Now I'm powerful with God's help and justice and ideas and the truth and freedom together.
[40:04.140 --> 40:08.140]  Now we're powerful. Alex Jones isn't powerful.
[40:08.140 --> 40:12.140]  I've got a will and I don't want to be a slave and I'm willing to fight.
[40:12.140 --> 40:20.140]  I'm way more strong than the globalists, but they have got everybody hoodwinked and bamboozled, but not anymore.
[40:20.140 --> 40:27.140]  But we talk about the power, it's you and you need to start thinking about how truly important you are
[40:27.140 --> 40:34.140]  because garbage in, garbage out, but the spark of God and energy and truth and justice and the knowledge of good
[40:34.140 --> 40:39.140]  will elevate your psyche, your soul, your IQ, everything.
[40:39.140 --> 40:45.140]  And that's the big secret, but the globalists can activate a group residence to bring down our harmonics,
[40:45.140 --> 40:51.140]  which is a scientific thing, not some type of mojo or magic.
[40:51.140 --> 40:59.140]  There's an internet of minds connected, the group collective, they know how to jack into that and lower its frequency to control us,
[40:59.140 --> 41:03.140]  but God knows how and if we type into that to boost it.
[41:03.140 --> 41:07.140]  And so there's a battle right now between those two things, but I'm going to tell you.
[41:07.140 --> 41:14.140]  We are the zeitgeist, Info Wars is the flaming white hot tip of the spear.
[41:14.140 --> 41:22.140]  We together launched the entire anti-globalist nationalist movement worldwide and accredited by Nigel Farage,
[41:22.140 --> 41:30.140]  Donald Trump, Balasaro, everybody as being the detonator, the initiator and the enemy knows that too,
[41:30.140 --> 41:37.140]  but they come after us, us, the audience, myself together, us, the guest, the crew, all of us.
[41:37.140 --> 41:43.140]  And then we exposed the whole globalist operation, the pedophile rings and the New World Order,
[41:43.140 --> 41:50.140]  and now we're at the tip of the spear again, exposing this whole fake virus.
[41:50.140 --> 41:55.140]  It's a real virus, it's man-made, and the response is synthetic.
[41:55.140 --> 41:59.140]  And we're doing it again because God gave us the tools to fight evil.
[41:59.140 --> 42:03.140]  We just have to be directed towards God like the North Star, have the will, have the action,
[42:03.140 --> 42:08.140]  build and be steadfast and everything happens when you've done that.
[42:08.140 --> 42:11.140]  When you have the intellect, when you have the patience, when you have the spirit,
[42:11.140 --> 42:16.140]  when you have the community, the fertile soil, to do what we've done, it's incredible.
[42:16.140 --> 42:22.140]  And that's why the enemy wants to change the narrative and say we're racist or say we're this or say we're that
[42:22.140 --> 42:25.140]  or we're Russian agents because they know it's not true.
[42:25.140 --> 42:31.140]  We're the populist Americans unifying everyone around liberty and justice and God and family
[42:31.140 --> 42:34.140]  and we're the ones that have the power. You can look at us.
[42:34.140 --> 42:38.140]  We speak, we have strength, we have honor, we have will.
[42:38.140 --> 42:40.140]  We're not stumbling around like zombies.
[42:40.140 --> 42:44.140]  Liberty lovers, regardless of what color they are, have fire in their eyes.
[42:44.140 --> 42:50.140]  They're beautiful in what they say and do because we have God like we're a stained glass window
[42:50.140 --> 42:54.140]  shining through us, through that rose-colored darkly.
[42:54.140 --> 42:58.140]  It's incredible. We are the winners. We are the future.
[43:00.140 --> 43:04.140]  You want to break some globalist ribs. You want to crush some skulls politically.
[43:04.140 --> 43:07.140]  You want to drive ice picks through their eyeballs spiritually.
[43:07.140 --> 43:09.140]  There's nowhere you can spend money.
[43:09.140 --> 43:16.140]  There's nowhere you can place your bet in a fight where it's going to have more power per dollar.
[43:16.140 --> 43:24.140]  Your bang for your buck, beer, gets you great products at great prices that literally fund the system
[43:24.140 --> 43:27.140]  where the spirit of resistance lives to drive it home to the enemy.
[43:27.140 --> 43:32.140]  And so it's very simple. If you don't want to be slaves and you want to see the fight taken to the enemy,
[43:32.140 --> 43:35.140]  which God wants to see, you see, we have to make the effort.
[43:35.140 --> 43:38.140]  110% God will finish the move.
[43:38.140 --> 43:42.140]  And I know I need to stay in the fight in the attack, attack, attack.
[43:42.140 --> 43:44.140]  I want to attack. I want to go after the globalists.
[43:44.140 --> 43:48.140]  And just believe me, ladies and gentlemen, that if you want somebody to commit to you and your family to fight
[43:48.140 --> 43:51.140]  for all of our futures together, you've got to guarantee you keep me in the game.
[43:51.140 --> 43:56.140]  I'm going to bust my ass with everything I've got for us, for myself and my family, for your family,
[43:56.140 --> 44:25.140]  because we're in this together, infowarstore.com.
[44:27.140 --> 44:32.140]  That's why it's so critical to go to infowarstore.com and stock up on high quality preparedness items
[44:32.140 --> 44:37.140]  from storeable foods, high quality water filtration, air filtration to the very best supplements
[44:37.140 --> 44:41.140]  and silver products you're going to find. They're all available at infowarstore.com
[44:41.140 --> 44:45.140]  and your purchase there not only ensures high quality products to your family at great prices,
[44:45.140 --> 44:48.140]  but it funds the info war in this critical time.
[44:48.140 --> 44:52.140]  A total complete absolute 360 win, every point of the compass is covered.
[44:52.140 --> 45:00.140]  The only way we can be defeated is if you don't take action. Get high quality products at infowarstore.com today.
[45:00.140 --> 45:05.140]  You deserve a deep restful sleep with knockout by Info Wars Life.
[45:05.140 --> 45:12.140]  Our organic formula is made from high quality natural ingredients such as valerian root extract,
[45:12.140 --> 45:16.140]  L-tryptophan, lemon balm leaf extract and melatonin.
[45:16.140 --> 45:22.140]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[45:22.140 --> 45:26.140]  Millions of people around the world experience daytime drowsiness,
[45:26.140 --> 45:30.140]  but with the rapid speed of life, we need to be able to keep up the pace.
[45:30.140 --> 45:36.140]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax
[45:36.140 --> 45:40.140]  and get the sleep you need. Wake up refreshed and take on the day.
[45:40.140 --> 45:48.140]  Info Wars Life wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[45:48.140 --> 45:52.140]  Get the sleep you deserve and experience the power of knockout.
[45:52.140 --> 46:00.140]  Head on over to infowarslife.com and say goodbye to fatigue. That's infowarslife.com.
[46:00.140 --> 46:06.140]  We always promote being prepared, having firearms, knowing how to use them and being self-sufficient
[46:06.140 --> 46:10.140]  and learn how to hunt and learn how to garden. It's what we're meant to do.
[46:10.140 --> 46:13.140]  It feels good when we do it, but we do sell high-quality, swarble food.
[46:13.140 --> 46:16.140]  I told my patriot a month ago, I said, what can you handle?
[46:16.140 --> 46:19.140]  I said, I think it's going to be really big, and they said, well, we can handle probably this.
[46:19.140 --> 46:22.140]  We're not sure we're investing everything we've got to even pay it forward to be able to fund.
[46:22.140 --> 46:25.140]  I said, no, I think this is going to be huge, so that you should spend everything you have coming in
[46:25.140 --> 46:27.140]  to secure more food, even though the prices are going up for you.
[46:27.140 --> 46:29.140]  So those are the type of discussions we have.
[46:29.140 --> 46:31.140]  And I'm just giving the inside base of all of all of this.
[46:31.140 --> 46:35.140]  This is 100 times regular volume plus. It was 100 times a few days ago.
[46:35.140 --> 46:37.140]  That's about 200 times. Okay?
[46:37.140 --> 46:40.140]  At infowarstore.com, you go right in the queue, first come, first served.
[46:40.140 --> 46:44.140]  But the fact that the orders are so ultramassive, it's dizzying.
[46:44.140 --> 46:48.140]  I mean, this is just insane. We're expecting to have to put six to eight weeks to be safe.
[46:48.140 --> 46:53.140]  And then if it continues like this, we're looking at having to suspend food sales.
[46:53.140 --> 46:56.140]  But everybody gets their order in, we'll get your food, but that's how big this is.
[46:56.140 --> 47:06.140]  So what you're getting is 100% the straight deal of what's going on infowarstore.com.
[47:26.140 --> 47:39.140]  But if you're aware of the mind control, then you are able to be aware of its manipulations
[47:39.140 --> 47:41.140]  and you can train your mind to override it.
[47:41.140 --> 47:48.140]  And then just like mountain climbing or mountain biking or hiking or jogging or swimming or fighting,
[47:48.140 --> 47:51.140]  you get better and better and better and better and better at it.
[47:51.140 --> 47:55.140]  Instead of being oppressed by all of it, you learn to navigate it and make it a game.
[47:55.140 --> 47:57.140]  You're making a joke.
[47:57.140 --> 48:08.140]  And your brain learns to then not enjoy bad things happening, but really enjoy it.
[48:08.140 --> 48:12.140]  Like, you don't look for it and you don't like it, but then you do that alchemy where,
[48:12.140 --> 48:14.140]  oh, really, I enjoy this.
[48:14.140 --> 48:16.140]  And then that's when you really start overcoming.
[48:16.140 --> 48:21.140]  And that's when your brain starts going and really weaponizing, weaponizing.
[48:21.140 --> 48:25.140]  I mean, I can't even now after 25 years, 26 years of war with these people.
[48:25.140 --> 48:27.140]  It was longer than that, but I've been on there 26 years now.
[48:27.140 --> 48:33.140]  It's just like, my problem is, is that I can project into any problem or any operation
[48:33.140 --> 48:37.140]  and then have so many facts to draw on that it becomes exhausting
[48:37.140 --> 48:39.140]  because we're not omnipresent like God.
[48:39.140 --> 48:42.140]  We're able to look into any problem and do incredible things.
[48:42.140 --> 48:47.140]  We're supercomputers, electrochemical supercomputers, but still it's limited
[48:47.140 --> 48:49.140]  because you can look into any avenue.
[48:49.140 --> 48:53.140]  But you can't look into all avenues at the same time.
[48:53.140 --> 48:54.140]  Can you?
[48:54.140 --> 48:56.140]  You can probably do anything you want in life.
[48:56.140 --> 48:58.140]  You just can't do everything as they say.
[48:58.140 --> 49:00.140]  Okay.
[49:00.140 --> 49:10.140]  Let me do my best here to try to sum this up in a very calm way.
[49:10.140 --> 49:16.140]  9-11 was real.
[49:16.140 --> 49:25.140]  Planes flew into the Pentagon and flew into the World Trade Center's Tower 1 and 2.
[49:25.140 --> 49:29.140]  A large project, I'll hit the Pentagon and two planes at the towers.
[49:29.140 --> 49:30.140]  And I studied it and made five films.
[49:30.140 --> 49:34.140]  I written a book about it and interviewed NSA top people and CIA
[49:34.140 --> 49:40.140]  and firefighters and police that were there and it happened.
[49:40.140 --> 49:46.140]  When we exposed the fact that there were anomalies and cover-ups at stand-down,
[49:46.140 --> 49:53.140]  the media said, Alex Jones says nobody died of 9-11 and that no planes hit it.
[49:53.140 --> 49:57.140]  That was a minority of people seeing holograms that were put out there.
[49:57.140 --> 49:59.140]  We later learned most of them by the CIA.
[49:59.140 --> 50:03.140]  It came out to discredit the whole movement.
[50:03.140 --> 50:06.140]  And later there were even articles in the National Post in Canada where they admitted
[50:06.140 --> 50:09.140]  that leftist professors had gone out and done that because they thought it would damage
[50:09.140 --> 50:10.140]  the view of government.
[50:10.140 --> 50:13.140]  And so they thought it was the best thing to do was cover it up.
[50:13.140 --> 50:18.140]  So what do you do when I'm pointing out, hey, the head of the labor or transportation department
[50:18.140 --> 50:27.140]  said they were in the bunker and saw Dick Cheney order the stand-down, told Congress that.
[50:27.140 --> 50:34.140]  Well, you just say, well, Alex Jones says space beams blew it up.
[50:34.140 --> 50:39.140]  So why am I talking about coronavirus in 9-11?
[50:39.140 --> 50:41.140]  9-11 was real.
[50:41.140 --> 50:42.140]  It killed 3,000 people.
[50:42.140 --> 50:44.140]  It was a new Pearl Harbor.
[50:44.140 --> 50:46.140]  Radical Islam is real.
[50:46.140 --> 50:47.140]  They do attack people.
[50:47.140 --> 50:51.140]  They were involved.
[50:51.140 --> 50:57.140]  But piggybacked on the Islamists planning it were a bunch of shadowy agencies and globalist
[50:57.140 --> 51:02.140]  operations that ordered a stand-down and put bombs in the buildings and put bombs in building
[51:02.140 --> 51:12.140]  7 that was the second largest CIA headquarters in the world after Lainley, Virginia.
[51:12.140 --> 51:17.140]  And I interviewed the deputy head of emergency management and a week later he was dead.
[51:17.140 --> 51:18.140]  He said, yeah, there were bombs.
[51:18.140 --> 51:23.140]  They told us they were on the news saying we're going to blow up building 7 and then interviewed
[51:23.140 --> 51:26.140]  cops that said, yeah, it was over the Red Cross radios.
[51:26.140 --> 51:27.140]  Get back.
[51:27.140 --> 51:28.140]  They're going to blow up building 7.
[51:28.140 --> 51:31.140]  And then the media spun it that I said cops blew it up.
[51:31.140 --> 51:33.140]  The Red Cross didn't blow it up.
[51:33.140 --> 51:36.140]  Red Cross is the most secretive intelligence agency in the world.
[51:36.140 --> 51:37.140]  It's the oldest Western agency.
[51:37.140 --> 51:40.140]  It's about 700 years old at least.
[51:40.140 --> 51:42.140]  Well, the hospitalers are even older.
[51:42.140 --> 51:43.140]  That's where the hospital comes from.
[51:43.140 --> 51:45.140]  But that gets into a bunch of history.
[51:45.140 --> 51:47.140]  That's a Vatican secret society, the hospitalers.
[51:47.140 --> 51:50.140]  But who can go behind enemy lines?
[51:50.140 --> 51:52.140]  Doctors, emergency people, the Red Cross.
[51:52.140 --> 51:53.140]  You know, you don't attack them.
[51:53.140 --> 51:54.140]  But what is really the Red Cross?
[51:54.140 --> 51:55.140]  That was the Crusader Cross.
[51:55.140 --> 51:57.140]  I'm not saying the Crusaders did it.
[51:57.140 --> 52:00.140]  My point is I have the news clips.
[52:00.140 --> 52:02.140]  I've played them a hundred times.
[52:02.140 --> 52:04.140]  Anybody can pull them up.
[52:04.140 --> 52:06.140]  CNN on two channels.
[52:06.140 --> 52:10.140]  BBC on two channels saying we're going to blow up building 7
[52:10.140 --> 52:12.140]  so it doesn't fall.
[52:12.140 --> 52:15.140]  47-story building and hurt other buildings.
[52:15.140 --> 52:16.140]  I was driving that day.
[52:16.140 --> 52:18.140]  I've been on there all day long.
[52:18.140 --> 52:20.140]  I drove two miles to get a pizza.
[52:20.140 --> 52:23.140]  I'm listening to CBS radio back when we still had it 20 years ago.
[52:23.140 --> 52:26.140]  And they announced on CBS they're going to have a control demolition
[52:26.140 --> 52:28.140]  in five minutes.
[52:28.140 --> 52:31.140]  When I'm listening on the radio, they had a countdown.
[52:31.140 --> 52:35.140]  And they blew it up while I was eating pizza driving back.
[52:35.140 --> 52:37.140]  I run in on the microphone at my house.
[52:37.140 --> 52:40.140]  I was broadcasting on GCN like 20 hours live that day.
[52:40.140 --> 52:43.140]  And I run and I say, I just heard CBS say they blew up building 7.
[52:43.140 --> 52:44.140]  Solomon Brothers building.
[52:44.140 --> 52:45.140]  Everybody starts calling in.
[52:45.140 --> 52:46.140]  Yeah, we heard it too.
[52:46.140 --> 52:50.140]  But see, in 2001, nobody Internet archived live shows.
[52:50.140 --> 52:54.140]  And then it became a conspiracy theory that I had said that.
[52:54.140 --> 52:58.140]  And I had Mother Jones and Time Magazine attacking me and go,
[52:58.140 --> 53:01.140]  Jones claims a building was blown up.
[53:01.140 --> 53:03.140]  That's not true.
[53:03.140 --> 53:07.140]  Then about six years later, the globalists don't even think,
[53:07.140 --> 53:13.140]  BBC and all of them start releasing on 9-11, the archives of the full day.
[53:13.140 --> 53:15.140]  And guess what?
[53:15.140 --> 53:21.140]  CBS, CNN, BBC, ABC, MPR.
[53:21.140 --> 53:22.140]  I made a film about it.
[53:22.140 --> 53:23.140]  I have it all in there.
[53:23.140 --> 53:24.140]  It's a 30-month film.
[53:24.140 --> 53:29.140]  All announced that the government's going to blow up building 7.
[53:29.140 --> 53:32.140]  Now, I don't know what really went on with 9-11.
[53:32.140 --> 53:37.140]  I just know I was shoving pizza in my face driving home 60 miles an hour on streets
[53:37.140 --> 53:38.140]  that were 20 miles an hour.
[53:38.140 --> 53:42.140]  I mean, I shouldn't have been trying to get home to say, hey,
[53:42.140 --> 53:44.140]  they just blew up a building.
[53:44.140 --> 53:48.140]  You can't wire a building in a couple hours.
[53:48.140 --> 53:50.140]  So you're tuning in.
[53:50.140 --> 53:52.140]  You're saying, Alex, what's the deal with the coronavirus?
[53:52.140 --> 53:55.140]  And I'll get to all the technicals and go to your calls next hour.
[53:55.140 --> 53:59.140]  But this is what it has to do with it.
[53:59.140 --> 54:04.140]  I don't know exactly what happened with 9-11.
[54:04.140 --> 54:11.140]  I just know they blew up a 47-story building that day and then told us they never said it.
[54:11.140 --> 54:17.140]  And I've got all the newscasts saying it.
[54:17.140 --> 54:18.140]  And I've got newscasts.
[54:18.140 --> 54:25.140]  We jumped the gun an hour, 57 minutes, and said it had fallen before it did.
[54:25.140 --> 54:29.140]  Jane Graham here, the building has fallen to its exact footprint, pan-caking.
[54:29.140 --> 54:34.140]  The Solomon Brothers' 47 stories, that would be the tallest building anywhere on the West Coast,
[54:34.140 --> 54:37.140]  has fallen due to fires.
[54:37.140 --> 54:39.140]  Before that, they said, we're going to blow it up.
[54:39.140 --> 54:41.140]  She goes, no, actually, Dave, we're not blaming it up.
[54:41.140 --> 54:43.140]  It fell down.
[54:43.140 --> 54:45.140]  It's still standing.
[54:45.140 --> 54:49.140]  No building of that type had never fallen from fire.
[54:49.140 --> 54:53.140]  Under writer laboratories, all of them said it was impossible.
[54:53.140 --> 54:55.140]  You want me to play the news clips?
[54:55.140 --> 54:58.140]  I could play it where it's behind her and she says it's fallen down.
[54:58.140 --> 55:00.140]  Yeah, here it is.
[55:00.140 --> 55:05.140]  So this is the key to the riddle of the virus.
[55:05.140 --> 55:14.140]  I don't know exactly what's going on, but I know it's man-made with the HIV delivery system cut into it.
[55:14.140 --> 55:16.140]  And major universities have come out.
[55:16.140 --> 55:19.140]  And the Senate Intelligence Committee has come out and said that.
[55:19.140 --> 55:21.140]  And when we were reporting it six weeks ago, the news would go,
[55:21.140 --> 55:23.140]  Joe's needs to be shut down.
[55:23.140 --> 55:24.140]  No one's saying it.
[55:24.140 --> 55:26.140]  I have all the reports you've seen.
[55:26.140 --> 55:32.140]  Everybody knows this, but you're not supposed to go there.
[55:32.140 --> 55:36.140]  Yeah, there's the Indian University scan, but other universities found the same thing.
[55:36.140 --> 55:40.140]  Other universities found, they had even better scanners, electron microscopes,
[55:40.140 --> 55:43.140]  with the CRISPR to analyze what they scanned.
[55:43.140 --> 55:47.140]  And they said, it's got the protein injection points.
[55:47.140 --> 55:53.140]  The slices of when you plug it in, it leaves the resident.
[55:53.140 --> 55:57.140]  And it's exactly what the Indian University said.
[55:57.140 --> 55:59.140]  They got some of the top scientists as everybody knows.
[55:59.140 --> 56:02.140]  They said, this is like Frankenstein.
[56:02.140 --> 56:03.140]  It's cut in.
[56:03.140 --> 56:05.140]  It'd be like, I'm a white dude.
[56:05.140 --> 56:07.140]  If someone like grafted another head on, it was a black dude.
[56:07.140 --> 56:10.140]  You'd go, not only are you not supposed to have two heads, that's a black dude's head.
[56:10.140 --> 56:12.140]  That's not even the same thing.
[56:12.140 --> 56:13.140]  It's not even the same.
[56:13.140 --> 56:16.140]  I mean, folks, this is ridiculous.
[56:16.140 --> 56:19.140]  And then the hype and the unified propaganda.
[56:19.140 --> 56:23.140]  And I said, watch him say, Trump didn't do anything and use it against him and the economy.
[56:23.140 --> 56:26.140]  And now they're doing that.
[56:26.140 --> 56:27.140]  It's fake.
[56:27.140 --> 56:28.140]  It's staged.
[56:28.140 --> 56:29.140]  It's synthetic.
[56:29.140 --> 56:31.140]  Doesn't mean the virus doesn't kill.
[56:31.140 --> 56:32.140]  I'm saying it's manmade.
[56:32.140 --> 56:33.140]  It was released.
[56:33.140 --> 56:34.140]  It's all plotted.
[56:34.140 --> 56:35.140]  It's all planned.
[56:35.140 --> 56:37.140]  Italy and South by Southwest at Big Tech.
[56:37.140 --> 56:39.140]  They're all globalists, all leftists.
[56:39.140 --> 56:41.140]  Leftists now run Italy.
[56:41.140 --> 56:47.140]  They're all using this as a cover for globalist martial law worldwide to turn the public against each other
[56:47.140 --> 56:53.140]  and to create hysteria and fights as the cover for driving Trump from office and other nationalists.
[56:53.140 --> 56:54.140]  And that's what this is.
[56:54.140 --> 56:55.140]  It's conclusive.
[56:55.140 --> 56:58.140]  And you can set your watch and warrant by it.
[56:58.140 --> 57:00.140]  You can bet your bottom dollar on it.
[57:00.140 --> 57:04.140]  This is big, bigger than 9-11.
[57:04.140 --> 57:05.140]  Real people die.
[57:05.140 --> 57:07.140]  But it was all a big spectacle.
[57:07.140 --> 57:09.140]  One plane hits you, all tune in.
[57:09.140 --> 57:10.140]  Another plane hits when everybody's watching.
[57:10.140 --> 57:11.140]  Then they collapse.
[57:11.140 --> 57:16.140]  Then you're so stunned, you don't notice these other buildings blown up around it.
[57:16.140 --> 57:18.140]  And countdowns to blow them up.
[57:18.140 --> 57:21.140]  And then all the wars and the police stayed out of it.
[57:21.140 --> 57:24.140]  And now the Islamic invasion of Europe was supposed to stop all that.
