[00:00.000 --> 00:24.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN radio network.
[34:07.000 --> 34:25.000]  But just think about how we get habitualized, how we get conditioned to accept the theft of our elections, of our freedoms, of our rights right in front of us, truly, truly sickening.
[34:25.000 --> 34:38.000]  But the good news is when it comes to Jeb Bush or the establishment tried to basically waterboard us with, tried to force feed us with, it is completely blown up in their face and it's a big deal.
[34:38.000 --> 34:50.000]  Now Richard Reeves called me right before the show started. He couldn't come on our political correspondent because he was getting on an airplane as I just said to fly to Nevada to cover the Republican caucus coming up there.
[34:50.000 --> 35:01.000]  But he said go to CNN's website and you'll find it. I couldn't find the video but I googled what he said and sure enough there it is.
[35:01.000 --> 35:16.000]  Marco Rubio told Bloomberg, CNN you name it, after tonight this has become a third person race and we will win the nomination into the GOP presidential race.
[35:16.000 --> 35:25.000]  Senator Rubio tells supporters in South Carolina, notice he said a three person race.
[35:25.000 --> 35:30.000]  He's in the cult, folks. He's a political correct member.
[35:30.000 --> 35:36.000]  If there were three women running, I would say it's a three woman race. There women identify them as such.
[35:36.000 --> 35:39.000]  It's a three man race in the Republican Party.
[35:39.000 --> 35:50.000]  It's okay to identify but see father, mother, he, she, boy, girl in colleges and high schools and elementary schools, they're messing with little kids' brains going, don't say he or she on a Valentine.
[35:50.000 --> 36:00.000]  That might hurt someone that isn't a he or she as if your communication is going to hurt somebody. They're turning you into brain damaged zombies.
[36:00.000 --> 36:18.000]  Up to 5,000 Muslim terrorists wandering in Europe, press TV reports, also BBC reports, they've let in 5,000 trained members of the Daesh terrorist group at large in Europe.
[36:18.000 --> 36:28.000]  Interpol director Rob Wainwright said Friday between 3,000 to 5,000 militants have slipped back into Europe after competing their training in the Middle East.
[36:28.000 --> 36:36.000]  Wow, that's Interpol admitting a 3 to 5,000 person sleeper cell group connected to Al Qaeda has come in.
[36:36.000 --> 36:41.000]  Iran's blown the whistle because they're Shiite.
[36:41.000 --> 36:46.000]  But don't worry, Marco Rubio won't say a three man race.
[36:46.000 --> 36:50.000]  And the reason I'm getting into political correctness right now, look at this article.
[36:50.000 --> 37:01.000]  Muslims complain, this is a serious article, that national anthem is oppressive and forced assimilation.
[37:01.000 --> 37:04.000]  That's happening in the UK.
[37:04.000 --> 37:10.000]  Muslims complain that national anthem is oppressive and forced assimilation. They want to assimilate us, folks.
[37:10.000 --> 37:14.000]  It's also happening in Australia.
[37:14.000 --> 37:17.000]  So there you go.
[37:17.000 --> 37:25.000]  Now, again, there are some countries in the Middle East and in Africa that are Muslim, where they leave people alone.
[37:25.000 --> 37:29.000]  Christians, Jews, there are only a couple of them.
[37:29.000 --> 37:35.000]  There's only a couple of countries where women get to go to college, don't wear hoods over their heads and have their genitals cut off.
[37:35.000 --> 37:40.000]  I've seen them left make weird, sick jokes about me talking about that going, oh, what genitals do women have?
[37:40.000 --> 37:43.000]  You know full well what they do, and I'm not going to describe it on air.
[37:43.000 --> 37:47.000]  They cut the pleasure centers off of a woman's genitals.
[37:47.000 --> 37:50.000]  I can't think of anything more satanic, quite frankly.
[37:50.000 --> 37:52.000]  You people make me want to throw up.
[37:52.000 --> 37:54.000]  I do hate you. I'm not in that right now.
[37:54.000 --> 38:04.000]  Okay, the point here is that Al Qaeda and these Wahhabis and the Saudi Arabian government run by the House of Saud, unelected as a dictatorship,
[38:04.000 --> 38:07.000]  and are the scum of the earth.
[38:07.000 --> 38:13.000]  They're now heavily involved in our politics, heavily involved in our media, censoring everything you can imagine,
[38:13.000 --> 38:20.000]  and the left won't say a word about it, and I'm tired of it.
[38:20.000 --> 38:23.000]  And to dovetail with that before we get back into the election,
[38:23.000 --> 38:29.000]  start of World War III, North Korea planning wave of terror attacks on South Korea, Sunday Express,
[38:29.000 --> 38:31.000]  and that's their announcements.
[38:31.000 --> 38:34.000]  And isn't this an illustration of everything? Document cam please for TV viewers.
[38:34.000 --> 38:42.000]  Look at Kim Jong-un, the son of Kim Jong-il, the son of the first dictator of North Korea, hereditary, like the Bushes.
[38:42.000 --> 38:45.000]  I guess you don't get three presidents.
[38:45.000 --> 38:56.000]  An obese 20-something punk who literally can hardly walk, who is executing anybody he can get his hands on.
[38:56.000 --> 39:09.000]  Millions of his people have starved to death, but he's got a huge military and people that parade around on power trips with him.
[39:09.000 --> 39:11.000]  It is truly, truly sickening.
[39:11.000 --> 39:13.000]  I mean, look at this photo from Reuters.
[39:13.000 --> 39:19.000]  U.S. rejected North Korea peace talks offered before last nuclear test State Department.
[39:19.000 --> 39:22.000]  Notice he has a sword. He has guns.
[39:22.000 --> 39:23.000]  None of the citizens do.
[39:23.000 --> 39:29.000]  That's what gun control is about for all you Dumbo Bernie Sanders people.
[39:29.000 --> 39:35.000]  Bernie Sanders admits, we had an article last week and put it on screen, that he was a bum that never had a paying job until he was 40.
[39:35.000 --> 39:41.000]  These are the disconnected people that will lead us to this type of hell.
[39:41.000 --> 39:47.000]  Please, please understand that's free market that gives you all these choices.
[39:47.000 --> 39:58.000]  Where you can work for a minimum wage and get enough money to buy a nice used car and be in a decent apartment with your roommate and get good food.
[39:58.000 --> 40:08.000]  But you see all the super wealth of capitalism, the mansions, the Ferraris, the private jets, you think, I don't have that, give me that.
[40:08.000 --> 40:17.000]  If you took the few hundred billion dollars of independent wealth in the U.S. and gave it to the people, it wouldn't fund anything for six months.
[40:17.000 --> 40:23.000]  Now, if you went to the offshore mega banks with their tens of trillions, then you could actually hand out some freemies.
[40:23.000 --> 40:31.000]  But that's like feeding squirrels in your backyard. Soon they're obese and can't walk.
[40:31.000 --> 40:34.000]  Soon they're domesticated.
[40:34.000 --> 40:41.000]  And so that's why that's not a good thing. And there's always, oh, let's give the vets a free two issue and they deserve it at World War Two.
[40:41.000 --> 40:46.000]  It sounds good. Then it turns into dependent vets today under the VA system.
[40:46.000 --> 40:48.000]  How about you just give them free healthcare wherever they want to go?
[40:48.000 --> 40:52.000]  Oh, no, no, no. It's about control, folks, and it doesn't work that way.
[40:52.000 --> 40:59.000]  And you've got all these domesticated people in the bosom of freedom having no idea how good they've got it.
[40:59.000 --> 41:07.000]  Now, I'm going to take calls in the next hour on the election, on the primary, on Trump, on whatever you want to discuss.
[41:07.000 --> 41:15.000]  877, first time callers of the day, 877-789, Alex, 877-789-2539.
[41:15.000 --> 41:24.000]  So start your engines. But when we come back, we're going to tile this into the Saudis claim to have nuclear bomb threatened to use it against Iran.
[41:24.000 --> 41:30.000]  That's up on infowars.com, ties into North Korea. You've got all the things lining up for a huge world war.
[41:30.000 --> 41:36.000]  That's mainline news. I'm not saying that's going to happen. I'm just saying this is a very, very serious time with a worldwide economic meltdown and more.
[41:36.000 --> 41:46.000]  But first, a detailed report on the fall of the House of Bush and how it's coming out of the fact of 9-11 truth that Donald Trump dare bring out.
[41:46.000 --> 41:55.000]  It's a congressional report. It's 28 pages. It's that you order to stand down, don't sit there and make fun of me for telling the truth.
[41:55.000 --> 42:02.000]  It's a fact. And no amount of neocon talk show hosts can cover that up. It's coming out. You're on the wrong side of history, not exposing it.
[42:02.000 --> 42:08.000]  So that's special report where we confront him repeatedly and he makes fun of info wars and the rest of it, but he's the one dropping out.
[42:08.000 --> 42:19.000]  Now, before I go any further, we have amazing nutraceuticals, game changing vitamins and minerals and key missing link products at infowarslife.com that nobody else has got.
[42:19.000 --> 42:26.000]  We've got the best herbal liver cleanse. It takes one week with the oxy powder pills to flush out your gallbladder liver like nothing you've ever seen.
[42:26.000 --> 42:34.000]  Watch the informational videos. It's finally back in stock at infowarslife.com and your purchase makes this transmission possible.
[42:34.000 --> 42:48.000]  Supermail vitality that blocks the estrogen members and more is about to sell out and we've got a lot of other great products at infowarslife.com and your purchase makes it all possible or call 888-2533139.
[42:48.000 --> 43:05.000]  We'll be back with the big special report, the fall of the house of Bush. Straight ahead, stay with us.
[43:19.000 --> 43:23.000]  Our most bioactive, powerful form of B12 that has been developed with our exclusive perfected process.
[43:23.000 --> 43:34.000]  Secret 12 is a binary of nutrimentical grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[43:34.000 --> 43:40.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed. No needles, no injections.
[43:40.000 --> 43:44.000]  Don't take my word for it. Try it for yourself. Discover the secret.
[43:44.000 --> 43:53.000]  Secret 12. Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-2533139.
[43:53.000 --> 44:22.000]  infowarslife, Secret 12.
[44:22.000 --> 44:26.000]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity,
[44:26.000 --> 44:32.000]  and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives
[44:32.000 --> 44:39.000]  to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[44:39.000 --> 44:49.000]  you need to check out infowarsteam.com. Give your body the gift of good nutrition. Head over to infowarsteam.com. Your body will be very grateful.
[44:49.000 --> 44:55.000]  On the web at infowarsteam.com. That's infowarsteam.com.
[45:19.000 --> 45:26.000]  Secure your DNA force today at infowarslife.com or call toll-free 888-2533139.
[45:50.000 --> 46:09.000]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[46:09.000 --> 46:12.000]  All of our children are hit with modern mind control.
[46:12.000 --> 46:22.000]  Television, music, fast food, GMOs, sugars, you name it, young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[46:22.000 --> 46:27.000]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[46:27.000 --> 46:34.000]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[46:34.000 --> 46:42.000]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[46:42.000 --> 46:49.000]  Introducing child ease with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[46:49.000 --> 47:05.000]  Obtain your child ease today at infowarslife.com. That's child ease exclusively at infowarslife.com.
[47:20.000 --> 47:26.000]  You are listening to an infowars.com frontline report. It's Alex Jones.
[47:26.000 --> 47:37.000]  Waging war on corruption, crashing the lies and disinformation. Matt Weber and Richard Reeves are two crack political correspondents who are on their way to the Republican caucuses out in Nevada.
[47:37.000 --> 47:42.000]  The Democrats just had theirs. Hillary stole it as usual. There's video of them doing it. It's on infowars.com.
[47:42.000 --> 47:48.000]  It's a standard procedure now for these people. They just admit that matter. Bernie Winslow just take the delegates. They just admit it on TV.
[47:48.000 --> 47:57.000]  But here is our reporters talking last week and this week to Jeb Bush about 9-11 truth and about Trump and so much more.
[47:57.000 --> 48:02.000]  And it's Trump coming out and saying, let me, you'll find out who really knocked down the towers.
[48:02.000 --> 48:06.000]  By them having Jeb drop out now, that means Trump probably won't have to keep bringing this up.
[48:06.000 --> 48:19.000]  I'm telling you folks, they are scared of the truth. Here's the report.
[48:36.000 --> 48:40.000]  It wasn't the Iraqis. It was Saudi. Take a look at Saudi Arabia. Open the documents.
[48:40.000 --> 48:48.000]  We want to get Bush or somebody to have the documents opened because frankly, if you open the documents, I think you're going to see that it was Saudi Arabia.
[48:48.000 --> 48:54.000]  They did not knock down the World Trade Center. It wasn't the Iraqis that knocked down the World Trade Center.
[48:54.000 --> 48:58.000]  We went after Iraq. We decimated the country. Iran's taken over.
[48:58.000 --> 49:06.000]  But it wasn't the Iraqis. You will find out who really knocked down the World Trade Center because they have papers out there that are very secret.
[49:06.000 --> 49:10.000]  You may find it's the Saudis, okay? But you will find out.
[49:10.000 --> 49:18.000]  This morning on the Alex Jones show, political insider Roger Stone had this to say about the incriminating 28 pages.
[49:18.000 --> 49:29.000]  We know that a number of the hijackers trained in Tampa, Florida. We know that the neighbors tipped the local police and the Florida Department of Law Enforcement under Jeb Bush.
[49:29.000 --> 49:31.000]  And what happened? Nothing.
[49:31.000 --> 49:35.000]  Instead, Jeb Bush helped the bin Laden to get on planes and get out of the country.
[49:35.000 --> 49:43.000]  And for the Bush lackeys to now claim that it's outrageous, look, Condoleezza Rice had multiple warnings.
[49:43.000 --> 49:49.000]  The Central Intelligence Agency had multiple warnings. The FBI had multiple warnings.
[49:49.000 --> 49:53.000]  But within the Bush administration, they weren't speaking to each other.
[49:53.000 --> 50:01.000]  That is a failure of leadership or it's willful. One or the other, whether it's incompetence or treason, is meaningless at this point.
[50:01.000 --> 50:09.000]  Recently, Jeb Bush was confronted again by Info Wars and once again refused to talk about the documents.
[50:09.000 --> 50:13.000]  Next week, I asked you about the 28 pages that were redacted from 9-11.
[50:13.000 --> 50:15.000]  Yeah, you haven't sent them to me. I don't know anything about them.
[50:15.000 --> 50:18.000]  Can you ask Jeb to help us get them?
[50:18.000 --> 50:22.000]  I don't know anything. What's the implication of it? What are you talking about?
[50:22.000 --> 50:23.000]  Thank you.
[50:23.000 --> 50:24.000]  I don't know about the 28 pages.
[50:24.000 --> 50:27.000]  Redacted from the 9-11 commission report.
[50:27.000 --> 50:29.000]  Well, eventually they'll come out, won't they?
[50:29.000 --> 50:33.000]  Well, we hope so. If you could ask your brother to get them for us, that would be great.
[50:33.000 --> 50:34.000]  Well, I'll see him one more time.
[50:34.000 --> 50:47.000]  Well, there's the Bush dynasty for you making jokes at the expense of the 9-11 victims' families who simply want answers to why their loved ones died on September 11th.
[50:47.000 --> 50:53.000]  It's getting blatantly obvious to everyone that this is a big time cover-up.
[50:53.000 --> 51:07.000]  No doubt that Jeb, like his brother Debia and his daddy Bush Sr., well, they are all covering up for the fact that the Bush family has a very cozy relationship with the Saudi royal family.
[51:07.000 --> 51:12.000]  I love my dad. I'd kill for him. I'd go to prison for him because I love him so much.
[51:12.000 --> 51:23.000]  And what's hidden from the public in the classified documents of the 28 pages is a link between the Saudi government and the 9-11 hijackers.
[51:23.000 --> 51:31.000]  And we're talking funding and training of the terrorists who launched an attack on our country on September 11th, 2001.
[51:31.000 --> 51:43.000]  This was an act of war, not to mention treason by the Bush administration. And they don't want anybody to see what's in those 28 pages.
[51:43.000 --> 52:09.000]  Well, thanks for the plug, Jeb. Maybe you should check out some of the articles on InfoWars.com.
[52:09.000 --> 52:14.000]  This way you don't look like such a dumbass when somebody asks you a serious question.
[52:14.000 --> 52:24.000]  By the way, for those of you who missed out the first time InfoWars caught up with Jeb and asked him about the 28 pages, here's InfoWars reporter Richard Reeves.
[52:24.000 --> 52:28.000]  Thanks. You're doing well. Good to see you.
[52:28.000 --> 52:31.000]  Governor Bush, how are we doing? Good, how are you doing?
[52:31.000 --> 52:38.000]  I was wondering, would you be in favor of seeing the 28 pages that have been redacted from the 9-11 commission report? Would you be willing to see those released?
[52:38.000 --> 52:40.000]  Yeah, I'd like to see them. I've got them.
[52:40.000 --> 52:43.000]  Well, we hopefully we can get them. Thank you.
[52:43.000 --> 52:48.000]  Would you be in favor of seeing the 28 pages that have been redacted from the 9-11 commission report? Would you be willing to see those released?
[52:48.000 --> 52:50.000]  Yeah, I'd like to see them. I've got them.
[52:50.000 --> 52:53.000]  Well, we hopefully we can get them. Thank you.
[52:53.000 --> 52:57.000]  For the few who have seen them, they're known as the 28 pages.
[52:57.000 --> 53:04.000]  In those pages are names of people who allegedly help the al-Qaeda killers but who have never been held accountable.
[53:04.000 --> 53:10.180]  potential sources of foreign support for the September 11th hijackers, classified by the
[53:10.180 --> 53:11.180]  Bush administration.
[53:11.180 --> 53:15.900]  Why the 28 pages remain hidden from the public remains a mystery.
[53:15.900 --> 53:20.400]  We know the 28 pages from Senator Graham and Senator Jones that have seen it and military
[53:20.400 --> 53:21.640]  we've had on that have seen it.
[53:21.640 --> 53:26.300]  It says Saudi Arabia ran the attacks to blame Iraq, that was always the plan, and then our
[53:26.300 --> 53:28.020]  own government bare minimum stood down.
[53:28.020 --> 53:32.460]  And of course it was more than that, but we have the fact that it now to a great extent
[53:32.460 --> 53:33.620]  was an inside job.
[53:33.620 --> 53:38.600]  I have read the 28 pages and the 28 pages have nothing to do with national security,
[53:38.600 --> 53:39.600]  nothing.
[53:39.600 --> 53:40.600]  I wouldn't be standing here.
[53:40.600 --> 53:44.000]  It's all about relationships and involvement in 9-11.
[53:44.000 --> 53:46.480]  I want those documents to be classified.
[53:46.480 --> 53:52.280]  I'm embarrassed to be associated with a work product that is secret.
[53:52.280 --> 53:58.320]  I am convinced that there was a direct line between at least some of the terrorists who
[53:58.320 --> 54:03.680]  carried out the September 11th attacks and the government of Saudi Arabia.
[54:03.680 --> 54:10.480]  He called it a smoking gun and he went on to say the reason for this cover-up goes right
[54:10.480 --> 54:12.720]  up to the White House.
[54:12.720 --> 54:16.520]  This sort of shocking when you read it, as I read it, we all had our own experience.
[54:16.520 --> 54:23.960]  I had to stop every couple pages and just sort of absorb and try to rearrange my understanding
[54:23.960 --> 54:28.920]  of history for the past 13 years and the years leading up to that.
[54:28.920 --> 54:32.120]  It challenges you to rethink everything.
[54:32.120 --> 54:37.200]  What do we know is in the 28 censored pages of the 9-11 report, people that have seen
[54:37.200 --> 54:39.760]  it said it would bring down the whole system.
[54:39.760 --> 54:42.840]  That has been talked to multiple members of Congress who read it.
[54:42.840 --> 54:44.640]  They are convinced the American people need to see it.
[54:44.640 --> 54:49.400]  It has to do with information which is not convenient to the White House, either White
[54:49.400 --> 54:52.960]  House, the Clinton White House, or the Bush White House, and it has to do with an ally
[54:52.960 --> 54:57.520]  but such a look the other way and allow a lot of support for the terrorists who conducted
[54:57.520 --> 54:58.520]  the attack.
[54:58.520 --> 55:02.280]  We're here today to call for a release of those 28 pages.
[55:02.280 --> 55:08.720]  The survivors, civilian heroes, and families of the victims of September 11 terrorist attacks,
[55:08.720 --> 55:11.680]  some of whom are here today, deserve the full truth.
[55:11.680 --> 55:17.680]  We cannot let page after page of blanked out documents be obscured behind a veil, leaving
[55:17.680 --> 55:23.040]  these families to wonder if there is additional information surrounding these horrible acts.
[55:23.040 --> 55:30.720]  My son Matthew C. Salido was murdered September 11, 2001.
[55:30.720 --> 55:34.560]  On September 11, I lost my husband Tom Strada.
[55:34.560 --> 55:39.080]  My husband, Victor, was the captain of United Flight 175 that struck the South Tower of
[55:39.080 --> 55:42.480]  the World Trade Center on September 11 at 9.03 a.m.
[55:42.480 --> 55:47.280]  My father never got to see me compete on my horse, hear me on at a lacrosse scheme, or
[55:47.280 --> 55:50.280]  hear me speak at my middle school graduation.
[55:50.280 --> 55:59.960]  When you tell me there's a security risk and that's the reason you're not making these
[55:59.960 --> 56:07.520]  public, Mr. President, I call you a liar.
[56:07.520 --> 56:11.520]  He would be laughing and saying, you go get him, Terry, you go get him.
[56:11.520 --> 56:13.480]  Don't let them get away with this.
[56:13.480 --> 56:18.640]  Don't let them hide the truth, and don't let the people that were behind it not pay.
[56:18.640 --> 56:27.480]  Every nation in every region now has a decision to make, either you are with us, or you are
[56:27.480 --> 56:28.480]  with the terrorists.
[56:28.480 --> 56:29.480]  Governor Bush, how are we doing?
[56:29.480 --> 56:30.480]  Good, how are you doing?
[56:30.480 --> 56:36.640]  I was wondering, would you be in favor of seeing the 28 pages that have been redacted
[56:36.640 --> 56:37.640]  from the 9-11 commission report?
[56:37.640 --> 56:38.640]  Yes, sir.
[56:38.640 --> 56:39.640]  Would you be willing to see those released?
[56:39.640 --> 56:40.640]  Yeah, I'd like to see them.
[56:40.640 --> 56:41.640]  Got them?
[56:41.640 --> 56:46.160]  When I dream of my wedding day, I will carry his picture and wish he were there with me.
[56:46.160 --> 56:47.160]  Yeah, I'd like to see him.
[56:47.160 --> 56:48.160]  Got him?
[56:48.160 --> 56:53.360]  My son's dead, and I don't know all the facts.
[56:53.360 --> 56:54.760]  Yeah, I'd like to see him.
[56:54.760 --> 56:55.760]  Got him?
[56:55.760 --> 56:59.760]  Keeping it a secret about those who facilitated it must end now.
[56:59.760 --> 57:01.760]  Well, Andrea may have them.
[57:01.760 --> 57:02.760]  Hopefully, we can get them.
[57:02.760 --> 57:03.760]  Thank you.
[57:03.760 --> 57:11.200]  All right, you want to see that video report, it's up on infowars.com.
[57:11.200 --> 57:15.000]  That's titled, Jeff Bush dodges the 9-11 bullet, but he didn't dodge it.
[57:15.000 --> 57:16.000]  Trump fired it.
[57:16.000 --> 57:19.720]  The Patriots got the info out and loaded the gun, but Trump pulled the trigger.
[57:19.720 --> 57:23.720]  He called their bluff, and the neocons are on their knees.
[57:23.720 --> 57:26.200]  The Democrats were involved as well in the stand down.
[57:26.200 --> 57:27.880]  We can bring down the entire criminal system.
[57:27.880 --> 57:32.080]  I want to tell folks inside the government something, and I want to be very clear.
[57:32.080 --> 57:33.080]  History's on our side.
[57:33.080 --> 57:34.080]  Justice is as well.
[57:34.080 --> 57:37.520]  Those of you on the fence, don't be part of this crime.
[57:37.520 --> 57:43.760]  Let's save the republic and the world, I'll be back with the second hour straight ahead.
[57:43.760 --> 57:44.760]  Stay with us.
[57:44.760 --> 57:50.800]  Tell folks how you got introduced to super male, and then when super female came out,
[57:50.800 --> 57:51.800]  tell us what happened.
[57:51.800 --> 57:56.520]  After I saw such a huge positive change in my husband, I had to try it for myself.
[57:56.520 --> 57:57.520]  Talk about the effects.
[57:57.520 --> 57:59.320]  I feel great when I wake up in the morning.
[57:59.320 --> 58:01.040]  I have drive to go to the gym.
[58:01.040 --> 58:02.240]  I feel like I look better.
[58:02.240 --> 58:03.240]  I feel better.
[58:03.240 --> 58:04.240]  I feel sexier.
[58:04.240 --> 58:05.240]  I love it.
[58:05.240 --> 58:08.880]  I think if you don't believe in supplements, take the challenge, get a bottle of super
[58:08.880 --> 58:13.400]  male, a bottle of super female, check it out for yourself, consult your physician, visit
[58:13.400 --> 58:15.640]  infowarslife.com today.
[58:15.640 --> 58:17.200]  This is Life Changing.
[58:17.200 --> 58:18.200]  Shower filters.
[58:18.200 --> 58:19.600]  We're introducing the best yet.
[58:19.600 --> 58:23.680]  The brand new Pro Pure Pro Max high performance shower filter.
[58:23.680 --> 58:28.560]  It removes and reduces over 200 contaminants while preserving a strong powerful flow.
[58:28.560 --> 58:33.160]  This new four stage filtration process helps protect the largest organ in your body, your
[58:33.160 --> 58:35.560]  skin from the unhealthy contaminants in the water.
[58:35.560 --> 58:40.120]  You can find more details on this amazing new filter and free shipping at infowarsstore.com
[58:40.120 --> 58:47.960]  or call 888-253-3139 to order your Pro Max shower filter from Pro Pure today.
[58:47.960 --> 58:52.160]  Your liver can be full of fatty deposits, built up toxins and even dangerous objects
[58:52.160 --> 58:53.600]  known as liver stones.
[58:53.600 --> 58:58.600]  We worked with the top developers in the field of detox to take tried and true herbs and
[58:58.600 --> 59:03.280]  other compounds known to safely cleanse the liver and fused it with the latest research
[59:03.280 --> 59:07.600]  and technological development on concentrating these ingredients to give you the maximum
[59:07.600 --> 59:08.600]  effect.
[59:08.600 --> 59:12.720]  Livershield is the only liver support product in the market that uses a patented spy Jurex
[59:12.720 --> 59:16.320]  blend of powerful organic herbs that support detoxification.
[59:16.320 --> 59:20.600]  And when you visit infowarslife.com, see the instructional video on how to do a six day
[59:20.600 --> 59:21.600]  liver detox.
[59:21.600 --> 59:25.440]  This isn't a game and let me tell you, the results are dramatic.
[59:25.440 --> 59:29.640]  Livershield is totally organic and made of the safest high quality herbs.
[59:29.640 --> 59:33.960]  But that said, you need to consult your physician before you do the full detox.
[59:33.960 --> 59:38.320]  Livershield can also be used daily by itself for overall upkeep of the liver.
[59:38.320 --> 59:43.040]  Secure your liver shield today exclusively at infowarslife.com for the lowest price available
[59:43.040 --> 59:51.800]  at infowarslife.com or call 888-253-3139.
[59:51.800 --> 01:00:00.800]  We're listening to the Alex Jones show.
[01:00:00.800 --> 01:00:07.360]  From his central Texas command center deep behind enemy lines, the information war continues.
[01:00:07.360 --> 01:00:10.960]  It's Alex Jones and the GCN radio network.
[01:00:10.960 --> 01:00:15.240]  So Trump is set to sweep the election.
[01:00:15.240 --> 01:00:17.560]  I mean, he's 20, 30 points ahead in every poll.
[01:00:17.560 --> 01:00:21.080]  The Republicans, he's beating Hillary in almost every poll.
[01:00:21.080 --> 01:00:23.680]  So the entire power structure is still screaming saying he can't win.
[01:00:23.680 --> 01:00:24.680]  He's evil.
[01:00:24.680 --> 01:00:25.680]  He's bad.
[01:00:25.680 --> 01:00:29.120]  Obama says he's not allowed to be president because Obama's God and he tells you who can
[01:00:29.120 --> 01:00:30.120]  be.
[01:00:30.120 --> 01:00:34.280]  The Pope says he can't be president either and he isn't a Christian and he is excommunicated
[01:00:34.280 --> 01:00:35.760]  and all the rest of it.
[01:00:35.760 --> 01:00:37.920]  It's pretty sick.
[01:00:37.920 --> 01:00:42.280]  I want to talk to first time callers here coming up in the next segment at the toll-free
[01:00:42.280 --> 01:00:45.840]  number 877-789-2539.
[01:00:45.840 --> 01:00:49.040]  The network tells them every Sunday they get hundreds of calls.
[01:00:49.040 --> 01:00:51.920]  This is all produced in-house on Sunday.
[01:00:51.920 --> 01:00:55.880]  I still take my calls through Minnesota because that's where the satellite uplink is and I've
[01:00:55.880 --> 01:00:57.760]  done that for almost two decades.
[01:00:57.760 --> 01:01:07.800]  But this Sunday show, it's 877-789-ALEX-877-789-2539.
[01:01:07.800 --> 01:01:13.520]  And we will be going to your phone calls coming up at the start of the next segment.
[01:01:13.520 --> 01:01:18.680]  But just looking at headlines I've already mentioned but haven't dug into, US rejection
[01:01:18.680 --> 01:01:24.600]  in North Korea peace talks offer before the latest nuclear test, State Department, start
[01:01:24.600 --> 01:01:30.040]  of World War 3, North Korea planning wave of terror attacks on South Korea.
[01:01:30.040 --> 01:01:33.720]  That's Sunday Express and Reuters.
[01:01:33.720 --> 01:01:38.240]  Saudis claim to have nuclear bomb threatened to use it in Syria or against Iran.
[01:01:38.240 --> 01:01:42.800]  Boy, that's nice and our intel is they've had it for a long time.
[01:01:42.800 --> 01:01:47.360]  Chinese media calls for government to fire shots and ram US warships to teach them a
[01:01:47.360 --> 01:01:53.240]  quote, close quote, over disputed South China Sea islands.
[01:01:53.240 --> 01:01:58.800]  Mark Zuckerberg is promoting a new world order.
[01:01:58.800 --> 01:02:02.360]  We've got the latest on the Apple situation and Trump, I'm going to kind of decode that
[01:02:02.360 --> 01:02:06.240]  and show how both sides don't quite get what's going on here.
[01:02:06.240 --> 01:02:10.600]  I mean, I mean Apple does what they're doing but they're misrepresenting it and Trump is
[01:02:10.600 --> 01:02:12.360]  kind of buying into the disinformation.
[01:02:12.360 --> 01:02:19.760]  So I'm going to try to break that down coming up as sneaky change to the Trans-Pacific partnership
[01:02:19.760 --> 01:02:24.440]  drastically extends criminal penalties across the board.
[01:02:24.440 --> 01:02:31.120]  There's an article by Curt Nimo up on infowars.com breaking info wars may soon be considered
[01:02:31.120 --> 01:02:36.760]  material support of terrorism and then that's a cool headline from Curt and I kind of get
[01:02:36.760 --> 01:02:44.120]  it and agree with it, but really it's breaking free speech of conservatism or libertarianism
[01:02:44.120 --> 01:02:48.200]  or constitutionalism to be considered material support of terrorism.
[01:02:48.200 --> 01:02:52.440]  And that's actually what the feds, that is the firing globals that hijacked the country
[01:02:52.440 --> 01:02:56.680]  literally are trying to get changed in Congress of the Patriot Act.
[01:02:56.680 --> 01:03:02.760]  Very important article up on infowars.com and prisonplanet.com.
[01:03:02.760 --> 01:03:11.000]  So this is a time where anyone who doesn't want to be assimilated into tyranny needs to
[01:03:11.000 --> 01:03:16.800]  get involved and needs to take action because the globalists are weak right now.
[01:03:16.800 --> 01:03:18.520]  They're not all powerful.
[01:03:18.520 --> 01:03:21.200]  They can and must be resisted.
[01:03:21.200 --> 01:03:23.880]  Giving into tyrants doesn't make you safe.
[01:03:23.880 --> 01:03:28.040]  Doesn't make you leave them alone, especially when you enter the end game.
[01:03:28.040 --> 01:03:32.800]  Really letting tyrants historically into control within five to ten years you're a total slave
