[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[55:17.000 --> 55:26.000]  They were already making the new mRNA shot for COVID-19. That's mainstream news. You missed it. Tucker Carlson, Lindbeck, the documents, I covered it two plus years ago.
[55:26.000 --> 55:30.000]  It's being covered now by them, but that's pretty bombshell, isn't it?
[55:30.000 --> 55:36.000]  So they're now telling you, oh, no, no, no, no, don't do that. There's also a pang of conscience.
[55:36.000 --> 55:46.000]  So the doctors that weren't part of the conspiracy of the population, but still went along with it because they believed it was good, they're saying no now.
[55:46.000 --> 55:50.000]  So this is giving them an out. This is giving them an out.
[55:50.000 --> 56:01.000]  Another one, FDA vaccine advisors disappointed in angry that early data about COVID-19 booster shot wasn't presented for review last year.
[56:01.000 --> 56:13.000]  So on Monday, we started covering the new FDA documents and more coming out next week that they knew it was causing heart attacks and minor carditis when they did their quiet internal studies during the rollout, not studies before, other than rats.
[56:13.000 --> 56:17.000]  They knew how deadly it was there. Of course, they didn't want public studies.
[56:17.000 --> 56:23.000]  But now the FDA boards are saying they're mad they weren't told about the heart attacks. So this is seeing in.
[56:23.000 --> 56:26.000]  So how are they going to kind of let it out slowly so you don't get too mad?
[56:26.000 --> 56:33.000]  Oh, the FDA boards are mad that they did emergency authorization, but why the first three boards quit? Because they knew it was wrong.
[56:33.000 --> 56:39.000]  They finally found boards that said things like, we have no idea what it will do, so we're going to go ahead and do it and give it to kids.
[56:39.000 --> 56:50.000]  So I played that clip yesterday and the day before. So seeing in, oh, they're angry. They weren't told what these shots really do and they don't really protect you.
[56:50.000 --> 56:54.000]  See, that's the rats leaving the sinking ship. Here's Yahoo! I mentioned.
[56:54.000 --> 56:57.000]  Notice I tell you, I have these articles. I actually show them to you. I'm like mainstream media.
[56:57.000 --> 57:05.000]  Younger, healthier people don't need another COVID booster. Vaccine experts say challenging FDA guidance.
[57:05.000 --> 57:10.000]  Breaking. Cardiologist says likely contributory factor to excess cardiovascular deaths.
[57:10.000 --> 57:21.000]  A COVID mRNA vaccine and rollout should be suspended, pending an inquiry because he's seeing massive increase in heart attacks in his patients, including his father that died after the shot.
[57:21.000 --> 57:24.000]  We'll play that coming up next segment.
[57:24.000 --> 57:31.000]  Here's a WRAL article. One expert recommends parents avoid booster shots for healthy children.
[57:31.000 --> 57:36.000]  It goes on and on and on. The rats leaving the sinking ship.
[57:36.000 --> 57:39.000]  I'm going to play some of these clips in that next short little segment.
[57:39.000 --> 57:46.000]  And then Gerald Salente, the great trend forecaster, is going to be joining us to lay out the trends for next year and beyond.
[57:46.000 --> 57:48.000]  This is important. Please stay with us.
[57:50.000 --> 57:55.000]  Ladies and gentlemen, a very exciting development has just taken place.
[57:55.000 --> 58:03.000]  I want to encourage you all to go to infowarsstore.com and check it out for yourself because it is a very strong, high quality formula.
[58:03.000 --> 58:08.000]  Gallon Out Sleep Support Liquid is very fast-acting, taken out of the tongue.
[58:08.000 --> 58:16.000]  It's got a very good dose of melatonin, passion flower, valerian root extract, lemon balm, and German chamomile.
[58:16.000 --> 58:23.000]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[58:23.000 --> 58:28.000]  And that is one of the biggest game changers out there with all the stress we have in this world.
[58:28.000 --> 58:32.000]  And we've got some other great sleep aids as well, and they're excellent. They're all different formulas.
[58:32.000 --> 58:36.000]  But this one is particularly the strongest one we have.
[58:36.000 --> 58:39.000]  So, Gallon Out sold out for more than five months.
[58:39.000 --> 58:41.000]  Now, back available at infowarsstore.com.
[58:41.000 --> 58:50.000]  So get better, deeper rest, boost your immune system, and support the Infowar with Gallon Out Sleep Support at Infowar Store.
[58:50.000 --> 58:57.000]  Ladies and gentlemen, InfowarsLive products have always been the highest quality, triple tested, and you've seen the right reviews.
[58:57.000 --> 59:02.000]  But doing deep research, we made contact with the top company in the United States,
[59:02.000 --> 59:08.000]  and it turned out they were supplying almost all the raw materials to the companies that we were already using.
[59:08.000 --> 59:15.000]  So we've gone directly to the source, and that means we can give you lower prices on the very same high quality supplements,
[59:15.000 --> 59:23.000]  and in some cases even better. Introducing InfowarsMD at InfowarsStore.com.
[59:23.000 --> 59:28.000]  InfowarsMD exclusively at InfowarsStore.com has 10 new products.
[59:28.000 --> 59:39.000]  Tumoric 95, Libido RX, Better Mood, Nitric Boost, Muchroom Max, Atropic, Angel's Fatality Collagen, Superfood Greens, and more.
[59:39.000 --> 59:48.000]  We've just taken Superfood Greens. This is the highest quality greens out there, and it's at a price way, way lower than the same product on store shelves for up to twice the cost.
[59:48.000 --> 01:00:15.000]  Find InfowarsMD at InfowarsStore.
[01:00:15.000 --> 01:00:39.000]  Good evening, and welcome to Tucker Carlson. Tonight is hard to remember now, but it wasn't that long ago that Andrew Cuomo was not only the governor of New York,
[01:00:39.000 --> 01:00:43.000]  but also a legitimate hero in the Democratic Party. Do you remember that?
[01:00:43.000 --> 01:00:51.000]  Cuomo was the governor who legalized marijuana, who expanded Medicare, who passed strict gun control, who destroyed the NRA as a political force.
[01:00:51.000 --> 01:01:00.000]  He was the governor who more than any other person in this country, including Tony Fauci, effectively defended lockdowns masking in vaccines.
[01:01:00.000 --> 01:01:09.000]  In fact, in the fall of 2020, Cuomo won an Emmy Award for his daily COVID briefings. He was an actual celebrity. He seemed like a future president, and everybody said so.
[01:01:09.000 --> 01:01:19.000]  But within weeks of getting that Emmy, it began to fall apart. A number of women came forward to claim that Cuomo had once said impolite things in their presence.
[01:01:19.000 --> 01:01:31.000]  By the standards of Andrew Cuomo's many scandals and office, it seemed like nothing. But for reasons they never explained, Democratic leaders, leaders of his party in Washington, took this scandal very seriously.
[01:01:31.000 --> 01:01:40.000]  They described Cuomo's behavior as sexual harassment, and they called for his resignation. By summer, it had worked. He was out of office and irreparably disgraced.
[01:01:40.000 --> 01:01:49.000]  The people who hand out Emmys even took back their award and scrubbed Andrew Cuomo's name from their website. Andrew Cuomo was too immoral to share space with Hollywood actors.
[01:01:49.000 --> 01:01:58.000]  And that's pretty immoral. What exactly did Andrew Cuomo do wrong? He outlived his usefulness to the party. That's what he did. He stayed too long.
[01:01:58.000 --> 01:02:06.000]  Cuomo was in his 60s. He was white. He was male. He was someone whose demographic profile represented the Democratic Party of the past, not of the future.
[01:02:06.000 --> 01:02:16.000]  He talked like a mafia don negotiating garbage contracts. He was a little embarrassing. Because of that, his own people iced him, and they replaced him with someone who looked the part.
[01:02:16.000 --> 01:02:23.000]  No one cried when Andrew Cuomo resigned. They just moved on. The Democratic Party is not a sentimental place.
[01:02:23.000 --> 01:02:31.000]  It's hard not to think of Andrew Cuomo when you see what is happening to Joe Biden right now. Kamala Harris is certainly thinking about it.
[01:02:31.000 --> 01:02:37.000]  Harris was in a suspiciously good mood today. We know this because she was talking about electric school buses again.
[01:02:37.000 --> 01:02:45.000]  I love electric school buses, she raved. I just love them for so many reasons. Maybe because I went to school on a school bus.
[01:02:45.000 --> 01:02:48.000]  Raise your hand if you went to school on a school bus.
[01:02:48.000 --> 01:02:58.000]  Harris was grinning the whole time. And why wouldn't she be grinning? That senile white guy who claims to be her boss is finally going down, down, down, down, down.
[01:02:58.000 --> 01:03:07.000]  It's a happy day at Kamala Harris' house. But it's not a happy day at Casa Biden. In fact, this is pretty clearly the beginning of the end for Joe Biden.
[01:03:07.000 --> 01:03:15.000]  We can't prove that. The future is unknowable. But holy smokes, it does not look good. And it doesn't look good in a very recognizable way.
[01:03:15.000 --> 01:03:23.000]  Somewhere in his basement rec room, drinking a Courvoisier on ice, Andrew Cuomo is chuckling to himself. He's seen this movie before.
[01:03:23.000 --> 01:03:30.000]  Joe Biden's own aides keep finding stacks of felonies he's left around the place, in his office, in his car.
[01:03:30.000 --> 01:03:39.000]  And instead of throwing this evidence in the fireplace, as under normal circumstances they would, they're sending these documents on to the Justice Department.
[01:03:39.000 --> 01:03:46.000]  That's not a good sign. Meanwhile, Biden's Attorney General, the most unscrupulous, unethical Attorney General this country has ever had,
[01:03:46.000 --> 01:03:54.000]  has somehow decided that actually, in order to maintain his unsullied record of nonpartisanship, he's going to have to pass these documents, these stacks of felonies,
[01:03:54.000 --> 01:04:02.000]  onto an independent council because that always works out well for a sitting president. And by the way, in this case, the independent council is a Republican.
[01:04:02.000 --> 01:04:06.000]  Good luck, Joe Biden. Happy 80th birthday. Here's Merrick Garland.
[01:04:06.000 --> 01:04:16.000]  On the evening of November 4th, 2022, the National Archives Office of Inspector General contacted a prosecutor at the Department of Justice.
[01:04:16.000 --> 01:04:26.000]  It informed him that the White House had notified the archives that documents bearing classification markings were identified at the office of the Penn-Biden Center
[01:04:26.000 --> 01:04:37.000]  on November 14th pursuant to Section 600.2b of the Special Counsel Regulations. I assigned U.S. Attorney Laush to conduct an initial investigation.
[01:04:37.000 --> 01:04:42.000]  On December 20th, President Biden's personal counsel informed Mr. Laush.
[01:04:42.000 --> 01:04:48.000]  Hi. The whole report is on infowars.com. It's an excellent 14-minute opening monologue.
[01:04:48.000 --> 01:04:58.000]  Gerald Slantel responded to this and so much more on the economy, on the war, on the open borders, and what's going to happen next. The top trend forecaster, straight ahead in 60 seconds, stay with us.
[01:05:19.000 --> 01:05:28.000]  I thank you for your past support and I ask you now to count the cost and realize that only your commitment to keep infowars on the air will ensure our victory against the New World Order.
[01:05:28.000 --> 01:05:35.000]  They're coming for you and your family. They're coming for me. They're coming for the children. But to get to the children, they've got to get through us first.
[01:05:35.000 --> 01:05:40.000]  These monsters are all over television wanting to give these shots to newborn babies. They're already given to pregnant women.
[01:05:40.000 --> 01:05:48.000]  Miscarriages are off the chart. 80-plus percent increase in miscarriages in the first two prime ministers after these poison shots.
[01:05:48.000 --> 01:05:53.000]  We can and will save the children and they are counting on us. Let's do it together.
[01:05:53.000 --> 01:05:59.000]  And the fight starts at infowars.com. And the fight continues with your financial support at infowarsstore.com.
[01:05:59.000 --> 01:06:11.000]  Take action now.
[01:06:30.000 --> 01:06:36.000]  We love to get him on early in each year. Of course, he's a great co-host with us. He's on a reduction.
[01:06:36.000 --> 01:06:41.000]  To lay out how many trends he got right, you almost always get some 100% right.
[01:06:41.000 --> 01:06:48.000]  What he's projecting this year into next year and so much more, trendsresearch.com on Twitter, Gerald Salente.
[01:06:48.000 --> 01:06:55.000]  And I really appreciate Gerald joining us here today to cover the waterfront with us.
[01:06:55.000 --> 01:07:00.000]  We can dive into how they're obviously getting ready to remove Biden. What do you think has come out of that?
[01:07:00.000 --> 01:07:06.000]  The war in Ukraine. We've got updates on that. What's happening with the housing market, the economy, and the bubble.
[01:07:06.000 --> 01:07:14.000]  We've got the Middle East. We've got so-called going green, World War III, digital cash, AI.
[01:07:14.000 --> 01:07:20.000]  Where's the anti-war movement? In God we trust what God supports war. It is all coming up.
[01:07:20.000 --> 01:07:25.000]  We've got a copy of his latest French journal right here. So Gerald, great to have you on with us.
[01:07:25.000 --> 01:07:28.000]  What do you want to tackle first here?
[01:07:28.000 --> 01:07:38.000]  Well, you know, it's so much going on in the Ukraine war. You mentioned Biden. This is very important.
[01:07:38.000 --> 01:07:43.000]  The lower Biden goes, the more they're going to ramp up the Ukraine war.
[01:07:43.000 --> 01:07:51.000]  Let's go back to the disaster when Biden ended the disastrous Afghan war.
[01:07:51.000 --> 01:07:56.000]  Where they left behind billions and billions, countless billions of dollars of weapons.
[01:07:56.000 --> 01:08:02.000]  He BS saying that, no, no, the Taliban is not going to take over. Don't worry about it.
[01:08:02.000 --> 01:08:09.000]  And of course, the Taliban totally took over. His ratings were plunging. The people were totally disgusted with it.
[01:08:09.000 --> 01:08:14.000]  Then all of a sudden, the Russians are coming. The Russians are coming. We've got to fight the Russians.
[01:08:14.000 --> 01:08:19.000]  We've got to fight the Russians. He starts going back up.
[01:08:19.000 --> 01:08:24.000]  Alex, when all else fails, they take you to war.
[01:08:24.000 --> 01:08:31.000]  And now with the dirt coming out from what they left behind with Biden,
[01:08:31.000 --> 01:08:42.000]  the classified documents that he stole that they're finally bringing out again and to show you what a fraud this country is and the clowns running it.
[01:08:42.000 --> 01:08:52.000]  All you mean, you had this stuff two months before the midterm elections, but you didn't put it out because it would have shown what a disastrous things going on and all the fixes.
[01:08:52.000 --> 01:08:56.000]  So what I'm saying is when all else fails, they take you to war.
[01:08:56.000 --> 01:09:00.000]  Once upon a time, there was a thing called the Great Depression.
[01:09:00.000 --> 01:09:03.000]  You want to get the people's minds off it?
[01:09:03.000 --> 01:09:07.000]  World War II. Then there's a thing called the dot-com bust.
[01:09:07.000 --> 01:09:11.000]  The Nasdaq was crashed, crashing. We're into recession.
[01:09:11.000 --> 01:09:17.000]  Little Georgie Bush, the daddy's boy born on third base and thought he had a home run, a little moron over there.
[01:09:17.000 --> 01:09:22.000]  Oh, yeah, we got to get that guy Osama bin Laden dead or alive.
[01:09:22.000 --> 01:09:31.000]  88% of the people swallowed it off to Afghanistan. Biden is going to do the same thing.
[01:09:31.000 --> 01:09:39.000]  They're going to ramp up this Ukraine war. World War III has already begun.
[01:09:39.000 --> 01:09:44.000]  Well, you're dead on there and every major analyst has looked at this.
[01:09:44.000 --> 01:09:47.000]  Even Henry Kissinger says the war should stop. It's going to lead to nuclear war.
[01:09:47.000 --> 01:09:51.000]  They have that threat ladder. We're already 70% up the ladder towards total nuclear war.
[01:09:51.000 --> 01:09:56.000]  It's just escalating and escalating. What do these maniacs think they're doing?
[01:09:56.000 --> 01:09:59.000]  They're maniacs. They're demonic maniacs.
[01:09:59.000 --> 01:10:05.000]  Again, like we said, we have the Italian American Foundation up here in Kingston.
[01:10:05.000 --> 01:10:10.000]  We have the biggest Columbus Day parties outside of New York City.
[01:10:10.000 --> 01:10:15.000]  We're at one of the meetings the other day and everybody stands up to do the Pledge of Allegiance.
[01:10:15.000 --> 01:10:18.000]  I pledge allegiance to the flag of the United States of America
[01:10:18.000 --> 01:10:24.000]  and to the Republic for which it stands, one nation under God, indivisible with liberty and justice for all.
[01:10:24.000 --> 01:10:29.000]  I said to myself, one nation under God? What God are you talking about?
[01:10:29.000 --> 01:10:37.000]  What God are you talking about that keeps starting war after war after war after war all my life?
[01:10:37.000 --> 01:10:43.000]  What God and freedom, liberty, justice for all? What justice for all?
[01:10:43.000 --> 01:10:48.000]  The bigs get a slap on the wrist. It's prosecution to the fullest. And what liberty?
[01:10:48.000 --> 01:10:52.000]  You get sensitive if you don't swallow the crap that they're shoving down your throat.
[01:10:52.000 --> 01:10:58.000]  So that's what we're going. And again, you're talking about building it up.
[01:10:58.000 --> 01:11:02.000]  This is from business insider. You ready?
[01:11:02.000 --> 01:11:09.000]  A nuclear attack would most likely target one of these six cities.
[01:11:09.000 --> 01:11:16.000]  What are you talking about over here? Oh, they say that a nuclear attack on the U.S. soil
[01:11:16.000 --> 01:11:22.000]  would most likely target New York, Chicago, Houston, Los Angeles, San Francisco, or Washington, D.C.
[01:11:22.000 --> 01:11:30.000]  You ready for this? But the Federal Emergency Management Agency has an emergency strategy.
[01:11:30.000 --> 01:11:35.000]  But everyday citizens, everyday citizens, what do you mean everyday citizens?
[01:11:35.000 --> 01:11:41.000]  Anyway, FEMA has some simple advice. She has simple advice for simpletons.
[01:11:41.000 --> 01:11:46.000]  Get inside, stay inside, and stay tuned. Who are you talking to?
[01:11:46.000 --> 01:11:48.000]  What am I, two years old?
[01:11:48.000 --> 01:11:53.000]  Yeah, there won't be any radio or internet when nukes hit Manhattan.
[01:11:53.000 --> 01:11:58.000]  It's like saying, before you jump into a woodchipper or blow your head off with a shotgun,
[01:11:58.000 --> 01:12:00.000]  be sure you put your slippers on.
[01:12:00.000 --> 01:12:07.000]  We'll be just, we'll be ruined, we'll be annihilated. They're building this up to nuclear war.
[01:12:07.000 --> 01:12:12.000]  When little lowlifes, that arrogant little lowlifes like business ins...
[01:12:12.000 --> 01:12:18.000]  How about business ins outsider that you're publishing garbage like this?
[01:12:18.000 --> 01:12:25.000]  They're getting the people prepared. We have demonic people in charge.
[01:12:25.000 --> 01:12:33.000]  World War II isn't ancient history, annihilating Europe. Oh, you forgot World War I.
[01:12:33.000 --> 01:12:41.000]  We have demonic evil people in charge that are destroying our lives in front of our faces.
[01:12:41.000 --> 01:12:44.000]  They're preparing the people for nuclear war.
[01:12:44.000 --> 01:12:51.000]  There's going to be, World War, again, World War III has already begun.
[01:12:51.000 --> 01:12:57.000]  There's going to be a false flag event. Remember, the Russians bombed Poland.
[01:12:57.000 --> 01:13:00.000]  Two people dead. Remember that one?
[01:13:00.000 --> 01:13:05.000]  Oh, two people dead? Hey, how many people in the United States and Saudi Arabia killed in Yemen?
[01:13:05.000 --> 01:13:11.000]  Only according to the United Nations, 377,000 and half of them children under the age of five.
[01:13:11.000 --> 01:13:17.000]  But we won't talk about that. Two people died in Poland. The Russians are coming the right.
[01:13:17.000 --> 01:13:23.000]  It was a total lie. A total lie. Oh, how about the Gulf of Tonkin incident?
[01:13:23.000 --> 01:13:26.000]  That's when I was growing up, the Vietnam War.
[01:13:26.000 --> 01:13:35.000]  A total lie by Major Rottenhell Robert McNamara. They keep lying.
[01:13:35.000 --> 01:13:40.000]  So this is what we got.
[01:13:40.000 --> 01:13:45.000]  Well, I got to tell you, Gerald, I got to tell you, Gerald, I'm just speechless here. Listen, you talk about this.
[01:13:45.000 --> 01:13:51.000]  You're not just saying this. When Henry Kissinger and the Pope say this war needs to end, it's going to lead to nuclear war.
[01:13:51.000 --> 01:13:56.000]  They're the establishment. So it must mean a new establishment is in charge. It's even crazier.
[01:13:56.000 --> 01:13:59.000]  It's not like the Pope or Henry Kissinger or angels.
[01:13:59.000 --> 01:14:05.000]  Why do you think the establishment is openly writing articles every day I see saying nuclear war is survivable?
[01:14:05.000 --> 01:14:14.000]  Why are they trying to make Dr. Strange love a owner's manual and a prelude instead of dark satire?
[01:14:14.000 --> 01:14:16.000]  Why are they trying to make that real?
[01:14:16.000 --> 01:14:22.000]  These are demonic people. They're satanic. They're evil.
[01:14:22.000 --> 01:14:28.000]  Biden has the nerve, the goal to call himself a Catholic.
[01:14:28.000 --> 01:14:35.000]  What Catholic are you talking about? You just had the celebration of Christmas.
[01:14:35.000 --> 01:14:41.000]  Oh, yeah, we'll only talk about how retail sales did. Oh, no, no, that was the birth of the Prince of Peace.
[01:14:41.000 --> 01:14:47.000]  The Prince of Peace, you're not allowed to talk about peace. He's not a Catholic.
[01:14:47.000 --> 01:14:52.000]  What Catholic believes in this? Again, you're talking about the Pope even warning about this.
[01:14:52.000 --> 01:14:58.000]  And where are all the other religions coming out and saying, stop this, where they all have locked your.
[01:14:58.000 --> 01:15:02.000]  All they're doing is promoting war. There's not a word about peace.
[01:15:02.000 --> 01:15:12.000]  So anyway, that's our major trend that we're concerned about, because if this continues like this, then all the other trends aren't going to mean anything.
[01:15:12.000 --> 01:15:18.000]  All right, Gerald, stay right there. We're going to go to break and come back and talk about how we avert this straight ahead. Stay with us.
[01:15:18.000 --> 01:15:28.000]  All right, it looks like we're having a little bit of technical difficulties. We'll try to get Leanne back on in a few minutes.
[01:15:28.000 --> 01:15:45.000]  When the president gives the order, it must be followed.
[01:15:59.000 --> 01:16:05.000]  Info Wars is winning. Info Wars is reaching more people than ever. We were supposed to be off the air months and months and months ago.
[01:16:05.000 --> 01:16:12.000]  Mainstream media told you, but it's not true. They told you we were going to be shut down. They told you we owed a billion and a half dollars.
[01:16:12.000 --> 01:16:17.000]  None of that's true. It's all being appealed. They want you to think Info Wars is dead.
[01:16:17.000 --> 01:16:24.000]  But if you simply stand up and support Info Wars, we've got years and years of appeals and we will not be taken off the air.
[01:16:24.000 --> 01:16:30.000]  But if they can convince you that we've been shut down, they're going to win. Don't let the globalist sigh up you and your family.
[01:16:30.000 --> 01:16:35.000]  Go to InfoWarsTour.com and get incredible products, supplements, books, films, t-shirts. You name it.
[01:16:35.000 --> 01:16:40.000]  They fund the Info War and empower your life and let the globalists know their sigh up has not worked.
[01:16:40.000 --> 01:16:46.000]  Thanks for keeping us on air. Take action at infowarstore.com today.
[01:16:46.000 --> 01:16:50.000]  Because the only people that can take us off the air is you, the viewers and listeners.
[01:16:50.000 --> 01:16:55.000]  The majority of you have not been sidelined, but some of you have. Do not let the globalist brainwash you.
[01:16:55.000 --> 01:16:58.000]  Go to InfoWarsTour.com and keep us on air.
[01:16:58.000 --> 01:17:03.000]  You want to beat the New World Order? You want to stop their globalist agenda? Well, so do I.
[01:17:03.000 --> 01:17:10.000]  And I've been the most effective individual in the fight against the globalist and I've got their number and I know how to bring them down.
[01:17:10.000 --> 01:17:14.000]  But, ladies and gentlemen, I can't do it without your support.
[01:17:14.000 --> 01:17:19.000]  And the good news is we're only under about $200,000 a month.
[01:17:19.000 --> 01:17:23.000]  The bad news is the enemy is intensifying their attacks on every front, but I'm not going to back down.
[01:17:23.000 --> 01:17:27.000]  And I'll never give up, but I could give out. So please keep me on the field.
[01:17:27.000 --> 01:17:32.000]  Keep me on the front lines against the enemy while getting great products at the same time that will empower you and your family.
[01:17:32.000 --> 01:17:37.000]  InfoWarsTour.com for the best supplements and more, or just make a straight donation.
[01:17:37.000 --> 01:17:44.000]  Big red man at the top of InfoWarsTour.com and that way all the money goes towards the fight, not part of it going towards product cost.
[01:17:44.000 --> 01:17:50.000]  But I thank you all for your support. Please commit now to go to InfoWarsTour.com and get great products and make donations.
[01:17:50.000 --> 01:18:18.000]  I thank you for your support. Now take action. The globalists are counting on you, not taking action.
[01:18:18.000 --> 01:18:20.000]  But these products work great for women as well.
[01:18:20.000 --> 01:18:25.000]  Ladies and gentlemen, we have Pain MD. It's the number one natural best seller under another name.
[01:18:25.000 --> 01:18:31.000]  We got it discounted for 40% off InfoWarsTour.com under the label InfoWars Platinum.
[01:18:31.000 --> 01:18:36.000]  We've also got HCH Max Boost. Read all about it. Be very safe with it.
[01:18:36.000 --> 01:18:41.000]  I take only a fraction of what they say at first and take it before you go to bed at night. Don't do it during the day.
[01:18:41.000 --> 01:18:52.000]  1776 testosterone boost. Totally incredible. Go read about them. Learn more about them at InfoWarsTour.com in the InfoWars Platinum section.
[01:18:52.000 --> 01:18:59.000]  And you get 40% off on these already best selling products under the new name InfoWars Platinum.
[01:18:59.000 --> 01:19:07.000]  InfoWars secret weapon is finally here. It's a secret weapon for your immune system, for your stamina, for your energy, for your way of life, for your libido.
[01:19:07.000 --> 01:19:20.000]  And it also keeps InfoWars on the air. And I almost forgot, you save at least 50% on these products for what you pay for similar products or the exact same products in stores around the country.
[01:19:20.000 --> 01:19:25.000]  That's because we go right to the highest quality manufacturer in the nation that supplies some of the top names.
[01:19:25.000 --> 01:19:31.000]  They then give us the best deal out there because the owner is a listener and we're able to bring it to you with massive discounts.
[01:19:31.000 --> 01:19:36.000]  You're not going to find 1000 milligram high quality CBD for anywhere near the price we sell it.
[01:19:36.000 --> 01:19:42.000]  You're not going to find at the 10 milligram or the 20 milligram. You're not going to find two-market 95% of humanoid at the price we're selling it.
[01:19:42.000 --> 01:19:50.000]  You're not going to find any of this anywhere near that. These similar formulas or the same formulas sell for up to 200% more than we're selling these.
[01:19:50.000 --> 01:20:08.000]  InfoWars MD, now available exclusively at infowarsstore.com, a true 360 win.
[01:20:51.000 --> 01:21:00.000]  I guess he's still a top globalist. People like Henry Kissinger are saying, stop now. Where do you see that going? How can we mitigate it?
[01:21:00.000 --> 01:21:05.000]  And then you wanted to get into economy next as we go through your latest trends journal.
[01:21:05.000 --> 01:21:14.000]  All right, going back to the war. As I said, when all else fails, they take you to war and Biden's on a big failing mission.
[01:21:14.000 --> 01:21:25.000]  World War III has begun. It's going to be, as I said, a false flag event or they're going to or a nuclear exchange.
[01:21:25.000 --> 01:21:34.000]  It's called mission creep. Lloyd Austin, the guy that's playing our defense contractor, former general.
[01:21:34.000 --> 01:21:43.000]  And this job before this, sitting on the board of directors of Raytheon, the second largest defense contractor in the United States.
[01:21:43.000 --> 01:22:00.000]  I mean, you can't imagine, revolving towards one door. Anyway, he has admitted that there are US, quote, advisors in Ukraine helping the Ukrainians with the weapons that we're sending there.
[01:22:00.000 --> 01:22:09.000]  So we're at war with them. So now what I'm saying, it's mission creep. Now we're bringing, you can't make this stuff up.
[01:22:09.000 --> 01:22:15.000]  They're bringing the Ukrainians here to Oklahoma to show them how to use Patriot missiles.
[01:22:15.000 --> 01:22:24.000]  What if the Russians brought the Iraqis to Moscow to show them how to use missiles to fight the Americans when they were in Iraq?
[01:22:24.000 --> 01:22:31.000]  And Patriot missiles like Patriot Act, that's an oxymoron. There's nothing patriotic about this.
[01:22:31.000 --> 01:22:46.000]  So now going in to show you how they lie us and lead us into war before the Japanese bomb Pearl Harbor over 80% of the American people were opposed to be getting involved in another war.
[01:22:46.000 --> 01:22:50.000]  This is from history today.
[01:22:50.000 --> 01:23:02.000]  So it's not a conspiracy theory. United States freezes Japanese assets. July 26, 1941.
[01:23:02.000 --> 01:23:07.000]  When did Pearl Harbor happen? What was that December 19 couple of months later? You ready?
[01:23:07.000 --> 01:23:23.000]  On July 26, 1941, President Franklin Roosevelt seizes all Japanese assets in the United States in retaliation for the Japanese occupation of French Indochina.
[01:23:23.000 --> 01:23:28.000]  What are you talking about? What do I care what the Japanese are doing in French Indochina?
[01:23:28.000 --> 01:23:44.000]  Oh, and what is French Indochina? You mean the colonists call the French going into Vietnam, Laos and Cambodia stealing all the rubber, the tin and everything else they could steal and killing the people?
[01:23:44.000 --> 01:23:48.000]  Oh, how dare the Japanese go into that? And you keep reading.
[01:23:48.000 --> 01:23:58.000]  On July 24, Tokyo decides to strengthen its position in terms of its invasion of China by moving through Southeast Asia.
[01:23:58.000 --> 01:24:08.000]  Goes on. Japan followed up by occupying Kamran Naval Base, which of course is in Vietnam, 800 miles from the Philippines where the Americans had troops.
[01:24:08.000 --> 01:24:14.000]  What are the Americans doing with troops in the Philippines? I'm an American. How about protecting America?
[01:24:14.000 --> 01:24:25.000]  Oh, no, Salenti. We're globalists now. We're business beginning. Anyway, and the British base in Singapore. What are the British doing in Singapore?
[01:24:25.000 --> 01:24:35.000]  What's wrong with you, Salenti? The sun never sets on the British Empire. Oh, you only killed how many people in India when you occupied it?
[01:24:35.000 --> 01:24:46.000]  Well, according to the latest study, the British only killed 165 million people from India. I'm showing you how they lied us into the World War Two.
[01:24:46.000 --> 01:24:58.000]  President Roosevelt swung into action by freezing all Japanese assets in America. No stealing all Japanese assets in America when they didn't do anything to us.
[01:24:58.000 --> 01:25:09.000]  Britain and Dutch East Indies. Oh, Dutch East Indies? You mean you scum that are stealing stuff all over Indonesia and all that area and robbing them of everything?
[01:25:09.000 --> 01:25:13.000]  Oh, yeah. Whether Dutch, we can do it. Goes on.
[01:25:13.000 --> 01:25:29.000]  Followed suit. The result, Japan lost access to three fourths of its overseas trade and 88% of its imported oil. Okay.
[01:25:29.000 --> 01:25:34.000]  This is how they lead you to war. And they're doing the same thing now.
[01:25:34.000 --> 01:25:43.000]  So that's what we're warning the people about. And what could you do to change it? Here's my suggestion, Alex, and I would love to hear your comment.
[01:25:43.000 --> 01:25:55.000]  The Libertarian Party put on the ticket RFK Junior for President and Judge Andrew Napolitano for Vice President.
[01:25:55.000 --> 01:26:01.000]  And I'm saying the Libertarian Party because they have ballots in all of the states and it's very hard.
[01:26:01.000 --> 01:26:04.000]  The Libertarian Party in all 50 states.
[01:26:04.000 --> 01:26:10.000]  Right. And so to put these two people on the, on a new, new...
[01:26:10.000 --> 01:26:19.000]  And they could inject, they could inject the anti-war, pro-peace, anti-nuclear war, anti-armageddon ideas into the debates.
[01:26:19.000 --> 01:26:28.000]  They could force their way in and put that on the referendum in the next election or even sooner. They could hit the campaign trail now.
[01:26:28.000 --> 01:26:31.000]  What do you think? Do you think that'd be a winning ticket?
[01:26:31.000 --> 01:26:35.000]  I think it's an absolutely genius move. And I think they should do it now to stop nuclear war.
