[00:00.000 --> 00:04.740]  Gavin McInnis is back with his all-new online network, FreeSpeech.tv.
[1:03:23.740 --> 1:03:26.740]  they had a New York Times headline, is globalism real?
[1:03:26.740 --> 1:03:28.740]  And try to have an article saying it wasn't real.
[1:03:28.740 --> 1:03:30.740]  Everybody laughed at it.
[1:03:30.740 --> 1:03:33.740]  They're playing such parlor games here.
[1:03:33.740 --> 1:03:40.740]  Smoke and mirrors, dog and pony shows don't even give it any justice.
[1:03:40.740 --> 1:03:46.740]  So ladies and gentlemen, again, freedom is in a spectator sport
[1:03:46.740 --> 1:03:49.740]  and it's exciting to be engaged and it's exciting to be involved.
[1:03:49.740 --> 1:03:51.740]  And whoever controls America now controls the world.
[1:03:51.740 --> 1:03:55.740]  That's why all these multinational forces are coming in here trying to take control of America,
[1:03:55.740 --> 1:03:59.740]  trying to demoralize us, trying to get us to give up on believing in our nation
[1:03:59.740 --> 1:04:03.740]  because the fact that the Chai comms are buying up Hollywood,
[1:04:03.740 --> 1:04:06.740]  the fact that they're trying to tell the NBA what to do.
[1:04:06.740 --> 1:04:09.740]  This has been going on beneath the surface, but now it's coming out in the open
[1:04:09.740 --> 1:04:12.740]  and Americans are deciding am I for America and my own prosperity
[1:04:12.740 --> 1:04:14.740]  and my own freedom and the better ideals of America
[1:04:14.740 --> 1:04:18.740]  or I really want to be under Hollywood and the Chai comms and the EU
[1:04:18.740 --> 1:04:20.740]  and radical Islam being allowed to take over.
[1:04:20.740 --> 1:04:22.740]  I mean, it really is a clear choice.
[1:04:22.740 --> 1:04:24.740]  America got to where it thought we didn't matter anymore
[1:04:24.740 --> 1:04:26.740]  and we didn't stand for anything.
[1:04:26.740 --> 1:04:28.740]  Well, there are folks that stand for things.
[1:04:28.740 --> 1:04:32.740]  Communism and radical Islam and corruption and Hollywood evil.
[1:04:32.740 --> 1:04:36.740]  And they believe we're weak and they believe they're going to take us over.
[1:04:36.740 --> 1:04:41.740]  But I say they've only woken us up and if they want to fight, they better believe they've got one.
[1:04:41.740 --> 1:04:43.740]  I rarely hear intros twice.
[1:04:43.740 --> 1:04:45.740]  I'm going to play it again because it just says it all.
[1:04:45.740 --> 1:04:47.740]  Number one, right to Roger Stone on the other side of this break,
[1:04:47.740 --> 1:04:50.740]  infowars.com, newswars.com and band.video.
[1:04:50.740 --> 1:04:53.740]  We are truly Tamara's News Today.
[1:04:53.740 --> 1:04:56.740]  This is a global exclusive with Roger Stone on the other side.
[1:04:56.740 --> 1:04:58.740]  We'll be right back.
[1:05:05.740 --> 1:05:09.740]  Again, I'm not talking down to the infowars audience,
[1:05:09.740 --> 1:05:13.740]  but I've been banging my head against a wall for a long time on this
[1:05:13.740 --> 1:05:16.740]  and I'm talking about fluoride and I'm talking about ionite.
[1:05:16.740 --> 1:05:21.740]  Now, if you have a boat, a motorboat, let's say an old glasstron boat
[1:05:21.740 --> 1:05:26.740]  and you want to take it on the lake, you've got to have a lake to put it in.
[1:05:26.740 --> 1:05:30.740]  If you're a human being, you've got to have oxygen to live.
[1:05:30.740 --> 1:05:32.740]  Okay, it's the same thing.
[1:05:32.740 --> 1:05:35.740]  Well, ladies and gentlemen, the bad halogen is fluoride.
[1:05:35.740 --> 1:05:38.740]  That's why in every Western nation, they put it in the water.
[1:05:38.740 --> 1:05:40.740]  They're going to teach us Christians lay down and die.
[1:05:40.740 --> 1:05:42.740]  The chai cons don't put it in the water.
[1:05:42.740 --> 1:05:44.740]  They'd execute you if you did that.
[1:05:44.740 --> 1:05:47.740]  They put iodine in the water because it's the good halogen
[1:05:47.740 --> 1:05:51.740]  that increases fertility and lifespan and intelligence and everything else.
[1:05:51.740 --> 1:05:55.740]  So again, learn about the iodine conspiracy at infowarstore.com.
[1:05:55.740 --> 1:05:57.740]  We have all the documents and articles linked.
[1:05:57.740 --> 1:05:59.740]  And then get good iodine for yourself
[1:05:59.740 --> 1:06:01.740]  because the globalists are fighting to make sure you don't.
[1:06:01.740 --> 1:06:23.740]  Again, get iodine at infowarstore.com.
[1:06:23.740 --> 1:06:43.740]  From the front lines of the Information War, it's Alex Jones.
[1:06:43.740 --> 1:07:07.740]  The President has accused Obama of treason for illegally spying on his campaign.
[1:07:07.740 --> 1:07:11.740]  The criminal investigation has now been openly announced by the Attorney General last night.
[1:07:11.740 --> 1:07:16.740]  The planets are aligned.
[1:07:16.740 --> 1:07:29.740]  And Roger Stone, the man at the center of so many of these crossroads, joins us live right now.
[1:07:29.740 --> 1:07:33.740]  Roger Stone, thank you so much for joining us, my friend.
[1:07:33.740 --> 1:07:36.740]  Alex, it's great to be back on Info Wars.
[1:07:36.740 --> 1:07:41.740]  Let me say at the top, I know you understand there are certain topics that I cannot address,
[1:07:41.740 --> 1:07:44.740]  and I don't intend to do so today.
[1:07:44.740 --> 1:07:50.740]  But I am permitted to talk about American politics and the current state of affairs.
[1:07:50.740 --> 1:07:53.740]  And because I worked for three Republican presidents,
[1:07:53.740 --> 1:07:57.740]  because I'm a veteran of 10 Republican presidential campaigns,
[1:07:57.740 --> 1:08:05.740]  I do think I bring some historic perspective to the current impeachment saga going on in Washington.
[1:08:05.740 --> 1:08:11.740]  Let me say at the top, I stand 100% with President Donald Trump.
[1:08:11.740 --> 1:08:16.740]  The reason they wish to remove him is because he is a disruptor,
[1:08:16.740 --> 1:08:20.740]  because he has interrupted their march to globalism.
[1:08:20.740 --> 1:08:25.740]  The two-party duopoly was taking this country over a cliff.
[1:08:25.740 --> 1:08:33.740]  And who came forward most improbably, but a New York billionaire with Cajones the size of basketballs,
[1:08:33.740 --> 1:08:40.740]  with a reform agenda, which by any objective analysis has worked.
[1:08:40.740 --> 1:08:42.740]  We have a boom economy.
[1:08:42.740 --> 1:08:45.740]  We are redoing our trade agreements.
[1:08:45.740 --> 1:08:48.740]  He is struggling to seal our border.
[1:08:48.740 --> 1:08:53.740]  He is restoring the basic values on which this country was founded.
[1:08:53.740 --> 1:08:58.740]  That's why they want to get rid of him.
[1:08:58.740 --> 1:09:06.740]  There are so many things here to tackle, so many things that you're racist enough to spend some time with us.
[1:09:06.740 --> 1:09:14.740]  But you are the former Nixon aide who experienced the 1974 impeachment drama.
[1:09:14.740 --> 1:09:21.740]  And you can obviously offer advice to Trump on what he's going through and what's unfolding.
[1:09:21.740 --> 1:09:30.740]  And this coup that's now out in the open and the deep state are still continuing it now with the latest Ukraine hoax.
[1:09:30.740 --> 1:09:38.740]  What is your advice to President Trump on October 25, 2019?
[1:09:38.740 --> 1:09:46.740]  Well, first of all, let us analyze the situation, because I did have a front row seat during the Nixon impeachment.
[1:09:46.740 --> 1:09:50.740]  I also had a front row seat during the Clinton impeachment.
[1:09:50.740 --> 1:09:57.740]  And I must say what is going on now in Washington is completely unlike either one of those processes.
[1:09:57.740 --> 1:10:08.740]  Now, I was one who criticized House Republicans for impeaching Bill Clinton over an inappropriate relationship with an intern.
[1:10:08.740 --> 1:10:09.740]  I thought it was a mistake.
[1:10:09.740 --> 1:10:13.740]  It turned out to be an enormous political mistake.
[1:10:13.740 --> 1:10:20.740]  But the truncated timeframe here is the important thing to recognize.
[1:10:20.740 --> 1:10:35.740]  It took two years for the then dominant only media, the mainstream media, to beat on President Richard Nixon before they could mount an effort for impeachment.
[1:10:35.740 --> 1:10:41.740]  He had just won the largest landslide in American political history.
[1:10:41.740 --> 1:10:54.740]  But you had a monolithic media, ABC, NBC, CBS, The New York Times, The Washington Post, the LA Times, and in those days, very popular and powerful news magazines like Newsweek and Time.
[1:10:54.740 --> 1:11:09.740]  Still, it took a relentless tsunami of bad news before the situation in the country was such that President Nixon had lost his base of support in the country and no longer had a governing coalition.
[1:11:09.740 --> 1:11:18.740]  At that point, his support among both House and Senate Republicans collapsed, and he resigned for the good of the country.
[1:11:18.740 --> 1:11:23.740]  Had he not resigned, he clearly would have been convicted in the Senate.
[1:11:23.740 --> 1:11:25.740]  But there's one important distinction.
[1:11:25.740 --> 1:11:28.740]  Nixon was, unfortunately, guilty of a crime.
[1:11:28.740 --> 1:11:39.740]  He didn't know about the Watergate break-in in advance, as that lunatic Nick Ackerman keeps saying on MSNBC with Ari Melber, that is false.
[1:11:39.740 --> 1:11:45.740]  There was no evidence or proof to that extent, but he did get sucked into the cover-up by John Deane.
[1:11:45.740 --> 1:11:50.740]  And therefore, he was impeached because he was guilty of a crime.
[1:11:50.740 --> 1:12:10.740]  Bill Clinton was impeached, but not convicted. I think he should have been impeached for selling military and missile-targeting secrets to the Chinese in return for campaign contributions, which is treasonous, but not because of his dalliance with Monica Lewinsky.
[1:12:10.740 --> 1:12:14.740]  By the way, Republicans lost seats in the next congressional election.
[1:12:14.740 --> 1:12:23.740]  That was a complete misfire. But in both cases, in the case of both Nixon and in the case of Clinton, there was due process.
[1:12:23.740 --> 1:12:27.740]  There was an open, completely transparent process.
[1:12:27.740 --> 1:12:32.740]  You got critical mass for Nixon's removal in 1974.
[1:12:32.740 --> 1:12:40.740]  The Republicans never reached critical mass in terms of public support in the Clinton impeachment.
[1:12:40.740 --> 1:12:45.740]  This process is quite different.
[1:12:45.740 --> 1:12:58.740]  And I think that those who sit back and say, well, the House may impeach the president, but surely the Republican Senate will never convict him, I think are being naive.
[1:12:58.740 --> 1:13:17.740]  The president is in for an incredible fight because his critics, those in the mainstream media and their handmaidens in the two-party duopoly, are hoping that this tsunami of attacks on him day after day, night after night,
[1:13:17.740 --> 1:13:30.740]  will wear his support down in the states where there are wobbly Republican senators so they feel comfortable voting for his removal, despite the fact that he has committed no crime.
[1:13:30.740 --> 1:13:33.740]  I have seen no evidence of a crime.
[1:13:33.740 --> 1:13:37.740]  The American people have not seen any evidence of a crime.
[1:13:37.740 --> 1:13:42.740]  So this proceeding is very different than those that have gone before.
[1:13:42.740 --> 1:13:52.740]  In terms of what I would do right now if I were him, he has had an incredible fundraising juggernaut for his reelection campaign.
[1:13:52.740 --> 1:13:55.740]  Last time I looked, he had $400 million.
[1:13:55.740 --> 1:13:58.740]  He's on his way to $500 million.
[1:13:58.740 --> 1:14:06.740]  He's out raising all of the Democrats, pulled more money out of California, I think, than all the Democrats combined.
[1:14:06.740 --> 1:14:23.740]  I would begin utilizing that money to advertise both digitally and on radio and on broadcast media in those states where there are Republican senators who may be thinking about joining this lynch mob.
[1:14:23.740 --> 1:14:39.740]  As long as the president remains more popular in those states than those individual senators, they will be loathed to cast a vote against the president, particularly based on the thinnest read that we have seen so far.
[1:14:39.740 --> 1:14:52.740]  Trump, your mouth to Trump and the rest of the world's ears, I know you've got to be careful about different areas that you're even able to get into.
[1:14:52.740 --> 1:15:00.740]  But just in general, the whole impeachment and Trump coming out and saying Obama engaged in treason for his activities against Trump.
[1:15:00.740 --> 1:15:09.740]  I think that shows Trump is going to war now. I think we're about to see the counter-punching Tyrannosaurus Rex Godzilla attack Tokyo. Is that a good prediction?
[1:15:09.740 --> 1:15:17.740]  Well, I'm not going to speak specifically about today's news, but I will say this. The Trump I know is a brawler.
[1:15:17.740 --> 1:15:27.740]  I read a fake news story the other day that said that Trump would resign in return for a pledge that he not be prosecuted for non-existent crimes.
[1:15:27.740 --> 1:15:34.740]  Hold that. That's so big. Hold that till we go to break, because that's a huge answer. People want to have you flesh that out.
[1:15:34.740 --> 1:15:42.740]  Let me come back, Roger. And there's so many points I want to get to. Roger Stone is here, has the withdrawal of our troops from Syria helped or hurt the president?
[1:15:42.740 --> 1:15:50.740]  Again, what advice do you give the president on all these issues? What do you think of the House Republicans' effort to crush the impeachment hearings, to crash into it?
[1:15:50.740 --> 1:15:58.740]  Donald Trump Jr. and Will Hillary run so much more with Roger Stone exclusively here. Where's Roger Stone been?
[1:15:58.740 --> 1:16:24.740]  I'm not allowed to tell you. There's so much free speech in America.
[1:16:28.740 --> 1:16:34.740]  That's survivalistcamps.com. Trust your family survival to survivalistcamps.com.
[1:16:58.740 --> 1:17:04.740]  War One, the United States of Empire by James Dunn, available at Amazon Books.
[1:17:04.740 --> 1:17:13.740]  Heart disease is on the rise. Clogged arteries, high blood pressure and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[1:17:13.740 --> 1:17:21.740]  Loss of energy, blood sugar, spikes and drops, poor circulation and irregular heartbeat are just a few of these that can alert you that something is wrong.
[1:17:21.740 --> 1:17:28.740]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[1:17:28.740 --> 1:17:32.740]  My blood pressure has normalized. My diabetes has totally improved.
[1:17:32.740 --> 1:17:38.740]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel. I recommend heart and body extract to everyone.
[1:17:38.740 --> 1:17:46.740]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[1:17:46.740 --> 1:17:57.740]  Order your two month supply today by calling 866-295-5305. That's 866-295-5305 or order online hbextract.com.
[1:17:57.740 --> 1:18:05.740]  Heart and body extract 866-295-5305 or hbextract.com.
[1:18:05.740 --> 1:18:12.740]  Now what I'm about to say is incredibly obvious and I'm not talking down to any of the viewers or any of the listeners. I'm just stating the facts.
[1:18:12.740 --> 1:18:19.740]  I own a chainsaw. I've had it since I was in college and it's a great good old chainsaw and I've used it probably 500 times.
[1:18:19.740 --> 1:18:26.740]  But a few times I've forgotten to oil it and it seizes up really quick and I feel like an idiot for not oiling it.
[1:18:26.740 --> 1:18:34.740]  Now imagine if somebody told me to put let's say super glue in the oil container on it. It would seize up forever.
[1:18:34.740 --> 1:18:40.740]  But only an evil person would do that. Well fluorides like putting super glue in a chainsaw is going to make it seize up.
[1:18:40.740 --> 1:18:44.740]  And that's why they put it in the water and they admit they're doing it to hurt you and your family.
[1:18:44.740 --> 1:18:50.740]  Yes, they're really evil. Iodine is like putting oil in the chainsaw to help with the gasoline lubrication.
[1:18:50.740 --> 1:18:55.740]  It's that simple. I know you understand this but let's warn other people before it's too late.
[1:18:55.740 --> 1:19:01.740]  It's part of the iodine conspiracy. Find out more at m4store.com and take action against the globalist.
[1:19:01.740 --> 1:19:05.740]  Carbon's everywhere on this planet. It's almost like we're carbon based life forms.
[1:19:05.740 --> 1:19:10.740]  Hello today on All Things Considered. I'm Wilbur Snakily.
[1:19:10.740 --> 1:19:17.740]  To tell you all that there's been a lot of conspiracy theories out there that fluoride in your water is hurting you.
[1:19:17.740 --> 1:19:25.740]  Now sure the Journal of American Medical Association admits that it's causing some cancer and massive brain damage and infertility.
[1:19:25.740 --> 1:19:30.740]  But after all, isn't there too many people? That's right. Drink the fluoride.
[1:19:30.740 --> 1:19:36.740]  Don't visit m4store.com and get the good halogen. I mean the bad halogen. Iodine.
[1:19:36.740 --> 1:19:40.740]  Don't give it to yourself, your husband, your wife, your children.
[1:19:40.740 --> 1:19:46.740]  Just drink the fluoride and plunge into subservience to us.
[1:19:46.740 --> 1:19:50.740]  We don't want to compete with you. Just drink the fluoride.
[1:19:50.740 --> 1:19:56.740]  Don't learn about how deadly it is and whatever you do. Don't support Alex Jones.
[1:19:56.740 --> 1:20:01.740]  Remember I'm speaking with a soft voice so I'm a liberal.
[1:20:01.740 --> 1:20:27.740]  I wouldn't let an ambulance have access to your children.
[1:20:32.740 --> 1:20:46.740]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[1:20:46.740 --> 1:20:50.740]  Well it's been four plus months since Roger's done any interviews.
[1:20:50.740 --> 1:20:55.740]  And I gotta tell ya, distance makes the heart grow fond.
[1:20:55.740 --> 1:21:01.740]  I've always liked Roger. He's a smart guy. Funny guy. Incredible history, he knows.
[1:21:01.740 --> 1:21:06.740]  Encyclopedia when it comes to politics. And just no Roger Stone.
[1:21:06.740 --> 1:21:10.740]  But here he is with us, ladies and gentlemen. Boy, what a story behind the scenes.
[1:21:10.740 --> 1:21:15.740]  But we can't get into that. Roger, that cliffhanger there.
[1:21:15.740 --> 1:21:21.740]  We're hearing by former building managers and people just resign, Trump.
[1:21:21.740 --> 1:21:25.740]  And everything will be alright. CNN, HOSCO, yes.
[1:21:25.740 --> 1:21:30.740]  I'm sure a deal can be made where we'll let you be sent to an island somewhere.
[1:21:30.740 --> 1:21:34.740]  So the deep state's telegraphing, hey, it's time to give up.
[1:21:34.740 --> 1:21:39.740]  I guess John Paul Jones, the founder of the US Navy, was attacking a British ship three times his size.
[1:21:39.740 --> 1:21:42.740]  And his ship was sinking on fire and they said, hey, give up.
[1:21:42.740 --> 1:21:46.740]  And he said, I've only begun to fight. He ended up taking their ship.
[1:21:46.740 --> 1:21:50.740]  And then his sunk, but he still took theirs. So he said, I've only begun to fight.
[1:21:50.740 --> 1:21:53.740]  So Roger Stone's here. He's only begun to fight.
[1:21:53.740 --> 1:21:56.740]  What about Trump? You know him better than probably anybody in politics.
[1:21:56.740 --> 1:22:01.740]  40-plus years. He used to be his wingman. Will Trump design?
[1:22:01.740 --> 1:22:05.740]  What do you expect him to do under this pressure? He seems to be thriving under it.
[1:22:05.740 --> 1:22:08.740]  Yeah, I think there's zero chance that he will resign.
[1:22:08.740 --> 1:22:12.740]  I think that's wishful thinking by some in the political establishment.
[1:22:12.740 --> 1:22:17.740]  Looking at a headline here for Mediate, Roger Stone set to violate gag water
[1:22:17.740 --> 1:22:25.740]  and break silence to talk impeachment. I will do nothing here today to break the gag water of the court.
[1:22:25.740 --> 1:22:30.740]  We're talking about issues that are completely unrelated to me or my case.
[1:22:30.740 --> 1:22:36.740]  In this case, Donald Trump, as I have said here many times, is a brawler.
[1:22:36.740 --> 1:22:40.740]  He has resources. He has the bully pulpit.
[1:22:40.740 --> 1:22:48.740]  One of the things I think that is hurting him is that you have a monolithic mainstream media,
[1:22:48.740 --> 1:22:55.740]  ABC, NBC, CBS, CNN, and you have the slow turn of Fox.
[1:22:55.740 --> 1:23:01.740]  Listening to Fox during the daytime, during daytime hours, is just like listening to CNN.
[1:23:01.740 --> 1:23:07.740]  There is just an avalanche of disinformation.
[1:23:07.740 --> 1:23:13.740]  Their nighttime lineup can't be beat. Tucker Carlson, Sean Hannity, Laura Ingraham.
[1:23:13.740 --> 1:23:23.740]  I think this is the prime source for the American people who want to learn the truth about what's going on in Washington and in politics.
[1:23:23.740 --> 1:23:30.740]  But the president still has the bully pulpit. He still can command coverage.
[1:23:30.740 --> 1:23:39.740]  And he is, I think, the greatest counterpuncher in American politics.
[1:23:39.740 --> 1:23:46.740]  Looking at the way the impeachment is being done, the polls show it's backfiring.
[1:23:46.740 --> 1:23:49.740]  I know you can speak to those as a real expert.
[1:23:49.740 --> 1:23:56.740]  But just the optics of secret hearings that don't follow the normal law and procedure in the House on impeachment,
[1:23:56.740 --> 1:24:00.740]  and then the transcripts do come out and shifts telling people what to say.
[1:24:00.740 --> 1:24:04.740]  I know you can't even get into him. I mean, in fact, let me just ask you this.
[1:24:04.740 --> 1:24:08.740]  What do you make of the way the proceedings are being done?
[1:24:08.740 --> 1:24:13.740]  Well, I think the American people like transparency. They want due process.
[1:24:13.740 --> 1:24:19.740]  They'd like to know all the facts. Beyond that, I'm not going to address it.
[1:24:19.740 --> 1:24:28.740]  I do think it's interesting the way Donald Trump Jr. has emerged as an incredibly effective advocate for his father.
[1:24:28.740 --> 1:24:33.740]  I saw him on with Sean Hannity the other night, and I rated him a 10 out of 10.
[1:24:33.740 --> 1:24:39.740]  I mean, first of all, he clearly has an affinity for politics. He's deeply committed to his father's agenda.
[1:24:39.740 --> 1:24:47.740]  I think he's the single most articulate spokesman for the America first policies of this president.
[1:24:47.740 --> 1:24:54.740]  He's really come into his own, and I think he's going to be a major voice in this fight.
[1:24:54.740 --> 1:25:01.740]  The others are obvious. Matt Gaetz, Mark Meadows, Lee Zeldin, Jim Jordan.
[1:25:01.740 --> 1:25:09.740]  These people would normally just be backbenchers among House Republicans, but they are emerging as leaders.
[1:25:09.740 --> 1:25:18.740]  So it is fascinating to watch, but I think it also affects our politics across the board.
[1:25:18.740 --> 1:25:27.740]  In other words, this entire question of Ukraine has not only put the president under fire,
[1:25:27.740 --> 1:25:31.740]  but I think it has badly damaged the candidacy of Joe Biden.
[1:25:31.740 --> 1:25:39.740]  Now, in truth, the Democratic establishment does not want Biden to be their nominee.
[1:25:39.740 --> 1:25:47.740]  While they may have great affection for him for past service, none of them think he is a strong candidate.
[1:25:47.740 --> 1:25:56.740]  I don't think he can hold together the party's corporate wing and their growingly powerful socialist wing,
[1:25:56.740 --> 1:26:07.740]  and they need a candidate who can do that. I have watched terrific interviews with Doug Shone and Mark Penn,
[1:26:07.740 --> 1:26:16.740]  who I think are two of the smartest guys I know in American politics, both guys I've known for 30-plus years,
[1:26:16.740 --> 1:26:20.740]  and they both believe that Hillary is likely to run.
[1:26:20.740 --> 1:26:27.740]  Now, before people scoff, they should recognize that there is a deep well of support for Hillary Clinton
[1:26:27.740 --> 1:26:31.740]  within the Democratic Party and among Democratic primary voters,
[1:26:31.740 --> 1:26:37.740]  that she could bridge that gap between the corporate wing and the socialist wing,
[1:26:37.740 --> 1:26:47.740]  that the Clinton fundraising machine is certainly intact, and there is definitely fatigue regarding Joe Biden.
[1:26:47.740 --> 1:26:53.740]  She could win a multi-candidate race with 25 percent of the vote.
[1:26:53.740 --> 1:26:57.740]  She could certainly win in Iowa, in New Hampshire.
[1:26:57.740 --> 1:27:02.740]  Whether she has the physical stamina for a campaign,
[1:27:02.740 --> 1:27:10.740]  whether the same issues that defeated her last time would rise to defeat her this time is, I think, a reasonable question.
[1:27:10.740 --> 1:27:14.740]  But I don't think she's out of it. I think she may yet run,
[1:27:14.740 --> 1:27:17.740]  and if she does, she should not be underestimated.
[1:27:17.740 --> 1:27:22.740]  On the other hand, I do think President Trump would beat her again,
[1:27:22.740 --> 1:27:31.740]  probably a little worse than last time, but only time will tell.
[1:27:31.740 --> 1:27:37.740]  Roger, my head is just swimming here with questions I want to get into.
[1:27:37.740 --> 1:27:45.740]  When we come back, you began to get into it, but we know the President is either watching this right now or will be watching it later.
[1:27:45.740 --> 1:27:52.740]  And obviously, a lot of folks have gone to great lengths to cut you off from the President because he respects your countenance so much.
[1:27:52.740 --> 1:27:54.740]  That's been in the news.
[1:27:54.740 --> 1:28:03.740]  General Kelly, others sought to keep you and I from being able to communicate with the President because he resonates with the common sense things that we talk about.
[1:28:03.740 --> 1:28:09.740]  So when we come back, I'd like you to really brief the President as much as you can, recapping some of what you said,
[1:28:09.740 --> 1:28:22.740]  but also getting into just how you called it on Fiona Hill, how you called it on Ambassador William Taylor two years ago on record on this broadcast and on the war room that you hosted.
[1:28:22.740 --> 1:28:28.740]  I mean, we now live in a point where this man can't even host shows here, and that's his business, his life was a talk show,
[1:28:28.740 --> 1:28:34.740]  for that a Fox pundit paid there. So Roger Stone here, an American fighting for all of us.
[1:28:34.740 --> 1:28:39.740]  And I always liked Roger, but then they talk about how he's a villain and all this stuff.
[1:28:39.740 --> 1:28:43.740]  I never saw any evidence of that. Everything he ever said was true because truth is what's powerful.
[1:28:43.740 --> 1:28:49.740]  But now that he's in the crucible and now that he is the man in the arena, he's the man in the arena arena.
[1:28:49.740 --> 1:28:55.740]  I just really respect him and admire him and feel for him because let me tell you, we're all Roger Stone now.
[1:28:55.740 --> 1:28:58.740]  He is the modern Spartacus. Well, they're right back today with us.
[1:29:04.740 --> 1:29:11.740]  One of the most frequently asked questions we get in customer service is what is the real red pill and what is the real red pill plus?
[1:29:11.740 --> 1:29:17.740]  Well, real red pill is a vitamin, mineral, multivitamin, high quality with preglenome.
[1:29:17.740 --> 1:29:24.740]  Real red pill plus is the same thing with a little bit of clean added energy on top of it as well.
[1:29:24.740 --> 1:29:29.740]  That kicks in in 30 minutes. But the preglenome kicks in in about a week or so.
[1:29:29.740 --> 1:29:36.740]  Folks, look into preglenome for yourself. Look into high end sources of it like real red pill and real red pill plus.
[1:29:36.740 --> 1:29:42.740]  And then you'll definitely want to try it out and see the effects you get within about seven days to two weeks generally.
[1:29:42.740 --> 1:29:46.740]  But believe me, it's a missing link. You need to find out about it.
[1:29:46.740 --> 1:29:52.740]  As we age, preglenome levels go down. All of our hormones in our body are manufactured by the body using preglenome.
[1:29:52.740 --> 1:29:59.740]  You need to learn about preglenome and then you need to get the real red pill or the real red pill plus.
[1:29:59.740 --> 1:30:04.740]  Now, 50% off at InfoWarsLife.com, the real red pill plus.
[1:30:07.740 --> 1:30:13.740]  Hello here. My name is Buckleman. I work for my father Lucifer.
[1:30:13.740 --> 1:30:19.740]  And he doesn't like the fact that God gave you all families and children and so.
[1:30:19.740 --> 1:30:23.740]  We want to tell you something right now, Christian countries.
[1:30:23.740 --> 1:30:31.740]  We took control of you over 100 years ago. We've been spiking your water with fluoride to lower your fertility and to hurt you.
[1:30:31.740 --> 1:30:38.740]  And it's worked so well, but now because of liability and because of people warning inside the government what's happening.
[1:30:38.740 --> 1:30:44.740]  The Journal of American Medical Association and others are admitting what we've done and it makes me so angry.
[1:30:44.740 --> 1:30:51.740]  So whatever you do, just stay in that haze and drink fluoride and give it to your children.
[1:30:51.740 --> 1:30:55.740]  And don't visit InfoWarsStore.com and learn about the iodine conspiracy.
[1:30:55.740 --> 1:31:03.740]  And get 60% off on X2 and X3 together with bio-trusilidium from the mustard seed. Submit to us.
[1:31:03.740 --> 1:31:05.740]  InfoWarsStore.com.
[1:31:05.740 --> 1:31:11.740]  Please listen to this information because it can save your life and it can save the life of others.
[1:31:11.740 --> 1:31:14.740]  There couldn't be more critical information for your physical body.
[1:31:14.740 --> 1:31:18.740]  God's more important when it comes to your soul, but this is most important when it comes to your body.
[1:31:18.740 --> 1:31:25.740]  If people didn't know that you put motor oil in a car's oil container to lube the engine,
[1:31:25.740 --> 1:31:31.740]  they might be able to be conned and think you put salt water in it, but it would seize up the engine pretty much instantly.
[1:31:31.740 --> 1:31:37.740]  Well, if they put fluoride in the human body, it causes cancer, dumps us down and destroys fertility.
[1:31:37.740 --> 1:31:45.740]  If you put the good halogen in the body, high-quality iodine, it's like putting good high-quality motor oil in the car that's supposed to run on it.
[1:31:45.740 --> 1:31:46.740]  It's that simple.
[1:31:46.740 --> 1:31:52.740]  Find out about the iodine conspiracy at InfoWarsStore.com and find out what the globalists hope that you do not research this information.
[1:31:52.740 --> 1:31:58.740]  Ladies and gentlemen, whatever you do, research iodine deficiency. It's the key to everything.
[1:31:58.740 --> 1:32:06.740]  And then go and take advantage of the 60% off combo with our two different types of high-quality iodine and bio-trusilidium at InfoWarsStore.com today.
[1:32:06.740 --> 1:32:09.740]  InfoWars presents Alex Jones.
[1:32:09.740 --> 1:32:16.740]  In August of 2019, JAMA, or the Journal of the American Medical Association, the most prestigious came out and said,
[1:32:16.740 --> 1:32:24.740]  oh my gosh, just a little bit of fluoride in the water causes lowered IQs, massive infertility, and a lot of babies die in the womb, and it causes cancer.
[1:32:24.740 --> 1:32:27.740]  That was just one of thousands of studies admitting this.
[1:32:27.740 --> 1:32:34.740]  You know, it's illegal to have even one part per billion in the water in places like California unless it's part of adding fluoride.
[1:32:34.740 --> 1:32:43.740]  And then they have a waiver and can add thousands of deadly chemicals to your water because the liberals love you and they want to sexualize your children.
[1:32:43.740 --> 1:32:49.740]  So whatever you do, drink lots of fluoride and don't get the thing that counters iodine at InfoWarsStore.com.
[1:32:49.740 --> 1:32:55.740]  Drink fluoride and die. Drink fluoride, dirty Americans, and roll over.
[1:32:55.740 --> 1:32:59.740]  Do not visit InfoWarsStore.com and get high-quality iodine to counter it.
[1:32:59.740 --> 1:33:01.740]  No, roll over and die, dirty Americans.
[1:33:01.740 --> 1:33:08.740]  InfoWars.com forward slash show.
[1:33:08.740 --> 1:33:34.740]  You're listening to the Alex Jones show.
[1:33:34.740 --> 1:33:39.740]  You are receiving this transmission. You are the Resistance.
[1:33:39.740 --> 1:33:46.740]  Live from the InfoWars.com studios, it's Alex Jones.
[1:33:46.740 --> 1:33:51.740]  With Roger Stone, this live interview is going viral.
