[00:00:00.000 --> 00:00:20.000]  InfoWars. Tomorrow's News. Today.
[00:41:16.810 --> 00:41:20.810]  would take up more resources than actually killing an enemy soldier.
[00:41:20.810 --> 00:41:27.810]  So they created the 5-5-6 or 2-2-3, that high-velocity but tends to wound,
[00:41:27.810 --> 00:41:30.810]  not kill as often, but shatter bones.
[00:41:30.810 --> 00:41:34.810]  The bullet disintegrates in the body, and that's why they deployed it.
[00:41:34.810 --> 00:41:37.810]  It would also hold a lot of the cartridges, carry them easier.
[00:41:37.810 --> 00:41:40.810]  It is an amazing round, but that's what's going on here.
[00:41:40.810 --> 00:41:43.810]  Klaus Schwab praises CCP for its COVID control measures.
[00:41:43.810 --> 00:41:48.810]  We're going to cover that when we return and then how it ties in everything else.
[00:41:48.810 --> 00:41:49.810]  Oh, and this.
[00:41:49.810 --> 00:41:53.810]  Netherlands euthanizing autistic and intellectually handicapped people, research finds.
[00:41:53.810 --> 00:41:57.810]  Show us Canada. It's the same unified program worldwide.
[00:41:57.810 --> 00:41:58.810]  Here we go again.
[00:41:58.810 --> 00:42:02.810]  Former CIA agent to run censorship at Facebook and Meta.
[00:42:02.810 --> 00:42:03.810]  We have video of this.
[00:42:03.810 --> 00:42:06.810]  Charity worker caught trying to sell a baby, a one-year-old baby,
[00:42:06.810 --> 00:42:12.810]  to organ harvesters for $25,000 in Ukraine.
[00:42:12.810 --> 00:42:14.810]  So much more coming up.
[00:42:14.810 --> 00:42:17.810]  California set to sign a law that kidnaps children from people
[00:42:17.810 --> 00:42:20.810]  that won't let the state cut their penises and breasts off.
[00:42:20.810 --> 00:42:21.810]  It's all coming up.
[00:42:21.810 --> 00:42:24.810]  Don't forget, InfoWars.com and ZipTheSpear, Band.Video.
[00:42:24.810 --> 00:42:27.810]  But those URLs are hard to share sometimes, and they're blocked,
[00:42:27.810 --> 00:42:28.810]  so you have to do it by word of mouth.
[00:42:28.810 --> 00:42:29.810]  So share Mad Max World.
[00:42:29.810 --> 00:42:34.810]  One word, MadMaxWorld.tv, just MadMaxWorld.tv,
[00:42:34.810 --> 00:42:37.810]  and that takes you to all the links and all the things at Band.Video,
[00:42:37.810 --> 00:42:38.810]  where not just my promoting show is,
[00:42:39.810 --> 00:42:43.810]  but all the other forbidden information is as well, at Band.Video.
[00:42:43.810 --> 00:42:47.810]  All right, we'll go to break, and we will return on the other side.
[00:42:47.810 --> 00:42:48.810]  So much more to cover.
[00:42:48.810 --> 00:42:51.810]  I hope the phone's up today as well.
[00:42:51.810 --> 00:42:53.810]  InfoWars.com is tomorrow's news today,
[00:42:53.810 --> 00:42:56.810]  but the only way the dog hunts is you release it.
[00:42:56.810 --> 00:42:58.810]  You are the resistance.
[00:43:00.810 --> 00:43:04.810]  Two of our best-selling nootropics, or brain boosters,
[00:43:04.810 --> 00:43:06.810]  are now back in stock at InfoWarsStore.com,
[00:43:06.810 --> 00:43:09.810]  and for a limited time, they're 50% off when you get them together
[00:43:09.810 --> 00:43:11.810]  or 40% off when you get them individually.
[00:43:11.810 --> 00:43:15.810]  BrainForce Plus and BrainForce Ultra, two separate formulas.
[00:43:15.810 --> 00:43:18.810]  They both give you good, clean energy without the crash.
[00:43:18.810 --> 00:43:22.810]  One is a four- to six-hour good base of clean energy,
[00:43:22.810 --> 00:43:24.810]  again, with no hangover or letdown,
[00:43:24.810 --> 00:43:27.810]  and the other is a very special proprietary formula,
[00:43:27.810 --> 00:43:29.810]  that's BrainForce Ultra, that hits really, really quick,
[00:43:29.810 --> 00:43:30.810]  and I love it.
[00:43:30.810 --> 00:43:31.810]  It wears off in two to three hours.
[00:43:31.810 --> 00:43:34.810]  So if I've got to work at night but don't want to stay up all night,
[00:43:34.810 --> 00:43:36.810]  I can take it and say, 9 o'clock at night,
[00:43:36.810 --> 00:43:39.810]  got to stay up until midnight working, doing a radio interview or something,
[00:43:39.810 --> 00:43:42.810]  and boom, writing an article or writing a book,
[00:43:42.810 --> 00:43:44.810]  and then I get two, three hours of energy,
[00:43:44.810 --> 00:43:45.810]  and then you go right to bed after it.
[00:43:45.810 --> 00:43:47.810]  BrainForce Ultra, BrainForce Plus,
[00:43:47.810 --> 00:43:50.810]  both 50% off by themselves or 40% off individually.
[00:43:50.810 --> 00:43:52.810]  A lot of people love these products.
[00:43:52.810 --> 00:43:53.810]  They've got five-star reviews,
[00:43:53.810 --> 00:43:55.810]  but if you haven't tried them, you really should.
[00:43:55.810 --> 00:43:58.810]  50% off, InfoWarsStore.com.
[00:43:58.810 --> 00:44:03.810]  Hydrofluorosilicic acid is the third most deadly acid on Earth,
[00:44:03.810 --> 00:44:06.810]  and they've got our children drinking that.
[00:44:06.810 --> 00:44:10.810]  This is a psychotic death cult, period, case closed,
[00:44:10.810 --> 00:44:12.810]  out to get you and your family.
[00:44:12.810 --> 00:44:14.810]  We sell the Alexa Pure Breeze,
[00:44:14.810 --> 00:44:17.810]  made by the MyPatriotSupply Ready Hour Group.
[00:44:17.810 --> 00:44:18.810]  It's been around about 15 years,
[00:44:18.810 --> 00:44:20.810]  became the biggest company in the last six.
[00:44:20.810 --> 00:44:22.810]  They went out, hired engineers, reverse engineered
[00:44:22.810 --> 00:44:26.810]  the fancy best water filter system out there that sells for twice the price,
[00:44:26.810 --> 00:44:30.810]  and they made it as good in all the studies.
[00:44:30.810 --> 00:44:32.810]  It reduces things to non-detectable levels,
[00:44:32.810 --> 00:44:33.810]  thousands of chemicals.
[00:44:33.810 --> 00:44:35.810]  But you can go pay two or three times.
[00:44:35.810 --> 00:44:37.810]  There's four or five other filters out there that are just as good.
[00:44:37.810 --> 00:44:41.810]  We sell the very best highest-grade water filtration system
[00:44:41.810 --> 00:44:43.810]  for half the price of the leading competitor,
[00:44:43.810 --> 00:44:46.810]  and the media says we're bad and a cult
[00:44:46.810 --> 00:44:48.810]  for telling you you should filter your water.
[00:44:48.810 --> 00:44:50.810]  You should also filter your shower water.
[00:44:50.810 --> 00:44:51.810]  That's another way you absorb this crap,
[00:44:51.810 --> 00:44:53.810]  but I'm done talking about that.
[00:44:53.810 --> 00:44:56.810]  The point is you can get the filters at InfoWarsStore.com.
[00:44:56.810 --> 00:44:58.810]  They're discounted right now, finally back in stock.
[00:44:58.810 --> 00:45:01.810]  Just weeks ago, I warned the world
[00:45:01.810 --> 00:45:03.810]  that the globalists were going to move against Tucker Carlson
[00:45:03.810 --> 00:45:04.810]  and take him off the air.
[00:45:04.810 --> 00:45:05.810]  People said, no way.
[00:45:05.810 --> 00:45:07.810]  He's the most powerful thing that ever happened.
[00:45:07.810 --> 00:45:09.810]  They've got quadrillions of stolen money.
[00:45:09.810 --> 00:45:10.810]  They only had Tucker Carlson on the air
[00:45:10.810 --> 00:45:12.810]  because they believed they could control him.
[00:45:12.810 --> 00:45:13.810]  But as soon as they figured out they couldn't,
[00:45:13.810 --> 00:45:15.810]  he was taken off the air.
[00:45:15.810 --> 00:45:17.810]  It's the same thing with InfoWars.
[00:45:17.810 --> 00:45:19.810]  But InfoWars is not owned by Fox
[00:45:19.810 --> 00:45:21.810]  or controlled by George Soros
[00:45:21.810 --> 00:45:23.810]  or owned by Spotify like Joe Rogan.
[00:45:23.810 --> 00:45:27.810]  We are only beholden to our viewers and our listeners.
[00:45:27.810 --> 00:45:29.810]  And when you support us, we're unstoppable.
[00:45:29.810 --> 00:45:33.810]  I'm not underwritten by Rupert Murdoch or by George Soros.
[00:45:33.810 --> 00:45:37.810]  I'm underwritten by you, which is we the people.
[00:45:37.810 --> 00:45:38.810]  So I want to thank you for your support
[00:45:38.810 --> 00:45:40.810]  and encourage viewers and listeners to understand,
[00:45:40.810 --> 00:45:43.810]  please don't take InfoWars for granted.
[00:45:43.810 --> 00:45:44.810]  We're barely hanging on.
[00:45:44.810 --> 00:45:46.810]  We need your word of mouth, your prayer,
[00:45:46.810 --> 00:45:47.810]  and your financial support
[00:45:47.810 --> 00:45:49.810]  while getting great products at the same time
[00:45:49.810 --> 00:45:50.810]  at InfoWarsStore.com.
[00:45:50.810 --> 00:45:51.810]  So don't procrastinate.
[00:45:51.810 --> 00:45:52.810]  Go to InfoWarsStore.com.
[00:45:52.810 --> 00:45:54.810]  Get amazing products that keep us on the air
[00:45:54.810 --> 00:45:57.810]  and never submit to these tyrants.
[00:45:57.810 --> 00:45:58.810]  In the short time we have,
[00:45:58.810 --> 00:46:00.810]  I can't get into all the incredible ingredients
[00:46:00.810 --> 00:46:01.810]  in Superfemale Vitality.
[00:46:01.810 --> 00:46:04.810]  Go to InfoWarsStore.com, read about the ingredients,
[00:46:04.810 --> 00:46:05.810]  look them up for yourself,
[00:46:05.810 --> 00:46:08.810]  and then understand this is cold-pressed herbs,
[00:46:08.810 --> 00:46:10.810]  so it has a more powerful effect to the body.
[00:46:10.810 --> 00:46:14.810]  Get yours today at InfoWarsStore.com for 50% off.
[00:46:15.810 --> 00:46:17.810]  Supermale Vitality is selling out.
[00:46:17.810 --> 00:46:20.810]  It's an incredible formula for stamina, energy, libido.
[00:46:20.810 --> 00:46:21.810]  Only a few hundred bottles left.
[00:46:21.810 --> 00:46:24.810]  But the good news is we have several thousand bottles left
[00:46:24.810 --> 00:46:26.810]  of Superfemale Vitality that's the same formula.
[00:46:26.810 --> 00:46:27.810]  It boosts men.
[00:46:27.810 --> 00:46:28.810]  It boosts women.
[00:46:28.810 --> 00:46:29.810]  It works great.
[00:46:29.810 --> 00:46:31.810]  But women like pink labels.
[00:46:31.810 --> 00:46:33.810]  Men like different color labels.
[00:46:33.810 --> 00:46:35.810]  So it works for men as well.
[00:46:35.810 --> 00:46:36.810]  It's the same formula.
[00:46:36.810 --> 00:46:38.810]  It's an incredible formula, and it funds our operation.
[00:46:38.810 --> 00:46:41.810]  And here's another important part of the overall information.
[00:46:41.810 --> 00:46:44.810]  It's 50% off for a limited time.
[00:46:44.810 --> 00:46:47.810]  So get your Superfemale Vitality for men and women
[00:46:47.810 --> 00:46:50.810]  at InfoWarsStore.com right now for 50% off,
[00:46:50.810 --> 00:46:51.810]  and it funds the Info War.
[00:46:51.810 --> 00:46:55.810]  Superfemale Vitality, 50% off for a limited time
[00:46:55.810 --> 00:46:57.810]  at InfoWarsStore.com.
[00:46:58.300 --> 00:47:08.300]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:47:08.840 --> 00:47:25.200]  Alright, I've got a ton of news on the economy, on war, on the New World Order, on the poison
[00:47:25.200 --> 00:47:26.200]  shots.
[00:47:26.200 --> 00:47:31.040]  Just insane stuff coming up next hour interspersed with your phone calls.
[00:47:31.040 --> 00:47:35.920]  I'm going to open the phones up here at the end of the segment in a moment, but let me
[00:47:35.920 --> 00:47:37.400]  get back to Klaus Schwab.
[00:47:37.400 --> 00:47:40.400]  You've got to read his books, you've got to watch him at his World Government Summits
[00:47:40.400 --> 00:47:41.400]  they have.
[00:47:41.400 --> 00:47:42.800]  They're called World Government Summits.
[00:47:42.800 --> 00:47:46.120]  You've got to read and listen to this because, I mean, it's all, you're obsolete, we're getting
[00:47:46.120 --> 00:47:50.080]  rid of you, you will eat bugs, you'll own nothing, you'll have nothing.
[00:47:50.080 --> 00:47:55.160]  It's everything we told you decades ago because we were getting the documents and the research
[00:47:55.160 --> 00:47:59.360]  and the whistleblowers from the Club of Rome, from the Bilderberg Group, from the Trilateral
[00:47:59.360 --> 00:48:00.360]  Commission.
[00:48:00.360 --> 00:48:04.640]  But we're not covering what they were doing in the dark now.
[00:48:04.640 --> 00:48:06.640]  They've launched the attack, folks.
[00:48:06.880 --> 00:48:11.160]  Again, the British and the U.S. knew that the Japanese were going to attack Pearl Harbor.
[00:48:11.160 --> 00:48:15.840]  They weren't sure exactly when, but they knew it was going to be in that week.
[00:48:15.840 --> 00:48:20.160]  They sent half the troops away and sailors away on leave, basically stood down and let
[00:48:20.160 --> 00:48:21.160]  them attack.
[00:48:21.160 --> 00:48:23.200]  Had the aircraft carriers out to sea, though, because they knew that was going to be key
[00:48:23.200 --> 00:48:24.680]  in the real fight.
[00:48:24.680 --> 00:48:28.680]  Really cold-blooded, and they didn't stage the attack, they just let it happen.
[00:48:28.680 --> 00:48:30.960]  That's been partially declassified.
[00:48:30.960 --> 00:48:33.920]  I interviewed the former chairman of the Joint Chiefs of Staff, Admiral Moore, before he
[00:48:34.040 --> 00:48:37.040]  died, and he said it was well known in the Navy that it was allowed to happen.
[00:48:37.040 --> 00:48:40.640]  But this is beyond that.
[00:48:40.640 --> 00:48:48.440]  And so they are actually creating the crises to bring in the total control.
[00:48:48.440 --> 00:48:51.400]  And this is a very dystopic system they're setting up.
[00:48:51.400 --> 00:48:55.440]  And they sell their minions that are in on most of the plan at the highest levels, mid-level
[00:48:55.440 --> 00:48:58.400]  really aren't, though they've figured it out now, and a lot of them are joining it
[00:48:58.400 --> 00:49:00.720]  out of pure fear.
[00:49:00.720 --> 00:49:05.200]  And others do it because they are just associated to power, and they think, well, I'll be safer
[00:49:05.200 --> 00:49:09.080]  working with this, which in my research and study, you will not be.
[00:49:09.080 --> 00:49:11.520]  Plus, it's the wrong thing to do.
[00:49:11.520 --> 00:49:12.640]  Have we all gotten a little lazy?
[00:49:12.640 --> 00:49:15.000]  Is modern society decadent for a lot of people?
[00:49:15.000 --> 00:49:16.000]  Yeah.
[00:49:16.000 --> 00:49:22.080]  But go be part of charity, garden, go to church, help people, you know, and understand the
[00:49:22.080 --> 00:49:27.840]  most rich and most decadent people are proud of their decadence and just want to kill the
[00:49:27.840 --> 00:49:30.960]  most of the public so they can have the earth themselves.
[00:49:30.960 --> 00:49:33.080]  Well, it's not your earth.
[00:49:33.080 --> 00:49:37.760]  And I'm not just going to sit here and let you have it and let you run over everybody.
[00:49:37.760 --> 00:49:42.280]  They're a bunch of selfish pedophiles, and it runs from that's bad to worse.
[00:49:42.280 --> 00:49:44.320]  I mean, they get way worse than just pedophilia.
[00:49:44.320 --> 00:49:50.080]  They kill the kids a lot of them because it's all about their selfishness and about embodying
[00:49:50.080 --> 00:49:52.200]  that and embodying that as a ritual.
[00:49:52.200 --> 00:49:54.640]  And that's what these poison shots are.
[00:49:54.640 --> 00:49:56.960]  So Klaus Schwab means business.
[00:49:57.080 --> 00:50:03.480]  Klaus Schwab praises CCP for its COVID control measures.
[00:50:03.480 --> 00:50:05.280]  Before we play this clip, we'll play it back to back.
[00:50:05.280 --> 00:50:10.200]  Here he is again, two years ago, two and a half years ago, when it all was really in
[00:50:10.200 --> 00:50:11.200]  the middle of the COVID.
[00:50:11.200 --> 00:50:16.760]  He had a lot of speeches on this saying, we're going to use this to bring in control and
[00:50:16.760 --> 00:50:21.000]  to get the new carbon reset and to get people used to being locked down, this time for carbon
[00:50:21.000 --> 00:50:22.000]  lockdowns.
[00:50:22.000 --> 00:50:24.840]  And even if we don't officially have carbon lockdowns, we'll just cut off the energy until
[00:50:24.840 --> 00:50:28.080]  people can't move or travel or be prosperous.
[00:50:28.080 --> 00:50:31.640]  And then to the third world, that means death, cutting off the carbon.
[00:50:31.640 --> 00:50:35.240]  Those machines eat carbon, we put off carbon.
[00:50:35.240 --> 00:50:37.160]  And when they talk about banning carbon, they're talking about banning you.
[00:50:37.160 --> 00:50:43.120]  That's why in my film, Endgame, I tell you that they're going to ban fireplaces, charcoal,
[00:50:43.120 --> 00:50:46.200]  grills, and space ears.
[00:50:46.200 --> 00:50:51.760]  That was officially in the EU, UN policy in 2009, when I made the Obama deception.
[00:50:51.760 --> 00:50:54.560]  Two and a half hour film, go watch, it's free online.
[00:50:54.880 --> 00:50:57.160]  The Obama deception.
[00:50:57.160 --> 00:50:59.720]  The Obama deception, it's at Man.DotVideo, watch it.
[00:50:59.720 --> 00:51:04.440]  It's better today than when I made it in 2009, 14 years ago.
[00:51:04.440 --> 00:51:08.600]  And it says they will ban charcoal pizza ovens.
[00:51:08.600 --> 00:51:10.880]  I specifically say that.
[00:51:10.880 --> 00:51:11.880]  And because they said it.
[00:51:11.880 --> 00:51:12.880]  And now it's here.
[00:51:12.880 --> 00:51:15.240]  You're like, well, that's just the idiots in New York.
[00:51:15.240 --> 00:51:18.760]  I love this weird thing people do, like, I don't care if the stock market crashes, I'm
[00:51:18.760 --> 00:51:19.760]  not in the stock market.
[00:51:19.760 --> 00:51:21.240]  Everything's tied to the stock market.
[00:51:21.240 --> 00:51:22.240]  I don't care.
[00:51:22.240 --> 00:51:25.120]  I don't care if people live in Houston, Shreveport.
[00:51:25.120 --> 00:51:29.240]  I don't care if they shut off the Keystone Pipeline that costs $35 million to build
[00:51:29.240 --> 00:51:35.720]  and would create hundreds of millions of barrels every few days of oil or gasoline.
[00:51:35.720 --> 00:51:37.240]  That affects what you pay for gas.
[00:51:37.240 --> 00:51:38.240]  It's just this.
[00:51:38.240 --> 00:51:39.240]  It's crazy.
[00:51:39.240 --> 00:51:42.560]  So when I see San Francisco falling apart or New York, I don't go, oh, screw them in
[00:51:42.560 --> 00:51:45.960]  New York or screw them in Los Angeles.
[00:51:45.960 --> 00:51:46.960]  You're going to be next.
[00:51:46.960 --> 00:51:51.040]  And there's this attitude in Texas, and I love Texas, my family's been here on both
[00:51:51.040 --> 00:51:52.040]  sides since the founding of it.
[00:51:52.840 --> 00:51:53.840]  It's about as Texas as you can get.
[00:51:53.840 --> 00:51:57.280]  And I got a shotgun arrival, a four-wheel drive, and I got cows, and I know how to do
[00:51:57.280 --> 00:51:58.280]  everything.
[00:51:58.280 --> 00:52:01.680]  I know how to give them everything they need, put them a bunch of their ass.
[00:52:01.680 --> 00:52:06.720]  But the point is, is that the average Texas, don't ever get us, Texas is that close to
[00:52:06.720 --> 00:52:07.720]  going down.
[00:52:07.720 --> 00:52:12.480]  Florida discovered it was going down and fought back, and it's gained a little ground.
[00:52:12.480 --> 00:52:16.960]  In a football game at halftime, they're only a field goal ahead.
[00:52:16.960 --> 00:52:18.400]  Texas is behind.
[00:52:18.400 --> 00:52:19.400]  But I'm ranting.
[00:52:19.400 --> 00:52:20.400]  You know, I'll do this.
[00:52:21.400 --> 00:52:25.520]  I'm going to start the next hour and play these Klaus Schwab clips, and then I'm going
[00:52:25.520 --> 00:52:29.040]  to open the phones up and take your calls and roll the rest of it.
[00:52:29.040 --> 00:52:32.480]  But it's just incredible that they're just killing us with these poison shots, sending
[00:52:32.480 --> 00:52:36.160]  out lots to conservative and Christian areas, areas they don't control to kill higher numbers
[00:52:36.160 --> 00:52:39.720]  of people, but still killing some of theirs, so it's not as easy to notice.
[00:52:39.720 --> 00:52:42.640]  I mean, that is so incredible.
[00:52:42.640 --> 00:52:43.960]  What are we going to do about that?
[00:52:43.960 --> 00:52:48.040]  Now, I want to play a two-and-a-half-minute clip from Sunday night with this incredible
[00:52:48.040 --> 00:52:53.560]  lady, Octavia Wilder, who has worked with some of the biggest names out there but decided
[00:52:53.560 --> 00:52:58.800]  to leave the whole Hollywood system and be part of the River Church there in Tampa.
[00:52:58.800 --> 00:53:02.600]  She's a top, top vocalist, operatic singer.
[00:53:02.600 --> 00:53:05.480]  I mean, I've never seen anything like it in person.
[00:53:05.480 --> 00:53:09.280]  I want to go out and start St. Bengal Branner in this hour, and then I've got some other
[00:53:09.280 --> 00:53:14.480]  amazing singers like Raymond Silleris, and we're going to be playing some of that coming
[00:53:14.480 --> 00:53:15.480]  up as well.
[00:53:15.800 --> 00:53:18.880]  There's the proud-to-be-American and more, because these were just so powerful, and I
[00:53:18.880 --> 00:53:21.000]  got to sit right there, feet away, and hear it.
[00:53:21.000 --> 00:53:22.000]  That's coming up.
[00:53:22.000 --> 00:53:26.160]  But before we end this segment, I want to thank the listeners for support.
[00:53:26.160 --> 00:53:29.860]  If you bought as much product as you bought yesterday, every day, we wouldn't just stay
[00:53:29.860 --> 00:53:30.860]  on air.
[00:53:30.860 --> 00:53:34.520]  We'd be able to hire 10 reporters or anchors and just do things that are incredible and
[00:53:34.520 --> 00:53:36.760]  change the world even better.
[00:53:36.760 --> 00:53:41.560]  So if you'll just make purchases for a couple weeks at the level you did yesterday, we will
[00:53:41.560 --> 00:53:45.600]  be out of the $500,000 hole we're in, and then we've got a new product coming in, some
[00:53:45.600 --> 00:53:47.520]  other stuff I believe will be stabilized soon.
[00:53:47.520 --> 00:53:48.920]  Plus, you need these products.
[00:53:48.920 --> 00:53:49.920]  They're really great.
[00:53:49.920 --> 00:53:53.480]  So we have the 4th of July Super Sale going right now through the 4th of July, and then
[00:53:53.480 --> 00:53:54.840]  it'll have to end.
[00:53:54.840 --> 00:53:56.160]  And Nitric Boost is discounted.
[00:53:56.160 --> 00:53:57.160]  So good for your blood.
[00:53:57.160 --> 00:53:58.160]  So good to purify things.
[00:53:58.160 --> 00:54:01.600]  So good to go after all the spikes and all the chemicals and all the things that are in
[00:54:01.600 --> 00:54:02.600]  our environment.
[00:54:02.600 --> 00:54:05.200]  That's what Dr. Mikovits and others say everybody should be taking.
[00:54:05.200 --> 00:54:08.520]  She specifically, without me asking, said it's an incredible formula, one of the best she's
[00:54:08.520 --> 00:54:09.520]  seen.
[00:54:09.520 --> 00:54:10.520]  There's other ones out there that do the same thing.
[00:54:10.520 --> 00:54:11.520]  Just whatever you do, get them.
[00:54:11.520 --> 00:54:13.680]  Get them at infowarstore.com.
[00:54:13.680 --> 00:54:15.720]  That is the Nitric Boost.
[00:54:15.720 --> 00:54:21.000]  And then we also have the Krill Oil, the Fish Oil, that are comparable.
[00:54:21.000 --> 00:54:22.000]  And that's not the word I'm looking for.
[00:54:22.000 --> 00:54:23.000]  They're not even comparable.
[00:54:23.000 --> 00:54:24.000]  They are...
[00:54:24.000 --> 00:54:25.000]  They help it.
[00:54:25.000 --> 00:54:26.000]  That's the word I'm looking for.
[00:54:26.000 --> 00:54:27.000]  They complement it.
[00:54:27.000 --> 00:54:28.000]  That's it.
[00:54:28.000 --> 00:54:29.000]  It boosts the boost.
[00:54:29.000 --> 00:54:32.240]  They don't do the same thing, but they boost the boost.
[00:54:32.240 --> 00:54:40.160]  Krill Oil, the highest quality, Fish Oil, highest quality, 50% off on Brain Force Plus,
[00:54:40.160 --> 00:54:43.400]  Turbo Force, Brain Force, Ultra.
[00:54:43.400 --> 00:54:45.920]  It's all there, infowarstore.com.
[00:54:45.920 --> 00:54:46.920]  Super Female Vitality.
[00:54:46.920 --> 00:54:48.480]  Super Metal is sold out.
[00:54:48.480 --> 00:54:50.080]  Super Female is the exact same product.
[00:54:50.080 --> 00:54:51.800]  It just has a pink label.
[00:54:51.800 --> 00:54:53.920]  And it does amazing things for stamina and libido energy.
[00:54:53.920 --> 00:54:54.920]  It's 60% off.
[00:54:54.920 --> 00:54:58.080]  I've not done that in like five years.
[00:54:58.080 --> 00:55:01.480]  This is the time for you to try it, to experience it, to get it.
[00:55:01.480 --> 00:55:03.400]  It'll sell out quick too, but I just want you to have it.
[00:55:03.400 --> 00:55:04.400]  I want you to get it.
[00:55:04.400 --> 00:55:05.400]  Plus, we need funds now.
[00:55:05.400 --> 00:55:06.400]  So many great products.
[00:55:06.400 --> 00:55:09.520]  CBD Oil, highest quality, infowarstore.com.
[00:55:09.520 --> 00:55:12.040]  Or 888-253-3139.
[00:55:12.040 --> 00:55:16.600]  Now here is this incredible Star Spangled Banner from Octavia Wilder, and we'll be back
[00:55:16.600 --> 00:55:17.600]  next hour.
[00:55:17.600 --> 00:55:45.720]  Oh, say, can you see by the dawn's early light, what so proudly we hailed at the twilight's
[00:55:45.720 --> 00:55:57.720]  proudly we hailed at the twilight's last gleaming, whose
[00:55:57.720 --> 00:56:09.720]  broad stripes and bright stars through the perilous fight
[00:56:09.720 --> 00:56:21.720]  o'er the ramparts we watched were so gallantly streaming?
[00:56:21.720 --> 00:56:33.720]  And the rocket's red glare, the bombs bursting in air,
[00:56:33.720 --> 00:56:49.720]  gave proof through the night that our flag was still there.
[00:56:49.720 --> 00:57:06.720]  Oh, say does that star-spangled banner yet wave
[00:57:06.720 --> 00:57:30.720]  o'er the land of the free and the home of the brave?
[00:57:31.720 --> 00:57:32.720]  Woo!
[00:57:36.720 --> 00:57:39.720]  Live from Tampa, the River Church, Rodney Howard Brown.
[00:57:40.720 --> 00:57:41.720]  Amazing.
[00:57:48.720 --> 00:57:53.720]  Two amazing nootropics, that means brain power, are back in stock
[00:57:53.720 --> 00:57:57.720]  at InfoWarsTour.com, and they're both 50% off.
[00:57:57.720 --> 00:58:01.720]  We haven't offered these for 50% off since last Christmas.
[00:58:01.720 --> 00:58:04.720]  These are amazing products, and for those of you on the fence,
[00:58:04.720 --> 00:58:05.720]  I want you to try them.
[00:58:05.720 --> 00:58:09.720]  BrainForce Ultra hits in 15 minutes, only lasts three hours,
[00:58:09.720 --> 00:58:10.720]  with no hangover.
[00:58:10.720 --> 00:58:11.720]  It is a game changer.
[00:58:11.720 --> 00:58:13.720]  Nobody's got something close to this.
[00:58:13.720 --> 00:58:17.720]  Then, our BrainForce Plus is a good, basic, clean nootropic,
[00:58:17.720 --> 00:58:20.720]  gives you four to six hours of amazing energy, again, with no
[00:58:20.720 --> 00:58:22.720]  hangover, no jitters.
[00:58:22.720 --> 00:58:26.720]  Both products back in stock at InfoWarsTour.com for 50% off,
[00:58:26.720 --> 00:58:28.720]  and it funds the InfoWar.
[00:58:28.720 --> 00:58:31.720]  So get your BrainForce Ultra, your BrainForce Plus, and your
[00:58:31.720 --> 00:58:35.720]  TurboForce, all exclusively at InfoWarsTour.com, and know,
[00:58:35.720 --> 00:58:40.720]  you're funding the second American Revolution, 1776 worldwide.
[00:58:40.720 --> 00:58:46.720]  The answer to 1984 is 1776, and the answer for energy is BrainForce.
[00:58:48.720 --> 00:58:51.720]  How many times have you ever spoken to your son about his
[00:58:51.720 --> 00:58:53.720]  overseas business dealings?
[00:58:53.720 --> 00:58:55.720]  I've never spoken to my son about his overseas business dealings.
[00:58:56.720 --> 00:58:57.720]  So let me get this straight.
[00:58:57.720 --> 00:59:00.720]  The FBI was withholding from congressional oversight a document
[00:59:00.720 --> 00:59:03.720]  showing that during the Obama administration, Biden accepted a
[00:59:03.720 --> 00:59:06.720]  $10 million bribe through his son, Hunter, to force the firing
[00:59:06.720 --> 00:59:09.720]  of a Ukrainian prosecutor that was investigating corruption,
[00:59:09.720 --> 00:59:12.720]  an event that Donald Trump looked into, sparking the first
[00:59:12.720 --> 00:59:15.720]  impeachment, enforcing the arming of Ukraine, in turn setting
[00:59:15.720 --> 00:59:17.720]  the stage for the current war against Russia.
[00:59:17.720 --> 00:59:20.720]  Evidence of the bribe was also in Hunter Biden's laptop, which
[00:59:20.720 --> 00:59:24.720]  the FBI also had, but that they swore was Russian disinformation
[00:59:24.720 --> 00:59:27.720]  and infiltrated social media to censor during the 2020 campaign,
[00:59:27.720 --> 00:59:31.720]  all while the FBI investigates Trump for having classified documents
[00:59:31.720 --> 00:59:34.720]  despite the FBI admittedly letting Hillary Clinton off for a
[00:59:34.720 --> 00:59:37.720]  similar charge in 2016 when they were simultaneously launching
[00:59:37.720 --> 00:59:40.720]  the Russiagate investigation into Donald Trump using falsified
[00:59:40.720 --> 00:59:43.720]  evidence provided by the Clinton campaign.
[00:59:43.720 --> 00:59:45.720]  Do I have that all straight?
[00:59:45.720 --> 00:59:56.720]  If you are receiving this transmission, you are the resistance.
[01:00:06.720 --> 01:00:09.720]  And it's time for humanity to stand up in the info war and say,
[01:00:09.720 --> 01:00:12.720]  I don't know what's going to happen at the end of this, but you
[01:00:12.720 --> 01:00:15.720]  want to fight. You better believe you got one.
[01:00:18.720 --> 01:00:23.720]  After seven years of violent revolution, our American founders
[01:00:23.720 --> 01:00:27.720]  were well aware that political factions were most often used
[01:00:27.720 --> 01:00:31.720]  to divide and conquer the people, and they knew that the republic
[01:00:31.720 --> 01:00:35.720]  they created would only last as long as the people could remain
